ID;BestemmingEnVerwerkingZuiveringsslib;RegioS;Perioden;NatSlib_1;DrogeStof_2;AsGloeirest_3;OrganischeFractie_4;StikstofverbindingenAlsN_5;FosforverbindingenAlsP_6;Koper_7;Chroom_8;Zink_9;Lood_10;Cadmium_11;Nikkel_12;Kwik_13;Arseen_14
2217;Eindverwerking: storten;Noord-Nederland (LD);1997;149779;46223;23111;23112;2088;875;14431;1433;32869;4703;53;765;33;338
2218;Eindverwerking: storten;Noord-Nederland (LD);1998;137780;39179;15822;23357;2005;807;13981;1443;33392;4935;46;732;34;361
2219;Eindverwerking: storten;Noord-Nederland (LD);1999;154796;46088;20947;25141;2407;650;14950;1490;34310;5408;51;941;35;361
2220;Eindverwerking: storten;Noord-Nederland (LD);2000;115154;30400;11553;18847;1271;688;11554;1150;25990;3803;32;792;23;211
2221;Eindverwerking: storten;Noord-Nederland (LD);2001;133511;34717;13806;20911;1378;624;12226;1380;31449;4410;38;915;27;323
2222;Eindverwerking: storten;Noord-Nederland (LD);2002;59671;16270;6438;9832;440;325;5825;456;17152;2058;26;453;13;87
2223;Eindverwerking: storten;Noord-Nederland (LD);2003;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2224;Eindverwerking: storten;Noord-Nederland (LD);2004;63597;15136;5449;9687;651;280;5600;681;14198;1862;12;469;11;147
2225;Eindverwerking: storten;Noord-Nederland (LD);2005;60091;14281;5935;8346;568;258;5760;519;11092;1290;8;386;7;123
2226;Eindverwerking: storten;Noord-Nederland (LD);2006;59151;14752;5458;9294;361;211;5576;767;13838;1711;13;443;8;159
2227;Eindverwerking: storten;Noord-Nederland (LD);2007;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2228;Eindverwerking: storten;Noord-Nederland (LD);2008;70;2;1;1;0;0;1;0;2;0;0;0;0;0
2229;Eindverwerking: storten;Noord-Nederland (LD);2009;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2230;Eindverwerking: storten;Noord-Nederland (LD);2010;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2231;Eindverwerking: storten;Noord-Nederland (LD);2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2232;Eindverwerking: storten;Noord-Nederland (LD);2012;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2233;Eindverwerking: storten;Noord-Nederland (LD);2013;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2234;Eindverwerking: storten;Noord-Nederland (LD);2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2235;Eindverwerking: storten;Noord-Nederland (LD);2015;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2236;Eindverwerking: storten;Noord-Nederland (LD);2016;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2237;Eindverwerking: storten;Noord-Nederland (LD);2018;7352;2072;801;1271;95;88;648;56;1673;147;2;43;1;8
2238;Eindverwerking: storten;Noord-Nederland (LD);2020;990;278;83;195;16;9;101;9;449;27;0;5;0;1
2239;Eindverwerking: storten;Noord-Nederland (LD);2022;4977;1137;354;783;70;37;318;55;932;86;1;31;1;11
2240;Eindverwerking: storten;Oost-Nederland (LD);1981;49943;12383;5480;6903;569;355;5186;2633;20238;10378;110;838;49;117
2241;Eindverwerking: storten;Oost-Nederland (LD);1985;74097;22237;8446;13791;1191;612;9341;2550;31811;9316;120;1232;67;171
2242;Eindverwerking: storten;Oost-Nederland (LD);1990;117267;33312;15308;18004;1373;696;13743;3661;37279;7517;95;1656;70;319
2243;Eindverwerking: storten;Oost-Nederland (LD);1991;109556;31012;12519;18493;1415;769;12937;2827;32258;6066;77;1170;66;255
2244;Eindverwerking: storten;Oost-Nederland (LD);1992;88972;24797;10050;14747;1188;507;12075;1966;28006;5046;74;1111;48;196
2245;Eindverwerking: storten;Oost-Nederland (LD);1993;146774;49065;26579;22486;1933;902;14756;3713;40220;7569;117;1658;151;291
2246;Eindverwerking: storten;Oost-Nederland (LD);1994;34769;8465;3767;4698;429;153;2109;457;7406;1446;19;306;14;42
2247;Eindverwerking: storten;Oost-Nederland (LD);1995;7021;827;356;471;36;22;333;31;860;186;2;20;2;6
2248;Eindverwerking: storten;Oost-Nederland (LD);1996;22197;6361;2724;3637;314;164;1261;332;5115;924;8;117;5;17
2249;Eindverwerking: storten;Oost-Nederland (LD);1997;43170;13097;5005;8092;590;331;5664;838;12944;1937;20;464;19;78
2250;Eindverwerking: storten;Oost-Nederland (LD);1998;28440;7072;2846;4226;321;189;2799;435;7783;1128;11;279;9;50
2251;Eindverwerking: storten;Oost-Nederland (LD);1999;5168;949;272;677;53;14;560;73;805;117;2;89;1;3
2252;Eindverwerking: storten;Oost-Nederland (LD);2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2253;Eindverwerking: storten;Oost-Nederland (LD);2001;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2254;Eindverwerking: storten;Oost-Nederland (LD);2002;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2255;Eindverwerking: storten;Oost-Nederland (LD);2003;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2256;Eindverwerking: storten;Oost-Nederland (LD);2004;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2257;Eindverwerking: storten;Oost-Nederland (LD);2005;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2258;Eindverwerking: storten;Oost-Nederland (LD);2006;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2259;Eindverwerking: storten;Oost-Nederland (LD);2007;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2260;Eindverwerking: storten;Oost-Nederland (LD);2008;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2261;Eindverwerking: storten;Oost-Nederland (LD);2009;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2262;Eindverwerking: storten;Oost-Nederland (LD);2010;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2263;Eindverwerking: storten;Oost-Nederland (LD);2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2264;Eindverwerking: storten;Oost-Nederland (LD);2012;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2265;Eindverwerking: storten;Oost-Nederland (LD);2013;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2266;Eindverwerking: storten;Oost-Nederland (LD);2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2267;Eindverwerking: storten;Oost-Nederland (LD);2015;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2268;Eindverwerking: storten;Oost-Nederland (LD);2016;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2269;Eindverwerking: storten;Oost-Nederland (LD);2018;105671;24937;7248;17689;1499;717;8272;1015;26027;1816;23;611;12;271
2270;Eindverwerking: storten;Oost-Nederland (LD);2020;4623;1203;454;749;74;51;634;81;1940;115;2;56;1;9
2271;Eindverwerking: storten;Oost-Nederland (LD);2022;315;100;39;61;10;4;50;9;142;9;0;5;0;1
2272;Eindverwerking: storten;West-Nederland (LD);1981;1547270;26583;9754;16829;990;546;10148;2516;41143;10501;259;1161;77;183
2273;Eindverwerking: storten;West-Nederland (LD);1985;1427422;19490;6450;13040;746;208;6990;2380;35488;4179;62;1084;53;202
2274;Eindverwerking: storten;West-Nederland (LD);1990;2277186;36657;13757;22900;2253;675;21664;1940;54969;13358;139;1517;123;345
2275;Eindverwerking: storten;West-Nederland (LD);1991;547332;51311;21315;29996;2774;1177;28700;2919;61273;15523;176;1701;159;435
2276;Eindverwerking: storten;West-Nederland (LD);1992;615783;58420;23728;34692;3179;1214;29318;2534;75325;16287;162;1723;143;632
2277;Eindverwerking: storten;West-Nederland (LD);1993;548346;63599;27802;35797;3275;1684;31435;2789;77551;17530;235;1780;166;575
2278;Eindverwerking: storten;West-Nederland (LD);1994;406657;47746;21374;26372;2560;798;15234;1620;44196;8973;80;1177;78;472
2279;Eindverwerking: storten;West-Nederland (LD);1995;379628;65368;28748;36620;3132;1857;26419;2365;76233;15551;123;1927;132;783
2280;Eindverwerking: storten;West-Nederland (LD);1996;112489;57280;23569;33711;2623;1176;23399;1985;51488;8739;92;1372;89;518
2281;Eindverwerking: storten;West-Nederland (LD);1997;102714;58662;25264;33398;1947;1134;24271;2485;53069;8707;97;1491;83;577
2282;Eindverwerking: storten;West-Nederland (LD);1998;82184;51812;23026;28786;2340;1756;19216;1828;47603;8179;77;1245;66;733
2283;Eindverwerking: storten;West-Nederland (LD);1999;100118;66379;30198;36181;2735;1249;25923;2862;64125;10852;108;1794;88;688
2284;Eindverwerking: storten;West-Nederland (LD);2000;39848;33557;12889;20668;1659;398;12442;1210;34105;5684;55;739;41;359
2285;Eindverwerking: storten;West-Nederland (LD);2001;34033;27921;6632;21289;1577;273;10273;843;29502;5367;52;758;44;333
2286;Eindverwerking: storten;West-Nederland (LD);2002;29068;23097;9871;13226;1687;834;9711;753;25959;4148;41;683;29;295
2287;Eindverwerking: storten;West-Nederland (LD);2003;59618;14578;5754;8824;663;186;7127;589;16422;2371;25;325;16;170
2288;Eindverwerking: storten;West-Nederland (LD);2004;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2289;Eindverwerking: storten;West-Nederland (LD);2005;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2290;Eindverwerking: storten;West-Nederland (LD);2006;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2291;Eindverwerking: storten;West-Nederland (LD);2007;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2292;Eindverwerking: storten;West-Nederland (LD);2008;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2293;Eindverwerking: storten;West-Nederland (LD);2009;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2294;Eindverwerking: storten;West-Nederland (LD);2010;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2295;Eindverwerking: storten;West-Nederland (LD);2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2296;Eindverwerking: storten;West-Nederland (LD);2012;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2297;Eindverwerking: storten;West-Nederland (LD);2013;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2298;Eindverwerking: storten;West-Nederland (LD);2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2299;Eindverwerking: storten;West-Nederland (LD);2015;9178;2056;775;1281;108;71;1163;69;2222;214;2;45;1;17
2300;Eindverwerking: storten;West-Nederland (LD);2016;4984;1103;336;767;60;39;585;37;1209;108;0;24;1;11
2301;Eindverwerking: storten;West-Nederland (LD);2018;17051;4227;1450;2777;219;140;1808;150;5273;452;6;96;4;64
2302;Eindverwerking: storten;West-Nederland (LD);2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2303;Eindverwerking: storten;West-Nederland (LD);2022;1229;257;75;182;9;10;129;6;255;18;0;4;0;2
2304;Eindverwerking: storten;Zuid-Nederland (LD);1981;93165;20778;8912;11866;816;479;11322;13039;39961;11758;167;4195;46;141
2305;Eindverwerking: storten;Zuid-Nederland (LD);1985;93591;28832;15485;13347;1427;611;12009;12015;37600;12479;125;2424;43;172
2306;Eindverwerking: storten;Zuid-Nederland (LD);1990;256739;71003;31083;39920;3037;1268;28136;9617;68438;13413;163;4847;105;349
2307;Eindverwerking: storten;Zuid-Nederland (LD);1991;245243;69767;35090;34677;3043;1371;28122;9921;64115;13348;152;4082;105;350
2308;Eindverwerking: storten;Zuid-Nederland (LD);1992;258034;70017;35397;34620;2563;1053;29395;7309;68418;12358;154;4111;92;361
2309;Eindverwerking: storten;Zuid-Nederland (LD);1993;210388;56880;29522;27358;2091;689;22784;7093;56145;10257;115;3723;70;309
2310;Eindverwerking: storten;Zuid-Nederland (LD);1994;226295;61056;33693;27363;2197;1227;24240;5488;61012;11651;117;4127;77;348
2311;Eindverwerking: storten;Zuid-Nederland (LD);1995;234754;69284;36556;32728;2438;1702;24824;5782;53709;8680;128;3079;64;335
2312;Eindverwerking: storten;Zuid-Nederland (LD);1996;259929;64034;30051;33983;2532;1501;25493;4970;50707;7953;116;3722;56;355
2313;Eindverwerking: storten;Zuid-Nederland (LD);1997;174737;46533;21069;25464;1993;964;18335;3191;41626;6228;81;2512;53;291
2314;Eindverwerking: storten;Zuid-Nederland (LD);1998;6490;3241;1329;1912;136;93;1424;333;3293;508;4;534;3;29
2315;Eindverwerking: storten;Zuid-Nederland (LD);1999;8927;5633;2609;3024;224;134;2316;456;5449;796;7;315;4;55
2316;Eindverwerking: storten;Zuid-Nederland (LD);2000;254;189;78;111;10;4;54;18;172;25;0;17;0;1
2317;Eindverwerking: storten;Zuid-Nederland (LD);2001;687;171;63;108;10;2;42;11;136;21;0;8;0;1
2318;Eindverwerking: storten;Zuid-Nederland (LD);2002;2234;459;165;294;26;12;113;22;391;63;0;17;0;2
2319;Eindverwerking: storten;Zuid-Nederland (LD);2003;3658;1473;584;889;80;32;309;60;1309;145;1;44;1;5
2320;Eindverwerking: storten;Zuid-Nederland (LD);2004;61;22;8;14;1;0;4;1;23;2;0;1;0;0
2321;Eindverwerking: storten;Zuid-Nederland (LD);2005;7;2;1;1;0;0;0;0;3;0;0;0;0;0
2322;Eindverwerking: storten;Zuid-Nederland (LD);2006;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2323;Eindverwerking: storten;Zuid-Nederland (LD);2007;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2324;Eindverwerking: storten;Zuid-Nederland (LD);2008;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2325;Eindverwerking: storten;Zuid-Nederland (LD);2009;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2326;Eindverwerking: storten;Zuid-Nederland (LD);2010;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2327;Eindverwerking: storten;Zuid-Nederland (LD);2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2328;Eindverwerking: storten;Zuid-Nederland (LD);2012;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2329;Eindverwerking: storten;Zuid-Nederland (LD);2013;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2330;Eindverwerking: storten;Zuid-Nederland (LD);2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2331;Eindverwerking: storten;Zuid-Nederland (LD);2015;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2332;Eindverwerking: storten;Zuid-Nederland (LD);2016;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2333;Eindverwerking: storten;Zuid-Nederland (LD);2018;2835;672;294;378;34;26;248;50;642;56;1;26;0;6
2334;Eindverwerking: storten;Zuid-Nederland (LD);2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2335;Eindverwerking: storten;Zuid-Nederland (LD);2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2336;Eindverwerking: storten;Groningen (PV);1981;9489;3351;1636;1715;107;62;1801;260;8094;1862;24;120;30;23
2337;Eindverwerking: storten;Groningen (PV);1985;11815;4659;2724;1935;87;59;1823;142;5294;1701;13;84;20;25
2338;Eindverwerking: storten;Groningen (PV);1990;14642;4604;1863;2741;194;323;2793;184;5909;1393;20;152;28;166
2339;Eindverwerking: storten;Groningen (PV);1991;13910;4794;2018;2776;135;104;3493;371;6248;1574;21;146;24;33
2340;Eindverwerking: storten;Groningen (PV);1992;14081;4852;2110;2742;157;118;2978;388;5622;1358;16;131;17;25
2341;Eindverwerking: storten;Groningen (PV);1993;28484;8539;4097;4442;476;190;4919;355;10107;2128;29;205;30;30
2342;Eindverwerking: storten;Groningen (PV);1994;37125;9912;3826;6086;460;200;4498;344;9937;2018;32;245;19;118
2343;Eindverwerking: storten;Groningen (PV);1995;42297;9982;4150;5832;498;221;4809;341;9456;1711;19;186;12;40
2344;Eindverwerking: storten;Groningen (PV);1996;45151;11667;4968;6699;627;300;5432;425;8996;1400;19;215;13;74
2345;Eindverwerking: storten;Groningen (PV);1997;41541;11341;4808;6533;553;287;5269;372;11105;1368;17;189;12;107
2346;Eindverwerking: storten;Groningen (PV);1998;41599;10662;4295;6367;496;270;5268;364;9842;1371;14;221;9;124
2347;Eindverwerking: storten;Groningen (PV);1999;41737;12225;5189;7036;591;211;5985;460;11358;1678;18;376;11;129
2348;Eindverwerking: storten;Groningen (PV);2000;33873;9922;3827;6095;488;261;4495;337;9553;1271;12;274;8;67
2349;Eindverwerking: storten;Groningen (PV);2001;39090;11450;4501;6949;561;248;4961;376;12251;1391;16;222;11;141
2350;Eindverwerking: storten;Groningen (PV);2002;43965;12878;5154;7724;417;242;4822;396;12764;1711;22;400;10;85
2351;Eindverwerking: storten;Groningen (PV);2003;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2352;Eindverwerking: storten;Groningen (PV);2004;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2353;Eindverwerking: storten;Groningen (PV);2005;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2354;Eindverwerking: storten;Groningen (PV);2006;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2355;Eindverwerking: storten;Groningen (PV);2007;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2356;Eindverwerking: storten;Groningen (PV);2008;70;2;1;1;0;0;1;0;2;0;0;0;0;0
2357;Eindverwerking: storten;Groningen (PV);2009;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2358;Eindverwerking: storten;Groningen (PV);2010;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2359;Eindverwerking: storten;Groningen (PV);2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2360;Eindverwerking: storten;Groningen (PV);2012;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2361;Eindverwerking: storten;Groningen (PV);2013;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2362;Eindverwerking: storten;Groningen (PV);2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2363;Eindverwerking: storten;Groningen (PV);2015;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2364;Eindverwerking: storten;Groningen (PV);2016;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2365;Eindverwerking: storten;Groningen (PV);2018;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2366;Eindverwerking: storten;Groningen (PV);2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2367;Eindverwerking: storten;Groningen (PV);2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2368;Eindverwerking: storten;Friesland (PV);1981;8341;1120;407;713;61;32;908;416;2987;408;5;163;3;6
2369;Eindverwerking: storten;Friesland (PV);1985;12334;1556;557;999;92;31;546;176;1916;351;7;75;3;16
2370;Eindverwerking: storten;Friesland (PV);1990;33284;11267;5684;5583;418;200;2966;813;7999;1383;11;360;19;59
2371;Eindverwerking: storten;Friesland (PV);1991;33253;11190;5886;5304;470;142;3519;986;8780;1435;13;380;12;84
2372;Eindverwerking: storten;Friesland (PV);1992;42430;14457;7663;6794;549;240;3492;796;9418;1855;16;347;12;132
2373;Eindverwerking: storten;Friesland (PV);1993;53145;19398;9990;9408;1098;315;3298;1096;11542;2716;20;485;20;125
2374;Eindverwerking: storten;Friesland (PV);1994;53487;20058;11533;8525;1027;381;4613;883;12937;2908;18;451;25;211
2375;Eindverwerking: storten;Friesland (PV);1995;50965;19163;10999;8164;910;465;3842;563;10563;1991;21;312;13;119
2376;Eindverwerking: storten;Friesland (PV);1996;55259;19650;11201;8449;941;318;3635;609;11102;2024;24;295;14;126
2377;Eindverwerking: storten;Friesland (PV);1997;60506;21153;11793;9360;876;221;4654;672;12903;1925;18;338;13;188
2378;Eindverwerking: storten;Friesland (PV);1998;42724;14975;5541;9434;833;191;4224;644;12593;1986;17;294;14;184
2379;Eindverwerking: storten;Friesland (PV);1999;58908;19964;11379;8585;1144;177;4492;619;11679;2036;17;339;11;180
2380;Eindverwerking: storten;Friesland (PV);2000;57602;14596;5839;8757;445;296;4817;628;11750;1868;15;394;10;117
2381;Eindverwerking: storten;Friesland (PV);2001;62410;15565;6712;8853;381;222;4747;821;13970;2296;15;556;10;156
2382;Eindverwerking: storten;Friesland (PV);2002;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2383;Eindverwerking: storten;Friesland (PV);2003;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2384;Eindverwerking: storten;Friesland (PV);2004;63597;15136;5449;9687;651;280;5600;681;14198;1862;12;469;11;147
2385;Eindverwerking: storten;Friesland (PV);2005;60091;14281;5935;8346;568;258;5760;519;11092;1290;8;386;7;123
2386;Eindverwerking: storten;Friesland (PV);2006;59151;14752;5458;9294;361;211;5576;767;13838;1711;13;443;8;159
2387;Eindverwerking: storten;Friesland (PV);2007;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2388;Eindverwerking: storten;Friesland (PV);2008;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2389;Eindverwerking: storten;Friesland (PV);2009;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2390;Eindverwerking: storten;Friesland (PV);2010;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2391;Eindverwerking: storten;Friesland (PV);2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2392;Eindverwerking: storten;Friesland (PV);2012;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2393;Eindverwerking: storten;Friesland (PV);2013;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2394;Eindverwerking: storten;Friesland (PV);2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2395;Eindverwerking: storten;Friesland (PV);2015;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2396;Eindverwerking: storten;Friesland (PV);2016;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2397;Eindverwerking: storten;Friesland (PV);2018;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2398;Eindverwerking: storten;Friesland (PV);2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2399;Eindverwerking: storten;Friesland (PV);2022;4839;1096;341;755;67;36;307;53;887;82;1;30;1;11
2400;Eindverwerking: storten;Drenthe (PV);1981;11581;730;312;418;32;14;511;301;1244;296;4;338;3;3
2401;Eindverwerking: storten;Drenthe (PV);1985;1009;206;80;126;10;4;99;15;283;60;1;9;0;1
2402;Eindverwerking: storten;Drenthe (PV);1990;5457;1265;460;805;80;33;1479;54;1182;230;3;24;2;7
2403;Eindverwerking: storten;Drenthe (PV);1991;10068;2355;873;1482;139;58;1415;157;1865;362;5;46;2;9
2404;Eindverwerking: storten;Drenthe (PV);1992;15072;3662;1251;2411;213;83;2155;187;3284;559;7;70;3;14
2405;Eindverwerking: storten;Drenthe (PV);1993;35832;12184;6151;6033;525;221;3742;342;8063;1309;17;197;10;32
2406;Eindverwerking: storten;Drenthe (PV);1994;48678;14027;7405;6622;605;292;4676;415;9605;1695;16;214;13;45
2407;Eindverwerking: storten;Drenthe (PV);1995;49927;14195;7374;6821;584;301;4624;530;9568;1579;16;213;12;27
2408;Eindverwerking: storten;Drenthe (PV);1996;52529;14989;7332;7657;718;359;4873;401;9474;1314;16;218;9;38
2409;Eindverwerking: storten;Drenthe (PV);1997;47732;13730;6510;7220;660;367;4508;389;8861;1410;17;237;9;43
2410;Eindverwerking: storten;Drenthe (PV);1998;53457;13542;5986;7556;676;346;4490;434;10958;1578;15;218;11;53
2411;Eindverwerking: storten;Drenthe (PV);1999;54151;13899;4378;9521;672;262;4473;412;11273;1694;16;226;12;53
2412;Eindverwerking: storten;Drenthe (PV);2000;23678;5882;1887;3995;337;131;2243;185;4688;664;5;124;5;27
2413;Eindverwerking: storten;Drenthe (PV);2001;32011;7702;2593;5109;436;154;2518;183;5229;723;7;136;6;27
2414;Eindverwerking: storten;Drenthe (PV);2002;15706;3392;1284;2108;23;83;1003;60;4387;347;4;53;3;2
2415;Eindverwerking: storten;Drenthe (PV);2003;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2416;Eindverwerking: storten;Drenthe (PV);2004;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2417;Eindverwerking: storten;Drenthe (PV);2005;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2418;Eindverwerking: storten;Drenthe (PV);2006;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2419;Eindverwerking: storten;Drenthe (PV);2007;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2420;Eindverwerking: storten;Drenthe (PV);2008;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2421;Eindverwerking: storten;Drenthe (PV);2009;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2422;Eindverwerking: storten;Drenthe (PV);2010;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2423;Eindverwerking: storten;Drenthe (PV);2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2424;Eindverwerking: storten;Drenthe (PV);2012;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2425;Eindverwerking: storten;Drenthe (PV);2013;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2426;Eindverwerking: storten;Drenthe (PV);2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2427;Eindverwerking: storten;Drenthe (PV);2015;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2428;Eindverwerking: storten;Drenthe (PV);2016;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2429;Eindverwerking: storten;Drenthe (PV);2018;7352;2072;801;1271;95;88;648;56;1673;147;2;43;1;8
2430;Eindverwerking: storten;Drenthe (PV);2020;990;278;83;195;16;9;101;9;449;27;0;5;0;1
2431;Eindverwerking: storten;Drenthe (PV);2022;138;41;13;28;3;1;12;1;46;4;0;1;0;0
2432;Eindverwerking: storten;Overijssel (PV);1981;340;71;26;45;4;2;41;30;105;29;0;22;0;0
2433;Eindverwerking: storten;Overijssel (PV);1985;450;158;54;104;9;4;152;18;159;50;1;13;0;1
2434;Eindverwerking: storten;Overijssel (PV);1990;36334;8500;3178;5322;460;182;5161;1328;12151;1739;32;724;22;39
2435;Eindverwerking: storten;Overijssel (PV);1991;37811;9018;3440;5578;553;228;5150;1302;11356;1403;22;565;20;42
2436;Eindverwerking: storten;Overijssel (PV);1992;51874;12805;4738;8067;662;276;6340;1221;16051;1985;27;811;27;53
2437;Eindverwerking: storten;Overijssel (PV);1993;58842;17763;8349;9414;852;393;6484;1536;16448;2465;33;591;22;87
2438;Eindverwerking: storten;Overijssel (PV);1994;5202;1140;434;706;59;22;437;94;1136;229;2;56;1;3
2439;Eindverwerking: storten;Overijssel (PV);1995;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2440;Eindverwerking: storten;Overijssel (PV);1996;19525;5623;2418;3205;277;145;967;304;4319;742;7;101;4;12
2441;Eindverwerking: storten;Overijssel (PV);1997;40284;12270;4684;7586;553;310;5402;811;12299;1818;19;449;18;65
2442;Eindverwerking: storten;Overijssel (PV);1998;22407;5798;2297;3501;263;146;2495;389;6369;866;9;245;8;27
2443;Eindverwerking: storten;Overijssel (PV);1999;3887;688;186;502;37;10;349;51;566;84;1;80;1;2
2444;Eindverwerking: storten;Overijssel (PV);2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2445;Eindverwerking: storten;Overijssel (PV);2001;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2446;Eindverwerking: storten;Overijssel (PV);2002;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2447;Eindverwerking: storten;Overijssel (PV);2003;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2448;Eindverwerking: storten;Overijssel (PV);2004;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2449;Eindverwerking: storten;Overijssel (PV);2005;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2450;Eindverwerking: storten;Overijssel (PV);2006;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2451;Eindverwerking: storten;Overijssel (PV);2007;0;0;0;0;0;0;0;0;0;0;0;0;0;0
