ID;Accuracy;OwnerOrTenant;HouseholdCharacteristics;DwellingCharacteristics;Period;TotalHousingCosts_1;NetRentOrMortgage_2;AdditionalHousingCosts_3;HousingCostRatio_4;NonSkewedRent_5;SkewedTowardsCheapRent_6;SkewedTowardsExpensiveRent_7
5780;Value;Owner;Couple: no children;Garage/carport with dwelling: not…;2015;823.9;612.4;211.5;25.4;;;
5781;Value;Owner;Couple: no children;Number of rooms: 2 or less;2009;827.4;610.9;216.5;29.8;;;
5782;Value;Owner;Couple: no children;Number of rooms: 2 or less;2012;887.0;688.7;198.2;31.7;;;
5783;Value;Owner;Couple: no children;Number of rooms: 2 or less;2015;789.5;600.1;189.4;26.4;;;
5784;Value;Owner;Couple: no children;Number of rooms: 3;2009;825.1;615.3;209.8;28.2;;;
5785;Value;Owner;Couple: no children;Number of rooms: 3;2012;870.8;654.1;216.8;29.1;;;
5786;Value;Owner;Couple: no children;Number of rooms: 3;2015;796.1;599.4;196.7;25.9;;;
5787;Value;Owner;Couple: no children;Number of rooms: 4;2009;832.4;596.4;236.0;28.0;;;
5788;Value;Owner;Couple: no children;Number of rooms: 4;2012;894.4;652.3;242.2;29.6;;;
5789;Value;Owner;Couple: no children;Number of rooms: 4;2015;790.2;574.5;215.7;25.1;;;
5790;Value;Owner;Couple: no children;Number of rooms: 5;2009;861.6;605.9;255.7;27.4;;;
5791;Value;Owner;Couple: no children;Number of rooms: 5;2012;912.4;654.2;258.2;28.6;;;
5792;Value;Owner;Couple: no children;Number of rooms: 5;2015;805.1;575.2;229.8;24.3;;;
5793;Value;Owner;Couple: no children;Number of rooms: 6;2009;916.0;635.1;280.8;27.9;;;
5794;Value;Owner;Couple: no children;Number of rooms: 6;2012;959.4;675.5;283.9;28.0;;;
5795;Value;Owner;Couple: no children;Number of rooms: 6;2015;834.1;585.3;248.8;24.5;;;
5796;Value;Owner;Couple: no children;Number of rooms: 7 or more;2009;1057.2;737.4;319.8;28.3;;;
5797;Value;Owner;Couple: no children;Number of rooms: 7 or more;2012;1066.9;752.7;314.2;28.2;;;
5798;Value;Owner;Couple: no children;Number of rooms: 7 or more;2015;947.9;670.8;277.1;26.1;;;
5799;Value;Owner;Couple: no children;Type of kitchen: separate;2009;865.9;601.0;264.9;28.9;;;
5800;Value;Owner;Couple: no children;Type of kitchen: separate;2012;909.3;641.6;267.7;29.9;;;
5801;Value;Owner;Couple: no children;Type of kitchen: separate;2015;809.7;570.7;239.0;25.6;;;
5802;Value;Owner;Couple: no children;Type of kitchen: open;2009;869.1;628.2;241.0;27.2;;;
5803;Value;Owner;Couple: no children;Type of kitchen: open;2012;927.2;679.7;247.5;28.4;;;
5804;Value;Owner;Couple: no children;Type of kitchen: open;2015;823.4;601.2;222.2;24.7;;;
5805;Value;Owner;Couple: no children;"Type of dwelling: single-family; total";2009;867.9;608.8;259.1;27.9;;;
5806;Value;Owner;Couple: no children;"Type of dwelling: single-family; total";2012;924.7;661.1;263.6;29.1;;;
5807;Value;Owner;Couple: no children;"Type of dwelling: single-family; total";2015;818.9;584.2;234.7;25.0;;;
5808;Value;Owner;Couple: no children;"Type of dwelling: single-family;detached";2009;927.0;625.2;301.8;29.8;;;
5809;Value;Owner;Couple: no children;"Type of dwelling: single-family;detached";2012;965.3;663.2;302.1;29.7;;;
5810;Value;Owner;Couple: no children;"Type of dwelling: single-family;detached";2015;872.1;603.1;269.0;26.7;;;
5811;Value;Owner;Couple: no children;"Type of dwelling: single-family; semi..";2009;825.2;576.1;249.1;26.5;;;
5812;Value;Owner;Couple: no children;"Type of dwelling: single-family; semi..";2012;906.6;650.3;256.3;28.2;;;
5813;Value;Owner;Couple: no children;"Type of dwelling: single-family; semi..";2015;798.7;567.0;231.7;23.8;;;
5814;Value;Owner;Couple: no children;"Type of dwelling:singlefamily;terraced..";2009;847.4;613.1;234.3;27.3;;;
5815;Value;Owner;Couple: no children;"Type of dwelling:singlefamily;terraced..";2012;906.3;664.9;241.4;29.1;;;
5816;Value;Owner;Couple: no children;"Type of dwelling:singlefamily;terraced..";2015;790.6;579.8;210.9;24.4;;;
5817;Value;Owner;Couple: no children;"Type of dwelling: multi-family; total";2009;868.1;673.8;194.3;27.8;;;
5818;Value;Owner;Couple: no children;"Type of dwelling: multi-family; total";2012;896.9;694.4;202.5;28.1;;;
5819;Value;Owner;Couple: no children;"Type of dwelling: multi-family; total";2015;815.7;628.5;187.3;25.1;;;
5820;Value;Owner;Couple: no children;Function: residential/commercial;2009;1237.9;948.9;289.0;39.2;;;
5821;Value;Owner;Couple: no children;Function: residential/commercial;2012;1119.5;864.9;254.6;40.4;;;
5822;Value;Owner;Couple: no children;Function: residential/commercial;2015;948.4;721.3;227.1;34.9;;;
5823;Value;Owner;Couple: no children;Function: normal residential;2009;867.4;617.5;249.9;27.7;;;
5824;Value;Owner;Couple: no children;Function: normal residential;2012;922.2;666.8;255.4;28.8;;;
5825;Value;Owner;Couple: no children;Function: normal residential;2015;819.4;591.0;228.4;24.8;;;
5826;Value;Owner;Couple: no children;Function: residential for seniors;2009;763.7;519.9;243.8;28.6;;;
5827;Value;Owner;Couple: no children;Function: residential for seniors;2012;713.4;481.8;231.5;26.9;;;
5828;Value;Owner;Couple: no children;Function: residential for seniors;2015;739.4;514.4;224.9;26.7;;;
5829;Value;Owner;Couple: no children;Usable area: less than  75 m²;2009;813.5;583.6;229.9;30.1;;;
5830;Value;Owner;Couple: no children;Usable area: less than  75 m²;2012;837.5;608.6;229.0;29.9;;;
5831;Value;Owner;Couple: no children;Usable area: less than  75 m²;2015;789.7;605.5;184.2;26.1;;;
5832;Value;Owner;Couple: no children;Usable area: 75 to 99 m²;2009;813.6;585.6;228.0;28.2;;;
5833;Value;Owner;Couple: no children;Usable area: 75 to 99 m²;2012;859.3;626.3;233.0;29.2;;;
5834;Value;Owner;Couple: no children;Usable area: 75 to 99 m²;2015;763.9;567.7;196.2;25.4;;;
5835;Value;Owner;Couple: no children;Usable area: 100 to 149 m²;2009;854.7;614.3;240.4;27.6;;;
5836;Value;Owner;Couple: no children;Usable area: 100 to 149 m²;2012;913.7;666.3;247.4;28.7;;;
5837;Value;Owner;Couple: no children;Usable area: 100 to 149 m²;2015;783.3;565.8;217.5;24.7;;;
5838;Value;Owner;Couple: no children;Usable area: 150 m² or more;2009;934.8;653.1;281.7;27.2;;;
5839;Value;Owner;Couple: no children;Usable area: 150 m² or more;2012;1010.2;719.6;290.6;28.5;;;
5840;Value;Owner;Couple: no children;Usable area: 150 m² or more;2015;903.7;636.8;266.9;25.1;;;
5841;Value;Owner;Multi-person household, n.e.c.;Total;2009;864.0;616.2;247.8;30.9;;;
5842;Value;Owner;Multi-person household, n.e.c.;Total;2012;786.5;534.3;252.2;27.8;;;
5843;Value;Owner;Multi-person household, n.e.c.;Total;2015;760.1;526.9;233.2;27.5;;;
5844;Value;Owner;Multi-person household, n.e.c.;Bathing facilities:bath, separate shower;2009;763.9;499.2;264.8;31.4;;;
5845;Value;Owner;Multi-person household, n.e.c.;Bathing facilities:bath, separate shower;2012;852.7;594.7;258.1;27.1;;;
5846;Value;Owner;Multi-person household, n.e.c.;Bathing facilities:bath, separate shower;2015;776.5;523.2;253.3;28.9;;;
5847;Value;Owner;Multi-person household, n.e.c.;Bathing facilities: bath or bath/shower;2009;850.5;583.2;267.3;26.5;;;
5848;Value;Owner;Multi-person household, n.e.c.;Bathing facilities: bath or bath/shower;2012;922.9;674.8;248.0;33.3;;;
5849;Value;Owner;Multi-person household, n.e.c.;Bathing facilities: bath or bath/shower;2015;740.7;493.6;247.0;23.6;;;
5850;Value;Owner;Multi-person household, n.e.c.;Bathing facilities: shower/ no bath;2009;932.2;705.5;226.7;33.0;;;
5851;Value;Owner;Multi-person household, n.e.c.;Bathing facilities: shower/ no bath;2012;698.9;449.5;249.4;26.6;;;
5852;Value;Owner;Multi-person household, n.e.c.;Bathing facilities: shower/ no bath;2015;753.8;539.3;214.6;27.7;;;
5853;Value;Owner;Multi-person household, n.e.c.;Year of construction: .. to 1945;2009;860.5;591.8;268.7;31.9;;;
5854;Value;Owner;Multi-person household, n.e.c.;Year of construction: .. to 1945;2012;766.2;507.9;258.4;29.5;;;
5855;Value;Owner;Multi-person household, n.e.c.;Year of construction: .. to 1945;2015;855.7;589.5;266.2;35.6;;;
5856;Value;Owner;Multi-person household, n.e.c.;Year of construction: 1946 to 1970;2009;929.5;680.2;249.3;32.1;;;
5857;Value;Owner;Multi-person household, n.e.c.;Year of construction: 1946 to 1970;2012;716.5;455.1;261.5;24.4;;;
5858;Value;Owner;Multi-person household, n.e.c.;Year of construction: 1946 to 1970;2015;694.2;460.7;233.5;29.9;;;
5859;Value;Owner;Multi-person household, n.e.c.;Year of construction: 1971 to 1985;2009;987.8;743.3;244.5;31.5;;;
5860;Value;Owner;Multi-person household, n.e.c.;Year of construction: 1971 to 1985;2012;853.9;589.5;264.4;31.1;;;
5861;Value;Owner;Multi-person household, n.e.c.;Year of construction: 1971 to 1985;2015;745.5;529.5;216.0;23.9;;;
5862;Value;Owner;Multi-person household, n.e.c.;Year of construction: 1986 to 2000;2009;728.3;501.1;227.2;23.3;;;
5863;Value;Owner;Multi-person household, n.e.c.;Year of construction: 1986 to 2000;2012;875.6;646.7;229.0;25.8;;;
5864;Value;Owner;Multi-person household, n.e.c.;Year of construction: 1986 to 2000;2015;695.9;484.7;211.2;20.4;;;
5865;Value;Owner;Multi-person household, n.e.c.;Year of construction: from 2001;2009;758.5;533.8;224.7;35.9;;;
5866;Value;Owner;Multi-person household, n.e.c.;Year of construction: from 2001;2012;776.1;541.6;234.5;28.0;;;
5867;Value;Owner;Multi-person household, n.e.c.;Year of construction: from 2001;2015;778.4;570.4;207.9;18.1;;;
5868;Value;Owner;Multi-person household, n.e.c.;Own garden, grounds etc. : included;2009;814.3;549.3;265.0;28.8;;;
5869;Value;Owner;Multi-person household, n.e.c.;Own garden, grounds etc. : included;2012;783.1;522.1;261.0;26.4;;;
5870;Value;Owner;Multi-person household, n.e.c.;Own garden, grounds etc. : included;2015;754.2;515.5;238.6;26.2;;;
5871;Value;Owner;Multi-person household, n.e.c.;Own garden, grounds etc. : not included;2009;1051.0;867.7;183.4;38.7;;;
5872;Value;Owner;Multi-person household, n.e.c.;Own garden, grounds etc. : not included;2012;799.4;581.0;218.4;33.0;;;
5873;Value;Owner;Multi-person household, n.e.c.;Own garden, grounds etc. : not included;2015;800.4;604.1;196.3;36.5;;;
5874;Value;Owner;Multi-person household, n.e.c.;Garage/carport with dwelling: included;2009;806.5;536.0;270.5;28.7;;;
5875;Value;Owner;Multi-person household, n.e.c.;Garage/carport with dwelling: included;2012;803.6;533.8;269.8;26.7;;;
5876;Value;Owner;Multi-person household, n.e.c.;Garage/carport with dwelling: included;2015;731.2;482.7;248.5;26.9;;;
5877;Value;Owner;Multi-person household, n.e.c.;Garage/carport with dwelling: not…;2009;927.9;705.2;222.7;33.2;;;
5878;Value;Owner;Multi-person household, n.e.c.;Garage/carport with dwelling: not…;2012;769.4;534.8;234.7;28.9;;;
5879;Value;Owner;Multi-person household, n.e.c.;Garage/carport with dwelling: not…;2015;784.9;564.8;220.1;28.1;;;
5880;Value;Owner;Multi-person household, n.e.c.;Number of rooms: 2 or less;2009;;;;;;;
5881;Value;Owner;Multi-person household, n.e.c.;Number of rooms: 2 or less;2012;;;;;;;
5882;Value;Owner;Multi-person household, n.e.c.;Number of rooms: 2 or less;2015;;;;;;;
5883;Value;Owner;Multi-person household, n.e.c.;Number of rooms: 3;2009;990.5;800.4;190.1;32.7;;;
5884;Value;Owner;Multi-person household, n.e.c.;Number of rooms: 3;2012;728.7;514.5;214.3;23.7;;;
5885;Value;Owner;Multi-person household, n.e.c.;Number of rooms: 3;2015;757.9;546.2;211.7;30.3;;;
5886;Value;Owner;Multi-person household, n.e.c.;Number of rooms: 4;2009;821.7;584.6;237.1;29.5;;;
5887;Value;Owner;Multi-person household, n.e.c.;Number of rooms: 4;2012;697.1;455.6;241.5;24.9;;;
5888;Value;Owner;Multi-person household, n.e.c.;Number of rooms: 4;2015;727.2;516.4;210.8;24.7;;;
5889;Value;Owner;Multi-person household, n.e.c.;Number of rooms: 5;2009;695.5;429.5;266.0;24.4;;;
5890;Value;Owner;Multi-person household, n.e.c.;Number of rooms: 5;2012;965.1;706.0;259.2;33.3;;;
5891;Value;Owner;Multi-person household, n.e.c.;Number of rooms: 5;2015;730.3;503.9;226.4;25.4;;;
5892;Value;Owner;Multi-person household, n.e.c.;Number of rooms: 6;2009;819.0;536.7;282.3;27.7;;;
5893;Value;Owner;Multi-person household, n.e.c.;Number of rooms: 6;2012;784.2;481.7;302.5;27.6;;;
5894;Value;Owner;Multi-person household, n.e.c.;Number of rooms: 6;2015;779.5;531.2;248.3;25.6;;;
5895;Value;Owner;Multi-person household, n.e.c.;Number of rooms: 7 or more;2009;1043.7;712.7;331.0;37.3;;;
5896;Value;Owner;Multi-person household, n.e.c.;Number of rooms: 7 or more;2012;807.2;542.5;264.7;30.9;;;
5897;Value;Owner;Multi-person household, n.e.c.;Number of rooms: 7 or more;2015;955.5;659.4;296.1;41.1;;;
5898;Value;Owner;Multi-person household, n.e.c.;Type of kitchen: separate;2009;829.3;564.2;265.0;32.3;;;
5899;Value;Owner;Multi-person household, n.e.c.;Type of kitchen: separate;2012;700.7;443.8;256.9;26.0;;;
5900;Value;Owner;Multi-person household, n.e.c.;Type of kitchen: separate;2015;711.5;468.5;243.0;27.8;;;
5901;Value;Owner;Multi-person household, n.e.c.;Type of kitchen: open;2009;894.4;661.6;232.8;29.6;;;
5902;Value;Owner;Multi-person household, n.e.c.;Type of kitchen: open;2012;868.2;620.5;247.7;29.4;;;
5903;Value;Owner;Multi-person household, n.e.c.;Type of kitchen: open;2015;817.5;595.9;221.6;27.3;;;
5904;Value;Owner;Multi-person household, n.e.c.;"Type of dwelling: single-family; total";2009;799.4;531.2;268.2;28.1;;;
5905;Value;Owner;Multi-person household, n.e.c.;"Type of dwelling: single-family; total";2012;781.9;517.4;264.5;26.8;;;
5906;Value;Owner;Multi-person household, n.e.c.;"Type of dwelling: single-family; total";2015;764.9;523.5;241.5;26.6;;;
5907;Value;Owner;Multi-person household, n.e.c.;"Type of dwelling: single-family;detached";2009;809.0;506.4;302.6;31.3;;;
5908;Value;Owner;Multi-person household, n.e.c.;"Type of dwelling: single-family;detached";2012;767.6;475.1;292.5;24.6;;;
5909;Value;Owner;Multi-person household, n.e.c.;"Type of dwelling: single-family;detached";2015;744.7;475.2;269.5;28.6;;;
5910;Value;Owner;Multi-person household, n.e.c.;"Type of dwelling: single-family; semi..";2009;761.7;496.1;265.7;30.1;;;
5911;Value;Owner;Multi-person household, n.e.c.;"Type of dwelling: single-family; semi..";2012;784.2;516.5;267.7;29.2;;;
5912;Value;Owner;Multi-person household, n.e.c.;"Type of dwelling: single-family; semi..";2015;810.5;559.6;250.9;25.5;;;
5913;Value;Owner;Multi-person household, n.e.c.;"Type of dwelling:singlefamily;terraced..";2009;812.6;572.1;240.5;24.2;;;
5914;Value;Owner;Multi-person household, n.e.c.;"Type of dwelling:singlefamily;terraced..";2012;789.4;541.8;247.6;27.3;;;
5915;Value;Owner;Multi-person household, n.e.c.;"Type of dwelling:singlefamily;terraced..";2015;768.9;556.1;212.7;25.2;;;
5916;Value;Owner;Multi-person household, n.e.c.;"Type of dwelling: multi-family; total";2009;1051.5;862.6;188.8;39.0;;;
5917;Value;Owner;Multi-person household, n.e.c.;"Type of dwelling: multi-family; total";2012;804.2;600.3;203.9;31.7;;;
5918;Value;Owner;Multi-person household, n.e.c.;"Type of dwelling: multi-family; total";2015;729.6;548.9;180.6;33.6;;;
5919;Value;Owner;Multi-person household, n.e.c.;Function: residential/commercial;2009;;;;;;;
5920;Value;Owner;Multi-person household, n.e.c.;Function: residential/commercial;2012;;;;;;;
5921;Value;Owner;Multi-person household, n.e.c.;Function: residential/commercial;2015;;;;;;;
5922;Value;Owner;Multi-person household, n.e.c.;Function: normal residential;2009;840.4;595.9;244.5;29.3;;;
5923;Value;Owner;Multi-person household, n.e.c.;Function: normal residential;2012;787.2;535.3;251.9;27.7;;;
5924;Value;Owner;Multi-person household, n.e.c.;Function: normal residential;2015;770.6;534.9;235.7;27.6;;;
5925;Value;Owner;Multi-person household, n.e.c.;Function: residential for seniors;2009;;;;;;;
5926;Value;Owner;Multi-person household, n.e.c.;Function: residential for seniors;2012;;;;;;;
5927;Value;Owner;Multi-person household, n.e.c.;Function: residential for seniors;2015;;;;;;;
5928;Value;Owner;Multi-person household, n.e.c.;Usable area: less than  75 m²;2009;1033.0;821.9;211.2;40.2;;;
5929;Value;Owner;Multi-person household, n.e.c.;Usable area: less than  75 m²;2012;742.7;507.0;235.8;32.2;;;
5930;Value;Owner;Multi-person household, n.e.c.;Usable area: less than  75 m²;2015;599.3;423.8;175.5;27.1;;;
5931;Value;Owner;Multi-person household, n.e.c.;Usable area: 75 to 99 m²;2009;882.9;680.6;202.4;39.2;;;
5932;Value;Owner;Multi-person household, n.e.c.;Usable area: 75 to 99 m²;2012;719.0;483.4;235.6;27.6;;;
5933;Value;Owner;Multi-person household, n.e.c.;Usable area: 75 to 99 m²;2015;676.3;470.7;205.6;27.2;;;
5934;Value;Owner;Multi-person household, n.e.c.;Usable area: 100 to 149 m²;2009;845.0;586.2;258.8;26.2;;;
5935;Value;Owner;Multi-person household, n.e.c.;Usable area: 100 to 149 m²;2012;877.0;624.2;252.8;27.5;;;
5936;Value;Owner;Multi-person household, n.e.c.;Usable area: 100 to 149 m²;2015;775.2;557.3;217.9;26.1;;;
5937;Value;Owner;Multi-person household, n.e.c.;Usable area: 150 m² or more;2009;763.8;473.0;290.8;24.4;;;
5938;Value;Owner;Multi-person household, n.e.c.;Usable area: 150 m² or more;2012;756.6;483.6;272.9;25.2;;;
5939;Value;Owner;Multi-person household, n.e.c.;Usable area: 150 m² or more;2015;819.7;537.7;282.0;29.8;;;
5940;Value;Tenant;Households in autonomous homes;Total;2009;557.8;384.5;173.3;33.8;64.3;27.6;8.1
5941;Value;Tenant;Households in autonomous homes;Total;2012;603.4;428.2;175.2;36.6;62.9;24.0;13.1
5942;Value;Tenant;Households in autonomous homes;Total;2015;654.4;492.1;162.3;38.8;63.7;18.0;18.3
5943;Value;Tenant;Households in autonomous homes;Bathing facilities:bath, separate shower;2009;816.8;615.0;201.8;37.7;59.9;24.8;15.3
5944;Value;Tenant;Households in autonomous homes;Bathing facilities:bath, separate shower;2012;893.7;694.6;199.1;39.7;65.6;18.2;16.2
5945;Value;Tenant;Households in autonomous homes;Bathing facilities:bath, separate shower;2015;961.4;777.6;183.8;39.0;66.0;14.9;19.1
5946;Value;Tenant;Households in autonomous homes;Bathing facilities: bath or bath/shower;2009;671.2;479.3;192.0;35.3;58.9;29.8;11.3
5947;Value;Tenant;Households in autonomous homes;Bathing facilities: bath or bath/shower;2012;704.6;513.8;190.9;37.6;57.2;27.3;15.5
5948;Value;Tenant;Households in autonomous homes;Bathing facilities: bath or bath/shower;2015;773.1;597.5;175.6;40.2;59.1;20.1;20.8
5949;Value;Tenant;Households in autonomous homes;Bathing facilities: shower/ no bath;2009;531.6;361.8;169.8;33.5;65.0;27.6;7.4
5950;Value;Tenant;Households in autonomous homes;Bathing facilities: shower/ no bath;2012;575.8;403.6;172.2;36.3;63.3;24.0;12.7
5951;Value;Tenant;Households in autonomous homes;Bathing facilities: shower/ no bath;2015;620.7;461.2;159.5;38.7;63.9;18.0;18.0
5952;Value;Tenant;Households in autonomous homes;Year of construction: .. to 1945;2009;544.8;367.7;177.0;34.9;66.0;27.6;6.4
5953;Value;Tenant;Households in autonomous homes;Year of construction: .. to 1945;2012;604.2;425.3;178.9;37.4;65.7;24.2;10.2
5954;Value;Tenant;Households in autonomous homes;Year of construction: .. to 1945;2015;662.7;494.2;168.5;39.0;67.0;19.5;13.5
5955;Value;Tenant;Households in autonomous homes;Year of construction: 1946 to 1970;2009;534.3;356.4;177.9;33.0;65.8;28.6;5.6
5956;Value;Tenant;Households in autonomous homes;Year of construction: 1946 to 1970;2012;571.6;391.0;180.5;35.3;64.3;25.3;10.4
5957;Value;Tenant;Households in autonomous homes;Year of construction: 1946 to 1970;2015;601.5;434.1;167.4;37.5;66.2;19.4;14.4
5958;Value;Tenant;Households in autonomous homes;Year of construction: 1971 to 1985;2009;569.3;393.7;175.6;33.7;59.8;30.8;9.5
5959;Value;Tenant;Households in autonomous homes;Year of construction: 1971 to 1985;2012;602.8;426.4;176.4;36.2;59.6;26.6;13.8
5960;Value;Tenant;Households in autonomous homes;Year of construction: 1971 to 1985;2015;643.9;479.5;164.4;38.4;60.7;19.9;19.5
5961;Value;Tenant;Households in autonomous homes;Year of construction: 1986 to 2000;2009;565.0;405.0;160.0;33.7;68.4;22.4;9.1
5962;Value;Tenant;Households in autonomous homes;Year of construction: 1986 to 2000;2012;606.2;443.5;162.7;36.7;64.2;21.2;14.6
5963;Value;Tenant;Households in autonomous homes;Year of construction: 1986 to 2000;2015;679.2;528.2;151.0;39.1;63.1;16.3;20.6
5964;Value;Tenant;Households in autonomous homes;Year of construction: from 2001;2009;653.5;491.3;162.2;37.3;59.8;22.4;17.9
5965;Value;Tenant;Households in autonomous homes;Year of construction: from 2001;2012;725.4;559.4;166.1;41.1;59.6;16.2;24.2
5966;Value;Tenant;Households in autonomous homes;Year of construction: from 2001;2015;770.4;618.7;151.7;42.6;59.9;10.7;29.4
5967;Value;Tenant;Households in autonomous homes;Own garden, grounds etc. : included;2009;575.9;386.3;189.6;32.2;61.1;31.5;7.4
5968;Value;Tenant;Households in autonomous homes;Own garden, grounds etc. : included;2012;618.1;426.9;191.2;35.0;59.8;27.4;12.8
5969;Value;Tenant;Households in autonomous homes;Own garden, grounds etc. : included;2015;666.8;490.5;176.3;36.9;60.2;21.3;18.6
5970;Value;Tenant;Households in autonomous homes;Own garden, grounds etc. : not included;2009;537.9;382.6;155.2;35.7;67.7;23.3;9.0
5971;Value;Tenant;Households in autonomous homes;Own garden, grounds etc. : not included;2012;587.1;429.7;157.4;38.3;66.3;20.2;13.4
5972;Value;Tenant;Households in autonomous homes;Own garden, grounds etc. : not included;2015;642.1;493.7;148.4;40.8;67.1;14.8;18.1
5973;Value;Tenant;Households in autonomous homes;Garage/carport with dwelling: included;2009;688.9;496.1;192.8;34.4;60.1;29.6;10.3
5974;Value;Tenant;Households in autonomous homes;Garage/carport with dwelling: included;2012;742.2;547.5;194.7;37.5;60.9;23.9;15.1
5975;Value;Tenant;Households in autonomous homes;Garage/carport with dwelling: included;2015;806.7;627.8;178.9;38.7;61.9;19.0;19.1
5976;Value;Tenant;Households in autonomous homes;Garage/carport with dwelling: not…;2009;544.0;372.8;171.2;33.8;64.7;27.4;7.9
5977;Value;Tenant;Households in autonomous homes;Garage/carport with dwelling: not…;2012;588.5;415.4;173.1;36.5;63.1;24.0;12.9
5978;Value;Tenant;Households in autonomous homes;Garage/carport with dwelling: not…;2015;638.5;477.9;160.5;38.8;63.9;17.9;18.2
5979;Value;Tenant;Households in autonomous homes;Number of rooms: 2 or less;2009;473.8;327.5;146.3;39.0;77.4;16.7;5.9
5980;Value;Tenant;Households in autonomous homes;Number of rooms: 2 or less;2012;502.4;356.6;145.8;40.7;76.9;14.8;8.3
5981;Value;Tenant;Households in autonomous homes;Number of rooms: 2 or less;2015;553.9;415.5;138.4;43.3;75.9;12.2;11.9
5982;Value;Tenant;Households in autonomous homes;Number of rooms: 3;2009;537.3;382.4;154.9;34.3;68.4;22.7;8.9
5983;Value;Tenant;Households in autonomous homes;Number of rooms: 3;2012;596.2;437.8;158.4;37.5;66.1;19.7;14.2
5984;Value;Tenant;Households in autonomous homes;Number of rooms: 3;2015;650.6;501.2;149.4;39.4;65.6;14.6;19.8
5985;Value;Tenant;Households in autonomous homes;Number of rooms: 4;2009;575.3;388.1;187.2;31.8;59.0;33.7;7.3
5986;Value;Tenant;Households in autonomous homes;Number of rooms: 4;2012;622.7;432.1;190.6;34.3;56.6;30.0;13.4
5987;Value;Tenant;Households in autonomous homes;Number of rooms: 4;2015;665.0;490.2;174.8;36.6;58.5;22.4;19.1
5988;Value;Tenant;Households in autonomous homes;Number of rooms: 5;2009;646.6;440.8;205.8;31.6;52.6;36.1;11.3
5989;Value;Tenant;Households in autonomous homes;Number of rooms: 5;2012;687.7;478.2;209.5;34.1;53.4;30.4;16.2
5990;Value;Tenant;Households in autonomous homes;Number of rooms: 5;2015;749.4;559.3;190.1;36.4;53.5;23.0;23.5
5991;Value;Tenant;Households in autonomous homes;Number of rooms: 6;2009;683.3;461.7;221.6;29.9;51.5;38.2;10.3
5992;Value;Tenant;Households in autonomous homes;Number of rooms: 6;2012;710.7;496.9;213.8;36.0;50.5;33.6;15.9
5993;Value;Tenant;Households in autonomous homes;Number of rooms: 6;2015;798.3;593.3;205.0;36.5;57.9;25.9;16.3
5994;Value;Tenant;Households in autonomous homes;Number of rooms: 7 or more;2009;818.5;562.6;255.9;31.8;49.5;40.1;10.3
5995;Value;Tenant;Households in autonomous homes;Number of rooms: 7 or more;2012;851.4;619.2;232.2;37.0;53.7;31.4;14.9
5996;Value;Tenant;Households in autonomous homes;Number of rooms: 7 or more;2015;962.7;748.9;213.9;40.1;69.3;24.0;6.7
5997;Value;Tenant;Households in autonomous homes;Type of kitchen: separate;2009;540.8;365.4;175.5;33.3;65.1;28.4;6.5
5998;Value;Tenant;Households in autonomous homes;Type of kitchen: separate;2012;580.4;402.0;178.5;35.7;63.5;25.6;11.0
5999;Value;Tenant;Households in autonomous homes;Type of kitchen: separate;2015;623.4;457.2;166.2;37.6;64.9;19.8;15.3
6000;Value;Tenant;Households in autonomous homes;Type of kitchen: open;2009;578.3;407.6;170.7;34.5;63.3;26.7;10.1
6001;Value;Tenant;Households in autonomous homes;Type of kitchen: open;2012;627.7;456.0;171.7;37.5;62.3;22.3;15.4
6002;Value;Tenant;Households in autonomous homes;Type of kitchen: open;2015;683.6;525.0;158.6;40.0;62.5;16.3;21.2
6003;Value;Tenant;Households in autonomous homes;"Type of dwelling: single-family; total";2009;589.4;392.8;196.5;31.5;58.8;34.0;7.2
6004;Value;Tenant;Households in autonomous homes;"Type of dwelling: single-family; total";2012;633.4;434.3;199.1;34.5;57.2;29.6;13.1
6005;Value;Tenant;Households in autonomous homes;"Type of dwelling: single-family; total";2015;682.7;501.0;181.7;36.3;58.0;23.2;18.8
6006;Value;Tenant;Households in autonomous homes;"Type of dwelling: single-family;detached";2009;712.4;458.1;254.3;35.0;57.0;33.3;9.7
6007;Value;Tenant;Households in autonomous homes;"Type of dwelling: single-family;detached";2012;774.2;533.4;240.8;37.6;55.3;28.3;16.4
6008;Value;Tenant;Households in autonomous homes;"Type of dwelling: single-family;detached";2015;834.9;602.0;233.0;38.7;63.2;26.0;10.9
6009;Value;Tenant;Households in autonomous homes;"Type of dwelling: single-family; semi..";2009;620.9;412.3;208.6;33.1;60.4;32.7;6.9
6010;Value;Tenant;Households in autonomous homes;"Type of dwelling: single-family; semi..";2012;643.5;436.2;207.3;35.5;61.5;29.0;9.5
6011;Value;Tenant;Households in autonomous homes;"Type of dwelling: single-family; semi..";2015;731.3;538.2;193.1;36.1;64.8;22.6;12.7
6012;Value;Tenant;Households in autonomous homes;"Type of dwelling:singlefamily;terraced..";2009;581.3;388.3;193.0;31.2;58.7;34.1;7.1
6013;Value;Tenant;Households in autonomous homes;"Type of dwelling:singlefamily;terraced..";2012;625.9;429.5;196.5;34.3;57.0;29.8;13.3
6014;Value;Tenant;Households in autonomous homes;"Type of dwelling:singlefamily;terraced..";2015;671.6;493.3;178.3;36.2;57.2;23.2;19.6
