ID;Accuracy;OwnerOrTenant;HouseholdCharacteristics;DwellingCharacteristics;Period;TotalHousingCosts_1;NetRentOrMortgage_2;AdditionalHousingCosts_3;HousingCostRatio_4;NonSkewedRent_5;SkewedTowardsCheapRent_6;SkewedTowardsExpensiveRent_7
216;Value;Total;Eligibility housing benefit:not eligible;Year of construction: 1971 to 1985;2009;802.2;571.6;230.7;27.3;82.1;17.9;
217;Value;Total;Eligibility housing benefit:not eligible;Year of construction: 1971 to 1985;2012;854.3;619.9;234.3;28.6;85.2;14.8;
218;Value;Total;Eligibility housing benefit:not eligible;Year of construction: 1971 to 1985;2015;804.2;594.0;210.2;26.7;88.3;11.7;
219;Value;Total;Eligibility housing benefit:not eligible;Year of construction: 1986 to 2000;2009;862.1;635.6;226.5;26.8;90.9;9.1;
220;Value;Total;Eligibility housing benefit:not eligible;Year of construction: 1986 to 2000;2012;915.8;682.4;233.3;27.9;91.0;9.0;
221;Value;Total;Eligibility housing benefit:not eligible;Year of construction: 1986 to 2000;2015;854.0;646.7;207.3;26.3;92.8;7.2;
222;Value;Total;Eligibility housing benefit:not eligible;Year of construction: from 2001;2009;919.0;708.5;210.5;27.8;91.3;8.7;
223;Value;Total;Eligibility housing benefit:not eligible;Year of construction: from 2001;2012;971.2;748.1;223.1;28.8;92.9;7.1;
224;Value;Total;Eligibility housing benefit:not eligible;Year of construction: from 2001;2015;993.0;794.3;198.6;28.8;95.0;5.0;
225;Value;Total;Eligibility housing benefit:not eligible;Own garden, grounds etc. : included;2009;884.9;637.0;247.8;27.4;88.3;11.7;
226;Value;Total;Eligibility housing benefit:not eligible;Own garden, grounds etc. : included;2012;941.1;688.6;252.5;28.5;89.8;10.2;
227;Value;Total;Eligibility housing benefit:not eligible;Own garden, grounds etc. : included;2015;894.6;668.9;225.7;26.4;92.4;7.6;
228;Value;Total;Eligibility housing benefit:not eligible;Own garden, grounds etc. : not included;2009;703.8;537.5;166.3;30.2;71.8;28.2;
229;Value;Total;Eligibility housing benefit:not eligible;Own garden, grounds etc. : not included;2012;760.3;589.8;170.5;31.5;75.8;24.2;
230;Value;Total;Eligibility housing benefit:not eligible;Own garden, grounds etc. : not included;2015;784.9;626.5;158.4;31.8;81.6;18.4;
231;Value;Total;Eligibility housing benefit:not eligible;Garage/carport with dwelling: included;2009;932.8;665.8;267.0;26.9;96.2;3.8;
232;Value;Total;Eligibility housing benefit:not eligible;Garage/carport with dwelling: included;2012;978.3;707.7;270.5;28.1;96.8;3.2;
233;Value;Total;Eligibility housing benefit:not eligible;Garage/carport with dwelling: included;2015;915.1;676.0;239.1;25.7;97.5;2.5;
234;Value;Total;Eligibility housing benefit:not eligible;Garage/carport with dwelling: not…;2009;785.1;580.5;204.6;28.7;76.7;23.3;
235;Value;Total;Eligibility housing benefit:not eligible;Garage/carport with dwelling: not…;2012;848.8;639.0;209.9;29.9;79.8;20.2;
236;Value;Total;Eligibility housing benefit:not eligible;Garage/carport with dwelling: not…;2015;839.2;648.1;191.2;29.0;84.8;15.2;
237;Value;Total;Eligibility housing benefit:not eligible;Number of rooms: 2 or less;2009;605.6;453.7;151.9;31.8;72.0;28.0;
238;Value;Total;Eligibility housing benefit:not eligible;Number of rooms: 2 or less;2012;659.0;505.7;153.3;32.3;75.3;24.7;
239;Value;Total;Eligibility housing benefit:not eligible;Number of rooms: 2 or less;2015;688.8;543.9;144.9;33.0;78.2;21.8;
240;Value;Total;Eligibility housing benefit:not eligible;Number of rooms: 3;2009;713.2;539.1;174.1;30.3;77.3;22.7;
241;Value;Total;Eligibility housing benefit:not eligible;Number of rooms: 3;2012;775.2;597.3;177.9;32.0;80.0;20.0;
242;Value;Total;Eligibility housing benefit:not eligible;Number of rooms: 3;2015;784.2;620.1;164.1;31.7;84.8;15.2;
243;Value;Total;Eligibility housing benefit:not eligible;Number of rooms: 4;2009;789.6;572.3;217.3;28.0;78.7;21.3;
244;Value;Total;Eligibility housing benefit:not eligible;Number of rooms: 4;2012;850.7;626.9;223.9;29.4;80.8;19.2;
245;Value;Total;Eligibility housing benefit:not eligible;Number of rooms: 4;2015;814.8;614.2;200.5;28.0;85.5;14.5;
246;Value;Total;Eligibility housing benefit:not eligible;Number of rooms: 5;2009;889.8;639.3;250.5;26.5;90.6;9.4;
247;Value;Total;Eligibility housing benefit:not eligible;Number of rooms: 5;2012;952.2;698.7;253.5;27.8;92.0;8.0;
248;Value;Total;Eligibility housing benefit:not eligible;Number of rooms: 5;2015;897.2;671.2;226.0;25.4;94.2;5.8;
249;Value;Total;Eligibility housing benefit:not eligible;Number of rooms: 6;2009;1021.0;740.1;280.9;26.3;96.3;3.7;
250;Value;Total;Eligibility housing benefit:not eligible;Number of rooms: 6;2012;1040.8;757.6;283.2;27.1;96.6;3.4;
251;Value;Total;Eligibility housing benefit:not eligible;Number of rooms: 6;2015;989.4;741.6;247.9;24.8;97.5;2.5;
252;Value;Total;Eligibility housing benefit:not eligible;Number of rooms: 7 or more;2009;1158.9;833.0;325.9;27.4;97.8;2.2;
253;Value;Total;Eligibility housing benefit:not eligible;Number of rooms: 7 or more;2012;1150.7;834.3;316.4;27.5;98.4;1.6;
254;Value;Total;Eligibility housing benefit:not eligible;Number of rooms: 7 or more;2015;1078.9;801.5;277.4;25.6;98.8;1.2;
255;Value;Total;Eligibility housing benefit:not eligible;Type of kitchen: separate;2009;817.8;585.2;232.6;28.5;79.3;20.7;
256;Value;Total;Eligibility housing benefit:not eligible;Type of kitchen: separate;2012;866.4;630.3;236.1;29.6;81.0;19.0;
257;Value;Total;Eligibility housing benefit:not eligible;Type of kitchen: separate;2015;829.3;615.2;214.1;28.0;85.5;14.5;
258;Value;Total;Eligibility housing benefit:not eligible;Type of kitchen: open;2009;865.1;636.8;228.3;27.6;88.5;11.5;
259;Value;Total;Eligibility housing benefit:not eligible;Type of kitchen: open;2012;923.5;689.8;233.7;28.9;90.3;9.7;
260;Value;Total;Eligibility housing benefit:not eligible;Type of kitchen: open;2015;893.9;685.3;208.6;27.4;92.6;7.4;
261;Value;Total;Eligibility housing benefit:not eligible;"Type of dwelling: single-family; total";2009;894.3;642.4;251.9;27.2;89.0;11.0;
262;Value;Total;Eligibility housing benefit:not eligible;"Type of dwelling: single-family; total";2012;950.9;694.0;256.9;28.4;90.4;9.6;
263;Value;Total;Eligibility housing benefit:not eligible;"Type of dwelling: single-family; total";2015;899.8;671.3;228.5;26.2;92.7;7.3;
264;Value;Total;Eligibility housing benefit:not eligible;"Type of dwelling: single-family;detached";2009;1028.1;717.8;310.3;27.9;98.2;1.8;
265;Value;Total;Eligibility housing benefit:not eligible;"Type of dwelling: single-family;detached";2012;1050.9;738.9;311.9;28.8;98.3;1.7;
266;Value;Total;Eligibility housing benefit:not eligible;"Type of dwelling: single-family;detached";2015;985.9;712.8;273.1;26.4;98.5;1.5;
267;Value;Total;Eligibility housing benefit:not eligible;"Type of dwelling: single-family; semi..";2009;906.5;649.1;257.4;26.1;95.6;4.4;
268;Value;Total;Eligibility housing benefit:not eligible;"Type of dwelling: single-family; semi..";2012;985.0;721.7;263.3;27.4;96.3;3.7;
269;Value;Total;Eligibility housing benefit:not eligible;"Type of dwelling: single-family; semi..";2015;920.4;683.8;236.6;24.9;97.8;2.2;
270;Value;Total;Eligibility housing benefit:not eligible;"Type of dwelling:singlefamily;terraced..";2009;838.0;610.7;227.3;27.3;83.0;17.0;
271;Value;Total;Eligibility housing benefit:not eligible;"Type of dwelling:singlefamily;terraced..";2012;900.9;667.4;233.6;28.5;85.4;14.6;
272;Value;Total;Eligibility housing benefit:not eligible;"Type of dwelling:singlefamily;terraced..";2015;855.7;649.0;206.7;26.6;88.4;11.6;
273;Value;Total;Eligibility housing benefit:not eligible;"Type of dwelling: multi-family; total";2009;702.5;536.3;166.2;30.2;72.1;27.9;
274;Value;Total;Eligibility housing benefit:not eligible;"Type of dwelling: multi-family; total";2012;758.9;588.8;170.1;31.5;76.2;23.8;
275;Value;Total;Eligibility housing benefit:not eligible;"Type of dwelling: multi-family; total";2015;783.0;624.7;158.3;31.9;82.0;18.0;
276;Value;Total;Eligibility housing benefit:not eligible;Function: residential/commercial;2009;1265.1;957.6;307.5;34.9;93.1;6.9;
277;Value;Total;Eligibility housing benefit:not eligible;Function: residential/commercial;2012;1120.7;861.9;258.8;33.0;92.5;7.5;
278;Value;Total;Eligibility housing benefit:not eligible;Function: residential/commercial;2015;930.5;705.3;225.2;29.8;94.5;5.5;
279;Value;Total;Eligibility housing benefit:not eligible;Function: normal residential;2009;848.8;616.9;231.9;27.7;84.8;15.2;
280;Value;Total;Eligibility housing benefit:not eligible;Function: normal residential;2012;906.1;669.2;237.0;28.9;87.0;13.0;
281;Value;Total;Eligibility housing benefit:not eligible;Function: normal residential;2015;874.9;662.4;212.5;27.2;90.0;10.0;
282;Value;Total;Eligibility housing benefit:not eligible;Function: residential for seniors;2009;707.1;523.3;183.7;32.2;80.7;19.3;
283;Value;Total;Eligibility housing benefit:not eligible;Function: residential for seniors;2012;732.4;556.9;175.4;34.2;79.1;20.9;
284;Value;Total;Eligibility housing benefit:not eligible;Function: residential for seniors;2015;764.0;591.5;172.4;34.2;87.6;12.4;
285;Value;Total;Eligibility housing benefit:not eligible;Usable area: less than  75 m²;2009;675.9;493.1;182.9;29.7;70.8;29.2;
286;Value;Total;Eligibility housing benefit:not eligible;Usable area: less than  75 m²;2012;736.3;546.3;190.0;30.4;74.1;25.9;
287;Value;Total;Eligibility housing benefit:not eligible;Usable area: less than  75 m²;2015;714.5;563.5;151.1;32.1;78.8;21.2;
288;Value;Total;Eligibility housing benefit:not eligible;Usable area: 75 to 99 m²;2009;776.2;569.4;206.8;28.6;77.7;22.3;
289;Value;Total;Eligibility housing benefit:not eligible;Usable area: 75 to 99 m²;2012;834.7;623.7;211.0;30.5;81.0;19.0;
290;Value;Total;Eligibility housing benefit:not eligible;Usable area: 75 to 99 m²;2015;784.7;604.9;179.8;29.6;81.7;18.3;
291;Value;Total;Eligibility housing benefit:not eligible;Usable area: 100 to 149 m²;2009;877.6;639.7;237.9;27.3;89.9;10.1;
292;Value;Total;Eligibility housing benefit:not eligible;Usable area: 100 to 149 m²;2012;942.3;698.9;243.4;28.4;92.4;7.6;
293;Value;Total;Eligibility housing benefit:not eligible;Usable area: 100 to 149 m²;2015;870.0;655.7;214.3;26.3;93.2;6.8;
294;Value;Total;Eligibility housing benefit:not eligible;Usable area: 150 m² or more;2009;1020.0;736.3;283.7;26.8;96.8;3.2;
295;Value;Total;Eligibility housing benefit:not eligible;Usable area: 150 m² or more;2012;1080.7;789.6;291.1;27.7;97.6;2.4;
296;Value;Total;Eligibility housing benefit:not eligible;Usable area: 150 m² or more;2015;1044.0;775.3;268.6;25.5;98.4;1.6;
297;Value;Total;Age head of household: younger than 35;Total;2009;748.7;564.8;183.9;36.6;82.6;13.8;3.6
298;Value;Total;Age head of household: younger than 35;Total;2012;783.3;597.9;185.4;38.2;83.5;10.5;6.1
299;Value;Total;Age head of household: younger than 35;Total;2015;788.2;618.7;169.5;38.9;81.5;8.3;10.2
300;Value;Total;Age head of household: younger than 35;Bathing facilities:bath, separate shower;2009;1026.1;805.4;220.7;34.5;94.2;3.1;2.7
301;Value;Total;Age head of household: younger than 35;Bathing facilities:bath, separate shower;2012;1071.9;848.0;223.9;35.4;94.4;2.2;3.4
302;Value;Total;Age head of household: younger than 35;Bathing facilities:bath, separate shower;2015;1063.6;863.4;200.2;33.4;92.7;3.1;4.2
303;Value;Total;Age head of household: younger than 35;Bathing facilities: bath or bath/shower;2009;923.9;721.8;202.1;35.7;88.8;7.4;3.8
304;Value;Total;Age head of household: younger than 35;Bathing facilities: bath or bath/shower;2012;937.9;735.7;202.2;38.1;87.5;6.9;5.6
305;Value;Total;Age head of household: younger than 35;Bathing facilities: bath or bath/shower;2015;914.5;733.3;181.2;37.6;82.6;8.6;8.8
306;Value;Total;Age head of household: younger than 35;Bathing facilities: shower/ no bath;2009;641.0;470.4;170.6;37.3;78.4;17.8;3.8
307;Value;Total;Age head of household: younger than 35;Bathing facilities: shower/ no bath;2012;686.6;513.5;173.2;38.8;80.1;13.1;6.8
308;Value;Total;Age head of household: younger than 35;Bathing facilities: shower/ no bath;2015;705.4;544.7;160.7;40.4;78.7;9.5;11.9
309;Value;Total;Age head of household: younger than 35;Year of construction: .. to 1945;2009;801.3;614.4;186.9;39.1;81.2;13.6;5.2
310;Value;Total;Age head of household: younger than 35;Year of construction: .. to 1945;2012;834.7;647.3;187.4;40.3;81.6;11.6;6.8
311;Value;Total;Age head of household: younger than 35;Year of construction: .. to 1945;2015;835.3;662.5;172.8;41.0;79.3;9.5;11.2
312;Value;Total;Age head of household: younger than 35;Year of construction: 1946 to 1970;2009;661.6;481.7;179.9;36.7;80.5;16.4;3.0
313;Value;Total;Age head of household: younger than 35;Year of construction: 1946 to 1970;2012;714.8;531.6;183.2;37.9;81.4;12.2;6.4
314;Value;Total;Age head of household: younger than 35;Year of construction: 1946 to 1970;2015;706.4;535.3;171.1;38.3;81.0;9.6;9.4
315;Value;Total;Age head of household: younger than 35;Year of construction: 1971 to 1985;2009;740.3;555.2;185.1;36.2;80.8;15.3;3.9
316;Value;Total;Age head of household: younger than 35;Year of construction: 1971 to 1985;2012;762.3;577.8;184.5;37.6;84.8;10.6;4.6
317;Value;Total;Age head of household: younger than 35;Year of construction: 1971 to 1985;2015;757.4;587.5;170.0;38.5;82.6;7.5;9.9
318;Value;Total;Age head of household: younger than 35;Year of construction: 1986 to 2000;2009;801.2;618.0;183.2;33.8;88.7;9.6;1.7
319;Value;Total;Age head of household: younger than 35;Year of construction: 1986 to 2000;2012;819.1;636.1;182.9;37.5;85.9;9.8;4.4
320;Value;Total;Age head of household: younger than 35;Year of construction: 1986 to 2000;2015;826.5;660.5;166.0;37.0;80.5;8.3;11.2
321;Value;Total;Age head of household: younger than 35;Year of construction: from 2001;2009;830.6;643.8;186.8;35.6;86.9;9.2;3.8
322;Value;Total;Age head of household: younger than 35;Year of construction: from 2001;2012;851.9;662.0;189.9;36.9;86.4;5.9;7.8
323;Value;Total;Age head of household: younger than 35;Year of construction: from 2001;2015;864.9;700.2;164.7;38.9;84.5;5.5;10.0
324;Value;Total;Age head of household: younger than 35;Own garden, grounds etc. : included;2009;858.2;652.5;205.8;34.9;87.4;10.0;2.6
325;Value;Total;Age head of household: younger than 35;Own garden, grounds etc. : included;2012;886.1;679.1;207.0;36.1;86.7;8.6;4.7
326;Value;Total;Age head of household: younger than 35;Own garden, grounds etc. : included;2015;882.7;693.7;189.0;34.9;86.0;6.2;7.8
327;Value;Total;Age head of household: younger than 35;Own garden, grounds etc. : not included;2009;623.4;464.6;158.8;38.6;77.1;18.1;4.8
328;Value;Total;Age head of household: younger than 35;Own garden, grounds etc. : not included;2012;669.2;507.8;161.4;40.4;79.9;12.5;7.6
329;Value;Total;Age head of household: younger than 35;Own garden, grounds etc. : not included;2015;694.4;544.2;150.2;42.8;77.0;10.4;12.7
330;Value;Total;Age head of household: younger than 35;Garage/carport with dwelling: included;2009;999.7;779.3;220.4;35.0;91.9;5.6;2.4
331;Value;Total;Age head of household: younger than 35;Garage/carport with dwelling: included;2012;1000.9;781.9;219.0;36.3;91.9;4.4;3.7
332;Value;Total;Age head of household: younger than 35;Garage/carport with dwelling: included;2015;966.3;771.7;194.6;35.0;89.5;4.4;6.1
333;Value;Total;Age head of household: younger than 35;Garage/carport with dwelling: not…;2009;700.0;523.2;176.8;36.9;80.8;15.3;3.8
334;Value;Total;Age head of household: younger than 35;Garage/carport with dwelling: not…;2012;739.4;560.8;178.6;38.5;81.8;11.7;6.6
335;Value;Total;Age head of household: younger than 35;Garage/carport with dwelling: not…;2015;756.0;591.0;165.0;39.6;80.0;9.0;11.0
336;Value;Total;Age head of household: younger than 35;Number of rooms: 2 or less;2009;526.7;376.6;150.1;42.3;80.5;15.3;4.3
337;Value;Total;Age head of household: younger than 35;Number of rooms: 2 or less;2012;565.4;416.7;148.7;43.3;84.8;10.9;4.3
338;Value;Total;Age head of household: younger than 35;Number of rooms: 2 or less;2015;592.6;452.1;140.5;46.7;79.6;10.6;9.8
339;Value;Total;Age head of household: younger than 35;Number of rooms: 3;2009;692.5;528.5;164.0;36.1;78.5;17.1;4.4
340;Value;Total;Age head of household: younger than 35;Number of rooms: 3;2012;743.9;573.6;170.2;37.9;78.7;12.8;8.6
341;Value;Total;Age head of household: younger than 35;Number of rooms: 3;2015;761.9;605.4;156.5;38.2;77.2;10.5;12.3
342;Value;Total;Age head of household: younger than 35;Number of rooms: 4;2009;788.6;592.3;196.3;34.8;82.8;14.3;2.9
343;Value;Total;Age head of household: younger than 35;Number of rooms: 4;2012;834.9;635.6;199.4;36.3;81.0;12.3;6.7
344;Value;Total;Age head of household: younger than 35;Number of rooms: 4;2015;826.2;643.9;182.3;36.7;80.1;7.7;12.2
345;Value;Total;Age head of household: younger than 35;Number of rooms: 5;2009;965.9;746.3;219.5;33.8;88.1;8.3;3.6
346;Value;Total;Age head of household: younger than 35;Number of rooms: 5;2012;976.4;755.1;221.3;35.0;90.3;5.2;4.5
347;Value;Total;Age head of household: younger than 35;Number of rooms: 5;2015;969.0;771.3;197.7;33.4;87.8;4.2;8.0
348;Value;Total;Age head of household: younger than 35;Number of rooms: 6;2009;1025.7;789.9;235.8;32.2;93.3;5.2;1.5
349;Value;Total;Age head of household: younger than 35;Number of rooms: 6;2012;1058.6;828.9;229.8;34.7;90.1;6.3;3.6
350;Value;Total;Age head of household: younger than 35;Number of rooms: 6;2015;1034.4;825.0;209.4;31.9;95.2;3.1;1.7
351;Value;Total;Age head of household: younger than 35;Number of rooms: 7 or more;2009;1193.9;928.4;265.5;35.0;94.8;3.7;1.5
352;Value;Total;Age head of household: younger than 35;Number of rooms: 7 or more;2012;1101.7;845.3;256.4;37.0;92.2;3.1;4.7
353;Value;Total;Age head of household: younger than 35;Number of rooms: 7 or more;2015;1082.8;858.0;224.8;37.4;96.0;2.4;1.6
354;Value;Total;Age head of household: younger than 35;Type of kitchen: separate;2009;679.1;500.4;178.7;37.3;78.5;17.5;4.0
355;Value;Total;Age head of household: younger than 35;Type of kitchen: separate;2012;716.4;534.8;181.6;39.0;79.0;13.8;7.2
356;Value;Total;Age head of household: younger than 35;Type of kitchen: separate;2015;724.8;556.4;168.3;39.7;77.7;10.3;12.0
357;Value;Total;Age head of household: younger than 35;Type of kitchen: open;2009;801.3;613.6;187.7;36.1;85.7;11.0;3.3
358;Value;Total;Age head of household: younger than 35;Type of kitchen: open;2012;827.6;639.7;187.9;37.6;86.4;8.2;5.3
359;Value;Total;Age head of household: younger than 35;Type of kitchen: open;2015;825.6;655.3;170.3;38.4;83.7;7.1;9.2
360;Value;Total;Age head of household: younger than 35;"Type of dwelling: single-family; total";2009;898.6;684.6;214.0;34.4;88.3;9.4;2.3
