ID;Sales;Products;Periods;IndexNumbers_1;MonthOnMonthDevelopment_2;YearOnYearDevelopment_3;IndexNumbers_4;MonthOnMonthDevelopment_5;YearOnYearDevelopment_6
5570;Total sales;15331100 Frozen vegetables and mixtures;2005 February;97.1;0.1;-0.1;97.1;0.1;-0.1
5571;Total sales;15331100 Frozen vegetables and mixtures;2005 March;97.0;0.0;-0.3;97.0;0.0;-0.3
5572;Total sales;15331100 Frozen vegetables and mixtures;2005 April;97.7;0.7;-0.7;97.7;0.7;-0.7
5573;Total sales;15331100 Frozen vegetables and mixtures;2005 May;96.5;-1.3;-1.9;96.5;-1.3;-1.9
5574;Total sales;15331100 Frozen vegetables and mixtures;2005 June;96.7;0.2;-1.8;96.7;0.2;-1.8
5575;Total sales;15331100 Frozen vegetables and mixtures;2005 July;96.1;-0.6;-2.4;96.1;-0.6;-2.4
5576;Total sales;15331100 Frozen vegetables and mixtures;2005 August;95.7;-0.4;-2.7;95.7;-0.4;-2.7
5577;Total sales;15331100 Frozen vegetables and mixtures;2005 September;95.8;0.1;-2.3;95.8;0.1;-2.3
5578;Total sales;15331100 Frozen vegetables and mixtures;2005 October;95.2;-0.7;-2.1;95.2;-0.7;-2.1
5579;Total sales;15331100 Frozen vegetables and mixtures;2005 November;95.2;0.1;-2.0;95.2;0.1;-2.0
5580;Total sales;15331100 Frozen vegetables and mixtures;2005 December;95.2;0.0;-2.0;95.2;0.0;-2.0
5581;Total sales;15331100 Frozen vegetables and mixtures;2005;96.3;;-1.5;96.3;;-1.5
5582;Total sales;15331100 Frozen vegetables and mixtures;2006 January;95.2;-0.1;-1.8;95.2;-0.1;-1.8
5583;Total sales;15331100 Frozen vegetables and mixtures;2006 February;95.1;-0.1;-2.0;95.1;-0.1;-2.0
5584;Total sales;15331100 Frozen vegetables and mixtures;2006 March;95.0;-0.1;-2.1;95.0;-0.1;-2.1
5585;Total sales;15331100 Frozen vegetables and mixtures;2006 April;96.7;1.8;-1.0;96.7;1.8;-1.0
5586;Total sales;15331100 Frozen vegetables and mixtures;2006 May;96.9;0.2;0.4;96.9;0.2;0.4
5587;Total sales;15331100 Frozen vegetables and mixtures;2006 June;96.8;-0.1;0.1;96.8;-0.1;0.1
5588;Total sales;15331100 Frozen vegetables and mixtures;2006 July;97.3;0.6;1.3;97.3;0.6;1.3
5589;Total sales;15331100 Frozen vegetables and mixtures;2006 August;97.6;0.2;1.9;97.6;0.2;1.9
5590;Total sales;15331300 Dried vegetables;2000 January;94.6;;;94.6;;
5591;Total sales;15331300 Dried vegetables;2000 February;95.0;0.5;;95.0;0.5;
5592;Total sales;15331300 Dried vegetables;2000 March;95.2;0.2;;95.2;0.2;
5593;Total sales;15331300 Dried vegetables;2000 April;95.6;0.4;;95.6;0.4;
5594;Total sales;15331300 Dried vegetables;2000 May;96.4;0.8;;96.4;0.8;
5595;Total sales;15331300 Dried vegetables;2000 June;95.8;-0.6;;95.8;-0.6;
5596;Total sales;15331300 Dried vegetables;2000 July;104.4;9.0;;104.4;9.0;
5597;Total sales;15331300 Dried vegetables;2000 August;103.4;-1.0;;103.4;-1.0;
5598;Total sales;15331300 Dried vegetables;2000 September;104.8;1.3;;104.8;1.3;
5599;Total sales;15331300 Dried vegetables;2000 October;104.5;-0.3;;104.5;-0.3;
5600;Total sales;15331300 Dried vegetables;2000 November;104.7;0.2;;104.7;0.2;
5601;Total sales;15331300 Dried vegetables;2000 December;105.4;0.6;;105.4;0.6;
5602;Total sales;15331300 Dried vegetables;2000;100.0;;;100.0;;
5603;Total sales;15331300 Dried vegetables;2001 January;105.7;0.3;11.7;105.7;0.3;11.7
5604;Total sales;15331300 Dried vegetables;2001 February;106.2;0.4;11.7;106.2;0.4;11.7
5605;Total sales;15331300 Dried vegetables;2001 March;105.9;-0.2;11.2;105.9;-0.2;11.2
5606;Total sales;15331300 Dried vegetables;2001 April;108.4;2.3;13.4;108.4;2.3;13.4
5607;Total sales;15331300 Dried vegetables;2001 May;108.4;0.0;12.5;108.4;0.0;12.5
5608;Total sales;15331300 Dried vegetables;2001 June;107.1;-1.2;11.8;107.1;-1.2;11.8
5609;Total sales;15331300 Dried vegetables;2001 July;112.0;4.5;7.2;112.0;4.5;7.2
5610;Total sales;15331300 Dried vegetables;2001 August;111.5;-0.4;7.8;111.5;-0.4;7.8
5611;Total sales;15331300 Dried vegetables;2001 September;111.4;-0.1;6.2;111.4;-0.1;6.2
5612;Total sales;15331300 Dried vegetables;2001 October;119.2;7.0;14.0;119.2;7.0;14.0
5613;Total sales;15331300 Dried vegetables;2001 November;121.4;1.9;15.9;121.4;1.9;15.9
5614;Total sales;15331300 Dried vegetables;2001 December;121.2;-0.2;15.0;121.2;-0.2;15.0
5615;Total sales;15331300 Dried vegetables;2001;111.5;;11.5;111.5;;11.5
5616;Total sales;15331300 Dried vegetables;2002 January;114.9;-5.2;8.8;114.9;-5.2;8.8
5617;Total sales;15331300 Dried vegetables;2002 February;114.1;-0.7;7.5;114.1;-0.7;7.5
5618;Total sales;15331300 Dried vegetables;2002 March;113.9;-0.2;7.5;113.9;-0.2;7.5
5619;Total sales;15331300 Dried vegetables;2002 April;119.5;4.9;10.2;119.5;4.9;10.2
5620;Total sales;15331300 Dried vegetables;2002 May;119.4;-0.1;10.1;119.4;-0.1;10.1
5621;Total sales;15331300 Dried vegetables;2002 June;119.2;-0.2;11.2;119.2;-0.2;11.2
5622;Total sales;15331300 Dried vegetables;2002 July;119.9;0.6;7.1;119.9;0.6;7.1
5623;Total sales;15331300 Dried vegetables;2002 August;119.7;-0.2;7.4;119.7;-0.2;7.4
5624;Total sales;15331300 Dried vegetables;2002 September;120.0;0.3;7.8;120.0;0.3;7.8
5625;Total sales;15331300 Dried vegetables;2002 October;119.9;-0.1;0.6;119.9;-0.1;0.6
5626;Total sales;15331300 Dried vegetables;2002 November;118.0;-1.6;-2.8;118.0;-1.6;-2.8
5627;Total sales;15331300 Dried vegetables;2002 December;117.4;-0.5;-3.1;117.4;-0.5;-3.1
5628;Total sales;15331300 Dried vegetables;2002;118.0;;5.8;118.0;;5.8
5629;Total sales;15331300 Dried vegetables;2003 January;119.1;1.4;3.6;119.1;1.4;3.6
5630;Total sales;15331300 Dried vegetables;2003 February;121.6;2.1;6.6;121.6;2.1;6.6
5631;Total sales;15331300 Dried vegetables;2003 March;121.8;0.1;6.9;121.8;0.1;6.9
5632;Total sales;15331300 Dried vegetables;2003 April;114.6;-5.9;-4.1;114.6;-5.9;-4.1
5633;Total sales;15331300 Dried vegetables;2003 May;121.4;5.9;1.7;121.4;5.9;1.7
5634;Total sales;15331300 Dried vegetables;2003 June;116.8;-3.8;-2.0;116.8;-3.8;-2.0
5635;Total sales;15331300 Dried vegetables;2003 July;123.4;5.7;2.9;123.4;5.7;2.9
5636;Total sales;15331300 Dried vegetables;2003 August;120.9;-2.0;1.1;120.9;-2.0;1.1
5637;Total sales;15331300 Dried vegetables;2003 September;120.9;0.0;0.8;120.9;0.0;0.8
5638;Total sales;15331300 Dried vegetables;2003 October;123.2;1.9;2.7;123.2;1.9;2.7
5639;Total sales;15331300 Dried vegetables;2003 November;123.2;0.0;4.4;123.2;0.0;4.4
5640;Total sales;15331300 Dried vegetables;2003 December;123.2;0.0;4.9;123.2;0.0;4.9
5641;Total sales;15331300 Dried vegetables;2003;120.8;;2.4;120.8;;2.4
5642;Total sales;15331300 Dried vegetables;2004 January;;;;;;
5643;Total sales;15331300 Dried vegetables;2004 February;121.1;;-0.4;121.1;;-0.4
5644;Total sales;15331300 Dried vegetables;2004 March;121.1;0.0;-0.6;121.1;0.0;-0.6
5645;Total sales;15331300 Dried vegetables;2004 April;120.1;-0.8;4.8;120.1;-0.8;4.8
5646;Total sales;15331300 Dried vegetables;2004 May;118.1;-1.7;-2.7;118.1;-1.7;-2.7
5647;Total sales;15331300 Dried vegetables;2004 June;118.1;0.0;1.1;118.1;0.0;1.1
5648;Total sales;15331300 Dried vegetables;2004 July;118.1;0.0;-4.3;118.1;0.0;-4.3
5649;Total sales;15331300 Dried vegetables;2004 August;112.8;-4.5;-6.7;112.8;-4.5;-6.7
5650;Total sales;15331300 Dried vegetables;2004 September;112.8;0.0;-6.7;112.8;0.0;-6.7
5651;Total sales;15331300 Dried vegetables;2004 October;108.6;-3.7;-11.9;108.6;-3.7;-11.9
5652;Total sales;15331300 Dried vegetables;2004 November;108.6;0.0;-11.8;108.6;0.0;-11.8
5653;Total sales;15331300 Dried vegetables;2004 December;108.6;0.0;-11.8;108.6;0.0;-11.8
5654;Total sales;15331300 Dried vegetables;2004;;;;;;
5655;Total sales;15331300 Dried vegetables;2005 January;108.6;0.0;;108.6;0.0;
5656;Total sales;15331300 Dried vegetables;2005 February;108.2;-0.4;-10.6;108.2;-0.4;-10.6
5657;Total sales;15331300 Dried vegetables;2005 March;108.2;0.0;-10.6;108.2;0.0;-10.6
5658;Total sales;15331300 Dried vegetables;2005 April;107.8;-0.4;-10.3;107.8;-0.4;-10.3
5659;Total sales;15331300 Dried vegetables;2005 May;107.8;0.0;-8.8;107.8;0.0;-8.8
5660;Total sales;15331300 Dried vegetables;2005 June;107.8;0.0;-8.8;107.8;0.0;-8.8
5661;Total sales;15331300 Dried vegetables;2005 July;107.6;-0.2;-9.0;107.6;-0.2;-9.0
5662;Total sales;15331300 Dried vegetables;2005 August;111.9;4.0;-0.8;111.9;4.0;-0.8
5663;Total sales;15331300 Dried vegetables;2005 September;111.9;0.0;-0.8;111.9;0.0;-0.8
5664;Total sales;15331300 Dried vegetables;2005 October;111.7;-0.1;2.9;111.7;-0.1;2.9
5665;Total sales;15331300 Dried vegetables;2005 November;108.0;-3.4;-0.6;108.0;-3.4;-0.6
5666;Total sales;15331300 Dried vegetables;2005 December;108.0;0.0;-0.6;108.0;0.0;-0.6
5667;Total sales;15331300 Dried vegetables;2005;108.9;;;108.9;;
5668;Total sales;15331300 Dried vegetables;2006 January;108.2;0.2;-0.4;108.2;0.2;-0.4
5669;Total sales;15331300 Dried vegetables;2006 February;105.8;-2.3;-2.3;105.8;-2.3;-2.3
5670;Total sales;15331300 Dried vegetables;2006 March;105.8;0.0;-2.3;105.8;0.0;-2.3
5671;Total sales;15331300 Dried vegetables;2006 April;105.4;-0.3;-2.2;105.4;-0.3;-2.2
5672;Total sales;15331300 Dried vegetables;2006 May;107.3;1.9;-0.4;107.3;1.9;-0.4
5673;Total sales;15331300 Dried vegetables;2006 June;107.3;0.0;-0.4;107.3;0.0;-0.4
5674;Total sales;15331300 Dried vegetables;2006 July;107.7;0.3;0.1;107.7;0.3;0.1
5675;Total sales;15331300 Dried vegetables;2006 August;107.7;0.0;-3.8;107.7;0.0;-3.8
5676;Total sales;15331400 Vegetables, preserved otherwise;2000 January;98.7;;;98.7;;
5677;Total sales;15331400 Vegetables, preserved otherwise;2000 February;98.7;0.0;;98.7;0.0;
5678;Total sales;15331400 Vegetables, preserved otherwise;2000 March;99.2;0.5;;99.2;0.5;
5679;Total sales;15331400 Vegetables, preserved otherwise;2000 April;99.1;0.0;;99.1;0.0;
5680;Total sales;15331400 Vegetables, preserved otherwise;2000 May;98.9;-0.2;;98.9;-0.2;
5681;Total sales;15331400 Vegetables, preserved otherwise;2000 June;98.9;-0.1;;98.9;-0.1;
5682;Total sales;15331400 Vegetables, preserved otherwise;2000 July;100.8;2.0;;100.8;2.0;
5683;Total sales;15331400 Vegetables, preserved otherwise;2000 August;100.4;-0.4;;100.4;-0.4;
5684;Total sales;15331400 Vegetables, preserved otherwise;2000 September;100.7;0.3;;100.7;0.3;
5685;Total sales;15331400 Vegetables, preserved otherwise;2000 October;101.1;0.4;;101.1;0.4;
5686;Total sales;15331400 Vegetables, preserved otherwise;2000 November;101.7;0.5;;101.7;0.5;
5687;Total sales;15331400 Vegetables, preserved otherwise;2000 December;101.7;0.1;;101.7;0.1;
5688;Total sales;15331400 Vegetables, preserved otherwise;2000;100.0;;;100.0;;
5689;Total sales;15331400 Vegetables, preserved otherwise;2001 January;101.5;-0.2;2.9;101.5;-0.2;2.9
5690;Total sales;15331400 Vegetables, preserved otherwise;2001 February;101.6;0.1;2.9;101.6;0.1;2.9
5691;Total sales;15331400 Vegetables, preserved otherwise;2001 March;101.3;-0.3;2.1;101.3;-0.3;2.1
5692;Total sales;15331400 Vegetables, preserved otherwise;2001 April;101.4;0.1;2.3;101.4;0.1;2.3
5693;Total sales;15331400 Vegetables, preserved otherwise;2001 May;102.2;0.7;3.3;102.2;0.7;3.3
5694;Total sales;15331400 Vegetables, preserved otherwise;2001 June;101.9;-0.3;3.0;101.9;-0.3;3.0
5695;Total sales;15331400 Vegetables, preserved otherwise;2001 July;101.0;-0.8;0.2;101.0;-0.8;0.2
5696;Total sales;15331400 Vegetables, preserved otherwise;2001 August;102.0;1.0;1.6;102.0;1.0;1.6
5697;Total sales;15331400 Vegetables, preserved otherwise;2001 September;101.9;-0.1;1.2;101.9;-0.1;1.2
5698;Total sales;15331400 Vegetables, preserved otherwise;2001 October;107.2;5.2;6.0;107.2;5.2;6.0
5699;Total sales;15331400 Vegetables, preserved otherwise;2001 November;107.7;0.5;5.9;107.7;0.5;5.9
5700;Total sales;15331400 Vegetables, preserved otherwise;2001 December;107.0;-0.6;5.2;107.0;-0.6;5.2
5701;Total sales;15331400 Vegetables, preserved otherwise;2001;103.1;;3.1;103.1;;3.1
5702;Total sales;15331400 Vegetables, preserved otherwise;2002 January;107.2;0.1;5.6;107.2;0.1;5.6
5703;Total sales;15331400 Vegetables, preserved otherwise;2002 February;107.4;0.2;5.7;107.4;0.2;5.7
5704;Total sales;15331400 Vegetables, preserved otherwise;2002 March;107.0;-0.4;5.6;107.0;-0.4;5.6
5705;Total sales;15331400 Vegetables, preserved otherwise;2002 April;105.4;-1.5;3.9;105.4;-1.5;3.9
5706;Total sales;15331400 Vegetables, preserved otherwise;2002 May;105.9;0.5;3.6;105.9;0.5;3.6
5707;Total sales;15331400 Vegetables, preserved otherwise;2002 June;106.1;0.2;4.2;106.1;0.2;4.2
5708;Total sales;15331400 Vegetables, preserved otherwise;2002 July;107.6;1.3;6.5;107.6;1.3;6.5
5709;Total sales;15331400 Vegetables, preserved otherwise;2002 August;108.1;0.5;6.0;108.1;0.5;6.0
5710;Total sales;15331400 Vegetables, preserved otherwise;2002 September;108.1;0.0;6.1;108.1;0.0;6.1
5711;Total sales;15331400 Vegetables, preserved otherwise;2002 October;108.2;0.1;0.9;108.2;0.1;0.9
5712;Total sales;15331400 Vegetables, preserved otherwise;2002 November;108.1;-0.1;0.3;108.1;-0.1;0.3
5713;Total sales;15331400 Vegetables, preserved otherwise;2002 December;108.0;-0.1;0.9;108.0;-0.1;0.9
5714;Total sales;15331400 Vegetables, preserved otherwise;2002;107.3;;4.1;107.3;;4.1
5715;Total sales;15331400 Vegetables, preserved otherwise;2003 January;107.5;-0.4;0.3;107.5;-0.4;0.3
5716;Total sales;15331400 Vegetables, preserved otherwise;2003 February;107.5;0.0;0.1;107.5;0.0;0.1
5717;Total sales;15331400 Vegetables, preserved otherwise;2003 March;107.5;0.0;0.5;107.5;0.0;0.5
5718;Total sales;15331400 Vegetables, preserved otherwise;2003 April;107.8;0.2;2.2;107.8;0.2;2.2
5719;Total sales;15331400 Vegetables, preserved otherwise;2003 May;108.3;0.5;2.3;108.3;0.5;2.3
5720;Total sales;15331400 Vegetables, preserved otherwise;2003 June;108.3;0.0;2.1;108.3;0.0;2.1
5721;Total sales;15331400 Vegetables, preserved otherwise;2003 July;108.7;0.4;1.1;108.7;0.4;1.1
5722;Total sales;15331400 Vegetables, preserved otherwise;2003 August;108.8;0.1;0.6;108.8;0.1;0.6
5723;Total sales;15331400 Vegetables, preserved otherwise;2003 September;108.7;-0.1;0.5;108.7;-0.1;0.5
5724;Total sales;15331400 Vegetables, preserved otherwise;2003 October;108.7;0.0;0.4;108.7;0.0;0.4
5725;Total sales;15331400 Vegetables, preserved otherwise;2003 November;108.7;0.0;0.6;108.7;0.0;0.6
5726;Total sales;15331400 Vegetables, preserved otherwise;2003 December;108.3;-0.3;0.3;108.3;-0.3;0.3
5727;Total sales;15331400 Vegetables, preserved otherwise;2003;108.2;;0.9;108.2;;0.9
5728;Total sales;15331400 Vegetables, preserved otherwise;2004 January;110.3;1.8;2.6;110.3;1.8;2.6
5729;Total sales;15331400 Vegetables, preserved otherwise;2004 February;110.3;0.0;2.6;110.3;0.0;2.6
5730;Total sales;15331400 Vegetables, preserved otherwise;2004 March;109.8;-0.4;2.2;109.8;-0.4;2.2
5731;Total sales;15331400 Vegetables, preserved otherwise;2004 April;109.8;0.0;1.9;109.8;0.0;1.9
5732;Total sales;15331400 Vegetables, preserved otherwise;2004 May;110.1;0.3;1.6;110.1;0.3;1.6
5733;Total sales;15331400 Vegetables, preserved otherwise;2004 June;110.1;0.0;1.6;110.1;0.0;1.6
5734;Total sales;15331400 Vegetables, preserved otherwise;2004 July;110.1;0.0;1.2;110.1;0.0;1.2
5735;Total sales;15331400 Vegetables, preserved otherwise;2004 August;110.0;0.0;1.1;110.0;0.0;1.1
5736;Total sales;15331400 Vegetables, preserved otherwise;2004 September;109.7;-0.3;0.9;109.7;-0.3;0.9
5737;Total sales;15331400 Vegetables, preserved otherwise;2004 October;110.1;0.4;1.3;110.1;0.4;1.3
5738;Total sales;15331400 Vegetables, preserved otherwise;2004 November;110.7;0.5;1.8;110.7;0.5;1.8
5739;Total sales;15331400 Vegetables, preserved otherwise;2004 December;110.4;-0.2;2.0;110.4;-0.2;2.0
5740;Total sales;15331400 Vegetables, preserved otherwise;2004;110.1;;1.7;110.1;;1.7
5741;Total sales;15331400 Vegetables, preserved otherwise;2005 January;109.8;-0.6;-0.4;109.8;-0.6;-0.4
5742;Total sales;15331400 Vegetables, preserved otherwise;2005 February;109.2;-0.6;-1.0;109.2;-0.6;-1.0
5743;Total sales;15331400 Vegetables, preserved otherwise;2005 March;108.5;-0.7;-1.2;108.5;-0.7;-1.2
5744;Total sales;15331400 Vegetables, preserved otherwise;2005 April;107.4;-1.0;-2.2;107.4;-1.0;-2.2
5745;Total sales;15331400 Vegetables, preserved otherwise;2005 May;107.3;-0.1;-2.5;107.3;-0.1;-2.5
5746;Total sales;15331400 Vegetables, preserved otherwise;2005 June;107.1;-0.2;-2.7;107.1;-0.2;-2.7
5747;Total sales;15331400 Vegetables, preserved otherwise;2005 July;107.1;0.0;-2.7;107.1;0.0;-2.7
5748;Total sales;15331400 Vegetables, preserved otherwise;2005 August;107.1;0.0;-2.6;107.1;0.0;-2.6
5749;Total sales;15331400 Vegetables, preserved otherwise;2005 September;107.1;0.0;-2.3;107.1;0.0;-2.3
5750;Total sales;15331400 Vegetables, preserved otherwise;2005 October;107.4;0.2;-2.5;107.4;0.2;-2.5
5751;Total sales;15331400 Vegetables, preserved otherwise;2005 November;107.4;0.1;-2.9;107.4;0.1;-2.9
5752;Total sales;15331400 Vegetables, preserved otherwise;2005 December;106.7;-0.6;-3.4;106.7;-0.6;-3.4
5753;Total sales;15331400 Vegetables, preserved otherwise;2005;107.7;;-2.2;107.7;;-2.2
5754;Total sales;15331400 Vegetables, preserved otherwise;2006 January;106.8;0.0;-2.8;106.8;0.0;-2.8
5755;Total sales;15331400 Vegetables, preserved otherwise;2006 February;106.8;0.0;-2.2;106.8;0.0;-2.2
5756;Total sales;15331400 Vegetables, preserved otherwise;2006 March;105.5;-1.2;-2.7;105.5;-1.2;-2.7
5757;Total sales;15331400 Vegetables, preserved otherwise;2006 April;105.5;0.0;-1.7;105.5;0.0;-1.7
5758;Total sales;15331400 Vegetables, preserved otherwise;2006 May;105.5;0.0;-1.7;105.5;0.0;-1.7
5759;Total sales;15331400 Vegetables, preserved otherwise;2006 June;105.7;0.2;-1.3;105.7;0.2;-1.3
5760;Total sales;15331400 Vegetables, preserved otherwise;2006 July;107.1;1.3;0.0;107.1;1.3;0.0
5761;Total sales;15331400 Vegetables, preserved otherwise;2006 August;107.1;0.0;0.0;107.1;0.0;0.0
5762;Total sales;"15331500 Vegetables; fruit; nuts and oth";2000 January;100.7;;;100.7;;
5763;Total sales;"15331500 Vegetables; fruit; nuts and oth";2000 February;99.2;-1.4;;99.2;-1.4;
5764;Total sales;"15331500 Vegetables; fruit; nuts and oth";2000 March;98.7;-0.6;;98.7;-0.6;
5765;Total sales;"15331500 Vegetables; fruit; nuts and oth";2000 April;101.6;3.0;;101.6;3.0;
5766;Total sales;"15331500 Vegetables; fruit; nuts and oth";2000 May;99.1;-2.4;;99.1;-2.4;
5767;Total sales;"15331500 Vegetables; fruit; nuts and oth";2000 June;98.9;-0.2;;98.9;-0.2;
5768;Total sales;"15331500 Vegetables; fruit; nuts and oth";2000 July;101.3;2.4;;101.3;2.4;
5769;Total sales;"15331500 Vegetables; fruit; nuts and oth";2000 August;100.6;-0.7;;100.6;-0.7;
5770;Total sales;"15331500 Vegetables; fruit; nuts and oth";2000 September;102.6;2.0;;102.6;2.0;
5771;Total sales;"15331500 Vegetables; fruit; nuts and oth";2000 October;101.2;-1.4;;101.2;-1.4;
5772;Total sales;"15331500 Vegetables; fruit; nuts and oth";2000 November;94.4;-6.7;;94.4;-6.7;
5773;Total sales;"15331500 Vegetables; fruit; nuts and oth";2000 December;101.7;7.7;;101.7;7.7;
5774;Total sales;"15331500 Vegetables; fruit; nuts and oth";2000;100.0;;;100.0;;
5775;Total sales;"15331500 Vegetables; fruit; nuts and oth";2001 January;100.9;-0.9;0.2;100.9;-0.9;0.2
5776;Total sales;"15331500 Vegetables; fruit; nuts and oth";2001 February;100.5;-0.4;1.3;100.5;-0.4;1.3
5777;Total sales;"15331500 Vegetables; fruit; nuts and oth";2001 March;101.2;0.7;2.6;101.2;0.7;2.6
5778;Total sales;"15331500 Vegetables; fruit; nuts and oth";2001 April;101.6;0.5;0.1;101.6;0.5;0.1
5779;Total sales;"15331500 Vegetables; fruit; nuts and oth";2001 May;100.5;-1.1;1.4;100.5;-1.1;1.4
5780;Total sales;"15331500 Vegetables; fruit; nuts and oth";2001 June;100.5;0.0;1.6;100.5;0.0;1.6
5781;Total sales;"15331500 Vegetables; fruit; nuts and oth";2001 July;102.4;1.8;1.1;102.4;1.8;1.1
5782;Total sales;"15331500 Vegetables; fruit; nuts and oth";2001 August;101.2;-1.1;0.6;101.2;-1.1;0.6
5783;Total sales;"15331500 Vegetables; fruit; nuts and oth";2001 September;101.4;0.1;-1.2;101.4;0.1;-1.2
5784;Total sales;"15331500 Vegetables; fruit; nuts and oth";2001 October;99.5;-1.9;-1.7;99.5;-1.9;-1.7
5785;Total sales;"15331500 Vegetables; fruit; nuts and oth";2001 November;100.2;0.7;6.1;100.2;0.7;6.1
5786;Total sales;"15331500 Vegetables; fruit; nuts and oth";2001 December;100.4;0.2;-1.4;100.4;0.2;-1.4
5787;Total sales;"15331500 Vegetables; fruit; nuts and oth";2001;100.8;;0.8;100.8;;0.8
5788;Total sales;"15331500 Vegetables; fruit; nuts and oth";2002 January;114.4;14.0;13.4;114.4;14.0;13.4
5789;Total sales;"15331500 Vegetables; fruit; nuts and oth";2002 February;100.9;-11.8;0.4;100.9;-11.8;0.4
5790;Total sales;"15331500 Vegetables; fruit; nuts and oth";2002 March;99.6;-1.3;-1.6;99.6;-1.3;-1.6
5791;Total sales;"15331500 Vegetables; fruit; nuts and oth";2002 April;100.2;0.6;-1.4;100.2;0.6;-1.4
5792;Total sales;"15331500 Vegetables; fruit; nuts and oth";2002 May;107.5;7.3;6.9;107.5;7.3;6.9
5793;Total sales;"15331500 Vegetables; fruit; nuts and oth";2002 June;101.8;-5.3;1.3;101.8;-5.3;1.3
5794;Total sales;"15331500 Vegetables; fruit; nuts and oth";2002 July;103.9;2.1;1.5;103.9;2.1;1.5
5795;Total sales;"15331500 Vegetables; fruit; nuts and oth";2002 August;103.5;-0.5;2.2;103.5;-0.5;2.2
5796;Total sales;"15331500 Vegetables; fruit; nuts and oth";2002 September;104.8;1.3;3.4;104.8;1.3;3.4
5797;Total sales;"15331500 Vegetables; fruit; nuts and oth";2002 October;108.8;3.8;9.3;108.8;3.8;9.3
5798;Total sales;"15331500 Vegetables; fruit; nuts and oth";2002 November;107.4;-1.2;7.2;107.4;-1.2;7.2
5799;Total sales;"15331500 Vegetables; fruit; nuts and oth";2002 December;108.7;1.2;8.3;108.7;1.2;8.3
5800;Total sales;"15331500 Vegetables; fruit; nuts and oth";2002;105.1;;4.2;105.1;;4.2
5801;Total sales;"15331500 Vegetables; fruit; nuts and oth";2003 January;107.0;-1.6;-6.4;107.0;-1.6;-6.4
5802;Total sales;"15331500 Vegetables; fruit; nuts and oth";2003 February;106.4;-0.6;5.5;106.4;-0.6;5.5
5803;Total sales;"15331500 Vegetables; fruit; nuts and oth";2003 March;106.9;0.5;7.4;106.9;0.5;7.4
5804;Total sales;"15331500 Vegetables; fruit; nuts and oth";2003 April;106.8;-0.1;6.6;106.8;-0.1;6.6
5805;Total sales;"15331500 Vegetables; fruit; nuts and oth";2003 May;106.1;-0.7;-1.2;106.1;-0.7;-1.2
5806;Total sales;"15331500 Vegetables; fruit; nuts and oth";2003 June;105.1;-1.0;3.3;105.1;-1.0;3.3
5807;Total sales;"15331500 Vegetables; fruit; nuts and oth";2003 July;108.4;3.1;4.3;108.4;3.1;4.3
5808;Total sales;"15331500 Vegetables; fruit; nuts and oth";2003 August;108.0;-0.4;4.4;108.0;-0.4;4.4
5809;Total sales;"15331500 Vegetables; fruit; nuts and oth";2003 September;108.4;0.4;3.5;108.4;0.4;3.5
5810;Total sales;"15331500 Vegetables; fruit; nuts and oth";2003 October;110.9;2.3;2.0;110.9;2.3;2.0
5811;Total sales;"15331500 Vegetables; fruit; nuts and oth";2003 November;110.0;-0.8;2.4;110.0;-0.8;2.4
5812;Total sales;"15331500 Vegetables; fruit; nuts and oth";2003 December;110.9;0.8;2.0;110.9;0.8;2.0
5813;Total sales;"15331500 Vegetables; fruit; nuts and oth";2003;107.9;;2.7;107.9;;2.7
5814;Total sales;"15331500 Vegetables; fruit; nuts and oth";2004 January;106.0;-4.4;-1.0;106.0;-4.4;-1.0
5815;Total sales;"15331500 Vegetables; fruit; nuts and oth";2004 February;107.2;1.2;0.8;107.2;1.2;0.8
5816;Total sales;"15331500 Vegetables; fruit; nuts and oth";2004 March;106.6;-0.5;-0.2;106.6;-0.5;-0.2
5817;Total sales;"15331500 Vegetables; fruit; nuts and oth";2004 April;106.6;0.0;-0.2;106.6;0.0;-0.2
5818;Total sales;"15331500 Vegetables; fruit; nuts and oth";2004 May;105.8;-0.8;-0.3;105.8;-0.8;-0.3
5819;Total sales;"15331500 Vegetables; fruit; nuts and oth";2004 June;105.9;0.1;0.7;105.9;0.1;0.7
5820;Total sales;"15331500 Vegetables; fruit; nuts and oth";2004 July;107.0;1.0;-1.3;107.0;1.0;-1.3
5821;Total sales;"15331500 Vegetables; fruit; nuts and oth";2004 August;106.4;-0.6;-1.5;106.4;-0.6;-1.5
5822;Total sales;"15331500 Vegetables; fruit; nuts and oth";2004 September;103.0;-3.2;-5.1;103.0;-3.2;-5.1
5823;Total sales;"15331500 Vegetables; fruit; nuts and oth";2004 October;102.5;-0.4;-7.6;102.5;-0.4;-7.6
5824;Total sales;"15331500 Vegetables; fruit; nuts and oth";2004 November;102.5;0.0;-6.8;102.5;0.0;-6.8
5825;Total sales;"15331500 Vegetables; fruit; nuts and oth";2004 December;102.5;0.0;-7.6;102.5;0.0;-7.6
5826;Total sales;"15331500 Vegetables; fruit; nuts and oth";2004;105.2;;-2.6;105.2;;-2.6
5827;Total sales;"15331500 Vegetables; fruit; nuts and oth";2005 January;103.5;1.0;-2.3;103.5;1.0;-2.3
