ID;Goederenstromen;Goederengroepen;Werelddelen;Perioden;Schatting_1;Ondergrens95Interval_2;Bovengrens95Interval_3;Betrouwbaarheidsmarge_4;AandeelInGoederenstroom_5;GroeiIndicatie_6;Schatting_7;Ondergrens95Interval_8;Bovengrens95Interval_9;Betrouwbaarheidsmarge_10;AandeelInGoederenstroom_11;GroeiIndicatie_12
182;"Inkomend transport; totaal";1 Andere voedingsproducten en veevoeder;Amerika;2013;12247;8092;16403;34.0;2;9.0;14630;11710;17550;20.0;3;9.0
183;"Inkomend transport; totaal";1 Andere voedingsproducten en veevoeder;Amerika;2014;13600;9504;17696;30.0;2;9.0;14646;11669;17623;20.0;3;9.0
184;"Inkomend transport; totaal";1 Andere voedingsproducten en veevoeder;Amerika;2015;13292;9458;17126;29.0;2;9.0;14730;11615;17844;21.0;2;9.0
185;"Inkomend transport; totaal";1 Andere voedingsproducten en veevoeder;Amerika;2016;11749;8402;15096;28.0;2;9.0;14188;11362;17014;20.0;2;9.0
186;"Inkomend transport; totaal";1 Andere voedingsproducten en veevoeder;Amerika;2017;12908;9292;16524;28.0;2;9.0;13792;10931;16653;21.0;2;9.0
187;"Inkomend transport; totaal";1 Andere voedingsproducten en veevoeder;Azië;2007;5325;3967;6683;26.0;1;;8689;6870;10508;21.0;1;
188;"Inkomend transport; totaal";1 Andere voedingsproducten en veevoeder;Azië;2008;6170;4495;7846;27.0;1;9.0;8110;6287;9933;22.0;1;9.0
189;"Inkomend transport; totaal";1 Andere voedingsproducten en veevoeder;Azië;2009;4402;3119;5685;29.0;1;1.0;7178;5560;8796;23.0;1;9.0
190;"Inkomend transport; totaal";1 Andere voedingsproducten en veevoeder;Azië;2010;6436;4716;8156;27.0;1;5.0;7693;5866;9521;24.0;1;9.0
191;"Inkomend transport; totaal";1 Andere voedingsproducten en veevoeder;Azië;2011;6910;4887;8934;29.0;1;9.0;6962;5404;8520;22.0;1;9.0
192;"Inkomend transport; totaal";1 Andere voedingsproducten en veevoeder;Azië;2012;7759;5573;9945;28.0;1;9.0;7506;5750;9261;23.0;1;9.0
193;"Inkomend transport; totaal";1 Andere voedingsproducten en veevoeder;Azië;2013;7339;5161;9518;30.0;1;9.0;8225;6270;10181;24.0;1;9.0
194;"Inkomend transport; totaal";1 Andere voedingsproducten en veevoeder;Azië;2014;8049;5807;10291;28.0;1;9.0;8158;6341;9974;22.0;1;9.0
195;"Inkomend transport; totaal";1 Andere voedingsproducten en veevoeder;Azië;2015;8123;5823;10423;28.0;1;9.0;7800;5973;9627;23.0;1;9.0
196;"Inkomend transport; totaal";1 Andere voedingsproducten en veevoeder;Azië;2016;7893;5685;10102;28.0;1;9.0;7431;5733;9129;23.0;1;9.0
197;"Inkomend transport; totaal";1 Andere voedingsproducten en veevoeder;Azië;2017;10081;7323;12839;27.0;2;9.0;8364;6476;10252;23.0;1;9.0
198;"Inkomend transport; totaal";1 Andere voedingsproducten en veevoeder;Europa;2007;16943;14400;19486;15.0;4;;28259;24396;32121;14.0;5;
199;"Inkomend transport; totaal";1 Andere voedingsproducten en veevoeder;Europa;2008;19091;16599;21583;13.0;4;9.0;27269;23653;30885;13.0;5;9.0
200;"Inkomend transport; totaal";1 Andere voedingsproducten en veevoeder;Europa;2009;17297;15265;19329;12.0;4;9.0;27221;23785;30658;13.0;5;9.0
201;"Inkomend transport; totaal";1 Andere voedingsproducten en veevoeder;Europa;2010;19225;16601;21848;14.0;4;9.0;29293;25731;32854;12.0;5;9.0
202;"Inkomend transport; totaal";1 Andere voedingsproducten en veevoeder;Europa;2011;22261;19547;24975;12.0;4;5.0;35107;30661;39553;13.0;6;5.0
203;"Inkomend transport; totaal";1 Andere voedingsproducten en veevoeder;Europa;2012;24531;20936;28126;15.0;4;9.0;30693;27254;34132;11.0;5;1.0
204;"Inkomend transport; totaal";1 Andere voedingsproducten en veevoeder;Europa;2013;24860;21883;27838;12.0;4;9.0;31644;28196;35092;11.0;6;9.0
205;"Inkomend transport; totaal";1 Andere voedingsproducten en veevoeder;Europa;2014;25383;21138;29627;17.0;4;9.0;31585;27545;35625;13.0;5;9.0
206;"Inkomend transport; totaal";1 Andere voedingsproducten en veevoeder;Europa;2015;27569;22717;32421;18.0;5;9.0;30681;26671;34691;13.0;5;9.0
207;"Inkomend transport; totaal";1 Andere voedingsproducten en veevoeder;Europa;2016;27832;23013;32650;17.0;5;9.0;30972;26657;35287;14.0;5;9.0
208;"Inkomend transport; totaal";1 Andere voedingsproducten en veevoeder;Europa;2017;31245;25478;37013;18.0;5;9.0;32312;27499;37124;15.0;5;9.0
209;"Inkomend transport; totaal";1 Andere voedingsproducten en veevoeder;Oceanië;2007;709;572;846;19.0;0;;420;350;491;17.0;0;
210;"Inkomend transport; totaal";1 Andere voedingsproducten en veevoeder;Oceanië;2008;749;607;891;19.0;0;9.0;592;494;690;17.0;0;5.0
211;"Inkomend transport; totaal";1 Andere voedingsproducten en veevoeder;Oceanië;2009;682;548;816;20.0;0;9.0;1078;898;1258;17.0;0;5.0
212;"Inkomend transport; totaal";1 Andere voedingsproducten en veevoeder;Oceanië;2010;747;606;888;19.0;0;9.0;662;554;771;16.0;0;1.0
213;"Inkomend transport; totaal";1 Andere voedingsproducten en veevoeder;Oceanië;2011;1126;912;1340;19.0;0;5.0;1042;888;1196;15.0;0;5.0
214;"Inkomend transport; totaal";1 Andere voedingsproducten en veevoeder;Oceanië;2012;1167;946;1388;19.0;0;9.0;1184;999;1368;16.0;0;9.0
215;"Inkomend transport; totaal";1 Andere voedingsproducten en veevoeder;Oceanië;2013;987;820;1155;17.0;0;1.0;865;729;1001;16.0;0;1.0
216;"Inkomend transport; totaal";1 Andere voedingsproducten en veevoeder;Oceanië;2014;1040;840;1241;19.0;0;9.0;1034;869;1200;16.0;0;5.0
217;"Inkomend transport; totaal";1 Andere voedingsproducten en veevoeder;Oceanië;2015;878;717;1038;18.0;0;1.0;877;742;1012;15.0;0;1.0
218;"Inkomend transport; totaal";1 Andere voedingsproducten en veevoeder;Oceanië;2016;1013;826;1200;18.0;0;9.0;1057;895;1219;15.0;0;5.0
219;"Inkomend transport; totaal";1 Andere voedingsproducten en veevoeder;Oceanië;2017;1460;1186;1735;19.0;0;5.0;1499;1264;1734;16.0;0;5.0
220;"Inkomend transport; totaal";1 Andere voedingsproducten en veevoeder;Niet nader aangegeven landen en gebieden;2007;21;18;24;16.0;0;;14;12;16;14.0;0;
221;"Inkomend transport; totaal";1 Andere voedingsproducten en veevoeder;Niet nader aangegeven landen en gebieden;2008;15;13;17;10.0;0;1.0;12;11;13;8.0;0;1.0
222;"Inkomend transport; totaal";1 Andere voedingsproducten en veevoeder;Niet nader aangegeven landen en gebieden;2009;9;8;10;12.0;0;1.0;9;8;11;13.0;0;1.0
223;"Inkomend transport; totaal";1 Andere voedingsproducten en veevoeder;Niet nader aangegeven landen en gebieden;2010;11;9;13;15.0;0;5.0;13;11;15;14.0;0;5.0
224;"Inkomend transport; totaal";1 Andere voedingsproducten en veevoeder;Niet nader aangegeven landen en gebieden;2011;18;16;21;14.0;0;5.0;16;14;18;13.0;0;5.0
225;"Inkomend transport; totaal";1 Andere voedingsproducten en veevoeder;Niet nader aangegeven landen en gebieden;2012;24;20;27;15.0;0;5.0;15;13;17;11.0;0;9.0
226;"Inkomend transport; totaal";1 Andere voedingsproducten en veevoeder;Niet nader aangegeven landen en gebieden;2013;35;31;39;12.0;0;5.0;32;28;35;11.0;0;5.0
227;"Inkomend transport; totaal";1 Andere voedingsproducten en veevoeder;Niet nader aangegeven landen en gebieden;2014;49;44;55;12.0;0;5.0;27;24;30;11.0;0;1.0
228;"Inkomend transport; totaal";1 Andere voedingsproducten en veevoeder;Niet nader aangegeven landen en gebieden;2015;72;66;79;9.0;0;5.0;14;13;16;13.0;0;1.0
229;"Inkomend transport; totaal";1 Andere voedingsproducten en veevoeder;Niet nader aangegeven landen en gebieden;2016;56;50;63;11.0;0;1.0;18;15;21;17.0;0;5.0
230;"Inkomend transport; totaal";1 Andere voedingsproducten en veevoeder;Niet nader aangegeven landen en gebieden;2017;46;40;52;13.0;0;1.0;19;15;22;18.0;0;9.0
231;"Inkomend transport; totaal";2 Vaste minerale brandstoffen;Totaal alle werelddelen;2007;3452;3074;3831;11.0;1;;53130;48247;58013;9.0;9;
232;"Inkomend transport; totaal";2 Vaste minerale brandstoffen;Totaal alle werelddelen;2008;6044;5304;6784;12.0;1;5.0;55763;50035;61492;10.0;9;9.0
233;"Inkomend transport; totaal";2 Vaste minerale brandstoffen;Totaal alle werelddelen;2009;3615;3258;3972;10.0;1;1.0;47913;43406;52419;9.0;9;1.0
234;"Inkomend transport; totaal";2 Vaste minerale brandstoffen;Totaal alle werelddelen;2010;4163;3716;4609;11.0;1;5.0;47725;43272;52178;9.0;8;9.0
235;"Inkomend transport; totaal";2 Vaste minerale brandstoffen;Totaal alle werelddelen;2011;5841;5028;6653;14.0;1;5.0;50060;44674;55446;11.0;9;9.0
236;"Inkomend transport; totaal";2 Vaste minerale brandstoffen;Totaal alle werelddelen;2012;5027;4561;5492;9.0;1;1.0;51787;47602;55971;8.0;9;9.0
237;"Inkomend transport; totaal";2 Vaste minerale brandstoffen;Totaal alle werelddelen;2013;4499;4045;4952;10.0;1;1.0;59532;54349;64714;9.0;11;5.0
238;"Inkomend transport; totaal";2 Vaste minerale brandstoffen;Totaal alle werelddelen;2014;4626;4152;5101;10.0;1;9.0;63518;58189;68847;8.0;11;9.0
239;"Inkomend transport; totaal";2 Vaste minerale brandstoffen;Totaal alle werelddelen;2015;4328;3908;4748;10.0;1;9.0;61406;56518;66293;8.0;10;9.0
240;"Inkomend transport; totaal";2 Vaste minerale brandstoffen;Totaal alle werelddelen;2016;4291;3896;4685;9.0;1;9.0;58962;54433;63492;8.0;10;9.0
241;"Inkomend transport; totaal";2 Vaste minerale brandstoffen;Totaal alle werelddelen;2017;5254;4755;5753;9.0;1;5.0;55266;50693;59839;8.0;9;9.0
242;"Inkomend transport; totaal";2 Vaste minerale brandstoffen;Afrika;2007;619;484;754;22.0;0;;11106;8989;13223;19.0;2;
243;"Inkomend transport; totaal";2 Vaste minerale brandstoffen;Afrika;2008;1146;860;1431;25.0;0;5.0;12234;9826;14641;20.0;2;9.0
244;"Inkomend transport; totaal";2 Vaste minerale brandstoffen;Afrika;2009;705;553;857;22.0;0;1.0;10755;8575;12934;20.0;2;9.0
245;"Inkomend transport; totaal";2 Vaste minerale brandstoffen;Afrika;2010;244;204;284;16.0;0;1.0;3756;3113;4398;17.0;1;1.0
246;"Inkomend transport; totaal";2 Vaste minerale brandstoffen;Afrika;2011;303;247;359;19.0;0;5.0;3402;2858;3946;16.0;1;9.0
247;"Inkomend transport; totaal";2 Vaste minerale brandstoffen;Afrika;2012;338;294;383;13.0;0;9.0;4004;3448;4560;14.0;1;5.0
248;"Inkomend transport; totaal";2 Vaste minerale brandstoffen;Afrika;2013;436;316;556;27.0;0;5.0;6699;5173;8224;23.0;1;5.0
249;"Inkomend transport; totaal";2 Vaste minerale brandstoffen;Afrika;2014;727;600;853;17.0;0;5.0;11633;9925;13342;15.0;2;5.0
250;"Inkomend transport; totaal";2 Vaste minerale brandstoffen;Afrika;2015;398;352;445;12.0;0;1.0;6242;5582;6902;11.0;1;1.0
251;"Inkomend transport; totaal";2 Vaste minerale brandstoffen;Afrika;2016;307;238;376;22.0;0;1.0;4380;3670;5090;16.0;1;1.0
252;"Inkomend transport; totaal";2 Vaste minerale brandstoffen;Afrika;2017;434;373;494;14.0;0;5.0;5222;4373;6072;16.0;1;5.0
253;"Inkomend transport; totaal";2 Vaste minerale brandstoffen;Amerika;2007;1311;1065;1557;19.0;0;;19265;15845;22686;18.0;3;
254;"Inkomend transport; totaal";2 Vaste minerale brandstoffen;Amerika;2008;2494;1890;3098;24.0;0;5.0;23843;18884;28803;21.0;4;5.0
255;"Inkomend transport; totaal";2 Vaste minerale brandstoffen;Amerika;2009;1631;1343;1918;18.0;0;1.0;21222;17530;24914;17.0;4;9.0
256;"Inkomend transport; totaal";2 Vaste minerale brandstoffen;Amerika;2010;2167;1862;2473;14.0;0;5.0;25656;21853;29459;15.0;4;5.0
257;"Inkomend transport; totaal";2 Vaste minerale brandstoffen;Amerika;2011;3332;2588;4076;22.0;1;5.0;30584;25404;35764;17.0;5;5.0
258;"Inkomend transport; totaal";2 Vaste minerale brandstoffen;Amerika;2012;2986;2702;3271;10.0;1;9.0;30350;27060;33640;11.0;5;9.0
259;"Inkomend transport; totaal";2 Vaste minerale brandstoffen;Amerika;2013;2375;2014;2737;15.0;0;1.0;32054;27775;36333;13.0;6;9.0
260;"Inkomend transport; totaal";2 Vaste minerale brandstoffen;Amerika;2014;2071;1703;2439;18.0;0;9.0;29371;25208;33535;14.0;5;9.0
261;"Inkomend transport; totaal";2 Vaste minerale brandstoffen;Amerika;2015;2137;1832;2442;14.0;0;9.0;30683;26944;34422;12.0;5;9.0
262;"Inkomend transport; totaal";2 Vaste minerale brandstoffen;Amerika;2016;1828;1583;2072;13.0;0;1.0;28132;24779;31485;12.0;5;9.0
263;"Inkomend transport; totaal";2 Vaste minerale brandstoffen;Amerika;2017;1858;1610;2107;13.0;0;9.0;21799;18970;24628;13.0;4;1.0
264;"Inkomend transport; totaal";2 Vaste minerale brandstoffen;Azië;2007;241;201;281;16.0;0;;3752;3089;4415;18.0;1;
265;"Inkomend transport; totaal";2 Vaste minerale brandstoffen;Azië;2008;415;318;513;23.0;0;5.0;3420;2797;4043;18.0;1;9.0
266;"Inkomend transport; totaal";2 Vaste minerale brandstoffen;Azië;2009;110;86;134;22.0;0;1.0;1455;1188;1722;18.0;0;1.0
267;"Inkomend transport; totaal";2 Vaste minerale brandstoffen;Azië;2010;35;32;37;8.0;0;1.0;222;193;251;13.0;0;1.0
268;"Inkomend transport; totaal";2 Vaste minerale brandstoffen;Azië;2011;41;29;52;28.0;0;9.0;163;122;205;26.0;0;1.0
269;"Inkomend transport; totaal";2 Vaste minerale brandstoffen;Azië;2012;43;34;53;22.0;0;9.0;484;395;574;18.0;0;5.0
270;"Inkomend transport; totaal";2 Vaste minerale brandstoffen;Azië;2013;25;20;30;20.0;0;1.0;280;237;324;15.0;0;1.0
271;"Inkomend transport; totaal";2 Vaste minerale brandstoffen;Azië;2014;72;53;90;26.0;0;5.0;338;269;407;20.0;0;5.0
272;"Inkomend transport; totaal";2 Vaste minerale brandstoffen;Azië;2015;62;44;79;28.0;0;9.0;358;293;423;18.0;0;9.0
273;"Inkomend transport; totaal";2 Vaste minerale brandstoffen;Azië;2016;205;136;274;34.0;0;5.0;507;435;579;14.0;0;5.0
274;"Inkomend transport; totaal";2 Vaste minerale brandstoffen;Azië;2017;300;270;330;10.0;0;5.0;965;858;1072;11.0;0;5.0
275;"Inkomend transport; totaal";2 Vaste minerale brandstoffen;Europa;2007;689;474;903;31.0;0;;11914;8947;14881;25.0;2;
276;"Inkomend transport; totaal";2 Vaste minerale brandstoffen;Europa;2008;1002;681;1323;32.0;0;5.0;10333;7770;12897;25.0;2;9.0
277;"Inkomend transport; totaal";2 Vaste minerale brandstoffen;Europa;2009;686;526;846;23.0;0;1.0;10852;8581;13123;21.0;2;9.0
278;"Inkomend transport; totaal";2 Vaste minerale brandstoffen;Europa;2010;949;730;1168;23.0;0;5.0;12228;9924;14531;19.0;2;9.0
279;"Inkomend transport; totaal";2 Vaste minerale brandstoffen;Europa;2011;972;750;1193;23.0;0;9.0;10027;8257;11798;18.0;2;1.0
280;"Inkomend transport; totaal";2 Vaste minerale brandstoffen;Europa;2012;976;736;1217;25.0;0;9.0;11493;9271;13715;19.0;2;9.0
281;"Inkomend transport; totaal";2 Vaste minerale brandstoffen;Europa;2013;988;816;1160;17.0;0;9.0;14050;11786;16315;16.0;2;5.0
282;"Inkomend transport; totaal";2 Vaste minerale brandstoffen;Europa;2014;1008;814;1203;19.0;0;9.0;14272;11730;16814;18.0;2;9.0
283;"Inkomend transport; totaal";2 Vaste minerale brandstoffen;Europa;2015;1106;883;1329;20.0;0;9.0;17364;14547;20181;16.0;3;5.0
284;"Inkomend transport; totaal";2 Vaste minerale brandstoffen;Europa;2016;1144;891;1398;22.0;0;9.0;17456;15120;19792;13.0;3;9.0
285;"Inkomend transport; totaal";2 Vaste minerale brandstoffen;Europa;2017;1638;1212;2065;26.0;0;5.0;20242;16737;23746;17.0;3;9.0
286;"Inkomend transport; totaal";2 Vaste minerale brandstoffen;Oceanië;2007;593;423;763;29.0;0;;7093;5361;8825;24.0;1;
287;"Inkomend transport; totaal";2 Vaste minerale brandstoffen;Oceanië;2008;987;663;1311;33.0;0;5.0;5933;4426;7440;25.0;1;9.0
288;"Inkomend transport; totaal";2 Vaste minerale brandstoffen;Oceanië;2009;484;389;579;20.0;0;1.0;3629;2740;4517;24.0;1;1.0
289;"Inkomend transport; totaal";2 Vaste minerale brandstoffen;Oceanië;2010;768;478;1058;38.0;0;5.0;5864;4304;7424;27.0;1;5.0
290;"Inkomend transport; totaal";2 Vaste minerale brandstoffen;Oceanië;2011;1193;818;1568;31.0;0;5.0;5883;4361;7404;26.0;1;9.0
291;"Inkomend transport; totaal";2 Vaste minerale brandstoffen;Oceanië;2012;682;332;1032;51.0;0;1.0;5455;3805;7106;30.0;1;9.0
292;"Inkomend transport; totaal";2 Vaste minerale brandstoffen;Oceanië;2013;674;449;898;33.0;0;9.0;6448;4724;8172;27.0;1;9.0
293;"Inkomend transport; totaal";2 Vaste minerale brandstoffen;Oceanië;2014;749;504;993;33.0;0;9.0;7903;5851;9955;26.0;1;9.0
294;"Inkomend transport; totaal";2 Vaste minerale brandstoffen;Oceanië;2015;624;402;847;36.0;0;9.0;6758;4941;8574;27.0;1;9.0
295;"Inkomend transport; totaal";2 Vaste minerale brandstoffen;Oceanië;2016;807;614;999;24.0;0;9.0;8485;6298;10672;26.0;1;9.0
296;"Inkomend transport; totaal";2 Vaste minerale brandstoffen;Oceanië;2017;1024;868;1180;15.0;0;5.0;7036;5494;8579;22.0;1;9.0
297;"Inkomend transport; totaal";2 Vaste minerale brandstoffen;Niet nader aangegeven landen en gebieden;2007;0;0;0;;0;;0;0;0;;0;
298;"Inkomend transport; totaal";2 Vaste minerale brandstoffen;Niet nader aangegeven landen en gebieden;2008;0;0;0;;0;;0;0;0;;0;
299;"Inkomend transport; totaal";2 Vaste minerale brandstoffen;Niet nader aangegeven landen en gebieden;2009;0;0;0;;0;;0;0;0;;0;
300;"Inkomend transport; totaal";2 Vaste minerale brandstoffen;Niet nader aangegeven landen en gebieden;2010;0;0;0;;0;;0;0;0;;0;
301;"Inkomend transport; totaal";2 Vaste minerale brandstoffen;Niet nader aangegeven landen en gebieden;2011;0;0;0;;0;;0;0;0;;0;
302;"Inkomend transport; totaal";2 Vaste minerale brandstoffen;Niet nader aangegeven landen en gebieden;2012;0;0;0;;0;;0;0;0;;0;
303;"Inkomend transport; totaal";2 Vaste minerale brandstoffen;Niet nader aangegeven landen en gebieden;2013;0;0;0;;0;;0;0;0;;0;
304;"Inkomend transport; totaal";2 Vaste minerale brandstoffen;Niet nader aangegeven landen en gebieden;2014;0;0;0;;0;;0;0;0;;0;
305;"Inkomend transport; totaal";2 Vaste minerale brandstoffen;Niet nader aangegeven landen en gebieden;2015;0;0;0;;0;;1;1;1;24.0;0;
306;"Inkomend transport; totaal";2 Vaste minerale brandstoffen;Niet nader aangegeven landen en gebieden;2016;0;0;0;;0;;1;1;2;25.0;0;5.0
307;"Inkomend transport; totaal";2 Vaste minerale brandstoffen;Niet nader aangegeven landen en gebieden;2017;0;0;0;;0;;2;1;2;26.0;0;9.0
308;"Inkomend transport; totaal";3 Aardoliën en aardolieproducten;Totaal alle werelddelen;2007;76329;66318;86340;13.0;17;;197733;181259;214208;8.0;34;
309;"Inkomend transport; totaal";3 Aardoliën en aardolieproducten;Totaal alle werelddelen;2008;93712;81333;106090;13.0;18;5.0;199288;183189;215387;8.0;34;9.0
310;"Inkomend transport; totaal";3 Aardoliën en aardolieproducten;Totaal alle werelddelen;2009;65012;55469;74555;15.0;15;1.0;196132;179062;213203;9.0;37;9.0
311;"Inkomend transport; totaal";3 Aardoliën en aardolieproducten;Totaal alle werelddelen;2010;89292;74818;103766;16.0;17;5.0;207547;189647;225448;9.0;36;9.0
312;"Inkomend transport; totaal";3 Aardoliën en aardolieproducten;Totaal alle werelddelen;2011;108077;97114;119040;10.0;21;5.0;193539;176810;210268;9.0;34;9.0
313;"Inkomend transport; totaal";3 Aardoliën en aardolieproducten;Totaal alle werelddelen;2012;128254;116379;140129;9.0;22;5.0;205375;187828;222922;9.0;36;9.0
314;"Inkomend transport; totaal";3 Aardoliën en aardolieproducten;Totaal alle werelddelen;2013;117368;106962;127774;9.0;20;2.0;194389;176502;212277;9.0;34;9.0
315;"Inkomend transport; totaal";3 Aardoliën en aardolieproducten;Totaal alle werelddelen;2014;111338;99973;122704;10.0;20;9.0;198258;177773;218743;10.0;34;9.0
316;"Inkomend transport; totaal";3 Aardoliën en aardolieproducten;Totaal alle werelddelen;2015;79586;69846;89326;12.0;13;1.0;211747;190582;232913;10.0;36;9.0
317;"Inkomend transport; totaal";3 Aardoliën en aardolieproducten;Totaal alle werelddelen;2016;66293;59975;72611;10.0;11;1.0;215575;197359;233790;8.0;37;9.0
318;"Inkomend transport; totaal";3 Aardoliën en aardolieproducten;Totaal alle werelddelen;2017;80419;74274;86563;8.0;12;5.0;211947;194980;228914;8.0;35;9.0
319;"Inkomend transport; totaal";3 Aardoliën en aardolieproducten;Afrika;2007;11565;8649;14482;25.0;3;;27925;22395;33455;20.0;5;
320;"Inkomend transport; totaal";3 Aardoliën en aardolieproducten;Afrika;2008;12984;9279;16690;29.0;3;9.0;26926;20857;32995;23.0;5;9.0
321;"Inkomend transport; totaal";3 Aardoliën en aardolieproducten;Afrika;2009;7466;5415;9517;27.0;2;1.0;21339;16721;25956;22.0;4;1.0
322;"Inkomend transport; totaal";3 Aardoliën en aardolieproducten;Afrika;2010;10214;7578;12849;26.0;2;5.0;22580;17832;27327;21.0;4;9.0
323;"Inkomend transport; totaal";3 Aardoliën en aardolieproducten;Afrika;2011;14023;9922;18125;29.0;3;5.0;23305;17964;28646;23.0;4;9.0
324;"Inkomend transport; totaal";3 Aardoliën en aardolieproducten;Afrika;2012;19904;14925;24883;25.0;3;5.0;31226;24736;37716;21.0;6;5.0
325;"Inkomend transport; totaal";3 Aardoliën en aardolieproducten;Afrika;2013;15785;11940;19629;24.0;3;1.0;26389;20758;32020;21.0;5;9.0
326;"Inkomend transport; totaal";3 Aardoliën en aardolieproducten;Afrika;2014;17936;13094;22778;27.0;3;9.0;30595;23797;37393;22.0;5;9.0
327;"Inkomend transport; totaal";3 Aardoliën en aardolieproducten;Afrika;2015;12276;8782;15770;28.0;2;1.0;33574;25907;41240;23.0;6;9.0
328;"Inkomend transport; totaal";3 Aardoliën en aardolieproducten;Afrika;2016;5976;4389;7562;27.0;1;1.0;19672;15356;23989;22.0;3;1.0
329;"Inkomend transport; totaal";3 Aardoliën en aardolieproducten;Afrika;2017;7704;5673;9734;26.0;1;9.0;21267;16638;25895;22.0;4;9.0
330;"Inkomend transport; totaal";3 Aardoliën en aardolieproducten;Amerika;2007;3743;2859;4626;24.0;1;;12098;9846;14350;19.0;2;
331;"Inkomend transport; totaal";3 Aardoliën en aardolieproducten;Amerika;2008;8409;6457;10361;23.0;2;5.0;18209;14860;21559;18.0;3;5.0
332;"Inkomend transport; totaal";3 Aardoliën en aardolieproducten;Amerika;2009;4460;3386;5535;24.0;1;1.0;14148;11428;16868;19.0;3;1.0
333;"Inkomend transport; totaal";3 Aardoliën en aardolieproducten;Amerika;2010;5366;4011;6720;25.0;1;9.0;12360;9871;14850;20.0;2;9.0
334;"Inkomend transport; totaal";3 Aardoliën en aardolieproducten;Amerika;2011;8858;6606;11110;25.0;2;5.0;15490;12398;18583;20.0;3;5.0
