ID;BedrijfstakkenBranchesSBI2008;Marges;Perioden;ErgSnelWerken_1;HeelVeelWerkDoen_2;ExtraHardWerken_3;ZelfBeslissen_4;VolgordeWerkzaamhedenBepalen_5;WerktempoBepalen_6;OplossingenBedenken_7;VerlofNemen_8;WerktijdenBepalen_9;WerkplekBepalen_10;EmotioneelMoeilijkeWerksituaties_11;EmotioneelVeeleisendWerk_12;EmotioneelBetrokkenBijWerk_13;VanKlantenTot2022_14;VanLeidinggevendenOfCollegaS_15;DoorKlantenTot2022_16;DoorLeidinggevendenOfCollegaS_17;DoorKlantenTot2022_18;DoorLeidinggevendenOfCollegaS_19;DoorKlantenTot2022_20;DoorLeidinggevendenOfCollegaS_21;VanKlantLeidinggevendeOfCollega_22;VanKlantenVanaf2022_23;VanLeidinggevenden_24;VanCollegaS_25;DoorKlantLeidinggevendeOfCollega_26;DoorKlantenVanaf2022_27;DoorLeidinggevenden_28;DoorCollegaS_29;DoorKlantLeidinggevendeOfCollega_30;DoorKlantenVanaf2022_31;DoorLeidinggevenden_32;DoorCollegaS_33;DoorKlantLeidinggevendeOfCollega_34;DoorKlantenVanaf2022_35;DoorLeidinggevenden_36;DoorCollegaS_37;GediscrimineerdGevoeld_38;OmGeslacht_39;OmAfkomstHuidskleurNationaliteit_40;OmGodsdienstOfLevensovertuiging_41;OmSeksueleGeaardheidVoorkeur_42;OmLeeftijd_43;OmLangdurigeZiekteAandoeningHandicap_44;OmWerktijdenOfContractvorm_45;OmPolitiekeVoorkeur_46;OmAndereReden_47;PsychischeVermoeidheidDoorHetWerk_48;EmotioneelUitgeput_49;LeegVoelen_50;SOchtendsMoeVoelen_51;VergtVeelOmMetMensenTeWerken_52;UitgeputDoorWerk_53
834;G Handel;Waarde;2023;31.4;38.1;23.7;55.8;57.0;56.4;56.2;57.0;24.8;20.3;4.2;6.2;9.5;;;;;;;;;5.7;4.2;0.4;1.1;12.1;9.3;1.4;1.4;1.6;1.0;0.0;0.3;5.7;1.5;1.5;2.8;10.8;2.1;3.3;0.8;0.4;2.5;1.2;1.5;0.4;2.4;18.7;17.6;31.1;22.3;15.8;16.2
835;G Handel;Waarde;2024;32.3;38.8;25.0;54.7;55.9;55.7;56.2;57.8;24.9;20.0;4.0;5.1;9.5;;;;;;;;;5.3;3.8;0.5;1.3;13.5;10.5;1.5;1.3;1.4;0.8;0.1;0.2;5.6;1.8;1.2;2.6;11.5;2.2;3.7;0.8;0.7;2.8;1.2;1.3;0.5;2.3;20.0;18.4;32.1;23.3;17.4;17.5
836;G Handel;Ondergrens 95%-interval;2014;36.8;40.7;28.3;52.0;55.2;51.6;57.6;44.3;16.1;;4.4;5.8;10.2;4.3;1.2;18.8;10.0;1.7;0.4;4.9;7.5;;;;;;;;;;;;;;;;;;;;;;;;;;;10.9;10.2;25.0;16.2;7.5;11.3
837;G Handel;Ondergrens 95%-interval;2015;34.9;39.7;26.4;51.5;54.6;52.2;56.6;44.8;16.3;;3.9;5.2;9.0;4.4;1.7;19.4;9.2;2.0;0.2;5.1;7.7;;;;;;;;;;;;;;;;;;;;;;;;;;;10.8;8.7;22.2;15.1;7.5;11.5
838;G Handel;Ondergrens 95%-interval;2016;36.0;40.2;27.6;50.5;53.2;51.2;56.4;45.1;17.7;;3.9;4.8;9.1;4.5;1.5;19.2;9.9;1.4;0.4;5.2;7.8;;;;;;;;;;;;;;;;;;;;;;;;;;;12.4;10.4;25.5;18.2;8.5;12.5
839;G Handel;Ondergrens 95%-interval;2017;37.3;41.5;29.2;50.4;53.1;50.3;57.3;44.9;18.5;;4.3;5.6;10.0;5.4;1.8;20.6;10.0;1.8;0.3;5.5;7.8;;;;;;;;;;;;;;;;;;;;;;;;;;;13.0;10.8;25.4;17.5;9.4;13.1
840;G Handel;Ondergrens 95%-interval;2018;36.6;41.4;27.6;51.6;54.5;52.8;56.3;48.3;20.3;;4.2;5.8;10.6;4.7;2.0;18.2;9.4;1.9;0.6;5.4;7.5;;;;;;;;;;;;;;;;;;;;;;;;;;;14.2;13.4;27.6;18.7;10.9;13.9
841;G Handel;Ondergrens 95%-interval;2019;34.5;40.6;27.0;51.7;54.8;53.7;57.1;49.1;20.5;;4.6;5.9;11.0;7.2;2.5;23.5;11.7;2.7;0.6;7.3;9.4;;;;;;;;;;;;;;;;;;;;;;;;;;;14.2;12.6;26.3;18.7;11.0;14.2
842;G Handel;Ondergrens 95%-interval;2020;33.5;38.2;25.1;50.6;53.9;53.6;55.1;52.2;22.2;;4.2;5.4;10.7;4.9;1.7;20.7;7.4;2.2;0.6;6.2;6.0;;;;;;;;;;;;;;;;;;;;;;;;;;;13.9;12.4;26.2;17.7;11.1;13.0
843;G Handel;Ondergrens 95%-interval;2021;33.8;40.8;27.6;49.7;52.7;51.9;55.5;50.6;22.3;;5.3;6.6;11.5;6.5;2.4;21.7;7.9;2.1;0.4;7.3;7.0;;;;;;;;;;;;;;;;;;;;;;;;;;;15.5;13.1;27.3;20.9;12.7;15.0
844;G Handel;Ondergrens 95%-interval;2022;32.3;39.5;25.8;54.3;55.6;54.6;55.6;54.2;23.6;20.2;3.0;4.9;8.9;;;;;;;;;4.5;3.3;0.3;0.6;11.7;9.1;1.0;1.1;1.0;0.7;0.0;0.2;4.3;0.9;0.9;2.4;9.6;1.2;2.5;0.5;0.4;2.0;0.9;1.0;0.1;2.2;18.0;17.3;30.9;22.0;14.8;15.8
845;G Handel;Ondergrens 95%-interval;2023;30.4;37.1;22.7;54.7;56.0;55.3;55.1;55.9;23.9;19.5;3.6;5.5;8.6;;;;;;;;;5.0;3.6;0.3;0.8;11.1;8.4;1.1;1.1;1.2;0.8;0.0;0.2;5.0;1.1;1.2;2.3;9.9;1.7;2.7;0.6;0.3;2.1;0.9;1.2;0.2;1.9;17.8;16.8;30.0;21.4;15.0;15.4
846;G Handel;Ondergrens 95%-interval;2024;31.3;37.8;24.1;53.7;54.9;54.7;55.1;56.7;24.0;19.2;3.4;4.5;8.6;;;;;;;;;4.7;3.2;0.3;1.0;12.5;9.6;1.1;1.0;1.0;0.6;0.0;0.1;4.9;1.4;0.9;2.1;10.5;1.8;3.1;0.5;0.5;2.4;0.9;1.0;0.3;1.9;19.2;17.6;31.1;22.4;16.6;16.7
847;G Handel;Bovengrens 95%-interval;2014;39.4;43.4;30.8;54.7;57.8;54.2;60.2;46.9;18.0;;5.6;7.1;11.9;5.6;1.8;20.8;11.7;2.5;0.9;6.2;9.1;;;;;;;;;;;;;;;;;;;;;;;;;;;12.6;12.0;27.4;18.2;9.0;13.1
848;G Handel;Bovengrens 95%-interval;2015;37.3;42.1;28.6;53.8;56.9;54.6;58.9;47.2;18.1;;4.9;6.3;10.5;5.4;2.3;21.2;10.6;2.7;0.5;6.2;9.1;;;;;;;;;;;;;;;;;;;;;;;;;;;12.4;10.1;24.2;16.9;8.8;13.1
849;G Handel;Bovengrens 95%-interval;2016;38.4;42.6;29.8;52.9;55.6;53.6;58.8;47.6;19.6;;4.9;5.9;10.6;5.5;2.1;21.1;11.4;2.1;0.8;6.4;9.2;;;;;;;;;;;;;;;;;;;;;;;;;;;14.1;12.0;27.7;20.1;9.9;14.2
850;G Handel;Bovengrens 95%-interval;2017;39.7;43.9;31.5;52.8;55.5;52.7;59.7;47.3;20.4;;5.4;6.8;11.6;6.5;2.5;22.5;11.5;2.5;0.7;6.7;9.2;;;;;;;;;;;;;;;;;;;;;;;;;;;14.8;12.5;27.7;19.5;10.9;14.9
851;G Handel;Bovengrens 95%-interval;2018;38.6;43.5;29.5;53.6;56.6;54.9;58.3;50.3;22.0;;5.2;6.9;11.9;5.6;2.6;19.8;10.6;2.5;1.0;6.4;8.7;;;;;;;;;;;;;;;;;;;;;;;;;;;15.7;14.9;29.5;20.4;12.3;15.4
852;G Handel;Bovengrens 95%-interval;2019;36.6;42.8;29.0;53.8;56.9;55.8;59.2;51.3;22.3;;5.6;6.9;12.4;8.4;3.3;25.3;13.2;3.4;1.0;8.5;10.7;;;;;;;;;;;;;;;;;;;;;;;;;;;15.8;14.1;28.2;20.5;12.4;15.8
853;G Handel;Bovengrens 95%-interval;2020;35.6;40.4;27.1;52.7;56.1;55.8;57.3;54.4;24.1;;5.2;6.4;12.1;5.9;2.4;22.4;8.6;3.0;1.1;7.4;7.1;;;;;;;;;;;;;;;;;;;;;;;;;;;15.5;14.0;28.2;19.5;12.5;14.5
854;G Handel;Bovengrens 95%-interval;2021;36.1;43.2;29.9;52.1;55.1;54.3;57.8;53.0;24.4;;6.5;7.8;13.1;7.8;3.2;23.7;9.3;2.9;0.9;8.6;8.3;;;;;;;;;;;;;;;;;;;;;;;;;;;17.4;14.8;29.6;23.0;14.4;16.9
855;G Handel;Bovengrens 95%-interval;2022;34.4;41.6;27.8;56.4;57.7;56.7;57.7;56.4;25.4;21.9;4.2;6.4;10.7;;;;;;;;;5.9;4.5;0.7;1.3;13.7;10.9;1.6;1.9;1.8;1.3;0.2;0.6;5.7;1.6;1.6;3.5;11.6;2.0;3.8;1.1;0.9;3.0;1.6;1.8;0.4;3.2;19.7;19.0;33.0;23.8;16.4;17.4
856;G Handel;Bovengrens 95%-interval;2023;32.5;39.2;24.6;56.8;58.1;57.5;57.2;58.0;25.8;21.2;4.9;7.0;10.4;;;;;;;;;6.5;4.9;0.7;1.5;13.2;10.2;1.8;1.9;2.0;1.4;0.2;0.5;6.5;1.9;2.0;3.4;11.9;2.6;4.1;1.2;0.7;3.1;1.6;2.0;0.6;2.9;19.6;18.5;32.1;23.2;16.6;17.1
857;G Handel;Bovengrens 95%-interval;2024;33.3;39.8;25.9;55.7;57.0;56.8;57.2;58.8;25.8;20.9;4.7;5.9;10.4;;;;;;;;;6.1;4.4;0.8;1.7;14.6;11.5;1.9;1.7;1.8;1.2;0.3;0.5;6.4;2.3;1.6;3.1;12.5;2.7;4.4;1.1;1.0;3.4;1.6;1.7;0.7;2.8;20.9;19.3;33.1;24.2;18.3;18.3
858;H Vervoer en opslag;Waarde;2014;33.1;34.7;23.0;51.8;48.4;52.5;57.8;42.4;17.8;;5.0;7.0;8.2;2.9;1.4;19.2;12.5;4.6;0.8;9.4;9.4;;;;;;;;;;;;;;;;;;;;;;;;;;;12.6;11.4;26.7;15.6;8.2;12.5
859;H Vervoer en opslag;Waarde;2015;34.2;38.5;27.4;49.5;45.8;50.5;57.0;45.0;17.4;;5.1;7.9;9.3;2.8;1.9;19.0;13.0;3.5;0.5;7.8;8.6;;;;;;;;;;;;;;;;;;;;;;;;;;;13.1;11.5;28.3;17.6;8.1;13.5
860;H Vervoer en opslag;Waarde;2016;32.8;37.4;25.7;51.2;46.7;51.7;58.6;43.0;18.7;;5.4;7.3;8.4;3.1;2.4;20.1;14.2;4.3;0.7;8.7;10.9;;;;;;;;;;;;;;;;;;;;;;;;;;;13.2;12.1;28.8;18.3;8.0;13.8
861;H Vervoer en opslag;Waarde;2017;33.9;36.6;27.3;52.2;45.4;49.1;58.4;45.5;20.6;;5.5;7.8;9.2;2.6;3.0;17.8;12.6;4.0;0.4;8.4;8.9;;;;;;;;;;;;;;;;;;;;;;;;;;;14.0;11.7;27.5;17.1;9.7;12.9
862;H Vervoer en opslag;Waarde;2018;32.9;38.7;24.8;53.4;46.4;51.2;56.8;44.4;20.2;;5.8;8.3;10.3;2.7;2.3;20.5;13.1;4.5;0.6;8.8;9.7;;;;;;;;;;;;;;;;;;;;;;;;;;;15.8;15.3;30.6;20.3;10.8;15.9
863;H Vervoer en opslag;Waarde;2019;31.5;36.8;23.9;54.7;46.7;53.3;57.9;45.8;19.9;;6.7;10.0;10.4;5.1;3.2;24.2;15.9;6.1;1.0;11.6;11.5;;;;;;;;;;;;;;;;;;;;;;;;;;;16.4;14.4;29.6;19.7;11.2;16.4
864;H Vervoer en opslag;Waarde;2020;28.7;35.5;21.8;54.6;48.8;55.4;58.5;50.3;21.7;;4.9;7.2;10.7;2.6;2.2;17.8;10.2;3.6;0.4;8.2;8.1;;;;;;;;;;;;;;;;;;;;;;;;;;;13.0;12.3;25.4;16.5;9.4;13.5
865;H Vervoer en opslag;Waarde;2021;31.8;40.0;27.7;53.9;48.6;53.1;57.0;47.1;21.6;;7.7;10.2;13.0;3.2;2.4;17.9;10.7;3.7;0.8;9.3;9.7;;;;;;;;;;;;;;;;;;;;;;;;;;;16.2;15.4;29.2;20.2;12.2;16.2
866;H Vervoer en opslag;Waarde;2022;28.9;35.5;22.9;54.8;46.2;52.2;55.1;47.6;22.2;15.7;5.2;6.5;8.6;;;;;;;;;2.7;1.1;0.2;1.1;12.1;8.1;1.8;2.0;2.0;1.3;0.1;0.0;7.1;1.8;2.2;3.3;12.1;2.1;4.3;1.0;0.5;1.8;1.2;2.1;0.1;2.7;19.7;18.1;32.7;23.4;14.5;18.6
867;H Vervoer en opslag;Waarde;2023;26.5;32.1;19.8;56.1;49.0;56.6;55.3;52.1;23.5;17.8;3.9;6.1;8.0;;;;;;;;;2.9;1.6;0.2;0.9;11.8;8.3;1.3;2.0;1.7;1.1;0.1;0.2;7.0;1.9;1.6;3.4;12.0;2.0;4.0;0.8;0.6;2.2;1.4;1.6;0.1;3.5;17.0;16.8;30.4;21.3;13.9;15.7
868;H Vervoer en opslag;Waarde;2024;27.2;33.3;20.6;55.5;46.8;53.4;55.5;50.9;22.8;15.6;4.0;6.6;10.5;;;;;;;;;2.8;1.1;0.2;1.3;12.8;8.7;1.8;2.5;1.9;1.2;0.3;0.4;6.4;2.6;1.4;3.1;13.4;1.7;4.2;0.6;0.9;2.7;1.9;1.8;0.6;4.0;18.6;17.3;31.8;22.4;14.5;17.2
869;H Vervoer en opslag;Ondergrens 95%-interval;2014;30.7;32.3;20.9;49.3;45.9;50.0;55.3;39.9;15.9;;4.0;5.8;6.9;2.1;1.0;17.3;11.0;3.6;0.4;8.1;8.0;;;;;;;;;;;;;;;;;;;;;;;;;;;11.0;10.0;24.5;13.8;6.9;10.9
870;H Vervoer en opslag;Ondergrens 95%-interval;2015;32.2;36.4;25.5;47.4;43.7;48.3;54.9;42.8;15.8;;4.2;6.9;8.2;2.2;1.4;17.4;11.6;2.8;0.3;6.8;7.4;;;;;;;;;;;;;;;;;;;;;;;;;;;11.7;10.2;26.4;16.0;7.0;12.1
871;H Vervoer en opslag;Ondergrens 95%-interval;2016;30.8;35.3;23.8;49.1;44.5;49.5;56.5;40.9;17.0;;4.5;6.3;7.3;2.4;1.8;18.4;12.8;3.5;0.4;7.6;9.5;;;;;;;;;;;;;;;;;;;;;;;;;;;11.8;10.8;26.9;16.7;6.9;12.3
872;H Vervoer en opslag;Ondergrens 95%-interval;2017;31.8;34.5;25.3;49.9;43.2;46.9;56.2;43.3;18.9;;4.5;6.7;8.0;2.0;2.3;16.2;11.1;3.2;0.2;7.2;7.7;;;;;;;;;;;;;;;;;;;;;;;;;;;12.5;10.4;25.5;15.4;8.4;11.5
873;H Vervoer en opslag;Ondergrens 95%-interval;2018;31.2;37.0;23.3;51.5;44.6;49.4;55.0;42.6;18.8;;4.9;7.3;9.3;2.1;1.8;19.1;11.9;3.8;0.4;7.9;8.6;;;;;;;;;;;;;;;;;;;;;;;;;;;14.5;14.1;29.0;18.9;9.7;14.6
874;H Vervoer en opslag;Ondergrens 95%-interval;2019;29.7;34.9;22.3;52.8;44.8;51.3;56.0;43.9;18.4;;5.8;8.8;9.3;4.3;2.6;22.6;14.5;5.3;0.7;10.4;10.3;;;;;;;;;;;;;;;;;;;;;;;;;;;15.0;13.1;27.8;18.2;10.0;14.9
875;H Vervoer en opslag;Ondergrens 95%-interval;2020;26.9;33.5;20.2;52.6;46.7;53.4;56.5;48.2;20.1;;4.1;6.2;9.5;2.0;1.7;16.4;9.0;2.9;0.2;7.2;7.1;;;;;;;;;;;;;;;;;;;;;;;;;;;11.7;11.0;23.7;15.0;8.3;12.1
876;H Vervoer en opslag;Ondergrens 95%-interval;2021;29.8;37.9;25.8;51.8;46.4;50.9;54.9;44.9;19.9;;6.5;9.0;11.6;2.5;1.8;16.3;9.4;3.0;0.4;8.1;8.4;;;;;;;;;;;;;;;;;;;;;;;;;;;14.6;13.8;27.2;18.5;10.8;14.6
877;H Vervoer en opslag;Ondergrens 95%-interval;2022;27.2;33.7;21.3;52.9;44.2;50.3;53.2;45.7;20.6;14.4;4.0;5.2;7.1;;;;;;;;;1.9;0.7;0.1;0.6;10.4;6.7;1.2;1.3;1.3;0.8;0.0;0.0;5.7;1.1;1.4;2.4;10.3;1.4;3.2;0.5;0.3;1.2;0.7;1.4;0.0;2.0;18.2;16.6;30.9;21.8;13.1;17.1
878;H Vervoer en opslag;Ondergrens 95%-interval;2023;24.8;30.3;18.3;54.2;47.1;54.7;53.3;50.1;21.9;16.3;2.9;4.8;6.6;;;;;;;;;2.1;1.0;0.0;0.5;10.1;6.8;0.9;1.4;1.1;0.6;0.0;0.1;5.6;1.2;1.1;2.5;10.2;1.3;2.9;0.4;0.3;1.5;0.8;1.0;0.0;2.5;15.5;15.3;28.6;19.7;12.5;14.2
879;H Vervoer en opslag;Ondergrens 95%-interval;2024;25.5;31.6;19.1;53.6;44.9;51.4;53.6;49.0;21.3;14.3;3.0;5.3;8.8;;;;;;;;;1.9;0.7;0.1;0.8;11.1;7.3;1.2;1.7;1.3;0.7;0.1;0.1;5.1;1.9;0.8;2.2;11.6;1.1;3.1;0.3;0.5;1.9;1.3;1.2;0.3;3.0;17.1;15.9;30.1;20.8;13.1;15.8
880;H Vervoer en opslag;Bovengrens 95%-interval;2014;35.5;37.1;25.2;54.3;51.0;55.0;60.3;44.9;19.8;;6.2;8.4;9.7;3.9;2.1;21.2;14.2;5.7;1.5;11.0;10.9;;;;;;;;;;;;;;;;;;;;;;;;;;;14.4;13.1;29.0;17.5;9.7;14.3
881;H Vervoer en opslag;Bovengrens 95%-interval;2015;36.3;40.6;29.4;51.7;48.0;52.6;59.2;47.1;19.0;;6.1;9.2;10.7;3.6;2.7;20.8;14.5;4.3;1.0;9.1;9.9;;;;;;;;;;;;;;;;;;;;;;;;;;;14.7;12.9;30.3;19.4;9.4;15.1
882;H Vervoer en opslag;Bovengrens 95%-interval;2016;34.9;39.6;27.7;53.4;48.8;53.9;60.8;45.2;20.4;;6.5;8.5;9.7;3.9;3.2;21.8;15.8;5.2;1.2;10.0;12.4;;;;;;;;;;;;;;;;;;;;;;;;;;;14.7;13.7;30.9;20.1;9.3;15.4
883;H Vervoer en opslag;Bovengrens 95%-interval;2017;36.0;38.8;29.3;54.4;47.6;51.3;60.6;47.7;22.4;;6.7;9.1;10.6;3.3;3.9;19.5;14.1;4.9;0.8;9.7;10.3;;;;;;;;;;;;;;;;;;;;;;;;;;;15.7;13.3;29.5;18.9;11.1;14.5
884;H Vervoer en opslag;Bovengrens 95%-interval;2018;34.6;40.5;26.4;55.2;48.2;53.0;58.6;46.2;21.7;;6.7;9.4;11.5;3.3;2.9;22.0;14.3;5.3;1.0;9.9;10.8;;;;;;;;;;;;;;;;;;;;;;;;;;;17.2;16.7;32.3;21.8;12.0;17.3
885;H Vervoer en opslag;Bovengrens 95%-interval;2019;33.4;38.7;25.7;56.7;48.7;55.3;59.9;47.8;21.5;;7.8;11.2;11.7;6.0;4.0;25.9;17.4;7.1;1.5;12.9;12.9;;;;;;;;;;;;;;;;;;;;;;;;;;;17.9;15.9;31.5;21.3;12.6;17.9
886;H Vervoer en opslag;Bovengrens 95%-interval;2020;30.6;37.4;23.6;56.6;50.8;57.5;60.5;52.3;23.4;;5.9;8.4;12.0;3.4;2.9;19.4;11.5;4.4;0.8;9.4;9.4;;;;;;;;;;;;;;;;;;;;;;;;;;;14.5;13.7;27.3;18.2;10.7;15.0
887;H Vervoer en opslag;Bovengrens 95%-interval;2021;33.9;42.2;29.7;56.1;50.8;55.3;59.2;49.3;23.4;;9.1;11.7;14.6;4.1;3.3;19.6;12.1;4.6;1.3;10.6;11.1;;;;;;;;;;;;;;;;;;;;;;;;;;;18.0;17.1;31.2;22.1;13.8;17.9
888;H Vervoer en opslag;Bovengrens 95%-interval;2022;30.8;37.4;24.6;56.7;48.1;54.2;57.0;49.5;23.8;17.2;6.8;8.1;10.3;;;;;;;;;3.9;1.9;1.0;1.9;14.1;9.7;2.8;3.0;3.0;2.0;1.0;;8.8;2.7;3.4;4.5;14.2;3.1;5.9;2.0;1.2;2.6;1.9;3.1;0.6;3.8;21.4;19.7;34.5;25.2;16.0;20.2
889;H Vervoer en opslag;Bovengrens 95%-interval;2023;28.3;34.0;21.5;58.1;51.0;58.6;57.2;54.1;25.2;19.3;5.2;7.7;9.7;;;;;;;;;4.0;2.5;0.8;1.6;13.8;10.0;2.1;3.0;2.7;1.9;0.6;0.9;8.6;2.9;2.4;4.7;14.1;2.9;5.4;1.5;1.3;3.2;2.2;2.6;0.6;4.7;18.6;18.4;32.3;23.0;15.3;17.2
890;H Vervoer en opslag;Bovengrens 95%-interval;2024;28.9;35.2;22.2;57.4;48.7;55.3;57.4;52.8;24.4;17.0;5.4;8.1;12.3;;;;;;;;;3.9;2.0;0.7;2.2;14.7;10.3;2.8;3.6;2.8;1.9;0.9;1.1;8.0;3.7;2.2;4.3;15.5;2.5;5.7;1.5;1.6;3.6;2.9;2.7;1.2;5.3;20.2;18.9;33.7;24.1;15.9;18.8
891;I Horeca;Waarde;2014;51.6;44.6;34.1;41.5;44.7;39.5;46.5;37.7;17.0;;3.6;5.5;9.7;10.4;4.8;20.2;9.2;3.5;1.0;8.3;9.1;;;;;;;;;;;;;;;;;;;;;;;;;;;12.3;10.0;23.6;16.6;8.7;15.1
892;I Horeca;Waarde;2015;54.4;47.1;38.0;41.9;46.0;41.8;48.5;39.6;16.7;;4.0;5.4;10.0;9.2;3.0;18.6;8.3;3.2;1.1;7.1;8.6;;;;;;;;;;;;;;;;;;;;;;;;;;;11.1;8.8;22.9;15.2;8.0;13.7
893;I Horeca;Waarde;2016;53.7;48.2;39.5;41.1;43.6;37.4;49.2;35.9;17.9;;4.7;6.8;11.5;11.4;4.6;23.0;9.9;3.9;1.5;8.8;8.4;;;;;;;;;;;;;;;;;;;;;;;;;;;12.8;11.0;24.3;17.0;10.3;14.2
894;I Horeca;Waarde;2017;56.0;46.5;38.8;38.8;42.7;37.3;47.9;39.2;19.5;;4.9;8.0;11.6;12.9;4.2;20.9;9.8;3.8;0.9;8.0;9.1;;;;;;;;;;;;;;;;;;;;;;;;;;;13.8;11.0;25.8;17.8;10.8;15.3
895;I Horeca;Waarde;2018;51.8;47.3;36.7;41.7;44.3;40.3;48.1;42.9;22.1;;5.8;7.4;12.2;10.3;4.3;20.6;8.7;3.0;1.3;7.8;7.5;;;;;;;;;;;;;;;;;;;;;;;;;;;16.1;14.2;28.1;19.5;12.5;16.8
896;I Horeca;Waarde;2019;53.1;45.4;36.5;40.9;43.6;38.2;48.3;43.4;25.4;;5.4;7.6;11.7;16.4;7.3;27.2;11.6;4.9;2.1;12.5;11.2;;;;;;;;;;;;;;;;;;;;;;;;;;;15.6;12.8;26.1;19.8;13.2;16.3
897;I Horeca;Waarde;2020;46.2;38.3;30.7;39.8;42.9;40.3;47.9;42.2;23.0;;5.4;6.4;11.8;9.2;4.1;19.4;7.6;3.1;1.0;7.7;6.3;;;;;;;;;;;;;;;;;;;;;;;;;;;12.0;11.0;21.6;14.6;10.4;11.9
898;I Horeca;Waarde;2021;50.3;45.0;34.8;38.6;41.1;37.6;45.8;41.6;22.9;;6.5;8.3;13.1;11.4;5.0;24.9;8.0;4.3;1.7;9.3;8.4;;;;;;;;;;;;;;;;;;;;;;;;;;;14.8;12.4;25.9;19.7;13.4;15.4
899;I Horeca;Waarde;2022;50.0;42.0;33.4;40.8;40.0;35.7;45.3;44.3;28.0;17.0;3.2;5.1;8.3;;;;;;;;;10.1;7.4;1.1;1.9;10.8;8.2;1.0;1.7;1.6;1.0;0.3;0.3;5.7;2.0;1.3;2.6;11.0;2.3;3.2;0.7;0.7;2.2;1.2;1.5;0.3;2.6;18.6;19.2;31.0;21.0;15.7;17.2
900;I Horeca;Waarde;2023;49.6;40.3;31.0;40.2;41.0;38.9;43.6;51.9;30.7;18.3;2.7;5.4;8.7;;;;;;;;;10.8;7.3;0.6;2.8;11.4;8.4;1.5;1.1;1.8;0.6;0.3;0.4;4.7;1.5;1.2;1.9;11.6;3.1;3.8;0.8;0.7;3.4;0.9;1.7;0.3;2.3;18.2;17.5;30.6;20.7;16.3;17.5
901;I Horeca;Waarde;2024;49.2;42.2;33.0;38.1;38.8;34.5;42.0;50.5;28.1;16.7;3.4;7.1;9.8;;;;;;;;;10.1;8.0;0.5;2.1;9.4;7.7;0.9;0.8;1.2;0.7;0.1;0.3;4.7;1.7;1.2;2.4;12.6;2.1;5.0;0.7;0.8;2.9;0.9;1.4;0.2;2.7;18.4;16.6;30.0;21.8;16.6;16.6
902;I Horeca;Ondergrens 95%-interval;2014;48.9;41.9;31.5;38.8;42.0;36.8;43.7;35.1;15.0;;2.7;4.3;8.3;8.9;3.8;18.2;7.8;2.6;0.6;6.9;7.6;;;;;;;;;;;;;;;;;;;;;;;;;;;10.5;8.5;21.3;14.6;7.2;13.1
903;I Horeca;Ondergrens 95%-interval;2015;52.1;44.8;35.8;39.6;43.7;39.5;46.2;37.4;15.1;;3.2;4.5;8.7;8.0;2.3;16.9;7.1;2.5;0.7;6.0;7.4;;;;;;;;;;;;;;;;;;;;;;;;;;;9.7;7.6;21.1;13.6;6.8;12.2
904;I Horeca;Ondergrens 95%-interval;2016;51.3;45.8;37.1;38.8;41.3;35.1;46.8;33.7;16.1;;3.8;5.7;10.1;10.1;3.7;21.1;8.6;3.1;0.9;7.6;7.2;;;;;;;;;;;;;;;;;;;;;;;;;;;11.3;9.6;22.3;15.3;8.9;12.5
905;I Horeca;Ondergrens 95%-interval;2017;53.6;44.2;36.5;36.6;40.4;35.0;45.5;36.9;17.7;;3.9;6.8;10.2;11.4;3.3;19.1;8.4;2.9;0.5;6.8;7.8;;;;;;;;;;;;;;;;;;;;;;;;;;;12.2;9.5;23.8;16.0;9.4;13.7
906;I Horeca;Ondergrens 95%-interval;2018;49.8;45.4;34.8;39.8;42.4;38.4;46.1;41.0;20.5;;4.9;6.4;11.0;9.2;3.6;19.1;7.7;2.4;0.9;6.8;6.5;;;;;;;;;;;;;;;;;;;;;;;;;;;14.6;12.8;26.3;17.9;11.2;15.4
907;I Horeca;Ondergrens 95%-interval;2019;51.1;43.5;34.6;39.0;41.7;36.2;46.3;41.4;23.7;;4.5;6.6;10.5;15.0;6.3;25.4;10.4;4.1;1.5;11.2;10.0;;;;;;;;;;;;;;;;;;;;;;;;;;;14.1;11.5;24.3;18.2;11.9;14.8
908;I Horeca;Ondergrens 95%-interval;2020;43.6;35.9;28.4;37.3;40.5;37.9;45.4;39.7;21.0;;4.3;5.2;10.3;8.0;3.3;17.8;6.5;2.4;0.6;6.6;5.3;;;;;;;;;;;;;;;;;;;;;;;;;;;10.7;9.7;19.8;13.2;9.1;10.6
909;I Horeca;Ondergrens 95%-interval;2021;47.7;42.4;32.4;36.1;38.6;35.1;43.2;39.1;20.7;;5.4;7.0;11.4;9.9;4.0;22.8;6.7;3.3;1.1;7.9;7.0;;;;;;;;;;;;;;;;;;;;;;;;;;;13.0;10.8;23.7;17.7;11.8;13.6
910;I Horeca;Ondergrens 95%-interval;2022;48.0;40.1;31.6;38.9;38.1;33.8;43.4;42.4;26.3;15.6;2.3;4.1;6.9;;;;;;;;;8.5;6.1;0.7;1.3;9.2;6.8;0.5;1.1;1.0;0.6;0.1;0.1;4.5;1.4;0.8;1.8;9.3;1.6;2.3;0.3;0.4;1.5;0.7;0.9;0.1;1.9;17.1;17.7;29.2;19.4;14.3;15.8
