ID;BedrijfstakkenBranchesSBI2008;Marges;Perioden;ErgSnelWerken_1;HeelVeelWerkDoen_2;ExtraHardWerken_3;ZelfBeslissen_4;VolgordeWerkzaamhedenBepalen_5;WerktempoBepalen_6;OplossingenBedenken_7;VerlofNemen_8;WerktijdenBepalen_9;WerkplekBepalen_10;EmotioneelMoeilijkeWerksituaties_11;EmotioneelVeeleisendWerk_12;EmotioneelBetrokkenBijWerk_13;VanKlantenTot2022_14;VanLeidinggevendenOfCollegaS_15;DoorKlantenTot2022_16;DoorLeidinggevendenOfCollegaS_17;DoorKlantenTot2022_18;DoorLeidinggevendenOfCollegaS_19;DoorKlantenTot2022_20;DoorLeidinggevendenOfCollegaS_21;VanKlantLeidinggevendeOfCollega_22;VanKlantenVanaf2022_23;VanLeidinggevenden_24;VanCollegaS_25;DoorKlantLeidinggevendeOfCollega_26;DoorKlantenVanaf2022_27;DoorLeidinggevenden_28;DoorCollegaS_29;DoorKlantLeidinggevendeOfCollega_30;DoorKlantenVanaf2022_31;DoorLeidinggevenden_32;DoorCollegaS_33;DoorKlantLeidinggevendeOfCollega_34;DoorKlantenVanaf2022_35;DoorLeidinggevenden_36;DoorCollegaS_37;GediscrimineerdGevoeld_38;OmGeslacht_39;OmAfkomstHuidskleurNationaliteit_40;OmGodsdienstOfLevensovertuiging_41;OmSeksueleGeaardheidVoorkeur_42;OmLeeftijd_43;OmLangdurigeZiekteAandoeningHandicap_44;OmWerktijdenOfContractvorm_45;OmPolitiekeVoorkeur_46;OmAndereReden_47;PsychischeVermoeidheidDoorHetWerk_48;EmotioneelUitgeput_49;LeegVoelen_50;SOchtendsMoeVoelen_51;VergtVeelOmMetMensenTeWerken_52;UitgeputDoorWerk_53
1315;N Verhuur en overige zakelijke diensten;Bovengrens 95%-interval;2020;31.3;40.1;24.3;58.0;61.9;60.9;61.9;54.7;26.6;;7.3;9.0;13.6;4.7;3.1;16.0;8.9;3.1;1.2;7.1;7.9;;;;;;;;;;;;;;;;;;;;;;;;;;;17.2;16.3;30.2;22.5;14.6;18.0
1316;N Verhuur en overige zakelijke diensten;Bovengrens 95%-interval;2021;36.5;43.5;29.9;56.6;60.1;59.7;60.5;51.8;27.6;;9.4;11.6;14.7;5.6;3.5;15.9;9.7;3.0;1.5;6.9;8.0;;;;;;;;;;;;;;;;;;;;;;;;;;;19.8;17.6;31.7;24.5;15.8;19.2
1317;N Verhuur en overige zakelijke diensten;Bovengrens 95%-interval;2022;35.2;43.0;29.1;58.9;60.3;59.5;58.4;53.7;27.1;26.1;7.0;9.8;12.6;;;;;;;;;5.6;3.2;1.0;2.7;11.7;7.5;2.3;3.5;2.3;1.5;;0.9;6.7;1.8;2.6;3.4;15.0;3.1;6.7;2.0;1.0;3.0;1.6;2.8;0.8;3.8;23.8;22.2;37.0;27.2;19.2;21.7
1318;N Verhuur en overige zakelijke diensten;Bovengrens 95%-interval;2023;30.6;38.6;24.9;62.1;62.7;60.9;58.0;57.2;29.4;26.0;7.5;9.4;11.5;;;;;;;;;4.9;3.1;1.0;1.8;10.8;6.9;2.4;3.1;2.0;1.4;0.8;0.8;8.5;1.6;2.5;5.8;14.4;2.9;5.8;1.3;1.5;4.2;1.5;3.1;1.4;3.8;22.1;21.2;33.9;26.6;17.2;20.3
1319;N Verhuur en overige zakelijke diensten;Bovengrens 95%-interval;2024;32.3;39.3;26.8;58.6;60.0;59.9;57.2;55.6;27.7;24.5;7.6;10.9;14.2;;;;;;;;;5.3;3.0;0.8;2.5;10.7;7.0;2.1;2.6;2.4;1.3;0.8;1.2;6.9;1.4;2.4;3.9;16.0;2.8;7.4;2.1;1.5;4.0;2.9;2.7;1.3;4.5;23.8;22.6;34.8;27.7;19.7;20.9
1320;O-U Niet-commerciële dienstverlening;Waarde;2014;34.7;49.6;33.3;60.9;62.7;52.3;73.1;40.3;22.8;;12.6;21.8;17.1;9.1;1.7;27.3;12.8;13.5;0.3;7.5;6.9;;;;;;;;;;;;;;;;;;;;;;;;;;;16.0;15.8;33.0;18.7;12.6;12.7
1321;O-U Niet-commerciële dienstverlening;Waarde;2015;34.6;49.3;32.9;60.7;63.2;53.0;72.9;41.4;23.6;;12.2;21.2;17.1;8.9;1.7;26.8;11.7;13.3;0.2;6.6;7.1;;;;;;;;;;;;;;;;;;;;;;;;;;;14.1;14.1;29.4;16.6;12.0;11.8
1322;O-U Niet-commerciële dienstverlening;Waarde;2016;33.9;48.9;32.7;60.8;62.6;52.4;73.0;40.5;23.8;;13.6;22.8;17.1;9.5;2.0;28.6;11.7;14.0;0.3;7.2;7.4;;;;;;;;;;;;;;;;;;;;;;;;;;;15.9;15.8;32.5;18.8;13.1;13.0
1323;O-U Niet-commerciële dienstverlening;Waarde;2017;34.9;50.7;35.4;60.4;61.1;50.8;72.5;40.4;24.3;;14.7;23.6;19.4;10.3;2.0;28.0;11.9;13.8;0.2;7.3;7.2;;;;;;;;;;;;;;;;;;;;;;;;;;;17.7;17.5;33.4;20.0;15.3;14.4
1324;O-U Niet-commerciële dienstverlening;Waarde;2018;35.1;50.2;33.5;60.4;61.4;51.1;72.4;41.4;24.9;;14.1;23.1;18.9;8.7;2.0;27.7;11.4;13.5;0.3;7.6;7.0;;;;;;;;;;;;;;;;;;;;;;;;;;;18.2;20.2;33.7;19.9;16.0;14.2
1325;O-U Niet-commerciële dienstverlening;Waarde;2019;35.2;50.9;33.9;60.5;61.4;51.4;72.0;42.1;25.4;;14.9;24.3;19.9;14.0;3.0;34.1;14.5;16.2;0.4;10.2;9.4;;;;;;;;;;;;;;;;;;;;;;;;;;;19.0;19.6;33.8;21.2;17.1;15.3
1326;O-U Niet-commerciële dienstverlening;Waarde;2020;31.6;46.3;30.4;61.9;63.1;55.2;71.5;43.1;27.6;;13.1;21.7;19.8;7.2;1.5;24.9;8.8;11.0;0.2;6.3;6.2;;;;;;;;;;;;;;;;;;;;;;;;;;;17.1;18.9;32.9;19.6;15.3;13.2
1327;O-U Niet-commerciële dienstverlening;Waarde;2021;32.6;48.2;32.4;60.2;61.6;52.2;70.0;42.4;26.5;;14.1;22.1;20.4;9.7;1.8;25.9;9.2;12.0;0.3;7.1;6.1;;;;;;;;;;;;;;;;;;;;;;;;;;;18.4;19.2;33.3;21.5;16.4;14.9
1328;O-U Niet-commerciële dienstverlening;Waarde;2022;30.2;46.0;29.4;61.3;61.3;52.7;68.4;44.3;27.1;26.1;11.4;20.2;16.8;;;;;;;;;6.0;4.7;0.3;0.9;16.1;13.0;1.8;1.3;6.6;6.2;0.0;0.1;5.3;1.6;1.2;2.7;10.5;2.4;2.5;1.1;0.2;2.8;1.6;1.4;0.2;2.8;21.6;23.1;36.8;23.6;19.8;16.1
1329;O-U Niet-commerciële dienstverlening;Waarde;2023;28.9;43.8;27.6;61.9;61.1;52.5;68.4;45.1;26.6;25.8;11.7;20.2;17.7;;;;;;;;;5.9;4.6;0.2;1.0;16.7;13.4;1.9;1.5;6.2;5.9;0.0;0.1;5.8;1.6;1.3;3.0;11.4;2.0;2.6;1.0;0.6;3.0;1.6;1.4;0.5;3.0;20.1;22.0;34.6;21.7;18.5;14.8
1330;O-U Niet-commerciële dienstverlening;Waarde;2024;28.5;43.2;27.2;60.9;60.8;52.1;67.9;46.2;26.9;25.5;12.1;21.0;17.8;;;;;;;;;5.9;4.7;0.2;1.0;16.8;13.6;1.5;1.6;5.9;5.6;0.1;0.0;6.2;1.5;1.2;3.5;11.4;2.1;2.6;1.1;0.4;3.2;1.8;1.4;0.4;2.8;21.7;22.8;36.3;23.6;20.9;16.2
1331;O-U Niet-commerciële dienstverlening;Ondergrens 95%-interval;2014;33.8;48.6;32.4;60.0;61.8;51.3;72.2;39.4;22.1;;12.0;21.0;16.4;8.6;1.4;26.4;12.2;12.9;0.2;7.0;6.5;;;;;;;;;;;;;;;;;;;;;;;;;;;15.3;15.1;32.1;18.0;12.0;12.1
1332;O-U Niet-commerciële dienstverlening;Ondergrens 95%-interval;2015;33.8;48.4;32.1;59.9;62.4;52.2;72.1;40.6;22.9;;11.7;20.5;16.4;8.5;1.5;26.1;11.1;12.7;0.1;6.2;6.7;;;;;;;;;;;;;;;;;;;;;;;;;;;13.5;13.6;28.6;16.0;11.4;11.3
1333;O-U Niet-commerciële dienstverlening;Ondergrens 95%-interval;2016;33.1;48.1;31.9;59.9;61.8;51.6;72.2;39.7;23.1;;13.0;22.0;16.5;9.0;1.8;27.8;11.2;13.3;0.2;6.7;7.0;;;;;;;;;;;;;;;;;;;;;;;;;;;15.3;15.2;31.8;18.1;12.5;12.5
1334;O-U Niet-commerciële dienstverlening;Ondergrens 95%-interval;2017;34.1;49.8;34.6;59.6;60.3;50.0;71.7;39.6;23.7;;14.1;22.9;18.8;9.8;1.8;27.3;11.4;13.2;0.2;6.8;6.7;;;;;;;;;;;;;;;;;;;;;;;;;;;17.1;16.8;32.6;19.3;14.7;13.8
1335;O-U Niet-commerciële dienstverlening;Ondergrens 95%-interval;2018;34.4;49.5;32.8;59.7;60.7;50.4;71.8;40.7;24.3;;13.6;22.5;18.4;8.3;1.8;27.1;10.9;13.1;0.2;7.2;6.6;;;;;;;;;;;;;;;;;;;;;;;;;;;17.6;19.7;33.0;19.4;15.5;13.7
1336;O-U Niet-commerciële dienstverlening;Ondergrens 95%-interval;2019;34.5;50.1;33.2;59.8;60.7;50.7;71.3;41.4;24.8;;14.3;23.7;19.3;13.5;2.7;33.4;14.0;15.7;0.3;9.8;9.0;;;;;;;;;;;;;;;;;;;;;;;;;;;18.4;19.0;33.2;20.6;16.6;14.8
1337;O-U Niet-commerciële dienstverlening;Ondergrens 95%-interval;2020;30.9;45.5;29.7;61.2;62.4;54.5;70.8;42.4;26.9;;12.6;21.1;19.2;6.8;1.3;24.3;8.4;10.6;0.2;5.9;5.8;;;;;;;;;;;;;;;;;;;;;;;;;;;16.5;18.3;32.3;19.0;14.8;12.7
1338;O-U Niet-commerciële dienstverlening;Ondergrens 95%-interval;2021;31.9;47.4;31.7;59.5;60.9;51.5;69.2;41.6;25.9;;13.5;21.4;19.8;9.3;1.6;25.2;8.8;11.5;0.2;6.8;5.7;;;;;;;;;;;;;;;;;;;;;;;;;;;17.8;18.6;32.5;20.9;15.8;14.4
1339;O-U Niet-commerciële dienstverlening;Ondergrens 95%-interval;2022;29.5;45.2;28.8;60.6;60.6;52.0;67.7;43.6;26.4;25.5;10.7;19.4;16.1;;;;;;;;;5.5;4.3;0.2;0.8;15.4;12.3;1.6;1.1;6.1;5.7;0.0;0.1;4.8;1.3;1.0;2.4;9.9;2.1;2.1;0.9;0.1;2.5;1.3;1.1;0.1;2.5;21.0;22.5;36.0;23.0;19.2;15.6
1340;O-U Niet-commerciële dienstverlening;Ondergrens 95%-interval;2023;28.3;43.1;26.9;61.2;60.4;51.8;67.8;44.4;25.9;25.2;11.1;19.4;17.0;;;;;;;;;5.5;4.1;0.1;0.8;15.9;12.7;1.6;1.2;5.7;5.4;0.0;0.0;5.3;1.4;1.1;2.6;10.8;1.8;2.3;0.8;0.4;2.7;1.4;1.2;0.3;2.7;19.5;21.4;34.0;21.1;17.9;14.3
1341;O-U Niet-commerciële dienstverlening;Ondergrens 95%-interval;2024;27.9;42.5;26.6;60.2;60.1;51.4;67.2;45.5;26.3;24.9;11.4;20.2;17.1;;;;;;;;;5.4;4.3;0.1;0.8;16.1;12.9;1.3;1.4;5.4;5.2;0.0;0.0;5.8;1.3;1.0;3.1;10.7;1.9;2.3;0.8;0.3;2.9;1.5;1.2;0.3;2.4;21.1;22.2;35.6;23.0;20.4;15.7
1342;O-U Niet-commerciële dienstverlening;Bovengrens 95%-interval;2014;35.7;50.6;34.2;61.8;63.7;53.2;74.0;41.2;23.6;;13.2;22.5;17.8;9.7;2.0;28.1;13.5;14.2;0.4;8.0;7.4;;;;;;;;;;;;;;;;;;;;;;;;;;;16.7;16.5;33.9;19.5;13.2;13.4
1343;O-U Niet-commerciële dienstverlening;Bovengrens 95%-interval;2015;35.4;50.1;33.8;61.5;64.0;53.9;73.6;42.2;24.3;;12.8;21.9;17.7;9.4;2.0;27.6;12.2;13.9;0.3;7.0;7.6;;;;;;;;;;;;;;;;;;;;;;;;;;;14.7;14.7;30.2;17.3;12.5;12.4
1344;O-U Niet-commerciële dienstverlening;Bovengrens 95%-interval;2016;34.7;49.7;33.5;61.6;63.4;53.2;73.8;41.3;24.6;;14.2;23.5;17.8;10.0;2.3;29.4;12.3;14.7;0.4;7.8;7.8;;;;;;;;;;;;;;;;;;;;;;;;;;;16.5;16.5;33.3;19.5;13.6;13.6
1345;O-U Niet-commerciële dienstverlening;Bovengrens 95%-interval;2017;35.7;51.5;36.2;61.2;61.9;51.6;73.3;41.2;25.0;;15.3;24.3;20.1;10.8;2.3;28.8;12.5;14.3;0.3;7.7;7.6;;;;;;;;;;;;;;;;;;;;;;;;;;;18.4;18.1;34.2;20.7;15.9;15.0
1346;O-U Niet-commerciële dienstverlening;Bovengrens 95%-interval;2018;35.8;50.9;34.1;61.1;62.1;51.9;73.1;42.1;25.5;;14.6;23.7;19.5;9.1;2.2;28.4;11.9;14.0;0.4;8.0;7.4;;;;;;;;;;;;;;;;;;;;;;;;;;;18.7;20.8;34.4;20.5;16.6;14.7
1347;O-U Niet-commerciële dienstverlening;Bovengrens 95%-interval;2019;35.8;51.6;34.5;61.2;62.1;52.1;72.6;42.8;26.0;;15.4;24.9;20.5;14.5;3.3;34.8;15.0;16.7;0.6;10.7;9.9;;;;;;;;;;;;;;;;;;;;;;;;;;;19.6;20.2;34.5;21.8;17.7;15.9
1348;O-U Niet-commerciële dienstverlening;Bovengrens 95%-interval;2020;32.3;47.0;31.1;62.6;63.8;56.0;72.2;43.8;28.2;;13.7;22.3;20.4;7.6;1.7;25.6;9.2;11.5;0.3;6.7;6.6;;;;;;;;;;;;;;;;;;;;;;;;;;;17.6;19.5;33.6;20.2;15.8;13.7
1349;O-U Niet-commerciële dienstverlening;Bovengrens 95%-interval;2021;33.3;48.9;33.2;61.0;62.3;53.0;70.7;43.1;27.2;;14.6;22.7;21.0;10.2;2.0;26.5;9.7;12.5;0.4;7.6;6.5;;;;;;;;;;;;;;;;;;;;;;;;;;;19.0;19.8;34.0;22.1;17.0;15.5
1350;O-U Niet-commerciële dienstverlening;Bovengrens 95%-interval;2022;30.9;46.7;30.1;62.0;62.0;53.4;69.1;45.0;27.7;26.7;12.1;21.1;17.6;;;;;;;;;6.5;5.2;0.4;1.2;16.9;13.7;2.1;1.6;7.1;6.7;0.1;0.3;5.8;1.8;1.5;3.1;11.2;2.7;3.0;1.4;0.3;3.2;1.9;1.6;0.3;3.2;22.2;23.7;37.5;24.3;20.4;16.7
1351;O-U Niet-commerciële dienstverlening;Bovengrens 95%-interval;2023;29.5;44.5;28.2;62.5;61.8;53.2;69.1;45.7;27.2;26.4;12.4;21.0;18.5;;;;;;;;;6.5;5.0;0.3;1.3;17.4;14.1;2.2;1.7;6.7;6.4;0.2;0.2;6.3;1.9;1.6;3.4;12.1;2.3;3.0;1.3;0.7;3.4;1.9;1.7;0.6;3.4;20.6;22.6;35.3;22.3;19.0;15.3
1352;O-U Niet-commerciële dienstverlening;Bovengrens 95%-interval;2024;29.1;43.9;27.8;61.6;61.5;52.7;68.5;46.9;27.5;26.1;12.7;21.8;18.5;;;;;;;;;6.4;5.2;0.3;1.2;17.6;14.3;1.8;1.9;6.3;6.1;0.1;0.1;6.7;1.8;1.5;3.9;12.0;2.5;3.1;1.4;0.6;3.5;2.0;1.6;0.6;3.1;22.3;23.4;36.9;24.2;21.5;16.8
1353;O-Q Overheid en zorg;Waarde;2014;35.4;50.5;34.0;60.5;62.4;51.5;73.3;39.4;22.4;;13.1;22.7;16.9;9.7;1.7;28.3;13.0;14.6;0.3;7.8;7.1;;;;;;;;;;;;;;;;;;;;;;;;;;;16.2;16.3;33.7;19.0;12.9;12.9
1354;O-Q Overheid en zorg;Waarde;2015;35.1;50.3;33.7;60.3;63.0;52.4;73.5;40.3;23.4;;12.8;22.4;17.1;9.4;1.7;27.7;11.5;14.4;0.2;6.7;7.0;;;;;;;;;;;;;;;;;;;;;;;;;;;14.4;14.6;30.0;16.9;12.3;12.0
1355;O-Q Overheid en zorg;Waarde;2016;34.5;50.1;33.4;60.4;62.1;51.6;73.3;39.3;23.5;;14.3;23.8;17.4;10.0;2.0;29.5;12.0;15.1;0.3;7.4;7.4;;;;;;;;;;;;;;;;;;;;;;;;;;;16.2;16.2;33.0;19.0;13.4;13.3
1356;O-Q Overheid en zorg;Waarde;2017;35.4;51.7;36.1;59.8;60.7;49.8;72.7;39.0;23.9;;15.5;25.0;19.5;10.7;2.0;29.2;12.0;14.9;0.2;7.6;7.3;;;;;;;;;;;;;;;;;;;;;;;;;;;18.2;17.9;34.2;20.3;15.8;14.8
1357;O-Q Overheid en zorg;Waarde;2018;35.6;51.3;34.2;59.8;61.0;50.4;72.5;40.1;24.4;;14.8;24.2;19.1;9.1;1.9;28.7;11.6;14.7;0.3;7.8;6.9;;;;;;;;;;;;;;;;;;;;;;;;;;;18.6;20.8;34.5;20.3;16.3;14.5
1358;O-Q Overheid en zorg;Waarde;2019;35.7;51.9;34.7;60.0;60.9;50.7;72.4;40.8;25.0;;15.5;25.5;20.3;14.5;2.9;35.3;14.6;17.5;0.4;10.7;9.4;;;;;;;;;;;;;;;;;;;;;;;;;;;19.4;20.1;34.5;21.6;17.6;15.6
1359;O-Q Overheid en zorg;Waarde;2020;32.0;47.1;31.1;61.3;62.5;54.1;71.6;42.0;27.0;;13.9;22.8;20.0;7.6;1.4;25.9;8.8;12.0;0.2;6.5;6.2;;;;;;;;;;;;;;;;;;;;;;;;;;;17.5;19.5;33.9;20.0;15.6;13.4
1360;O-Q Overheid en zorg;Waarde;2021;33.0;48.9;33.1;59.5;61.1;51.4;70.2;41.5;26.1;;14.6;23.1;20.5;10.3;1.7;27.0;9.3;12.9;0.3;7.5;6.1;;;;;;;;;;;;;;;;;;;;;;;;;;;18.7;19.5;33.7;21.7;16.8;15.2
1361;O-Q Overheid en zorg;Waarde;2022;30.4;46.8;30.0;60.9;60.9;51.8;68.6;43.0;26.6;25.8;11.9;21.3;17.0;;;;;;;;;6.1;5.0;0.2;0.9;16.6;13.7;1.7;1.2;7.2;6.8;0.0;0.1;5.3;1.6;1.2;2.7;10.7;2.4;2.6;1.2;0.2;2.8;1.7;1.4;0.2;2.9;21.7;23.4;37.3;23.8;20.0;16.2
1362;O-Q Overheid en zorg;Waarde;2023;29.2;44.6;28.0;61.5;60.7;51.8;68.6;44.2;26.1;25.4;12.2;21.2;17.9;;;;;;;;;6.0;4.7;0.2;1.0;17.2;13.9;1.8;1.5;6.6;6.4;0.0;0.1;5.9;1.7;1.3;3.0;11.5;2.0;2.6;1.1;0.5;2.9;1.6;1.5;0.5;3.1;20.3;22.4;35.3;22.0;18.7;15.0
1363;O-Q Overheid en zorg;Waarde;2024;28.9;44.0;27.6;60.4;60.5;51.2;68.0;45.1;26.5;25.3;12.5;22.0;18.0;;;;;;;;;5.8;4.7;0.2;0.9;17.3;14.1;1.5;1.6;6.4;6.1;0.1;0.0;6.1;1.6;1.2;3.4;11.5;2.1;2.7;1.1;0.4;3.2;1.7;1.4;0.4;2.8;22.0;23.2;36.8;23.9;21.2;16.4
1364;O-Q Overheid en zorg;Ondergrens 95%-interval;2014;34.4;49.5;33.1;59.5;61.4;50.5;72.4;38.5;21.6;;12.4;21.9;16.2;9.1;1.4;27.4;12.3;13.9;0.2;7.2;6.6;;;;;;;;;;;;;;;;;;;;;;;;;;;15.5;15.6;32.7;18.2;12.3;12.2
1365;O-Q Overheid en zorg;Ondergrens 95%-interval;2015;34.2;49.4;32.8;59.4;62.1;51.6;72.7;39.4;22.6;;12.2;21.6;16.5;8.9;1.5;26.9;11.0;13.8;0.1;6.3;6.6;;;;;;;;;;;;;;;;;;;;;;;;;;;13.8;14.0;29.2;16.2;11.7;11.4
1366;O-Q Overheid en zorg;Ondergrens 95%-interval;2016;33.6;49.2;32.6;59.5;61.2;50.7;72.5;38.5;22.7;;13.7;23.0;16.8;9.5;1.8;28.8;11.4;14.5;0.2;6.9;6.9;;;;;;;;;;;;;;;;;;;;;;;;;;;15.5;15.6;32.2;18.3;12.8;12.7
1367;O-Q Overheid en zorg;Ondergrens 95%-interval;2017;34.6;50.8;35.2;58.9;59.8;49.0;71.9;38.2;23.1;;14.9;24.3;18.8;10.2;1.8;28.4;11.5;14.3;0.2;7.1;6.8;;;;;;;;;;;;;;;;;;;;;;;;;;;17.5;17.2;33.4;19.5;15.2;14.2
1368;O-Q Overheid en zorg;Ondergrens 95%-interval;2018;34.9;50.5;33.5;59.1;60.3;49.6;71.8;39.4;23.8;;14.2;23.6;18.5;8.7;1.7;28.1;11.1;14.2;0.2;7.4;6.6;;;;;;;;;;;;;;;;;;;;;;;;;;;18.0;20.2;33.8;19.7;15.7;13.9
1369;O-Q Overheid en zorg;Ondergrens 95%-interval;2019;34.9;51.1;34.0;59.2;60.2;49.9;71.7;40.1;24.4;;15.0;24.9;19.7;14.0;2.7;34.5;14.1;17.0;0.3;10.2;8.9;;;;;;;;;;;;;;;;;;;;;;;;;;;18.8;19.5;33.8;20.9;17.0;15.0
1370;O-Q Overheid en zorg;Ondergrens 95%-interval;2020;31.3;46.3;30.4;60.5;61.8;53.3;70.9;41.2;26.3;;13.4;22.2;19.4;7.2;1.2;25.2;8.4;11.5;0.1;6.1;5.8;;;;;;;;;;;;;;;;;;;;;;;;;;;16.9;18.9;33.1;19.4;15.1;12.9
1371;O-Q Overheid en zorg;Ondergrens 95%-interval;2021;32.2;48.1;32.3;58.7;60.3;50.6;69.4;40.7;25.5;;14.0;22.5;19.9;9.8;1.5;26.3;8.8;12.4;0.2;7.1;5.7;;;;;;;;;;;;;;;;;;;;;;;;;;;18.1;18.9;33.0;21.1;16.2;14.6
1372;O-Q Overheid en zorg;Ondergrens 95%-interval;2022;29.7;46.1;29.3;60.1;60.2;51.1;67.8;42.3;25.9;25.1;11.2;20.4;16.3;;;;;;;;;5.6;4.5;0.1;0.7;15.9;12.9;1.5;1.0;6.7;6.2;0.0;0.1;4.8;1.3;0.9;2.4;10.0;2.0;2.2;0.9;0.1;2.5;1.4;1.1;0.1;2.5;21.1;22.8;36.6;23.1;19.4;15.6
1373;O-Q Overheid en zorg;Ondergrens 95%-interval;2023;28.6;43.9;27.4;60.7;59.9;51.0;67.9;43.4;25.4;24.8;11.5;20.3;17.1;;;;;;;;;5.4;4.2;0.1;0.8;16.4;13.2;1.5;1.2;6.1;5.9;0.0;0.0;5.4;1.4;1.1;2.7;10.8;1.8;2.2;0.9;0.4;2.6;1.4;1.2;0.3;2.7;19.7;21.8;34.6;21.4;18.1;14.4
1374;O-Q Overheid en zorg;Ondergrens 95%-interval;2024;28.3;43.3;27.0;59.7;59.8;50.5;67.3;44.5;25.9;24.7;11.8;21.1;17.2;;;;;;;;;5.3;4.3;0.1;0.7;16.6;13.4;1.3;1.4;5.9;5.6;0.0;0.0;5.6;1.3;1.0;3.0;10.8;1.8;2.3;0.9;0.3;2.9;1.4;1.2;0.3;2.5;21.4;22.6;36.1;23.2;20.6;15.8
1375;O-Q Overheid en zorg;Bovengrens 95%-interval;2014;36.3;51.5;35.0;61.4;63.4;52.5;74.2;40.3;23.2;;13.8;23.6;17.7;10.3;1.9;29.2;13.7;15.3;0.4;8.3;7.6;;;;;;;;;;;;;;;;;;;;;;;;;;;17.0;17.1;34.6;19.8;13.6;13.5
1376;O-Q Overheid en zorg;Bovengrens 95%-interval;2015;36.0;51.1;34.5;61.1;63.9;53.3;74.3;41.1;24.1;;13.4;23.1;17.8;10.0;2.0;28.5;12.1;15.1;0.3;7.2;7.5;;;;;;;;;;;;;;;;;;;;;;;;;;;15.1;15.2;30.9;17.6;12.9;12.6
1377;O-Q Overheid en zorg;Bovengrens 95%-interval;2016;35.3;50.9;34.3;61.2;62.9;52.4;74.1;40.1;24.2;;14.9;24.5;18.1;10.5;2.3;30.3;12.6;15.7;0.4;7.9;7.9;;;;;;;;;;;;;;;;;;;;;;;;;;;16.8;16.9;33.9;19.7;14.0;13.9
1378;O-Q Overheid en zorg;Bovengrens 95%-interval;2017;36.3;52.6;37.0;60.6;61.5;50.7;73.5;39.8;24.6;;16.2;25.8;20.3;11.3;2.3;30.0;12.6;15.5;0.3;8.1;7.8;;;;;;;;;;;;;;;;;;;;;;;;;;;18.9;18.6;35.1;21.0;16.5;15.5
1379;O-Q Overheid en zorg;Bovengrens 95%-interval;2018;36.4;52.0;34.9;60.6;61.7;51.1;73.2;40.8;25.1;;15.3;24.9;19.7;9.6;2.1;29.4;12.1;15.2;0.3;8.2;7.3;;;;;;;;;;;;;;;;;;;;;;;;;;;19.2;21.5;35.2;20.9;16.8;15.0
1380;O-Q Overheid en zorg;Bovengrens 95%-interval;2019;36.4;52.6;35.4;60.7;61.7;51.4;73.0;41.6;25.7;;16.1;26.2;20.9;15.1;3.2;36.0;15.2;18.1;0.5;11.1;9.8;;;;;;;;;;;;;;;;;;;;;;;;;;;20.0;20.7;35.3;22.2;18.2;16.1
1381;O-Q Overheid en zorg;Bovengrens 95%-interval;2020;32.8;47.9;31.8;62.0;63.3;54.9;72.3;42.7;27.6;;14.4;23.4;20.6;8.0;1.6;26.5;9.3;12.5;0.3;6.9;6.6;;;;;;;;;;;;;;;;;;;;;;;;;;;18.1;20.1;34.6;20.6;16.2;14.0
1382;O-Q Overheid en zorg;Bovengrens 95%-interval;2021;33.8;49.7;33.8;60.3;61.9;52.2;70.9;42.3;26.8;;15.2;23.8;21.1;10.8;2.0;27.7;9.8;13.5;0.4;8.0;6.5;;;;;;;;;;;;;;;;;;;;;;;;;;;19.4;20.2;34.5;22.4;17.4;15.8
1383;O-Q Overheid en zorg;Bovengrens 95%-interval;2022;31.1;47.6;30.7;61.6;61.7;52.6;69.3;43.8;27.3;26.4;12.6;22.2;17.8;;;;;;;;;6.7;5.5;0.4;1.2;17.5;14.4;2.1;1.5;7.8;7.3;0.1;0.3;5.9;1.9;1.4;3.1;11.4;2.7;3.1;1.5;0.3;3.2;2.0;1.7;0.3;3.3;22.3;24.1;38.1;24.5;20.6;16.8
1384;O-Q Overheid en zorg;Bovengrens 95%-interval;2023;29.9;45.4;28.7;62.2;61.4;52.5;69.3;44.9;26.7;26.0;12.9;22.1;18.7;;;;;;;;;6.5;5.2;0.3;1.2;18.0;14.7;2.1;1.8;7.2;6.9;0.0;0.2;6.5;2.0;1.6;3.4;12.2;2.4;3.0;1.4;0.7;3.3;1.9;1.8;0.6;3.5;20.9;23.0;36.0;22.6;19.3;15.5
1385;O-Q Overheid en zorg;Bovengrens 95%-interval;2024;29.6;44.7;28.3;61.1;61.2;51.9;68.7;45.8;27.1;25.9;13.2;22.8;18.8;;;;;;;;;6.4;5.2;0.3;1.1;18.1;14.9;1.8;1.9;6.9;6.6;0.2;0.2;6.6;1.9;1.4;3.8;12.2;2.4;3.1;1.4;0.6;3.6;2.0;1.6;0.6;3.2;22.6;23.8;37.5;24.5;21.8;16.9
1386;O Openbaar bestuur en overheidsdiensten;Waarde;2014;31.7;45.1;26.9;71.3;76.1;66.4;80.5;66.4;43.6;;8.9;13.1;10.7;2.3;2.2;23.5;15.3;7.8;0.5;6.8;8.7;;;;;;;;;;;;;;;;;;;;;;;;;;;15.6;14.1;30.6;19.2;11.4;11.7
1387;O Openbaar bestuur en overheidsdiensten;Waarde;2015;29.3;41.8;25.0;71.0;75.5;66.8;80.8;65.8;44.8;;8.9;13.3;10.2;2.9;2.2;22.9;11.4;7.2;0.4;5.9;8.3;;;;;;;;;;;;;;;;;;;;;;;;;;;12.2;12.6;28.4;16.3;9.0;10.4
