ID;Migratiemotieven;Geslacht;JaarVanVestigingInNederland;Perioden;TotaalNietNederlandseImmigranten_1;WerknemersZelfstandigen_2;WerkloosheidsBijstandsuitkering_3;OverigeNietNederlandseImmigranten_4
570;Gezinshereniging;Vrouwen;Vestigingsjaar 1997;1995;;;;
571;Gezinshereniging;Vrouwen;Vestigingsjaar 1997;1996;;;;
572;Gezinshereniging;Vrouwen;Vestigingsjaar 1997;1997;100.0;11.0;14.0;75.0
573;Gezinshereniging;Vrouwen;Vestigingsjaar 1997;1998;100.0;24.0;17.0;59.0
574;Gezinshereniging;Vrouwen;Vestigingsjaar 1997;1999;100.0;32.0;16.0;52.0
575;Gezinshereniging;Vrouwen;Vestigingsjaar 1997;2000;100.0;41.0;16.0;44.0
576;Gezinshereniging;Vrouwen;Vestigingsjaar 1998;1995;;;;
577;Gezinshereniging;Vrouwen;Vestigingsjaar 1998;1996;;;;
578;Gezinshereniging;Vrouwen;Vestigingsjaar 1998;1997;;;;
579;Gezinshereniging;Vrouwen;Vestigingsjaar 1998;1998;100.0;14.0;11.0;75.0
580;Gezinshereniging;Vrouwen;Vestigingsjaar 1998;1999;100.0;24.0;15.0;62.0
581;Gezinshereniging;Vrouwen;Vestigingsjaar 1998;2000;100.0;33.0;15.0;52.0
582;Gezinshereniging;Vrouwen;Vestigingsjaar 1999;1995;;;;
583;Gezinshereniging;Vrouwen;Vestigingsjaar 1999;1996;;;;
584;Gezinshereniging;Vrouwen;Vestigingsjaar 1999;1997;;;;
585;Gezinshereniging;Vrouwen;Vestigingsjaar 1999;1998;;;;
586;Gezinshereniging;Vrouwen;Vestigingsjaar 1999;1999;100.0;15.0;7.0;78.0
587;Gezinshereniging;Vrouwen;Vestigingsjaar 1999;2000;100.0;27.0;12.0;60.0
588;Gezinshereniging;Vrouwen;Vestigingsjaar 2000;1995;;;;
589;Gezinshereniging;Vrouwen;Vestigingsjaar 2000;1996;;;;
590;Gezinshereniging;Vrouwen;Vestigingsjaar 2000;1997;;;;
591;Gezinshereniging;Vrouwen;Vestigingsjaar 2000;1998;;;;
592;Gezinshereniging;Vrouwen;Vestigingsjaar 2000;1999;;;;
593;Gezinshereniging;Vrouwen;Vestigingsjaar 2000;2000;100.0;16.0;8.0;77.0
594;Gezinsvorming;Totaal mannen en vrouwen;Vestigingsjaar 1990;1995;100.0;48.0;17.0;35.0
595;Gezinsvorming;Totaal mannen en vrouwen;Vestigingsjaar 1990;1996;100.0;51.0;15.0;34.0
596;Gezinsvorming;Totaal mannen en vrouwen;Vestigingsjaar 1990;1997;100.0;53.0;16.0;31.0
597;Gezinsvorming;Totaal mannen en vrouwen;Vestigingsjaar 1990;1998;100.0;56.0;14.0;30.0
598;Gezinsvorming;Totaal mannen en vrouwen;Vestigingsjaar 1990;1999;100.0;59.0;13.0;28.0
599;Gezinsvorming;Totaal mannen en vrouwen;Vestigingsjaar 1990;2000;100.0;63.0;10.0;27.0
600;Gezinsvorming;Totaal mannen en vrouwen;Vestigingsjaar 1991;1995;100.0;49.0;17.0;34.0
601;Gezinsvorming;Totaal mannen en vrouwen;Vestigingsjaar 1991;1996;100.0;52.0;15.0;33.0
602;Gezinsvorming;Totaal mannen en vrouwen;Vestigingsjaar 1991;1997;100.0;56.0;15.0;29.0
603;Gezinsvorming;Totaal mannen en vrouwen;Vestigingsjaar 1991;1998;100.0;59.0;13.0;28.0
604;Gezinsvorming;Totaal mannen en vrouwen;Vestigingsjaar 1991;1999;100.0;60.0;13.0;27.0
605;Gezinsvorming;Totaal mannen en vrouwen;Vestigingsjaar 1991;2000;100.0;61.0;11.0;27.0
606;Gezinsvorming;Totaal mannen en vrouwen;Vestigingsjaar 1992;1995;100.0;40.0;14.0;46.0
607;Gezinsvorming;Totaal mannen en vrouwen;Vestigingsjaar 1992;1996;100.0;46.0;13.0;41.0
608;Gezinsvorming;Totaal mannen en vrouwen;Vestigingsjaar 1992;1997;100.0;48.0;13.0;39.0
609;Gezinsvorming;Totaal mannen en vrouwen;Vestigingsjaar 1992;1998;100.0;50.0;12.0;38.0
610;Gezinsvorming;Totaal mannen en vrouwen;Vestigingsjaar 1992;1999;100.0;56.0;11.0;33.0
611;Gezinsvorming;Totaal mannen en vrouwen;Vestigingsjaar 1992;2000;100.0;58.0;10.0;32.0
612;Gezinsvorming;Totaal mannen en vrouwen;Vestigingsjaar 1993;1995;100.0;39.0;16.0;46.0
613;Gezinsvorming;Totaal mannen en vrouwen;Vestigingsjaar 1993;1996;100.0;46.0;13.0;41.0
614;Gezinsvorming;Totaal mannen en vrouwen;Vestigingsjaar 1993;1997;100.0;50.0;12.0;37.0
615;Gezinsvorming;Totaal mannen en vrouwen;Vestigingsjaar 1993;1998;100.0;55.0;11.0;33.0
616;Gezinsvorming;Totaal mannen en vrouwen;Vestigingsjaar 1993;1999;100.0;59.0;11.0;31.0
617;Gezinsvorming;Totaal mannen en vrouwen;Vestigingsjaar 1993;2000;100.0;60.0;11.0;29.0
618;Gezinsvorming;Totaal mannen en vrouwen;Vestigingsjaar 1994;1995;100.0;36.0;11.0;53.0
619;Gezinsvorming;Totaal mannen en vrouwen;Vestigingsjaar 1994;1996;100.0;43.0;12.0;44.0
620;Gezinsvorming;Totaal mannen en vrouwen;Vestigingsjaar 1994;1997;100.0;50.0;12.0;38.0
621;Gezinsvorming;Totaal mannen en vrouwen;Vestigingsjaar 1994;1998;100.0;54.0;13.0;33.0
622;Gezinsvorming;Totaal mannen en vrouwen;Vestigingsjaar 1994;1999;100.0;59.0;10.0;31.0
623;Gezinsvorming;Totaal mannen en vrouwen;Vestigingsjaar 1994;2000;100.0;61.0;9.0;30.0
624;Gezinsvorming;Totaal mannen en vrouwen;Vestigingsjaar 1995;1995;100.0;25.0;6.0;69.0
625;Gezinsvorming;Totaal mannen en vrouwen;Vestigingsjaar 1995;1996;100.0;40.0;9.0;50.0
626;Gezinsvorming;Totaal mannen en vrouwen;Vestigingsjaar 1995;1997;100.0;48.0;10.0;41.0
627;Gezinsvorming;Totaal mannen en vrouwen;Vestigingsjaar 1995;1998;100.0;59.0;9.0;31.0
628;Gezinsvorming;Totaal mannen en vrouwen;Vestigingsjaar 1995;1999;100.0;59.0;10.0;31.0
629;Gezinsvorming;Totaal mannen en vrouwen;Vestigingsjaar 1995;2000;100.0;62.0;10.0;29.0
630;Gezinsvorming;Totaal mannen en vrouwen;Vestigingsjaar 1996;1995;;;;
631;Gezinsvorming;Totaal mannen en vrouwen;Vestigingsjaar 1996;1996;100.0;22.0;6.0;73.0
632;Gezinsvorming;Totaal mannen en vrouwen;Vestigingsjaar 1996;1997;100.0;42.0;10.0;48.0
633;Gezinsvorming;Totaal mannen en vrouwen;Vestigingsjaar 1996;1998;100.0;55.0;9.0;36.0
634;Gezinsvorming;Totaal mannen en vrouwen;Vestigingsjaar 1996;1999;100.0;58.0;8.0;34.0
635;Gezinsvorming;Totaal mannen en vrouwen;Vestigingsjaar 1996;2000;100.0;61.0;8.0;30.0
636;Gezinsvorming;Totaal mannen en vrouwen;Vestigingsjaar 1997;1995;;;;
637;Gezinsvorming;Totaal mannen en vrouwen;Vestigingsjaar 1997;1996;;;;
638;Gezinsvorming;Totaal mannen en vrouwen;Vestigingsjaar 1997;1997;100.0;27.0;6.0;67.0
639;Gezinsvorming;Totaal mannen en vrouwen;Vestigingsjaar 1997;1998;100.0;46.0;7.0;47.0
640;Gezinsvorming;Totaal mannen en vrouwen;Vestigingsjaar 1997;1999;100.0;55.0;8.0;36.0
641;Gezinsvorming;Totaal mannen en vrouwen;Vestigingsjaar 1997;2000;100.0;60.0;8.0;32.0
642;Gezinsvorming;Totaal mannen en vrouwen;Vestigingsjaar 1998;1995;;;;
643;Gezinsvorming;Totaal mannen en vrouwen;Vestigingsjaar 1998;1996;;;;
644;Gezinsvorming;Totaal mannen en vrouwen;Vestigingsjaar 1998;1997;;;;
645;Gezinsvorming;Totaal mannen en vrouwen;Vestigingsjaar 1998;1998;100.0;29.0;4.0;67.0
646;Gezinsvorming;Totaal mannen en vrouwen;Vestigingsjaar 1998;1999;100.0;48.0;6.0;46.0
647;Gezinsvorming;Totaal mannen en vrouwen;Vestigingsjaar 1998;2000;100.0;57.0;7.0;37.0
648;Gezinsvorming;Totaal mannen en vrouwen;Vestigingsjaar 1999;1995;;;;
649;Gezinsvorming;Totaal mannen en vrouwen;Vestigingsjaar 1999;1996;;;;
650;Gezinsvorming;Totaal mannen en vrouwen;Vestigingsjaar 1999;1997;;;;
651;Gezinsvorming;Totaal mannen en vrouwen;Vestigingsjaar 1999;1998;;;;
652;Gezinsvorming;Totaal mannen en vrouwen;Vestigingsjaar 1999;1999;100.0;28.0;4.0;68.0
653;Gezinsvorming;Totaal mannen en vrouwen;Vestigingsjaar 1999;2000;100.0;51.0;7.0;43.0
654;Gezinsvorming;Totaal mannen en vrouwen;Vestigingsjaar 2000;1995;;;;
655;Gezinsvorming;Totaal mannen en vrouwen;Vestigingsjaar 2000;1996;;;;
656;Gezinsvorming;Totaal mannen en vrouwen;Vestigingsjaar 2000;1997;;;;
657;Gezinsvorming;Totaal mannen en vrouwen;Vestigingsjaar 2000;1998;;;;
658;Gezinsvorming;Totaal mannen en vrouwen;Vestigingsjaar 2000;1999;;;;
659;Gezinsvorming;Totaal mannen en vrouwen;Vestigingsjaar 2000;2000;100.0;33.0;3.0;64.0
660;Gezinsvorming;Mannen;Vestigingsjaar 1990;1995;100.0;62.0;17.0;21.0
661;Gezinsvorming;Mannen;Vestigingsjaar 1990;1996;100.0;69.0;14.0;17.0
662;Gezinsvorming;Mannen;Vestigingsjaar 1990;1997;100.0;71.0;15.0;14.0
663;Gezinsvorming;Mannen;Vestigingsjaar 1990;1998;100.0;74.0;12.0;14.0
664;Gezinsvorming;Mannen;Vestigingsjaar 1990;1999;100.0;74.0;10.0;16.0
665;Gezinsvorming;Mannen;Vestigingsjaar 1990;2000;100.0;79.0;7.0;14.0
666;Gezinsvorming;Mannen;Vestigingsjaar 1991;1995;100.0;65.0;17.0;18.0
667;Gezinsvorming;Mannen;Vestigingsjaar 1991;1996;100.0;67.0;15.0;18.0
668;Gezinsvorming;Mannen;Vestigingsjaar 1991;1997;100.0;71.0;13.0;16.0
669;Gezinsvorming;Mannen;Vestigingsjaar 1991;1998;100.0;75.0;11.0;14.0
670;Gezinsvorming;Mannen;Vestigingsjaar 1991;1999;100.0;75.0;11.0;14.0
671;Gezinsvorming;Mannen;Vestigingsjaar 1991;2000;100.0;77.0;9.0;14.0
672;Gezinsvorming;Mannen;Vestigingsjaar 1992;1995;100.0;58.0;17.0;25.0
673;Gezinsvorming;Mannen;Vestigingsjaar 1992;1996;100.0;65.0;15.0;20.0
674;Gezinsvorming;Mannen;Vestigingsjaar 1992;1997;100.0;69.0;14.0;17.0
675;Gezinsvorming;Mannen;Vestigingsjaar 1992;1998;100.0;71.0;12.0;17.0
676;Gezinsvorming;Mannen;Vestigingsjaar 1992;1999;100.0;74.0;11.0;16.0
677;Gezinsvorming;Mannen;Vestigingsjaar 1992;2000;100.0;77.0;9.0;14.0
678;Gezinsvorming;Mannen;Vestigingsjaar 1993;1995;100.0;54.0;18.0;28.0
679;Gezinsvorming;Mannen;Vestigingsjaar 1993;1996;100.0;64.0;14.0;22.0
680;Gezinsvorming;Mannen;Vestigingsjaar 1993;1997;100.0;71.0;12.0;17.0
681;Gezinsvorming;Mannen;Vestigingsjaar 1993;1998;100.0;74.0;11.0;15.0
682;Gezinsvorming;Mannen;Vestigingsjaar 1993;1999;100.0;76.0;10.0;14.0
683;Gezinsvorming;Mannen;Vestigingsjaar 1993;2000;100.0;77.0;10.0;12.0
684;Gezinsvorming;Mannen;Vestigingsjaar 1994;1995;100.0;51.0;15.0;34.0
685;Gezinsvorming;Mannen;Vestigingsjaar 1994;1996;100.0;59.0;15.0;26.0
686;Gezinsvorming;Mannen;Vestigingsjaar 1994;1997;100.0;66.0;14.0;20.0
687;Gezinsvorming;Mannen;Vestigingsjaar 1994;1998;100.0;68.0;16.0;15.0
688;Gezinsvorming;Mannen;Vestigingsjaar 1994;1999;100.0;74.0;11.0;15.0
689;Gezinsvorming;Mannen;Vestigingsjaar 1994;2000;100.0;78.0;8.0;14.0
690;Gezinsvorming;Mannen;Vestigingsjaar 1995;1995;100.0;39.0;7.0;53.0
691;Gezinsvorming;Mannen;Vestigingsjaar 1995;1996;100.0;60.0;11.0;29.0
692;Gezinsvorming;Mannen;Vestigingsjaar 1995;1997;100.0;68.0;11.0;21.0
693;Gezinsvorming;Mannen;Vestigingsjaar 1995;1998;100.0;79.0;8.0;14.0
694;Gezinsvorming;Mannen;Vestigingsjaar 1995;1999;100.0;79.0;8.0;13.0
695;Gezinsvorming;Mannen;Vestigingsjaar 1995;2000;100.0;79.0;9.0;12.0
696;Gezinsvorming;Mannen;Vestigingsjaar 1996;1995;;;;
697;Gezinsvorming;Mannen;Vestigingsjaar 1996;1996;100.0;33.0;10.0;57.0
698;Gezinsvorming;Mannen;Vestigingsjaar 1996;1997;100.0;59.0;14.0;28.0
699;Gezinsvorming;Mannen;Vestigingsjaar 1996;1998;100.0;71.0;12.0;17.0
700;Gezinsvorming;Mannen;Vestigingsjaar 1996;1999;100.0;75.0;9.0;16.0
701;Gezinsvorming;Mannen;Vestigingsjaar 1996;2000;100.0;78.0;9.0;13.0
702;Gezinsvorming;Mannen;Vestigingsjaar 1997;1995;;;;
703;Gezinsvorming;Mannen;Vestigingsjaar 1997;1996;;;;
704;Gezinsvorming;Mannen;Vestigingsjaar 1997;1997;100.0;40.0;8.0;51.0
705;Gezinsvorming;Mannen;Vestigingsjaar 1997;1998;100.0;52.0;8.0;40.0
706;Gezinsvorming;Mannen;Vestigingsjaar 1997;1999;100.0;72.0;10.0;18.0
707;Gezinsvorming;Mannen;Vestigingsjaar 1997;2000;100.0;76.0;8.0;15.0
708;Gezinsvorming;Mannen;Vestigingsjaar 1998;1995;;;;
709;Gezinsvorming;Mannen;Vestigingsjaar 1998;1996;;;;
710;Gezinsvorming;Mannen;Vestigingsjaar 1998;1997;;;;
711;Gezinsvorming;Mannen;Vestigingsjaar 1998;1998;100.0;44.0;6.0;51.0
712;Gezinsvorming;Mannen;Vestigingsjaar 1998;1999;100.0;65.0;7.0;28.0
713;Gezinsvorming;Mannen;Vestigingsjaar 1998;2000;100.0;71.0;8.0;21.0
714;Gezinsvorming;Mannen;Vestigingsjaar 1999;1995;;;;
715;Gezinsvorming;Mannen;Vestigingsjaar 1999;1996;;;;
716;Gezinsvorming;Mannen;Vestigingsjaar 1999;1997;;;;
717;Gezinsvorming;Mannen;Vestigingsjaar 1999;1998;;;;
718;Gezinsvorming;Mannen;Vestigingsjaar 1999;1999;100.0;49.0;7.0;44.0
719;Gezinsvorming;Mannen;Vestigingsjaar 1999;2000;100.0;73.0;9.0;18.0
720;Gezinsvorming;Mannen;Vestigingsjaar 2000;1995;;;;
721;Gezinsvorming;Mannen;Vestigingsjaar 2000;1996;;;;
722;Gezinsvorming;Mannen;Vestigingsjaar 2000;1997;;;;
723;Gezinsvorming;Mannen;Vestigingsjaar 2000;1998;;;;
724;Gezinsvorming;Mannen;Vestigingsjaar 2000;1999;;;;
725;Gezinsvorming;Mannen;Vestigingsjaar 2000;2000;100.0;54.0;5.0;41.0
726;Gezinsvorming;Vrouwen;Vestigingsjaar 1990;1995;100.0;35.0;17.0;49.0
727;Gezinsvorming;Vrouwen;Vestigingsjaar 1990;1996;100.0;34.0;16.0;50.0
728;Gezinsvorming;Vrouwen;Vestigingsjaar 1990;1997;100.0;37.0;16.0;47.0
729;Gezinsvorming;Vrouwen;Vestigingsjaar 1990;1998;100.0;39.0;16.0;45.0
730;Gezinsvorming;Vrouwen;Vestigingsjaar 1990;1999;100.0;47.0;15.0;38.0
731;Gezinsvorming;Vrouwen;Vestigingsjaar 1990;2000;100.0;48.0;13.0;38.0
732;Gezinsvorming;Vrouwen;Vestigingsjaar 1991;1995;100.0;35.0;16.0;49.0
733;Gezinsvorming;Vrouwen;Vestigingsjaar 1991;1996;100.0;38.0;16.0;46.0
734;Gezinsvorming;Vrouwen;Vestigingsjaar 1991;1997;100.0;43.0;17.0;40.0
735;Gezinsvorming;Vrouwen;Vestigingsjaar 1991;1998;100.0;45.0;15.0;40.0
736;Gezinsvorming;Vrouwen;Vestigingsjaar 1991;1999;100.0;47.0;15.0;38.0
737;Gezinsvorming;Vrouwen;Vestigingsjaar 1991;2000;100.0;47.0;13.0;39.0
738;Gezinsvorming;Vrouwen;Vestigingsjaar 1992;1995;100.0;28.0;12.0;60.0
739;Gezinsvorming;Vrouwen;Vestigingsjaar 1992;1996;100.0;33.0;11.0;56.0
740;Gezinsvorming;Vrouwen;Vestigingsjaar 1992;1997;100.0;34.0;12.0;54.0
741;Gezinsvorming;Vrouwen;Vestigingsjaar 1992;1998;100.0;36.0;12.0;52.0
742;Gezinsvorming;Vrouwen;Vestigingsjaar 1992;1999;100.0;45.0;11.0;44.0
743;Gezinsvorming;Vrouwen;Vestigingsjaar 1992;2000;100.0;46.0;11.0;43.0
744;Gezinsvorming;Vrouwen;Vestigingsjaar 1993;1995;100.0;28.0;14.0;58.0
745;Gezinsvorming;Vrouwen;Vestigingsjaar 1993;1996;100.0;34.0;13.0;53.0
746;Gezinsvorming;Vrouwen;Vestigingsjaar 1993;1997;100.0;36.0;13.0;51.0
747;Gezinsvorming;Vrouwen;Vestigingsjaar 1993;1998;100.0;43.0;12.0;46.0
748;Gezinsvorming;Vrouwen;Vestigingsjaar 1993;1999;100.0;48.0;11.0;41.0
749;Gezinsvorming;Vrouwen;Vestigingsjaar 1993;2000;100.0;49.0;11.0;40.0
750;Gezinsvorming;Vrouwen;Vestigingsjaar 1994;1995;100.0;26.0;9.0;65.0
751;Gezinsvorming;Vrouwen;Vestigingsjaar 1994;1996;100.0;34.0;10.0;56.0
752;Gezinsvorming;Vrouwen;Vestigingsjaar 1994;1997;100.0;40.0;10.0;50.0
753;Gezinsvorming;Vrouwen;Vestigingsjaar 1994;1998;100.0;44.0;10.0;46.0
754;Gezinsvorming;Vrouwen;Vestigingsjaar 1994;1999;100.0;50.0;10.0;41.0
755;Gezinsvorming;Vrouwen;Vestigingsjaar 1994;2000;100.0;51.0;10.0;39.0
756;Gezinsvorming;Vrouwen;Vestigingsjaar 1995;1995;100.0;15.0;5.0;79.0
757;Gezinsvorming;Vrouwen;Vestigingsjaar 1995;1996;100.0;29.0;8.0;63.0
758;Gezinsvorming;Vrouwen;Vestigingsjaar 1995;1997;100.0;37.0;10.0;53.0
759;Gezinsvorming;Vrouwen;Vestigingsjaar 1995;1998;100.0;47.0;10.0;43.0
760;Gezinsvorming;Vrouwen;Vestigingsjaar 1995;1999;100.0;48.0;10.0;41.0
761;Gezinsvorming;Vrouwen;Vestigingsjaar 1995;2000;100.0;52.0;10.0;38.0
762;Gezinsvorming;Vrouwen;Vestigingsjaar 1996;1995;;;;
763;Gezinsvorming;Vrouwen;Vestigingsjaar 1996;1996;100.0;15.0;4.0;81.0
764;Gezinsvorming;Vrouwen;Vestigingsjaar 1996;1997;100.0;34.0;7.0;59.0
765;Gezinsvorming;Vrouwen;Vestigingsjaar 1996;1998;100.0;46.0;8.0;47.0
766;Gezinsvorming;Vrouwen;Vestigingsjaar 1996;1999;100.0;50.0;7.0;43.0
767;Gezinsvorming;Vrouwen;Vestigingsjaar 1996;2000;100.0;53.0;8.0;39.0
768;Gezinsvorming;Vrouwen;Vestigingsjaar 1997;1995;;;;
769;Gezinsvorming;Vrouwen;Vestigingsjaar 1997;1996;;;;
770;Gezinsvorming;Vrouwen;Vestigingsjaar 1997;1997;100.0;20.0;4.0;76.0
771;Gezinsvorming;Vrouwen;Vestigingsjaar 1997;1998;100.0;41.0;7.0;51.0
772;Gezinsvorming;Vrouwen;Vestigingsjaar 1997;1999;100.0;47.0;7.0;46.0
773;Gezinsvorming;Vrouwen;Vestigingsjaar 1997;2000;100.0;52.0;8.0;40.0
774;Gezinsvorming;Vrouwen;Vestigingsjaar 1998;1995;;;;
775;Gezinsvorming;Vrouwen;Vestigingsjaar 1998;1996;;;;
776;Gezinsvorming;Vrouwen;Vestigingsjaar 1998;1997;;;;
777;Gezinsvorming;Vrouwen;Vestigingsjaar 1998;1998;100.0;21.0;3.0;76.0
778;Gezinsvorming;Vrouwen;Vestigingsjaar 1998;1999;100.0;39.0;5.0;55.0
779;Gezinsvorming;Vrouwen;Vestigingsjaar 1998;2000;100.0;49.0;6.0;44.0
780;Gezinsvorming;Vrouwen;Vestigingsjaar 1999;1995;;;;
781;Gezinsvorming;Vrouwen;Vestigingsjaar 1999;1996;;;;
782;Gezinsvorming;Vrouwen;Vestigingsjaar 1999;1997;;;;
783;Gezinsvorming;Vrouwen;Vestigingsjaar 1999;1998;;;;
784;Gezinsvorming;Vrouwen;Vestigingsjaar 1999;1999;100.0;19.0;2.0;78.0
785;Gezinsvorming;Vrouwen;Vestigingsjaar 1999;2000;100.0;42.0;6.0;53.0
786;Gezinsvorming;Vrouwen;Vestigingsjaar 2000;1995;;;;
787;Gezinsvorming;Vrouwen;Vestigingsjaar 2000;1996;;;;
788;Gezinsvorming;Vrouwen;Vestigingsjaar 2000;1997;;;;
789;Gezinsvorming;Vrouwen;Vestigingsjaar 2000;1998;;;;
790;Gezinsvorming;Vrouwen;Vestigingsjaar 2000;1999;;;;
791;Gezinsvorming;Vrouwen;Vestigingsjaar 2000;2000;100.0;25.0;2.0;73.0
792;Asiel;Totaal mannen en vrouwen;Vestigingsjaar 1990;1995;100.0;47.0;28.0;25.0
793;Asiel;Totaal mannen en vrouwen;Vestigingsjaar 1990;1996;100.0;46.0;28.0;26.0
794;Asiel;Totaal mannen en vrouwen;Vestigingsjaar 1990;1997;100.0;48.0;29.0;23.0
795;Asiel;Totaal mannen en vrouwen;Vestigingsjaar 1990;1998;100.0;52.0;26.0;22.0
796;Asiel;Totaal mannen en vrouwen;Vestigingsjaar 1990;1999;100.0;57.0;23.0;20.0
797;Asiel;Totaal mannen en vrouwen;Vestigingsjaar 1990;2000;100.0;59.0;21.0;20.0
798;Asiel;Totaal mannen en vrouwen;Vestigingsjaar 1991;1995;100.0;36.0;32.0;31.0
799;Asiel;Totaal mannen en vrouwen;Vestigingsjaar 1991;1996;100.0;45.0;30.0;26.0
800;Asiel;Totaal mannen en vrouwen;Vestigingsjaar 1991;1997;100.0;48.0;32.0;20.0
801;Asiel;Totaal mannen en vrouwen;Vestigingsjaar 1991;1998;100.0;55.0;29.0;17.0
802;Asiel;Totaal mannen en vrouwen;Vestigingsjaar 1991;1999;100.0;59.0;24.0;17.0
803;Asiel;Totaal mannen en vrouwen;Vestigingsjaar 1991;2000;100.0;64.0;20.0;17.0
804;Asiel;Totaal mannen en vrouwen;Vestigingsjaar 1992;1995;100.0;29.0;36.0;35.0
805;Asiel;Totaal mannen en vrouwen;Vestigingsjaar 1992;1996;100.0;38.0;34.0;28.0
806;Asiel;Totaal mannen en vrouwen;Vestigingsjaar 1992;1997;100.0;44.0;31.0;24.0
807;Asiel;Totaal mannen en vrouwen;Vestigingsjaar 1992;1998;100.0;47.0;31.0;23.0
808;Asiel;Totaal mannen en vrouwen;Vestigingsjaar 1992;1999;100.0;55.0;28.0;17.0
809;Asiel;Totaal mannen en vrouwen;Vestigingsjaar 1992;2000;100.0;58.0;25.0;17.0
810;Asiel;Totaal mannen en vrouwen;Vestigingsjaar 1993;1995;100.0;14.0;54.0;31.0
811;Asiel;Totaal mannen en vrouwen;Vestigingsjaar 1993;1996;100.0;23.0;53.0;23.0
812;Asiel;Totaal mannen en vrouwen;Vestigingsjaar 1993;1997;100.0;32.0;49.0;19.0
813;Asiel;Totaal mannen en vrouwen;Vestigingsjaar 1993;1998;100.0;42.0;42.0;17.0
814;Asiel;Totaal mannen en vrouwen;Vestigingsjaar 1993;1999;100.0;51.0;36.0;13.0
815;Asiel;Totaal mannen en vrouwen;Vestigingsjaar 1993;2000;100.0;56.0;30.0;13.0
816;Asiel;Totaal mannen en vrouwen;Vestigingsjaar 1994;1995;100.0;8.0;45.0;46.0
817;Asiel;Totaal mannen en vrouwen;Vestigingsjaar 1994;1996;100.0;16.0;52.0;32.0
818;Asiel;Totaal mannen en vrouwen;Vestigingsjaar 1994;1997;100.0;26.0;50.0;24.0
819;Asiel;Totaal mannen en vrouwen;Vestigingsjaar 1994;1998;100.0;39.0;42.0;19.0
820;Asiel;Totaal mannen en vrouwen;Vestigingsjaar 1994;1999;100.0;49.0;37.0;14.0
821;Asiel;Totaal mannen en vrouwen;Vestigingsjaar 1994;2000;100.0;56.0;30.0;14.0
822;Asiel;Totaal mannen en vrouwen;Vestigingsjaar 1995;1995;100.0;4.0;21.0;75.0
823;Asiel;Totaal mannen en vrouwen;Vestigingsjaar 1995;1996;100.0;9.0;37.0;54.0
824;Asiel;Totaal mannen en vrouwen;Vestigingsjaar 1995;1997;100.0;17.0;48.0;35.0
825;Asiel;Totaal mannen en vrouwen;Vestigingsjaar 1995;1998;100.0;30.0;44.0;25.0
826;Asiel;Totaal mannen en vrouwen;Vestigingsjaar 1995;1999;100.0;43.0;37.0;20.0
827;Asiel;Totaal mannen en vrouwen;Vestigingsjaar 1995;2000;100.0;53.0;31.0;16.0
828;Asiel;Totaal mannen en vrouwen;Vestigingsjaar 1996;1995;;;;
829;Asiel;Totaal mannen en vrouwen;Vestigingsjaar 1996;1996;100.0;6.0;29.0;65.0
830;Asiel;Totaal mannen en vrouwen;Vestigingsjaar 1996;1997;100.0;14.0;46.0;40.0
831;Asiel;Totaal mannen en vrouwen;Vestigingsjaar 1996;1998;100.0;24.0;51.0;25.0
832;Asiel;Totaal mannen en vrouwen;Vestigingsjaar 1996;1999;100.0;30.0;52.0;18.0
833;Asiel;Totaal mannen en vrouwen;Vestigingsjaar 1996;2000;100.0;41.0;44.0;15.0
834;Asiel;Totaal mannen en vrouwen;Vestigingsjaar 1997;1995;;;;
835;Asiel;Totaal mannen en vrouwen;Vestigingsjaar 1997;1996;;;;
836;Asiel;Totaal mannen en vrouwen;Vestigingsjaar 1997;1997;100.0;10.0;32.0;58.0
837;Asiel;Totaal mannen en vrouwen;Vestigingsjaar 1997;1998;100.0;22.0;41.0;37.0
838;Asiel;Totaal mannen en vrouwen;Vestigingsjaar 1997;1999;100.0;24.0;47.0;29.0
839;Asiel;Totaal mannen en vrouwen;Vestigingsjaar 1997;2000;100.0;31.0;50.0;19.0
840;Asiel;Totaal mannen en vrouwen;Vestigingsjaar 1998;1995;;;;
841;Asiel;Totaal mannen en vrouwen;Vestigingsjaar 1998;1996;;;;
842;Asiel;Totaal mannen en vrouwen;Vestigingsjaar 1998;1997;;;;
843;Asiel;Totaal mannen en vrouwen;Vestigingsjaar 1998;1998;100.0;20.0;15.0;65.0
844;Asiel;Totaal mannen en vrouwen;Vestigingsjaar 1998;1999;100.0;23.0;20.0;57.0
845;Asiel;Totaal mannen en vrouwen;Vestigingsjaar 1998;2000;100.0;29.0;27.0;44.0
846;Asiel;Totaal mannen en vrouwen;Vestigingsjaar 1999;1995;;;;
847;Asiel;Totaal mannen en vrouwen;Vestigingsjaar 1999;1996;;;;
848;Asiel;Totaal mannen en vrouwen;Vestigingsjaar 1999;1997;;;;
849;Asiel;Totaal mannen en vrouwen;Vestigingsjaar 1999;1998;;;;
850;Asiel;Totaal mannen en vrouwen;Vestigingsjaar 1999;1999;100.0;12.0;9.0;79.0
851;Asiel;Totaal mannen en vrouwen;Vestigingsjaar 1999;2000;100.0;21.0;17.0;61.0
852;Asiel;Totaal mannen en vrouwen;Vestigingsjaar 2000;1995;;;;
853;Asiel;Totaal mannen en vrouwen;Vestigingsjaar 2000;1996;;;;
