ID;BedrijfstakBranchesSBI2008;Bedrijfsomvang;Perioden;IndexcijfersOmzet_1;Omzetontwikkeling_2
364;412-439 Bouw (geen projectontwikkeling);Alle bedrijven;2010 2e kwartaal;122.0;-8.2
365;412-439 Bouw (geen projectontwikkeling);Alle bedrijven;2010 juli;121.0;-5.5
366;412-439 Bouw (geen projectontwikkeling);Alle bedrijven;2010 augustus;80.0;-6.7
367;412-439 Bouw (geen projectontwikkeling);Alle bedrijven;2010 september;123.0;-8.4
368;412-439 Bouw (geen projectontwikkeling);Alle bedrijven;2010 3e kwartaal;108.0;-6.9
369;412-439 Bouw (geen projectontwikkeling);Alle bedrijven;2010 oktober;128.0;-7.6
370;412-439 Bouw (geen projectontwikkeling);Alle bedrijven;2010 november;132.0;-0.3
371;412-439 Bouw (geen projectontwikkeling);Alle bedrijven;2010 december;136.0;-5.0
372;412-439 Bouw (geen projectontwikkeling);Alle bedrijven;2010 4e kwartaal;132.0;-4.3
373;412-439 Bouw (geen projectontwikkeling);Alle bedrijven;2010;114.0;-8.9
374;412-439 Bouw (geen projectontwikkeling);Alle bedrijven;2011 januari;80.0;10.6
375;412-439 Bouw (geen projectontwikkeling);Alle bedrijven;2011 februari;102.0;16.8
376;412-439 Bouw (geen projectontwikkeling);Alle bedrijven;2011 maart;124.0;3.0
377;412-439 Bouw (geen projectontwikkeling);Alle bedrijven;2011 1e kwartaal;102.0;9.3
378;412-439 Bouw (geen projectontwikkeling);Alle bedrijven;2011 april;121.0;0.8
379;412-439 Bouw (geen projectontwikkeling);Alle bedrijven;2011 mei;131.0;16.8
380;412-439 Bouw (geen projectontwikkeling);Alle bedrijven;2011 juni;125.0;-6.5
381;412-439 Bouw (geen projectontwikkeling);Alle bedrijven;2011 2e kwartaal;126.0;3.0
382;412-439 Bouw (geen projectontwikkeling);Alle bedrijven;2011 juli;118.0;-2.8
383;412-439 Bouw (geen projectontwikkeling);Alle bedrijven;2011 augustus;84.0;6.0
384;412-439 Bouw (geen projectontwikkeling);Alle bedrijven;2011 september;133.0;8.7
385;412-439 Bouw (geen projectontwikkeling);Alle bedrijven;2011 3e kwartaal;112.0;3.7
386;412-439 Bouw (geen projectontwikkeling);Alle bedrijven;2011 oktober;125.0;-2.7
387;412-439 Bouw (geen projectontwikkeling);Alle bedrijven;2011 november;134.0;1.5
388;412-439 Bouw (geen projectontwikkeling);Alle bedrijven;2011 december;147.0;8.3
389;412-439 Bouw (geen projectontwikkeling);Alle bedrijven;2011 4e kwartaal;135.0;2.5
390;412-439 Bouw (geen projectontwikkeling);Alle bedrijven;2011;119.0;4.3
391;412-439 Bouw (geen projectontwikkeling);Alle bedrijven;2012 januari;76.0;-5.7
392;412-439 Bouw (geen projectontwikkeling);Alle bedrijven;2012 februari;90.0;-11.4
393;412-439 Bouw (geen projectontwikkeling);Alle bedrijven;2012 maart;115.0;-7.7
394;412-439 Bouw (geen projectontwikkeling);Alle bedrijven;2012 1e kwartaal;94.0;-8.4
395;412-439 Bouw (geen projectontwikkeling);Alle bedrijven;2012 april;111.0;-8.4
396;412-439 Bouw (geen projectontwikkeling);Alle bedrijven;2012 mei;115.0;-12.0
397;412-439 Bouw (geen projectontwikkeling);Alle bedrijven;2012 juni;124.0;-0.7
398;412-439 Bouw (geen projectontwikkeling);Alle bedrijven;2012 2e kwartaal;117.0;-7.1
399;412-439 Bouw (geen projectontwikkeling);Alle bedrijven;2012 juli;109.0;-7.5
400;412-439 Bouw (geen projectontwikkeling);Alle bedrijven;2012 augustus;84.0;0.1
401;412-439 Bouw (geen projectontwikkeling);Alle bedrijven;2012 september;127.0;-4.5
402;412-439 Bouw (geen projectontwikkeling);Alle bedrijven;2012 3e kwartaal;107.0;-4.4
403;412-439 Bouw (geen projectontwikkeling);Alle bedrijven;2012 oktober;118.0;-5.6
404;412-439 Bouw (geen projectontwikkeling);Alle bedrijven;2012 november;126.0;-6.1
405;412-439 Bouw (geen projectontwikkeling);Alle bedrijven;2012 december;127.0;-13.8
406;412-439 Bouw (geen projectontwikkeling);Alle bedrijven;2012 4e kwartaal;124.0;-8.7
407;412-439 Bouw (geen projectontwikkeling);Alle bedrijven;2012;110.0;-7.2
408;412-439 Bouw (geen projectontwikkeling);10 of meer werkzame personen;2005 januari;63.0;-0.9
409;412-439 Bouw (geen projectontwikkeling);10 of meer werkzame personen;2005 februari;80.0;-1.4
410;412-439 Bouw (geen projectontwikkeling);10 of meer werkzame personen;2005 maart;93.0;-5.1
411;412-439 Bouw (geen projectontwikkeling);10 of meer werkzame personen;2005 1e kwartaal;79.0;-2.8
412;412-439 Bouw (geen projectontwikkeling);10 of meer werkzame personen;2005 april;103.0;7.3
413;412-439 Bouw (geen projectontwikkeling);10 of meer werkzame personen;2005 mei;97.0;9.4
414;412-439 Bouw (geen projectontwikkeling);10 of meer werkzame personen;2005 juni;117.0;10.6
415;412-439 Bouw (geen projectontwikkeling);10 of meer werkzame personen;2005 2e kwartaal;106.0;9.1
416;412-439 Bouw (geen projectontwikkeling);10 of meer werkzame personen;2005 juli;99.0;5.3
417;412-439 Bouw (geen projectontwikkeling);10 of meer werkzame personen;2005 augustus;70.0;14.3
418;412-439 Bouw (geen projectontwikkeling);10 of meer werkzame personen;2005 september;112.0;6.9
419;412-439 Bouw (geen projectontwikkeling);10 of meer werkzame personen;2005 3e kwartaal;93.0;8.1
420;412-439 Bouw (geen projectontwikkeling);10 of meer werkzame personen;2005 oktober;111.0;3.8
421;412-439 Bouw (geen projectontwikkeling);10 of meer werkzame personen;2005 november;119.0;6.1
422;412-439 Bouw (geen projectontwikkeling);10 of meer werkzame personen;2005 december;136.0;5.7
423;412-439 Bouw (geen projectontwikkeling);10 of meer werkzame personen;2005 4e kwartaal;122.0;5.3
424;412-439 Bouw (geen projectontwikkeling);10 of meer werkzame personen;2005;100.0;5.2
425;412-439 Bouw (geen projectontwikkeling);10 of meer werkzame personen;2006 januari;64.0;2.3
426;412-439 Bouw (geen projectontwikkeling);10 of meer werkzame personen;2006 februari;87.0;8.7
427;412-439 Bouw (geen projectontwikkeling);10 of meer werkzame personen;2006 maart;109.0;16.9
428;412-439 Bouw (geen projectontwikkeling);10 of meer werkzame personen;2006 1e kwartaal;87.0;10.2
429;412-439 Bouw (geen projectontwikkeling);10 of meer werkzame personen;2006 april;101.0;-2.2
430;412-439 Bouw (geen projectontwikkeling);10 of meer werkzame personen;2006 mei;114.0;16.9
431;412-439 Bouw (geen projectontwikkeling);10 of meer werkzame personen;2006 juni;120.0;2.9
432;412-439 Bouw (geen projectontwikkeling);10 of meer werkzame personen;2006 2e kwartaal;112.0;5.5
433;412-439 Bouw (geen projectontwikkeling);10 of meer werkzame personen;2006 juli;101.0;2.1
434;412-439 Bouw (geen projectontwikkeling);10 of meer werkzame personen;2006 augustus;75.0;8.0
435;412-439 Bouw (geen projectontwikkeling);10 of meer werkzame personen;2006 september;119.0;7.0
436;412-439 Bouw (geen projectontwikkeling);10 of meer werkzame personen;2006 3e kwartaal;98.0;5.5
437;412-439 Bouw (geen projectontwikkeling);10 of meer werkzame personen;2006 oktober;122.0;9.9
438;412-439 Bouw (geen projectontwikkeling);10 of meer werkzame personen;2006 november;130.0;9.3
439;412-439 Bouw (geen projectontwikkeling);10 of meer werkzame personen;2006 december;145.0;6.6
440;412-439 Bouw (geen projectontwikkeling);10 of meer werkzame personen;2006 4e kwartaal;133.0;8.5
441;412-439 Bouw (geen projectontwikkeling);10 of meer werkzame personen;2006;107.0;7.4
442;412-439 Bouw (geen projectontwikkeling);10 of meer werkzame personen;2007 januari;73.0;12.9
443;412-439 Bouw (geen projectontwikkeling);10 of meer werkzame personen;2007 februari;99.0;13.7
444;412-439 Bouw (geen projectontwikkeling);10 of meer werkzame personen;2007 maart;124.0;14.0
445;412-439 Bouw (geen projectontwikkeling);10 of meer werkzame personen;2007 1e kwartaal;99.0;13.6
446;412-439 Bouw (geen projectontwikkeling);10 of meer werkzame personen;2007 april;112.0;11.2
447;412-439 Bouw (geen projectontwikkeling);10 of meer werkzame personen;2007 mei;120.0;5.7
448;412-439 Bouw (geen projectontwikkeling);10 of meer werkzame personen;2007 juni;133.0;11.0
449;412-439 Bouw (geen projectontwikkeling);10 of meer werkzame personen;2007 2e kwartaal;122.0;9.3
450;412-439 Bouw (geen projectontwikkeling);10 of meer werkzame personen;2007 juli;111.0;10.5
451;412-439 Bouw (geen projectontwikkeling);10 of meer werkzame personen;2007 augustus;86.0;14.5
452;412-439 Bouw (geen projectontwikkeling);10 of meer werkzame personen;2007 september;124.0;3.7
453;412-439 Bouw (geen projectontwikkeling);10 of meer werkzame personen;2007 3e kwartaal;107.0;8.8
454;412-439 Bouw (geen projectontwikkeling);10 of meer werkzame personen;2007 oktober;137.0;11.8
455;412-439 Bouw (geen projectontwikkeling);10 of meer werkzame personen;2007 november;142.0;8.8
456;412-439 Bouw (geen projectontwikkeling);10 of meer werkzame personen;2007 december;150.0;3.5
457;412-439 Bouw (geen projectontwikkeling);10 of meer werkzame personen;2007 4e kwartaal;143.0;7.8
458;412-439 Bouw (geen projectontwikkeling);10 of meer werkzame personen;2007;118.0;9.6
459;412-439 Bouw (geen projectontwikkeling);10 of meer werkzame personen;2008 januari;83.0;14.9
460;412-439 Bouw (geen projectontwikkeling);10 of meer werkzame personen;2008 februari;116.0;17.4
461;412-439 Bouw (geen projectontwikkeling);10 of meer werkzame personen;2008 maart;126.0;1.2
462;412-439 Bouw (geen projectontwikkeling);10 of meer werkzame personen;2008 1e kwartaal;108.0;10.0
463;412-439 Bouw (geen projectontwikkeling);10 of meer werkzame personen;2008 april;134.0;19.0
464;412-439 Bouw (geen projectontwikkeling);10 of meer werkzame personen;2008 mei;127.0;5.9
465;412-439 Bouw (geen projectontwikkeling);10 of meer werkzame personen;2008 juni;143.0;7.4
466;412-439 Bouw (geen projectontwikkeling);10 of meer werkzame personen;2008 2e kwartaal;135.0;10.5
467;412-439 Bouw (geen projectontwikkeling);10 of meer werkzame personen;2008 juli;119.0;7.3
468;412-439 Bouw (geen projectontwikkeling);10 of meer werkzame personen;2008 augustus;92.0;6.4
469;412-439 Bouw (geen projectontwikkeling);10 of meer werkzame personen;2008 september;141.0;13.8
470;412-439 Bouw (geen projectontwikkeling);10 of meer werkzame personen;2008 3e kwartaal;117.0;9.6
471;412-439 Bouw (geen projectontwikkeling);10 of meer werkzame personen;2008 oktober;149.0;9.1
472;412-439 Bouw (geen projectontwikkeling);10 of meer werkzame personen;2008 november;139.0;-2.4
473;412-439 Bouw (geen projectontwikkeling);10 of meer werkzame personen;2008 december;156.0;3.9
474;412-439 Bouw (geen projectontwikkeling);10 of meer werkzame personen;2008 4e kwartaal;148.0;3.5
475;412-439 Bouw (geen projectontwikkeling);10 of meer werkzame personen;2008;127.0;8.0
476;412-439 Bouw (geen projectontwikkeling);10 of meer werkzame personen;2009 januari;84.0;0.3
477;412-439 Bouw (geen projectontwikkeling);10 of meer werkzame personen;2009 februari;108.0;-7.1
478;412-439 Bouw (geen projectontwikkeling);10 of meer werkzame personen;2009 maart;135.0;7.5
479;412-439 Bouw (geen projectontwikkeling);10 of meer werkzame personen;2009 1e kwartaal;109.0;0.5
480;412-439 Bouw (geen projectontwikkeling);10 of meer werkzame personen;2009 april;127.0;-5.0
481;412-439 Bouw (geen projectontwikkeling);10 of meer werkzame personen;2009 mei;121.0;-4.7
482;412-439 Bouw (geen projectontwikkeling);10 of meer werkzame personen;2009 juni;135.0;-5.9
483;412-439 Bouw (geen projectontwikkeling);10 of meer werkzame personen;2009 2e kwartaal;128.0;-5.2
484;412-439 Bouw (geen projectontwikkeling);10 of meer werkzame personen;2009 juli;122.0;2.4
485;412-439 Bouw (geen projectontwikkeling);10 of meer werkzame personen;2009 augustus;82.0;-10.9
486;412-439 Bouw (geen projectontwikkeling);10 of meer werkzame personen;2009 september;129.0;-8.7
487;412-439 Bouw (geen projectontwikkeling);10 of meer werkzame personen;2009 3e kwartaal;111.0;-5.5
488;412-439 Bouw (geen projectontwikkeling);10 of meer werkzame personen;2009 oktober;134.0;-10.0
489;412-439 Bouw (geen projectontwikkeling);10 of meer werkzame personen;2009 november;128.0;-7.9
490;412-439 Bouw (geen projectontwikkeling);10 of meer werkzame personen;2009 december;133.0;-14.8
491;412-439 Bouw (geen projectontwikkeling);10 of meer werkzame personen;2009 4e kwartaal;132.0;-11.0
492;412-439 Bouw (geen projectontwikkeling);10 of meer werkzame personen;2009;120.0;-5.8
493;412-439 Bouw (geen projectontwikkeling);10 of meer werkzame personen;2010 januari;69.0;-17.6
494;412-439 Bouw (geen projectontwikkeling);10 of meer werkzame personen;2010 februari;83.0;-23.2
495;412-439 Bouw (geen projectontwikkeling);10 of meer werkzame personen;2010 maart;114.0;-15.4
496;412-439 Bouw (geen projectontwikkeling);10 of meer werkzame personen;2010 1e kwartaal;89.0;-18.6
497;412-439 Bouw (geen projectontwikkeling);10 of meer werkzame personen;2010 april;114.0;-10.1
498;412-439 Bouw (geen projectontwikkeling);10 of meer werkzame personen;2010 mei;106.0;-12.5
499;412-439 Bouw (geen projectontwikkeling);10 of meer werkzame personen;2010 juni;126.0;-6.0
500;412-439 Bouw (geen projectontwikkeling);10 of meer werkzame personen;2010 2e kwartaal;116.0;-9.4
501;412-439 Bouw (geen projectontwikkeling);10 of meer werkzame personen;2010 juli;114.0;-7.0
502;412-439 Bouw (geen projectontwikkeling);10 of meer werkzame personen;2010 augustus;74.0;-9.6
503;412-439 Bouw (geen projectontwikkeling);10 of meer werkzame personen;2010 september;117.0;-9.3
504;412-439 Bouw (geen projectontwikkeling);10 of meer werkzame personen;2010 3e kwartaal;101.0;-8.6
505;412-439 Bouw (geen projectontwikkeling);10 of meer werkzame personen;2010 oktober;121.0;-9.8
506;412-439 Bouw (geen projectontwikkeling);10 of meer werkzame personen;2010 november;125.0;-1.8
507;412-439 Bouw (geen projectontwikkeling);10 of meer werkzame personen;2010 december;126.0;-5.4
508;412-439 Bouw (geen projectontwikkeling);10 of meer werkzame personen;2010 4e kwartaal;124.0;-5.7
509;412-439 Bouw (geen projectontwikkeling);10 of meer werkzame personen;2010;107.0;-10.3
510;412-439 Bouw (geen projectontwikkeling);10 of meer werkzame personen;2011 januari;75.0;9.3
511;412-439 Bouw (geen projectontwikkeling);10 of meer werkzame personen;2011 februari;95.0;15.5
512;412-439 Bouw (geen projectontwikkeling);10 of meer werkzame personen;2011 maart;116.0;1.5
513;412-439 Bouw (geen projectontwikkeling);10 of meer werkzame personen;2011 1e kwartaal;96.0;7.9
514;412-439 Bouw (geen projectontwikkeling);10 of meer werkzame personen;2011 april;112.0;-1.5
515;412-439 Bouw (geen projectontwikkeling);10 of meer werkzame personen;2011 mei;123.0;15.4
516;412-439 Bouw (geen projectontwikkeling);10 of meer werkzame personen;2011 juni;115.0;-9.1
517;412-439 Bouw (geen projectontwikkeling);10 of meer werkzame personen;2011 2e kwartaal;117.0;0.9
518;412-439 Bouw (geen projectontwikkeling);10 of meer werkzame personen;2011 juli;109.0;-3.9
519;412-439 Bouw (geen projectontwikkeling);10 of meer werkzame personen;2011 augustus;78.0;6.0
520;412-439 Bouw (geen projectontwikkeling);10 of meer werkzame personen;2011 september;123.0;5.6
521;412-439 Bouw (geen projectontwikkeling);10 of meer werkzame personen;2011 3e kwartaal;104.0;2.1
522;412-439 Bouw (geen projectontwikkeling);10 of meer werkzame personen;2011 oktober;119.0;-1.7
523;412-439 Bouw (geen projectontwikkeling);10 of meer werkzame personen;2011 november;128.0;2.5
524;412-439 Bouw (geen projectontwikkeling);10 of meer werkzame personen;2011 december;137.0;8.8
525;412-439 Bouw (geen projectontwikkeling);10 of meer werkzame personen;2011 4e kwartaal;128.0;3.3
526;412-439 Bouw (geen projectontwikkeling);10 of meer werkzame personen;2011;111.0;3.3
527;412-439 Bouw (geen projectontwikkeling);10 of meer werkzame personen;2012 januari;71.0;-6.1
528;412-439 Bouw (geen projectontwikkeling);10 of meer werkzame personen;2012 februari;85.0;-11.1
529;412-439 Bouw (geen projectontwikkeling);10 of meer werkzame personen;2012 maart;107.0;-7.9
530;412-439 Bouw (geen projectontwikkeling);10 of meer werkzame personen;2012 1e kwartaal;88.0;-8.5
531;412-439 Bouw (geen projectontwikkeling);10 of meer werkzame personen;2012 april;104.0;-7.6
532;412-439 Bouw (geen projectontwikkeling);10 of meer werkzame personen;2012 mei;109.0;-11.2
533;412-439 Bouw (geen projectontwikkeling);10 of meer werkzame personen;2012 juni;116.0;0.6
534;412-439 Bouw (geen projectontwikkeling);10 of meer werkzame personen;2012 2e kwartaal;109.0;-6.2
535;412-439 Bouw (geen projectontwikkeling);10 of meer werkzame personen;2012 juli;101.0;-7.5
536;412-439 Bouw (geen projectontwikkeling);10 of meer werkzame personen;2012 augustus;79.0;0.5
537;412-439 Bouw (geen projectontwikkeling);10 of meer werkzame personen;2012 september;116.0;-5.7
538;412-439 Bouw (geen projectontwikkeling);10 of meer werkzame personen;2012 3e kwartaal;99.0;-4.8
539;412-439 Bouw (geen projectontwikkeling);10 of meer werkzame personen;2012 oktober;114.0;-4.1
540;412-439 Bouw (geen projectontwikkeling);10 of meer werkzame personen;2012 november;122.0;-5.0
541;412-439 Bouw (geen projectontwikkeling);10 of meer werkzame personen;2012 december;119.0;-13.2
542;412-439 Bouw (geen projectontwikkeling);10 of meer werkzame personen;2012 4e kwartaal;118.0;-7.6
543;412-439 Bouw (geen projectontwikkeling);10 of meer werkzame personen;2012;104.0;-6.8
544;41 Algemene bouw en projectontwikkeling;Alle bedrijven;2005 januari;;
545;41 Algemene bouw en projectontwikkeling;Alle bedrijven;2005 februari;;
546;41 Algemene bouw en projectontwikkeling;Alle bedrijven;2005 maart;;
547;41 Algemene bouw en projectontwikkeling;Alle bedrijven;2005 1e kwartaal;;
548;41 Algemene bouw en projectontwikkeling;Alle bedrijven;2005 april;;
549;41 Algemene bouw en projectontwikkeling;Alle bedrijven;2005 mei;;
550;41 Algemene bouw en projectontwikkeling;Alle bedrijven;2005 juni;;
551;41 Algemene bouw en projectontwikkeling;Alle bedrijven;2005 2e kwartaal;;
552;41 Algemene bouw en projectontwikkeling;Alle bedrijven;2005 juli;;
553;41 Algemene bouw en projectontwikkeling;Alle bedrijven;2005 augustus;;
554;41 Algemene bouw en projectontwikkeling;Alle bedrijven;2005 september;;
555;41 Algemene bouw en projectontwikkeling;Alle bedrijven;2005 3e kwartaal;;
556;41 Algemene bouw en projectontwikkeling;Alle bedrijven;2005 oktober;;
557;41 Algemene bouw en projectontwikkeling;Alle bedrijven;2005 november;;
558;41 Algemene bouw en projectontwikkeling;Alle bedrijven;2005 december;;
559;41 Algemene bouw en projectontwikkeling;Alle bedrijven;2005 4e kwartaal;;
560;41 Algemene bouw en projectontwikkeling;Alle bedrijven;2005;;
561;41 Algemene bouw en projectontwikkeling;Alle bedrijven;2006 januari;;
562;41 Algemene bouw en projectontwikkeling;Alle bedrijven;2006 februari;;
563;41 Algemene bouw en projectontwikkeling;Alle bedrijven;2006 maart;;
564;41 Algemene bouw en projectontwikkeling;Alle bedrijven;2006 1e kwartaal;;
565;41 Algemene bouw en projectontwikkeling;Alle bedrijven;2006 april;;
566;41 Algemene bouw en projectontwikkeling;Alle bedrijven;2006 mei;;
567;41 Algemene bouw en projectontwikkeling;Alle bedrijven;2006 juni;;
568;41 Algemene bouw en projectontwikkeling;Alle bedrijven;2006 2e kwartaal;;
569;41 Algemene bouw en projectontwikkeling;Alle bedrijven;2006 juli;;
570;41 Algemene bouw en projectontwikkeling;Alle bedrijven;2006 augustus;;
571;41 Algemene bouw en projectontwikkeling;Alle bedrijven;2006 september;;
572;41 Algemene bouw en projectontwikkeling;Alle bedrijven;2006 3e kwartaal;;
573;41 Algemene bouw en projectontwikkeling;Alle bedrijven;2006 oktober;;
574;41 Algemene bouw en projectontwikkeling;Alle bedrijven;2006 november;;
575;41 Algemene bouw en projectontwikkeling;Alle bedrijven;2006 december;;
576;41 Algemene bouw en projectontwikkeling;Alle bedrijven;2006 4e kwartaal;;
577;41 Algemene bouw en projectontwikkeling;Alle bedrijven;2006;;
578;41 Algemene bouw en projectontwikkeling;Alle bedrijven;2007 januari;;
579;41 Algemene bouw en projectontwikkeling;Alle bedrijven;2007 februari;;
580;41 Algemene bouw en projectontwikkeling;Alle bedrijven;2007 maart;;
581;41 Algemene bouw en projectontwikkeling;Alle bedrijven;2007 1e kwartaal;;
582;41 Algemene bouw en projectontwikkeling;Alle bedrijven;2007 april;;
583;41 Algemene bouw en projectontwikkeling;Alle bedrijven;2007 mei;;
584;41 Algemene bouw en projectontwikkeling;Alle bedrijven;2007 juni;;
585;41 Algemene bouw en projectontwikkeling;Alle bedrijven;2007 2e kwartaal;;
586;41 Algemene bouw en projectontwikkeling;Alle bedrijven;2007 juli;;
587;41 Algemene bouw en projectontwikkeling;Alle bedrijven;2007 augustus;;
588;41 Algemene bouw en projectontwikkeling;Alle bedrijven;2007 september;;
589;41 Algemene bouw en projectontwikkeling;Alle bedrijven;2007 3e kwartaal;;
590;41 Algemene bouw en projectontwikkeling;Alle bedrijven;2007 oktober;;
591;41 Algemene bouw en projectontwikkeling;Alle bedrijven;2007 november;;
592;41 Algemene bouw en projectontwikkeling;Alle bedrijven;2007 december;;
593;41 Algemene bouw en projectontwikkeling;Alle bedrijven;2007 4e kwartaal;;
594;41 Algemene bouw en projectontwikkeling;Alle bedrijven;2007;;
595;41 Algemene bouw en projectontwikkeling;Alle bedrijven;2008 januari;;
596;41 Algemene bouw en projectontwikkeling;Alle bedrijven;2008 februari;;
