ID;Persoonskenmerken;Perioden;ZeerTevreden_1;Tevreden_2;NietTevredenNietOntevreden_3;Ontevreden_4;ZeerOntevreden_5;PvdA_6;CDA_7;VVD_8;D66_9;GROENLINKS_10;SGPChristenUnie_11;SP_12;LeefbaarNederland_13;LijstPimFortuyn_14;AnderePartij_15;NietOfBlancoStemmer_16;WeetNiet_17;HeeftGestemd_18;PvdA_19;CDA_20;VVD_21;D66_22;GROENLINKS_23;SGPChristenUnie_24;SP_25;LeefbaarNederland_26;LijstPimFortuyn_27;AnderePartij_28;BlancoStemmer_29;WeetNiet_30;ZeerGeinteresseerd_31;TamelijkGeinteresseerd_32;WeinigGeinteresseerd_33;GeenInteresse_34;IsActiefInGesprek_35;Luistert_36;LuistertNiet_37;LidPolitiekePartij_38;BezVergaderingenPolPartij15Tot30_39;BandMetPolitiekePartij_40;ZeerSterkeBand_41;TamelijkSterkeBand_42;MatigSterkeBand_43;ZwakTotZeerZwakkeBand_44;IsLidVanEenVakStudentenbond_45;BezoektVergWerkgNemersorgVakbond_46;OnbeperktMogelijkZijn_47;BeperktWorden_48;VolledigGestoptWorden_49;OnbeperktMogelijkZijn_50;BeperktWorden_51;VolledigGestoptWorden_52;OnbeperktMogelijkZijn_53;BeperktWorden_54;VolledigGestoptWorden_55;VeelMoeilijkerMaken_56;MoeilijkerMaken_57;NietMoeilijkerNietMakkelijkerMaken_58;MakkelijkerMaken_59;VeelMakkelijkerMaken_60;EigenCultuurVolledigBehouden_61;EigenCultuurGrotendeelsBehouden_62;CultuurNietBehoudenNietAanpassen_63;GrotendeelsAanpassenAanNLCultuur_64;VolledigAanpassenAanNLCultuur_65;HelemaalMeeEens_66;MeeEens_67;NietEensNietOneens_68;MeeOneens_69;HelemaalMeeOneens_70;HelemaalMeeEens_71;MeeEens_72;NietEensNietOneens_73;MeeOneens_74;HelemaalMeeOneens_75;GezinEtnischeMinderheid_76;NederlandsGezin_77;MagGeenVerschilMaken_78;WerknemerMetGezin_79;WerknemerZonderGezin_80;MagGeenVerschilMaken_81;EenBuitenlander_82;EenNederlander_83;MagGeenVerschilMaken_84;EenMan_85;EenVrouw_86;MagGeenVerschilMaken_87;EenJongere_88;EenOudere_89;MagGeenVerschilMaken_90;EenBlanke_91;AndereHuidskleur_92;MagGeenVerschilMaken_93;Hinderlijk_94;NietHinderlijk_95;WeetNiet_96;Hinderlijk_97;NietHinderlijk_98;WeetNiet_99;HeelErgBelangrijk_100;ErgBelangrijk_101;Belangrijk_102;IsErOnzekerOver_103;Onbelangrijk_104;HeelErgBelangrijk_105;ErgBelangrijk_106;Belangrijk_107;IsErOnzekerOver_108;Onbelangrijk_109;HeelErgBelangrijk_110;ErgBelangrijk_111;Belangrijk_112;IsErOnzekerOver_113;Onbelangrijk_114;HeelErgBelangrijk_115;ErgBelangrijk_116;Belangrijk_117;IsErOnzekerOver_118;Onbelangrijk_119;HeelErgBelangrijk_120;ErgBelangrijk_121;Belangrijk_122;IsErOnzekerOver_123;Onbelangrijk_124;HeelErgBelangrijk_125;ErgBelangrijk_126;Belangrijk_127;IsErOnzekerOver_128;Onbelangrijk_129;HeelErgBelangrijk_130;ErgBelangrijk_131;Belangrijk_132;IsErOnzekerOver_133;Onbelangrijk_134;HeelErgBelangrijk_135;ErgBelangrijk_136;Belangrijk_137;IsErOnzekerOver_138;Onbelangrijk_139;HeelErgBelangrijk_140;ErgBelangrijk_141;Belangrijk_142;IsErOnzekerOver_143;Onbelangrijk_144;HeelErgBelangrijk_145;ErgBelangrijk_146;Belangrijk_147;IsErOnzekerOver_148;Onbelangrijk_149;HeelErgBelangrijk_150;ErgBelangrijk_151;Belangrijk_152;IsErOnzekerOver_153;Onbelangrijk_154;HeelErgBelangrijk_155;ErgBelangrijk_156;Belangrijk_157;IsErOnzekerOver_158;Onbelangrijk_159;HeelErgBelangrijk_160;ErgBelangrijk_161;Belangrijk_162;IsErOnzekerOver_163;Onbelangrijk_164;HeelErgBelangrijk_165;ErgBelangrijk_166;Belangrijk_167;IsErOnzekerOver_168;Onbelangrijk_169;HelemaalGrotendeelsMeeEens_170;NietMeeEensNietMeeOneens_171;HelemaalNietMeeEens_172;HelemaalGrotendeelsMeeEens_173;NietMeeEensNietMeeOneens_174;HelemaalNietMeeEens_175;HelemaalGrotendeelsMeeEens_176;NietMeeEensNietMeeOneens_177;HelemaalNietMeeEens_178;HelemaalGrotendeelsMeeEens_179;NietMeeEensNietMeeOneens_180;HelemaalNietMeeEens_181;HelemaalGrotendeelsMeeEens_182;NietMeeEensNietMeeOneens_183;HelemaalNietMeeEens_184;HelemaalGrotendeelsMeeEens_185;NietMeeEensNietMeeOneens_186;HelemaalNietMeeEens_187;OverspelIsBreekpuntInRelatie_188;OverspelIsFoutMaarRelatieNietStuk_189;OverspelMoetMogelijkZijn_190;GeenMeningWeetNietWeigert_191
10;Mannen;1999;1.0;38.0;43.0;15.0;3.0;21.0;14.0;23.0;5.0;8.0;3.0;3.0;;;1.0;14.0;8.0;;;;;;;;;;;;;;15.0;43.0;25.0;16.0;51.0;35.0;15.0;5.0;;61.0;17.0;45.0;32.0;5.0;;;8.0;76.0;16.0;34.0;56.0;10.0;11.0;66.0;23.0;23.0;28.0;29.0;12.0;7.0;3.0;7.0;34.0;31.0;25.0;2.0;22.0;23.0;33.0;20.0;17.0;57.0;12.0;8.0;5.0;1.0;20.0;79.0;3.0;40.0;57.0;9.0;2.0;89.0;1.0;5.0;94.0;22.0;14.0;65.0;1.0;3.0;96.0;13.0;79.0;8.0;6.0;88.0;5.0;15.0;15.0;33.0;5.0;32.0;35.0;30.0;26.0;2.0;7.0;49.0;25.0;15.0;4.0;8.0;45.0;29.0;21.0;1.0;4.0;18.0;28.0;45.0;2.0;6.0;19.0;26.0;51.0;2.0;2.0;18.0;32.0;42.0;4.0;4.0;16.0;32.0;46.0;3.0;3.0;6.0;14.0;41.0;19.0;21.0;11.0;22.0;44.0;12.0;10.0;9.0;17.0;36.0;21.0;18.0;10.0;24.0;46.0;10.0;9.0;47.0;29.0;22.0;1.0;1.0;31.0;33.0;33.0;2.0;1.0;;;;;;;;;;;;;;;;;;;;;;
11;Mannen;2000;1.0;43.0;41.0;12.0;2.0;22.0;14.0;22.0;4.0;7.0;3.0;2.0;;;1.0;14.0;10.0;;;;;;;;;;;;;;14.0;43.0;26.0;17.0;51.0;35.0;15.0;4.0;;60.0;15.0;46.0;34.0;5.0;;;9.0;76.0;15.0;35.0;57.0;7.0;13.0;68.0;19.0;21.0;28.0;32.0;12.0;7.0;2.0;6.0;33.0;33.0;25.0;3.0;24.0;21.0;35.0;18.0;19.0;57.0;12.0;9.0;3.0;1.0;16.0;83.0;3.0;41.0;56.0;8.0;2.0;90.0;1.0;4.0;95.0;20.0;13.0;67.0;1.0;3.0;96.0;12.0;81.0;7.0;6.0;88.0;6.0;15.0;15.0;33.0;5.0;32.0;36.0;30.0;26.0;3.0;5.0;52.0;22.0;15.0;4.0;7.0;45.0;31.0;21.0;2.0;3.0;20.0;27.0;44.0;2.0;7.0;17.0;28.0;51.0;2.0;2.0;18.0;30.0;43.0;4.0;6.0;15.0;31.0;48.0;3.0;2.0;6.0;13.0;43.0;17.0;20.0;11.0;21.0;45.0;12.0;10.0;9.0;15.0;37.0;22.0;17.0;12.0;23.0;47.0;11.0;8.0;49.0;29.0;21.0;1.0;0.0;33.0;33.0;31.0;2.0;1.0;;;;;;;;;;;;;;;;;;;;;;
12;Mannen;2001;1.0;43.0;40.0;14.0;3.0;21.0;13.0;22.0;4.0;6.0;3.0;3.0;;;3.0;13.0;11.0;;;;;;;;;;;;;;15.0;44.0;25.0;16.0;54.0;33.0;12.0;5.0;2.0;60.0;15.0;45.0;36.0;5.0;12.0;7.0;7.0;77.0;16.0;33.0;59.0;8.0;11.0;69.0;20.0;24.0;27.0;31.0;13.0;6.0;3.0;6.0;32.0;33.0;26.0;3.0;23.0;21.0;34.0;19.0;17.0;58.0;11.0;9.0;4.0;1.0;19.0;80.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;53.0;26.0;20.0;42.0;26.0;31.0;70.0;16.0;13.0;42.0;32.0;25.0;71.0;13.0;14.0;14.0;23.0;62.0;68.0;16.0;2.0;13.0
13;Mannen;2002;1.0;27.0;41.0;24.0;7.0;15.0;22.0;18.0;4.0;5.0;3.0;5.0;3.0;5.0;1.0;8.0;11.0;89.0;16.0;30.0;17.0;5.0;8.0;3.0;6.0;1.0;12.0;0.0;0.0;1.0;20.0;45.0;22.0;13.0;59.0;30.0;11.0;5.0;;59.0;17.0;47.0;32.0;4.0;;;7.0;77.0;16.0;32.0;59.0;9.0;11.0;66.0;23.0;22.0;27.0;31.0;13.0;7.0;2.0;6.0;29.0;33.0;29.0;3.0;19.0;21.0;37.0;21.0;16.0;56.0;12.0;11.0;5.0;1.0;18.0;81.0;;;;;;;;;;;;;;;;;;;;;;15.0;15.0;33.0;6.0;31.0;36.0;33.0;23.0;2.0;5.0;52.0;24.0;14.0;3.0;7.0;47.0;31.0;18.0;1.0;3.0;18.0;28.0;47.0;3.0;5.0;17.0;28.0;51.0;2.0;2.0;17.0;31.0;44.0;4.0;3.0;14.0;31.0;49.0;4.0;2.0;5.0;11.0;43.0;20.0;21.0;10.0;21.0;48.0;12.0;9.0;8.0;16.0;40.0;21.0;16.0;10.0;23.0;47.0;13.0;8.0;48.0;32.0;20.0;1.0;0.0;34.0;34.0;30.0;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;
14;Mannen;2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.0;;;;;;12.0;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;54.0;26.0;20.0;39.0;26.0;35.0;70.0;15.0;14.0;40.0;34.0;24.0;70.0;12.0;16.0;14.0;21.0;63.0;69.0;17.0;2.0;12.0
15;Mannen;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;Vrouwen;1997;0.0;30.0;54.0;14.0;2.0;20.0;16.0;15.0;8.0;5.0;4.0;2.0;;;2.0;14.0;14.0;;;;;;;;;;;;;;7.0;37.0;33.0;23.0;31.0;49.0;20.0;4.0;1.0;56.0;13.0;42.0;40.0;5.0;8.0;4.0;9.0;72.0;19.0;17.0;69.0;14.0;8.0;67.0;25.0;22.0;25.0;37.0;11.0;5.0;4.0;6.0;39.0;26.0;25.0;2.0;15.0;27.0;34.0;23.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;66.0;20.0;2.0;13.0
17;Vrouwen;1998;1.0;36.0;50.0;12.0;2.0;25.0;15.0;17.0;7.0;7.0;4.0;2.0;;;1.0;13.0;9.0;82.0;32.0;17.0;22.0;9.0;8.0;5.0;3.0;;;2.0;1.0;1.0;8.0;39.0;32.0;22.0;35.0;46.0;20.0;4.0;;58.0;14.0;48.0;33.0;4.0;;;8.0;76.0;16.0;18.0;69.0;12.0;10.0;68.0;22.0;22.0;26.0;36.0;11.0;4.0;4.0;7.0;38.0;26.0;26.0;2.0;17.0;26.0;33.0;22.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18;Vrouwen;1999;1.0;28.0;54.0;15.0;3.0;21.0;15.0;16.0;4.0;10.0;4.0;2.0;;;1.0;15.0;12.0;;;;;;;;;;;;;;8.0;36.0;32.0;24.0;35.0;46.0;19.0;4.0;;58.0;14.0;44.0;36.0;5.0;;;9.0;74.0;17.0;21.0;67.0;12.0;11.0;68.0;21.0;20.0;24.0;38.0;12.0;7.0;3.0;7.0;38.0;28.0;24.0;3.0;20.0;26.0;34.0;18.0;14.0;54.0;14.0;11.0;6.0;1.0;22.0;77.0;5.0;35.0;60.0;9.0;4.0;87.0;2.0;7.0;91.0;17.0;15.0;69.0;2.0;4.0;95.0;11.0;81.0;8.0;7.0;86.0;6.0;15.0;13.0;32.0;4.0;36.0;39.0;27.0;26.0;2.0;6.0;57.0;21.0;13.0;2.0;6.0;51.0;26.0;19.0;1.0;2.0;19.0;25.0;45.0;3.0;7.0;16.0;24.0;56.0;2.0;2.0;18.0;28.0;45.0;4.0;4.0;16.0;28.0;51.0;3.0;2.0;7.0;15.0;45.0;19.0;14.0;14.0;24.0;45.0;11.0;6.0;12.0;18.0;39.0;21.0;10.0;14.0;24.0;46.0;10.0;5.0;49.0;27.0;23.0;1.0;0.0;33.0;31.0;32.0;1.0;2.0;;;;;;;;;;;;;;;;;;;;;;
19;Vrouwen;2000;1.0;33.0;51.0;13.0;2.0;21.0;14.0;15.0;4.0;9.0;4.0;2.0;;;1.0;16.0;15.0;;;;;;;;;;;;;;7.0;35.0;33.0;25.0;34.0;47.0;19.0;4.0;;56.0;13.0;43.0;40.0;5.0;;;9.0;74.0;17.0;24.0;67.0;10.0;10.0;71.0;19.0;21.0;22.0;39.0;13.0;5.0;3.0;7.0;35.0;28.0;26.0;3.0;20.0;27.0;35.0;15.0;15.0;56.0;14.0;11.0;4.0;1.0;19.0;80.0;3.0;34.0;63.0;9.0;3.0;89.0;1.0;6.0;93.0;13.0;13.0;74.0;1.0;3.0;96.0;11.0;81.0;8.0;6.0;87.0;7.0;12.0;11.0;34.0;5.0;38.0;39.0;27.0;27.0;3.0;5.0;57.0;20.0;14.0;3.0;5.0;53.0;25.0;18.0;1.0;3.0;17.0;26.0;47.0;3.0;7.0;16.0;24.0;56.0;3.0;2.0;18.0;29.0;45.0;4.0;4.0;14.0;31.0;51.0;3.0;1.0;7.0;16.0;46.0;18.0;13.0;14.0;24.0;45.0;11.0;6.0;11.0;17.0;41.0;20.0;10.0;14.0;24.0;47.0;10.0;5.0;50.0;29.0;21.0;1.0;0.0;37.0;31.0;29.0;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;
20;Vrouwen;2001;1.0;32.0;50.0;15.0;2.0;21.0;13.0;14.0;4.0;8.0;4.0;2.0;;;2.0;15.0;17.0;;;;;;;;;;;;;;8.0;37.0;32.0;23.0;37.0;47.0;16.0;3.0;1.0;54.0;12.0;46.0;37.0;6.0;10.0;4.0;8.0;75.0;17.0;23.0;67.0;10.0;11.0;69.0;19.0;19.0;26.0;37.0;12.0;5.0;3.0;6.0;37.0;31.0;24.0;3.0;21.0;24.0;36.0;16.0;14.0;56.0;14.0;11.0;4.0;1.0;20.0;80.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;70.0;17.0;13.0;39.0;27.0;33.0;67.0;16.0;16.0;32.0;31.0;36.0;74.0;10.0;16.0;14.0;23.0;62.0;72.0;16.0;1.0;10.0
21;Vrouwen;2002;1.0;21.0;49.0;25.0;5.0;15.0;23.0;11.0;4.0;7.0;4.0;5.0;2.0;3.0;1.0;9.0;16.0;87.0;18.0;32.0;15.0;7.0;7.0;4.0;5.0;1.0;10.0;1.0;0.0;1.0;12.0;43.0;29.0;17.0;44.0;43.0;13.0;3.0;;57.0;15.0;47.0;34.0;4.0;;;6.0;78.0;16.0;22.0;68.0;10.0;10.0;71.0;19.0;19.0;24.0;40.0;12.0;6.0;2.0;4.0;35.0;32.0;27.0;2.0;20.0;27.0;36.0;15.0;12.0;57.0;16.0;10.0;5.0;0.0;19.0;81.0;;;;;;;;;;;;;;;;;;;;;;14.0;14.0;32.0;5.0;36.0;42.0;27.0;25.0;3.0;3.0;61.0;20.0;12.0;2.0;4.0;54.0;28.0;16.0;1.0;2.0;17.0;25.0;47.0;3.0;8.0;17.0;23.0;57.0;1.0;2.0;19.0;30.0;43.0;4.0;4.0;16.0;31.0;49.0;3.0;1.0;6.0;13.0;50.0;18.0;13.0;13.0;23.0;48.0;11.0;6.0;11.0;18.0;42.0;20.0;8.0;13.0;25.0;46.0;11.0;5.0;51.0;28.0;21.0;1.0;0.0;37.0;32.0;28.0;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;
22;Vrouwen;2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;;;;9.0;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;71.0;16.0;13.0;36.0;27.0;36.0;67.0;17.0;15.0;33.0;31.0;35.0;73.0;12.0;14.0;13.0;22.0;64.0;72.0;16.0;1.0;10.0
23;Vrouwen;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24;12 tot 18 jarigen;1997;1.0;39.0;53.0;6.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;22.0;37.0;38.0;20.0;43.0;37.0;;0.0;;;;;;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;56.0;12.0;2.0;29.0
25;12 tot 18 jarigen;1998;0.0;45.0;49.0;5.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;3.0;24.0;35.0;38.0;21.0;44.0;35.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26;12 tot 18 jarigen;1999;1.0;40.0;52.0;6.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;25.0;34.0;39.0;24.0;42.0;34.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27;12 tot 18 jarigen;2000;1.0;48.0;47.0;4.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;22.0;33.0;42.0;21.0;43.0;36.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28;12 tot 18 jarigen;2001;1.0;49.0;43.0;6.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;23.0;36.0;40.0;24.0;43.0;33.0;;1.0;;;;;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;57.0;24.0;18.0;37.0;27.0;34.0;58.0;23.0;18.0;39.0;29.0;29.0;69.0;14.0;16.0;15.0;21.0;64.0;61.0;12.0;2.0;25.0
29;12 tot 18 jarigen;2002;0.0;28.0;54.0;14.0;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;5.0;28.0;36.0;32.0;29.0;45.0;26.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30;12 tot 18 jarigen;2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;54.0;25.0;20.0;36.0;26.0;37.0;57.0;23.0;19.0;37.0;30.0;31.0;68.0;15.0;15.0;14.0;21.0;63.0;59.0;14.0;3.0;25.0
31;12 tot 18 jarigen;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;18 tot 25 jarigen;1997;1.0;33.0;56.0;9.0;1.0;15.0;9.0;17.0;11.0;6.0;4.0;1.0;;;1.0;18.0;17.0;;;;;;;;;;;;;;5.0;35.0;37.0;23.0;34.0;46.0;19.0;1.0;1.0;41.0;11.0;46.0;38.0;6.0;9.0;4.0;8.0;76.0;16.0;21.0;69.0;10.0;10.0;72.0;19.0;19.0;31.0;31.0;15.0;4.0;4.0;9.0;32.0;36.0;19.0;2.0;13.0;26.0;34.0;26.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;70.0;20.0;2.0;8.0
33;18 tot 25 jarigen;1998;1.0;42.0;48.0;7.0;1.0;21.0;8.0;19.0;7.0;10.0;5.0;2.0;;;2.0;16.0;10.0;73.0;28.0;11.0;23.0;12.0;12.0;6.0;4.0;;;2.0;1.0;0.0;7.0;36.0;34.0;23.0;37.0;42.0;21.0;1.0;;46.0;14.0;46.0;36.0;4.0;;;7.0;81.0;12.0;20.0;73.0;7.0;11.0;78.0;11.0;15.0;32.0;32.0;14.0;7.0;3.0;9.0;34.0;38.0;17.0;2.0;16.0;27.0;36.0;19.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
34;18 tot 25 jarigen;1999;1.0;34.0;55.0;9.0;1.0;19.0;8.0;17.0;5.0;12.0;5.0;3.0;;;1.0;18.0;12.0;;;;;;;;;;;;;;5.0;35.0;34.0;26.0;37.0;43.0;21.0;1.0;;46.0;12.0;49.0;32.0;7.0;;;9.0;76.0;15.0;24.0;69.0;8.0;16.0;70.0;14.0;16.0;29.0;34.0;16.0;5.0;4.0;9.0;35.0;35.0;17.0;2.0;18.0;29.0;33.0;18.0;14.0;53.0;20.0;8.0;5.0;0.0;20.0;80.0;3.0;34.0;63.0;5.0;1.0;94.0;1.0;1.0;98.0;18.0;9.0;74.0;0.0;2.0;98.0;16.0;75.0;9.0;9.0;87.0;5.0;5.0;9.0;26.0;7.0;53.0;28.0;26.0;26.0;5.0;16.0;44.0;19.0;14.0;7.0;16.0;43.0;28.0;22.0;2.0;5.0;36.0;32.0;30.0;1.0;1.0;23.0;27.0;46.0;2.0;1.0;33.0;35.0;30.0;1.0;1.0;16.0;35.0;46.0;2.0;1.0;5.0;13.0;41.0;23.0;18.0;13.0;26.0;43.0;11.0;8.0;9.0;19.0;39.0;19.0;14.0;13.0;32.0;42.0;7.0;5.0;59.0;27.0;14.0;0.0;1.0;46.0;32.0;21.0;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;
35;18 tot 25 jarigen;2000;1.0;40.0;51.0;7.0;1.0;19.0;8.0;16.0;4.0;11.0;5.0;2.0;;;1.0;19.0;16.0;;;;;;;;;;;;;;5.0;34.0;35.0;26.0;35.0;44.0;20.0;1.0;;39.0;11.0;50.0;35.0;3.0;;;10.0;79.0;12.0;27.0;68.0;4.0;14.0;75.0;11.0;12.0;32.0;33.0;17.0;6.0;3.0;9.0;34.0;36.0;19.0;1.0;20.0;28.0;37.0;14.0;17.0;56.0;16.0;9.0;2.0;1.0;18.0;81.0;2.0;38.0;60.0;6.0;1.0;93.0;1.0;2.0;98.0;15.0;11.0;74.0;0.0;2.0;98.0;16.0;75.0;9.0;7.0;87.0;6.0;5.0;7.0;21.0;11.0;55.0;30.0;24.0;29.0;6.0;11.0;44.0;19.0;15.0;10.0;12.0;45.0;29.0;20.0;2.0;3.0;31.0;36.0;32.0;0.0;1.0;19.0;30.0;46.0;3.0;2.0;33.0;37.0;28.0;1.0;1.0;18.0;34.0;43.0;4.0;1.0;6.0;11.0;41.0;23.0;18.0;15.0;23.0;45.0;9.0;8.0;10.0;15.0;34.0;24.0;17.0;17.0;24.0;43.0;9.0;7.0;63.0;24.0;12.0;1.0;0.0;51.0;33.0;16.0;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;
36;18 tot 25 jarigen;2001;1.0;42.0;48.0;8.0;1.0;19.0;7.0;15.0;4.0;9.0;4.0;2.0;;;2.0;18.0;19.0;;;;;;;;;;;;;;6.0;35.0;34.0;25.0;39.0;45.0;16.0;1.0;2.0;37.0;10.0;56.0;29.0;5.0;9.0;4.0;7.0;78.0;15.0;24.0;70.0;6.0;12.0;75.0;13.0;18.0;34.0;29.0;15.0;4.0;3.0;8.0;34.0;39.0;16.0;2.0;20.0;26.0;35.0;17.0;15.0;59.0;16.0;8.0;2.0;1.0;17.0;82.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60.0;23.0;16.0;40.0;26.0;33.0;69.0;16.0;15.0;37.0;32.0;30.0;72.0;12.0;14.0;14.0;24.0;61.0;78.0;15.0;1.0;6.0
