ID;Beroepen;Persoonskenmerken;Perioden;WerkzameBeroepsbevolking_1;TotaalWerknemers_2;WerknemersVasteArbeidsrelatie_3;WerknemersFlexibeleArbeidsrelatie_4;Zelfstandigen_5;Arbeidsduur12Tot20UurPerWeek_6;Arbeidsduur20Tot35UurPerWeek_7;Arbeidsduur35UurOfMeerPerWeek_8;ArbeidsduurOnbekend_9
3761;372 Algemeen e.d.;35 tot 45 jarigen;2006;37.0;33.0;29.0;5.0;4.0;14.0;16.0;8.0;
3762;372 Algemeen e.d.;45 tot 55 jarigen;1996;30.0;27.0;22.0;5.0;3.0;11.0;14.0;5.0;
3763;372 Algemeen e.d.;45 tot 55 jarigen;1997;32.0;29.0;24.0;5.0;3.0;11.0;15.0;6.0;
3764;372 Algemeen e.d.;45 tot 55 jarigen;1998;33.0;29.0;24.0;5.0;4.0;14.0;13.0;5.0;
3765;372 Algemeen e.d.;45 tot 55 jarigen;1999;31.0;28.0;24.0;4.0;4.0;11.0;14.0;7.0;
3766;372 Algemeen e.d.;45 tot 55 jarigen;2000;39.0;35.0;31.0;5.0;4.0;14.0;18.0;7.0;
3767;372 Algemeen e.d.;45 tot 55 jarigen;2001;42.0;39.0;34.0;5.0;3.0;16.0;18.0;9.0;
3768;372 Algemeen e.d.;45 tot 55 jarigen;2002;39.0;36.0;32.0;4.0;4.0;13.0;19.0;7.0;
3769;372 Algemeen e.d.;45 tot 55 jarigen;2003;35.0;31.0;28.0;3.0;4.0;14.0;14.0;6.0;
3770;372 Algemeen e.d.;45 tot 55 jarigen;2004;41.0;37.0;32.0;5.0;4.0;15.0;20.0;6.0;
3771;372 Algemeen e.d.;45 tot 55 jarigen;2005;40.0;36.0;33.0;3.0;3.0;14.0;19.0;6.0;
3772;372 Algemeen e.d.;45 tot 55 jarigen;2006;46.0;42.0;37.0;5.0;4.0;18.0;22.0;6.0;
3773;372 Algemeen e.d.;55 tot 65 jarigen;1996;8.0;8.0;7.0;;;3.0;4.0;;
3774;372 Algemeen e.d.;55 tot 65 jarigen;1997;8.0;7.0;6.0;;;3.0;4.0;;
3775;372 Algemeen e.d.;55 tot 65 jarigen;1998;9.0;7.0;6.0;;;4.0;3.0;2.0;
3776;372 Algemeen e.d.;55 tot 65 jarigen;1999;8.0;7.0;6.0;;;3.0;4.0;;
3777;372 Algemeen e.d.;55 tot 65 jarigen;2000;6.0;6.0;4.0;2.0;;3.0;2.0;;
3778;372 Algemeen e.d.;55 tot 65 jarigen;2001;15.0;13.0;12.0;;2.0;7.0;6.0;;
3779;372 Algemeen e.d.;55 tot 65 jarigen;2002;11.0;10.0;8.0;2.0;2.0;6.0;4.0;;
3780;372 Algemeen e.d.;55 tot 65 jarigen;2003;13.0;12.0;11.0;;;6.0;6.0;;
3781;372 Algemeen e.d.;55 tot 65 jarigen;2004;18.0;16.0;14.0;2.0;2.0;6.0;9.0;3.0;
3782;372 Algemeen e.d.;55 tot 65 jarigen;2005;17.0;15.0;14.0;;2.0;8.0;6.0;3.0;
3783;372 Algemeen e.d.;55 tot 65 jarigen;2006;20.0;18.0;16.0;2.0;2.0;9.0;8.0;3.0;
3784;372 Algemeen e.d.;Onderwijsniveau: laag;1996;88.0;82.0;66.0;17.0;6.0;24.0;39.0;26.0;
3785;372 Algemeen e.d.;Onderwijsniveau: laag;1997;94.0;89.0;70.0;19.0;5.0;30.0;41.0;22.0;
3786;372 Algemeen e.d.;Onderwijsniveau: laag;1998;101.0;96.0;75.0;21.0;5.0;34.0;44.0;24.0;
3787;372 Algemeen e.d.;Onderwijsniveau: laag;1999;102.0;95.0;75.0;20.0;6.0;29.0;43.0;29.0;
3788;372 Algemeen e.d.;Onderwijsniveau: laag;2000;100.0;94.0;77.0;17.0;6.0;30.0;46.0;24.0;
3789;372 Algemeen e.d.;Onderwijsniveau: laag;2001;117.0;110.0;90.0;20.0;7.0;39.0;53.0;25.0;
3790;372 Algemeen e.d.;Onderwijsniveau: laag;2002;108.0;103.0;84.0;19.0;5.0;32.0;57.0;20.0;
3791;372 Algemeen e.d.;Onderwijsniveau: laag;2003;99.0;93.0;77.0;16.0;6.0;32.0;44.0;23.0;
3792;372 Algemeen e.d.;Onderwijsniveau: laag;2004;98.0;93.0;77.0;16.0;5.0;35.0;42.0;21.0;
3793;372 Algemeen e.d.;Onderwijsniveau: laag;2005;95.0;89.0;72.0;17.0;5.0;35.0;40.0;20.0;
3794;372 Algemeen e.d.;Onderwijsniveau: laag;2006;105.0;98.0;74.0;24.0;6.0;38.0;44.0;22.0;
3795;372 Algemeen e.d.;Onderwijsniveau: middelbaar;1996;49.0;44.0;32.0;13.0;4.0;12.0;22.0;14.0;
3796;372 Algemeen e.d.;Onderwijsniveau: middelbaar;1997;50.0;46.0;34.0;13.0;4.0;10.0;23.0;17.0;
3797;372 Algemeen e.d.;Onderwijsniveau: middelbaar;1998;46.0;41.0;26.0;14.0;5.0;16.0;14.0;15.0;
3798;372 Algemeen e.d.;Onderwijsniveau: middelbaar;1999;51.0;47.0;34.0;12.0;4.0;16.0;21.0;14.0;
3799;372 Algemeen e.d.;Onderwijsniveau: middelbaar;2000;51.0;48.0;35.0;13.0;4.0;18.0;22.0;11.0;
3800;372 Algemeen e.d.;Onderwijsniveau: middelbaar;2001;52.0;50.0;37.0;13.0;3.0;16.0;21.0;15.0;
3801;372 Algemeen e.d.;Onderwijsniveau: middelbaar;2002;56.0;52.0;37.0;15.0;4.0;21.0;22.0;12.0;
3802;372 Algemeen e.d.;Onderwijsniveau: middelbaar;2003;51.0;48.0;38.0;10.0;3.0;20.0;19.0;12.0;
3803;372 Algemeen e.d.;Onderwijsniveau: middelbaar;2004;67.0;60.0;45.0;16.0;6.0;19.0;32.0;16.0;
3804;372 Algemeen e.d.;Onderwijsniveau: middelbaar;2005;64.0;60.0;44.0;16.0;4.0;20.0;27.0;17.0;
3805;372 Algemeen e.d.;Onderwijsniveau: middelbaar;2006;75.0;70.0;50.0;20.0;5.0;26.0;32.0;18.0;
3806;372 Algemeen e.d.;Onderwijsniveau: hoog;1996;7.0;7.0;3.0;3.0;;4.0;2.0;;
3807;372 Algemeen e.d.;Onderwijsniveau: hoog;1997;5.0;4.0;2.0;3.0;;2.0;2.0;;
3808;372 Algemeen e.d.;Onderwijsniveau: hoog;1998;7.0;6.0;3.0;3.0;;3.0;2.0;2.0;
3809;372 Algemeen e.d.;Onderwijsniveau: hoog;1999;6.0;5.0;2.0;3.0;;4.0;;;
3810;372 Algemeen e.d.;Onderwijsniveau: hoog;2000;5.0;5.0;4.0;;;2.0;2.0;;
3811;372 Algemeen e.d.;Onderwijsniveau: hoog;2001;2.0;2.0;2.0;;;;;;
3812;372 Algemeen e.d.;Onderwijsniveau: hoog;2002;6.0;6.0;5.0;;;;3.0;2.0;
3813;372 Algemeen e.d.;Onderwijsniveau: hoog;2003;5.0;4.0;3.0;2.0;;2.0;;2.0;
3814;372 Algemeen e.d.;Onderwijsniveau: hoog;2004;13.0;11.0;8.0;3.0;2.0;2.0;6.0;4.0;
3815;372 Algemeen e.d.;Onderwijsniveau: hoog;2005;8.0;7.0;4.0;3.0;;3.0;2.0;3.0;
3816;372 Algemeen e.d.;Onderwijsniveau: hoog;2006;9.0;8.0;5.0;4.0;;4.0;4.0;;
3817;372 Algemeen e.d.;Onderwijsniveau: onbekend;1996;;;;;;;;;
3818;372 Algemeen e.d.;Onderwijsniveau: onbekend;1997;;;;;;;;;
3819;372 Algemeen e.d.;Onderwijsniveau: onbekend;1998;;;;;;;;;
3820;372 Algemeen e.d.;Onderwijsniveau: onbekend;1999;;;;;;;;;
3821;372 Algemeen e.d.;Onderwijsniveau: onbekend;2000;2.0;;;;;;;;
3822;372 Algemeen e.d.;Onderwijsniveau: onbekend;2001;2.0;;;;;;;;
3823;372 Algemeen e.d.;Onderwijsniveau: onbekend;2002;;;;;;;;;
3824;372 Algemeen e.d.;Onderwijsniveau: onbekend;2003;;;;;;;;;
3825;372 Algemeen e.d.;Onderwijsniveau: onbekend;2004;2.0;2.0;2.0;;;;;;
3826;372 Algemeen e.d.;Onderwijsniveau: onbekend;2005;3.0;2.0;2.0;;;;;;
3827;372 Algemeen e.d.;Onderwijsniveau: onbekend;2006;2.0;2.0;;;;;;;
3828;4;Mannen en vrouwen;1996;2459.0;2097.0;1941.0;156.0;362.0;130.0;497.0;1832.0;
3829;4;Mannen en vrouwen;1997;2537.0;2167.0;2010.0;157.0;370.0;142.0;520.0;1874.0;
3830;4;Mannen en vrouwen;1998;2578.0;2227.0;2051.0;176.0;351.0;165.0;550.0;1862.0;
3831;4;Mannen en vrouwen;1999;2614.0;2251.0;2111.0;140.0;363.0;166.0;568.0;1881.0;
3832;4;Mannen en vrouwen;2000;2690.0;2320.0;2167.0;153.0;370.0;180.0;610.0;1900.0;
3833;4;Mannen en vrouwen;2001;2735.0;2369.0;2235.0;134.0;366.0;196.0;634.0;1905.0;
3834;4;Mannen en vrouwen;2002;2726.0;2356.0;2225.0;131.0;370.0;206.0;675.0;1845.0;
3835;4;Mannen en vrouwen;2003;2683.0;2315.0;2197.0;118.0;368.0;205.0;694.0;1785.0;
3836;4;Mannen en vrouwen;2004;2609.0;2236.0;2115.0;121.0;373.0;219.0;674.0;1715.0;
3837;4;Mannen en vrouwen;2005;2651.0;2273.0;2146.0;126.0;378.0;221.0;707.0;1724.0;
3838;4;Mannen en vrouwen;2006;2707.0;2311.0;2164.0;147.0;396.0;226.0;744.0;1737.0;
3839;4;Mannen;1996;1517.0;1258.0;1191.0;67.0;259.0;12.0;102.0;1403.0;
3840;4;Mannen;1997;1546.0;1285.0;1223.0;63.0;261.0;14.0;107.0;1426.0;
3841;4;Mannen;1998;1571.0;1320.0;1252.0;69.0;250.0;15.0;110.0;1446.0;
3842;4;Mannen;1999;1571.0;1314.0;1253.0;62.0;257.0;14.0;113.0;1444.0;
3843;4;Mannen;2000;1606.0;1349.0;1278.0;71.0;257.0;18.0;122.0;1465.0;
3844;4;Mannen;2001;1604.0;1355.0;1296.0;59.0;249.0;19.0;119.0;1466.0;
3845;4;Mannen;2002;1573.0;1313.0;1256.0;57.0;260.0;20.0;128.0;1426.0;
3846;4;Mannen;2003;1539.0;1283.0;1227.0;56.0;256.0;18.0;136.0;1385.0;
3847;4;Mannen;2004;1499.0;1234.0;1180.0;54.0;264.0;19.0;135.0;1344.0;
3848;4;Mannen;2005;1513.0;1239.0;1179.0;60.0;274.0;19.0;136.0;1358.0;
3849;4;Mannen;2006;1520.0;1242.0;1176.0;66.0;278.0;19.0;141.0;1360.0;
3850;4;Vrouwen;1996;942.0;839.0;750.0;89.0;103.0;118.0;396.0;429.0;
3851;4;Vrouwen;1997;991.0;882.0;787.0;95.0;109.0;128.0;414.0;448.0;
3852;4;Vrouwen;1998;1007.0;907.0;799.0;107.0;101.0;150.0;440.0;417.0;
3853;4;Vrouwen;1999;1043.0;937.0;859.0;78.0;106.0;151.0;455.0;437.0;
3854;4;Vrouwen;2000;1084.0;971.0;889.0;81.0;113.0;161.0;488.0;435.0;
3855;4;Vrouwen;2001;1130.0;1014.0;939.0;75.0;117.0;177.0;515.0;439.0;
3856;4;Vrouwen;2002;1153.0;1043.0;969.0;74.0;110.0;187.0;548.0;419.0;
3857;4;Vrouwen;2003;1144.0;1032.0;970.0;62.0;112.0;186.0;558.0;400.0;
3858;4;Vrouwen;2004;1110.0;1002.0;935.0;67.0;108.0;200.0;539.0;371.0;
3859;4;Vrouwen;2005;1138.0;1033.0;967.0;66.0;105.0;202.0;571.0;365.0;
3860;4;Vrouwen;2006;1187.0;1069.0;988.0;81.0;118.0;207.0;603.0;377.0;
3861;4;15 tot 25 jarigen;1996;272.0;259.0;211.0;48.0;13.0;10.0;53.0;210.0;
3862;4;15 tot 25 jarigen;1997;282.0;271.0;219.0;52.0;11.0;10.0;55.0;218.0;
3863;4;15 tot 25 jarigen;1998;259.0;252.0;198.0;54.0;7.0;12.0;57.0;191.0;
3864;4;15 tot 25 jarigen;1999;268.0;260.0;217.0;43.0;8.0;14.0;57.0;197.0;
3865;4;15 tot 25 jarigen;2000;288.0;279.0;230.0;48.0;10.0;16.0;62.0;210.0;
3866;4;15 tot 25 jarigen;2001;302.0;293.0;252.0;41.0;10.0;18.0;66.0;218.0;
3867;4;15 tot 25 jarigen;2002;296.0;287.0;242.0;45.0;9.0;21.0;71.0;204.0;
3868;4;15 tot 25 jarigen;2003;273.0;265.0;226.0;39.0;8.0;17.0;67.0;189.0;
3869;4;15 tot 25 jarigen;2004;255.0;247.0;209.0;38.0;9.0;15.0;65.0;175.0;
3870;4;15 tot 25 jarigen;2005;254.0;245.0;203.0;42.0;9.0;16.0;68.0;169.0;
3871;4;15 tot 25 jarigen;2006;252.0;240.0;189.0;51.0;12.0;22.0;64.0;166.0;
3872;4;25 tot 35 jarigen;1996;847.0;766.0;712.0;54.0;82.0;39.0;160.0;648.0;
3873;4;25 tot 35 jarigen;1997;860.0;781.0;731.0;50.0;79.0;37.0;168.0;656.0;
3874;4;25 tot 35 jarigen;1998;870.0;791.0;737.0;54.0;79.0;51.0;176.0;643.0;
3875;4;25 tot 35 jarigen;1999;838.0;762.0;721.0;41.0;76.0;44.0;161.0;634.0;
3876;4;25 tot 35 jarigen;2000;837.0;757.0;714.0;43.0;79.0;47.0;172.0;617.0;
3877;4;25 tot 35 jarigen;2001;823.0;747.0;709.0;38.0;76.0;46.0;179.0;598.0;
3878;4;25 tot 35 jarigen;2002;787.0;711.0;677.0;34.0;76.0;47.0;176.0;564.0;
3879;4;25 tot 35 jarigen;2003;746.0;672.0;643.0;29.0;73.0;46.0;177.0;522.0;
3880;4;25 tot 35 jarigen;2004;706.0;639.0;606.0;33.0;67.0;46.0;170.0;490.0;
3881;4;25 tot 35 jarigen;2005;690.0;629.0;593.0;37.0;61.0;49.0;172.0;469.0;
3882;4;25 tot 35 jarigen;2006;673.0;612.0;574.0;38.0;61.0;43.0;168.0;462.0;
3883;4;35 tot 45 jarigen;1996;679.0;579.0;548.0;31.0;101.0;45.0;151.0;483.0;
3884;4;35 tot 45 jarigen;1997;697.0;593.0;561.0;32.0;104.0;54.0;155.0;488.0;
3885;4;35 tot 45 jarigen;1998;714.0;616.0;578.0;38.0;98.0;55.0;166.0;494.0;
3886;4;35 tot 45 jarigen;1999;743.0;627.0;596.0;32.0;116.0;62.0;182.0;498.0;
3887;4;35 tot 45 jarigen;2000;764.0;658.0;626.0;32.0;106.0;64.0;185.0;515.0;
3888;4;35 tot 45 jarigen;2001;790.0;680.0;652.0;28.0;110.0;77.0;198.0;515.0;
3889;4;35 tot 45 jarigen;2002;798.0;683.0;657.0;26.0;115.0;80.0;209.0;508.0;
3890;4;35 tot 45 jarigen;2003;789.0;677.0;652.0;25.0;112.0;81.0;209.0;499.0;
3891;4;35 tot 45 jarigen;2004;778.0;652.0;624.0;28.0;126.0;83.0;210.0;485.0;
3892;4;35 tot 45 jarigen;2005;807.0;676.0;651.0;25.0;130.0;83.0;219.0;505.0;
3893;4;35 tot 45 jarigen;2006;832.0;695.0;667.0;28.0;137.0;86.0;228.0;517.0;
3894;4;45 tot 55 jarigen;1996;508.0;405.0;386.0;19.0;103.0;26.0;100.0;382.0;
3895;4;45 tot 55 jarigen;1997;539.0;423.0;404.0;19.0;116.0;31.0;111.0;398.0;
3896;4;45 tot 55 jarigen;1998;564.0;454.0;430.0;24.0;110.0;37.0;118.0;409.0;
3897;4;45 tot 55 jarigen;1999;588.0;484.0;464.0;20.0;105.0;32.0;134.0;422.0;
3898;4;45 tot 55 jarigen;2000;597.0;488.0;466.0;22.0;108.0;38.0;141.0;418.0;
3899;4;45 tot 55 jarigen;2001;608.0;498.0;478.0;19.0;110.0;39.0;147.0;422.0;
3900;4;45 tot 55 jarigen;2002;611.0;505.0;487.0;18.0;106.0;40.0;167.0;404.0;
3901;4;45 tot 55 jarigen;2003;629.0;518.0;500.0;18.0;111.0;43.0;177.0;409.0;
3902;4;45 tot 55 jarigen;2004;608.0;509.0;493.0;16.0;100.0;52.0;162.0;394.0;
3903;4;45 tot 55 jarigen;2005;629.0;522.0;507.0;15.0;107.0;49.0;179.0;401.0;
3904;4;45 tot 55 jarigen;2006;659.0;542.0;521.0;21.0;117.0;49.0;198.0;412.0;
3905;4;55 tot 65 jarigen;1996;152.0;89.0;85.0;4.0;63.0;10.0;33.0;109.0;
3906;4;55 tot 65 jarigen;1997;158.0;99.0;95.0;4.0;59.0;11.0;33.0;115.0;
3907;4;55 tot 65 jarigen;1998;171.0;114.0;109.0;5.0;57.0;11.0;33.0;126.0;
3908;4;55 tot 65 jarigen;1999;176.0;119.0;114.0;4.0;58.0;14.0;34.0;129.0;
3909;4;55 tot 65 jarigen;2000;204.0;138.0;131.0;7.0;66.0;14.0;49.0;141.0;
3910;4;55 tot 65 jarigen;2001;212.0;151.0;144.0;7.0;60.0;15.0;44.0;152.0;
3911;4;55 tot 65 jarigen;2002;234.0;170.0;163.0;7.0;65.0;18.0;52.0;164.0;
3912;4;55 tot 65 jarigen;2003;247.0;182.0;176.0;6.0;65.0;18.0;63.0;166.0;
3913;4;55 tot 65 jarigen;2004;261.0;189.0;183.0;6.0;72.0;24.0;66.0;171.0;
3914;4;55 tot 65 jarigen;2005;271.0;200.0;192.0;8.0;72.0;24.0;68.0;180.0;
3915;4;55 tot 65 jarigen;2006;291.0;222.0;212.0;9.0;69.0;26.0;85.0;180.0;
3916;4;Onderwijsniveau: laag;1996;476.0;371.0;348.0;23.0;105.0;17.0;78.0;381.0;
3917;4;Onderwijsniveau: laag;1997;467.0;364.0;341.0;23.0;103.0;22.0;80.0;364.0;
3918;4;Onderwijsniveau: laag;1998;485.0;388.0;361.0;27.0;97.0;24.0;88.0;373.0;
3919;4;Onderwijsniveau: laag;1999;483.0;385.0;360.0;25.0;98.0;19.0;86.0;379.0;
3920;4;Onderwijsniveau: laag;2000;523.0;418.0;393.0;26.0;105.0;24.0;91.0;408.0;
3921;4;Onderwijsniveau: laag;2001;535.0;432.0;411.0;21.0;104.0;27.0;97.0;411.0;
3922;4;Onderwijsniveau: laag;2002;498.0;406.0;384.0;22.0;92.0;27.0;105.0;366.0;
3923;4;Onderwijsniveau: laag;2003;476.0;381.0;357.0;24.0;94.0;27.0;100.0;348.0;
3924;4;Onderwijsniveau: laag;2004;427.0;344.0;327.0;17.0;84.0;23.0;83.0;322.0;
3925;4;Onderwijsniveau: laag;2005;394.0;307.0;289.0;18.0;87.0;19.0;73.0;301.0;
3926;4;Onderwijsniveau: laag;2006;400.0;308.0;288.0;20.0;92.0;17.0;80.0;304.0;
3927;4;Onderwijsniveau: middelbaar;1996;1735.0;1510.0;1402.0;108.0;225.0;99.0;361.0;1275.0;
3928;4;Onderwijsniveau: middelbaar;1997;1799.0;1566.0;1456.0;109.0;233.0;106.0;379.0;1315.0;
3929;4;Onderwijsniveau: middelbaar;1998;1802.0;1586.0;1463.0;123.0;215.0;123.0;400.0;1279.0;
3930;4;Onderwijsniveau: middelbaar;1999;1825.0;1599.0;1505.0;94.0;226.0;130.0;415.0;1279.0;
3931;4;Onderwijsniveau: middelbaar;2000;1837.0;1609.0;1509.0;100.0;228.0;140.0;443.0;1254.0;
3932;4;Onderwijsniveau: middelbaar;2001;1891.0;1669.0;1574.0;94.0;223.0;152.0;462.0;1277.0;
3933;4;Onderwijsniveau: middelbaar;2002;1908.0;1671.0;1581.0;89.0;237.0;162.0;490.0;1256.0;
3934;4;Onderwijsniveau: middelbaar;2003;1873.0;1645.0;1568.0;76.0;229.0;160.0;503.0;1210.0;
3935;4;Onderwijsniveau: middelbaar;2004;1785.0;1560.0;1480.0;79.0;225.0;171.0;486.0;1129.0;
3936;4;Onderwijsniveau: middelbaar;2005;1865.0;1634.0;1550.0;84.0;231.0;175.0;528.0;1162.0;
3937;4;Onderwijsniveau: middelbaar;2006;1904.0;1661.0;1558.0;103.0;244.0;184.0;553.0;1167.0;
3938;4;Onderwijsniveau: hoog;1996;242.0;212.0;187.0;25.0;31.0;14.0;58.0;170.0;
3939;4;Onderwijsniveau: hoog;1997;266.0;234.0;209.0;25.0;32.0;14.0;61.0;191.0;
3940;4;Onderwijsniveau: hoog;1998;283.0;247.0;222.0;25.0;36.0;18.0;61.0;204.0;
3941;4;Onderwijsniveau: hoog;1999;298.0;261.0;240.0;20.0;37.0;17.0;66.0;215.0;
3942;4;Onderwijsniveau: hoog;2000;319.0;283.0;257.0;26.0;36.0;16.0;75.0;228.0;
3943;4;Onderwijsniveau: hoog;2001;298.0;260.0;242.0;18.0;38.0;17.0;73.0;208.0;
3944;4;Onderwijsniveau: hoog;2002;313.0;273.0;255.0;18.0;40.0;17.0;80.0;216.0;
3945;4;Onderwijsniveau: hoog;2003;325.0;281.0;264.0;17.0;44.0;17.0;90.0;218.0;
3946;4;Onderwijsniveau: hoog;2004;389.0;327.0;302.0;24.0;62.0;26.0;105.0;259.0;
3947;4;Onderwijsniveau: hoog;2005;387.0;329.0;304.0;25.0;58.0;26.0;104.0;257.0;
3948;4;Onderwijsniveau: hoog;2006;394.0;336.0;313.0;23.0;58.0;25.0;110.0;259.0;
3949;4;Onderwijsniveau: onbekend;1996;6.0;5.0;5.0;;;;;6.0;
3950;4;Onderwijsniveau: onbekend;1997;6.0;4.0;4.0;;;;;5.0;
3951;4;Onderwijsniveau: onbekend;1998;8.0;5.0;5.0;;2.0;;;7.0;
3952;4;Onderwijsniveau: onbekend;1999;8.0;7.0;6.0;;;;;7.0;
3953;4;Onderwijsniveau: onbekend;2000;11.0;9.0;9.0;;2.0;;;9.0;
3954;4;Onderwijsniveau: onbekend;2001;10.0;8.0;7.0;;2.0;;;9.0;
3955;4;Onderwijsniveau: onbekend;2002;7.0;6.0;6.0;;;;;6.0;
3956;4;Onderwijsniveau: onbekend;2003;10.0;8.0;8.0;;;;;8.0;
3957;4;Onderwijsniveau: onbekend;2004;7.0;5.0;5.0;;;;;6.0;
3958;4;Onderwijsniveau: onbekend;2005;5.0;3.0;3.0;;;;;4.0;
3959;4;Onderwijsniveau: onbekend;2006;8.0;6.0;5.0;;2.0;;;7.0;
3960;44;Mannen en vrouwen;1996;131.0;14.0;13.0;;117.0;4.0;15.0;111.0;
3961;44;Mannen en vrouwen;1997;134.0;14.0;13.0;;120.0;3.0;19.0;111.0;
3962;44;Mannen en vrouwen;1998;119.0;15.0;14.0;;104.0;4.0;16.0;99.0;
3963;44;Mannen en vrouwen;1999;120.0;17.0;15.0;;103.0;4.0;12.0;104.0;
3964;44;Mannen en vrouwen;2000;116.0;14.0;13.0;;102.0;3.0;20.0;92.0;
3965;44;Mannen en vrouwen;2001;110.0;15.0;14.0;;95.0;4.0;13.0;92.0;
3966;44;Mannen en vrouwen;2002;111.0;15.0;14.0;;96.0;4.0;15.0;92.0;
3967;44;Mannen en vrouwen;2003;98.0;14.0;13.0;;85.0;4.0;16.0;79.0;
3968;44;Mannen en vrouwen;2004;105.0;15.0;14.0;;89.0;4.0;16.0;85.0;
3969;44;Mannen en vrouwen;2005;101.0;13.0;12.0;;87.0;3.0;14.0;83.0;
3970;44;Mannen en vrouwen;2006;98.0;10.0;9.0;;88.0;3.0;13.0;82.0;
3971;44;Mannen;1996;108.0;12.0;11.0;;96.0;;4.0;103.0;
3972;44;Mannen;1997;109.0;11.0;11.0;;97.0;;6.0;102.0;
3973;44;Mannen;1998;96.0;12.0;12.0;;84.0;;4.0;91.0;
3974;44;Mannen;1999;96.0;13.0;13.0;;82.0;;2.0;93.0;
3975;44;Mannen;2000;88.0;11.0;10.0;;77.0;;5.0;83.0;
3976;44;Mannen;2001;82.0;11.0;11.0;;70.0;;2.0;79.0;
3977;44;Mannen;2002;85.0;11.0;11.0;;73.0;;3.0;81.0;
3978;44;Mannen;2003;77.0;11.0;10.0;;66.0;;6.0;71.0;
3979;44;Mannen;2004;81.0;12.0;11.0;;69.0;;4.0;76.0;
3980;44;Mannen;2005;78.0;9.0;9.0;;69.0;;3.0;74.0;
3981;44;Mannen;2006;76.0;8.0;8.0;;67.0;;3.0;72.0;
3982;44;Vrouwen;1996;23.0;2.0;;;21.0;3.0;12.0;8.0;
3983;44;Vrouwen;1997;25.0;3.0;2.0;;22.0;3.0;13.0;9.0;
3984;44;Vrouwen;1998;22.0;3.0;2.0;;19.0;3.0;12.0;8.0;
3985;44;Vrouwen;1999;24.0;3.0;2.0;;21.0;3.0;9.0;12.0;
3986;44;Vrouwen;2000;28.0;3.0;3.0;;25.0;3.0;15.0;10.0;
3987;44;Vrouwen;2001;28.0;4.0;4.0;;24.0;3.0;12.0;13.0;
3988;44;Vrouwen;2002;26.0;4.0;3.0;;23.0;4.0;11.0;12.0;
3989;44;Vrouwen;2003;21.0;3.0;2.0;;19.0;3.0;10.0;8.0;
3990;44;Vrouwen;2004;23.0;3.0;3.0;;20.0;3.0;11.0;9.0;
3991;44;Vrouwen;2005;22.0;4.0;3.0;;19.0;3.0;10.0;9.0;
3992;44;Vrouwen;2006;22.0;2.0;;;21.0;2.0;10.0;10.0;
3993;44;15 tot 25 jarigen;1996;5.0;;;;3.0;;;4.0;
3994;44;15 tot 25 jarigen;1997;4.0;;;;3.0;;;3.0;
3995;44;15 tot 25 jarigen;1998;4.0;2.0;;;3.0;;;4.0;
3996;44;15 tot 25 jarigen;1999;4.0;2.0;2.0;;2.0;;;4.0;
3997;44;15 tot 25 jarigen;2000;3.0;2.0;;;;;;3.0;
3998;44;15 tot 25 jarigen;2001;3.0;2.0;2.0;;;;;2.0;
3999;44;15 tot 25 jarigen;2002;3.0;2.0;;;;;;3.0;
4000;44;15 tot 25 jarigen;2003;4.0;2.0;2.0;;;;2.0;2.0;
4001;44;15 tot 25 jarigen;2004;5.0;3.0;3.0;;2.0;;;4.0;
4002;44;15 tot 25 jarigen;2005;2.0;;;;;;;2.0;
4003;44;15 tot 25 jarigen;2006;3.0;;;;2.0;;;2.0;
4004;44;25 tot 35 jarigen;1996;29.0;4.0;4.0;;25.0;;3.0;26.0;
4005;44;25 tot 35 jarigen;1997;27.0;4.0;4.0;;23.0;;3.0;23.0;
4006;44;25 tot 35 jarigen;1998;26.0;5.0;5.0;;21.0;;2.0;23.0;
4007;44;25 tot 35 jarigen;1999;23.0;4.0;3.0;;19.0;;2.0;21.0;
4008;44;25 tot 35 jarigen;2000;22.0;3.0;3.0;;18.0;;2.0;19.0;
4009;44;25 tot 35 jarigen;2001;23.0;5.0;4.0;;18.0;;2.0;20.0;
4010;44;25 tot 35 jarigen;2002;22.0;3.0;3.0;;18.0;;2.0;20.0;
4011;44;25 tot 35 jarigen;2003;18.0;3.0;3.0;;15.0;;2.0;16.0;
4012;44;25 tot 35 jarigen;2004;18.0;3.0;3.0;;15.0;;3.0;15.0;
4013;44;25 tot 35 jarigen;2005;17.0;4.0;4.0;;13.0;;;16.0;
4014;44;25 tot 35 jarigen;2006;13.0;3.0;3.0;;10.0;;;12.0;
4015;44;35 tot 45 jarigen;1996;30.0;4.0;4.0;;26.0;;3.0;27.0;
4016;44;35 tot 45 jarigen;1997;34.0;4.0;4.0;;30.0;;3.0;30.0;
4017;44;35 tot 45 jarigen;1998;31.0;4.0;4.0;;27.0;;4.0;27.0;
4018;44;35 tot 45 jarigen;1999;37.0;6.0;6.0;;31.0;2.0;4.0;32.0;
4019;44;35 tot 45 jarigen;2000;28.0;4.0;4.0;;24.0;;4.0;23.0;
4020;44;35 tot 45 jarigen;2001;32.0;5.0;5.0;;27.0;;4.0;27.0;
4021;44;35 tot 45 jarigen;2002;33.0;5.0;5.0;;28.0;;3.0;29.0;
4022;44;35 tot 45 jarigen;2003;27.0;5.0;5.0;;22.0;;3.0;23.0;
4023;44;35 tot 45 jarigen;2004;33.0;3.0;3.0;;30.0;;4.0;28.0;
