ID;Geslacht;Leeftijd;Perioden;BuitenlandGeborenWerknemersTotaal_1;BuitenlandGeborenWerknemersIngesc_2;BuitenlandGeborenWerknemersNietI_3
567;Mannen;30 tot 35 jaar;2006, vrijdag 29 september;45.5;34.3;11.2
568;Mannen;30 tot 35 jaar;2007, vrijdag 28 september;51.5;35.0;16.5
569;Mannen;30 tot 35 jaar;2008, vrijdag 26 september;55.2;36.4;18.8
570;Mannen;30 tot 35 jaar;2009, vrijdag 25 september;53.2;35.2;18.0
571;Mannen;30 tot 35 jaar;2010, vrijdag 24 september;54.5;35.7;18.8
572;Mannen;30 tot 35 jaar;2011, vrijdag 23 september;57.4;37.0;20.3
573;Mannen;30 tot 35 jaar;2012, vrijdag 28 september;57.4;37.3;20.1
574;Mannen;30 tot 35 jaar;2013, vrijdag 28 september;58.0;38.1;19.9
575;Mannen;30 tot 35 jaar;2014, vrijdag 26 september;59.4;39.9;19.5
576;Mannen;35 tot 40 jaar;1999, vrijdag 24 september;45.6;39.2;6.4
577;Mannen;35 tot 40 jaar;2000, vrijdag 29 september;49.6;41.6;8.0
578;Mannen;35 tot 40 jaar;2001, vrijdag 28 september;53.5;43.7;9.8
579;Mannen;35 tot 40 jaar;2002, vrijdag 27 september;54.0;43.8;10.1
580;Mannen;35 tot 40 jaar;2003, vrijdag 26 september;52.8;42.9;9.9
581;Mannen;35 tot 40 jaar;2004, vrijdag 24 september;51.4;41.6;9.9
582;Mannen;35 tot 40 jaar;2005, vrijdag 30 september;51.4;41.3;10.1
583;Mannen;35 tot 40 jaar;2006, vrijdag 29 september;52.4;41.7;10.7
584;Mannen;35 tot 40 jaar;2007, vrijdag 28 september;57.9;43.1;14.8
585;Mannen;35 tot 40 jaar;2008, vrijdag 26 september;59.6;43.6;16.1
586;Mannen;35 tot 40 jaar;2009, vrijdag 25 september;55.6;40.8;14.8
587;Mannen;35 tot 40 jaar;2010, vrijdag 24 september;54.0;39.2;14.8
588;Mannen;35 tot 40 jaar;2011, vrijdag 23 september;55.1;39.1;16.0
589;Mannen;35 tot 40 jaar;2012, vrijdag 28 september;53.6;38.0;15.6
590;Mannen;35 tot 40 jaar;2013, vrijdag 28 september;52.4;37.0;15.3
591;Mannen;35 tot 40 jaar;2014, vrijdag 26 september;52.7;37.9;14.8
592;Mannen;40 tot 45 jaar;1999, vrijdag 24 september;37.7;32.5;5.2
593;Mannen;40 tot 45 jaar;2000, vrijdag 29 september;42.0;35.4;6.6
594;Mannen;40 tot 45 jaar;2001, vrijdag 28 september;45.4;36.9;8.5
595;Mannen;40 tot 45 jaar;2002, vrijdag 27 september;47.2;38.0;9.2
596;Mannen;40 tot 45 jaar;2003, vrijdag 26 september;47.3;37.9;9.3
597;Mannen;40 tot 45 jaar;2004, vrijdag 24 september;47.2;37.3;9.8
598;Mannen;40 tot 45 jaar;2005, vrijdag 30 september;48.0;37.6;10.4
599;Mannen;40 tot 45 jaar;2006, vrijdag 29 september;51.0;39.8;11.2
600;Mannen;40 tot 45 jaar;2007, vrijdag 28 september;56.5;42.0;14.5
601;Mannen;40 tot 45 jaar;2008, vrijdag 26 september;60.0;43.9;16.1
602;Mannen;40 tot 45 jaar;2009, vrijdag 25 september;56.7;42.5;14.2
603;Mannen;40 tot 45 jaar;2010, vrijdag 24 september;56.0;42.1;13.8
604;Mannen;40 tot 45 jaar;2011, vrijdag 23 september;56.5;42.1;14.4
605;Mannen;40 tot 45 jaar;2012, vrijdag 28 september;54.7;40.9;13.8
606;Mannen;40 tot 45 jaar;2013, vrijdag 28 september;52.9;39.8;13.0
607;Mannen;40 tot 45 jaar;2014, vrijdag 26 september;50.9;38.6;12.4
608;Mannen;45 tot 50 jaar;1999, vrijdag 24 september;30.1;25.9;4.2
609;Mannen;45 tot 50 jaar;2000, vrijdag 29 september;32.6;27.5;5.1
610;Mannen;45 tot 50 jaar;2001, vrijdag 28 september;35.9;29.4;6.5
611;Mannen;45 tot 50 jaar;2002, vrijdag 27 september;37.8;30.4;7.4
612;Mannen;45 tot 50 jaar;2003, vrijdag 26 september;37.7;30.1;7.6
613;Mannen;45 tot 50 jaar;2004, vrijdag 24 september;38.3;30.1;8.2
614;Mannen;45 tot 50 jaar;2005, vrijdag 30 september;39.8;31.0;8.8
615;Mannen;45 tot 50 jaar;2006, vrijdag 29 september;42.6;32.5;10.1
616;Mannen;45 tot 50 jaar;2007, vrijdag 28 september;48.0;34.9;13.1
617;Mannen;45 tot 50 jaar;2008, vrijdag 26 september;52.0;37.2;14.7
618;Mannen;45 tot 50 jaar;2009, vrijdag 25 september;50.2;36.8;13.3
619;Mannen;45 tot 50 jaar;2010, vrijdag 24 september;50.4;37.1;13.3
620;Mannen;45 tot 50 jaar;2011, vrijdag 23 september;51.9;38.2;13.7
621;Mannen;45 tot 50 jaar;2012, vrijdag 28 september;50.8;37.9;12.9
622;Mannen;45 tot 50 jaar;2013, vrijdag 28 september;49.9;37.9;11.9
623;Mannen;45 tot 50 jaar;2014, vrijdag 26 september;49.3;37.9;11.4
624;Mannen;50 tot 55 jaar;1999, vrijdag 24 september;24.5;20.9;3.6
625;Mannen;50 tot 55 jaar;2000, vrijdag 29 september;26.8;22.6;4.2
626;Mannen;50 tot 55 jaar;2001, vrijdag 28 september;28.6;23.6;5.0
627;Mannen;50 tot 55 jaar;2002, vrijdag 27 september;29.5;24.1;5.5
628;Mannen;50 tot 55 jaar;2003, vrijdag 26 september;29.4;23.8;5.6
629;Mannen;50 tot 55 jaar;2004, vrijdag 24 september;29.5;23.5;6.0
630;Mannen;50 tot 55 jaar;2005, vrijdag 30 september;30.3;23.7;6.6
631;Mannen;50 tot 55 jaar;2006, vrijdag 29 september;32.5;25.1;7.3
632;Mannen;50 tot 55 jaar;2007, vrijdag 28 september;36.1;26.9;9.2
633;Mannen;50 tot 55 jaar;2008, vrijdag 26 september;38.9;28.2;10.7
634;Mannen;50 tot 55 jaar;2009, vrijdag 25 september;38.5;28.4;10.1
635;Mannen;50 tot 55 jaar;2010, vrijdag 24 september;39.5;29.2;10.4
636;Mannen;50 tot 55 jaar;2011, vrijdag 23 september;41.3;30.2;11.1
637;Mannen;50 tot 55 jaar;2012, vrijdag 28 september;41.1;30.5;10.6
638;Mannen;50 tot 55 jaar;2013, vrijdag 28 september;41.4;31.3;10.1
639;Mannen;50 tot 55 jaar;2014, vrijdag 26 september;40.6;31.3;9.3
640;Mannen;55 tot 60 jaar;1999, vrijdag 24 september;15.1;12.9;2.2
641;Mannen;55 tot 60 jaar;2000, vrijdag 29 september;16.0;13.6;2.5
642;Mannen;55 tot 60 jaar;2001, vrijdag 28 september;17.9;14.9;3.0
643;Mannen;55 tot 60 jaar;2002, vrijdag 27 september;19.2;15.8;3.3
644;Mannen;55 tot 60 jaar;2003, vrijdag 26 september;20.2;16.8;3.4
645;Mannen;55 tot 60 jaar;2004, vrijdag 24 september;20.9;17.2;3.7
646;Mannen;55 tot 60 jaar;2005, vrijdag 30 september;22.3;18.1;4.2
647;Mannen;55 tot 60 jaar;2006, vrijdag 29 september;23.2;18.7;4.5
648;Mannen;55 tot 60 jaar;2007, vrijdag 28 september;25.1;19.8;5.3
649;Mannen;55 tot 60 jaar;2008, vrijdag 26 september;26.9;20.9;6.0
650;Mannen;55 tot 60 jaar;2009, vrijdag 25 september;27.0;21.1;5.9
651;Mannen;55 tot 60 jaar;2010, vrijdag 24 september;27.6;21.3;6.2
652;Mannen;55 tot 60 jaar;2011, vrijdag 23 september;29.1;22.2;6.9
653;Mannen;55 tot 60 jaar;2012, vrijdag 28 september;29.4;22.5;7.0
654;Mannen;55 tot 60 jaar;2013, vrijdag 28 september;29.5;22.8;6.8
655;Mannen;55 tot 60 jaar;2014, vrijdag 26 september;29.6;23.1;6.5
656;Mannen;60 tot 65 jaar;1999, vrijdag 24 september;4.4;3.6;0.8
657;Mannen;60 tot 65 jaar;2000, vrijdag 29 september;5.3;4.3;1.0
658;Mannen;60 tot 65 jaar;2001, vrijdag 28 september;6.1;4.8;1.3
659;Mannen;60 tot 65 jaar;2002, vrijdag 27 september;6.7;5.4;1.3
660;Mannen;60 tot 65 jaar;2003, vrijdag 26 september;7.0;5.6;1.4
661;Mannen;60 tot 65 jaar;2004, vrijdag 24 september;7.2;5.8;1.4
662;Mannen;60 tot 65 jaar;2005, vrijdag 30 september;7.8;6.3;1.5
663;Mannen;60 tot 65 jaar;2006, vrijdag 29 september;8.5;6.9;1.6
664;Mannen;60 tot 65 jaar;2007, vrijdag 28 september;10.0;8.2;1.7
665;Mannen;60 tot 65 jaar;2008, vrijdag 26 september;11.7;9.7;2.0
666;Mannen;60 tot 65 jaar;2009, vrijdag 25 september;12.7;10.6;2.1
667;Mannen;60 tot 65 jaar;2010, vrijdag 24 september;13.8;11.5;2.3
668;Mannen;60 tot 65 jaar;2011, vrijdag 23 september;15.1;12.5;2.6
669;Mannen;60 tot 65 jaar;2012, vrijdag 28 september;15.7;13.0;2.7
670;Mannen;60 tot 65 jaar;2013, vrijdag 28 september;16.6;13.7;2.9
671;Mannen;60 tot 65 jaar;2014, vrijdag 26 september;17.4;14.5;2.9
672;Mannen;65 tot 70 jaar;1999, vrijdag 24 september;0.7;0.5;0.2
673;Mannen;65 tot 70 jaar;2000, vrijdag 29 september;0.9;0.7;0.2
674;Mannen;65 tot 70 jaar;2001, vrijdag 28 september;1.1;0.8;0.2
675;Mannen;65 tot 70 jaar;2002, vrijdag 27 september;1.3;1.0;0.3
676;Mannen;65 tot 70 jaar;2003, vrijdag 26 september;1.4;1.1;0.3
677;Mannen;65 tot 70 jaar;2004, vrijdag 24 september;1.5;1.1;0.4
678;Mannen;65 tot 70 jaar;2005, vrijdag 30 september;1.7;1.3;0.5
679;Mannen;65 tot 70 jaar;2006, vrijdag 29 september;1.8;1.3;0.5
680;Mannen;65 tot 70 jaar;2007, vrijdag 28 september;2.0;1.5;0.5
681;Mannen;65 tot 70 jaar;2008, vrijdag 26 september;2.2;1.6;0.5
682;Mannen;65 tot 70 jaar;2009, vrijdag 25 september;2.1;1.6;0.5
683;Mannen;65 tot 70 jaar;2010, vrijdag 24 september;2.1;1.6;0.5
684;Mannen;65 tot 70 jaar;2011, vrijdag 23 september;2.4;1.9;0.5
685;Mannen;65 tot 70 jaar;2012, vrijdag 28 september;2.6;2.0;0.6
686;Mannen;65 tot 70 jaar;2013, vrijdag 28 september;2.8;2.2;0.6
687;Mannen;65 tot 70 jaar;2014, vrijdag 26 september;2.9;2.3;0.6
688;Mannen;70 tot 75 jaar;1999, vrijdag 24 september;0.3;0.2;0.1
689;Mannen;70 tot 75 jaar;2000, vrijdag 29 september;0.3;0.3;0.1
690;Mannen;70 tot 75 jaar;2001, vrijdag 28 september;0.4;0.3;0.1
691;Mannen;70 tot 75 jaar;2002, vrijdag 27 september;0.4;0.3;0.1
692;Mannen;70 tot 75 jaar;2003, vrijdag 26 september;0.4;0.3;0.1
693;Mannen;70 tot 75 jaar;2004, vrijdag 24 september;0.4;0.3;0.1
694;Mannen;70 tot 75 jaar;2005, vrijdag 30 september;0.5;0.4;0.1
695;Mannen;70 tot 75 jaar;2006, vrijdag 29 september;0.5;0.4;0.1
696;Mannen;70 tot 75 jaar;2007, vrijdag 28 september;0.6;0.4;0.2
697;Mannen;70 tot 75 jaar;2008, vrijdag 26 september;0.7;0.5;0.2
698;Mannen;70 tot 75 jaar;2009, vrijdag 25 september;0.7;0.6;0.1
699;Mannen;70 tot 75 jaar;2010, vrijdag 24 september;0.7;0.6;0.2
700;Mannen;70 tot 75 jaar;2011, vrijdag 23 september;0.9;0.7;0.2
701;Mannen;70 tot 75 jaar;2012, vrijdag 28 september;1.0;0.7;0.2
702;Mannen;70 tot 75 jaar;2013, vrijdag 28 september;1.0;0.7;0.2
703;Mannen;70 tot 75 jaar;2014, vrijdag 26 september;1.0;0.7;0.2
704;Vrouwen;Totaal 18 tot 75 jaar;1999, vrijdag 24 september;158.5;141.5;17.0
705;Vrouwen;Totaal 18 tot 75 jaar;2000, vrijdag 29 september;176.7;156.1;20.6
706;Vrouwen;Totaal 18 tot 75 jaar;2001, vrijdag 28 september;192.9;167.8;25.1
707;Vrouwen;Totaal 18 tot 75 jaar;2002, vrijdag 27 september;204.6;176.0;28.6
708;Vrouwen;Totaal 18 tot 75 jaar;2003, vrijdag 26 september;207.3;177.0;30.3
709;Vrouwen;Totaal 18 tot 75 jaar;2004, vrijdag 24 september;205.5;174.1;31.4
710;Vrouwen;Totaal 18 tot 75 jaar;2005, vrijdag 30 september;210.0;177.0;33.0
711;Vrouwen;Totaal 18 tot 75 jaar;2006, vrijdag 29 september;218.3;183.4;34.9
712;Vrouwen;Totaal 18 tot 75 jaar;2007, vrijdag 28 september;247.4;198.7;48.7
713;Vrouwen;Totaal 18 tot 75 jaar;2008, vrijdag 26 september;266.2;212.7;53.5
714;Vrouwen;Totaal 18 tot 75 jaar;2009, vrijdag 25 september;269.0;215.8;53.2
715;Vrouwen;Totaal 18 tot 75 jaar;2010, vrijdag 24 september;276.6;222.0;54.6
716;Vrouwen;Totaal 18 tot 75 jaar;2011, vrijdag 23 september;285.5;230.0;55.5
717;Vrouwen;Totaal 18 tot 75 jaar;2012, vrijdag 28 september;288.7;233.0;55.7
718;Vrouwen;Totaal 18 tot 75 jaar;2013, vrijdag 28 september;290.1;233.2;56.8
719;Vrouwen;Totaal 18 tot 75 jaar;2014, vrijdag 26 september;290.6;236.0;54.6
720;Vrouwen;18 tot 20 jaar;1999, vrijdag 24 september;0.9;0.4;0.5
721;Vrouwen;18 tot 20 jaar;2000, vrijdag 29 september;1.3;0.5;0.8
722;Vrouwen;18 tot 20 jaar;2001, vrijdag 28 september;1.7;0.6;1.0
723;Vrouwen;18 tot 20 jaar;2002, vrijdag 27 september;1.8;0.6;1.3
724;Vrouwen;18 tot 20 jaar;2003, vrijdag 26 september;1.7;0.4;1.2
725;Vrouwen;18 tot 20 jaar;2004, vrijdag 24 september;1.5;0.3;1.2
726;Vrouwen;18 tot 20 jaar;2005, vrijdag 30 september;1.4;0.3;1.2
727;Vrouwen;18 tot 20 jaar;2006, vrijdag 29 september;1.5;0.2;1.3
728;Vrouwen;18 tot 20 jaar;2007, vrijdag 28 september;2.4;0.3;2.1
729;Vrouwen;18 tot 20 jaar;2008, vrijdag 26 september;2.5;0.4;2.1
730;Vrouwen;18 tot 20 jaar;2009, vrijdag 25 september;2.3;0.4;1.9
731;Vrouwen;18 tot 20 jaar;2010, vrijdag 24 september;2.3;0.4;1.9
732;Vrouwen;18 tot 20 jaar;2011, vrijdag 23 september;2.2;0.4;1.8
733;Vrouwen;18 tot 20 jaar;2012, vrijdag 28 september;2.0;0.4;1.6
734;Vrouwen;18 tot 20 jaar;2013, vrijdag 28 september;2.5;0.4;2.2
735;Vrouwen;18 tot 20 jaar;2014, vrijdag 26 september;2.2;0.5;1.7
736;Vrouwen;18 tot 25 jaar;1999, vrijdag 24 september;11.7;8.5;3.2
737;Vrouwen;18 tot 25 jaar;2000, vrijdag 29 september;14.3;9.8;4.5
738;Vrouwen;18 tot 25 jaar;2001, vrijdag 28 september;16.4;10.5;5.8
739;Vrouwen;18 tot 25 jaar;2002, vrijdag 27 september;17.7;10.8;6.9
740;Vrouwen;18 tot 25 jaar;2003, vrijdag 26 september;17.3;9.8;7.6
741;Vrouwen;18 tot 25 jaar;2004, vrijdag 24 september;16.2;8.4;7.7
742;Vrouwen;18 tot 25 jaar;2005, vrijdag 30 september;15.7;7.9;7.8
743;Vrouwen;18 tot 25 jaar;2006, vrijdag 29 september;16.8;7.8;9.0
744;Vrouwen;18 tot 25 jaar;2007, vrijdag 28 september;23.4;8.8;14.5
745;Vrouwen;18 tot 25 jaar;2008, vrijdag 26 september;25.4;9.8;15.6
746;Vrouwen;18 tot 25 jaar;2009, vrijdag 25 september;24.2;9.5;14.7
747;Vrouwen;18 tot 25 jaar;2010, vrijdag 24 september;24.8;9.7;15.0
748;Vrouwen;18 tot 25 jaar;2011, vrijdag 23 september;25.6;10.4;15.2
749;Vrouwen;18 tot 25 jaar;2012, vrijdag 28 september;25.7;10.5;15.2
750;Vrouwen;18 tot 25 jaar;2013, vrijdag 28 september;26.1;10.0;16.1
751;Vrouwen;18 tot 25 jaar;2014, vrijdag 26 september;25.6;10.6;15.0
752;Vrouwen;18 tot 30 jaar;1999, vrijdag 24 september;34.9;28.8;6.2
753;Vrouwen;18 tot 30 jaar;2000, vrijdag 29 september;39.7;31.8;8.0
754;Vrouwen;18 tot 30 jaar;2001, vrijdag 28 september;43.3;33.3;10.0
755;Vrouwen;18 tot 30 jaar;2002, vrijdag 27 september;45.2;33.8;11.5
756;Vrouwen;18 tot 30 jaar;2003, vrijdag 26 september;44.4;32.1;12.3
757;Vrouwen;18 tot 30 jaar;2004, vrijdag 24 september;42.2;29.3;12.9
758;Vrouwen;18 tot 30 jaar;2005, vrijdag 30 september;41.8;28.6;13.2
759;Vrouwen;18 tot 30 jaar;2006, vrijdag 29 september;43.4;28.6;14.8
760;Vrouwen;18 tot 30 jaar;2007, vrijdag 28 september;54.8;31.9;23.0
761;Vrouwen;18 tot 30 jaar;2008, vrijdag 26 september;60.3;35.1;25.2
762;Vrouwen;18 tot 30 jaar;2009, vrijdag 25 september;59.6;35.0;24.6
763;Vrouwen;18 tot 30 jaar;2010, vrijdag 24 september;61.2;35.7;25.5
764;Vrouwen;18 tot 30 jaar;2011, vrijdag 23 september;63.5;37.4;26.1
765;Vrouwen;18 tot 30 jaar;2012, vrijdag 28 september;63.7;37.5;26.2
766;Vrouwen;18 tot 30 jaar;2013, vrijdag 28 september;63.8;36.6;27.2
767;Vrouwen;18 tot 30 jaar;2014, vrijdag 26 september;63.5;38.0;25.5
768;Vrouwen;25 tot 35 jaar;1999, vrijdag 24 september;50.4;44.6;5.9
769;Vrouwen;25 tot 35 jaar;2000, vrijdag 29 september;55.4;48.7;6.7
770;Vrouwen;25 tot 35 jaar;2001, vrijdag 28 september;59.2;51.5;7.7
771;Vrouwen;25 tot 35 jaar;2002, vrijdag 27 september;61.3;53.0;8.3
772;Vrouwen;25 tot 35 jaar;2003, vrijdag 26 september;60.5;51.9;8.6
773;Vrouwen;25 tot 35 jaar;2004, vrijdag 24 september;58.3;49.4;8.9
774;Vrouwen;25 tot 35 jaar;2005, vrijdag 30 september;58.1;48.8;9.3
775;Vrouwen;25 tot 35 jaar;2006, vrijdag 29 september;58.8;49.1;9.7
776;Vrouwen;25 tot 35 jaar;2007, vrijdag 28 september;66.9;53.1;13.8
777;Vrouwen;25 tot 35 jaar;2008, vrijdag 26 september;72.5;57.2;15.3
778;Vrouwen;25 tot 35 jaar;2009, vrijdag 25 september;72.8;57.2;15.7
779;Vrouwen;25 tot 35 jaar;2010, vrijdag 24 september;74.7;58.2;16.4
780;Vrouwen;25 tot 35 jaar;2011, vrijdag 23 september;77.5;60.3;17.2
781;Vrouwen;25 tot 35 jaar;2012, vrijdag 28 september;78.1;60.7;17.4
782;Vrouwen;25 tot 35 jaar;2013, vrijdag 28 september;77.4;59.9;17.5
783;Vrouwen;25 tot 35 jaar;2014, vrijdag 26 september;78.3;61.4;16.8
784;Vrouwen;30 tot 45 jaar;1999, vrijdag 24 september;80.6;73.3;7.3
785;Vrouwen;30 tot 45 jaar;2000, vrijdag 29 september;88.3;79.9;8.4
786;Vrouwen;30 tot 45 jaar;2001, vrijdag 28 september;95.0;85.1;9.9
787;Vrouwen;30 tot 45 jaar;2002, vrijdag 27 september;99.5;88.6;10.9
788;Vrouwen;30 tot 45 jaar;2003, vrijdag 26 september;99.6;88.3;11.3
789;Vrouwen;30 tot 45 jaar;2004, vrijdag 24 september;97.6;86.3;11.3
790;Vrouwen;30 tot 45 jaar;2005, vrijdag 30 september;98.2;86.4;11.7
791;Vrouwen;30 tot 45 jaar;2006, vrijdag 29 september;101.1;89.3;11.8
792;Vrouwen;30 tot 45 jaar;2007, vrijdag 28 september;110.8;95.3;15.5
793;Vrouwen;30 tot 45 jaar;2008, vrijdag 26 september;117.5;100.7;16.7
794;Vrouwen;30 tot 45 jaar;2009, vrijdag 25 september;117.3;100.3;16.9
795;Vrouwen;30 tot 45 jaar;2010, vrijdag 24 september;118.8;101.9;16.9
796;Vrouwen;30 tot 45 jaar;2011, vrijdag 23 september;120.9;103.9;17.0
797;Vrouwen;30 tot 45 jaar;2012, vrijdag 28 september;121.3;104.6;16.8
798;Vrouwen;30 tot 45 jaar;2013, vrijdag 28 september;120.0;103.3;16.7
799;Vrouwen;30 tot 45 jaar;2014, vrijdag 26 september;120.0;103.7;16.4
800;Vrouwen;35 tot 45 jaar;1999, vrijdag 24 september;53.4;48.9;4.4
801;Vrouwen;35 tot 45 jaar;2000, vrijdag 29 september;58.4;53.2;5.2
802;Vrouwen;35 tot 45 jaar;2001, vrijdag 28 september;62.7;56.4;6.3
803;Vrouwen;35 tot 45 jaar;2002, vrijdag 27 september;65.8;58.6;7.1
804;Vrouwen;35 tot 45 jaar;2003, vrijdag 26 september;66.2;58.7;7.5
805;Vrouwen;35 tot 45 jaar;2004, vrijdag 24 september;65.4;57.8;7.6
806;Vrouwen;35 tot 45 jaar;2005, vrijdag 30 september;66.2;58.3;7.9
807;Vrouwen;35 tot 45 jaar;2006, vrijdag 29 september;68.9;61.0;7.9
808;Vrouwen;35 tot 45 jaar;2007, vrijdag 28 september;75.4;65.2;10.2
809;Vrouwen;35 tot 45 jaar;2008, vrijdag 26 september;79.9;68.8;11.1
810;Vrouwen;35 tot 45 jaar;2009, vrijdag 25 september;79.8;68.7;11.1
811;Vrouwen;35 tot 45 jaar;2010, vrijdag 24 september;80.6;69.7;10.9
812;Vrouwen;35 tot 45 jaar;2011, vrijdag 23 september;81.4;70.7;10.7
813;Vrouwen;35 tot 45 jaar;2012, vrijdag 28 september;81.3;70.9;10.4
814;Vrouwen;35 tot 45 jaar;2013, vrijdag 28 september;80.3;70.0;10.3
815;Vrouwen;35 tot 45 jaar;2014, vrijdag 26 september;79.7;69.7;10.0
816;Vrouwen;45 tot 55 jaar;1999, vrijdag 24 september;35.0;32.3;2.7
817;Vrouwen;45 tot 55 jaar;2000, vrijdag 29 september;39.6;36.3;3.3
818;Vrouwen;45 tot 55 jaar;2001, vrijdag 28 september;44.1;40.0;4.1
819;Vrouwen;45 tot 55 jaar;2002, vrijdag 27 september;47.6;42.7;4.9
820;Vrouwen;45 tot 55 jaar;2003, vrijdag 26 september;49.4;44.2;5.2
821;Vrouwen;45 tot 55 jaar;2004, vrijdag 24 september;50.6;45.0;5.6
822;Vrouwen;45 tot 55 jaar;2005, vrijdag 30 september;52.9;46.7;6.2
823;Vrouwen;45 tot 55 jaar;2006, vrijdag 29 september;55.2;48.7;6.5
824;Vrouwen;45 tot 55 jaar;2007, vrijdag 28 september;60.3;52.3;8.0
825;Vrouwen;45 tot 55 jaar;2008, vrijdag 26 september;64.1;55.0;9.1
826;Vrouwen;45 tot 55 jaar;2009, vrijdag 25 september;65.3;56.2;9.1
827;Vrouwen;45 tot 55 jaar;2010, vrijdag 24 september;67.0;57.6;9.4
828;Vrouwen;45 tot 55 jaar;2011, vrijdag 23 september;68.6;59.2;9.4
829;Vrouwen;45 tot 55 jaar;2012, vrijdag 28 september;69.1;59.7;9.4
830;Vrouwen;45 tot 55 jaar;2013, vrijdag 28 september;69.7;60.3;9.4
831;Vrouwen;45 tot 55 jaar;2014, vrijdag 26 september;69.5;60.4;9.1
832;Vrouwen;45 tot 75 jaar;1999, vrijdag 24 september;42.8;39.5;3.4
833;Vrouwen;45 tot 75 jaar;2000, vrijdag 29 september;48.7;44.5;4.2
834;Vrouwen;45 tot 75 jaar;2001, vrijdag 28 september;54.6;49.4;5.2
835;Vrouwen;45 tot 75 jaar;2002, vrijdag 27 september;59.9;53.6;6.3
836;Vrouwen;45 tot 75 jaar;2003, vrijdag 26 september;63.3;56.6;6.7
837;Vrouwen;45 tot 75 jaar;2004, vrijdag 24 september;65.7;58.5;7.2
838;Vrouwen;45 tot 75 jaar;2005, vrijdag 30 september;70.0;62.0;8.0
839;Vrouwen;45 tot 75 jaar;2006, vrijdag 29 september;73.8;65.5;8.3
840;Vrouwen;45 tot 75 jaar;2007, vrijdag 28 september;81.8;71.6;10.2
841;Vrouwen;45 tot 75 jaar;2008, vrijdag 26 september;88.5;76.9;11.5
842;Vrouwen;45 tot 75 jaar;2009, vrijdag 25 september;92.1;80.4;11.7
843;Vrouwen;45 tot 75 jaar;2010, vrijdag 24 september;96.6;84.4;12.2
844;Vrouwen;45 tot 75 jaar;2011, vrijdag 23 september;101.1;88.7;12.4
845;Vrouwen;45 tot 75 jaar;2012, vrijdag 28 september;103.6;91.0;12.7
846;Vrouwen;45 tot 75 jaar;2013, vrijdag 28 september;106.2;93.3;12.9
847;Vrouwen;45 tot 75 jaar;2014, vrijdag 26 september;107.1;94.3;12.7
848;Vrouwen;55 tot 65 jaar;1999, vrijdag 24 september;7.5;6.9;0.6
849;Vrouwen;55 tot 65 jaar;2000, vrijdag 29 september;8.7;7.8;0.9
850;Vrouwen;55 tot 65 jaar;2001, vrijdag 28 september;10.1;9.0;1.1
851;Vrouwen;55 tot 65 jaar;2002, vrijdag 27 september;11.8;10.5;1.3
852;Vrouwen;55 tot 65 jaar;2003, vrijdag 26 september;13.3;11.9;1.4
853;Vrouwen;55 tot 65 jaar;2004, vrijdag 24 september;14.5;13.0;1.4
854;Vrouwen;55 tot 65 jaar;2005, vrijdag 30 september;16.5;14.8;1.7
855;Vrouwen;55 tot 65 jaar;2006, vrijdag 29 september;18.0;16.2;1.7
856;Vrouwen;55 tot 65 jaar;2007, vrijdag 28 september;20.7;18.6;2.1
857;Vrouwen;55 tot 65 jaar;2008, vrijdag 26 september;23.5;21.1;2.3
858;Vrouwen;55 tot 65 jaar;2009, vrijdag 25 september;25.9;23.4;2.4
859;Vrouwen;55 tot 65 jaar;2010, vrijdag 24 september;28.6;25.9;2.7
860;Vrouwen;55 tot 65 jaar;2011, vrijdag 23 september;31.3;28.4;2.8
861;Vrouwen;55 tot 65 jaar;2012, vrijdag 28 september;33.2;30.1;3.1
862;Vrouwen;55 tot 65 jaar;2013, vrijdag 28 september;34.9;31.6;3.3
863;Vrouwen;55 tot 65 jaar;2014, vrijdag 26 september;35.9;32.5;3.4
864;Vrouwen;65 tot 75 jaar;1999, vrijdag 24 september;0.3;0.3;0.0
865;Vrouwen;65 tot 75 jaar;2000, vrijdag 29 september;0.4;0.3;0.1
866;Vrouwen;65 tot 75 jaar;2001, vrijdag 28 september;0.4;0.4;0.0
867;Vrouwen;65 tot 75 jaar;2002, vrijdag 27 september;0.5;0.4;0.1
868;Vrouwen;65 tot 75 jaar;2003, vrijdag 26 september;0.6;0.5;0.1
869;Vrouwen;65 tot 75 jaar;2004, vrijdag 24 september;0.6;0.5;0.1
870;Vrouwen;65 tot 75 jaar;2005, vrijdag 30 september;0.7;0.5;0.1
871;Vrouwen;65 tot 75 jaar;2006, vrijdag 29 september;0.7;0.6;0.1
872;Vrouwen;65 tot 75 jaar;2007, vrijdag 28 september;0.8;0.7;0.2
873;Vrouwen;65 tot 75 jaar;2008, vrijdag 26 september;0.9;0.7;0.1
874;Vrouwen;65 tot 75 jaar;2009, vrijdag 25 september;1.0;0.8;0.2
875;Vrouwen;65 tot 75 jaar;2010, vrijdag 24 september;1.0;0.9;0.2
876;Vrouwen;65 tot 75 jaar;2011, vrijdag 23 september;1.2;1.1;0.2
877;Vrouwen;65 tot 75 jaar;2012, vrijdag 28 september;1.4;1.2;0.2
878;Vrouwen;65 tot 75 jaar;2013, vrijdag 28 september;1.6;1.4;0.2
879;Vrouwen;65 tot 75 jaar;2014, vrijdag 26 september;1.7;1.5;0.2
