ID;KenmerkenInstallaties;Perioden;PerKgVerwijderdeBZVRekenkundig_1;PerKgVerwijderdeBZVLandelijk_2;PerIEAangevoerdRekenkundig_3;PerIEAangevoerdLandelijk_4;InstallatiesMetWarmeSlibgisting_5;CapaciteitMetWarmeSlibgisting_6;AsgehalteInAanvoer_7;Gistingstemperatuur_8;Verblijftijd_9;RendementDrogeStofVerwijdering_10;RendementOrganischeStofVerwijdering_11;BiogasproductiePerAangevoerdeKgDS_12;BiogasproductiePerVerwijderdeKgDS_13
565;Koude slibgisting totaal;2013;1.03;1.07;18.28;19.02;;;;;;;;;
566;Koude slibgisting totaal;2014;1.18;1.08;15.79;9.8;;;;;;;;;
567;Koude slibgisting totaal;2015;1.01;1.01;7.41;7.41;;;;;;;;;
568;Koude slibgisting totaal;2016;1.12;1.12;8.48;8.48;;;;;;;;;
569;Koude slibgisting totaal;2017;;;;;;;;;;;;;
570;Koude slibgisting totaal;2018;;;;;;;;;;;;;
571;Koude slibgisting totaal;2019;;;;;;;;;;;;;
572;Koude slibgisting totaal;2020;;;;;;;;;;;;;
573;Koude slibgisting totaal;2021;;;;;;;;;;;;;
574;Koude slibgisting totaal;2022;;;;;;;;;;;;;
575;Koude slibgisting totaal;2023;;;;;;;;;;;;;
576;Warme slibgisting, enkeltraps;1981;0.78;0.68;12.22;9.87;54.0;4323.0;32.0;32.0;43.0;41.0;63.0;281.0;698.0
577;Warme slibgisting, enkeltraps;1985;0.78;0.52;12.16;11.99;71.0;7233.0;29.0;32.0;38.0;41.0;58.0;273.0;831.0
578;Warme slibgisting, enkeltraps;1990;0.89;0.88;13.92;13.49;83.0;10798.0;31.0;32.0;34.0;35.0;49.0;321.0;999.0
579;Warme slibgisting, enkeltraps;1991;0.88;0.8;13.76;12.72;82.0;10763.0;32.0;32.0;32.0;36.0;52.0;308.0;850.0
580;Warme slibgisting, enkeltraps;1992;0.94;0.85;13.72;12.7;;;;;;;;;
581;Warme slibgisting, enkeltraps;1993;0.89;0.89;13.86;13.04;83.0;10913.0;32.0;32.0;30.0;35.0;48.0;300.0;959.0
582;Warme slibgisting, enkeltraps;1994;0.93;0.86;14.38;13.2;;;;;;;;;
583;Warme slibgisting, enkeltraps;1995;1.04;1.06;14.67;15.46;83.0;11280.0;34.0;32.0;27.0;34.0;48.0;328.0;807.0
584;Warme slibgisting, enkeltraps;1996;1.0;1.06;15.86;16.65;;;;;;;;;
585;Warme slibgisting, enkeltraps;1997;0.99;1.0;15.59;15.95;80.0;11484.0;34.0;32.0;26.0;30.0;46.0;338.0;1130.0
586;Warme slibgisting, enkeltraps;1998;1.02;1.06;15.4;15.8;;;;;;;;;
587;Warme slibgisting, enkeltraps;1999;1.14;1.18;20.35;17.29;76.0;11222.0;34.0;32.0;25.0;31.0;44.0;318.0;1078.0
588;Warme slibgisting, enkeltraps;2000;0.97;0.98;14.29;13.95;;;;;;;;;
589;Warme slibgisting, enkeltraps;2001;0.99;1.03;14.36;14.04;77.0;11324.0;34.0;32.0;24.0;32.0;48.0;315.0;1167.0
590;Warme slibgisting, enkeltraps;2002;1.04;1.0;15.87;13.82;;;;;;;;;
591;Warme slibgisting, enkeltraps;2003;1.02;1.02;15.45;14.71;76.0;11129.0;33.0;33.0;24.0;32.0;49.0;296.0;1062.0
592;Warme slibgisting, enkeltraps;2004;0.95;0.95;14.6;14.14;;;;;;;;;
593;Warme slibgisting, enkeltraps;2005;0.95;1.0;14.84;14.77;76.0;12076.0;34.0;34.0;26.0;35.0;52.0;327.0;966.0
594;Warme slibgisting, enkeltraps;2006;1.03;1.07;15.75;15.46;;;;;;;;;
595;Warme slibgisting, enkeltraps;2007;0.94;0.97;13.75;13.72;75.0;11082.0;32.0;34.0;26.0;34.0;50.0;324.0;1039.0
596;Warme slibgisting, enkeltraps;2008;0.96;0.93;15.31;14.03;72.0;11193.0;29.0;34.0;23.0;34.0;47.0;289.0;945.0
597;Warme slibgisting, enkeltraps;2009;1.0;0.92;14.44;13.63;74.0;11131.0;30.0;34.0;25.0;37.0;52.0;297.0;839.0
598;Warme slibgisting, enkeltraps;2010;0.89;0.87;14.17;13.9;;;;;;;;;
599;Warme slibgisting, enkeltraps;2011;0.9;0.89;14.31;13.84;70.0;10910.0;29.0;35.0;25.0;36.0;52.0;322.0;1067.0
600;Warme slibgisting, enkeltraps;2012;0.83;0.83;13.46;13.13;;;;;;;;;
601;Warme slibgisting, enkeltraps;2013;0.86;0.83;14.6;14.24;57.0;10084.0;28.0;35.0;25.0;36.0;50.0;312.0;908.0
602;Warme slibgisting, enkeltraps;2014;0.88;0.82;13.65;13.0;;;;;;;;;
603;Warme slibgisting, enkeltraps;2015;0.8;0.76;13.02;12.37;54.0;9970.0;25.0;35.0;26.0;37.0;49.0;370.0;949.0
604;Warme slibgisting, enkeltraps;2016;0.77;0.72;12.72;12.28;;;;;;;;;
605;Warme slibgisting, enkeltraps;2017;;;;;;;;;;;;;
606;Warme slibgisting, enkeltraps;2018;0.75;0.7;12.3;11.66;42.0;7889.0;28.0;36.0;26.0;40.0;55.0;340.0;913.0
607;Warme slibgisting, enkeltraps;2019;;;;;;;;;;;;;
608;Warme slibgisting, enkeltraps;2020;0.75;0.72;11.7;11.29;51.0;9316.0;23.0;36.0;25.0;38.0;49.0;352.0;989.0
609;Warme slibgisting, enkeltraps;2021;;;;;54.0;9561.0;23.0;36.0;22.0;39.0;51.0;352.0;923.0
610;Warme slibgisting, enkeltraps;2022;0.84;0.8;11.36;11.31;52.0;8814.0;22.0;36.0;23.0;37.0;48.0;336.0;979.0
611;Warme slibgisting, enkeltraps;2023;;;;;49.0;8351.0;23.0;37.0;23.0;39.0;51.0;326.0;894.0
612;Warme slibgisting, meertraps;1981;0.66;0.61;10.53;10.99;55.0;3913.0;27.0;32.0;45.0;42.0;60.0;534.0;2532.0
613;Warme slibgisting, meertraps;1985;0.76;0.63;10.54;10.51;43.0;3637.0;25.0;32.0;53.0;47.0;60.0;373.0;850.0
614;Warme slibgisting, meertraps;1990;0.85;0.85;11.5;13.0;41.0;3346.0;28.0;33.0;42.0;44.0;51.0;378.0;939.0
615;Warme slibgisting, meertraps;1991;0.83;0.92;11.93;13.37;41.0;3357.0;29.0;33.0;40.0;46.0;55.0;367.0;945.0
616;Warme slibgisting, meertraps;1992;0.84;0.88;11.7;13.19;;;;;;;;;
617;Warme slibgisting, meertraps;1993;0.78;0.77;11.17;12.05;34.0;2845.0;30.0;33.0;41.0;46.0;58.0;421.0;708.0
618;Warme slibgisting, meertraps;1994;0.78;0.78;10.84;11.95;;;;;;;;;
619;Warme slibgisting, meertraps;1995;0.93;0.97;12.91;14.09;25.0;2273.0;30.0;32.0;31.0;35.0;40.0;534.0;1325.0
620;Warme slibgisting, meertraps;1996;0.93;0.95;14.09;14.63;;;;;;;;;
621;Warme slibgisting, meertraps;1997;0.85;0.89;14.11;14.63;23.0;2145.0;32.0;31.0;30.0;37.0;58.0;301.0;750.0
622;Warme slibgisting, meertraps;1998;0.79;0.87;13.15;14.36;;;;;;;;;
623;Warme slibgisting, meertraps;1999;0.78;0.84;12.34;13.13;24.0;2145.0;40.0;33.0;40.0;27.0;24.0;348.0;1554.0
624;Warme slibgisting, meertraps;2000;0.76;0.78;10.09;10.63;;;;;;;;;
625;Warme slibgisting, meertraps;2001;0.73;0.73;10.44;11.01;18.0;1918.0;28.0;34.0;32.0;35.0;38.0;280.0;1052.0
626;Warme slibgisting, meertraps;2002;0.75;0.76;10.36;10.98;;;;;;;;;
627;Warme slibgisting, meertraps;2003;0.75;0.81;11.12;11.27;17.0;1950.0;33.0;35.0;27.0;35.0;53.0;285.0;884.0
628;Warme slibgisting, meertraps;2004;0.81;0.87;16.19;14.3;;;;;;;;;
629;Warme slibgisting, meertraps;2005;0.81;0.81;11.54;10.97;16.0;1707.0;29.0;36.0;36.0;33.0;45.0;393.0;1607.0
630;Warme slibgisting, meertraps;2006;0.8;0.83;11.44;11.3;;;;;;;;;
631;Warme slibgisting, meertraps;2007;0.95;0.9;13.08;13.1;12.0;1432.0;40.0;33.0;27.0;33.0;51.0;356.0;1641.0
632;Warme slibgisting, meertraps;2008;0.8;0.83;11.26;11.38;9.0;1311.0;25.0;34.0;42.0;30.0;36.0;394.0;1469.0
633;Warme slibgisting, meertraps;2009;0.9;0.82;12.55;11.01;8.0;1191.0;31.0;33.0;45.0;40.0;61.0;300.0;884.0
634;Warme slibgisting, meertraps;2010;0.81;0.77;12.93;11.16;;;;;;;;;
635;Warme slibgisting, meertraps;2011;0.86;0.88;13.53;13.98;8.0;1243.0;28.0;34.0;46.0;34.0;50.0;303.0;884.0
636;Warme slibgisting, meertraps;2012;0.88;0.89;14.46;14.72;;;;;;;;;
637;Warme slibgisting, meertraps;2013;0.78;0.74;11.92;11.98;8.0;1080.0;21.0;36.0;57.0;34.0;48.0;338.0;1077.0
638;Warme slibgisting, meertraps;2014;0.72;0.69;11.96;11.66;;;;;;;;;
639;Warme slibgisting, meertraps;2015;0.75;0.73;12.12;11.69;6.0;865.0;24.0;36.0;35.0;34.0;51.0;326.0;1644.0
640;Warme slibgisting, meertraps;2016;0.73;0.67;10.87;10.35;;;;;;;;;
641;Warme slibgisting, meertraps;2017;;;;;;;;;;;;;
642;Warme slibgisting, meertraps;2018;0.8;0.76;13.74;13.1;10.0;1307.0;23.0;37.0;39.0;39.0;53.0;478.0;1202.0
643;Warme slibgisting, meertraps;2019;;;;;;;;;;;;;
644;Warme slibgisting, meertraps;2020;0.73;0.7;12.07;11.53;8.0;1071.0;22.0;37.0;43.0;37.0;48.0;404.0;1243.0
645;Warme slibgisting, meertraps;2021;;;;;11.0;1340.0;23.0;37.0;29.0;37.0;49.0;358.0;987.0
646;Warme slibgisting, meertraps;2022;0.65;0.65;10.6;11.15;13.0;2354.0;21.0;38.0;24.0;37.0;47.0;352.0;1032.0
647;Warme slibgisting, meertraps;2023;;;;;15.0;2729.0;20.0;37.0;28.0;39.0;49.0;331.0;903.0
648;Simultaan aërobe slibstabilisatie;1981;1.42;1.07;20.57;18.84;;;;;;;;;
649;Simultaan aërobe slibstabilisatie;1985;0.99;0.72;15.79;16.41;;;;;;;;;
650;Simultaan aërobe slibstabilisatie;1990;1.09;1.08;17.13;18.27;;;;;;;;;
651;Simultaan aërobe slibstabilisatie;1991;1.08;1.11;18.05;19.21;;;;;;;;;
652;Simultaan aërobe slibstabilisatie;1992;1.08;1.11;17.75;18.95;;;;;;;;;
653;Simultaan aërobe slibstabilisatie;1993;1.12;1.07;18.44;18.74;;;;;;;;;
654;Simultaan aërobe slibstabilisatie;1994;1.15;0.88;19.19;19.62;;;;;;;;;
655;Simultaan aërobe slibstabilisatie;1995;1.16;1.18;18.84;19.17;;;;;;;;;
656;Simultaan aërobe slibstabilisatie;1996;1.1;1.14;18.66;19.41;;;;;;;;;
657;Simultaan aërobe slibstabilisatie;1997;1.11;1.21;18.66;20.07;;;;;;;;;
658;Simultaan aërobe slibstabilisatie;1998;1.24;1.29;20.49;20.83;;;;;;;;;
659;Simultaan aërobe slibstabilisatie;1999;1.18;1.31;18.86;20.17;;;;;;;;;
660;Simultaan aërobe slibstabilisatie;2000;1.11;1.17;17.8;18.54;;;;;;;;;
661;Simultaan aërobe slibstabilisatie;2001;1.2;1.24;18.58;19.03;;;;;;;;;
662;Simultaan aërobe slibstabilisatie;2002;1.18;1.21;18.04;18.48;;;;;;;;;
663;Simultaan aërobe slibstabilisatie;2003;1.14;1.17;17.59;17.93;;;;;;;;;
664;Simultaan aërobe slibstabilisatie;2004;1.14;1.19;17.49;18.36;;;;;;;;;
665;Simultaan aërobe slibstabilisatie;2005;1.18;1.23;16.81;17.89;;;;;;;;;
666;Simultaan aërobe slibstabilisatie;2006;1.19;1.24;16.84;18.13;;;;;;;;;
667;Simultaan aërobe slibstabilisatie;2007;1.19;1.26;17.71;18.26;;;;;;;;;
668;Simultaan aërobe slibstabilisatie;2008;1.18;1.2;16.85;18.03;;;;;;;;;
669;Simultaan aërobe slibstabilisatie;2009;1.12;1.13;15.79;16.52;;;;;;;;;
670;Simultaan aërobe slibstabilisatie;2010;1.09;1.1;16.65;17.03;;;;;;;;;
671;Simultaan aërobe slibstabilisatie;2011;1.05;1.03;16.92;16.91;;;;;;;;;
672;Simultaan aërobe slibstabilisatie;2012;1.07;1.04;17.24;17.18;;;;;;;;;
673;Simultaan aërobe slibstabilisatie;2013;1.06;1.03;16.79;16.93;;;;;;;;;
674;Simultaan aërobe slibstabilisatie;2014;1.01;1.04;16.59;16.55;;;;;;;;;
675;Simultaan aërobe slibstabilisatie;2015;1.02;1.01;16.65;16.44;;;;;;;;;
676;Simultaan aërobe slibstabilisatie;2016;0.97;0.97;15.52;15.34;;;;;;;;;
677;Simultaan aërobe slibstabilisatie;2017;;;;;;;;;;;;;
678;Simultaan aërobe slibstabilisatie;2018;0.97;0.96;16.99;16.27;;;;;;;;;
679;Simultaan aërobe slibstabilisatie;2019;;;;;;;;;;;;;
680;Simultaan aërobe slibstabilisatie;2020;0.97;0.97;14.95;14.33;;;;;;;;;
681;Simultaan aërobe slibstabilisatie;2021;;;;;;;;;;;;;
682;Simultaan aërobe slibstabilisatie;2022;0.98;1.02;14.46;14.92;;;;;;;;;
683;Simultaan aërobe slibstabilisatie;2023;;;;;;;;;;;;;
684;Separaat aërobe slibstabilisatie;1981;1.03;1.25;19.88;20.01;;;;;;;;;
685;Separaat aërobe slibstabilisatie;1985;0.76;0.91;11.17;14.67;;;;;;;;;
686;Separaat aërobe slibstabilisatie;1990;0.72;0.77;12.99;15.08;;;;;;;;;
687;Separaat aërobe slibstabilisatie;1991;0.88;0.8;15.0;15.44;;;;;;;;;
688;Separaat aërobe slibstabilisatie;1992;0.81;0.72;11.89;12.58;;;;;;;;;
689;Separaat aërobe slibstabilisatie;1993;1.05;0.83;14.43;14.83;;;;;;;;;
690;Separaat aërobe slibstabilisatie;1994;1.26;0.96;17.45;16.67;;;;;;;;;
691;Separaat aërobe slibstabilisatie;1995;1.09;0.82;14.63;14.02;;;;;;;;;
692;Separaat aërobe slibstabilisatie;1996;1.1;0.88;15.33;15.15;;;;;;;;;
693;Separaat aërobe slibstabilisatie;1997;0.85;0.74;12.99;13.27;;;;;;;;;
694;Separaat aërobe slibstabilisatie;1998;1.06;1.25;17.59;21.94;;;;;;;;;
695;Separaat aërobe slibstabilisatie;1999;0.57;0.75;9.43;13.73;;;;;;;;;
696;Separaat aërobe slibstabilisatie;2000;0.59;0.96;11.75;18.74;;;;;;;;;
697;Separaat aërobe slibstabilisatie;2001;0.82;1.08;16.64;21.25;;;;;;;;;
698;Separaat aërobe slibstabilisatie;2002;0.92;1.0;16.54;18.86;;;;;;;;;
699;Separaat aërobe slibstabilisatie;2003;0.5;0.68;8.63;9.61;;;;;;;;;
700;Separaat aërobe slibstabilisatie;2004;0.67;0.97;14.56;17.7;;;;;;;;;
701;Separaat aërobe slibstabilisatie;2005;;;;;;;;;;;;;
702;Separaat aërobe slibstabilisatie;2006;;;;;;;;;;;;;
703;Separaat aërobe slibstabilisatie;2007;;;;;;;;;;;;;
704;Separaat aërobe slibstabilisatie;2008;;;;;;;;;;;;;
705;Separaat aërobe slibstabilisatie;2009;;;;;;;;;;;;;
706;Separaat aërobe slibstabilisatie;2010;;;;;;;;;;;;;
707;Separaat aërobe slibstabilisatie;2011;;;;;;;;;;;;;
708;Separaat aërobe slibstabilisatie;2012;;;;;;;;;;;;;
709;Separaat aërobe slibstabilisatie;2013;;;;;;;;;;;;;
710;Separaat aërobe slibstabilisatie;2014;;;;;;;;;;;;;
711;Separaat aërobe slibstabilisatie;2015;;;;;;;;;;;;;
712;Separaat aërobe slibstabilisatie;2016;;;;;;;;;;;;;
713;Separaat aërobe slibstabilisatie;2017;;;;;;;;;;;;;
714;Separaat aërobe slibstabilisatie;2018;;;;;;;;;;;;;
715;Separaat aërobe slibstabilisatie;2019;;;;;;;;;;;;;
716;Separaat aërobe slibstabilisatie;2020;0.5;0.5;8.46;8.46;;;;;;;;;
717;Separaat aërobe slibstabilisatie;2021;;;;;;;;;;;;;
718;Separaat aërobe slibstabilisatie;2022;;;;;;;;;;;;;
719;Separaat aërobe slibstabilisatie;2023;;;;;;;;;;;;;
720;Thermische slibstabilisatie;1981;0.61;0.45;11.05;10.9;;;;;;;;;
721;Thermische slibstabilisatie;1985;0.97;0.83;14.25;14.29;;;;;;;;;
722;Thermische slibstabilisatie;1990;0.62;0.73;10.83;11.65;;;;;;;;;
723;Thermische slibstabilisatie;1991;0.68;0.77;11.48;11.9;;;;;;;;;
724;Thermische slibstabilisatie;1992;0.66;0.74;10.7;11.42;;;;;;;;;
725;Thermische slibstabilisatie;1993;0.73;0.81;10.85;11.6;;;;;;;;;
726;Thermische slibstabilisatie;1994;0.71;0.8;11.75;13.52;;;;;;;;;
727;Thermische slibstabilisatie;1995;0.7;0.79;12.19;13.33;;;;;;;;;
728;Thermische slibstabilisatie;1996;0.88;0.97;13.5;12.9;;;;;;;;;
729;Thermische slibstabilisatie;1997;1.01;1.08;17.24;15.22;;;;;;;;;
730;Thermische slibstabilisatie;1998;0.92;0.99;14.81;14.07;;;;;;;;;
731;Thermische slibstabilisatie;1999;0.71;0.87;10.29;11.87;;;;;;;;;
732;Thermische slibstabilisatie;2000;0.8;0.98;12.42;13.59;;;;;;;;;
733;Thermische slibstabilisatie;2001;0.7;0.86;11.15;12.96;;;;;;;;;
734;Thermische slibstabilisatie;2002;0.87;0.98;13.34;13.66;;;;;;;;;
735;Thermische slibstabilisatie;2003;1.07;0.91;17.04;13.04;;;;;;;;;
736;Thermische slibstabilisatie;2004;0.96;0.96;12.22;12.22;;;;;;;;;
737;Thermische slibstabilisatie;2005;1.01;0.97;13.42;12.63;;;;;;;;;
738;Thermische slibstabilisatie;2006;0.99;1.01;12.78;12.99;;;;;;;;;
739;Thermische slibstabilisatie;2007;1.05;1.02;15.85;13.24;;;;;;;;;
740;Thermische slibstabilisatie;2008;0.88;0.84;14.11;11.79;;;;;;;;;
741;Thermische slibstabilisatie;2009;0.87;0.85;13.75;12.24;;;;;;;;;
742;Thermische slibstabilisatie;2010;0.84;0.88;12.75;11.97;;;;;;;;;
743;Thermische slibstabilisatie;2011;0.79;0.76;11.82;12.61;;;;;;;;;
744;Thermische slibstabilisatie;2012;0.76;0.76;14.97;14.97;;;;;;;;;
745;Thermische slibstabilisatie;2013;0.63;0.63;12.37;12.37;;;;;;;;;
746;Thermische slibstabilisatie;2014;0.82;0.82;6.48;6.48;;;;;;;;;
747;Thermische slibstabilisatie;2015;0.59;0.59;6.4;6.4;;;;;;;;;
748;Thermische slibstabilisatie;2016;0.9;0.9;7.05;7.05;;;;;;;;;
749;Thermische slibstabilisatie;2017;;;;;;;;;;;;;
750;Thermische slibstabilisatie;2018;0.85;0.85;18.1;18.1;;;;;;;;;
751;Thermische slibstabilisatie;2019;;;;;;;;;;;;;
752;Thermische slibstabilisatie;2020;;;;;;;;;;;;;
753;Thermische slibstabilisatie;2021;;;;;;;;;;;;;
754;Thermische slibstabilisatie;2022;;;;;;;;;;;;;
755;Thermische slibstabilisatie;2023;;;;;;;;;;;;;
