ID;WijkenEnBuurten;Gemeentenaam_1;SoortRegio_2;Codering_3;TotaleOppervlakte_4;TotaalVerkeersterrein_5;Spoorterrein_6;Wegverkeersterrein_7;Vliegveld_8;TotaalBebouwdTerrein_9;Woonterrein_10;TerreinVoorDetailhandelEnHoreca_11;TerreinVoorOpenbareVoorzieningen_12;TerreinVoorSociaalCultureleVoorz_13;Bedrijventerrein_14;TotaalSemiBebouwdTerrein_15;Stortplaats_16;Wrakkenopslagplaats_17;Begraafplaats_18;Delfstofwinplaats_19;Bouwterrein_20;SemiVerhardOverigTerrein_21;TotaalRecreatieterrein_22;ParkEnPlantsoen_23;Sportterrein_24;Volkstuin_25;DagrecreatiefTerrein_26;VerblijfsrecreatiefTerrein_27;TotaalAgrarischTerrein_28;TerreinVoorGlastuinbouw_29;OverigAgrarischTerrein_30;TotaalBosEnOpenNatuurlijkTerrein_31;Bos_32;OpenDroogNatuurlijkTerrein_33;OpenNatNatuurlijkTerrein_34;TotaalBinnenwater_35;IJsselmeerMarkermeer_36;AfgeslotenZeearm_37;RijnEnMaas_38;Randmeer_39;Spaarbekken_40;RecreatiefBinnenwater_41;BinnenwaterVoorDelfstofwinning_42;VloeiEnOfSlibveld_43;OverigBinnenwater_44;TotaalBuitenwater_45;WaddenzeeEemsDollard_46;Oosterschelde_47;Westerschelde_48;Noordzee_49
5688;Nieuw-Vennep-Welgelegen-Noord;Haarlemmermeer                          ;Buurt     ;BU03940232;72;2;0;2;0;44;30;0;0;8;6;15;0;0;0;0;15;0;9;0;9;0;0;0;0;0;0;0;0;0;0;2;;;;;0;0;0;0;2;;;;;
5689;Nieuw-Vennep-West;Haarlemmermeer                          ;Buurt     ;BU03940233;62;1;0;1;0;55;46;4;0;1;3;0;0;0;0;0;0;0;5;3;2;0;0;0;0;0;0;0;0;0;0;1;;;;;0;0;0;0;1;;;;;
5690;Nieuw-Vennep-Zuid;Haarlemmermeer                          ;Buurt     ;BU03940234;74;6;3;3;0;35;33;0;0;0;2;0;0;0;0;0;0;0;31;9;21;0;0;0;0;0;0;0;0;0;0;2;;;;;0;0;0;0;2;;;;;
5691;Nieuw-Vennep-Linquenda;Haarlemmermeer                          ;Buurt     ;BU03940235;63;1;0;1;0;53;50;1;0;0;2;0;0;0;0;0;0;0;6;6;0;0;0;0;0;0;0;0;0;0;0;3;;;;;0;2;0;0;1;;;;;
5692;Nieuw-Vennep-Getsewoud-Noord;Haarlemmermeer                          ;Buurt     ;BU03940236;121;4;0;4;0;87;81;0;0;1;4;3;0;0;0;0;3;0;17;9;9;0;0;0;4;0;4;0;0;0;0;6;;;;;0;0;0;0;6;;;;;
5693;Nieuw-Vennep-Getsewoud-Zuid;Haarlemmermeer                          ;Buurt     ;BU03940237;123;3;0;3;0;93;86;2;0;4;2;0;0;0;0;0;0;0;9;9;0;0;0;0;9;0;9;0;0;0;0;9;;;;;0;1;0;0;8;;;;;
5694;Nieuw-Vennep Wilhelminahoeve;Haarlemmermeer                          ;Buurt     ;BU03940239;78;8;2;6;0;39;0;0;0;0;39;11;0;0;0;0;11;0;3;3;0;0;0;0;12;0;12;1;1;0;0;4;;;;;0;0;0;0;4;;;;;
5695;Nieuw-Vennep-omgeving;Haarlemmermeer                          ;Buurt     ;BU03940240;2679;136;34;103;0;26;0;5;0;2;19;63;0;0;0;0;63;0;155;86;2;0;67;0;2256;3;2253;8;8;0;0;36;;;;;0;1;0;0;35;;;;;
5696;Kabel;Haarlemmermeer                          ;Buurt     ;BU03940241;44;4;2;2;0;4;0;0;0;0;4;0;0;0;0;0;0;0;1;0;1;0;0;0;33;0;33;0;0;0;0;1;;;;;0;0;0;0;1;;;;;
5697;Wijk 03 Zwanenburg en omgeving;Haarlemmermeer                          ;Wijk      ;WK039403  ;719;26;0;26;0;172;119;6;7;0;40;50;0;0;1;0;49;0;34;22;9;3;0;0;410;0;410;3;3;0;0;24;;;;;0;0;0;0;24;;;;;
5698;Zwanenburg-West;Haarlemmermeer                          ;Buurt     ;BU03940343;50;0;0;0;0;31;30;0;0;0;1;0;0;0;0;0;0;0;12;9;0;3;0;0;6;0;6;0;0;0;0;1;;;;;0;0;0;0;1;;;;;
5699;Zwanenburg-Zuidwest;Haarlemmermeer                          ;Buurt     ;BU03940344;22;0;0;0;0;14;14;0;0;0;0;1;0;0;1;0;0;0;6;6;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
5700;Zwanenburg-Zuidoost;Haarlemmermeer                          ;Buurt     ;BU03940345;18;1;0;1;0;17;16;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
5701;Zwanenburg-Oost;Haarlemmermeer                          ;Buurt     ;BU03940346;36;0;0;0;0;19;15;2;0;0;2;1;0;0;0;0;1;0;15;5;9;0;0;0;1;0;1;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
5702;Zwanenburg-Noordoost;Haarlemmermeer                          ;Buurt     ;BU03940347;21;0;0;0;0;21;19;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
5703;Zwanenburg-Noordwest;Haarlemmermeer                          ;Buurt     ;BU03940348;17;0;0;0;0;17;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
5704;Zwanenburg-Dijk;Haarlemmermeer                          ;Buurt     ;BU03940349;63;5;0;5;0;40;6;1;0;0;33;2;0;0;0;0;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;15;;;;;0;0;0;0;15;;;;;
5705;Zwanenburg-omgeving;Haarlemmermeer                          ;Buurt     ;BU03940350;492;19;0;19;0;13;2;1;7;0;3;46;0;0;0;0;46;0;0;0;0;0;0;0;404;0;404;3;3;0;0;8;;;;;0;0;0;0;8;;;;;
5706;Wijk 04 Lijnden en omgeving;Haarlemmermeer                          ;Wijk      ;WK039404  ;1141;65;0;65;0;94;22;0;0;0;73;44;0;0;0;0;44;0;8;0;7;1;0;0;887;2;885;1;1;0;0;41;;;;;0;0;0;0;41;;;;;
5707;Lijnden;Haarlemmermeer                          ;Buurt     ;BU03940465;778;51;0;51;0;82;22;0;0;0;60;36;0;0;0;0;36;0;8;0;7;1;0;0;561;2;560;1;1;0;0;38;;;;;0;0;0;0;38;;;;;
5708;Boesingheliede;Haarlemmermeer                          ;Buurt     ;BU03940466;363;14;0;14;0;13;0;0;0;0;13;8;0;0;0;0;8;0;0;0;0;0;0;0;325;0;325;0;0;0;0;3;;;;;0;0;0;0;3;;;;;
5709;Wijk 05 Badhoevedorp en omgeving;Haarlemmermeer                          ;Wijk      ;WK039405  ;3164;927;6;246;675;544;197;32;19;8;287;79;0;0;0;0;79;0;139;38;99;2;0;0;1353;0;1353;31;31;0;0;91;;;;;0;8;0;0;83;;;;;
5710;Badhoevedorp omgeving;Haarlemmermeer                          ;Buurt     ;BU03940551;369;29;1;28;0;35;0;0;12;0;23;10;0;0;0;0;10;0;6;0;4;2;0;0;286;0;286;0;0;0;0;3;;;;;0;0;0;0;3;;;;;
5711;Badhoevedorp-Noordwest;Haarlemmermeer                          ;Buurt     ;BU03940552;39;0;0;0;0;39;35;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
5712;Badhoevedorp-West;Haarlemmermeer                          ;Buurt     ;BU03940553;41;3;0;3;0;19;14;4;0;2;0;0;0;0;0;0;0;0;16;8;8;0;0;0;0;0;0;0;0;0;0;3;;;;;0;3;0;0;0;;;;;
5713;Badhoevedorp-Bouwlust;Haarlemmermeer                          ;Buurt     ;BU03940554;47;5;0;5;0;37;32;0;0;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;5;0;0;0;;;;;0;0;0;0;0;;;;;
5714;Badhoevedorp-Sloterweg;Haarlemmermeer                          ;Buurt     ;BU03940555;57;21;2;19;0;15;0;4;0;0;10;0;0;0;0;0;0;0;14;7;7;0;0;0;1;0;1;7;7;0;0;0;;;;;0;0;0;0;0;;;;;
5715;Badhoevedorp-Zuid;Haarlemmermeer                          ;Buurt     ;BU03940556;20;1;0;1;0;18;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
5716;Badhoevedorp-Centrum;Haarlemmermeer                          ;Buurt     ;BU03940557;33;2;0;2;0;30;29;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
5717;Badhoevedorp-Noordoost;Haarlemmermeer                          ;Buurt     ;BU03940558;21;0;0;0;0;21;17;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
5718;Badhoevedorp-Antoniushoeve;Haarlemmermeer                          ;Buurt     ;BU03940559;42;10;2;8;0;24;21;0;0;2;0;1;0;0;0;0;1;0;6;6;0;0;0;0;0;0;0;1;1;0;0;0;;;;;0;0;0;0;0;;;;;
5719;Badhoevedorp-Oost;Haarlemmermeer                          ;Buurt     ;BU03940560;31;2;0;2;0;19;17;0;1;0;0;0;0;0;0;0;0;0;10;3;7;0;0;0;0;0;0;0;0;0;0;1;;;;;0;1;0;0;0;;;;;
5720;Badhoevedorp-Dijk;Haarlemmermeer                          ;Buurt     ;BU03940562;20;3;0;3;0;7;6;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;;;;;0;0;0;0;9;;;;;
5721;Sloterweg-Zuid, Schiphol;Haarlemmermeer                          ;Buurt     ;BU03940563;2274;826;0;151;675;262;0;22;0;0;240;60;0;0;0;0;60;0;13;13;0;0;0;0;1039;0;1039;16;16;0;0;57;;;;;0;0;0;0;57;;;;;
5722;Nieuwe Meer Badhoevedorp;Haarlemmermeer                          ;Buurt     ;BU03940564;171;25;1;24;0;17;9;0;6;0;3;8;0;0;0;0;8;0;74;0;74;0;0;0;27;0;27;1;1;0;0;18;;;;;0;4;0;0;14;;;;;
5723;Wijk 06 Rijk en omgeving;Haarlemmermeer                          ;Wijk      ;WK039406  ;619;43;0;40;3;192;12;0;9;0;170;107;0;0;0;0;107;0;0;0;0;0;0;0;245;22;223;3;3;0;0;29;;;;;0;0;0;0;29;;;;;
5724;Schiphol-Rijk;Haarlemmermeer                          ;Buurt     ;BU03940674;178;10;0;10;0;116;0;0;0;0;116;14;0;0;0;0;14;0;0;0;0;0;0;0;37;0;37;0;0;0;0;1;;;;;0;0;0;0;1;;;;;
5725;Oude Meer;Haarlemmermeer                          ;Buurt     ;BU03940675;97;10;0;7;3;43;3;0;2;0;38;28;0;0;0;0;28;0;0;0;0;0;0;0;6;0;6;0;0;0;0;10;;;;;0;0;0;0;10;;;;;
5726;Aalsmeerderbrug;Haarlemmermeer                          ;Buurt     ;BU03940676;71;4;0;4;0;24;9;0;7;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;29;2;27;0;0;0;0;13;;;;;0;0;0;0;13;;;;;
5727;Rozenburg-Noord;Haarlemmermeer                          ;Buurt     ;BU03940677;54;7;0;7;0;8;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;39;5;34;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
5728;Omgeving Rozenburg;Haarlemmermeer                          ;Buurt     ;BU03940678;219;12;0;12;0;0;0;0;0;0;0;66;0;0;0;0;66;0;0;0;0;0;0;0;133;14;119;3;3;0;0;5;;;;;0;0;0;0;5;;;;;
5729;Wijk 07 Rijsenhout en omgeving;Haarlemmermeer                          ;Wijk      ;WK039407  ;805;35;0;35;0;96;70;1;7;0;18;41;0;0;0;0;41;0;17;0;11;0;0;6;598;125;473;0;0;0;0;18;;;;;0;0;0;0;18;;;;;
5730;Rijsenhout-Dorp;Haarlemmermeer                          ;Buurt     ;BU03940779;31;1;0;1;0;30;28;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
5731;Rijsenhout-Zuid;Haarlemmermeer                          ;Buurt     ;BU03940780;50;2;0;2;0;33;28;0;0;0;5;0;0;0;0;0;0;0;10;0;9;0;0;0;5;2;3;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
5732;Rijsenhout-Dijk;Haarlemmermeer                          ;Buurt     ;BU03940781;43;4;0;4;0;14;12;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;10;0;0;0;0;14;;;;;0;0;0;0;14;;;;;
5733;Omgeving Rijsenhout;Haarlemmermeer                          ;Buurt     ;BU03940782;681;27;0;27;0;19;2;1;7;0;8;41;0;0;0;0;41;0;7;0;2;0;0;6;582;123;459;0;0;0;0;4;;;;;0;0;0;0;4;;;;;
5734;Wijk 08 Burgerveen en Weteringbrug;Haarlemmermeer                          ;Wijk      ;WK039408  ;524;66;2;63;0;22;15;1;0;0;5;0;0;0;0;0;0;0;5;0;4;0;0;0;410;4;406;0;0;0;0;22;;;;;0;0;0;0;22;;;;;
5735;Burgerveen;Haarlemmermeer                          ;Buurt     ;BU03940883;124;6;0;6;0;9;8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;103;0;103;0;0;0;0;7;;;;;0;0;0;0;7;;;;;
5736;Leimuiderbrug;Haarlemmermeer                          ;Buurt     ;BU03940884;140;27;0;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;108;1;107;0;0;0;0;4;;;;;0;0;0;0;4;;;;;
5737;Weteringbrug;Haarlemmermeer                          ;Buurt     ;BU03940885;259;32;2;30;0;13;7;0;0;0;5;0;0;0;0;0;0;0;5;0;4;0;0;0;199;2;196;0;0;0;0;11;;;;;0;0;0;0;11;;;;;
5738;Wijk 09 Abbenes en omgeving;Haarlemmermeer                          ;Wijk      ;WK039409  ;1273;62;14;48;0;29;28;1;0;0;0;1;0;1;0;0;0;0;5;0;4;1;0;0;1111;17;1094;21;21;0;0;44;;;;;0;0;0;0;44;;;;;
5739;Abbenes-Dorp;Haarlemmermeer                          ;Buurt     ;BU03940986;40;2;0;2;0;17;17;0;0;0;0;1;0;1;0;0;0;0;5;0;4;1;0;0;13;0;13;0;0;0;0;2;;;;;0;0;0;0;2;;;;;
5740;Omgeving Abbenes;Haarlemmermeer                          ;Buurt     ;BU03940987;1076;46;13;33;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;995;4;991;18;18;0;0;16;;;;;0;0;0;0;16;;;;;
5741;Buitenkaag;Haarlemmermeer                          ;Buurt     ;BU03940988;109;9;1;8;0;10;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;75;13;62;3;3;0;0;12;;;;;0;0;0;0;12;;;;;
5742;Abbenes-Dijk;Haarlemmermeer                          ;Buurt     ;BU03940989;48;5;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29;0;29;0;0;0;0;14;;;;;0;0;0;0;14;;;;;
5743;Wijk 10 Lisserbroek;Haarlemmermeer                          ;Wijk      ;WK039410  ;592;19;0;19;0;64;43;0;0;1;19;3;0;0;0;0;3;0;60;0;13;0;46;0;396;11;385;25;25;0;0;25;;;;;0;0;0;0;25;;;;;
5744;Lisserbroek;Haarlemmermeer                          ;Buurt     ;BU03941090;592;19;0;19;0;64;43;0;0;1;19;3;0;0;0;0;3;0;60;0;13;0;46;0;396;11;385;25;25;0;0;25;;;;;0;0;0;0;25;;;;;
5745;Wijk 11 Beinsdorp;Haarlemmermeer                          ;Wijk      ;WK039411  ;241;7;0;7;0;19;16;0;0;0;3;0;0;0;0;0;0;0;44;0;2;1;42;0;157;0;157;0;0;0;0;14;;;;;0;0;0;0;14;;;;;
5746;Beinsdorp;Haarlemmermeer                          ;Buurt     ;BU03941193;241;7;0;7;0;19;16;0;0;0;3;0;0;0;0;0;0;0;44;0;2;1;42;0;157;0;157;0;0;0;0;14;;;;;0;0;0;0;14;;;;;
5747;Wijk 12 Zwaanshoek;Haarlemmermeer                          ;Wijk      ;WK039412  ;652;23;0;23;0;45;23;2;9;0;12;9;2;2;3;0;0;0;84;4;9;0;71;0;444;1;443;12;12;0;0;35;;;;;0;0;0;0;35;;;;;
5748;Zwaanshoek-Dorp;Haarlemmermeer                          ;Buurt     ;BU03941294;416;13;0;13;0;42;23;2;9;0;9;8;2;2;3;0;0;0;54;4;2;0;49;0;274;0;274;4;4;0;0;20;;;;;0;0;0;0;20;;;;;
5749;Noordoost omgeving Zwaanshoek;Haarlemmermeer                          ;Buurt     ;BU03941296;236;10;0;10;0;3;0;0;0;0;3;0;0;0;0;0;0;0;30;0;7;0;23;0;170;1;169;8;8;0;0;15;;;;;0;0;0;0;15;;;;;
5750;Wijk 13 Cruquius;Haarlemmermeer                          ;Wijk      ;WK039413  ;364;21;0;21;0;102;18;18;0;43;23;8;0;0;0;0;8;0;114;6;74;3;31;0;74;0;74;15;15;0;0;30;;;;;0;16;0;0;14;;;;;
5751;Cruquius-Dorp;Haarlemmermeer                          ;Buurt     ;BU03941397;147;10;0;10;0;57;16;18;0;1;21;8;0;0;0;0;8;0;8;5;2;1;0;0;53;0;53;0;0;0;0;12;;;;;0;0;0;0;12;;;;;
5752;Omgeving Cruquius;Haarlemmermeer                          ;Buurt     ;BU03941398;147;8;0;8;0;3;2;0;0;0;2;0;0;0;0;0;0;0;103;0;71;0;31;0;3;0;3;15;15;0;0;16;;;;;0;16;0;0;0;;;;;
5753;Cruquius Cruqiushoeve;Haarlemmermeer                          ;Buurt     ;BU03941399;69;3;0;3;0;42;0;0;0;42;0;0;0;0;0;0;0;0;3;0;1;2;0;0;19;0;19;0;0;0;0;2;;;;;0;0;0;0;2;;;;;
5754;Wijk 15 Vijfhuizen en omgeving;Haarlemmermeer                          ;Wijk      ;WK039415  ;1231;83;0;83;0;124;69;2;6;3;45;28;0;17;0;0;10;0;125;11;12;8;82;12;795;0;795;21;16;4;0;54;;;;;0;9;0;0;45;;;;;
5755;Vijfhuizen-Dorp;Haarlemmermeer                          ;Buurt     ;BU03941567;123;2;0;2;0;39;34;0;0;0;5;2;0;0;0;0;2;0;6;0;6;0;0;0;73;0;73;1;1;0;0;0;;;;;0;0;0;0;0;;;;;
5756;Vijfhuizen-Dijk;Haarlemmermeer                          ;Buurt     ;BU03941568;139;14;0;14;0;10;5;2;0;0;4;0;0;0;0;0;0;0;4;0;1;2;0;0;96;0;96;0;0;0;0;16;;;;;0;0;0;0;16;;;;;
5757;Vijfhuizen Stellinghof;Haarlemmermeer                          ;Buurt     ;BU03941569;50;1;0;1;0;31;28;0;3;0;0;0;0;0;0;0;0;0;11;3;0;0;7;0;5;0;5;0;0;0;0;3;;;;;0;0;0;0;3;;;;;
5758;Vijfhuizen-Nieuwebrug;Haarlemmermeer                          ;Buurt     ;BU03941571;140;9;0;9;0;12;2;0;0;0;10;11;0;2;0;0;9;0;17;0;2;3;0;12;80;0;80;0;0;0;0;12;;;;;0;0;0;0;12;;;;;
5759;Noordoost omgeving Vijfhuizen;Haarlemmermeer                          ;Buurt     ;BU03941572;778;57;0;57;0;33;1;0;3;3;26;16;0;16;0;0;0;0;88;8;2;3;75;0;542;0;542;19;15;4;0;24;;;;;0;9;0;0;15;;;;;
5760;Harenkarspel;Harenkarspel                            ;Gemeente  ;GM0395    ;5485;190;12;178;0;393;273;9;21;10;81;34;0;2;3;0;29;0;228;20;109;5;0;94;4533;20;4513;13;3;2;9;93;;;;;0;1;0;0;92;;;;;
5761;Wijk 01 Harenkarspel;Harenkarspel                            ;Wijk      ;WK039501  ;2245;87;12;75;0;179;130;3;3;9;34;2;0;0;2;0;0;0;104;15;28;2;0;58;1814;7;1808;10;0;2;9;49;;;;;0;0;0;0;49;;;;;
5762;Tuitjenhorn en Kerkbuurt;Harenkarspel                            ;Buurt     ;BU03950111;226;8;0;8;0;82;61;3;2;9;6;1;0;0;1;0;0;0;14;1;7;0;0;6;118;1;117;0;0;0;0;3;;;;;0;0;0;0;3;;;;;
5763;Dirkshorn;Harenkarspel                            ;Buurt     ;BU03950112;255;8;0;8;0;38;25;0;0;0;12;0;0;0;0;0;0;0;45;11;6;1;0;27;159;0;159;0;0;0;0;5;;;;;0;0;0;0;5;;;;;
5764;Landelijk gebied Dirkshorn;Harenkarspel                            ;Buurt     ;BU03950113;698;28;5;23;0;2;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;643;4;639;3;0;2;1;21;;;;;0;0;0;0;21;;;;;
5765;Landelijk gebied Waarland;Harenkarspel                            ;Buurt     ;BU03950114;770;30;5;26;0;7;1;0;0;0;6;0;0;0;0;0;0;0;4;0;4;0;0;0;706;1;704;7;0;0;7;16;;;;;0;0;0;0;16;;;;;
5766;Waarland;Harenkarspel                            ;Buurt     ;BU03950115;215;10;2;8;0;42;37;0;0;0;5;1;0;0;1;0;0;0;22;2;11;1;0;8;137;0;137;0;0;0;0;3;;;;;0;0;0;0;3;;;;;
5767;Kalverdijk;Harenkarspel                            ;Buurt     ;BU03950116;82;2;0;2;0;9;5;0;0;0;3;0;0;0;0;0;0;0;17;0;0;1;0;17;51;0;51;0;0;0;0;2;;;;;0;0;0;0;2;;;;;
5768;Wijk 02 Sint Maarten;Harenkarspel                            ;Wijk      ;WK039502  ;1466;43;0;43;0;32;30;1;0;0;1;3;0;2;1;0;0;0;78;0;69;0;0;9;1296;6;1290;1;1;0;0;13;;;;;0;1;0;0;12;;;;;
5769;Sint Maarten;Harenkarspel                            ;Buurt     ;BU03950221;247;7;0;7;0;19;19;0;0;0;0;1;0;0;1;0;0;0;10;0;3;0;0;7;204;0;204;1;1;0;0;5;;;;;0;0;0;0;5;;;;;
5770;Stroet;Harenkarspel                            ;Buurt     ;BU03950222;105;3;0;3;0;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;98;3;94;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
5771;Valkkoog;Harenkarspel                            ;Buurt     ;BU03950223;125;3;0;3;0;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;116;0;116;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
5772;Eenigenburg;Harenkarspel                            ;Buurt     ;BU03950224;311;10;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;4;0;0;1;293;0;293;0;0;0;0;2;;;;;0;0;0;0;2;;;;;
5773;Verspreide huizen Rijpje;Harenkarspel                            ;Buurt     ;BU03950225;283;4;0;4;0;1;0;1;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;273;3;270;0;0;0;0;3;;;;;0;0;0;0;3;;;;;
5774;Verspreide huizen Groenveld;Harenkarspel                            ;Buurt     ;BU03950226;396;14;0;14;0;2;1;0;0;0;1;0;0;0;0;0;0;0;63;0;62;0;0;1;313;0;313;0;0;0;0;4;;;;;0;1;0;0;2;;;;;
5775;Wijk 03 Warmenhuizen;Harenkarspel                            ;Wijk      ;WK039503  ;1773;60;0;60;0;182;113;5;18;1;46;30;0;0;0;0;29;0;46;5;12;2;0;26;1422;7;1415;2;2;0;0;31;;;;;0;0;0;0;31;;;;;
5776;Warmenhuizen-West;Harenkarspel                            ;Buurt     ;BU03950331;193;6;0;6;0;91;49;1;0;0;41;17;0;0;0;0;16;0;2;2;0;0;0;0;76;3;72;0;0;0;0;1;;;;;0;0;0;0;1;;;;;
5777;Warmenhuizen-Oost;Harenkarspel                            ;Buurt     ;BU03950332;208;7;0;7;0;60;57;2;0;1;1;11;0;0;0;0;10;0;17;3;12;2;0;0;109;0;109;0;0;0;0;3;;;;;0;0;0;0;3;;;;;
5778;Schoorldam (gedeeltelijk);Harenkarspel                            ;Buurt     ;BU03950333;24;3;0;3;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;17;0;0;0;0;1;;;;;0;0;0;0;1;;;;;
5779;Krabbendam;Harenkarspel                            ;Buurt     ;BU03950334;111;6;0;6;0;5;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;92;0;92;2;2;0;0;6;;;;;0;0;0;0;6;;;;;
5780;Rekerlanden;Harenkarspel                            ;Buurt     ;BU03950335;28;2;0;2;0;2;0;0;0;0;2;0;0;0;0;0;0;0;20;0;0;0;0;20;1;0;1;0;0;0;0;3;;;;;0;0;0;0;3;;;;;
5781;Landelijk gebied Warmenhuizen;Harenkarspel                            ;Buurt     ;BU03950336;1211;37;0;37;0;21;0;2;18;0;1;3;0;0;0;0;3;0;6;0;0;0;0;6;1128;4;1124;0;0;0;0;16;;;;;0;0;0;0;16;;;;;
5782;Heemskerk;Heemskerk                               ;Gemeente  ;GM0396    ;3168;84;7;77;0;663;446;18;63;28;109;35;0;0;5;0;29;0;247;114;108;14;7;3;661;34;627;1032;500;527;5;41;;;;;0;9;0;0;32;405.0;;;;405.0
5783;Wijk 01 Heemskerk-Dorp;Heemskerk                               ;Wijk      ;WK039601  ;31;1;0;1;0;29;17;11;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
5784;Centrum;Heemskerk                               ;Buurt     ;BU03960100;26;1;0;1;0;24;12;11;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
5785;Zaalbergkwartier;Heemskerk                               ;Buurt     ;BU03960101;5;0;0;0;0;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
5786;Wijk 02 Commandeurs en Marquette;Heemskerk                               ;Wijk      ;WK039602  ;125;3;0;3;0;36;34;0;0;2;0;4;0;0;4;0;0;0;15;1;7;0;7;0;27;0;27;40;40;0;0;0;;;;;0;0;0;0;0;;;;;
5787;Commandeurs;Heemskerk                               ;Buurt     ;BU03960200;46;1;0;1;0;36;34;0;0;2;0;0;0;0;0;0;0;0;9;1;7;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
5788;Eikenhof;Heemskerk                               ;Buurt     ;BU03960201;4;0;0;0;0;0;0;0;0;0;0;4;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
5789;Landgoed Marquette;Heemskerk                               ;Buurt     ;BU03960202;75;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;7;0;27;0;27;40;40;0;0;0;;;;;0;0;0;0;0;;;;;
5790;Wijk 03 Hofland, Oosterwijk en Zuidbroek;Heemskerk                               ;Wijk      ;WK039603  ;161;10;4;6;0;60;49;3;0;9;0;6;0;0;0;0;6;0;54;35;16;3;0;0;26;0;26;0;0;0;0;5;;;;;0;4;0;0;1;;;;;
5791;Oud Haarlem;Heemskerk                               ;Buurt     ;BU03960300;87;4;2;2;0;2;0;0;0;2;0;6;0;0;0;0;6;0;44;25;16;3;0;0;26;0;26;0;0;0;0;5;;;;;0;4;0;0;1;;;;;
5792;Harteheem;Heemskerk                               ;Buurt     ;BU03960301;11;1;0;1;0;10;3;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
5793;Oosterwijk;Heemskerk                               ;Buurt     ;BU03960302;26;1;0;1;0;22;19;3;0;0;0;0;0;0;0;0;0;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
