ID;EnergySourcesTechniques;EnergyApplication;Periods;AvoidedEnergy_1;AvoidedEnergyRelative_2;AvoidedEmission_3;AvoidedEmissionRelative_4
2883;Biomass households, inserts;Total energy applications;2017;1717.0;0.05;97.0;0.06
2884;Biomass households, inserts;Total energy applications;2018;1672.0;0.05;95.0;0.06
2885;Biomass households, inserts;Total energy applications;2019;1613.0;0.05;91.0;0.06
2886;Biomass households, inserts;Total energy applications;2020;1617.0;0.05;91.0;0.07
2887;Biomass households, inserts;Total energy applications;2021;1631.0;0.05;92.0;0.06
2888;Biomass households, inserts;Total energy applications;2022;1644.0;0.06;93.0;0.07
2889;Biomass households, inserts;Total energy applications;2023;1658.0;0.06;93.0;0.07
2890;Biomass households, inserts;Electricity;1990;;;;
2891;Biomass households, inserts;Electricity;1991;;;;
2892;Biomass households, inserts;Electricity;1992;;;;
2893;Biomass households, inserts;Electricity;1993;;;;
2894;Biomass households, inserts;Electricity;1994;;;;
2895;Biomass households, inserts;Electricity;1995;;;;
2896;Biomass households, inserts;Electricity;1996;;;;
2897;Biomass households, inserts;Electricity;1997;;;;
2898;Biomass households, inserts;Electricity;1998;;;;
2899;Biomass households, inserts;Electricity;1999;;;;
2900;Biomass households, inserts;Electricity;2000;;;;
2901;Biomass households, inserts;Electricity;2001;;;;
2902;Biomass households, inserts;Electricity;2002;;;;
2903;Biomass households, inserts;Electricity;2003;;;;
2904;Biomass households, inserts;Electricity;2004;;;;
2905;Biomass households, inserts;Electricity;2005;;;;
2906;Biomass households, inserts;Electricity;2006;;;;
2907;Biomass households, inserts;Electricity;2007;;;;
2908;Biomass households, inserts;Electricity;2008;;;;
2909;Biomass households, inserts;Electricity;2009;;;;
2910;Biomass households, inserts;Electricity;2010;;;;
2911;Biomass households, inserts;Electricity;2011;;;;
2912;Biomass households, inserts;Electricity;2012;;;;
2913;Biomass households, inserts;Electricity;2013;;;;
2914;Biomass households, inserts;Electricity;2014;;;;
2915;Biomass households, inserts;Electricity;2015;;;;
2916;Biomass households, inserts;Electricity;2016;;;;
2917;Biomass households, inserts;Electricity;2017;;;;
2918;Biomass households, inserts;Electricity;2018;;;;
2919;Biomass households, inserts;Electricity;2019;;;;
2920;Biomass households, inserts;Electricity;2020;;;;
2921;Biomass households, inserts;Electricity;2021;;;;
2922;Biomass households, inserts;Electricity;2022;;;;
2923;Biomass households, inserts;Electricity;2023;;;;
2924;Biomass households, inserts;Heat;1990;1296.0;0.05;74.0;0.05
2925;Biomass households, inserts;Heat;1991;1490.0;0.05;85.0;0.05
2926;Biomass households, inserts;Heat;1992;1725.0;0.06;98.0;0.06
2927;Biomass households, inserts;Heat;1993;1993.0;0.07;113.0;0.07
2928;Biomass households, inserts;Heat;1994;2279.0;0.08;129.0;0.07
2929;Biomass households, inserts;Heat;1995;2575.0;0.08;146.0;0.08
2930;Biomass households, inserts;Heat;1996;2716.0;0.08;154.0;0.08
2931;Biomass households, inserts;Heat;1997;2723.0;0.09;155.0;0.09
2932;Biomass households, inserts;Heat;1998;2724.0;0.09;155.0;0.09
2933;Biomass households, inserts;Heat;1999;2720.0;0.09;155.0;0.09
2934;Biomass households, inserts;Heat;2000;2712.0;0.09;154.0;0.09
2935;Biomass households, inserts;Heat;2001;2695.0;0.08;153.0;0.09
2936;Biomass households, inserts;Heat;2002;2675.0;0.08;152.0;0.09
2937;Biomass households, inserts;Heat;2003;2645.0;0.08;150.0;0.08
2938;Biomass households, inserts;Heat;2004;2613.0;0.08;148.0;0.08
2939;Biomass households, inserts;Heat;2005;2579.0;0.08;146.0;0.08
2940;Biomass households, inserts;Heat;2006;2488.0;0.08;141.0;0.08
2941;Biomass households, inserts;Heat;2007;2396.0;0.07;136.0;0.08
2942;Biomass households, inserts;Heat;2008;2390.0;0.07;136.0;0.08
2943;Biomass households, inserts;Heat;2009;2399.0;0.07;136.0;0.08
2944;Biomass households, inserts;Heat;2010;2424.0;0.07;137.0;0.08
2945;Biomass households, inserts;Heat;2011;2449.0;0.08;138.0;0.08
2946;Biomass households, inserts;Heat;2012;1959.0;0.06;111.0;0.07
2947;Biomass households, inserts;Heat;2013;1879.0;0.06;106.0;0.06
2948;Biomass households, inserts;Heat;2014;1842.0;0.06;104.0;0.07
2949;Biomass households, inserts;Heat;2015;1799.0;0.06;102.0;0.06
2950;Biomass households, inserts;Heat;2016;1757.0;0.06;99.0;0.06
2951;Biomass households, inserts;Heat;2017;1717.0;0.05;97.0;0.06
2952;Biomass households, inserts;Heat;2018;1672.0;0.05;95.0;0.06
2953;Biomass households, inserts;Heat;2019;1613.0;0.05;91.0;0.06
2954;Biomass households, inserts;Heat;2020;1617.0;0.05;91.0;0.07
2955;Biomass households, inserts;Heat;2021;1631.0;0.05;92.0;0.06
2956;Biomass households, inserts;Heat;2022;1644.0;0.06;93.0;0.07
2957;Biomass households, inserts;Heat;2023;1658.0;0.06;93.0;0.07
2958;Biomass households, inserts;Transport;1990;;;;
2959;Biomass households, inserts;Transport;1991;;;;
2960;Biomass households, inserts;Transport;1992;;;;
2961;Biomass households, inserts;Transport;1993;;;;
2962;Biomass households, inserts;Transport;1994;;;;
2963;Biomass households, inserts;Transport;1995;;;;
2964;Biomass households, inserts;Transport;1996;;;;
2965;Biomass households, inserts;Transport;1997;;;;
2966;Biomass households, inserts;Transport;1998;;;;
2967;Biomass households, inserts;Transport;1999;;;;
2968;Biomass households, inserts;Transport;2000;;;;
2969;Biomass households, inserts;Transport;2001;;;;
2970;Biomass households, inserts;Transport;2002;;;;
2971;Biomass households, inserts;Transport;2003;;;;
2972;Biomass households, inserts;Transport;2004;;;;
2973;Biomass households, inserts;Transport;2005;;;;
2974;Biomass households, inserts;Transport;2006;;;;
2975;Biomass households, inserts;Transport;2007;;;;
2976;Biomass households, inserts;Transport;2008;;;;
2977;Biomass households, inserts;Transport;2009;;;;
2978;Biomass households, inserts;Transport;2010;;;;
2979;Biomass households, inserts;Transport;2011;;;;
2980;Biomass households, inserts;Transport;2012;;;;
2981;Biomass households, inserts;Transport;2013;;;;
2982;Biomass households, inserts;Transport;2014;;;;
2983;Biomass households, inserts;Transport;2015;;;;
2984;Biomass households, inserts;Transport;2016;;;;
2985;Biomass households, inserts;Transport;2017;;;;
2986;Biomass households, inserts;Transport;2018;;;;
2987;Biomass households, inserts;Transport;2019;;;;
2988;Biomass households, inserts;Transport;2020;;;;
2989;Biomass households, inserts;Transport;2021;;;;
2990;Biomass households, inserts;Transport;2022;;;;
2991;Biomass households, inserts;Transport;2023;;;;
2992;Biomass households, wood stoves;Total energy applications;1990;3394.0;0.12;193.0;0.12
2993;Biomass households, wood stoves;Total energy applications;1991;3199.0;0.11;182.0;0.11
2994;Biomass households, wood stoves;Total energy applications;1992;3015.0;0.1;171.0;0.1
2995;Biomass households, wood stoves;Total energy applications;1993;2845.0;0.1;162.0;0.09
2996;Biomass households, wood stoves;Total energy applications;1994;2688.0;0.09;153.0;0.09
2997;Biomass households, wood stoves;Total energy applications;1995;2539.0;0.08;144.0;0.08
2998;Biomass households, wood stoves;Total energy applications;1996;2795.0;0.09;159.0;0.09
2999;Biomass households, wood stoves;Total energy applications;1997;3035.0;0.1;172.0;0.1
3000;Biomass households, wood stoves;Total energy applications;1998;3262.0;0.1;185.0;0.1
3001;Biomass households, wood stoves;Total energy applications;1999;3469.0;0.11;197.0;0.11
3002;Biomass households, wood stoves;Total energy applications;2000;3654.0;0.12;208.0;0.12
3003;Biomass households, wood stoves;Total energy applications;2001;3745.0;0.12;213.0;0.12
3004;Biomass households, wood stoves;Total energy applications;2002;3844.0;0.12;218.0;0.12
3005;Biomass households, wood stoves;Total energy applications;2003;4228.0;0.13;240.0;0.13
3006;Biomass households, wood stoves;Total energy applications;2004;4898.0;0.14;278.0;0.15
3007;Biomass households, wood stoves;Total energy applications;2005;5616.0;0.17;319.0;0.18
3008;Biomass households, wood stoves;Total energy applications;2006;6362.0;0.19;361.0;0.21
3009;Biomass households, wood stoves;Total energy applications;2007;6562.0;0.2;372.0;0.22
3010;Biomass households, wood stoves;Total energy applications;2008;6862.0;0.21;389.0;0.22
3011;Biomass households, wood stoves;Total energy applications;2009;7219.0;0.22;409.0;0.24
3012;Biomass households, wood stoves;Total energy applications;2010;7631.0;0.22;432.0;0.24
3013;Biomass households, wood stoves;Total energy applications;2011;8020.0;0.25;453.0;0.27
3014;Biomass households, wood stoves;Total energy applications;2012;8252.0;0.25;466.0;0.28
3015;Biomass households, wood stoves;Total energy applications;2013;8567.0;0.27;484.0;0.29
3016;Biomass households, wood stoves;Total energy applications;2014;8608.0;0.28;485.0;0.31
3017;Biomass households, wood stoves;Total energy applications;2015;8616.0;0.28;487.0;0.29
3018;Biomass households, wood stoves;Total energy applications;2016;8603.0;0.27;486.0;0.29
3019;Biomass households, wood stoves;Total energy applications;2017;8493.0;0.27;481.0;0.29
3020;Biomass households, wood stoves;Total energy applications;2018;8382.0;0.27;474.0;0.3
3021;Biomass households, wood stoves;Total energy applications;2019;8168.0;0.27;462.0;0.3
3022;Biomass households, wood stoves;Total energy applications;2020;7894.0;0.27;445.0;0.32
3023;Biomass households, wood stoves;Total energy applications;2021;7726.0;0.25;436.0;0.3
3024;Biomass households, wood stoves;Total energy applications;2022;7723.0;0.26;436.0;0.31
3025;Biomass households, wood stoves;Total energy applications;2023;7698.0;0.27;433.0;0.34
3026;Biomass households, wood stoves;Electricity;1990;;;;
3027;Biomass households, wood stoves;Electricity;1991;;;;
3028;Biomass households, wood stoves;Electricity;1992;;;;
3029;Biomass households, wood stoves;Electricity;1993;;;;
3030;Biomass households, wood stoves;Electricity;1994;;;;
3031;Biomass households, wood stoves;Electricity;1995;;;;
3032;Biomass households, wood stoves;Electricity;1996;;;;
3033;Biomass households, wood stoves;Electricity;1997;;;;
3034;Biomass households, wood stoves;Electricity;1998;;;;
3035;Biomass households, wood stoves;Electricity;1999;;;;
3036;Biomass households, wood stoves;Electricity;2000;;;;
3037;Biomass households, wood stoves;Electricity;2001;;;;
3038;Biomass households, wood stoves;Electricity;2002;;;;
3039;Biomass households, wood stoves;Electricity;2003;;;;
3040;Biomass households, wood stoves;Electricity;2004;;;;
3041;Biomass households, wood stoves;Electricity;2005;;;;
3042;Biomass households, wood stoves;Electricity;2006;;;;
3043;Biomass households, wood stoves;Electricity;2007;;;;
3044;Biomass households, wood stoves;Electricity;2008;;;;
3045;Biomass households, wood stoves;Electricity;2009;;;;
3046;Biomass households, wood stoves;Electricity;2010;;;;
3047;Biomass households, wood stoves;Electricity;2011;;;;
3048;Biomass households, wood stoves;Electricity;2012;;;;
3049;Biomass households, wood stoves;Electricity;2013;;;;
3050;Biomass households, wood stoves;Electricity;2014;;;;
3051;Biomass households, wood stoves;Electricity;2015;;;;
3052;Biomass households, wood stoves;Electricity;2016;;;;
3053;Biomass households, wood stoves;Electricity;2017;;;;
3054;Biomass households, wood stoves;Electricity;2018;;;;
3055;Biomass households, wood stoves;Electricity;2019;;;;
3056;Biomass households, wood stoves;Electricity;2020;;;;
3057;Biomass households, wood stoves;Electricity;2021;;;;
3058;Biomass households, wood stoves;Electricity;2022;;;;
3059;Biomass households, wood stoves;Electricity;2023;;;;
3060;Biomass households, wood stoves;Heat;1990;3394.0;0.12;193.0;0.12
3061;Biomass households, wood stoves;Heat;1991;3199.0;0.11;182.0;0.11
3062;Biomass households, wood stoves;Heat;1992;3015.0;0.1;171.0;0.1
3063;Biomass households, wood stoves;Heat;1993;2845.0;0.1;162.0;0.09
3064;Biomass households, wood stoves;Heat;1994;2688.0;0.09;153.0;0.09
3065;Biomass households, wood stoves;Heat;1995;2539.0;0.08;144.0;0.08
3066;Biomass households, wood stoves;Heat;1996;2795.0;0.09;159.0;0.09
3067;Biomass households, wood stoves;Heat;1997;3035.0;0.1;172.0;0.1
3068;Biomass households, wood stoves;Heat;1998;3262.0;0.1;185.0;0.1
3069;Biomass households, wood stoves;Heat;1999;3469.0;0.11;197.0;0.11
3070;Biomass households, wood stoves;Heat;2000;3654.0;0.12;208.0;0.12
3071;Biomass households, wood stoves;Heat;2001;3745.0;0.12;213.0;0.12
3072;Biomass households, wood stoves;Heat;2002;3844.0;0.12;218.0;0.12
3073;Biomass households, wood stoves;Heat;2003;4228.0;0.13;240.0;0.13
3074;Biomass households, wood stoves;Heat;2004;4898.0;0.14;278.0;0.15
3075;Biomass households, wood stoves;Heat;2005;5616.0;0.17;319.0;0.18
3076;Biomass households, wood stoves;Heat;2006;6362.0;0.19;361.0;0.21
3077;Biomass households, wood stoves;Heat;2007;6562.0;0.2;372.0;0.22
3078;Biomass households, wood stoves;Heat;2008;6862.0;0.21;389.0;0.22
3079;Biomass households, wood stoves;Heat;2009;7219.0;0.22;409.0;0.24
3080;Biomass households, wood stoves;Heat;2010;7631.0;0.22;432.0;0.24
3081;Biomass households, wood stoves;Heat;2011;8020.0;0.25;453.0;0.27
3082;Biomass households, wood stoves;Heat;2012;8252.0;0.25;466.0;0.28
3083;Biomass households, wood stoves;Heat;2013;8567.0;0.27;484.0;0.29
3084;Biomass households, wood stoves;Heat;2014;8608.0;0.28;485.0;0.31
3085;Biomass households, wood stoves;Heat;2015;8616.0;0.28;487.0;0.29
3086;Biomass households, wood stoves;Heat;2016;8603.0;0.27;486.0;0.29
3087;Biomass households, wood stoves;Heat;2017;8493.0;0.27;481.0;0.29
3088;Biomass households, wood stoves;Heat;2018;8382.0;0.27;474.0;0.3
3089;Biomass households, wood stoves;Heat;2019;8168.0;0.27;462.0;0.3
3090;Biomass households, wood stoves;Heat;2020;7894.0;0.27;445.0;0.32
3091;Biomass households, wood stoves;Heat;2021;7726.0;0.25;436.0;0.3
3092;Biomass households, wood stoves;Heat;2022;7723.0;0.26;436.0;0.31
3093;Biomass households, wood stoves;Heat;2023;7698.0;0.27;433.0;0.34
3094;Biomass households, wood stoves;Transport;1990;;;;
3095;Biomass households, wood stoves;Transport;1991;;;;
3096;Biomass households, wood stoves;Transport;1992;;;;
3097;Biomass households, wood stoves;Transport;1993;;;;
3098;Biomass households, wood stoves;Transport;1994;;;;
3099;Biomass households, wood stoves;Transport;1995;;;;
3100;Biomass households, wood stoves;Transport;1996;;;;
3101;Biomass households, wood stoves;Transport;1997;;;;
3102;Biomass households, wood stoves;Transport;1998;;;;
3103;Biomass households, wood stoves;Transport;1999;;;;
3104;Biomass households, wood stoves;Transport;2000;;;;
3105;Biomass households, wood stoves;Transport;2001;;;;
3106;Biomass households, wood stoves;Transport;2002;;;;
3107;Biomass households, wood stoves;Transport;2003;;;;
3108;Biomass households, wood stoves;Transport;2004;;;;
3109;Biomass households, wood stoves;Transport;2005;;;;
3110;Biomass households, wood stoves;Transport;2006;;;;
3111;Biomass households, wood stoves;Transport;2007;;;;
3112;Biomass households, wood stoves;Transport;2008;;;;
3113;Biomass households, wood stoves;Transport;2009;;;;
3114;Biomass households, wood stoves;Transport;2010;;;;
3115;Biomass households, wood stoves;Transport;2011;;;;
3116;Biomass households, wood stoves;Transport;2012;;;;
3117;Biomass households, wood stoves;Transport;2013;;;;
3118;Biomass households, wood stoves;Transport;2014;;;;
3119;Biomass households, wood stoves;Transport;2015;;;;
3120;Biomass households, wood stoves;Transport;2016;;;;
3121;Biomass households, wood stoves;Transport;2017;;;;
3122;Biomass households, wood stoves;Transport;2018;;;;
3123;Biomass households, wood stoves;Transport;2019;;;;
3124;Biomass households, wood stoves;Transport;2020;;;;
3125;Biomass households, wood stoves;Transport;2021;;;;
3126;Biomass households, wood stoves;Transport;2022;;;;
3127;Biomass households, wood stoves;Transport;2023;;;;
3128;Biomass households, pellet stoves;Total energy applications;1990;0.0;0.0;0.0;0.0
3129;Biomass households, pellet stoves;Total energy applications;1991;0.0;0.0;0.0;0.0
3130;Biomass households, pellet stoves;Total energy applications;1992;0.0;0.0;0.0;0.0
3131;Biomass households, pellet stoves;Total energy applications;1993;0.0;0.0;0.0;0.0
3132;Biomass households, pellet stoves;Total energy applications;1994;0.0;0.0;0.0;0.0
3133;Biomass households, pellet stoves;Total energy applications;1995;0.0;0.0;0.0;0.0
3134;Biomass households, pellet stoves;Total energy applications;1996;0.0;0.0;0.0;0.0
3135;Biomass households, pellet stoves;Total energy applications;1997;0.0;0.0;0.0;0.0
3136;Biomass households, pellet stoves;Total energy applications;1998;0.0;0.0;0.0;0.0
3137;Biomass households, pellet stoves;Total energy applications;1999;0.0;0.0;0.0;0.0
3138;Biomass households, pellet stoves;Total energy applications;2000;0.0;0.0;0.0;0.0
3139;Biomass households, pellet stoves;Total energy applications;2001;0.0;0.0;0.0;0.0
3140;Biomass households, pellet stoves;Total energy applications;2002;0.0;0.0;0.0;0.0
3141;Biomass households, pellet stoves;Total energy applications;2003;0.0;0.0;0.0;0.0
3142;Biomass households, pellet stoves;Total energy applications;2004;0.0;0.0;0.0;0.0
3143;Biomass households, pellet stoves;Total energy applications;2005;0.0;0.0;0.0;0.0
3144;Biomass households, pellet stoves;Total energy applications;2006;0.0;0.0;0.0;0.0
3145;Biomass households, pellet stoves;Total energy applications;2007;0.0;0.0;0.0;0.0
3146;Biomass households, pellet stoves;Total energy applications;2008;0.0;0.0;0.0;0.0
3147;Biomass households, pellet stoves;Total energy applications;2009;0.0;0.0;0.0;0.0
3148;Biomass households, pellet stoves;Total energy applications;2010;0.0;0.0;0.0;0.0
3149;Biomass households, pellet stoves;Total energy applications;2011;0.0;0.0;0.0;0.0
3150;Biomass households, pellet stoves;Total energy applications;2012;0.0;0.0;0.0;0.0
3151;Biomass households, pellet stoves;Total energy applications;2013;0.0;0.0;0.0;0.0
3152;Biomass households, pellet stoves;Total energy applications;2014;97.0;0.0;6.0;0.0
3153;Biomass households, pellet stoves;Total energy applications;2015;189.0;0.01;11.0;0.01
3154;Biomass households, pellet stoves;Total energy applications;2016;278.0;0.01;16.0;0.01
3155;Biomass households, pellet stoves;Total energy applications;2017;493.0;0.02;28.0;0.02
3156;Biomass households, pellet stoves;Total energy applications;2018;840.0;0.03;48.0;0.03
3157;Biomass households, pellet stoves;Total energy applications;2019;1175.0;0.04;67.0;0.04
3158;Biomass households, pellet stoves;Total energy applications;2020;1503.0;0.05;85.0;0.06
3159;Biomass households, pellet stoves;Total energy applications;2021;1838.0;0.06;104.0;0.07
3160;Biomass households, pellet stoves;Total energy applications;2022;1953.0;0.07;110.0;0.08
3161;Biomass households, pellet stoves;Total energy applications;2023;2064.0;0.07;116.0;0.09
3162;Biomass households, pellet stoves;Electricity;1990;;;;
3163;Biomass households, pellet stoves;Electricity;1991;;;;
3164;Biomass households, pellet stoves;Electricity;1992;;;;
3165;Biomass households, pellet stoves;Electricity;1993;;;;
3166;Biomass households, pellet stoves;Electricity;1994;;;;
3167;Biomass households, pellet stoves;Electricity;1995;;;;
3168;Biomass households, pellet stoves;Electricity;1996;;;;
3169;Biomass households, pellet stoves;Electricity;1997;;;;
3170;Biomass households, pellet stoves;Electricity;1998;;;;
3171;Biomass households, pellet stoves;Electricity;1999;;;;
3172;Biomass households, pellet stoves;Electricity;2000;;;;
3173;Biomass households, pellet stoves;Electricity;2001;;;;
3174;Biomass households, pellet stoves;Electricity;2002;;;;
3175;Biomass households, pellet stoves;Electricity;2003;;;;
3176;Biomass households, pellet stoves;Electricity;2004;;;;
3177;Biomass households, pellet stoves;Electricity;2005;;;;
3178;Biomass households, pellet stoves;Electricity;2006;;;;
3179;Biomass households, pellet stoves;Electricity;2007;;;;
3180;Biomass households, pellet stoves;Electricity;2008;;;;
3181;Biomass households, pellet stoves;Electricity;2009;;;;
3182;Biomass households, pellet stoves;Electricity;2010;;;;
3183;Biomass households, pellet stoves;Electricity;2011;;;;
3184;Biomass households, pellet stoves;Electricity;2012;;;;
3185;Biomass households, pellet stoves;Electricity;2013;;;;
3186;Biomass households, pellet stoves;Electricity;2014;;;;
3187;Biomass households, pellet stoves;Electricity;2015;;;;
3188;Biomass households, pellet stoves;Electricity;2016;;;;
3189;Biomass households, pellet stoves;Electricity;2017;;;;
3190;Biomass households, pellet stoves;Electricity;2018;;;;
3191;Biomass households, pellet stoves;Electricity;2019;;;;
3192;Biomass households, pellet stoves;Electricity;2020;;;;
3193;Biomass households, pellet stoves;Electricity;2021;;;;
3194;Biomass households, pellet stoves;Electricity;2022;;;;
3195;Biomass households, pellet stoves;Electricity;2023;;;;
3196;Biomass households, pellet stoves;Heat;1990;0.0;0.0;0.0;0.0
3197;Biomass households, pellet stoves;Heat;1991;0.0;0.0;0.0;0.0
3198;Biomass households, pellet stoves;Heat;1992;0.0;0.0;0.0;0.0
3199;Biomass households, pellet stoves;Heat;1993;0.0;0.0;0.0;0.0
3200;Biomass households, pellet stoves;Heat;1994;0.0;0.0;0.0;0.0
3201;Biomass households, pellet stoves;Heat;1995;0.0;0.0;0.0;0.0
3202;Biomass households, pellet stoves;Heat;1996;0.0;0.0;0.0;0.0
3203;Biomass households, pellet stoves;Heat;1997;0.0;0.0;0.0;0.0
3204;Biomass households, pellet stoves;Heat;1998;0.0;0.0;0.0;0.0
3205;Biomass households, pellet stoves;Heat;1999;0.0;0.0;0.0;0.0
3206;Biomass households, pellet stoves;Heat;2000;0.0;0.0;0.0;0.0
3207;Biomass households, pellet stoves;Heat;2001;0.0;0.0;0.0;0.0
3208;Biomass households, pellet stoves;Heat;2002;0.0;0.0;0.0;0.0
3209;Biomass households, pellet stoves;Heat;2003;0.0;0.0;0.0;0.0
3210;Biomass households, pellet stoves;Heat;2004;0.0;0.0;0.0;0.0
3211;Biomass households, pellet stoves;Heat;2005;0.0;0.0;0.0;0.0
3212;Biomass households, pellet stoves;Heat;2006;0.0;0.0;0.0;0.0
3213;Biomass households, pellet stoves;Heat;2007;0.0;0.0;0.0;0.0
3214;Biomass households, pellet stoves;Heat;2008;0.0;0.0;0.0;0.0
3215;Biomass households, pellet stoves;Heat;2009;0.0;0.0;0.0;0.0
3216;Biomass households, pellet stoves;Heat;2010;0.0;0.0;0.0;0.0
3217;Biomass households, pellet stoves;Heat;2011;0.0;0.0;0.0;0.0
3218;Biomass households, pellet stoves;Heat;2012;0.0;0.0;0.0;0.0
3219;Biomass households, pellet stoves;Heat;2013;0.0;0.0;0.0;0.0
3220;Biomass households, pellet stoves;Heat;2014;97.0;0.0;6.0;0.0
3221;Biomass households, pellet stoves;Heat;2015;189.0;0.01;11.0;0.01
3222;Biomass households, pellet stoves;Heat;2016;278.0;0.01;16.0;0.01
3223;Biomass households, pellet stoves;Heat;2017;493.0;0.02;28.0;0.02
3224;Biomass households, pellet stoves;Heat;2018;840.0;0.03;48.0;0.03
3225;Biomass households, pellet stoves;Heat;2019;1175.0;0.04;67.0;0.04
3226;Biomass households, pellet stoves;Heat;2020;1503.0;0.05;85.0;0.06
3227;Biomass households, pellet stoves;Heat;2021;1838.0;0.06;104.0;0.07
3228;Biomass households, pellet stoves;Heat;2022;1953.0;0.07;110.0;0.08
3229;Biomass households, pellet stoves;Heat;2023;2064.0;0.07;116.0;0.09
3230;Biomass households, pellet stoves;Transport;1990;;;;
3231;Biomass households, pellet stoves;Transport;1991;;;;
3232;Biomass households, pellet stoves;Transport;1992;;;;
3233;Biomass households, pellet stoves;Transport;1993;;;;
3234;Biomass households, pellet stoves;Transport;1994;;;;
3235;Biomass households, pellet stoves;Transport;1995;;;;
3236;Biomass households, pellet stoves;Transport;1996;;;;
3237;Biomass households, pellet stoves;Transport;1997;;;;
3238;Biomass households, pellet stoves;Transport;1998;;;;
3239;Biomass households, pellet stoves;Transport;1999;;;;
3240;Biomass households, pellet stoves;Transport;2000;;;;
3241;Biomass households, pellet stoves;Transport;2001;;;;
3242;Biomass households, pellet stoves;Transport;2002;;;;
3243;Biomass households, pellet stoves;Transport;2003;;;;
3244;Biomass households, pellet stoves;Transport;2004;;;;
3245;Biomass households, pellet stoves;Transport;2005;;;;
3246;Biomass households, pellet stoves;Transport;2006;;;;
3247;Biomass households, pellet stoves;Transport;2007;;;;
3248;Biomass households, pellet stoves;Transport;2008;;;;
3249;Biomass households, pellet stoves;Transport;2009;;;;
3250;Biomass households, pellet stoves;Transport;2010;;;;
3251;Biomass households, pellet stoves;Transport;2011;;;;
3252;Biomass households, pellet stoves;Transport;2012;;;;
3253;Biomass households, pellet stoves;Transport;2013;;;;
3254;Biomass households, pellet stoves;Transport;2014;;;;
3255;Biomass households, pellet stoves;Transport;2015;;;;
3256;Biomass households, pellet stoves;Transport;2016;;;;
3257;Biomass households, pellet stoves;Transport;2017;;;;
3258;Biomass households, pellet stoves;Transport;2018;;;;
3259;Biomass households, pellet stoves;Transport;2019;;;;
3260;Biomass households, pellet stoves;Transport;2020;;;;
3261;Biomass households, pellet stoves;Transport;2021;;;;
3262;Biomass households, pellet stoves;Transport;2022;;;;
3263;Biomass households, pellet stoves;Transport;2023;;;;
3264;Biomass households, charcoal use;Total energy applications;1990;;;;
3265;Biomass households, charcoal use;Total energy applications;1991;;;;
3266;Biomass households, charcoal use;Total energy applications;1992;;;;
3267;Biomass households, charcoal use;Total energy applications;1993;;;;
3268;Biomass households, charcoal use;Total energy applications;1994;;;;
3269;Biomass households, charcoal use;Total energy applications;1995;;;;
3270;Biomass households, charcoal use;Total energy applications;1996;;;;
3271;Biomass households, charcoal use;Total energy applications;1997;;;;
3272;Biomass households, charcoal use;Total energy applications;1998;;;;
3273;Biomass households, charcoal use;Total energy applications;1999;;;;
3274;Biomass households, charcoal use;Total energy applications;2000;;;;
3275;Biomass households, charcoal use;Total energy applications;2001;;;;
3276;Biomass households, charcoal use;Total energy applications;2002;;;;
3277;Biomass households, charcoal use;Total energy applications;2003;;;;
3278;Biomass households, charcoal use;Total energy applications;2004;;;;
3279;Biomass households, charcoal use;Total energy applications;2005;;;;
3280;Biomass households, charcoal use;Total energy applications;2006;;;;
3281;Biomass households, charcoal use;Total energy applications;2007;;;;
3282;Biomass households, charcoal use;Total energy applications;2008;;;;
3283;Biomass households, charcoal use;Total energy applications;2009;;;;
3284;Biomass households, charcoal use;Total energy applications;2010;;;;
3285;Biomass households, charcoal use;Total energy applications;2011;;;;
3286;Biomass households, charcoal use;Total energy applications;2012;;;;
3287;Biomass households, charcoal use;Total energy applications;2013;;;;
3288;Biomass households, charcoal use;Total energy applications;2014;;;;
3289;Biomass households, charcoal use;Total energy applications;2015;;;;
3290;Biomass households, charcoal use;Total energy applications;2016;;;;
3291;Biomass households, charcoal use;Total energy applications;2017;;;;
3292;Biomass households, charcoal use;Total energy applications;2018;;;;
3293;Biomass households, charcoal use;Total energy applications;2019;;;;
3294;Biomass households, charcoal use;Total energy applications;2020;;;;
3295;Biomass households, charcoal use;Total energy applications;2021;;;;
3296;Biomass households, charcoal use;Total energy applications;2022;;;;
3297;Biomass households, charcoal use;Total energy applications;2023;;;;
3298;Biomass households, charcoal use;Electricity;1990;;;;
3299;Biomass households, charcoal use;Electricity;1991;;;;
3300;Biomass households, charcoal use;Electricity;1992;;;;
3301;Biomass households, charcoal use;Electricity;1993;;;;
3302;Biomass households, charcoal use;Electricity;1994;;;;
3303;Biomass households, charcoal use;Electricity;1995;;;;
3304;Biomass households, charcoal use;Electricity;1996;;;;
3305;Biomass households, charcoal use;Electricity;1997;;;;
3306;Biomass households, charcoal use;Electricity;1998;;;;
3307;Biomass households, charcoal use;Electricity;1999;;;;
3308;Biomass households, charcoal use;Electricity;2000;;;;
3309;Biomass households, charcoal use;Electricity;2001;;;;
3310;Biomass households, charcoal use;Electricity;2002;;;;
3311;Biomass households, charcoal use;Electricity;2003;;;;
3312;Biomass households, charcoal use;Electricity;2004;;;;
3313;Biomass households, charcoal use;Electricity;2005;;;;
3314;Biomass households, charcoal use;Electricity;2006;;;;
3315;Biomass households, charcoal use;Electricity;2007;;;;
3316;Biomass households, charcoal use;Electricity;2008;;;;
3317;Biomass households, charcoal use;Electricity;2009;;;;
