ID;RegioS;Inkomensverdeling;AantalHuishoudensAbsoluut_1;AantalHuishoudens_2
5179;Delft;"4e 10%-groep; 18 700 tot 22 000 euro";4.4;11.0
5180;Delft;"5e 10%-groep; 22 000 tot 25 700 euro";4.1;10.0
5181;Delft;"6e 10%-groep; 25 700 tot 29 800 euro";4.0;10.0
5182;Delft;"7e 10%-groep; 29 800 tot 34 300 euro";3.7;9.0
5183;Delft;"8e 10%-groep; 34 300 tot 40 100 euro";3.6;9.0
5184;Delft;"9e 10%-groep; 40 100 tot 49 800 euro";3.9;10.0
5185;Delft;"10e 10%-groep; meer dan 49 800  euro";3.7;9.0
5186;Delft;"1e 10%-groep; minder dan 12 400 euro";5.1;12.0
5187;Delft;"2e-4e 10%-groep; 12 400 tot 22 000 euro";12.7;31.0
5188;Delft;"5e-8e 10%-groep; 22 000 tot 40 100 euro";15.4;38.0
5189;Delft;"9e-10e 10%-groep; meer dan 40 100 euro";7.5;18.0
5190;Dirksland;Totaal particulier huishouden;3.1;100.0
5191;Dirksland;"1e 10%-groep; minder dan 12 400 euro";0.2;7.0
5192;Dirksland;"2e 10%-groep; 12 400 tot 15 600 euro";0.2;6.0
5193;Dirksland;"3e 10%-groep; 15 600 tot 18 700 euro";0.3;9.0
5194;Dirksland;"4e 10%-groep; 18 700 tot 22 000 euro";0.3;11.0
5195;Dirksland;"5e 10%-groep; 22 000 tot 25 700 euro";0.4;12.0
5196;Dirksland;"6e 10%-groep; 25 700 tot 29 800 euro";0.4;12.0
5197;Dirksland;"7e 10%-groep; 29 800 tot 34 300 euro";0.3;10.0
5198;Dirksland;"8e 10%-groep; 34 300 tot 40 100 euro";0.3;10.0
5199;Dirksland;"9e 10%-groep; 40 100 tot 49 800 euro";0.3;11.0
5200;Dirksland;"10e 10%-groep; meer dan 49 800  euro";0.4;13.0
5201;Dirksland;"1e 10%-groep; minder dan 12 400 euro";0.2;7.0
5202;Dirksland;"2e-4e 10%-groep; 12 400 tot 22 000 euro";0.8;26.0
5203;Dirksland;"5e-8e 10%-groep; 22 000 tot 40 100 euro";1.4;44.0
5204;Dirksland;"9e-10e 10%-groep; meer dan 40 100 euro";0.7;23.0
5205;Dordrecht;Totaal particulier huishouden;51.6;100.0
5206;Dordrecht;"1e 10%-groep; minder dan 12 400 euro";5.9;11.0
5207;Dordrecht;"2e 10%-groep; 12 400 tot 15 600 euro";6.3;12.0
5208;Dordrecht;"3e 10%-groep; 15 600 tot 18 700 euro";5.6;11.0
5209;Dordrecht;"4e 10%-groep; 18 700 tot 22 000 euro";5.5;11.0
5210;Dordrecht;"5e 10%-groep; 22 000 tot 25 700 euro";5.1;10.0
5211;Dordrecht;"6e 10%-groep; 25 700 tot 29 800 euro";5.0;10.0
5212;Dordrecht;"7e 10%-groep; 29 800 tot 34 300 euro";4.8;9.0
5213;Dordrecht;"8e 10%-groep; 34 300 tot 40 100 euro";4.5;9.0
5214;Dordrecht;"9e 10%-groep; 40 100 tot 49 800 euro";4.5;9.0
5215;Dordrecht;"10e 10%-groep; meer dan 49 800  euro";4.3;8.0
5216;Dordrecht;"1e 10%-groep; minder dan 12 400 euro";5.9;11.0
5217;Dordrecht;"2e-4e 10%-groep; 12 400 tot 22 000 euro";17.4;34.0
5218;Dordrecht;"5e-8e 10%-groep; 22 000 tot 40 100 euro";19.5;38.0
5219;Dordrecht;"9e-10e 10%-groep; meer dan 40 100 euro";8.8;17.0
5220;Goedereede;Totaal particulier huishouden;4.3;100.0
5221;Goedereede;"1e 10%-groep; minder dan 12 400 euro";0.3;6.0
5222;Goedereede;"2e 10%-groep; 12 400 tot 15 600 euro";0.3;8.0
5223;Goedereede;"3e 10%-groep; 15 600 tot 18 700 euro";0.4;8.0
5224;Goedereede;"4e 10%-groep; 18 700 tot 22 000 euro";0.4;9.0
5225;Goedereede;"5e 10%-groep; 22 000 tot 25 700 euro";0.5;11.0
5226;Goedereede;"6e 10%-groep; 25 700 tot 29 800 euro";0.4;10.0
5227;Goedereede;"7e 10%-groep; 29 800 tot 34 300 euro";0.5;11.0
5228;Goedereede;"8e 10%-groep; 34 300 tot 40 100 euro";0.5;11.0
5229;Goedereede;"9e 10%-groep; 40 100 tot 49 800 euro";0.5;12.0
5230;Goedereede;"10e 10%-groep; meer dan 49 800  euro";0.6;14.0
5231;Goedereede;"1e 10%-groep; minder dan 12 400 euro";0.3;6.0
5232;Goedereede;"2e-4e 10%-groep; 12 400 tot 22 000 euro";1.1;25.0
5233;Goedereede;"5e-8e 10%-groep; 22 000 tot 40 100 euro";1.9;44.0
5234;Goedereede;"9e-10e 10%-groep; meer dan 40 100 euro";1.1;26.0
5235;Gorinchem;Totaal particulier huishouden;14.8;100.0
5236;Gorinchem;"1e 10%-groep; minder dan 12 400 euro";1.4;9.0
5237;Gorinchem;"2e 10%-groep; 12 400 tot 15 600 euro";1.7;11.0
5238;Gorinchem;"3e 10%-groep; 15 600 tot 18 700 euro";1.5;10.0
5239;Gorinchem;"4e 10%-groep; 18 700 tot 22 000 euro";1.6;11.0
5240;Gorinchem;"5e 10%-groep; 22 000 tot 25 700 euro";1.4;10.0
5241;Gorinchem;"6e 10%-groep; 25 700 tot 29 800 euro";1.6;11.0
5242;Gorinchem;"7e 10%-groep; 29 800 tot 34 300 euro";1.5;10.0
5243;Gorinchem;"8e 10%-groep; 34 300 tot 40 100 euro";1.4;10.0
5244;Gorinchem;"9e 10%-groep; 40 100 tot 49 800 euro";1.4;10.0
5245;Gorinchem;"10e 10%-groep; meer dan 49 800  euro";1.3;9.0
5246;Gorinchem;"1e 10%-groep; minder dan 12 400 euro";1.4;9.0
5247;Gorinchem;"2e-4e 10%-groep; 12 400 tot 22 000 euro";4.8;32.0
5248;Gorinchem;"5e-8e 10%-groep; 22 000 tot 40 100 euro";5.9;40.0
5249;Gorinchem;"9e-10e 10%-groep; meer dan 40 100 euro";2.7;18.0
5250;Gouda;Totaal particulier huishouden;29.7;100.0
5251;Gouda;"1e 10%-groep; minder dan 12 400 euro";2.6;9.0
5252;Gouda;"2e 10%-groep; 12 400 tot 15 600 euro";3.0;10.0
5253;Gouda;"3e 10%-groep; 15 600 tot 18 700 euro";3.0;10.0
5254;Gouda;"4e 10%-groep; 18 700 tot 22 000 euro";2.7;9.0
5255;Gouda;"5e 10%-groep; 22 000 tot 25 700 euro";3.0;10.0
5256;Gouda;"6e 10%-groep; 25 700 tot 29 800 euro";2.8;10.0
5257;Gouda;"7e 10%-groep; 29 800 tot 34 300 euro";2.8;9.0
5258;Gouda;"8e 10%-groep; 34 300 tot 40 100 euro";3.2;11.0
5259;Gouda;"9e 10%-groep; 40 100 tot 49 800 euro";3.3;11.0
5260;Gouda;"10e 10%-groep; meer dan 49 800  euro";3.3;11.0
5261;Gouda;"1e 10%-groep; minder dan 12 400 euro";2.6;9.0
5262;Gouda;"2e-4e 10%-groep; 12 400 tot 22 000 euro";8.7;29.0
5263;Gouda;"5e-8e 10%-groep; 22 000 tot 40 100 euro";11.8;40.0
5264;Gouda;"9e-10e 10%-groep; meer dan 40 100 euro";6.6;22.0
5265;'s-Gravendeel;Totaal particulier huishouden;3.6;100.0
5266;'s-Gravendeel;"1e 10%-groep; minder dan 12 400 euro";0.2;6.0
5267;'s-Gravendeel;"2e 10%-groep; 12 400 tot 15 600 euro";0.3;9.0
5268;'s-Gravendeel;"3e 10%-groep; 15 600 tot 18 700 euro";0.3;8.0
5269;'s-Gravendeel;"4e 10%-groep; 18 700 tot 22 000 euro";0.4;10.0
5270;'s-Gravendeel;"5e 10%-groep; 22 000 tot 25 700 euro";0.4;10.0
5271;'s-Gravendeel;"6e 10%-groep; 25 700 tot 29 800 euro";0.4;11.0
5272;'s-Gravendeel;"7e 10%-groep; 29 800 tot 34 300 euro";0.4;12.0
5273;'s-Gravendeel;"8e 10%-groep; 34 300 tot 40 100 euro";0.4;10.0
5274;'s-Gravendeel;"9e 10%-groep; 40 100 tot 49 800 euro";0.4;12.0
5275;'s-Gravendeel;"10e 10%-groep; meer dan 49 800  euro";0.4;12.0
5276;'s-Gravendeel;"1e 10%-groep; minder dan 12 400 euro";0.2;6.0
5277;'s-Gravendeel;"2e-4e 10%-groep; 12 400 tot 22 000 euro";1.0;28.0
5278;'s-Gravendeel;"5e-8e 10%-groep; 22 000 tot 40 100 euro";1.5;42.0
5279;'s-Gravendeel;"9e-10e 10%-groep; meer dan 40 100 euro";0.9;24.0
5280;'s-Gravenhage;Totaal particulier huishouden;217.5;100.0
5281;'s-Gravenhage;"1e 10%-groep; minder dan 12 400 euro";33.4;15.0
5282;'s-Gravenhage;"2e 10%-groep; 12 400 tot 15 600 euro";26.2;12.0
5283;'s-Gravenhage;"3e 10%-groep; 15 600 tot 18 700 euro";25.3;12.0
5284;'s-Gravenhage;"4e 10%-groep; 18 700 tot 22 000 euro";23.8;11.0
5285;'s-Gravenhage;"5e 10%-groep; 22 000 tot 25 700 euro";21.4;10.0
5286;'s-Gravenhage;"6e 10%-groep; 25 700 tot 29 800 euro";18.8;9.0
5287;'s-Gravenhage;"7e 10%-groep; 29 800 tot 34 300 euro";17.2;8.0
5288;'s-Gravenhage;"8e 10%-groep; 34 300 tot 40 100 euro";16.4;8.0
5289;'s-Gravenhage;"9e 10%-groep; 40 100 tot 49 800 euro";16.3;7.0
5290;'s-Gravenhage;"10e 10%-groep; meer dan 49 800  euro";18.6;9.0
5291;'s-Gravenhage;"1e 10%-groep; minder dan 12 400 euro";33.4;15.0
5292;'s-Gravenhage;"2e-4e 10%-groep; 12 400 tot 22 000 euro";75.3;35.0
5293;'s-Gravenhage;"5e-8e 10%-groep; 22 000 tot 40 100 euro";73.8;34.0
5294;'s-Gravenhage;"9e-10e 10%-groep; meer dan 40 100 euro";34.9;16.0
5295;'s-Gravenzande;Totaal particulier huishouden;7.3;100.0
5296;'s-Gravenzande;"1e 10%-groep; minder dan 12 400 euro";0.5;7.0
5297;'s-Gravenzande;"2e 10%-groep; 12 400 tot 15 600 euro";0.6;8.0
5298;'s-Gravenzande;"3e 10%-groep; 15 600 tot 18 700 euro";0.6;8.0
5299;'s-Gravenzande;"4e 10%-groep; 18 700 tot 22 000 euro";0.6;8.0
5300;'s-Gravenzande;"5e 10%-groep; 22 000 tot 25 700 euro";0.7;9.0
5301;'s-Gravenzande;"6e 10%-groep; 25 700 tot 29 800 euro";0.8;11.0
5302;'s-Gravenzande;"7e 10%-groep; 29 800 tot 34 300 euro";0.7;10.0
5303;'s-Gravenzande;"8e 10%-groep; 34 300 tot 40 100 euro";0.9;12.0
5304;'s-Gravenzande;"9e 10%-groep; 40 100 tot 49 800 euro";0.9;12.0
5305;'s-Gravenzande;"10e 10%-groep; meer dan 49 800  euro";1.1;15.0
5306;'s-Gravenzande;"1e 10%-groep; minder dan 12 400 euro";0.5;7.0
5307;'s-Gravenzande;"2e-4e 10%-groep; 12 400 tot 22 000 euro";1.7;24.0
5308;'s-Gravenzande;"5e-8e 10%-groep; 22 000 tot 40 100 euro";3.1;42.0
5309;'s-Gravenzande;"9e-10e 10%-groep; meer dan 40 100 euro";2.0;27.0
5310;Hardinxveld-Giessendam;Totaal particulier huishouden;6.4;100.0
5311;Hardinxveld-Giessendam;"1e 10%-groep; minder dan 12 400 euro";0.3;5.0
5312;Hardinxveld-Giessendam;"2e 10%-groep; 12 400 tot 15 600 euro";0.5;8.0
5313;Hardinxveld-Giessendam;"3e 10%-groep; 15 600 tot 18 700 euro";0.6;9.0
5314;Hardinxveld-Giessendam;"4e 10%-groep; 18 700 tot 22 000 euro";0.5;8.0
5315;Hardinxveld-Giessendam;"5e 10%-groep; 22 000 tot 25 700 euro";0.7;11.0
5316;Hardinxveld-Giessendam;"6e 10%-groep; 25 700 tot 29 800 euro";0.8;12.0
5317;Hardinxveld-Giessendam;"7e 10%-groep; 29 800 tot 34 300 euro";0.7;11.0
5318;Hardinxveld-Giessendam;"8e 10%-groep; 34 300 tot 40 100 euro";0.7;12.0
5319;Hardinxveld-Giessendam;"9e 10%-groep; 40 100 tot 49 800 euro";0.7;11.0
5320;Hardinxveld-Giessendam;"10e 10%-groep; meer dan 49 800  euro";0.8;13.0
5321;Hardinxveld-Giessendam;"1e 10%-groep; minder dan 12 400 euro";0.3;5.0
5322;Hardinxveld-Giessendam;"2e-4e 10%-groep; 12 400 tot 22 000 euro";1.6;25.0
5323;Hardinxveld-Giessendam;"5e-8e 10%-groep; 22 000 tot 40 100 euro";2.9;46.0
5324;Hardinxveld-Giessendam;"9e-10e 10%-groep; meer dan 40 100 euro";1.5;24.0
5325;Noorder-Koggenland;Totaal particulier huishouden;4.0;100.0
5326;Noorder-Koggenland;"1e 10%-groep; minder dan 12 400 euro";0.3;7.0
5327;Noorder-Koggenland;"2e 10%-groep; 12 400 tot 15 600 euro";0.3;8.0
5328;Noorder-Koggenland;"3e 10%-groep; 15 600 tot 18 700 euro";0.3;8.0
5329;Noorder-Koggenland;"4e 10%-groep; 18 700 tot 22 000 euro";0.4;9.0
5330;Noorder-Koggenland;"5e 10%-groep; 22 000 tot 25 700 euro";0.4;10.0
5331;Noorder-Koggenland;"6e 10%-groep; 25 700 tot 29 800 euro";0.4;10.0
5332;Noorder-Koggenland;"7e 10%-groep; 29 800 tot 34 300 euro";0.4;10.0
5333;Noorder-Koggenland;"8e 10%-groep; 34 300 tot 40 100 euro";0.5;12.0
5334;Noorder-Koggenland;"9e 10%-groep; 40 100 tot 49 800 euro";0.5;13.0
5335;Noorder-Koggenland;"10e 10%-groep; meer dan 49 800  euro";0.5;14.0
5336;Noorder-Koggenland;"1e 10%-groep; minder dan 12 400 euro";0.3;7.0
5337;Noorder-Koggenland;"2e-4e 10%-groep; 12 400 tot 22 000 euro";1.0;25.0
5338;Noorder-Koggenland;"5e-8e 10%-groep; 22 000 tot 40 100 euro";1.7;41.0
5339;Noorder-Koggenland;"9e-10e 10%-groep; meer dan 40 100 euro";1.1;27.0
5340;Hellevoetsluis;Totaal particulier huishouden;16.1;100.0
5341;Hellevoetsluis;"1e 10%-groep; minder dan 12 400 euro";1.3;8.0
5342;Hellevoetsluis;"2e 10%-groep; 12 400 tot 15 600 euro";1.2;8.0
5343;Hellevoetsluis;"3e 10%-groep; 15 600 tot 18 700 euro";1.4;9.0
5344;Hellevoetsluis;"4e 10%-groep; 18 700 tot 22 000 euro";1.6;10.0
5345;Hellevoetsluis;"5e 10%-groep; 22 000 tot 25 700 euro";1.6;10.0
5346;Hellevoetsluis;"6e 10%-groep; 25 700 tot 29 800 euro";1.8;11.0
5347;Hellevoetsluis;"7e 10%-groep; 29 800 tot 34 300 euro";1.9;11.0
5348;Hellevoetsluis;"8e 10%-groep; 34 300 tot 40 100 euro";1.9;12.0
5349;Hellevoetsluis;"9e 10%-groep; 40 100 tot 49 800 euro";1.9;12.0
5350;Hellevoetsluis;"10e 10%-groep; meer dan 49 800  euro";1.6;10.0
5351;Hellevoetsluis;"1e 10%-groep; minder dan 12 400 euro";1.3;8.0
5352;Hellevoetsluis;"2e-4e 10%-groep; 12 400 tot 22 000 euro";4.3;26.0
5353;Hellevoetsluis;"5e-8e 10%-groep; 22 000 tot 40 100 euro";7.1;44.0
5354;Hellevoetsluis;"9e-10e 10%-groep; meer dan 40 100 euro";3.5;22.0
5355;Hendrik-Ido-Ambacht;Totaal particulier huishouden;8.5;100.0
5356;Hendrik-Ido-Ambacht;"1e 10%-groep; minder dan 12 400 euro";0.4;5.0
5357;Hendrik-Ido-Ambacht;"2e 10%-groep; 12 400 tot 15 600 euro";0.6;7.0
5358;Hendrik-Ido-Ambacht;"3e 10%-groep; 15 600 tot 18 700 euro";0.7;9.0
5359;Hendrik-Ido-Ambacht;"4e 10%-groep; 18 700 tot 22 000 euro";0.7;8.0
5360;Hendrik-Ido-Ambacht;"5e 10%-groep; 22 000 tot 25 700 euro";0.8;10.0
5361;Hendrik-Ido-Ambacht;"6e 10%-groep; 25 700 tot 29 800 euro";0.9;11.0
5362;Hendrik-Ido-Ambacht;"7e 10%-groep; 29 800 tot 34 300 euro";1.1;13.0
5363;Hendrik-Ido-Ambacht;"8e 10%-groep; 34 300 tot 40 100 euro";1.1;13.0
5364;Hendrik-Ido-Ambacht;"9e 10%-groep; 40 100 tot 49 800 euro";1.0;12.0
5365;Hendrik-Ido-Ambacht;"10e 10%-groep; meer dan 49 800  euro";1.0;12.0
5366;Hendrik-Ido-Ambacht;"1e 10%-groep; minder dan 12 400 euro";0.4;5.0
5367;Hendrik-Ido-Ambacht;"2e-4e 10%-groep; 12 400 tot 22 000 euro";2.0;24.0
5368;Hendrik-Ido-Ambacht;"5e-8e 10%-groep; 22 000 tot 40 100 euro";4.0;47.0
5369;Hendrik-Ido-Ambacht;"9e-10e 10%-groep; meer dan 40 100 euro";2.1;24.0
5370;Stede Broec;Totaal particulier huishouden;8.1;100.0
5371;Stede Broec;"1e 10%-groep; minder dan 12 400 euro";0.5;7.0
5372;Stede Broec;"2e 10%-groep; 12 400 tot 15 600 euro";0.7;9.0
5373;Stede Broec;"3e 10%-groep; 15 600 tot 18 700 euro";0.7;9.0
5374;Stede Broec;"4e 10%-groep; 18 700 tot 22 000 euro";0.8;9.0
5375;Stede Broec;"5e 10%-groep; 22 000 tot 25 700 euro";0.8;10.0
5376;Stede Broec;"6e 10%-groep; 25 700 tot 29 800 euro";1.0;12.0
5377;Stede Broec;"7e 10%-groep; 29 800 tot 34 300 euro";1.0;13.0
5378;Stede Broec;"8e 10%-groep; 34 300 tot 40 100 euro";0.9;11.0
5379;Stede Broec;"9e 10%-groep; 40 100 tot 49 800 euro";0.9;11.0
5380;Stede Broec;"10e 10%-groep; meer dan 49 800  euro";0.8;10.0
5381;Stede Broec;"1e 10%-groep; minder dan 12 400 euro";0.5;7.0
5382;Stede Broec;"2e-4e 10%-groep; 12 400 tot 22 000 euro";2.2;27.0
5383;Stede Broec;"5e-8e 10%-groep; 22 000 tot 40 100 euro";3.7;46.0
5384;Stede Broec;"9e-10e 10%-groep; meer dan 40 100 euro";1.6;20.0
5385;Hillegom;Totaal particulier huishouden;8.4;100.0
5386;Hillegom;"1e 10%-groep; minder dan 12 400 euro";0.6;7.0
5387;Hillegom;"2e 10%-groep; 12 400 tot 15 600 euro";0.9;10.0
5388;Hillegom;"3e 10%-groep; 15 600 tot 18 700 euro";0.7;8.0
5389;Hillegom;"4e 10%-groep; 18 700 tot 22 000 euro";0.7;9.0
5390;Hillegom;"5e 10%-groep; 22 000 tot 25 700 euro";0.8;9.0
5391;Hillegom;"6e 10%-groep; 25 700 tot 29 800 euro";0.9;10.0
5392;Hillegom;"7e 10%-groep; 29 800 tot 34 300 euro";0.9;10.0
5393;Hillegom;"8e 10%-groep; 34 300 tot 40 100 euro";0.9;11.0
5394;Hillegom;"9e 10%-groep; 40 100 tot 49 800 euro";1.0;11.0
5395;Hillegom;"10e 10%-groep; meer dan 49 800  euro";1.1;13.0
5396;Hillegom;"1e 10%-groep; minder dan 12 400 euro";0.6;7.0
5397;Hillegom;"2e-4e 10%-groep; 12 400 tot 22 000 euro";2.3;27.0
5398;Hillegom;"5e-8e 10%-groep; 22 000 tot 40 100 euro";3.5;41.0
5399;Hillegom;"9e-10e 10%-groep; meer dan 40 100 euro";2.1;24.0
5400;Katwijk;Totaal particulier huishouden;15.5;100.0
5401;Katwijk;"1e 10%-groep; minder dan 12 400 euro";1.1;7.0
5402;Katwijk;"2e 10%-groep; 12 400 tot 15 600 euro";1.3;9.0
5403;Katwijk;"3e 10%-groep; 15 600 tot 18 700 euro";1.4;9.0
5404;Katwijk;"4e 10%-groep; 18 700 tot 22 000 euro";1.5;10.0
5405;Katwijk;"5e 10%-groep; 22 000 tot 25 700 euro";1.7;11.0
5406;Katwijk;"6e 10%-groep; 25 700 tot 29 800 euro";1.8;11.0
5407;Katwijk;"7e 10%-groep; 29 800 tot 34 300 euro";1.7;11.0
5408;Katwijk;"8e 10%-groep; 34 300 tot 40 100 euro";1.7;11.0
5409;Katwijk;"9e 10%-groep; 40 100 tot 49 800 euro";1.6;10.0
5410;Katwijk;"10e 10%-groep; meer dan 49 800  euro";1.7;11.0
5411;Katwijk;"1e 10%-groep; minder dan 12 400 euro";1.1;7.0
5412;Katwijk;"2e-4e 10%-groep; 12 400 tot 22 000 euro";4.3;28.0
5413;Katwijk;"5e-8e 10%-groep; 22 000 tot 40 100 euro";6.8;44.0
5414;Katwijk;"9e-10e 10%-groep; meer dan 40 100 euro";3.3;21.0
5415;Krimpen aan den IJssel;Totaal particulier huishouden;11.3;100.0
5416;Krimpen aan den IJssel;"1e 10%-groep; minder dan 12 400 euro";0.6;6.0
5417;Krimpen aan den IJssel;"2e 10%-groep; 12 400 tot 15 600 euro";1.0;9.0
5418;Krimpen aan den IJssel;"3e 10%-groep; 15 600 tot 18 700 euro";0.9;8.0
5419;Krimpen aan den IJssel;"4e 10%-groep; 18 700 tot 22 000 euro";1.0;9.0
5420;Krimpen aan den IJssel;"5e 10%-groep; 22 000 tot 25 700 euro";1.1;10.0
5421;Krimpen aan den IJssel;"6e 10%-groep; 25 700 tot 29 800 euro";1.2;10.0
5422;Krimpen aan den IJssel;"7e 10%-groep; 29 800 tot 34 300 euro";1.2;10.0
5423;Krimpen aan den IJssel;"8e 10%-groep; 34 300 tot 40 100 euro";1.3;12.0
5424;Krimpen aan den IJssel;"9e 10%-groep; 40 100 tot 49 800 euro";1.5;13.0
5425;Krimpen aan den IJssel;"10e 10%-groep; meer dan 49 800  euro";1.5;14.0
5426;Krimpen aan den IJssel;"1e 10%-groep; minder dan 12 400 euro";0.6;6.0
5427;Krimpen aan den IJssel;"2e-4e 10%-groep; 12 400 tot 22 000 euro";2.9;26.0
5428;Krimpen aan den IJssel;"5e-8e 10%-groep; 22 000 tot 40 100 euro";4.8;42.0
5429;Krimpen aan den IJssel;"9e-10e 10%-groep; meer dan 40 100 euro";3.0;26.0
5430;Leerdam;Totaal particulier huishouden;8.0;100.0
5431;Leerdam;"1e 10%-groep; minder dan 12 400 euro";0.6;7.0
5432;Leerdam;"2e 10%-groep; 12 400 tot 15 600 euro";0.7;9.0
5433;Leerdam;"3e 10%-groep; 15 600 tot 18 700 euro";0.7;9.0
5434;Leerdam;"4e 10%-groep; 18 700 tot 22 000 euro";0.8;9.0
5435;Leerdam;"5e 10%-groep; 22 000 tot 25 700 euro";1.0;12.0
5436;Leerdam;"6e 10%-groep; 25 700 tot 29 800 euro";0.9;12.0
5437;Leerdam;"7e 10%-groep; 29 800 tot 34 300 euro";0.8;10.0
5438;Leerdam;"8e 10%-groep; 34 300 tot 40 100 euro";0.9;11.0
5439;Leerdam;"9e 10%-groep; 40 100 tot 49 800 euro";0.8;10.0
5440;Leerdam;"10e 10%-groep; meer dan 49 800  euro";0.8;10.0
5441;Leerdam;"1e 10%-groep; minder dan 12 400 euro";0.6;7.0
5442;Leerdam;"2e-4e 10%-groep; 12 400 tot 22 000 euro";2.2;27.0
5443;Leerdam;"5e-8e 10%-groep; 22 000 tot 40 100 euro";3.6;45.0
5444;Leerdam;"9e-10e 10%-groep; meer dan 40 100 euro";1.6;20.0
5445;Leiden;Totaal particulier huishouden;51.6;100.0
5446;Leiden;"1e 10%-groep; minder dan 12 400 euro";6.4;12.0
5447;Leiden;"2e 10%-groep; 12 400 tot 15 600 euro";5.8;11.0
5448;Leiden;"3e 10%-groep; 15 600 tot 18 700 euro";5.8;11.0
5449;Leiden;"4e 10%-groep; 18 700 tot 22 000 euro";5.4;11.0
5450;Leiden;"5e 10%-groep; 22 000 tot 25 700 euro";4.7;9.0
5451;Leiden;"6e 10%-groep; 25 700 tot 29 800 euro";4.3;8.0
5452;Leiden;"7e 10%-groep; 29 800 tot 34 300 euro";4.4;9.0
5453;Leiden;"8e 10%-groep; 34 300 tot 40 100 euro";4.4;8.0
5454;Leiden;"9e 10%-groep; 40 100 tot 49 800 euro";4.8;9.0
5455;Leiden;"10e 10%-groep; meer dan 49 800  euro";5.6;11.0
5456;Leiden;"1e 10%-groep; minder dan 12 400 euro";6.4;12.0
5457;Leiden;"2e-4e 10%-groep; 12 400 tot 22 000 euro";17.0;33.0
5458;Leiden;"5e-8e 10%-groep; 22 000 tot 40 100 euro";17.8;34.0
5459;Leiden;"9e-10e 10%-groep; meer dan 40 100 euro";10.4;20.0
5460;Leiderdorp;Totaal particulier huishouden;10.9;100.0
5461;Leiderdorp;"1e 10%-groep; minder dan 12 400 euro";0.7;6.0
5462;Leiderdorp;"2e 10%-groep; 12 400 tot 15 600 euro";0.6;6.0
5463;Leiderdorp;"3e 10%-groep; 15 600 tot 18 700 euro";0.9;8.0
5464;Leiderdorp;"4e 10%-groep; 18 700 tot 22 000 euro";0.9;9.0
5465;Leiderdorp;"5e 10%-groep; 22 000 tot 25 700 euro";1.0;9.0
5466;Leiderdorp;"6e 10%-groep; 25 700 tot 29 800 euro";1.0;9.0
5467;Leiderdorp;"7e 10%-groep; 29 800 tot 34 300 euro";1.2;11.0
5468;Leiderdorp;"8e 10%-groep; 34 300 tot 40 100 euro";1.4;13.0
5469;Leiderdorp;"9e 10%-groep; 40 100 tot 49 800 euro";1.6;14.0
5470;Leiderdorp;"10e 10%-groep; meer dan 49 800  euro";1.6;15.0
5471;Leiderdorp;"1e 10%-groep; minder dan 12 400 euro";0.7;6.0
5472;Leiderdorp;"2e-4e 10%-groep; 12 400 tot 22 000 euro";2.5;23.0
5473;Leiderdorp;"5e-8e 10%-groep; 22 000 tot 40 100 euro";4.6;42.0
5474;Leiderdorp;"9e-10e 10%-groep; meer dan 40 100 euro";3.2;29.0
5475;De Lier;Totaal particulier huishouden;4.3;100.0
5476;De Lier;"1e 10%-groep; minder dan 12 400 euro";0.2;4.0
5477;De Lier;"2e 10%-groep; 12 400 tot 15 600 euro";0.3;7.0
5478;De Lier;"3e 10%-groep; 15 600 tot 18 700 euro";0.3;7.0
5479;De Lier;"4e 10%-groep; 18 700 tot 22 000 euro";0.4;9.0
5480;De Lier;"5e 10%-groep; 22 000 tot 25 700 euro";0.5;11.0
5481;De Lier;"6e 10%-groep; 25 700 tot 29 800 euro";0.4;10.0
5482;De Lier;"7e 10%-groep; 29 800 tot 34 300 euro";0.5;12.0
5483;De Lier;"8e 10%-groep; 34 300 tot 40 100 euro";0.6;13.0
5484;De Lier;"9e 10%-groep; 40 100 tot 49 800 euro";0.5;13.0
5485;De Lier;"10e 10%-groep; meer dan 49 800  euro";0.6;13.0
5486;De Lier;"1e 10%-groep; minder dan 12 400 euro";0.2;4.0
5487;De Lier;"2e-4e 10%-groep; 12 400 tot 22 000 euro";1.0;23.0
5488;De Lier;"5e-8e 10%-groep; 22 000 tot 40 100 euro";2.0;47.0
5489;De Lier;"9e-10e 10%-groep; meer dan 40 100 euro";1.1;26.0
5490;Lisse;Totaal particulier huishouden;8.9;100.0
5491;Lisse;"1e 10%-groep; minder dan 12 400 euro";0.7;8.0
5492;Lisse;"2e 10%-groep; 12 400 tot 15 600 euro";0.8;8.0
5493;Lisse;"3e 10%-groep; 15 600 tot 18 700 euro";0.7;8.0
5494;Lisse;"4e 10%-groep; 18 700 tot 22 000 euro";0.8;10.0
5495;Lisse;"5e 10%-groep; 22 000 tot 25 700 euro";0.8;9.0
5496;Lisse;"6e 10%-groep; 25 700 tot 29 800 euro";0.9;10.0
5497;Lisse;"7e 10%-groep; 29 800 tot 34 300 euro";1.0;11.0
5498;Lisse;"8e 10%-groep; 34 300 tot 40 100 euro";1.0;12.0
5499;Lisse;"9e 10%-groep; 40 100 tot 49 800 euro";1.1;12.0
5500;Lisse;"10e 10%-groep; meer dan 49 800  euro";1.1;12.0
5501;Lisse;"1e 10%-groep; minder dan 12 400 euro";0.7;8.0
