ID;RegioS;Inkomensverdeling;AantalHuishoudensAbsoluut_1;AantalHuishoudens_2
6461;Liesveld;"1e 10%-groep; minder dan 12 400 euro";0.2;6.0
6462;Liesveld;"2e-4e 10%-groep; 12 400 tot 22 000 euro";0.8;24.0
6463;Liesveld;"5e-8e 10%-groep; 22 000 tot 40 100 euro";1.5;44.0
6464;Liesveld;"9e-10e 10%-groep; meer dan 40 100 euro";0.9;26.0
6465;Reimerswaal;Totaal particulier huishouden;7.8;100.0
6466;Reimerswaal;"1e 10%-groep; minder dan 12 400 euro";0.6;8.0
6467;Reimerswaal;"2e 10%-groep; 12 400 tot 15 600 euro";0.8;10.0
6468;Reimerswaal;"3e 10%-groep; 15 600 tot 18 700 euro";0.8;10.0
6469;Reimerswaal;"4e 10%-groep; 18 700 tot 22 000 euro";0.8;10.0
6470;Reimerswaal;"5e 10%-groep; 22 000 tot 25 700 euro";0.9;12.0
6471;Reimerswaal;"6e 10%-groep; 25 700 tot 29 800 euro";0.9;11.0
6472;Reimerswaal;"7e 10%-groep; 29 800 tot 34 300 euro";0.9;11.0
6473;Reimerswaal;"8e 10%-groep; 34 300 tot 40 100 euro";0.8;10.0
6474;Reimerswaal;"9e 10%-groep; 40 100 tot 49 800 euro";0.7;9.0
6475;Reimerswaal;"10e 10%-groep; meer dan 49 800  euro";0.7;9.0
6476;Reimerswaal;"1e 10%-groep; minder dan 12 400 euro";0.6;8.0
6477;Reimerswaal;"2e-4e 10%-groep; 12 400 tot 22 000 euro";2.3;30.0
6478;Reimerswaal;"5e-8e 10%-groep; 22 000 tot 40 100 euro";3.4;44.0
6479;Reimerswaal;"9e-10e 10%-groep; meer dan 40 100 euro";1.4;18.0
6480;Zederik;Totaal particulier huishouden;4.8;100.0
6481;Zederik;"1e 10%-groep; minder dan 12 400 euro";0.4;7.0
6482;Zederik;"2e 10%-groep; 12 400 tot 15 600 euro";0.4;8.0
6483;Zederik;"3e 10%-groep; 15 600 tot 18 700 euro";0.4;7.0
6484;Zederik;"4e 10%-groep; 18 700 tot 22 000 euro";0.5;9.0
6485;Zederik;"5e 10%-groep; 22 000 tot 25 700 euro";0.5;10.0
6486;Zederik;"6e 10%-groep; 25 700 tot 29 800 euro";0.5;10.0
6487;Zederik;"7e 10%-groep; 29 800 tot 34 300 euro";0.6;12.0
6488;Zederik;"8e 10%-groep; 34 300 tot 40 100 euro";0.5;10.0
6489;Zederik;"9e 10%-groep; 40 100 tot 49 800 euro";0.5;11.0
6490;Zederik;"10e 10%-groep; meer dan 49 800  euro";0.8;16.0
6491;Zederik;"1e 10%-groep; minder dan 12 400 euro";0.4;7.0
6492;Zederik;"2e-4e 10%-groep; 12 400 tot 22 000 euro";1.2;25.0
6493;Zederik;"5e-8e 10%-groep; 22 000 tot 40 100 euro";2.0;41.0
6494;Zederik;"9e-10e 10%-groep; meer dan 40 100 euro";1.3;27.0
6495;Wûnseradiel;Totaal particulier huishouden;4.6;100.0
6496;Wûnseradiel;"1e 10%-groep; minder dan 12 400 euro";0.5;10.0
6497;Wûnseradiel;"2e 10%-groep; 12 400 tot 15 600 euro";0.5;10.0
6498;Wûnseradiel;"3e 10%-groep; 15 600 tot 18 700 euro";0.5;11.0
6499;Wûnseradiel;"4e 10%-groep; 18 700 tot 22 000 euro";0.4;10.0
6500;Wûnseradiel;"5e 10%-groep; 22 000 tot 25 700 euro";0.5;10.0
6501;Wûnseradiel;"6e 10%-groep; 25 700 tot 29 800 euro";0.6;12.0
6502;Wûnseradiel;"7e 10%-groep; 29 800 tot 34 300 euro";0.6;12.0
6503;Wûnseradiel;"8e 10%-groep; 34 300 tot 40 100 euro";0.4;9.0
6504;Wûnseradiel;"9e 10%-groep; 40 100 tot 49 800 euro";0.4;8.0
6505;Wûnseradiel;"10e 10%-groep; meer dan 49 800  euro";0.3;7.0
6506;Wûnseradiel;"1e 10%-groep; minder dan 12 400 euro";0.5;10.0
6507;Wûnseradiel;"2e-4e 10%-groep; 12 400 tot 22 000 euro";1.4;31.0
6508;Wûnseradiel;"5e-8e 10%-groep; 22 000 tot 40 100 euro";2.0;44.0
6509;Wûnseradiel;"9e-10e 10%-groep; meer dan 40 100 euro";0.7;15.0
6510;Terneuzen;Totaal particulier huishouden;23.6;100.0
6511;Terneuzen;"1e 10%-groep; minder dan 12 400 euro";2.2;10.0
6512;Terneuzen;"2e 10%-groep; 12 400 tot 15 600 euro";2.4;10.0
6513;Terneuzen;"3e 10%-groep; 15 600 tot 18 700 euro";2.6;11.0
6514;Terneuzen;"4e 10%-groep; 18 700 tot 22 000 euro";2.4;10.0
6515;Terneuzen;"5e 10%-groep; 22 000 tot 25 700 euro";2.5;11.0
6516;Terneuzen;"6e 10%-groep; 25 700 tot 29 800 euro";2.4;10.0
6517;Terneuzen;"7e 10%-groep; 29 800 tot 34 300 euro";2.4;10.0
6518;Terneuzen;"8e 10%-groep; 34 300 tot 40 100 euro";2.4;10.0
6519;Terneuzen;"9e 10%-groep; 40 100 tot 49 800 euro";2.2;10.0
6520;Terneuzen;"10e 10%-groep; meer dan 49 800  euro";2.0;8.0
6521;Terneuzen;"1e 10%-groep; minder dan 12 400 euro";2.2;10.0
6522;Terneuzen;"2e-4e 10%-groep; 12 400 tot 22 000 euro";7.4;31.0
6523;Terneuzen;"5e-8e 10%-groep; 22 000 tot 40 100 euro";9.8;41.0
6524;Terneuzen;"9e-10e 10%-groep; meer dan 40 100 euro";4.2;18.0
6525;Tholen;Totaal particulier huishouden;9.0;100.0
6526;Tholen;"1e 10%-groep; minder dan 12 400 euro";0.8;9.0
6527;Tholen;"2e 10%-groep; 12 400 tot 15 600 euro";0.9;10.0
6528;Tholen;"3e 10%-groep; 15 600 tot 18 700 euro";0.9;10.0
6529;Tholen;"4e 10%-groep; 18 700 tot 22 000 euro";1.0;11.0
6530;Tholen;"5e 10%-groep; 22 000 tot 25 700 euro";1.0;11.0
6531;Tholen;"6e 10%-groep; 25 700 tot 29 800 euro";1.1;12.0
6532;Tholen;"7e 10%-groep; 29 800 tot 34 300 euro";1.0;11.0
6533;Tholen;"8e 10%-groep; 34 300 tot 40 100 euro";0.9;10.0
6534;Tholen;"9e 10%-groep; 40 100 tot 49 800 euro";0.8;9.0
6535;Tholen;"10e 10%-groep; meer dan 49 800  euro";0.7;8.0
6536;Tholen;"1e 10%-groep; minder dan 12 400 euro";0.8;9.0
6537;Tholen;"2e-4e 10%-groep; 12 400 tot 22 000 euro";2.8;31.0
6538;Tholen;"5e-8e 10%-groep; 22 000 tot 40 100 euro";4.0;44.0
6539;Tholen;"9e-10e 10%-groep; meer dan 40 100 euro";1.5;16.0
6540;Veere;Totaal particulier huishouden;8.5;100.0
6541;Veere;"1e 10%-groep; minder dan 12 400 euro";0.7;8.0
6542;Veere;"2e 10%-groep; 12 400 tot 15 600 euro";0.7;8.0
6543;Veere;"3e 10%-groep; 15 600 tot 18 700 euro";0.7;9.0
6544;Veere;"4e 10%-groep; 18 700 tot 22 000 euro";0.8;10.0
6545;Veere;"5e 10%-groep; 22 000 tot 25 700 euro";0.8;10.0
6546;Veere;"6e 10%-groep; 25 700 tot 29 800 euro";1.0;12.0
6547;Veere;"7e 10%-groep; 29 800 tot 34 300 euro";1.0;12.0
6548;Veere;"8e 10%-groep; 34 300 tot 40 100 euro";0.9;11.0
6549;Veere;"9e 10%-groep; 40 100 tot 49 800 euro";0.9;11.0
6550;Veere;"10e 10%-groep; meer dan 49 800  euro";0.8;10.0
6551;Veere;"1e 10%-groep; minder dan 12 400 euro";0.7;8.0
6552;Veere;"2e-4e 10%-groep; 12 400 tot 22 000 euro";2.2;26.0
6553;Veere;"5e-8e 10%-groep; 22 000 tot 40 100 euro";3.8;44.0
6554;Veere;"9e-10e 10%-groep; meer dan 40 100 euro";1.8;21.0
6555;Vlissingen;Totaal particulier huishouden;20.1;100.0
6556;Vlissingen;"1e 10%-groep; minder dan 12 400 euro";2.3;11.0
6557;Vlissingen;"2e 10%-groep; 12 400 tot 15 600 euro";2.4;12.0
6558;Vlissingen;"3e 10%-groep; 15 600 tot 18 700 euro";2.1;11.0
6559;Vlissingen;"4e 10%-groep; 18 700 tot 22 000 euro";2.2;11.0
6560;Vlissingen;"5e 10%-groep; 22 000 tot 25 700 euro";2.3;11.0
6561;Vlissingen;"6e 10%-groep; 25 700 tot 29 800 euro";2.1;10.0
6562;Vlissingen;"7e 10%-groep; 29 800 tot 34 300 euro";2.0;10.0
6563;Vlissingen;"8e 10%-groep; 34 300 tot 40 100 euro";2.0;10.0
6564;Vlissingen;"9e 10%-groep; 40 100 tot 49 800 euro";1.6;8.0
6565;Vlissingen;"10e 10%-groep; meer dan 49 800  euro";1.1;5.0
6566;Vlissingen;"1e 10%-groep; minder dan 12 400 euro";2.3;11.0
6567;Vlissingen;"2e-4e 10%-groep; 12 400 tot 22 000 euro";6.7;33.0
6568;Vlissingen;"5e-8e 10%-groep; 22 000 tot 40 100 euro";8.3;42.0
6569;Vlissingen;"9e-10e 10%-groep; meer dan 40 100 euro";2.7;14.0
6570;Lingewaal;Totaal particulier huishouden;3.9;100.0
6571;Lingewaal;"1e 10%-groep; minder dan 12 400 euro";0.3;7.0
6572;Lingewaal;"2e 10%-groep; 12 400 tot 15 600 euro";0.3;7.0
6573;Lingewaal;"3e 10%-groep; 15 600 tot 18 700 euro";0.3;8.0
6574;Lingewaal;"4e 10%-groep; 18 700 tot 22 000 euro";0.4;9.0
6575;Lingewaal;"5e 10%-groep; 22 000 tot 25 700 euro";0.4;10.0
6576;Lingewaal;"6e 10%-groep; 25 700 tot 29 800 euro";0.4;10.0
6577;Lingewaal;"7e 10%-groep; 29 800 tot 34 300 euro";0.4;10.0
6578;Lingewaal;"8e 10%-groep; 34 300 tot 40 100 euro";0.5;12.0
6579;Lingewaal;"9e 10%-groep; 40 100 tot 49 800 euro";0.5;14.0
6580;Lingewaal;"10e 10%-groep; meer dan 49 800  euro";0.5;13.0
6581;Lingewaal;"1e 10%-groep; minder dan 12 400 euro";0.3;7.0
6582;Lingewaal;"2e-4e 10%-groep; 12 400 tot 22 000 euro";0.9;24.0
6583;Lingewaal;"5e-8e 10%-groep; 22 000 tot 40 100 euro";1.7;43.0
6584;Lingewaal;"9e-10e 10%-groep; meer dan 40 100 euro";1.0;26.0
6585;De Ronde Venen;Totaal particulier huishouden;13.3;100.0
6586;De Ronde Venen;"1e 10%-groep; minder dan 12 400 euro";0.8;6.0
6587;De Ronde Venen;"2e 10%-groep; 12 400 tot 15 600 euro";0.9;7.0
6588;De Ronde Venen;"3e 10%-groep; 15 600 tot 18 700 euro";1.0;8.0
6589;De Ronde Venen;"4e 10%-groep; 18 700 tot 22 000 euro";1.2;9.0
6590;De Ronde Venen;"5e 10%-groep; 22 000 tot 25 700 euro";1.1;8.0
6591;De Ronde Venen;"6e 10%-groep; 25 700 tot 29 800 euro";1.2;9.0
6592;De Ronde Venen;"7e 10%-groep; 29 800 tot 34 300 euro";1.4;10.0
6593;De Ronde Venen;"8e 10%-groep; 34 300 tot 40 100 euro";1.5;12.0
6594;De Ronde Venen;"9e 10%-groep; 40 100 tot 49 800 euro";1.7;13.0
6595;De Ronde Venen;"10e 10%-groep; meer dan 49 800  euro";2.4;18.0
6596;De Ronde Venen;"1e 10%-groep; minder dan 12 400 euro";0.8;6.0
6597;De Ronde Venen;"2e-4e 10%-groep; 12 400 tot 22 000 euro";3.1;24.0
6598;De Ronde Venen;"5e-8e 10%-groep; 22 000 tot 40 100 euro";5.2;39.0
6599;De Ronde Venen;"9e-10e 10%-groep; meer dan 40 100 euro";4.1;31.0
6600;Tytsjerksteradiel;Totaal particulier huishouden;12.5;100.0
6601;Tytsjerksteradiel;"1e 10%-groep; minder dan 12 400 euro";1.0;8.0
6602;Tytsjerksteradiel;"2e 10%-groep; 12 400 tot 15 600 euro";1.2;9.0
6603;Tytsjerksteradiel;"3e 10%-groep; 15 600 tot 18 700 euro";1.1;9.0
6604;Tytsjerksteradiel;"4e 10%-groep; 18 700 tot 22 000 euro";1.2;10.0
6605;Tytsjerksteradiel;"5e 10%-groep; 22 000 tot 25 700 euro";1.4;11.0
6606;Tytsjerksteradiel;"6e 10%-groep; 25 700 tot 29 800 euro";1.5;12.0
6607;Tytsjerksteradiel;"7e 10%-groep; 29 800 tot 34 300 euro";1.4;11.0
6608;Tytsjerksteradiel;"8e 10%-groep; 34 300 tot 40 100 euro";1.5;12.0
6609;Tytsjerksteradiel;"9e 10%-groep; 40 100 tot 49 800 euro";1.3;11.0
6610;Tytsjerksteradiel;"10e 10%-groep; meer dan 49 800  euro";1.0;8.0
6611;Tytsjerksteradiel;"1e 10%-groep; minder dan 12 400 euro";1.0;8.0
6612;Tytsjerksteradiel;"2e-4e 10%-groep; 12 400 tot 22 000 euro";3.5;28.0
6613;Tytsjerksteradiel;"5e-8e 10%-groep; 22 000 tot 40 100 euro";5.7;46.0
6614;Tytsjerksteradiel;"9e-10e 10%-groep; meer dan 40 100 euro";2.3;18.0
6615;Aalburg;Totaal particulier huishouden;4.1;100.0
6616;Aalburg;"1e 10%-groep; minder dan 12 400 euro";0.4;9.0
6617;Aalburg;"2e 10%-groep; 12 400 tot 15 600 euro";0.3;7.0
6618;Aalburg;"3e 10%-groep; 15 600 tot 18 700 euro";0.3;8.0
6619;Aalburg;"4e 10%-groep; 18 700 tot 22 000 euro";0.4;9.0
6620;Aalburg;"5e 10%-groep; 22 000 tot 25 700 euro";0.4;9.0
6621;Aalburg;"6e 10%-groep; 25 700 tot 29 800 euro";0.6;14.0
6622;Aalburg;"7e 10%-groep; 29 800 tot 34 300 euro";0.4;10.0
6623;Aalburg;"8e 10%-groep; 34 300 tot 40 100 euro";0.4;11.0
6624;Aalburg;"9e 10%-groep; 40 100 tot 49 800 euro";0.4;10.0
6625;Aalburg;"10e 10%-groep; meer dan 49 800  euro";0.6;14.0
6626;Aalburg;"1e 10%-groep; minder dan 12 400 euro";0.4;9.0
6627;Aalburg;"2e-4e 10%-groep; 12 400 tot 22 000 euro";1.0;24.0
6628;Aalburg;"5e-8e 10%-groep; 22 000 tot 40 100 euro";1.8;43.0
6629;Aalburg;"9e-10e 10%-groep; meer dan 40 100 euro";1.0;25.0
6630;Asten;Totaal particulier huishouden;6.0;100.0
6631;Asten;"1e 10%-groep; minder dan 12 400 euro";0.5;8.0
6632;Asten;"2e 10%-groep; 12 400 tot 15 600 euro";0.5;9.0
6633;Asten;"3e 10%-groep; 15 600 tot 18 700 euro";0.5;9.0
6634;Asten;"4e 10%-groep; 18 700 tot 22 000 euro";0.5;9.0
6635;Asten;"5e 10%-groep; 22 000 tot 25 700 euro";0.5;9.0
6636;Asten;"6e 10%-groep; 25 700 tot 29 800 euro";0.5;9.0
6637;Asten;"7e 10%-groep; 29 800 tot 34 300 euro";0.6;10.0
6638;Asten;"8e 10%-groep; 34 300 tot 40 100 euro";0.8;13.0
6639;Asten;"9e 10%-groep; 40 100 tot 49 800 euro";0.7;12.0
6640;Asten;"10e 10%-groep; meer dan 49 800  euro";0.8;13.0
6641;Asten;"1e 10%-groep; minder dan 12 400 euro";0.5;8.0
6642;Asten;"2e-4e 10%-groep; 12 400 tot 22 000 euro";1.6;26.0
6643;Asten;"5e-8e 10%-groep; 22 000 tot 40 100 euro";2.5;41.0
6644;Asten;"9e-10e 10%-groep; meer dan 40 100 euro";1.5;24.0
6645;Baarle-Nassau;Totaal particulier huishouden;2.7;100.0
6646;Baarle-Nassau;"1e 10%-groep; minder dan 12 400 euro";0.3;12.0
6647;Baarle-Nassau;"2e 10%-groep; 12 400 tot 15 600 euro";0.2;9.0
6648;Baarle-Nassau;"3e 10%-groep; 15 600 tot 18 700 euro";0.3;12.0
6649;Baarle-Nassau;"4e 10%-groep; 18 700 tot 22 000 euro";0.2;8.0
6650;Baarle-Nassau;"5e 10%-groep; 22 000 tot 25 700 euro";0.2;9.0
6651;Baarle-Nassau;"6e 10%-groep; 25 700 tot 29 800 euro";0.2;9.0
6652;Baarle-Nassau;"7e 10%-groep; 29 800 tot 34 300 euro";0.2;7.0
6653;Baarle-Nassau;"8e 10%-groep; 34 300 tot 40 100 euro";0.3;12.0
6654;Baarle-Nassau;"9e 10%-groep; 40 100 tot 49 800 euro";0.3;12.0
6655;Baarle-Nassau;"10e 10%-groep; meer dan 49 800  euro";0.3;11.0
6656;Baarle-Nassau;"1e 10%-groep; minder dan 12 400 euro";0.3;12.0
6657;Baarle-Nassau;"2e-4e 10%-groep; 12 400 tot 22 000 euro";0.7;28.0
6658;Baarle-Nassau;"5e-8e 10%-groep; 22 000 tot 40 100 euro";1.0;37.0
6659;Baarle-Nassau;"9e-10e 10%-groep; meer dan 40 100 euro";0.6;23.0
6660;Bergen op Zoom;Totaal particulier huishouden;27.7;100.0
6661;Bergen op Zoom;"1e 10%-groep; minder dan 12 400 euro";2.5;9.0
6662;Bergen op Zoom;"2e 10%-groep; 12 400 tot 15 600 euro";2.8;10.0
6663;Bergen op Zoom;"3e 10%-groep; 15 600 tot 18 700 euro";2.9;10.0
6664;Bergen op Zoom;"4e 10%-groep; 18 700 tot 22 000 euro";2.9;10.0
6665;Bergen op Zoom;"5e 10%-groep; 22 000 tot 25 700 euro";3.0;11.0
6666;Bergen op Zoom;"6e 10%-groep; 25 700 tot 29 800 euro";2.9;11.0
6667;Bergen op Zoom;"7e 10%-groep; 29 800 tot 34 300 euro";3.0;11.0
6668;Bergen op Zoom;"8e 10%-groep; 34 300 tot 40 100 euro";2.7;10.0
6669;Bergen op Zoom;"9e 10%-groep; 40 100 tot 49 800 euro";2.8;10.0
6670;Bergen op Zoom;"10e 10%-groep; meer dan 49 800  euro";2.3;8.0
6671;Bergen op Zoom;"1e 10%-groep; minder dan 12 400 euro";2.5;9.0
6672;Bergen op Zoom;"2e-4e 10%-groep; 12 400 tot 22 000 euro";8.5;31.0
6673;Bergen op Zoom;"5e-8e 10%-groep; 22 000 tot 40 100 euro";11.6;42.0
6674;Bergen op Zoom;"9e-10e 10%-groep; meer dan 40 100 euro";5.1;18.0
6675;Best;Totaal particulier huishouden;11.0;100.0
6676;Best;"1e 10%-groep; minder dan 12 400 euro";0.6;6.0
6677;Best;"2e 10%-groep; 12 400 tot 15 600 euro";0.9;8.0
6678;Best;"3e 10%-groep; 15 600 tot 18 700 euro";0.9;8.0
6679;Best;"4e 10%-groep; 18 700 tot 22 000 euro";1.0;9.0
6680;Best;"5e 10%-groep; 22 000 tot 25 700 euro";1.0;9.0
6681;Best;"6e 10%-groep; 25 700 tot 29 800 euro";1.2;11.0
6682;Best;"7e 10%-groep; 29 800 tot 34 300 euro";1.2;11.0
6683;Best;"8e 10%-groep; 34 300 tot 40 100 euro";1.3;12.0
6684;Best;"9e 10%-groep; 40 100 tot 49 800 euro";1.5;14.0
6685;Best;"10e 10%-groep; meer dan 49 800  euro";1.3;12.0
6686;Best;"1e 10%-groep; minder dan 12 400 euro";0.6;6.0
6687;Best;"2e-4e 10%-groep; 12 400 tot 22 000 euro";2.8;25.0
6688;Best;"5e-8e 10%-groep; 22 000 tot 40 100 euro";4.7;43.0
6689;Best;"9e-10e 10%-groep; meer dan 40 100 euro";2.9;26.0
6690;Boekel;Totaal particulier huishouden;3.2;100.0
6691;Boekel;"1e 10%-groep; minder dan 12 400 euro";0.3;9.0
6692;Boekel;"2e 10%-groep; 12 400 tot 15 600 euro";0.2;6.0
6693;Boekel;"3e 10%-groep; 15 600 tot 18 700 euro";0.3;10.0
6694;Boekel;"4e 10%-groep; 18 700 tot 22 000 euro";0.2;7.0
6695;Boekel;"5e 10%-groep; 22 000 tot 25 700 euro";0.3;8.0
6696;Boekel;"6e 10%-groep; 25 700 tot 29 800 euro";0.3;11.0
6697;Boekel;"7e 10%-groep; 29 800 tot 34 300 euro";0.4;14.0
6698;Boekel;"8e 10%-groep; 34 300 tot 40 100 euro";0.3;11.0
6699;Boekel;"9e 10%-groep; 40 100 tot 49 800 euro";0.4;13.0
6700;Boekel;"10e 10%-groep; meer dan 49 800  euro";0.4;12.0
6701;Boekel;"1e 10%-groep; minder dan 12 400 euro";0.3;9.0
6702;Boekel;"2e-4e 10%-groep; 12 400 tot 22 000 euro";0.7;23.0
6703;Boekel;"5e-8e 10%-groep; 22 000 tot 40 100 euro";1.4;44.0
6704;Boekel;"9e-10e 10%-groep; meer dan 40 100 euro";0.8;25.0
6705;Boxmeer;Totaal particulier huishouden;11.2;100.0
6706;Boxmeer;"1e 10%-groep; minder dan 12 400 euro";1.0;9.0
6707;Boxmeer;"2e 10%-groep; 12 400 tot 15 600 euro";0.8;8.0
6708;Boxmeer;"3e 10%-groep; 15 600 tot 18 700 euro";0.9;8.0
6709;Boxmeer;"4e 10%-groep; 18 700 tot 22 000 euro";1.0;9.0
6710;Boxmeer;"5e 10%-groep; 22 000 tot 25 700 euro";1.0;9.0
6711;Boxmeer;"6e 10%-groep; 25 700 tot 29 800 euro";1.2;11.0
6712;Boxmeer;"7e 10%-groep; 29 800 tot 34 300 euro";1.3;12.0
6713;Boxmeer;"8e 10%-groep; 34 300 tot 40 100 euro";1.5;13.0
6714;Boxmeer;"9e 10%-groep; 40 100 tot 49 800 euro";1.3;12.0
6715;Boxmeer;"10e 10%-groep; meer dan 49 800  euro";1.2;11.0
6716;Boxmeer;"1e 10%-groep; minder dan 12 400 euro";1.0;9.0
6717;Boxmeer;"2e-4e 10%-groep; 12 400 tot 22 000 euro";2.8;25.0
6718;Boxmeer;"5e-8e 10%-groep; 22 000 tot 40 100 euro";4.9;44.0
6719;Boxmeer;"9e-10e 10%-groep; meer dan 40 100 euro";2.5;23.0
6720;Boxtel;Totaal particulier huishouden;11.5;100.0
6721;Boxtel;"1e 10%-groep; minder dan 12 400 euro";1.0;9.0
6722;Boxtel;"2e 10%-groep; 12 400 tot 15 600 euro";1.0;9.0
6723;Boxtel;"3e 10%-groep; 15 600 tot 18 700 euro";1.0;9.0
6724;Boxtel;"4e 10%-groep; 18 700 tot 22 000 euro";0.9;8.0
6725;Boxtel;"5e 10%-groep; 22 000 tot 25 700 euro";1.1;10.0
6726;Boxtel;"6e 10%-groep; 25 700 tot 29 800 euro";1.1;10.0
6727;Boxtel;"7e 10%-groep; 29 800 tot 34 300 euro";1.2;11.0
6728;Boxtel;"8e 10%-groep; 34 300 tot 40 100 euro";1.4;12.0
6729;Boxtel;"9e 10%-groep; 40 100 tot 49 800 euro";1.4;12.0
6730;Boxtel;"10e 10%-groep; meer dan 49 800  euro";1.3;11.0
6731;Boxtel;"1e 10%-groep; minder dan 12 400 euro";1.0;9.0
6732;Boxtel;"2e-4e 10%-groep; 12 400 tot 22 000 euro";3.0;26.0
6733;Boxtel;"5e-8e 10%-groep; 22 000 tot 40 100 euro";4.8;42.0
6734;Boxtel;"9e-10e 10%-groep; meer dan 40 100 euro";2.7;23.0
6735;Breda;Totaal particulier huishouden;70.3;100.0
6736;Breda;"1e 10%-groep; minder dan 12 400 euro";6.7;10.0
6737;Breda;"2e 10%-groep; 12 400 tot 15 600 euro";7.2;10.0
6738;Breda;"3e 10%-groep; 15 600 tot 18 700 euro";7.4;11.0
6739;Breda;"4e 10%-groep; 18 700 tot 22 000 euro";7.2;10.0
6740;Breda;"5e 10%-groep; 22 000 tot 25 700 euro";6.9;10.0
6741;Breda;"6e 10%-groep; 25 700 tot 29 800 euro";6.8;10.0
6742;Breda;"7e 10%-groep; 29 800 tot 34 300 euro";6.8;10.0
6743;Breda;"8e 10%-groep; 34 300 tot 40 100 euro";6.9;10.0
6744;Breda;"9e 10%-groep; 40 100 tot 49 800 euro";7.4;10.0
6745;Breda;"10e 10%-groep; meer dan 49 800  euro";7.0;10.0
6746;Breda;"1e 10%-groep; minder dan 12 400 euro";6.7;10.0
6747;Breda;"2e-4e 10%-groep; 12 400 tot 22 000 euro";21.8;31.0
6748;Breda;"5e-8e 10%-groep; 22 000 tot 40 100 euro";27.5;39.0
6749;Breda;"9e-10e 10%-groep; meer dan 40 100 euro";14.3;20.0
6750;Deurne;Totaal particulier huishouden;11.9;100.0
6751;Deurne;"1e 10%-groep; minder dan 12 400 euro";0.8;6.0
6752;Deurne;"2e 10%-groep; 12 400 tot 15 600 euro";0.9;8.0
6753;Deurne;"3e 10%-groep; 15 600 tot 18 700 euro";1.2;10.0
6754;Deurne;"4e 10%-groep; 18 700 tot 22 000 euro";1.1;10.0
6755;Deurne;"5e 10%-groep; 22 000 tot 25 700 euro";1.1;9.0
6756;Deurne;"6e 10%-groep; 25 700 tot 29 800 euro";1.3;11.0
6757;Deurne;"7e 10%-groep; 29 800 tot 34 300 euro";1.4;12.0
6758;Deurne;"8e 10%-groep; 34 300 tot 40 100 euro";1.4;12.0
6759;Deurne;"9e 10%-groep; 40 100 tot 49 800 euro";1.3;11.0
6760;Deurne;"10e 10%-groep; meer dan 49 800  euro";1.4;11.0
6761;Deurne;"1e 10%-groep; minder dan 12 400 euro";0.8;6.0
6762;Deurne;"2e-4e 10%-groep; 12 400 tot 22 000 euro";3.3;28.0
6763;Deurne;"5e-8e 10%-groep; 22 000 tot 40 100 euro";5.2;44.0
6764;Deurne;"9e-10e 10%-groep; meer dan 40 100 euro";2.6;22.0
6765;Pekela;Totaal particulier huishouden;5.7;100.0
6766;Pekela;"1e 10%-groep; minder dan 12 400 euro";0.7;12.0
6767;Pekela;"2e 10%-groep; 12 400 tot 15 600 euro";0.8;14.0
6768;Pekela;"3e 10%-groep; 15 600 tot 18 700 euro";0.7;13.0
6769;Pekela;"4e 10%-groep; 18 700 tot 22 000 euro";0.6;11.0
6770;Pekela;"5e 10%-groep; 22 000 tot 25 700 euro";0.6;11.0
6771;Pekela;"6e 10%-groep; 25 700 tot 29 800 euro";0.6;11.0
6772;Pekela;"7e 10%-groep; 29 800 tot 34 300 euro";0.5;9.0
6773;Pekela;"8e 10%-groep; 34 300 tot 40 100 euro";0.5;8.0
6774;Pekela;"9e 10%-groep; 40 100 tot 49 800 euro";0.3;6.0
6775;Pekela;"10e 10%-groep; meer dan 49 800  euro";0.2;4.0
6776;Pekela;"1e 10%-groep; minder dan 12 400 euro";0.7;12.0
6777;Pekela;"2e-4e 10%-groep; 12 400 tot 22 000 euro";2.2;38.0
6778;Pekela;"5e-8e 10%-groep; 22 000 tot 40 100 euro";2.3;40.0
6779;Pekela;"9e-10e 10%-groep; meer dan 40 100 euro";0.6;10.0
6780;Dongen;Totaal particulier huishouden;9.9;100.0
6781;Dongen;"1e 10%-groep; minder dan 12 400 euro";0.7;7.0
6782;Dongen;"2e 10%-groep; 12 400 tot 15 600 euro";0.8;8.0
6783;Dongen;"3e 10%-groep; 15 600 tot 18 700 euro";0.9;9.0
6784;Dongen;"4e 10%-groep; 18 700 tot 22 000 euro";1.0;10.0
6785;Dongen;"5e 10%-groep; 22 000 tot 25 700 euro";1.0;10.0
6786;Dongen;"6e 10%-groep; 25 700 tot 29 800 euro";1.1;11.0
6787;Dongen;"7e 10%-groep; 29 800 tot 34 300 euro";1.1;12.0
6788;Dongen;"8e 10%-groep; 34 300 tot 40 100 euro";1.0;10.0
6789;Dongen;"9e 10%-groep; 40 100 tot 49 800 euro";1.1;12.0
6790;Dongen;"10e 10%-groep; meer dan 49 800  euro";1.0;10.0
6791;Dongen;"1e 10%-groep; minder dan 12 400 euro";0.7;7.0
6792;Dongen;"2e-4e 10%-groep; 12 400 tot 22 000 euro";2.7;27.0
6793;Dongen;"5e-8e 10%-groep; 22 000 tot 40 100 euro";4.3;44.0
6794;Dongen;"9e-10e 10%-groep; meer dan 40 100 euro";2.1;22.0
6795;Eersel;Totaal particulier huishouden;6.7;100.0
6796;Eersel;"1e 10%-groep; minder dan 12 400 euro";0.4;6.0
6797;Eersel;"2e 10%-groep; 12 400 tot 15 600 euro";0.5;7.0
