ID;Afzetgebieden;AlleProdComCoderingen;Perioden;ProducentenprijsindexPPI_1;MaandmutatiePPI_2;JaarmutatiePPI_3
4981;Totaal afzetprijzen;10513 Boter en zuivelpasta's;2022 januari;;;
4982;Totaal afzetprijzen;10513 Boter en zuivelpasta's;2022 februari;;;
4983;Totaal afzetprijzen;10513 Boter en zuivelpasta's;2022 maart;;;
4984;Totaal afzetprijzen;10513 Boter en zuivelpasta's;2022 april;;;
4985;Totaal afzetprijzen;10513 Boter en zuivelpasta's;2022 mei;;;
4986;Totaal afzetprijzen;10513 Boter en zuivelpasta's;2022 juni;;;
4987;Totaal afzetprijzen;10513 Boter en zuivelpasta's;2022 juli;;;
4988;Totaal afzetprijzen;10513 Boter en zuivelpasta's;2022 augustus;;;
4989;Totaal afzetprijzen;10513 Boter en zuivelpasta's;2022 september;;;
4990;Totaal afzetprijzen;10513 Boter en zuivelpasta's;2022 oktober;;;
4991;Totaal afzetprijzen;10513 Boter en zuivelpasta's;2022 november;;;
4992;Totaal afzetprijzen;10513 Boter en zuivelpasta's;2022 december ;;;
4993;Totaal afzetprijzen;10513 Boter en zuivelpasta's;2022;;;
4994;Totaal afzetprijzen;10513 Boter en zuivelpasta's;2023 januari;;;
4995;Totaal afzetprijzen;10513 Boter en zuivelpasta's;2023 februari;;;
4996;Totaal afzetprijzen;10513 Boter en zuivelpasta's;2023 maart;;;
4997;Totaal afzetprijzen;10513 Boter en zuivelpasta's;2023 april;;;
4998;Totaal afzetprijzen;10513 Boter en zuivelpasta's;2023 mei;;;
4999;Totaal afzetprijzen;10513 Boter en zuivelpasta's;2023 juni;;;
5000;Totaal afzetprijzen;10513 Boter en zuivelpasta's;2023 juli;;;
5001;Totaal afzetprijzen;10513 Boter en zuivelpasta's;2023 augustus;;;
5002;Totaal afzetprijzen;10513 Boter en zuivelpasta's;2023 september;;;
5003;Totaal afzetprijzen;10513 Boter en zuivelpasta's;2023 oktober;;;
5004;Totaal afzetprijzen;10513 Boter en zuivelpasta's;2023 november;;;
5005;Totaal afzetprijzen;10513 Boter en zuivelpasta's;2023 december;;;
5006;Totaal afzetprijzen;10513 Boter en zuivelpasta's;2023;;;
5007;Totaal afzetprijzen;10513 Boter en zuivelpasta's;2024 januari;;;
5008;Totaal afzetprijzen;10513 Boter en zuivelpasta's;2024 februari;;;
5009;Totaal afzetprijzen;10513 Boter en zuivelpasta's;2024 maart;;;
5010;Totaal afzetprijzen;10513 Boter en zuivelpasta's;2024 april;;;
5011;Totaal afzetprijzen;10513 Boter en zuivelpasta's;2024 mei;;;
5012;Totaal afzetprijzen;10513 Boter en zuivelpasta's;2024  juni;;;
5013;Totaal afzetprijzen;10513 Boter en zuivelpasta's;2024 juli;;;
5014;Totaal afzetprijzen;10513 Boter en zuivelpasta's;2024 augustus;;;
5015;Totaal afzetprijzen;10513 Boter en zuivelpasta's;2024 september;;;
5016;Totaal afzetprijzen;10513 Boter en zuivelpasta's;2024 oktober;;;
5017;Totaal afzetprijzen;10513 Boter en zuivelpasta's;2024 november;;;
5018;Totaal afzetprijzen;10513 Boter en zuivelpasta's;2024 december;;;
5019;Totaal afzetprijzen;10513 Boter en zuivelpasta's;2024;170.4;;3.6
5020;Totaal afzetprijzen;10513 Boter en zuivelpasta's;2025 januari;;;
5021;Totaal afzetprijzen;10513 Boter en zuivelpasta's;2025 februari;;;
5022;Totaal afzetprijzen;10514 Kaas en wrongel;2018 januari;104.6;;
5023;Totaal afzetprijzen;10514 Kaas en wrongel;2018 februari;106.1;1.4;
5024;Totaal afzetprijzen;10514 Kaas en wrongel;2018 maart;106.7;0.6;
5025;Totaal afzetprijzen;10514 Kaas en wrongel;2018 april;102.4;-4.1;
5026;Totaal afzetprijzen;10514 Kaas en wrongel;2018 mei;98.4;-3.9;
5027;Totaal afzetprijzen;10514 Kaas en wrongel;2018 juni;99.4;0.9;
5028;Totaal afzetprijzen;10514 Kaas en wrongel;2018 juli;98.5;-0.8;
5029;Totaal afzetprijzen;10514 Kaas en wrongel;2018 augustus;97.5;-1.0;
5030;Totaal afzetprijzen;10514 Kaas en wrongel;2018 september;97.9;0.4;
5031;Totaal afzetprijzen;10514 Kaas en wrongel;2018 oktober;99.2;1.4;
5032;Totaal afzetprijzen;10514 Kaas en wrongel;2018 november;100.8;1.6;
5033;Totaal afzetprijzen;10514 Kaas en wrongel;2018 december;101.9;1.0;
5034;Totaal afzetprijzen;10514 Kaas en wrongel;2018;101.1;;
5035;Totaal afzetprijzen;10514 Kaas en wrongel;2019 januari;102.8;0.9;-1.7
5036;Totaal afzetprijzen;10514 Kaas en wrongel;2019 februari;102.9;0.1;-3.0
5037;Totaal afzetprijzen;10514 Kaas en wrongel;2019 maart;103.0;0.1;-3.5
5038;Totaal afzetprijzen;10514 Kaas en wrongel;2019 april;104.3;1.2;1.8
5039;Totaal afzetprijzen;10514 Kaas en wrongel;2019 mei;103.8;-0.4;5.5
5040;Totaal afzetprijzen;10514 Kaas en wrongel;2019 juni;104.7;0.9;5.4
5041;Totaal afzetprijzen;10514 Kaas en wrongel;2019 juli;104.0;-0.6;5.6
5042;Totaal afzetprijzen;10514 Kaas en wrongel;2019 augustus;102.4;-1.6;5.0
5043;Totaal afzetprijzen;10514 Kaas en wrongel;2019 september;102.5;0.1;4.7
5044;Totaal afzetprijzen;10514 Kaas en wrongel;2019 oktober;101.3;-1.1;2.1
5045;Totaal afzetprijzen;10514 Kaas en wrongel;2019 november;101.1;-0.3;0.2
5046;Totaal afzetprijzen;10514 Kaas en wrongel;2019 december;101.1;0.0;-0.8
5047;Totaal afzetprijzen;10514 Kaas en wrongel;2019;102.8;;1.7
5048;Totaal afzetprijzen;10514 Kaas en wrongel;2020 januari;101.8;0.7;-1.0
5049;Totaal afzetprijzen;10514 Kaas en wrongel;2020 februari;102.5;0.7;-0.4
5050;Totaal afzetprijzen;10514 Kaas en wrongel;2020 maart;102.6;0.1;-0.4
5051;Totaal afzetprijzen;10514 Kaas en wrongel;2020 april;102.5;-0.1;-1.7
5052;Totaal afzetprijzen;10514 Kaas en wrongel;2020 mei;102.4;-0.1;-1.3
5053;Totaal afzetprijzen;10514 Kaas en wrongel;2020 juni;102.5;0.0;-2.1
5054;Totaal afzetprijzen;10514 Kaas en wrongel;2020 juli;101.8;-0.6;-2.1
5055;Totaal afzetprijzen;10514 Kaas en wrongel;2020 augustus;97.9;-3.9;-4.4
5056;Totaal afzetprijzen;10514 Kaas en wrongel;2020 september;97.4;-0.5;-4.9
5057;Totaal afzetprijzen;10514 Kaas en wrongel;2020 oktober;96.9;-0.5;-4.4
5058;Totaal afzetprijzen;10514 Kaas en wrongel;2020 november;99.1;2.3;-2.0
5059;Totaal afzetprijzen;10514 Kaas en wrongel;2020 december;99.1;0.0;-2.0
5060;Totaal afzetprijzen;10514 Kaas en wrongel;2020;100.5;;-2.2
5061;Totaal afzetprijzen;10514 Kaas en wrongel;2021 januari;99.1;0.0;-2.7
5062;Totaal afzetprijzen;10514 Kaas en wrongel;2021 februari;99.5;0.4;-2.9
5063;Totaal afzetprijzen;10514 Kaas en wrongel;2021 maart;99.7;0.1;-2.8
5064;Totaal afzetprijzen;10514 Kaas en wrongel;2021 april;100.0;0.4;-2.4
5065;Totaal afzetprijzen;10514 Kaas en wrongel;2021 mei;100.0;-0.1;-2.4
5066;Totaal afzetprijzen;10514 Kaas en wrongel;2021 juni;99.7;-0.3;-2.7
5067;Totaal afzetprijzen;10514 Kaas en wrongel;2021 juli;99.8;0.1;-1.9
5068;Totaal afzetprijzen;10514 Kaas en wrongel;2021 augustus;99.9;0.1;2.1
5069;Totaal afzetprijzen;10514 Kaas en wrongel;2021 september;100.2;0.3;2.9
5070;Totaal afzetprijzen;10514 Kaas en wrongel;2021 oktober;100.6;0.3;3.8
5071;Totaal afzetprijzen;10514 Kaas en wrongel;2021 november;100.8;0.2;1.7
5072;Totaal afzetprijzen;10514 Kaas en wrongel;2021 december;100.7;-0.1;1.6
5073;Totaal afzetprijzen;10514 Kaas en wrongel;2021;100.0;;-0.5
5074;Totaal afzetprijzen;10514 Kaas en wrongel;2022 januari;104.6;3.9;5.5
5075;Totaal afzetprijzen;10514 Kaas en wrongel;2022 februari;104.4;-0.2;4.9
5076;Totaal afzetprijzen;10514 Kaas en wrongel;2022 maart;105.1;0.7;5.5
5077;Totaal afzetprijzen;10514 Kaas en wrongel;2022 april;106.3;1.1;6.3
5078;Totaal afzetprijzen;10514 Kaas en wrongel;2022 mei;107.0;0.7;7.1
5079;Totaal afzetprijzen;10514 Kaas en wrongel;2022 juni;108.9;1.7;9.2
5080;Totaal afzetprijzen;10514 Kaas en wrongel;2022 juli;113.5;4.2;13.7
5081;Totaal afzetprijzen;10514 Kaas en wrongel;2022 augustus;114.3;0.8;14.4
5082;Totaal afzetprijzen;10514 Kaas en wrongel;2022 september;114.8;0.4;14.6
5083;Totaal afzetprijzen;10514 Kaas en wrongel;2022 oktober;114.9;0.1;14.3
5084;Totaal afzetprijzen;10514 Kaas en wrongel;2022 november;114.8;-0.1;13.9
5085;Totaal afzetprijzen;10514 Kaas en wrongel;2022 december ;114.0;-0.7;13.3
5086;Totaal afzetprijzen;10514 Kaas en wrongel;2022;110.2;;10.2
5087;Totaal afzetprijzen;10514 Kaas en wrongel;2023 januari;113.0;-0.9;8.1
5088;Totaal afzetprijzen;10514 Kaas en wrongel;2023 februari;108.2;-4.3;3.7
5089;Totaal afzetprijzen;10514 Kaas en wrongel;2023 maart;108.1;-0.1;2.8
5090;Totaal afzetprijzen;10514 Kaas en wrongel;2023 april;105.3;-2.5;-0.9
5091;Totaal afzetprijzen;10514 Kaas en wrongel;2023 mei;104.4;-0.9;-2.5
5092;Totaal afzetprijzen;10514 Kaas en wrongel;2023 juni;104.0;-0.4;-4.5
5093;Totaal afzetprijzen;10514 Kaas en wrongel;2023 juli;103.8;-0.2;-8.6
5094;Totaal afzetprijzen;10514 Kaas en wrongel;2023 augustus;104.4;0.6;-8.7
5095;Totaal afzetprijzen;10514 Kaas en wrongel;2023 september;104.0;-0.4;-9.5
5096;Totaal afzetprijzen;10514 Kaas en wrongel;2023 oktober;104.4;0.5;-9.1
5097;Totaal afzetprijzen;10514 Kaas en wrongel;2023 november;104.2;-0.2;-9.2
5098;Totaal afzetprijzen;10514 Kaas en wrongel;2023 december;105.0;0.7;-8.0
5099;Totaal afzetprijzen;10514 Kaas en wrongel;2023;105.7;;-4.1
5100;Totaal afzetprijzen;10514 Kaas en wrongel;2024 januari;105.2;0.2;-7.0
5101;Totaal afzetprijzen;10514 Kaas en wrongel;2024 februari;105.0;-0.2;-3.0
5102;Totaal afzetprijzen;10514 Kaas en wrongel;2024 maart;105.1;0.1;-2.7
5103;Totaal afzetprijzen;10514 Kaas en wrongel;2024 april;105.2;0.1;-0.1
5104;Totaal afzetprijzen;10514 Kaas en wrongel;2024 mei;105.2;0.0;0.8
5105;Totaal afzetprijzen;10514 Kaas en wrongel;2024  juni;105.5;0.2;1.5
5106;Totaal afzetprijzen;10514 Kaas en wrongel;2024 juli;105.9;0.4;2.1
5107;Totaal afzetprijzen;10514 Kaas en wrongel;2024 augustus;106.0;0.1;1.6
5108;Totaal afzetprijzen;10514 Kaas en wrongel;2024 september;106.8;0.8;2.7
5109;Totaal afzetprijzen;10514 Kaas en wrongel;2024 oktober;107.9;1.0;3.3
5110;Totaal afzetprijzen;10514 Kaas en wrongel;2024 november;109.8;1.7;5.3
5111;Totaal afzetprijzen;10514 Kaas en wrongel;2024 december;109.3;-0.4;4.2
5112;Totaal afzetprijzen;10514 Kaas en wrongel;2024;106.4;;0.6
5113;Totaal afzetprijzen;10514 Kaas en wrongel;2025 januari;110.7;1.2;5.2
5114;Totaal afzetprijzen;10514 Kaas en wrongel;2025 februari;111.0;0.3;5.8
5115;Totaal afzetprijzen;10515 Andere zuivelproducten;2018 januari;75.6;;
5116;Totaal afzetprijzen;10515 Andere zuivelproducten;2018 februari;75.3;-0.4;
5117;Totaal afzetprijzen;10515 Andere zuivelproducten;2018 maart;74.8;-0.7;
5118;Totaal afzetprijzen;10515 Andere zuivelproducten;2018 april;74.8;0.1;
5119;Totaal afzetprijzen;10515 Andere zuivelproducten;2018 mei;75.6;1.1;
5120;Totaal afzetprijzen;10515 Andere zuivelproducten;2018 juni;77.5;2.5;
5121;Totaal afzetprijzen;10515 Andere zuivelproducten;2018 juli;80.0;3.2;
5122;Totaal afzetprijzen;10515 Andere zuivelproducten;2018 augustus;79.6;-0.4;
5123;Totaal afzetprijzen;10515 Andere zuivelproducten;2018 september;81.5;2.3;
5124;Totaal afzetprijzen;10515 Andere zuivelproducten;2018 oktober;81.7;0.3;
5125;Totaal afzetprijzen;10515 Andere zuivelproducten;2018 november;81.8;0.1;
5126;Totaal afzetprijzen;10515 Andere zuivelproducten;2018 december;82.1;0.3;
5127;Totaal afzetprijzen;10515 Andere zuivelproducten;2018;78.4;;
5128;Totaal afzetprijzen;10515 Andere zuivelproducten;2019 januari;85.2;3.8;12.7
5129;Totaal afzetprijzen;10515 Andere zuivelproducten;2019 februari;87.0;2.1;15.6
5130;Totaal afzetprijzen;10515 Andere zuivelproducten;2019 maart;87.1;0.1;16.5
5131;Totaal afzetprijzen;10515 Andere zuivelproducten;2019 april;87.4;0.4;16.8
5132;Totaal afzetprijzen;10515 Andere zuivelproducten;2019 mei;87.3;-0.2;15.4
5133;Totaal afzetprijzen;10515 Andere zuivelproducten;2019 juni;86.8;-0.5;11.9
5134;Totaal afzetprijzen;10515 Andere zuivelproducten;2019 juli;86.9;0.1;8.7
5135;Totaal afzetprijzen;10515 Andere zuivelproducten;2019 augustus;86.0;-1.0;8.0
5136;Totaal afzetprijzen;10515 Andere zuivelproducten;2019 september;85.6;-0.6;5.0
5137;Totaal afzetprijzen;10515 Andere zuivelproducten;2019 oktober;85.3;-0.3;4.3
5138;Totaal afzetprijzen;10515 Andere zuivelproducten;2019 november;85.4;0.1;4.4
5139;Totaal afzetprijzen;10515 Andere zuivelproducten;2019 december;85.5;0.1;4.1
5140;Totaal afzetprijzen;10515 Andere zuivelproducten;2019;86.3;;10.1
5141;Totaal afzetprijzen;10515 Andere zuivelproducten;2020 januari;86.7;1.4;1.7
5142;Totaal afzetprijzen;10515 Andere zuivelproducten;2020 februari;88.2;1.7;1.4
5143;Totaal afzetprijzen;10515 Andere zuivelproducten;2020 maart;89.7;1.7;3.0
5144;Totaal afzetprijzen;10515 Andere zuivelproducten;2020 april;89.1;-0.7;1.9
5145;Totaal afzetprijzen;10515 Andere zuivelproducten;2020 mei;88.5;-0.7;1.4
5146;Totaal afzetprijzen;10515 Andere zuivelproducten;2020 juni;89.6;1.3;3.3
5147;Totaal afzetprijzen;10515 Andere zuivelproducten;2020 juli;90.2;0.6;3.8
5148;Totaal afzetprijzen;10515 Andere zuivelproducten;2020 augustus;90.2;0.1;4.9
5149;Totaal afzetprijzen;10515 Andere zuivelproducten;2020 september;90.1;-0.2;5.3
5150;Totaal afzetprijzen;10515 Andere zuivelproducten;2020 oktober;90.1;0.0;5.7
5151;Totaal afzetprijzen;10515 Andere zuivelproducten;2020 november;91.4;1.4;7.0
5152;Totaal afzetprijzen;10515 Andere zuivelproducten;2020 december;91.3;-0.1;6.8
5153;Totaal afzetprijzen;10515 Andere zuivelproducten;2020;89.6;;3.8
5154;Totaal afzetprijzen;10515 Andere zuivelproducten;2021 januari;91.2;0.0;5.2
5155;Totaal afzetprijzen;10515 Andere zuivelproducten;2021 februari;94.2;3.3;6.8
5156;Totaal afzetprijzen;10515 Andere zuivelproducten;2021 maart;96.5;2.4;7.6
5157;Totaal afzetprijzen;10515 Andere zuivelproducten;2021 april;99.9;3.5;12.1
5158;Totaal afzetprijzen;10515 Andere zuivelproducten;2021 mei;101.1;1.2;14.2
5159;Totaal afzetprijzen;10515 Andere zuivelproducten;2021 juni;101.6;0.5;13.3
5160;Totaal afzetprijzen;10515 Andere zuivelproducten;2021 juli;102.5;0.9;13.7
5161;Totaal afzetprijzen;10515 Andere zuivelproducten;2021 augustus;;;
5162;Totaal afzetprijzen;10515 Andere zuivelproducten;2021 september;101.8;;13.1
5163;Totaal afzetprijzen;10515 Andere zuivelproducten;2021 oktober;102.8;1.0;14.1
5164;Totaal afzetprijzen;10515 Andere zuivelproducten;2021 november;103.0;0.1;12.7
5165;Totaal afzetprijzen;10515 Andere zuivelproducten;2021 december;104.3;1.3;14.3
5166;Totaal afzetprijzen;10515 Andere zuivelproducten;2021;;;
5167;Totaal afzetprijzen;10515 Andere zuivelproducten;2022 januari;114.4;9.7;25.4
5168;Totaal afzetprijzen;10515 Andere zuivelproducten;2022 februari;113.7;-0.6;20.7
5169;Totaal afzetprijzen;10515 Andere zuivelproducten;2022 maart;116.8;2.7;21.0
5170;Totaal afzetprijzen;10515 Andere zuivelproducten;2022 april;120.1;2.9;20.2
5171;Totaal afzetprijzen;10515 Andere zuivelproducten;2022 mei;120.6;0.5;19.4
5172;Totaal afzetprijzen;10515 Andere zuivelproducten;2022 juni;115.7;-4.1;13.9
5173;Totaal afzetprijzen;10515 Andere zuivelproducten;2022 juli;120.5;4.2;17.6
5174;Totaal afzetprijzen;10515 Andere zuivelproducten;2022 augustus;119.1;-1.2;
5175;Totaal afzetprijzen;10515 Andere zuivelproducten;2022 september;119.4;0.2;17.2
5176;Totaal afzetprijzen;10515 Andere zuivelproducten;2022 oktober;118.3;-0.9;15.1
5177;Totaal afzetprijzen;10515 Andere zuivelproducten;2022 november;117.2;-1.0;13.8
5178;Totaal afzetprijzen;10515 Andere zuivelproducten;2022 december ;115.7;-1.3;10.9
5179;Totaal afzetprijzen;10515 Andere zuivelproducten;2022;117.6;;
5180;Totaal afzetprijzen;10515 Andere zuivelproducten;2023 januari;113.3;-2.0;-0.9
5181;Totaal afzetprijzen;10515 Andere zuivelproducten;2023 februari;110.7;-2.3;-2.6
5182;Totaal afzetprijzen;10515 Andere zuivelproducten;2023 maart;108.4;-2.1;-7.2
5183;Totaal afzetprijzen;10515 Andere zuivelproducten;2023 april;107.0;-1.2;-10.9
5184;Totaal afzetprijzen;10515 Andere zuivelproducten;2023 mei;104.6;-2.3;-13.3
5185;Totaal afzetprijzen;10515 Andere zuivelproducten;2023 juni;104.7;0.1;-9.5
5186;Totaal afzetprijzen;10515 Andere zuivelproducten;2023 juli;100.0;-4.5;-17.0
5187;Totaal afzetprijzen;10515 Andere zuivelproducten;2023 augustus;100.0;0.0;-16.0
5188;Totaal afzetprijzen;10515 Andere zuivelproducten;2023 september;98.5;-1.5;-17.5
5189;Totaal afzetprijzen;10515 Andere zuivelproducten;2023 oktober;104.1;5.7;-12.0
5190;Totaal afzetprijzen;10515 Andere zuivelproducten;2023 november;105.1;1.0;-10.3
5191;Totaal afzetprijzen;10515 Andere zuivelproducten;2023 december;105.1;-0.1;-9.2
5192;Totaal afzetprijzen;10515 Andere zuivelproducten;2023;105.1;;-10.6
5193;Totaal afzetprijzen;10515 Andere zuivelproducten;2024 januari;103.4;-1.6;-8.8
5194;Totaal afzetprijzen;10515 Andere zuivelproducten;2024 februari;102.1;-1.2;-7.7
5195;Totaal afzetprijzen;10515 Andere zuivelproducten;2024 maart;100.4;-1.7;-7.3
5196;Totaal afzetprijzen;10515 Andere zuivelproducten;2024 april;97.5;-2.9;-8.9
5197;Totaal afzetprijzen;10515 Andere zuivelproducten;2024 mei;97.5;0.1;-6.7
5198;Totaal afzetprijzen;10515 Andere zuivelproducten;2024  juni;98.5;1.0;-5.9
5199;Totaal afzetprijzen;10515 Andere zuivelproducten;2024 juli;100.3;1.8;0.3
5200;Totaal afzetprijzen;10515 Andere zuivelproducten;2024 augustus;100.6;0.3;0.6
5201;Totaal afzetprijzen;10515 Andere zuivelproducten;2024 september;103.1;2.5;4.7
5202;Totaal afzetprijzen;10515 Andere zuivelproducten;2024 oktober;106.5;3.3;2.3
5203;Totaal afzetprijzen;10515 Andere zuivelproducten;2024 november;108.3;1.7;3.1
5204;Totaal afzetprijzen;10515 Andere zuivelproducten;2024 december;108.9;0.5;3.7
5205;Totaal afzetprijzen;10515 Andere zuivelproducten;2024;102.3;;-2.7
5206;Totaal afzetprijzen;10515 Andere zuivelproducten;2025 januari;112.7;3.5;9.0
5207;Totaal afzetprijzen;10515 Andere zuivelproducten;2025 februari;114.4;1.5;12.0
5208;Totaal afzetprijzen;105151 Melk en room, ingedikt of met...;2018 januari;92.5;;
5209;Totaal afzetprijzen;105151 Melk en room, ingedikt of met...;2018 februari;90.7;-2.0;
5210;Totaal afzetprijzen;105151 Melk en room, ingedikt of met...;2018 maart;90.7;0.0;
5211;Totaal afzetprijzen;105151 Melk en room, ingedikt of met...;2018 april;90.7;0.0;
5212;Totaal afzetprijzen;105151 Melk en room, ingedikt of met...;2018 mei;93.1;2.7;
5213;Totaal afzetprijzen;105151 Melk en room, ingedikt of met...;2018 juni;97.1;4.3;
5214;Totaal afzetprijzen;105151 Melk en room, ingedikt of met...;2018 juli;97.2;0.2;
5215;Totaal afzetprijzen;105151 Melk en room, ingedikt of met...;2018 augustus;97.2;0.0;
5216;Totaal afzetprijzen;105151 Melk en room, ingedikt of met...;2018 september;97.8;0.6;
5217;Totaal afzetprijzen;105151 Melk en room, ingedikt of met...;2018 oktober;98.1;0.3;
5218;Totaal afzetprijzen;105151 Melk en room, ingedikt of met...;2018 november;98.3;0.2;
5219;Totaal afzetprijzen;105151 Melk en room, ingedikt of met...;2018 december;98.2;-0.1;
5220;Totaal afzetprijzen;105151 Melk en room, ingedikt of met...;2018;95.1;;
5221;Totaal afzetprijzen;105151 Melk en room, ingedikt of met...;2019 januari;98.2;0.0;6.2
5222;Totaal afzetprijzen;105151 Melk en room, ingedikt of met...;2019 februari;98.3;0.1;8.4
5223;Totaal afzetprijzen;105151 Melk en room, ingedikt of met...;2019 maart;98.4;0.1;8.6
5224;Totaal afzetprijzen;105151 Melk en room, ingedikt of met...;2019 april;97.1;-1.4;7.1
5225;Totaal afzetprijzen;105151 Melk en room, ingedikt of met...;2019 mei;97.1;0.0;4.3
5226;Totaal afzetprijzen;105151 Melk en room, ingedikt of met...;2019 juni;96.9;-0.2;-0.1
5227;Totaal afzetprijzen;105151 Melk en room, ingedikt of met...;2019 juli;96.8;-0.1;-0.4
5228;Totaal afzetprijzen;105151 Melk en room, ingedikt of met...;2019 augustus;96.8;0.0;-0.4
5229;Totaal afzetprijzen;105151 Melk en room, ingedikt of met...;2019 september;97.1;0.2;-0.8
5230;Totaal afzetprijzen;105151 Melk en room, ingedikt of met...;2019 oktober;96.8;-0.3;-1.3
5231;Totaal afzetprijzen;105151 Melk en room, ingedikt of met...;2019 november;97.1;0.4;-1.2
5232;Totaal afzetprijzen;105151 Melk en room, ingedikt of met...;2019 december;97.2;0.0;-1.0
5233;Totaal afzetprijzen;105151 Melk en room, ingedikt of met...;2019;97.3;;2.3
5234;Totaal afzetprijzen;105151 Melk en room, ingedikt of met...;2020 januari;97.9;0.8;-0.3
5235;Totaal afzetprijzen;105151 Melk en room, ingedikt of met...;2020 februari;98.7;0.8;0.4
5236;Totaal afzetprijzen;105151 Melk en room, ingedikt of met...;2020 maart;98.2;-0.5;-0.2
5237;Totaal afzetprijzen;105151 Melk en room, ingedikt of met...;2020 april;98.1;-0.1;1.0
5238;Totaal afzetprijzen;105151 Melk en room, ingedikt of met...;2020 mei;97.2;-0.9;0.1
5239;Totaal afzetprijzen;105151 Melk en room, ingedikt of met...;2020 juni;97.0;-0.3;0.0
5240;Totaal afzetprijzen;105151 Melk en room, ingedikt of met...;2020 juli;94.9;-2.1;-1.9
5241;Totaal afzetprijzen;105151 Melk en room, ingedikt of met...;2020 augustus;95.2;0.3;-1.7
5242;Totaal afzetprijzen;105151 Melk en room, ingedikt of met...;2020 september;95.0;-0.2;-2.1
5243;Totaal afzetprijzen;105151 Melk en room, ingedikt of met...;2020 oktober;95.6;0.6;-1.2
5244;Totaal afzetprijzen;105151 Melk en room, ingedikt of met...;2020 november;95.4;-0.2;-1.8
5245;Totaal afzetprijzen;105151 Melk en room, ingedikt of met...;2020 december;95.0;-0.4;-2.2
5246;Totaal afzetprijzen;105151 Melk en room, ingedikt of met...;2020;96.5;;-0.8
5247;Totaal afzetprijzen;105151 Melk en room, ingedikt of met...;2021 januari;95.0;0.0;-3.0
5248;Totaal afzetprijzen;105151 Melk en room, ingedikt of met...;2021 februari;98.9;4.1;0.2
5249;Totaal afzetprijzen;105151 Melk en room, ingedikt of met...;2021 maart;102.2;3.3;4.1
5250;Totaal afzetprijzen;105151 Melk en room, ingedikt of met...;2021 april;99.2;-2.9;1.2
5251;Totaal afzetprijzen;105151 Melk en room, ingedikt of met...;2021 mei;98.6;-0.7;1.4
5252;Totaal afzetprijzen;105151 Melk en room, ingedikt of met...;2021 juni;98.7;0.1;1.8
5253;Totaal afzetprijzen;105151 Melk en room, ingedikt of met...;2021 juli;98.9;0.2;4.2
5254;Totaal afzetprijzen;105151 Melk en room, ingedikt of met...;2021 augustus;100.3;1.4;5.3
5255;Totaal afzetprijzen;105151 Melk en room, ingedikt of met...;2021 september;100.6;0.3;5.9
5256;Totaal afzetprijzen;105151 Melk en room, ingedikt of met...;2021 oktober;101.8;1.2;6.5
