ID;AfzetInvoerEnVerbruik;ProductenPRODCOM;Perioden;ProducentenprijsindexPPI_1;OntwikkelingTOVEenJaarEerder_2;OntwikkelingTOVEenMaandEerder_3
5530;Totaal afzetprijzen;102 Vis, schaaldieren en weekdie...;2014 juni;105.6;2.0;2.1
5531;Totaal afzetprijzen;102 Vis, schaaldieren en weekdie...;2014 juli;103.0;-1.3;-2.5
5532;Totaal afzetprijzen;102 Vis, schaaldieren en weekdie...;2014 augustus;104.2;-1.3;1.2
5533;Totaal afzetprijzen;102 Vis, schaaldieren en weekdie...;2014 september;104.4;0.1;0.2
5534;Totaal afzetprijzen;102 Vis, schaaldieren en weekdie...;2014 oktober;105.4;1.7;0.9
5535;Totaal afzetprijzen;102 Vis, schaaldieren en weekdie...;2014 november;105.6;1.5;0.2
5536;Totaal afzetprijzen;102 Vis, schaaldieren en weekdie...;2014 december;108.5;4.4;2.7
5537;Totaal afzetprijzen;102 Vis, schaaldieren en weekdie...;2014;104.5;0.2;
5538;Totaal afzetprijzen;102 Vis, schaaldieren en weekdie...;2015 januari;106.9;2.1;-1.5
5539;Totaal afzetprijzen;102 Vis, schaaldieren en weekdie...;2015 februari;105.8;0.9;-1.0
5540;Totaal afzetprijzen;102 Vis, schaaldieren en weekdie...;2015 maart;107.0;4.2;1.2
5541;Totaal afzetprijzen;102 Vis, schaaldieren en weekdie...;2015 april;106.8;4.4;-0.2
5542;Totaal afzetprijzen;102 Vis, schaaldieren en weekdie...;2015 mei;106.7;3.1;-0.1
5543;Totaal afzetprijzen;102 Vis, schaaldieren en weekdie...;2015 juni;107.0;1.3;0.3
5544;Totaal afzetprijzen;102 Vis, schaaldieren en weekdie...;2015 juli;108.0;4.8;0.9
5545;Totaal afzetprijzen;102 Vis, schaaldieren en weekdie...;2015 augustus;110.9;6.4;2.7
5546;Totaal afzetprijzen;102 Vis, schaaldieren en weekdie...;2015 september;111.7;7.0;0.8
5547;Totaal afzetprijzen;102 Vis, schaaldieren en weekdie...;2015 oktober;110.9;5.3;-0.7
5548;Totaal afzetprijzen;102 Vis, schaaldieren en weekdie...;2015 november;113.3;7.3;2.1
5549;Totaal afzetprijzen;102 Vis, schaaldieren en weekdie...;2015 december;114.0;5.1;0.6
5550;Totaal afzetprijzen;102 Vis, schaaldieren en weekdie...;2015;109.1;4.3;
5551;Totaal afzetprijzen;102 Vis, schaaldieren en weekdie...;2016 januari;112.5;5.3;-1.2
5552;Totaal afzetprijzen;102 Vis, schaaldieren en weekdie...;2016 februari;113.5;7.3;0.9
5553;Totaal afzetprijzen;102 Vis, schaaldieren en weekdie...;2016 maart;111.2;3.9;-2.0
5554;Totaal afzetprijzen;102 Vis, schaaldieren en weekdie...;2016 april;111.4;4.3;0.2
5555;Totaal afzetprijzen;102 Vis, schaaldieren en weekdie...;2016 mei;113.3;6.2;1.7
5556;Totaal afzetprijzen;102 Vis, schaaldieren en weekdie...;2016 juni;111.2;4.0;-1.9
5557;Totaal afzetprijzen;102 Vis, schaaldieren en weekdie...;2016 juli;110.1;2.0;-1.0
5558;Totaal afzetprijzen;102 Vis, schaaldieren en weekdie...;2016 augustus;114.1;2.9;3.6
5559;Totaal afzetprijzen;102 Vis, schaaldieren en weekdie...;2016 september;114.0;2.1;-0.1
5560;Totaal afzetprijzen;102 Vis, schaaldieren en weekdie...;2016 oktober;115.6;4.2;1.4
5561;Totaal afzetprijzen;102 Vis, schaaldieren en weekdie...;2016 november;115.4;1.9;-0.1
5562;Totaal afzetprijzen;102 Vis, schaaldieren en weekdie...;2016 december;117.0;2.7;1.3
5563;Totaal afzetprijzen;102 Vis, schaaldieren en weekdie...;2016;113.3;3.9;
5564;Totaal afzetprijzen;102 Vis, schaaldieren en weekdie...;2017 januari;117.7;4.5;0.6
5565;Totaal afzetprijzen;102 Vis, schaaldieren en weekdie...;2017 februari;117.5;3.5;-0.1
5566;Totaal afzetprijzen;102 Vis, schaaldieren en weekdie...;2017 maart;117.0;5.2;-0.4
5567;Totaal afzetprijzen;102 Vis, schaaldieren en weekdie...;2017 april;117.3;5.2;0.2
5568;Totaal afzetprijzen;102 Vis, schaaldieren en weekdie...;2017 mei;113.8;0.4;-3.0
5569;Totaal afzetprijzen;102 Vis, schaaldieren en weekdie...;2017 juni;111.3;0.1;-2.2
5570;Totaal afzetprijzen;102 Vis, schaaldieren en weekdie...;2017 juli;112.1;1.8;0.8
5571;Totaal afzetprijzen;102 Vis, schaaldieren en weekdie...;2017 augustus;115.1;0.9;2.7
5572;Totaal afzetprijzen;102 Vis, schaaldieren en weekdie...;2017 september;115.4;1.2;0.2
5573;Totaal afzetprijzen;102 Vis, schaaldieren en weekdie...;2017 oktober;115.2;-0.3;-0.2
5574;Totaal afzetprijzen;102 Vis, schaaldieren en weekdie...;2017 november;116.2;0.7;0.9
5575;Totaal afzetprijzen;102 Vis, schaaldieren en weekdie...;2017 december;117.8;0.7;1.4
5576;Totaal afzetprijzen;102 Vis, schaaldieren en weekdie...;2017;115.5;2.0;
5577;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2005 januari;90.8;-8.8;-1.2
5578;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2005 februari;89.7;-10.9;-1.2
5579;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2005 maart;89.5;-10.5;-0.2
5580;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2005 april;89.2;-12.7;-0.3
5581;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2005 mei;89.5;-12.8;0.4
5582;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2005 juni;88.5;-13.5;-1.1
5583;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2005 juli;88.7;-10.1;0.2
5584;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2005 augustus;87.9;-10.1;-0.9
5585;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2005 september;89.2;-6.9;1.4
5586;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2005 oktober;88.8;-3.6;-0.4
5587;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2005 november;88.6;-4.8;-0.2
5588;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2005 december;89.1;-3.0;0.6
5589;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2005;89.1;-9.1;
5590;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2006 januari;90.4;-0.5;1.4
5591;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2006 februari;89.7;0.0;-0.8
5592;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2006 maart;90.6;1.3;1.0
5593;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2006 april;90.5;1.4;-0.2
5594;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2006 mei;90.7;1.3;0.2
5595;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2006 juni;90.7;2.4;0.0
5596;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2006 juli;90.5;2.0;-0.2
5597;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2006 augustus;91.4;4.0;1.0
5598;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2006 september;93.1;4.4;1.8
5599;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2006 oktober;98.8;11.3;6.2
5600;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2006 november;98.5;11.2;-0.3
5601;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2006 december;101.0;13.3;2.5
5602;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2006;93.0;4.3;
5603;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2007 januari;109.7;21.4;8.6
5604;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2007 februari;110.5;23.2;0.7
5605;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2007 maart;110.2;21.6;-0.3
5606;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2007 april;111.9;23.7;1.6
5607;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2007 mei;111.9;23.4;0.0
5608;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2007 juni;111.8;23.3;-0.1
5609;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2007 juli;112.7;24.6;0.9
5610;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2007 augustus;114.2;25.0;1.3
5611;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2007 september;113.8;22.3;-0.4
5612;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2007 oktober;108.7;10.0;-4.5
5613;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2007 november;108.7;10.3;0.0
5614;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2007 december;107.3;6.2;-1.3
5615;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2007;111.0;19.3;
5616;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2008 januari;108.5;-1.1;1.1
5617;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2008 februari;108.9;-1.5;0.4
5618;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2008 maart;108.1;-1.9;-0.7
5619;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2008 april;106.9;-4.5;-1.1
5620;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2008 mei;107.4;-4.0;0.5
5621;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2008 juni;106.8;-4.4;-0.5
5622;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2008 juli;107.4;-4.7;0.5
5623;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2008 augustus;107.2;-6.1;-0.2
5624;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2008 september;105.3;-7.5;-1.8
5625;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2008 oktober;106.8;-1.8;1.4
5626;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2008 november;105.7;-2.7;-1.0
5627;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2008 december;107.2;-0.1;1.3
5628;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2008;107.2;-3.4;
5629;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2009 januari;107.4;-1.0;0.2
5630;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2009 februari;108.4;-0.4;1.0
5631;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2009 maart;108.2;0.1;-0.3
5632;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2009 april;107.8;0.9;-0.3
5633;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2009 mei;107.4;0.0;-0.4
5634;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2009 juni;107.3;0.5;-0.1
5635;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2009 juli;106.8;-0.6;-0.5
5636;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2009 augustus;105.6;-1.5;-1.1
5637;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2009 september;102.3;-2.8;-3.1
5638;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2009 oktober;102.0;-4.4;-0.3
5639;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2009 november;101.2;-4.3;-0.9
5640;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2009 december;101.5;-5.3;0.3
5641;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2009;105.5;-1.6;
5642;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2010 januari;99.5;-7.3;-2.0
5643;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2010 februari;99.4;-8.3;-0.1
5644;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2010 maart;99.3;-8.2;-0.1
5645;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2010 april;99.7;-7.6;0.4
5646;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2010 mei;99.5;-7.3;-0.1
5647;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2010 juni;99.2;-7.6;-0.4
5648;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2010 juli;99.4;-6.9;0.3
5649;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2010 augustus;99.4;-5.9;0.0
5650;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2010 september;99.4;-2.9;-0.1
5651;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2010 oktober;101.5;-0.6;2.1
5652;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2010 november;101.5;0.4;0.1
5653;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2010 december;102.2;0.8;0.7
5654;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2010;100.0;-5.2;
5655;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2011 januari;104.6;5.1;2.3
5656;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2011 februari;105.6;6.2;1.0
5657;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2011 maart;106.1;6.9;0.5
5658;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2011 april;108.1;8.5;1.9
5659;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2011 mei;108.6;9.1;0.4
5660;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2011 juni;108.5;9.4;-0.1
5661;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2011 juli;107.7;8.3;-0.8
5662;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2011 augustus;107.6;8.2;0.0
5663;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2011 september;107.5;8.2;-0.1
5664;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2011 oktober;107.3;5.8;-0.2
5665;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2011 november;107.4;5.8;0.1
5666;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2011 december;107.7;5.4;0.3
5667;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2011;107.2;7.2;
5668;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2012 januari;108.7;4.0;0.9
5669;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2012 februari;108.6;2.9;-0.1
5670;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2012 maart;108.9;2.6;0.2
5671;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2012 april;108.5;0.4;-0.4
5672;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2012 mei;108.9;0.3;0.4
5673;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2012 juni;108.9;0.3;-0.1
5674;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2012 juli;109.3;1.5;0.4
5675;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2012 augustus;109.6;1.8;0.3
5676;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2012 september;111.0;3.2;1.3
5677;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2012 oktober;113.0;5.2;1.8
5678;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2012 november;113.6;5.7;0.5
5679;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2012 december;113.1;5.0;-0.4
5680;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2012;110.2;2.7;
5681;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2013 januari;115.1;5.8;1.7
5682;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2013 februari;114.7;5.5;-0.3
5683;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2013 maart;115.0;5.5;0.3
5684;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2013 april;115.0;6.0;0.1
5685;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2013 mei;114.6;5.2;-0.3
5686;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2013 juni;114.7;5.3;0.0
5687;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2013 juli;113.2;3.5;-1.3
5688;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2013 augustus;112.7;2.9;-0.4
5689;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2013 september;112.5;1.4;-0.2
5690;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2013 oktober;113.3;0.3;0.7
5691;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2013 november;114.4;0.7;1.0
5692;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2013 december;114.2;1.0;-0.2
5693;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2013;114.1;3.6;
5694;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2014 januari;115.0;-0.1;0.7
5695;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2014 februari;114.9;0.2;-0.1
5696;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2014 maart;114.7;-0.2;-0.1
5697;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2014 april;114.5;-0.5;-0.2
5698;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2014 mei;113.7;-0.8;-0.7
5699;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2014 juni;113.5;-1.0;-0.2
5700;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2014 juli;112.9;-0.3;-0.6
5701;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2014 augustus;112.8;0.1;0.0
5702;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2014 september;112.7;0.1;-0.2
5703;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2014 oktober;111.9;-1.2;-0.7
5704;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2014 november;112.8;-1.4;0.8
5705;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2014 december;112.5;-1.5;-0.2
5706;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2014;113.5;-0.5;
5707;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2015 januari;112.7;-1.9;0.2
5708;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2015 februari;112.7;-1.9;0.0
5709;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2015 maart;113.1;-1.4;0.3
5710;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2015 april;114.0;-0.4;0.8
5711;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2015 mei;113.4;-0.3;-0.6
5712;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2015 juni;113.5;0.0;0.1
5713;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2015 juli;114.4;1.4;0.8
5714;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2015 augustus;114.6;1.6;0.2
5715;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2015 september;114.5;1.7;-0.1
5716;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2015 oktober;115.4;3.1;0.7
5717;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2015 november;116.2;3.0;0.7
5718;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2015 december;116.7;3.7;0.5
5719;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2015;114.3;0.7;
5720;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2016 januari;116.3;3.1;-0.4
5721;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2016 februari;116.4;3.3;0.1
5722;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2016 maart;116.2;2.7;-0.2
5723;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2016 april;117.4;2.9;1.0
5724;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2016 mei;116.9;3.1;-0.4
5725;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2016 juni;117.7;3.6;0.6
5726;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2016 juli;118.1;3.2;0.4
5727;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2016 augustus;117.9;2.9;-0.1
5728;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2016 september;117.9;3.0;0.0
5729;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2016 oktober;119.0;3.2;0.9
5730;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2016 november;119.1;2.6;0.1
5731;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2016 december;119.4;2.3;0.2
5732;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2016;117.7;3.0;
5733;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2017 januari;120.6;3.7;1.0
5734;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2017 februari;120.5;3.5;-0.1
5735;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2017 maart;120.5;3.8;0.1
5736;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2017 april;120.2;2.4;-0.3
5737;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2017 mei;120.6;3.1;0.3
5738;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2017 juni;120.6;2.5;0.0
5739;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2017 juli;118.5;0.4;-1.7
5740;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2017 augustus;118.1;0.2;-0.3
5741;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2017 september;118.2;0.2;0.1
5742;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2017 oktober;117.6;-1.2;-0.6
5743;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2017 november;118.3;-0.7;0.7
5744;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2017 december;118.6;-0.6;0.2
5745;Totaal afzetprijzen;"103 Groenten en fruit; verwerkt ...";2017;119.4;1.4;
5746;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2005 januari;90.8;-12.7;-3.6
5747;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2005 februari;88.5;-14.4;-2.5
5748;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2005 maart;88.7;-13.7;0.2
5749;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2005 april;89.2;-14.3;0.6
5750;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2005 mei;89.1;-14.3;-0.1
5751;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2005 juni;88.3;-15.7;-0.9
5752;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2005 juli;87.9;-15.6;-0.4
5753;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2005 augustus;88.0;-13.1;0.2
5754;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2005 september;90.9;-7.8;3.3
5755;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2005 oktober;89.9;-4.5;-1.2
5756;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2005 november;90.1;-4.5;0.3
5757;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2005 december;91.2;-3.2;1.1
5758;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2005;89.4;-11.3;
5759;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2006 januari;93.6;3.1;2.7
5760;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2006 februari;93.0;5.0;-0.7
5761;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2006 maart;94.4;6.4;1.5
5762;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2006 april;93.7;5.1;-0.6
5763;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2006 mei;94.3;5.9;0.6
5764;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2006 juni;93.5;6.0;-0.8
5765;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2006 juli;92.3;5.0;-1.4
5766;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2006 augustus;94.8;7.7;2.8
5767;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2006 september;97.3;7.1;2.7
5768;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2006 oktober;109.5;21.8;12.5
5769;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2006 november;108.4;20.3;-1.0
5770;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2006 december;114.6;25.7;5.7
5771;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2006;98.3;10.0;
5772;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2007 januari;130.7;39.7;14.1
5773;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2007 februari;131.5;41.4;0.6
5774;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2007 maart;131.2;39.1;-0.2
5775;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2007 april;134.4;43.3;2.4
5776;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2007 mei;132.8;40.8;-1.1
5777;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2007 juni;132.6;41.8;-0.2
5778;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2007 juli;129.0;39.9;-2.7
5779;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2007 augustus;125.2;32.1;-2.9
5780;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2007 september;120.5;23.8;-3.8
5781;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2007 oktober;112.6;2.8;-6.6
5782;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2007 november;111.3;2.7;-1.1
5783;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2007 december;112.4;-1.9;1.0
5784;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2007;125.4;27.5;
5785;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2008 januari;109.1;-16.5;-2.9
5786;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2008 februari;107.6;-18.2;-1.4
5787;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2008 maart;104.4;-20.5;-3.0
5788;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2008 april;102.5;-23.7;-1.8
5789;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2008 mei;102.3;-23.0;-0.2
5790;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2008 juni;102.0;-23.0;-0.3
