ID;AfzetInvoerEnVerbruik;ProductenPRODCOM;Perioden;ProducentenprijsindexPPI_1;OntwikkelingTOVEenJaarEerder_2;OntwikkelingTOVEenMaandEerder_3
5791;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2008 juli;103.1;-20.1;1.0
5792;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2008 augustus;102.8;-17.9;-0.3
5793;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2008 september;102.3;-15.1;-0.5
5794;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2008 oktober;105.0;-6.8;2.6
5795;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2008 november;105.7;-5.0;0.7
5796;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2008 december;106.0;-5.7;0.2
5797;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2008;104.4;-16.7;
5798;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2009 januari;106.0;-2.9;0.0
5799;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2009 februari;108.4;0.8;2.3
5800;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2009 maart;108.3;3.8;-0.1
5801;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2009 april;107.6;4.9;-0.7
5802;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2009 mei;107.5;5.1;-0.1
5803;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2009 juni;107.5;5.3;-0.1
5804;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2009 juli;107.1;3.9;-0.3
5805;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2009 augustus;106.5;3.6;-0.6
5806;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2009 september;106.3;3.9;-0.2
5807;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2009 oktober;104.3;-0.7;-1.9
5808;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2009 november;103.4;-2.2;-0.8
5809;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2009 december;103.2;-2.6;-0.2
5810;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2009;106.3;1.9;
5811;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2010 januari;99.0;-6.6;-4.1
5812;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2010 februari;98.6;-9.0;-0.4
5813;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2010 maart;98.9;-8.7;0.2
5814;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2010 april;99.7;-7.3;0.9
5815;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2010 mei;99.5;-7.4;-0.2
5816;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2010 juni;99.3;-7.6;-0.2
5817;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2010 juli;99.5;-7.2;0.1
5818;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2010 augustus;99.4;-6.7;-0.1
5819;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2010 september;100.0;-6.0;0.6
5820;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2010 oktober;101.4;-2.7;1.5
5821;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2010 november;101.7;-1.7;0.3
5822;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2010 december;103.0;-0.2;1.3
5823;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2010;100.0;-6.0;
5824;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2011 januari;107.6;8.7;4.5
5825;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2011 februari;109.4;11.0;1.7
5826;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2011 maart;110.4;11.7;0.9
5827;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2011 april;114.0;14.3;3.3
5828;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2011 mei;114.1;14.7;0.1
5829;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2011 juni;114.3;15.0;0.1
5830;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2011 juli;111.7;12.3;-2.2
5831;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2011 augustus;111.5;12.2;-0.2
5832;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2011 september;111.7;11.7;0.1
5833;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2011 oktober;109.4;7.9;-2.0
5834;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2011 november;109.1;7.3;-0.3
5835;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2011 december;109.1;5.9;0.0
5836;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2011;111.0;11.0;
5837;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2012 januari;108.9;1.2;-0.2
5838;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2012 februari;108.9;-0.5;0.0
5839;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2012 maart;109.1;-1.2;0.2
5840;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2012 april;107.6;-5.6;-1.4
5841;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2012 mei;108.5;-5.0;0.8
5842;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2012 juni;108.5;-5.1;0.0
5843;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2012 juli;108.9;-2.5;0.4
5844;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2012 augustus;109.6;-1.7;0.6
5845;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2012 september;111.3;-0.4;1.5
5846;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2012 oktober;115.8;5.8;4.1
5847;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2012 november;116.7;7.0;0.8
5848;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2012 december;116.4;6.7;-0.3
5849;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2012;110.8;-0.2;
5850;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2013 januari;120.1;10.2;3.2
5851;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2013 februari;119.3;9.5;-0.6
5852;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2013 maart;119.9;9.9;0.5
5853;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2013 april;120.4;11.9;0.4
5854;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2013 mei;120.4;11.0;0.0
5855;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2013 juni;120.5;11.1;0.1
5856;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2013 juli;117.9;8.3;-2.2
5857;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2013 augustus;117.6;7.3;-0.2
5858;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2013 september;117.1;5.3;-0.4
5859;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2013 oktober;118.2;2.1;0.9
5860;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2013 november;118.6;1.6;0.3
5861;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2013 december;118.2;1.6;-0.3
5862;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2013;119.0;7.4;
5863;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2014 januari;119.4;-0.6;1.0
5864;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2014 februari;119.3;0.0;0.0
5865;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2014 maart;119.0;-0.7;-0.3
5866;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2014 april;118.6;-1.5;-0.3
5867;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2014 mei;118.8;-1.3;0.2
5868;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2014 juni;118.1;-2.0;-0.6
5869;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2014 juli;117.0;-0.8;-0.9
5870;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2014 augustus;116.9;-0.6;-0.1
5871;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2014 september;116.4;-0.6;-0.5
5872;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2014 oktober;115.2;-2.6;-1.0
5873;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2014 november;115.0;-3.0;-0.2
5874;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2014 december;114.4;-3.2;-0.5
5875;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2014;117.3;-1.4;
5876;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2015 januari;114.6;-4.0;0.2
5877;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2015 februari;114.8;-3.8;0.2
5878;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2015 maart;114.7;-3.6;-0.1
5879;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2015 april;114.0;-3.9;-0.6
5880;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2015 mei;114.1;-4.0;0.1
5881;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2015 juni;114.4;-3.2;0.2
5882;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2015 juli;116.7;-0.3;2.0
5883;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2015 augustus;117.0;0.1;0.3
5884;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2015 september;117.1;0.6;0.1
5885;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2015 oktober;118.8;3.1;1.4
5886;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2015 november;119.0;3.5;0.2
5887;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2015 december;119.4;4.4;0.3
5888;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2015;116.2;-1.0;
5889;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2016 januari;118.3;3.2;-0.9
5890;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2016 februari;118.2;2.9;-0.2
5891;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2016 maart;118.0;2.9;-0.1
5892;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2016 april;118.2;3.7;0.2
5893;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2016 mei;118.4;3.7;0.1
5894;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2016 juni;118.7;3.8;0.3
5895;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2016 juli;118.4;1.5;-0.3
5896;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2016 augustus;118.4;1.2;0.0
5897;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2016 september;118.5;1.2;0.1
5898;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2016 oktober;119.6;0.7;1.0
5899;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2016 november;119.8;0.7;0.2
5900;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2016 december;119.9;0.4;0.1
5901;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2016;118.7;2.1;
5902;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2017 januari;122.9;3.8;2.5
5903;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2017 februari;122.8;4.0;0.0
5904;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2017 maart;122.8;4.0;0.0
5905;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2017 april;122.5;3.6;-0.2
5906;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2017 mei;122.9;3.8;0.3
5907;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2017 juni;122.7;3.4;-0.1
5908;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2017 juli;121.6;2.8;-0.9
5909;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2017 augustus;121.1;2.3;-0.4
5910;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2017 september;121.7;2.7;0.5
5911;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2017 oktober;119.2;-0.4;-2.0
5912;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2017 november;119.0;-0.7;-0.2
5913;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2017 december;119.6;-0.3;0.5
5914;Totaal afzetprijzen;"1031  Aardappelen; verwerkt en ver...";2017;121.6;2.4;
5915;Totaal afzetprijzen;1032  Groente- en fruitsappen;2005 januari;85.9;-13.5;2.0
5916;Totaal afzetprijzen;1032  Groente- en fruitsappen;2005 februari;87.6;-21.3;1.9
5917;Totaal afzetprijzen;1032  Groente- en fruitsappen;2005 maart;85.8;-19.0;-2.0
5918;Totaal afzetprijzen;1032  Groente- en fruitsappen;2005 april;84.9;-29.9;-1.0
5919;Totaal afzetprijzen;1032  Groente- en fruitsappen;2005 mei;87.4;-31.9;2.9
5920;Totaal afzetprijzen;1032  Groente- en fruitsappen;2005 juni;84.8;-30.2;-3.0
5921;Totaal afzetprijzen;1032  Groente- en fruitsappen;2005 juli;85.8;-11.3;1.1
5922;Totaal afzetprijzen;1032  Groente- en fruitsappen;2005 augustus;82.8;-19.3;-3.5
5923;Totaal afzetprijzen;1032  Groente- en fruitsappen;2005 september;83.6;-14.4;1.0
5924;Totaal afzetprijzen;1032  Groente- en fruitsappen;2005 oktober;83.9;-3.5;0.4
5925;Totaal afzetprijzen;1032  Groente- en fruitsappen;2005 november;83.0;-10.2;-1.0
5926;Totaal afzetprijzen;1032  Groente- en fruitsappen;2005 december;84.3;0.1;1.5
5927;Totaal afzetprijzen;1032  Groente- en fruitsappen;2005;85.0;-18.3;
5928;Totaal afzetprijzen;1032  Groente- en fruitsappen;2006 januari;85.1;-1.0;1.0
5929;Totaal afzetprijzen;1032  Groente- en fruitsappen;2006 februari;83.8;-4.3;-1.5
5930;Totaal afzetprijzen;1032  Groente- en fruitsappen;2006 maart;85.5;-0.3;2.1
5931;Totaal afzetprijzen;1032  Groente- en fruitsappen;2006 april;85.8;1.0;0.3
5932;Totaal afzetprijzen;1032  Groente- en fruitsappen;2006 mei;86.2;-1.4;0.4
5933;Totaal afzetprijzen;1032  Groente- en fruitsappen;2006 juni;86.7;2.2;0.6
5934;Totaal afzetprijzen;1032  Groente- en fruitsappen;2006 juli;86.6;1.0;-0.1
5935;Totaal afzetprijzen;1032  Groente- en fruitsappen;2006 augustus;86.5;4.5;-0.1
5936;Totaal afzetprijzen;1032  Groente- en fruitsappen;2006 september;88.5;5.9;2.3
5937;Totaal afzetprijzen;1032  Groente- en fruitsappen;2006 oktober;88.6;5.6;0.1
5938;Totaal afzetprijzen;1032  Groente- en fruitsappen;2006 november;89.1;7.3;0.6
5939;Totaal afzetprijzen;1032  Groente- en fruitsappen;2006 december;88.4;4.9;-0.8
5940;Totaal afzetprijzen;1032  Groente- en fruitsappen;2006;86.7;2.1;
5941;Totaal afzetprijzen;1032  Groente- en fruitsappen;2007 januari;97.1;14.1;9.9
5942;Totaal afzetprijzen;1032  Groente- en fruitsappen;2007 februari;100.5;20.0;3.5
5943;Totaal afzetprijzen;1032  Groente- en fruitsappen;2007 maart;97.9;14.5;-2.6
5944;Totaal afzetprijzen;1032  Groente- en fruitsappen;2007 april;98.2;14.5;0.3
5945;Totaal afzetprijzen;1032  Groente- en fruitsappen;2007 mei;101.5;17.9;3.4
5946;Totaal afzetprijzen;1032  Groente- en fruitsappen;2007 juni;99.1;14.4;-2.4
5947;Totaal afzetprijzen;1032  Groente- en fruitsappen;2007 juli;106.0;22.4;6.9
5948;Totaal afzetprijzen;1032  Groente- en fruitsappen;2007 augustus;118.6;37.1;11.9
5949;Totaal afzetprijzen;1032  Groente- en fruitsappen;2007 september;123.6;39.7;4.3
5950;Totaal afzetprijzen;1032  Groente- en fruitsappen;2007 oktober;111.8;26.2;-9.6
5951;Totaal afzetprijzen;1032  Groente- en fruitsappen;2007 november;114.3;28.3;2.3
5952;Totaal afzetprijzen;1032  Groente- en fruitsappen;2007 december;104.7;18.5;-8.4
5953;Totaal afzetprijzen;1032  Groente- en fruitsappen;2007;106.1;22.4;
5954;Totaal afzetprijzen;1032  Groente- en fruitsappen;2008 januari;115.3;18.7;10.1
5955;Totaal afzetprijzen;1032  Groente- en fruitsappen;2008 februari;118.6;18.0;2.9
5956;Totaal afzetprijzen;1032  Groente- en fruitsappen;2008 maart;118.6;21.2;0.0
5957;Totaal afzetprijzen;1032  Groente- en fruitsappen;2008 april;117.8;19.9;-0.7
5958;Totaal afzetprijzen;1032  Groente- en fruitsappen;2008 mei;120.4;18.5;2.2
5959;Totaal afzetprijzen;1032  Groente- en fruitsappen;2008 juni;119.9;20.9;-0.4
5960;Totaal afzetprijzen;1032  Groente- en fruitsappen;2008 juli;120.7;13.9;0.7
5961;Totaal afzetprijzen;1032  Groente- en fruitsappen;2008 augustus;120.8;1.9;0.1
5962;Totaal afzetprijzen;1032  Groente- en fruitsappen;2008 september;112.2;-9.3;-7.2
5963;Totaal afzetprijzen;1032  Groente- en fruitsappen;2008 oktober;112.3;0.5;0.1
5964;Totaal afzetprijzen;1032  Groente- en fruitsappen;2008 november;107.2;-6.3;-4.6
5965;Totaal afzetprijzen;1032  Groente- en fruitsappen;2008 december;113.6;8.4;6.0
5966;Totaal afzetprijzen;1032  Groente- en fruitsappen;2008;116.4;9.7;
5967;Totaal afzetprijzen;1032  Groente- en fruitsappen;2009 januari;114.1;-1.0;0.5
5968;Totaal afzetprijzen;1032  Groente- en fruitsappen;2009 februari;114.9;-3.1;0.7
5969;Totaal afzetprijzen;1032  Groente- en fruitsappen;2009 maart;113.6;-4.3;-1.2
5970;Totaal afzetprijzen;1032  Groente- en fruitsappen;2009 april;112.4;-4.6;-1.1
5971;Totaal afzetprijzen;1032  Groente- en fruitsappen;2009 mei;113.2;-6.0;0.7
5972;Totaal afzetprijzen;1032  Groente- en fruitsappen;2009 juni;113.2;-5.6;0.0
5973;Totaal afzetprijzen;1032  Groente- en fruitsappen;2009 juli;111.9;-7.3;-1.1
5974;Totaal afzetprijzen;1032  Groente- en fruitsappen;2009 augustus;108.3;-10.4;-3.3
5975;Totaal afzetprijzen;1032  Groente- en fruitsappen;2009 september;95.4;-15.0;-11.9
5976;Totaal afzetprijzen;1032  Groente- en fruitsappen;2009 oktober;98.2;-12.6;3.0
5977;Totaal afzetprijzen;1032  Groente- en fruitsappen;2009 november;96.4;-10.1;-1.9
5978;Totaal afzetprijzen;1032  Groente- en fruitsappen;2009 december;98.2;-13.6;1.9
5979;Totaal afzetprijzen;1032  Groente- en fruitsappen;2009;107.5;-7.7;
5980;Totaal afzetprijzen;1032  Groente- en fruitsappen;2010 januari;97.9;-14.2;-0.2
5981;Totaal afzetprijzen;1032  Groente- en fruitsappen;2010 februari;98.2;-14.5;0.3
5982;Totaal afzetprijzen;1032  Groente- en fruitsappen;2010 maart;98.4;-13.3;0.3
5983;Totaal afzetprijzen;1032  Groente- en fruitsappen;2010 april;97.4;-13.3;-1.1
5984;Totaal afzetprijzen;1032  Groente- en fruitsappen;2010 mei;97.3;-14.0;-0.1
5985;Totaal afzetprijzen;1032  Groente- en fruitsappen;2010 juni;97.3;-14.1;0.0
5986;Totaal afzetprijzen;1032  Groente- en fruitsappen;2010 juli;98.6;-11.9;1.4
5987;Totaal afzetprijzen;1032  Groente- en fruitsappen;2010 augustus;99.2;-8.4;0.5
5988;Totaal afzetprijzen;1032  Groente- en fruitsappen;2010 september;98.9;3.7;-0.2
5989;Totaal afzetprijzen;1032  Groente- en fruitsappen;2010 oktober;105.8;7.7;6.9
5990;Totaal afzetprijzen;1032  Groente- en fruitsappen;2010 november;105.6;9.6;-0.2
5991;Totaal afzetprijzen;1032  Groente- en fruitsappen;2010 december;105.4;7.4;-0.2
5992;Totaal afzetprijzen;1032  Groente- en fruitsappen;2010;100.0;-6.9;
5993;Totaal afzetprijzen;1032  Groente- en fruitsappen;2011 januari;106.8;9.0;1.3
5994;Totaal afzetprijzen;1032  Groente- en fruitsappen;2011 februari;106.6;8.5;-0.2
5995;Totaal afzetprijzen;1032  Groente- en fruitsappen;2011 maart;107.2;8.9;0.6
5996;Totaal afzetprijzen;1032  Groente- en fruitsappen;2011 april;110.5;13.4;3.0
5997;Totaal afzetprijzen;1032  Groente- en fruitsappen;2011 mei;110.7;13.7;0.2
5998;Totaal afzetprijzen;1032  Groente- en fruitsappen;2011 juni;111.2;14.3;0.5
5999;Totaal afzetprijzen;1032  Groente- en fruitsappen;2011 juli;111.7;13.3;0.5
6000;Totaal afzetprijzen;1032  Groente- en fruitsappen;2011 augustus;111.1;12.1;-0.5
6001;Totaal afzetprijzen;1032  Groente- en fruitsappen;2011 september;110.1;11.3;-0.9
6002;Totaal afzetprijzen;1032  Groente- en fruitsappen;2011 oktober;111.8;5.7;1.6
6003;Totaal afzetprijzen;1032  Groente- en fruitsappen;2011 november;112.6;6.6;0.7
6004;Totaal afzetprijzen;1032  Groente- en fruitsappen;2011 december;112.5;6.7;-0.1
6005;Totaal afzetprijzen;1032  Groente- en fruitsappen;2011;110.2;10.2;
6006;Totaal afzetprijzen;1032  Groente- en fruitsappen;2012 januari;112.2;5.1;-0.2
6007;Totaal afzetprijzen;1032  Groente- en fruitsappen;2012 februari;111.2;4.4;-0.9
6008;Totaal afzetprijzen;1032  Groente- en fruitsappen;2012 maart;111.3;3.8;0.0
6009;Totaal afzetprijzen;1032  Groente- en fruitsappen;2012 april;111.4;0.8;0.1
6010;Totaal afzetprijzen;1032  Groente- en fruitsappen;2012 mei;111.9;1.1;0.5
6011;Totaal afzetprijzen;1032  Groente- en fruitsappen;2012 juni;111.7;0.4;-0.2
6012;Totaal afzetprijzen;1032  Groente- en fruitsappen;2012 juli;112.4;0.6;0.7
6013;Totaal afzetprijzen;1032  Groente- en fruitsappen;2012 augustus;112.2;1.0;-0.2
6014;Totaal afzetprijzen;1032  Groente- en fruitsappen;2012 september;111.7;1.5;-0.4
6015;Totaal afzetprijzen;1032  Groente- en fruitsappen;2012 oktober;112.8;0.8;0.9
6016;Totaal afzetprijzen;1032  Groente- en fruitsappen;2012 november;112.8;0.2;0.0
6017;Totaal afzetprijzen;1032  Groente- en fruitsappen;2012 december;112.4;-0.1;-0.4
6018;Totaal afzetprijzen;1032  Groente- en fruitsappen;2012;112.0;1.6;
6019;Totaal afzetprijzen;1032  Groente- en fruitsappen;2013 januari;113.9;1.6;1.4
6020;Totaal afzetprijzen;1032  Groente- en fruitsappen;2013 februari;113.8;2.3;-0.1
6021;Totaal afzetprijzen;1032  Groente- en fruitsappen;2013 maart;113.9;2.4;0.1
6022;Totaal afzetprijzen;1032  Groente- en fruitsappen;2013 april;113.4;1.8;-0.5
6023;Totaal afzetprijzen;1032  Groente- en fruitsappen;2013 mei;112.8;0.8;-0.5
6024;Totaal afzetprijzen;1032  Groente- en fruitsappen;2013 juni;112.8;1.0;0.0
6025;Totaal afzetprijzen;1032  Groente- en fruitsappen;2013 juli;112.3;-0.2;-0.4
6026;Totaal afzetprijzen;1032  Groente- en fruitsappen;2013 augustus;112.3;0.0;0.0
6027;Totaal afzetprijzen;1032  Groente- en fruitsappen;2013 september;112.2;0.4;-0.1
6028;Totaal afzetprijzen;1032  Groente- en fruitsappen;2013 oktober;111.6;-1.0;-0.5
6029;Totaal afzetprijzen;1032  Groente- en fruitsappen;2013 november;111.8;-0.9;0.2
6030;Totaal afzetprijzen;1032  Groente- en fruitsappen;2013 december;111.8;-0.5;0.0
6031;Totaal afzetprijzen;1032  Groente- en fruitsappen;2013;112.7;0.6;
6032;Totaal afzetprijzen;1032  Groente- en fruitsappen;2014 januari;112.2;-1.5;0.4
6033;Totaal afzetprijzen;1032  Groente- en fruitsappen;2014 februari;112.2;-1.4;-0.1
6034;Totaal afzetprijzen;1032  Groente- en fruitsappen;2014 maart;112.3;-1.5;0.1
6035;Totaal afzetprijzen;1032  Groente- en fruitsappen;2014 april;112.0;-1.2;-0.2
6036;Totaal afzetprijzen;1032  Groente- en fruitsappen;2014 mei;112.1;-0.6;0.1
6037;Totaal afzetprijzen;1032  Groente- en fruitsappen;2014 juni;112.1;-0.6;0.0
6038;Totaal afzetprijzen;1032  Groente- en fruitsappen;2014 juli;111.6;-0.6;-0.5
6039;Totaal afzetprijzen;1032  Groente- en fruitsappen;2014 augustus;111.5;-0.6;-0.1
6040;Totaal afzetprijzen;1032  Groente- en fruitsappen;2014 september;111.5;-0.6;0.0
6041;Totaal afzetprijzen;1032  Groente- en fruitsappen;2014 oktober;111.6;-0.1;0.0
6042;Totaal afzetprijzen;1032  Groente- en fruitsappen;2014 november;111.7;-0.1;0.1
