ID;WijkenEnBuurten;Gemeentenaam_1;SoortRegio_2;Codering_3;Indelingswijziging_4;AantalInwoners_5;TotaalVermogenVernielingEnGeweld_6;TotaalVermogensmisdrijven_7;TotaalDiefstal_8;Fietsendiefstal_9;DiefstalOverigeVervoermiddelen_10;DiefstalUitVanafVervoermiddelen_11;ZakkenrollerijStraatroofEnBeroving_12;TotaalDiefstalUitWoningSchuurED_13;DiefstalUitNietResidentieleGebouwen_14;OverigeDiefstalInbraak_15;OverigeVermogensmisdrijven_16;TotaalVernielingTegenOpenbareOrde_17;TotaalVernieling_18;VernielingAanAuto_19;OverigeVernieling_20;OverigeVernielingTegenOpenbareOrde_21;TotaalGeweldsEnSeksueleMisdrijven_22;Mishandeling_23;BedreigingEnStalking_24;OverigeGeweldsEnSeksueleMisdrijven_25;TotaalVermogenVernielingEnGeweld_26;TotaalVermogensmisdrijven_27;TotaalDiefstalUitWoningSchuurED_28;VernielingMisdrijfTegenOpenbareOrde_29;GeweldsEnSeksueleMisdrijven_30
7701;Stadshart-Zuid;Hoogezand-Sappemeer           ;Buurt   ;BU00180301;1.0;244;88.0;67.0;61.0;6.0;1.0;1.0;3.0;0.0;41.0;9.0;6.0;16.0;13.0;8.0;5.0;3.0;5.0;4.0;0.0;1.0;361.0;275.0;0.0;53.0;20.0
7702;Zuiderpark;Hoogezand-Sappemeer           ;Buurt   ;BU00180302;1.0;759;27.0;22.0;17.0;2.0;1.0;0.0;0.0;8.0;3.0;3.0;5.0;2.0;1.0;1.0;0.0;1.0;3.0;1.0;2.0;0.0;36.0;29.0;11.0;1.0;4.0
7703;De Dreven;Hoogezand-Sappemeer           ;Buurt   ;BU00180303;1.0;710;11.0;7.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;2.0;2.0;15.0;10.0;1.0;0.0;6.0
7704;De Vosholen-West;Hoogezand-Sappemeer           ;Buurt   ;BU00180304;1.0;1186;15.0;10.0;6.0;0.0;0.0;1.0;0.0;2.0;0.0;3.0;4.0;4.0;3.0;1.0;2.0;1.0;1.0;1.0;0.0;0.0;13.0;8.0;2.0;3.0;1.0
7705;Kalkwijk-Zuid;Hoogezand-Sappemeer           ;Buurt   ;BU00180305;1.0;148;10.0;9.0;8.0;0.0;0.0;1.0;1.0;2.0;2.0;2.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;68.0;61.0;14.0;7.0;0.0
7706;Kalkwijk-Noord;Hoogezand-Sappemeer           ;Buurt   ;BU00180306;1.0;0;14.0;11.0;11.0;4.0;0.0;0.0;0.0;0.0;4.0;3.0;0.0;1.0;1.0;0.0;1.0;0.0;2.0;2.0;0.0;0.0;;;;;
7707;Wijk 05 Kiel-Windeweer;Hoogezand-Sappemeer           ;Wijk    ;WK001805  ;1.0;880;11.0;9.0;5.0;1.0;1.0;1.0;0.0;2.0;0.0;0.0;4.0;2.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;13.0;10.0;2.0;1.0;0.0
7708;Kiel-Windeweer;Hoogezand-Sappemeer           ;Buurt   ;BU00180501;1.0;677;7.0;5.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;4.0;2.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;10.0;7.0;1.0;1.0;0.0
7709;Kiel-Windeweer Buiten;Hoogezand-Sappemeer           ;Buurt   ;BU00180502;1.0;203;4.0;4.0;4.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20.0;20.0;5.0;0.0;0.0
7710;Wijk 06 Kropswolde;Hoogezand-Sappemeer           ;Wijk    ;WK001806  ;1.0;1634;45.0;36.0;27.0;11.0;2.0;5.0;2.0;5.0;0.0;2.0;9.0;4.0;4.0;3.0;1.0;0.0;5.0;5.0;0.0;0.0;28.0;22.0;3.0;2.0;3.0
7711;Recreatiegebied Meerwijck;Hoogezand-Sappemeer           ;Buurt   ;BU00180601;1.0;171;17.0;13.0;11.0;1.0;1.0;4.0;1.0;2.0;0.0;2.0;2.0;2.0;2.0;1.0;1.0;0.0;2.0;2.0;0.0;0.0;99.0;76.0;12.0;12.0;12.0
7712;Polder Kropswolde;Hoogezand-Sappemeer           ;Buurt   ;BU00180602;1.0;95;10.0;7.0;6.0;1.0;1.0;1.0;1.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;3.0;3.0;0.0;0.0;105.0;74.0;21.0;0.0;32.0
7713;Meerwijck;Hoogezand-Sappemeer           ;Buurt   ;BU00180603;1.0;999;6.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;6.0;0.0;0.0;0.0
7714;Polder Wolfsbarge;Hoogezand-Sappemeer           ;Buurt   ;BU00180604;1.0;106;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.0;9.0;9.0;0.0;0.0
7715;Kropswolderbuitenpolder;Hoogezand-Sappemeer           ;Buurt   ;BU00180605;1.0;84;10.0;9.0;9.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;119.0;107.0;0.0;12.0;0.0
7716;Kropswolde;Hoogezand-Sappemeer           ;Buurt   ;BU00180606;1.0;179;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;6.0;0.0
7717;Wijk 07 Foxhol;Hoogezand-Sappemeer           ;Wijk    ;WK001807  ;1.0;980;28.0;13.0;8.0;1.0;0.0;0.0;1.0;3.0;2.0;1.0;5.0;5.0;5.0;2.0;3.0;0.0;10.0;5.0;4.0;1.0;29.0;13.0;3.0;5.0;10.0
7718;Foxhol;Hoogezand-Sappemeer           ;Buurt   ;BU00180701;1.0;839;23.0;9.0;4.0;1.0;0.0;0.0;1.0;2.0;0.0;0.0;5.0;5.0;5.0;2.0;3.0;0.0;9.0;5.0;3.0;1.0;27.0;11.0;2.0;6.0;11.0
7719;Foxholsterbosch;Hoogezand-Sappemeer           ;Buurt   ;BU00180702;1.0;141;5.0;4.0;4.0;0.0;0.0;0.0;0.0;1.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;35.0;28.0;7.0;0.0;7.0
7720;Wijk 08 Westerbroek;Hoogezand-Sappemeer           ;Wijk    ;WK001808  ;1.0;834;31.0;20.0;17.0;0.0;0.0;2.0;0.0;4.0;4.0;7.0;3.0;9.0;9.0;0.0;9.0;0.0;2.0;0.0;1.0;1.0;37.0;24.0;5.0;11.0;2.0
7721;Westerbroekstermolenpolder;Hoogezand-Sappemeer           ;Buurt   ;BU00180801;1.0;323;10.0;6.0;6.0;0.0;0.0;1.0;0.0;3.0;0.0;2.0;0.0;3.0;3.0;0.0;3.0;0.0;1.0;0.0;0.0;1.0;31.0;19.0;9.0;9.0;3.0
7722;Westerbroekstermadepolder;Hoogezand-Sappemeer           ;Buurt   ;BU00180802;1.0;0;;;;;;;;;;;;;;;;;;;;;;;;;
7723;Industriegebied Winschoterdiep;Hoogezand-Sappemeer           ;Buurt   ;BU00180803;1.0;139;14.0;8.0;8.0;0.0;0.0;1.0;0.0;0.0;3.0;4.0;0.0;5.0;5.0;0.0;5.0;0.0;1.0;0.0;1.0;0.0;101.0;58.0;0.0;36.0;7.0
7724;Westerbroek;Hoogezand-Sappemeer           ;Buurt   ;BU00180804;1.0;372;7.0;6.0;3.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;3.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;19.0;16.0;3.0;3.0;0.0
7725;Wijk 09 Waterhuizen;Hoogezand-Sappemeer           ;Wijk    ;WK001809  ;1.0;28;4.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;1.0;;;;;
7726;Waterhuizen;Hoogezand-Sappemeer           ;Buurt   ;BU00180901;1.0;28;4.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;1.0;;;;;
7727;Wijk 11 Sappemeer;Hoogezand-Sappemeer           ;Wijk    ;WK001811  ;1.0;8159;243.0;138.0;118.0;34.0;4.0;9.0;1.0;28.0;14.0;28.0;20.0;60.0;56.0;14.0;42.0;4.0;45.0;19.0;17.0;9.0;30.0;17.0;3.0;7.0;6.0
7728;Magrietpark;Hoogezand-Sappemeer           ;Buurt   ;BU00181101;1.0;1980;72.0;43.0;39.0;5.0;1.0;3.0;1.0;9.0;6.0;14.0;4.0;17.0;16.0;4.0;12.0;1.0;12.0;4.0;6.0;2.0;36.0;22.0;5.0;8.0;6.0
7729;Sappemeer-Oost;Hoogezand-Sappemeer           ;Buurt   ;BU00181102;1.0;750;20.0;14.0;12.0;1.0;1.0;2.0;0.0;5.0;2.0;1.0;2.0;4.0;4.0;0.0;4.0;0.0;2.0;0.0;0.0;2.0;27.0;19.0;7.0;5.0;3.0
7730;Boswijck-West;Hoogezand-Sappemeer           ;Buurt   ;BU00181103;1.0;1259;22.0;13.0;11.0;3.0;0.0;1.0;0.0;5.0;0.0;2.0;2.0;4.0;3.0;0.0;3.0;1.0;5.0;1.0;2.0;2.0;17.0;10.0;4.0;2.0;4.0
7731;Boswijck-Oost;Hoogezand-Sappemeer           ;Buurt   ;BU00181104;1.0;545;32.0;14.0;13.0;4.0;1.0;0.0;0.0;3.0;3.0;2.0;1.0;14.0;14.0;2.0;12.0;0.0;4.0;4.0;0.0;0.0;59.0;26.0;6.0;26.0;7.0
7732;Compagniesterpark;Hoogezand-Sappemeer           ;Buurt   ;BU00181105;1.0;1671;32.0;15.0;8.0;0.0;0.0;0.0;0.0;4.0;1.0;3.0;7.0;9.0;9.0;3.0;6.0;0.0;8.0;3.0;4.0;1.0;19.0;9.0;2.0;5.0;5.0
7733;De Vosholen-Oost;Hoogezand-Sappemeer           ;Buurt   ;BU00181106;1.0;462;7.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;3.0;3.0;3.0;0.0;0.0;1.0;0.0;1.0;0.0;15.0;6.0;0.0;6.0;2.0
7734;Nieuw Woelwijck;Hoogezand-Sappemeer           ;Buurt   ;BU00181107;1.0;626;27.0;22.0;22.0;18.0;0.0;0.0;0.0;1.0;0.0;3.0;0.0;2.0;2.0;0.0;2.0;0.0;3.0;2.0;0.0;1.0;43.0;35.0;2.0;3.0;5.0
7735;Polder De Nijverheid;Hoogezand-Sappemeer           ;Buurt   ;BU00181108;1.0;49;14.0;7.0;7.0;1.0;0.0;1.0;0.0;1.0;1.0;3.0;0.0;4.0;3.0;1.0;2.0;1.0;3.0;1.0;2.0;0.0;;;;;
7736;Sappemeer-Noord;Hoogezand-Sappemeer           ;Buurt   ;BU00181109;1.0;817;17.0;7.0;6.0;2.0;1.0;2.0;0.0;0.0;1.0;0.0;1.0;3.0;2.0;1.0;1.0;1.0;7.0;4.0;2.0;1.0;21.0;9.0;0.0;2.0;9.0
7737;Hoorn;Hoorn                         ;Gemeente;GM0405    ;;72172;3582.0;2300.0;1956.0;371.0;125.0;322.0;77.0;240.0;361.0;460.0;344.0;761.0;636.0;259.0;377.0;125.0;521.0;300.0;161.0;60.0;50.0;32.0;3.0;9.0;7.0
7738;Wijk 10 Binnenstad;Hoorn                         ;Wijk    ;WK040510  ;1.0;5544;764.0;521.0;480.0;147.0;34.0;56.0;47.0;13.0;83.0;100.0;41.0;151.0;105.0;38.0;67.0;46.0;92.0;69.0;14.0;9.0;138.0;94.0;2.0;19.0;17.0
7739;Binnenstad - Buurt 10 00;Hoorn                         ;Buurt   ;BU04051000;1.0;986;43.0;29.0;27.0;6.0;3.0;4.0;1.0;1.0;2.0;10.0;2.0;8.0;8.0;5.0;3.0;0.0;6.0;4.0;1.0;1.0;44.0;29.0;1.0;8.0;6.0
7740;Binnenstad - Buurt 10 01;Hoorn                         ;Buurt   ;BU04051001;1.0;2372;144.0;76.0;65.0;7.0;9.0;11.0;6.0;5.0;2.0;25.0;11.0;40.0;18.0;7.0;11.0;22.0;28.0;18.0;6.0;4.0;61.0;32.0;2.0;8.0;12.0
7741;Binnenstad - Buurt 10 02;Hoorn                         ;Buurt   ;BU04051002;1.0;1375;347.0;250.0;235.0;58.0;4.0;28.0;29.0;6.0;63.0;47.0;15.0;61.0;47.0;12.0;35.0;14.0;36.0;31.0;4.0;1.0;252.0;182.0;4.0;34.0;26.0
7742;Binnenstad - Buurt 10 03;Hoorn                         ;Buurt   ;BU04051003;1.0;811;230.0;166.0;153.0;76.0;18.0;13.0;11.0;1.0;16.0;18.0;13.0;42.0;32.0;14.0;18.0;10.0;22.0;16.0;3.0;3.0;284.0;205.0;1.0;39.0;27.0
7743;Wijk 11 Venenlaan-kwartier;Hoorn                         ;Wijk    ;WK040511  ;1.0;2594;99.0;72.0;65.0;9.0;2.0;8.0;3.0;10.0;12.0;21.0;7.0;16.0;13.0;2.0;11.0;3.0;11.0;7.0;2.0;2.0;38.0;28.0;4.0;5.0;4.0
7744;Venelaankwartier - Buurt 11 00;Hoorn                         ;Buurt   ;BU04051100;1.0;7;9.0;6.0;6.0;1.0;0.0;0.0;1.0;0.0;;;0.0;1.0;1.0;0.0;1.0;0.0;2.0;1.0;0.0;1.0;;;;;
7745;Venelaankwartier - Buurt 11 01;Hoorn                         ;Buurt   ;BU04051101;1.0;175;12.0;9.0;8.0;0.0;0.0;2.0;2.0;1.0;;;1.0;2.0;2.0;0.0;2.0;0.0;1.0;1.0;0.0;0.0;69.0;51.0;6.0;11.0;6.0
7746;Venelaankwartier - Buurt 11 02;Hoorn                         ;Buurt   ;BU04051102;1.0;2045;61.0;42.0;36.0;5.0;2.0;5.0;0.0;6.0;1.0;17.0;6.0;11.0;8.0;1.0;7.0;3.0;8.0;5.0;2.0;1.0;30.0;21.0;3.0;4.0;4.0
7747;Venelaankwartier - Buurt 11 03;Hoorn                         ;Buurt   ;BU04051103;1.0;367;17.0;15.0;15.0;3.0;0.0;1.0;0.0;3.0;6.0;2.0;0.0;2.0;2.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;46.0;41.0;8.0;5.0;0.0
7748;Wijk 12 Hoorn-Noord;Hoorn                         ;Wijk    ;WK040512  ;1.0;5441;378.0;238.0;214.0;50.0;16.0;27.0;3.0;15.0;42.0;61.0;24.0;81.0;71.0;29.0;42.0;10.0;59.0;32.0;22.0;5.0;69.0;44.0;3.0;13.0;11.0
7749;Hoorn Noord - Buurt 12 00;Hoorn                         ;Buurt   ;BU04051200;1.0;1728;57.0;45.0;39.0;5.0;3.0;9.0;0.0;5.0;3.0;14.0;6.0;10.0;8.0;2.0;6.0;2.0;2.0;2.0;0.0;0.0;33.0;26.0;3.0;5.0;1.0
7750;Hoorn Noord - Buurt 12 01;Hoorn                         ;Buurt   ;BU04051201;1.0;1689;69.0;46.0;39.0;8.0;4.0;6.0;1.0;3.0;8.0;9.0;7.0;12.0;12.0;3.0;9.0;0.0;11.0;7.0;3.0;1.0;41.0;27.0;2.0;7.0;7.0
7751;Hoorn Noord - Buurt 12 02;Hoorn                         ;Buurt   ;BU04051202;1.0;1652;57.0;29.0;26.0;7.0;1.0;2.0;0.0;5.0;1.0;10.0;3.0;22.0;22.0;10.0;12.0;0.0;6.0;3.0;3.0;0.0;35.0;18.0;3.0;13.0;4.0
7752;Hoorn Noord - Buurt 12 03;Hoorn                         ;Buurt   ;BU04051203;1.0;288;148.0;97.0;92.0;29.0;7.0;9.0;1.0;0.0;27.0;19.0;5.0;27.0;24.0;14.0;10.0;3.0;24.0;11.0;10.0;3.0;514.0;337.0;0.0;83.0;83.0
7753;Hoorn Noord - Buurt 12 04;Hoorn                         ;Buurt   ;BU04051204;1.0;84;47.0;21.0;18.0;1.0;1.0;1.0;1.0;2.0;3.0;9.0;3.0;10.0;5.0;0.0;5.0;5.0;16.0;9.0;6.0;1.0;560.0;250.0;24.0;60.0;190.0
7754;Wijk 13 Grote Waal;Hoorn                         ;Wijk    ;WK040513  ;1.0;7812;340.0;221.0;174.0;10.0;16.0;43.0;4.0;32.0;28.0;41.0;47.0;67.0;61.0;25.0;36.0;6.0;52.0;29.0;15.0;8.0;44.0;28.0;4.0;8.0;7.0
7755;Grote Waal - Buurt 13 00;Hoorn                         ;Buurt   ;BU04051300;1.0;579;26.0;14.0;14.0;2.0;0.0;5.0;0.0;2.0;1.0;4.0;0.0;6.0;6.0;2.0;4.0;0.0;6.0;2.0;2.0;2.0;45.0;24.0;3.0;10.0;10.0
7756;Grote Waal - Buurt 13 01;Hoorn                         ;Buurt   ;BU04051301;1.0;2142;107.0;64.0;47.0;3.0;6.0;11.0;1.0;11.0;2.0;13.0;17.0;20.0;18.0;8.0;10.0;2.0;23.0;13.0;8.0;2.0;50.0;30.0;5.0;8.0;11.0
7757;Grote Waal - Buurt 13 02;Hoorn                         ;Buurt   ;BU04051302;1.0;3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;
7758;Grote Waal - Buurt 13 03;Hoorn                         ;Buurt   ;BU04051303;1.0;689;28.0;20.0;15.0;0.0;4.0;6.0;0.0;1.0;0.0;4.0;5.0;6.0;5.0;4.0;1.0;1.0;2.0;1.0;1.0;0.0;41.0;29.0;1.0;7.0;3.0
7759;Grote Waal - Buurt 13 04;Hoorn                         ;Buurt   ;BU04051304;1.0;488;52.0;42.0;37.0;3.0;1.0;4.0;2.0;0.0;23.0;4.0;5.0;6.0;5.0;1.0;4.0;1.0;4.0;1.0;1.0;2.0;107.0;86.0;0.0;10.0;8.0
7760;Grote Waal - Buurt 13 05;Hoorn                         ;Buurt   ;BU04051305;1.0;1016;25.0;18.0;10.0;0.0;0.0;5.0;0.0;2.0;0.0;3.0;8.0;7.0;7.0;1.0;6.0;0.0;0.0;0.0;0.0;0.0;25.0;18.0;2.0;7.0;0.0
7761;Grote Waal - Buurt 13 06;Hoorn                         ;Buurt   ;BU04051306;1.0;464;12.0;10.0;9.0;1.0;0.0;4.0;0.0;2.0;0.0;2.0;1.0;2.0;2.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;26.0;22.0;4.0;4.0;0.0
7762;Grote Waal - Buurt 13 07;Hoorn                         ;Buurt   ;BU04051307;1.0;2367;83.0;51.0;40.0;1.0;5.0;8.0;1.0;14.0;0.0;11.0;11.0;16.0;16.0;8.0;8.0;0.0;16.0;11.0;3.0;2.0;35.0;22.0;6.0;7.0;7.0
7763;Grote Waal - Buurt 13 08;Hoorn                         ;Buurt   ;BU04051308;1.0;64;7.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;;;0.0;4.0;2.0;0.0;2.0;2.0;1.0;1.0;0.0;0.0;109.0;31.0;0.0;31.0;16.0
7764;Wijk 20 Risdam-Zuid;Hoorn                         ;Wijk    ;WK040520  ;1.0;8418;383.0;254.0;221.0;19.0;8.0;39.0;5.0;25.0;80.0;45.0;33.0;76.0;69.0;27.0;42.0;7.0;53.0;35.0;15.0;3.0;45.0;30.0;3.0;8.0;6.0
7765;Risdam-Zuid - Buurt 20 00;Hoorn                         ;Buurt   ;BU04052000;1.0;634;13.0;9.0;8.0;1.0;0.0;4.0;0.0;2.0;;;1.0;3.0;2.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;21.0;14.0;3.0;3.0;2.0
7766;Risdam-Zuid - Buurt 20 01;Hoorn                         ;Buurt   ;BU04052001;1.0;125;63.0;54.0;51.0;4.0;3.0;2.0;0.0;0.0;32.0;10.0;3.0;8.0;7.0;3.0;4.0;1.0;1.0;1.0;0.0;0.0;504.0;432.0;0.0;56.0;8.0
7767;Risdam-Zuid - Buurt 20 02;Hoorn                         ;Buurt   ;BU04052002;1.0;209;33.0;23.0;18.0;3.0;0.0;3.0;0.0;1.0;8.0;3.0;5.0;8.0;8.0;2.0;6.0;0.0;2.0;1.0;1.0;0.0;158.0;110.0;5.0;38.0;10.0
7768;Risdam-Zuid - Buurt 20 03;Hoorn                         ;Buurt   ;BU04052003;1.0;442;11.0;7.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;1.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;0.0;0.0;25.0;16.0;0.0;0.0;9.0
7769;Risdam-Zuid - Buurt 20 04;Hoorn                         ;Buurt   ;BU04052004;1.0;1602;45.0;26.0;20.0;1.0;3.0;2.0;1.0;7.0;1.0;5.0;6.0;15.0;15.0;8.0;7.0;0.0;4.0;3.0;1.0;0.0;28.0;16.0;4.0;9.0;2.0
7770;Risdam-Zuid - Buurt 20 05;Hoorn                         ;Buurt   ;BU04052005;1.0;550;45.0;21.0;16.0;5.0;0.0;3.0;2.0;1.0;1.0;4.0;5.0;10.0;9.0;5.0;4.0;1.0;14.0;10.0;3.0;1.0;82.0;38.0;2.0;16.0;25.0
7771;Risdam-Zuid - Buurt 20 06;Hoorn                         ;Buurt   ;BU04052006;1.0;1845;28.0;20.0;20.0;1.0;1.0;7.0;1.0;5.0;2.0;3.0;0.0;4.0;4.0;3.0;1.0;0.0;4.0;1.0;2.0;1.0;15.0;11.0;3.0;2.0;2.0
7772;Risdam-Zuid - Buurt 20 07;Hoorn                         ;Buurt   ;BU04052007;1.0;2108;122.0;77.0;68.0;4.0;0.0;12.0;1.0;5.0;36.0;10.0;9.0;23.0;19.0;4.0;15.0;4.0;22.0;14.0;7.0;1.0;58.0;37.0;2.0;9.0;10.0
7773;Risdam-Zuid - Buurt 20 08;Hoorn                         ;Buurt   ;BU04052008;1.0;903;23.0;17.0;14.0;0.0;1.0;6.0;0.0;4.0;0.0;3.0;3.0;5.0;5.0;1.0;4.0;0.0;1.0;0.0;1.0;0.0;25.0;19.0;4.0;6.0;1.0
7774;Wijk 21 Risdam-Noord;Hoorn                         ;Wijk    ;WK040521  ;1.0;7961;307.0;209.0;168.0;13.0;9.0;56.0;1.0;25.0;20.0;44.0;41.0;51.0;44.0;22.0;22.0;7.0;47.0;25.0;15.0;7.0;39.0;26.0;3.0;6.0;6.0
7775;Risdam-Noord - Buurt 21 00;Hoorn                         ;Buurt   ;BU04052100;1.0;2340;70.0;44.0;32.0;2.0;1.0;5.0;1.0;9.0;0.0;14.0;12.0;14.0;13.0;9.0;4.0;1.0;12.0;7.0;3.0;2.0;30.0;19.0;4.0;6.0;5.0
7776;Risdam-Noord - Buurt 21 01;Hoorn                         ;Buurt   ;BU04052101;1.0;868;22.0;17.0;14.0;0.0;4.0;4.0;0.0;3.0;0.0;3.0;3.0;1.0;1.0;1.0;0.0;0.0;4.0;0.0;3.0;1.0;25.0;20.0;3.0;1.0;5.0
7777;Risdam-Noord - Buurt 21 02;Hoorn                         ;Buurt   ;BU04052102;1.0;129;6.0;6.0;6.0;0.0;0.0;1.0;0.0;2.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;47.0;47.0;16.0;0.0;0.0
7778;Risdam-Noord - Buurt 21 03;Hoorn                         ;Buurt   ;BU04052103;1.0;1776;119.0;81.0;70.0;9.0;2.0;25.0;0.0;5.0;19.0;10.0;11.0;23.0;21.0;9.0;12.0;2.0;15.0;9.0;4.0;2.0;67.0;46.0;3.0;12.0;8.0
7779;Risdam-Noord - Buurt 21 04;Hoorn                         ;Buurt   ;BU04052104;1.0;2182;73.0;47.0;33.0;2.0;0.0;16.0;0.0;4.0;0.0;11.0;14.0;11.0;8.0;2.0;6.0;3.0;15.0;9.0;4.0;2.0;33.0;22.0;2.0;4.0;7.0
7780;Risdam-Noord - Buurt 21 05;Hoorn                         ;Buurt   ;BU04052105;1.0;666;17.0;14.0;13.0;0.0;2.0;5.0;0.0;2.0;1.0;3.0;1.0;2.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;26.0;21.0;3.0;2.0;2.0
7781;Wijk 22 Nieuwe Steen;Hoorn                         ;Wijk    ;WK040522  ;1.0;1197;76.0;43.0;34.0;5.0;4.0;4.0;2.0;4.0;6.0;9.0;9.0;19.0;15.0;5.0;10.0;4.0;14.0;5.0;7.0;2.0;63.0;36.0;3.0;13.0;12.0
7782;Nieuwe Steen - Buurt 22 00;Hoorn                         ;Buurt   ;BU04052200;1.0;1191;14.0;7.0;5.0;2.0;0.0;1.0;0.0;2.0;0.0;0.0;2.0;5.0;5.0;0.0;5.0;0.0;2.0;2.0;0.0;0.0;12.0;6.0;2.0;4.0;2.0
7783;Nieuwe Steen - Buurt 22 01;Hoorn                         ;Buurt   ;BU04052201;1.0;6;62.0;36.0;29.0;3.0;4.0;3.0;2.0;2.0;6.0;9.0;7.0;14.0;10.0;5.0;5.0;4.0;12.0;3.0;7.0;2.0;;;;;
7784;Wijk 30 Zwaag;Hoorn                         ;Wijk    ;WK040530  ;1.0;3130;154.0;111.0;96.0;6.0;3.0;10.0;2.0;24.0;26.0;25.0;15.0;27.0;24.0;12.0;12.0;3.0;16.0;5.0;10.0;1.0;49.0;35.0;8.0;8.0;5.0
7785;Zwaag - Buurt 30 00;Hoorn                         ;Buurt   ;BU04053000;1.0;19;17.0;14.0;14.0;1.0;2.0;0.0;0.0;1.0;6.0;4.0;0.0;3.0;3.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;;;;;
7786;Zwaag - Buurt 30 01;Hoorn                         ;Buurt   ;BU04053001;1.0;1899;51.0;37.0;33.0;3.0;1.0;5.0;0.0;9.0;8.0;7.0;4.0;10.0;8.0;5.0;3.0;2.0;4.0;2.0;2.0;0.0;27.0;19.0;5.0;4.0;2.0
7787;Zwaag - Buurt 30 02;Hoorn                         ;Buurt   ;BU04053002;1.0;998;17.0;7.0;4.0;1.0;0.0;0.0;0.0;1.0;0.0;2.0;3.0;8.0;8.0;2.0;6.0;0.0;2.0;0.0;2.0;0.0;17.0;7.0;1.0;8.0;2.0
7788;Zwaag - Buurt 30 04;Hoorn                         ;Buurt   ;BU04053004;1.0;92;33.0;20.0;15.0;0.0;0.0;2.0;0.0;1.0;6.0;6.0;5.0;3.0;2.0;1.0;1.0;1.0;10.0;3.0;6.0;1.0;359.0;217.0;11.0;22.0;109.0
7789;Zwaag - Buurt 30 05;Hoorn                         ;Buurt   ;BU04053005;1.0;42;28.0;25.0;22.0;0.0;0.0;2.0;0.0;12.0;5.0;3.0;3.0;3.0;3.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;;;;;
7790;Zwaag - Buurt 30 06;Hoorn                         ;Buurt   ;BU04053006;1.0;80;8.0;8.0;8.0;1.0;0.0;1.0;2.0;0.0;1.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;100.0;0.0;0.0;0.0
7791;Wijk 31 Blokker;Hoorn                         ;Wijk    ;WK040531  ;1.0;3820;77.0;46.0;37.0;3.0;1.0;5.0;1.0;8.0;10.0;9.0;9.0;22.0;20.0;10.0;10.0;2.0;9.0;4.0;4.0;1.0;20.0;12.0;2.0;5.0;2.0
7792;Blokker - Buurt 31 00;Hoorn                         ;Buurt   ;BU04053100;1.0;86;9.0;5.0;5.0;1.0;0.0;0.0;0.0;2.0;1.0;1.0;0.0;2.0;2.0;0.0;2.0;0.0;2.0;0.0;1.0;1.0;105.0;58.0;23.0;23.0;23.0
