ID;Vakantiekenmerken;Perioden;TotaalAantalLangeVakantiesNederland_1;AutoKampeerauto_2;Trein_3;OverigeVervoermiddelen_4
807;Logies niet vooraf geboekt;2014;1217.0;1041.0;101.0;76.0
808;Logies niet vooraf geboekt;2015;1239.0;1124.0;40.0;76.0
809;Logies niet vooraf geboekt;2016;1192.0;1110.0;30.0;52.0
810;Vaste standplaats, eigen onderkomen;2002;2028.0;1825.0;19.0;183.0
811;Vaste standplaats, eigen onderkomen;2003;2044.0;1874.0;31.0;139.0
812;Vaste standplaats, eigen onderkomen;2004;1904.0;1752.0;23.0;130.0
813;Vaste standplaats, eigen onderkomen;2005;1775.0;1624.0;20.0;131.0
814;Vaste standplaats, eigen onderkomen;2006;2053.0;1880.0;16.0;157.0
815;Vaste standplaats, eigen onderkomen;2007;1717.0;1531.0;33.0;152.0
816;Vaste standplaats, eigen onderkomen;2008;1844.0;1662.0;36.0;146.0
817;Vaste standplaats, eigen onderkomen;2009;1811.0;1658.0;36.0;117.0
818;Vaste standplaats, eigen onderkomen;2010;1780.0;1610.0;15.0;156.0
819;Vaste standplaats, eigen onderkomen;2011;1595.0;1446.0;24.0;125.0
820;Vaste standplaats, eigen onderkomen;2012;1705.0;1559.0;27.0;119.0
821;Vaste standplaats, eigen onderkomen;2013;1649.0;1473.0;48.0;128.0
822;Vaste standplaats, eigen onderkomen;2014;1479.0;1341.0;18.0;121.0
823;Vaste standplaats, eigen onderkomen;2015;1487.0;1362.0;23.0;102.0
824;Vaste standplaats, eigen onderkomen;2016;1479.0;1265.0;37.0;176.0
825;Herfstperiode;2002;1063.0;961.0;36.0;66.0
826;Herfstperiode;2003;935.0;880.0;28.0;26.0
827;Herfstperiode;2004;907.0;839.0;27.0;41.0
828;Herfstperiode;2005;887.0;827.0;28.0;31.0
829;Herfstperiode;2006;968.0;887.0;69.0;11.0
830;Herfstperiode;2007;976.0;904.0;50.0;22.0
831;Herfstperiode;2008;930.0;868.0;46.0;16.0
832;Herfstperiode;2009;1005.0;926.0;59.0;20.0
833;Herfstperiode;2010;1043.0;980.0;34.0;30.0
834;Herfstperiode;2011;912.0;844.0;30.0;39.0
835;Herfstperiode;2012;940.0;912.0;20.0;8.0
836;Herfstperiode;2013;981.0;922.0;45.0;14.0
837;Herfstperiode;2014;793.0;731.0;45.0;17.0
838;Herfstperiode;2015;745.0;705.0;26.0;13.0
839;Herfstperiode;2016;883.0;804.0;37.0;42.0
840;Kerstperiode;2002;492.0;439.0;37.0;16.0
841;Kerstperiode;2003;495.0;447.0;42.0;6.0
842;Kerstperiode;2004;537.0;469.0;56.0;12.0
843;Kerstperiode;2005;457.0;412.0;24.0;21.0
844;Kerstperiode;2006;544.0;512.0;22.0;11.0
845;Kerstperiode;2007;504.0;479.0;19.0;6.0
846;Kerstperiode;2008;610.0;548.0;45.0;18.0
847;Kerstperiode;2009;548.0;515.0;25.0;8.0
848;Kerstperiode;2010;516.0;473.0;14.0;29.0
849;Kerstperiode;2011;535.0;511.0;18.0;7.0
850;Kerstperiode;2012;506.0;449.0;21.0;37.0
851;Kerstperiode;2013;526.0;478.0;22.0;26.0
852;Kerstperiode;2014;547.0;509.0;15.0;23.0
853;Kerstperiode;2015;504.0;475.0;22.0;8.0
854;Kerstperiode;2016;554.0;510.0;20.0;24.0
855;Krokusperiode;2002;576.0;528.0;22.0;26.0
856;Krokusperiode;2003;560.0;520.0;22.0;18.0
857;Krokusperiode;2004;649.0;615.0;21.0;13.0
858;Krokusperiode;2005;532.0;499.0;28.0;4.0
859;Krokusperiode;2006;568.0;522.0;36.0;11.0
860;Krokusperiode;2007;537.0;497.0;24.0;16.0
861;Krokusperiode;2008;599.0;560.0;21.0;18.0
862;Krokusperiode;2009;586.0;559.0;20.0;7.0
863;Krokusperiode;2010;640.0;615.0;14.0;10.0
864;Krokusperiode;2011;661.0;643.0;13.0;5.0
865;Krokusperiode;2012;532.0;516.0;11.0;4.0
866;Krokusperiode;2013;523.0;493.0;24.0;6.0
867;Krokusperiode;2014;473.0;432.0;22.0;19.0
868;Krokusperiode;2015;519.0;502.0;13.0;5.0
869;Krokusperiode;2016;650.0;624.0;7.0;19.0
870;Paasperiode;2002;645.0;585.0;26.0;35.0
871;Paasperiode;2003;621.0;581.0;18.0;21.0
872;Paasperiode;2004;520.0;484.0;23.0;14.0
873;Paasperiode;2005;680.0;640.0;17.0;23.0
874;Paasperiode;2006;554.0;505.0;29.0;20.0
875;Paasperiode;2007;616.0;584.0;21.0;12.0
876;Paasperiode;2008;603.0;575.0;13.0;15.0
877;Paasperiode;2009;912.0;853.0;21.0;38.0
878;Paasperiode;2010;688.0;650.0;18.0;20.0
879;Paasperiode;2011;706.0;659.0;22.0;24.0
880;Paasperiode;2012;625.0;589.0;20.0;16.0
881;Paasperiode;2013;560.0;528.0;25.0;7.0
882;Paasperiode;2014;482.0;460.0;3.0;18.0
883;Paasperiode;2015;385.0;365.0;11.0;9.0
884;Paasperiode;2016;695.0;669.0;14.0;11.0
885;Voorseizoen;2002;2161.0;1917.0;93.0;151.0
886;Voorseizoen;2003;2211.0;2008.0;74.0;129.0
887;Voorseizoen;2004;2135.0;1975.0;56.0;104.0
888;Voorseizoen;2005;1995.0;1853.0;71.0;71.0
889;Voorseizoen;2006;2149.0;1974.0;75.0;100.0
890;Voorseizoen;2007;1912.0;1733.0;61.0;118.0
891;Voorseizoen;2008;2045.0;1842.0;79.0;124.0
892;Voorseizoen;2009;1782.0;1628.0;59.0;94.0
893;Voorseizoen;2010;1881.0;1709.0;59.0;113.0
894;Voorseizoen;2011;2022.0;1860.0;71.0;91.0
895;Voorseizoen;2012;1846.0;1745.0;30.0;71.0
896;Voorseizoen;2013;1749.0;1641.0;48.0;59.0
897;Voorseizoen;2014;1721.0;1556.0;75.0;90.0
898;Voorseizoen;2015;2024.0;1889.0;51.0;84.0
899;Voorseizoen;2016;1676.0;1523.0;59.0;93.0
900;Hoogseizoen;2002;3448.0;3005.0;149.0;294.0
901;Hoogseizoen;2003;3336.0;3012.0;95.0;229.0
902;Hoogseizoen;2004;3409.0;3055.0;117.0;237.0
903;Hoogseizoen;2005;3137.0;2841.0;100.0;196.0
904;Hoogseizoen;2006;3274.0;2934.0;103.0;237.0
905;Hoogseizoen;2007;3058.0;2715.0;122.0;221.0
906;Hoogseizoen;2008;2955.0;2624.0;122.0;209.0
907;Hoogseizoen;2009;3150.0;2858.0;117.0;174.0
908;Hoogseizoen;2010;3175.0;2848.0;106.0;221.0
909;Hoogseizoen;2011;2899.0;2639.0;97.0;162.0
910;Hoogseizoen;2012;3014.0;2749.0;88.0;177.0
911;Hoogseizoen;2013;3206.0;2878.0;137.0;192.0
912;Hoogseizoen;2014;2969.0;2706.0;105.0;158.0
913;Hoogseizoen;2015;3031.0;2774.0;69.0;188.0
914;Hoogseizoen;2016;2979.0;2694.0;87.0;197.0
915;Naseizoen;2002;815.0;723.0;29.0;63.0
916;Naseizoen;2003;871.0;742.0;86.0;43.0
917;Naseizoen;2004;905.0;796.0;53.0;56.0
918;Naseizoen;2005;763.0;686.0;38.0;39.0
919;Naseizoen;2006;786.0;718.0;34.0;33.0
920;Naseizoen;2007;855.0;792.0;25.0;37.0
921;Naseizoen;2008;791.0;710.0;40.0;42.0
922;Naseizoen;2009;713.0;649.0;30.0;33.0
923;Naseizoen;2010;533.0;484.0;32.0;17.0
924;Naseizoen;2011;528.0;479.0;22.0;27.0
925;Naseizoen;2012;572.0;521.0;34.0;17.0
926;Naseizoen;2013;766.0;718.0;17.0;31.0
927;Naseizoen;2014;709.0;670.0;13.0;26.0
928;Naseizoen;2015;669.0;624.0;18.0;27.0
929;Naseizoen;2016;629.0;579.0;23.0;26.0
