ID;Geslacht;Leeftijd;Geboorteland;CaribischNederland;Perioden;Immigratie_1;EmigratieInclusiefAdministratieveC_2;MigratiesaldoInclusiefAdministratie_3
8121;Totaal mannen en vrouwen;10 tot 15 jaar;Saba;Caribisch Nederland;2020;1;0;1
8122;Totaal mannen en vrouwen;10 tot 15 jaar;Saba;Caribisch Nederland;2021;0;1;-1
8123;Totaal mannen en vrouwen;10 tot 15 jaar;Saba;Caribisch Nederland;2022;0;0;0
8124;Totaal mannen en vrouwen;10 tot 15 jaar;Saba;Caribisch Nederland;2023;0;0;0
8125;Totaal mannen en vrouwen;10 tot 15 jaar;Saba;Bonaire;2011;0;0;0
8126;Totaal mannen en vrouwen;10 tot 15 jaar;Saba;Bonaire;2012;0;0;0
8127;Totaal mannen en vrouwen;10 tot 15 jaar;Saba;Bonaire;2013;0;0;0
8128;Totaal mannen en vrouwen;10 tot 15 jaar;Saba;Bonaire;2014;0;0;0
8129;Totaal mannen en vrouwen;10 tot 15 jaar;Saba;Bonaire;2015;0;0;0
8130;Totaal mannen en vrouwen;10 tot 15 jaar;Saba;Bonaire;2016;0;0;0
8131;Totaal mannen en vrouwen;10 tot 15 jaar;Saba;Bonaire;2017;0;0;0
8132;Totaal mannen en vrouwen;10 tot 15 jaar;Saba;Bonaire;2018;0;0;0
8133;Totaal mannen en vrouwen;10 tot 15 jaar;Saba;Bonaire;2019;0;0;0
8134;Totaal mannen en vrouwen;10 tot 15 jaar;Saba;Bonaire;2020;0;0;0
8135;Totaal mannen en vrouwen;10 tot 15 jaar;Saba;Bonaire;2021;0;0;0
8136;Totaal mannen en vrouwen;10 tot 15 jaar;Saba;Bonaire;2022;0;0;0
8137;Totaal mannen en vrouwen;10 tot 15 jaar;Saba;Bonaire;2023;0;0;0
8138;Totaal mannen en vrouwen;10 tot 15 jaar;Saba;Sint Eustatius;2011;0;0;0
8139;Totaal mannen en vrouwen;10 tot 15 jaar;Saba;Sint Eustatius;2012;0;0;0
8140;Totaal mannen en vrouwen;10 tot 15 jaar;Saba;Sint Eustatius;2013;0;0;0
8141;Totaal mannen en vrouwen;10 tot 15 jaar;Saba;Sint Eustatius;2014;0;0;0
8142;Totaal mannen en vrouwen;10 tot 15 jaar;Saba;Sint Eustatius;2015;0;0;0
8143;Totaal mannen en vrouwen;10 tot 15 jaar;Saba;Sint Eustatius;2016;0;0;0
8144;Totaal mannen en vrouwen;10 tot 15 jaar;Saba;Sint Eustatius;2017;0;0;0
8145;Totaal mannen en vrouwen;10 tot 15 jaar;Saba;Sint Eustatius;2018;0;0;0
8146;Totaal mannen en vrouwen;10 tot 15 jaar;Saba;Sint Eustatius;2019;0;0;0
8147;Totaal mannen en vrouwen;10 tot 15 jaar;Saba;Sint Eustatius;2020;0;0;0
8148;Totaal mannen en vrouwen;10 tot 15 jaar;Saba;Sint Eustatius;2021;0;0;0
8149;Totaal mannen en vrouwen;10 tot 15 jaar;Saba;Sint Eustatius;2022;0;0;0
8150;Totaal mannen en vrouwen;10 tot 15 jaar;Saba;Sint Eustatius;2023;0;0;0
8151;Totaal mannen en vrouwen;10 tot 15 jaar;Saba;Saba;2011;0;1;-1
8152;Totaal mannen en vrouwen;10 tot 15 jaar;Saba;Saba;2012;0;0;0
8153;Totaal mannen en vrouwen;10 tot 15 jaar;Saba;Saba;2013;0;0;0
8154;Totaal mannen en vrouwen;10 tot 15 jaar;Saba;Saba;2014;0;0;0
8155;Totaal mannen en vrouwen;10 tot 15 jaar;Saba;Saba;2015;0;0;0
8156;Totaal mannen en vrouwen;10 tot 15 jaar;Saba;Saba;2016;0;1;-1
8157;Totaal mannen en vrouwen;10 tot 15 jaar;Saba;Saba;2017;0;0;0
8158;Totaal mannen en vrouwen;10 tot 15 jaar;Saba;Saba;2018;0;1;-1
8159;Totaal mannen en vrouwen;10 tot 15 jaar;Saba;Saba;2019;0;0;0
8160;Totaal mannen en vrouwen;10 tot 15 jaar;Saba;Saba;2020;1;0;1
8161;Totaal mannen en vrouwen;10 tot 15 jaar;Saba;Saba;2021;0;1;-1
8162;Totaal mannen en vrouwen;10 tot 15 jaar;Saba;Saba;2022;0;0;0
8163;Totaal mannen en vrouwen;10 tot 15 jaar;Saba;Saba;2023;0;0;0
8164;Totaal mannen en vrouwen;10 tot 15 jaar;Suriname;Caribisch Nederland;2011;7;3;4
8165;Totaal mannen en vrouwen;10 tot 15 jaar;Suriname;Caribisch Nederland;2012;1;1;0
8166;Totaal mannen en vrouwen;10 tot 15 jaar;Suriname;Caribisch Nederland;2013;0;1;-1
8167;Totaal mannen en vrouwen;10 tot 15 jaar;Suriname;Caribisch Nederland;2014;1;0;1
8168;Totaal mannen en vrouwen;10 tot 15 jaar;Suriname;Caribisch Nederland;2015;2;0;2
8169;Totaal mannen en vrouwen;10 tot 15 jaar;Suriname;Caribisch Nederland;2016;1;1;0
8170;Totaal mannen en vrouwen;10 tot 15 jaar;Suriname;Caribisch Nederland;2017;0;0;0
8171;Totaal mannen en vrouwen;10 tot 15 jaar;Suriname;Caribisch Nederland;2018;1;1;0
8172;Totaal mannen en vrouwen;10 tot 15 jaar;Suriname;Caribisch Nederland;2019;3;0;3
8173;Totaal mannen en vrouwen;10 tot 15 jaar;Suriname;Caribisch Nederland;2020;3;0;3
8174;Totaal mannen en vrouwen;10 tot 15 jaar;Suriname;Caribisch Nederland;2021;4;0;4
8175;Totaal mannen en vrouwen;10 tot 15 jaar;Suriname;Caribisch Nederland;2022;7;0;7
8176;Totaal mannen en vrouwen;10 tot 15 jaar;Suriname;Caribisch Nederland;2023;3;3;0
8177;Totaal mannen en vrouwen;10 tot 15 jaar;Suriname;Bonaire;2011;6;0;6
8178;Totaal mannen en vrouwen;10 tot 15 jaar;Suriname;Bonaire;2012;1;1;0
8179;Totaal mannen en vrouwen;10 tot 15 jaar;Suriname;Bonaire;2013;0;0;0
8180;Totaal mannen en vrouwen;10 tot 15 jaar;Suriname;Bonaire;2014;0;0;0
8181;Totaal mannen en vrouwen;10 tot 15 jaar;Suriname;Bonaire;2015;1;0;1
8182;Totaal mannen en vrouwen;10 tot 15 jaar;Suriname;Bonaire;2016;1;1;0
8183;Totaal mannen en vrouwen;10 tot 15 jaar;Suriname;Bonaire;2017;0;0;0
8184;Totaal mannen en vrouwen;10 tot 15 jaar;Suriname;Bonaire;2018;1;1;0
8185;Totaal mannen en vrouwen;10 tot 15 jaar;Suriname;Bonaire;2019;3;0;3
8186;Totaal mannen en vrouwen;10 tot 15 jaar;Suriname;Bonaire;2020;1;0;1
8187;Totaal mannen en vrouwen;10 tot 15 jaar;Suriname;Bonaire;2021;3;0;3
8188;Totaal mannen en vrouwen;10 tot 15 jaar;Suriname;Bonaire;2022;7;0;7
8189;Totaal mannen en vrouwen;10 tot 15 jaar;Suriname;Bonaire;2023;1;2;-1
8190;Totaal mannen en vrouwen;10 tot 15 jaar;Suriname;Sint Eustatius;2011;1;0;1
8191;Totaal mannen en vrouwen;10 tot 15 jaar;Suriname;Sint Eustatius;2012;0;0;0
8192;Totaal mannen en vrouwen;10 tot 15 jaar;Suriname;Sint Eustatius;2013;0;1;-1
8193;Totaal mannen en vrouwen;10 tot 15 jaar;Suriname;Sint Eustatius;2014;1;0;1
8194;Totaal mannen en vrouwen;10 tot 15 jaar;Suriname;Sint Eustatius;2015;1;0;1
8195;Totaal mannen en vrouwen;10 tot 15 jaar;Suriname;Sint Eustatius;2016;0;0;0
8196;Totaal mannen en vrouwen;10 tot 15 jaar;Suriname;Sint Eustatius;2017;0;0;0
8197;Totaal mannen en vrouwen;10 tot 15 jaar;Suriname;Sint Eustatius;2018;0;0;0
8198;Totaal mannen en vrouwen;10 tot 15 jaar;Suriname;Sint Eustatius;2019;0;0;0
8199;Totaal mannen en vrouwen;10 tot 15 jaar;Suriname;Sint Eustatius;2020;0;0;0
8200;Totaal mannen en vrouwen;10 tot 15 jaar;Suriname;Sint Eustatius;2021;1;0;1
8201;Totaal mannen en vrouwen;10 tot 15 jaar;Suriname;Sint Eustatius;2022;0;0;0
8202;Totaal mannen en vrouwen;10 tot 15 jaar;Suriname;Sint Eustatius;2023;0;1;-1
8203;Totaal mannen en vrouwen;10 tot 15 jaar;Suriname;Saba;2011;0;3;-3
8204;Totaal mannen en vrouwen;10 tot 15 jaar;Suriname;Saba;2012;0;0;0
8205;Totaal mannen en vrouwen;10 tot 15 jaar;Suriname;Saba;2013;0;0;0
8206;Totaal mannen en vrouwen;10 tot 15 jaar;Suriname;Saba;2014;0;0;0
8207;Totaal mannen en vrouwen;10 tot 15 jaar;Suriname;Saba;2015;0;0;0
8208;Totaal mannen en vrouwen;10 tot 15 jaar;Suriname;Saba;2016;0;0;0
8209;Totaal mannen en vrouwen;10 tot 15 jaar;Suriname;Saba;2017;0;0;0
8210;Totaal mannen en vrouwen;10 tot 15 jaar;Suriname;Saba;2018;0;0;0
8211;Totaal mannen en vrouwen;10 tot 15 jaar;Suriname;Saba;2019;0;0;0
8212;Totaal mannen en vrouwen;10 tot 15 jaar;Suriname;Saba;2020;2;0;2
8213;Totaal mannen en vrouwen;10 tot 15 jaar;Suriname;Saba;2021;0;0;0
8214;Totaal mannen en vrouwen;10 tot 15 jaar;Suriname;Saba;2022;0;0;0
8215;Totaal mannen en vrouwen;10 tot 15 jaar;Suriname;Saba;2023;2;0;2
8216;Totaal mannen en vrouwen;10 tot 15 jaar;Trinidad en Tobago;Caribisch Nederland;2011;0;0;0
8217;Totaal mannen en vrouwen;10 tot 15 jaar;Trinidad en Tobago;Caribisch Nederland;2012;0;0;0
8218;Totaal mannen en vrouwen;10 tot 15 jaar;Trinidad en Tobago;Caribisch Nederland;2013;0;0;0
8219;Totaal mannen en vrouwen;10 tot 15 jaar;Trinidad en Tobago;Caribisch Nederland;2014;0;0;0
8220;Totaal mannen en vrouwen;10 tot 15 jaar;Trinidad en Tobago;Caribisch Nederland;2015;0;0;0
8221;Totaal mannen en vrouwen;10 tot 15 jaar;Trinidad en Tobago;Caribisch Nederland;2016;0;0;0
8222;Totaal mannen en vrouwen;10 tot 15 jaar;Trinidad en Tobago;Caribisch Nederland;2017;0;0;0
8223;Totaal mannen en vrouwen;10 tot 15 jaar;Trinidad en Tobago;Caribisch Nederland;2018;0;0;0
8224;Totaal mannen en vrouwen;10 tot 15 jaar;Trinidad en Tobago;Caribisch Nederland;2019;0;0;0
8225;Totaal mannen en vrouwen;10 tot 15 jaar;Trinidad en Tobago;Caribisch Nederland;2020;0;0;0
8226;Totaal mannen en vrouwen;10 tot 15 jaar;Trinidad en Tobago;Caribisch Nederland;2021;0;0;0
8227;Totaal mannen en vrouwen;10 tot 15 jaar;Trinidad en Tobago;Caribisch Nederland;2022;0;0;0
8228;Totaal mannen en vrouwen;10 tot 15 jaar;Trinidad en Tobago;Caribisch Nederland;2023;0;0;0
8229;Totaal mannen en vrouwen;10 tot 15 jaar;Trinidad en Tobago;Bonaire;2011;0;0;0
8230;Totaal mannen en vrouwen;10 tot 15 jaar;Trinidad en Tobago;Bonaire;2012;0;0;0
8231;Totaal mannen en vrouwen;10 tot 15 jaar;Trinidad en Tobago;Bonaire;2013;0;0;0
8232;Totaal mannen en vrouwen;10 tot 15 jaar;Trinidad en Tobago;Bonaire;2014;0;0;0
8233;Totaal mannen en vrouwen;10 tot 15 jaar;Trinidad en Tobago;Bonaire;2015;0;0;0
8234;Totaal mannen en vrouwen;10 tot 15 jaar;Trinidad en Tobago;Bonaire;2016;0;0;0
8235;Totaal mannen en vrouwen;10 tot 15 jaar;Trinidad en Tobago;Bonaire;2017;0;0;0
8236;Totaal mannen en vrouwen;10 tot 15 jaar;Trinidad en Tobago;Bonaire;2018;0;0;0
8237;Totaal mannen en vrouwen;10 tot 15 jaar;Trinidad en Tobago;Bonaire;2019;0;0;0
8238;Totaal mannen en vrouwen;10 tot 15 jaar;Trinidad en Tobago;Bonaire;2020;0;0;0
8239;Totaal mannen en vrouwen;10 tot 15 jaar;Trinidad en Tobago;Bonaire;2021;0;0;0
8240;Totaal mannen en vrouwen;10 tot 15 jaar;Trinidad en Tobago;Bonaire;2022;0;0;0
8241;Totaal mannen en vrouwen;10 tot 15 jaar;Trinidad en Tobago;Bonaire;2023;0;0;0
8242;Totaal mannen en vrouwen;10 tot 15 jaar;Trinidad en Tobago;Sint Eustatius;2011;0;0;0
8243;Totaal mannen en vrouwen;10 tot 15 jaar;Trinidad en Tobago;Sint Eustatius;2012;0;0;0
8244;Totaal mannen en vrouwen;10 tot 15 jaar;Trinidad en Tobago;Sint Eustatius;2013;0;0;0
8245;Totaal mannen en vrouwen;10 tot 15 jaar;Trinidad en Tobago;Sint Eustatius;2014;0;0;0
8246;Totaal mannen en vrouwen;10 tot 15 jaar;Trinidad en Tobago;Sint Eustatius;2015;0;0;0
8247;Totaal mannen en vrouwen;10 tot 15 jaar;Trinidad en Tobago;Sint Eustatius;2016;0;0;0
8248;Totaal mannen en vrouwen;10 tot 15 jaar;Trinidad en Tobago;Sint Eustatius;2017;0;0;0
8249;Totaal mannen en vrouwen;10 tot 15 jaar;Trinidad en Tobago;Sint Eustatius;2018;0;0;0
8250;Totaal mannen en vrouwen;10 tot 15 jaar;Trinidad en Tobago;Sint Eustatius;2019;0;0;0
8251;Totaal mannen en vrouwen;10 tot 15 jaar;Trinidad en Tobago;Sint Eustatius;2020;0;0;0
8252;Totaal mannen en vrouwen;10 tot 15 jaar;Trinidad en Tobago;Sint Eustatius;2021;0;0;0
8253;Totaal mannen en vrouwen;10 tot 15 jaar;Trinidad en Tobago;Sint Eustatius;2022;0;0;0
8254;Totaal mannen en vrouwen;10 tot 15 jaar;Trinidad en Tobago;Sint Eustatius;2023;0;0;0
8255;Totaal mannen en vrouwen;10 tot 15 jaar;Trinidad en Tobago;Saba;2011;0;0;0
8256;Totaal mannen en vrouwen;10 tot 15 jaar;Trinidad en Tobago;Saba;2012;0;0;0
8257;Totaal mannen en vrouwen;10 tot 15 jaar;Trinidad en Tobago;Saba;2013;0;0;0
8258;Totaal mannen en vrouwen;10 tot 15 jaar;Trinidad en Tobago;Saba;2014;0;0;0
8259;Totaal mannen en vrouwen;10 tot 15 jaar;Trinidad en Tobago;Saba;2015;0;0;0
8260;Totaal mannen en vrouwen;10 tot 15 jaar;Trinidad en Tobago;Saba;2016;0;0;0
8261;Totaal mannen en vrouwen;10 tot 15 jaar;Trinidad en Tobago;Saba;2017;0;0;0
8262;Totaal mannen en vrouwen;10 tot 15 jaar;Trinidad en Tobago;Saba;2018;0;0;0
8263;Totaal mannen en vrouwen;10 tot 15 jaar;Trinidad en Tobago;Saba;2019;0;0;0
8264;Totaal mannen en vrouwen;10 tot 15 jaar;Trinidad en Tobago;Saba;2020;0;0;0
8265;Totaal mannen en vrouwen;10 tot 15 jaar;Trinidad en Tobago;Saba;2021;0;0;0
8266;Totaal mannen en vrouwen;10 tot 15 jaar;Trinidad en Tobago;Saba;2022;0;0;0
8267;Totaal mannen en vrouwen;10 tot 15 jaar;Trinidad en Tobago;Saba;2023;0;0;0
8268;Totaal mannen en vrouwen;10 tot 15 jaar;Venezuela;Caribisch Nederland;2011;3;1;2
8269;Totaal mannen en vrouwen;10 tot 15 jaar;Venezuela;Caribisch Nederland;2012;1;1;0
8270;Totaal mannen en vrouwen;10 tot 15 jaar;Venezuela;Caribisch Nederland;2013;0;0;0
8271;Totaal mannen en vrouwen;10 tot 15 jaar;Venezuela;Caribisch Nederland;2014;0;0;0
8272;Totaal mannen en vrouwen;10 tot 15 jaar;Venezuela;Caribisch Nederland;2015;4;1;3
8273;Totaal mannen en vrouwen;10 tot 15 jaar;Venezuela;Caribisch Nederland;2016;2;0;2
8274;Totaal mannen en vrouwen;10 tot 15 jaar;Venezuela;Caribisch Nederland;2017;5;3;2
8275;Totaal mannen en vrouwen;10 tot 15 jaar;Venezuela;Caribisch Nederland;2018;4;1;3
8276;Totaal mannen en vrouwen;10 tot 15 jaar;Venezuela;Caribisch Nederland;2019;5;0;5
8277;Totaal mannen en vrouwen;10 tot 15 jaar;Venezuela;Caribisch Nederland;2020;6;0;6
8278;Totaal mannen en vrouwen;10 tot 15 jaar;Venezuela;Caribisch Nederland;2021;6;0;6
8279;Totaal mannen en vrouwen;10 tot 15 jaar;Venezuela;Caribisch Nederland;2022;7;0;7
8280;Totaal mannen en vrouwen;10 tot 15 jaar;Venezuela;Caribisch Nederland;2023;12;1;11
8281;Totaal mannen en vrouwen;10 tot 15 jaar;Venezuela;Bonaire;2011;3;0;3
8282;Totaal mannen en vrouwen;10 tot 15 jaar;Venezuela;Bonaire;2012;1;1;0
8283;Totaal mannen en vrouwen;10 tot 15 jaar;Venezuela;Bonaire;2013;0;0;0
8284;Totaal mannen en vrouwen;10 tot 15 jaar;Venezuela;Bonaire;2014;0;0;0
8285;Totaal mannen en vrouwen;10 tot 15 jaar;Venezuela;Bonaire;2015;4;0;4
8286;Totaal mannen en vrouwen;10 tot 15 jaar;Venezuela;Bonaire;2016;2;0;2
8287;Totaal mannen en vrouwen;10 tot 15 jaar;Venezuela;Bonaire;2017;5;3;2
8288;Totaal mannen en vrouwen;10 tot 15 jaar;Venezuela;Bonaire;2018;4;1;3
8289;Totaal mannen en vrouwen;10 tot 15 jaar;Venezuela;Bonaire;2019;4;0;4
8290;Totaal mannen en vrouwen;10 tot 15 jaar;Venezuela;Bonaire;2020;6;0;6
8291;Totaal mannen en vrouwen;10 tot 15 jaar;Venezuela;Bonaire;2021;5;0;5
8292;Totaal mannen en vrouwen;10 tot 15 jaar;Venezuela;Bonaire;2022;7;0;7
8293;Totaal mannen en vrouwen;10 tot 15 jaar;Venezuela;Bonaire;2023;12;1;11
8294;Totaal mannen en vrouwen;10 tot 15 jaar;Venezuela;Sint Eustatius;2011;0;0;0
8295;Totaal mannen en vrouwen;10 tot 15 jaar;Venezuela;Sint Eustatius;2012;0;0;0
8296;Totaal mannen en vrouwen;10 tot 15 jaar;Venezuela;Sint Eustatius;2013;0;0;0
8297;Totaal mannen en vrouwen;10 tot 15 jaar;Venezuela;Sint Eustatius;2014;0;0;0
8298;Totaal mannen en vrouwen;10 tot 15 jaar;Venezuela;Sint Eustatius;2015;0;1;-1
8299;Totaal mannen en vrouwen;10 tot 15 jaar;Venezuela;Sint Eustatius;2016;0;0;0
8300;Totaal mannen en vrouwen;10 tot 15 jaar;Venezuela;Sint Eustatius;2017;0;0;0
8301;Totaal mannen en vrouwen;10 tot 15 jaar;Venezuela;Sint Eustatius;2018;0;0;0
8302;Totaal mannen en vrouwen;10 tot 15 jaar;Venezuela;Sint Eustatius;2019;1;0;1
8303;Totaal mannen en vrouwen;10 tot 15 jaar;Venezuela;Sint Eustatius;2020;0;0;0
8304;Totaal mannen en vrouwen;10 tot 15 jaar;Venezuela;Sint Eustatius;2021;1;0;1
8305;Totaal mannen en vrouwen;10 tot 15 jaar;Venezuela;Sint Eustatius;2022;0;0;0
8306;Totaal mannen en vrouwen;10 tot 15 jaar;Venezuela;Sint Eustatius;2023;0;0;0
8307;Totaal mannen en vrouwen;10 tot 15 jaar;Venezuela;Saba;2011;0;1;-1
8308;Totaal mannen en vrouwen;10 tot 15 jaar;Venezuela;Saba;2012;0;0;0
8309;Totaal mannen en vrouwen;10 tot 15 jaar;Venezuela;Saba;2013;0;0;0
8310;Totaal mannen en vrouwen;10 tot 15 jaar;Venezuela;Saba;2014;0;0;0
8311;Totaal mannen en vrouwen;10 tot 15 jaar;Venezuela;Saba;2015;0;0;0
8312;Totaal mannen en vrouwen;10 tot 15 jaar;Venezuela;Saba;2016;0;0;0
8313;Totaal mannen en vrouwen;10 tot 15 jaar;Venezuela;Saba;2017;0;0;0
8314;Totaal mannen en vrouwen;10 tot 15 jaar;Venezuela;Saba;2018;0;0;0
8315;Totaal mannen en vrouwen;10 tot 15 jaar;Venezuela;Saba;2019;0;0;0
8316;Totaal mannen en vrouwen;10 tot 15 jaar;Venezuela;Saba;2020;0;0;0
8317;Totaal mannen en vrouwen;10 tot 15 jaar;Venezuela;Saba;2021;0;0;0
8318;Totaal mannen en vrouwen;10 tot 15 jaar;Venezuela;Saba;2022;0;0;0
8319;Totaal mannen en vrouwen;10 tot 15 jaar;Venezuela;Saba;2023;0;0;0
8320;Totaal mannen en vrouwen;10 tot 15 jaar;Verenigde Staten van Amerika;Caribisch Nederland;2011;0;2;-2
8321;Totaal mannen en vrouwen;10 tot 15 jaar;Verenigde Staten van Amerika;Caribisch Nederland;2012;4;0;4
8322;Totaal mannen en vrouwen;10 tot 15 jaar;Verenigde Staten van Amerika;Caribisch Nederland;2013;3;1;2
8323;Totaal mannen en vrouwen;10 tot 15 jaar;Verenigde Staten van Amerika;Caribisch Nederland;2014;0;2;-2
8324;Totaal mannen en vrouwen;10 tot 15 jaar;Verenigde Staten van Amerika;Caribisch Nederland;2015;0;2;-2
8325;Totaal mannen en vrouwen;10 tot 15 jaar;Verenigde Staten van Amerika;Caribisch Nederland;2016;2;1;1
8326;Totaal mannen en vrouwen;10 tot 15 jaar;Verenigde Staten van Amerika;Caribisch Nederland;2017;1;3;-2
8327;Totaal mannen en vrouwen;10 tot 15 jaar;Verenigde Staten van Amerika;Caribisch Nederland;2018;0;2;-2
8328;Totaal mannen en vrouwen;10 tot 15 jaar;Verenigde Staten van Amerika;Caribisch Nederland;2019;6;1;5
8329;Totaal mannen en vrouwen;10 tot 15 jaar;Verenigde Staten van Amerika;Caribisch Nederland;2020;0;0;0
8330;Totaal mannen en vrouwen;10 tot 15 jaar;Verenigde Staten van Amerika;Caribisch Nederland;2021;0;0;0
8331;Totaal mannen en vrouwen;10 tot 15 jaar;Verenigde Staten van Amerika;Caribisch Nederland;2022;1;1;0
8332;Totaal mannen en vrouwen;10 tot 15 jaar;Verenigde Staten van Amerika;Caribisch Nederland;2023;0;0;0
8333;Totaal mannen en vrouwen;10 tot 15 jaar;Verenigde Staten van Amerika;Bonaire;2011;0;0;0
8334;Totaal mannen en vrouwen;10 tot 15 jaar;Verenigde Staten van Amerika;Bonaire;2012;3;0;3
8335;Totaal mannen en vrouwen;10 tot 15 jaar;Verenigde Staten van Amerika;Bonaire;2013;0;0;0
8336;Totaal mannen en vrouwen;10 tot 15 jaar;Verenigde Staten van Amerika;Bonaire;2014;0;1;-1
8337;Totaal mannen en vrouwen;10 tot 15 jaar;Verenigde Staten van Amerika;Bonaire;2015;0;1;-1
8338;Totaal mannen en vrouwen;10 tot 15 jaar;Verenigde Staten van Amerika;Bonaire;2016;2;1;1
8339;Totaal mannen en vrouwen;10 tot 15 jaar;Verenigde Staten van Amerika;Bonaire;2017;0;1;-1
8340;Totaal mannen en vrouwen;10 tot 15 jaar;Verenigde Staten van Amerika;Bonaire;2018;0;0;0
8341;Totaal mannen en vrouwen;10 tot 15 jaar;Verenigde Staten van Amerika;Bonaire;2019;1;1;0
8342;Totaal mannen en vrouwen;10 tot 15 jaar;Verenigde Staten van Amerika;Bonaire;2020;0;0;0
8343;Totaal mannen en vrouwen;10 tot 15 jaar;Verenigde Staten van Amerika;Bonaire;2021;0;0;0
8344;Totaal mannen en vrouwen;10 tot 15 jaar;Verenigde Staten van Amerika;Bonaire;2022;1;0;1
8345;Totaal mannen en vrouwen;10 tot 15 jaar;Verenigde Staten van Amerika;Bonaire;2023;0;0;0
8346;Totaal mannen en vrouwen;10 tot 15 jaar;Verenigde Staten van Amerika;Sint Eustatius;2011;0;0;0
8347;Totaal mannen en vrouwen;10 tot 15 jaar;Verenigde Staten van Amerika;Sint Eustatius;2012;1;0;1
8348;Totaal mannen en vrouwen;10 tot 15 jaar;Verenigde Staten van Amerika;Sint Eustatius;2013;3;1;2
8349;Totaal mannen en vrouwen;10 tot 15 jaar;Verenigde Staten van Amerika;Sint Eustatius;2014;0;1;-1
8350;Totaal mannen en vrouwen;10 tot 15 jaar;Verenigde Staten van Amerika;Sint Eustatius;2015;0;1;-1
8351;Totaal mannen en vrouwen;10 tot 15 jaar;Verenigde Staten van Amerika;Sint Eustatius;2016;0;0;0
8352;Totaal mannen en vrouwen;10 tot 15 jaar;Verenigde Staten van Amerika;Sint Eustatius;2017;1;2;-1
8353;Totaal mannen en vrouwen;10 tot 15 jaar;Verenigde Staten van Amerika;Sint Eustatius;2018;0;2;-2
8354;Totaal mannen en vrouwen;10 tot 15 jaar;Verenigde Staten van Amerika;Sint Eustatius;2019;2;0;2
8355;Totaal mannen en vrouwen;10 tot 15 jaar;Verenigde Staten van Amerika;Sint Eustatius;2020;0;0;0
8356;Totaal mannen en vrouwen;10 tot 15 jaar;Verenigde Staten van Amerika;Sint Eustatius;2021;0;0;0
8357;Totaal mannen en vrouwen;10 tot 15 jaar;Verenigde Staten van Amerika;Sint Eustatius;2022;0;1;-1
8358;Totaal mannen en vrouwen;10 tot 15 jaar;Verenigde Staten van Amerika;Sint Eustatius;2023;0;0;0
8359;Totaal mannen en vrouwen;10 tot 15 jaar;Verenigde Staten van Amerika;Saba;2011;0;2;-2
8360;Totaal mannen en vrouwen;10 tot 15 jaar;Verenigde Staten van Amerika;Saba;2012;0;0;0
8361;Totaal mannen en vrouwen;10 tot 15 jaar;Verenigde Staten van Amerika;Saba;2013;0;0;0
8362;Totaal mannen en vrouwen;10 tot 15 jaar;Verenigde Staten van Amerika;Saba;2014;0;0;0
8363;Totaal mannen en vrouwen;10 tot 15 jaar;Verenigde Staten van Amerika;Saba;2015;0;0;0
8364;Totaal mannen en vrouwen;10 tot 15 jaar;Verenigde Staten van Amerika;Saba;2016;0;0;0
8365;Totaal mannen en vrouwen;10 tot 15 jaar;Verenigde Staten van Amerika;Saba;2017;0;0;0
8366;Totaal mannen en vrouwen;10 tot 15 jaar;Verenigde Staten van Amerika;Saba;2018;0;0;0
8367;Totaal mannen en vrouwen;10 tot 15 jaar;Verenigde Staten van Amerika;Saba;2019;3;0;3
8368;Totaal mannen en vrouwen;10 tot 15 jaar;Verenigde Staten van Amerika;Saba;2020;0;0;0
8369;Totaal mannen en vrouwen;10 tot 15 jaar;Verenigde Staten van Amerika;Saba;2021;0;0;0
8370;Totaal mannen en vrouwen;10 tot 15 jaar;Verenigde Staten van Amerika;Saba;2022;0;0;0
8371;Totaal mannen en vrouwen;10 tot 15 jaar;Verenigde Staten van Amerika;Saba;2023;0;0;0
8372;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Azië;Caribisch Nederland;2011;4;0;4
8373;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Azië;Caribisch Nederland;2012;0;2;-2
8374;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Azië;Caribisch Nederland;2013;0;1;-1
8375;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Azië;Caribisch Nederland;2014;0;2;-2
8376;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Azië;Caribisch Nederland;2015;0;0;0
8377;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Azië;Caribisch Nederland;2016;0;1;-1
8378;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Azië;Caribisch Nederland;2017;0;0;0
8379;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Azië;Caribisch Nederland;2018;0;0;0
8380;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Azië;Caribisch Nederland;2019;0;0;0
8381;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Azië;Caribisch Nederland;2020;0;0;0
8382;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Azië;Caribisch Nederland;2021;1;0;1
8383;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Azië;Caribisch Nederland;2022;2;0;2
8384;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Azië;Caribisch Nederland;2023;1;2;-1
8385;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Azië;Bonaire;2011;2;0;2
