ID;Geslacht;Leeftijd;Geboorteland;CaribischNederland;Perioden;Immigratie_1;EmigratieInclusiefAdministratieveC_2;MigratiesaldoInclusiefAdministratie_3
8386;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Azië;Bonaire;2012;0;0;0
8387;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Azië;Bonaire;2013;0;0;0
8388;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Azië;Bonaire;2014;0;0;0
8389;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Azië;Bonaire;2015;0;0;0
8390;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Azië;Bonaire;2016;0;1;-1
8391;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Azië;Bonaire;2017;0;0;0
8392;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Azië;Bonaire;2018;0;0;0
8393;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Azië;Bonaire;2019;0;0;0
8394;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Azië;Bonaire;2020;0;0;0
8395;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Azië;Bonaire;2021;1;0;1
8396;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Azië;Bonaire;2022;0;0;0
8397;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Azië;Bonaire;2023;1;1;0
8398;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Azië;Sint Eustatius;2011;2;0;2
8399;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Azië;Sint Eustatius;2012;0;0;0
8400;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Azië;Sint Eustatius;2013;0;1;-1
8401;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Azië;Sint Eustatius;2014;0;2;-2
8402;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Azië;Sint Eustatius;2015;0;0;0
8403;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Azië;Sint Eustatius;2016;0;0;0
8404;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Azië;Sint Eustatius;2017;0;0;0
8405;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Azië;Sint Eustatius;2018;0;0;0
8406;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Azië;Sint Eustatius;2019;0;0;0
8407;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Azië;Sint Eustatius;2020;0;0;0
8408;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Azië;Sint Eustatius;2021;0;0;0
8409;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Azië;Sint Eustatius;2022;0;0;0
8410;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Azië;Sint Eustatius;2023;0;0;0
8411;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Azië;Saba;2011;0;0;0
8412;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Azië;Saba;2012;0;2;-2
8413;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Azië;Saba;2013;0;0;0
8414;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Azië;Saba;2014;0;0;0
8415;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Azië;Saba;2015;0;0;0
8416;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Azië;Saba;2016;0;0;0
8417;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Azië;Saba;2017;0;0;0
8418;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Azië;Saba;2018;0;0;0
8419;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Azië;Saba;2019;0;0;0
8420;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Azië;Saba;2020;0;0;0
8421;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Azië;Saba;2021;0;0;0
8422;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Azië;Saba;2022;2;0;2
8423;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Azië;Saba;2023;0;1;-1
8424;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Europa;Caribisch Nederland;2011;0;0;0
8425;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Europa;Caribisch Nederland;2012;0;0;0
8426;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Europa;Caribisch Nederland;2013;0;0;0
8427;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Europa;Caribisch Nederland;2014;0;0;0
8428;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Europa;Caribisch Nederland;2015;0;0;0
8429;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Europa;Caribisch Nederland;2016;0;0;0
8430;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Europa;Caribisch Nederland;2017;2;1;1
8431;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Europa;Caribisch Nederland;2018;0;1;-1
8432;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Europa;Caribisch Nederland;2019;1;0;1
8433;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Europa;Caribisch Nederland;2020;0;2;-2
8434;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Europa;Caribisch Nederland;2021;0;0;0
8435;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Europa;Caribisch Nederland;2022;0;0;0
8436;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Europa;Caribisch Nederland;2023;0;0;0
8437;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Europa;Bonaire;2011;0;0;0
8438;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Europa;Bonaire;2012;0;0;0
8439;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Europa;Bonaire;2013;0;0;0
8440;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Europa;Bonaire;2014;0;0;0
8441;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Europa;Bonaire;2015;0;0;0
8442;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Europa;Bonaire;2016;0;0;0
8443;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Europa;Bonaire;2017;2;1;1
8444;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Europa;Bonaire;2018;0;1;-1
8445;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Europa;Bonaire;2019;1;0;1
8446;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Europa;Bonaire;2020;0;1;-1
8447;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Europa;Bonaire;2021;0;0;0
8448;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Europa;Bonaire;2022;0;0;0
8449;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Europa;Bonaire;2023;0;0;0
8450;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Europa;Sint Eustatius;2011;0;0;0
8451;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Europa;Sint Eustatius;2012;0;0;0
8452;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Europa;Sint Eustatius;2013;0;0;0
8453;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Europa;Sint Eustatius;2014;0;0;0
8454;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Europa;Sint Eustatius;2015;0;0;0
8455;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Europa;Sint Eustatius;2016;0;0;0
8456;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Europa;Sint Eustatius;2017;0;0;0
8457;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Europa;Sint Eustatius;2018;0;0;0
8458;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Europa;Sint Eustatius;2019;0;0;0
8459;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Europa;Sint Eustatius;2020;0;1;-1
8460;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Europa;Sint Eustatius;2021;0;0;0
8461;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Europa;Sint Eustatius;2022;0;0;0
8462;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Europa;Sint Eustatius;2023;0;0;0
8463;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Europa;Saba;2011;0;0;0
8464;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Europa;Saba;2012;0;0;0
8465;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Europa;Saba;2013;0;0;0
8466;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Europa;Saba;2014;0;0;0
8467;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Europa;Saba;2015;0;0;0
8468;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Europa;Saba;2016;0;0;0
8469;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Europa;Saba;2017;0;0;0
8470;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Europa;Saba;2018;0;0;0
8471;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Europa;Saba;2019;0;0;0
8472;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Europa;Saba;2020;0;0;0
8473;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Europa;Saba;2021;0;0;0
8474;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Europa;Saba;2022;0;0;0
8475;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Europa;Saba;2023;0;0;0
8476;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Midden- en Zuid-Amerika;Caribisch Nederland;2011;1;0;1
8477;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Midden- en Zuid-Amerika;Caribisch Nederland;2012;0;1;-1
8478;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Midden- en Zuid-Amerika;Caribisch Nederland;2013;1;0;1
8479;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Midden- en Zuid-Amerika;Caribisch Nederland;2014;1;1;0
8480;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Midden- en Zuid-Amerika;Caribisch Nederland;2015;4;1;3
8481;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Midden- en Zuid-Amerika;Caribisch Nederland;2016;1;0;1
8482;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Midden- en Zuid-Amerika;Caribisch Nederland;2017;0;2;-2
8483;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Midden- en Zuid-Amerika;Caribisch Nederland;2018;0;0;0
8484;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Midden- en Zuid-Amerika;Caribisch Nederland;2019;0;0;0
8485;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Midden- en Zuid-Amerika;Caribisch Nederland;2020;0;0;0
8486;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Midden- en Zuid-Amerika;Caribisch Nederland;2021;1;1;0
8487;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Midden- en Zuid-Amerika;Caribisch Nederland;2022;0;0;0
8488;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Midden- en Zuid-Amerika;Caribisch Nederland;2023;2;0;2
8489;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Midden- en Zuid-Amerika;Bonaire;2011;0;0;0
8490;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Midden- en Zuid-Amerika;Bonaire;2012;0;0;0
8491;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Midden- en Zuid-Amerika;Bonaire;2013;0;0;0
8492;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Midden- en Zuid-Amerika;Bonaire;2014;0;0;0
8493;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Midden- en Zuid-Amerika;Bonaire;2015;0;0;0
8494;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Midden- en Zuid-Amerika;Bonaire;2016;0;0;0
8495;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Midden- en Zuid-Amerika;Bonaire;2017;0;1;-1
8496;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Midden- en Zuid-Amerika;Bonaire;2018;0;0;0
8497;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Midden- en Zuid-Amerika;Bonaire;2019;0;0;0
8498;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Midden- en Zuid-Amerika;Bonaire;2020;0;0;0
8499;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Midden- en Zuid-Amerika;Bonaire;2021;0;1;-1
8500;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Midden- en Zuid-Amerika;Bonaire;2022;0;0;0
8501;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Midden- en Zuid-Amerika;Bonaire;2023;0;0;0
8502;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Midden- en Zuid-Amerika;Sint Eustatius;2011;0;0;0
8503;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Midden- en Zuid-Amerika;Sint Eustatius;2012;0;1;-1
8504;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Midden- en Zuid-Amerika;Sint Eustatius;2013;1;0;1
8505;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Midden- en Zuid-Amerika;Sint Eustatius;2014;1;1;0
8506;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Midden- en Zuid-Amerika;Sint Eustatius;2015;3;1;2
8507;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Midden- en Zuid-Amerika;Sint Eustatius;2016;1;0;1
8508;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Midden- en Zuid-Amerika;Sint Eustatius;2017;0;1;-1
8509;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Midden- en Zuid-Amerika;Sint Eustatius;2018;0;0;0
8510;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Midden- en Zuid-Amerika;Sint Eustatius;2019;0;0;0
8511;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Midden- en Zuid-Amerika;Sint Eustatius;2020;0;0;0
8512;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Midden- en Zuid-Amerika;Sint Eustatius;2021;0;0;0
8513;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Midden- en Zuid-Amerika;Sint Eustatius;2022;0;0;0
8514;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Midden- en Zuid-Amerika;Sint Eustatius;2023;0;0;0
8515;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Midden- en Zuid-Amerika;Saba;2011;1;0;1
8516;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Midden- en Zuid-Amerika;Saba;2012;0;0;0
8517;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Midden- en Zuid-Amerika;Saba;2013;0;0;0
8518;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Midden- en Zuid-Amerika;Saba;2014;0;0;0
8519;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Midden- en Zuid-Amerika;Saba;2015;1;0;1
8520;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Midden- en Zuid-Amerika;Saba;2016;0;0;0
8521;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Midden- en Zuid-Amerika;Saba;2017;0;0;0
8522;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Midden- en Zuid-Amerika;Saba;2018;0;0;0
8523;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Midden- en Zuid-Amerika;Saba;2019;0;0;0
8524;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Midden- en Zuid-Amerika;Saba;2020;0;0;0
8525;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Midden- en Zuid-Amerika;Saba;2021;1;0;1
8526;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Midden- en Zuid-Amerika;Saba;2022;0;0;0
8527;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Midden- en Zuid-Amerika;Saba;2023;2;0;2
8528;Totaal mannen en vrouwen;15 tot 20 jaar;Totaal;Caribisch Nederland;2011;78;137;-59
8529;Totaal mannen en vrouwen;15 tot 20 jaar;Totaal;Caribisch Nederland;2012;76;127;-51
8530;Totaal mannen en vrouwen;15 tot 20 jaar;Totaal;Caribisch Nederland;2013;88;114;-26
8531;Totaal mannen en vrouwen;15 tot 20 jaar;Totaal;Caribisch Nederland;2014;60;102;-42
8532;Totaal mannen en vrouwen;15 tot 20 jaar;Totaal;Caribisch Nederland;2015;70;121;-51
8533;Totaal mannen en vrouwen;15 tot 20 jaar;Totaal;Caribisch Nederland;2016;72;112;-40
8534;Totaal mannen en vrouwen;15 tot 20 jaar;Totaal;Caribisch Nederland;2017;62;131;-69
8535;Totaal mannen en vrouwen;15 tot 20 jaar;Totaal;Caribisch Nederland;2018;65;148;-83
8536;Totaal mannen en vrouwen;15 tot 20 jaar;Totaal;Caribisch Nederland;2019;64;132;-68
8537;Totaal mannen en vrouwen;15 tot 20 jaar;Totaal;Caribisch Nederland;2020;72;88;-16
8538;Totaal mannen en vrouwen;15 tot 20 jaar;Totaal;Caribisch Nederland;2021;90;93;-3
8539;Totaal mannen en vrouwen;15 tot 20 jaar;Totaal;Caribisch Nederland;2022;91;106;-15
8540;Totaal mannen en vrouwen;15 tot 20 jaar;Totaal;Caribisch Nederland;2023;90;137;-47
8541;Totaal mannen en vrouwen;15 tot 20 jaar;Totaal;Bonaire;2011;70;100;-30
8542;Totaal mannen en vrouwen;15 tot 20 jaar;Totaal;Bonaire;2012;60;96;-36
8543;Totaal mannen en vrouwen;15 tot 20 jaar;Totaal;Bonaire;2013;72;71;1
8544;Totaal mannen en vrouwen;15 tot 20 jaar;Totaal;Bonaire;2014;50;65;-15
8545;Totaal mannen en vrouwen;15 tot 20 jaar;Totaal;Bonaire;2015;58;81;-23
8546;Totaal mannen en vrouwen;15 tot 20 jaar;Totaal;Bonaire;2016;54;92;-38
8547;Totaal mannen en vrouwen;15 tot 20 jaar;Totaal;Bonaire;2017;52;100;-48
8548;Totaal mannen en vrouwen;15 tot 20 jaar;Totaal;Bonaire;2018;51;92;-41
8549;Totaal mannen en vrouwen;15 tot 20 jaar;Totaal;Bonaire;2019;53;105;-52
8550;Totaal mannen en vrouwen;15 tot 20 jaar;Totaal;Bonaire;2020;61;74;-13
8551;Totaal mannen en vrouwen;15 tot 20 jaar;Totaal;Bonaire;2021;75;76;-1
8552;Totaal mannen en vrouwen;15 tot 20 jaar;Totaal;Bonaire;2022;82;72;10
8553;Totaal mannen en vrouwen;15 tot 20 jaar;Totaal;Bonaire;2023;75;95;-20
8554;Totaal mannen en vrouwen;15 tot 20 jaar;Totaal;Sint Eustatius;2011;6;28;-22
8555;Totaal mannen en vrouwen;15 tot 20 jaar;Totaal;Sint Eustatius;2012;10;23;-13
8556;Totaal mannen en vrouwen;15 tot 20 jaar;Totaal;Sint Eustatius;2013;10;39;-29
8557;Totaal mannen en vrouwen;15 tot 20 jaar;Totaal;Sint Eustatius;2014;9;32;-23
8558;Totaal mannen en vrouwen;15 tot 20 jaar;Totaal;Sint Eustatius;2015;9;33;-24
8559;Totaal mannen en vrouwen;15 tot 20 jaar;Totaal;Sint Eustatius;2016;14;16;-2
8560;Totaal mannen en vrouwen;15 tot 20 jaar;Totaal;Sint Eustatius;2017;6;22;-16
8561;Totaal mannen en vrouwen;15 tot 20 jaar;Totaal;Sint Eustatius;2018;11;46;-35
8562;Totaal mannen en vrouwen;15 tot 20 jaar;Totaal;Sint Eustatius;2019;9;19;-10
8563;Totaal mannen en vrouwen;15 tot 20 jaar;Totaal;Sint Eustatius;2020;11;12;-1
8564;Totaal mannen en vrouwen;15 tot 20 jaar;Totaal;Sint Eustatius;2021;12;13;-1
8565;Totaal mannen en vrouwen;15 tot 20 jaar;Totaal;Sint Eustatius;2022;7;25;-18
8566;Totaal mannen en vrouwen;15 tot 20 jaar;Totaal;Sint Eustatius;2023;7;35;-28
8567;Totaal mannen en vrouwen;15 tot 20 jaar;Totaal;Saba;2011;2;9;-7
8568;Totaal mannen en vrouwen;15 tot 20 jaar;Totaal;Saba;2012;6;8;-2
8569;Totaal mannen en vrouwen;15 tot 20 jaar;Totaal;Saba;2013;6;4;2
8570;Totaal mannen en vrouwen;15 tot 20 jaar;Totaal;Saba;2014;1;5;-4
8571;Totaal mannen en vrouwen;15 tot 20 jaar;Totaal;Saba;2015;3;7;-4
8572;Totaal mannen en vrouwen;15 tot 20 jaar;Totaal;Saba;2016;4;4;0
8573;Totaal mannen en vrouwen;15 tot 20 jaar;Totaal;Saba;2017;4;9;-5
8574;Totaal mannen en vrouwen;15 tot 20 jaar;Totaal;Saba;2018;3;10;-7
8575;Totaal mannen en vrouwen;15 tot 20 jaar;Totaal;Saba;2019;2;8;-6
8576;Totaal mannen en vrouwen;15 tot 20 jaar;Totaal;Saba;2020;0;2;-2
8577;Totaal mannen en vrouwen;15 tot 20 jaar;Totaal;Saba;2021;3;4;-1
8578;Totaal mannen en vrouwen;15 tot 20 jaar;Totaal;Saba;2022;2;9;-7
8579;Totaal mannen en vrouwen;15 tot 20 jaar;Totaal;Saba;2023;8;7;1
8580;Totaal mannen en vrouwen;15 tot 20 jaar;Buiten Caribisch Nederland geboren;Caribisch Nederland;2011;62;77;-15
8581;Totaal mannen en vrouwen;15 tot 20 jaar;Buiten Caribisch Nederland geboren;Caribisch Nederland;2012;60;74;-14
8582;Totaal mannen en vrouwen;15 tot 20 jaar;Buiten Caribisch Nederland geboren;Caribisch Nederland;2013;72;76;-4
8583;Totaal mannen en vrouwen;15 tot 20 jaar;Buiten Caribisch Nederland geboren;Caribisch Nederland;2014;50;68;-18
8584;Totaal mannen en vrouwen;15 tot 20 jaar;Buiten Caribisch Nederland geboren;Caribisch Nederland;2015;61;88;-27
8585;Totaal mannen en vrouwen;15 tot 20 jaar;Buiten Caribisch Nederland geboren;Caribisch Nederland;2016;61;82;-21
8586;Totaal mannen en vrouwen;15 tot 20 jaar;Buiten Caribisch Nederland geboren;Caribisch Nederland;2017;53;104;-51
8587;Totaal mannen en vrouwen;15 tot 20 jaar;Buiten Caribisch Nederland geboren;Caribisch Nederland;2018;58;103;-45
8588;Totaal mannen en vrouwen;15 tot 20 jaar;Buiten Caribisch Nederland geboren;Caribisch Nederland;2019;57;103;-46
8589;Totaal mannen en vrouwen;15 tot 20 jaar;Buiten Caribisch Nederland geboren;Caribisch Nederland;2020;60;59;1
8590;Totaal mannen en vrouwen;15 tot 20 jaar;Buiten Caribisch Nederland geboren;Caribisch Nederland;2021;80;67;13
8591;Totaal mannen en vrouwen;15 tot 20 jaar;Buiten Caribisch Nederland geboren;Caribisch Nederland;2022;85;69;16
8592;Totaal mannen en vrouwen;15 tot 20 jaar;Buiten Caribisch Nederland geboren;Caribisch Nederland;2023;78;93;-15
8593;Totaal mannen en vrouwen;15 tot 20 jaar;Buiten Caribisch Nederland geboren;Bonaire;2011;56;57;-1
8594;Totaal mannen en vrouwen;15 tot 20 jaar;Buiten Caribisch Nederland geboren;Bonaire;2012;50;61;-11
8595;Totaal mannen en vrouwen;15 tot 20 jaar;Buiten Caribisch Nederland geboren;Bonaire;2013;60;51;9
8596;Totaal mannen en vrouwen;15 tot 20 jaar;Buiten Caribisch Nederland geboren;Bonaire;2014;44;47;-3
8597;Totaal mannen en vrouwen;15 tot 20 jaar;Buiten Caribisch Nederland geboren;Bonaire;2015;51;65;-14
8598;Totaal mannen en vrouwen;15 tot 20 jaar;Buiten Caribisch Nederland geboren;Bonaire;2016;47;68;-21
8599;Totaal mannen en vrouwen;15 tot 20 jaar;Buiten Caribisch Nederland geboren;Bonaire;2017;45;82;-37
8600;Totaal mannen en vrouwen;15 tot 20 jaar;Buiten Caribisch Nederland geboren;Bonaire;2018;44;74;-30
8601;Totaal mannen en vrouwen;15 tot 20 jaar;Buiten Caribisch Nederland geboren;Bonaire;2019;50;83;-33
8602;Totaal mannen en vrouwen;15 tot 20 jaar;Buiten Caribisch Nederland geboren;Bonaire;2020;52;50;2
8603;Totaal mannen en vrouwen;15 tot 20 jaar;Buiten Caribisch Nederland geboren;Bonaire;2021;69;57;12
8604;Totaal mannen en vrouwen;15 tot 20 jaar;Buiten Caribisch Nederland geboren;Bonaire;2022;77;47;30
8605;Totaal mannen en vrouwen;15 tot 20 jaar;Buiten Caribisch Nederland geboren;Bonaire;2023;66;61;5
8606;Totaal mannen en vrouwen;15 tot 20 jaar;Buiten Caribisch Nederland geboren;Sint Eustatius;2011;4;13;-9
8607;Totaal mannen en vrouwen;15 tot 20 jaar;Buiten Caribisch Nederland geboren;Sint Eustatius;2012;5;9;-4
8608;Totaal mannen en vrouwen;15 tot 20 jaar;Buiten Caribisch Nederland geboren;Sint Eustatius;2013;8;22;-14
8609;Totaal mannen en vrouwen;15 tot 20 jaar;Buiten Caribisch Nederland geboren;Sint Eustatius;2014;5;19;-14
8610;Totaal mannen en vrouwen;15 tot 20 jaar;Buiten Caribisch Nederland geboren;Sint Eustatius;2015;7;17;-10
8611;Totaal mannen en vrouwen;15 tot 20 jaar;Buiten Caribisch Nederland geboren;Sint Eustatius;2016;10;11;-1
8612;Totaal mannen en vrouwen;15 tot 20 jaar;Buiten Caribisch Nederland geboren;Sint Eustatius;2017;4;14;-10
8613;Totaal mannen en vrouwen;15 tot 20 jaar;Buiten Caribisch Nederland geboren;Sint Eustatius;2018;11;21;-10
8614;Totaal mannen en vrouwen;15 tot 20 jaar;Buiten Caribisch Nederland geboren;Sint Eustatius;2019;5;14;-9
8615;Totaal mannen en vrouwen;15 tot 20 jaar;Buiten Caribisch Nederland geboren;Sint Eustatius;2020;8;7;1
8616;Totaal mannen en vrouwen;15 tot 20 jaar;Buiten Caribisch Nederland geboren;Sint Eustatius;2021;9;8;1
8617;Totaal mannen en vrouwen;15 tot 20 jaar;Buiten Caribisch Nederland geboren;Sint Eustatius;2022;6;15;-9
8618;Totaal mannen en vrouwen;15 tot 20 jaar;Buiten Caribisch Nederland geboren;Sint Eustatius;2023;5;26;-21
8619;Totaal mannen en vrouwen;15 tot 20 jaar;Buiten Caribisch Nederland geboren;Saba;2011;2;7;-5
8620;Totaal mannen en vrouwen;15 tot 20 jaar;Buiten Caribisch Nederland geboren;Saba;2012;5;4;1
8621;Totaal mannen en vrouwen;15 tot 20 jaar;Buiten Caribisch Nederland geboren;Saba;2013;4;3;1
8622;Totaal mannen en vrouwen;15 tot 20 jaar;Buiten Caribisch Nederland geboren;Saba;2014;1;2;-1
8623;Totaal mannen en vrouwen;15 tot 20 jaar;Buiten Caribisch Nederland geboren;Saba;2015;3;6;-3
8624;Totaal mannen en vrouwen;15 tot 20 jaar;Buiten Caribisch Nederland geboren;Saba;2016;4;3;1
8625;Totaal mannen en vrouwen;15 tot 20 jaar;Buiten Caribisch Nederland geboren;Saba;2017;4;8;-4
8626;Totaal mannen en vrouwen;15 tot 20 jaar;Buiten Caribisch Nederland geboren;Saba;2018;3;8;-5
8627;Totaal mannen en vrouwen;15 tot 20 jaar;Buiten Caribisch Nederland geboren;Saba;2019;2;6;-4
8628;Totaal mannen en vrouwen;15 tot 20 jaar;Buiten Caribisch Nederland geboren;Saba;2020;0;2;-2
8629;Totaal mannen en vrouwen;15 tot 20 jaar;Buiten Caribisch Nederland geboren;Saba;2021;2;2;0
8630;Totaal mannen en vrouwen;15 tot 20 jaar;Buiten Caribisch Nederland geboren;Saba;2022;2;7;-5
8631;Totaal mannen en vrouwen;15 tot 20 jaar;Buiten Caribisch Nederland geboren;Saba;2023;7;6;1
8632;Totaal mannen en vrouwen;15 tot 20 jaar;Buiten Nederlandse Cariben geboren;Caribisch Nederland;2011;43;37;6
8633;Totaal mannen en vrouwen;15 tot 20 jaar;Buiten Nederlandse Cariben geboren;Caribisch Nederland;2012;41;29;12
8634;Totaal mannen en vrouwen;15 tot 20 jaar;Buiten Nederlandse Cariben geboren;Caribisch Nederland;2013;51;43;8
