ID;SectorBranchesSIC2008;Periods;Value_1;Volume_2;Value_3;Volume_4;Value_5;Volume_6;Value_7;Volume_8
517;561 Restaurants ;2013 3rd quarter;95.8;98.7;2.7;0.3;88.8;91.3;0.8;0.0
518;561 Restaurants ;2013 4th quarter;89.5;91.8;4.2;2.2;89.8;92.1;1.1;0.9
519;561 Restaurants ;2013;88.3;91.1;2.2;0.0;88.2;91.1;2.1;0.0
520;561 Restaurants ;2014 1st quarter;80.6;82.2;8.1;6.2;93.0;94.9;3.6;3.0
521;561 Restaurants ;2014 2nd quarter;97.9;99.4;5.1;3.2;92.7;94.3;-0.4;-0.7
522;561 Restaurants ;2014 3rd quarter;100.8;102.1;5.2;3.4;93.5;94.5;0.9;0.2
523;561 Restaurants ;2014 4th quarter;95.5;96.5;6.8;5.1;95.9;96.9;2.6;2.5
524;561 Restaurants ;2014;93.7;95.1;6.2;4.4;93.8;95.1;6.3;4.5
525;561 Restaurants ;2015 1st quarter;84.3;84.8;4.5;3.1;97.2;97.8;1.4;1.0
526;561 Restaurants ;2015 2nd quarter;105.6;105.8;7.9;6.4;100.0;100.4;2.8;2.6
527;561 Restaurants ;2015 3rd quarter;107.1;106.9;6.2;4.7;99.1;98.8;-0.8;-1.6
528;561 Restaurants ;2015 4th quarter;103.1;102.5;7.9;6.2;103.6;103.0;4.5;4.2
529;561 Restaurants ;2015;100.0;100.0;6.7;5.2;100.0;100.0;6.6;5.1
530;561 Restaurants ;2016 1st quarter;90.6;89.7;7.5;5.8;103.9;102.8;0.3;-0.2
531;561 Restaurants ;2016 2nd quarter;110.8;109.2;4.9;3.2;104.7;103.6;0.8;0.8
532;561 Restaurants ;2016 3rd quarter;118.2;115.9;10.4;8.4;109.2;107.0;4.3;3.3
533;561 Restaurants ;2016 4th quarter;110.0;107.3;6.7;4.7;110.8;108.0;1.5;0.9
534;561 Restaurants ;2016;107.4;105.5;7.4;5.5;107.2;105.3;7.2;5.3
535;561 Restaurants ;2017 1st quarter;98.2;95.0;8.3;5.9;113.5;109.7;2.4;1.6
536;561 Restaurants ;2017 2nd quarter;122.1;117.5;10.2;7.6;115.3;111.4;1.6;1.6
537;561 Restaurants ;2017 3rd quarter;126.4;121.1;6.9;4.5;116.5;111.7;1.1;0.2
538;561 Restaurants ;2017 4th quarter;117.5;112.3;6.9;4.7;118.7;113.2;1.9;1.4
539;561 Restaurants ;2017;116.0;111.5;8.1;5.6;116.0;111.5;8.3;5.9
540;561 Restaurants ;2018 1st quarter;105.2;99.6;7.2;4.8;121.0;114.3;2.0;0.9
541;561 Restaurants ;2018 2nd quarter;130.8;123.0;7.1;4.7;123.7;116.7;2.2;2.1
542;561 Restaurants ;2018 3rd quarter;133.6;125.0;5.8;3.2;124.2;116.2;0.4;-0.4
543;561 Restaurants ;2018 4th quarter;126.4;117.8;7.6;4.9;127.0;118.3;2.3;1.8
544;561 Restaurants ;2018;124.0;116.4;6.9;4.4;124.0;116.4;6.9;4.4
545;561 Restaurants ;2019 1st quarter;110.3;102.4;4.9;2.8;126.5;117.5;-0.4;-0.7
546;561 Restaurants ;2019 2nd quarter;135.3;124.6;3.5;1.2;127.9;117.7;1.0;0.2
547;561 Restaurants ;2019 3rd quarter;137.8;126.0;3.1;0.8;128.7;117.9;0.7;0.1
548;561 Restaurants ;2019 4th quarter;131.7;120.1;4.2;2.0;132.1;120.2;2.6;2.0
549;561 Restaurants ;2019;128.8;118.3;3.9;1.6;128.8;118.3;3.9;1.7
550;561 Restaurants ;2020 1st quarter;99.2;89.8;-10.0;-12.3;112.5;101.6;-14.8;-15.5
551;561 Restaurants ;2020 2nd quarter;69.7;;-48.5;;65.8;;-41.5;
552;561 Restaurants ;2020 3rd quarter;132.4;118.2;-3.9;-6.2;124.1;110.9;88.7;
553;561 Restaurants ;2020 4th quarter;70.0;;-46.9;;70.7;;-43.1;
554;561 Restaurants ;2020;92.8;;-27.9;;93.2;;-27.6;
555;561 Restaurants ;2021 1st quarter;60.4;;-39.1;;69.2;;-2.1;
556;561 Restaurants ;2021 2nd quarter;102.2;89.4;46.5;;96.4;84.4;39.4;
557;561 Restaurants ;2021 3rd quarter;153.4;132.7;15.8;12.3;143.5;124.6;48.9;47.5
558;561 Restaurants ;2021 4th quarter;114.4;98.1;63.5;;115.1;98.3;-19.8;-21.1
559;561 Restaurants ;2021;107.6;;15.9;;106.1;;13.8;
560;561 Restaurants ;2022 1st quarter;112.3;94.1;86.0;;128.2;107.2;11.3;9.1
561;561 Restaurants ;2022 2nd quarter;170.0;139.6;66.4;56.1;160.3;131.3;25.0;22.5
562;561 Restaurants ;2022 3rd quarter;171.4;137.6;11.7;3.7;161.3;129.7;0.7;-1.3
563;561 Restaurants ;2022 4th quarter;162.7;128.5;42.2;31.0;163.5;129.1;1.3;-0.4
564;561 Restaurants ;2022;154.1;124.9;43.2;;153.3;124.3;44.5;35.1
565;561 Restaurants ;2023 1st quarter;146.7;112.7;30.6;19.8;168.5;129.6;3.1;0.4
566;561 Restaurants ;2023 2nd quarter;185.0;139.3;8.8;-0.2;172.4;129.9;2.3;0.2
567;561 Restaurants ;2023 3rd quarter;185.3;138.0;8.1;0.3;173.8;129.5;0.8;-0.3
568;561 Restaurants ;2023 4th quarter;172.4;127.2;6.0;-1.0;174.5;128.4;0.5;-0.8
569;561 Restaurants ;2023;172.3;129.3;11.9;3.5;172.3;129.4;12.4;4.0
570;56101 Restaurants;2005 1st quarter;65.7;85.1;;;76.3;98.8;;
571;56101 Restaurants;2005 2nd quarter;80.0;103.1;;;76.5;98.7;0.3;-0.1
572;56101 Restaurants;2005 3rd quarter;84.5;108.6;;;79.3;101.3;3.6;2.6
573;56101 Restaurants;2005 4th quarter;82.9;106.2;;;80.9;104.3;2.1;2.9
574;56101 Restaurants;2005;78.3;100.8;;;78.3;100.7;;
575;56101 Restaurants;2006 1st quarter;68.7;87.3;4.6;2.6;81.1;101.3;0.2;-2.8
576;56101 Restaurants;2006 2nd quarter;85.2;107.6;6.6;4.4;81.8;103.0;0.9;1.6
577;56101 Restaurants;2006 3rd quarter;89.5;112.4;5.9;3.5;83.0;104.8;1.4;1.8
578;56101 Restaurants;2006 4th quarter;87.1;108.4;5.0;2.1;84.7;106.5;2.1;1.6
579;56101 Restaurants;2006;82.6;103.9;5.6;3.2;82.6;103.9;5.6;3.1
580;56101 Restaurants;2007 1st quarter;74.9;92.3;9.1;5.7;86.7;107.1;2.4;0.6
581;56101 Restaurants;2007 2nd quarter;92.0;112.6;7.9;4.6;87.4;107.7;0.8;0.5
582;56101 Restaurants;2007 3rd quarter;93.4;113.9;4.4;1.3;87.3;106.1;-0.2;-1.4
583;56101 Restaurants;2007 4th quarter;88.4;106.9;1.5;-1.4;87.3;105.1;0.0;-1.0
584;56101 Restaurants;2007;87.2;106.4;5.5;2.4;87.2;106.5;5.5;2.5
585;56101 Restaurants;2008 1st quarter;75.7;90.4;1.0;-2.1;86.4;103.7;-1.0;-1.4
586;56101 Restaurants;2008 2nd quarter;90.3;106.4;-1.8;-5.5;86.2;101.7;-0.3;-1.9
587;56101 Restaurants;2008 3rd quarter;91.8;107.3;-1.7;-5.8;86.3;100.0;0.1;-1.7
588;56101 Restaurants;2008 4th quarter;86.0;99.5;-2.7;-6.9;85.1;97.9;-1.4;-2.1
589;56101 Restaurants;2008;86.0;100.9;-1.4;-5.2;86.0;100.8;-1.4;-5.3
590;56101 Restaurants;2009 1st quarter;72.0;82.4;-4.9;-8.8;83.6;95.5;-1.7;-2.4
591;56101 Restaurants;2009 2nd quarter;87.7;99.7;-2.9;-6.3;83.1;95.2;-0.6;-0.3
592;56101 Restaurants;2009 3rd quarter;87.5;98.8;-4.8;-7.9;81.6;92.1;-1.8;-3.2
593;56101 Restaurants;2009 4th quarter;80.3;90.2;-6.7;-9.4;79.0;88.8;-3.2;-3.6
594;56101 Restaurants;2009;81.8;92.8;-4.8;-8.1;81.8;92.9;-4.8;-7.8
595;56101 Restaurants;2010 1st quarter;66.9;74.7;-7.0;-9.4;77.6;86.5;-1.9;-2.6
596;56101 Restaurants;2010 2nd quarter;80.7;89.8;-7.9;-9.9;76.7;85.7;-1.1;-0.9
597;56101 Restaurants;2010 3rd quarter;84.3;93.2;-3.7;-5.6;78.5;87.1;2.3;1.6
598;56101 Restaurants;2010 4th quarter;81.5;89.5;1.5;-0.7;80.6;88.2;2.7;1.3
599;56101 Restaurants;2010;78.3;86.8;-4.3;-6.4;78.3;86.9;-4.3;-6.5
600;56101 Restaurants;2011 1st quarter;70.7;76.9;5.7;3.0;81.7;88.9;1.4;0.8
601;56101 Restaurants;2011 2nd quarter;86.7;93.8;7.4;4.5;82.1;89.5;0.5;0.7
602;56101 Restaurants;2011 3rd quarter;87.2;93.9;3.5;0.7;82.4;87.8;0.4;-1.9
603;56101 Restaurants;2011 4th quarter;84.8;90.8;4.1;1.4;83.2;89.4;1.0;1.8
604;56101 Restaurants;2011;82.4;88.9;5.1;2.4;82.4;88.9;5.1;2.4
605;56101 Restaurants;2012 1st quarter;73.9;78.6;4.5;2.2;84.2;89.7;1.2;0.3
606;56101 Restaurants;2012 2nd quarter;88.4;93.7;2.0;0.0;84.4;89.5;0.2;-0.2
607;56101 Restaurants;2012 3rd quarter;90.2;95.3;3.3;1.5;84.7;89.3;0.4;-0.2
608;56101 Restaurants;2012 4th quarter;86.1;90.2;1.5;-0.7;85.3;88.7;0.7;-0.7
609;56101 Restaurants;2012;84.6;89.5;2.8;0.7;84.6;89.3;2.8;0.5
610;56101 Restaurants;2013 1st quarter;73.9;76.8;0.0;-2.3;85.1;88.5;-0.2;-0.3
611;56101 Restaurants;2013 2nd quarter;91.2;94.4;3.2;0.7;87.1;90.3;2.3;2.1
612;56101 Restaurants;2013 3rd quarter;93.3;96.1;3.5;0.8;87.7;90.1;0.7;-0.3
613;56101 Restaurants;2013 4th quarter;90.5;92.8;5.0;2.9;89.0;91.3;1.5;1.4
614;56101 Restaurants;2013;87.2;90.0;3.1;0.6;87.2;90.0;3.0;0.8
615;56101 Restaurants;2014 1st quarter;79.5;81.2;7.5;5.6;91.4;93.3;2.7;2.2
616;56101 Restaurants;2014 2nd quarter;96.2;97.8;5.4;3.6;91.8;93.6;0.4;0.3
617;56101 Restaurants;2014 3rd quarter;98.8;100.1;5.8;4.2;92.8;93.7;1.1;0.2
618;56101 Restaurants;2014 4th quarter;97.6;98.7;7.8;6.3;96.1;97.1;3.6;3.6
619;56101 Restaurants;2014;93.0;94.4;6.6;4.9;93.0;94.5;6.6;4.9
620;56101 Restaurants;2015 1st quarter;84.6;85.2;6.5;5.0;97.3;97.9;1.2;0.8
621;56101 Restaurants;2015 2nd quarter;104.9;105.1;9.1;7.5;100.0;100.6;2.8;2.8
622;56101 Restaurants;2015 3rd quarter;105.6;105.4;6.9;5.3;99.0;98.6;-1.1;-2.1
623;56101 Restaurants;2015 4th quarter;104.9;104.3;7.5;5.7;103.6;102.9;4.7;4.4
624;56101 Restaurants;2015;100.0;100.0;7.5;5.9;100.0;100.0;7.5;5.9
625;56101 Restaurants;2016 1st quarter;90.6;89.6;7.0;5.2;103.1;101.8;-0.5;-1.1
626;56101 Restaurants;2016 2nd quarter;109.4;107.7;4.3;2.5;104.2;103.1;1.0;1.3
627;56101 Restaurants;2016 3rd quarter;115.4;113.4;9.3;7.6;107.9;105.9;3.6;2.7
628;56101 Restaurants;2016 4th quarter;110.3;108.0;5.2;3.6;109.3;106.8;1.3;0.9
629;56101 Restaurants;2016;106.4;104.7;6.4;4.7;106.1;104.4;6.1;4.4
630;56101 Restaurants;2017 1st quarter;97.6;94.9;7.7;5.9;112.5;109.1;2.9;2.1
631;56101 Restaurants;2017 2nd quarter;119.8;115.8;9.5;7.5;113.8;110.7;1.2;1.5
632;56101 Restaurants;2017 3rd quarter;123.5;119.0;7.0;4.9;115.2;111.0;1.2;0.2
633;56101 Restaurants;2017 4th quarter;117.7;113.1;6.7;4.7;117.0;112.2;1.5;1.1
634;56101 Restaurants;2017;114.6;110.7;7.7;5.8;114.6;110.7;8.0;6.1
635;56101 Restaurants;2018 1st quarter;104.1;99.2;6.7;4.6;119.3;113.2;2.0;0.9
636;56101 Restaurants;2018 2nd quarter;127.3;120.6;6.2;4.2;121.2;115.5;1.6;2.0
637;56101 Restaurants;2018 3rd quarter;128.9;121.6;4.3;2.2;121.4;114.5;0.2;-0.8
638;56101 Restaurants;2018 4th quarter;125.0;117.5;6.3;3.9;123.5;116.0;1.7;1.3
639;56101 Restaurants;2018;121.3;114.7;5.8;3.6;121.4;114.8;5.9;3.7
640;56101 Restaurants;2019 1st quarter;107.4;100.3;3.2;1.1;122.7;114.7;-0.6;-1.1
641;56101 Restaurants;2019 2nd quarter;130.5;120.8;2.6;0.1;124.5;115.2;1.4;0.4
642;56101 Restaurants;2019 3rd quarter;132.5;122.0;2.8;0.4;125.3;115.4;0.7;0.2
643;56101 Restaurants;2019 4th quarter;130.0;119.3;4.0;1.5;128.1;117.3;2.3;1.6
644;56101 Restaurants;2019;125.1;115.6;3.1;0.7;125.1;115.7;3.1;0.8
645;56101 Restaurants;2020 1st quarter;93.9;85.5;-12.6;-14.8;105.5;96.0;-17.7;-18.2
646;56101 Restaurants;2020 2nd quarter;53.6;;-58.9;;51.2;;-51.4;
647;56101 Restaurants;2020 3rd quarter;124.2;111.5;-6.3;-8.6;117.7;105.8;129.8;
648;56101 Restaurants;2020 4th quarter;51.7;;-60.2;;51.0;;-56.7;
649;56101 Restaurants;2020;80.9;;-35.4;;81.4;;-35.0;
650;56101 Restaurants;2021 1st quarter;41.3;;-56.0;;47.1;;-7.5;
651;56101 Restaurants;2021 2nd quarter;83.4;73.6;55.5;;79.6;70.3;68.8;
652;56101 Restaurants;2021 3rd quarter;145.6;127.0;17.2;13.9;137.7;120.2;73.1;70.9
653;56101 Restaurants;2021 4th quarter;100.2;86.8;93.8;;98.7;85.3;-28.4;-29.0
654;56101 Restaurants;2021;92.6;;14.5;;90.8;;11.6;
655;56101 Restaurants;2022 1st quarter;99.7;84.8;141.5;;112.2;95.3;13.7;11.7
656;56101 Restaurants;2022 2nd quarter;162.1;135.3;94.5;83.8;154.0;128.0;37.3;34.3
657;56101 Restaurants;2022 3rd quarter;161.7;132.3;11.0;4.2;154.1;126.2;0.1;-1.4
658;56101 Restaurants;2022 4th quarter;154.8;124.7;54.5;43.7;154.0;124.5;-0.1;-1.4
659;56101 Restaurants;2022;144.6;119.3;56.1;;143.6;118.5;58.1;49.1
660;56101 Restaurants;2023 1st quarter;138.9;109.6;39.3;29.3;158.9;125.5;3.2;0.9
661;56101 Restaurants;2023 2nd quarter;176.3;136.6;8.7;1.0;164.6;127.6;3.6;1.6
662;56101 Restaurants;2023 3rd quarter;176.1;135.4;8.9;2.4;166.6;128.1;1.2;0.4
663;56101 Restaurants;2023 4th quarter;166.6;126.8;7.6;1.7;167.4;127.3;0.4;-0.6
664;56101 Restaurants;2023;164.5;127.1;13.8;6.6;164.4;127.1;14.5;7.3
665;56102 Fastfood, ice-cream parlours;2005 1st quarter;59.9;76.3;;;71.4;89.9;;
666;56102 Fastfood, ice-cream parlours;2005 2nd quarter;79.3;100.6;;;73.3;92.9;2.6;3.3
667;56102 Fastfood, ice-cream parlours;2005 3rd quarter;84.8;107.1;;;75.2;96.0;2.7;3.3
668;56102 Fastfood, ice-cream parlours;2005 4th quarter;69.1;87.1;;;73.1;91.7;-2.8;-4.5
669;56102 Fastfood, ice-cream parlours;2005;73.3;92.8;;;73.3;92.6;;
670;56102 Fastfood, ice-cream parlours;2006 1st quarter;61.3;76.8;2.4;0.6;73.6;90.3;0.7;-1.5
671;56102 Fastfood, ice-cream parlours;2006 2nd quarter;80.0;99.9;0.9;-0.7;75.5;92.3;2.6;2.2
672;56102 Fastfood, ice-cream parlours;2006 3rd quarter;88.5;109.8;4.4;2.6;77.5;98.6;2.6;6.8
673;56102 Fastfood, ice-cream parlours;2006 4th quarter;74.0;91.5;7.2;5.0;77.2;96.3;-0.3;-2.4
674;56102 Fastfood, ice-cream parlours;2006;76.0;94.5;3.7;1.9;75.9;94.4;3.7;1.9
675;56102 Fastfood, ice-cream parlours;2007 1st quarter;68.5;82.7;11.7;7.7;78.0;96.9;1.1;0.7
676;56102 Fastfood, ice-cream parlours;2007 2nd quarter;88.1;105.6;10.0;5.8;81.8;97.9;4.8;1.0
677;56102 Fastfood, ice-cream parlours;2007 3rd quarter;88.8;106.2;0.4;-3.3;80.4;95.4;-1.7;-2.5
678;56102 Fastfood, ice-cream parlours;2007 4th quarter;75.8;90.0;2.4;-1.6;80.9;94.6;0.6;-0.8
679;56102 Fastfood, ice-cream parlours;2007;80.3;96.1;5.7;1.7;80.3;96.2;5.7;1.9
680;56102 Fastfood, ice-cream parlours;2008 1st quarter;69.9;81.5;2.1;-1.5;80.7;95.1;-0.2;0.5
681;56102 Fastfood, ice-cream parlours;2008 2nd quarter;86.8;100.5;-1.5;-4.9;80.1;93.3;-0.8;-1.9
682;56102 Fastfood, ice-cream parlours;2008 3rd quarter;88.1;101.8;-0.9;-4.2;79.4;91.6;-0.8;-1.8
683;56102 Fastfood, ice-cream parlours;2008 4th quarter;77.7;89.4;2.4;-0.7;82.3;93.9;3.6;2.5
684;56102 Fastfood, ice-cream parlours;2008;80.6;93.3;0.4;-3.0;80.6;93.5;0.4;-2.8
685;56102 Fastfood, ice-cream parlours;2009 1st quarter;71.0;81.0;1.6;-0.6;82.4;94.2;0.2;0.4
686;56102 Fastfood, ice-cream parlours;2009 2nd quarter;87.2;98.9;0.5;-1.6;81.5;92.0;-1.2;-2.4
687;56102 Fastfood, ice-cream parlours;2009 3rd quarter;90.2;101.9;2.4;0.1;80.8;91.8;-0.8;-0.2
688;56102 Fastfood, ice-cream parlours;2009 4th quarter;78.4;88.1;1.0;-1.5;82.0;92.4;1.5;0.6
689;56102 Fastfood, ice-cream parlours;2009;81.7;92.5;1.4;-0.9;81.7;92.6;1.3;-0.9
690;56102 Fastfood, ice-cream parlours;2010 1st quarter;68.7;76.6;-3.2;-5.4;80.2;89.0;-2.2;-3.7
691;56102 Fastfood, ice-cream parlours;2010 2nd quarter;86.4;96.1;-0.9;-2.9;80.4;89.5;0.2;0.6
692;56102 Fastfood, ice-cream parlours;2010 3rd quarter;92.7;102.8;2.8;0.9;82.4;92.7;2.5;3.5
693;56102 Fastfood, ice-cream parlours;2010 4th quarter;79.3;87.4;1.2;-0.7;84.1;91.7;2.0;-1.1
694;56102 Fastfood, ice-cream parlours;2010;81.8;90.7;0.1;-1.9;81.8;90.7;0.1;-2.1
695;56102 Fastfood, ice-cream parlours;2011 1st quarter;74.1;80.6;7.9;5.2;85.5;93.5;1.7;2.0
696;56102 Fastfood, ice-cream parlours;2011 2nd quarter;95.1;102.5;10.1;6.6;88.4;95.5;3.4;2.2
697;56102 Fastfood, ice-cream parlours;2011 3rd quarter;98.3;105.5;6.1;2.7;89.6;95.1;1.3;-0.4
698;56102 Fastfood, ice-cream parlours;2011 4th quarter;85.2;91.0;7.3;4.1;89.3;95.3;-0.3;0.2
699;56102 Fastfood, ice-cream parlours;2011;88.2;94.9;7.8;4.6;88.2;94.9;7.8;4.6
700;56102 Fastfood, ice-cream parlours;2012 1st quarter;78.3;82.9;5.7;2.9;89.5;96.2;0.2;1.0
701;56102 Fastfood, ice-cream parlours;2012 2nd quarter;96.0;101.0;0.9;-1.4;90.0;94.1;0.5;-2.2
702;56102 Fastfood, ice-cream parlours;2012 3rd quarter;99.7;104.6;1.4;-0.8;89.9;94.4;-0.1;0.3
703;56102 Fastfood, ice-cream parlours;2012 4th quarter;85.3;89.2;0.2;-2.0;90.0;93.4;0.1;-1.1
704;56102 Fastfood, ice-cream parlours;2012;89.8;94.4;1.9;-0.5;89.8;94.5;1.9;-0.4
705;56102 Fastfood, ice-cream parlours;2013 1st quarter;76.0;78.7;-3.0;-5.0;88.1;91.4;-2.0;-2.1
706;56102 Fastfood, ice-cream parlours;2013 2nd quarter;97.1;100.3;1.1;-0.7;90.3;93.5;2.5;2.3
707;56102 Fastfood, ice-cream parlours;2013 3rd quarter;101.0;104.0;1.3;-0.6;91.1;93.9;0.9;0.4
708;56102 Fastfood, ice-cream parlours;2013 4th quarter;87.4;89.8;2.5;0.7;91.5;93.8;0.3;0.0
709;56102 Fastfood, ice-cream parlours;2013;90.4;93.2;0.6;-1.3;90.3;93.2;0.5;-1.4
710;56102 Fastfood, ice-cream parlours;2014 1st quarter;83.0;84.4;9.2;7.2;96.4;98.1;5.4;4.5
711;56102 Fastfood, ice-cream parlours;2014 2nd quarter;101.5;102.8;4.6;2.4;94.5;95.7;-2.0;-2.4
712;56102 Fastfood, ice-cream parlours;2014 3rd quarter;105.1;106.2;4.1;2.1;94.9;96.0;0.5;0.3
713;56102 Fastfood, ice-cream parlours;2014 4th quarter;91.4;92.2;4.5;2.8;95.4;96.3;0.5;0.3
714;56102 Fastfood, ice-cream parlours;2014;95.2;96.4;5.4;3.4;95.3;96.5;5.6;3.6
715;56102 Fastfood, ice-cream parlours;2015 1st quarter;83.5;84.0;0.7;-0.5;97.1;97.7;1.8;1.5
716;56102 Fastfood, ice-cream parlours;2015 2nd quarter;107.1;107.2;5.5;4.4;99.8;99.9;2.8;2.2
717;56102 Fastfood, ice-cream parlours;2015 3rd quarter;110.1;109.9;4.7;3.5;99.4;99.3;-0.4;-0.6
718;56102 Fastfood, ice-cream parlours;2015 4th quarter;99.3;98.8;8.6;7.2;103.5;103.1;4.1;3.8
719;56102 Fastfood, ice-cream parlours;2015;100.0;100.0;5.0;3.7;99.9;100.0;4.9;3.6
720;56102 Fastfood, ice-cream parlours;2016 1st quarter;90.7;89.9;8.6;7.0;105.5;104.7;1.9;1.6
721;56102 Fastfood, ice-cream parlours;2016 2nd quarter;113.7;112.3;6.1;4.7;105.9;104.6;0.4;-0.1
722;56102 Fastfood, ice-cream parlours;2016 3rd quarter;123.9;120.9;12.6;10.0;111.9;109.3;5.7;4.5
723;56102 Fastfood, ice-cream parlours;2016 4th quarter;109.3;105.8;10.1;7.0;113.9;110.3;1.8;0.9
724;56102 Fastfood, ice-cream parlours;2016;109.4;107.2;9.4;7.2;109.3;107.2;9.4;7.2
725;56102 Fastfood, ice-cream parlours;2017 1st quarter;99.4;95.3;9.6;6.0;115.5;110.9;1.4;0.6
726;56102 Fastfood, ice-cream parlours;2017 2nd quarter;126.9;121.1;11.6;7.8;118.3;112.9;2.4;1.8
727;56102 Fastfood, ice-cream parlours;2017 3rd quarter;132.2;125.3;6.7;3.6;119.3;113.1;0.8;0.2
728;56102 Fastfood, ice-cream parlours;2017 4th quarter;117.3;110.6;7.3;4.6;122.3;115.4;2.5;2.0
729;56102 Fastfood, ice-cream parlours;2017;118.9;113.1;8.7;5.4;118.8;113.1;8.7;5.5
730;56102 Fastfood, ice-cream parlours;2018 1st quarter;107.4;100.5;8.1;5.4;124.7;116.5;1.9;1.0
731;56102 Fastfood, ice-cream parlours;2018 2nd quarter;137.9;128.0;8.7;5.7;128.7;119.3;3.2;2.4
732;56102 Fastfood, ice-cream parlours;2018 3rd quarter;143.4;132.0;8.5;5.4;129.9;119.7;0.9;0.3
733;56102 Fastfood, ice-cream parlours;2018 4th quarter;129.3;118.4;10.2;7.0;134.3;123.2;3.4;2.9
734;56102 Fastfood, ice-cream parlours;2018;129.5;119.7;8.9;5.9;129.4;119.7;8.9;5.8
735;56102 Fastfood, ice-cream parlours;2019 1st quarter;116.2;106.6;8.2;6.1;134.3;123.1;0.0;-0.1
736;56102 Fastfood, ice-cream parlours;2019 2nd quarter;145.0;132.4;5.1;3.4;134.8;122.9;0.4;-0.1
737;56102 Fastfood, ice-cream parlours;2019 3rd quarter;148.6;134.2;3.6;1.7;135.9;123.0;0.8;0.1
738;56102 Fastfood, ice-cream parlours;2019 4th quarter;135.3;121.9;4.7;2.9;140.1;126.3;3.1;2.7
739;56102 Fastfood, ice-cream parlours;2019;136.3;123.8;5.2;3.4;136.3;123.8;5.3;3.5
740;56102 Fastfood, ice-cream parlours;2020 1st quarter;110.1;98.6;-5.2;-7.5;126.7;113.3;-9.5;-10.3
741;56102 Fastfood, ice-cream parlours;2020 2nd quarter;102.8;91.7;-29.1;-30.7;95.6;85.2;-24.6;-24.8
742;56102 Fastfood, ice-cream parlours;2020 3rd quarter;149.1;131.8;0.4;-1.8;137.2;121.5;43.5;42.7
743;56102 Fastfood, ice-cream parlours;2020 4th quarter;107.5;94.4;-20.5;-22.6;111.1;97.6;-19.0;-19.7
744;56102 Fastfood, ice-cream parlours;2020;117.4;104.1;-13.8;-15.9;117.7;104.4;-13.7;-15.7
745;56102 Fastfood, ice-cream parlours;2021 1st quarter;99.7;87.0;-9.5;-11.7;114.5;99.7;3.0;2.2
746;56102 Fastfood, ice-cream parlours;2021 2nd quarter;140.8;121.9;36.9;32.8;131.1;113.4;14.4;13.7
747;56102 Fastfood, ice-cream parlours;2021 3rd quarter;169.2;144.5;13.5;9.6;155.4;133.5;18.6;17.7
748;56102 Fastfood, ice-cream parlours;2021 4th quarter;143.6;121.3;33.5;28.5;148.9;125.0;-4.2;-6.4
749;56102 Fastfood, ice-cream parlours;2021;138.3;118.7;17.8;14.0;137.5;117.9;16.9;12.9
750;56102 Fastfood, ice-cream parlours;2022 1st quarter;138.3;113.1;38.7;30.0;161.0;131.7;8.1;5.4
751;56102 Fastfood, ice-cream parlours;2022 2nd quarter;186.0;148.4;32.2;21.8;173.1;138.1;7.5;4.8
752;56102 Fastfood, ice-cream parlours;2022 3rd quarter;191.3;148.6;13.0;2.8;176.2;136.7;1.8;-1.0
753;56102 Fastfood, ice-cream parlours;2022 4th quarter;178.9;136.3;24.6;12.3;182.9;138.7;3.8;1.5
754;56102 Fastfood, ice-cream parlours;2022;173.6;136.6;25.5;15.1;173.3;136.3;26.0;15.6
755;56102 Fastfood, ice-cream parlours;2023 1st quarter;162.7;118.9;17.6;5.1;188.2;137.9;2.8;-0.6
756;56102 Fastfood, ice-cream parlours;2023 2nd quarter;202.9;144.7;9.0;-2.5;188.3;134.6;0.1;-2.4
757;56102 Fastfood, ice-cream parlours;2023 3rd quarter;204.4;143.4;6.8;-3.5;188.4;132.3;0.0;-1.7
758;56102 Fastfood, ice-cream parlours;2023 4th quarter;184.2;128.1;3.0;-6.0;189.2;130.7;0.5;-1.2
759;56102 Fastfood, ice-cream parlours;2023;188.5;133.8;8.6;-2.1;188.5;133.9;8.8;-1.8
760;562 Canteens and catering;2005 1st quarter;75.2;116.0;;;79.8;123.3;;
761;562 Canteens and catering;2005 2nd quarter;79.4;121.5;;;79.3;121.3;-0.7;-1.7
762;562 Canteens and catering;2005 3rd quarter;79.8;121.7;;;80.8;124.3;2.0;2.5
763;562 Canteens and catering;2005 4th quarter;86.7;131.4;;;81.2;122.1;0.4;-1.8
764;562 Canteens and catering;2005;80.3;122.7;;;80.3;122.8;;
765;562 Canteens and catering;2006 1st quarter;77.8;117.0;3.5;0.9;82.7;124.6;1.8;2.1
766;562 Canteens and catering;2006 2nd quarter;82.2;121.9;3.6;0.3;81.8;121.4;-1.1;-2.5
767;562 Canteens and catering;2006 3rd quarter;84.0;124.1;5.3;2.0;85.4;127.0;4.4;4.6
768;562 Canteens and catering;2006 4th quarter;92.5;135.4;6.7;3.0;86.4;125.6;1.1;-1.1
769;562 Canteens and catering;2006;84.1;124.6;4.8;1.6;84.1;124.6;4.7;1.5
770;562 Canteens and catering;2007 1st quarter;82.2;118.7;5.7;1.5;87.5;126.7;1.3;0.9
771;562 Canteens and catering;2007 2nd quarter;92.6;132.2;12.7;8.4;91.7;131.3;4.7;3.6
772;562 Canteens and catering;2007 3rd quarter;91.3;129.3;8.7;4.2;93.5;132.6;2.0;1.0
