ID;BedrijfstakkenBranchesSBI2008;KenmerkenBedrijfsbestelautoS;Perioden;BedrijfsbestelautoS_1
1309;A Landbouw, bosbouw en visserij;Voertuigbreedte: 175 tot 185 cm;2014;12443
1310;A Landbouw, bosbouw en visserij;Voertuigbreedte: 175 tot 185 cm;2015;13864
1311;A Landbouw, bosbouw en visserij;Voertuigbreedte: 175 tot 185 cm;2016;15002
1312;A Landbouw, bosbouw en visserij;Voertuigbreedte: 185 tot 195 cm;2009;9825
1313;A Landbouw, bosbouw en visserij;Voertuigbreedte: 185 tot 195 cm;2010;10435
1314;A Landbouw, bosbouw en visserij;Voertuigbreedte: 185 tot 195 cm;2011;10955
1315;A Landbouw, bosbouw en visserij;Voertuigbreedte: 185 tot 195 cm;2012;11377
1316;A Landbouw, bosbouw en visserij;Voertuigbreedte: 185 tot 195 cm;2013;11855
1317;A Landbouw, bosbouw en visserij;Voertuigbreedte: 185 tot 195 cm;2014;12315
1318;A Landbouw, bosbouw en visserij;Voertuigbreedte: 185 tot 195 cm;2015;13399
1319;A Landbouw, bosbouw en visserij;Voertuigbreedte: 185 tot 195 cm;2016;13994
1320;A Landbouw, bosbouw en visserij;Voertuigbreedte: 195 tot 205 cm;2009;4341
1321;A Landbouw, bosbouw en visserij;Voertuigbreedte: 195 tot 205 cm;2010;4377
1322;A Landbouw, bosbouw en visserij;Voertuigbreedte: 195 tot 205 cm;2011;4409
1323;A Landbouw, bosbouw en visserij;Voertuigbreedte: 195 tot 205 cm;2012;4522
1324;A Landbouw, bosbouw en visserij;Voertuigbreedte: 195 tot 205 cm;2013;4519
1325;A Landbouw, bosbouw en visserij;Voertuigbreedte: 195 tot 205 cm;2014;4642
1326;A Landbouw, bosbouw en visserij;Voertuigbreedte: 195 tot 205 cm;2015;5234
1327;A Landbouw, bosbouw en visserij;Voertuigbreedte: 195 tot 205 cm;2016;5610
1328;A Landbouw, bosbouw en visserij;Voertuigbreedte: 205 cm of meer;2009;2011
1329;A Landbouw, bosbouw en visserij;Voertuigbreedte: 205 cm of meer;2010;2107
1330;A Landbouw, bosbouw en visserij;Voertuigbreedte: 205 cm of meer;2011;2184
1331;A Landbouw, bosbouw en visserij;Voertuigbreedte: 205 cm of meer;2012;2304
1332;A Landbouw, bosbouw en visserij;Voertuigbreedte: 205 cm of meer;2013;2407
1333;A Landbouw, bosbouw en visserij;Voertuigbreedte: 205 cm of meer;2014;2568
1334;A Landbouw, bosbouw en visserij;Voertuigbreedte: 205 cm of meer;2015;2850
1335;A Landbouw, bosbouw en visserij;Voertuigbreedte: 205 cm of meer;2016;3062
1336;A Landbouw, bosbouw en visserij;Voertuigbreedte: onbekend;2009;1772
1337;A Landbouw, bosbouw en visserij;Voertuigbreedte: onbekend;2010;2124
1338;A Landbouw, bosbouw en visserij;Voertuigbreedte: onbekend;2011;2358
1339;A Landbouw, bosbouw en visserij;Voertuigbreedte: onbekend;2012;2240
1340;A Landbouw, bosbouw en visserij;Voertuigbreedte: onbekend;2013;2194
1341;A Landbouw, bosbouw en visserij;Voertuigbreedte: onbekend;2014;2005
1342;A Landbouw, bosbouw en visserij;Voertuigbreedte: onbekend;2015;2
1343;A Landbouw, bosbouw en visserij;Voertuigbreedte: onbekend;2016;2
1344;B Delfstoffenwinning;Totaal;2009;253
1345;B Delfstoffenwinning;Totaal;2010;244
1346;B Delfstoffenwinning;Totaal;2011;434
1347;B Delfstoffenwinning;Totaal;2012;238
1348;B Delfstoffenwinning;Totaal;2013;276
1349;B Delfstoffenwinning;Totaal;2014;335
1350;B Delfstoffenwinning;Totaal;2015;288
1351;B Delfstoffenwinning;Totaal;2016;330
1352;B Delfstoffenwinning;Brandstofsoort: benzine;2009;3
1353;B Delfstoffenwinning;Brandstofsoort: benzine;2010;2
1354;B Delfstoffenwinning;Brandstofsoort: benzine;2011;7
1355;B Delfstoffenwinning;Brandstofsoort: benzine;2012;3
1356;B Delfstoffenwinning;Brandstofsoort: benzine;2013;6
1357;B Delfstoffenwinning;Brandstofsoort: benzine;2014;7
1358;B Delfstoffenwinning;Brandstofsoort: benzine;2015;6
1359;B Delfstoffenwinning;Brandstofsoort: benzine;2016;6
1360;B Delfstoffenwinning;Brandstofsoort: diesel;2009;248
1361;B Delfstoffenwinning;Brandstofsoort: diesel;2010;238
1362;B Delfstoffenwinning;Brandstofsoort: diesel;2011;421
1363;B Delfstoffenwinning;Brandstofsoort: diesel;2012;228
1364;B Delfstoffenwinning;Brandstofsoort: diesel;2013;261
1365;B Delfstoffenwinning;Brandstofsoort: diesel;2014;318
1366;B Delfstoffenwinning;Brandstofsoort: diesel;2015;273
1367;B Delfstoffenwinning;Brandstofsoort: diesel;2016;315
1368;B Delfstoffenwinning;Brandstofsoort: overige;2009;2
1369;B Delfstoffenwinning;Brandstofsoort: overige;2010;4
1370;B Delfstoffenwinning;Brandstofsoort: overige;2011;6
1371;B Delfstoffenwinning;Brandstofsoort: overige;2012;7
1372;B Delfstoffenwinning;Brandstofsoort: overige;2013;9
1373;B Delfstoffenwinning;Brandstofsoort: overige;2014;10
1374;B Delfstoffenwinning;Brandstofsoort: overige;2015;9
1375;B Delfstoffenwinning;Brandstofsoort: overige;2016;9
1376;B Delfstoffenwinning;Leeftijd: 0 tot 4 jaar;2009;102
1377;B Delfstoffenwinning;Leeftijd: 0 tot 4 jaar;2010;91
1378;B Delfstoffenwinning;Leeftijd: 0 tot 4 jaar;2011;205
1379;B Delfstoffenwinning;Leeftijd: 0 tot 4 jaar;2012;80
1380;B Delfstoffenwinning;Leeftijd: 0 tot 4 jaar;2013;102
1381;B Delfstoffenwinning;Leeftijd: 0 tot 4 jaar;2014;142
1382;B Delfstoffenwinning;Leeftijd: 0 tot 4 jaar;2015;105
1383;B Delfstoffenwinning;Leeftijd: 0 tot 4 jaar;2016;129
1384;B Delfstoffenwinning;Leeftijd: 4 tot 10 jaar;2009;93
1385;B Delfstoffenwinning;Leeftijd: 4 tot 10 jaar;2010;93
1386;B Delfstoffenwinning;Leeftijd: 4 tot 10 jaar;2011;166
1387;B Delfstoffenwinning;Leeftijd: 4 tot 10 jaar;2012;107
1388;B Delfstoffenwinning;Leeftijd: 4 tot 10 jaar;2013;108
1389;B Delfstoffenwinning;Leeftijd: 4 tot 10 jaar;2014;115
1390;B Delfstoffenwinning;Leeftijd: 4 tot 10 jaar;2015;114
1391;B Delfstoffenwinning;Leeftijd: 4 tot 10 jaar;2016;124
1392;B Delfstoffenwinning;Leeftijd: 10 jaar of ouder;2009;58
1393;B Delfstoffenwinning;Leeftijd: 10 jaar of ouder;2010;60
1394;B Delfstoffenwinning;Leeftijd: 10 jaar of ouder;2011;63
1395;B Delfstoffenwinning;Leeftijd: 10 jaar of ouder;2012;51
1396;B Delfstoffenwinning;Leeftijd: 10 jaar of ouder;2013;66
1397;B Delfstoffenwinning;Leeftijd: 10 jaar of ouder;2014;78
1398;B Delfstoffenwinning;Leeftijd: 10 jaar of ouder;2015;69
1399;B Delfstoffenwinning;Leeftijd: 10 jaar of ouder;2016;77
1400;B Delfstoffenwinning;Leeftijd: onbekend;2009;0
1401;B Delfstoffenwinning;Leeftijd: onbekend;2010;0
1402;B Delfstoffenwinning;Leeftijd: onbekend;2011;0
1403;B Delfstoffenwinning;Leeftijd: onbekend;2012;0
1404;B Delfstoffenwinning;Leeftijd: onbekend;2013;0
1405;B Delfstoffenwinning;Leeftijd: onbekend;2014;0
1406;B Delfstoffenwinning;Leeftijd: onbekend;2015;0
1407;B Delfstoffenwinning;Leeftijd: onbekend;2016;0
1408;B Delfstoffenwinning;Laadvermogen: minder dan 600 kg;2009;36
1409;B Delfstoffenwinning;Laadvermogen: minder dan 600 kg;2010;32
1410;B Delfstoffenwinning;Laadvermogen: minder dan 600 kg;2011;45
1411;B Delfstoffenwinning;Laadvermogen: minder dan 600 kg;2012;34
1412;B Delfstoffenwinning;Laadvermogen: minder dan 600 kg;2013;36
1413;B Delfstoffenwinning;Laadvermogen: minder dan 600 kg;2014;43
1414;B Delfstoffenwinning;Laadvermogen: minder dan 600 kg;2015;30
1415;B Delfstoffenwinning;Laadvermogen: minder dan 600 kg;2016;29
1416;B Delfstoffenwinning;Laadvermogen: 600 tot 1 000 kg;2009;138
1417;B Delfstoffenwinning;Laadvermogen: 600 tot 1 000 kg;2010;136
1418;B Delfstoffenwinning;Laadvermogen: 600 tot 1 000 kg;2011;164
1419;B Delfstoffenwinning;Laadvermogen: 600 tot 1 000 kg;2012;122
1420;B Delfstoffenwinning;Laadvermogen: 600 tot 1 000 kg;2013;157
1421;B Delfstoffenwinning;Laadvermogen: 600 tot 1 000 kg;2014;195
1422;B Delfstoffenwinning;Laadvermogen: 600 tot 1 000 kg;2015;184
1423;B Delfstoffenwinning;Laadvermogen: 600 tot 1 000 kg;2016;208
1424;B Delfstoffenwinning;Laadvermogen: 1 000 tot 1 500 kg;2009;71
1425;B Delfstoffenwinning;Laadvermogen: 1 000 tot 1 500 kg;2010;68
1426;B Delfstoffenwinning;Laadvermogen: 1 000 tot 1 500 kg;2011;217
1427;B Delfstoffenwinning;Laadvermogen: 1 000 tot 1 500 kg;2012;76
1428;B Delfstoffenwinning;Laadvermogen: 1 000 tot 1 500 kg;2013;75
1429;B Delfstoffenwinning;Laadvermogen: 1 000 tot 1 500 kg;2014;90
1430;B Delfstoffenwinning;Laadvermogen: 1 000 tot 1 500 kg;2015;66
1431;B Delfstoffenwinning;Laadvermogen: 1 000 tot 1 500 kg;2016;84
1432;B Delfstoffenwinning;Laadvermogen: 1 500 kg of meer;2009;8
1433;B Delfstoffenwinning;Laadvermogen: 1 500 kg of meer;2010;8
1434;B Delfstoffenwinning;Laadvermogen: 1 500 kg of meer;2011;8
1435;B Delfstoffenwinning;Laadvermogen: 1 500 kg of meer;2012;6
1436;B Delfstoffenwinning;Laadvermogen: 1 500 kg of meer;2013;8
1437;B Delfstoffenwinning;Laadvermogen: 1 500 kg of meer;2014;7
1438;B Delfstoffenwinning;Laadvermogen: 1 500 kg of meer;2015;8
1439;B Delfstoffenwinning;Laadvermogen: 1 500 kg of meer;2016;9
1440;B Delfstoffenwinning;Laadvermogen: onbekend;2009;0
1441;B Delfstoffenwinning;Laadvermogen: onbekend;2010;0
1442;B Delfstoffenwinning;Laadvermogen: onbekend;2011;0
1443;B Delfstoffenwinning;Laadvermogen: onbekend;2012;0
1444;B Delfstoffenwinning;Laadvermogen: onbekend;2013;0
1445;B Delfstoffenwinning;Laadvermogen: onbekend;2014;0
1446;B Delfstoffenwinning;Laadvermogen: onbekend;2015;0
1447;B Delfstoffenwinning;Laadvermogen: onbekend;2016;0
1448;B Delfstoffenwinning;Gewicht volle wagen: tot 2 000 kg;2009;58
1449;B Delfstoffenwinning;Gewicht volle wagen: tot 2 000 kg;2010;61
1450;B Delfstoffenwinning;Gewicht volle wagen: tot 2 000 kg;2011;65
1451;B Delfstoffenwinning;Gewicht volle wagen: tot 2 000 kg;2012;47
1452;B Delfstoffenwinning;Gewicht volle wagen: tot 2 000 kg;2013;41
1453;B Delfstoffenwinning;Gewicht volle wagen: tot 2 000 kg;2014;56
1454;B Delfstoffenwinning;Gewicht volle wagen: tot 2 000 kg;2015;38
1455;B Delfstoffenwinning;Gewicht volle wagen: tot 2 000 kg;2016;43
1456;B Delfstoffenwinning;Gewicht volle wagen: 2 000 tot 2 500 kg;2009;47
1457;B Delfstoffenwinning;Gewicht volle wagen: 2 000 tot 2 500 kg;2010;42
1458;B Delfstoffenwinning;Gewicht volle wagen: 2 000 tot 2 500 kg;2011;68
1459;B Delfstoffenwinning;Gewicht volle wagen: 2 000 tot 2 500 kg;2012;48
1460;B Delfstoffenwinning;Gewicht volle wagen: 2 000 tot 2 500 kg;2013;67
1461;B Delfstoffenwinning;Gewicht volle wagen: 2 000 tot 2 500 kg;2014;80
1462;B Delfstoffenwinning;Gewicht volle wagen: 2 000 tot 2 500 kg;2015;70
1463;B Delfstoffenwinning;Gewicht volle wagen: 2 000 tot 2 500 kg;2016;74
1464;B Delfstoffenwinning;Gewicht volle wagen: 2 500 tot 3 000 kg;2009;102
1465;B Delfstoffenwinning;Gewicht volle wagen: 2 500 tot 3 000 kg;2010;96
1466;B Delfstoffenwinning;Gewicht volle wagen: 2 500 tot 3 000 kg;2011;100
1467;B Delfstoffenwinning;Gewicht volle wagen: 2 500 tot 3 000 kg;2012;85
1468;B Delfstoffenwinning;Gewicht volle wagen: 2 500 tot 3 000 kg;2013;90
1469;B Delfstoffenwinning;Gewicht volle wagen: 2 500 tot 3 000 kg;2014;111
1470;B Delfstoffenwinning;Gewicht volle wagen: 2 500 tot 3 000 kg;2015;107
1471;B Delfstoffenwinning;Gewicht volle wagen: 2 500 tot 3 000 kg;2016;114
1472;B Delfstoffenwinning;Gewicht volle wagen: 3 000 tot 3 500 kg;2009;46
1473;B Delfstoffenwinning;Gewicht volle wagen: 3 000 tot 3 500 kg;2010;45
1474;B Delfstoffenwinning;Gewicht volle wagen: 3 000 tot 3 500 kg;2011;201
1475;B Delfstoffenwinning;Gewicht volle wagen: 3 000 tot 3 500 kg;2012;58
1476;B Delfstoffenwinning;Gewicht volle wagen: 3 000 tot 3 500 kg;2013;78
1477;B Delfstoffenwinning;Gewicht volle wagen: 3 000 tot 3 500 kg;2014;88
1478;B Delfstoffenwinning;Gewicht volle wagen: 3 000 tot 3 500 kg;2015;73
1479;B Delfstoffenwinning;Gewicht volle wagen: 3 000 tot 3 500 kg;2016;99
1480;B Delfstoffenwinning;Gewicht volle wagen: onbekend;2009;0
1481;B Delfstoffenwinning;Gewicht volle wagen: onbekend;2010;0
1482;B Delfstoffenwinning;Gewicht volle wagen: onbekend;2011;0
1483;B Delfstoffenwinning;Gewicht volle wagen: onbekend;2012;0
1484;B Delfstoffenwinning;Gewicht volle wagen: onbekend;2013;0
1485;B Delfstoffenwinning;Gewicht volle wagen: onbekend;2014;0
1486;B Delfstoffenwinning;Gewicht volle wagen: onbekend;2015;0
1487;B Delfstoffenwinning;Gewicht volle wagen: onbekend;2016;0
1488;B Delfstoffenwinning;Voertuigbreedte: 0 tot 175 cm;2009;61
1489;B Delfstoffenwinning;Voertuigbreedte: 0 tot 175 cm;2010;63
1490;B Delfstoffenwinning;Voertuigbreedte: 0 tot 175 cm;2011;63
1491;B Delfstoffenwinning;Voertuigbreedte: 0 tot 175 cm;2012;46
1492;B Delfstoffenwinning;Voertuigbreedte: 0 tot 175 cm;2013;44
1493;B Delfstoffenwinning;Voertuigbreedte: 0 tot 175 cm;2014;48
1494;B Delfstoffenwinning;Voertuigbreedte: 0 tot 175 cm;2015;38
1495;B Delfstoffenwinning;Voertuigbreedte: 0 tot 175 cm;2016;38
1496;B Delfstoffenwinning;Voertuigbreedte: 175 tot 185 cm;2009;70
1497;B Delfstoffenwinning;Voertuigbreedte: 175 tot 185 cm;2010;65
1498;B Delfstoffenwinning;Voertuigbreedte: 175 tot 185 cm;2011;77
1499;B Delfstoffenwinning;Voertuigbreedte: 175 tot 185 cm;2012;68
1500;B Delfstoffenwinning;Voertuigbreedte: 175 tot 185 cm;2013;82
1501;B Delfstoffenwinning;Voertuigbreedte: 175 tot 185 cm;2014;112
1502;B Delfstoffenwinning;Voertuigbreedte: 175 tot 185 cm;2015;90
1503;B Delfstoffenwinning;Voertuigbreedte: 175 tot 185 cm;2016;98
1504;B Delfstoffenwinning;Voertuigbreedte: 185 tot 195 cm;2009;52
1505;B Delfstoffenwinning;Voertuigbreedte: 185 tot 195 cm;2010;54
1506;B Delfstoffenwinning;Voertuigbreedte: 185 tot 195 cm;2011;200
1507;B Delfstoffenwinning;Voertuigbreedte: 185 tot 195 cm;2012;59
1508;B Delfstoffenwinning;Voertuigbreedte: 185 tot 195 cm;2013;62
1509;B Delfstoffenwinning;Voertuigbreedte: 185 tot 195 cm;2014;82
1510;B Delfstoffenwinning;Voertuigbreedte: 185 tot 195 cm;2015;80
1511;B Delfstoffenwinning;Voertuigbreedte: 185 tot 195 cm;2016;112
1512;B Delfstoffenwinning;Voertuigbreedte: 195 tot 205 cm;2009;45
1513;B Delfstoffenwinning;Voertuigbreedte: 195 tot 205 cm;2010;40
1514;B Delfstoffenwinning;Voertuigbreedte: 195 tot 205 cm;2011;34
1515;B Delfstoffenwinning;Voertuigbreedte: 195 tot 205 cm;2012;39
1516;B Delfstoffenwinning;Voertuigbreedte: 195 tot 205 cm;2013;40
1517;B Delfstoffenwinning;Voertuigbreedte: 195 tot 205 cm;2014;57
1518;B Delfstoffenwinning;Voertuigbreedte: 195 tot 205 cm;2015;54
1519;B Delfstoffenwinning;Voertuigbreedte: 195 tot 205 cm;2016;53
1520;B Delfstoffenwinning;Voertuigbreedte: 205 cm of meer;2009;16
1521;B Delfstoffenwinning;Voertuigbreedte: 205 cm of meer;2010;17
1522;B Delfstoffenwinning;Voertuigbreedte: 205 cm of meer;2011;20
1523;B Delfstoffenwinning;Voertuigbreedte: 205 cm of meer;2012;16
1524;B Delfstoffenwinning;Voertuigbreedte: 205 cm of meer;2013;28
1525;B Delfstoffenwinning;Voertuigbreedte: 205 cm of meer;2014;26
1526;B Delfstoffenwinning;Voertuigbreedte: 205 cm of meer;2015;26
1527;B Delfstoffenwinning;Voertuigbreedte: 205 cm of meer;2016;29
1528;B Delfstoffenwinning;Voertuigbreedte: onbekend;2009;9
1529;B Delfstoffenwinning;Voertuigbreedte: onbekend;2010;5
1530;B Delfstoffenwinning;Voertuigbreedte: onbekend;2011;40
1531;B Delfstoffenwinning;Voertuigbreedte: onbekend;2012;10
1532;B Delfstoffenwinning;Voertuigbreedte: onbekend;2013;20
1533;B Delfstoffenwinning;Voertuigbreedte: onbekend;2014;10
1534;B Delfstoffenwinning;Voertuigbreedte: onbekend;2015;0
1535;B Delfstoffenwinning;Voertuigbreedte: onbekend;2016;0
1536;C Industrie;Totaal;2009;64314
1537;C Industrie;Totaal;2010;64840
1538;C Industrie;Totaal;2011;66256
1539;C Industrie;Totaal;2012;65037
1540;C Industrie;Totaal;2013;65570
1541;C Industrie;Totaal;2014;64561
1542;C Industrie;Totaal;2015;64285
1543;C Industrie;Totaal;2016;67331
1544;C Industrie;Brandstofsoort: benzine;2009;1496
1545;C Industrie;Brandstofsoort: benzine;2010;1263
1546;C Industrie;Brandstofsoort: benzine;2011;1326
1547;C Industrie;Brandstofsoort: benzine;2012;1051
1548;C Industrie;Brandstofsoort: benzine;2013;1004
1549;C Industrie;Brandstofsoort: benzine;2014;910
1550;C Industrie;Brandstofsoort: benzine;2015;922
1551;C Industrie;Brandstofsoort: benzine;2016;1022
1552;C Industrie;Brandstofsoort: diesel;2009;61857
1553;C Industrie;Brandstofsoort: diesel;2010;62559
1554;C Industrie;Brandstofsoort: diesel;2011;63847
1555;C Industrie;Brandstofsoort: diesel;2012;62837
1556;C Industrie;Brandstofsoort: diesel;2013;63320
1557;C Industrie;Brandstofsoort: diesel;2014;62388
1558;C Industrie;Brandstofsoort: diesel;2015;62063
1559;C Industrie;Brandstofsoort: diesel;2016;64911
1560;C Industrie;Brandstofsoort: overige;2009;961
1561;C Industrie;Brandstofsoort: overige;2010;1018
1562;C Industrie;Brandstofsoort: overige;2011;1083
1563;C Industrie;Brandstofsoort: overige;2012;1149
1564;C Industrie;Brandstofsoort: overige;2013;1246
1565;C Industrie;Brandstofsoort: overige;2014;1262
1566;C Industrie;Brandstofsoort: overige;2015;1300
1567;C Industrie;Brandstofsoort: overige;2016;1398
1568;C Industrie;Leeftijd: 0 tot 4 jaar;2009;24935
1569;C Industrie;Leeftijd: 0 tot 4 jaar;2010;23564
1570;C Industrie;Leeftijd: 0 tot 4 jaar;2011;21569
1571;C Industrie;Leeftijd: 0 tot 4 jaar;2012;18605
1572;C Industrie;Leeftijd: 0 tot 4 jaar;2013;18922
1573;C Industrie;Leeftijd: 0 tot 4 jaar;2014;18910
1574;C Industrie;Leeftijd: 0 tot 4 jaar;2015;17756
1575;C Industrie;Leeftijd: 0 tot 4 jaar;2016;19478
1576;C Industrie;Leeftijd: 4 tot 10 jaar;2009;26630
1577;C Industrie;Leeftijd: 4 tot 10 jaar;2010;26973
1578;C Industrie;Leeftijd: 4 tot 10 jaar;2011;28917
1579;C Industrie;Leeftijd: 4 tot 10 jaar;2012;29905
1580;C Industrie;Leeftijd: 4 tot 10 jaar;2013;29437
1581;C Industrie;Leeftijd: 4 tot 10 jaar;2014;27317
1582;C Industrie;Leeftijd: 4 tot 10 jaar;2015;27221
1583;C Industrie;Leeftijd: 4 tot 10 jaar;2016;27443
1584;C Industrie;Leeftijd: 10 jaar of ouder;2009;12749
1585;C Industrie;Leeftijd: 10 jaar of ouder;2010;14303
1586;C Industrie;Leeftijd: 10 jaar of ouder;2011;15770
1587;C Industrie;Leeftijd: 10 jaar of ouder;2012;16527
1588;C Industrie;Leeftijd: 10 jaar of ouder;2013;17211
1589;C Industrie;Leeftijd: 10 jaar of ouder;2014;18334
1590;C Industrie;Leeftijd: 10 jaar of ouder;2015;19308
1591;C Industrie;Leeftijd: 10 jaar of ouder;2016;20410
1592;C Industrie;Leeftijd: onbekend;2009;0
1593;C Industrie;Leeftijd: onbekend;2010;0
1594;C Industrie;Leeftijd: onbekend;2011;0
1595;C Industrie;Leeftijd: onbekend;2012;0
1596;C Industrie;Leeftijd: onbekend;2013;0
1597;C Industrie;Leeftijd: onbekend;2014;0
1598;C Industrie;Leeftijd: onbekend;2015;0
1599;C Industrie;Leeftijd: onbekend;2016;0
1600;C Industrie;Laadvermogen: minder dan 600 kg;2009;8117
1601;C Industrie;Laadvermogen: minder dan 600 kg;2010;7934
1602;C Industrie;Laadvermogen: minder dan 600 kg;2011;7809
1603;C Industrie;Laadvermogen: minder dan 600 kg;2012;7394
1604;C Industrie;Laadvermogen: minder dan 600 kg;2013;7190
1605;C Industrie;Laadvermogen: minder dan 600 kg;2014;6726
1606;C Industrie;Laadvermogen: minder dan 600 kg;2015;6464
1607;C Industrie;Laadvermogen: minder dan 600 kg;2016;6241
1608;C Industrie;Laadvermogen: 600 tot 1 000 kg;2009;28079
1609;C Industrie;Laadvermogen: 600 tot 1 000 kg;2010;28565
1610;C Industrie;Laadvermogen: 600 tot 1 000 kg;2011;29300
1611;C Industrie;Laadvermogen: 600 tot 1 000 kg;2012;29269
1612;C Industrie;Laadvermogen: 600 tot 1 000 kg;2013;29930
1613;C Industrie;Laadvermogen: 600 tot 1 000 kg;2014;29992
1614;C Industrie;Laadvermogen: 600 tot 1 000 kg;2015;30311
1615;C Industrie;Laadvermogen: 600 tot 1 000 kg;2016;32157
1616;C Industrie;Laadvermogen: 1 000 tot 1 500 kg;2009;23030
1617;C Industrie;Laadvermogen: 1 000 tot 1 500 kg;2010;23390
1618;C Industrie;Laadvermogen: 1 000 tot 1 500 kg;2011;23928
1619;C Industrie;Laadvermogen: 1 000 tot 1 500 kg;2012;23548
1620;C Industrie;Laadvermogen: 1 000 tot 1 500 kg;2013;23854
1621;C Industrie;Laadvermogen: 1 000 tot 1 500 kg;2014;23500
1622;C Industrie;Laadvermogen: 1 000 tot 1 500 kg;2015;23475
1623;C Industrie;Laadvermogen: 1 000 tot 1 500 kg;2016;24870
1624;C Industrie;Laadvermogen: 1 500 kg of meer;2009;5080
1625;C Industrie;Laadvermogen: 1 500 kg of meer;2010;4942
1626;C Industrie;Laadvermogen: 1 500 kg of meer;2011;5209
1627;C Industrie;Laadvermogen: 1 500 kg of meer;2012;4816
1628;C Industrie;Laadvermogen: 1 500 kg of meer;2013;4587
1629;C Industrie;Laadvermogen: 1 500 kg of meer;2014;4333
1630;C Industrie;Laadvermogen: 1 500 kg of meer;2015;4025
1631;C Industrie;Laadvermogen: 1 500 kg of meer;2016;4055
1632;C Industrie;Laadvermogen: onbekend;2009;8
1633;C Industrie;Laadvermogen: onbekend;2010;9
1634;C Industrie;Laadvermogen: onbekend;2011;10
1635;C Industrie;Laadvermogen: onbekend;2012;10
1636;C Industrie;Laadvermogen: onbekend;2013;9
1637;C Industrie;Laadvermogen: onbekend;2014;10
1638;C Industrie;Laadvermogen: onbekend;2015;10
1639;C Industrie;Laadvermogen: onbekend;2016;8
1640;C Industrie;Gewicht volle wagen: tot 2 000 kg;2009;12229
1641;C Industrie;Gewicht volle wagen: tot 2 000 kg;2010;11769
1642;C Industrie;Gewicht volle wagen: tot 2 000 kg;2011;11616
1643;C Industrie;Gewicht volle wagen: tot 2 000 kg;2012;10971
1644;C Industrie;Gewicht volle wagen: tot 2 000 kg;2013;10796
1645;C Industrie;Gewicht volle wagen: tot 2 000 kg;2014;10265
1646;C Industrie;Gewicht volle wagen: tot 2 000 kg;2015;9958
1647;C Industrie;Gewicht volle wagen: tot 2 000 kg;2016;10005
