ID;Geslacht;Leeftijd;Perioden;Overledenen_1;Immigratie_2;EmigratieInclusiefCorrecties_3;MigratiesaldoInclusiefCorrecties_4
411;Mannen en Vrouwen;7 jaar;2039;5;1283;1252;31
412;Mannen en Vrouwen;7 jaar;2040;5;1282;1249;33
413;Mannen en Vrouwen;7 jaar;2041;4;1278;1245;33
414;Mannen en Vrouwen;7 jaar;2042;3;1272;1242;30
415;Mannen en Vrouwen;7 jaar;2043;3;1269;1239;30
416;Mannen en Vrouwen;7 jaar;2044;3;1267;1234;33
417;Mannen en Vrouwen;7 jaar;2045;3;1265;1230;35
418;Mannen en Vrouwen;7 jaar;2046;3;1264;1229;35
419;Mannen en Vrouwen;7 jaar;2047;3;1263;1225;38
420;Mannen en Vrouwen;7 jaar;2048;3;1261;1222;39
421;Mannen en Vrouwen;7 jaar;2049;3;1259;1221;38
422;Mannen en Vrouwen;7 jaar;2050;3;1258;1220;38
423;Mannen en Vrouwen;7 jaar;2051;3;1256;1218;38
424;Mannen en Vrouwen;7 jaar;2052;3;1259;1219;40
425;Mannen en Vrouwen;7 jaar;2053;2;1258;1219;39
426;Mannen en Vrouwen;7 jaar;2054;2;1258;1221;37
427;Mannen en Vrouwen;7 jaar;2055;2;1258;1222;36
428;Mannen en Vrouwen;7 jaar;2056;2;1256;1224;32
429;Mannen en Vrouwen;7 jaar;2057;2;1256;1225;31
430;Mannen en Vrouwen;7 jaar;2058;2;1255;1227;28
431;Mannen en Vrouwen;7 jaar;2059;2;1255;1228;27
432;Mannen en Vrouwen;8 jaar;2012;14;1312;1285;27
433;Mannen en Vrouwen;8 jaar;2013;13;1296;1256;40
434;Mannen en Vrouwen;8 jaar;2014;12;1284;1242;42
435;Mannen en Vrouwen;8 jaar;2015;12;1288;1232;56
436;Mannen en Vrouwen;8 jaar;2016;12;1307;1213;94
437;Mannen en Vrouwen;8 jaar;2017;11;1320;1190;130
438;Mannen en Vrouwen;8 jaar;2018;11;1318;1204;114
439;Mannen en Vrouwen;8 jaar;2019;9;1307;1177;130
440;Mannen en Vrouwen;8 jaar;2020;9;1294;1162;132
441;Mannen en Vrouwen;8 jaar;2021;9;1279;1152;127
442;Mannen en Vrouwen;8 jaar;2022;9;1263;1147;116
443;Mannen en Vrouwen;8 jaar;2023;8;1259;1146;113
444;Mannen en Vrouwen;8 jaar;2024;8;1251;1144;107
445;Mannen en Vrouwen;8 jaar;2025;8;1248;1146;102
446;Mannen en Vrouwen;8 jaar;2026;8;1245;1145;100
447;Mannen en Vrouwen;8 jaar;2027;8;1242;1144;98
448;Mannen en Vrouwen;8 jaar;2028;8;1241;1142;99
449;Mannen en Vrouwen;8 jaar;2029;6;1234;1143;91
450;Mannen en Vrouwen;8 jaar;2030;6;1231;1143;88
451;Mannen en Vrouwen;8 jaar;2031;6;1226;1142;84
452;Mannen en Vrouwen;8 jaar;2032;6;1221;1143;78
453;Mannen en Vrouwen;8 jaar;2033;6;1219;1144;75
454;Mannen en Vrouwen;8 jaar;2034;6;1218;1143;75
455;Mannen en Vrouwen;8 jaar;2035;5;1212;1144;68
456;Mannen en Vrouwen;8 jaar;2036;5;1210;1143;67
457;Mannen en Vrouwen;8 jaar;2037;5;1209;1142;67
458;Mannen en Vrouwen;8 jaar;2038;5;1203;1143;60
459;Mannen en Vrouwen;8 jaar;2039;5;1201;1140;61
460;Mannen en Vrouwen;8 jaar;2040;5;1198;1139;59
461;Mannen en Vrouwen;8 jaar;2041;5;1194;1136;58
462;Mannen en Vrouwen;8 jaar;2042;4;1191;1133;58
463;Mannen en Vrouwen;8 jaar;2043;3;1188;1129;59
464;Mannen en Vrouwen;8 jaar;2044;3;1187;1126;61
465;Mannen en Vrouwen;8 jaar;2045;3;1183;1122;61
466;Mannen en Vrouwen;8 jaar;2046;3;1181;1119;62
467;Mannen en Vrouwen;8 jaar;2047;3;1181;1116;65
468;Mannen en Vrouwen;8 jaar;2048;3;1179;1114;65
469;Mannen en Vrouwen;8 jaar;2049;3;1178;1111;67
470;Mannen en Vrouwen;8 jaar;2050;3;1176;1110;66
471;Mannen en Vrouwen;8 jaar;2051;3;1176;1110;66
472;Mannen en Vrouwen;8 jaar;2052;3;1173;1108;65
473;Mannen en Vrouwen;8 jaar;2053;3;1172;1108;64
474;Mannen en Vrouwen;8 jaar;2054;3;1170;1110;60
475;Mannen en Vrouwen;8 jaar;2055;2;1170;1111;59
476;Mannen en Vrouwen;8 jaar;2056;2;1170;1111;59
477;Mannen en Vrouwen;8 jaar;2057;2;1168;1113;55
478;Mannen en Vrouwen;8 jaar;2058;2;1168;1115;53
479;Mannen en Vrouwen;8 jaar;2059;2;1168;1117;51
480;Mannen en Vrouwen;9 jaar;2012;15;1303;1158;145
481;Mannen en Vrouwen;9 jaar;2013;14;1289;1127;162
482;Mannen en Vrouwen;9 jaar;2014;14;1274;1107;167
483;Mannen en Vrouwen;9 jaar;2015;12;1278;1096;182
484;Mannen en Vrouwen;9 jaar;2016;12;1292;1088;204
485;Mannen en Vrouwen;9 jaar;2017;12;1310;1068;242
486;Mannen en Vrouwen;9 jaar;2018;11;1313;1071;242
487;Mannen en Vrouwen;9 jaar;2019;11;1296;1083;213
488;Mannen en Vrouwen;9 jaar;2020;11;1281;1058;223
489;Mannen en Vrouwen;9 jaar;2021;9;1268;1044;224
490;Mannen en Vrouwen;9 jaar;2022;9;1253;1035;218
491;Mannen en Vrouwen;9 jaar;2023;9;1249;1033;216
492;Mannen en Vrouwen;9 jaar;2024;9;1244;1033;211
493;Mannen en Vrouwen;9 jaar;2025;8;1240;1031;209
494;Mannen en Vrouwen;9 jaar;2026;8;1235;1033;202
495;Mannen en Vrouwen;9 jaar;2027;8;1231;1033;198
496;Mannen en Vrouwen;9 jaar;2028;8;1229;1032;197
497;Mannen en Vrouwen;9 jaar;2029;8;1225;1030;195
498;Mannen en Vrouwen;9 jaar;2030;8;1223;1032;191
499;Mannen en Vrouwen;9 jaar;2031;6;1217;1031;186
500;Mannen en Vrouwen;9 jaar;2032;6;1212;1032;180
501;Mannen en Vrouwen;9 jaar;2033;6;1205;1031;174
502;Mannen en Vrouwen;9 jaar;2034;6;1206;1033;173
503;Mannen en Vrouwen;9 jaar;2035;6;1205;1032;173
504;Mannen en Vrouwen;9 jaar;2036;6;1198;1032;166
505;Mannen en Vrouwen;9 jaar;2037;5;1196;1031;165
506;Mannen en Vrouwen;9 jaar;2038;5;1194;1031;163
507;Mannen en Vrouwen;9 jaar;2039;5;1192;1030;162
508;Mannen en Vrouwen;9 jaar;2040;5;1193;1028;165
509;Mannen en Vrouwen;9 jaar;2041;5;1185;1026;159
510;Mannen en Vrouwen;9 jaar;2042;5;1182;1024;158
511;Mannen en Vrouwen;9 jaar;2043;5;1181;1021;160
512;Mannen en Vrouwen;9 jaar;2044;5;1179;1018;161
513;Mannen en Vrouwen;9 jaar;2045;4;1177;1017;160
514;Mannen en Vrouwen;9 jaar;2046;3;1174;1013;161
515;Mannen en Vrouwen;9 jaar;2047;3;1172;1010;162
516;Mannen en Vrouwen;9 jaar;2048;3;1171;1008;163
517;Mannen en Vrouwen;9 jaar;2049;3;1172;1005;167
518;Mannen en Vrouwen;9 jaar;2050;3;1171;1003;168
519;Mannen en Vrouwen;9 jaar;2051;3;1170;1002;168
520;Mannen en Vrouwen;9 jaar;2052;3;1167;1002;165
521;Mannen en Vrouwen;9 jaar;2053;3;1164;1000;164
522;Mannen en Vrouwen;9 jaar;2054;3;1163;1001;162
523;Mannen en Vrouwen;9 jaar;2055;3;1163;1002;161
524;Mannen en Vrouwen;9 jaar;2056;3;1162;1002;160
525;Mannen en Vrouwen;9 jaar;2057;3;1162;1003;159
526;Mannen en Vrouwen;9 jaar;2058;2;1162;1005;157
527;Mannen en Vrouwen;9 jaar;2059;2;1164;1006;158
528;Mannen en Vrouwen;10 jaar;2012;17;1220;1017;203
529;Mannen en Vrouwen;10 jaar;2013;16;1212;1006;206
530;Mannen en Vrouwen;10 jaar;2014;14;1201;985;216
531;Mannen en Vrouwen;10 jaar;2015;14;1202;968;234
532;Mannen en Vrouwen;10 jaar;2016;13;1211;959;252
533;Mannen en Vrouwen;10 jaar;2017;12;1233;949;284
534;Mannen en Vrouwen;10 jaar;2018;12;1231;952;279
535;Mannen en Vrouwen;10 jaar;2019;12;1223;954;269
536;Mannen en Vrouwen;10 jaar;2020;11;1208;964;244
537;Mannen en Vrouwen;10 jaar;2021;11;1196;942;254
538;Mannen en Vrouwen;10 jaar;2022;10;1183;930;253
539;Mannen en Vrouwen;10 jaar;2023;10;1177;925;252
540;Mannen en Vrouwen;10 jaar;2024;9;1175;922;253
541;Mannen en Vrouwen;10 jaar;2025;9;1169;924;245
542;Mannen en Vrouwen;10 jaar;2026;9;1167;923;244
543;Mannen en Vrouwen;10 jaar;2027;8;1165;925;240
544;Mannen en Vrouwen;10 jaar;2028;8;1160;925;235
545;Mannen en Vrouwen;10 jaar;2029;8;1155;925;230
546;Mannen en Vrouwen;10 jaar;2030;8;1155;925;230
547;Mannen en Vrouwen;10 jaar;2031;8;1149;925;224
548;Mannen en Vrouwen;10 jaar;2032;8;1144;925;219
549;Mannen en Vrouwen;10 jaar;2033;7;1142;926;216
550;Mannen en Vrouwen;10 jaar;2034;7;1139;928;211
551;Mannen en Vrouwen;10 jaar;2035;7;1136;928;208
552;Mannen en Vrouwen;10 jaar;2036;6;1136;930;206
553;Mannen en Vrouwen;10 jaar;2037;6;1131;929;202
554;Mannen en Vrouwen;10 jaar;2038;6;1131;928;203
555;Mannen en Vrouwen;10 jaar;2039;6;1129;930;199
556;Mannen en Vrouwen;10 jaar;2040;5;1125;929;196
557;Mannen en Vrouwen;10 jaar;2041;5;1121;928;193
558;Mannen en Vrouwen;10 jaar;2042;5;1118;925;193
559;Mannen en Vrouwen;10 jaar;2043;5;1117;924;193
560;Mannen en Vrouwen;10 jaar;2044;5;1117;922;195
561;Mannen en Vrouwen;10 jaar;2045;5;1114;921;193
562;Mannen en Vrouwen;10 jaar;2046;5;1112;918;194
563;Mannen en Vrouwen;10 jaar;2047;5;1112;916;196
564;Mannen en Vrouwen;10 jaar;2048;4;1111;914;197
565;Mannen en Vrouwen;10 jaar;2049;4;1110;912;198
566;Mannen en Vrouwen;10 jaar;2050;3;1108;912;196
567;Mannen en Vrouwen;10 jaar;2051;3;1108;909;199
568;Mannen en Vrouwen;10 jaar;2052;3;1106;909;197
569;Mannen en Vrouwen;10 jaar;2053;3;1104;908;196
570;Mannen en Vrouwen;10 jaar;2054;3;1103;909;194
571;Mannen en Vrouwen;10 jaar;2055;3;1102;909;193
572;Mannen en Vrouwen;10 jaar;2056;3;1103;909;194
573;Mannen en Vrouwen;10 jaar;2057;3;1103;912;191
574;Mannen en Vrouwen;10 jaar;2058;3;1100;912;188
575;Mannen en Vrouwen;10 jaar;2059;3;1102;914;188
576;Mannen en Vrouwen;11 jaar;2012;18;1152;913;239
577;Mannen en Vrouwen;11 jaar;2013;17;1144;892;252
578;Mannen en Vrouwen;11 jaar;2014;16;1132;887;245
579;Mannen en Vrouwen;11 jaar;2015;16;1138;872;266
580;Mannen en Vrouwen;11 jaar;2016;14;1148;858;290
581;Mannen en Vrouwen;11 jaar;2017;14;1164;847;317
582;Mannen en Vrouwen;11 jaar;2018;13;1159;856;303
583;Mannen en Vrouwen;11 jaar;2019;13;1155;860;295
584;Mannen en Vrouwen;11 jaar;2020;13;1138;861;277
585;Mannen en Vrouwen;11 jaar;2021;12;1124;866;258
586;Mannen en Vrouwen;11 jaar;2022;11;1115;848;267
587;Mannen en Vrouwen;11 jaar;2023;11;1110;838;272
588;Mannen en Vrouwen;11 jaar;2024;10;1104;835;269
589;Mannen en Vrouwen;11 jaar;2025;10;1103;833;270
590;Mannen en Vrouwen;11 jaar;2026;10;1099;835;264
591;Mannen en Vrouwen;11 jaar;2027;10;1099;835;264
592;Mannen en Vrouwen;11 jaar;2028;10;1094;836;258
593;Mannen en Vrouwen;11 jaar;2029;10;1092;837;255
594;Mannen en Vrouwen;11 jaar;2030;8;1089;837;252
595;Mannen en Vrouwen;11 jaar;2031;8;1088;838;250
596;Mannen en Vrouwen;11 jaar;2032;8;1085;838;247
597;Mannen en Vrouwen;11 jaar;2033;8;1081;839;242
598;Mannen en Vrouwen;11 jaar;2034;8;1080;840;240
599;Mannen en Vrouwen;11 jaar;2035;8;1077;840;237
600;Mannen en Vrouwen;11 jaar;2036;8;1076;842;234
601;Mannen en Vrouwen;11 jaar;2037;7;1074;843;231
602;Mannen en Vrouwen;11 jaar;2038;7;1070;843;227
603;Mannen en Vrouwen;11 jaar;2039;7;1068;844;224
604;Mannen en Vrouwen;11 jaar;2040;7;1068;844;224
605;Mannen en Vrouwen;11 jaar;2041;6;1065;844;221
606;Mannen en Vrouwen;11 jaar;2042;6;1062;844;218
607;Mannen en Vrouwen;11 jaar;2043;6;1057;842;215
608;Mannen en Vrouwen;11 jaar;2044;5;1054;842;212
609;Mannen en Vrouwen;11 jaar;2045;5;1052;840;212
610;Mannen en Vrouwen;11 jaar;2046;5;1052;839;213
611;Mannen en Vrouwen;11 jaar;2047;5;1051;838;213
612;Mannen en Vrouwen;11 jaar;2048;5;1052;836;216
613;Mannen en Vrouwen;11 jaar;2049;5;1049;834;215
614;Mannen en Vrouwen;11 jaar;2050;5;1047;834;213
615;Mannen en Vrouwen;11 jaar;2051;4;1046;832;214
616;Mannen en Vrouwen;11 jaar;2052;4;1047;832;215
617;Mannen en Vrouwen;11 jaar;2053;4;1047;830;217
618;Mannen en Vrouwen;11 jaar;2054;4;1046;830;216
619;Mannen en Vrouwen;11 jaar;2055;4;1044;832;212
620;Mannen en Vrouwen;11 jaar;2056;3;1044;832;212
621;Mannen en Vrouwen;11 jaar;2057;3;1044;833;211
622;Mannen en Vrouwen;11 jaar;2058;3;1044;834;210
623;Mannen en Vrouwen;11 jaar;2059;3;1043;837;206
624;Mannen en Vrouwen;12 jaar;2012;20;1117;871;246
625;Mannen en Vrouwen;12 jaar;2013;20;1107;829;278
626;Mannen en Vrouwen;12 jaar;2014;18;1104;815;289
627;Mannen en Vrouwen;12 jaar;2015;18;1107;814;293
628;Mannen en Vrouwen;12 jaar;2016;17;1120;799;321
629;Mannen en Vrouwen;12 jaar;2017;16;1134;782;352
630;Mannen en Vrouwen;12 jaar;2018;15;1133;789;344
631;Mannen en Vrouwen;12 jaar;2019;15;1125;795;330
632;Mannen en Vrouwen;12 jaar;2020;15;1113;798;315
633;Mannen en Vrouwen;12 jaar;2021;13;1101;798;303
634;Mannen en Vrouwen;12 jaar;2022;13;1090;801;289
635;Mannen en Vrouwen;12 jaar;2023;13;1083;785;298
636;Mannen en Vrouwen;12 jaar;2024;12;1082;777;305
637;Mannen en Vrouwen;12 jaar;2025;12;1078;774;304
638;Mannen en Vrouwen;12 jaar;2026;11;1080;773;307
639;Mannen en Vrouwen;12 jaar;2027;11;1078;774;304
640;Mannen en Vrouwen;12 jaar;2028;10;1075;774;301
641;Mannen en Vrouwen;12 jaar;2029;10;1073;775;298
642;Mannen en Vrouwen;12 jaar;2030;10;1070;776;294
643;Mannen en Vrouwen;12 jaar;2031;10;1068;777;291
644;Mannen en Vrouwen;12 jaar;2032;10;1064;777;287
645;Mannen en Vrouwen;12 jaar;2033;10;1064;777;287
646;Mannen en Vrouwen;12 jaar;2034;9;1061;779;282
647;Mannen en Vrouwen;12 jaar;2035;9;1058;779;279
648;Mannen en Vrouwen;12 jaar;2036;9;1057;780;277
649;Mannen en Vrouwen;12 jaar;2037;8;1055;781;274
650;Mannen en Vrouwen;12 jaar;2038;8;1052;782;270
651;Mannen en Vrouwen;12 jaar;2039;8;1051;782;269
652;Mannen en Vrouwen;12 jaar;2040;7;1050;782;268
653;Mannen en Vrouwen;12 jaar;2041;7;1047;783;264
654;Mannen en Vrouwen;12 jaar;2042;7;1042;782;260
655;Mannen en Vrouwen;12 jaar;2043;7;1040;783;257
656;Mannen en Vrouwen;12 jaar;2044;7;1038;782;256
657;Mannen en Vrouwen;12 jaar;2045;7;1037;780;257
658;Mannen en Vrouwen;12 jaar;2046;7;1038;779;259
659;Mannen en Vrouwen;12 jaar;2047;5;1037;778;259
660;Mannen en Vrouwen;12 jaar;2048;5;1037;776;261
661;Mannen en Vrouwen;12 jaar;2049;5;1036;775;261
662;Mannen en Vrouwen;12 jaar;2050;5;1034;774;260
663;Mannen en Vrouwen;12 jaar;2051;5;1034;773;261
664;Mannen en Vrouwen;12 jaar;2052;5;1033;771;262
665;Mannen en Vrouwen;12 jaar;2053;5;1034;771;263
666;Mannen en Vrouwen;12 jaar;2054;5;1033;771;262
667;Mannen en Vrouwen;12 jaar;2055;5;1032;771;261
668;Mannen en Vrouwen;12 jaar;2056;4;1032;771;261
669;Mannen en Vrouwen;12 jaar;2057;4;1032;772;260
670;Mannen en Vrouwen;12 jaar;2058;4;1030;774;256
671;Mannen en Vrouwen;12 jaar;2059;4;1030;775;255
672;Mannen en Vrouwen;13 jaar;2012;22;1066;807;259
673;Mannen en Vrouwen;13 jaar;2013;22;1065;796;269
674;Mannen en Vrouwen;13 jaar;2014;21;1060;762;298
675;Mannen en Vrouwen;13 jaar;2015;20;1067;752;315
676;Mannen en Vrouwen;13 jaar;2016;20;1079;749;330
677;Mannen en Vrouwen;13 jaar;2017;18;1095;732;363
678;Mannen en Vrouwen;13 jaar;2018;17;1089;733;356
679;Mannen en Vrouwen;13 jaar;2019;17;1082;737;345
680;Mannen en Vrouwen;13 jaar;2020;15;1071;741;330
681;Mannen en Vrouwen;13 jaar;2021;15;1062;743;319
682;Mannen en Vrouwen;13 jaar;2022;15;1052;741;311
683;Mannen en Vrouwen;13 jaar;2023;15;1048;745;303
684;Mannen en Vrouwen;13 jaar;2024;14;1044;731;313
685;Mannen en Vrouwen;13 jaar;2025;13;1041;723;318
686;Mannen en Vrouwen;13 jaar;2026;13;1038;721;317
687;Mannen en Vrouwen;13 jaar;2027;12;1032;719;313
688;Mannen en Vrouwen;13 jaar;2028;12;1031;720;311
689;Mannen en Vrouwen;13 jaar;2029;12;1028;720;308
690;Mannen en Vrouwen;13 jaar;2030;12;1029;720;309
691;Mannen en Vrouwen;13 jaar;2031;12;1027;720;307
692;Mannen en Vrouwen;13 jaar;2032;12;1024;721;303
693;Mannen en Vrouwen;13 jaar;2033;10;1020;721;299
694;Mannen en Vrouwen;13 jaar;2034;10;1018;721;297
695;Mannen en Vrouwen;13 jaar;2035;10;1016;722;294
696;Mannen en Vrouwen;13 jaar;2036;10;1014;724;290
697;Mannen en Vrouwen;13 jaar;2037;10;1010;723;287
698;Mannen en Vrouwen;13 jaar;2038;10;1007;723;284
699;Mannen en Vrouwen;13 jaar;2039;9;1007;724;283
700;Mannen en Vrouwen;13 jaar;2040;9;1007;724;283
701;Mannen en Vrouwen;13 jaar;2041;9;1006;725;281
702;Mannen en Vrouwen;13 jaar;2042;8;1002;724;278
703;Mannen en Vrouwen;13 jaar;2043;8;1001;724;277
704;Mannen en Vrouwen;13 jaar;2044;8;1000;725;275
705;Mannen en Vrouwen;13 jaar;2045;7;1000;723;277
706;Mannen en Vrouwen;13 jaar;2046;7;999;722;277
707;Mannen en Vrouwen;13 jaar;2047;7;997;721;276
708;Mannen en Vrouwen;13 jaar;2048;7;996;719;277
709;Mannen en Vrouwen;13 jaar;2049;7;996;718;278
710;Mannen en Vrouwen;13 jaar;2050;7;995;717;278
711;Mannen en Vrouwen;13 jaar;2051;6;996;714;282
712;Mannen en Vrouwen;13 jaar;2052;6;994;713;281
713;Mannen en Vrouwen;13 jaar;2053;5;993;713;280
714;Mannen en Vrouwen;13 jaar;2054;5;992;712;280
715;Mannen en Vrouwen;13 jaar;2055;5;992;712;280
716;Mannen en Vrouwen;13 jaar;2056;5;992;712;280
717;Mannen en Vrouwen;13 jaar;2057;5;991;711;280
718;Mannen en Vrouwen;13 jaar;2058;5;992;712;280
719;Mannen en Vrouwen;13 jaar;2059;5;993;713;280
720;Mannen en Vrouwen;14 jaar;2012;24;1045;749;296
721;Mannen en Vrouwen;14 jaar;2013;24;1043;732;311
722;Mannen en Vrouwen;14 jaar;2014;24;1042;728;314
723;Mannen en Vrouwen;14 jaar;2015;23;1047;700;347
724;Mannen en Vrouwen;14 jaar;2016;21;1060;689;371
725;Mannen en Vrouwen;14 jaar;2017;21;1074;685;389
726;Mannen en Vrouwen;14 jaar;2018;20;1073;686;387
727;Mannen en Vrouwen;14 jaar;2019;18;1066;685;381
728;Mannen en Vrouwen;14 jaar;2020;18;1054;688;366
729;Mannen en Vrouwen;14 jaar;2021;17;1043;691;352
730;Mannen en Vrouwen;14 jaar;2022;17;1035;691;344
731;Mannen en Vrouwen;14 jaar;2023;16;1028;690;338
732;Mannen en Vrouwen;14 jaar;2024;16;1028;695;333
733;Mannen en Vrouwen;14 jaar;2025;15;1025;682;343
734;Mannen en Vrouwen;14 jaar;2026;15;1022;674;348
735;Mannen en Vrouwen;14 jaar;2027;14;1016;672;344
736;Mannen en Vrouwen;14 jaar;2028;13;1013;671;342
737;Mannen en Vrouwen;14 jaar;2029;13;1012;671;341
738;Mannen en Vrouwen;14 jaar;2030;13;1010;671;339
739;Mannen en Vrouwen;14 jaar;2031;13;1006;672;334
740;Mannen en Vrouwen;14 jaar;2032;13;1003;672;331
741;Mannen en Vrouwen;14 jaar;2033;12;1001;672;329
742;Mannen en Vrouwen;14 jaar;2034;12;1000;673;327
743;Mannen en Vrouwen;14 jaar;2035;12;998;674;324
744;Mannen en Vrouwen;14 jaar;2036;12;994;673;321
745;Mannen en Vrouwen;14 jaar;2037;11;990;674;316
746;Mannen en Vrouwen;14 jaar;2038;10;990;674;316
747;Mannen en Vrouwen;14 jaar;2039;10;989;674;315
748;Mannen en Vrouwen;14 jaar;2040;10;986;675;311
749;Mannen en Vrouwen;14 jaar;2041;10;985;675;310
750;Mannen en Vrouwen;14 jaar;2042;10;982;675;307
751;Mannen en Vrouwen;14 jaar;2043;10;981;675;306
752;Mannen en Vrouwen;14 jaar;2044;9;979;674;305
753;Mannen en Vrouwen;14 jaar;2045;9;976;675;301
754;Mannen en Vrouwen;14 jaar;2046;9;974;673;301
755;Mannen en Vrouwen;14 jaar;2047;8;976;672;304
756;Mannen en Vrouwen;14 jaar;2048;8;976;671;305
757;Mannen en Vrouwen;14 jaar;2049;7;976;670;306
758;Mannen en Vrouwen;14 jaar;2050;7;974;669;305
759;Mannen en Vrouwen;14 jaar;2051;7;972;668;304
760;Mannen en Vrouwen;14 jaar;2052;7;970;666;304
761;Mannen en Vrouwen;14 jaar;2053;7;970;665;305
762;Mannen en Vrouwen;14 jaar;2054;7;969;665;304
763;Mannen en Vrouwen;14 jaar;2055;7;968;663;305
764;Mannen en Vrouwen;14 jaar;2056;7;968;664;304
765;Mannen en Vrouwen;14 jaar;2057;6;967;663;304
766;Mannen en Vrouwen;14 jaar;2058;5;967;664;303
767;Mannen en Vrouwen;14 jaar;2059;5;968;664;304
768;Mannen en Vrouwen;15 jaar;2012;27;1050;718;332
769;Mannen en Vrouwen;15 jaar;2013;27;1050;691;359
770;Mannen en Vrouwen;15 jaar;2014;27;1051;679;372
771;Mannen en Vrouwen;15 jaar;2015;27;1063;676;387
772;Mannen en Vrouwen;15 jaar;2016;25;1071;651;420
773;Mannen en Vrouwen;15 jaar;2017;24;1089;639;450
774;Mannen en Vrouwen;15 jaar;2018;24;1087;649;438
775;Mannen en Vrouwen;15 jaar;2019;22;1079;648;431
776;Mannen en Vrouwen;15 jaar;2020;21;1068;647;421
777;Mannen en Vrouwen;15 jaar;2021;21;1058;649;409
778;Mannen en Vrouwen;15 jaar;2022;19;1048;651;397
779;Mannen en Vrouwen;15 jaar;2023;19;1043;652;391
780;Mannen en Vrouwen;15 jaar;2024;19;1038;653;385
781;Mannen en Vrouwen;15 jaar;2025;18;1033;656;377
782;Mannen en Vrouwen;15 jaar;2026;17;1032;645;387
783;Mannen en Vrouwen;15 jaar;2027;16;1028;638;390
784;Mannen en Vrouwen;15 jaar;2028;16;1026;637;389
785;Mannen en Vrouwen;15 jaar;2029;16;1023;636;387
786;Mannen en Vrouwen;15 jaar;2030;15;1022;636;386
787;Mannen en Vrouwen;15 jaar;2031;15;1020;636;384
788;Mannen en Vrouwen;15 jaar;2032;15;1016;637;379
789;Mannen en Vrouwen;15 jaar;2033;14;1013;637;376
790;Mannen en Vrouwen;15 jaar;2034;14;1011;639;372
791;Mannen en Vrouwen;15 jaar;2035;13;1008;638;370
792;Mannen en Vrouwen;15 jaar;2036;13;1007;638;369
793;Mannen en Vrouwen;15 jaar;2037;13;1006;640;366
794;Mannen en Vrouwen;15 jaar;2038;13;1005;640;365
795;Mannen en Vrouwen;15 jaar;2039;13;1000;640;360
796;Mannen en Vrouwen;15 jaar;2040;12;999;641;358
797;Mannen en Vrouwen;15 jaar;2041;12;996;641;355
798;Mannen en Vrouwen;15 jaar;2042;11;994;641;353
799;Mannen en Vrouwen;15 jaar;2043;11;991;641;350
800;Mannen en Vrouwen;15 jaar;2044;11;989;642;347
801;Mannen en Vrouwen;15 jaar;2045;10;989;640;349
802;Mannen en Vrouwen;15 jaar;2046;10;986;641;345
803;Mannen en Vrouwen;15 jaar;2047;10;986;640;346
804;Mannen en Vrouwen;15 jaar;2048;10;985;639;346
805;Mannen en Vrouwen;15 jaar;2049;10;984;638;346
806;Mannen en Vrouwen;15 jaar;2050;9;980;637;343
807;Mannen en Vrouwen;15 jaar;2051;8;980;636;344
808;Mannen en Vrouwen;15 jaar;2052;8;978;634;344
809;Mannen en Vrouwen;15 jaar;2053;8;978;634;344
810;Mannen en Vrouwen;15 jaar;2054;8;976;634;342
811;Mannen en Vrouwen;15 jaar;2055;8;976;632;344
812;Mannen en Vrouwen;15 jaar;2056;7;977;633;344
813;Mannen en Vrouwen;15 jaar;2057;7;977;632;345
814;Mannen en Vrouwen;15 jaar;2058;7;977;632;345
815;Mannen en Vrouwen;15 jaar;2059;7;976;632;344
816;Mannen en Vrouwen;16 jaar;2012;32;1135;685;450
817;Mannen en Vrouwen;16 jaar;2013;31;1138;663;475
818;Mannen en Vrouwen;16 jaar;2014;31;1138;644;494
819;Mannen en Vrouwen;16 jaar;2015;31;1154;636;518
820;Mannen en Vrouwen;16 jaar;2016;31;1171;633;538
821;Mannen en Vrouwen;16 jaar;2017;29;1190;608;582
822;Mannen en Vrouwen;16 jaar;2018;28;1189;611;578
823;Mannen en Vrouwen;16 jaar;2019;28;1181;619;562
824;Mannen en Vrouwen;16 jaar;2020;25;1168;617;551
825;Mannen en Vrouwen;16 jaar;2021;24;1159;615;544
826;Mannen en Vrouwen;16 jaar;2022;23;1150;616;534
827;Mannen en Vrouwen;16 jaar;2023;22;1146;619;527
828;Mannen en Vrouwen;16 jaar;2024;22;1142;623;519
829;Mannen en Vrouwen;16 jaar;2025;22;1141;623;518
830;Mannen en Vrouwen;16 jaar;2026;21;1140;626;514
831;Mannen en Vrouwen;16 jaar;2027;20;1133;616;517
832;Mannen en Vrouwen;16 jaar;2028;19;1131;611;520
833;Mannen en Vrouwen;16 jaar;2029;19;1131;609;522
834;Mannen en Vrouwen;16 jaar;2030;18;1129;608;521
835;Mannen en Vrouwen;16 jaar;2031;17;1121;608;513
836;Mannen en Vrouwen;16 jaar;2032;17;1120;609;511
837;Mannen en Vrouwen;16 jaar;2033;17;1118;611;507
838;Mannen en Vrouwen;16 jaar;2034;17;1117;612;505
839;Mannen en Vrouwen;16 jaar;2035;16;1112;611;501
840;Mannen en Vrouwen;16 jaar;2036;16;1112;612;500
841;Mannen en Vrouwen;16 jaar;2037;16;1108;613;495
842;Mannen en Vrouwen;16 jaar;2038;16;1107;613;494
843;Mannen en Vrouwen;16 jaar;2039;15;1104;615;489
