ID;SOKlassen;Bedrijfstypen;RegioS;Perioden;AantalBedrijven_1;EconomischeOmvangSO_2;OppervlakteCultuurgrond_3
4688;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Nederland;2013;465;6789;455
4689;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Nederland;2014;445;6536;476
4690;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Nederland;2015;435;6405;448
4691;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Nederland;2016;330;4855;271
4692;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Nederland;2017;320;4558;246
4693;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Nederland;2018;305;4348;258
4694;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Nederland;2019;315;4523;251
4695;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Nederland;2020;310;4427;257
4696;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Nederland;2021;335;4779;254
4697;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Nederland;2022;340;4719;251
4698;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Nederland;2023;340;4792;205
4699;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Nederland;2024;310;4423;242
4700;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Noord-Nederland (LD);2000;55;825;50
4701;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Noord-Nederland (LD);2001;50;765;42
4702;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Noord-Nederland (LD);2002;35;631;43
4703;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Noord-Nederland (LD);2003;35;515;30
4704;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Noord-Nederland (LD);2004;35;612;39
4705;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Noord-Nederland (LD);2005;40;629;37
4706;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Noord-Nederland (LD);2006;30;458;29
4707;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Noord-Nederland (LD);2007;30;492;42
4708;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Noord-Nederland (LD);2008;30;522;36
4709;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Noord-Nederland (LD);2009;30;485;38
4710;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Noord-Nederland (LD);2010;25;345;37
4711;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Noord-Nederland (LD);2011;25;419;26
4712;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Noord-Nederland (LD);2012;25;321;18
4713;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Noord-Nederland (LD);2013;15;226;9
4714;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Noord-Nederland (LD);2014;20;282;14
4715;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Noord-Nederland (LD);2015;15;249;10
4716;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Noord-Nederland (LD);2016;20;294;10
4717;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Noord-Nederland (LD);2017;20;283;11
4718;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Noord-Nederland (LD);2018;20;241;16
4719;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Noord-Nederland (LD);2019;25;333;11
4720;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Noord-Nederland (LD);2020;25;327;12
4721;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Noord-Nederland (LD);2021;30;369;15
4722;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Noord-Nederland (LD);2022;30;367;19
4723;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Noord-Nederland (LD);2023;30;406;16
4724;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Noord-Nederland (LD);2024;30;415;20
4725;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Oost-Nederland (LD);2000;130;2033;159
4726;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Oost-Nederland (LD);2001;135;2131;136
4727;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Oost-Nederland (LD);2002;115;1834;119
4728;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Oost-Nederland (LD);2003;110;1754;103
4729;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Oost-Nederland (LD);2004;105;1665;110
4730;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Oost-Nederland (LD);2005;100;1633;97
4731;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Oost-Nederland (LD);2006;90;1428;81
4732;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Oost-Nederland (LD);2007;95;1572;81
4733;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Oost-Nederland (LD);2008;85;1346;76
4734;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Oost-Nederland (LD);2009;75;1224;72
4735;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Oost-Nederland (LD);2010;90;1344;66
4736;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Oost-Nederland (LD);2011;90;1297;95
4737;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Oost-Nederland (LD);2012;95;1360;89
4738;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Oost-Nederland (LD);2013;75;1118;70
4739;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Oost-Nederland (LD);2014;70;1060;70
4740;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Oost-Nederland (LD);2015;85;1185;88
4741;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Oost-Nederland (LD);2016;60;882;47
4742;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Oost-Nederland (LD);2017;60;923;54
4743;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Oost-Nederland (LD);2018;65;946;61
4744;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Oost-Nederland (LD);2019;65;906;57
4745;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Oost-Nederland (LD);2020;55;809;51
4746;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Oost-Nederland (LD);2021;65;937;53
4747;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Oost-Nederland (LD);2022;65;869;54
4748;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Oost-Nederland (LD);2023;70;946;41
4749;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Oost-Nederland (LD);2024;70;933;51
4750;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;West-Nederland (LD);2000;500;7821;582
4751;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;West-Nederland (LD);2001;420;6573;506
4752;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;West-Nederland (LD);2002;390;6050;419
4753;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;West-Nederland (LD);2003;375;5735;395
4754;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;West-Nederland (LD);2004;340;5414;389
4755;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;West-Nederland (LD);2005;330;5181;299
4756;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;West-Nederland (LD);2006;295;4645;252
4757;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;West-Nederland (LD);2007;295;4913;270
4758;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;West-Nederland (LD);2008;250;4035;214
4759;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;West-Nederland (LD);2009;235;3621;174
4760;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;West-Nederland (LD);2010;225;3211;167
4761;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;West-Nederland (LD);2011;225;3202;190
4762;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;West-Nederland (LD);2012;215;3079;196
4763;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;West-Nederland (LD);2013;205;2846;163
4764;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;West-Nederland (LD);2014;195;2849;185
4765;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;West-Nederland (LD);2015;180;2661;136
4766;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;West-Nederland (LD);2016;140;2045;90
4767;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;West-Nederland (LD);2017;135;1816;72
4768;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;West-Nederland (LD);2018;130;1785;81
4769;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;West-Nederland (LD);2019;125;1779;78
4770;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;West-Nederland (LD);2020;110;1610;66
4771;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;West-Nederland (LD);2021;130;1843;69
4772;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;West-Nederland (LD);2022;145;2044;78
4773;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;West-Nederland (LD);2023;145;2078;71
4774;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;West-Nederland (LD);2024;125;1693;71
4775;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Zuid-Nederland (LD);2000;440;6776;776
4776;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Zuid-Nederland (LD);2001;385;5963;659
4777;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Zuid-Nederland (LD);2002;365;5717;609
4778;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Zuid-Nederland (LD);2003;340;5265;571
4779;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Zuid-Nederland (LD);2004;310;4848;494
4780;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Zuid-Nederland (LD);2005;295;4587;437
4781;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Zuid-Nederland (LD);2006;255;4008;382
4782;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Zuid-Nederland (LD);2007;245;4076;406
4783;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Zuid-Nederland (LD);2008;220;3606;347
4784;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Zuid-Nederland (LD);2009;200;3217;302
4785;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Zuid-Nederland (LD);2010;225;3336;327
4786;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Zuid-Nederland (LD);2011;215;3215;342
4787;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Zuid-Nederland (LD);2012;210;3096;330
4788;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Zuid-Nederland (LD);2013;165;2599;213
4789;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Zuid-Nederland (LD);2014;160;2345;207
4790;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Zuid-Nederland (LD);2015;150;2309;214
4791;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Zuid-Nederland (LD);2016;105;1634;124
4792;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Zuid-Nederland (LD);2017;105;1536;110
4793;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Zuid-Nederland (LD);2018;95;1375;100
4794;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Zuid-Nederland (LD);2019;105;1506;104
4795;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Zuid-Nederland (LD);2020;115;1682;129
4796;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Zuid-Nederland (LD);2021;110;1629;117
4797;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Zuid-Nederland (LD);2022;100;1439;101
4798;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Zuid-Nederland (LD);2023;95;1363;77
4799;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Zuid-Nederland (LD);2024;90;1381;100
4800;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Groningen (PV);2000;15;242;14
4801;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Groningen (PV);2001;15;245;15
4802;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Groningen (PV);2002;15;234;12
4803;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Groningen (PV);2003;10;151;8
4804;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Groningen (PV);2004;10;204;8
4805;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Groningen (PV);2005;15;270;8
4806;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Groningen (PV);2006;10;160;7
4807;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Groningen (PV);2007;10;176;18
4808;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Groningen (PV);2008;10;195;10
4809;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Groningen (PV);2009;10;207;15
4810;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Groningen (PV);2010;10;110;6
4811;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Groningen (PV);2011;10;131;10
4812;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Groningen (PV);2012;10;106;4
4813;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Groningen (PV);2013;5;80;4
4814;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Groningen (PV);2014;10;119;5
4815;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Groningen (PV);2015;5;56;3
4816;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Groningen (PV);2016;5;53;2
4817;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Groningen (PV);2017;5;38;2
4818;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Groningen (PV);2018;5;65;8
4819;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Groningen (PV);2019;5;89;3
4820;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Groningen (PV);2020;10;88;3
4821;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Groningen (PV);2021;10;113;4
4822;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Groningen (PV);2022;10;140;5
4823;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Groningen (PV);2023;10;167;5
4824;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Groningen (PV);2024;10;144;5
4825;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Fryslân (PV);2000;15;251;18
4826;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Fryslân (PV);2001;10;192;16
4827;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Fryslân (PV);2002;5;123;22
4828;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Fryslân (PV);2003;10;126;12
4829;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Fryslân (PV);2004;10;156;14
4830;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Fryslân (PV);2005;10;134;14
4831;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Fryslân (PV);2006;10;119;8
4832;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Fryslân (PV);2007;10;138;10
4833;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Fryslân (PV);2008;10;163;13
4834;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Fryslân (PV);2009;5;114;10
4835;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Fryslân (PV);2010;5;109;7
4836;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Fryslân (PV);2011;10;164;8
4837;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Fryslân (PV);2012;10;140;10
4838;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Fryslân (PV);2013;5;57;2
4839;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Fryslân (PV);2014;5;77;7
4840;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Fryslân (PV);2015;5;123;4
4841;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Fryslân (PV);2016;10;126;4
4842;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Fryslân (PV);2017;10;137;5
4843;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Fryslân (PV);2018;10;113;5
4844;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Fryslân (PV);2019;10;131;5
4845;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Fryslân (PV);2020;10;112;5
4846;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Fryslân (PV);2021;5;84;5
4847;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Fryslân (PV);2022;5;106;6
4848;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Fryslân (PV);2023;5;80;2
4849;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Fryslân (PV);2024;10;97;5
4850;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Drenthe (PV);2000;20;332;18
4851;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Drenthe (PV);2001;20;328;12
4852;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Drenthe (PV);2002;15;275;9
4853;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Drenthe (PV);2003;15;238;10
4854;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Drenthe (PV);2004;15;251;18
4855;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Drenthe (PV);2005;15;225;15
4856;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Drenthe (PV);2006;10;179;14
4857;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Drenthe (PV);2007;15;178;15
4858;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Drenthe (PV);2008;10;164;13
4859;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Drenthe (PV);2009;10;164;13
4860;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Drenthe (PV);2010;10;126;24
4861;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Drenthe (PV);2011;10;124;7
4862;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Drenthe (PV);2012;5;75;5
4863;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Drenthe (PV);2013;5;88;2
4864;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Drenthe (PV);2014;5;86;2
4865;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Drenthe (PV);2015;5;70;4
4866;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Drenthe (PV);2016;10;114;4
4867;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Drenthe (PV);2017;10;109;4
4868;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Drenthe (PV);2018;5;64;3
4869;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Drenthe (PV);2019;10;112;3
4870;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Drenthe (PV);2020;10;127;4
4871;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Drenthe (PV);2021;10;173;6
4872;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Drenthe (PV);2022;10;121;8
4873;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Drenthe (PV);2023;10;158;9
4874;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Drenthe (PV);2024;10;174;9
4875;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Overijssel (PV);2000;25;412;33
4876;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Overijssel (PV);2001;35;562;41
4877;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Overijssel (PV);2002;30;458;39
4878;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Overijssel (PV);2003;25;410;24
4879;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Overijssel (PV);2004;25;422;29
4880;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Overijssel (PV);2005;25;386;22
4881;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Overijssel (PV);2006;15;258;13
4882;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Overijssel (PV);2007;20;361;14
4883;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Overijssel (PV);2008;20;293;15
4884;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Overijssel (PV);2009;15;246;13
4885;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Overijssel (PV);2010;15;247;13
4886;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Overijssel (PV);2011;15;249;20
4887;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Overijssel (PV);2012;15;263;14
4888;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Overijssel (PV);2013;10;154;7
4889;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Overijssel (PV);2014;15;201;13
4890;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Overijssel (PV);2015;20;264;22
4891;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Overijssel (PV);2016;15;197;12
4892;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Overijssel (PV);2017;15;216;18
4893;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Overijssel (PV);2018;15;204;12
4894;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Overijssel (PV);2019;10;145;7
4895;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Overijssel (PV);2020;10;152;12
4896;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Overijssel (PV);2021;10;181;14
4897;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Overijssel (PV);2022;15;219;17
4898;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Overijssel (PV);2023;15;215;10
4899;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Overijssel (PV);2024;15;224;9
4900;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Flevoland (PV);2000;5;63;5
4901;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Flevoland (PV);2001;5;55;2
4902;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Flevoland (PV);2002;5;72;4
4903;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Flevoland (PV);2003;5;58;1
4904;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Flevoland (PV);2004;0;29;2
4905;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Flevoland (PV);2005;5;62;2
4906;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Flevoland (PV);2006;5;97;3
4907;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Flevoland (PV);2007;5;82;5
4908;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Flevoland (PV);2008;5;116;4
4909;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Flevoland (PV);2009;5;105;5
4910;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Flevoland (PV);2010;10;121;4
4911;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Flevoland (PV);2011;10;134;9
4912;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Flevoland (PV);2012;5;96;5
4913;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Flevoland (PV);2013;5;112;5
4914;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Flevoland (PV);2014;5;92;4
4915;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Flevoland (PV);2015;5;86;5
4916;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Flevoland (PV);2016;5;122;7
4917;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Flevoland (PV);2017;5;78;3
4918;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Flevoland (PV);2018;5;36;1
4919;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Flevoland (PV);2019;5;68;3
4920;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Flevoland (PV);2020;5;52;7
4921;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Flevoland (PV);2021;5;56;4
4922;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Flevoland (PV);2022;5;57;4
4923;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Flevoland (PV);2023;5;52;2
4924;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Flevoland (PV);2024;5;58;2
4925;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Gelderland (PV);2000;100;1558;121
4926;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Gelderland (PV);2001;100;1513;93
4927;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Gelderland (PV);2002;80;1304;77
4928;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Gelderland (PV);2003;80;1286;78
4929;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Gelderland (PV);2004;75;1214;79
4930;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Gelderland (PV);2005;75;1185;74
4931;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Gelderland (PV);2006;65;1072;66
4932;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Gelderland (PV);2007;70;1130;62
4933;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Gelderland (PV);2008;60;938;57
4934;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Gelderland (PV);2009;50;873;54
4935;SO: 3 000 tot 25 000 euro;Totaal tuinbouwbedrijven;Gelderland (PV);2010;65;975;49
