ID;WijkenEnBuurten;Gemeentenaam_1;SoortRegio_2;Codering_3;IndelingswijzigingWijkenEnBuurten_4;TotaleOppervlakte_5;TotaalVerkeersterrein_6;Spoorterrein_7;Wegverkeersterrein_8;Vliegveld_9;TotaalBebouwdTerrein_10;Woonterrein_11;TerreinVoorDetailhandelEnHoreca_12;TerreinVoorOpenbareVoorzieningen_13;TerreinVoorSociaalCultureleVoorz_14;Bedrijventerrein_15;TotaalSemiBebouwdTerrein_16;Stortplaats_17;Wrakkenopslagplaats_18;Begraafplaats_19;Delfstofwinplaats_20;Bouwterrein_21;SemiVerhardOverigTerrein_22;TotaalRecreatieterrein_23;ParkEnPlantsoen_24;Sportterrein_25;Volkstuin_26;DagrecreatiefTerrein_27;VerblijfsrecreatiefTerrein_28;TotaalAgrarischTerrein_29;TerreinVoorGlastuinbouw_30;OverigAgrarischTerrein_31;TotaalBosEnOpenNatuurlijkTerrein_32;Bos_33;OpenDroogNatuurlijkTerrein_34;OpenNatNatuurlijkTerrein_35;TotaalBinnenwater_36;IJsselmeerMarkermeer_37;AfgeslotenZeearm_38;RijnEnMaas_39;Randmeer_40;Spaarbekken_41;RecreatiefBinnenwater_42;BinnenwaterVoorDelfstofwinning_43;VloeiEnOfSlibveld_44;OverigBinnenwater_45;TotaalBuitenwater_46;WaddenzeeEemsDollard_47;Oosterschelde_48;Westerschelde_49;Noordzee_50
94;Wijk 05 Drongelen;Aalburg                                 ;Wijk      ;WK073805  ;1;604;14;0;14;0;7;6;0;1;0;0;6;0;0;0;0;4;3;0;0;0;0;0;0;510;0;510;0;0;0;0;67;;;49.0;;0;0;0;0;18;;;;;
95;Drongelen;Aalburg                                 ;Buurt     ;BU07380500;1;36;2;0;2;0;6;6;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;22;0;22;0;0;0;0;4;;;4.0;;0;0;0;0;1;;;;;
96;Verspreide huizen Drongelen;Aalburg                                 ;Buurt     ;BU07380509;1;569;12;0;12;0;1;0;0;1;0;0;6;0;0;0;0;3;2;0;0;0;0;0;0;488;0;488;0;0;0;0;62;;;46.0;;0;0;0;0;17;;;;;
97;Wijk 06 Babyloniënbroek;Aalburg                                 ;Wijk      ;WK073806  ;1;816;15;0;15;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;664;0;664;127;104;0;22;7;;;;;0;0;0;0;7;;;;;
98;Babyloniënbroek;Aalburg                                 ;Buurt     ;BU07380600;1;133;4;0;4;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;125;0;125;0;0;0;0;2;;;;;0;0;0;0;2;;;;;
99;Verspreide huizen Babyloniënbroek;Aalburg                                 ;Buurt     ;BU07380609;1;682;11;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;539;0;539;127;104;0;22;5;;;;;0;0;0;0;5;;;;;
100;Aalsmeer;Aalsmeer                                ;Gemeente  ;GM0358    ;.;3229;90;0;90;0;760;455;30;17;21;237;57;0;0;4;0;53;0;168;47;60;0;60;2;799;184;615;138;47;0;90;1217;;;;;0;31;0;0;1186;;;;;
101;Wijk 00 Aalsmeer;Aalsmeer                                ;Wijk      ;WK035800  ;1;1440;34;0;34;0;350;191;10;2;16;130;19;0;0;4;0;15;0;126;42;28;0;54;2;108;8;100;65;6;0;59;739;;;;;0;28;0;0;711;;;;;
102;Centrum;Aalsmeer                                ;Buurt     ;BU03580000;1;61;4;0;4;0;41;23;9;0;6;4;4;0;0;0;0;4;0;1;1;0;0;0;0;3;0;3;0;0;0;0;7;;;;;0;0;0;0;7;;;;;
103;Stommeer;Aalsmeer                                ;Buurt     ;BU03580001;1;192;9;0;9;0;136;113;1;2;10;10;5;0;0;4;0;1;0;14;9;5;0;0;0;20;0;20;0;0;0;0;8;;;;;0;0;0;0;8;;;;;
104;Hornmeer;Aalsmeer                                ;Buurt     ;BU03580004;1;278;18;0;18;0;157;49;0;0;0;108;10;0;0;0;0;10;0;54;31;23;0;0;0;20;0;20;0;0;0;0;19;;;;;0;0;0;0;19;;;;;
105;Uiterweg;Aalsmeer                                ;Buurt     ;BU03580005;1;910;3;0;3;0;15;6;0;0;0;9;0;0;0;0;0;0;0;56;0;0;0;54;2;65;8;57;65;6;0;59;705;;;;;0;28;0;0;677;;;;;
106;Wijk 01 Kudelstraat en Kalslagen;Aalsmeer                                ;Wijk      ;WK035801  ;1;826;18;0;18;0;135;123;1;2;5;3;7;0;0;0;0;7;0;23;5;17;0;1;0;252;79;174;0;0;0;0;391;;;;;0;2;0;0;389;;;;;
107;Kudelstaart;Aalsmeer                                ;Buurt     ;BU03580100;1;826;18;0;18;0;135;123;1;2;5;3;7;0;0;0;0;7;0;23;5;17;0;1;0;252;79;174;0;0;0;0;391;;;;;0;2;0;0;389;;;;;
108;Wijk 02 Oosteinde;Aalsmeer                                ;Wijk      ;WK035802  ;1;962;38;0;38;0;276;140;19;13;0;103;31;0;0;0;0;30;0;20;0;15;0;4;0;439;97;341;72;41;0;32;87;;;;;0;1;0;0;86;;;;;
109;Bovenlanden;Aalsmeer                                ;Buurt     ;BU03580200;1;219;5;0;5;0;45;15;0;0;0;29;0;0;0;0;0;0;0;9;0;5;0;4;0;63;3;60;32;31;0;1;65;;;;;0;1;0;0;64;;;;;
110;Greenpark;Aalsmeer                                ;Buurt     ;BU03580201;1;216;18;0;18;0;66;17;5;13;0;31;26;0;0;0;0;26;0;0;0;0;0;0;0;100;13;87;0;0;0;0;6;;;;;0;0;0;0;6;;;;;
111;Oosteinde;Aalsmeer                                ;Buurt     ;BU03580205;1;274;6;0;6;0;144;98;14;0;0;33;0;0;0;0;0;0;0;0;0;0;0;0;0;115;29;86;0;0;0;0;8;;;;;0;0;0;0;8;;;;;
112;Schinkelpolder;Aalsmeer                                ;Buurt     ;BU03580206;1;252;8;0;8;0;21;11;0;0;0;10;4;0;0;0;0;4;0;11;0;11;0;0;0;161;53;108;40;10;0;30;7;;;;;0;0;0;0;7;;;;;
113;Aalten;Aalten                                  ;Gemeente  ;GM0197    ;.;9705;300;11;289;0;672;470;25;7;19;151;35;0;0;15;0;20;0;167;41;57;2;21;46;8063;0;8063;416;411;2;2;52;;;;;0;24;0;0;28;;;;;
114;Wijk 01 Buitengebied Aalten;Aalten                                  ;Wijk      ;WK019701  ;1;6799;204;8;196;0;38;11;4;2;5;17;8;0;0;8;0;0;0;41;0;9;0;0;32;6192;0;6192;300;295;2;2;16;;;;;0;2;0;0;14;;;;;
115;Barlo-Kern;Aalten                                  ;Buurt     ;BU01970101;1;4;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
116;Verspreide huizen Barlo;Aalten                                  ;Buurt     ;BU01970102;1;745;26;0;26;0;5;0;0;0;5;0;0;0;0;0;0;0;0;1;0;0;0;0;1;697;0;697;16;16;0;0;0;;;;;0;0;0;0;0;;;;;
117;Verspreide huizen Heurne;Aalten                                  ;Buurt     ;BU01970103;1;757;30;0;30;0;3;0;0;0;0;3;0;0;0;0;0;0;0;3;0;2;0;0;1;684;0;684;36;35;1;0;0;;;;;0;0;0;0;0;;;;;
118;Verspreide huizen IJzerlo;Aalten                                  ;Buurt     ;BU01970104;1;896;22;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;2;0;0;2;853;0;853;17;17;0;0;0;;;;;0;0;0;0;0;;;;;
119;Ijzerlo-kern;Aalten                                  ;Buurt     ;BU01970105;1;11;1;0;1;0;8;4;0;0;0;4;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
120;Lintelo-kern;Aalten                                  ;Buurt     ;BU01970106;1;10;1;0;1;0;6;4;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
121;Verspreide huizen ten westen van Aalten;Aalten                                  ;Buurt     ;BU01970107;1;488;16;2;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;423;0;423;46;46;0;0;3;;;;;0;0;0;0;3;;;;;
122;Verspreide huizen Lintelo;Aalten                                  ;Buurt     ;BU01970108;1;1336;37;5;32;0;4;0;0;0;0;3;0;0;0;0;0;0;0;2;0;0;0;0;2;1246;0;1246;43;43;0;0;5;;;;;0;0;0;0;5;;;;;
123;Verspreide huizen Dalese Veld;Aalten                                  ;Buurt     ;BU01970109;1;661;14;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2;601;0;601;44;42;0;2;1;;;;;0;0;0;0;1;;;;;
124;Verspreide huizen Dale;Aalten                                  ;Buurt     ;BU01970110;1;758;26;0;26;0;4;1;2;2;0;1;8;0;0;8;0;0;0;11;0;4;0;0;7;692;0;692;13;13;0;0;3;;;;;0;0;0;0;3;;;;;
125;Verspreide huizen Haart;Aalten                                  ;Buurt     ;BU01970111;1;1128;32;2;30;0;6;0;2;0;0;3;0;0;0;0;0;0;0;17;0;0;0;0;16;985;0;985;85;84;1;0;4;;;;;0;2;0;0;2;;;;;
126;Haart-kern;Aalten                                  ;Buurt     ;BU01970112;1;5;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
127;Wijk 02 Bredevoort;Aalten                                  ;Wijk      ;WK019702  ;1;1014;34;1;33;0;45;37;2;0;0;6;2;0;0;2;0;0;0;49;8;9;2;21;9;772;0;772;86;86;0;0;25;;;;;0;21;0;0;4;;;;;
128;Verspreide huizen Bredevoort;Aalten                                  ;Buurt     ;BU01970201;1;613;15;0;15;0;0;0;0;0;0;0;2;0;0;2;0;0;0;21;2;0;0;19;0;497;0;497;60;60;0;0;18;;;;;0;18;0;0;0;;;;;
129;Verspreide huizen Hollenberg;Aalten                                  ;Buurt     ;BU01970202;1;137;8;0;8;0;6;6;0;0;0;0;0;0;0;0;0;0;0;11;0;4;0;0;7;99;0;99;12;12;0;0;1;;;;;0;0;0;0;1;;;;;
130;Verspreide huizen Het Zwanenbroek;Aalten                                  ;Buurt     ;BU01970203;1;204;8;1;7;0;2;0;2;0;0;0;0;0;0;0;0;0;0;4;0;0;0;2;2;172;0;172;14;14;0;0;4;;;;;0;1;0;0;3;;;;;
131;Bredevoort;Aalten                                  ;Buurt     ;BU01970204;1;60;3;0;3;0;37;31;0;0;0;6;0;0;0;0;0;0;0;13;6;5;2;0;0;4;0;4;0;0;0;0;3;;;;;0;2;0;0;1;;;;;
132;Wijk 03 Aalten Kern;Aalten                                  ;Wijk      ;WK019703  ;1;517;20;2;17;0;382;266;15;4;11;87;15;0;0;2;0;12;0;40;19;20;0;0;0;55;0;55;0;0;0;0;6;;;;;0;0;0;0;6;;;;;
133;Aalten-kern West;Aalten                                  ;Buurt     ;BU01970301;1;54;2;0;2;0;49;44;0;0;2;3;0;0;0;0;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;1;;;;;0;0;0;0;1;;;;;
134;Aalten-kern Zuid 1;Aalten                                  ;Buurt     ;BU01970302;1;164;7;1;5;0;136;52;0;4;2;78;3;0;0;0;0;3;0;0;0;0;0;0;0;16;0;16;0;0;0;0;2;;;;;0;0;0;0;2;;;;;
135;Aalten-kern Zuid 2;Aalten                                  ;Buurt     ;BU01970303;1;65;3;0;3;0;29;27;0;0;2;0;0;0;0;0;0;0;0;16;7;9;0;0;0;17;0;17;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
136;Aalten-kern Noord/Noordoost;Aalten                                  ;Buurt     ;BU01970304;1;90;3;0;3;0;67;62;0;0;2;3;0;0;0;0;0;0;0;7;0;7;0;0;0;13;0;13;0;0;0;0;1;;;;;0;0;0;0;1;;;;;
137;Aalten Kern 't Kobus;Aalten                                  ;Buurt     ;BU01970305;1;42;1;0;1;0;16;14;0;0;0;2;9;0;0;0;0;9;0;7;7;0;0;0;0;9;0;9;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
138;Aalten-kern Oost;Aalten                                  ;Buurt     ;BU01970306;1;32;1;0;1;0;22;19;0;0;2;0;0;0;0;0;0;0;0;8;6;2;0;0;0;0;0;0;0;0;0;0;1;;;;;0;0;0;0;1;;;;;
139;Aalten-kern Centrum;Aalten                                  ;Buurt     ;BU01970307;1;70;4;0;3;0;64;47;15;0;1;1;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;0;0;0;0;1;;;;;
140;Wijk 04 Dinxperlo;Aalten                                  ;Wijk      ;WK019704  ;1;1376;42;0;42;0;206;156;5;2;3;41;10;0;0;3;0;8;0;37;13;19;0;0;5;1045;0;1045;30;30;0;0;5;;;;;0;1;0;0;4;;;;;
141;Dinxperlo Centrum/Oost;Aalten                                  ;Buurt     ;BU01970400;1;87;4;0;4;0;69;55;5;0;3;7;1;0;0;1;0;0;0;11;0;11;0;0;0;1;0;1;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
142;Dinxperlo Noord;Aalten                                  ;Buurt     ;BU01970401;1;61;2;0;2;0;44;44;0;0;0;0;1;0;0;1;0;0;0;11;9;2;0;0;0;3;0;3;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
143;Dinxperlo West;Aalten                                  ;Buurt     ;BU01970402;1;128;5;0;5;0;82;49;0;2;0;31;8;0;0;0;0;8;0;8;4;4;0;0;0;21;0;21;2;2;0;0;2;;;;;0;1;0;0;1;;;;;
144;De Heurne-kern;Aalten                                  ;Buurt     ;BU01970403;1;23;2;0;2;0;8;8;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;12;0;12;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
145;Verspreide huizen Dinxperlo;Aalten                                  ;Buurt     ;BU01970408;1;170;6;0;6;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;159;0;159;3;3;0;0;0;;;;;0;0;0;0;0;;;;;
146;Verspreide huizen De Heurne;Aalten                                  ;Buurt     ;BU01970409;1;908;24;0;24;0;3;0;0;0;0;3;0;0;0;0;0;0;0;4;0;1;0;0;3;849;0;849;25;25;0;0;3;;;;;0;0;0;0;3;;;;;
147;Achtkarspelen;Achtkarspelen                           ;Gemeente  ;GM0059    ;.;10398;257;22;234;0;921;638;21;9;18;235;85;5;3;15;16;46;0;118;18;86;6;8;1;8554;1;8553;289;59;2;228;175;;;;;0;3;18;0;154;;;;;
148;Wijk 00 Noord;Achtkarspelen                           ;Wijk      ;WK005900  ;1;4709;125;22;103;0;423;278;8;9;14;114;40;5;3;7;3;21;0;55;13;38;4;0;0;3740;1;3739;244;41;0;202;83;;;;;0;3;0;0;79;;;;;
149;Buitenpost;Achtkarspelen                           ;Buurt     ;BU00590000;1;253;10;3;7;0;181;131;6;5;12;26;3;0;0;3;0;0;0;21;9;11;1;0;0;34;1;33;0;0;0;0;4;;;;;0;3;0;0;1;;;;;
150;Twijzel;Achtkarspelen                           ;Buurt     ;BU00590001;1;186;5;0;5;0;37;32;0;0;0;5;2;0;1;1;0;0;0;3;0;2;1;0;0;139;0;139;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
151;Kootstertille;Achtkarspelen                           ;Buurt     ;BU00590002;1;144;6;0;6;0;100;54;2;0;0;44;3;0;2;0;0;1;0;3;3;0;0;0;0;13;0;13;0;0;0;0;19;;;;;0;0;0;0;19;;;;;
152;Twijzelerheide;Achtkarspelen                           ;Buurt     ;BU00590003;1;126;4;0;4;0;43;39;0;0;0;4;1;0;0;1;0;0;0;6;0;6;0;0;0;71;0;71;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
153;Gerkesklooster;Achtkarspelen                           ;Buurt     ;BU00590004;1;64;3;0;3;0;26;17;0;0;0;9;0;0;0;0;0;0;0;5;0;5;0;0;0;28;0;28;0;0;0;0;2;;;;;0;0;0;0;2;;;;;
154;Verspreide huizen Buitenpost;Achtkarspelen                           ;Buurt     ;BU00590005;1;1602;58;15;43;0;11;4;0;0;0;7;8;5;0;0;0;3;0;10;1;7;1;0;0;1429;0;1428;80;31;0;49;6;;;;;0;0;0;0;6;;;;;
155;Verspreide huizen Twijzel;Achtkarspelen                           ;Buurt     ;BU00590006;1;718;5;1;5;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;575;0;575;128;7;0;121;9;;;;;0;0;0;0;9;;;;;
156;Verspreide huizen Kootstertille;Achtkarspelen                           ;Buurt     ;BU00590007;1;636;14;0;14;0;17;1;0;5;0;11;21;0;0;0;3;17;0;7;0;7;1;0;0;516;0;516;34;2;0;32;28;;;;;0;0;0;0;28;;;;;
157;Verspreide huizen Twijzelerheide;Achtkarspelen                           ;Buurt     ;BU00590008;1;474;7;0;7;0;4;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;456;0;456;2;2;0;0;5;;;;;0;0;0;0;5;;;;;
158;Verspreide huizen Gerkesklooster;Achtkarspelen                           ;Buurt     ;BU00590009;1;506;13;3;10;0;4;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;479;0;479;0;0;0;0;10;;;;;0;0;0;0;10;;;;;
159;Wijk 01 Centrum;Achtkarspelen                           ;Wijk      ;WK005901  ;1;2087;46;0;46;0;107;81;0;0;0;25;25;0;0;1;10;13;0;14;0;11;1;2;0;1777;0;1777;35;10;0;26;84;;;;;0;0;18;0;66;;;;;
160;Stroobos;Achtkarspelen                           ;Buurt     ;BU00590100;1;45;3;0;3;0;14;5;0;0;0;9;1;0;0;0;0;1;0;2;0;0;0;2;0;11;0;11;0;0;0;0;15;;;;;0;0;0;0;15;;;;;
161;Drogeham;Achtkarspelen                           ;Buurt     ;BU00590102;1;123;5;0;5;0;47;42;0;0;0;5;0;0;0;0;0;0;0;4;0;4;0;0;0;66;0;66;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
162;Augustinusga;Achtkarspelen                           ;Buurt     ;BU00590103;1;102;4;0;4;0;30;29;0;0;0;2;1;0;0;1;0;0;0;4;0;4;0;0;0;59;0;59;2;2;0;0;1;;;;;0;0;0;0;1;;;;;
163;Verspreide huizen Stroobos;Achtkarspelen                           ;Buurt     ;BU00590107;1;249;5;0;5;0;0;0;0;0;0;0;3;0;0;0;0;3;0;0;0;0;0;0;0;229;0;229;1;0;0;1;11;;;;;0;0;0;0;11;;;;;
164;Verspreide huizen Drogeham;Achtkarspelen                           ;Buurt     ;BU00590108;1;919;13;0;13;0;5;0;0;0;0;5;20;0;0;0;10;10;0;3;0;2;1;0;0;835;0;835;14;7;0;7;29;;;;;0;0;18;0;11;;;;;
165;Verspreide huizen Augustinusga;Achtkarspelen                           ;Buurt     ;BU00590109;1;649;17;0;17;0;10;5;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;577;0;577;17;0;0;17;28;;;;;0;0;0;0;28;;;;;
166;Wijk 02 Zuid;Achtkarspelen                           ;Wijk      ;WK005902  ;1;3602;85;0;85;0;392;280;13;0;4;96;20;0;0;6;2;11;0;49;4;37;1;6;1;3037;0;3037;10;8;2;0;9;;;;;0;0;0;0;9;;;;;
167;Surhuisterveen;Achtkarspelen                           ;Buurt     ;BU00590200;1;315;10;0;10;0;197;132;11;0;4;50;8;0;0;3;0;5;0;17;3;14;0;0;0;81;0;81;2;2;0;0;0;;;;;0;0;0;0;0;;;;;
168;Harkema;Achtkarspelen                           ;Buurt     ;BU00590201;1;249;11;0;11;0;121;99;0;0;0;21;3;0;0;1;0;2;0;17;0;12;1;4;0;96;0;96;1;0;1;0;0;;;;;0;0;0;0;0;;;;;
169;Surhuizum;Achtkarspelen                           ;Buurt     ;BU00590202;1;97;6;0;6;0;24;24;0;0;0;0;2;0;0;2;0;0;0;3;0;3;0;0;0;63;0;63;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
170;Boelenslaan;Achtkarspelen                           ;Buurt     ;BU00590203;1;66;2;0;2;0;22;21;1;0;0;0;1;0;0;1;0;0;0;1;0;1;0;0;0;41;0;41;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
171;Verspreide huizen Surhuisterveen;Achtkarspelen                           ;Buurt     ;BU00590206;1;443;8;0;8;0;17;3;0;0;0;14;3;0;0;0;0;3;0;4;0;4;0;0;0;410;0;410;0;0;0;0;1;;;;;0;0;0;0;1;;;;;
172;Verspreide huizen Harkema;Achtkarspelen                           ;Buurt     ;BU00590207;1;404;7;0;7;0;9;0;0;0;0;9;0;0;0;0;0;0;0;4;1;0;0;3;0;380;0;380;1;0;1;0;2;;;;;0;0;0;0;2;;;;;
173;Verspreide huizen Surhuizum;Achtkarspelen                           ;Buurt     ;BU00590208;1;1395;21;0;21;0;1;0;0;0;0;1;3;0;0;0;1;2;0;0;0;0;0;0;0;1364;0;1364;0;0;0;0;6;;;;;0;0;0;0;6;;;;;
174;Verspreide huizen Boelenslaan;Achtkarspelen                           ;Buurt     ;BU00590209;1;633;19;0;19;0;1;1;0;0;0;0;1;0;0;0;1;0;0;4;0;2;0;0;1;603;0;603;6;6;0;0;0;;;;;0;0;0;0;0;;;;;
175;Alblasserdam;Alblasserdam                            ;Gemeente  ;GM0482    ;.;1006;64;1;63;0;414;221;6;2;1;184;13;0;0;1;0;9;3;70;25;24;8;13;0;299;0;299;18;13;0;5;128;;;74.0;;0;4;0;0;50;;;;;
176;Wijk 01 Centrum;Alblasserdam                            ;Wijk      ;WK048201  ;1;113;4;0;4;0;73;54;6;0;0;13;2;0;0;1;0;0;1;3;1;0;0;2;0;10;0;10;0;0;0;0;22;;;16.0;;0;1;0;0;4;;;;;
177;Cortgene;Alblasserdam                            ;Buurt     ;BU04820101;1;23;1;0;1;0;11;11;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;2;0;6;0;6;0;0;0;0;2;;;2.0;;0;0;0;0;0;;;;;
178;Redersbuurt;Alblasserdam                            ;Buurt     ;BU04820102;1;10;0;0;0;0;10;6;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
179;kerkbuurt;Alblasserdam                            ;Buurt     ;BU04820103;1;25;1;0;1;0;19;18;1;0;0;0;1;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;2;;;;;0;0;0;0;2;;;;;
180;Polderbuurt;Alblasserdam                            ;Buurt     ;BU04820104;1;17;0;0;0;0;11;8;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;0;0;0;0;2;;;;;0;0;0;0;2;;;;;
181;De Werven;Alblasserdam                            ;Buurt     ;BU04820105;1;39;1;0;1;0;21;10;1;0;0;10;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;15;;;14.0;;0;1;0;0;0;;;;;
182;Wijk 02 Kinderdijk;Alblasserdam                            ;Wijk      ;WK048202  ;1;131;7;0;7;0;52;45;0;0;0;7;2;0;0;0;0;0;2;24;10;2;0;11;0;5;0;5;6;1;0;5;35;;;26.0;;0;3;0;0;6;;;;;
183;Dijk;Alblasserdam                            ;Buurt     ;BU04820201;1;60;6;0;6;0;15;8;0;0;0;7;2;0;0;0;0;0;2;1;0;0;0;1;0;3;0;3;5;0;0;5;30;;;26.0;;0;0;0;0;4;;;;;
184;Vogelbuurt;Alblasserdam                            ;Buurt     ;BU04820202;1;16;0;0;0;0;12;12;0;0;0;0;0;0;0;0;0;0;0;3;3;0;0;0;0;0;0;0;0;0;0;0;1;;;;;0;0;0;0;1;;;;;
185;Waterland;Alblasserdam                            ;Buurt     ;BU04820203;1;9;0;0;0;0;6;6;0;0;0;0;0;0;0;0;0;0;0;3;1;2;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
186;Groene Long;Alblasserdam                            ;Buurt     ;BU04820204;1;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;7;0;0;10;0;2;0;2;1;1;0;0;3;;;;;0;3;0;0;0;;;;;
187;Rivierenbuurt;Alblasserdam                            ;Buurt     ;BU04820205;1;12;0;0;0;0;11;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
188;Nieuw Kinderdijk;Alblasserdam                            ;Buurt     ;BU04820206;1;11;0;0;0;0;9;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;0;0;0;0;1;;;;;
189;Wijk 03 Blokweer;Alblasserdam                            ;Wijk      ;WK048203  ;1;89;2;0;2;0;82;82;0;0;0;0;0;0;0;0;0;0;0;2;1;1;0;0;0;1;0;1;0;0;0;0;2;;;;;0;0;0;0;2;;;;;
190;Zeelt;Alblasserdam                            ;Buurt     ;BU04820301;1;13;0;0;0;0;12;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
191;Middelland;Alblasserdam                            ;Buurt     ;BU04820302;1;9;0;0;0;0;8;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
192;Blokweer Noord;Alblasserdam                            ;Buurt     ;BU04820303;1;10;0;0;0;0;10;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
193;Blokweer Zuid;Alblasserdam                            ;Buurt     ;BU04820304;1;11;0;0;0;0;9;9;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;;;;;0;0;0;0;1;;;;;
194;Drentsebuurt;Alblasserdam                            ;Buurt     ;BU04820305;1;11;0;0;0;0;11;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
195;Florabuurt;Alblasserdam                            ;Buurt     ;BU04820306;1;18;0;0;0;0;17;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
196;Staatsliedenbuurt;Alblasserdam                            ;Buurt     ;BU04820307;1;16;1;0;1;0;14;14;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
197;Wijk 04 Souburgh;Alblasserdam                            ;Wijk      ;WK048204  ;1;62;1;0;1;0;42;39;0;0;1;1;5;0;0;0;0;5;0;5;5;0;0;0;0;0;0;0;0;0;0;0;9;;;;;0;0;0;0;9;;;;;
198;Schildersbuurt;Alblasserdam                            ;Buurt     ;BU04820401;1;19;0;0;0;0;14;14;0;0;0;0;0;0;0;0;0;0;0;3;3;0;0;0;0;0;0;0;0;0;0;0;2;;;;;0;0;0;0;2;;;;;
199;Schrijversbuurt;Alblasserdam                            ;Buurt     ;BU04820402;1;22;1;0;1;0;17;17;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;2;;;;;0;0;0;0;2;;;;;
200;Klein Alblas;Alblasserdam                            ;Buurt     ;BU04820403;1;16;0;0;0;0;7;5;0;0;0;1;5;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;;;;;0;0;0;0;4;;;;;
201;Oranjebuurt;Alblasserdam                            ;Buurt     ;BU04820404;1;6;0;0;0;0;5;4;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
