ID;Bedrijfsgroep;Positie;Geslacht;Nationaliteit;Personen_1
488;101;Positie A;Mannen;Polen;0
489;101;Positie A;Mannen;Tsjechoslowakije;0
490;101;Positie A;Mannen;Andere nationaliteit;0
491;101;Positie A;Mannen;Geen nationaliteit;0
492;101;Positie A;Mannen;Onbekende nationaliteit;0
493;101;Positie A;Vrouwen;Totaal van alle nationaliteiten;0
494;101;Positie A;Vrouwen;Nederland;0
495;101;Positie A;Vrouwen;Totaal van alle vreemde nationaliteiten;0
496;101;Positie A;Vrouwen;Duitschland;0
497;101;Positie A;Vrouwen;België;0
498;101;Positie A;Vrouwen;Groot Britannië en Noord Ierland;0
499;101;Positie A;Vrouwen;Frankrijk;0
500;101;Positie A;Vrouwen;Italië;0
501;101;Positie A;Vrouwen;Zwitserland;0
502;101;Positie A;Vrouwen;Oostenrijk;0
503;101;Positie A;Vrouwen;Hongarije;0
504;101;Positie A;Vrouwen;Rusland;0
505;101;Positie A;Vrouwen;Polen;0
506;101;Positie A;Vrouwen;Tsjechoslowakije;0
507;101;Positie A;Vrouwen;Andere nationaliteit;0
508;101;Positie A;Vrouwen;Geen nationaliteit;0
509;101;Positie A;Vrouwen;Onbekende nationaliteit;0
510;101;Positie B;Totaal mannen en vrouwen;Totaal van alle nationaliteiten;206
511;101;Positie B;Totaal mannen en vrouwen;Nederland;205
512;101;Positie B;Totaal mannen en vrouwen;Totaal van alle vreemde nationaliteiten;1
513;101;Positie B;Totaal mannen en vrouwen;Duitschland;0
514;101;Positie B;Totaal mannen en vrouwen;België;1
515;101;Positie B;Totaal mannen en vrouwen;Groot Britannië en Noord Ierland;0
516;101;Positie B;Totaal mannen en vrouwen;Frankrijk;0
517;101;Positie B;Totaal mannen en vrouwen;Italië;0
518;101;Positie B;Totaal mannen en vrouwen;Zwitserland;0
519;101;Positie B;Totaal mannen en vrouwen;Oostenrijk;0
520;101;Positie B;Totaal mannen en vrouwen;Hongarije;0
521;101;Positie B;Totaal mannen en vrouwen;Rusland;0
522;101;Positie B;Totaal mannen en vrouwen;Polen;0
523;101;Positie B;Totaal mannen en vrouwen;Tsjechoslowakije;0
524;101;Positie B;Totaal mannen en vrouwen;Andere nationaliteit;0
525;101;Positie B;Totaal mannen en vrouwen;Geen nationaliteit;0
526;101;Positie B;Totaal mannen en vrouwen;Onbekende nationaliteit;0
527;101;Positie B;Mannen;Totaal van alle nationaliteiten;206
528;101;Positie B;Mannen;Nederland;205
529;101;Positie B;Mannen;Totaal van alle vreemde nationaliteiten;1
530;101;Positie B;Mannen;Duitschland;0
531;101;Positie B;Mannen;België;1
532;101;Positie B;Mannen;Groot Britannië en Noord Ierland;0
533;101;Positie B;Mannen;Frankrijk;0
534;101;Positie B;Mannen;Italië;0
535;101;Positie B;Mannen;Zwitserland;0
536;101;Positie B;Mannen;Oostenrijk;0
537;101;Positie B;Mannen;Hongarije;0
538;101;Positie B;Mannen;Rusland;0
539;101;Positie B;Mannen;Polen;0
540;101;Positie B;Mannen;Tsjechoslowakije;0
541;101;Positie B;Mannen;Andere nationaliteit;0
542;101;Positie B;Mannen;Geen nationaliteit;0
543;101;Positie B;Mannen;Onbekende nationaliteit;0
544;101;Positie B;Vrouwen;Totaal van alle nationaliteiten;0
545;101;Positie B;Vrouwen;Nederland;0
546;101;Positie B;Vrouwen;Totaal van alle vreemde nationaliteiten;0
547;101;Positie B;Vrouwen;Duitschland;0
548;101;Positie B;Vrouwen;België;0
549;101;Positie B;Vrouwen;Groot Britannië en Noord Ierland;0
550;101;Positie B;Vrouwen;Frankrijk;0
551;101;Positie B;Vrouwen;Italië;0
552;101;Positie B;Vrouwen;Zwitserland;0
553;101;Positie B;Vrouwen;Oostenrijk;0
554;101;Positie B;Vrouwen;Hongarije;0
555;101;Positie B;Vrouwen;Rusland;0
556;101;Positie B;Vrouwen;Polen;0
557;101;Positie B;Vrouwen;Tsjechoslowakije;0
558;101;Positie B;Vrouwen;Andere nationaliteit;0
559;101;Positie B;Vrouwen;Geen nationaliteit;0
560;101;Positie B;Vrouwen;Onbekende nationaliteit;0
561;101;Positie C;Totaal mannen en vrouwen;Totaal van alle nationaliteiten;470
562;101;Positie C;Totaal mannen en vrouwen;Nederland;460
563;101;Positie C;Totaal mannen en vrouwen;Totaal van alle vreemde nationaliteiten;10
564;101;Positie C;Totaal mannen en vrouwen;Duitschland;7
565;101;Positie C;Totaal mannen en vrouwen;België;3
566;101;Positie C;Totaal mannen en vrouwen;Groot Britannië en Noord Ierland;0
567;101;Positie C;Totaal mannen en vrouwen;Frankrijk;0
568;101;Positie C;Totaal mannen en vrouwen;Italië;0
569;101;Positie C;Totaal mannen en vrouwen;Zwitserland;0
570;101;Positie C;Totaal mannen en vrouwen;Oostenrijk;0
571;101;Positie C;Totaal mannen en vrouwen;Hongarije;0
572;101;Positie C;Totaal mannen en vrouwen;Rusland;0
573;101;Positie C;Totaal mannen en vrouwen;Polen;0
574;101;Positie C;Totaal mannen en vrouwen;Tsjechoslowakije;0
575;101;Positie C;Totaal mannen en vrouwen;Andere nationaliteit;0
576;101;Positie C;Totaal mannen en vrouwen;Geen nationaliteit;0
577;101;Positie C;Totaal mannen en vrouwen;Onbekende nationaliteit;0
578;101;Positie C;Mannen;Totaal van alle nationaliteiten;470
579;101;Positie C;Mannen;Nederland;460
580;101;Positie C;Mannen;Totaal van alle vreemde nationaliteiten;10
581;101;Positie C;Mannen;Duitschland;7
582;101;Positie C;Mannen;België;3
583;101;Positie C;Mannen;Groot Britannië en Noord Ierland;0
584;101;Positie C;Mannen;Frankrijk;0
585;101;Positie C;Mannen;Italië;0
586;101;Positie C;Mannen;Zwitserland;0
587;101;Positie C;Mannen;Oostenrijk;0
588;101;Positie C;Mannen;Hongarije;0
589;101;Positie C;Mannen;Rusland;0
590;101;Positie C;Mannen;Polen;0
591;101;Positie C;Mannen;Tsjechoslowakije;0
592;101;Positie C;Mannen;Andere nationaliteit;0
593;101;Positie C;Mannen;Geen nationaliteit;0
594;101;Positie C;Mannen;Onbekende nationaliteit;0
595;101;Positie C;Vrouwen;Totaal van alle nationaliteiten;0
596;101;Positie C;Vrouwen;Nederland;0
597;101;Positie C;Vrouwen;Totaal van alle vreemde nationaliteiten;0
598;101;Positie C;Vrouwen;Duitschland;0
599;101;Positie C;Vrouwen;België;0
600;101;Positie C;Vrouwen;Groot Britannië en Noord Ierland;0
601;101;Positie C;Vrouwen;Frankrijk;0
602;101;Positie C;Vrouwen;Italië;0
603;101;Positie C;Vrouwen;Zwitserland;0
604;101;Positie C;Vrouwen;Oostenrijk;0
605;101;Positie C;Vrouwen;Hongarije;0
606;101;Positie C;Vrouwen;Rusland;0
607;101;Positie C;Vrouwen;Polen;0
608;101;Positie C;Vrouwen;Tsjechoslowakije;0
609;101;Positie C;Vrouwen;Andere nationaliteit;0
610;101;Positie C;Vrouwen;Geen nationaliteit;0
611;101;Positie C;Vrouwen;Onbekende nationaliteit;0
612;103;Positie A;Totaal mannen en vrouwen;Totaal van alle nationaliteiten;80
613;103;Positie A;Totaal mannen en vrouwen;Nederland;58
614;103;Positie A;Totaal mannen en vrouwen;Totaal van alle vreemde nationaliteiten;22
615;103;Positie A;Totaal mannen en vrouwen;Duitschland;0
616;103;Positie A;Totaal mannen en vrouwen;België;0
617;103;Positie A;Totaal mannen en vrouwen;Groot Britannië en Noord Ierland;0
618;103;Positie A;Totaal mannen en vrouwen;Frankrijk;0
619;103;Positie A;Totaal mannen en vrouwen;Italië;21
620;103;Positie A;Totaal mannen en vrouwen;Zwitserland;1
621;103;Positie A;Totaal mannen en vrouwen;Oostenrijk;0
622;103;Positie A;Totaal mannen en vrouwen;Hongarije;0
623;103;Positie A;Totaal mannen en vrouwen;Rusland;0
624;103;Positie A;Totaal mannen en vrouwen;Polen;0
625;103;Positie A;Totaal mannen en vrouwen;Tsjechoslowakije;0
626;103;Positie A;Totaal mannen en vrouwen;Andere nationaliteit;0
627;103;Positie A;Totaal mannen en vrouwen;Geen nationaliteit;0
628;103;Positie A;Totaal mannen en vrouwen;Onbekende nationaliteit;0
629;103;Positie A;Mannen;Totaal van alle nationaliteiten;80
630;103;Positie A;Mannen;Nederland;58
631;103;Positie A;Mannen;Totaal van alle vreemde nationaliteiten;22
632;103;Positie A;Mannen;Duitschland;0
633;103;Positie A;Mannen;België;0
634;103;Positie A;Mannen;Groot Britannië en Noord Ierland;0
635;103;Positie A;Mannen;Frankrijk;0
636;103;Positie A;Mannen;Italië;21
637;103;Positie A;Mannen;Zwitserland;1
638;103;Positie A;Mannen;Oostenrijk;0
639;103;Positie A;Mannen;Hongarije;0
640;103;Positie A;Mannen;Rusland;0
641;103;Positie A;Mannen;Polen;0
642;103;Positie A;Mannen;Tsjechoslowakije;0
643;103;Positie A;Mannen;Andere nationaliteit;0
644;103;Positie A;Mannen;Geen nationaliteit;0
645;103;Positie A;Mannen;Onbekende nationaliteit;0
646;103;Positie A;Vrouwen;Totaal van alle nationaliteiten;0
647;103;Positie A;Vrouwen;Nederland;0
648;103;Positie A;Vrouwen;Totaal van alle vreemde nationaliteiten;0
649;103;Positie A;Vrouwen;Duitschland;0
650;103;Positie A;Vrouwen;België;0
651;103;Positie A;Vrouwen;Groot Britannië en Noord Ierland;0
652;103;Positie A;Vrouwen;Frankrijk;0
653;103;Positie A;Vrouwen;Italië;0
654;103;Positie A;Vrouwen;Zwitserland;0
655;103;Positie A;Vrouwen;Oostenrijk;0
656;103;Positie A;Vrouwen;Hongarije;0
657;103;Positie A;Vrouwen;Rusland;0
658;103;Positie A;Vrouwen;Polen;0
659;103;Positie A;Vrouwen;Tsjechoslowakije;0
660;103;Positie A;Vrouwen;Andere nationaliteit;0
661;103;Positie A;Vrouwen;Geen nationaliteit;0
662;103;Positie A;Vrouwen;Onbekende nationaliteit;0
663;103;Positie B;Totaal mannen en vrouwen;Totaal van alle nationaliteiten;4
664;103;Positie B;Totaal mannen en vrouwen;Nederland;3
665;103;Positie B;Totaal mannen en vrouwen;Totaal van alle vreemde nationaliteiten;1
666;103;Positie B;Totaal mannen en vrouwen;Duitschland;1
667;103;Positie B;Totaal mannen en vrouwen;België;0
668;103;Positie B;Totaal mannen en vrouwen;Groot Britannië en Noord Ierland;0
669;103;Positie B;Totaal mannen en vrouwen;Frankrijk;0
670;103;Positie B;Totaal mannen en vrouwen;Italië;0
671;103;Positie B;Totaal mannen en vrouwen;Zwitserland;0
672;103;Positie B;Totaal mannen en vrouwen;Oostenrijk;0
673;103;Positie B;Totaal mannen en vrouwen;Hongarije;0
674;103;Positie B;Totaal mannen en vrouwen;Rusland;0
675;103;Positie B;Totaal mannen en vrouwen;Polen;0
676;103;Positie B;Totaal mannen en vrouwen;Tsjechoslowakije;0
677;103;Positie B;Totaal mannen en vrouwen;Andere nationaliteit;0
678;103;Positie B;Totaal mannen en vrouwen;Geen nationaliteit;0
679;103;Positie B;Totaal mannen en vrouwen;Onbekende nationaliteit;0
680;103;Positie B;Mannen;Totaal van alle nationaliteiten;4
681;103;Positie B;Mannen;Nederland;3
682;103;Positie B;Mannen;Totaal van alle vreemde nationaliteiten;1
683;103;Positie B;Mannen;Duitschland;1
684;103;Positie B;Mannen;België;0
685;103;Positie B;Mannen;Groot Britannië en Noord Ierland;0
686;103;Positie B;Mannen;Frankrijk;0
687;103;Positie B;Mannen;Italië;0
688;103;Positie B;Mannen;Zwitserland;0
689;103;Positie B;Mannen;Oostenrijk;0
690;103;Positie B;Mannen;Hongarije;0
691;103;Positie B;Mannen;Rusland;0
692;103;Positie B;Mannen;Polen;0
693;103;Positie B;Mannen;Tsjechoslowakije;0
694;103;Positie B;Mannen;Andere nationaliteit;0
695;103;Positie B;Mannen;Geen nationaliteit;0
696;103;Positie B;Mannen;Onbekende nationaliteit;0
697;103;Positie B;Vrouwen;Totaal van alle nationaliteiten;0
698;103;Positie B;Vrouwen;Nederland;0
699;103;Positie B;Vrouwen;Totaal van alle vreemde nationaliteiten;0
700;103;Positie B;Vrouwen;Duitschland;0
701;103;Positie B;Vrouwen;België;0
702;103;Positie B;Vrouwen;Groot Britannië en Noord Ierland;0
703;103;Positie B;Vrouwen;Frankrijk;0
704;103;Positie B;Vrouwen;Italië;0
705;103;Positie B;Vrouwen;Zwitserland;0
706;103;Positie B;Vrouwen;Oostenrijk;0
707;103;Positie B;Vrouwen;Hongarije;0
708;103;Positie B;Vrouwen;Rusland;0
709;103;Positie B;Vrouwen;Polen;0
710;103;Positie B;Vrouwen;Tsjechoslowakije;0
711;103;Positie B;Vrouwen;Andere nationaliteit;0
712;103;Positie B;Vrouwen;Geen nationaliteit;0
713;103;Positie B;Vrouwen;Onbekende nationaliteit;0
714;103;Positie C;Totaal mannen en vrouwen;Totaal van alle nationaliteiten;8
715;103;Positie C;Totaal mannen en vrouwen;Nederland;6
716;103;Positie C;Totaal mannen en vrouwen;Totaal van alle vreemde nationaliteiten;2
717;103;Positie C;Totaal mannen en vrouwen;Duitschland;0
718;103;Positie C;Totaal mannen en vrouwen;België;0
719;103;Positie C;Totaal mannen en vrouwen;Groot Britannië en Noord Ierland;0
720;103;Positie C;Totaal mannen en vrouwen;Frankrijk;0
721;103;Positie C;Totaal mannen en vrouwen;Italië;2
722;103;Positie C;Totaal mannen en vrouwen;Zwitserland;0
723;103;Positie C;Totaal mannen en vrouwen;Oostenrijk;0
724;103;Positie C;Totaal mannen en vrouwen;Hongarije;0
725;103;Positie C;Totaal mannen en vrouwen;Rusland;0
726;103;Positie C;Totaal mannen en vrouwen;Polen;0
727;103;Positie C;Totaal mannen en vrouwen;Tsjechoslowakije;0
728;103;Positie C;Totaal mannen en vrouwen;Andere nationaliteit;0
729;103;Positie C;Totaal mannen en vrouwen;Geen nationaliteit;0
730;103;Positie C;Totaal mannen en vrouwen;Onbekende nationaliteit;0
731;103;Positie C;Mannen;Totaal van alle nationaliteiten;8
732;103;Positie C;Mannen;Nederland;6
733;103;Positie C;Mannen;Totaal van alle vreemde nationaliteiten;2
734;103;Positie C;Mannen;Duitschland;0
735;103;Positie C;Mannen;België;0
736;103;Positie C;Mannen;Groot Britannië en Noord Ierland;0
737;103;Positie C;Mannen;Frankrijk;0
738;103;Positie C;Mannen;Italië;2
739;103;Positie C;Mannen;Zwitserland;0
740;103;Positie C;Mannen;Oostenrijk;0
741;103;Positie C;Mannen;Hongarije;0
742;103;Positie C;Mannen;Rusland;0
743;103;Positie C;Mannen;Polen;0
744;103;Positie C;Mannen;Tsjechoslowakije;0
745;103;Positie C;Mannen;Andere nationaliteit;0
746;103;Positie C;Mannen;Geen nationaliteit;0
747;103;Positie C;Mannen;Onbekende nationaliteit;0
748;103;Positie C;Vrouwen;Totaal van alle nationaliteiten;0
749;103;Positie C;Vrouwen;Nederland;0
750;103;Positie C;Vrouwen;Totaal van alle vreemde nationaliteiten;0
751;103;Positie C;Vrouwen;Duitschland;0
752;103;Positie C;Vrouwen;België;0
753;103;Positie C;Vrouwen;Groot Britannië en Noord Ierland;0
754;103;Positie C;Vrouwen;Frankrijk;0
755;103;Positie C;Vrouwen;Italië;0
756;103;Positie C;Vrouwen;Zwitserland;0
757;103;Positie C;Vrouwen;Oostenrijk;0
758;103;Positie C;Vrouwen;Hongarije;0
759;103;Positie C;Vrouwen;Rusland;0
760;103;Positie C;Vrouwen;Polen;0
761;103;Positie C;Vrouwen;Tsjechoslowakije;0
762;103;Positie C;Vrouwen;Andere nationaliteit;0
763;103;Positie C;Vrouwen;Geen nationaliteit;0
764;103;Positie C;Vrouwen;Onbekende nationaliteit;0
765;105;Positie A;Totaal mannen en vrouwen;Totaal van alle nationaliteiten;0
766;105;Positie A;Totaal mannen en vrouwen;Nederland;0
767;105;Positie A;Totaal mannen en vrouwen;Totaal van alle vreemde nationaliteiten;0
768;105;Positie A;Totaal mannen en vrouwen;Duitschland;0
769;105;Positie A;Totaal mannen en vrouwen;België;0
770;105;Positie A;Totaal mannen en vrouwen;Groot Britannië en Noord Ierland;0
771;105;Positie A;Totaal mannen en vrouwen;Frankrijk;0
772;105;Positie A;Totaal mannen en vrouwen;Italië;0
773;105;Positie A;Totaal mannen en vrouwen;Zwitserland;0
774;105;Positie A;Totaal mannen en vrouwen;Oostenrijk;0
775;105;Positie A;Totaal mannen en vrouwen;Hongarije;0
776;105;Positie A;Totaal mannen en vrouwen;Rusland;0
777;105;Positie A;Totaal mannen en vrouwen;Polen;0
778;105;Positie A;Totaal mannen en vrouwen;Tsjechoslowakije;0
779;105;Positie A;Totaal mannen en vrouwen;Andere nationaliteit;0
780;105;Positie A;Totaal mannen en vrouwen;Geen nationaliteit;0
781;105;Positie A;Totaal mannen en vrouwen;Onbekende nationaliteit;0
782;105;Positie A;Mannen;Totaal van alle nationaliteiten;0
783;105;Positie A;Mannen;Nederland;0
784;105;Positie A;Mannen;Totaal van alle vreemde nationaliteiten;0
785;105;Positie A;Mannen;Duitschland;0
786;105;Positie A;Mannen;België;0
787;105;Positie A;Mannen;Groot Britannië en Noord Ierland;0
788;105;Positie A;Mannen;Frankrijk;0
789;105;Positie A;Mannen;Italië;0
790;105;Positie A;Mannen;Zwitserland;0
791;105;Positie A;Mannen;Oostenrijk;0
792;105;Positie A;Mannen;Hongarije;0
793;105;Positie A;Mannen;Rusland;0
794;105;Positie A;Mannen;Polen;0
795;105;Positie A;Mannen;Tsjechoslowakije;0
796;105;Positie A;Mannen;Andere nationaliteit;0
797;105;Positie A;Mannen;Geen nationaliteit;0
798;105;Positie A;Mannen;Onbekende nationaliteit;0
799;105;Positie A;Vrouwen;Totaal van alle nationaliteiten;0
800;105;Positie A;Vrouwen;Nederland;0
801;105;Positie A;Vrouwen;Totaal van alle vreemde nationaliteiten;0
802;105;Positie A;Vrouwen;Duitschland;0
803;105;Positie A;Vrouwen;België;0
804;105;Positie A;Vrouwen;Groot Britannië en Noord Ierland;0
805;105;Positie A;Vrouwen;Frankrijk;0
806;105;Positie A;Vrouwen;Italië;0
807;105;Positie A;Vrouwen;Zwitserland;0
808;105;Positie A;Vrouwen;Oostenrijk;0
809;105;Positie A;Vrouwen;Hongarije;0
810;105;Positie A;Vrouwen;Rusland;0
811;105;Positie A;Vrouwen;Polen;0
812;105;Positie A;Vrouwen;Tsjechoslowakije;0
813;105;Positie A;Vrouwen;Andere nationaliteit;0
814;105;Positie A;Vrouwen;Geen nationaliteit;0
815;105;Positie A;Vrouwen;Onbekende nationaliteit;0
816;105;Positie B;Totaal mannen en vrouwen;Totaal van alle nationaliteiten;30
817;105;Positie B;Totaal mannen en vrouwen;Nederland;29
818;105;Positie B;Totaal mannen en vrouwen;Totaal van alle vreemde nationaliteiten;1
819;105;Positie B;Totaal mannen en vrouwen;Duitschland;0
820;105;Positie B;Totaal mannen en vrouwen;België;1
821;105;Positie B;Totaal mannen en vrouwen;Groot Britannië en Noord Ierland;0
822;105;Positie B;Totaal mannen en vrouwen;Frankrijk;0
823;105;Positie B;Totaal mannen en vrouwen;Italië;0
824;105;Positie B;Totaal mannen en vrouwen;Zwitserland;0
825;105;Positie B;Totaal mannen en vrouwen;Oostenrijk;0
826;105;Positie B;Totaal mannen en vrouwen;Hongarije;0
827;105;Positie B;Totaal mannen en vrouwen;Rusland;0
828;105;Positie B;Totaal mannen en vrouwen;Polen;0
829;105;Positie B;Totaal mannen en vrouwen;Tsjechoslowakije;0
830;105;Positie B;Totaal mannen en vrouwen;Andere nationaliteit;0
831;105;Positie B;Totaal mannen en vrouwen;Geen nationaliteit;0
832;105;Positie B;Totaal mannen en vrouwen;Onbekende nationaliteit;0
833;105;Positie B;Mannen;Totaal van alle nationaliteiten;30
834;105;Positie B;Mannen;Nederland;29
835;105;Positie B;Mannen;Totaal van alle vreemde nationaliteiten;1
836;105;Positie B;Mannen;Duitschland;0
837;105;Positie B;Mannen;België;1
838;105;Positie B;Mannen;Groot Britannië en Noord Ierland;0
839;105;Positie B;Mannen;Frankrijk;0
840;105;Positie B;Mannen;Italië;0
841;105;Positie B;Mannen;Zwitserland;0
842;105;Positie B;Mannen;Oostenrijk;0
843;105;Positie B;Mannen;Hongarije;0
844;105;Positie B;Mannen;Rusland;0
845;105;Positie B;Mannen;Polen;0
846;105;Positie B;Mannen;Tsjechoslowakije;0
847;105;Positie B;Mannen;Andere nationaliteit;0
848;105;Positie B;Mannen;Geen nationaliteit;0
849;105;Positie B;Mannen;Onbekende nationaliteit;0
850;105;Positie B;Vrouwen;Totaal van alle nationaliteiten;0
851;105;Positie B;Vrouwen;Nederland;0
852;105;Positie B;Vrouwen;Totaal van alle vreemde nationaliteiten;0
853;105;Positie B;Vrouwen;Duitschland;0
854;105;Positie B;Vrouwen;België;0
855;105;Positie B;Vrouwen;Groot Britannië en Noord Ierland;0
856;105;Positie B;Vrouwen;Frankrijk;0
857;105;Positie B;Vrouwen;Italië;0
858;105;Positie B;Vrouwen;Zwitserland;0
859;105;Positie B;Vrouwen;Oostenrijk;0
860;105;Positie B;Vrouwen;Hongarije;0
861;105;Positie B;Vrouwen;Rusland;0
862;105;Positie B;Vrouwen;Polen;0
863;105;Positie B;Vrouwen;Tsjechoslowakije;0
864;105;Positie B;Vrouwen;Andere nationaliteit;0
865;105;Positie B;Vrouwen;Geen nationaliteit;0
866;105;Positie B;Vrouwen;Onbekende nationaliteit;0
867;105;Positie C;Totaal mannen en vrouwen;Totaal van alle nationaliteiten;231
868;105;Positie C;Totaal mannen en vrouwen;Nederland;219
869;105;Positie C;Totaal mannen en vrouwen;Totaal van alle vreemde nationaliteiten;12
870;105;Positie C;Totaal mannen en vrouwen;Duitschland;7
871;105;Positie C;Totaal mannen en vrouwen;België;2
872;105;Positie C;Totaal mannen en vrouwen;Groot Britannië en Noord Ierland;0
873;105;Positie C;Totaal mannen en vrouwen;Frankrijk;1
874;105;Positie C;Totaal mannen en vrouwen;Italië;0
875;105;Positie C;Totaal mannen en vrouwen;Zwitserland;0
876;105;Positie C;Totaal mannen en vrouwen;Oostenrijk;1
877;105;Positie C;Totaal mannen en vrouwen;Hongarije;0
878;105;Positie C;Totaal mannen en vrouwen;Rusland;0
879;105;Positie C;Totaal mannen en vrouwen;Polen;0
880;105;Positie C;Totaal mannen en vrouwen;Tsjechoslowakije;0
881;105;Positie C;Totaal mannen en vrouwen;Andere nationaliteit;0
882;105;Positie C;Totaal mannen en vrouwen;Geen nationaliteit;1
883;105;Positie C;Totaal mannen en vrouwen;Onbekende nationaliteit;0
884;105;Positie C;Mannen;Totaal van alle nationaliteiten;231
885;105;Positie C;Mannen;Nederland;219
886;105;Positie C;Mannen;Totaal van alle vreemde nationaliteiten;12
887;105;Positie C;Mannen;Duitschland;7
888;105;Positie C;Mannen;België;2
889;105;Positie C;Mannen;Groot Britannië en Noord Ierland;0
890;105;Positie C;Mannen;Frankrijk;1
891;105;Positie C;Mannen;Italië;0
892;105;Positie C;Mannen;Zwitserland;0
893;105;Positie C;Mannen;Oostenrijk;1
894;105;Positie C;Mannen;Hongarije;0
895;105;Positie C;Mannen;Rusland;0
896;105;Positie C;Mannen;Polen;0
897;105;Positie C;Mannen;Tsjechoslowakije;0
898;105;Positie C;Mannen;Andere nationaliteit;0
899;105;Positie C;Mannen;Geen nationaliteit;1
900;105;Positie C;Mannen;Onbekende nationaliteit;0
901;105;Positie C;Vrouwen;Totaal van alle nationaliteiten;0
902;105;Positie C;Vrouwen;Nederland;0
903;105;Positie C;Vrouwen;Totaal van alle vreemde nationaliteiten;0
