ID;SBI93;Perioden;BanenVanWerknemersTotaal_1;MannelijkeWerknemers_2;VrouwelijkeWerknemers_3
3318;51877 GH meet- en regelapparaten;2006 december voorlopig;6.0;4.6;1.4
3319;51877 GH meet- en regelapparaten;2006 december nader voorlopig;6.1;4.7;1.4
3320;51877 GH meet- en regelapparaten;2007 december voorlopig;6.1;4.8;1.4
3321;51877 GH meet- en regelapparaten;2007 december nader voorlopig;6.1;4.8;1.4
3322;51877 GH meet- en regelapparaten;2008 december voorlopig;6.2;4.8;1.4
3323;51877 GH meet- en regelapparaten;2008 december nader voorlopig;6.1;4.7;1.4
3324;51877 GH meet- en regelapparaten;2009 december voorlopig;5.9;4.6;1.3
3325;51878 GH overige machines en ..;2006 december voorlopig;8.8;6.9;1.9
3326;51878 GH overige machines en ..;2006 december nader voorlopig;8.7;6.9;1.8
3327;51878 GH overige machines en ..;2007 december voorlopig;9.0;7.2;1.9
3328;51878 GH overige machines en ..;2007 december nader voorlopig;9.0;7.1;1.9
3329;51878 GH overige machines en ..;2008 december voorlopig;10.0;8.0;2.1
3330;51878 GH overige machines en ..;2008 december nader voorlopig;9.9;7.9;2.0
3331;51878 GH overige machines en ..;2009 december voorlopig;9.3;7.4;1.9
3332;5188 GH landbouwmachines, -werktuigen ..;2006 december voorlopig;7.1;6.1;1.1
3333;5188 GH landbouwmachines, -werktuigen ..;2006 december nader voorlopig;7.2;6.2;1.0
3334;5188 GH landbouwmachines, -werktuigen ..;2007 december voorlopig;7.4;6.4;1.1
3335;5188 GH landbouwmachines, -werktuigen ..;2007 december nader voorlopig;7.4;6.3;1.1
3336;5188 GH landbouwmachines, -werktuigen ..;2008 december voorlopig;7.7;6.6;1.1
3337;5188 GH landbouwmachines, -werktuigen ..;2008 december nader voorlopig;7.6;6.5;1.1
3338;5188 GH landbouwmachines, -werktuigen ..;2009 december voorlopig;6.3;5.4;0.8
3339;519 Overige gespecialiseerde ..;2006 december voorlopig;23.4;15.2;8.1
3340;519 Overige gespecialiseerde ..;2006 december nader voorlopig;23.8;15.7;8.1
3341;519 Overige gespecialiseerde ..;2007 december voorlopig;24.9;16.3;8.5
3342;519 Overige gespecialiseerde ..;2007 december nader voorlopig;24.7;16.0;8.7
3343;519 Overige gespecialiseerde ..;2008 december voorlopig;25.2;16.4;8.8
3344;519 Overige gespecialiseerde ..;2008 december nader voorlopig;24.6;16.0;8.6
3345;519 Overige gespecialiseerde ..;2009 december voorlopig;23.9;15.7;8.2
3346;5191 Overige gespecialiseerde ..;2006 december voorlopig;14.5;10.4;4.1
3347;5191 Overige gespecialiseerde ..;2006 december nader voorlopig;14.7;10.6;4.1
3348;5191 Overige gespecialiseerde ..;2007 december voorlopig;15.8;11.3;4.4
3349;5191 Overige gespecialiseerde ..;2007 december nader voorlopig;15.7;11.1;4.5
3350;5191 Overige gespecialiseerde ..;2008 december voorlopig;15.8;11.2;4.6
3351;5191 Overige gespecialiseerde ..;2008 december nader voorlopig;15.5;11.0;4.5
3352;5191 Overige gespecialiseerde ..;2009 december voorlopig;14.5;10.4;4.1
3353;51911 GH bedrijfsmeubels (geen ..;2006 december voorlopig;1.5;1.1;0.4
3354;51911 GH bedrijfsmeubels (geen ..;2006 december nader voorlopig;1.6;1.2;0.4
3355;51911 GH bedrijfsmeubels (geen ..;2007 december voorlopig;1.8;1.3;0.4
3356;51911 GH bedrijfsmeubels (geen ..;2007 december nader voorlopig;1.8;1.3;0.5
3357;51911 GH bedrijfsmeubels (geen ..;2008 december voorlopig;1.8;1.3;0.5
3358;51911 GH bedrijfsmeubels (geen ..;2008 december nader voorlopig;1.7;1.3;0.5
3359;51911 GH bedrijfsmeubels (geen ..;2009 december voorlopig;1.3;1.0;0.4
3360;51912 GH scheepsbenodigdheden en ..;2006 december voorlopig;1.9;1.5;0.4
3361;51912 GH scheepsbenodigdheden en ..;2006 december nader voorlopig;1.9;1.5;0.4
3362;51912 GH scheepsbenodigdheden en ..;2007 december voorlopig;2.1;1.6;0.5
3363;51912 GH scheepsbenodigdheden en ..;2007 december nader voorlopig;2.1;1.6;0.5
3364;51912 GH scheepsbenodigdheden en ..;2008 december voorlopig;2.2;1.7;0.5
3365;51912 GH scheepsbenodigdheden en ..;2008 december nader voorlopig;2.2;1.7;0.5
3366;51912 GH scheepsbenodigdheden en ..;2009 december voorlopig;2.3;1.8;0.5
3367;51913 Groothandel in emballage;2006 december voorlopig;5.6;4.1;1.5
3368;51913 Groothandel in emballage;2006 december nader voorlopig;5.7;4.2;1.5
3369;51913 Groothandel in emballage;2007 december voorlopig;6.0;4.4;1.6
3370;51913 Groothandel in emballage;2007 december nader voorlopig;6.0;4.4;1.6
3371;51913 Groothandel in emballage;2008 december voorlopig;5.9;4.3;1.6
3372;51913 Groothandel in emballage;2008 december nader voorlopig;5.8;4.2;1.6
3373;51913 Groothandel in emballage;2009 december voorlopig;5.7;4.2;1.5
3374;51914 GH vakbenodigdheden niet elders ..;2006 december voorlopig;4.5;3.0;1.5
3375;51914 GH vakbenodigdheden niet elders ..;2006 december nader voorlopig;4.7;3.1;1.6
3376;51914 GH vakbenodigdheden niet elders ..;2007 december voorlopig;5.0;3.3;1.7
3377;51914 GH vakbenodigdheden niet elders ..;2007 december nader voorlopig;4.9;3.2;1.7
3378;51914 GH vakbenodigdheden niet elders ..;2008 december voorlopig;4.9;3.1;1.8
3379;51914 GH vakbenodigdheden niet elders ..;2008 december nader voorlopig;4.8;3.1;1.7
3380;51914 GH vakbenodigdheden niet elders ..;2009 december voorlopig;4.4;2.9;1.6
3381;51915 Overige gespecialiseerde ..;2006 december voorlopig;0.9;0.6;0.2
3382;51915 Overige gespecialiseerde ..;2006 december nader voorlopig;0.9;0.6;0.2
3383;51915 Overige gespecialiseerde ..;2007 december voorlopig;0.9;0.7;0.2
3384;51915 Overige gespecialiseerde ..;2007 december nader voorlopig;0.9;0.7;0.2
3385;51915 Overige gespecialiseerde ..;2008 december voorlopig;1.0;0.7;0.2
3386;51915 Overige gespecialiseerde ..;2008 december nader voorlopig;0.9;0.7;0.2
3387;51915 Overige gespecialiseerde ..;2009 december voorlopig;0.7;0.5;0.2
3388;5192 Groothandel met een algemeen ..;2006 december voorlopig;8.9;4.9;4.0
3389;5192 Groothandel met een algemeen ..;2006 december nader voorlopig;9.1;5.1;4.0
3390;5192 Groothandel met een algemeen ..;2007 december voorlopig;9.1;5.0;4.1
3391;5192 Groothandel met een algemeen ..;2007 december nader voorlopig;9.0;4.9;4.1
3392;5192 Groothandel met een algemeen ..;2008 december voorlopig;9.4;5.2;4.2
3393;5192 Groothandel met een algemeen ..;2008 december nader voorlopig;9.1;5.0;4.1
3394;5192 Groothandel met een algemeen ..;2009 december voorlopig;9.4;5.4;4.0
3395;51921 Niet-gespecialiseerde ..;2006 december voorlopig;7.8;4.1;3.7
3396;51921 Niet-gespecialiseerde ..;2006 december nader voorlopig;7.9;4.3;3.6
3397;51921 Niet-gespecialiseerde ..;2007 december voorlopig;7.8;4.1;3.7
3398;51921 Niet-gespecialiseerde ..;2007 december nader voorlopig;7.8;4.0;3.7
3399;51921 Niet-gespecialiseerde ..;2008 december voorlopig;8.2;4.4;3.8
3400;51921 Niet-gespecialiseerde ..;2008 december nader voorlopig;7.9;4.2;3.7
3401;51921 Niet-gespecialiseerde ..;2009 december voorlopig;7.6;4.1;3.5
3402;51922 Niet-gespecialiseerde ..;2006 december voorlopig;1.2;0.8;0.4
3403;51922 Niet-gespecialiseerde ..;2006 december nader voorlopig;1.2;0.8;0.4
3404;51922 Niet-gespecialiseerde ..;2007 december voorlopig;1.3;0.9;0.4
3405;51922 Niet-gespecialiseerde ..;2007 december nader voorlopig;1.3;0.9;0.4
3406;51922 Niet-gespecialiseerde ..;2008 december voorlopig;1.2;0.8;0.4
3407;51922 Niet-gespecialiseerde ..;2008 december nader voorlopig;1.2;0.8;0.4
3408;51922 Niet-gespecialiseerde ..;2009 december voorlopig;1.8;1.3;0.5
3409;52 Detailhandel en reparatie voor ..;2006 december voorlopig;674.5;265.6;408.8
3410;52 Detailhandel en reparatie voor ..;2006 december nader voorlopig;668.8;256.4;412.4
3411;52 Detailhandel en reparatie voor ..;2007 december voorlopig;690.1;261.2;428.9
3412;52 Detailhandel en reparatie voor ..;2007 december nader voorlopig;686.7;252.3;434.3
3413;52 Detailhandel en reparatie voor ..;2008 december voorlopig;698.0;255.9;442.1
3414;52 Detailhandel en reparatie voor ..;2008 december nader voorlopig;688.6;250.7;437.9
3415;52 Detailhandel en reparatie voor ..;2009 december voorlopig;688.2;254.0;434.3
3416;521 Supermarkten, warenhuizen en ..;2006 december voorlopig;258.5;124.3;134.2
3417;521 Supermarkten, warenhuizen en ..;2006 december nader voorlopig;257.2;111.3;145.9
3418;521 Supermarkten, warenhuizen en ..;2007 december voorlopig;264.6;113.0;151.7
3419;521 Supermarkten, warenhuizen en ..;2007 december nader voorlopig;262.5;110.0;152.5
3420;521 Supermarkten, warenhuizen en ..;2008 december voorlopig;272.7;113.4;159.3
3421;521 Supermarkten, warenhuizen en ..;2008 december nader voorlopig;262.6;110.4;152.2
3422;521 Supermarkten, warenhuizen en ..;2009 december voorlopig;276.4;117.7;158.8
3423;5211 Supermarkten en dergelijke ..;2006 december voorlopig;222.1;116.0;106.1
3424;5211 Supermarkten en dergelijke ..;2006 december nader voorlopig;220.5;102.5;118.0
3425;5211 Supermarkten en dergelijke ..;2007 december voorlopig;227.8;104.5;123.3
3426;5211 Supermarkten en dergelijke ..;2007 december nader voorlopig;229.7;103.0;126.8
3427;5211 Supermarkten en dergelijke ..;2008 december voorlopig;235.0;105.2;129.8
3428;5211 Supermarkten en dergelijke ..;2008 december nader voorlopig;237.7;106.1;131.7
3429;5211 Supermarkten en dergelijke ..;2009 december voorlopig;245.2;111.7;133.6
3430;5212 Warenhuizen en dergelijke ..;2006 december voorlopig;36.4;8.3;28.1
3431;5212 Warenhuizen en dergelijke ..;2006 december nader voorlopig;36.7;8.7;27.9
3432;5212 Warenhuizen en dergelijke ..;2007 december voorlopig;36.8;8.4;28.4
3433;5212 Warenhuizen en dergelijke ..;2007 december nader voorlopig;32.8;7.0;25.7
3434;5212 Warenhuizen en dergelijke ..;2008 december voorlopig;37.7;8.2;29.5
3435;5212 Warenhuizen en dergelijke ..;2008 december nader voorlopig;24.8;4.3;20.5
3436;5212 Warenhuizen en dergelijke ..;2009 december voorlopig;31.2;6.0;25.2
3437;52121 Warenhuizen;2006 december voorlopig;28.0;6.6;21.4
3438;52121 Warenhuizen;2006 december nader voorlopig;28.1;6.9;21.2
3439;52121 Warenhuizen;2007 december voorlopig;27.5;6.6;20.9
3440;52121 Warenhuizen;2007 december nader voorlopig;23.5;5.3;18.2
3441;52121 Warenhuizen;2008 december voorlopig;27.9;6.2;21.6
3442;52121 Warenhuizen;2008 december nader voorlopig;16.5;3.1;13.4
3443;52121 Warenhuizen;2009 december voorlopig;23.5;4.7;18.8
3444;52122 Winkels met een algemeen ..;2006 december voorlopig;8.5;1.7;6.7
3445;52122 Winkels met een algemeen ..;2006 december nader voorlopig;8.5;1.8;6.7
3446;52122 Winkels met een algemeen ..;2007 december voorlopig;9.3;1.9;7.4
3447;52122 Winkels met een algemeen ..;2007 december nader voorlopig;9.3;1.8;7.6
3448;52122 Winkels met een algemeen ..;2008 december voorlopig;9.8;2.0;7.9
3449;52122 Winkels met een algemeen ..;2008 december nader voorlopig;8.3;1.2;7.2
3450;52122 Winkels met een algemeen ..;2009 december voorlopig;7.7;1.3;6.4
3451;522 Winkels gespecialiseerd in ..;2006 december voorlopig;42.4;13.3;29.1
3452;522 Winkels gespecialiseerd in ..;2006 december nader voorlopig;43.0;14.2;28.8
3453;522 Winkels gespecialiseerd in ..;2007 december voorlopig;44.1;14.6;29.6
3454;522 Winkels gespecialiseerd in ..;2007 december nader voorlopig;43.5;13.4;30.1
3455;522 Winkels gespecialiseerd in ..;2008 december voorlopig;44.3;14.0;30.3
3456;522 Winkels gespecialiseerd in ..;2008 december nader voorlopig;43.3;13.3;30.0
3457;522 Winkels gespecialiseerd in ..;2009 december voorlopig;42.0;13.2;28.8
3458;5221 Winkels in aardappelen, ..;2006 december voorlopig;5.2;1.7;3.4
3459;5221 Winkels in aardappelen, ..;2006 december nader voorlopig;5.2;1.8;3.3
3460;5221 Winkels in aardappelen, ..;2007 december voorlopig;5.2;1.8;3.4
3461;5221 Winkels in aardappelen, ..;2007 december nader voorlopig;5.0;1.6;3.4
3462;5221 Winkels in aardappelen, ..;2008 december voorlopig;5.0;1.6;3.4
3463;5221 Winkels in aardappelen, ..;2008 december nader voorlopig;4.7;1.4;3.2
3464;5221 Winkels in aardappelen, ..;2009 december voorlopig;4.2;1.3;2.9
3465;5222 Winkels in vlees en vleeswaren, ..;2006 december voorlopig;14.9;4.5;10.4
3466;5222 Winkels in vlees en vleeswaren, ..;2006 december nader voorlopig;15.0;4.8;10.3
3467;5222 Winkels in vlees en vleeswaren, ..;2007 december voorlopig;15.1;4.8;10.3
3468;5222 Winkels in vlees en vleeswaren, ..;2007 december nader voorlopig;15.0;4.5;10.5
3469;5222 Winkels in vlees en vleeswaren, ..;2008 december voorlopig;14.9;4.5;10.4
3470;5222 Winkels in vlees en vleeswaren, ..;2008 december nader voorlopig;14.7;4.3;10.4
3471;5222 Winkels in vlees en vleeswaren, ..;2009 december voorlopig;14.6;4.4;10.2
3472;52221 Winkels in vlees en vleeswaren;2006 december voorlopig;14.1;4.2;9.8
3473;52221 Winkels in vlees en vleeswaren;2006 december nader voorlopig;14.1;4.5;9.7
3474;52221 Winkels in vlees en vleeswaren;2007 december voorlopig;14.2;4.5;9.7
3475;52221 Winkels in vlees en vleeswaren;2007 december nader voorlopig;14.1;4.2;9.9
3476;52221 Winkels in vlees en vleeswaren;2008 december voorlopig;14.0;4.2;9.8
3477;52221 Winkels in vlees en vleeswaren;2008 december nader voorlopig;13.8;4.1;9.8
3478;52221 Winkels in vlees en vleeswaren;2009 december voorlopig;13.8;4.2;9.6
3479;52222 Winkels in wild en gevogelte;2006 december voorlopig;0.9;0.3;0.6
3480;52222 Winkels in wild en gevogelte;2006 december nader voorlopig;0.9;0.3;0.6
3481;52222 Winkels in wild en gevogelte;2007 december voorlopig;0.9;0.3;0.6
3482;52222 Winkels in wild en gevogelte;2007 december nader voorlopig;0.9;0.3;0.6
3483;52222 Winkels in wild en gevogelte;2008 december voorlopig;0.9;0.3;0.6
3484;52222 Winkels in wild en gevogelte;2008 december nader voorlopig;0.9;0.3;0.6
3485;52222 Winkels in wild en gevogelte;2009 december voorlopig;0.9;0.3;0.6
3486;5223 Winkels in vis;2006 december voorlopig;2.8;1.0;1.8
3487;5223 Winkels in vis;2006 december nader voorlopig;2.9;1.1;1.7
3488;5223 Winkels in vis;2007 december voorlopig;2.9;1.1;1.7
3489;5223 Winkels in vis;2007 december nader voorlopig;2.9;1.0;1.8
3490;5223 Winkels in vis;2008 december voorlopig;2.9;1.0;1.9
3491;5223 Winkels in vis;2008 december nader voorlopig;2.8;0.9;1.9
3492;5223 Winkels in vis;2009 december voorlopig;2.9;1.0;1.9
3493;5224 Winkels in brood en banket, ..;2006 december voorlopig;6.0;1.2;4.8
3494;5224 Winkels in brood en banket, ..;2006 december nader voorlopig;6.7;1.6;5.2
3495;5224 Winkels in brood en banket, ..;2007 december voorlopig;7.2;1.7;5.5
3496;5224 Winkels in brood en banket, ..;2007 december nader voorlopig;7.0;1.5;5.5
3497;5224 Winkels in brood en banket, ..;2008 december voorlopig;7.9;2.0;5.9
3498;5224 Winkels in brood en banket, ..;2008 december nader voorlopig;7.4;1.8;5.6
3499;5224 Winkels in brood en banket, ..;2009 december voorlopig;5.6;1.1;4.4
3500;52241 Winkels in brood en banket;2006 december voorlopig;4.7;1.0;3.7
3501;52241 Winkels in brood en banket;2006 december nader voorlopig;5.4;1.3;4.1
3502;52241 Winkels in brood en banket;2007 december voorlopig;5.8;1.4;4.3
3503;52241 Winkels in brood en banket;2007 december nader voorlopig;5.6;1.3;4.4
3504;52241 Winkels in brood en banket;2008 december voorlopig;6.3;1.7;4.6
3505;52241 Winkels in brood en banket;2008 december nader voorlopig;6.0;1.6;4.5
3506;52241 Winkels in brood en banket;2009 december voorlopig;4.1;0.9;3.2
3507;52242 Winkels in chocolade en ..;2006 december voorlopig;1.3;0.2;1.1
3508;52242 Winkels in chocolade en ..;2006 december nader voorlopig;1.3;0.2;1.1
3509;52242 Winkels in chocolade en ..;2007 december voorlopig;1.4;0.3;1.1
3510;52242 Winkels in chocolade en ..;2007 december nader voorlopig;1.3;0.2;1.1
3511;52242 Winkels in chocolade en ..;2008 december voorlopig;1.5;0.2;1.3
3512;52242 Winkels in chocolade en ..;2008 december nader voorlopig;1.4;0.2;1.2
3513;52242 Winkels in chocolade en ..;2009 december voorlopig;1.4;0.3;1.2
3514;5225 Winkels in dranken;2006 december voorlopig;4.3;2.2;2.1
3515;5225 Winkels in dranken;2006 december nader voorlopig;4.3;2.2;2.1
3516;5225 Winkels in dranken;2007 december voorlopig;4.3;2.2;2.1
3517;5225 Winkels in dranken;2007 december nader voorlopig;4.3;2.2;2.2
3518;5225 Winkels in dranken;2008 december voorlopig;4.4;2.2;2.2
3519;5225 Winkels in dranken;2008 december nader voorlopig;4.5;2.3;2.3
3520;5225 Winkels in dranken;2009 december voorlopig;5.1;2.5;2.6
3521;5226 Winkels in tabaksproducten;2006 december voorlopig;2.7;0.5;2.2
3522;5226 Winkels in tabaksproducten;2006 december nader voorlopig;2.7;0.5;2.1
3523;5226 Winkels in tabaksproducten;2007 december voorlopig;2.7;0.5;2.1
3524;5226 Winkels in tabaksproducten;2007 december nader voorlopig;2.7;0.5;2.2
3525;5226 Winkels in tabaksproducten;2008 december voorlopig;2.7;0.5;2.2
3526;5226 Winkels in tabaksproducten;2008 december nader voorlopig;2.7;0.5;2.2
3527;5226 Winkels in tabaksproducten;2009 december voorlopig;2.7;0.5;2.2
3528;5227 Winkels in kaas, reformartikelen ..;2006 december voorlopig;6.4;2.1;4.3
3529;5227 Winkels in kaas, reformartikelen ..;2006 december nader voorlopig;6.3;2.2;4.1
3530;5227 Winkels in kaas, reformartikelen ..;2007 december voorlopig;6.9;2.4;4.5
3531;5227 Winkels in kaas, reformartikelen ..;2007 december nader voorlopig;6.7;2.2;4.5
3532;5227 Winkels in kaas, reformartikelen ..;2008 december voorlopig;6.6;2.2;4.4
3533;5227 Winkels in kaas, reformartikelen ..;2008 december nader voorlopig;6.5;2.1;4.4
3534;5227 Winkels in kaas, reformartikelen ..;2009 december voorlopig;6.9;2.3;4.5
3535;52271 Winkels in kaas;2006 december voorlopig;1.5;0.3;1.2
3536;52271 Winkels in kaas;2006 december nader voorlopig;1.5;0.3;1.2
3537;52271 Winkels in kaas;2007 december voorlopig;1.6;0.3;1.2
3538;52271 Winkels in kaas;2007 december nader voorlopig;1.5;0.3;1.3
3539;52271 Winkels in kaas;2008 december voorlopig;1.4;0.3;1.2
3540;52271 Winkels in kaas;2008 december nader voorlopig;1.4;0.2;1.2
3541;52271 Winkels in kaas;2009 december voorlopig;1.3;0.2;1.1
3542;52272 Winkels in natuurvoeding en ..;2006 december voorlopig;2.0;0.5;1.4
3543;52272 Winkels in natuurvoeding en ..;2006 december nader voorlopig;1.9;0.6;1.3
3544;52272 Winkels in natuurvoeding en ..;2007 december voorlopig;2.0;0.6;1.4
3545;52272 Winkels in natuurvoeding en ..;2007 december nader voorlopig;2.0;0.5;1.4
3546;52272 Winkels in natuurvoeding en ..;2008 december voorlopig;1.7;0.5;1.3
3547;52272 Winkels in natuurvoeding en ..;2008 december nader voorlopig;1.7;0.5;1.3
3548;52272 Winkels in natuurvoeding en ..;2009 december voorlopig;2.0;0.6;1.4
3549;52273 Winkels in buitenlandse ..;2006 december voorlopig;1.0;0.5;0.5
3550;52273 Winkels in buitenlandse ..;2006 december nader voorlopig;1.0;0.5;0.5
3551;52273 Winkels in buitenlandse ..;2007 december voorlopig;1.1;0.6;0.6
3552;52273 Winkels in buitenlandse ..;2007 december nader voorlopig;1.0;0.5;0.6
3553;52273 Winkels in buitenlandse ..;2008 december voorlopig;1.3;0.6;0.7
3554;52273 Winkels in buitenlandse ..;2008 december nader voorlopig;1.2;0.5;0.7
3555;52273 Winkels in buitenlandse ..;2009 december voorlopig;1.1;0.5;0.6
3556;52274 Winkels gespecialiseerd in ..;2006 december voorlopig;2.0;0.9;1.2
3557;52274 Winkels gespecialiseerd in ..;2006 december nader voorlopig;2.0;0.8;1.1
3558;52274 Winkels gespecialiseerd in ..;2007 december voorlopig;2.2;0.9;1.2
3559;52274 Winkels gespecialiseerd in ..;2007 december nader voorlopig;2.2;0.9;1.3
3560;52274 Winkels gespecialiseerd in ..;2008 december voorlopig;2.2;0.9;1.3
3561;52274 Winkels gespecialiseerd in ..;2008 december nader voorlopig;2.1;0.9;1.2
3562;52274 Winkels gespecialiseerd in ..;2009 december voorlopig;2.5;1.0;1.4
3563;523 Winkels in farmaceutische en ..;2006 december voorlopig;55.9;7.5;48.4
3564;523 Winkels in farmaceutische en ..;2006 december nader voorlopig;56.6;8.1;48.5
3565;523 Winkels in farmaceutische en ..;2007 december voorlopig;59.4;8.9;50.4
3566;523 Winkels in farmaceutische en ..;2007 december nader voorlopig;59.2;8.2;51.0
3567;523 Winkels in farmaceutische en ..;2008 december voorlopig;60.2;8.5;51.7
3568;523 Winkels in farmaceutische en ..;2008 december nader voorlopig;59.7;7.9;51.8
3569;523 Winkels in farmaceutische en ..;2009 december voorlopig;59.9;8.0;51.9
3570;5231 Apotheken;2006 december voorlopig;23.4;3.0;20.3
3571;5231 Apotheken;2006 december nader voorlopig;24.3;3.3;21.0
3572;5231 Apotheken;2007 december voorlopig;26.1;4.0;22.0
3573;5231 Apotheken;2007 december nader voorlopig;25.9;3.8;22.2
3574;5231 Apotheken;2008 december voorlopig;26.7;3.8;22.9
3575;5231 Apotheken;2008 december nader voorlopig;26.4;3.7;22.7
3576;5231 Apotheken;2009 december voorlopig;25.9;3.5;22.4
3577;5232 Winkels in drogisterij- en ..;2006 december voorlopig;25.0;2.7;22.3
3578;5232 Winkels in drogisterij- en ..;2006 december nader voorlopig;24.8;2.9;21.9
3579;5232 Winkels in drogisterij- en ..;2007 december voorlopig;25.5;2.9;22.6
3580;5232 Winkels in drogisterij- en ..;2007 december nader voorlopig;25.4;2.5;22.9
3581;5232 Winkels in drogisterij- en ..;2008 december voorlopig;25.4;2.8;22.6
3582;5232 Winkels in drogisterij- en ..;2008 december nader voorlopig;25.2;2.4;22.8
3583;5232 Winkels in drogisterij- en ..;2009 december voorlopig;25.5;2.6;22.9
3584;52321 DH drogisterijartikelen;2006 december voorlopig;25.0;2.7;22.3
3585;52321 DH drogisterijartikelen;2006 december nader voorlopig;24.8;2.9;21.9
3586;52321 DH drogisterijartikelen;2007 december voorlopig;25.5;2.9;22.6
3587;52321 DH drogisterijartikelen;2007 december nader voorlopig;25.4;2.5;22.9
3588;52321 DH drogisterijartikelen;2008 december voorlopig;25.4;2.8;22.6
3589;52321 DH drogisterijartikelen;2008 december nader voorlopig;25.2;2.4;22.8
3590;52321 DH drogisterijartikelen;2009 december voorlopig;25.5;2.6;22.9
3591;52322 Winkels in medische en ..;2006 december voorlopig;3.0;1.5;1.6
3592;52322 Winkels in medische en ..;2006 december nader voorlopig;3.0;1.5;1.6
3593;52322 Winkels in medische en ..;2007 december voorlopig;3.2;1.6;1.6
3594;52322 Winkels in medische en ..;2007 december nader voorlopig;3.2;1.6;1.7
3595;52322 Winkels in medische en ..;2008 december voorlopig;3.2;1.5;1.7
3596;52322 Winkels in medische en ..;2008 december nader voorlopig;3.2;1.5;1.7
3597;52322 Winkels in medische en ..;2009 december voorlopig;3.4;1.6;1.9
3598;5233 Winkels in parfums en cosmetica;2006 december voorlopig;4.5;0.4;4.1
3599;5233 Winkels in parfums en cosmetica;2006 december nader voorlopig;4.4;0.4;4.0
3600;5233 Winkels in parfums en cosmetica;2007 december voorlopig;4.6;0.4;4.2
3601;5233 Winkels in parfums en cosmetica;2007 december nader voorlopig;4.6;0.3;4.3
3602;5233 Winkels in parfums en cosmetica;2008 december voorlopig;4.9;0.3;4.6
3603;5233 Winkels in parfums en cosmetica;2008 december nader voorlopig;5.0;0.3;4.6
3604;5233 Winkels in parfums en cosmetica;2009 december voorlopig;5.1;0.4;4.7
3605;524 Winkels gespecialiseerd in ..;2006 december voorlopig;288.5;106.7;181.8
3606;524 Winkels gespecialiseerd in ..;2006 december nader voorlopig;287.6;110.4;177.2
3607;524 Winkels gespecialiseerd in ..;2007 december voorlopig;296.7;111.7;185.0
3608;524 Winkels gespecialiseerd in ..;2007 december nader voorlopig;296.7;108.3;188.4
3609;524 Winkels gespecialiseerd in ..;2008 december voorlopig;296.8;107.9;188.8
3610;524 Winkels gespecialiseerd in ..;2008 december nader voorlopig;299.7;107.5;192.2
3611;524 Winkels gespecialiseerd in ..;2009 december voorlopig;284.9;103.0;181.9
3612;5241 Winkels in kledingstoffen, ..;2006 december voorlopig;1.3;0.2;1.1
3613;5241 Winkels in kledingstoffen, ..;2006 december nader voorlopig;1.3;0.2;1.1
3614;5241 Winkels in kledingstoffen, ..;2007 december voorlopig;1.3;0.2;1.1
3615;5241 Winkels in kledingstoffen, ..;2007 december nader voorlopig;1.3;0.2;1.1
3616;5241 Winkels in kledingstoffen, ..;2008 december voorlopig;1.1;0.2;1.0
3617;5241 Winkels in kledingstoffen, ..;2008 december nader voorlopig;1.1;0.2;1.0
3618;5241 Winkels in kledingstoffen, ..;2009 december voorlopig;1.1;0.2;0.9
3619;52411 Winkels in kledingstoffen;2006 december voorlopig;0.6;0.1;0.5
3620;52411 Winkels in kledingstoffen;2006 december nader voorlopig;0.6;0.1;0.5
3621;52411 Winkels in kledingstoffen;2007 december voorlopig;0.6;0.1;0.5
3622;52411 Winkels in kledingstoffen;2007 december nader voorlopig;0.6;0.1;0.5
3623;52411 Winkels in kledingstoffen;2008 december voorlopig;0.6;0.1;0.5
3624;52411 Winkels in kledingstoffen;2008 december nader voorlopig;0.5;0.1;0.4
3625;52411 Winkels in kledingstoffen;2009 december voorlopig;0.5;0.1;0.4
3626;52412 Winkels in huishoudtextiel;2006 december voorlopig;0.4;0.0;0.3
3627;52412 Winkels in huishoudtextiel;2006 december nader voorlopig;0.4;0.0;0.3
3628;52412 Winkels in huishoudtextiel;2007 december voorlopig;0.4;0.1;0.4
3629;52412 Winkels in huishoudtextiel;2007 december nader voorlopig;0.4;0.1;0.4
3630;52412 Winkels in huishoudtextiel;2008 december voorlopig;0.3;0.0;0.3
3631;52412 Winkels in huishoudtextiel;2008 december nader voorlopig;0.3;0.0;0.3
3632;52412 Winkels in huishoudtextiel;2009 december voorlopig;0.3;0.0;0.2
3633;52413 Winkels in breiwol, handwerken ..;2006 december voorlopig;0.3;0.0;0.3
3634;52413 Winkels in breiwol, handwerken ..;2006 december nader voorlopig;0.3;0.0;0.3
3635;52413 Winkels in breiwol, handwerken ..;2007 december voorlopig;0.3;0.0;0.3
3636;52413 Winkels in breiwol, handwerken ..;2007 december nader voorlopig;0.3;0.0;0.3
3637;52413 Winkels in breiwol, handwerken ..;2008 december voorlopig;0.3;0.0;0.2
3638;52413 Winkels in breiwol, handwerken ..;2008 december nader voorlopig;0.3;0.0;0.2
3639;52413 Winkels in breiwol, handwerken ..;2009 december voorlopig;0.3;0.0;0.2
3640;5242 Winkels in kleding en ..;2006 december voorlopig;79.9;12.4;67.5
3641;5242 Winkels in kleding en ..;2006 december nader voorlopig;81.5;15.0;66.5
3642;5242 Winkels in kleding en ..;2007 december voorlopig;85.0;14.3;70.7
3643;5242 Winkels in kleding en ..;2007 december nader voorlopig;84.8;12.8;72.0
