ID;RegioS;SamenstellingVanHetHuishouden;AantalHuishoudens_1;AantalHHBehorendeTotDoelpopulatie_2;AantalHuishoudensMetEenLaagInkomen_3;AantalHHOnderOfRondHetSocMin_4
1963;Rijswijk;Paar met kinderen;4.7;4.6;5.0;4.0
1964;Rijswijk;Eenoudergezin;1.6;1.5;21.0;26.0
1965;Sassenheim;Totaal particulier huishouden;6.0;5.9;4.0;3.0
1966;Sassenheim;Eenpersoonshuishouden;1.7;1.7;4.0;
1967;Sassenheim;Paar zonder kinderen;1.8;1.8;;
1968;Sassenheim;Paar met kinderen;2.0;1.9;;
1969;Sassenheim;Eenoudergezin;0.3;0.3;;
1970;Schiedam;Totaal particulier huishouden;34.0;32.3;10.0;10.0
1971;Schiedam;Eenpersoonshuishouden;12.4;11.8;13.0;14.0
1972;Schiedam;Paar zonder kinderen;9.4;9.2;4.0;5.0
1973;Schiedam;Paar met kinderen;8.4;8.0;8.0;6.0
1974;Schiedam;Eenoudergezin;2.5;2.3;27.0;30.0
1975;Schipluiden;Totaal particulier huishouden;4.1;4.0;4.0;3.0
1976;Schipluiden;Eenpersoonshuishouden;0.9;0.8;;
1977;Schipluiden;Paar zonder kinderen;1.2;1.2;;
1978;Schipluiden;Paar met kinderen;1.7;1.7;;
1979;Schipluiden;Eenoudergezin;0.1;0.1;;
1980;Schoonhoven;Totaal particulier huishouden;4.9;4.7;4.0;5.0
1981;Schoonhoven;Eenpersoonshuishouden;1.4;1.3;;9.0
1982;Schoonhoven;Paar zonder kinderen;1.6;1.5;;
1983;Schoonhoven;Paar met kinderen;1.6;1.6;;
1984;Schoonhoven;Eenoudergezin;0.2;0.2;;
1985;Sliedrecht;Totaal particulier huishouden;9.5;9.2;5.0;5.0
1986;Sliedrecht;Eenpersoonshuishouden;2.8;2.7;10.0;9.0
1987;Sliedrecht;Paar zonder kinderen;3.0;2.9;;
1988;Sliedrecht;Paar met kinderen;3.0;3.0;3.0;
1989;Sliedrecht;Eenoudergezin;0.4;0.4;20.0;22.0
1990;Cromstrijen;Totaal particulier huishouden;5.2;5.1;5.0;4.0
1991;Cromstrijen;Eenpersoonshuishouden;1.2;1.1;8.0;8.0
1992;Cromstrijen;Paar zonder kinderen;1.9;1.9;;
1993;Cromstrijen;Paar met kinderen;1.9;1.8;4.0;
1994;Cromstrijen;Eenoudergezin;0.2;0.2;;
1995;Spijkenisse;Totaal particulier huishouden;31.0;30.1;6.0;7.0
1996;Spijkenisse;Eenpersoonshuishouden;8.3;8.0;12.0;13.0
1997;Spijkenisse;Paar zonder kinderen;9.4;9.2;2.0;2.0
1998;Spijkenisse;Paar met kinderen;10.1;9.9;3.0;2.0
1999;Spijkenisse;Eenoudergezin;2.3;2.1;23.0;27.0
2000;Albrandswaard;Totaal particulier huishouden;7.2;7.1;4.0;4.0
2001;Albrandswaard;Eenpersoonshuishouden;1.5;1.5;10.0;11.0
2002;Albrandswaard;Paar zonder kinderen;2.5;2.5;;
2003;Albrandswaard;Paar met kinderen;2.7;2.6;;
2004;Albrandswaard;Eenoudergezin;0.3;0.3;;
2005;Westvoorne;Totaal particulier huishouden;5.8;5.7;5.0;5.0
2006;Westvoorne;Eenpersoonshuishouden;1.4;1.4;8.0;9.0
2007;Westvoorne;Paar zonder kinderen;2.1;2.1;;
2008;Westvoorne;Paar met kinderen;1.9;1.9;4.0;
2009;Westvoorne;Eenoudergezin;0.2;0.2;;
2010;Strijen;Totaal particulier huishouden;3.7;3.6;3.0;3.0
2011;Strijen;Eenpersoonshuishouden;0.9;0.8;;
2012;Strijen;Paar zonder kinderen;1.2;1.2;;
2013;Strijen;Paar met kinderen;1.4;1.3;;
2014;Strijen;Eenoudergezin;0.1;0.1;;
2015;Valkenburg;Totaal particulier huishouden;1.4;1.3;;
2016;Valkenburg;Eenpersoonshuishouden;0.3;0.3;;
2017;Valkenburg;Paar zonder kinderen;0.4;0.4;;
2018;Valkenburg;Paar met kinderen;0.6;0.6;;
2019;Valkenburg;Eenoudergezin;;;0.0;
2020;Vianen;Totaal particulier huishouden;7.6;7.4;4.0;5.0
2021;Vianen;Eenpersoonshuishouden;1.7;1.6;7.0;8.0
2022;Vianen;Paar zonder kinderen;2.4;2.4;;
2023;Vianen;Paar met kinderen;2.8;2.7;3.0;
2024;Vianen;Eenoudergezin;0.4;0.4;18.0;20.0
2025;Vlaardingen;Totaal particulier huishouden;33.8;32.4;9.0;9.0
2026;Vlaardingen;Eenpersoonshuishouden;12.3;11.7;12.0;13.0
2027;Vlaardingen;Paar zonder kinderen;10.1;9.8;3.0;4.0
2028;Vlaardingen;Paar met kinderen;8.4;8.1;6.0;5.0
2029;Vlaardingen;Eenoudergezin;2.1;2.0;27.0;29.0
2030;Vlist;Totaal particulier huishouden;3.7;3.6;6.0;5.0
2031;Vlist;Eenpersoonshuishouden;0.9;0.9;;
2032;Vlist;Paar zonder kinderen;1.2;1.1;;
2033;Vlist;Paar met kinderen;1.4;1.3;6.0;
2034;Vlist;Eenoudergezin;0.1;0.1;;
2035;Voorhout;Totaal particulier huishouden;5.0;4.9;4.0;3.0
2036;Voorhout;Eenpersoonshuishouden;0.9;0.9;9.0;8.0
2037;Voorhout;Paar zonder kinderen;1.5;1.5;;
2038;Voorhout;Paar met kinderen;2.4;2.3;;
2039;Voorhout;Eenoudergezin;0.2;0.2;;
2040;Voorschoten;Totaal particulier huishouden;9.3;9.0;4.0;4.0
2041;Voorschoten;Eenpersoonshuishouden;2.8;2.7;7.0;7.0
2042;Voorschoten;Paar zonder kinderen;2.9;2.9;3.0;3.0
2043;Voorschoten;Paar met kinderen;2.9;2.8;;
2044;Voorschoten;Eenoudergezin;0.5;0.4;;16.0
2045;Waddinxveen;Totaal particulier huishouden;10.5;10.2;4.0;4.0
2046;Waddinxveen;Eenpersoonshuishouden;2.7;2.6;7.0;6.0
2047;Waddinxveen;Paar zonder kinderen;3.3;3.2;;2.0
2048;Waddinxveen;Paar met kinderen;3.8;3.7;3.0;2.0
2049;Waddinxveen;Eenoudergezin;0.5;0.4;20.0;23.0
2050;Warmond;Totaal particulier huishouden;1.9;1.9;4.0;4.0
2051;Warmond;Eenpersoonshuishouden;0.6;0.6;;
2052;Warmond;Paar zonder kinderen;0.6;0.6;;
2053;Warmond;Paar met kinderen;0.6;0.6;;
2054;Warmond;Eenoudergezin;0.1;0.1;;
2055;Wassenaar;Totaal particulier huishouden;10.7;10.4;6.0;7.0
2056;Wassenaar;Eenpersoonshuishouden;3.6;3.5;7.0;8.0
2057;Wassenaar;Paar zonder kinderen;3.2;3.2;4.0;4.0
2058;Wassenaar;Paar met kinderen;2.9;2.8;6.0;5.0
2059;Wassenaar;Eenoudergezin;0.6;0.5;15.0;15.0
2060;Wateringen;Totaal particulier huishouden;6.3;6.1;4.0;4.0
2061;Wateringen;Eenpersoonshuishouden;1.5;1.5;7.0;7.0
2062;Wateringen;Paar zonder kinderen;2.1;2.0;;
2063;Wateringen;Paar met kinderen;2.3;2.3;4.0;3.0
2064;Wateringen;Eenoudergezin;0.3;0.3;;
2065;Woerden;Totaal particulier huishouden;18.4;17.9;4.0;4.0
2066;Woerden;Eenpersoonshuishouden;4.7;4.5;7.0;7.0
2067;Woerden;Paar zonder kinderen;5.7;5.6;2.0;3.0
2068;Woerden;Paar met kinderen;6.6;6.5;3.0;2.0
2069;Woerden;Eenoudergezin;0.9;0.9;13.0;16.0
2070;Zoetermeer;Totaal particulier huishouden;45.8;44.5;6.0;6.0
2071;Zoetermeer;Eenpersoonshuishouden;13.0;12.5;10.0;11.0
2072;Zoetermeer;Paar zonder kinderen;12.9;12.6;2.0;3.0
2073;Zoetermeer;Paar met kinderen;15.1;14.8;4.0;3.0
2074;Zoetermeer;Eenoudergezin;3.6;3.4;16.0;20.0
2075;Zoeterwoude;Totaal particulier huishouden;3.0;2.9;4.0;3.0
2076;Zoeterwoude;Eenpersoonshuishouden;0.6;0.6;;
2077;Zoeterwoude;Paar zonder kinderen;1.0;1.0;;
2078;Zoeterwoude;Paar met kinderen;1.3;1.2;;
2079;Zoeterwoude;Eenoudergezin;0.1;0.1;;
2080;Zwijndrecht;Totaal particulier huishouden;18.7;18.3;6.0;6.0
2081;Zwijndrecht;Eenpersoonshuishouden;5.3;5.2;10.0;12.0
2082;Zwijndrecht;Paar zonder kinderen;6.0;5.9;2.0;3.0
2083;Zwijndrecht;Paar met kinderen;5.8;5.7;4.0;2.0
2084;Zwijndrecht;Eenoudergezin;1.1;1.1;15.0;16.0
2085;Nederlek;Totaal particulier huishouden;5.8;5.7;4.0;4.0
2086;Nederlek;Eenpersoonshuishouden;1.4;1.4;6.0;6.0
2087;Nederlek;Paar zonder kinderen;1.9;1.9;;
2088;Nederlek;Paar met kinderen;2.2;2.2;;
2089;Nederlek;Eenoudergezin;0.2;0.2;;
2090;Ouderkerk;Totaal particulier huishouden;3.0;2.9;5.0;5.0
2091;Ouderkerk;Eenpersoonshuishouden;0.7;0.6;;
2092;Ouderkerk;Paar zonder kinderen;0.9;0.9;;
2093;Ouderkerk;Paar met kinderen;1.2;1.2;;
2094;Ouderkerk;Eenoudergezin;0.1;0.1;;
2095;Jacobswoude;Totaal particulier huishouden;4.0;4.0;5.0;4.0
2096;Jacobswoude;Eenpersoonshuishouden;0.8;0.8;9.0;
2097;Jacobswoude;Paar zonder kinderen;1.3;1.3;;
2098;Jacobswoude;Paar met kinderen;1.6;1.6;;
2099;Jacobswoude;Eenoudergezin;0.2;0.2;;
2100;Gaasterlân-Sleat;Totaal particulier huishouden;4.0;3.9;7.0;7.0
2101;Gaasterlân-Sleat;Eenpersoonshuishouden;1.0;1.0;10.0;11.0
2102;Gaasterlân-Sleat;Paar zonder kinderen;1.3;1.3;;5.0
2103;Gaasterlân-Sleat;Paar met kinderen;1.4;1.4;7.0;
2104;Gaasterlân-Sleat;Eenoudergezin;0.2;0.1;;
2105;Borsele;Totaal particulier huishouden;8.6;8.4;6.0;6.0
2106;Borsele;Eenpersoonshuishouden;2.1;2.0;9.0;9.0
2107;Borsele;Paar zonder kinderen;2.8;2.7;3.0;4.0
2108;Borsele;Paar met kinderen;3.1;3.1;5.0;3.0
2109;Borsele;Eenoudergezin;0.4;0.4;19.0;20.0
2110;Goes;Totaal particulier huishouden;15.4;14.9;7.0;7.0
2111;Goes;Eenpersoonshuishouden;5.0;4.8;13.0;13.0
2112;Goes;Paar zonder kinderen;5.0;4.9;2.0;2.0
2113;Goes;Paar met kinderen;4.3;4.2;4.0;3.0
2114;Goes;Eenoudergezin;0.8;0.7;16.0;19.0
2115;West Maas en Waal;Totaal particulier huishouden;7.0;6.8;5.0;5.0
2116;West Maas en Waal;Eenpersoonshuishouden;1.5;1.4;8.0;11.0
2117;West Maas en Waal;Paar zonder kinderen;2.3;2.3;3.0;4.0
2118;West Maas en Waal;Paar met kinderen;2.6;2.6;4.0;3.0
2119;West Maas en Waal;Eenoudergezin;0.3;0.3;;
2120;Hulst;Totaal particulier huishouden;11.5;10.7;6.0;7.0
2121;Hulst;Eenpersoonshuishouden;3.1;2.8;11.0;12.0
2122;Hulst;Paar zonder kinderen;4.0;3.8;5.0;5.0
2123;Hulst;Paar met kinderen;3.7;3.3;3.0;2.0
2124;Hulst;Eenoudergezin;0.5;0.5;18.0;18.0
2125;Kapelle;Totaal particulier huishouden;4.4;4.3;3.0;3.0
2126;Kapelle;Eenpersoonshuishouden;1.0;0.9;;
2127;Kapelle;Paar zonder kinderen;1.5;1.5;;
2128;Kapelle;Paar met kinderen;1.7;1.6;;
2129;Kapelle;Eenoudergezin;0.2;0.1;;
2130;Wymbritseradiel;Totaal particulier huishouden;6.1;5.9;7.0;8.0
2131;Wymbritseradiel;Eenpersoonshuishouden;1.5;1.4;12.0;14.0
2132;Wymbritseradiel;Paar zonder kinderen;1.9;1.9;4.0;5.0
2133;Wymbritseradiel;Paar met kinderen;2.4;2.3;6.0;5.0
2134;Wymbritseradiel;Eenoudergezin;0.3;0.2;;
2135;Middelburg;Totaal particulier huishouden;19.8;19.1;8.0;8.0
2136;Middelburg;Eenpersoonshuishouden;6.8;6.5;14.0;13.0
2137;Middelburg;Paar zonder kinderen;6.1;5.9;2.0;3.0
2138;Middelburg;Paar met kinderen;5.6;5.4;5.0;3.0
2139;Middelburg;Eenoudergezin;1.0;0.9;20.0;25.0
2140;Giessenlanden;Totaal particulier huishouden;5.3;5.2;4.0;4.0
2141;Giessenlanden;Eenpersoonshuishouden;1.1;1.0;8.0;7.0
2142;Giessenlanden;Paar zonder kinderen;1.8;1.8;;
2143;Giessenlanden;Paar met kinderen;2.1;2.0;;
2144;Giessenlanden;Eenoudergezin;0.2;0.2;;
2145;Graafstroom;Totaal particulier huishouden;3.2;3.1;4.0;4.0
2146;Graafstroom;Eenpersoonshuishouden;0.6;0.6;;
2147;Graafstroom;Paar zonder kinderen;0.9;0.9;;
2148;Graafstroom;Paar met kinderen;1.5;1.4;;
2149;Graafstroom;Eenoudergezin;0.1;0.1;;
2150;Liesveld;Totaal particulier huishouden;3.4;3.3;4.0;3.0
2151;Liesveld;Eenpersoonshuishouden;0.7;0.7;;
2152;Liesveld;Paar zonder kinderen;1.0;1.0;;
2153;Liesveld;Paar met kinderen;1.4;1.4;;
2154;Liesveld;Eenoudergezin;0.2;0.1;;
2155;Reimerswaal;Totaal particulier huishouden;7.8;7.5;5.0;6.0
2156;Reimerswaal;Eenpersoonshuishouden;2.0;1.9;7.0;10.0
2157;Reimerswaal;Paar zonder kinderen;2.4;2.4;;4.0
2158;Reimerswaal;Paar met kinderen;2.9;2.8;6.0;4.0
2159;Reimerswaal;Eenoudergezin;0.3;0.3;;
2160;Zederik;Totaal particulier huishouden;4.8;4.7;5.0;5.0
2161;Zederik;Eenpersoonshuishouden;1.0;1.0;8.0;9.0
2162;Zederik;Paar zonder kinderen;1.5;1.4;;
2163;Zederik;Paar met kinderen;2.0;1.9;;
2164;Zederik;Eenoudergezin;0.2;0.2;;
2165;Wûnseradiel;Totaal particulier huishouden;4.6;4.5;9.0;9.0
2166;Wûnseradiel;Eenpersoonshuishouden;1.2;1.2;13.0;14.0
2167;Wûnseradiel;Paar zonder kinderen;1.5;1.4;6.0;5.0
2168;Wûnseradiel;Paar met kinderen;1.7;1.6;7.0;6.0
2169;Wûnseradiel;Eenoudergezin;0.2;0.2;;
2170;Terneuzen;Totaal particulier huishouden;23.6;22.3;7.0;7.0
2171;Terneuzen;Eenpersoonshuishouden;6.8;6.4;12.0;12.0
2172;Terneuzen;Paar zonder kinderen;8.0;7.7;3.0;3.0
2173;Terneuzen;Paar met kinderen;6.7;6.4;5.0;3.0
2174;Terneuzen;Eenoudergezin;1.3;1.2;24.0;29.0
2175;Tholen;Totaal particulier huishouden;9.0;8.8;6.0;5.0
2176;Tholen;Eenpersoonshuishouden;2.2;2.2;9.0;9.0
2177;Tholen;Paar zonder kinderen;2.9;2.8;3.0;3.0
2178;Tholen;Paar met kinderen;3.4;3.3;5.0;3.0
2179;Tholen;Eenoudergezin;0.4;0.3;;22.0
2180;Veere;Totaal particulier huishouden;8.5;8.3;6.0;6.0
2181;Veere;Eenpersoonshuishouden;2.1;2.1;12.0;12.0
2182;Veere;Paar zonder kinderen;3.0;2.9;4.0;5.0
2183;Veere;Paar met kinderen;3.0;2.9;4.0;3.0
2184;Veere;Eenoudergezin;0.3;0.3;;
2185;Vlissingen;Totaal particulier huishouden;20.1;19.3;10.0;9.0
2186;Vlissingen;Eenpersoonshuishouden;7.0;6.6;16.0;14.0
2187;Vlissingen;Paar zonder kinderen;6.5;6.3;3.0;3.0
2188;Vlissingen;Paar met kinderen;4.8;4.7;5.0;3.0
2189;Vlissingen;Eenoudergezin;1.3;1.2;29.0;36.0
2190;Lingewaal;Totaal particulier huishouden;3.9;3.8;6.0;6.0
2191;Lingewaal;Eenpersoonshuishouden;0.8;0.7;12.0;12.0
2192;Lingewaal;Paar zonder kinderen;1.2;1.2;;
2193;Lingewaal;Paar met kinderen;1.6;1.6;;
2194;Lingewaal;Eenoudergezin;0.2;0.2;;
2195;De Ronde Venen;Totaal particulier huishouden;13.3;12.9;5.0;5.0
2196;De Ronde Venen;Eenpersoonshuishouden;3.2;3.1;9.0;9.0
2197;De Ronde Venen;Paar zonder kinderen;4.0;3.9;3.0;3.0
2198;De Ronde Venen;Paar met kinderen;5.0;4.9;4.0;3.0
2199;De Ronde Venen;Eenoudergezin;0.7;0.6;;
2200;Tytsjerksteradiel;Totaal particulier huishouden;12.5;12.1;6.0;5.0
2201;Tytsjerksteradiel;Eenpersoonshuishouden;3.0;3.0;9.0;10.0
2202;Tytsjerksteradiel;Paar zonder kinderen;4.2;4.1;3.0;3.0
2203;Tytsjerksteradiel;Paar met kinderen;4.4;4.3;5.0;3.0
2204;Tytsjerksteradiel;Eenoudergezin;0.6;0.5;;18.0
2205;Aalburg;Totaal particulier huishouden;4.1;4.0;6.0;6.0
2206;Aalburg;Eenpersoonshuishouden;0.8;0.8;12.0;15.0
2207;Aalburg;Paar zonder kinderen;1.1;1.1;;
2208;Aalburg;Paar met kinderen;1.9;1.8;5.0;
2209;Aalburg;Eenoudergezin;0.2;0.1;;
2210;Asten;Totaal particulier huishouden;6.0;5.8;6.0;6.0
2211;Asten;Eenpersoonshuishouden;1.3;1.3;6.0;9.0
2212;Asten;Paar zonder kinderen;1.9;1.9;6.0;6.0
2213;Asten;Paar met kinderen;2.3;2.3;6.0;5.0
2214;Asten;Eenoudergezin;0.2;0.2;;
2215;Baarle-Nassau;Totaal particulier huishouden;2.7;2.5;9.0;10.0
2216;Baarle-Nassau;Eenpersoonshuishouden;0.7;0.7;16.0;18.0
2217;Baarle-Nassau;Paar zonder kinderen;0.9;0.9;;
2218;Baarle-Nassau;Paar met kinderen;0.8;0.8;;
2219;Baarle-Nassau;Eenoudergezin;0.1;0.1;;
2220;Bergen op Zoom;Totaal particulier huishouden;27.7;26.6;7.0;8.0
2221;Bergen op Zoom;Eenpersoonshuishouden;8.4;8.0;12.0;13.0
2222;Bergen op Zoom;Paar zonder kinderen;8.7;8.5;3.0;4.0
2223;Bergen op Zoom;Paar met kinderen;8.3;8.0;5.0;3.0
2224;Bergen op Zoom;Eenoudergezin;1.5;1.3;19.0;25.0
2225;Best;Totaal particulier huishouden;11.0;10.7;5.0;5.0
2226;Best;Eenpersoonshuishouden;2.5;2.3;8.0;8.0
2227;Best;Paar zonder kinderen;3.7;3.6;2.0;2.0
2228;Best;Paar met kinderen;4.1;4.0;3.0;2.0
2229;Best;Eenoudergezin;0.5;0.5;17.0;20.0
2230;Boekel;Totaal particulier huishouden;3.2;3.2;5.0;5.0
2231;Boekel;Eenpersoonshuishouden;0.6;0.6;;
2232;Boekel;Paar zonder kinderen;0.9;0.9;;
2233;Boekel;Paar met kinderen;1.5;1.4;6.0;6.0
2234;Boekel;Eenoudergezin;0.1;0.1;;
2235;Boxmeer;Totaal particulier huishouden;11.2;10.8;6.0;6.0
2236;Boxmeer;Eenpersoonshuishouden;2.7;2.5;10.0;12.0
2237;Boxmeer;Paar zonder kinderen;3.5;3.4;3.0;3.0
2238;Boxmeer;Paar met kinderen;4.2;4.1;4.0;3.0
2239;Boxmeer;Eenoudergezin;0.5;0.5;20.0;22.0
2240;Boxtel;Totaal particulier huishouden;11.5;11.2;7.0;7.0
2241;Boxtel;Eenpersoonshuishouden;3.0;2.9;14.0;13.0
2242;Boxtel;Paar zonder kinderen;3.6;3.5;2.0;3.0
2243;Boxtel;Paar met kinderen;3.9;3.8;4.0;3.0
2244;Boxtel;Eenoudergezin;0.6;0.6;19.0;21.0
2245;Breda;Totaal particulier huishouden;70.3;67.6;8.0;8.0
2246;Breda;Eenpersoonshuishouden;23.7;22.4;12.0;13.0
2247;Breda;Paar zonder kinderen;21.8;21.2;3.0;4.0
2248;Breda;Paar met kinderen;18.7;18.2;6.0;4.0
2249;Breda;Eenoudergezin;4.2;3.9;21.0;25.0
2250;Deurne;Totaal particulier huishouden;11.9;11.6;6.0;5.0
2251;Deurne;Eenpersoonshuishouden;2.6;2.6;10.0;9.0
2252;Deurne;Paar zonder kinderen;3.8;3.7;2.0;3.0
2253;Deurne;Paar met kinderen;4.5;4.4;5.0;3.0
2254;Deurne;Eenoudergezin;0.6;0.6;18.0;18.0
2255;Pekela;Totaal particulier huishouden;5.7;5.5;9.0;9.0
2256;Pekela;Eenpersoonshuishouden;1.6;1.5;13.0;16.0
2257;Pekela;Paar zonder kinderen;1.8;1.8;5.0;5.0
2258;Pekela;Paar met kinderen;1.8;1.8;7.0;4.0
2259;Pekela;Eenoudergezin;0.3;0.3;29.0;31.0
2260;Dongen;Totaal particulier huishouden;9.9;9.7;5.0;5.0
2261;Dongen;Eenpersoonshuishouden;2.5;2.5;6.0;7.0
2262;Dongen;Paar zonder kinderen;3.1;3.1;3.0;3.0
2263;Dongen;Paar met kinderen;3.5;3.4;3.0;3.0
2264;Dongen;Eenoudergezin;0.5;0.5;24.0;27.0
2265;Eersel;Totaal particulier huishouden;6.7;6.6;5.0;5.0
2266;Eersel;Eenpersoonshuishouden;1.4;1.4;10.0;9.0
2267;Eersel;Paar zonder kinderen;2.2;2.1;;
2268;Eersel;Paar met kinderen;2.6;2.6;5.0;4.0
2269;Eersel;Eenoudergezin;0.3;0.3;;
2270;Eindhoven;Totaal particulier huishouden;91.8;87.3;9.0;9.0
2271;Eindhoven;Eenpersoonshuishouden;34.7;32.5;14.0;14.0
2272;Eindhoven;Paar zonder kinderen;27.6;26.7;4.0;4.0
2273;Eindhoven;Paar met kinderen;21.1;20.4;7.0;5.0
2274;Eindhoven;Eenoudergezin;5.3;4.9;23.0;29.0
2275;Etten-Leur;Totaal particulier huishouden;15.6;15.1;6.0;6.0
2276;Etten-Leur;Eenpersoonshuishouden;3.9;3.7;13.0;13.0
2277;Etten-Leur;Paar zonder kinderen;5.1;5.0;2.0;2.0
2278;Etten-Leur;Paar met kinderen;5.3;5.2;5.0;3.0
2279;Etten-Leur;Eenoudergezin;0.8;0.7;18.0;18.0
2280;Geertruidenberg;Totaal particulier huishouden;8.3;8.2;4.0;5.0
2281;Geertruidenberg;Eenpersoonshuishouden;1.9;1.9;8.0;8.0
2282;Geertruidenberg;Paar zonder kinderen;2.8;2.7;;3.0
2283;Geertruidenberg;Paar met kinderen;3.1;3.0;3.0;
2284;Geertruidenberg;Eenoudergezin;0.4;0.4;;
2285;Geldrop;Totaal particulier huishouden;11.9;11.4;7.0;7.0
2286;Geldrop;Eenpersoonshuishouden;3.5;3.3;11.0;11.0
2287;Geldrop;Paar zonder kinderen;3.8;3.7;3.0;4.0
2288;Geldrop;Paar met kinderen;3.6;3.5;4.0;3.0
2289;Geldrop;Eenoudergezin;0.7;0.6;15.0;20.0
2290;Gilze en Rijen;Totaal particulier huishouden;9.6;9.5;5.0;5.0
2291;Gilze en Rijen;Eenpersoonshuishouden;2.1;2.1;7.0;8.0
2292;Gilze en Rijen;Paar zonder kinderen;3.2;3.2;4.0;4.0
2293;Gilze en Rijen;Paar met kinderen;3.6;3.5;4.0;2.0
2294;Gilze en Rijen;Eenoudergezin;0.4;0.4;21.0;21.0
2295;Goirle;Totaal particulier huishouden;8.6;8.4;6.0;6.0
2296;Goirle;Eenpersoonshuishouden;1.8;1.8;13.0;14.0
2297;Goirle;Paar zonder kinderen;2.9;2.9;3.0;4.0
2298;Goirle;Paar met kinderen;3.2;3.2;3.0;
2299;Goirle;Eenoudergezin;0.4;0.4;;
2300;Grave;Totaal particulier huishouden;4.7;4.6;6.0;6.0
2301;Grave;Eenpersoonshuishouden;1.1;1.0;12.0;13.0
2302;Grave;Paar zonder kinderen;1.6;1.6;;
2303;Grave;Paar met kinderen;1.7;1.7;;
2304;Grave;Eenoudergezin;0.2;0.2;;
2305;Haaren;Totaal particulier huishouden;4.9;4.8;6.0;5.0
2306;Haaren;Eenpersoonshuishouden;1.0;0.9;8.0;8.0
2307;Haaren;Paar zonder kinderen;1.6;1.6;;
2308;Haaren;Paar met kinderen;1.9;1.9;7.0;5.0
2309;Haaren;Eenoudergezin;0.2;0.2;;
2310;Helmond;Totaal particulier huishouden;35.5;34.3;10.0;10.0
2311;Helmond;Eenpersoonshuishouden;10.5;10.0;14.0;15.0
2312;Helmond;Paar zonder kinderen;10.9;10.6;6.0;6.0
2313;Helmond;Paar met kinderen;10.9;10.6;6.0;4.0
2314;Helmond;Eenoudergezin;2.0;1.9;29.0;33.0
2315;'s-Hertogenbosch;Totaal particulier huishouden;56.9;54.8;9.0;9.0
2316;'s-Hertogenbosch;Eenpersoonshuishouden;19.5;18.4;13.0;14.0
2317;'s-Hertogenbosch;Paar zonder kinderen;16.3;15.9;4.0;5.0
2318;'s-Hertogenbosch;Paar met kinderen;15.9;15.4;6.0;4.0
2319;'s-Hertogenbosch;Eenoudergezin;3.4;3.2;23.0;27.0
2320;Heusden;Totaal particulier huishouden;16.3;15.9;5.0;6.0
2321;Heusden;Eenpersoonshuishouden;3.4;3.3;8.0;10.0
2322;Heusden;Paar zonder kinderen;5.3;5.1;4.0;4.0
2323;Heusden;Paar met kinderen;6.3;6.2;4.0;3.0
2324;Heusden;Eenoudergezin;0.8;0.8;19.0;21.0
2325;Hilvarenbeek;Totaal particulier huishouden;5.5;5.4;4.0;4.0
2326;Hilvarenbeek;Eenpersoonshuishouden;1.1;1.1;;
2327;Hilvarenbeek;Paar zonder kinderen;1.8;1.8;;
2328;Hilvarenbeek;Paar met kinderen;2.3;2.2;4.0;
2329;Hilvarenbeek;Eenoudergezin;0.2;0.2;;
2330;Lith;Totaal particulier huishouden;2.3;2.3;6.0;6.0
2331;Lith;Eenpersoonshuishouden;0.4;0.4;;
2332;Lith;Paar zonder kinderen;0.7;0.7;;
2333;Lith;Paar met kinderen;1.1;1.1;;
2334;Lith;Eenoudergezin;0.1;0.1;;
2335;Loon op Zand;Totaal particulier huishouden;8.8;8.6;5.0;5.0
2336;Loon op Zand;Eenpersoonshuishouden;1.9;1.8;9.0;9.0
2337;Loon op Zand;Paar zonder kinderen;2.9;2.9;3.0;4.0
2338;Loon op Zand;Paar met kinderen;3.3;3.2;3.0;2.0
2339;Loon op Zand;Eenoudergezin;0.4;0.4;;18.0
2340;Mierlo;Totaal particulier huishouden;3.9;3.8;6.0;6.0
2341;Mierlo;Eenpersoonshuishouden;0.9;0.8;13.0;12.0
2342;Mierlo;Paar zonder kinderen;1.3;1.3;;6.0
2343;Mierlo;Paar met kinderen;1.5;1.4;;
2344;Mierlo;Eenoudergezin;0.2;0.2;;
2345;Mill en Sint Hubert;Totaal particulier huishouden;4.1;4.0;5.0;5.0
2346;Mill en Sint Hubert;Eenpersoonshuishouden;0.8;0.8;10.0;
2347;Mill en Sint Hubert;Paar zonder kinderen;1.4;1.3;;
2348;Mill en Sint Hubert;Paar met kinderen;1.6;1.6;5.0;
2349;Mill en Sint Hubert;Eenoudergezin;0.2;0.2;;
2350;Nuenen c.a.;Totaal particulier huishouden;9.0;8.9;6.0;5.0
2351;Nuenen c.a.;Eenpersoonshuishouden;1.8;1.7;12.0;11.0
2352;Nuenen c.a.;Paar zonder kinderen;3.2;3.2;3.0;3.0
2353;Nuenen c.a.;Paar met kinderen;3.3;3.3;3.0;
2354;Nuenen c.a.;Eenoudergezin;0.5;0.4;19.0;21.0
2355;Oirschot;Totaal particulier huishouden;6.6;6.5;5.0;5.0
2356;Oirschot;Eenpersoonshuishouden;1.5;1.5;9.0;10.0
2357;Oirschot;Paar zonder kinderen;2.0;2.0;;
2358;Oirschot;Paar met kinderen;2.6;2.6;4.0;3.0
2359;Oirschot;Eenoudergezin;0.3;0.3;;
2360;Oisterwijk;Totaal particulier huishouden;9.9;9.7;6.0;7.0
