ID;Creditproviders;Periods;NewLoans_1;OutstandingContracts_2;CreditGranted_3;Interest_4;Repayments_5;OutstandingBalance_6;OutstandingBalanceExclInterest_7;OutstandingContracts_8;LimitsGranted_9;NewLimitsGranted_10;CreditGranted_11;Interest_12;Repayments_13;OutstandingBalance_14;LimitsGranted_15;NewLimitsGranted_16;OutstandingContracts_17;LimitsGranted_18;NewLimitsGranted_19;CreditGranted_20;Interest_21;Repayments_22;OutstandingBalance_23;LimitsGranted_24;NewLimitsGranted_25
820;Finance companies total;2002 January;10.0;395.0;72.0;13.0;132.0;1832.0;1477.0;;1917;43;206;37;260;4769;6724;141;;70.0;0.0;14.0;8.0;39.0;1122.0;1161.0;13.0
821;Finance companies total;2002 February;9.0;396.0;62.0;13.0;76.0;1832.0;1467.0;;1909;28;223;38;237;4793;6801;133;;69.0;0.0;10.0;8.0;31.0;1109.0;1157.0;8.0
822;Finance companies total;2002 March;10.0;398.0;69.0;14.0;86.0;1828.0;1469.0;;1893;32;214;38;226;4818;6853;163;;68.0;0.0;11.0;8.0;32.0;1097.0;1268.0;9.0
823;Finance companies total;2002 April;10.0;398.0;72.0;15.0;92.0;1823.0;1463.0;;1891;36;229;38;239;4846;6878;161;;67.0;1.0;14.0;8.0;33.0;1086.0;1259.0;14.0
824;Finance companies total;2002 May;10.0;400.0;70.0;14.0;79.0;1828.0;1469.0;;1885;28;212;38;229;4866;6911;159;;67.0;1.0;14.0;8.0;30.0;1078.0;1271.0;15.0
825;Finance companies total;2002 June;10.0;403.0;71.0;13.0;80.0;1832.0;1472.0;;1884;30;209;38;207;4906;6939;148;;67.0;1.0;14.0;8.0;23.0;1076.0;1271.0;12.0
826;Finance companies total;2002 July;11.0;405.0;79.0;14.0;91.0;1834.0;1474.0;;1879;33;244;38;253;4935;7002;176;;67.0;1.0;16.0;8.0;36.0;1064.0;1271.0;16.0
827;Finance companies total;2002 August;8.0;394.0;61.0;12.0;73.0;1833.0;1472.0;;1852;29;203;38;216;4959;6984;150;;66.0;1.0;16.0;8.0;27.0;1060.0;1268.0;17.0
828;Finance companies total;2002 September;9.0;391.0;59.0;11.0;73.0;1830.0;1469.0;;1885;34;204;38;183;5019;7032;146;;65.0;1.0;15.0;8.0;25.0;1058.0;1269.0;16.0
829;Finance companies total;2002 October;12.0;394.0;76.0;13.0;86.0;1833.0;1471.0;;1929;34;255;39;276;5037;7165;169;;65.0;1.0;15.0;8.0;27.0;1055.0;1265.0;17.0
830;Finance companies total;2002 November;10.0;396.0;62.0;12.0;77.0;1830.0;1468.0;;1953;31;220;39;219;5077;7218;151;;65.0;2.0;16.0;8.0;34.0;1044.0;1257.0;16.0
831;Finance companies total;2002 December;9.0;400.0;55.0;10.0;74.0;1821.0;1461.0;;1963;26;207;39;242;5081;7260;129;;65.0;1.0;15.0;8.0;25.0;1041.0;1258.0;15.0
832;Finance companies total;2003 January;11.0;388.0;78.0;14.0;89.0;1824.0;1467.0;;1921;26;184;39;235;5069;7187;148;;64.0;1.0;17.0;7.0;28.0;1037.0;1138.0;21.0
833;Finance companies total;2003 February;9.0;380.0;60.0;12.0;76.0;1820.0;1467.0;;1891;25;196;40;202;5102;7218;141;;64.0;1.0;18.0;7.0;27.0;1035.0;1136.0;23.0
834;Finance companies total;2003 March;9.0;372.0;65.0;12.0;82.0;1816.0;1467.0;;1856;29;219;42;224;5139;7235;159;;64.0;1.0;18.0;7.0;28.0;1033.0;1135.0;25.0
835;Finance companies total;2003 April;10.0;366.0;65.0;13.0;89.0;1805.0;1463.0;;1825;26;233;41;242;5171;7254;149;;64.0;1.0;18.0;7.0;28.0;1030.0;1135.0;27.0
836;Finance companies total;2003 May;9.0;357.0;66.0;12.0;73.0;1811.0;1469.0;;1795;25;217;42;221;5209;7262;160;;64.0;1.0;16.0;7.0;31.0;1022.0;1128.0;25.0
837;Finance companies total;2003 June;10.0;350.0;67.0;12.0;69.0;1821.0;1482.0;;1764;25;201;41;221;5231;7247;146;;64.0;1.0;14.0;7.0;30.0;1014.0;1121.0;22.0
838;Finance companies total;2003 July;12.0;344.0;93.0;14.0;93.0;1835.0;1499.0;;1735;28;235;42;246;5262;7244;163;;64.0;1.0;18.0;7.0;29.0;1009.0;1118.0;25.0
839;Finance companies total;2003 August;9.0;335.0;65.0;13.0;70.0;1842.0;1505.0;;1705;26;198;41;205;5295;7238;136;;63.0;1.0;14.0;7.0;27.0;1002.0;1112.0;19.0
840;Finance companies total;2003 September;9.0;326.0;67.0;14.0;84.0;1839.0;1503.0;;1682;31;230;42;232;5335;7229;156;;64.0;1.0;17.0;7.0;31.0;994.0;1107.0;21.0
841;Finance companies total;2003 October;12.0;315.0;75.0;14.0;91.0;1836.0;1505.0;;1650;30;223;41;243;5356;7227;164;;63.0;1.0;17.0;7.0;28.0;990.0;1098.0;21.0
842;Finance companies total;2003 November;9.0;303.0;68.0;12.0;86.0;1831.0;1505.0;;1616;26;211;41;245;5363;7185;144;;63.0;1.0;12.0;6.0;32.0;977.0;1091.0;16.0
843;Finance companies total;2003 December;8.0;295.0;52.0;11.0;68.0;1826.0;1503.0;;1576;24;192;42;236;5361;7140;139;;62.0;1.0;12.0;6.0;23.0;971.0;1082.0;17.0
844;Finance companies total;2004 January;12.0;291.0;67.0;13.0;88.0;1817.0;1496.0;;1568;33;180;39;219;5361;7126;157;;62.0;1.0;11.0;6.0;17.0;971.0;1077.0;18.0
845;Finance companies total;2004 February;10.0;288.0;55.0;12.0;77.0;1808.0;1489.0;;1561;31;199;40;227;5373;7078;163;;62.0;1.0;13.0;6.0;18.0;972.0;1072.0;22.0
846;Finance companies total;2004 March;13.0;287.0;65.0;13.0;82.0;1803.0;1476.0;;1574;58;240;41;248;5406;7135;233;;62.0;1.0;16.0;6.0;20.0;973.0;1068.0;32.0
847;Finance companies total;2004 April;12.0;287.0;65.0;13.0;86.0;1795.0;1472.0;;1582;42;196;41;218;5424;7184;181;;62.0;1.0;14.0;6.0;20.0;973.0;1063.0;23.0
848;Finance companies total;2004 May;9.0;284.0;53.0;10.0;78.0;1779.0;1454.0;;1579;33;174;42;204;5437;7205;158;;62.0;1.0;13.0;6.0;20.0;972.0;1056.0;21.0
849;Finance companies total;2004 June;12.0;284.0;67.0;11.0;86.0;1772.0;1448.0;;1573;36;190;41;247;5421;7216;171;;62.0;0.0;9.0;6.0;19.0;968.0;1045.0;13.0
850;Finance companies total;2004 July;11.0;281.0;61.0;11.0;89.0;1755.0;1437.0;;1575;36;208;39;226;5442;7245;169;;61.0;0.0;9.0;6.0;22.0;960.0;1033.0;12.0
851;Finance companies total;2004 August;9.0;280.0;50.0;10.0;83.0;1731.0;1420.0;;1580;33;192;44;213;5464;7296;158;;61.0;1.0;12.0;6.0;19.0;959.0;1026.0;19.0
852;Finance companies total;2004 September;11.0;278.0;55.0;11.0;83.0;1714.0;1407.0;;1590;37;215;41;241;5478;7314;170;;60.0;1.0;14.0;5.0;22.0;957.0;1019.0;16.0
853;Finance companies total;2004 October;10.0;276.0;57.0;10.0;82.0;1699.0;1396.0;;1617;32;197;41;214;5502;7376;154;;60.0;1.0;10.0;5.0;14.0;957.0;1011.0;11.0
854;Finance companies total;2004 November;12.0;274.0;61.0;11.0;89.0;1682.0;1382.0;;1618;32;200;40;235;5506;7384;153;;59.0;0.0;8.0;5.0;22.0;949.0;998.0;6.0
855;Finance companies total;2004 December;12.0;275.0;61.0;8.0;73.0;1678.0;1381.0;;1608;28;161;42;231;5479;7368;139;;58.0;0.0;6.0;5.0;21.0;939.0;985.0;7.0
856;Finance companies total;2005 January;11.0;273.0;78.0;10.0;87.0;1679.0;1385.0;1290.0;1566;35;147;42;205;5463;7338;150;57.0;57.0;0.0;5.0;6.0;33.0;916.0;963.0;4.0
857;Finance companies total;2005 February;9.0;272.0;54.0;9.0;92.0;1650.0;1365.0;1279.0;1536;34;164;40;244;5423;7310;147;56.0;56.0;0.0;4.0;6.0;35.0;891.0;941.0;3.0
858;Finance companies total;2005 March;11.0;272.0;63.0;10.0;90.0;1633.0;1356.0;1269.0;1510;42;203;41;241;5426;7290;185;55.0;55.0;0.0;5.0;6.0;39.0;863.0;919.0;3.0
859;Finance companies total;2005 April;11.0;274.0;75.0;10.0;83.0;1635.0;1362.0;1263.0;1489;40;204;40;228;5443;7337;191;54.0;54.0;0.0;5.0;6.0;28.0;845.0;897.0;4.0
860;Finance companies total;2005 May;10.0;273.0;56.0;8.0;81.0;1618.0;1352.0;1252.0;1462;35;178;41;225;5437;7322;167;53.0;52.0;0.0;4.0;5.0;32.0;823.0;877.0;3.0
861;Finance companies total;2005 June;10.0;272.0;64.0;9.0;79.0;1612.0;1352.0;1244.0;1437;35;173;41;224;5427;7337;167;52.0;52.0;0.0;4.0;5.0;32.0;800.0;856.0;3.0
862;Finance companies total;2005 July;10.0;272.0;63.0;9.0;71.0;1612.0;1353.0;1235.0;1411;36;174;41;209;5434;7317;167;51.0;51.0;0.0;4.0;5.0;35.0;773.0;838.0;3.0
863;Finance companies total;2005 August;10.0;270.0;58.0;8.0;79.0;1598.0;1345.0;1225.0;1385;41;189;40;237;5426;7264;197;50.0;50.0;0.0;4.0;5.0;30.0;752.0;814.0;3.0
864;Finance companies total;2005 September;12.0;270.0;55.0;8.0;97.0;1565.0;1318.0;1216.0;1360;38;187;40;215;5437;7289;172;48.0;48.0;0.0;4.0;5.0;27.0;733.0;797.0;7.0
865;Finance companies total;2005 October;10.0;270.0;61.0;8.0;82.0;1552.0;1316.0;1207.0;1333;36;174;39;218;5433;7303;163;47.0;47.0;0.0;4.0;5.0;26.0;716.0;781.0;4.0
866;Finance companies total;2005 November;11.0;271.0;66.0;8.0;68.0;1558.0;1325.0;1189.0;1298;38;187;39;233;5426;7300;189;46.0;46.0;0.0;4.0;4.0;26.0;698.0;762.0;3.0
867;Finance companies total;2005 December;10.0;271.0;56.0;7.0;70.0;1550.0;1322.0;1182.0;1275;34;163;39;214;5413;7310;159;46.0;46.0;0.0;3.0;4.0;24.0;681.0;746.0;3.0
868;Finance companies total;2006 January-I;11.0;270.0;74.0;11.0;78.0;1557.0;1329.0;1178.0;1269;23;171;41;276;5349;7292;150;46.0;46.0;;4.0;4.0;15.0;675.0;744.0;
869;Finance companies total;2006 January-II;10.0;305.0;71.0;10.0;9.0;1622.0;1379.0;1246.0;1370;20;168;41;-401;6024;8463;132;;;;;;;;;
870;Finance companies total;2006 February;9.0;302.0;67.0;10.0;52.0;1646.0;1406.0;1232.0;1374;22;185;40;216;6033;8445;145;;;;;;;;;
871;Finance companies total;2006 March;10.0;301.0;74.0;10.0;67.0;1664.0;1425.0;1217.0;1379;25;201;41;240;6035;8454;169;;;;;;;;;
872;Finance companies total;2006 April;10.0;299.0;79.0;9.0;66.0;1686.0;1447.0;1212.0;1391;22;185;41;212;6049;8446;151;;;;;;;;;
873;Finance companies total;2006 May;10.0;297.0;67.0;9.0;80.0;1682.0;1450.0;1192.0;1388;23;187;41;252;6025;8423;160;;;;;;;;;
874;Finance companies total;2006 June;9.0;300.0;60.0;9.0;64.0;1688.0;1456.0;1178.0;1391;21;180;41;218;6028;8412;154;;;;;;;;;
875;Finance companies total;2006 July;9.0;303.0;67.0;10.0;76.0;1689.0;1460.0;1164.0;1395;20;187;40;214;6040;8413;155;;;;;;;;;
876;Finance companies total;2006 August;8.0;294.0;54.0;8.0;80.0;1671.0;1454.0;1146.0;1394;21;196;40;227;6049;8427;164;;;;;;;;;
877;Finance companies total;2006 September;7.0;289.0;46.0;7.0;60.0;1664.0;1450.0;1087.0;1348;21;203;40;275;6017;8388;162;;;;;;;;;
878;Finance companies total;2006 October;9.0;284.0;62.0;10.0;76.0;1661.0;1439.0;1073.0;1352;24;208;41;236;6030;8397;174;;;;;;;;;
879;Finance companies total;2006 November;9.0;277.0;61.0;9.0;77.0;1656.0;1437.0;1063.0;1359;23;211;40;224;6058;8414;186;;;;;;;;;
880;Finance companies total;2006 December;6.0;272.0;44.0;8.0;66.0;1641.0;1432.0;1054.0;1368;19;186;39;213;6070;8420;159;;;;;;;;;
881;Finance companies total;2007 January;10.0;268.0;86.0;16.0;95.0;1647.0;1441.0;1078.0;1397;35;229;47;245;6101;8511;179;;;;;;;;;
882;Finance companies total;2007 February;7.0;266.0;63.0;12.0;80.0;1642.0;1437.0;1096.0;1419;35;217;46;212;6153;8615;182;;;;;;;;;
883;Finance companies total;2007 March;8.0;263.0;66.0;12.0;77.0;1644.0;1439.0;1103.0;1450;42;240;48;242;6198;8708;203;;;;;;;;;
884;Finance companies total;2007 April;8.0;264.0;64.0;11.0;61.0;1657.0;1451.0;1138.0;1501;29;210;48;190;6266;8904;169;;;;;;;;;
885;Finance companies total;2007 May;8.0;263.0;75.0;11.0;79.0;1664.0;1457.0;1158.0;1493;32;220;49;248;6287;9004;185;;;;;;;;;
886;Finance companies total;2007 June;10.0;262.0;82.0;11.0;66.0;1691.0;1481.0;1180.0;1489;34;218;49;216;6337;9149;189;;;;;;;;;
887;Finance companies total;2007 July;10.0;264.0;91.0;12.0;77.0;1717.0;1504.0;1210.0;1522;29;248;49;242;6392;9288;198;;;;;;;;;
888;Finance companies total;2007 August;10.0;264.0;75.0;11.0;66.0;1737.0;1521.0;1222.0;1550;28;240;51;236;6446;9414;198;;;;;;;;;
889;Finance companies total;2007 September;9.0;264.0;63.0;10.0;70.0;1741.0;1525.0;1256.0;1568;29;217;51;239;6475;9464;178;;;;;;;;;
890;Finance companies total;2007 October;10.0;262.0;74.0;13.0;77.0;1750.0;1534.0;1272.0;1599;32;252;51;273;6504;9565;214;;;;;;;;;
891;Finance companies total;2007 November;9.0;260.0;73.0;12.0;72.0;1764.0;1544.0;1304.0;1627;33;241;51;224;6572;9677;210;;;;;;;;;
892;Finance companies total;2007 December;7.0;257.0;53.0;10.0;70.0;1756.0;1536.0;1328.0;1656;36;204;49;214;6612;9770;171;;;;;;;;;
893;Finance companies total;2008 January;10.0;257.0;91.0;16.0;67.0;1795.0;1568.0;1313.0;1653;24;220;53;254;6631;9790;163;;;;;;;;;
894;Finance companies total;2008 February;10.0;257.0;93.0;15.0;79.0;1824.0;1590.0;1315.0;1658;26;240;56;263;6664;9848;196;;;;;;;;;
895;Finance companies total;2008 March;10.0;258.0;90.0;14.0;81.0;1846.0;1632.0;1305.0;1671;25;233;53;265;6685;9847;199;;;;;;;;;
896;Finance companies total;2008 April;11.0;260.0;112.0;17.0;79.0;1896.0;1675.0;1295.0;1680;23;252;55;292;6700;9908;199;;;;;;;;;
897;Finance companies total;2008 May;10.0;261.0;105.0;14.0;74.0;1940.0;1713.0;1286.0;1688;20;226;54;276;6705;9953;176;;;;;;;;;
898;Finance companies total;2008 June;10.0;262.0;105.0;15.0;95.0;1965.0;1732.0;1286.0;1701;23;237;56;258;6740;9980;195;;;;;;;;;
899;Finance companies total;2008 July;10.0;264.0;105.0;16.0;77.0;2009.0;1772.0;1276.0;1709;25;274;55;334;6735;10029;218;;;;;;;;;
900;Finance companies total;2008 August;8.0;264.0;79.0;14.0;73.0;2029.0;1786.0;1262.0;1712;21;242;56;299;6735;10020;185;;;;;;;;;
901;Finance companies total;2008 September;8.0;265.0;80.0;16.0;80.0;2045.0;1797.0;1245.0;1724;21;252;57;254;6790;10145;187;;;;;;;;;
902;Finance companies total;2008 October;8.0;264.0;74.0;14.0;76.0;2058.0;1803.0;1243.0;1731;23;236;57;259;6824;10208;194;;;;;;;;;
903;Finance companies total;2008 November;7.0;263.0;63.0;13.0;68.0;2065.0;1807.0;1236.0;1736;20;193;59;222;6853;10235;150;;;;;;;;;
904;Finance companies total;2008 December;6.0;261.0;54.0;11.0;75.0;2055.0;1796.0;1228.0;1744;20;193;58;211;6894;10268;145;;;;;;;;;
905;Finance companies total;2009 January;7.0;260.0;72.0;14.0;77.0;2064.0;1803.0;1215.0;1760;18;181;57;207;6925;10393;129;;;;;;;;;
906;Finance companies total;2009 February;6.0;257.0;59.0;12.0;80.0;2056.0;1795.0;1213.0;1765;18;198;56;251;6928;10410;156;;;;;;;;;
907;Finance companies total;2009 March;7.0;253.0;68.0;14.0;91.0;2047.0;1786.0;1204.0;1772;22;230;55;268;6944;10440;179;;;;;;;;;
908;Finance companies total;2009 April;7.0;252.0;65.0;12.0;85.0;2039.0;1779.0;1196.0;1777;19;214;57;259;6957;10471;153;;;;;;;;;
909;Finance companies total;2009 May;6.0;248.0;57.0;12.0;86.0;2021.0;1762.0;1183.0;1780;15;194;56;247;6960;10478;138;;;;;;;;;
910;Finance companies total;2009 June;6.0;245.0;63.0;13.0;101.0;1995.0;1737.0;1180.0;1782;15;203;57;275;6945;10473;139;;;;;;;;;
911;Finance companies total;2009 July;6.0;248.0;67.0;13.0;39.0;2036.0;1769.0;1175.0;1796;18;212;54;173;7038;10579;155;;;;;;;;;
912;Finance companies total;2009 August;5.0;245.0;51.0;11.0;90.0;2009.0;1749.0;1166.0;1797;16;185;54;233;7043;10579;131;;;;;;;;;
913;Finance companies total;2009 September;6.0;243.0;56.0;12.0;92.0;1986.0;1727.0;1170.0;1797;15;199;54;249;7047;10583;136;;;;;;;;;
914;Finance companies total;2009 October;6.0;239.0;63.0;13.0;88.0;1973.0;1716.0;1153.0;1801;19;196;53;181;7115;10590;136;;;;;;;;;
915;Finance companies total;2009 November;6.0;237.0;62.0;13.0;84.0;1964.0;1707.0;1140.0;1809;17;198;53;298;7068;10602;141;;;;;;;;;
916;Finance companies total;2009 December;6.0;235.0;51.0;12.0;92.0;1936.0;1680.0;1148.0;1809;17;202;52;342;6980;10535;138;;;;;;;;;
917;Finance companies total;2010 January;7.0;234.0;73.0;14.0;92.0;1930.0;1674.0;1147.0;1816;19;163;54;215;6982;10564;126;;;;;;;;;
918;Finance companies total;2010 February;7.0;235.0;68.0;12.0;76.0;1933.0;1674.0;1131.0;1821;18;179;53;222;6992;10585;138;;;;;;;;;
919;Finance companies total;2010 March;8.0;237.0;76.0;15.0;88.0;1937.0;1676.0;1148.0;1831;19;216;51;255;7004;10640;166;;;;;;;;;
920;Finance companies total;2010 April;7.0;238.0;71.0;13.0;66.0;1955.0;1691.0;1138.0;1830;19;182;53;206;7032;10682;138;;;;;;;;;
921;Finance companies total;2010 May;6.0;238.0;59.0;11.0;79.0;1946.0;1691.0;1138.0;1833;13;161;53;223;7023;10711;118;;;;;;;;;
922;Finance companies total;2010 June;9.0;240.0;85.0;15.0;91.0;1954.0;1698.0;1124.0;1837;16;184;53;259;7001;10740;137;;;;;;;;;
923;Finance companies total;2010 July;8.0;242.0;82.0;15.0;77.0;1975.0;1715.0;1121.0;1844;16;180;52;190;7043;10771;135;;;;;;;;;
924;Finance companies total;2010 August;8.0;244.0;76.0;14.0;82.0;1983.0;1723.0;1121.0;1850;17;191;53;238;7049;10831;135;;;;;;;;;
925;Finance companies total;2010 September;8.0;244.0;72.0;13.0;78.0;1990.0;1729.0;1118.0;1857;16;170;53;205;7067;10872;126;;;;;;;;;
926;Finance companies total;2010 October;8.0;244.0;77.0;13.0;75.0;2006.0;1741.0;1149.0;1862;14;155;51;202;7071;10906;116;;;;;;;;;
927;Finance companies total;2010 November;8.0;250.0;82.0;15.0;82.0;2021.0;1756.0;1117.0;1870;19;175;51;226;7071;10928;128;;;;;;;;;
928;Finance companies total;2010 December;6.0;252.0;60.0;12.0;74.0;2019.0;1754.0;1113.0;1876;15;151;51;208;7064;10953;115;;;;;;;;;
929;Finance companies total;2011 January;9.0;253.0;93.0;15.0;78.0;2050.0;1780.0;1111.0;1882;18;157;51;205;7067;10970;124;;;;;;;;;
930;Finance companies total;2011 February;9.0;255.0;91.0;15.0;79.0;2077.0;1804.0;1112.0;1886;16;176;47;214;7076;10996;138;;;;;;;;;
931;Finance companies total;2011 March;12.0;258.0;114.0;17.0;85.0;2124.0;1847.0;1109.0;1891;18;196;52;228;7095;11036;154;;;;;;;;;
932;Finance companies total;2011 April;10.0;260.0;96.0;15.0;74.0;2161.0;1880.0;1115.0;1900;20;169;51;191;7124;11069;130;;;;;;;;;
933;Finance companies total;2011 May;10.0;261.0;103.0;16.0;86.0;2195.0;1910.0;1105.0;1901;14;177;50;233;7118;11095;138;;;;;;;;;
934;Finance companies total;2011 June;9.0;262.0;88.0;14.0;81.0;2216.0;1928.0;1100.0;1902;13;155;50;213;7111;11102;124;;;;;;;;;
935;Finance companies total;2011 July;9.0;264.0;90.0;14.0;74.0;2246.0;1953.0;1095.0;1905;13;163;50;194;7130;11131;130;;;;;;;;;
936;Finance companies total;2011 August;10.0;265.0;90.0;15.0;89.0;2262.0;1969.0;1093.0;1909;16;183;51;215;7149;11158;142;;;;;;;;;
937;Finance companies total;2011 September;9.0;267.0;83.0;15.0;72.0;2288.0;1990.0;1092.0;1915;15;172;51;188;7184;11199;132;;;;;;;;;
938;Finance companies total;2011 October;12.0;273.0;98.0;16.0;90.0;2311.0;2010.0;1083.0;1918;14;164;51;215;7184;11208;123;;;;;;;;;
939;Finance companies total;2011 November;12.0;276.0;113.0;15.0;92.0;2347.0;2044.0;1085.0;1920;14;166;51;206;7195;11232;128;;;;;;;;;
940;Finance companies total;2011 December;9.0;280.0;89.0;12.0;71.0;2377.0;2072.0;1083.0;1921;11;134;50;191;7189;11241;101;;;;;;;;;
941;Finance companies total;2012 January;11.0;284.0;116.0;16.0;90.0;2419.0;2118.0;1076.0;1923;13;139;52;231;7149;11234;100;;;;;;;;;
942;Finance companies total;2012 February;9.0;286.0;88.0;14.0;86.0;2435.0;2133.0;1063.0;1915;10;129;51;223;7106;11171;93;;;;;;;;;
943;Finance companies total;2012 March;10.0;289.0;98.0;15.0;77.0;2471.0;2165.0;1052.0;1915;10;142;50;195;7103;11128;104;;;;;;;;;
944;Finance companies total;2012 April;10.0;293.0;91.0;14.0;76.0;2499.0;2193.0;1048.0;1916;10;145;51;190;7109;11169;103;;;;;;;;;
945;Finance companies total;2012 May;9.0;295.0;93.0;14.0;91.0;2515.0;2208.0;1042.0;1918;9;142;50;223;7077;11177;101;;;;;;;;;
946;Finance companies total;2012 June;9.0;298.0;94.0;16.0;82.0;2544.0;2235.0;1038.0;1919;9;124;50;189;7062;11184;92;;;;;;;;;
947;Finance companies total;2012 July;9.0;300.0;95.0;15.0;93.0;2561.0;2249.0;1033.0;1918;9;132;49;195;7048;11171;93;;;;;;;;;
948;Finance companies total;2012 August;7.0;299.0;75.0;13.0;99.0;2549.0;2246.0;1030.0;1919;8;130;50;182;7046;11178;88;;;;;;;;;
949;Finance companies total;2012 September;6.0;299.0;65.0;11.0;83.0;2542.0;2230.0;1026.0;1918;8;122;49;175;7042;11181;82;;;;;;;;;
950;Finance companies total;2012 October;7.0;300.0;78.0;14.0;93.0;2540.0;2229.0;1016.0;1917;9;140;49;204;7027;11152;97;;;;;;;;;
951;Finance companies total;2012 November;7.0;300.0;71.0;13.0;94.0;2530.0;2219.0;1016.0;1916;7;120;49;177;7019;11147;85;;;;;;;;;
952;Finance companies total;2012 December;5.0;299.0;57.0;10.0;86.0;2511.0;2205.0;1013.0;1915;6;101;47;179;6989;11133;79;;;;;;;;;
953;Finance companies total;2013 January;8.0;299.0;85.0;14.0;104.0;2505.0;2195.0;1011.0;1917;7;115;52;192;6963;11154;78;;;;;;;;;
954;Finance companies total;2013 February;6.0;297.0;65.0;12.0;98.0;2484.0;2179.0;1009.0;1917;6;107;48;182;6935;11156;73;;;;;;;;;
955;Finance companies total;2013 March;6.0;295.0;71.0;13.0;90.0;2477.0;2171.0;1004.0;1917;7;109;46;171;6919;11153;72;;;;;;;;;
956;Finance companies total;2013 April;7.0;295.0;73.0;13.0;96.0;2468.0;2162.0;1001.0;1917;7;122;48;190;6899;11139;75;;;;;;;;;
957;Finance companies total;2013 May;6.0;294.0;71.0;13.0;90.0;2462.0;2155.0;999.0;1917;6;107;47;182;6870;11132;68;;;;;;;;;
958;Finance companies total;2013 June;7.0;292.0;72.0;13.0;91.0;2457.0;2150.0;994.0;1913;6;99;47;181;6835;11079;65;;;;;;;;;
959;Finance companies total;2013 July;7.0;295.0;77.0;14.0;102.0;2445.0;2141.0;992.0;1912;7;125;46;208;6798;11070;77;;;;;;;;;
960;Finance companies total;2013 August;6.0;294.0;67.0;12.0;83.0;2442.0;2137.0;989.0;1911;10;114;47;165;6794;11065;69;;;;;;;;;
961;Finance companies total;2013 September;6.0;291.0;67.0;12.0;84.0;2402.0;2101.0;991.0;1912;7;116;47;175;6873;10735;67;;;;;;;;;
962;Finance companies total;2013 October;7.0;290.0;78.0;14.0;92.0;2402.0;2100.0;991.0;1912;8;126;47;200;6845;10731;75;;;;;;;;;
963;Finance companies total;2013 November;6.0;289.0;71.0;13.0;86.0;2400.0;2097.0;991.0;1914;9;116;47;166;6842;10744;82;;;;;;;;;
964;Finance companies total;2013 December;6.0;286.0;69.0;12.0;103.0;2379.0;2078.0;988.0;1913;6;104;46;180;6812;10730;59;;;;;;;;;
965;"Finance companies; bank subsidiaries";1998 January;9.0;170.0;37.0;7.0;40.0;1073.0;849.0;;345;29;96;15;109;2078;2918;100;;19.0;1.0;19.0;1.0;5.0;261.0;293.0;17.0
966;"Finance companies; bank subsidiaries";1998 February;9.0;174.0;34.0;8.0;42.0;1073.0;849.0;;371;34;104;15;116;2081;2931;107;;20.0;2.0;24.0;1.0;6.0;280.0;312.0;24.0
967;"Finance companies; bank subsidiaries";1998 March;9.0;179.0;37.0;8.0;46.0;1072.0;821.0;;399;39;118;15;145;2069;2941;129;;22.0;2.0;28.0;1.0;8.0;301.0;333.0;31.0
968;"Finance companies; bank subsidiaries";1998 April;9.0;184.0;34.0;7.0;42.0;1070.0;847.0;;425;33;110;16;113;2082;2961;110;;23.0;2.0;25.0;2.0;8.0;320.0;351.0;26.0
969;"Finance companies; bank subsidiaries";1998 May;9.0;188.0;35.0;8.0;42.0;1071.0;848.0;;452;36;116;17;119;2096;2989;126;;24.0;2.0;22.0;2.0;6.0;338.0;368.0;23.0
970;"Finance companies; bank subsidiaries";1998 June;15.0;191.0;64.0;13.0;49.0;1099.0;871.0;;454;35;109;16;120;2101;3003;127;;24.0;1.0;20.0;3.0;20.0;341.0;372.0;17.0
971;"Finance companies; bank subsidiaries";1998 July;9.0;201.0;34.0;8.0;48.0;1094.0;882.0;;506;35;118;17;140;2096;3023;124;;26.0;2.0;22.0;2.0;1.0;364.0;394.0;22.0
972;"Finance companies; bank subsidiaries";1998 August;8.0;205.0;31.0;6.0;23.0;1108.0;879.0;;533;37;110;17;111;2112;3033;136;;27.0;1.0;18.0;2.0;2.0;382.0;412.0;18.0
973;"Finance companies; bank subsidiaries";1998 September;10.0;209.0;37.0;8.0;46.0;1108.0;878.0;;563;50;157;17;135;2151;3108;195;;28.0;2.0;28.0;2.0;12.0;399.0;427.0;26.0
974;"Finance companies; bank subsidiaries";1998 October;8.0;214.0;32.0;7.0;38.0;1109.0;881.0;;590;40;131;17;124;2174;3134;156;;29.0;2.0;22.0;2.0;8.0;415.0;441.0;22.0
975;"Finance companies; bank subsidiaries";1998 November;8.0;217.0;30.0;7.0;36.0;1110.0;880.0;;618;40;127;17;126;2192;3169;156;;30.0;2.0;24.0;2.0;9.0;431.0;458.0;24.0
976;"Finance companies; bank subsidiaries";1998 December;8.0;215.0;31.0;8.0;90.0;1059.0;836.0;;647;41;125;17;116;2218;3204;163;;32.0;1.0;19.0;2.0;-10.0;463.0;486.0;20.0
977;"Finance companies; bank subsidiaries";1999 January;5.0;214.0;27.0;6.0;46.0;1046.0;827.0;;668;19;106;15;103;2236;3227;79;;32.0;1.0;12.0;3.0;12.0;467.0;493.0;11.0
978;"Finance companies; bank subsidiaries";1999 February;6.0;215.0;29.0;7.0;42.0;1039.0;821.0;;687;23;116;15;99;2268;3289;104;;33.0;1.0;17.0;4.0;14.0;474.0;502.0;16.0
