ID;EnergySourcesTechniques;EnergyApplication;Periods;FinalConsumptionInTerajoule_1;InTotalEnergeticFinalConsumption_2;AvoidedPrimaryEnergyInTJ_3;AvoidedPrimaryEnergyInTotalUse_4;AvoidedCarbonDioxideEmissionInKton_5;AvoidedCO2EmissionInOfTotEmiss_6
3535;Other biomass comb., with electr. prod.;Transport;1997;;;;;;
3536;Other biomass comb., with electr. prod.;Transport;1998;;;;;;
3537;Other biomass comb., with electr. prod.;Transport;1999;;;;;;
3538;Other biomass comb., with electr. prod.;Transport;2000;;;;;;
3539;Other biomass comb., with electr. prod.;Transport;2001;;;;;;
3540;Other biomass comb., with electr. prod.;Transport;2002;;;;;;
3541;Other biomass comb., with electr. prod.;Transport;2003;;;;;;
3542;Other biomass comb., with electr. prod.;Transport;2004;;;;;;
3543;Other biomass comb., with electr. prod.;Transport;2005;;;;;;
3544;Other biomass comb., with electr. prod.;Transport;2006;;;;;;
3545;Other biomass comb., with electr. prod.;Transport;2007;;;;;;
3546;Other biomass comb., with electr. prod.;Transport;2008;;;;;;
3547;Other biomass comb., with electr. prod.;Transport;2009;;;;;;
3548;Other biomass comb., with electr. prod.;Transport;2010;;;;;;
3549;Other biomass comb., with electr. prod.;Transport;2011;;;;;;
3550;Other biomass comb., with electr. prod.;Transport;2012;;;;;;
3551;Other biomass comb., with electr. prod.;Transport;2013;;;;;;
3552;Other biomass comb., without elec. prod.;Total energy applications;1990;;;;;;
3553;Other biomass comb., without elec. prod.;Total energy applications;1991;;;;;;
3554;Other biomass comb., without elec. prod.;Total energy applications;1992;;;;;;
3555;Other biomass comb., without elec. prod.;Total energy applications;1993;;;;;;
3556;Other biomass comb., without elec. prod.;Total energy applications;1994;;;;;;
3557;Other biomass comb., without elec. prod.;Total energy applications;1995;;;;;;
3558;Other biomass comb., without elec. prod.;Total energy applications;1996;;;;;;
3559;Other biomass comb., without elec. prod.;Total energy applications;1997;;;;;;
3560;Other biomass comb., without elec. prod.;Total energy applications;1998;;;;;;
3561;Other biomass comb., without elec. prod.;Total energy applications;1999;;;;;;
3562;Other biomass comb., without elec. prod.;Total energy applications;2000;;;;;;
3563;Other biomass comb., without elec. prod.;Total energy applications;2001;;;;;;
3564;Other biomass comb., without elec. prod.;Total energy applications;2002;;;;;;
3565;Other biomass comb., without elec. prod.;Total energy applications;2003;;;;;;
3566;Other biomass comb., without elec. prod.;Total energy applications;2004;1899.0;0.08;1831.0;0.06;104.0;0.06
3567;Other biomass comb., without elec. prod.;Total energy applications;2005;2104.0;0.09;1979.0;0.06;112.0;0.06
3568;Other biomass comb., without elec. prod.;Total energy applications;2006;2946.0;0.14;2780.0;0.09;158.0;0.09
3569;Other biomass comb., without elec. prod.;Total energy applications;2007;3097.0;0.14;2929.0;0.09;166.0;0.1
3570;Other biomass comb., without elec. prod.;Total energy applications;2008;3140.0;0.14;2939.0;0.09;167.0;0.09
3571;Other biomass comb., without elec. prod.;Total energy applications;2009;3024.0;0.14;2820.0;0.09;160.0;0.09
3572;Other biomass comb., without elec. prod.;Total energy applications;2010;1979.0;0.09;1772.0;0.05;100.0;0.06
3573;Other biomass comb., without elec. prod.;Total energy applications;2011;1585.0;0.07;1411.0;0.04;80.0;0.05
3574;Other biomass comb., without elec. prod.;Total energy applications;2012;1551.0;0.07;1416.0;0.04;80.0;0.05
3575;Other biomass comb., without elec. prod.;Total energy applications;2013;1436.0;0.07;1390.0;0.04;79.0;0.05
3576;Other biomass comb., without elec. prod.;Electricity;1990;;;;;;
3577;Other biomass comb., without elec. prod.;Electricity;1991;;;;;;
3578;Other biomass comb., without elec. prod.;Electricity;1992;;;;;;
3579;Other biomass comb., without elec. prod.;Electricity;1993;;;;;;
3580;Other biomass comb., without elec. prod.;Electricity;1994;;;;;;
3581;Other biomass comb., without elec. prod.;Electricity;1995;;;;;;
3582;Other biomass comb., without elec. prod.;Electricity;1996;;;;;;
3583;Other biomass comb., without elec. prod.;Electricity;1997;;;;;;
3584;Other biomass comb., without elec. prod.;Electricity;1998;;;;;;
3585;Other biomass comb., without elec. prod.;Electricity;1999;;;;;;
3586;Other biomass comb., without elec. prod.;Electricity;2000;;;;;;
3587;Other biomass comb., without elec. prod.;Electricity;2001;;;;;;
3588;Other biomass comb., without elec. prod.;Electricity;2002;;;;;;
3589;Other biomass comb., without elec. prod.;Electricity;2003;;;;;;
3590;Other biomass comb., without elec. prod.;Electricity;2004;;;;;;
3591;Other biomass comb., without elec. prod.;Electricity;2005;;;;;;
3592;Other biomass comb., without elec. prod.;Electricity;2006;;;;;;
3593;Other biomass comb., without elec. prod.;Electricity;2007;;;;;;
3594;Other biomass comb., without elec. prod.;Electricity;2008;;;;;;
3595;Other biomass comb., without elec. prod.;Electricity;2009;;;;;;
3596;Other biomass comb., without elec. prod.;Electricity;2010;;;;;;
3597;Other biomass comb., without elec. prod.;Electricity;2011;;;;;;
3598;Other biomass comb., without elec. prod.;Electricity;2012;;;;;;
3599;Other biomass comb., without elec. prod.;Electricity;2013;;;;;;
3600;Other biomass comb., without elec. prod.;Heat;1990;;;;;;
3601;Other biomass comb., without elec. prod.;Heat;1991;;;;;;
3602;Other biomass comb., without elec. prod.;Heat;1992;;;;;;
3603;Other biomass comb., without elec. prod.;Heat;1993;;;;;;
3604;Other biomass comb., without elec. prod.;Heat;1994;;;;;;
3605;Other biomass comb., without elec. prod.;Heat;1995;;;;;;
3606;Other biomass comb., without elec. prod.;Heat;1996;;;;;;
3607;Other biomass comb., without elec. prod.;Heat;1997;;;;;;
3608;Other biomass comb., without elec. prod.;Heat;1998;;;;;;
3609;Other biomass comb., without elec. prod.;Heat;1999;;;;;;
3610;Other biomass comb., without elec. prod.;Heat;2000;;;;;;
3611;Other biomass comb., without elec. prod.;Heat;2001;;;;;;
3612;Other biomass comb., without elec. prod.;Heat;2002;;;;;;
3613;Other biomass comb., without elec. prod.;Heat;2003;;;;;;
3614;Other biomass comb., without elec. prod.;Heat;2004;1899.0;0.08;1831.0;0.06;104.0;0.06
3615;Other biomass comb., without elec. prod.;Heat;2005;2104.0;0.09;1979.0;0.06;112.0;0.06
3616;Other biomass comb., without elec. prod.;Heat;2006;2946.0;0.14;2780.0;0.09;158.0;0.09
3617;Other biomass comb., without elec. prod.;Heat;2007;3097.0;0.14;2929.0;0.09;166.0;0.1
3618;Other biomass comb., without elec. prod.;Heat;2008;3140.0;0.14;2939.0;0.09;167.0;0.09
3619;Other biomass comb., without elec. prod.;Heat;2009;3024.0;0.14;2820.0;0.09;160.0;0.09
3620;Other biomass comb., without elec. prod.;Heat;2010;1979.0;0.09;1772.0;0.05;100.0;0.06
3621;Other biomass comb., without elec. prod.;Heat;2011;1585.0;0.07;1411.0;0.04;80.0;0.05
3622;Other biomass comb., without elec. prod.;Heat;2012;1551.0;0.07;1416.0;0.04;80.0;0.05
3623;Other biomass comb., without elec. prod.;Heat;2013;1436.0;0.07;1390.0;0.04;79.0;0.05
3624;Other biomass comb., without elec. prod.;Transport;1990;;;;;;
3625;Other biomass comb., without elec. prod.;Transport;1991;;;;;;
3626;Other biomass comb., without elec. prod.;Transport;1992;;;;;;
3627;Other biomass comb., without elec. prod.;Transport;1993;;;;;;
3628;Other biomass comb., without elec. prod.;Transport;1994;;;;;;
3629;Other biomass comb., without elec. prod.;Transport;1995;;;;;;
3630;Other biomass comb., without elec. prod.;Transport;1996;;;;;;
3631;Other biomass comb., without elec. prod.;Transport;1997;;;;;;
3632;Other biomass comb., without elec. prod.;Transport;1998;;;;;;
3633;Other biomass comb., without elec. prod.;Transport;1999;;;;;;
3634;Other biomass comb., without elec. prod.;Transport;2000;;;;;;
3635;Other biomass comb., without elec. prod.;Transport;2001;;;;;;
3636;Other biomass comb., without elec. prod.;Transport;2002;;;;;;
3637;Other biomass comb., without elec. prod.;Transport;2003;;;;;;
3638;Other biomass comb., without elec. prod.;Transport;2004;;;;;;
3639;Other biomass comb., without elec. prod.;Transport;2005;;;;;;
3640;Other biomass comb., without elec. prod.;Transport;2006;;;;;;
3641;Other biomass comb., without elec. prod.;Transport;2007;;;;;;
3642;Other biomass comb., without elec. prod.;Transport;2008;;;;;;
3643;Other biomass comb., without elec. prod.;Transport;2009;;;;;;
3644;Other biomass comb., without elec. prod.;Transport;2010;;;;;;
3645;Other biomass comb., without elec. prod.;Transport;2011;;;;;;
3646;Other biomass comb., without elec. prod.;Transport;2012;;;;;;
3647;Other biomass comb., without elec. prod.;Transport;2013;;;;;;
3648;Biogas total;Total energy applications;1990;2068.0;0.11;1768.0;0.07;112.0;0.07
3649;Biogas total;Total energy applications;1991;2530.0;0.13;2425.0;0.09;151.0;0.09
3650;Biogas total;Total energy applications;1992;2939.0;0.15;2938.0;0.1;180.0;0.11
3651;Biogas total;Total energy applications;1993;3278.0;0.16;3555.0;0.12;220.0;0.13
3652;Biogas total;Total energy applications;1994;3529.0;0.18;3871.0;0.14;246.0;0.15
3653;Biogas total;Total energy applications;1995;3685.0;0.18;4015.0;0.14;260.0;0.15
3654;Biogas total;Total energy applications;1996;3831.0;0.17;4146.0;0.13;267.0;0.15
3655;Biogas total;Total energy applications;1997;3742.0;0.18;4031.0;0.14;263.0;0.15
3656;Biogas total;Total energy applications;1998;3589.0;0.17;3920.0;0.13;253.0;0.15
3657;Biogas total;Total energy applications;1999;3755.0;0.18;4179.0;0.14;266.0;0.16
3658;Biogas total;Total energy applications;2000;3826.0;0.18;4319.0;0.14;280.0;0.16
3659;Biogas total;Total energy applications;2001;3920.0;0.18;4426.0;0.14;288.0;0.16
3660;Biogas total;Total energy applications;2002;3918.0;0.18;4551.0;0.14;298.0;0.17
3661;Biogas total;Total energy applications;2003;3838.0;0.17;4406.0;0.14;288.0;0.16
3662;Biogas total;Total energy applications;2004;3947.0;0.17;4382.0;0.13;280.0;0.15
3663;Biogas total;Total energy applications;2005;3786.0;0.17;4135.0;0.13;264.0;0.15
3664;Biogas total;Total energy applications;2006;4221.0;0.2;4487.0;0.14;293.0;0.17
3665;Biogas total;Total energy applications;2007;4940.0;0.22;5529.0;0.17;362.0;0.21
3666;Biogas total;Total energy applications;2008;6399.0;0.28;7356.0;0.22;488.0;0.28
3667;Biogas total;Total energy applications;2009;7672.0;0.36;8920.0;0.28;588.0;0.35
3668;Biogas total;Total energy applications;2010;8593.0;0.37;9778.0;0.28;636.0;0.35
3669;Biogas total;Total energy applications;2011;8652.0;0.4;9972.0;0.31;648.0;0.39
3670;Biogas total;Total energy applications;2012;9177.0;0.42;10664.0;0.33;716.0;0.43
3671;Biogas total;Total energy applications;2013;9963.0;0.46;11326.0;0.35;767.0;0.46
3672;Biogas total;Electricity;1990;346.0;0.02;850.0;0.03;60.0;0.04
3673;Biogas total;Electricity;1991;462.0;0.02;1141.0;0.04;78.0;0.05
3674;Biogas total;Electricity;1992;556.0;0.03;1383.0;0.05;92.0;0.06
3675;Biogas total;Electricity;1993;734.0;0.04;1835.0;0.06;123.0;0.07
3676;Biogas total;Electricity;1994;887.0;0.05;2202.0;0.08;151.0;0.09
3677;Biogas total;Electricity;1995;986.0;0.05;2441.0;0.08;171.0;0.1
3678;Biogas total;Electricity;1996;1048.0;0.05;2532.0;0.08;175.0;0.1
3679;Biogas total;Electricity;1997;1022.0;0.05;2345.0;0.08;167.0;0.1
3680;Biogas total;Electricity;1998;995.0;0.05;2273.0;0.08;159.0;0.09
3681;Biogas total;Electricity;1999;1075.0;0.05;2467.0;0.08;169.0;0.1
3682;Biogas total;Electricity;2000;1105.0;0.05;2563.0;0.08;180.0;0.11
3683;Biogas total;Electricity;2001;1185.0;0.05;2792.0;0.09;195.0;0.11
3684;Biogas total;Electricity;2002;1258.0;0.06;2966.0;0.09;208.0;0.12
3685;Biogas total;Electricity;2003;1222.0;0.06;2859.0;0.09;200.0;0.11
3686;Biogas total;Electricity;2004;1116.0;0.05;2570.0;0.08;177.0;0.1
3687;Biogas total;Electricity;2005;1125.0;0.05;2577.0;0.08;176.0;0.1
3688;Biogas total;Electricity;2006;1364.0;0.06;3035.0;0.09;210.0;0.12
3689;Biogas total;Electricity;2007;1905.0;0.09;4162.0;0.12;285.0;0.17
3690;Biogas total;Electricity;2008;2702.0;0.12;5952.0;0.18;408.0;0.23
3691;Biogas total;Electricity;2009;3361.0;0.16;7231.0;0.22;492.0;0.29
3692;Biogas total;Electricity;2010;3755.0;0.16;7876.0;0.23;529.0;0.29
3693;Biogas total;Electricity;2011;3815.0;0.18;7837.0;0.24;527.0;0.31
3694;Biogas total;Electricity;2012;3756.0;0.17;7977.0;0.24;564.0;0.34
3695;Biogas total;Electricity;2013;3739.0;0.17;7834.0;0.24;570.0;0.34
3696;Biogas total;Heat;1990;1722.0;0.09;918.0;0.03;52.0;0.03
3697;Biogas total;Heat;1991;2068.0;0.11;1284.0;0.05;73.0;0.04
3698;Biogas total;Heat;1992;2383.0;0.12;1555.0;0.06;88.0;0.05
3699;Biogas total;Heat;1993;2544.0;0.13;1720.0;0.06;98.0;0.06
3700;Biogas total;Heat;1994;2642.0;0.13;1669.0;0.06;95.0;0.06
3701;Biogas total;Heat;1995;2699.0;0.13;1574.0;0.05;89.0;0.05
3702;Biogas total;Heat;1996;2783.0;0.13;1614.0;0.05;92.0;0.05
3703;Biogas total;Heat;1997;2720.0;0.13;1685.0;0.06;96.0;0.06
3704;Biogas total;Heat;1998;2594.0;0.12;1647.0;0.05;94.0;0.05
3705;Biogas total;Heat;1999;2680.0;0.13;1712.0;0.06;97.0;0.06
3706;Biogas total;Heat;2000;2720.0;0.13;1756.0;0.06;100.0;0.06
3707;Biogas total;Heat;2001;2735.0;0.13;1634.0;0.05;93.0;0.05
3708;Biogas total;Heat;2002;2659.0;0.12;1584.0;0.05;90.0;0.05
3709;Biogas total;Heat;2003;2616.0;0.12;1548.0;0.05;88.0;0.05
3710;Biogas total;Heat;2004;2831.0;0.13;1812.0;0.05;103.0;0.06
3711;Biogas total;Heat;2005;2661.0;0.12;1558.0;0.05;88.0;0.05
3712;Biogas total;Heat;2006;2857.0;0.13;1451.0;0.05;82.0;0.05
3713;Biogas total;Heat;2007;3035.0;0.14;1367.0;0.04;78.0;0.04
3714;Biogas total;Heat;2008;3697.0;0.16;1404.0;0.04;80.0;0.05
3715;Biogas total;Heat;2009;4311.0;0.2;1689.0;0.05;96.0;0.06
3716;Biogas total;Heat;2010;4838.0;0.21;1901.0;0.05;108.0;0.06
3717;Biogas total;Heat;2011;4837.0;0.22;2135.0;0.07;121.0;0.07
3718;Biogas total;Heat;2012;5420.0;0.25;2687.0;0.08;152.0;0.09
3719;Biogas total;Heat;2013;6224.0;0.28;3492.0;0.11;197.0;0.12
3720;Biogas total;Transport;1990;;;;;;
3721;Biogas total;Transport;1991;;;;;;
3722;Biogas total;Transport;1992;;;;;;
3723;Biogas total;Transport;1993;;;;;;
3724;Biogas total;Transport;1994;;;;;;
3725;Biogas total;Transport;1995;;;;;;
3726;Biogas total;Transport;1996;;;;;;
3727;Biogas total;Transport;1997;;;;;;
3728;Biogas total;Transport;1998;;;;;;
3729;Biogas total;Transport;1999;;;;;;
3730;Biogas total;Transport;2000;;;;;;
3731;Biogas total;Transport;2001;;;;;;
3732;Biogas total;Transport;2002;;;;;;
3733;Biogas total;Transport;2003;;;;;;
3734;Biogas total;Transport;2004;;;;;;
3735;Biogas total;Transport;2005;;;;;;
3736;Biogas total;Transport;2006;;;;;;
3737;Biogas total;Transport;2007;;;;;;
3738;Biogas total;Transport;2008;;;;;;
3739;Biogas total;Transport;2009;;;;;;
3740;Biogas total;Transport;2010;;;;;;
3741;Biogas total;Transport;2011;;;;;;
3742;Biogas total;Transport;2012;;;;;;
3743;Biogas total;Transport;2013;;;;;;
3744;Biogas from landfills;Total energy applications;1990;211.0;0.01;340.0;0.01;21.0;0.01
3745;Biogas from landfills;Total energy applications;1991;403.0;0.02;631.0;0.02;39.0;0.02
3746;Biogas from landfills;Total energy applications;1992;859.0;0.04;1245.0;0.04;74.0;0.05
3747;Biogas from landfills;Total energy applications;1993;982.0;0.05;1595.0;0.06;99.0;0.06
3748;Biogas from landfills;Total energy applications;1994;1120.0;0.06;1949.0;0.07;125.0;0.08
3749;Biogas from landfills;Total energy applications;1995;1208.0;0.06;2096.0;0.07;137.0;0.08
3750;Biogas from landfills;Total energy applications;1996;1278.0;0.06;2220.0;0.07;144.0;0.08
3751;Biogas from landfills;Total energy applications;1997;1034.0;0.05;1823.0;0.06;122.0;0.07
3752;Biogas from landfills;Total energy applications;1998;1069.0;0.05;1883.0;0.06;125.0;0.07
3753;Biogas from landfills;Total energy applications;1999;1104.0;0.05;1949.0;0.07;127.0;0.08
3754;Biogas from landfills;Total energy applications;2000;1109.0;0.05;1986.0;0.07;132.0;0.08
3755;Biogas from landfills;Total energy applications;2001;1059.0;0.05;1971.0;0.06;131.0;0.08
3756;Biogas from landfills;Total energy applications;2002;1107.0;0.05;2096.0;0.07;141.0;0.08
3757;Biogas from landfills;Total energy applications;2003;947.0;0.04;1847.0;0.06;125.0;0.07
3758;Biogas from landfills;Total energy applications;2004;912.0;0.04;1660.0;0.05;109.0;0.06
3759;Biogas from landfills;Total energy applications;2005;894.0;0.04;1608.0;0.05;104.0;0.06
3760;Biogas from landfills;Total energy applications;2006;849.0;0.04;1519.0;0.05;100.0;0.06
3761;Biogas from landfills;Total energy applications;2007;810.0;0.04;1416.0;0.04;92.0;0.05
3762;Biogas from landfills;Total energy applications;2008;812.0;0.04;1410.0;0.04;91.0;0.05
3763;Biogas from landfills;Total energy applications;2009;729.0;0.03;1264.0;0.04;81.0;0.05
3764;Biogas from landfills;Total energy applications;2010;660.0;0.03;1138.0;0.03;72.0;0.04
3765;Biogas from landfills;Total energy applications;2011;609.0;0.03;1020.0;0.03;65.0;0.04
3766;Biogas from landfills;Total energy applications;2012;532.0;0.02;879.0;0.03;58.0;0.03
3767;Biogas from landfills;Total energy applications;2013;455.0;0.02;723.0;0.02;48.0;0.03
3768;Biogas from landfills;Electricity;1990;77.0;0.0;197.0;0.01;13.0;0.01
3769;Biogas from landfills;Electricity;1991;134.0;0.01;341.0;0.01;23.0;0.01
3770;Biogas from landfills;Electricity;1992;208.0;0.01;529.0;0.02;33.0;0.02
3771;Biogas from landfills;Electricity;1993;368.0;0.02;930.0;0.03;61.0;0.04
3772;Biogas from landfills;Electricity;1994;522.0;0.03;1305.0;0.05;89.0;0.05
3773;Biogas from landfills;Electricity;1995;580.0;0.03;1452.0;0.05;100.0;0.06
3774;Biogas from landfills;Electricity;1996;645.0;0.03;1577.0;0.05;108.0;0.06
3775;Biogas from landfills;Electricity;1997;584.0;0.03;1348.0;0.05;95.0;0.06
3776;Biogas from landfills;Electricity;1998;607.0;0.03;1398.0;0.05;97.0;0.06
3777;Biogas from landfills;Electricity;1999;632.0;0.03;1461.0;0.05;99.0;0.06
3778;Biogas from landfills;Electricity;2000;647.0;0.03;1510.0;0.05;105.0;0.06
3779;Biogas from landfills;Electricity;2001;661.0;0.03;1563.0;0.05;108.0;0.06
3780;Biogas from landfills;Electricity;2002;714.0;0.03;1689.0;0.05;118.0;0.07
3781;Biogas from landfills;Electricity;2003;660.0;0.03;1553.0;0.05;108.0;0.06
3782;Biogas from landfills;Electricity;2004;559.0;0.02;1298.0;0.04;88.0;0.05
3783;Biogas from landfills;Electricity;2005;534.0;0.02;1235.0;0.04;83.0;0.05
3784;Biogas from landfills;Electricity;2006;519.0;0.02;1175.0;0.04;80.0;0.05
3785;Biogas from landfills;Electricity;2007;477.0;0.02;1068.0;0.03;72.0;0.04
3786;Biogas from landfills;Electricity;2008;455.0;0.02;1039.0;0.03;70.0;0.04
3787;Biogas from landfills;Electricity;2009;424.0;0.02;944.0;0.03;63.0;0.04
3788;Biogas from landfills;Electricity;2010;391.0;0.02;852.0;0.02;56.0;0.03
3789;Biogas from landfills;Electricity;2011;345.0;0.02;737.0;0.02;49.0;0.03
3790;Biogas from landfills;Electricity;2012;281.0;0.01;618.0;0.02;43.0;0.03
3791;Biogas from landfills;Electricity;2013;222.0;0.01;484.0;0.01;35.0;0.02
3792;Biogas from landfills;Heat;1990;134.0;0.01;143.0;0.01;8.0;0.01
3793;Biogas from landfills;Heat;1991;270.0;0.01;289.0;0.01;16.0;0.01
3794;Biogas from landfills;Heat;1992;651.0;0.03;716.0;0.03;41.0;0.03
3795;Biogas from landfills;Heat;1993;614.0;0.03;665.0;0.02;38.0;0.02
3796;Biogas from landfills;Heat;1994;598.0;0.03;644.0;0.02;37.0;0.02
3797;Biogas from landfills;Heat;1995;628.0;0.03;644.0;0.02;37.0;0.02
3798;Biogas from landfills;Heat;1996;633.0;0.03;643.0;0.02;37.0;0.02
3799;Biogas from landfills;Heat;1997;450.0;0.02;475.0;0.02;27.0;0.02
3800;Biogas from landfills;Heat;1998;462.0;0.02;485.0;0.02;28.0;0.02
3801;Biogas from landfills;Heat;1999;472.0;0.02;488.0;0.02;28.0;0.02
3802;Biogas from landfills;Heat;2000;462.0;0.02;475.0;0.02;27.0;0.02
3803;Biogas from landfills;Heat;2001;398.0;0.02;407.0;0.01;23.0;0.01
3804;Biogas from landfills;Heat;2002;394.0;0.02;407.0;0.01;23.0;0.01
3805;Biogas from landfills;Heat;2003;286.0;0.01;294.0;0.01;17.0;0.01
3806;Biogas from landfills;Heat;2004;353.0;0.02;363.0;0.01;21.0;0.01
3807;Biogas from landfills;Heat;2005;360.0;0.02;372.0;0.01;21.0;0.01
3808;Biogas from landfills;Heat;2006;330.0;0.02;344.0;0.01;20.0;0.01
3809;Biogas from landfills;Heat;2007;333.0;0.01;348.0;0.01;20.0;0.01
3810;Biogas from landfills;Heat;2008;356.0;0.02;370.0;0.01;21.0;0.01
3811;Biogas from landfills;Heat;2009;305.0;0.01;320.0;0.01;18.0;0.01
3812;Biogas from landfills;Heat;2010;269.0;0.01;286.0;0.01;16.0;0.01
3813;Biogas from landfills;Heat;2011;264.0;0.01;283.0;0.01;16.0;0.01
3814;Biogas from landfills;Heat;2012;251.0;0.01;261.0;0.01;15.0;0.01
3815;Biogas from landfills;Heat;2013;233.0;0.01;239.0;0.01;13.0;0.01
3816;Biogas from landfills;Transport;1990;;;;;;
3817;Biogas from landfills;Transport;1991;;;;;;
3818;Biogas from landfills;Transport;1992;;;;;;
3819;Biogas from landfills;Transport;1993;;;;;;
3820;Biogas from landfills;Transport;1994;;;;;;
3821;Biogas from landfills;Transport;1995;;;;;;
3822;Biogas from landfills;Transport;1996;;;;;;
3823;Biogas from landfills;Transport;1997;;;;;;
3824;Biogas from landfills;Transport;1998;;;;;;
3825;Biogas from landfills;Transport;1999;;;;;;
3826;Biogas from landfills;Transport;2000;;;;;;
3827;Biogas from landfills;Transport;2001;;;;;;
3828;Biogas from landfills;Transport;2002;;;;;;
3829;Biogas from landfills;Transport;2003;;;;;;
3830;Biogas from landfills;Transport;2004;;;;;;
3831;Biogas from landfills;Transport;2005;;;;;;
3832;Biogas from landfills;Transport;2006;;;;;;
3833;Biogas from landfills;Transport;2007;;;;;;
3834;Biogas from landfills;Transport;2008;;;;;;
3835;Biogas from landfills;Transport;2009;;;;;;
3836;Biogas from landfills;Transport;2010;;;;;;
3837;Biogas from landfills;Transport;2011;;;;;;
3838;Biogas from landfills;Transport;2012;;;;;;
3839;Biogas from landfills;Transport;2013;;;;;;
3840;Biogas from sewage water purification;Total energy applications;1990;1396.0;0.08;1022.0;0.04;67.0;0.04
3841;Biogas from sewage water purification;Total energy applications;1991;1573.0;0.08;1313.0;0.05;85.0;0.05
3842;Biogas from sewage water purification;Total energy applications;1992;1471.0;0.08;1158.0;0.04;75.0;0.05
3843;Biogas from sewage water purification;Total energy applications;1993;1668.0;0.08;1403.0;0.05;90.0;0.05
3844;Biogas from sewage water purification;Total energy applications;1994;1668.0;0.08;1291.0;0.05;85.0;0.05
3845;Biogas from sewage water purification;Total energy applications;1995;1660.0;0.08;1209.0;0.04;82.0;0.05
3846;Biogas from sewage water purification;Total energy applications;1996;1668.0;0.08;1152.0;0.04;77.0;0.04
3847;Biogas from sewage water purification;Total energy applications;1997;1761.0;0.08;1377.0;0.05;93.0;0.05
3848;Biogas from sewage water purification;Total energy applications;1998;1628.0;0.08;1244.0;0.04;82.0;0.05
3849;Biogas from sewage water purification;Total energy applications;1999;1725.0;0.08;1395.0;0.05;91.0;0.05
3850;Biogas from sewage water purification;Total energy applications;2000;1760.0;0.08;1464.0;0.05;97.0;0.06
3851;Biogas from sewage water purification;Total energy applications;2001;1889.0;0.09;1575.0;0.05;105.0;0.06
3852;Biogas from sewage water purification;Total energy applications;2002;1840.0;0.09;1560.0;0.05;104.0;0.06
3853;Biogas from sewage water purification;Total energy applications;2003;1816.0;0.08;1584.0;0.05;105.0;0.06
3854;Biogas from sewage water purification;Total energy applications;2004;1873.0;0.08;1694.0;0.05;111.0;0.06
3855;Biogas from sewage water purification;Total energy applications;2005;1750.0;0.08;1452.0;0.04;95.0;0.05
3856;Biogas from sewage water purification;Total energy applications;2006;1737.0;0.08;1324.0;0.04;90.0;0.05
3857;Biogas from sewage water purification;Total energy applications;2007;1733.0;0.08;1442.0;0.04;96.0;0.06
3858;Biogas from sewage water purification;Total energy applications;2008;1802.0;0.08;1497.0;0.05;100.0;0.06
3859;Biogas from sewage water purification;Total energy applications;2009;1821.0;0.08;1477.0;0.05;98.0;0.06
3860;Biogas from sewage water purification;Total energy applications;2010;1848.0;0.08;1500.0;0.04;99.0;0.05
3861;Biogas from sewage water purification;Total energy applications;2011;1920.0;0.09;1672.0;0.05;109.0;0.07
3862;Biogas from sewage water purification;Total energy applications;2012;1948.0;0.09;1739.0;0.05;120.0;0.07
3863;Biogas from sewage water purification;Total energy applications;2013;2040.0;0.09;1849.0;0.06;131.0;0.08
3864;Biogas from sewage water purification;Electricity;1990;254.0;0.01;634.0;0.02;45.0;0.03
3865;Biogas from sewage water purification;Electricity;1991;313.0;0.02;784.0;0.03;55.0;0.03
3866;Biogas from sewage water purification;Electricity;1992;330.0;0.02;832.0;0.03;57.0;0.04
3867;Biogas from sewage water purification;Electricity;1993;341.0;0.02;864.0;0.03;59.0;0.04
3868;Biogas from sewage water purification;Electricity;1994;354.0;0.02;898.0;0.03;63.0;0.04
3869;Biogas from sewage water purification;Electricity;1995;381.0;0.02;960.0;0.03;68.0;0.04
3870;Biogas from sewage water purification;Electricity;1996;368.0;0.02;904.0;0.03;63.0;0.04
3871;Biogas from sewage water purification;Electricity;1997;407.0;0.02;961.0;0.03;69.0;0.04
3872;Biogas from sewage water purification;Electricity;1998;352.0;0.02;826.0;0.03;59.0;0.03
3873;Biogas from sewage water purification;Electricity;1999;393.0;0.02;926.0;0.03;64.0;0.04
3874;Biogas from sewage water purification;Electricity;2000;398.0;0.02;947.0;0.03;68.0;0.04
3875;Biogas from sewage water purification;Electricity;2001;465.0;0.02;1125.0;0.04;80.0;0.05
3876;Biogas from sewage water purification;Electricity;2002;467.0;0.02;1131.0;0.04;80.0;0.05
3877;Biogas from sewage water purification;Electricity;2003;463.0;0.02;1114.0;0.03;78.0;0.04
3878;Biogas from sewage water purification;Electricity;2004;477.0;0.02;1131.0;0.03;79.0;0.04
3879;Biogas from sewage water purification;Electricity;2005;443.0;0.02;1046.0;0.03;72.0;0.04
3880;Biogas from sewage water purification;Electricity;2006;474.0;0.02;1098.0;0.03;77.0;0.04
3881;Biogas from sewage water purification;Electricity;2007;515.0;0.02;1187.0;0.04;82.0;0.05
3882;Biogas from sewage water purification;Electricity;2008;540.0;0.02;1258.0;0.04;87.0;0.05
3883;Biogas from sewage water purification;Electricity;2009;542.0;0.03;1245.0;0.04;85.0;0.05
3884;Biogas from sewage water purification;Electricity;2010;589.0;0.03;1307.0;0.04;88.0;0.05
