ID;Sales;SBI08SectionsAndDivisions;AllPeriods;PriceIndexNumbersExcludingExcise_1;MonthOnMonthDevelopment_2;YearOnYearDevelopment_3;WeightFactor_4
8988;Total sales;1712 Manufacture of paper and paperboard;2022 September;136.9;1.1;29.8;4446
8989;Total sales;1712 Manufacture of paper and paperboard;2022 October;140.3;2.5;29.8;4446
8990;Total sales;1712 Manufacture of paper and paperboard;2022 November;135.6;-3.4;20.3;4446
8991;Total sales;1712 Manufacture of paper and paperboard;2022 December;131.1;-3.4;16.3;4446
8992;Total sales;1712 Manufacture of paper and paperboard;2022;130.8;;30.8;4446
8993;Total sales;1712 Manufacture of paper and paperboard;2023 January;130.7;-0.3;10.5;4446
8994;Total sales;1712 Manufacture of paper and paperboard;2023 February;127.3;-2.6;7.1;4446
8995;Total sales;1712 Manufacture of paper and paperboard;2023 March;123.9;-2.7;2.5;4446
8996;Total sales;1712 Manufacture of paper and paperboard;2023 April;120.9;-2.5;-8.0;4446
8997;Total sales;1712 Manufacture of paper and paperboard;2023 May;120.1;-0.7;-10.0;4446
8998;Total sales;1712 Manufacture of paper and paperboard;2023 June;118.9;-1.0;-11.3;4446
8999;Total sales;1712 Manufacture of paper and paperboard;2023 July;116.3;-2.2;-13.1;4446
9000;Total sales;1712 Manufacture of paper and paperboard;2023 August;116.1;-0.2;-14.2;4446
9001;Total sales;1712 Manufacture of paper and paperboard;2023 September;115.5;-0.5;-15.6;4446
9002;Total sales;1712 Manufacture of paper and paperboard;2023 October;113.8;-1.5;-18.9;4446
9003;Total sales;1712 Manufacture of paper and paperboard;2023 November;113.8;0.0;-16.1;4446
9004;Total sales;1712 Manufacture of paper and paperboard;2023 December;114.3;0.4;-12.8;4446
9005;Total sales;1712 Manufacture of paper and paperboard;2023;119.3;;-8.8;4446
9006;Total sales;1712 Manufacture of paper and paperboard;2024 January;112.8;-1.3;-13.7;4446
9007;Total sales;1712 Manufacture of paper and paperboard;2024 February;112.0;-0.7;-12.1;4446
9008;Total sales;1712 Manufacture of paper and paperboard;2024 March;115.1;2.8;-7.1;4446
9009;Total sales;1712 Manufacture of paper and paperboard;2024 April;115.2;0.0;-4.7;4446
9010;Total sales;1712 Manufacture of paper and paperboard;2024 May;117.2;1.8;-2.4;4446
9011;Total sales;1712 Manufacture of paper and paperboard;2024 June;117.0;-0.2;-1.6;4446
9012;Total sales;1712 Manufacture of paper and paperboard;2024 July;119.2;1.9;2.5;4446
9013;Total sales;1712 Manufacture of paper and paperboard;2024 August;120.2;0.8;3.6;4446
9014;Total sales;1712 Manufacture of paper and paperboard;2024 September;120.3;0.1;4.1;4446
9015;Total sales;1712 Manufacture of paper and paperboard;2024 October;118.4;-1.6;4.1;4446
9016;Total sales;1712 Manufacture of paper and paperboard;2024 November;117.7;-0.6;3.4;4446
9017;Total sales;1712 Manufacture of paper and paperboard;2024 December;116.1;-1.4;1.6;4446
9018;Total sales;1712 Manufacture of paper and paperboard;2024;116.8;;-2.1;4446
9019;Total sales;1712 Manufacture of paper and paperboard;2025 January;115.7;-0.3;2.6;4446
9020;Total sales;1712 Manufacture of paper and paperboard;2025 February;117.2;1.3;4.7;4446
9021;Total sales;172 Manufacture of articles of paper;2018 January;93.2;;;9506
9022;Total sales;172 Manufacture of articles of paper;2018 February;93.7;0.5;;9506
9023;Total sales;172 Manufacture of articles of paper;2018 March;93.8;0.1;;9506
9024;Total sales;172 Manufacture of articles of paper;2018 April;93.4;-0.4;;9506
9025;Total sales;172 Manufacture of articles of paper;2018 May;93.4;0.0;;9506
9026;Total sales;172 Manufacture of articles of paper;2018 June;93.4;0.0;;9506
9027;Total sales;172 Manufacture of articles of paper;2018 July;94.2;0.9;;9506
9028;Total sales;172 Manufacture of articles of paper;2018 August;94.1;-0.1;;9506
9029;Total sales;172 Manufacture of articles of paper;2018 September;94.0;-0.1;;9506
9030;Total sales;172 Manufacture of articles of paper;2018 October;94.5;0.5;;9506
9031;Total sales;172 Manufacture of articles of paper;2018 November;94.3;-0.2;;9506
9032;Total sales;172 Manufacture of articles of paper;2018 December;94.1;-0.2;;9506
9033;Total sales;172 Manufacture of articles of paper;2018;93.8;;;9506
9034;Total sales;172 Manufacture of articles of paper;2019 January;95.4;1.4;2.4;9506
9035;Total sales;172 Manufacture of articles of paper;2019 February;95.5;0.1;2.0;9506
9036;Total sales;172 Manufacture of articles of paper;2019 March;95.5;-0.1;1.8;9506
9037;Total sales;172 Manufacture of articles of paper;2019 April;94.6;-0.9;1.3;9506
9038;Total sales;172 Manufacture of articles of paper;2019 May;94.9;0.3;1.6;9506
9039;Total sales;172 Manufacture of articles of paper;2019 June;94.8;-0.2;1.4;9506
9040;Total sales;172 Manufacture of articles of paper;2019 July;;;;9506
9041;Total sales;172 Manufacture of articles of paper;2019 August;;;;9506
9042;Total sales;172 Manufacture of articles of paper;2019 September;;;;9506
9043;Total sales;172 Manufacture of articles of paper;2019 October;;;;9506
9044;Total sales;172 Manufacture of articles of paper;2019 November;;;;9506
9045;Total sales;172 Manufacture of articles of paper;2019 December;;;;9506
9046;Total sales;172 Manufacture of articles of paper;2019;;;;9506
9047;Total sales;172 Manufacture of articles of paper;2020 January;94.0;;-1.5;9506
9048;Total sales;172 Manufacture of articles of paper;2020 February;93.6;-0.5;-2.1;9506
9049;Total sales;172 Manufacture of articles of paper;2020 March;93.6;0.1;-1.9;9506
9050;Total sales;172 Manufacture of articles of paper;2020 April;93.9;0.3;-0.7;9506
9051;Total sales;172 Manufacture of articles of paper;2020 May;93.9;-0.1;-1.1;9506
9052;Total sales;172 Manufacture of articles of paper;2020 June;94.0;0.1;-0.8;9506
9053;Total sales;172 Manufacture of articles of paper;2020 July;;;;9506
9054;Total sales;172 Manufacture of articles of paper;2020 August;;;;9506
9055;Total sales;172 Manufacture of articles of paper;2020 September;;;;9506
9056;Total sales;172 Manufacture of articles of paper;2020 October;93.0;;;9506
9057;Total sales;172 Manufacture of articles of paper;2020 November;93.2;0.1;;9506
9058;Total sales;172 Manufacture of articles of paper;2020 December;93.2;0.0;;9506
9059;Total sales;172 Manufacture of articles of paper;2020;;;;9506
9060;Total sales;172 Manufacture of articles of paper;2021 January;93.3;0.1;-0.8;9506
9061;Total sales;172 Manufacture of articles of paper;2021 February;94.3;1.1;0.8;9506
9062;Total sales;172 Manufacture of articles of paper;2021 March;95.1;0.9;1.6;9506
9063;Total sales;172 Manufacture of articles of paper;2021 April;;;;9506
9064;Total sales;172 Manufacture of articles of paper;2021 May;;;;9506
9065;Total sales;172 Manufacture of articles of paper;2021 June;98.9;;5.2;9506
9066;Total sales;172 Manufacture of articles of paper;2021 July;101.5;2.6;;9506
9067;Total sales;172 Manufacture of articles of paper;2021 August;101.5;0.0;;9506
9068;Total sales;172 Manufacture of articles of paper;2021 September;103.3;1.7;;9506
9069;Total sales;172 Manufacture of articles of paper;2021 October;104.9;1.6;12.8;9506
9070;Total sales;172 Manufacture of articles of paper;2021 November;106.5;1.5;14.3;9506
9071;Total sales;172 Manufacture of articles of paper;2021 December;106.6;0.1;14.4;9506
9072;Total sales;172 Manufacture of articles of paper;2021;;;;9506
9073;Total sales;172 Manufacture of articles of paper;2022 January;111.5;4.6;19.5;9506
9074;Total sales;172 Manufacture of articles of paper;2022 February;111.6;0.1;18.4;9506
9075;Total sales;172 Manufacture of articles of paper;2022 March;113.2;1.4;19.0;9506
9076;Total sales;172 Manufacture of articles of paper;2022 April;122.0;7.8;;9506
9077;Total sales;172 Manufacture of articles of paper;2022 May;122.9;0.7;;9506
9078;Total sales;172 Manufacture of articles of paper;2022 June;123.3;0.3;24.6;9506
9079;Total sales;172 Manufacture of articles of paper;2022 July;124.5;1.0;22.6;9506
9080;Total sales;172 Manufacture of articles of paper;2022 August;125.3;0.6;23.4;9506
9081;Total sales;172 Manufacture of articles of paper;2022 September;126.3;0.9;22.3;9506
9082;Total sales;172 Manufacture of articles of paper;2022 October;129.7;2.6;23.6;9506
9083;Total sales;172 Manufacture of articles of paper;2022 November;128.3;-1.1;20.4;9506
9084;Total sales;172 Manufacture of articles of paper;2022 December;126.8;-1.1;18.9;9506
9085;Total sales;172 Manufacture of articles of paper;2022;122.1;;;9506
9086;Total sales;172 Manufacture of articles of paper;2023 January;127.0;0.1;13.9;9506
9087;Total sales;172 Manufacture of articles of paper;2023 February;126.1;-0.7;12.9;9506
9088;Total sales;172 Manufacture of articles of paper;2023 March;125.2;-0.7;10.6;9506
9089;Total sales;172 Manufacture of articles of paper;2023 April;123.0;-1.8;0.8;9506
9090;Total sales;172 Manufacture of articles of paper;2023 May;122.8;-0.1;0.0;9506
9091;Total sales;172 Manufacture of articles of paper;2023 June;122.4;-0.4;-0.7;9506
9092;Total sales;172 Manufacture of articles of paper;2023 July;119.3;-2.5;-4.2;9506
9093;Total sales;172 Manufacture of articles of paper;2023 August;119.2;0.0;-4.8;9506
9094;Total sales;172 Manufacture of articles of paper;2023 September;119.0;-0.1;-5.8;9506
9095;Total sales;172 Manufacture of articles of paper;2023 October;118.0;-0.9;-9.0;9506
9096;Total sales;172 Manufacture of articles of paper;2023 November;118.1;0.1;-7.9;9506
9097;Total sales;172 Manufacture of articles of paper;2023 December;118.2;0.1;-6.8;9506
9098;Total sales;172 Manufacture of articles of paper;2023;121.5;;-0.5;9506
9099;Total sales;172 Manufacture of articles of paper;2024 January;117.1;-0.9;-7.8;9506
9100;Total sales;172 Manufacture of articles of paper;2024 February;116.7;-0.4;-7.4;9506
9101;Total sales;172 Manufacture of articles of paper;2024 March;117.8;1.0;-5.8;9506
9102;Total sales;172 Manufacture of articles of paper;2024 April;117.8;-0.1;-4.2;9506
9103;Total sales;172 Manufacture of articles of paper;2024 May;118.0;0.2;-3.9;9506
9104;Total sales;172 Manufacture of articles of paper;2024 June;118.3;0.2;-3.3;9506
9105;Total sales;172 Manufacture of articles of paper;2024 July;119.8;1.3;0.5;9506
9106;Total sales;172 Manufacture of articles of paper;2024 August;120.0;0.2;0.7;9506
9107;Total sales;172 Manufacture of articles of paper;2024 September;120.1;0.1;0.9;9506
9108;Total sales;172 Manufacture of articles of paper;2024 October;119.9;-0.2;1.6;9506
9109;Total sales;172 Manufacture of articles of paper;2024 November;119.5;-0.3;1.2;9506
9110;Total sales;172 Manufacture of articles of paper;2024 December;118.7;-0.7;0.4;9506
9111;Total sales;172 Manufacture of articles of paper;2024;118.6;;-2.4;9506
9112;Total sales;172 Manufacture of articles of paper;2025 January;118.4;-0.3;1.1;9506
9113;Total sales;172 Manufacture of articles of paper;2025 February;118.9;0.5;1.9;9506
9114;Total sales;1721 Manufacture corrugated paper(board);2018 January;93.2;;;3697
9115;Total sales;1721 Manufacture corrugated paper(board);2018 February;93.6;0.5;;3697
9116;Total sales;1721 Manufacture corrugated paper(board);2018 March;93.7;0.1;;3697
9117;Total sales;1721 Manufacture corrugated paper(board);2018 April;94.1;0.4;;3697
9118;Total sales;1721 Manufacture corrugated paper(board);2018 May;94.1;0.0;;3697
9119;Total sales;1721 Manufacture corrugated paper(board);2018 June;94.1;0.0;;3697
9120;Total sales;1721 Manufacture corrugated paper(board);2018 July;95.0;1.0;;3697
9121;Total sales;1721 Manufacture corrugated paper(board);2018 August;94.9;0.0;;3697
9122;Total sales;1721 Manufacture corrugated paper(board);2018 September;94.9;0.0;;3697
9123;Total sales;1721 Manufacture corrugated paper(board);2018 October;95.1;0.2;;3697
9124;Total sales;1721 Manufacture corrugated paper(board);2018 November;94.9;-0.2;;3697
9125;Total sales;1721 Manufacture corrugated paper(board);2018 December;94.8;-0.2;;3697
9126;Total sales;1721 Manufacture corrugated paper(board);2018;94.4;;;3697
9127;Total sales;1721 Manufacture corrugated paper(board);2019 January;95.6;0.8;2.6;3697
9128;Total sales;1721 Manufacture corrugated paper(board);2019 February;95.7;0.1;2.2;3697
9129;Total sales;1721 Manufacture corrugated paper(board);2019 March;95.5;-0.2;1.9;3697
9130;Total sales;1721 Manufacture corrugated paper(board);2019 April;94.2;-1.4;0.1;3697
9131;Total sales;1721 Manufacture corrugated paper(board);2019 May;94.9;0.7;0.8;3697
9132;Total sales;1721 Manufacture corrugated paper(board);2019 June;94.7;-0.1;0.7;3697
9133;Total sales;1721 Manufacture corrugated paper(board);2019 July;93.8;-1.0;-1.3;3697
9134;Total sales;1721 Manufacture corrugated paper(board);2019 August;93.8;0.0;-1.2;3697
9135;Total sales;1721 Manufacture corrugated paper(board);2019 September;93.7;0.0;-1.3;3697
9136;Total sales;1721 Manufacture corrugated paper(board);2019 October;93.5;-0.2;-1.7;3697
9137;Total sales;1721 Manufacture corrugated paper(board);2019 November;93.5;0.0;-1.5;3697
9138;Total sales;1721 Manufacture corrugated paper(board);2019 December;93.6;0.2;-1.2;3697
9139;Total sales;1721 Manufacture corrugated paper(board);2019;94.4;;0.0;3697
9140;Total sales;1721 Manufacture corrugated paper(board);2020 January;93.4;-0.3;-2.3;3697
9141;Total sales;1721 Manufacture corrugated paper(board);2020 February;92.7;-0.8;-3.1;3697
9142;Total sales;1721 Manufacture corrugated paper(board);2020 March;92.7;0.0;-3.0;3697
9143;Total sales;1721 Manufacture corrugated paper(board);2020 April;93.3;0.7;-1.0;3697
9144;Total sales;1721 Manufacture corrugated paper(board);2020 May;93.2;-0.1;-1.8;3697
9145;Total sales;1721 Manufacture corrugated paper(board);2020 June;93.4;0.3;-1.4;3697
9146;Total sales;1721 Manufacture corrugated paper(board);2020 July;92.6;-0.9;-1.2;3697
9147;Total sales;1721 Manufacture corrugated paper(board);2020 August;92.7;0.1;-1.2;3697
9148;Total sales;1721 Manufacture corrugated paper(board);2020 September;92.5;-0.2;-1.3;3697
9149;Total sales;1721 Manufacture corrugated paper(board);2020 October;92.3;-0.2;-1.3;3697
9150;Total sales;1721 Manufacture corrugated paper(board);2020 November;92.4;0.1;-1.2;3697
9151;Total sales;1721 Manufacture corrugated paper(board);2020 December;92.4;0.0;-1.3;3697
9152;Total sales;1721 Manufacture corrugated paper(board);2020;92.8;;-1.7;3697
9153;Total sales;1721 Manufacture corrugated paper(board);2021 January;92.3;-0.2;-1.2;3697
9154;Total sales;1721 Manufacture corrugated paper(board);2021 February;93.4;1.2;0.7;3697
9155;Total sales;1721 Manufacture corrugated paper(board);2021 March;94.1;0.8;1.6;3697
9156;Total sales;1721 Manufacture corrugated paper(board);2021 April;96.0;2.0;3.0;3697
9157;Total sales;1721 Manufacture corrugated paper(board);2021 May;97.6;1.6;4.8;3697
9158;Total sales;1721 Manufacture corrugated paper(board);2021 June;98.2;0.6;5.2;3697
9159;Total sales;1721 Manufacture corrugated paper(board);2021 July;101.7;3.5;9.8;3697
9160;Total sales;1721 Manufacture corrugated paper(board);2021 August;101.8;0.1;9.8;3697
9161;Total sales;1721 Manufacture corrugated paper(board);2021 September;103.4;1.7;11.8;3697
9162;Total sales;1721 Manufacture corrugated paper(board);2021 October;106.0;2.5;14.8;3697
9163;Total sales;1721 Manufacture corrugated paper(board);2021 November;107.6;1.5;16.5;3697
9164;Total sales;1721 Manufacture corrugated paper(board);2021 December;107.9;0.2;16.7;3697
9165;Total sales;1721 Manufacture corrugated paper(board);2021;100.0;;7.8;3697
9166;Total sales;1721 Manufacture corrugated paper(board);2022 January;113.6;5.3;23.1;3697
9167;Total sales;1721 Manufacture corrugated paper(board);2022 February;113.8;0.2;21.9;3697
9168;Total sales;1721 Manufacture corrugated paper(board);2022 March;115.8;1.8;23.0;3697
9169;Total sales;1721 Manufacture corrugated paper(board);2022 April;125.8;8.6;30.9;3697
9170;Total sales;1721 Manufacture corrugated paper(board);2022 May;126.9;0.9;30.0;3697
9171;Total sales;1721 Manufacture corrugated paper(board);2022 June;127.7;0.6;30.0;3697
9172;Total sales;1721 Manufacture corrugated paper(board);2022 July;129.7;1.6;27.5;3697
9173;Total sales;1721 Manufacture corrugated paper(board);2022 August;130.7;0.8;28.4;3697
9174;Total sales;1721 Manufacture corrugated paper(board);2022 September;131.5;0.6;27.1;3697
9175;Total sales;1721 Manufacture corrugated paper(board);2022 October;133.2;1.3;25.6;3697
9176;Total sales;1721 Manufacture corrugated paper(board);2022 November;131.6;-1.1;22.3;3697
9177;Total sales;1721 Manufacture corrugated paper(board);2022 December;130.0;-1.2;20.6;3697
9178;Total sales;1721 Manufacture corrugated paper(board);2022;125.8;;25.8;3697
9179;Total sales;1721 Manufacture corrugated paper(board);2023 January;128.7;-1.0;13.3;3697
9180;Total sales;1721 Manufacture corrugated paper(board);2023 February;127.7;-0.8;12.3;3697
9181;Total sales;1721 Manufacture corrugated paper(board);2023 March;127.0;-0.6;9.7;3697
9182;Total sales;1721 Manufacture corrugated paper(board);2023 April;124.6;-1.9;-1.0;3697
9183;Total sales;1721 Manufacture corrugated paper(board);2023 May;124.5;0.0;-1.9;3697
9184;Total sales;1721 Manufacture corrugated paper(board);2023 June;123.9;-0.5;-2.9;3697
9185;Total sales;1721 Manufacture corrugated paper(board);2023 July;120.0;-3.2;-7.4;3697
9186;Total sales;1721 Manufacture corrugated paper(board);2023 August;120.1;0.0;-8.1;3697
9187;Total sales;1721 Manufacture corrugated paper(board);2023 September;119.9;-0.2;-8.8;3697
9188;Total sales;1721 Manufacture corrugated paper(board);2023 October;119.1;-0.7;-10.6;3697
9189;Total sales;1721 Manufacture corrugated paper(board);2023 November;119.3;0.2;-9.4;3697
9190;Total sales;1721 Manufacture corrugated paper(board);2023 December;119.4;0.1;-8.2;3697
9191;Total sales;1721 Manufacture corrugated paper(board);2023;122.8;;-2.4;3697
9192;Total sales;1721 Manufacture corrugated paper(board);2024 January;117.7;-1.4;-8.6;3697
9193;Total sales;1721 Manufacture corrugated paper(board);2024 February;117.3;-0.3;-8.1;3697
9194;Total sales;1721 Manufacture corrugated paper(board);2024 March;118.8;1.3;-6.4;3697
9195;Total sales;1721 Manufacture corrugated paper(board);2024 April;118.0;-0.7;-5.3;3697
9196;Total sales;1721 Manufacture corrugated paper(board);2024 May;118.1;0.1;-5.1;3697
9197;Total sales;1721 Manufacture corrugated paper(board);2024 June;118.6;0.4;-4.3;3697
9198;Total sales;1721 Manufacture corrugated paper(board);2024 July;119.9;1.1;-0.1;3697
9199;Total sales;1721 Manufacture corrugated paper(board);2024 August;119.9;0.0;-0.1;3697
9200;Total sales;1721 Manufacture corrugated paper(board);2024 September;120.2;0.2;0.3;3697
9201;Total sales;1721 Manufacture corrugated paper(board);2024 October;120.0;-0.1;0.8;3697
9202;Total sales;1721 Manufacture corrugated paper(board);2024 November;119.4;-0.5;0.1;3697
9203;Total sales;1721 Manufacture corrugated paper(board);2024 December;118.3;-0.9;-0.9;3697
9204;Total sales;1721 Manufacture corrugated paper(board);2024;118.9;;-3.2;3697
9205;Total sales;1721 Manufacture corrugated paper(board);2025 January;117.9;-0.4;0.2;3697
9206;Total sales;1721 Manufacture corrugated paper(board);2025 February;118.2;0.3;0.8;3697
9207;Total sales;1722 Manufacture of household paper;2018 January;94.4;;;1815
9208;Total sales;1722 Manufacture of household paper;2018 February;94.8;0.4;;1815
9209;Total sales;1722 Manufacture of household paper;2018 March;94.9;0.1;;1815
9210;Total sales;1722 Manufacture of household paper;2018 April;92.2;-2.8;;1815
9211;Total sales;1722 Manufacture of household paper;2018 May;92.2;0.0;;1815
9212;Total sales;1722 Manufacture of household paper;2018 June;92.2;0.0;;1815
9213;Total sales;1722 Manufacture of household paper;2018 July;92.7;0.5;;1815
9214;Total sales;1722 Manufacture of household paper;2018 August;92.6;-0.1;;1815
9215;Total sales;1722 Manufacture of household paper;2018 September;92.6;0.0;;1815
9216;Total sales;1722 Manufacture of household paper;2018 October;93.2;0.6;;1815
9217;Total sales;1722 Manufacture of household paper;2018 November;93.1;-0.1;;1815
9218;Total sales;1722 Manufacture of household paper;2018 December;92.9;-0.2;;1815
9219;Total sales;1722 Manufacture of household paper;2018;93.2;;;1815
9220;Total sales;1722 Manufacture of household paper;2019 January;96.5;3.9;2.2;1815
9221;Total sales;1722 Manufacture of household paper;2019 February;96.6;0.1;1.8;1815
9222;Total sales;1722 Manufacture of household paper;2019 March;96.5;-0.1;1.6;1815
9223;Total sales;1722 Manufacture of household paper;2019 April;95.8;-0.7;3.8;1815
9224;Total sales;1722 Manufacture of household paper;2019 May;95.9;0.1;4.0;1815
9225;Total sales;1722 Manufacture of household paper;2019 June;95.8;-0.1;3.9;1815
9226;Total sales;1722 Manufacture of household paper;2019 July;94.7;-1.2;2.1;1815
9227;Total sales;1722 Manufacture of household paper;2019 August;94.7;0.0;2.2;1815
9228;Total sales;1722 Manufacture of household paper;2019 September;94.7;0.0;2.2;1815
9229;Total sales;1722 Manufacture of household paper;2019 October;94.9;0.3;1.9;1815
9230;Total sales;1722 Manufacture of household paper;2019 November;94.9;0.0;2.0;1815
9231;Total sales;1722 Manufacture of household paper;2019 December;95.0;0.1;2.2;1815
9232;Total sales;1722 Manufacture of household paper;2019;95.5;;2.5;1815
9233;Total sales;1722 Manufacture of household paper;2020 January;94.8;-0.2;-1.8;1815
9234;Total sales;1722 Manufacture of household paper;2020 February;94.6;-0.2;-2.0;1815
9235;Total sales;1722 Manufacture of household paper;2020 March;94.7;0.1;-1.8;1815
9236;Total sales;1722 Manufacture of household paper;2020 April;95.1;0.4;-0.7;1815
9237;Total sales;1722 Manufacture of household paper;2020 May;95.0;-0.1;-0.9;1815
9238;Total sales;1722 Manufacture of household paper;2020 June;95.1;0.1;-0.7;1815
9239;Total sales;1722 Manufacture of household paper;2020 July;94.5;-0.7;-0.2;1815
9240;Total sales;1722 Manufacture of household paper;2020 August;94.4;-0.1;-0.3;1815
9241;Total sales;1722 Manufacture of household paper;2020 September;94.2;-0.2;-0.5;1815
9242;Total sales;1722 Manufacture of household paper;2020 October;94.5;0.3;-0.5;1815
9243;Total sales;1722 Manufacture of household paper;2020 November;94.6;0.2;-0.3;1815
9244;Total sales;1722 Manufacture of household paper;2020 December;94.7;0.1;-0.3;1815
9245;Total sales;1722 Manufacture of household paper;2020;94.7;;-0.8;1815
9246;Total sales;1722 Manufacture of household paper;2021 January;94.8;0.1;0.0;1815
9247;Total sales;1722 Manufacture of household paper;2021 February;95.7;1.0;1.2;1815
9248;Total sales;1722 Manufacture of household paper;2021 March;96.5;0.9;2.0;1815
9249;Total sales;1722 Manufacture of household paper;2021 April;97.6;1.1;2.6;1815
9250;Total sales;1722 Manufacture of household paper;2021 May;98.6;1.0;3.7;1815
9251;Total sales;1722 Manufacture of household paper;2021 June;99.3;0.8;4.4;1815
9252;Total sales;1722 Manufacture of household paper;2021 July;101.0;1.7;6.9;1815
9253;Total sales;1722 Manufacture of household paper;2021 August;101.0;0.0;7.0;1815
9254;Total sales;1722 Manufacture of household paper;2021 September;102.3;1.3;8.6;1815
9255;Total sales;1722 Manufacture of household paper;2021 October;103.4;1.1;9.5;1815
9256;Total sales;1722 Manufacture of household paper;2021 November;104.8;1.4;10.8;1815
9257;Total sales;1722 Manufacture of household paper;2021 December;104.9;0.1;10.8;1815
9258;Total sales;1722 Manufacture of household paper;2021;100.0;;5.6;1815
9259;Total sales;1722 Manufacture of household paper;2022 January;107.7;2.7;13.7;1815
9260;Total sales;1722 Manufacture of household paper;2022 February;107.9;0.1;12.7;1815
9261;Total sales;1722 Manufacture of household paper;2022 March;108.8;0.9;12.7;1815
9262;Total sales;1722 Manufacture of household paper;2022 April;114.4;5.1;17.2;1815
9263;Total sales;1722 Manufacture of household paper;2022 May;115.1;0.6;16.7;1815
9264;Total sales;1722 Manufacture of household paper;2022 June;115.3;0.2;16.1;1815
9265;Total sales;1722 Manufacture of household paper;2022 July;115.7;0.3;14.5;1815
9266;Total sales;1722 Manufacture of household paper;2022 August;116.2;0.5;15.1;1815
9267;Total sales;1722 Manufacture of household paper;2022 September;116.7;0.4;14.1;1815
9268;Total sales;1722 Manufacture of household paper;2022 October;120.4;3.2;16.4;1815
9269;Total sales;1722 Manufacture of household paper;2022 November;119.0;-1.2;13.5;1815
9270;Total sales;1722 Manufacture of household paper;2022 December;117.6;-1.1;12.1;1815
9271;Total sales;1722 Manufacture of household paper;2022;114.6;;14.6;1815
9272;Total sales;1722 Manufacture of household paper;2023 January;118.2;0.5;9.7;1815
9273;Total sales;1722 Manufacture of household paper;2023 February;117.2;-0.8;8.6;1815
9274;Total sales;1722 Manufacture of household paper;2023 March;116.1;-1.0;6.6;1815
9275;Total sales;1722 Manufacture of household paper;2023 April;115.0;-0.9;0.5;1815
9276;Total sales;1722 Manufacture of household paper;2023 May;114.7;-0.2;-0.3;1815
9277;Total sales;1722 Manufacture of household paper;2023 June;114.4;-0.3;-0.8;1815
9278;Total sales;1722 Manufacture of household paper;2023 July;112.7;-1.5;-2.5;1815
9279;Total sales;1722 Manufacture of household paper;2023 August;112.6;-0.1;-3.1;1815
9280;Total sales;1722 Manufacture of household paper;2023 September;112.5;-0.1;-3.6;1815
9281;Total sales;1722 Manufacture of household paper;2023 October;111.9;-0.5;-7.1;1815
9282;Total sales;1722 Manufacture of household paper;2023 November;112.0;0.1;-5.9;1815
9283;Total sales;1722 Manufacture of household paper;2023 December;112.1;0.1;-4.7;1815
9284;Total sales;1722 Manufacture of household paper;2023;114.1;;-0.4;1815
9285;Total sales;1722 Manufacture of household paper;2024 January;111.5;-0.5;-5.6;1815
9286;Total sales;1722 Manufacture of household paper;2024 February;111.2;-0.3;-5.1;1815
9287;Total sales;1722 Manufacture of household paper;2024 March;112.2;0.9;-3.3;1815
9288;Total sales;1722 Manufacture of household paper;2024 April;112.2;0.0;-2.5;1815
9289;Total sales;1722 Manufacture of household paper;2024 May;112.6;0.4;-1.9;1815
9290;Total sales;1722 Manufacture of household paper;2024 June;112.6;0.0;-1.5;1815
9291;Total sales;1722 Manufacture of household paper;2024 July;113.9;1.2;1.1;1815
9292;Total sales;1722 Manufacture of household paper;2024 August;114.2;0.2;1.4;1815
9293;Total sales;1722 Manufacture of household paper;2024 September;114.2;0.0;1.6;1815
9294;Total sales;1722 Manufacture of household paper;2024 October;113.8;-0.4;1.7;1815
9295;Total sales;1722 Manufacture of household paper;2024 November;113.5;-0.2;1.4;1815
9296;Total sales;1722 Manufacture of household paper;2024 December;113.0;-0.5;0.8;1815
9297;Total sales;1722 Manufacture of household paper;2024;112.9;;-1.0;1815
9298;Total sales;1722 Manufacture of household paper;2025 January;113.1;0.0;1.4;1815
9299;Total sales;1722 Manufacture of household paper;2025 February;113.4;0.3;2.0;1815
9300;Total sales;1723 Manufacture of paper stationery;2018 January;94.1;;;605
9301;Total sales;1723 Manufacture of paper stationery;2018 February;94.6;0.5;;605
9302;Total sales;1723 Manufacture of paper stationery;2018 March;94.7;0.1;;605
9303;Total sales;1723 Manufacture of paper stationery;2018 April;95.4;0.8;;605
9304;Total sales;1723 Manufacture of paper stationery;2018 May;95.4;0.0;;605
9305;Total sales;1723 Manufacture of paper stationery;2018 June;95.4;0.0;;605
9306;Total sales;1723 Manufacture of paper stationery;2018 July;95.7;0.4;;605
9307;Total sales;1723 Manufacture of paper stationery;2018 August;95.8;0.0;;605
9308;Total sales;1723 Manufacture of paper stationery;2018 September;95.8;0.1;;605
9309;Total sales;1723 Manufacture of paper stationery;2018 October;95.8;0.0;;605
9310;Total sales;1723 Manufacture of paper stationery;2018 November;95.5;-0.3;;605
9311;Total sales;1723 Manufacture of paper stationery;2018 December;95.4;-0.1;;605
9312;Total sales;1723 Manufacture of paper stationery;2018;95.3;;;605
9313;Total sales;1723 Manufacture of paper stationery;2019 January;96.0;0.6;2.0;605
9314;Total sales;1723 Manufacture of paper stationery;2019 February;95.9;-0.1;1.5;605
9315;Total sales;1723 Manufacture of paper stationery;2019 March;95.7;-0.2;1.1;605
9316;Total sales;1723 Manufacture of paper stationery;2019 April;95.5;-0.2;0.0;605
