ID;Vakantiekenmerken;Perioden;TotaalAantalKorteVakantiesNederland_1;TotaalSeizoenrecreatieveLogiesvormen_2;SLCaravanVouwwagen_3;OverigeSeizoenrecreatieveLogiesvormen_4;TotaalToeristischeLogiesvormen_5;TLWoningVanAndereParticulier_6;TLHotel_7;TLZomerhuisjeBungalow_8;TLTentBungalowtent_9;TLCaravanVouwwagen_10;TLJeugdherbergOfAndereGroepsaccommo_11;OverigeToeristischeLogiesvormen_12
901;Naseizoen;2003;1162.0;355.0;192.0;163.0;808.0;50.0;266.0;198.0;78.0;112.0;38.0;66.0
902;Naseizoen;2004;1093.0;353.0;230.0;123.0;740.0;44.0;258.0;162.0;56.0;86.0;71.0;62.0
903;Naseizoen;2005;1021.0;310.0;170.0;140.0;711.0;64.0;205.0;165.0;70.0;96.0;64.0;48.0
904;Naseizoen;2006;1041.0;219.0;135.0;84.0;822.0;64.0;300.0;197.0;46.0;95.0;82.0;37.0
905;Naseizoen;2007;1121.0;240.0;160.0;80.0;881.0;38.0;336.0;245.0;65.0;76.0;50.0;74.0
906;Naseizoen;2008;1134.0;364.0;159.0;206.0;770.0;59.0;308.0;181.0;53.0;90.0;51.0;29.0
907;Naseizoen;2009;934.0;251.0;135.0;116.0;683.0;26.0;257.0;171.0;63.0;59.0;32.0;75.0
908;Naseizoen;2010;745.0;143.0;104.0;39.0;602.0;26.0;252.0;167.0;36.0;43.0;26.0;53.0
909;Naseizoen;2011;816.0;218.0;132.0;86.0;598.0;39.0;221.0;167.0;21.0;76.0;35.0;39.0
910;Naseizoen;2012;902.0;219.0;111.0;108.0;683.0;55.0;265.0;164.0;9.0;91.0;32.0;67.0
911;Naseizoen;2013;788.0;171.0;98.0;72.0;618.0;25.0;269.0;140.0;20.0;54.0;39.0;70.0
912;Naseizoen;2014;1023.0;242.0;131.0;110.0;781.0;94.0;343.0;150.0;47.0;69.0;20.0;59.0
913;Naseizoen;2015;906.0;169.0;94.0;75.0;737.0;72.0;291.0;182.0;36.0;52.0;23.0;80.0
914;Naseizoen;2016;856.0;130.0;71.0;60.0;726.0;47.0;331.0;158.0;37.0;61.0;18.0;74.0
