ID;Bedrijfstype;RegioS;VerblijfsaccommodatieTotaal_1;Verblijfsrecreatie_2;AangeslotenBijSVR_3;Ontvangstmogelijkheden_4;VerhuurVanRecreatiegoederen_5;VerwerkingEigenProductenTotaal_6;Kaas_7;ZuivelAndersDanKaas_8;Wijn_9;ProductenUitGroentenOfFruit_10;VerwerkingEigenProductenOverig_11;VerkoopAanHuisTotaal_12;Kaas_13;ZuivelAndersDanKaas_14;Wijn_15;Fruit_16;Groenten_17;Aardappelen_18;Sierteeltproducten_19;VerkoopAanHuisOverig_20;DuurzameEnergieproductieTotaal_21;DuurzameEnergieproductieEigenGebruik_22;DuurzameEnergieproductieVoorDerden_23;DuurzameEnergieEigenEnVoorDerden_24;EigenGebruik_25;LeveringAanDerden_26;EigenGebruikEnLeveringAanDerden_27;EigenGebruik_28;LeveringAanDerden_29;EigenGebruikEnLeveringAanDerden_30;EigenGebruik_31;LeveringAanDerden_32;EigenGebruikEnLeveringAanDerden_33;EigenGebruik_34;LeveringAanDerden_35;EigenGebruikEnLeveringAanDerden_36;EigenGebruik_37;LeveringAanDerden_38;EigenGebruikEnLeveringAanDerden_39;EigenGebruik_40;LeveringAanDerden_41;EigenGebruikEnLeveringAanDerden_42;EigenGebruik_43;LeveringAanDerden_44;EigenGebruikEnLeveringAanDerden_45;EigenGebruik_46;LeveringAanDerden_47;EigenGebruikEnLeveringAanDerden_48;ZorgtakenTotaal_49;Dagbesteding_50;WonenWerken_51;Arbeidstoeleiding_52;AgrNLBOvereenkomstTotaal_53;GeslotenMetMinisterieLNV_54;GeslotenMetProvincialeInstellingen_55;GeslotenMetGemeentelijkeInstellingen_56;GeslotenMetNatuurmonumenten_57;GeslotenMetStaatsbosbeheer_58;GeslotenMetOverigeOrganisaties_59;MetLoonwerkVoorDerden_60;MetAquacultuur_61;MetStallingmogelijkheden_62;MetNestbescherming_63;AangeslotenBijAgrNatuurvereniging_64;VerbredeLandbouwTotaal_65;TotaalAgrarischeBedrijven_66
795;Geitenbedrijven;Oostelijk veehouderijgebied;6;4;1;3;1;1;1;1;0;0;0;5;3;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;1;2;2;1;0;0;0;1;1;0;0;15;5;13;61
796;Geitenbedrijven;Centraal veehouderijgebied;1;0;0;1;0;1;1;0;0;0;0;4;4;1;0;0;0;0;0;0;3;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;0;1;3;0;1;1;1;0;0;2;0;1;9;2;9;26
797;Geitenbedrijven;IJsselmeerpolders;0;0;0;0;0;1;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3
798;Geitenbedrijven;Westelijk Holland;1;0;0;1;0;2;2;2;0;0;1;2;2;2;0;0;1;1;0;1;2;2;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1;0;0;0;0;0;0;0;0;0;0;0;4;2;2;5
799;Geitenbedrijven;Waterland en Droogmakerijen;1;0;0;1;0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;1;1;3;6
800;Geitenbedrijven;Hollands/Utrechts weidegebied;1;1;0;1;0;1;1;1;0;0;0;2;2;1;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;4;1;1;1;0;0;1;2;0;1;7;8;6;14
801;Geitenbedrijven;Rivierengebied;3;1;0;2;1;3;3;1;0;0;0;4;4;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;2;2;0;0;0;0;0;1;0;1;6;3;8;22
802;Geitenbedrijven;Zuidwestelijk akkerbouwgebied;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;1;2;3
803;Geitenbedrijven;Zuidwest Brabant;1;1;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;2;2;6
804;Geitenbedrijven;Zuidelijk veehouderijgebied;6;2;0;5;0;4;4;1;0;0;0;6;5;4;2;2;1;3;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;1;1;0;7;7;0;0;0;0;3;2;0;2;12;6;19;95
805;Geitenbedrijven;Zuid-Limburg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;2
806;Graslandbedrijven;Nederland;96;61;19;38;15;14;3;3;0;3;8;55;5;4;2;4;4;7;5;39;25;20;4;1;2;8;0;8;0;2;8;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;7;5;2;0;726;557;97;8;22;44;236;108;6;191;558;370;968;3483
807;Graslandbedrijven;Noord-Nederland;19;12;2;8;3;1;0;0;0;1;1;12;2;1;1;1;3;2;1;7;15;11;4;0;2;6;0;6;0;1;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;225;189;29;3;6;17;55;20;2;43;186;94;280;929
808;Graslandbedrijven;Oost-Nederland;27;19;10;11;4;4;1;2;0;1;1;18;1;2;1;1;1;3;3;13;2;2;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;3;2;0;211;185;23;1;6;3;59;30;0;60;143;66;288;1151
809;Graslandbedrijven;West-Nederland;35;21;4;11;6;6;2;1;0;0;3;17;1;1;0;0;0;1;1;13;5;4;0;1;0;1;0;1;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;227;129;35;3;9;19;106;51;3;70;191;187;313;1069
810;Graslandbedrijven;Zuid-Nederland;15;9;3;8;2;3;0;0;0;1;3;8;1;0;0;2;0;1;0;6;3;3;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;63;54;10;1;1;5;16;7;1;18;38;23;87;334
811;Graslandbedrijven;Groningen;3;1;0;3;0;1;0;0;0;1;1;5;0;0;0;0;1;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;46;7;1;3;3;7;5;1;4;21;14;58;159
812;Graslandbedrijven;Friesland;9;9;2;0;2;0;0;0;0;0;0;2;1;0;0;0;1;0;0;0;12;9;3;0;1;6;0;4;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;118;98;12;1;1;6;39;12;1;34;124;67;159;554
813;Graslandbedrijven;Drenthe;7;2;0;5;1;0;0;0;0;0;0;5;1;1;1;1;1;1;1;4;3;2;1;0;1;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;57;45;10;1;2;8;9;3;0;5;41;13;63;216
814;Graslandbedrijven;Overijssel;12;10;4;4;0;4;1;2;0;1;1;10;1;2;1;1;1;2;3;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;1;0;104;90;14;1;5;2;29;16;0;31;69;28;142;522
815;Graslandbedrijven;Flevoland;2;1;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;1;2;7
816;Graslandbedrijven;Gelderland;13;8;6;5;4;0;0;0;0;0;0;7;0;0;0;0;0;1;0;6;2;2;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;0;106;94;9;0;1;1;30;14;0;29;73;37;144;622
817;Graslandbedrijven;Utrecht;3;2;0;1;0;2;0;1;0;0;1;3;0;1;0;0;0;0;0;2;1;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;40;15;8;0;1;0;23;13;0;21;39;41;68;256
818;Graslandbedrijven;Noord-Holland;19;12;3;4;5;1;0;0;0;0;1;5;0;0;0;0;0;0;0;5;3;3;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;106;68;11;3;4;14;45;16;1;32;93;78;137;413
819;Graslandbedrijven;Zuid-Holland;12;6;1;6;1;3;2;0;0;0;1;9;1;0;0;0;0;1;1;6;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;69;37;14;0;2;4;33;22;2;14;55;66;95;354
820;Graslandbedrijven;Zeeland;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;9;2;0;2;1;5;0;0;3;4;2;13;46
821;Graslandbedrijven;Noord-Brabant;9;6;1;6;1;2;0;0;0;0;2;5;1;0;0;0;0;1;0;4;3;3;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;36;29;6;0;0;3;9;4;1;15;33;19;55;252
822;Graslandbedrijven;Limburg;6;3;2;2;1;1;0;0;0;1;1;3;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;27;25;4;1;1;2;7;3;0;3;5;4;32;82
823;Graslandbedrijven;Bouwhoek en Hogeland;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;4;1;0;0;2;0;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;14;2;0;1;0;8;0;1;4;22;15;25;109
824;Graslandbedrijven;Veenkoloniën en Oldambt;2;1;0;2;0;0;0;0;0;0;0;6;1;1;1;1;1;2;1;4;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;15;4;2;1;5;2;3;0;3;13;4;27;92
825;Graslandbedrijven;Noordelijk weidegebied;23;16;3;8;3;2;1;1;0;1;1;7;1;0;0;0;2;0;0;4;8;6;2;0;1;4;0;3;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;220;191;27;1;4;13;58;28;1;46;167;80;279;875
826;Graslandbedrijven;Oostelijk veehouderijgebied;12;8;5;3;2;3;0;1;0;1;1;11;1;2;1;1;1;2;3;7;3;3;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;117;105;14;1;5;1;29;9;0;33;85;38;157;624
827;Graslandbedrijven;Centraal veehouderijgebied;4;2;3;2;1;0;0;0;0;0;0;2;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;37;32;4;0;0;0;10;5;0;9;26;8;48;236
828;Graslandbedrijven;IJsselmeerpolders;2;1;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;2;2;12
829;Graslandbedrijven;Westelijk Holland;16;11;4;4;1;2;1;0;0;0;1;9;1;0;0;0;0;1;1;6;3;3;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44;26;8;2;1;5;19;14;1;18;55;38;69;299
830;Graslandbedrijven;Waterland en Droogmakerijen;5;2;0;1;4;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;65;46;6;1;3;8;27;6;0;13;45;39;74;159
831;Graslandbedrijven;Hollands/Utrechts weidegebied;10;6;0;4;0;3;1;1;0;0;1;4;0;1;0;0;0;0;0;3;2;1;0;1;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;89;38;15;0;1;2;49;24;1;27;72;101;129;445
832;Graslandbedrijven;Rivierengebied;6;2;0;6;1;1;0;0;0;0;1;4;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31;26;2;0;2;1;10;10;0;17;29;19;55;242
833;Graslandbedrijven;Zuidwestelijk akkerbouwgebied;3;2;0;1;1;1;0;0;0;0;1;3;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;14;5;0;3;4;8;3;1;6;13;8;28;94
834;Graslandbedrijven;Zuidwest Brabant;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;4;1;3;41
835;Graslandbedrijven;Zuidelijk veehouderijgebied;6;6;1;3;1;1;0;0;0;0;1;3;0;0;0;0;0;1;0;3;2;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;38;29;8;0;0;3;13;3;1;12;24;14;48;216
836;Graslandbedrijven;Zuid-Limburg;5;2;2;2;1;1;0;0;0;1;1;3;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;20;20;2;1;1;2;3;2;0;2;2;3;24;39
837;Overige graasdierbedrijven;Nederland;649;355;116;196;276;92;39;15;0;5;45;336;57;30;10;27;30;72;16;210;98;87;9;2;3;19;0;35;1;2;29;0;1;1;0;1;0;1;1;0;2;0;13;0;0;2;0;0;83;66;17;21;2038;1433;280;59;101;188;611;345;15;1366;2278;1247;3665;13627
838;Overige graasdierbedrijven;Noord-Nederland;113;70;24;25;51;18;12;5;0;1;6;47;12;5;0;3;1;5;3;27;31;27;3;1;0;8;0;16;0;1;6;0;0;0;0;0;0;0;0;0;1;0;4;0;0;0;0;0;12;9;1;5;595;467;73;7;20;54;155;62;3;181;584;263;835;2981
839;Overige graasdierbedrijven;Oost-Nederland;223;121;45;69;90;28;9;3;0;3;15;119;16;9;3;9;6;32;5;78;24;22;2;0;1;7;0;4;1;1;8;0;0;1;0;0;0;0;0;0;0;0;3;0;0;0;0;0;30;27;3;8;602;489;74;19;25;34;143;96;4;408;796;325;1127;5130
840;Overige graasdierbedrijven;West-Nederland;163;75;20;52;69;28;15;6;0;0;10;90;20;10;5;5;7;14;3;51;32;27;4;1;2;3;0;13;0;0;11;0;1;0;0;1;0;1;1;0;0;0;5;0;0;0;0;0;27;20;7;7;528;249;97;20;33;62;233;130;3;424;609;492;965;2788
841;Overige graasdierbedrijven;Zuid-Nederland;150;89;27;50;66;18;3;1;0;1;14;80;9;6;2;10;16;21;5;54;11;11;0;0;0;1;0;2;0;0;4;0;0;0;0;0;0;0;0;0;1;0;1;0;0;2;0;0;14;10;6;1;313;228;36;13;23;38;80;57;5;353;289;167;738;2728
842;Overige graasdierbedrijven;Groningen;12;3;1;2;8;2;2;1;0;0;0;14;3;3;0;0;0;2;1;8;4;4;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;165;139;23;3;3;14;20;17;3;26;87;49;204;643
843;Overige graasdierbedrijven;Friesland;61;38;8;12;26;9;7;2;0;0;2;22;7;1;0;2;1;2;2;11;22;19;3;0;0;7;0;10;0;1;5;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;6;5;1;1;276;212;28;4;5;18;106;28;0;101;352;161;405;1442
844;Overige graasdierbedrijven;Drenthe;40;29;15;11;17;7;3;2;0;1;4;11;2;1;0;1;0;1;0;8;5;4;0;1;0;0;0;4;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;5;3;0;4;154;116;22;0;12;22;29;17;0;54;145;53;226;896
845;Overige graasdierbedrijven;Overijssel;83;49;22;22;27;11;2;0;0;1;8;36;3;3;0;4;2;7;3;24;4;3;1;0;0;1;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;8;7;0;3;264;220;29;7;13;13;62;34;1;145;351;112;451;2130
846;Overige graasdierbedrijven;Flevoland;11;5;1;6;6;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;5;5;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;2;2;0;4;2;2;0;0;1;0;2;0;14;8;6;20;36
847;Overige graasdierbedrijven;Gelderland;129;67;22;41;57;17;7;3;0;2;7;82;13;6;3;4;4;25;2;54;15;14;1;0;1;2;0;2;1;1;7;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;20;18;1;5;334;267;43;12;12;20;81;60;3;249;437;207;656;2964
848;Overige graasdierbedrijven;Utrecht;25;9;4;13;9;3;0;0;0;0;3;18;2;2;4;2;2;2;0;12;4;4;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;8;5;3;1;102;38;24;6;4;5;40;37;0;106;127;105;208;701
849;Overige graasdierbedrijven;Noord-Holland;68;39;11;15;24;8;5;2;0;0;2;27;5;2;0;2;1;5;2;13;18;14;3;1;1;3;0;8;0;0;8;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;11;7;3;4;219;101;36;5;12;40;108;34;2;140;279;218;358;974
850;Overige graasdierbedrijven;Zuid-Holland;41;9;4;16;25;12;8;3;0;0;2;31;10;4;1;0;3;4;1;18;8;7;1;0;0;0;0;3;0;0;3;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;8;8;1;2;169;89;28;7;15;12;76;50;1;136;181;156;309;899
851;Overige graasdierbedrijven;Zeeland;29;18;1;8;11;5;2;1;0;0;3;14;3;2;0;1;1;3;0;8;2;2;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38;21;9;2;2;5;9;9;0;42;22;13;90;214
852;Overige graasdierbedrijven;Noord-Brabant;99;56;16;33;48;11;3;1;0;1;7;51;6;3;1;3;10;14;4;29;8;8;0;0;0;1;0;2;0;0;2;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;10;8;3;0;159;102;21;7;10;26;42;44;2;252;211;124;482;2014
853;Overige graasdierbedrijven;Limburg;51;33;11;17;18;7;0;0;0;0;7;29;3;3;1;7;6;7;1;25;3;3;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;4;2;3;1;154;126;15;6;13;12;38;13;3;101;78;43;256;714
854;Overige graasdierbedrijven;Bouwhoek en Hogeland;8;5;2;2;5;1;1;0;0;0;0;2;0;0;0;0;0;0;1;1;3;2;1;0;0;1;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49;35;6;3;2;1;18;9;1;21;58;27;75;298
855;Overige graasdierbedrijven;Veenkoloniën en Oldambt;28;16;6;7;15;4;3;1;0;0;2;11;2;1;0;0;0;1;0;9;4;4;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;2;0;2;55;29;9;1;5;18;11;11;0;42;86;34;111;523
856;Overige graasdierbedrijven;Noordelijk weidegebied;86;55;19;20;30;14;8;4;0;1;5;41;10;5;0;3;1;3;2;24;24;21;2;1;0;6;0;12;0;1;5;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;8;7;1;2;557;464;64;4;19;37;142;55;2;140;499;219;737;2560
857;Overige graasdierbedrijven;Oostelijk veehouderijgebied;154;88;30;42;63;20;6;1;0;3;12;75;11;6;2;8;5;24;4;46;12;11;1;0;1;2;0;3;1;0;3;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;19;17;1;7;354;282;47;12;17;17;86;50;2;253;513;205;693;3211
858;Overige graasdierbedrijven;Centraal veehouderijgebied;31;14;8;9;15;6;3;1;0;0;2;20;3;1;1;0;0;7;1;11;4;4;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;5;0;1;111;91;15;4;1;8;20;20;1;103;158;59;224;1052
859;Overige graasdierbedrijven;IJsselmeerpolders;12;6;2;7;7;0;0;0;0;0;0;3;0;0;0;1;0;1;0;1;7;6;1;0;0;4;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;3;2;2;1;6;2;3;0;0;2;1;2;0;16;19;14;25;56
860;Overige graasdierbedrijven;Westelijk Holland;64;36;11;13;24;9;7;2;0;0;1;25;8;3;1;1;2;4;1;12;16;13;3;0;0;3;0;6;0;0;6;0;0;0;0;1;0;1;0;0;0;0;2;0;0;0;0;0;7;7;1;2;133;72;21;8;16;20;56;38;1;144;192;139;298;858
861;Overige graasdierbedrijven;Waterland en Droogmakerijen;16;5;1;8;5;3;2;2;0;0;0;10;2;2;0;1;0;0;0;6;6;5;0;1;1;0;0;3;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;3;2;3;117;58;17;0;2;20;66;13;0;41;122;102;146;344
862;Overige graasdierbedrijven;Hollands/Utrechts weidegebied;30;9;3;12;18;9;4;1;0;0;4;27;6;3;3;2;3;4;2;16;3;3;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;9;6;3;1;185;65;37;9;9;7;96;49;1;128;211;201;306;948
863;Overige graasdierbedrijven;Rivierengebied;36;14;6;17;14;5;1;1;0;0;3;28;4;2;2;1;2;5;0;21;6;5;1;0;1;1;0;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;6;5;0;1;112;81;11;4;4;8;33;29;1;72;103;61;208;817
864;Overige graasdierbedrijven;Zuidwestelijk akkerbouwgebied;38;19;1;11;17;6;2;1;0;0;4;25;4;2;0;1;2;8;0;14;2;2;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;1;0;66;35;14;2;5;14;11;18;2;70;39;25;150;413
865;Overige graasdierbedrijven;Zuidwest Brabant;18;6;1;5;15;0;0;0;0;0;0;8;1;0;0;1;4;4;0;4;2;2;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;3;3;2;1;6;1;10;0;38;29;16;65;279
866;Overige graasdierbedrijven;Zuidelijk veehouderijgebied;108;65;20;39;42;13;2;1;0;1;10;49;5;4;1;4;8;7;5;35;8;8;0;0;0;0;0;1;0;0;4;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;11;8;5;0;171;115;26;6;11;26;46;35;1;258;230;134;490;2051
867;Overige graasdierbedrijven;Zuid-Limburg;20;17;6;4;6;2;0;0;0;0;2;12;1;1;0;4;3;4;0;10;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;1;1;1;108;101;7;4;9;4;24;6;3;40;19;11;137;217
868;Fokvarkensbedrijven;Nederland;13;7;2;6;1;4;0;0;0;1;3;21;2;0;0;1;1;7;1;11;54;49;4;1;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0;22;0;0;30;0;0;3;0;0;4;4;0;0;62;44;12;3;0;1;20;26;0;32;242;152;139;1657
869;Fokvarkensbedrijven;Noord-Nederland;1;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;2;2;0;2;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;7;3;3;0;0;0;1;1;0;1;12;11;8;91
870;Fokvarkensbedrijven;Oost-Nederland;8;5;2;3;0;2;0;0;0;0;2;9;1;0;0;0;0;5;0;3;12;12;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;3;0;0;1;0;0;3;3;0;0;26;25;4;2;0;0;6;8;0;12;119;47;59;613
871;Fokvarkensbedrijven;West-Nederland;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;2;1;1;0;0;6;6;0;8;13;18;21;85
872;Fokvarkensbedrijven;Zuid-Nederland;3;1;0;2;0;2;0;0;0;1;1;10;1;0;0;1;1;2;1;6;39;36;2;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;14;0;0;26;0;0;2;0;0;1;1;0;0;21;14;4;0;0;1;7;11;0;11;98;76;51;868
873;Fokvarkensbedrijven;Groningen;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;0;0;0;0;1;0;0;2;3;2;20
874;Fokvarkensbedrijven;Friesland;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;4;1;2;0;0;0;1;0;0;1;7;6;5;32
875;Fokvarkensbedrijven;Drenthe;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;3;2;1;39
876;Fokvarkensbedrijven;Overijssel;5;3;0;2;0;1;0;0;0;0;1;4;0;0;0;0;0;2;0;2;8;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;1;0;0;1;0;0;3;3;0;0;12;12;1;0;0;0;3;2;0;7;53;22;29;249
877;Fokvarkensbedrijven;Flevoland;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;4
