ID;Leeftijd;Regiokenmerken;Inwoners_1;Bijstandontvangers_2;Bijstandsdichtheid_3;Instroom_4;Instroom_5;Uitstroom_6;Uitstroom_7;UitstroomNaarWerk_8;UitstroomNaarWerk_9;PersonenMetReIntegratievoorziening_10;WerkNaReIntegratie_11;WerkNaReIntegratie_12;PersonenMetBijstandEnReIntegratie_13;BijstandontvangersMetReIntegratie_14;ReIntegratieontvangersMetBijstand_15;WSWWerknemers_16;WSWDichtheid_17
329;15 jaar of ouder;Rijnwaarden;9190;290;31.0;90;25.0;70;19.0;30.0;9.5;100.0;30.0;18.5;80.0;28.0;78.0;70.0;7.5
330;15 jaar of ouder;Rijssen-Holten;30150;520;17.0;170;27.0;120;19.0;70.0;12.0;390.0;90.0;18.5;310.0;70.0;78.5;170.0;5.5
331;15 jaar of ouder;Rijswijk (ZH.);43240;1730;40.0;500;23.5;500;23.0;210.0;10.5;720.0;220.0;20.5;570.0;37.0;79.0;130.0;3.0
332;15 jaar of ouder;Roerdalen;18000;360;20.0;120;26.0;90;19.5;40.0;8.5;340.0;30.0;8.0;270.0;83.0;80.5;150.0;8.0
333;15 jaar of ouder;Roermond;48840;2330;48.0;690;23.5;610;21.0;290.0;11.0;1420.0;490.0;24.0;1220.0;59.5;86.0;560.0;11.5
334;15 jaar of ouder;De Ronde Venen;35890;540;15.0;190;28.0;150;22.0;80.0;12.0;190.0;40.0;15.0;130.0;26.0;67.0;70.0;2.0
335;15 jaar of ouder;Roosendaal;65120;2340;36.0;670;23.0;570;20.0;230.0;9.0;280.0;160.0;13.5;210.0;10.0;74.5;700.0;10.5
336;15 jaar of ouder;Rotterdam;531760;47620;89.5;11140;19.0;10420;18.0;4790.0;9.5;6060.0;2810.0;18.5;4810.0;11.5;79.5;2170.0;4.0
337;15 jaar of ouder;Rozendaal;1250;10;5.0;0;;0;;0.0;;0.0;0.0;;0.0;;;0.0;
338;15 jaar of ouder;Rucphen;19520;390;20.0;130;26.5;80;16.5;30.0;5.5;50.0;10.0;3.0;40.0;10.5;80.0;330.0;16.5
339;15 jaar of ouder;Schagen;38870;650;17.0;200;24.0;180;20.5;100.0;12.0;130.0;40.0;19.5;110.0;17.5;84.0;200.0;5.0
340;15 jaar of ouder;Scherpenzeel;7780;90;11.0;40;38.0;30;24.5;20.0;14.0;50.0;10.0;17.0;50.0;55.0;85.0;10.0;1.0
341;15 jaar of ouder;Schiedam;65300;3320;51.0;810;20.0;690;17.0;290.0;8.0;1520.0;290.0;11.5;1240.0;41.5;81.5;470.0;7.0
342;15 jaar of ouder;Schiermonnikoog;830;10;12.0;10;38.5;0;;0.0;;0.0;0.0;;0.0;;;0.0;
343;15 jaar of ouder;Schijndel;19930;310;15.5;80;21.5;80;21.0;50.0;14.5;170.0;40.0;16.0;120.0;42.0;68.5;300.0;15.0
344;15 jaar of ouder;Schinnen;11200;210;18.5;70;23.5;50;18.0;30.0;9.5;140.0;20.0;10.5;110.0;59.5;83.0;80.0;7.0
345;15 jaar of ouder;Schouwen-Duiveland;28960;560;19.5;230;30.5;180;24.5;90.0;13.5;300.0;80.0;22.0;230.0;44.5;79.0;250.0;8.5
346;15 jaar of ouder;Simpelveld;9180;170;18.5;50;21.5;70;28.0;30.0;14.5;140.0;40.0;15.0;110.0;70.5;81.5;120.0;12.5
347;15 jaar of ouder;Sint Anthonis;9860;100;10.0;40;34.0;20;21.0;10.0;11.5;40.0;10.0;17.5;30.0;36.0;77.5;60.0;6.5
348;15 jaar of ouder;Sint-Michielsgestel;23830;300;12.5;100;26.0;80;21.0;50.0;13.5;160.0;40.0;18.5;110.0;40.0;71.0;240.0;10.0
349;15 jaar of ouder;Sint-Oedenrode;15030;170;11.5;70;30.5;40;20.5;30.0;14.5;50.0;20.0;28.0;30.0;19.5;57.5;120.0;8.5
350;15 jaar of ouder;Sittard-Geleen;81280;3360;41.5;750;18.5;780;19.0;330.0;8.5;570.0;110.0;11.5;340.0;11.0;60.0;730.0;9.0
351;15 jaar of ouder;Sliedrecht;20450;590;29.0;190;26.5;140;20.0;70.0;10.0;110.0;30.0;18.0;60.0;11.0;55.0;120.0;5.5
352;15 jaar of ouder;Slochteren;13060;280;21.0;110;29.0;90;23.5;50.0;13.5;270.0;60.0;17.0;230.0;85.5;83.0;70.0;5.0
353;15 jaar of ouder;Sluis;20610;400;19.0;130;26.5;100;20.0;60.0;12.5;190.0;50.0;20.0;130.0;36.5;67.5;110.0;5.0
354;15 jaar of ouder;Smallingerland;46300;2180;47.0;740;26.5;620;22.0;310.0;11.5;510.0;210.0;21.5;400.0;19.0;77.5;460.0;10.0
355;15 jaar of ouder;Soest;38170;950;25.0;280;23.0;250;21.0;130.0;11.5;840.0;150.0;12.5;660.0;77.5;78.0;160.0;4.0
356;15 jaar of ouder;Someren;16210;250;15.5;60;20.5;50;15.5;20.0;7.5;10.0;10.0;19.5;10.0;3.5;64.5;90.0;5.5
357;15 jaar of ouder;Son en Breugel;13750;260;19.0;70;23.0;50;14.0;30.0;9.0;80.0;20.0;16.0;70.0;27.0;81.5;50.0;3.5
358;15 jaar of ouder;Stadskanaal;27440;1150;42.0;430;27.5;320;20.5;140.0;9.0;680.0;140.0;13.0;560.0;51.0;83.0;720.0;26.5
359;15 jaar of ouder;Staphorst;12850;170;13.0;50;25.0;50;24.5;30.0;12.5;60.0;10.0;15.0;40.0;27.0;74.5;50.0;4.0
360;15 jaar of ouder;Stede Broec;17910;340;19.0;130;28.0;100;23.0;60.0;13.0;160.0;50.0;23.5;130.0;39.5;80.5;110.0;6.0
361;15 jaar of ouder;Steenbergen;20540;410;19.5;120;23.5;110;20.5;60.0;13.0;140.0;50.0;23.5;110.0;29.0;78.5;120.0;6.0
362;15 jaar of ouder;Steenwijkerland;36360;940;26.0;280;21.5;350;27.5;200.0;16.0;850.0;290.0;24.5;700.0;77.5;82.0;360.0;10.0
363;15 jaar of ouder;Stein (L.);21870;390;18.0;120;25.0;80;17.0;40.0;8.5;180.0;30.0;12.0;140.0;37.5;78.5;190.0;8.5
364;15 jaar of ouder;Stichtse Vecht;53280;1010;19.0;330;26.0;250;20.0;120.0;10.5;260.0;90.0;22.5;210.0;23.0;79.0;180.0;3.5
365;15 jaar of ouder;Strijen;7610;100;13.0;50;40.5;30;22.0;20.0;14.0;70.0;20.0;20.5;60.0;65.5;84.5;30.0;3.5
366;15 jaar of ouder;Súdwest-Fryslân;69850;2590;37.0;730;22.0;690;21.0;360.0;11.0;970.0;230.0;19.0;740.0;29.5;76.5;530.0;7.5
367;15 jaar of ouder;Terneuzen;46590;1350;29.0;480;27.0;400;22.5;190.0;11.5;820.0;260.0;25.0;610.0;49.5;74.0;440.0;9.5
368;15 jaar of ouder;Terschelling;4270;20;5.5;10;31.5;10;29.5;10.0;24.5;20.0;10.0;16.5;10.0;52.0;63.0;10.0;2.5
369;15 jaar of ouder;Texel;11650;150;13.0;50;26.5;40;22.0;20.0;11.0;20.0;10.0;27.0;20.0;10.5;65.0;130.0;11.0
370;15 jaar of ouder;Teylingen;29970;360;12.0;130;29.0;90;20.5;50.0;11.5;50.0;20.0;22.0;20.0;7.0;49.0;140.0;4.5
371;15 jaar of ouder;Tholen;20770;400;19.5;140;26.0;130;24.0;60.0;12.5;290.0;70.0;18.5;230.0;59.5;77.5;100.0;5.0
372;15 jaar of ouder;Tiel;34490;1600;46.5;410;20.5;400;20.0;200.0;10.5;360.0;50.0;10.5;260.0;17.5;70.0;370.0;10.5
373;15 jaar of ouder;Tilburg;181100;8490;47.0;2340;21.5;2470;22.5;1180.0;11.5;1840.0;780.0;28.5;1310.0;16.5;71.0;1490.0;8.0
374;15 jaar of ouder;Tubbergen;17400;170;9.5;70;34.5;40;18.0;20.0;10.0;110.0;20.0;13.0;80.0;51.0;73.0;100.0;5.5
375;15 jaar of ouder;Twenterand;27330;630;23.0;190;25.0;150;19.0;90.0;11.5;280.0;80.0;22.5;220.0;35.5;76.5;330.0;12.0
376;15 jaar of ouder;Tynaarlo;27580;480;17.5;200;32.0;150;23.5;80.0;13.0;170.0;30.0;11.0;100.0;22.0;60.0;90.0;3.0
377;15 jaar of ouder;Tytsjerksteradiel;26510;580;22.0;200;25.5;190;24.5;100.0;13.5;430.0;80.0;13.5;330.0;59.0;77.0;180.0;6.5
378;15 jaar of ouder;Uden;34660;830;24.0;270;25.5;220;20.5;110.0;11.0;240.0;80.0;21.5;160.0;21.5;68.0;390.0;11.0
379;15 jaar of ouder;Uitgeest;11090;160;14.5;50;27.5;40;18.0;10.0;7.0;40.0;20.0;17.0;30.0;18.0;75.0;40.0;3.0
380;15 jaar of ouder;Uithoorn;24240;400;16.5;140;26.0;120;23.0;70.0;15.0;310.0;110.0;21.5;250.0;68.0;80.0;60.0;2.5
381;15 jaar of ouder;Urk;14400;160;11.0;60;31.0;40;20.5;20.0;9.0;60.0;20.0;11.0;50.0;31.0;78.5;70.0;5.0
382;15 jaar of ouder;Utrecht (gemeente);283730;12660;44.5;3400;21.5;2990;19.0;1350.0;9.5;1340.0;550.0;16.0;940.0;8.5;70.0;830.0;3.0
383;15 jaar of ouder;Utrechtse Heuvelrug;41170;780;19.0;290;28.0;170;17.0;70.0;7.5;220.0;50.0;16.5;160.0;22.5;72.5;100.0;2.5
384;15 jaar of ouder;Vaals;8670;400;46.0;90;19.0;70;15.0;30.0;8.0;160.0;20.0;9.0;120.0;37.0;77.5;70.0;8.5
385;15 jaar of ouder;Valkenburg aan de Geul;14550;350;24.0;80;19.0;70;16.0;40.0;9.5;120.0;30.0;14.5;80.0;23.5;61.0;100.0;6.5
386;15 jaar of ouder;Valkenswaard;26310;610;23.0;160;21.5;140;19.0;80.0;11.5;170.0;60.0;23.5;110.0;20.0;66.0;170.0;6.5
387;15 jaar of ouder;Veendam;23260;1100;47.0;380;27.5;280;20.0;130.0;9.5;680.0;200.0;21.5;580.0;55.5;86.0;440.0;18.5
388;15 jaar of ouder;Veenendaal;52150;1770;34.0;420;19.5;410;19.0;190.0;10.0;690.0;100.0;13.0;410.0;27.0;59.0;310.0;6.0
389;15 jaar of ouder;Veere;18570;250;13.5;100;31.0;60;19.0;30.0;8.5;20.0;10.0;38.5;10.0;5.0;66.5;60.0;3.0
390;15 jaar of ouder;Veghel;31960;590;18.5;180;23.5;150;20.5;80.0;12.0;310.0;60.0;15.5;230.0;46.0;71.5;310.0;10.0
391;15 jaar of ouder;Veldhoven;37760;680;18.0;230;27.0;160;18.5;80.0;10.0;490.0;120.0;16.5;400.0;63.0;82.5;210.0;5.5
392;15 jaar of ouder;Velsen;57170;1600;28.0;460;23.0;390;20.0;170.0;9.0;620.0;160.0;15.0;490.0;32.5;78.0;250.0;4.5
393;15 jaar of ouder;Venlo;86100;3820;44.5;1110;24.0;910;19.5;460.0;11.0;200.0;60.0;11.5;80.0;2.0;38.5;680.0;8.0
394;15 jaar of ouder;Venray;36860;970;26.0;330;25.0;310;23.5;170.0;13.5;60.0;20.0;12.0;20.0;2.0;30.5;480.0;13.0
395;15 jaar of ouder;Vianen;16360;350;21.0;120;28.0;100;23.0;50.0;12.5;150.0;50.0;19.0;130.0;40.0;83.5;40.0;2.5
396;15 jaar of ouder;Vlaardingen;60510;3060;50.5;810;22.0;630;17.0;250.0;7.5;1150.0;250.0;17.0;920.0;32.5;80.0;380.0;6.5
397;15 jaar of ouder;Vlagtwedde;13690;380;27.5;150;31.0;110;22.0;50.0;11.0;260.0;50.0;12.0;210.0;58.0;80.5;310.0;23.0
398;15 jaar of ouder;Vlieland;950;10;11.5;10;41.5;0;;0.0;;10.0;0.0;;0.0;;;0.0;
399;15 jaar of ouder;Vlissingen;37810;2210;58.5;590;22.0;480;17.5;260.0;10.5;130.0;60.0;19.0;70.0;3.0;53.0;380.0;10.0
400;15 jaar of ouder;Voerendaal;10770;140;13.0;40;22.5;60;30.0;30.0;15.5;120.0;40.0;21.0;100.0;76.5;82.5;80.0;7.0
401;15 jaar of ouder;Voorschoten;20790;390;19.0;130;25.0;130;24.0;70.0;14.5;290.0;60.0;12.0;210.0;61.5;72.0;60.0;3.0
402;15 jaar of ouder;Voorst;20370;350;17.0;140;29.5;110;23.5;40.0;10.5;80.0;20.0;13.0;40.0;14.0;58.0;100.0;4.5
403;15 jaar of ouder;Vught;21680;340;15.5;100;23.0;80;19.5;40.0;10.5;290.0;70.0;17.5;200.0;63.5;68.0;210.0;10.0
404;15 jaar of ouder;Waalre;14030;240;17.0;70;23.0;50;17.0;30.0;11.0;100.0;20.0;11.0;80.0;38.0;80.0;60.0;4.0
405;15 jaar of ouder;Waalwijk;40080;940;23.5;320;26.5;280;23.0;130.0;11.5;200.0;80.0;25.5;110.0;12.0;53.5;270.0;6.5
406;15 jaar of ouder;Waddinxveen;22010;430;19.5;140;26.5;120;21.5;60.0;12.5;130.0;30.0;19.5;70.0;19.5;58.5;110.0;5.0
407;15 jaar of ouder;Wageningen;33640;860;25.5;310;29.5;230;21.5;110.0;11.0;500.0;150.0;23.5;380.0;48.0;77.0;170.0;5.0
408;15 jaar of ouder;Wassenaar;21570;490;23.0;140;24.0;100;17.0;60.0;11.0;360.0;80.0;15.0;280.0;61.0;77.0;60.0;2.5
409;15 jaar of ouder;Waterland;14490;180;12.5;70;31.0;60;23.0;30.0;12.0;40.0;10.0;14.5;20.0;14.5;68.5;30.0;2.0
410;15 jaar of ouder;Weert;42450;1220;29.0;410;25.5;300;18.5;150.0;10.5;1180.0;230.0;14.5;940.0;84.5;80.0;440.0;10.0
411;15 jaar of ouder;Weesp;15680;500;32.0;120;19.5;110;17.5;50.0;8.5;270.0;40.0;12.5;210.0;50.0;79.5;40.0;2.5
412;15 jaar of ouder;Werkendam;22000;320;14.5;110;26.5;100;25.0;50.0;13.0;110.0;20.0;13.0;80.0;28.0;77.0;80.0;3.5
413;15 jaar of ouder;West Maas en Waal;16000;270;16.5;80;22.0;80;23.5;40.0;12.0;60.0;20.0;23.5;40.0;15.0;68.0;70.0;4.0
414;15 jaar of ouder;Westerveld;16440;260;16.0;120;28.5;110;27.0;50.0;12.5;270.0;70.0;16.5;200.0;78.5;73.5;140.0;8.5
415;15 jaar of ouder;Westervoort;12720;460;36.5;120;20.5;140;23.0;70.0;12.0;130.0;50.0;25.0;90.0;20.5;70.0;120.0;9.0
416;15 jaar of ouder;Westland;87930;1530;17.5;420;22.5;350;19.0;180.0;10.5;540.0;180.0;27.0;420.0;30.0;78.0;340.0;4.0
417;15 jaar of ouder;Weststellingwerf;21620;610;28.5;230;29.5;170;21.5;100.0;12.5;480.0;130.0;22.0;390.0;66.0;80.0;210.0;10.0
418;15 jaar of ouder;Westvoorne;12340;150;12.5;60;32.5;50;25.0;20.0;10.5;50.0;20.0;25.0;30.0;21.5;62.5;20.0;2.0
419;15 jaar of ouder;Wierden;19850;270;13.5;80;23.5;70;20.5;40.0;13.5;110.0;40.0;24.0;60.0;25.5;59.0;110.0;5.5
420;15 jaar of ouder;Wijchen;34100;850;25.0;250;23.5;170;16.0;100.0;10.5;70.0;40.0;25.0;40.0;5.0;57.0;240.0;7.0
421;15 jaar of ouder;Wijdemeren;19800;270;13.5;100;29.0;70;18.5;40.0;12.0;70.0;20.0;18.0;50.0;21.0;71.0;30.0;1.5
422;15 jaar of ouder;Wijk bij Duurstede;19580;310;16.0;90;21.5;90;21.5;50.0;12.5;100.0;40.0;29.0;70.0;25.5;69.0;60.0;3.0
423;15 jaar of ouder;Winsum;11210;300;26.5;110;28.5;100;24.0;50.0;13.5;300.0;50.0;14.0;250.0;86.0;83.5;80.0;7.5
424;15 jaar of ouder;Winterswijk;24430;730;30.0;300;29.0;230;22.5;120.0;12.5;760.0;150.0;16.0;580.0;85.5;76.0;310.0;12.5
425;15 jaar of ouder;Woensdrecht;18670;350;18.5;130;29.0;80;17.5;40.0;8.5;80.0;30.0;25.0;60.0;19.5;77.0;110.0;6.0
426;15 jaar of ouder;Woerden;42000;690;16.5;270;31.0;190;22.5;100.0;13.0;290.0;100.0;21.5;230.0;38.0;81.0;280.0;6.5
427;15 jaar of ouder;De Wolden;20050;250;12.5;100;28.5;90;26.0;50.0;14.5;260.0;50.0;10.5;210.0;88.0;81.5;110.0;5.5
428;15 jaar of ouder;Wormerland;13510;240;18.0;80;25.5;70;23.0;40.0;12.5;40.0;20.0;40.5;30.0;13.5;73.0;20.0;2.0
429;15 jaar of ouder;Woudenberg;10140;140;14.0;40;22.5;40;21.5;20.0;10.5;50.0;10.0;22.0;40.0;29.5;81.5;20.0;2.0
430;15 jaar of ouder;Woudrichem;12050;170;14.5;70;29.0;50;22.5;20.0;10.5;70.0;10.0;8.5;60.0;34.5;83.0;50.0;4.0
431;15 jaar of ouder;Zaanstad;127730;4860;38.0;1280;21.0;1190;19.5;550.0;10.0;1240.0;500.0;23.0;900.0;20.0;72.5;460.0;3.5
432;15 jaar of ouder;Zaltbommel;22360;430;19.5;150;28.0;90;16.0;50.0;10.0;160.0;30.0;14.5;130.0;35.0;86.5;160.0;7.0
433;15 jaar of ouder;Zandvoort;14680;450;30.5;130;24.0;110;19.0;40.0;7.5;;;;;;;30.0;2.0
434;15 jaar of ouder;Zederik;11270;130;11.0;40;31.5;30;18.0;10.0;9.5;80.0;10.0;14.5;50.0;46.0;69.0;30.0;3.0
435;15 jaar of ouder;Zeewolde;18200;330;18.0;150;32.5;90;21.0;50.0;11.5;140.0;50.0;20.5;100.0;33.0;74.5;20.0;1.0
436;15 jaar of ouder;Zeist;51700;1650;32.0;530;24.5;460;21.5;210.0;10.5;610.0;210.0;23.0;460.0;31.0;76.0;210.0;4.0
437;15 jaar of ouder;Zevenaar;27490;760;27.5;220;23.0;190;20.0;100.0;11.0;200.0;70.0;20.5;150.0;21.0;75.0;160.0;5.5
438;15 jaar of ouder;Zoetermeer;103400;4090;39.5;1430;27.0;1180;22.5;630.0;13.5;1460.0;530.0;21.5;970.0;27.5;66.5;350.0;3.5
439;15 jaar of ouder;Zoeterwoude;7070;70;9.5;20;21.5;30;30.0;10.0;15.0;30.0;10.0;25.0;20.0;25.0;55.0;30.0;4.0
440;15 jaar of ouder;Zuidhorn;15180;250;16.0;100;30.0;80;25.5;50.0;14.5;130.0;40.0;24.0;90.0;38.0;66.5;80.0;5.0
441;15 jaar of ouder;Zuidplas;34110;660;19.5;220;26.5;160;19.5;80.0;10.0;340.0;60.0;11.0;260.0;43.0;77.5;90.0;2.5
442;15 jaar of ouder;Zundert;18760;250;13.5;90;28.5;60;17.0;20.0;7.0;80.0;30.0;19.0;60.0;24.5;74.5;100.0;5.5
443;15 jaar of ouder;Zutphen;39690;1780;45.0;480;22.0;400;18.0;210.0;9.5;670.0;220.0;21.5;550.0;32.0;81.5;490.0;12.5
444;15 jaar of ouder;Zwartewaterland;17590;240;13.5;90;30.0;70;23.0;40.0;14.0;180.0;50.0;20.0;130.0;57.0;73.5;60.0;3.0
445;15 jaar of ouder;Zwijndrecht;37190;1330;36.0;360;22.0;350;21.5;180.0;12.0;270.0;50.0;14.0;170.0;14.0;62.0;160.0;4.5
446;15 jaar of ouder;Zwolle;102570;4040;39.5;1040;21.5;900;18.5;490.0;10.5;720.0;570.0;39.5;490.0;13.0;68.0;630.0;6.0
447;15 jaar of ouder;Groningen (AM);631640;27480;43.5;9000;25.5;7380;21.0;3770.0;11.0;11410.0;2840.0;16.0;9070.0;34.5;79.5;6630.0;10.5
448;15 jaar of ouder;Friesland (AM);539870;21160;39.0;6660;25.0;5500;20.5;2780.0;10.5;7260.0;2030.0;18.5;5680.0;28.0;78.5;4220.0;8.0
449;15 jaar of ouder;Drenthe (AM);236790;8070;34.0;2590;24.5;2250;21.5;1200.0;12.0;4710.0;1400.0;19.0;3870.0;50.5;82.5;2550.0;10.5
450;15 jaar of ouder;Twente (AM);522200;20290;39.0;5740;22.5;4930;19.5;2370.0;10.5;7430.0;1720.0;17.0;5880.0;32.5;79.0;4300.0;8.0
451;15 jaar of ouder;Stedendriehoek en Noordwest Veluwe (AM);504740;14130;28.0;4580;25.5;3840;21.5;1770.0;10.5;6860.0;1890.0;13.5;5310.0;40.0;77.5;3720.0;7.5
452;15 jaar of ouder;Midden-Gelderland (AM);326620;14170;43.5;3960;23.0;3140;18.0;1500.0;9.5;3410.0;880.0;16.5;2520.0;19.5;74.0;2600.0;8.0
453;15 jaar of ouder;Rijk van Nijmegen (AM);271250;11590;42.5;3320;23.5;2450;17.5;1220.0;9.5;1060.0;410.0;18.0;560.0;5.5;52.5;1940.0;7.0
454;15 jaar of ouder;Achterhoek (AM);252070;5450;21.5;1830;26.0;1510;21.5;710.0;10.5;3500.0;870.0;17.0;2570.0;51.0;73.5;2320.0;9.0
455;15 jaar of ouder;Rivierenland (AM);188300;4400;23.5;1270;23.0;1090;19.5;570.0;11.0;1310.0;250.0;14.0;1010.0;25.5;77.0;1190.0;6.5
456;15 jaar of ouder;Flevoland (AM);310320;12010;38.5;3840;25.0;3180;20.5;1590.0;11.0;4660.0;1360.0;18.0;3530.0;32.5;76.0;1220.0;4.0
457;15 jaar of ouder;Gooi en Vechtstreek (AM);215290;5540;25.5;1480;22.0;1230;18.5;590.0;9.5;2150.0;570.0;18.0;1730.0;34.5;80.5;650.0;3.0
458;15 jaar of ouder;Midden-Utrecht (AM);706200;21590;30.5;6290;23.5;5280;19.5;2450.0;10.0;4760.0;1600.0;18.0;3650.0;19.0;76.5;2230.0;3.0
459;15 jaar of ouder;Amersfoort (AM);268920;6700;25.0;2000;24.0;1610;19.5;790.0;10.5;3140.0;900.0;18.0;2430.0;40.5;77.5;1340.0;5.0
460;15 jaar of ouder;Noord-Holland Noord (AM);546300;12760;23.5;3930;24.5;3140;19.5;1640.0;11.0;4470.0;1610.0;23.0;3400.0;29.0;76.0;2390.0;4.5
461;15 jaar of ouder;Zaanstreek/Waterland (AM);278370;8070;29.0;2270;22.5;2050;20.5;1010.0;11.0;2450.0;900.0;20.5;1790.0;24.5;73.5;940.0;3.5
462;15 jaar of ouder;Groot Amsterdam (AM);1031640;55230;53.5;13450;20.0;11710;17.5;5430.0;9.0;21930.0;4410.0;13.0;14020.0;29.5;64.0;4040.0;4.0
463;15 jaar of ouder;Holland Rijnland (AM);446900;10260;23.0;3290;25.5;2540;20.0;1230.0;10.5;2740.0;1140.0;24.0;2060.0;22.0;75.0;2350.0;5.0
464;15 jaar of ouder;Midden-Holland (AM);154790;3880;25.0;1150;24.0;930;19.5;460.0;11.0;1110.0;340.0;18.5;740.0;21.5;67.0;840.0;5.5
465;15 jaar of ouder;Haaglanden (AM);668940;38950;58.0;9630;20.0;8580;18.0;4000.0;9.5;13180.0;3240.0;13.5;10440.0;30.5;79.0;2910.0;4.5
466;15 jaar of ouder;Rijnmond (AM);1140490;66550;58.5;16480;20.0;14810;18.0;6810.0;9.5;14850.0;4760.0;17.0;11730.0;20.0;79.0;4900.0;4.5
467;15 jaar of ouder;Drechtsteden (AM);223800;8270;37.0;2550;24.5;2180;21.0;1030.0;10.5;1560.0;440.0;17.0;930.0;12.5;59.5;1260.0;5.5
468;15 jaar of ouder;Zeeland (AM);321960;8800;27.5;2820;25.0;2290;20.5;1150.0;11.0;3210.0;910.0;20.0;2440.0;30.0;76.0;2310.0;7.0
469;15 jaar of ouder;West-Brabant (AM);575670;15960;27.5;4650;23.5;3810;19.0;1750.0;9.5;4880.0;1440.0;16.5;3770.0;26.0;77.5;4290.0;7.5
470;15 jaar of ouder;Midden-Brabant (AM);389100;12290;31.5;3690;23.0;3600;22.5;1740.0;11.5;3500.0;1210.0;24.0;2410.0;21.0;69.0;2750.0;7.0
471;15 jaar of ouder;Noordoost-Brabant (AM);510230;11810;23.0;3950;26.0;3200;21.0;1650.0;12.0;4840.0;1330.0;17.0;3530.0;33.0;73.0;5280.0;10.5
472;15 jaar of ouder;Zuidoost-Brabant (AM);434940;12430;28.5;3570;23.5;2770;18.0;1360.0;9.5;2870.0;1010.0;17.0;2080.0;18.5;72.5;3140.0;7.0
473;15 jaar of ouder;Noord-Limburg (AM);232590;6550;28.0;2080;25.0;1750;21.0;920.0;12.0;1200.0;380.0;20.0;750.0;12.5;62.5;2150.0;9.5
474;15 jaar of ouder;Zuid-Limburg (AM);525890;20790;39.5;5440;21.0;5200;20.0;2360.0;9.5;7300.0;1690.0;16.0;5500.0;28.5;75.5;6080.0;11.5
475;15 jaar of ouder;Food Valley (AM);277080;6780;24.5;2070;24.5;1660;19.5;860.0;11.0;3390.0;780.0;17.5;2520.0;41.0;74.5;1250.0;4.5
476;15 jaar of ouder;Helmond-De Peel (AM);208350;5820;28.0;1650;22.5;1510;20.5;700.0;10.5;640.0;460.0;18.0;450.0;8.5;69.0;1820.0;8.5
477;15 jaar of ouder;Midden-Limburg (AM);203370;5500;27.0;1820;25.5;1450;20.5;690.0;10.5;3470.0;860.0;18.5;2790.0;56.0;80.5;1820.0;9.0
478;15 jaar of ouder;Zuid-Holland Centraal (AM);296890;8660;29.0;2800;25.5;2270;21.0;1170.0;12.0;4390.0;1080.0;15.5;3200.0;42.0;73.0;760.0;2.5
479;15 jaar of ouder;Gorinchem (AM);117210;2330;20.0;790;27.5;570;19.5;270.0;10.0;1290.0;300.0;18.0;1080.0;50.5;84.0;590.0;5.0
480;15 jaar of ouder;Regio Zwolle (AM);417190;10150;24.5;3270;25.5;2710;21.0;1440.0;12.0;4870.0;1630.0;23.5;3700.0;38.5;76.0;3000.0;7.0
481;15 jaar of ouder;Zuid-Kennemerland en IJmond (AM);328040;9230;28.0;2510;22.0;2130;18.5;980.0;9.5;2220.0;530.0;12.5;1780.0;21.0;80.5;1480.0;4.5
482;15 jaar of ouder;Gemeenten: minder dan 5 000 inwoners;10310;60;6.0;30;34.5;20;26.5;20.0;20.0;30.0;10.0;17.5;20.0;38.5;64.5;30.0;3.0
483;15 jaar of ouder;Gemeenten: 5 000 tot 10 000 inwoners;126640;2410;19.0;820;27.0;580;19.0;280.0;10.0;1000.0;210.0;14.0;760.0;34.5;76.0;600.0;4.5
484;15 jaar of ouder;Gemeenten: 10 000 tot 20 000 inwoners;1238020;23620;19.0;8140;26.5;6520;21.5;3260.0;11.0;10820.0;2870.0;18.0;8350.0;37.5;77.0;8200.0;6.5
485;15 jaar of ouder;Gemeenten: 20 000 tot 50 000 inwoners;5058860;113490;22.5;36870;25.5;29620;20.5;14830.0;11.0;52450.0;13470.0;17.5;40390.0;38.5;77.0;33620.0;6.5
486;15 jaar of ouder;Gemeenten: 50 000 tot 100 000 inwoners;2613420;91430;35.0;26940;23.5;23100;20.0;11090.0;10.5;34290.0;9180.0;17.0;25880.0;31.0;75.5;18350.0;7.0
487;15 jaar of ouder;Gemeenten: 100 000 tot 150 000 inwoners;1361430;51140;37.5;15280;24.0;12670;20.0;6260.0;10.5;14260.0;4900.0;20.5;10620.0;22.5;74.5;8600.0;6.5
488;15 jaar of ouder;Gemeenten: 150 000 tot 250 000 inwoners;1927750;89950;46.5;24630;22.0;21330;19.0;10270.0;10.0;21560.0;6980.0;17.5;16390.0;20.0;76.0;13620.0;7.0
489;15 jaar of ouder;Gemeenten: 250 000 inwoners of meer;1967500;141540;72.0;33700;19.5;30390;17.5;13970.0;9.0;37580.0;9550.0;14.0;26520.0;21.5;70.5;8230.0;4.0
490;15 jaar tot AOW-leeftijd;Nederland;11242960;464500;41.5;141730;24.0;119950;20.5;60120.0;10.0;173940.0;47280.0;16.5;128970.0;28.0;74.0;91450.0;8.0
491;15 jaar tot AOW-leeftijd;Noord-Nederland (LD);1114060;55270;49.5;18250;25.5;14700;20.5;7920.0;11.0;24340.0;6520.0;17.5;19370.0;35.0;79.5;13860.0;12.5
