ID;Leeftijd;Regiokenmerken;Inwoners_1;Bijstandontvangers_2;Bijstandsdichtheid_3;Instroom_4;Instroom_5;Uitstroom_6;Uitstroom_7;UitstroomNaarWerk_8;UitstroomNaarWerk_9;PersonenMetReIntegratievoorziening_10;WerkNaReIntegratie_11;WerkNaReIntegratie_12;PersonenMetBijstandEnReIntegratie_13;BijstandontvangersMetReIntegratie_14;ReIntegratieontvangersMetBijstand_15;WSWWerknemers_16;WSWDichtheid_17
953;15 jaar tot AOW-leeftijd;Holland Rijnland (AM);354030;9390;26.5;3170;26.5;2390;20.0;1230.0;10.5;2740.0;1140.0;24.0;2060.0;22.0;75.0;2350.0;6.5
954;15 jaar tot AOW-leeftijd;Midden-Holland (AM);119950;3430;28.5;1100;26.0;870;20.5;460.0;11.0;1110.0;340.0;18.5;740.0;21.5;67.0;840.0;7.0
955;15 jaar tot AOW-leeftijd;Haaglanden (AM);548360;33990;62.0;9120;21.5;7920;18.5;4000.0;9.5;13180.0;3240.0;13.5;10440.0;30.5;79.0;2910.0;5.5
956;15 jaar tot AOW-leeftijd;Rijnmond (AM);907840;58510;64.5;15550;21.5;13610;18.5;6810.0;9.5;14850.0;4760.0;17.0;11730.0;20.0;79.0;4900.0;5.5
957;15 jaar tot AOW-leeftijd;Drechtsteden (AM);173410;7510;43.5;2440;25.5;2020;21.0;1030.0;10.5;1560.0;440.0;17.0;930.0;12.5;59.5;1260.0;7.0
958;15 jaar tot AOW-leeftijd;Zeeland (AM);238360;8150;34.0;2740;26.0;2160;20.5;1150.0;11.0;3210.0;910.0;20.0;2440.0;30.0;76.0;2310.0;9.5
959;15 jaar tot AOW-leeftijd;West-Brabant (AM);444640;14630;33.0;4440;24.0;3460;19.0;1750.0;9.5;4880.0;1440.0;16.5;3770.0;26.0;77.5;4290.0;9.5
960;15 jaar tot AOW-leeftijd;Midden-Brabant (AM);305480;11390;37.5;3570;24.0;3370;22.5;1740.0;11.5;3500.0;1210.0;24.0;2410.0;21.0;69.0;2750.0;9.0
961;15 jaar tot AOW-leeftijd;Noordoost-Brabant (AM);397140;10650;27.0;3770;27.0;2980;21.5;1650.0;12.0;4840.0;1330.0;17.0;3530.0;33.0;73.0;5280.0;13.5
962;15 jaar tot AOW-leeftijd;Zuidoost-Brabant (AM);338410;11320;33.5;3390;24.0;2510;18.0;1360.0;9.5;2870.0;1010.0;17.0;2080.0;18.5;72.5;3140.0;9.5
963;15 jaar tot AOW-leeftijd;Noord-Limburg (AM);178130;6020;34.0;2000;26.0;1620;21.0;920.0;12.0;1200.0;380.0;20.0;750.0;12.5;62.5;2150.0;12.0
964;15 jaar tot AOW-leeftijd;Zuid-Limburg (AM);391900;19220;49.0;5210;21.5;4850;20.0;2360.0;9.5;7300.0;1690.0;16.0;5500.0;28.5;75.5;6080.0;15.5
965;15 jaar tot AOW-leeftijd;Food Valley (AM);218130;6150;28.0;1980;25.5;1550;20.0;860.0;11.0;3390.0;780.0;17.5;2520.0;41.0;74.5;1250.0;5.5
966;15 jaar tot AOW-leeftijd;Helmond-De Peel (AM);163070;5340;32.5;1560;23.0;1370;20.5;700.0;10.5;640.0;460.0;18.0;450.0;8.5;69.0;1820.0;11.0
967;15 jaar tot AOW-leeftijd;Midden-Limburg (AM);152370;4980;32.5;1750;26.5;1350;20.5;690.0;10.5;3470.0;860.0;18.5;2790.0;56.0;80.5;1820.0;12.0
968;15 jaar tot AOW-leeftijd;Zuid-Holland Centraal (AM);232270;7630;33.0;2720;27.5;2150;22.0;1170.0;12.0;4390.0;1080.0;15.5;3200.0;42.0;73.0;760.0;3.5
969;15 jaar tot AOW-leeftijd;Gorinchem (AM);91930;2140;23.0;760;28.5;500;19.0;270.0;10.0;1290.0;300.0;18.0;1080.0;50.5;84.0;590.0;6.5
970;15 jaar tot AOW-leeftijd;Regio Zwolle (AM);327600;9580;29.0;3190;26.0;2570;21.0;1440.0;12.0;4870.0;1630.0;23.5;3700.0;38.5;76.0;3000.0;9.0
971;15 jaar tot AOW-leeftijd;Zuid-Kennemerland en IJmond (AM);253940;8490;33.5;2400;22.5;1980;18.5;980.0;9.5;2220.0;530.0;12.5;1780.0;21.0;80.5;1480.0;6.0
972;15 jaar tot AOW-leeftijd;Gemeenten: minder dan 5 000 inwoners;7630;60;7.5;30;35.5;20;26.0;20.0;20.0;30.0;10.0;17.5;20.0;38.5;64.5;30.0;4.0
973;15 jaar tot AOW-leeftijd;Gemeenten: 5 000 tot 10 000 inwoners;94670;2210;23.5;790;28.0;550;19.5;280.0;10.0;1000.0;210.0;14.0;760.0;34.5;76.0;600.0;6.5
974;15 jaar tot AOW-leeftijd;Gemeenten: 10 000 tot 20 000 inwoners;937050;22290;24.0;7900;27.5;6120;21.0;3260.0;11.0;10820.0;2870.0;18.0;8350.0;37.5;77.0;8200.0;9.0
975;15 jaar tot AOW-leeftijd;Gemeenten: 20 000 tot 50 000 inwoners;3838460;105230;27.5;35620;26.5;27690;20.5;14830.0;11.0;52450.0;13470.0;17.5;40390.0;38.5;77.0;33620.0;9.0
976;15 jaar tot AOW-leeftijd;Gemeenten: 50 000 tot 100 000 inwoners;2031500;83160;41.0;25830;24.5;21470;20.5;11090.0;10.5;34290.0;9180.0;17.0;25880.0;31.0;75.5;18350.0;9.0
977;15 jaar tot AOW-leeftijd;Gemeenten: 100 000 tot 150 000 inwoners;1085550;46750;43.0;14760;25.0;11900;20.0;6260.0;10.5;14260.0;4900.0;20.5;10620.0;22.5;74.5;8600.0;8.0
978;15 jaar tot AOW-leeftijd;Gemeenten: 150 000 tot 250 000 inwoners;1578610;82160;52.0;23580;23.0;19840;19.5;10270.0;10.0;21560.0;6980.0;17.5;16390.0;20.0;76.0;13620.0;8.5
979;15 jaar tot AOW-leeftijd;Gemeenten: 250 000 inwoners of meer;1669490;122350;73.5;31500;20.5;27480;18.0;13970.0;9.0;37580.0;9550.0;14.0;26520.0;21.5;70.5;8230.0;5.0
980;AOW-leeftijd of ouder;Nederland;3060980;49410;16.0;6380;12.0;10720;20.0;;;;;;;;;;
981;AOW-leeftijd of ouder;Noord-Nederland (LD);338010;2520;7.5;400;15.0;770;28.5;;;;;;;;;;
982;AOW-leeftijd of ouder;Oost-Nederland (LD);637260;8190;13.0;1110;12.5;1580;17.5;;;;;;;;;;
983;AOW-leeftijd of ouder;West-Nederland (LD);1374770;31040;22.5;3690;11.0;5050;15.0;;;;;;;;;;
984;AOW-leeftijd of ouder;Zuid-Nederland (LD);710940;7610;10.5;1160;13.5;1780;21.0;;;;;;;;;;
985;AOW-leeftijd of ouder;Groningen (PV);106120;1060;10.0;160;13.5;320;28.5;;;;;;;;;;
986;AOW-leeftijd of ouder;Friesland (PV);127640;820;6.5;150;16.5;270;31.0;;;;;;;;;;
987;AOW-leeftijd of ouder;Drenthe (PV);104250;640;6.0;100;15.0;170;25.5;;;;;;;;;;
988;AOW-leeftijd of ouder;Overijssel (PV);205370;2960;14.5;370;11.5;510;15.5;;;;;;;;;;
989;AOW-leeftijd of ouder;Flevoland (PV);50290;1210;24.0;150;11.0;180;13.5;;;;;;;;;;
990;AOW-leeftijd of ouder;Gelderland (PV);381600;4020;10.5;600;13.5;890;20.0;;;;;;;;;;
991;AOW-leeftijd of ouder;Utrecht (PV);201160;3160;15.5;410;11.5;580;16.5;;;;;;;;;;
992;AOW-leeftijd of ouder;Noord-Holland (PV);470790;10950;23.5;1390;11.5;1920;16.0;;;;;;;;;;
993;AOW-leeftijd of ouder;Zuid-Holland (PV);619220;16270;26.5;1820;10.5;2420;13.5;;;;;;;;;;
994;AOW-leeftijd of ouder;Zeeland (PV);83600;660;8.0;80;10.5;130;18.5;;;;;;;;;;
995;AOW-leeftijd of ouder;Noord-Brabant (PV);469560;4990;10.5;780;14.0;1200;21.0;;;;;;;;;;
996;AOW-leeftijd of ouder;Limburg (PV);241370;2620;11.0;380;13.5;580;20.5;;;;;;;;;;
997;AOW-leeftijd of ouder;Oost-Groningen (CR);33020;210;6.5;50;22.0;90;37.0;;;;;;;;;;
998;AOW-leeftijd of ouder;Delfzijl en omgeving (CR);10590;90;9.0;10;9.5;40;37.0;;;;;;;;;;
999;AOW-leeftijd of ouder;Overig Groningen (CR);62520;760;12.0;90;11.5;200;24.5;;;;;;;;;;
1000;AOW-leeftijd of ouder;Noord-Friesland (CR);61450;460;7.5;70;13.5;150;30.5;;;;;;;;;;
1001;AOW-leeftijd of ouder;Zuidwest-Friesland (CR);28100;130;4.5;30;19.0;50;35.5;;;;;;;;;;
1002;AOW-leeftijd of ouder;Zuidoost-Friesland (CR);38100;240;6.0;60;21.5;80;28.5;;;;;;;;;;
1003;AOW-leeftijd of ouder;Noord-Drenthe (CR);40920;230;5.5;40;16.0;50;23.0;;;;;;;;;;
1004;AOW-leeftijd of ouder;Zuidoost-Drenthe (CR);35970;240;7.0;40;16.0;70;27.0;;;;;;;;;;
1005;AOW-leeftijd of ouder;Zuidwest-Drenthe (CR);27360;170;6.0;20;12.5;50;26.0;;;;;;;;;;
1006;AOW-leeftijd of ouder;Noord-Overijssel (CR);60630;470;8.0;60;11.5;100;20.0;;;;;;;;;;
1007;AOW-leeftijd of ouder;Zuidwest-Overijssel (CR);27490;280;10.0;60;16.5;70;22.5;;;;;;;;;;
1008;AOW-leeftijd of ouder;Twente (CR);117250;2210;19.0;260;11.0;340;14.0;;;;;;;;;;
1009;AOW-leeftijd of ouder;Veluwe (CR);124950;930;7.5;150;14.5;220;21.0;;;;;;;;;;
1010;AOW-leeftijd of ouder;Achterhoek (CR);86000;510;6.0;80;15.0;150;26.5;;;;;;;;;;
1011;AOW-leeftijd of ouder;Arnhem/Nijmegen (CR);129450;2180;17.0;310;13.0;440;18.5;;;;;;;;;;
1012;AOW-leeftijd of ouder;Zuidwest-Gelderland (CR);41210;400;9.5;60;13.5;80;19.5;;;;;;;;;;
1013;AOW-leeftijd of ouder;Utrecht (CR);201160;3160;15.5;410;11.5;580;16.5;;;;;;;;;;
1014;AOW-leeftijd of ouder;Kop van Noord-Holland (CR);72830;590;8.0;90;14.0;140;21.5;;;;;;;;;;
1015;AOW-leeftijd of ouder;Alkmaar en omgeving (CR);47880;450;9.5;50;9.5;80;17.0;;;;;;;;;;
1016;AOW-leeftijd of ouder;IJmond (CR);38340;300;7.5;60;17.0;80;23.0;;;;;;;;;;
1017;AOW-leeftijd of ouder;Agglomeratie Haarlem (CR);43980;460;10.5;60;11.5;80;16.0;;;;;;;;;;
1018;AOW-leeftijd of ouder;Zaanstreek (CR);29830;430;14.5;60;12.0;90;17.5;;;;;;;;;;
1019;AOW-leeftijd of ouder;Groot-Amsterdam (CR);186430;8190;44.0;1020;11.0;1340;15.0;;;;;;;;;;
1020;AOW-leeftijd of ouder;Het Gooi en Vechtstreek (CR);51510;530;10.5;70;11.0;120;19.5;;;;;;;;;;
1021;AOW-leeftijd of ouder;Agglomeratie Leiden en Bollenstreek (CR);74190;710;9.5;90;12.0;110;14.5;;;;;;;;;;
1022;AOW-leeftijd of ouder;Agglomeratie 's-Gravenhage (CR);133990;5340;40.0;520;9.0;700;12.0;;;;;;;;;;
1023;AOW-leeftijd of ouder;Delft en Westland (CR);37310;530;14.5;60;10.0;70;12.5;;;;;;;;;;
1024;AOW-leeftijd of ouder;Oost-Zuid-Holland (CR);59060;670;11.5;80;10.0;110;15.0;;;;;;;;;;
1025;AOW-leeftijd of ouder;Groot-Rijnmond (CR);241020;8080;33.5;930;10.5;1210;14.0;;;;;;;;;;
1026;AOW-leeftijd of ouder;Zuidoost-Zuid-Holland (CR);73660;950;13.0;140;13.0;220;20.0;;;;;;;;;;
1027;AOW-leeftijd of ouder;Zeeuwsch-Vlaanderen (CR);25260;210;8.0;30;14.0;40;19.0;;;;;;;;;;
1028;AOW-leeftijd of ouder;Overig Zeeland (CR);58340;450;8.0;40;8.5;90;18.0;;;;;;;;;;
1029;AOW-leeftijd of ouder;West-Noord-Brabant (CR);121200;1310;11.0;190;13.0;340;22.5;;;;;;;;;;
1030;AOW-leeftijd of ouder;Midden-Noord-Brabant (CR);85200;880;10.5;130;13.0;240;23.0;;;;;;;;;;
1031;AOW-leeftijd of ouder;Noordoost-Noord-Brabant (CR);121340;1200;10.0;190;14.0;230;17.5;;;;;;;;;;
1032;AOW-leeftijd of ouder;Zuidoost-Noord-Brabant (CR);141820;1590;11.0;270;15.0;400;22.0;;;;;;;;;;
1033;AOW-leeftijd of ouder;Noord-Limburg (CR);56380;530;9.5;80;14.0;130;22.0;;;;;;;;;;
1034;AOW-leeftijd of ouder;Midden-Limburg (CR);51000;520;10.0;70;13.0;100;18.0;;;;;;;;;;
1035;AOW-leeftijd of ouder;Zuid-Limburg (CR);133990;1570;11.5;230;13.5;350;21.0;;;;;;;;;;
1036;AOW-leeftijd of ouder;Flevoland (CR);50290;1210;24.0;150;11.0;180;13.5;;;;;;;;;;
1037;AOW-leeftijd of ouder;Aa en Hunze;6070;20;4.0;10;25.0;0;;;;;;;;;;;
1038;AOW-leeftijd of ouder;Aalburg;2100;10;3.0;0;;0;;;;;;;;;;;
1039;AOW-leeftijd of ouder;Aalsmeer;5560;20;4.5;0;;10;18.0;;;;;;;;;;
1040;AOW-leeftijd of ouder;Aalten;5560;30;4.5;0;;10;32.0;;;;;;;;;;
1041;AOW-leeftijd of ouder;Achtkarspelen;5040;20;4.5;10;24.0;20;68.0;;;;;;;;;;
1042;AOW-leeftijd of ouder;Alblasserdam;3770;30;6.5;0;;10;24.0;;;;;;;;;;
1043;AOW-leeftijd of ouder;Albrandswaard;3990;30;7.5;0;;0;;;;;;;;;;;
1044;AOW-leeftijd of ouder;Alkmaar;19060;330;17.0;40;10.5;60;17.5;;;;;;;;;;
1045;AOW-leeftijd of ouder;Almelo;13260;460;34.5;40;7.0;60;12.5;;;;;;;;;;
1046;AOW-leeftijd of ouder;Almere;19910;710;35.5;90;11.5;90;12.0;;;;;;;;;;
1047;AOW-leeftijd of ouder;Alphen aan den Rijn;18990;190;10.0;20;11.0;40;17.0;;;;;;;;;;
1048;AOW-leeftijd of ouder;Alphen-Chaam;2080;10;3.5;0;;0;;;;;;;;;;;
1049;AOW-leeftijd of ouder;Ameland;790;0;;0;;0;;;;;;;;;;;
1050;AOW-leeftijd of ouder;Amersfoort;21040;480;22.5;60;11.0;80;15.0;;;;;;;;;;
1051;AOW-leeftijd of ouder;Amstelveen;16520;180;10.5;10;8.0;20;13.0;;;;;;;;;;
1052;AOW-leeftijd of ouder;Amsterdam;98840;7240;73.0;910;11.5;1190;15.0;;;;;;;;;;
1053;AOW-leeftijd of ouder;Apeldoorn;31200;280;9.0;40;13.0;60;18.5;;;;;;;;;;
1054;AOW-leeftijd of ouder;Appingedam;2770;30;9.0;0;;10;43.0;;;;;;;;;;
1055;AOW-leeftijd of ouder;Arnhem;22010;870;39.5;100;10.0;160;17.0;;;;;;;;;;
1056;AOW-leeftijd of ouder;Assen;12270;120;10.0;10;9.5;30;20.5;;;;;;;;;;
1057;AOW-leeftijd of ouder;Asten;3370;10;3.5;0;;0;;;;;;;;;;;
1058;AOW-leeftijd of ouder;Baarle-Nassau;1710;10;4.0;0;;0;;;;;;;;;;;
1059;AOW-leeftijd of ouder;Baarn;5430;30;6.0;10;18.5;10;26.5;;;;;;;;;;
1060;AOW-leeftijd of ouder;Barendrecht;7520;50;7.0;10;22.0;10;12.5;;;;;;;;;;
1061;AOW-leeftijd of ouder;Barneveld;8700;40;4.5;10;17.0;10;27.5;;;;;;;;;;
1062;AOW-leeftijd of ouder;Bedum;2090;10;5.5;0;;0;;;;;;;;;;;
1063;AOW-leeftijd of ouder;Beek (L.);3750;20;6.5;0;;10;21.5;;;;;;;;;;
1064;AOW-leeftijd of ouder;Beemster;1800;10;6.5;0;;0;;;;;;;;;;;
1065;AOW-leeftijd of ouder;Beesel;2800;20;8.5;10;23.5;10;16.5;;;;;;;;;;
1066;AOW-leeftijd of ouder;Bellingwedde;2320;10;3.0;0;;10;71.5;;;;;;;;;;
1067;AOW-leeftijd of ouder;Berg en Dal;7870;60;7.0;10;14.0;20;26.0;;;;;;;;;;
1068;AOW-leeftijd of ouder;Bergeijk;3790;10;2.0;0;;0;;;;;;;;;;;
1069;AOW-leeftijd of ouder;Bergen (L.);2800;20;5.5;0;;0;;;;;;;;;;;
1070;AOW-leeftijd of ouder;Bergen (NH.);8930;20;2.5;0;;10;20.0;;;;;;;;;;
1071;AOW-leeftijd of ouder;Bergen op Zoom;13170;210;16.5;30;10.0;60;24.0;;;;;;;;;;
1072;AOW-leeftijd of ouder;Berkelland;10020;30;3.0;10;24.0;10;18.0;;;;;;;;;;
1073;AOW-leeftijd of ouder;Bernheze;5780;10;1.5;0;;0;;;;;;;;;;;
1074;AOW-leeftijd of ouder;Best;5130;40;7.0;10;24.0;20;35.5;;;;;;;;;;
1075;AOW-leeftijd of ouder;Beuningen;4400;40;9.5;0;;10;14.0;;;;;;;;;;
1076;AOW-leeftijd of ouder;Beverwijk;6970;100;14.0;20;17.5;30;28.5;;;;;;;;;;
1077;AOW-leeftijd of ouder;het Bildt;2080;10;3.5;0;;10;80.0;;;;;;;;;;
1078;AOW-leeftijd of ouder;De Bilt;9770;50;5.5;10;15.0;10;20.0;;;;;;;;;;
1079;AOW-leeftijd of ouder;Binnenmaas;6300;0;;0;;0;;;;;;;;;;;
1080;AOW-leeftijd of ouder;Bladel;3990;10;3.0;0;;10;40.0;;;;;;;;;;
1081;AOW-leeftijd of ouder;Blaricum;2590;10;4.5;0;;0;;;;;;;;;;;
1082;AOW-leeftijd of ouder;Bloemendaal;5820;20;3.5;0;;0;;;;;;;;;;;
1083;AOW-leeftijd of ouder;Bodegraven-Reeuwijk;6330;40;6.0;0;;0;;;;;;;;;;;
1084;AOW-leeftijd of ouder;Boekel;1790;0;;0;;0;;;;;;;;;;;
1085;AOW-leeftijd of ouder;Ten Boer;1370;0;;0;;0;;;;;;;;;;;
1086;AOW-leeftijd of ouder;Borger-Odoorn;5760;10;2.5;0;;10;41.0;;;;;;;;;;
1087;AOW-leeftijd of ouder;Borne;4550;50;10.0;10;13.0;0;;;;;;;;;;;
1088;AOW-leeftijd of ouder;Borsele;4210;20;4.5;0;;10;28.0;;;;;;;;;;
1089;AOW-leeftijd of ouder;Boxmeer;5860;30;4.5;10;21.5;0;;;;;;;;;;;
1090;AOW-leeftijd of ouder;Boxtel;6160;60;10.0;0;;10;11.0;;;;;;;;;;
1091;AOW-leeftijd of ouder;Breda;31170;480;15.0;70;13.5;120;22.5;;;;;;;;;;
1092;AOW-leeftijd of ouder;Brielle;3520;10;3.5;0;;0;;;;;;;;;;;
1093;AOW-leeftijd of ouder;Bronckhorst;8550;20;2.0;0;;10;31.5;;;;;;;;;;
1094;AOW-leeftijd of ouder;Brummen;4870;10;2.5;0;;0;;;;;;;;;;;
1095;AOW-leeftijd of ouder;Brunssum;6410;80;12.0;10;10.5;20;21.5;;;;;;;;;;
1096;AOW-leeftijd of ouder;Bunnik;3170;0;;0;;0;;;;;;;;;;;
1097;AOW-leeftijd of ouder;Bunschoten;3180;10;4.0;0;;0;;;;;;;;;;;
1098;AOW-leeftijd of ouder;Buren;4760;10;2.0;0;;0;;;;;;;;;;;
1099;AOW-leeftijd of ouder;Capelle aan den IJssel;12150;310;25.5;40;13.5;50;15.5;;;;;;;;;;
1100;AOW-leeftijd of ouder;Castricum;8220;10;1.5;0;;10;44.0;;;;;;;;;;
1101;AOW-leeftijd of ouder;Coevorden;7770;40;5.0;10;13.5;20;36.5;;;;;;;;;;
1102;AOW-leeftijd of ouder;Cranendonck;4500;30;6.0;0;;10;26.0;;;;;;;;;;
1103;AOW-leeftijd of ouder;Cromstrijen;2800;10;2.0;0;;0;;;;;;;;;;;
1104;AOW-leeftijd of ouder;Cuijk;4850;80;16.5;10;14.5;10;8.5;;;;;;;;;;
1105;AOW-leeftijd of ouder;Culemborg;4620;110;23.5;20;12.5;20;15.5;;;;;;;;;;
1106;AOW-leeftijd of ouder;Dalfsen;5460;20;2.5;0;;0;;;;;;;;;;;
1107;AOW-leeftijd of ouder;Dantumadiel;3830;20;5.0;0;;10;35.0;;;;;;;;;;
1108;AOW-leeftijd of ouder;Delft;15030;400;27.0;30;8.0;50;12.0;;;;;;;;;;
1109;AOW-leeftijd of ouder;Delfzijl;5830;60;10.5;10;10.0;20;32.5;;;;;;;;;;
1110;AOW-leeftijd of ouder;Deurne;6270;30;4.5;10;15.5;10;22.0;;;;;;;;;;
1111;AOW-leeftijd of ouder;Deventer;16610;250;15.0;50;15.5;60;21.5;;;;;;;;;;
1112;AOW-leeftijd of ouder;Diemen;4150;120;28.5;10;11.5;10;10.0;;;;;;;;;;
1113;AOW-leeftijd of ouder;Dinkelland;5230;30;5.0;0;;10;20.0;;;;;;;;;;
1114;AOW-leeftijd of ouder;Doesburg;2500;40;16.0;10;25.0;10;18.0;;;;;;;;;;
1115;AOW-leeftijd of ouder;Doetinchem;11000;110;10.0;20;18.0;40;30.0;;;;;;;;;;
1116;AOW-leeftijd of ouder;Dongen;4980;40;7.5;10;16.5;10;23.5;;;;;;;;;;
1117;AOW-leeftijd of ouder;Dongeradeel;4830;30;7.0;10;16.0;10;19.0;;;;;;;;;;
1118;AOW-leeftijd of ouder;Dordrecht;21030;480;22.5;80;14.5;100;19.5;;;;;;;;;;
1119;AOW-leeftijd of ouder;Drechterland;3740;10;2.5;0;;0;;;;;;;;;;;
1120;AOW-leeftijd of ouder;Drimmelen;5460;20;3.0;0;;0;;;;;;;;;;;
1121;AOW-leeftijd of ouder;Dronten;6670;70;11.0;10;9.0;10;17.0;;;;;;;;;;
1122;AOW-leeftijd of ouder;Druten;3230;30;9.5;0;;10;16.5;;;;;;;;;;
1123;AOW-leeftijd of ouder;Duiven;4220;30;7.0;0;;10;23.5;;;;;;;;;;
1124;AOW-leeftijd of ouder;Echt-Susteren;7290;50;6.5;10;19.0;10;21.5;;;;;;;;;;
1125;AOW-leeftijd of ouder;Edam-Volendam;6760;20;2.5;0;;0;;;;;;;;;;;
1126;AOW-leeftijd of ouder;Ede;19300;220;11.5;30;13.0;30;13.5;;;;;;;;;;
1127;AOW-leeftijd of ouder;Eemnes;1700;10;7.0;0;;0;;;;;;;;;;;
1128;AOW-leeftijd of ouder;Eemsmond;3370;10;2.5;0;;10;63.5;;;;;;;;;;
1129;AOW-leeftijd of ouder;Eersel;3820;10;3.0;10;31.5;10;44.0;;;;;;;;;;
1130;AOW-leeftijd of ouder;Eijsden-Margraten;5800;10;1.5;0;;0;;;;;;;;;;;
1131;AOW-leeftijd of ouder;Eindhoven;36720;850;23.0;130;13.5;180;18.5;;;;;;;;;;
1132;AOW-leeftijd of ouder;Elburg;4180;10;2.0;0;;0;;;;;;;;;;;
1133;AOW-leeftijd of ouder;Emmen;22430;190;8.5;30;16.0;50;24.0;;;;;;;;;;
1134;AOW-leeftijd of ouder;Enkhuizen;3600;30;8.5;0;;10;36.5;;;;;;;;;;
1135;AOW-leeftijd of ouder;Enschede;26400;960;36.5;120;11.5;140;13.5;;;;;;;;;;
1136;AOW-leeftijd of ouder;Epe;7650;60;7.0;10;14.0;20;31.5;;;;;;;;;;
1137;AOW-leeftijd of ouder;Ermelo;5830;20;3.0;0;;0;;;;;;;;;;;
1138;AOW-leeftijd of ouder;Etten-Leur;8040;90;11.0;10;14.0;20;15.0;;;;;;;;;;
1139;AOW-leeftijd of ouder;Ferwerderadiel;1640;10;5.5;0;;10;41.5;;;;;;;;;;
1140;AOW-leeftijd of ouder;Franekeradeel;4160;20;5.5;0;;10;43.5;;;;;;;;;;
1141;AOW-leeftijd of ouder;De Fryske Marren;10800;50;5.0;10;18.0;10;16.5;;;;;;;;;;
1142;AOW-leeftijd of ouder;Geertruidenberg;4110;10;3.0;0;;0;;;;;;;;;;;
1143;AOW-leeftijd of ouder;Geldermalsen;4800;30;6.0;0;;0;;;;;;;;;;;
1144;AOW-leeftijd of ouder;Geldrop-Mierlo;7990;70;9.0;10;14.5;10;17.0;;;;;;;;;;
1145;AOW-leeftijd of ouder;Gemert-Bakel;5250;30;5.5;10;27.5;10;39.5;;;;;;;;;;
1146;AOW-leeftijd of ouder;Gennep;3600;20;5.5;0;;0;;;;;;;;;;;
1147;AOW-leeftijd of ouder;Giessenlanden;2740;10;2.0;0;;0;;;;;;;;;;;
1148;AOW-leeftijd of ouder;Gilze en Rijen;5030;30;5.5;0;;10;30.0;;;;;;;;;;
1149;AOW-leeftijd of ouder;Goeree-Overflakkee;9810;20;2.0;0;;10;43.5;;;;;;;;;;
1150;AOW-leeftijd of ouder;Goes;8230;60;8.0;0;;10;18.5;;;;;;;;;;
1151;AOW-leeftijd of ouder;Goirle;4850;30;5.0;0;;0;;;;;;;;;;;
1152;AOW-leeftijd of ouder;Gooise Meren;11660;90;8.0;10;9.0;20;21.0;;;;;;;;;;
1153;AOW-leeftijd of ouder;Gorinchem;6170;110;17.5;10;10.0;30;23.0;;;;;;;;;;
1154;AOW-leeftijd of ouder;Gouda;12610;310;24.5;30;8.5;40;12.5;;;;;;;;;;
1155;AOW-leeftijd of ouder;Grave;2480;10;5.0;0;;10;42.0;;;;;;;;;;
1156;AOW-leeftijd of ouder;'s-Gravenhage (gemeente);72160;4230;58.5;430;9.5;560;12.0;;;;;;;;;;
1157;AOW-leeftijd of ouder;Groningen (gemeente);24090;540;22.5;60;11.0;140;24.5;;;;;;;;;;
1158;AOW-leeftijd of ouder;Grootegast;2060;10;2.5;0;;0;;;;;;;;;;;
1159;AOW-leeftijd of ouder;Gulpen-Wittem;3650;20;4.0;0;;10;37.0;;;;;;;;;;
1160;AOW-leeftijd of ouder;Haaksbergen;5290;30;5.5;0;;10;34.5;;;;;;;;;;
1161;AOW-leeftijd of ouder;Haaren;2990;10;4.0;10;58.5;0;;;;;;;;;;;
1162;AOW-leeftijd of ouder;Haarlem;26000;370;14.5;50;12.0;60;15.5;;;;;;;;;;
1163;AOW-leeftijd of ouder;Haarlemmerliede en Spaarnwoude;970;10;6.0;0;;0;;;;;;;;;;;
1164;AOW-leeftijd of ouder;Haarlemmermeer;22450;250;11.0;30;11.0;40;14.5;;;;;;;;;;
1165;AOW-leeftijd of ouder;Halderberge;6430;50;7.0;10;16.0;10;24.0;;;;;;;;;;
1166;AOW-leeftijd of ouder;Hardenberg;10270;60;6.0;10;12.5;20;30.0;;;;;;;;;;
1167;AOW-leeftijd of ouder;Harderwijk;7740;90;12.0;10;12.5;20;16.5;;;;;;;;;;
1168;AOW-leeftijd of ouder;Hardinxveld-Giessendam;3140;10;3.0;0;;0;;;;;;;;;;;
1169;AOW-leeftijd of ouder;Haren;5010;20;3.5;10;19.0;0;;;;;;;;;;;
1170;AOW-leeftijd of ouder;Harlingen;3560;20;6.5;0;;10;52.0;;;;;;;;;;
1171;AOW-leeftijd of ouder;Hattem;2530;10;3.0;0;;10;80.0;;;;;;;;;;
1172;AOW-leeftijd of ouder;Heemskerk;8070;70;9.0;10;15.5;20;19.0;;;;;;;;;;
1173;AOW-leeftijd of ouder;Heemstede;6960;30;4.0;0;;10;17.0;;;;;;;;;;
1174;AOW-leeftijd of ouder;Heerde;4030;10;1.5;0;;10;55.5;;;;;;;;;;
1175;AOW-leeftijd of ouder;Heerenveen;10110;80;8.0;20;20.0;20;25.5;;;;;;;;;;
1176;AOW-leeftijd of ouder;Heerhugowaard;9020;80;8.5;10;10.0;10;11.0;;;;;;;;;;
1177;AOW-leeftijd of ouder;Heerlen;18540;360;19.5;50;12.5;80;20.5;;;;;;;;;;
1178;AOW-leeftijd of ouder;Heeze-Leende;3490;10;3.0;10;54.5;10;45.5;;;;;;;;;;
1179;AOW-leeftijd of ouder;Heiloo;5840;20;2.5;0;;10;33.5;;;;;;;;;;
