ID;Eigendomsvorm;RegioS;Perioden;AantalWoningenBouwvergunningVerleend_1;GemiddeldeBouwkostenPerWoning_2;GemiddeldeInhoudPerWoning_3;GemiddeldeBouwkostenPerKubiekeMeter_4;GemiddeldeProjectgrootte_5
824;Koopwoningen;Zuid-Holland (PV);2004;13905;122;516;237;12
825;Koopwoningen;Zuid-Holland (PV);2005;12904;129;548;236;11
826;Koopwoningen;Zuid-Holland (PV);2006;16456;126;535;236;11
827;Koopwoningen;Zuid-Holland (PV);2007;12936;145;540;268;8
828;Koopwoningen;Zuid-Holland (PV);2008;14159;145;533;273;11
829;Koopwoningen;Zuid-Holland (PV);2009;10442;146;542;269;9
830;Koopwoningen;Zuid-Holland (PV);2010;8250;152;541;281;8
831;Koopwoningen;Zuid-Holland (PV);2011;7337;138;503;274;8
832;Koopwoningen;Zuid-Holland (PV);2012;4379;131;496;265;7
833;Koopwoningen;Zuid-Holland (PV);2013;2702;130;501;259;5
834;Koopwoningen;Zuid-Holland (PV);2014;6127;120;491;245;7
835;Koopwoningen;Zuid-Holland (PV);2015;7388;129;532;242;7
836;Koopwoningen;Zuid-Holland (PV);2016;8368;137;532;257;7
837;Koopwoningen;Zeeland (PV);1990;1416;67;470;143;2
838;Koopwoningen;Zeeland (PV);1991;1199;69;463;149;2
839;Koopwoningen;Zeeland (PV);1992;1805;68;442;153;2
840;Koopwoningen;Zeeland (PV);1993;1835;75;463;162;2
841;Koopwoningen;Zeeland (PV);1994;2069;77;470;163;2
842;Koopwoningen;Zeeland (PV);1995;1846;82;488;168;2
843;Koopwoningen;Zeeland (PV);1996;2010;86;502;172;2
844;Koopwoningen;Zeeland (PV);1997;2113;90;490;184;3
845;Koopwoningen;Zeeland (PV);1998;1710;92;524;176;2
846;Koopwoningen;Zeeland (PV);1999;1721;102;536;190;2
847;Koopwoningen;Zeeland (PV);2000;1233;119;604;197;2
848;Koopwoningen;Zeeland (PV);2001;1054;126;568;222;2
849;Koopwoningen;Zeeland (PV);2002;1330;131;557;234;3
850;Koopwoningen;Zeeland (PV);2003;1245;139;581;239;3
851;Koopwoningen;Zeeland (PV);2004;1215;142;608;234;3
852;Koopwoningen;Zeeland (PV);2005;1383;147;585;251;3
853;Koopwoningen;Zeeland (PV);2006;1684;131;551;238;4
854;Koopwoningen;Zeeland (PV);2007;1314;162;632;257;3
855;Koopwoningen;Zeeland (PV);2008;1498;164;588;279;4
856;Koopwoningen;Zeeland (PV);2009;1140;161;583;276;3
857;Koopwoningen;Zeeland (PV);2010;971;147;536;274;3
858;Koopwoningen;Zeeland (PV);2011;898;160;572;279;3
859;Koopwoningen;Zeeland (PV);2012;730;156;580;268;3
860;Koopwoningen;Zeeland (PV);2013;337;170;615;277;3
861;Koopwoningen;Zeeland (PV);2014;531;156;590;264;2
862;Koopwoningen;Zeeland (PV);2015;871;145;556;260;3
863;Koopwoningen;Zeeland (PV);2016;770;157;573;274;2
864;Koopwoningen;Noord-Brabant (PV);1990;10758;64;485;133;2
865;Koopwoningen;Noord-Brabant (PV);1991;9364;64;481;134;2
866;Koopwoningen;Noord-Brabant (PV);1992;9334;70;506;139;2
867;Koopwoningen;Noord-Brabant (PV);1993;10470;73;501;146;3
868;Koopwoningen;Noord-Brabant (PV);1994;11357;78;520;151;2
869;Koopwoningen;Noord-Brabant (PV);1995;9726;82;518;158;3
870;Koopwoningen;Noord-Brabant (PV);1996;13190;82;505;162;3
871;Koopwoningen;Noord-Brabant (PV);1997;12485;86;511;169;3
872;Koopwoningen;Noord-Brabant (PV);1998;12077;86;503;171;4
873;Koopwoningen;Noord-Brabant (PV);1999;9438;104;568;183;3
874;Koopwoningen;Noord-Brabant (PV);2000;8533;114;578;197;3
875;Koopwoningen;Noord-Brabant (PV);2001;6838;125;597;210;3
876;Koopwoningen;Noord-Brabant (PV);2002;6980;139;586;238;3
877;Koopwoningen;Noord-Brabant (PV);2003;6763;139;587;237;3
878;Koopwoningen;Noord-Brabant (PV);2004;8085;136;570;239;4
879;Koopwoningen;Noord-Brabant (PV);2005;9907;135;550;245;5
880;Koopwoningen;Noord-Brabant (PV);2006;8995;143;580;247;4
881;Koopwoningen;Noord-Brabant (PV);2007;10877;149;575;260;5
882;Koopwoningen;Noord-Brabant (PV);2008;10236;156;582;268;4
883;Koopwoningen;Noord-Brabant (PV);2009;7909;158;582;272;4
884;Koopwoningen;Noord-Brabant (PV);2010;6881;141;547;258;4
885;Koopwoningen;Noord-Brabant (PV);2011;6551;148;557;266;4
886;Koopwoningen;Noord-Brabant (PV);2012;3804;165;612;269;3
887;Koopwoningen;Noord-Brabant (PV);2013;2707;152;576;264;3
888;Koopwoningen;Noord-Brabant (PV);2014;3482;146;570;256;3
889;Koopwoningen;Noord-Brabant (PV);2015;5849;140;552;254;4
890;Koopwoningen;Noord-Brabant (PV);2016;5428;145;568;255;3
891;Koopwoningen;Limburg (PV);1990;4108;61;467;130;2
892;Koopwoningen;Limburg (PV);1991;3495;65;483;134;2
893;Koopwoningen;Limburg (PV);1992;4073;67;489;137;2
894;Koopwoningen;Limburg (PV);1993;3899;71;492;144;2
895;Koopwoningen;Limburg (PV);1994;4317;77;505;152;2
896;Koopwoningen;Limburg (PV);1995;4471;73;466;156;3
897;Koopwoningen;Limburg (PV);1996;3770;80;499;160;3
898;Koopwoningen;Limburg (PV);1997;4192;81;503;161;3
899;Koopwoningen;Limburg (PV);1998;3765;90;526;172;3
900;Koopwoningen;Limburg (PV);1999;4058;97;551;175;4
901;Koopwoningen;Limburg (PV);2000;4139;102;546;186;3
902;Koopwoningen;Limburg (PV);2001;3010;118;593;198;3
903;Koopwoningen;Limburg (PV);2002;2586;125;588;212;3
904;Koopwoningen;Limburg (PV);2003;2553;126;584;215;3
905;Koopwoningen;Limburg (PV);2004;3212;126;553;229;4
906;Koopwoningen;Limburg (PV);2005;4070;136;561;242;4
907;Koopwoningen;Limburg (PV);2006;3878;142;584;243;4
908;Koopwoningen;Limburg (PV);2007;3400;144;585;247;4
909;Koopwoningen;Limburg (PV);2008;3246;153;602;254;4
910;Koopwoningen;Limburg (PV);2009;1880;157;594;264;3
911;Koopwoningen;Limburg (PV);2010;1595;159;614;259;3
912;Koopwoningen;Limburg (PV);2011;1343;162;605;267;3
913;Koopwoningen;Limburg (PV);2012;887;144;590;243;3
914;Koopwoningen;Limburg (PV);2013;565;169;633;267;2
915;Koopwoningen;Limburg (PV);2014;833;151;582;259;3
916;Koopwoningen;Limburg (PV);2015;1221;156;600;259;3
917;Koopwoningen;Limburg (PV);2016;1179;176;642;273;2
