ID;NederlandseZeehavens;Vervoerstroom;SoortLading;Perioden;BrutoplusgewichtOvergeslagenGoederen_1
2624;Havengebied Amsterdam;Aanvoer naar Nederland;Stukgoederen/Overig;2021 3e kwartaal;231
2625;Havengebied Amsterdam;Aanvoer naar Nederland;Stukgoederen/Overig;2021 4e kwartaal;220
2626;Havengebied Amsterdam;Aanvoer naar Nederland;Stukgoederen/Overig;2021;1084
2627;Havengebied Amsterdam;Aanvoer naar Nederland;Stukgoederen/Overig;2022 1e kwartaal;265
2628;Havengebied Amsterdam;Aanvoer naar Nederland;Stukgoederen/Overig;2022 2e kwartaal;565
2629;Havengebied Amsterdam;Aanvoer naar Nederland;Stukgoederen/Overig;2022 3e kwartaal;471
2630;Havengebied Amsterdam;Aanvoer naar Nederland;Stukgoederen/Overig;2022 4e kwartaal;287
2631;Havengebied Amsterdam;Aanvoer naar Nederland;Stukgoederen/Overig;2022;1588
2632;Havengebied Amsterdam;Aanvoer naar Nederland;Stukgoederen/Overig;2023 1e kwartaal;275
2633;Havengebied Amsterdam;Aanvoer naar Nederland;Stukgoederen/Overig;2023 2e kwartaal;208
2634;Havengebied Amsterdam;Aanvoer naar Nederland;Stukgoederen/Overig;2023 3e kwartaal;299
2635;Havengebied Amsterdam;Aanvoer naar Nederland;Stukgoederen/Overig;2023 4e kwartaal;185
2636;Havengebied Amsterdam;Aanvoer naar Nederland;Stukgoederen/Overig;2023;966
2637;Havengebied Amsterdam;Aanvoer naar Nederland;Stukgoederen/Overig;2024 1e kwartaal;193
2638;Havengebied Amsterdam;Aanvoer naar Nederland;Stukgoederen/Overig;2024 2e kwartaal;497
2639;Havengebied Amsterdam;Aanvoer naar Nederland;Stukgoederen/Overig;2024 3e kwartaal;344
2640;Havengebied Amsterdam;Aanvoer naar Nederland;Onbekende verschijningsvorm;2015 1e kwartaal;17
2641;Havengebied Amsterdam;Aanvoer naar Nederland;Onbekende verschijningsvorm;2015 2e kwartaal;8
2642;Havengebied Amsterdam;Aanvoer naar Nederland;Onbekende verschijningsvorm;2015 3e kwartaal;13
2643;Havengebied Amsterdam;Aanvoer naar Nederland;Onbekende verschijningsvorm;2015 4e kwartaal;13
2644;Havengebied Amsterdam;Aanvoer naar Nederland;Onbekende verschijningsvorm;2015;51
2645;Havengebied Amsterdam;Aanvoer naar Nederland;Onbekende verschijningsvorm;2016 1e kwartaal;17
2646;Havengebied Amsterdam;Aanvoer naar Nederland;Onbekende verschijningsvorm;2016 2e kwartaal;17
2647;Havengebied Amsterdam;Aanvoer naar Nederland;Onbekende verschijningsvorm;2016 3e kwartaal;25
2648;Havengebied Amsterdam;Aanvoer naar Nederland;Onbekende verschijningsvorm;2016 4e kwartaal;21
2649;Havengebied Amsterdam;Aanvoer naar Nederland;Onbekende verschijningsvorm;2016;80
2650;Havengebied Amsterdam;Aanvoer naar Nederland;Onbekende verschijningsvorm;2017 1e kwartaal;23
2651;Havengebied Amsterdam;Aanvoer naar Nederland;Onbekende verschijningsvorm;2017 2e kwartaal;11
2652;Havengebied Amsterdam;Aanvoer naar Nederland;Onbekende verschijningsvorm;2017 3e kwartaal;8
2653;Havengebied Amsterdam;Aanvoer naar Nederland;Onbekende verschijningsvorm;2017 4e kwartaal;14
2654;Havengebied Amsterdam;Aanvoer naar Nederland;Onbekende verschijningsvorm;2017;56
2655;Havengebied Amsterdam;Aanvoer naar Nederland;Onbekende verschijningsvorm;2018 1e kwartaal;50
2656;Havengebied Amsterdam;Aanvoer naar Nederland;Onbekende verschijningsvorm;2018 2e kwartaal;45
2657;Havengebied Amsterdam;Aanvoer naar Nederland;Onbekende verschijningsvorm;2018 3e kwartaal;14
2658;Havengebied Amsterdam;Aanvoer naar Nederland;Onbekende verschijningsvorm;2018 4e kwartaal;24
2659;Havengebied Amsterdam;Aanvoer naar Nederland;Onbekende verschijningsvorm;2018;132
2660;Havengebied Amsterdam;Aanvoer naar Nederland;Onbekende verschijningsvorm;2019 1e kwartaal;12
2661;Havengebied Amsterdam;Aanvoer naar Nederland;Onbekende verschijningsvorm;2019 2e kwartaal;34
2662;Havengebied Amsterdam;Aanvoer naar Nederland;Onbekende verschijningsvorm;2019 3e kwartaal;24
2663;Havengebied Amsterdam;Aanvoer naar Nederland;Onbekende verschijningsvorm;2019 4e kwartaal;19
2664;Havengebied Amsterdam;Aanvoer naar Nederland;Onbekende verschijningsvorm;2019;89
2665;Havengebied Amsterdam;Aanvoer naar Nederland;Onbekende verschijningsvorm;2020 1e kwartaal;5
2666;Havengebied Amsterdam;Aanvoer naar Nederland;Onbekende verschijningsvorm;2020 2e kwartaal;7
2667;Havengebied Amsterdam;Aanvoer naar Nederland;Onbekende verschijningsvorm;2020 3e kwartaal;8
2668;Havengebied Amsterdam;Aanvoer naar Nederland;Onbekende verschijningsvorm;2020 4e kwartaal;18
2669;Havengebied Amsterdam;Aanvoer naar Nederland;Onbekende verschijningsvorm;2020;37
2670;Havengebied Amsterdam;Aanvoer naar Nederland;Onbekende verschijningsvorm;2021 1e kwartaal;14
2671;Havengebied Amsterdam;Aanvoer naar Nederland;Onbekende verschijningsvorm;2021 2e kwartaal;27
2672;Havengebied Amsterdam;Aanvoer naar Nederland;Onbekende verschijningsvorm;2021 3e kwartaal;17
2673;Havengebied Amsterdam;Aanvoer naar Nederland;Onbekende verschijningsvorm;2021 4e kwartaal;19
2674;Havengebied Amsterdam;Aanvoer naar Nederland;Onbekende verschijningsvorm;2021;77
2675;Havengebied Amsterdam;Aanvoer naar Nederland;Onbekende verschijningsvorm;2022 1e kwartaal;11
2676;Havengebied Amsterdam;Aanvoer naar Nederland;Onbekende verschijningsvorm;2022 2e kwartaal;19
2677;Havengebied Amsterdam;Aanvoer naar Nederland;Onbekende verschijningsvorm;2022 3e kwartaal;13
2678;Havengebied Amsterdam;Aanvoer naar Nederland;Onbekende verschijningsvorm;2022 4e kwartaal;15
2679;Havengebied Amsterdam;Aanvoer naar Nederland;Onbekende verschijningsvorm;2022;58
2680;Havengebied Amsterdam;Aanvoer naar Nederland;Onbekende verschijningsvorm;2023 1e kwartaal;12
2681;Havengebied Amsterdam;Aanvoer naar Nederland;Onbekende verschijningsvorm;2023 2e kwartaal;7
2682;Havengebied Amsterdam;Aanvoer naar Nederland;Onbekende verschijningsvorm;2023 3e kwartaal;1
2683;Havengebied Amsterdam;Aanvoer naar Nederland;Onbekende verschijningsvorm;2023 4e kwartaal;6
2684;Havengebied Amsterdam;Aanvoer naar Nederland;Onbekende verschijningsvorm;2023;26
2685;Havengebied Amsterdam;Aanvoer naar Nederland;Onbekende verschijningsvorm;2024 1e kwartaal;25
2686;Havengebied Amsterdam;Aanvoer naar Nederland;Onbekende verschijningsvorm;2024 2e kwartaal;5
2687;Havengebied Amsterdam;Aanvoer naar Nederland;Onbekende verschijningsvorm;2024 3e kwartaal;2
2688;Havengebied Amsterdam;Afvoer naar buitenland;Totaal lading;2015 1e kwartaal;8524
2689;Havengebied Amsterdam;Afvoer naar buitenland;Totaal lading;2015 2e kwartaal;8490
2690;Havengebied Amsterdam;Afvoer naar buitenland;Totaal lading;2015 3e kwartaal;7087
2691;Havengebied Amsterdam;Afvoer naar buitenland;Totaal lading;2015 4e kwartaal;7455
2692;Havengebied Amsterdam;Afvoer naar buitenland;Totaal lading;2015;31556
2693;Havengebied Amsterdam;Afvoer naar buitenland;Totaal lading;2016 1e kwartaal;8449
2694;Havengebied Amsterdam;Afvoer naar buitenland;Totaal lading;2016 2e kwartaal;8580
2695;Havengebied Amsterdam;Afvoer naar buitenland;Totaal lading;2016 3e kwartaal;8147
2696;Havengebied Amsterdam;Afvoer naar buitenland;Totaal lading;2016 4e kwartaal;8573
2697;Havengebied Amsterdam;Afvoer naar buitenland;Totaal lading;2016;33748
2698;Havengebied Amsterdam;Afvoer naar buitenland;Totaal lading;2017 1e kwartaal;9220
2699;Havengebied Amsterdam;Afvoer naar buitenland;Totaal lading;2017 2e kwartaal;8668
2700;Havengebied Amsterdam;Afvoer naar buitenland;Totaal lading;2017 3e kwartaal;8447
2701;Havengebied Amsterdam;Afvoer naar buitenland;Totaal lading;2017 4e kwartaal;8629
2702;Havengebied Amsterdam;Afvoer naar buitenland;Totaal lading;2017;34963
2703;Havengebied Amsterdam;Afvoer naar buitenland;Totaal lading;2018 1e kwartaal;9100
2704;Havengebied Amsterdam;Afvoer naar buitenland;Totaal lading;2018 2e kwartaal;9012
2705;Havengebied Amsterdam;Afvoer naar buitenland;Totaal lading;2018 3e kwartaal;9070
2706;Havengebied Amsterdam;Afvoer naar buitenland;Totaal lading;2018 4e kwartaal;8790
2707;Havengebied Amsterdam;Afvoer naar buitenland;Totaal lading;2018;35972
2708;Havengebied Amsterdam;Afvoer naar buitenland;Totaal lading;2019 1e kwartaal;8988
2709;Havengebied Amsterdam;Afvoer naar buitenland;Totaal lading;2019 2e kwartaal;9459
2710;Havengebied Amsterdam;Afvoer naar buitenland;Totaal lading;2019 3e kwartaal;9469
2711;Havengebied Amsterdam;Afvoer naar buitenland;Totaal lading;2019 4e kwartaal;9784
2712;Havengebied Amsterdam;Afvoer naar buitenland;Totaal lading;2019;37701
2713;Havengebied Amsterdam;Afvoer naar buitenland;Totaal lading;2020 1e kwartaal;9560
2714;Havengebied Amsterdam;Afvoer naar buitenland;Totaal lading;2020 2e kwartaal;8813
2715;Havengebied Amsterdam;Afvoer naar buitenland;Totaal lading;2020 3e kwartaal;7863
2716;Havengebied Amsterdam;Afvoer naar buitenland;Totaal lading;2020 4e kwartaal;9079
2717;Havengebied Amsterdam;Afvoer naar buitenland;Totaal lading;2020;35315
2718;Havengebied Amsterdam;Afvoer naar buitenland;Totaal lading;2021 1e kwartaal;9214
2719;Havengebied Amsterdam;Afvoer naar buitenland;Totaal lading;2021 2e kwartaal;9304
2720;Havengebied Amsterdam;Afvoer naar buitenland;Totaal lading;2021 3e kwartaal;8452
2721;Havengebied Amsterdam;Afvoer naar buitenland;Totaal lading;2021 4e kwartaal;7830
2722;Havengebied Amsterdam;Afvoer naar buitenland;Totaal lading;2021;34801
2723;Havengebied Amsterdam;Afvoer naar buitenland;Totaal lading;2022 1e kwartaal;7609
2724;Havengebied Amsterdam;Afvoer naar buitenland;Totaal lading;2022 2e kwartaal;9126
2725;Havengebied Amsterdam;Afvoer naar buitenland;Totaal lading;2022 3e kwartaal;9227
2726;Havengebied Amsterdam;Afvoer naar buitenland;Totaal lading;2022 4e kwartaal;7284
2727;Havengebied Amsterdam;Afvoer naar buitenland;Totaal lading;2022;33246
2728;Havengebied Amsterdam;Afvoer naar buitenland;Totaal lading;2023 1e kwartaal;7662
2729;Havengebied Amsterdam;Afvoer naar buitenland;Totaal lading;2023 2e kwartaal;9563
2730;Havengebied Amsterdam;Afvoer naar buitenland;Totaal lading;2023 3e kwartaal;7121
2731;Havengebied Amsterdam;Afvoer naar buitenland;Totaal lading;2023 4e kwartaal;7124
2732;Havengebied Amsterdam;Afvoer naar buitenland;Totaal lading;2023;31471
2733;Havengebied Amsterdam;Afvoer naar buitenland;Totaal lading;2024 1e kwartaal;7600
2734;Havengebied Amsterdam;Afvoer naar buitenland;Totaal lading;2024 2e kwartaal;7978
2735;Havengebied Amsterdam;Afvoer naar buitenland;Totaal lading;2024 3e kwartaal;7419
2736;Havengebied Amsterdam;Afvoer naar buitenland;Droge bulk lading;2015 1e kwartaal;1116
2737;Havengebied Amsterdam;Afvoer naar buitenland;Droge bulk lading;2015 2e kwartaal;1014
2738;Havengebied Amsterdam;Afvoer naar buitenland;Droge bulk lading;2015 3e kwartaal;1032
2739;Havengebied Amsterdam;Afvoer naar buitenland;Droge bulk lading;2015 4e kwartaal;1142
2740;Havengebied Amsterdam;Afvoer naar buitenland;Droge bulk lading;2015;4304
2741;Havengebied Amsterdam;Afvoer naar buitenland;Droge bulk lading;2016 1e kwartaal;923
2742;Havengebied Amsterdam;Afvoer naar buitenland;Droge bulk lading;2016 2e kwartaal;997
2743;Havengebied Amsterdam;Afvoer naar buitenland;Droge bulk lading;2016 3e kwartaal;934
2744;Havengebied Amsterdam;Afvoer naar buitenland;Droge bulk lading;2016 4e kwartaal;962
2745;Havengebied Amsterdam;Afvoer naar buitenland;Droge bulk lading;2016;3816
2746;Havengebied Amsterdam;Afvoer naar buitenland;Droge bulk lading;2017 1e kwartaal;1007
2747;Havengebied Amsterdam;Afvoer naar buitenland;Droge bulk lading;2017 2e kwartaal;1120
2748;Havengebied Amsterdam;Afvoer naar buitenland;Droge bulk lading;2017 3e kwartaal;1116
2749;Havengebied Amsterdam;Afvoer naar buitenland;Droge bulk lading;2017 4e kwartaal;1093
2750;Havengebied Amsterdam;Afvoer naar buitenland;Droge bulk lading;2017;4337
2751;Havengebied Amsterdam;Afvoer naar buitenland;Droge bulk lading;2018 1e kwartaal;1092
2752;Havengebied Amsterdam;Afvoer naar buitenland;Droge bulk lading;2018 2e kwartaal;1113
2753;Havengebied Amsterdam;Afvoer naar buitenland;Droge bulk lading;2018 3e kwartaal;1214
2754;Havengebied Amsterdam;Afvoer naar buitenland;Droge bulk lading;2018 4e kwartaal;1217
2755;Havengebied Amsterdam;Afvoer naar buitenland;Droge bulk lading;2018;4637
2756;Havengebied Amsterdam;Afvoer naar buitenland;Droge bulk lading;2019 1e kwartaal;1300
2757;Havengebied Amsterdam;Afvoer naar buitenland;Droge bulk lading;2019 2e kwartaal;1299
2758;Havengebied Amsterdam;Afvoer naar buitenland;Droge bulk lading;2019 3e kwartaal;1552
2759;Havengebied Amsterdam;Afvoer naar buitenland;Droge bulk lading;2019 4e kwartaal;1908
2760;Havengebied Amsterdam;Afvoer naar buitenland;Droge bulk lading;2019;6059
2761;Havengebied Amsterdam;Afvoer naar buitenland;Droge bulk lading;2020 1e kwartaal;1931
2762;Havengebied Amsterdam;Afvoer naar buitenland;Droge bulk lading;2020 2e kwartaal;1244
2763;Havengebied Amsterdam;Afvoer naar buitenland;Droge bulk lading;2020 3e kwartaal;1110
2764;Havengebied Amsterdam;Afvoer naar buitenland;Droge bulk lading;2020 4e kwartaal;1420
2765;Havengebied Amsterdam;Afvoer naar buitenland;Droge bulk lading;2020;5705
2766;Havengebied Amsterdam;Afvoer naar buitenland;Droge bulk lading;2021 1e kwartaal;1780
2767;Havengebied Amsterdam;Afvoer naar buitenland;Droge bulk lading;2021 2e kwartaal;1247
2768;Havengebied Amsterdam;Afvoer naar buitenland;Droge bulk lading;2021 3e kwartaal;1245
2769;Havengebied Amsterdam;Afvoer naar buitenland;Droge bulk lading;2021 4e kwartaal;1559
2770;Havengebied Amsterdam;Afvoer naar buitenland;Droge bulk lading;2021;5832
2771;Havengebied Amsterdam;Afvoer naar buitenland;Droge bulk lading;2022 1e kwartaal;1485
2772;Havengebied Amsterdam;Afvoer naar buitenland;Droge bulk lading;2022 2e kwartaal;1144
2773;Havengebied Amsterdam;Afvoer naar buitenland;Droge bulk lading;2022 3e kwartaal;1683
2774;Havengebied Amsterdam;Afvoer naar buitenland;Droge bulk lading;2022 4e kwartaal;1459
2775;Havengebied Amsterdam;Afvoer naar buitenland;Droge bulk lading;2022;5771
2776;Havengebied Amsterdam;Afvoer naar buitenland;Droge bulk lading;2023 1e kwartaal;1454
2777;Havengebied Amsterdam;Afvoer naar buitenland;Droge bulk lading;2023 2e kwartaal;1656
2778;Havengebied Amsterdam;Afvoer naar buitenland;Droge bulk lading;2023 3e kwartaal;1540
2779;Havengebied Amsterdam;Afvoer naar buitenland;Droge bulk lading;2023 4e kwartaal;1482
2780;Havengebied Amsterdam;Afvoer naar buitenland;Droge bulk lading;2023;6133
2781;Havengebied Amsterdam;Afvoer naar buitenland;Droge bulk lading;2024 1e kwartaal;1717
2782;Havengebied Amsterdam;Afvoer naar buitenland;Droge bulk lading;2024 2e kwartaal;1874
2783;Havengebied Amsterdam;Afvoer naar buitenland;Droge bulk lading;2024 3e kwartaal;1506
2784;Havengebied Amsterdam;Afvoer naar buitenland;Natte bulk lading;2015 1e kwartaal;6458
2785;Havengebied Amsterdam;Afvoer naar buitenland;Natte bulk lading;2015 2e kwartaal;6565
2786;Havengebied Amsterdam;Afvoer naar buitenland;Natte bulk lading;2015 3e kwartaal;5233
2787;Havengebied Amsterdam;Afvoer naar buitenland;Natte bulk lading;2015 4e kwartaal;5270
2788;Havengebied Amsterdam;Afvoer naar buitenland;Natte bulk lading;2015;23526
2789;Havengebied Amsterdam;Afvoer naar buitenland;Natte bulk lading;2016 1e kwartaal;6590
2790;Havengebied Amsterdam;Afvoer naar buitenland;Natte bulk lading;2016 2e kwartaal;6628
2791;Havengebied Amsterdam;Afvoer naar buitenland;Natte bulk lading;2016 3e kwartaal;6400
2792;Havengebied Amsterdam;Afvoer naar buitenland;Natte bulk lading;2016 4e kwartaal;6729
2793;Havengebied Amsterdam;Afvoer naar buitenland;Natte bulk lading;2016;26347
2794;Havengebied Amsterdam;Afvoer naar buitenland;Natte bulk lading;2017 1e kwartaal;7351
2795;Havengebied Amsterdam;Afvoer naar buitenland;Natte bulk lading;2017 2e kwartaal;6629
2796;Havengebied Amsterdam;Afvoer naar buitenland;Natte bulk lading;2017 3e kwartaal;6313
2797;Havengebied Amsterdam;Afvoer naar buitenland;Natte bulk lading;2017 4e kwartaal;6476
2798;Havengebied Amsterdam;Afvoer naar buitenland;Natte bulk lading;2017;26770
2799;Havengebied Amsterdam;Afvoer naar buitenland;Natte bulk lading;2018 1e kwartaal;7072
2800;Havengebied Amsterdam;Afvoer naar buitenland;Natte bulk lading;2018 2e kwartaal;6798
2801;Havengebied Amsterdam;Afvoer naar buitenland;Natte bulk lading;2018 3e kwartaal;6606
2802;Havengebied Amsterdam;Afvoer naar buitenland;Natte bulk lading;2018 4e kwartaal;6486
2803;Havengebied Amsterdam;Afvoer naar buitenland;Natte bulk lading;2018;26963
2804;Havengebied Amsterdam;Afvoer naar buitenland;Natte bulk lading;2019 1e kwartaal;6580
2805;Havengebied Amsterdam;Afvoer naar buitenland;Natte bulk lading;2019 2e kwartaal;7127
2806;Havengebied Amsterdam;Afvoer naar buitenland;Natte bulk lading;2019 3e kwartaal;6865
2807;Havengebied Amsterdam;Afvoer naar buitenland;Natte bulk lading;2019 4e kwartaal;6743
2808;Havengebied Amsterdam;Afvoer naar buitenland;Natte bulk lading;2019;27315
2809;Havengebied Amsterdam;Afvoer naar buitenland;Natte bulk lading;2020 1e kwartaal;6599
2810;Havengebied Amsterdam;Afvoer naar buitenland;Natte bulk lading;2020 2e kwartaal;6726
2811;Havengebied Amsterdam;Afvoer naar buitenland;Natte bulk lading;2020 3e kwartaal;5834
2812;Havengebied Amsterdam;Afvoer naar buitenland;Natte bulk lading;2020 4e kwartaal;6580
2813;Havengebied Amsterdam;Afvoer naar buitenland;Natte bulk lading;2020;25739
2814;Havengebied Amsterdam;Afvoer naar buitenland;Natte bulk lading;2021 1e kwartaal;6414
2815;Havengebied Amsterdam;Afvoer naar buitenland;Natte bulk lading;2021 2e kwartaal;7168
2816;Havengebied Amsterdam;Afvoer naar buitenland;Natte bulk lading;2021 3e kwartaal;6326
2817;Havengebied Amsterdam;Afvoer naar buitenland;Natte bulk lading;2021 4e kwartaal;5289
2818;Havengebied Amsterdam;Afvoer naar buitenland;Natte bulk lading;2021;25197
2819;Havengebied Amsterdam;Afvoer naar buitenland;Natte bulk lading;2022 1e kwartaal;5126
2820;Havengebied Amsterdam;Afvoer naar buitenland;Natte bulk lading;2022 2e kwartaal;6959
2821;Havengebied Amsterdam;Afvoer naar buitenland;Natte bulk lading;2022 3e kwartaal;6795
2822;Havengebied Amsterdam;Afvoer naar buitenland;Natte bulk lading;2022 4e kwartaal;4910
2823;Havengebied Amsterdam;Afvoer naar buitenland;Natte bulk lading;2022;23790
2824;Havengebied Amsterdam;Afvoer naar buitenland;Natte bulk lading;2023 1e kwartaal;5377
2825;Havengebied Amsterdam;Afvoer naar buitenland;Natte bulk lading;2023 2e kwartaal;5371
2826;Havengebied Amsterdam;Afvoer naar buitenland;Natte bulk lading;2023 3e kwartaal;4809
2827;Havengebied Amsterdam;Afvoer naar buitenland;Natte bulk lading;2023 4e kwartaal;4900
2828;Havengebied Amsterdam;Afvoer naar buitenland;Natte bulk lading;2023;20457
2829;Havengebied Amsterdam;Afvoer naar buitenland;Natte bulk lading;2024 1e kwartaal;5112
2830;Havengebied Amsterdam;Afvoer naar buitenland;Natte bulk lading;2024 2e kwartaal;5181
2831;Havengebied Amsterdam;Afvoer naar buitenland;Natte bulk lading;2024 3e kwartaal;5020
2832;Havengebied Amsterdam;Afvoer naar buitenland;Containers;2015 1e kwartaal;34
2833;Havengebied Amsterdam;Afvoer naar buitenland;Containers;2015 2e kwartaal;37
2834;Havengebied Amsterdam;Afvoer naar buitenland;Containers;2015 3e kwartaal;33
2835;Havengebied Amsterdam;Afvoer naar buitenland;Containers;2015 4e kwartaal;47
2836;Havengebied Amsterdam;Afvoer naar buitenland;Containers;2015;150
2837;Havengebied Amsterdam;Afvoer naar buitenland;Containers;2016 1e kwartaal;38
2838;Havengebied Amsterdam;Afvoer naar buitenland;Containers;2016 2e kwartaal;35
2839;Havengebied Amsterdam;Afvoer naar buitenland;Containers;2016 3e kwartaal;34
2840;Havengebied Amsterdam;Afvoer naar buitenland;Containers;2016 4e kwartaal;33
2841;Havengebied Amsterdam;Afvoer naar buitenland;Containers;2016;141
2842;Havengebied Amsterdam;Afvoer naar buitenland;Containers;2017 1e kwartaal;34
2843;Havengebied Amsterdam;Afvoer naar buitenland;Containers;2017 2e kwartaal;41
2844;Havengebied Amsterdam;Afvoer naar buitenland;Containers;2017 3e kwartaal;51
2845;Havengebied Amsterdam;Afvoer naar buitenland;Containers;2017 4e kwartaal;56
2846;Havengebied Amsterdam;Afvoer naar buitenland;Containers;2017;182
2847;Havengebied Amsterdam;Afvoer naar buitenland;Containers;2018 1e kwartaal;66
2848;Havengebied Amsterdam;Afvoer naar buitenland;Containers;2018 2e kwartaal;140
2849;Havengebied Amsterdam;Afvoer naar buitenland;Containers;2018 3e kwartaal;142
2850;Havengebied Amsterdam;Afvoer naar buitenland;Containers;2018 4e kwartaal;138
2851;Havengebied Amsterdam;Afvoer naar buitenland;Containers;2018;486
2852;Havengebied Amsterdam;Afvoer naar buitenland;Containers;2019 1e kwartaal;144
2853;Havengebied Amsterdam;Afvoer naar buitenland;Containers;2019 2e kwartaal;133
2854;Havengebied Amsterdam;Afvoer naar buitenland;Containers;2019 3e kwartaal;104
2855;Havengebied Amsterdam;Afvoer naar buitenland;Containers;2019 4e kwartaal;117
2856;Havengebied Amsterdam;Afvoer naar buitenland;Containers;2019;498
2857;Havengebied Amsterdam;Afvoer naar buitenland;Containers;2020 1e kwartaal;93
2858;Havengebied Amsterdam;Afvoer naar buitenland;Containers;2020 2e kwartaal;62
2859;Havengebied Amsterdam;Afvoer naar buitenland;Containers;2020 3e kwartaal;90
2860;Havengebied Amsterdam;Afvoer naar buitenland;Containers;2020 4e kwartaal;156
2861;Havengebied Amsterdam;Afvoer naar buitenland;Containers;2020;401
2862;Havengebied Amsterdam;Afvoer naar buitenland;Containers;2021 1e kwartaal;141
2863;Havengebied Amsterdam;Afvoer naar buitenland;Containers;2021 2e kwartaal;175
2864;Havengebied Amsterdam;Afvoer naar buitenland;Containers;2021 3e kwartaal;154
2865;Havengebied Amsterdam;Afvoer naar buitenland;Containers;2021 4e kwartaal;159
2866;Havengebied Amsterdam;Afvoer naar buitenland;Containers;2021;629
2867;Havengebied Amsterdam;Afvoer naar buitenland;Containers;2022 1e kwartaal;181
2868;Havengebied Amsterdam;Afvoer naar buitenland;Containers;2022 2e kwartaal;181
2869;Havengebied Amsterdam;Afvoer naar buitenland;Containers;2022 3e kwartaal;157
2870;Havengebied Amsterdam;Afvoer naar buitenland;Containers;2022 4e kwartaal;160
2871;Havengebied Amsterdam;Afvoer naar buitenland;Containers;2022;678
2872;Havengebied Amsterdam;Afvoer naar buitenland;Containers;2023 1e kwartaal;167
2873;Havengebied Amsterdam;Afvoer naar buitenland;Containers;2023 2e kwartaal;137
2874;Havengebied Amsterdam;Afvoer naar buitenland;Containers;2023 3e kwartaal;111
2875;Havengebied Amsterdam;Afvoer naar buitenland;Containers;2023 4e kwartaal;94
2876;Havengebied Amsterdam;Afvoer naar buitenland;Containers;2023;508
2877;Havengebied Amsterdam;Afvoer naar buitenland;Containers;2024 1e kwartaal;109
2878;Havengebied Amsterdam;Afvoer naar buitenland;Containers;2024 2e kwartaal;102
2879;Havengebied Amsterdam;Afvoer naar buitenland;Containers;2024 3e kwartaal;79
2880;Havengebied Amsterdam;Afvoer naar buitenland;Roro-eenheden;2015 1e kwartaal;96
2881;Havengebied Amsterdam;Afvoer naar buitenland;Roro-eenheden;2015 2e kwartaal;130
2882;Havengebied Amsterdam;Afvoer naar buitenland;Roro-eenheden;2015 3e kwartaal;124
2883;Havengebied Amsterdam;Afvoer naar buitenland;Roro-eenheden;2015 4e kwartaal;120
2884;Havengebied Amsterdam;Afvoer naar buitenland;Roro-eenheden;2015;470
2885;Havengebied Amsterdam;Afvoer naar buitenland;Roro-eenheden;2016 1e kwartaal;101
2886;Havengebied Amsterdam;Afvoer naar buitenland;Roro-eenheden;2016 2e kwartaal;142
2887;Havengebied Amsterdam;Afvoer naar buitenland;Roro-eenheden;2016 3e kwartaal;128
2888;Havengebied Amsterdam;Afvoer naar buitenland;Roro-eenheden;2016 4e kwartaal;151
2889;Havengebied Amsterdam;Afvoer naar buitenland;Roro-eenheden;2016;522
2890;Havengebied Amsterdam;Afvoer naar buitenland;Roro-eenheden;2017 1e kwartaal;108
2891;Havengebied Amsterdam;Afvoer naar buitenland;Roro-eenheden;2017 2e kwartaal;131
2892;Havengebied Amsterdam;Afvoer naar buitenland;Roro-eenheden;2017 3e kwartaal;117
2893;Havengebied Amsterdam;Afvoer naar buitenland;Roro-eenheden;2017 4e kwartaal;155
2894;Havengebied Amsterdam;Afvoer naar buitenland;Roro-eenheden;2017;511
2895;Havengebied Amsterdam;Afvoer naar buitenland;Roro-eenheden;2018 1e kwartaal;114
2896;Havengebied Amsterdam;Afvoer naar buitenland;Roro-eenheden;2018 2e kwartaal;98
2897;Havengebied Amsterdam;Afvoer naar buitenland;Roro-eenheden;2018 3e kwartaal;128
2898;Havengebied Amsterdam;Afvoer naar buitenland;Roro-eenheden;2018 4e kwartaal;109
2899;Havengebied Amsterdam;Afvoer naar buitenland;Roro-eenheden;2018;449
2900;Havengebied Amsterdam;Afvoer naar buitenland;Roro-eenheden;2019 1e kwartaal;96
2901;Havengebied Amsterdam;Afvoer naar buitenland;Roro-eenheden;2019 2e kwartaal;138
2902;Havengebied Amsterdam;Afvoer naar buitenland;Roro-eenheden;2019 3e kwartaal;130
2903;Havengebied Amsterdam;Afvoer naar buitenland;Roro-eenheden;2019 4e kwartaal;142
2904;Havengebied Amsterdam;Afvoer naar buitenland;Roro-eenheden;2019;506
2905;Havengebied Amsterdam;Afvoer naar buitenland;Roro-eenheden;2020 1e kwartaal;114
2906;Havengebied Amsterdam;Afvoer naar buitenland;Roro-eenheden;2020 2e kwartaal;19
2907;Havengebied Amsterdam;Afvoer naar buitenland;Roro-eenheden;2020 3e kwartaal;119
2908;Havengebied Amsterdam;Afvoer naar buitenland;Roro-eenheden;2020 4e kwartaal;152
2909;Havengebied Amsterdam;Afvoer naar buitenland;Roro-eenheden;2020;404
2910;Havengebied Amsterdam;Afvoer naar buitenland;Roro-eenheden;2021 1e kwartaal;120
2911;Havengebied Amsterdam;Afvoer naar buitenland;Roro-eenheden;2021 2e kwartaal;127
2912;Havengebied Amsterdam;Afvoer naar buitenland;Roro-eenheden;2021 3e kwartaal;149
2913;Havengebied Amsterdam;Afvoer naar buitenland;Roro-eenheden;2021 4e kwartaal;138
