ID;Geslacht;Onderwijssoort;Populatie;Herkomstgroepering;RegioS;Perioden;Examenkandidaten_1;Gediplomeerden_2;GediplomeerdenRelatief_3
5026;Totaal mannen en vrouwen;Havo;Schoolregio;Suriname;Twente (RP);2003/'04;;;
5027;Totaal mannen en vrouwen;Havo;Schoolregio;Suriname;Twente (RP);2004/'05;;;
5028;Totaal mannen en vrouwen;Havo;Schoolregio;Suriname;Noordwest-Veluwe (RP);2003/'04;;;
5029;Totaal mannen en vrouwen;Havo;Schoolregio;Suriname;Noordwest-Veluwe (RP);2004/'05;;;
5030;Totaal mannen en vrouwen;Havo;Schoolregio;Suriname;Stedendriehoek (RP);2003/'04;;;
5031;Totaal mannen en vrouwen;Havo;Schoolregio;Suriname;Stedendriehoek (RP);2004/'05;;;
5032;Totaal mannen en vrouwen;Havo;Schoolregio;Suriname;De Vallei (RP);2003/'04;;;
5033;Totaal mannen en vrouwen;Havo;Schoolregio;Suriname;De Vallei (RP);2004/'05;;;
5034;Totaal mannen en vrouwen;Havo;Schoolregio;Suriname;IJssel en Rijn (RP);2003/'04;;;
5035;Totaal mannen en vrouwen;Havo;Schoolregio;Suriname;IJssel en Rijn (RP);2004/'05;;;
5036;Totaal mannen en vrouwen;Havo;Schoolregio;Suriname;Achterhoek (RP);2003/'04;;;
5037;Totaal mannen en vrouwen;Havo;Schoolregio;Suriname;Achterhoek (RP);2004/'05;;;
5038;Totaal mannen en vrouwen;Havo;Schoolregio;Suriname;Nijmegen (RP);2003/'04;;;
5039;Totaal mannen en vrouwen;Havo;Schoolregio;Suriname;Nijmegen (RP);2004/'05;;;
5040;Totaal mannen en vrouwen;Havo;Schoolregio;Suriname;Rivierenland (RP);2003/'04;;;
5041;Totaal mannen en vrouwen;Havo;Schoolregio;Suriname;Rivierenland (RP);2004/'05;;;
5042;Totaal mannen en vrouwen;Havo;Schoolregio;Suriname;Flevoland (RP);2003/'04;;;
5043;Totaal mannen en vrouwen;Havo;Schoolregio;Suriname;Flevoland (RP);2004/'05;;;
5044;Totaal mannen en vrouwen;Havo;Schoolregio;Suriname;Gooi en Vechtstreek (RP);2003/'04;;;
5045;Totaal mannen en vrouwen;Havo;Schoolregio;Suriname;Gooi en Vechtstreek (RP);2004/'05;;;
5046;Totaal mannen en vrouwen;Havo;Schoolregio;Suriname;Eemland (RP);2003/'04;;;
5047;Totaal mannen en vrouwen;Havo;Schoolregio;Suriname;Eemland (RP);2004/'05;;;
5048;Totaal mannen en vrouwen;Havo;Schoolregio;Suriname;Utrecht-Midden (RP);2003/'04;;;
5049;Totaal mannen en vrouwen;Havo;Schoolregio;Suriname;Utrecht-Midden (RP);2004/'05;;;
5050;Totaal mannen en vrouwen;Havo;Schoolregio;Suriname;Noord-Holland-Noord (RP);2003/'04;;;
5051;Totaal mannen en vrouwen;Havo;Schoolregio;Suriname;Noord-Holland-Noord (RP);2004/'05;;;
5052;Totaal mannen en vrouwen;Havo;Schoolregio;Suriname;Zuidelijk Noord-Holland (RP);2003/'04;;;
5053;Totaal mannen en vrouwen;Havo;Schoolregio;Suriname;Zuidelijk Noord-Holland (RP);2004/'05;;;
5054;Totaal mannen en vrouwen;Havo;Schoolregio;Suriname;Rijn-Gouwe (RP);2003/'04;;;
5055;Totaal mannen en vrouwen;Havo;Schoolregio;Suriname;Rijn-Gouwe (RP);2004/'05;;;
5056;Totaal mannen en vrouwen;Havo;Schoolregio;Suriname;Haaglanden (RP);2003/'04;;;
5057;Totaal mannen en vrouwen;Havo;Schoolregio;Suriname;Haaglanden (RP);2004/'05;;;
5058;Totaal mannen en vrouwen;Havo;Schoolregio;Suriname;Rijnmond (RP);2003/'04;;;
5059;Totaal mannen en vrouwen;Havo;Schoolregio;Suriname;Rijnmond (RP);2004/'05;;;
5060;Totaal mannen en vrouwen;Havo;Schoolregio;Suriname;Zeeland (RP);2003/'04;;;
5061;Totaal mannen en vrouwen;Havo;Schoolregio;Suriname;Zeeland (RP);2004/'05;;;
5062;Totaal mannen en vrouwen;Havo;Schoolregio;Suriname;West-Brabant (RP);2003/'04;;;
5063;Totaal mannen en vrouwen;Havo;Schoolregio;Suriname;West-Brabant (RP);2004/'05;;;
5064;Totaal mannen en vrouwen;Havo;Schoolregio;Suriname;Midden-Brabant (RP);2003/'04;;;
5065;Totaal mannen en vrouwen;Havo;Schoolregio;Suriname;Midden-Brabant (RP);2004/'05;;;
5066;Totaal mannen en vrouwen;Havo;Schoolregio;Suriname;Noordoost-Brabant (RP);2003/'04;;;
5067;Totaal mannen en vrouwen;Havo;Schoolregio;Suriname;Noordoost-Brabant (RP);2004/'05;;;
5068;Totaal mannen en vrouwen;Havo;Schoolregio;Suriname;Zuidoost-Brabant (RP);2003/'04;;;
5069;Totaal mannen en vrouwen;Havo;Schoolregio;Suriname;Zuidoost-Brabant (RP);2004/'05;;;
5070;Totaal mannen en vrouwen;Havo;Schoolregio;Suriname;Noord-Limburg (RP);2003/'04;;;
5071;Totaal mannen en vrouwen;Havo;Schoolregio;Suriname;Noord-Limburg (RP);2004/'05;;;
5072;Totaal mannen en vrouwen;Havo;Schoolregio;Suriname;Weert (RP);2003/'04;;;
5073;Totaal mannen en vrouwen;Havo;Schoolregio;Suriname;Weert (RP);2004/'05;;;
5074;Totaal mannen en vrouwen;Havo;Schoolregio;Suriname;Roermond (RP);2003/'04;;;
5075;Totaal mannen en vrouwen;Havo;Schoolregio;Suriname;Roermond (RP);2004/'05;;;
5076;Totaal mannen en vrouwen;Havo;Schoolregio;Suriname;Westelijke Mijnstreek (RP);2003/'04;;;
5077;Totaal mannen en vrouwen;Havo;Schoolregio;Suriname;Westelijke Mijnstreek (RP);2004/'05;;;
5078;Totaal mannen en vrouwen;Havo;Schoolregio;Suriname;Parkstad Limburg (RP);2003/'04;;;
5079;Totaal mannen en vrouwen;Havo;Schoolregio;Suriname;Parkstad Limburg (RP);2004/'05;;;
5080;Totaal mannen en vrouwen;Havo;Schoolregio;Suriname;Maastricht Mergelland (RP);2003/'04;;;
5081;Totaal mannen en vrouwen;Havo;Schoolregio;Suriname;Maastricht Mergelland (RP);2004/'05;;;
5082;Totaal mannen en vrouwen;Havo;Schoolregio;Suriname;Niet in te delen (RP);2003/'04;;;
5083;Totaal mannen en vrouwen;Havo;Schoolregio;Suriname;Niet in te delen (RP);2004/'05;;;
5084;Totaal mannen en vrouwen;Havo;Schoolregio;(voormalige) Nederlandse Antillen, Aruba;Nederland;2003/'04;;;84.0
5085;Totaal mannen en vrouwen;Havo;Schoolregio;(voormalige) Nederlandse Antillen, Aruba;Nederland;2004/'05;;;86.0
5086;Totaal mannen en vrouwen;Havo;Schoolregio;(voormalige) Nederlandse Antillen, Aruba;Noord-Nederland (LD);2003/'04;;;83.0
5087;Totaal mannen en vrouwen;Havo;Schoolregio;(voormalige) Nederlandse Antillen, Aruba;Noord-Nederland (LD);2004/'05;;;80.0
5088;Totaal mannen en vrouwen;Havo;Schoolregio;(voormalige) Nederlandse Antillen, Aruba;Oost-Nederland (LD);2003/'04;;;84.0
5089;Totaal mannen en vrouwen;Havo;Schoolregio;(voormalige) Nederlandse Antillen, Aruba;Oost-Nederland (LD);2004/'05;;;83.0
5090;Totaal mannen en vrouwen;Havo;Schoolregio;(voormalige) Nederlandse Antillen, Aruba;West-Nederland (LD);2003/'04;;;82.0
5091;Totaal mannen en vrouwen;Havo;Schoolregio;(voormalige) Nederlandse Antillen, Aruba;West-Nederland (LD);2004/'05;;;86.0
5092;Totaal mannen en vrouwen;Havo;Schoolregio;(voormalige) Nederlandse Antillen, Aruba;Zuid-Nederland (LD);2003/'04;;;93.0
5093;Totaal mannen en vrouwen;Havo;Schoolregio;(voormalige) Nederlandse Antillen, Aruba;Zuid-Nederland (LD);2004/'05;;;94.0
5094;Totaal mannen en vrouwen;Havo;Schoolregio;(voormalige) Nederlandse Antillen, Aruba;Niet in te delen (LD);2003/'04;;;
5095;Totaal mannen en vrouwen;Havo;Schoolregio;(voormalige) Nederlandse Antillen, Aruba;Niet in te delen (LD);2004/'05;;;
5096;Totaal mannen en vrouwen;Havo;Schoolregio;(voormalige) Nederlandse Antillen, Aruba;Groningen (PV);2003/'04;;;
5097;Totaal mannen en vrouwen;Havo;Schoolregio;(voormalige) Nederlandse Antillen, Aruba;Groningen (PV);2004/'05;;;
5098;Totaal mannen en vrouwen;Havo;Schoolregio;(voormalige) Nederlandse Antillen, Aruba;Friesland (PV);2003/'04;;;
5099;Totaal mannen en vrouwen;Havo;Schoolregio;(voormalige) Nederlandse Antillen, Aruba;Friesland (PV);2004/'05;;;
5100;Totaal mannen en vrouwen;Havo;Schoolregio;(voormalige) Nederlandse Antillen, Aruba;Drenthe (PV);2003/'04;;;
5101;Totaal mannen en vrouwen;Havo;Schoolregio;(voormalige) Nederlandse Antillen, Aruba;Drenthe (PV);2004/'05;;;
5102;Totaal mannen en vrouwen;Havo;Schoolregio;(voormalige) Nederlandse Antillen, Aruba;Overijssel (PV);2003/'04;;;
5103;Totaal mannen en vrouwen;Havo;Schoolregio;(voormalige) Nederlandse Antillen, Aruba;Overijssel (PV);2004/'05;;;
5104;Totaal mannen en vrouwen;Havo;Schoolregio;(voormalige) Nederlandse Antillen, Aruba;Flevoland (PV);2003/'04;;;
5105;Totaal mannen en vrouwen;Havo;Schoolregio;(voormalige) Nederlandse Antillen, Aruba;Flevoland (PV);2004/'05;;;
5106;Totaal mannen en vrouwen;Havo;Schoolregio;(voormalige) Nederlandse Antillen, Aruba;Gelderland (PV);2003/'04;;;
5107;Totaal mannen en vrouwen;Havo;Schoolregio;(voormalige) Nederlandse Antillen, Aruba;Gelderland (PV);2004/'05;;;
5108;Totaal mannen en vrouwen;Havo;Schoolregio;(voormalige) Nederlandse Antillen, Aruba;Utrecht (PV);2003/'04;;;
5109;Totaal mannen en vrouwen;Havo;Schoolregio;(voormalige) Nederlandse Antillen, Aruba;Utrecht (PV);2004/'05;;;
5110;Totaal mannen en vrouwen;Havo;Schoolregio;(voormalige) Nederlandse Antillen, Aruba;Noord-Holland (PV);2003/'04;;;
5111;Totaal mannen en vrouwen;Havo;Schoolregio;(voormalige) Nederlandse Antillen, Aruba;Noord-Holland (PV);2004/'05;;;
5112;Totaal mannen en vrouwen;Havo;Schoolregio;(voormalige) Nederlandse Antillen, Aruba;Zuid-Holland (PV);2003/'04;;;
5113;Totaal mannen en vrouwen;Havo;Schoolregio;(voormalige) Nederlandse Antillen, Aruba;Zuid-Holland (PV);2004/'05;;;
5114;Totaal mannen en vrouwen;Havo;Schoolregio;(voormalige) Nederlandse Antillen, Aruba;Zeeland (PV);2003/'04;;;
5115;Totaal mannen en vrouwen;Havo;Schoolregio;(voormalige) Nederlandse Antillen, Aruba;Zeeland (PV);2004/'05;;;
5116;Totaal mannen en vrouwen;Havo;Schoolregio;(voormalige) Nederlandse Antillen, Aruba;Noord-Brabant (PV);2003/'04;;;
5117;Totaal mannen en vrouwen;Havo;Schoolregio;(voormalige) Nederlandse Antillen, Aruba;Noord-Brabant (PV);2004/'05;;;
5118;Totaal mannen en vrouwen;Havo;Schoolregio;(voormalige) Nederlandse Antillen, Aruba;Limburg (PV);2003/'04;;;
5119;Totaal mannen en vrouwen;Havo;Schoolregio;(voormalige) Nederlandse Antillen, Aruba;Limburg (PV);2004/'05;;;
5120;Totaal mannen en vrouwen;Havo;Schoolregio;(voormalige) Nederlandse Antillen, Aruba;Niet in te delen (PV);2003/'04;;;
5121;Totaal mannen en vrouwen;Havo;Schoolregio;(voormalige) Nederlandse Antillen, Aruba;Niet in te delen (PV);2004/'05;;;
5122;Totaal mannen en vrouwen;Havo;Schoolregio;(voormalige) Nederlandse Antillen, Aruba;Amsterdam;2003/'04;;;82.0
5123;Totaal mannen en vrouwen;Havo;Schoolregio;(voormalige) Nederlandse Antillen, Aruba;Amsterdam;2004/'05;;;94.0
5124;Totaal mannen en vrouwen;Havo;Schoolregio;(voormalige) Nederlandse Antillen, Aruba;'s-Gravenhage (gemeente);2003/'04;;;87.0
5125;Totaal mannen en vrouwen;Havo;Schoolregio;(voormalige) Nederlandse Antillen, Aruba;'s-Gravenhage (gemeente);2004/'05;;;
5126;Totaal mannen en vrouwen;Havo;Schoolregio;(voormalige) Nederlandse Antillen, Aruba;Rotterdam;2003/'04;;;67.0
5127;Totaal mannen en vrouwen;Havo;Schoolregio;(voormalige) Nederlandse Antillen, Aruba;Rotterdam;2004/'05;;;71.0
5128;Totaal mannen en vrouwen;Havo;Schoolregio;(voormalige) Nederlandse Antillen, Aruba;Utrecht (gemeente);2003/'04;;;
5129;Totaal mannen en vrouwen;Havo;Schoolregio;(voormalige) Nederlandse Antillen, Aruba;Utrecht (gemeente);2004/'05;;;
5130;Totaal mannen en vrouwen;Havo;Schoolregio;(voormalige) Nederlandse Antillen, Aruba;Vier grootste gemeenten (G4);2003/'04;;;78.0
5131;Totaal mannen en vrouwen;Havo;Schoolregio;(voormalige) Nederlandse Antillen, Aruba;Vier grootste gemeenten (G4);2004/'05;;;82.0
5132;Totaal mannen en vrouwen;Havo;Schoolregio;(voormalige) Nederlandse Antillen, Aruba;Gemeenten >= 100 000 inwoners (excl.G4) ;2003/'04;;;87.0
5133;Totaal mannen en vrouwen;Havo;Schoolregio;(voormalige) Nederlandse Antillen, Aruba;Gemeenten >= 100 000 inwoners (excl.G4) ;2004/'05;;;93.0
5134;Totaal mannen en vrouwen;Havo;Schoolregio;(voormalige) Nederlandse Antillen, Aruba;Gemeenten < 100 000 inwoners;2003/'04;;;84.0
5135;Totaal mannen en vrouwen;Havo;Schoolregio;(voormalige) Nederlandse Antillen, Aruba;Gemeenten < 100 000 inwoners;2004/'05;;;84.0
5136;Totaal mannen en vrouwen;Havo;Schoolregio;(voormalige) Nederlandse Antillen, Aruba;Niet in te delen (GM);2003/'04;;;
5137;Totaal mannen en vrouwen;Havo;Schoolregio;(voormalige) Nederlandse Antillen, Aruba;Niet in te delen (GM);2004/'05;;;
5138;Totaal mannen en vrouwen;Havo;Schoolregio;(voormalige) Nederlandse Antillen, Aruba;Noord-Groningen (RP);2003/'04;;;
5139;Totaal mannen en vrouwen;Havo;Schoolregio;(voormalige) Nederlandse Antillen, Aruba;Noord-Groningen (RP);2004/'05;;;
5140;Totaal mannen en vrouwen;Havo;Schoolregio;(voormalige) Nederlandse Antillen, Aruba;Oost-Groningen (RP);2003/'04;;;
5141;Totaal mannen en vrouwen;Havo;Schoolregio;(voormalige) Nederlandse Antillen, Aruba;Oost-Groningen (RP);2004/'05;;;
5142;Totaal mannen en vrouwen;Havo;Schoolregio;(voormalige) Nederlandse Antillen, Aruba;Centraal-Groningen (RP);2003/'04;;;
5143;Totaal mannen en vrouwen;Havo;Schoolregio;(voormalige) Nederlandse Antillen, Aruba;Centraal-Groningen (RP);2004/'05;;;
5144;Totaal mannen en vrouwen;Havo;Schoolregio;(voormalige) Nederlandse Antillen, Aruba;Fryslân (RP);2003/'04;;;
5145;Totaal mannen en vrouwen;Havo;Schoolregio;(voormalige) Nederlandse Antillen, Aruba;Fryslân (RP);2004/'05;;;
5146;Totaal mannen en vrouwen;Havo;Schoolregio;(voormalige) Nederlandse Antillen, Aruba;Zuid- en Midden-Drenthe (RP);2003/'04;;;
5147;Totaal mannen en vrouwen;Havo;Schoolregio;(voormalige) Nederlandse Antillen, Aruba;Zuid- en Midden-Drenthe (RP);2004/'05;;;
5148;Totaal mannen en vrouwen;Havo;Schoolregio;(voormalige) Nederlandse Antillen, Aruba;IJssel en Vecht (RP);2003/'04;;;
5149;Totaal mannen en vrouwen;Havo;Schoolregio;(voormalige) Nederlandse Antillen, Aruba;IJssel en Vecht (RP);2004/'05;;;
5150;Totaal mannen en vrouwen;Havo;Schoolregio;(voormalige) Nederlandse Antillen, Aruba;Twente (RP);2003/'04;;;
5151;Totaal mannen en vrouwen;Havo;Schoolregio;(voormalige) Nederlandse Antillen, Aruba;Twente (RP);2004/'05;;;
5152;Totaal mannen en vrouwen;Havo;Schoolregio;(voormalige) Nederlandse Antillen, Aruba;Noordwest-Veluwe (RP);2003/'04;;;
5153;Totaal mannen en vrouwen;Havo;Schoolregio;(voormalige) Nederlandse Antillen, Aruba;Noordwest-Veluwe (RP);2004/'05;;;
5154;Totaal mannen en vrouwen;Havo;Schoolregio;(voormalige) Nederlandse Antillen, Aruba;Stedendriehoek (RP);2003/'04;;;
5155;Totaal mannen en vrouwen;Havo;Schoolregio;(voormalige) Nederlandse Antillen, Aruba;Stedendriehoek (RP);2004/'05;;;
5156;Totaal mannen en vrouwen;Havo;Schoolregio;(voormalige) Nederlandse Antillen, Aruba;De Vallei (RP);2003/'04;;;
5157;Totaal mannen en vrouwen;Havo;Schoolregio;(voormalige) Nederlandse Antillen, Aruba;De Vallei (RP);2004/'05;;;
5158;Totaal mannen en vrouwen;Havo;Schoolregio;(voormalige) Nederlandse Antillen, Aruba;IJssel en Rijn (RP);2003/'04;;;
5159;Totaal mannen en vrouwen;Havo;Schoolregio;(voormalige) Nederlandse Antillen, Aruba;IJssel en Rijn (RP);2004/'05;;;
5160;Totaal mannen en vrouwen;Havo;Schoolregio;(voormalige) Nederlandse Antillen, Aruba;Achterhoek (RP);2003/'04;;;
5161;Totaal mannen en vrouwen;Havo;Schoolregio;(voormalige) Nederlandse Antillen, Aruba;Achterhoek (RP);2004/'05;;;
5162;Totaal mannen en vrouwen;Havo;Schoolregio;(voormalige) Nederlandse Antillen, Aruba;Nijmegen (RP);2003/'04;;;
5163;Totaal mannen en vrouwen;Havo;Schoolregio;(voormalige) Nederlandse Antillen, Aruba;Nijmegen (RP);2004/'05;;;
5164;Totaal mannen en vrouwen;Havo;Schoolregio;(voormalige) Nederlandse Antillen, Aruba;Rivierenland (RP);2003/'04;;;
5165;Totaal mannen en vrouwen;Havo;Schoolregio;(voormalige) Nederlandse Antillen, Aruba;Rivierenland (RP);2004/'05;;;
5166;Totaal mannen en vrouwen;Havo;Schoolregio;(voormalige) Nederlandse Antillen, Aruba;Flevoland (RP);2003/'04;;;
5167;Totaal mannen en vrouwen;Havo;Schoolregio;(voormalige) Nederlandse Antillen, Aruba;Flevoland (RP);2004/'05;;;
5168;Totaal mannen en vrouwen;Havo;Schoolregio;(voormalige) Nederlandse Antillen, Aruba;Gooi en Vechtstreek (RP);2003/'04;;;
5169;Totaal mannen en vrouwen;Havo;Schoolregio;(voormalige) Nederlandse Antillen, Aruba;Gooi en Vechtstreek (RP);2004/'05;;;
5170;Totaal mannen en vrouwen;Havo;Schoolregio;(voormalige) Nederlandse Antillen, Aruba;Eemland (RP);2003/'04;;;
5171;Totaal mannen en vrouwen;Havo;Schoolregio;(voormalige) Nederlandse Antillen, Aruba;Eemland (RP);2004/'05;;;
5172;Totaal mannen en vrouwen;Havo;Schoolregio;(voormalige) Nederlandse Antillen, Aruba;Utrecht-Midden (RP);2003/'04;;;
5173;Totaal mannen en vrouwen;Havo;Schoolregio;(voormalige) Nederlandse Antillen, Aruba;Utrecht-Midden (RP);2004/'05;;;
5174;Totaal mannen en vrouwen;Havo;Schoolregio;(voormalige) Nederlandse Antillen, Aruba;Noord-Holland-Noord (RP);2003/'04;;;
5175;Totaal mannen en vrouwen;Havo;Schoolregio;(voormalige) Nederlandse Antillen, Aruba;Noord-Holland-Noord (RP);2004/'05;;;
5176;Totaal mannen en vrouwen;Havo;Schoolregio;(voormalige) Nederlandse Antillen, Aruba;Zuidelijk Noord-Holland (RP);2003/'04;;;
5177;Totaal mannen en vrouwen;Havo;Schoolregio;(voormalige) Nederlandse Antillen, Aruba;Zuidelijk Noord-Holland (RP);2004/'05;;;
5178;Totaal mannen en vrouwen;Havo;Schoolregio;(voormalige) Nederlandse Antillen, Aruba;Rijn-Gouwe (RP);2003/'04;;;
5179;Totaal mannen en vrouwen;Havo;Schoolregio;(voormalige) Nederlandse Antillen, Aruba;Rijn-Gouwe (RP);2004/'05;;;
5180;Totaal mannen en vrouwen;Havo;Schoolregio;(voormalige) Nederlandse Antillen, Aruba;Haaglanden (RP);2003/'04;;;
5181;Totaal mannen en vrouwen;Havo;Schoolregio;(voormalige) Nederlandse Antillen, Aruba;Haaglanden (RP);2004/'05;;;
5182;Totaal mannen en vrouwen;Havo;Schoolregio;(voormalige) Nederlandse Antillen, Aruba;Rijnmond (RP);2003/'04;;;
5183;Totaal mannen en vrouwen;Havo;Schoolregio;(voormalige) Nederlandse Antillen, Aruba;Rijnmond (RP);2004/'05;;;
5184;Totaal mannen en vrouwen;Havo;Schoolregio;(voormalige) Nederlandse Antillen, Aruba;Zeeland (RP);2003/'04;;;
5185;Totaal mannen en vrouwen;Havo;Schoolregio;(voormalige) Nederlandse Antillen, Aruba;Zeeland (RP);2004/'05;;;
5186;Totaal mannen en vrouwen;Havo;Schoolregio;(voormalige) Nederlandse Antillen, Aruba;West-Brabant (RP);2003/'04;;;
5187;Totaal mannen en vrouwen;Havo;Schoolregio;(voormalige) Nederlandse Antillen, Aruba;West-Brabant (RP);2004/'05;;;
5188;Totaal mannen en vrouwen;Havo;Schoolregio;(voormalige) Nederlandse Antillen, Aruba;Midden-Brabant (RP);2003/'04;;;
5189;Totaal mannen en vrouwen;Havo;Schoolregio;(voormalige) Nederlandse Antillen, Aruba;Midden-Brabant (RP);2004/'05;;;
5190;Totaal mannen en vrouwen;Havo;Schoolregio;(voormalige) Nederlandse Antillen, Aruba;Noordoost-Brabant (RP);2003/'04;;;
5191;Totaal mannen en vrouwen;Havo;Schoolregio;(voormalige) Nederlandse Antillen, Aruba;Noordoost-Brabant (RP);2004/'05;;;
5192;Totaal mannen en vrouwen;Havo;Schoolregio;(voormalige) Nederlandse Antillen, Aruba;Zuidoost-Brabant (RP);2003/'04;;;
5193;Totaal mannen en vrouwen;Havo;Schoolregio;(voormalige) Nederlandse Antillen, Aruba;Zuidoost-Brabant (RP);2004/'05;;;
5194;Totaal mannen en vrouwen;Havo;Schoolregio;(voormalige) Nederlandse Antillen, Aruba;Noord-Limburg (RP);2003/'04;;;
5195;Totaal mannen en vrouwen;Havo;Schoolregio;(voormalige) Nederlandse Antillen, Aruba;Noord-Limburg (RP);2004/'05;;;
5196;Totaal mannen en vrouwen;Havo;Schoolregio;(voormalige) Nederlandse Antillen, Aruba;Weert (RP);2003/'04;;;
5197;Totaal mannen en vrouwen;Havo;Schoolregio;(voormalige) Nederlandse Antillen, Aruba;Weert (RP);2004/'05;;;
5198;Totaal mannen en vrouwen;Havo;Schoolregio;(voormalige) Nederlandse Antillen, Aruba;Roermond (RP);2003/'04;;;
5199;Totaal mannen en vrouwen;Havo;Schoolregio;(voormalige) Nederlandse Antillen, Aruba;Roermond (RP);2004/'05;;;
5200;Totaal mannen en vrouwen;Havo;Schoolregio;(voormalige) Nederlandse Antillen, Aruba;Westelijke Mijnstreek (RP);2003/'04;;;
5201;Totaal mannen en vrouwen;Havo;Schoolregio;(voormalige) Nederlandse Antillen, Aruba;Westelijke Mijnstreek (RP);2004/'05;;;
5202;Totaal mannen en vrouwen;Havo;Schoolregio;(voormalige) Nederlandse Antillen, Aruba;Parkstad Limburg (RP);2003/'04;;;
5203;Totaal mannen en vrouwen;Havo;Schoolregio;(voormalige) Nederlandse Antillen, Aruba;Parkstad Limburg (RP);2004/'05;;;
5204;Totaal mannen en vrouwen;Havo;Schoolregio;(voormalige) Nederlandse Antillen, Aruba;Maastricht Mergelland (RP);2003/'04;;;
5205;Totaal mannen en vrouwen;Havo;Schoolregio;(voormalige) Nederlandse Antillen, Aruba;Maastricht Mergelland (RP);2004/'05;;;
5206;Totaal mannen en vrouwen;Havo;Schoolregio;(voormalige) Nederlandse Antillen, Aruba;Niet in te delen (RP);2003/'04;;;
5207;Totaal mannen en vrouwen;Havo;Schoolregio;(voormalige) Nederlandse Antillen, Aruba;Niet in te delen (RP);2004/'05;;;
5208;Totaal mannen en vrouwen;Havo;Schoolregio;Overig niet-westerse allochtoon;Nederland;2003/'04;;;83.0
5209;Totaal mannen en vrouwen;Havo;Schoolregio;Overig niet-westerse allochtoon;Nederland;2004/'05;;;80.0
5210;Totaal mannen en vrouwen;Havo;Schoolregio;Overig niet-westerse allochtoon;Noord-Nederland (LD);2003/'04;;;77.0
5211;Totaal mannen en vrouwen;Havo;Schoolregio;Overig niet-westerse allochtoon;Noord-Nederland (LD);2004/'05;;;77.0
5212;Totaal mannen en vrouwen;Havo;Schoolregio;Overig niet-westerse allochtoon;Oost-Nederland (LD);2003/'04;;;83.0
5213;Totaal mannen en vrouwen;Havo;Schoolregio;Overig niet-westerse allochtoon;Oost-Nederland (LD);2004/'05;;;77.0
5214;Totaal mannen en vrouwen;Havo;Schoolregio;Overig niet-westerse allochtoon;West-Nederland (LD);2003/'04;;;84.0
5215;Totaal mannen en vrouwen;Havo;Schoolregio;Overig niet-westerse allochtoon;West-Nederland (LD);2004/'05;;;82.0
5216;Totaal mannen en vrouwen;Havo;Schoolregio;Overig niet-westerse allochtoon;Zuid-Nederland (LD);2003/'04;;;81.0
5217;Totaal mannen en vrouwen;Havo;Schoolregio;Overig niet-westerse allochtoon;Zuid-Nederland (LD);2004/'05;;;83.0
5218;Totaal mannen en vrouwen;Havo;Schoolregio;Overig niet-westerse allochtoon;Niet in te delen (LD);2003/'04;;;
5219;Totaal mannen en vrouwen;Havo;Schoolregio;Overig niet-westerse allochtoon;Niet in te delen (LD);2004/'05;;;
5220;Totaal mannen en vrouwen;Havo;Schoolregio;Overig niet-westerse allochtoon;Groningen (PV);2003/'04;;;
5221;Totaal mannen en vrouwen;Havo;Schoolregio;Overig niet-westerse allochtoon;Groningen (PV);2004/'05;;;
5222;Totaal mannen en vrouwen;Havo;Schoolregio;Overig niet-westerse allochtoon;Friesland (PV);2003/'04;;;
5223;Totaal mannen en vrouwen;Havo;Schoolregio;Overig niet-westerse allochtoon;Friesland (PV);2004/'05;;;
5224;Totaal mannen en vrouwen;Havo;Schoolregio;Overig niet-westerse allochtoon;Drenthe (PV);2003/'04;;;
5225;Totaal mannen en vrouwen;Havo;Schoolregio;Overig niet-westerse allochtoon;Drenthe (PV);2004/'05;;;
5226;Totaal mannen en vrouwen;Havo;Schoolregio;Overig niet-westerse allochtoon;Overijssel (PV);2003/'04;;;
5227;Totaal mannen en vrouwen;Havo;Schoolregio;Overig niet-westerse allochtoon;Overijssel (PV);2004/'05;;;
5228;Totaal mannen en vrouwen;Havo;Schoolregio;Overig niet-westerse allochtoon;Flevoland (PV);2003/'04;;;
5229;Totaal mannen en vrouwen;Havo;Schoolregio;Overig niet-westerse allochtoon;Flevoland (PV);2004/'05;;;
5230;Totaal mannen en vrouwen;Havo;Schoolregio;Overig niet-westerse allochtoon;Gelderland (PV);2003/'04;;;
5231;Totaal mannen en vrouwen;Havo;Schoolregio;Overig niet-westerse allochtoon;Gelderland (PV);2004/'05;;;
5232;Totaal mannen en vrouwen;Havo;Schoolregio;Overig niet-westerse allochtoon;Utrecht (PV);2003/'04;;;
