ID;Geslacht;Onderwijssoort;Populatie;Herkomstgroepering;RegioS;Perioden;Examenkandidaten_1;Gediplomeerden_2;GediplomeerdenRelatief_3
4769;Totaal mannen en vrouwen;Havo;Schoolregio;Marokko;Oost-Groningen (RP);2004/'05;;;
4770;Totaal mannen en vrouwen;Havo;Schoolregio;Marokko;Centraal-Groningen (RP);2003/'04;;;
4771;Totaal mannen en vrouwen;Havo;Schoolregio;Marokko;Centraal-Groningen (RP);2004/'05;;;
4772;Totaal mannen en vrouwen;Havo;Schoolregio;Marokko;Fryslân (RP);2003/'04;;;
4773;Totaal mannen en vrouwen;Havo;Schoolregio;Marokko;Fryslân (RP);2004/'05;;;
4774;Totaal mannen en vrouwen;Havo;Schoolregio;Marokko;Zuid- en Midden-Drenthe (RP);2003/'04;;;
4775;Totaal mannen en vrouwen;Havo;Schoolregio;Marokko;Zuid- en Midden-Drenthe (RP);2004/'05;;;
4776;Totaal mannen en vrouwen;Havo;Schoolregio;Marokko;IJssel en Vecht (RP);2003/'04;;;
4777;Totaal mannen en vrouwen;Havo;Schoolregio;Marokko;IJssel en Vecht (RP);2004/'05;;;
4778;Totaal mannen en vrouwen;Havo;Schoolregio;Marokko;Twente (RP);2003/'04;;;
4779;Totaal mannen en vrouwen;Havo;Schoolregio;Marokko;Twente (RP);2004/'05;;;
4780;Totaal mannen en vrouwen;Havo;Schoolregio;Marokko;Noordwest-Veluwe (RP);2003/'04;;;
4781;Totaal mannen en vrouwen;Havo;Schoolregio;Marokko;Noordwest-Veluwe (RP);2004/'05;;;
4782;Totaal mannen en vrouwen;Havo;Schoolregio;Marokko;Stedendriehoek (RP);2003/'04;;;
4783;Totaal mannen en vrouwen;Havo;Schoolregio;Marokko;Stedendriehoek (RP);2004/'05;;;
4784;Totaal mannen en vrouwen;Havo;Schoolregio;Marokko;De Vallei (RP);2003/'04;;;
4785;Totaal mannen en vrouwen;Havo;Schoolregio;Marokko;De Vallei (RP);2004/'05;;;
4786;Totaal mannen en vrouwen;Havo;Schoolregio;Marokko;IJssel en Rijn (RP);2003/'04;;;
4787;Totaal mannen en vrouwen;Havo;Schoolregio;Marokko;IJssel en Rijn (RP);2004/'05;;;
4788;Totaal mannen en vrouwen;Havo;Schoolregio;Marokko;Achterhoek (RP);2003/'04;;;
4789;Totaal mannen en vrouwen;Havo;Schoolregio;Marokko;Achterhoek (RP);2004/'05;;;
4790;Totaal mannen en vrouwen;Havo;Schoolregio;Marokko;Nijmegen (RP);2003/'04;;;
4791;Totaal mannen en vrouwen;Havo;Schoolregio;Marokko;Nijmegen (RP);2004/'05;;;
4792;Totaal mannen en vrouwen;Havo;Schoolregio;Marokko;Rivierenland (RP);2003/'04;;;
4793;Totaal mannen en vrouwen;Havo;Schoolregio;Marokko;Rivierenland (RP);2004/'05;;;
4794;Totaal mannen en vrouwen;Havo;Schoolregio;Marokko;Flevoland (RP);2003/'04;;;
4795;Totaal mannen en vrouwen;Havo;Schoolregio;Marokko;Flevoland (RP);2004/'05;;;
4796;Totaal mannen en vrouwen;Havo;Schoolregio;Marokko;Gooi en Vechtstreek (RP);2003/'04;;;
4797;Totaal mannen en vrouwen;Havo;Schoolregio;Marokko;Gooi en Vechtstreek (RP);2004/'05;;;
4798;Totaal mannen en vrouwen;Havo;Schoolregio;Marokko;Eemland (RP);2003/'04;;;
4799;Totaal mannen en vrouwen;Havo;Schoolregio;Marokko;Eemland (RP);2004/'05;;;
4800;Totaal mannen en vrouwen;Havo;Schoolregio;Marokko;Utrecht-Midden (RP);2003/'04;;;
4801;Totaal mannen en vrouwen;Havo;Schoolregio;Marokko;Utrecht-Midden (RP);2004/'05;;;
4802;Totaal mannen en vrouwen;Havo;Schoolregio;Marokko;Noord-Holland-Noord (RP);2003/'04;;;
4803;Totaal mannen en vrouwen;Havo;Schoolregio;Marokko;Noord-Holland-Noord (RP);2004/'05;;;
4804;Totaal mannen en vrouwen;Havo;Schoolregio;Marokko;Zuidelijk Noord-Holland (RP);2003/'04;;;
4805;Totaal mannen en vrouwen;Havo;Schoolregio;Marokko;Zuidelijk Noord-Holland (RP);2004/'05;;;
4806;Totaal mannen en vrouwen;Havo;Schoolregio;Marokko;Rijn-Gouwe (RP);2003/'04;;;
4807;Totaal mannen en vrouwen;Havo;Schoolregio;Marokko;Rijn-Gouwe (RP);2004/'05;;;
4808;Totaal mannen en vrouwen;Havo;Schoolregio;Marokko;Haaglanden (RP);2003/'04;;;
4809;Totaal mannen en vrouwen;Havo;Schoolregio;Marokko;Haaglanden (RP);2004/'05;;;
4810;Totaal mannen en vrouwen;Havo;Schoolregio;Marokko;Rijnmond (RP);2003/'04;;;
4811;Totaal mannen en vrouwen;Havo;Schoolregio;Marokko;Rijnmond (RP);2004/'05;;;
4812;Totaal mannen en vrouwen;Havo;Schoolregio;Marokko;Zeeland (RP);2003/'04;;;
4813;Totaal mannen en vrouwen;Havo;Schoolregio;Marokko;Zeeland (RP);2004/'05;;;
4814;Totaal mannen en vrouwen;Havo;Schoolregio;Marokko;West-Brabant (RP);2003/'04;;;
4815;Totaal mannen en vrouwen;Havo;Schoolregio;Marokko;West-Brabant (RP);2004/'05;;;
4816;Totaal mannen en vrouwen;Havo;Schoolregio;Marokko;Midden-Brabant (RP);2003/'04;;;
4817;Totaal mannen en vrouwen;Havo;Schoolregio;Marokko;Midden-Brabant (RP);2004/'05;;;
4818;Totaal mannen en vrouwen;Havo;Schoolregio;Marokko;Noordoost-Brabant (RP);2003/'04;;;
4819;Totaal mannen en vrouwen;Havo;Schoolregio;Marokko;Noordoost-Brabant (RP);2004/'05;;;
4820;Totaal mannen en vrouwen;Havo;Schoolregio;Marokko;Zuidoost-Brabant (RP);2003/'04;;;
4821;Totaal mannen en vrouwen;Havo;Schoolregio;Marokko;Zuidoost-Brabant (RP);2004/'05;;;
4822;Totaal mannen en vrouwen;Havo;Schoolregio;Marokko;Noord-Limburg (RP);2003/'04;;;
4823;Totaal mannen en vrouwen;Havo;Schoolregio;Marokko;Noord-Limburg (RP);2004/'05;;;
4824;Totaal mannen en vrouwen;Havo;Schoolregio;Marokko;Weert (RP);2003/'04;;;
4825;Totaal mannen en vrouwen;Havo;Schoolregio;Marokko;Weert (RP);2004/'05;;;
4826;Totaal mannen en vrouwen;Havo;Schoolregio;Marokko;Roermond (RP);2003/'04;;;
4827;Totaal mannen en vrouwen;Havo;Schoolregio;Marokko;Roermond (RP);2004/'05;;;
4828;Totaal mannen en vrouwen;Havo;Schoolregio;Marokko;Westelijke Mijnstreek (RP);2003/'04;;;
4829;Totaal mannen en vrouwen;Havo;Schoolregio;Marokko;Westelijke Mijnstreek (RP);2004/'05;;;
4830;Totaal mannen en vrouwen;Havo;Schoolregio;Marokko;Parkstad Limburg (RP);2003/'04;;;
4831;Totaal mannen en vrouwen;Havo;Schoolregio;Marokko;Parkstad Limburg (RP);2004/'05;;;
4832;Totaal mannen en vrouwen;Havo;Schoolregio;Marokko;Maastricht Mergelland (RP);2003/'04;;;
4833;Totaal mannen en vrouwen;Havo;Schoolregio;Marokko;Maastricht Mergelland (RP);2004/'05;;;
4834;Totaal mannen en vrouwen;Havo;Schoolregio;Marokko;Niet in te delen (RP);2003/'04;;;
4835;Totaal mannen en vrouwen;Havo;Schoolregio;Marokko;Niet in te delen (RP);2004/'05;;;
4836;Totaal mannen en vrouwen;Havo;Schoolregio;Turkije;Nederland;2003/'04;;;72.0
4837;Totaal mannen en vrouwen;Havo;Schoolregio;Turkije;Nederland;2004/'05;;;67.0
4838;Totaal mannen en vrouwen;Havo;Schoolregio;Turkije;Noord-Nederland (LD);2003/'04;;;71.0
4839;Totaal mannen en vrouwen;Havo;Schoolregio;Turkije;Noord-Nederland (LD);2004/'05;;;65.0
4840;Totaal mannen en vrouwen;Havo;Schoolregio;Turkije;Oost-Nederland (LD);2003/'04;;;73.0
4841;Totaal mannen en vrouwen;Havo;Schoolregio;Turkije;Oost-Nederland (LD);2004/'05;;;70.0
4842;Totaal mannen en vrouwen;Havo;Schoolregio;Turkije;West-Nederland (LD);2003/'04;;;71.0
4843;Totaal mannen en vrouwen;Havo;Schoolregio;Turkije;West-Nederland (LD);2004/'05;;;63.0
4844;Totaal mannen en vrouwen;Havo;Schoolregio;Turkije;Zuid-Nederland (LD);2003/'04;;;73.0
4845;Totaal mannen en vrouwen;Havo;Schoolregio;Turkije;Zuid-Nederland (LD);2004/'05;;;79.0
4846;Totaal mannen en vrouwen;Havo;Schoolregio;Turkije;Niet in te delen (LD);2003/'04;;;
4847;Totaal mannen en vrouwen;Havo;Schoolregio;Turkije;Niet in te delen (LD);2004/'05;;;
4848;Totaal mannen en vrouwen;Havo;Schoolregio;Turkije;Groningen (PV);2003/'04;;;
4849;Totaal mannen en vrouwen;Havo;Schoolregio;Turkije;Groningen (PV);2004/'05;;;
4850;Totaal mannen en vrouwen;Havo;Schoolregio;Turkije;Friesland (PV);2003/'04;;;
4851;Totaal mannen en vrouwen;Havo;Schoolregio;Turkije;Friesland (PV);2004/'05;;;
4852;Totaal mannen en vrouwen;Havo;Schoolregio;Turkije;Drenthe (PV);2003/'04;;;
4853;Totaal mannen en vrouwen;Havo;Schoolregio;Turkije;Drenthe (PV);2004/'05;;;
4854;Totaal mannen en vrouwen;Havo;Schoolregio;Turkije;Overijssel (PV);2003/'04;;;
4855;Totaal mannen en vrouwen;Havo;Schoolregio;Turkije;Overijssel (PV);2004/'05;;;
4856;Totaal mannen en vrouwen;Havo;Schoolregio;Turkije;Flevoland (PV);2003/'04;;;
4857;Totaal mannen en vrouwen;Havo;Schoolregio;Turkije;Flevoland (PV);2004/'05;;;
4858;Totaal mannen en vrouwen;Havo;Schoolregio;Turkije;Gelderland (PV);2003/'04;;;
4859;Totaal mannen en vrouwen;Havo;Schoolregio;Turkije;Gelderland (PV);2004/'05;;;
4860;Totaal mannen en vrouwen;Havo;Schoolregio;Turkije;Utrecht (PV);2003/'04;;;
4861;Totaal mannen en vrouwen;Havo;Schoolregio;Turkije;Utrecht (PV);2004/'05;;;
4862;Totaal mannen en vrouwen;Havo;Schoolregio;Turkije;Noord-Holland (PV);2003/'04;;;
4863;Totaal mannen en vrouwen;Havo;Schoolregio;Turkije;Noord-Holland (PV);2004/'05;;;
4864;Totaal mannen en vrouwen;Havo;Schoolregio;Turkije;Zuid-Holland (PV);2003/'04;;;
4865;Totaal mannen en vrouwen;Havo;Schoolregio;Turkije;Zuid-Holland (PV);2004/'05;;;
4866;Totaal mannen en vrouwen;Havo;Schoolregio;Turkije;Zeeland (PV);2003/'04;;;
4867;Totaal mannen en vrouwen;Havo;Schoolregio;Turkije;Zeeland (PV);2004/'05;;;
4868;Totaal mannen en vrouwen;Havo;Schoolregio;Turkije;Noord-Brabant (PV);2003/'04;;;
4869;Totaal mannen en vrouwen;Havo;Schoolregio;Turkije;Noord-Brabant (PV);2004/'05;;;
4870;Totaal mannen en vrouwen;Havo;Schoolregio;Turkije;Limburg (PV);2003/'04;;;
4871;Totaal mannen en vrouwen;Havo;Schoolregio;Turkije;Limburg (PV);2004/'05;;;
4872;Totaal mannen en vrouwen;Havo;Schoolregio;Turkije;Niet in te delen (PV);2003/'04;;;
4873;Totaal mannen en vrouwen;Havo;Schoolregio;Turkije;Niet in te delen (PV);2004/'05;;;
4874;Totaal mannen en vrouwen;Havo;Schoolregio;Turkije;Amsterdam;2003/'04;;;64.0
4875;Totaal mannen en vrouwen;Havo;Schoolregio;Turkije;Amsterdam;2004/'05;;;65.0
4876;Totaal mannen en vrouwen;Havo;Schoolregio;Turkije;'s-Gravenhage (gemeente);2003/'04;;;88.0
4877;Totaal mannen en vrouwen;Havo;Schoolregio;Turkije;'s-Gravenhage (gemeente);2004/'05;;;73.0
4878;Totaal mannen en vrouwen;Havo;Schoolregio;Turkije;Rotterdam;2003/'04;;;67.0
4879;Totaal mannen en vrouwen;Havo;Schoolregio;Turkije;Rotterdam;2004/'05;;;64.0
4880;Totaal mannen en vrouwen;Havo;Schoolregio;Turkije;Utrecht (gemeente);2003/'04;;;
4881;Totaal mannen en vrouwen;Havo;Schoolregio;Turkije;Utrecht (gemeente);2004/'05;;;50.0
4882;Totaal mannen en vrouwen;Havo;Schoolregio;Turkije;Vier grootste gemeenten (G4);2003/'04;;;69.0
4883;Totaal mannen en vrouwen;Havo;Schoolregio;Turkije;Vier grootste gemeenten (G4);2004/'05;;;64.0
4884;Totaal mannen en vrouwen;Havo;Schoolregio;Turkije;Gemeenten >= 100 000 inwoners (excl.G4) ;2003/'04;;;72.0
4885;Totaal mannen en vrouwen;Havo;Schoolregio;Turkije;Gemeenten >= 100 000 inwoners (excl.G4) ;2004/'05;;;67.0
4886;Totaal mannen en vrouwen;Havo;Schoolregio;Turkije;Gemeenten < 100 000 inwoners;2003/'04;;;74.0
4887;Totaal mannen en vrouwen;Havo;Schoolregio;Turkije;Gemeenten < 100 000 inwoners;2004/'05;;;71.0
4888;Totaal mannen en vrouwen;Havo;Schoolregio;Turkije;Niet in te delen (GM);2003/'04;;;
4889;Totaal mannen en vrouwen;Havo;Schoolregio;Turkije;Niet in te delen (GM);2004/'05;;;
4890;Totaal mannen en vrouwen;Havo;Schoolregio;Turkije;Noord-Groningen (RP);2003/'04;;;
4891;Totaal mannen en vrouwen;Havo;Schoolregio;Turkije;Noord-Groningen (RP);2004/'05;;;
4892;Totaal mannen en vrouwen;Havo;Schoolregio;Turkije;Oost-Groningen (RP);2003/'04;;;
4893;Totaal mannen en vrouwen;Havo;Schoolregio;Turkije;Oost-Groningen (RP);2004/'05;;;
4894;Totaal mannen en vrouwen;Havo;Schoolregio;Turkije;Centraal-Groningen (RP);2003/'04;;;
4895;Totaal mannen en vrouwen;Havo;Schoolregio;Turkije;Centraal-Groningen (RP);2004/'05;;;
4896;Totaal mannen en vrouwen;Havo;Schoolregio;Turkije;Fryslân (RP);2003/'04;;;
4897;Totaal mannen en vrouwen;Havo;Schoolregio;Turkije;Fryslân (RP);2004/'05;;;
4898;Totaal mannen en vrouwen;Havo;Schoolregio;Turkije;Zuid- en Midden-Drenthe (RP);2003/'04;;;
4899;Totaal mannen en vrouwen;Havo;Schoolregio;Turkije;Zuid- en Midden-Drenthe (RP);2004/'05;;;
4900;Totaal mannen en vrouwen;Havo;Schoolregio;Turkije;IJssel en Vecht (RP);2003/'04;;;
4901;Totaal mannen en vrouwen;Havo;Schoolregio;Turkije;IJssel en Vecht (RP);2004/'05;;;
4902;Totaal mannen en vrouwen;Havo;Schoolregio;Turkije;Twente (RP);2003/'04;;;
4903;Totaal mannen en vrouwen;Havo;Schoolregio;Turkije;Twente (RP);2004/'05;;;
4904;Totaal mannen en vrouwen;Havo;Schoolregio;Turkije;Noordwest-Veluwe (RP);2003/'04;;;
4905;Totaal mannen en vrouwen;Havo;Schoolregio;Turkije;Noordwest-Veluwe (RP);2004/'05;;;
4906;Totaal mannen en vrouwen;Havo;Schoolregio;Turkije;Stedendriehoek (RP);2003/'04;;;
4907;Totaal mannen en vrouwen;Havo;Schoolregio;Turkije;Stedendriehoek (RP);2004/'05;;;
4908;Totaal mannen en vrouwen;Havo;Schoolregio;Turkije;De Vallei (RP);2003/'04;;;
4909;Totaal mannen en vrouwen;Havo;Schoolregio;Turkije;De Vallei (RP);2004/'05;;;
4910;Totaal mannen en vrouwen;Havo;Schoolregio;Turkije;IJssel en Rijn (RP);2003/'04;;;
4911;Totaal mannen en vrouwen;Havo;Schoolregio;Turkije;IJssel en Rijn (RP);2004/'05;;;
4912;Totaal mannen en vrouwen;Havo;Schoolregio;Turkije;Achterhoek (RP);2003/'04;;;
4913;Totaal mannen en vrouwen;Havo;Schoolregio;Turkije;Achterhoek (RP);2004/'05;;;
4914;Totaal mannen en vrouwen;Havo;Schoolregio;Turkije;Nijmegen (RP);2003/'04;;;
4915;Totaal mannen en vrouwen;Havo;Schoolregio;Turkije;Nijmegen (RP);2004/'05;;;
4916;Totaal mannen en vrouwen;Havo;Schoolregio;Turkije;Rivierenland (RP);2003/'04;;;
4917;Totaal mannen en vrouwen;Havo;Schoolregio;Turkije;Rivierenland (RP);2004/'05;;;
4918;Totaal mannen en vrouwen;Havo;Schoolregio;Turkije;Flevoland (RP);2003/'04;;;
4919;Totaal mannen en vrouwen;Havo;Schoolregio;Turkije;Flevoland (RP);2004/'05;;;
4920;Totaal mannen en vrouwen;Havo;Schoolregio;Turkije;Gooi en Vechtstreek (RP);2003/'04;;;
4921;Totaal mannen en vrouwen;Havo;Schoolregio;Turkije;Gooi en Vechtstreek (RP);2004/'05;;;
4922;Totaal mannen en vrouwen;Havo;Schoolregio;Turkije;Eemland (RP);2003/'04;;;
4923;Totaal mannen en vrouwen;Havo;Schoolregio;Turkije;Eemland (RP);2004/'05;;;
4924;Totaal mannen en vrouwen;Havo;Schoolregio;Turkije;Utrecht-Midden (RP);2003/'04;;;
4925;Totaal mannen en vrouwen;Havo;Schoolregio;Turkije;Utrecht-Midden (RP);2004/'05;;;
4926;Totaal mannen en vrouwen;Havo;Schoolregio;Turkije;Noord-Holland-Noord (RP);2003/'04;;;
4927;Totaal mannen en vrouwen;Havo;Schoolregio;Turkije;Noord-Holland-Noord (RP);2004/'05;;;
4928;Totaal mannen en vrouwen;Havo;Schoolregio;Turkije;Zuidelijk Noord-Holland (RP);2003/'04;;;
4929;Totaal mannen en vrouwen;Havo;Schoolregio;Turkije;Zuidelijk Noord-Holland (RP);2004/'05;;;
4930;Totaal mannen en vrouwen;Havo;Schoolregio;Turkije;Rijn-Gouwe (RP);2003/'04;;;
4931;Totaal mannen en vrouwen;Havo;Schoolregio;Turkije;Rijn-Gouwe (RP);2004/'05;;;
4932;Totaal mannen en vrouwen;Havo;Schoolregio;Turkije;Haaglanden (RP);2003/'04;;;
4933;Totaal mannen en vrouwen;Havo;Schoolregio;Turkije;Haaglanden (RP);2004/'05;;;
4934;Totaal mannen en vrouwen;Havo;Schoolregio;Turkije;Rijnmond (RP);2003/'04;;;
4935;Totaal mannen en vrouwen;Havo;Schoolregio;Turkije;Rijnmond (RP);2004/'05;;;
4936;Totaal mannen en vrouwen;Havo;Schoolregio;Turkije;Zeeland (RP);2003/'04;;;
4937;Totaal mannen en vrouwen;Havo;Schoolregio;Turkije;Zeeland (RP);2004/'05;;;
4938;Totaal mannen en vrouwen;Havo;Schoolregio;Turkije;West-Brabant (RP);2003/'04;;;
4939;Totaal mannen en vrouwen;Havo;Schoolregio;Turkije;West-Brabant (RP);2004/'05;;;
4940;Totaal mannen en vrouwen;Havo;Schoolregio;Turkije;Midden-Brabant (RP);2003/'04;;;
4941;Totaal mannen en vrouwen;Havo;Schoolregio;Turkije;Midden-Brabant (RP);2004/'05;;;
4942;Totaal mannen en vrouwen;Havo;Schoolregio;Turkije;Noordoost-Brabant (RP);2003/'04;;;
4943;Totaal mannen en vrouwen;Havo;Schoolregio;Turkije;Noordoost-Brabant (RP);2004/'05;;;
4944;Totaal mannen en vrouwen;Havo;Schoolregio;Turkije;Zuidoost-Brabant (RP);2003/'04;;;
4945;Totaal mannen en vrouwen;Havo;Schoolregio;Turkije;Zuidoost-Brabant (RP);2004/'05;;;
4946;Totaal mannen en vrouwen;Havo;Schoolregio;Turkije;Noord-Limburg (RP);2003/'04;;;
4947;Totaal mannen en vrouwen;Havo;Schoolregio;Turkije;Noord-Limburg (RP);2004/'05;;;
4948;Totaal mannen en vrouwen;Havo;Schoolregio;Turkije;Weert (RP);2003/'04;;;
4949;Totaal mannen en vrouwen;Havo;Schoolregio;Turkije;Weert (RP);2004/'05;;;
4950;Totaal mannen en vrouwen;Havo;Schoolregio;Turkije;Roermond (RP);2003/'04;;;
4951;Totaal mannen en vrouwen;Havo;Schoolregio;Turkije;Roermond (RP);2004/'05;;;
4952;Totaal mannen en vrouwen;Havo;Schoolregio;Turkije;Westelijke Mijnstreek (RP);2003/'04;;;
4953;Totaal mannen en vrouwen;Havo;Schoolregio;Turkije;Westelijke Mijnstreek (RP);2004/'05;;;
4954;Totaal mannen en vrouwen;Havo;Schoolregio;Turkije;Parkstad Limburg (RP);2003/'04;;;
4955;Totaal mannen en vrouwen;Havo;Schoolregio;Turkije;Parkstad Limburg (RP);2004/'05;;;
4956;Totaal mannen en vrouwen;Havo;Schoolregio;Turkije;Maastricht Mergelland (RP);2003/'04;;;
4957;Totaal mannen en vrouwen;Havo;Schoolregio;Turkije;Maastricht Mergelland (RP);2004/'05;;;
4958;Totaal mannen en vrouwen;Havo;Schoolregio;Turkije;Niet in te delen (RP);2003/'04;;;
4959;Totaal mannen en vrouwen;Havo;Schoolregio;Turkije;Niet in te delen (RP);2004/'05;;;
4960;Totaal mannen en vrouwen;Havo;Schoolregio;Suriname;Nederland;2003/'04;;;80.0
4961;Totaal mannen en vrouwen;Havo;Schoolregio;Suriname;Nederland;2004/'05;;;77.0
4962;Totaal mannen en vrouwen;Havo;Schoolregio;Suriname;Noord-Nederland (LD);2003/'04;;;93.0
4963;Totaal mannen en vrouwen;Havo;Schoolregio;Suriname;Noord-Nederland (LD);2004/'05;;;60.0
4964;Totaal mannen en vrouwen;Havo;Schoolregio;Suriname;Oost-Nederland (LD);2003/'04;;;76.0
4965;Totaal mannen en vrouwen;Havo;Schoolregio;Suriname;Oost-Nederland (LD);2004/'05;;;83.0
4966;Totaal mannen en vrouwen;Havo;Schoolregio;Suriname;West-Nederland (LD);2003/'04;;;81.0
4967;Totaal mannen en vrouwen;Havo;Schoolregio;Suriname;West-Nederland (LD);2004/'05;;;76.0
4968;Totaal mannen en vrouwen;Havo;Schoolregio;Suriname;Zuid-Nederland (LD);2003/'04;;;78.0
4969;Totaal mannen en vrouwen;Havo;Schoolregio;Suriname;Zuid-Nederland (LD);2004/'05;;;78.0
4970;Totaal mannen en vrouwen;Havo;Schoolregio;Suriname;Niet in te delen (LD);2003/'04;;;
4971;Totaal mannen en vrouwen;Havo;Schoolregio;Suriname;Niet in te delen (LD);2004/'05;;;
4972;Totaal mannen en vrouwen;Havo;Schoolregio;Suriname;Groningen (PV);2003/'04;;;
4973;Totaal mannen en vrouwen;Havo;Schoolregio;Suriname;Groningen (PV);2004/'05;;;
4974;Totaal mannen en vrouwen;Havo;Schoolregio;Suriname;Friesland (PV);2003/'04;;;
4975;Totaal mannen en vrouwen;Havo;Schoolregio;Suriname;Friesland (PV);2004/'05;;;
4976;Totaal mannen en vrouwen;Havo;Schoolregio;Suriname;Drenthe (PV);2003/'04;;;
4977;Totaal mannen en vrouwen;Havo;Schoolregio;Suriname;Drenthe (PV);2004/'05;;;
4978;Totaal mannen en vrouwen;Havo;Schoolregio;Suriname;Overijssel (PV);2003/'04;;;
4979;Totaal mannen en vrouwen;Havo;Schoolregio;Suriname;Overijssel (PV);2004/'05;;;
4980;Totaal mannen en vrouwen;Havo;Schoolregio;Suriname;Flevoland (PV);2003/'04;;;
4981;Totaal mannen en vrouwen;Havo;Schoolregio;Suriname;Flevoland (PV);2004/'05;;;
4982;Totaal mannen en vrouwen;Havo;Schoolregio;Suriname;Gelderland (PV);2003/'04;;;
4983;Totaal mannen en vrouwen;Havo;Schoolregio;Suriname;Gelderland (PV);2004/'05;;;
4984;Totaal mannen en vrouwen;Havo;Schoolregio;Suriname;Utrecht (PV);2003/'04;;;
4985;Totaal mannen en vrouwen;Havo;Schoolregio;Suriname;Utrecht (PV);2004/'05;;;
4986;Totaal mannen en vrouwen;Havo;Schoolregio;Suriname;Noord-Holland (PV);2003/'04;;;
4987;Totaal mannen en vrouwen;Havo;Schoolregio;Suriname;Noord-Holland (PV);2004/'05;;;
4988;Totaal mannen en vrouwen;Havo;Schoolregio;Suriname;Zuid-Holland (PV);2003/'04;;;
4989;Totaal mannen en vrouwen;Havo;Schoolregio;Suriname;Zuid-Holland (PV);2004/'05;;;
4990;Totaal mannen en vrouwen;Havo;Schoolregio;Suriname;Zeeland (PV);2003/'04;;;
4991;Totaal mannen en vrouwen;Havo;Schoolregio;Suriname;Zeeland (PV);2004/'05;;;
4992;Totaal mannen en vrouwen;Havo;Schoolregio;Suriname;Noord-Brabant (PV);2003/'04;;;
4993;Totaal mannen en vrouwen;Havo;Schoolregio;Suriname;Noord-Brabant (PV);2004/'05;;;
4994;Totaal mannen en vrouwen;Havo;Schoolregio;Suriname;Limburg (PV);2003/'04;;;
4995;Totaal mannen en vrouwen;Havo;Schoolregio;Suriname;Limburg (PV);2004/'05;;;
4996;Totaal mannen en vrouwen;Havo;Schoolregio;Suriname;Niet in te delen (PV);2003/'04;;;
4997;Totaal mannen en vrouwen;Havo;Schoolregio;Suriname;Niet in te delen (PV);2004/'05;;;
4998;Totaal mannen en vrouwen;Havo;Schoolregio;Suriname;Amsterdam;2003/'04;;;85.0
4999;Totaal mannen en vrouwen;Havo;Schoolregio;Suriname;Amsterdam;2004/'05;;;76.0
5000;Totaal mannen en vrouwen;Havo;Schoolregio;Suriname;'s-Gravenhage (gemeente);2003/'04;;;83.0
5001;Totaal mannen en vrouwen;Havo;Schoolregio;Suriname;'s-Gravenhage (gemeente);2004/'05;;;74.0
5002;Totaal mannen en vrouwen;Havo;Schoolregio;Suriname;Rotterdam;2003/'04;;;76.0
5003;Totaal mannen en vrouwen;Havo;Schoolregio;Suriname;Rotterdam;2004/'05;;;71.0
5004;Totaal mannen en vrouwen;Havo;Schoolregio;Suriname;Utrecht (gemeente);2003/'04;;;
5005;Totaal mannen en vrouwen;Havo;Schoolregio;Suriname;Utrecht (gemeente);2004/'05;;;100.0
5006;Totaal mannen en vrouwen;Havo;Schoolregio;Suriname;Vier grootste gemeenten (G4);2003/'04;;;81.0
5007;Totaal mannen en vrouwen;Havo;Schoolregio;Suriname;Vier grootste gemeenten (G4);2004/'05;;;75.0
5008;Totaal mannen en vrouwen;Havo;Schoolregio;Suriname;Gemeenten >= 100 000 inwoners (excl.G4) ;2003/'04;;;80.0
5009;Totaal mannen en vrouwen;Havo;Schoolregio;Suriname;Gemeenten >= 100 000 inwoners (excl.G4) ;2004/'05;;;77.0
5010;Totaal mannen en vrouwen;Havo;Schoolregio;Suriname;Gemeenten < 100 000 inwoners;2003/'04;;;80.0
5011;Totaal mannen en vrouwen;Havo;Schoolregio;Suriname;Gemeenten < 100 000 inwoners;2004/'05;;;79.0
5012;Totaal mannen en vrouwen;Havo;Schoolregio;Suriname;Niet in te delen (GM);2003/'04;;;
5013;Totaal mannen en vrouwen;Havo;Schoolregio;Suriname;Niet in te delen (GM);2004/'05;;;
5014;Totaal mannen en vrouwen;Havo;Schoolregio;Suriname;Noord-Groningen (RP);2003/'04;;;
5015;Totaal mannen en vrouwen;Havo;Schoolregio;Suriname;Noord-Groningen (RP);2004/'05;;;
5016;Totaal mannen en vrouwen;Havo;Schoolregio;Suriname;Oost-Groningen (RP);2003/'04;;;
5017;Totaal mannen en vrouwen;Havo;Schoolregio;Suriname;Oost-Groningen (RP);2004/'05;;;
5018;Totaal mannen en vrouwen;Havo;Schoolregio;Suriname;Centraal-Groningen (RP);2003/'04;;;
5019;Totaal mannen en vrouwen;Havo;Schoolregio;Suriname;Centraal-Groningen (RP);2004/'05;;;
5020;Totaal mannen en vrouwen;Havo;Schoolregio;Suriname;Fryslân (RP);2003/'04;;;
5021;Totaal mannen en vrouwen;Havo;Schoolregio;Suriname;Fryslân (RP);2004/'05;;;
5022;Totaal mannen en vrouwen;Havo;Schoolregio;Suriname;Zuid- en Midden-Drenthe (RP);2003/'04;;;
5023;Totaal mannen en vrouwen;Havo;Schoolregio;Suriname;Zuid- en Midden-Drenthe (RP);2004/'05;;;
5024;Totaal mannen en vrouwen;Havo;Schoolregio;Suriname;IJssel en Vecht (RP);2003/'04;;;
5025;Totaal mannen en vrouwen;Havo;Schoolregio;Suriname;IJssel en Vecht (RP);2004/'05;;;
