ID;Nomenclature;CountriesGroups;Periods;Imports_1;Exports_2;BalanceOfTrade_3
5445;Total goods;Total Western Europe;2006 December;13207837.0;20047619.0;6839782.0
5446;Total goods;Total Western Europe;2006;159049006.0;241042576.0;81993570.0
5447;Total goods;Total Western Europe;2007 January;13351047.0;20915369.0;7564322.0
5448;Total goods;Total Western Europe;2007 February;13593037.0;20181844.0;6588807.0
5449;Total goods;Total Western Europe;2007 March;15283080.0;22788609.0;7505529.0
5450;Total goods;Total Western Europe;2007 April;13815373.0;19884065.0;6068692.0
5451;Total goods;Total Western Europe;2007 May;14771885.0;20895867.0;6123982.0
5452;Total goods;Total Western Europe;2007 June;14850828.0;21171109.0;6320281.0
5453;Total goods;Total Western Europe;2007 July;13866994.0;20406727.0;6539733.0
5454;Total goods;Total Western Europe;2007 August;13642100.0;20120998.0;6478898.0
5455;Total goods;Total Western Europe;2007 September;14206012.0;21625085.0;7419073.0
5456;Total goods;Total Western Europe;2007 October;15434412.0;23588638.0;8154226.0
5457;Total goods;Total Western Europe;2007 November;15592410.0;24334662.0;8742252.0
5458;Total goods;Total Western Europe;2007 December;13807950.0;21125638.0;7317688.0
5459;Total goods;Total Western Europe;2007;172215128.0;257038611.0;84823483.0
5460;Total goods;Total Western Europe;2008 January;15487195.0;23711010.0;8223815.0
5461;Total goods;Total Western Europe;2008 February;15936921.0;23283778.0;7346857.0
5462;Total goods;Total Western Europe;2008 March;15407036.0;23858616.0;8451580.0
5463;Total goods;Total Western Europe;2008 April;16256092.0;24019558.0;7763466.0
5464;Total goods;Total Western Europe;2008 May;15665079.0;22675826.0;7010747.0
5465;Total goods;Total Western Europe;2008 June;16108013.0;23544566.0;7436553.0
5466;Total goods;Total Western Europe;2008 July;16054161.0;23285451.0;7231290.0
5467;Total goods;Total Western Europe;2008 August;14124853.0;21269810.0;7144957.0
5468;Total goods;Total Western Europe;2008 September;16395506.0;24201020.0;7805514.0
5469;Total goods;Total Western Europe;2008 October;16454227.0;24976089.0;8521862.0
5470;Total goods;Total Western Europe;2008 November;14214410.0;21947572.0;7733162.0
5471;Total goods;Total Western Europe;2008 December;13110226.0;19742233.0;6632007.0
5472;Total goods;Total Western Europe;2008;185213719.0;276515529.0;91301810.0
5473;Total goods;Total Western Europe;2009 January;11923081.0;19263498.0;7340417.0
5474;Total goods;Total Western Europe;2009 February;12454443.0;18563892.0;6109449.0
5475;Total goods;Total Western Europe;2009 March;13124023.0;19880254.0;6756231.0
5476;Total goods;Total Western Europe;2009 April;11924115.0;17842436.0;5918321.0
5477;Total goods;Total Western Europe;2009 May;11601501.0;17595526.0;5994025.0
5478;Total goods;Total Western Europe;2009 June;12626862.0;18529356.0;5902494.0
5479;Total goods;Total Western Europe;2009 July;12575671.0;18539902.0;5964231.0
5480;Total goods;Total Western Europe;2009 August;11249286.0;17051533.0;5802247.0
5481;Total goods;Total Western Europe;2009 September;12828697.0;20056943.0;7228246.0
5482;Total goods;Total Western Europe;2009 October;13187353.0;21020657.0;7833304.0
5483;Total goods;Total Western Europe;2009 November;12945712.0;20823882.0;7878170.0
5484;Total goods;Total Western Europe;2009 December;13403243.0;19618111.0;6214868.0
5485;Total goods;Total Western Europe;2009;149843987.0;228785990.0;78942003.0
5486;Total goods;Total Western Europe;2010 January;12591195.0;20651926.0;8060731.0
5487;Total goods;Total Western Europe;2010 February;13083205.0;20290559.0;7207354.0
5488;Total goods;Total Western Europe;2010 March;15471450.0;24093321.0;8621871.0
5489;Total goods;Total Western Europe;2010 April;14670792.0;22048966.0;7378174.0
5490;Total goods;Total Western Europe;2010 May;14194408.0;21389046.0;7194638.0
5491;Total goods;Total Western Europe;2010 June;16237005.0;23194776.0;6957771.0
5492;Total goods;Total Western Europe;2010 July;13931503.0;21746272.0;7814769.0
5493;Total goods;Total Western Europe;2010 August;13115975.0;20580960.0;7464985.0
5494;Total goods;Total Western Europe;2010 September;14400000.0;23317830.0;8917830.0
5495;Total goods;Total Western Europe;2010 October;15138978.0;23767843.0;8628865.0
5496;Total goods;Total Western Europe;2010 November;15837725.0;25265339.0;9427614.0
5497;Total goods;Total Western Europe;2010 December;15751511.0;24285240.0;8533729.0
5498;Total goods;Total Western Europe;2010;174423747.0;270632078.0;96208331.0
5499;Total goods;Total Western Europe;2011 January;14766922.0;23872019.0;9105097.0
5500;Total goods;Total Western Europe;2011 February;15421951.0;24224748.0;8802797.0
5501;Total goods;Total Western Europe;2011 March;17586864.0;27902997.0;10316133.0
5502;Total goods;Total Western Europe;2011 April;15125904.0;24045859.0;8919955.0
5503;Total goods;Total Western Europe;2011 May;16469869.0;25057059.0;8587190.0
5504;Total goods;Total Western Europe;2011 June;16463603.0;24381754.0;7918151.0
5505;Total goods;Total Western Europe;2011 July;15818164.0;23494226.0;7676062.0
5506;Total goods;Total Western Europe;2011 August;15358991.0;23495996.0;8137005.0
5507;Total goods;Total Western Europe;2011 September;16338348.0;25457337.0;9118989.0
5508;Total goods;Total Western Europe;2011 October;15707525.0;24772690.0;9065165.0
5509;Total goods;Total Western Europe;2011 November;16577456.0;25751364.0;9173908.0
5510;Total goods;Total Western Europe;2011 December;16185166.0;24446939.0;8261773.0
5511;Total goods;Total Western Europe;2011;191820763.0;296902988.0;105082225.0
5512;Total goods;Total Western Europe;2012 January;15519151.0;24554043.0;9034892.0
5513;Total goods;Total Western Europe;2012 February;16131935.0;25219442.0;9087507.0
5514;Total goods;Total Western Europe;2012 March;17888221.0;27237941.0;9349720.0
5515;Total goods;Total Western Europe;2012 April;15786520.0;24615971.0;8829451.0
5516;Total goods;Total Western Europe;2012 May;16823420.0;25731547.0;8908127.0
5517;Total goods;Total Western Europe;2012 June;16754851.0;25245819.0;8490968.0
5518;Total goods;Total Western Europe;2012 July;16278134.0;24839319.0;8561185.0
5519;Total goods;Total Western Europe;2012 August;16382783.0;23802230.0;7419447.0
5520;Total goods;Total Western Europe;2012 September;16545518.0;24752809.0;8207291.0
5521;Total goods;Total Western Europe;2012 October;18088237.0;27535535.0;9447298.0
5522;Total goods;Total Western Europe;2012 November;17590020.0;26946882.0;9356862.0
5523;Total goods;Total Western Europe;2012 December;16057589.0;23742245.0;7684656.0
5524;Total goods;Total Western Europe;2012;199846379.0;304223783.0;104377404.0
5525;Total goods;Estonia;1996 January;;;
5526;Total goods;Estonia;1996 February;;;
5527;Total goods;Estonia;1996 March;;;
5528;Total goods;Estonia;1996 April;;;
5529;Total goods;Estonia;1996 May;;;
5530;Total goods;Estonia;1996 June;;;
5531;Total goods;Estonia;1996 July;;;
5532;Total goods;Estonia;1996 August;;;
5533;Total goods;Estonia;1996 September;;;
5534;Total goods;Estonia;1996 October;;;
5535;Total goods;Estonia;1996 November;;;
5536;Total goods;Estonia;1996 December;;;
5537;Total goods;Estonia;1996;;;
5538;Total goods;Estonia;1997 January;;;
5539;Total goods;Estonia;1997 February;;;
5540;Total goods;Estonia;1997 March;;;
5541;Total goods;Estonia;1997 April;;;
5542;Total goods;Estonia;1997 May;;;
5543;Total goods;Estonia;1997 June;;;
5544;Total goods;Estonia;1997 July;;;
5545;Total goods;Estonia;1997 August;;;
5546;Total goods;Estonia;1997 September;;;
5547;Total goods;Estonia;1997 October;;;
5548;Total goods;Estonia;1997 November;;;
5549;Total goods;Estonia;1997 December;;;
5550;Total goods;Estonia;1997;;;
5551;Total goods;Estonia;1998 January;;;
5552;Total goods;Estonia;1998 February;;;
5553;Total goods;Estonia;1998 March;;;
5554;Total goods;Estonia;1998 April;;;
5555;Total goods;Estonia;1998 May;;;
5556;Total goods;Estonia;1998 June;;;
5557;Total goods;Estonia;1998 July;;;
5558;Total goods;Estonia;1998 August;;;
5559;Total goods;Estonia;1998 September;;;
5560;Total goods;Estonia;1998 October;;;
5561;Total goods;Estonia;1998 November;;;
5562;Total goods;Estonia;1998 December;;;
5563;Total goods;Estonia;1998;;;
5564;Total goods;Estonia;1999 January;;;
5565;Total goods;Estonia;1999 February;;;
5566;Total goods;Estonia;1999 March;;;
5567;Total goods;Estonia;1999 April;;;
5568;Total goods;Estonia;1999 May;;;
5569;Total goods;Estonia;1999 June;;;
5570;Total goods;Estonia;1999 July;;;
5571;Total goods;Estonia;1999 August;;;
5572;Total goods;Estonia;1999 September;;;
5573;Total goods;Estonia;1999 October;;;
5574;Total goods;Estonia;1999 November;;;
5575;Total goods;Estonia;1999 December;;;
5576;Total goods;Estonia;1999;;;
5577;Total goods;Estonia;2000 January;;;
5578;Total goods;Estonia;2000 February;;;
5579;Total goods;Estonia;2000 March;;;
5580;Total goods;Estonia;2000 April;;;
5581;Total goods;Estonia;2000 May;;;
5582;Total goods;Estonia;2000 June;;;
5583;Total goods;Estonia;2000 July;;;
5584;Total goods;Estonia;2000 August;;;
5585;Total goods;Estonia;2000 September;;;
5586;Total goods;Estonia;2000 October;;;
5587;Total goods;Estonia;2000 November;;;
5588;Total goods;Estonia;2000 December;;;
5589;Total goods;Estonia;2000;;;
5590;Total goods;Estonia;2001 January;;;
5591;Total goods;Estonia;2001 February;;;
5592;Total goods;Estonia;2001 March;;;
5593;Total goods;Estonia;2001 April;;;
5594;Total goods;Estonia;2001 May;;;
5595;Total goods;Estonia;2001 June;;;
5596;Total goods;Estonia;2001 July;;;
5597;Total goods;Estonia;2001 August;;;
5598;Total goods;Estonia;2001 September;;;
5599;Total goods;Estonia;2001 October;;;
5600;Total goods;Estonia;2001 November;;;
5601;Total goods;Estonia;2001 December;;;
5602;Total goods;Estonia;2001;;;
5603;Total goods;Estonia;2002 January;;;
5604;Total goods;Estonia;2002 February;;;
5605;Total goods;Estonia;2002 March;;;
5606;Total goods;Estonia;2002 April;;;
5607;Total goods;Estonia;2002 May;;;
5608;Total goods;Estonia;2002 June;;;
5609;Total goods;Estonia;2002 July;;;
5610;Total goods;Estonia;2002 August;;;
5611;Total goods;Estonia;2002 September;;;
5612;Total goods;Estonia;2002 October;;;
5613;Total goods;Estonia;2002 November;;;
5614;Total goods;Estonia;2002 December;;;
5615;Total goods;Estonia;2002;;;
5616;Total goods;Estonia;2003 January;;;
5617;Total goods;Estonia;2003 February;;;
5618;Total goods;Estonia;2003 March;;;
5619;Total goods;Estonia;2003 April;;;
5620;Total goods;Estonia;2003 May;;;
5621;Total goods;Estonia;2003 June;;;
5622;Total goods;Estonia;2003 July;;;
5623;Total goods;Estonia;2003 August;;;
5624;Total goods;Estonia;2003 September;;;
5625;Total goods;Estonia;2003 October;;;
5626;Total goods;Estonia;2003 November;;;
5627;Total goods;Estonia;2003 December;;;
5628;Total goods;Estonia;2003;;;
5629;Total goods;Estonia;2004 January;;;
5630;Total goods;Estonia;2004 February;;;
5631;Total goods;Estonia;2004 March;;;
5632;Total goods;Estonia;2004 April;;;
5633;Total goods;Estonia;2004 May;7589.0;14050.0;6461.0
5634;Total goods;Estonia;2004 June;29834.0;20387.0;-9447.0
5635;Total goods;Estonia;2004 July;17362.0;18165.0;803.0
5636;Total goods;Estonia;2004 August;29442.0;18278.0;-11164.0
5637;Total goods;Estonia;2004 September;25373.0;22943.0;-2430.0
5638;Total goods;Estonia;2004 October;15163.0;24415.0;9252.0
5639;Total goods;Estonia;2004 November;11226.0;20839.0;9613.0
5640;Total goods;Estonia;2004 December;17134.0;17032.0;-102.0
5641;Total goods;Estonia;2004;153123.0;156109.0;2986.0
5642;Total goods;Estonia;2005 January;11227.0;17925.0;6698.0
5643;Total goods;Estonia;2005 February;15192.0;25665.0;10473.0
5644;Total goods;Estonia;2005 March;38812.0;21671.0;-17141.0
5645;Total goods;Estonia;2005 April;27563.0;20171.0;-7392.0
5646;Total goods;Estonia;2005 May;17175.0;21046.0;3871.0
5647;Total goods;Estonia;2005 June;29650.0;25704.0;-3946.0
5648;Total goods;Estonia;2005 July;32255.0;26281.0;-5974.0
5649;Total goods;Estonia;2005 August;36840.0;32019.0;-4821.0
5650;Total goods;Estonia;2005 September;31398.0;33294.0;1896.0
5651;Total goods;Estonia;2005 October;10414.0;36785.0;26371.0
5652;Total goods;Estonia;2005 November;12816.0;32716.0;19900.0
5653;Total goods;Estonia;2005 December;10462.0;21802.0;11340.0
5654;Total goods;Estonia;2005;273804.0;315079.0;41275.0
5655;Total goods;Estonia;2006 January;38381.0;24908.0;-13473.0
5656;Total goods;Estonia;2006 February;7898.0;32872.0;24974.0
5657;Total goods;Estonia;2006 March;30792.0;41623.0;10831.0
5658;Total goods;Estonia;2006 April;9761.0;37271.0;27510.0
5659;Total goods;Estonia;2006 May;25652.0;32943.0;7291.0
5660;Total goods;Estonia;2006 June;13631.0;35773.0;22142.0
5661;Total goods;Estonia;2006 July;61424.0;47027.0;-14397.0
5662;Total goods;Estonia;2006 August;15320.0;43715.0;28395.0
5663;Total goods;Estonia;2006 September;28302.0;54145.0;25843.0
5664;Total goods;Estonia;2006 October;18981.0;44515.0;25534.0
5665;Total goods;Estonia;2006 November;17484.0;50048.0;32564.0
5666;Total goods;Estonia;2006 December;16677.0;72003.0;55326.0
5667;Total goods;Estonia;2006;284303.0;516843.0;232540.0
5668;Total goods;Estonia;2007 January;32480.0;48402.0;15922.0
5669;Total goods;Estonia;2007 February;19044.0;31547.0;12503.0
5670;Total goods;Estonia;2007 March;26687.0;34161.0;7474.0
5671;Total goods;Estonia;2007 April;15123.0;37745.0;22622.0
5672;Total goods;Estonia;2007 May;25372.0;38634.0;13262.0
5673;Total goods;Estonia;2007 June;10422.0;41435.0;31013.0
5674;Total goods;Estonia;2007 July;25177.0;28830.0;3653.0
5675;Total goods;Estonia;2007 August;16849.0;28720.0;11871.0
5676;Total goods;Estonia;2007 September;17109.0;44469.0;27360.0
5677;Total goods;Estonia;2007 October;13020.0;31838.0;18818.0
5678;Total goods;Estonia;2007 November;14651.0;32639.0;17988.0
5679;Total goods;Estonia;2007 December;11484.0;25485.0;14001.0
5680;Total goods;Estonia;2007;227418.0;423905.0;196487.0
5681;Total goods;Estonia;2008 January;10612.0;26338.0;15726.0
5682;Total goods;Estonia;2008 February;13221.0;28030.0;14809.0
5683;Total goods;Estonia;2008 March;16316.0;28287.0;11971.0
5684;Total goods;Estonia;2008 April;15553.0;32038.0;16485.0
5685;Total goods;Estonia;2008 May;18963.0;31988.0;13025.0
5686;Total goods;Estonia;2008 June;13756.0;28896.0;15140.0
5687;Total goods;Estonia;2008 July;13454.0;27449.0;13995.0
5688;Total goods;Estonia;2008 August;9482.0;26938.0;17456.0
5689;Total goods;Estonia;2008 September;10109.0;29498.0;19389.0
5690;Total goods;Estonia;2008 October;12530.0;31448.0;18918.0
5691;Total goods;Estonia;2008 November;9145.0;32028.0;22883.0
5692;Total goods;Estonia;2008 December;10411.0;34355.0;23944.0
5693;Total goods;Estonia;2008;153552.0;357293.0;203741.0
5694;Total goods;Estonia;2009 January;19713.0;24774.0;5061.0
5695;Total goods;Estonia;2009 February;19780.0;17859.0;-1921.0
5696;Total goods;Estonia;2009 March;20716.0;29611.0;8895.0
5697;Total goods;Estonia;2009 April;21237.0;26137.0;4900.0
5698;Total goods;Estonia;2009 May;28847.0;22440.0;-6407.0
5699;Total goods;Estonia;2009 June;30012.0;22017.0;-7995.0
5700;Total goods;Estonia;2009 July;31592.0;19308.0;-12284.0
5701;Total goods;Estonia;2009 August;33583.0;19388.0;-14195.0
5702;Total goods;Estonia;2009 September;36118.0;22039.0;-14079.0
5703;Total goods;Estonia;2009 October;16589.0;21891.0;5302.0
5704;Total goods;Estonia;2009 November;41289.0;19935.0;-21354.0
5705;Total goods;Estonia;2009 December;46301.0;18247.0;-28054.0
5706;Total goods;Estonia;2009;345777.0;263646.0;-82131.0
5707;Total goods;Estonia;2010 January;13403.0;19457.0;6054.0
5708;Total goods;Estonia;2010 February;13855.0;19813.0;5958.0
5709;Total goods;Estonia;2010 March;16600.0;27344.0;10744.0
5710;Total goods;Estonia;2010 April;20428.0;24245.0;3817.0
5711;Total goods;Estonia;2010 May;12449.0;28790.0;16341.0
5712;Total goods;Estonia;2010 June;18844.0;23886.0;5042.0
5713;Total goods;Estonia;2010 July;12745.0;22358.0;9613.0
5714;Total goods;Estonia;2010 August;10646.0;36456.0;25810.0
5715;Total goods;Estonia;2010 September;18554.0;32767.0;14213.0
5716;Total goods;Estonia;2010 October;25486.0;32191.0;6705.0
5717;Total goods;Estonia;2010 November;38486.0;30034.0;-8452.0
5718;Total goods;Estonia;2010 December;43294.0;27423.0;-15871.0
5719;Total goods;Estonia;2010;244790.0;324764.0;79974.0
5720;Total goods;Estonia;2011 January;59255.0;25782.0;-33473.0
5721;Total goods;Estonia;2011 February;28991.0;27745.0;-1246.0
5722;Total goods;Estonia;2011 March;81060.0;32247.0;-48813.0
5723;Total goods;Estonia;2011 April;17292.0;32638.0;15346.0
5724;Total goods;Estonia;2011 May;38681.0;36178.0;-2503.0
5725;Total goods;Estonia;2011 June;42662.0;29149.0;-13513.0
5726;Total goods;Estonia;2011 July;13818.0;31019.0;17201.0
5727;Total goods;Estonia;2011 August;19264.0;34944.0;15680.0
5728;Total goods;Estonia;2011 September;30427.0;34017.0;3590.0
5729;Total goods;Estonia;2011 October;64446.0;30380.0;-34066.0
5730;Total goods;Estonia;2011 November;15522.0;50930.0;35408.0
5731;Total goods;Estonia;2011 December;26773.0;30281.0;3508.0
5732;Total goods;Estonia;2011;438191.0;395310.0;-42881.0
5733;Total goods;Estonia;2012 January;17612.0;26518.0;8906.0
5734;Total goods;Estonia;2012 February;27513.0;52330.0;24817.0
5735;Total goods;Estonia;2012 March;55145.0;61779.0;6634.0
5736;Total goods;Estonia;2012 April;38099.0;35048.0;-3051.0
5737;Total goods;Estonia;2012 May;11587.0;62344.0;50757.0
5738;Total goods;Estonia;2012 June;11712.0;43760.0;32048.0
5739;Total goods;Estonia;2012 July;9378.0;38260.0;28882.0
5740;Total goods;Estonia;2012 August;12735.0;43578.0;30843.0
5741;Total goods;Estonia;2012 September;13355.0;62895.0;49540.0
5742;Total goods;Estonia;2012 October;24075.0;72647.0;48572.0
5743;Total goods;Estonia;2012 November;13026.0;74797.0;61771.0
5744;Total goods;Estonia;2012 December;10069.0;58230.0;48161.0
5745;Total goods;Estonia;2012;244306.0;632186.0;387880.0
5746;Total goods;Latvia;1996 January;;;
5747;Total goods;Latvia;1996 February;;;
5748;Total goods;Latvia;1996 March;;;
5749;Total goods;Latvia;1996 April;;;
5750;Total goods;Latvia;1996 May;;;
5751;Total goods;Latvia;1996 June;;;
5752;Total goods;Latvia;1996 July;;;
5753;Total goods;Latvia;1996 August;;;
5754;Total goods;Latvia;1996 September;;;
5755;Total goods;Latvia;1996 October;;;
5756;Total goods;Latvia;1996 November;;;
5757;Total goods;Latvia;1996 December;;;
5758;Total goods;Latvia;1996;;;
5759;Total goods;Latvia;1997 January;;;
5760;Total goods;Latvia;1997 February;;;
5761;Total goods;Latvia;1997 March;;;
5762;Total goods;Latvia;1997 April;;;
5763;Total goods;Latvia;1997 May;;;
5764;Total goods;Latvia;1997 June;;;
5765;Total goods;Latvia;1997 July;;;
5766;Total goods;Latvia;1997 August;;;
5767;Total goods;Latvia;1997 September;;;
5768;Total goods;Latvia;1997 October;;;
5769;Total goods;Latvia;1997 November;;;
5770;Total goods;Latvia;1997 December;;;
5771;Total goods;Latvia;1997;;;
5772;Total goods;Latvia;1998 January;;;
5773;Total goods;Latvia;1998 February;;;
5774;Total goods;Latvia;1998 March;;;
5775;Total goods;Latvia;1998 April;;;
5776;Total goods;Latvia;1998 May;;;
5777;Total goods;Latvia;1998 June;;;
5778;Total goods;Latvia;1998 July;;;
5779;Total goods;Latvia;1998 August;;;
5780;Total goods;Latvia;1998 September;;;
5781;Total goods;Latvia;1998 October;;;
5782;Total goods;Latvia;1998 November;;;
5783;Total goods;Latvia;1998 December;;;
5784;Total goods;Latvia;1998;;;
5785;Total goods;Latvia;1999 January;;;
5786;Total goods;Latvia;1999 February;;;
5787;Total goods;Latvia;1999 March;;;
5788;Total goods;Latvia;1999 April;;;
5789;Total goods;Latvia;1999 May;;;
5790;Total goods;Latvia;1999 June;;;
5791;Total goods;Latvia;1999 July;;;
5792;Total goods;Latvia;1999 August;;;
5793;Total goods;Latvia;1999 September;;;
5794;Total goods;Latvia;1999 October;;;
5795;Total goods;Latvia;1999 November;;;
5796;Total goods;Latvia;1999 December;;;
5797;Total goods;Latvia;1999;;;
5798;Total goods;Latvia;2000 January;;;
5799;Total goods;Latvia;2000 February;;;
5800;Total goods;Latvia;2000 March;;;
5801;Total goods;Latvia;2000 April;;;
5802;Total goods;Latvia;2000 May;;;
5803;Total goods;Latvia;2000 June;;;
5804;Total goods;Latvia;2000 July;;;
5805;Total goods;Latvia;2000 August;;;
5806;Total goods;Latvia;2000 September;;;
5807;Total goods;Latvia;2000 October;;;
5808;Total goods;Latvia;2000 November;;;
5809;Total goods;Latvia;2000 December;;;
5810;Total goods;Latvia;2000;;;
5811;Total goods;Latvia;2001 January;;;
5812;Total goods;Latvia;2001 February;;;
5813;Total goods;Latvia;2001 March;;;
5814;Total goods;Latvia;2001 April;;;
5815;Total goods;Latvia;2001 May;;;
5816;Total goods;Latvia;2001 June;;;
5817;Total goods;Latvia;2001 July;;;
5818;Total goods;Latvia;2001 August;;;
5819;Total goods;Latvia;2001 September;;;
5820;Total goods;Latvia;2001 October;;;
5821;Total goods;Latvia;2001 November;;;
5822;Total goods;Latvia;2001 December;;;
5823;Total goods;Latvia;2001;;;
5824;Total goods;Latvia;2002 January;;;
5825;Total goods;Latvia;2002 February;;;
5826;Total goods;Latvia;2002 March;;;
5827;Total goods;Latvia;2002 April;;;
5828;Total goods;Latvia;2002 May;;;
5829;Total goods;Latvia;2002 June;;;
5830;Total goods;Latvia;2002 July;;;
5831;Total goods;Latvia;2002 August;;;
5832;Total goods;Latvia;2002 September;;;
5833;Total goods;Latvia;2002 October;;;
5834;Total goods;Latvia;2002 November;;;
5835;Total goods;Latvia;2002 December;;;
5836;Total goods;Latvia;2002;;;
5837;Total goods;Latvia;2003 January;;;
5838;Total goods;Latvia;2003 February;;;
5839;Total goods;Latvia;2003 March;;;
5840;Total goods;Latvia;2003 April;;;
5841;Total goods;Latvia;2003 May;;;
5842;Total goods;Latvia;2003 June;;;
5843;Total goods;Latvia;2003 July;;;
5844;Total goods;Latvia;2003 August;;;
5845;Total goods;Latvia;2003 September;;;
5846;Total goods;Latvia;2003 October;;;
5847;Total goods;Latvia;2003 November;;;
5848;Total goods;Latvia;2003 December;;;
5849;Total goods;Latvia;2003;;;
5850;Total goods;Latvia;2004 January;;;
5851;Total goods;Latvia;2004 February;;;
5852;Total goods;Latvia;2004 March;;;
5853;Total goods;Latvia;2004 April;;;
5854;Total goods;Latvia;2004 May;12180.0;12927.0;747.0
5855;Total goods;Latvia;2004 June;4062.0;15014.0;10952.0
5856;Total goods;Latvia;2004 July;5217.0;13424.0;8207.0
5857;Total goods;Latvia;2004 August;5374.0;13488.0;8114.0
5858;Total goods;Latvia;2004 September;9510.0;13909.0;4399.0
5859;Total goods;Latvia;2004 October;12422.0;14527.0;2105.0
5860;Total goods;Latvia;2004 November;4848.0;16592.0;11744.0
5861;Total goods;Latvia;2004 December;15900.0;13324.0;-2576.0
5862;Total goods;Latvia;2004;69513.0;113205.0;43692.0
5863;Total goods;Latvia;2005 January;11882.0;13064.0;1182.0
5864;Total goods;Latvia;2005 February;6164.0;14566.0;8402.0
5865;Total goods;Latvia;2005 March;5474.0;15582.0;10108.0
5866;Total goods;Latvia;2005 April;4885.0;16491.0;11606.0
5867;Total goods;Latvia;2005 May;7087.0;15020.0;7933.0
5868;Total goods;Latvia;2005 June;4598.0;14001.0;9403.0
5869;Total goods;Latvia;2005 July;8010.0;13665.0;5655.0
5870;Total goods;Latvia;2005 August;8350.0;15316.0;6966.0
5871;Total goods;Latvia;2005 September;16885.0;22485.0;5600.0
5872;Total goods;Latvia;2005 October;7898.0;20138.0;12240.0
5873;Total goods;Latvia;2005 November;26695.0;55781.0;29086.0
5874;Total goods;Latvia;2005 December;7226.0;22597.0;15371.0
5875;Total goods;Latvia;2005;115154.0;238706.0;123552.0
5876;Total goods;Latvia;2006 January;21557.0;16659.0;-4898.0
5877;Total goods;Latvia;2006 February;5769.0;20999.0;15230.0
5878;Total goods;Latvia;2006 March;7088.0;28373.0;21285.0
5879;Total goods;Latvia;2006 April;29520.0;20308.0;-9212.0
5880;Total goods;Latvia;2006 May;11954.0;20879.0;8925.0
5881;Total goods;Latvia;2006 June;10487.0;24459.0;13972.0
5882;Total goods;Latvia;2006 July;7358.0;47902.0;40544.0
5883;Total goods;Latvia;2006 August;9386.0;30935.0;21549.0
5884;Total goods;Latvia;2006 September;16238.0;37416.0;21178.0
5885;Total goods;Latvia;2006 October;14342.0;29687.0;15345.0
5886;Total goods;Latvia;2006 November;8330.0;26208.0;17878.0
5887;Total goods;Latvia;2006 December;10594.0;22065.0;11471.0
5888;Total goods;Latvia;2006;152623.0;325890.0;173267.0
5889;Total goods;Latvia;2007 January;8856.0;26055.0;17199.0
5890;Total goods;Latvia;2007 February;7257.0;26053.0;18796.0
5891;Total goods;Latvia;2007 March;12055.0;31140.0;19085.0
5892;Total goods;Latvia;2007 April;8751.0;27428.0;18677.0
5893;Total goods;Latvia;2007 May;10131.0;29406.0;19275.0
5894;Total goods;Latvia;2007 June;13963.0;30429.0;16466.0
5895;Total goods;Latvia;2007 July;11593.0;28974.0;17381.0
5896;Total goods;Latvia;2007 August;14662.0;31442.0;16780.0
5897;Total goods;Latvia;2007 September;12173.0;31339.0;19166.0
5898;Total goods;Latvia;2007 October;15654.0;34282.0;18628.0
5899;Total goods;Latvia;2007 November;39927.0;28968.0;-10959.0
5900;Total goods;Latvia;2007 December;20698.0;29681.0;8983.0
5901;Total goods;Latvia;2007;175720.0;355197.0;179477.0
5902;Total goods;Latvia;2008 January;20108.0;36293.0;16185.0
5903;Total goods;Latvia;2008 February;18997.0;35103.0;16106.0
5904;Total goods;Latvia;2008 March;25419.0;34852.0;9433.0
5905;Total goods;Latvia;2008 April;18906.0;40415.0;21509.0
5906;Total goods;Latvia;2008 May;21476.0;33294.0;11818.0
5907;Total goods;Latvia;2008 June;17817.0;28811.0;10994.0
5908;Total goods;Latvia;2008 July;11298.0;31812.0;20514.0
5909;Total goods;Latvia;2008 August;17176.0;33301.0;16125.0
5910;Total goods;Latvia;2008 September;12024.0;33613.0;21589.0
5911;Total goods;Latvia;2008 October;23558.0;32635.0;9077.0
5912;Total goods;Latvia;2008 November;6917.0;28037.0;21120.0
5913;Total goods;Latvia;2008 December;8291.0;59211.0;50920.0
5914;Total goods;Latvia;2008;201987.0;427377.0;225390.0
5915;Total goods;Latvia;2009 January;8494.0;19137.0;10643.0
5916;Total goods;Latvia;2009 February;5998.0;18312.0;12314.0
5917;Total goods;Latvia;2009 March;9219.0;25570.0;16351.0
5918;Total goods;Latvia;2009 April;11481.0;20781.0;9300.0
5919;Total goods;Latvia;2009 May;8369.0;17853.0;9484.0
5920;Total goods;Latvia;2009 June;9371.0;19190.0;9819.0
5921;Total goods;Latvia;2009 July;54653.0;18840.0;-35813.0
5922;Total goods;Latvia;2009 August;7643.0;18120.0;10477.0
5923;Total goods;Latvia;2009 September;9741.0;18497.0;8756.0
5924;Total goods;Latvia;2009 October;10946.0;18520.0;7574.0
5925;Total goods;Latvia;2009 November;8231.0;17804.0;9573.0
5926;Total goods;Latvia;2009 December;7830.0;17616.0;9786.0
5927;Total goods;Latvia;2009;151976.0;230240.0;78264.0
5928;Total goods;Latvia;2010 January;6240.0;18043.0;11803.0
5929;Total goods;Latvia;2010 February;6832.0;18751.0;11919.0
5930;Total goods;Latvia;2010 March;10158.0;25978.0;15820.0
5931;Total goods;Latvia;2010 April;11546.0;27371.0;15825.0
5932;Total goods;Latvia;2010 May;12072.0;22745.0;10673.0
