ID;Nomenclature;CountriesGroups;Periods;Imports_1;Exports_2;BalanceOfTrade_3
2753;Total goods;Spain;2003 November;381597.0;781818.0;400221.0
2754;Total goods;Spain;2003 December;457705.0;745652.0;287947.0
2755;Total goods;Spain;2003;4447359.0;8771335.0;4323976.0
2756;Total goods;Spain;2004 January;412667.0;767556.0;354889.0
2757;Total goods;Spain;2004 February;451209.0;768621.0;317412.0
2758;Total goods;Spain;2004 March;443135.0;879663.0;436528.0
2759;Total goods;Spain;2004 April;361245.0;782113.0;420868.0
2760;Total goods;Spain;2004 May;387476.0;845525.0;458049.0
2761;Total goods;Spain;2004 June;417291.0;859641.0;442350.0
2762;Total goods;Spain;2004 July;345960.0;811097.0;465137.0
2763;Total goods;Spain;2004 August;351421.0;698335.0;346914.0
2764;Total goods;Spain;2004 September;405223.0;908329.0;503106.0
2765;Total goods;Spain;2004 October;402210.0;927540.0;525330.0
2766;Total goods;Spain;2004 November;471053.0;969687.0;498634.0
2767;Total goods;Spain;2004 December;464294.0;875243.0;410949.0
2768;Total goods;Spain;2004;4913184.0;10093350.0;5180166.0
2769;Total goods;Spain;2005 January;425902.0;889010.0;463108.0
2770;Total goods;Spain;2005 February;443166.0;873429.0;430263.0
2771;Total goods;Spain;2005 March;464545.0;903943.0;439398.0
2772;Total goods;Spain;2005 April;400070.0;920919.0;520849.0
2773;Total goods;Spain;2005 May;386060.0;910868.0;524808.0
2774;Total goods;Spain;2005 June;423059.0;959633.0;536574.0
2775;Total goods;Spain;2005 July;351726.0;892852.0;541126.0
2776;Total goods;Spain;2005 August;284200.0;737850.0;453650.0
2777;Total goods;Spain;2005 September;361736.0;958273.0;596537.0
2778;Total goods;Spain;2005 October;380915.0;939720.0;558805.0
2779;Total goods;Spain;2005 November;428976.0;1000725.0;571749.0
2780;Total goods;Spain;2005 December;492635.0;913224.0;420589.0
2781;Total goods;Spain;2005;4842990.0;10900446.0;6057456.0
2782;Total goods;Spain;2006 January;446121.0;909165.0;463044.0
2783;Total goods;Spain;2006 February;452630.0;930469.0;477839.0
2784;Total goods;Spain;2006 March;477836.0;1057170.0;579334.0
2785;Total goods;Spain;2006 April;420222.0;891969.0;471747.0
2786;Total goods;Spain;2006 May;510735.0;871337.0;360602.0
2787;Total goods;Spain;2006 June;485066.0;988256.0;503190.0
2788;Total goods;Spain;2006 July;378386.0;876072.0;497686.0
2789;Total goods;Spain;2006 August;365743.0;822288.0;456545.0
2790;Total goods;Spain;2006 September;420253.0;948052.0;527799.0
2791;Total goods;Spain;2006 October;455715.0;1066008.0;610293.0
2792;Total goods;Spain;2006 November;491007.0;1040678.0;549671.0
2793;Total goods;Spain;2006 December;476536.0;969204.0;492668.0
2794;Total goods;Spain;2006;5380250.0;11370668.0;5990418.0
2795;Total goods;Spain;2007 January;521943.0;1009421.0;487478.0
2796;Total goods;Spain;2007 February;494483.0;977876.0;483393.0
2797;Total goods;Spain;2007 March;579776.0;1057486.0;477710.0
2798;Total goods;Spain;2007 April;450131.0;926652.0;476521.0
2799;Total goods;Spain;2007 May;540282.0;1062225.0;521943.0
2800;Total goods;Spain;2007 June;499313.0;1141212.0;641899.0
2801;Total goods;Spain;2007 July;485401.0;993041.0;507640.0
2802;Total goods;Spain;2007 August;413553.0;889748.0;476195.0
2803;Total goods;Spain;2007 September;426243.0;1035643.0;609400.0
2804;Total goods;Spain;2007 October;510421.0;1172442.0;662021.0
2805;Total goods;Spain;2007 November;502339.0;1205364.0;703025.0
2806;Total goods;Spain;2007 December;510895.0;1050717.0;539822.0
2807;Total goods;Spain;2007;5934780.0;12521827.0;6587047.0
2808;Total goods;Spain;2008 January;529742.0;1110319.0;580577.0
2809;Total goods;Spain;2008 February;576548.0;1103787.0;527239.0
2810;Total goods;Spain;2008 March;520616.0;1118188.0;597572.0
2811;Total goods;Spain;2008 April;578652.0;1155082.0;576430.0
2812;Total goods;Spain;2008 May;527186.0;1024046.0;496860.0
2813;Total goods;Spain;2008 June;492304.0;1094843.0;602539.0
2814;Total goods;Spain;2008 July;519339.0;1099007.0;579668.0
2815;Total goods;Spain;2008 August;391490.0;950219.0;558729.0
2816;Total goods;Spain;2008 September;438051.0;1037503.0;599452.0
2817;Total goods;Spain;2008 October;490627.0;1152781.0;662154.0
2818;Total goods;Spain;2008 November;476521.0;1012272.0;535751.0
2819;Total goods;Spain;2008 December;447108.0;872356.0;425248.0
2820;Total goods;Spain;2008;5988184.0;12730403.0;6742219.0
2821;Total goods;Spain;2009 January;390231.0;738768.0;348537.0
2822;Total goods;Spain;2009 February;437775.0;807465.0;369690.0
2823;Total goods;Spain;2009 March;437642.0;877744.0;440102.0
2824;Total goods;Spain;2009 April;395918.0;763443.0;367525.0
2825;Total goods;Spain;2009 May;391109.0;858951.0;467842.0
2826;Total goods;Spain;2009 June;397336.0;892167.0;494831.0
2827;Total goods;Spain;2009 July;391872.0;884927.0;493055.0
2828;Total goods;Spain;2009 August;339286.0;754026.0;414740.0
2829;Total goods;Spain;2009 September;367400.0;1012639.0;645239.0
2830;Total goods;Spain;2009 October;392747.0;1032831.0;640084.0
2831;Total goods;Spain;2009 November;413711.0;952199.0;538488.0
2832;Total goods;Spain;2009 December;443736.0;936675.0;492939.0
2833;Total goods;Spain;2009;4798763.0;10511835.0;5713072.0
2834;Total goods;Spain;2010 January;446819.0;987751.0;540932.0
2835;Total goods;Spain;2010 February;454156.0;1005492.0;551336.0
2836;Total goods;Spain;2010 March;701989.0;1116839.0;414850.0
2837;Total goods;Spain;2010 April;679100.0;1004079.0;324979.0
2838;Total goods;Spain;2010 May;650708.0;1045825.0;395117.0
2839;Total goods;Spain;2010 June;882475.0;1085646.0;203171.0
2840;Total goods;Spain;2010 July;446905.0;998615.0;551710.0
2841;Total goods;Spain;2010 August;375762.0;857583.0;481821.0
2842;Total goods;Spain;2010 September;471298.0;1126638.0;655340.0
2843;Total goods;Spain;2010 October;533734.0;1072517.0;538783.0
2844;Total goods;Spain;2010 November;645395.0;1168623.0;523228.0
2845;Total goods;Spain;2010 December;748959.0;1134373.0;385414.0
2846;Total goods;Spain;2010;7037300.0;12603981.0;5566681.0
2847;Total goods;Spain;2011 January;514938.0;1006727.0;491789.0
2848;Total goods;Spain;2011 February;581251.0;985624.0;404373.0
2849;Total goods;Spain;2011 March;689309.0;1172864.0;483555.0
2850;Total goods;Spain;2011 April;501142.0;1038690.0;537548.0
2851;Total goods;Spain;2011 May;585249.0;1013239.0;427990.0
2852;Total goods;Spain;2011 June;574353.0;1037720.0;463367.0
2853;Total goods;Spain;2011 July;519693.0;1036333.0;516640.0
2854;Total goods;Spain;2011 August;446260.0;839104.0;392844.0
2855;Total goods;Spain;2011 September;479481.0;1012919.0;533438.0
2856;Total goods;Spain;2011 October;543174.0;1042227.0;499053.0
2857;Total goods;Spain;2011 November;566228.0;1040359.0;474131.0
2858;Total goods;Spain;2011 December;562330.0;1007643.0;445313.0
2859;Total goods;Spain;2011;6563408.0;12233449.0;5670041.0
2860;Total goods;Spain;2012 January;564459.0;943834.0;379375.0
2861;Total goods;Spain;2012 February;552223.0;950975.0;398752.0
2862;Total goods;Spain;2012 March;659291.0;1081093.0;421802.0
2863;Total goods;Spain;2012 April;564755.0;941879.0;377124.0
2864;Total goods;Spain;2012 May;584840.0;1031559.0;446719.0
2865;Total goods;Spain;2012 June;559480.0;1104971.0;545491.0
2866;Total goods;Spain;2012 July;531997.0;994826.0;462829.0
2867;Total goods;Spain;2012 August;445614.0;851058.0;405444.0
2868;Total goods;Spain;2012 September;536433.0;940896.0;404463.0
2869;Total goods;Spain;2012 October;544848.0;1078498.0;533650.0
2870;Total goods;Spain;2012 November;642663.0;1001458.0;358795.0
2871;Total goods;Spain;2012 December;596498.0;898099.0;301601.0
2872;Total goods;Spain;2012;6783101.0;11819146.0;5036045.0
2873;Total goods;Belgium (from 2000);1996 January;;;
2874;Total goods;Belgium (from 2000);1996 February;;;
2875;Total goods;Belgium (from 2000);1996 March;;;
2876;Total goods;Belgium (from 2000);1996 April;;;
2877;Total goods;Belgium (from 2000);1996 May;;;
2878;Total goods;Belgium (from 2000);1996 June;;;
2879;Total goods;Belgium (from 2000);1996 July;;;
2880;Total goods;Belgium (from 2000);1996 August;;;
2881;Total goods;Belgium (from 2000);1996 September;;;
2882;Total goods;Belgium (from 2000);1996 October;;;
2883;Total goods;Belgium (from 2000);1996 November;;;
2884;Total goods;Belgium (from 2000);1996 December;;;
2885;Total goods;Belgium (from 2000);1996;;;
2886;Total goods;Belgium (from 2000);1997 January;;;
2887;Total goods;Belgium (from 2000);1997 February;;;
2888;Total goods;Belgium (from 2000);1997 March;;;
2889;Total goods;Belgium (from 2000);1997 April;;;
2890;Total goods;Belgium (from 2000);1997 May;;;
2891;Total goods;Belgium (from 2000);1997 June;;;
2892;Total goods;Belgium (from 2000);1997 July;;;
2893;Total goods;Belgium (from 2000);1997 August;;;
2894;Total goods;Belgium (from 2000);1997 September;;;
2895;Total goods;Belgium (from 2000);1997 October;;;
2896;Total goods;Belgium (from 2000);1997 November;;;
2897;Total goods;Belgium (from 2000);1997 December;;;
2898;Total goods;Belgium (from 2000);1997;;;
2899;Total goods;Belgium (from 2000);1998 January;;;
2900;Total goods;Belgium (from 2000);1998 February;;;
2901;Total goods;Belgium (from 2000);1998 March;;;
2902;Total goods;Belgium (from 2000);1998 April;;;
2903;Total goods;Belgium (from 2000);1998 May;;;
2904;Total goods;Belgium (from 2000);1998 June;;;
2905;Total goods;Belgium (from 2000);1998 July;;;
2906;Total goods;Belgium (from 2000);1998 August;;;
2907;Total goods;Belgium (from 2000);1998 September;;;
2908;Total goods;Belgium (from 2000);1998 October;;;
2909;Total goods;Belgium (from 2000);1998 November;;;
2910;Total goods;Belgium (from 2000);1998 December;;;
2911;Total goods;Belgium (from 2000);1998;;;
2912;Total goods;Belgium (from 2000);1999 January;;;
2913;Total goods;Belgium (from 2000);1999 February;;;
2914;Total goods;Belgium (from 2000);1999 March;;;
2915;Total goods;Belgium (from 2000);1999 April;;;
2916;Total goods;Belgium (from 2000);1999 May;;;
2917;Total goods;Belgium (from 2000);1999 June;;;
2918;Total goods;Belgium (from 2000);1999 July;;;
2919;Total goods;Belgium (from 2000);1999 August;;;
2920;Total goods;Belgium (from 2000);1999 September;;;
2921;Total goods;Belgium (from 2000);1999 October;;;
2922;Total goods;Belgium (from 2000);1999 November;;;
2923;Total goods;Belgium (from 2000);1999 December;;;
2924;Total goods;Belgium (from 2000);1999;;;
2925;Total goods;Belgium (from 2000);2000 January;1442821.0;2059192.0;616371.0
2926;Total goods;Belgium (from 2000);2000 February;1651825.0;2219699.0;567874.0
2927;Total goods;Belgium (from 2000);2000 March;1811544.0;2448586.0;637042.0
2928;Total goods;Belgium (from 2000);2000 April;1606834.0;2089922.0;483088.0
2929;Total goods;Belgium (from 2000);2000 May;1803133.0;2326574.0;523441.0
2930;Total goods;Belgium (from 2000);2000 June;1694752.0;2204079.0;509327.0
2931;Total goods;Belgium (from 2000);2000 July;1460135.0;2041953.0;581819.0
2932;Total goods;Belgium (from 2000);2000 August;1538554.0;2297621.0;759067.0
2933;Total goods;Belgium (from 2000);2000 September;1679619.0;2313646.0;634027.0
2934;Total goods;Belgium (from 2000);2000 October;1805352.0;2423602.0;618249.0
2935;Total goods;Belgium (from 2000);2000 November;1801181.0;2502814.0;701633.0
2936;Total goods;Belgium (from 2000);2000 December;1690153.0;2376732.0;686579.0
2937;Total goods;Belgium (from 2000);2000;19985903.0;27304420.0;7318517.0
2938;Total goods;Belgium (from 2000);2001 January;1680098.0;2608816.0;928718.0
2939;Total goods;Belgium (from 2000);2001 February;1647435.0;2440647.0;793212.0
2940;Total goods;Belgium (from 2000);2001 March;1737588.0;2662062.0;924474.0
2941;Total goods;Belgium (from 2000);2001 April;1560320.0;2344389.0;784069.0
2942;Total goods;Belgium (from 2000);2001 May;1730220.0;2515436.0;785216.0
2943;Total goods;Belgium (from 2000);2001 June;1749351.0;2427448.0;678097.0
2944;Total goods;Belgium (from 2000);2001 July;1571895.0;2091435.0;519540.0
2945;Total goods;Belgium (from 2000);2001 August;1606573.0;2201549.0;594976.0
2946;Total goods;Belgium (from 2000);2001 September;1741899.0;2300557.0;558658.0
2947;Total goods;Belgium (from 2000);2001 October;1780183.0;2370856.0;590673.0
2948;Total goods;Belgium (from 2000);2001 November;1755814.0;2269083.0;513269.0
2949;Total goods;Belgium (from 2000);2001 December;1615449.0;2270152.0;654703.0
2950;Total goods;Belgium (from 2000);2001;20176825.0;28502430.0;8325605.0
2951;Total goods;Belgium (from 2000);2002 January;1688264.0;2262334.0;574070.0
2952;Total goods;Belgium (from 2000);2002 February;1691946.0;2197335.0;505389.0
2953;Total goods;Belgium (from 2000);2002 March;1909572.0;2431226.0;521654.0
2954;Total goods;Belgium (from 2000);2002 April;1981584.0;2296002.0;314418.0
2955;Total goods;Belgium (from 2000);2002 May;1959771.0;2310108.0;350337.0
2956;Total goods;Belgium (from 2000);2002 June;1994167.0;2225343.0;231176.0
2957;Total goods;Belgium (from 2000);2002 July;1786765.0;2100931.0;314166.0
2958;Total goods;Belgium (from 2000);2002 August;1725216.0;2103994.0;378778.0
2959;Total goods;Belgium (from 2000);2002 September;2018654.0;2392197.0;373543.0
2960;Total goods;Belgium (from 2000);2002 October;2070929.0;2542129.0;471200.0
2961;Total goods;Belgium (from 2000);2002 November;1826815.0;2237995.0;411180.0
2962;Total goods;Belgium (from 2000);2002 December;1939979.0;2382256.0;442277.0
2963;Total goods;Belgium (from 2000);2002;22593662.0;27481850.0;4888188.0
2964;Total goods;Belgium (from 2000);2003 January;1921067.0;2470826.0;549759.0
2965;Total goods;Belgium (from 2000);2003 February;1923071.0;2401731.0;478660.0
2966;Total goods;Belgium (from 2000);2003 March;2188687.0;2507051.0;318364.0
2967;Total goods;Belgium (from 2000);2003 April;2004461.0;2238094.0;233633.0
2968;Total goods;Belgium (from 2000);2003 May;1888074.0;2129912.0;241838.0
2969;Total goods;Belgium (from 2000);2003 June;1988582.0;2179138.0;190556.0
2970;Total goods;Belgium (from 2000);2003 July;1852055.0;2105785.0;253730.0
2971;Total goods;Belgium (from 2000);2003 August;1722857.0;1979029.0;256172.0
2972;Total goods;Belgium (from 2000);2003 September;1980543.0;2314267.0;333724.0
2973;Total goods;Belgium (from 2000);2003 October;2163361.0;2474377.0;311016.0
2974;Total goods;Belgium (from 2000);2003 November;1896167.0;2267903.0;371736.0
2975;Total goods;Belgium (from 2000);2003 December;2004097.0;2373639.0;369542.0
2976;Total goods;Belgium (from 2000);2003;23533022.0;27441752.0;3908730.0
2977;Total goods;Belgium (from 2000);2004 January;1795341.0;2255899.0;460558.0
2978;Total goods;Belgium (from 2000);2004 February;1865005.0;2267826.0;402821.0
2979;Total goods;Belgium (from 2000);2004 March;2191433.0;2506237.0;314804.0
2980;Total goods;Belgium (from 2000);2004 April;2023107.0;2338176.0;315069.0
2981;Total goods;Belgium (from 2000);2004 May;1899884.0;2266962.0;367078.0
2982;Total goods;Belgium (from 2000);2004 June;2227008.0;2631142.0;404134.0
2983;Total goods;Belgium (from 2000);2004 July;2014904.0;2268002.0;253098.0
2984;Total goods;Belgium (from 2000);2004 August;1863176.0;2277065.0;413889.0
2985;Total goods;Belgium (from 2000);2004 September;2344234.0;2636284.0;292050.0
2986;Total goods;Belgium (from 2000);2004 October;2250255.0;2585863.0;335608.0
2987;Total goods;Belgium (from 2000);2004 November;2164728.0;2619866.0;455138.0
2988;Total goods;Belgium (from 2000);2004 December;2245760.0;2772009.0;526249.0
2989;Total goods;Belgium (from 2000);2004;24884835.0;29425331.0;4540496.0
2990;Total goods;Belgium (from 2000);2005 January;2017586.0;2612622.0;595036.0
2991;Total goods;Belgium (from 2000);2005 February;2026755.0;2602484.0;575729.0
2992;Total goods;Belgium (from 2000);2005 March;2312147.0;2906731.0;594584.0
2993;Total goods;Belgium (from 2000);2005 April;2286816.0;2694198.0;407382.0
2994;Total goods;Belgium (from 2000);2005 May;2216781.0;2523730.0;306949.0
2995;Total goods;Belgium (from 2000);2005 June;2367239.0;2776558.0;409319.0
2996;Total goods;Belgium (from 2000);2005 July;2088068.0;2482469.0;394401.0
2997;Total goods;Belgium (from 2000);2005 August;2072684.0;2597259.0;524575.0
2998;Total goods;Belgium (from 2000);2005 September;2390057.0;2848790.0;458733.0
2999;Total goods;Belgium (from 2000);2005 October;2314245.0;2804816.0;490571.0
3000;Total goods;Belgium (from 2000);2005 November;2343923.0;2974961.0;631038.0
3001;Total goods;Belgium (from 2000);2005 December;2524116.0;3074440.0;550324.0
3002;Total goods;Belgium (from 2000);2005;26960417.0;32899058.0;5938641.0
3003;Total goods;Belgium (from 2000);2006 January;2277250.0;3399107.0;1121857.0
3004;Total goods;Belgium (from 2000);2006 February;2274098.0;3250771.0;976673.0
3005;Total goods;Belgium (from 2000);2006 March;2755292.0;3795514.0;1040222.0
3006;Total goods;Belgium (from 2000);2006 April;2491267.0;3052776.0;561509.0
3007;Total goods;Belgium (from 2000);2006 May;2795552.0;3251723.0;456171.0
3008;Total goods;Belgium (from 2000);2006 June;2848690.0;3254652.0;405962.0
3009;Total goods;Belgium (from 2000);2006 July;2494232.0;2850484.0;356252.0
3010;Total goods;Belgium (from 2000);2006 August;2445714.0;3167007.0;721293.0
3011;Total goods;Belgium (from 2000);2006 September;2726929.0;3154797.0;427868.0
3012;Total goods;Belgium (from 2000);2006 October;2777340.0;3333454.0;556114.0
3013;Total goods;Belgium (from 2000);2006 November;2611643.0;3612952.0;1001309.0
3014;Total goods;Belgium (from 2000);2006 December;2537554.0;3490001.0;952447.0
3015;Total goods;Belgium (from 2000);2006;31035561.0;39613238.0;8577677.0
3016;Total goods;Belgium (from 2000);2007 January;2530536.0;3334964.0;804428.0
3017;Total goods;Belgium (from 2000);2007 February;2559728.0;3186663.0;626935.0
3018;Total goods;Belgium (from 2000);2007 March;2875517.0;3477588.0;602071.0
3019;Total goods;Belgium (from 2000);2007 April;2719982.0;3102172.0;382190.0
3020;Total goods;Belgium (from 2000);2007 May;2801693.0;3257589.0;455896.0
3021;Total goods;Belgium (from 2000);2007 June;2889642.0;3350836.0;461194.0
3022;Total goods;Belgium (from 2000);2007 July;2701965.0;3246281.0;544316.0
3023;Total goods;Belgium (from 2000);2007 August;2738511.0;3332730.0;594219.0
3024;Total goods;Belgium (from 2000);2007 September;2676825.0;3466639.0;789814.0
3025;Total goods;Belgium (from 2000);2007 October;3006098.0;3704475.0;698377.0
3026;Total goods;Belgium (from 2000);2007 November;2820599.0;3990941.0;1170342.0
3027;Total goods;Belgium (from 2000);2007 December;2685673.0;3720417.0;1034744.0
3028;Total goods;Belgium (from 2000);2007;33006769.0;41171295.0;8164526.0
