ID;Regions;Periods;PriceIndex_1;ChangesOnePeriodPrevious_2;ChangesOneYearPrevious_3;Number_4;ChangesOnePeriodPrevious_5;ChangesOneYearPrevious_6;AveragePurchasePrice_7;TotalValuePurchasePrices_8
6043;IJmond (CR);2008 July;;;;;;;;
6044;IJmond (CR);2008 August;;;;;;;;
6045;IJmond (CR);2008 September;;;;;;;;
6046;IJmond (CR);2008 3rd quarter;110.5;1.3;3.1;544.0;-0.4;2.1;259172.0;141.0
6047;IJmond (CR);2008 October;;;;;;;;
6048;IJmond (CR);2008 November;;;;;;;;
6049;IJmond (CR);2008 December;;;;;;;;
6050;IJmond (CR);2008 4th quarter;111.0;0.4;1.2;523.0;-3.9;-14.0;268532.0;140.0
6051;IJmond (CR);2008;109.8;2.3;2.3;2044.0;-7.0;-7.0;259348.0;530.0
6052;IJmond (CR);2009 January;;;;;;;;
6053;IJmond (CR);2009 February;;;;;;;;
6054;IJmond (CR);2009 March;;;;;;;;
6055;IJmond (CR);2009 1st quarter;113.0;1.8;4.0;277.0;-47.0;-35.7;261647.0;72.0
6056;IJmond (CR);2009 April;;;;;;;;
6057;IJmond (CR);2009 May;;;;;;;;
6058;IJmond (CR);2009 June;;;;;;;;
6059;IJmond (CR);2009 2nd quarter;105.8;-6.3;-3.0;360.0;30.0;-34.1;223117.0;80.0
6060;IJmond (CR);2009 July;;;;;;;;
6061;IJmond (CR);2009 August;;;;;;;;
6062;IJmond (CR);2009 September;;;;;;;;
6063;IJmond (CR);2009 3rd quarter;104.0;-1.7;-5.9;378.0;5.0;-30.5;235872.0;89.0
6064;IJmond (CR);2009 October;;;;;;;;
6065;IJmond (CR);2009 November;;;;;;;;
6066;IJmond (CR);2009 December;;;;;;;;
6067;IJmond (CR);2009 4th quarter;103.5;-0.5;-6.7;416.0;10.1;-20.5;232719.0;97.0
6068;IJmond (CR);2009;106.6;-2.9;-2.9;1431.0;-30.0;-30.0;236736.0;339.0
6069;IJmond (CR);2010 January;;;;;;;;
6070;IJmond (CR);2010 February;;;;;;;;
6071;IJmond (CR);2010 March;;;;;;;;
6072;IJmond (CR);2010 1st quarter;103.1;-0.4;-8.7;312.0;-25.0;12.6;237785.0;74.0
6073;IJmond (CR);2010 April;;;;;;;;
6074;IJmond (CR);2010 May;;;;;;;;
6075;IJmond (CR);2010 June;;;;;;;;
6076;IJmond (CR);2010 2nd quarter;106.4;3.1;0.5;351.0;12.5;-2.5;249122.0;87.0
6077;IJmond (CR);2010 July;;;;;;;;
6078;IJmond (CR);2010 August;;;;;;;;
6079;IJmond (CR);2010 September;;;;;;;;
6080;IJmond (CR);2010 3rd quarter;104.9;-1.4;0.8;374.0;6.6;-1.1;265085.0;99.0
6081;IJmond (CR);2010 October;;;;;;;;
6082;IJmond (CR);2010 November;;;;;;;;
6083;IJmond (CR);2010 December;;;;;;;;
6084;IJmond (CR);2010 4th quarter;104.2;-0.7;0.6;348.0;-7.0;-16.3;250810.0;87.0
6085;IJmond (CR);2010;104.6;-1.8;-1.8;1385.0;-3.2;-3.2;251303.0;348.0
6086;IJmond (CR);2011 January;;;;;;;;
6087;IJmond (CR);2011 February;;;;;;;;
6088;IJmond (CR);2011 March;;;;;;;;
6089;IJmond (CR);2011 1st quarter;102.4;-1.7;-0.7;300.0;-13.8;-3.8;237307.0;71.0
6090;IJmond (CR);2011 April;;;;;;;;
6091;IJmond (CR);2011 May;;;;;;;;
6092;IJmond (CR);2011 June;;;;;;;;
6093;IJmond (CR);2011 2nd quarter;103.2;0.8;-3.0;325.0;8.3;-7.4;234280.0;76.0
6094;IJmond (CR);2011 July;;;;;;;;
6095;IJmond (CR);2011 August;;;;;;;;
6096;IJmond (CR);2011 September;;;;;;;;
6097;IJmond (CR);2011 3rd quarter;103.8;0.6;-1.0;362.0;11.4;-3.2;251780.0;91.0
6098;IJmond (CR);2011 October;;;;;;;;
6099;IJmond (CR);2011 November;;;;;;;;
6100;IJmond (CR);2011 December;;;;;;;;
6101;IJmond (CR);2011 4th quarter;101.5;-2.2;-2.5;337.0;-6.9;-3.2;242226.0;82.0
6102;IJmond (CR);2011;103.6;-1.0;-1.0;1324.0;-4.4;-4.4;241773.0;320.0
6103;IJmond (CR);2012 January;;;;;;;;
6104;IJmond (CR);2012 February;;;;;;;;
6105;IJmond (CR);2012 March;;;;;;;;
6106;IJmond (CR);2012 1st quarter;100.1;-1.4;-2.2;260.0;-22.8;-13.3;230649.0;60.0
6107;IJmond (CR);2012 April;;;;;;;;
6108;IJmond (CR);2012 May;;;;;;;;
6109;IJmond (CR);2012 June;;;;;;;;
6110;IJmond (CR);2012 2nd quarter;99.0;-1.1;-4.1;421.0;61.9;29.5;244544.0;103.0
6111;IJmond (CR);2012 July;;;;;;;;
6112;IJmond (CR);2012 August;;;;;;;;
6113;IJmond (CR);2012 September;;;;;;;;
6114;IJmond (CR);2012 3rd quarter;94.2;-4.8;-9.2;270.0;-35.9;-25.4;210829.0;57.0
6115;IJmond (CR);2012 October;;;;;;;;
6116;IJmond (CR);2012 November;;;;;;;;
6117;IJmond (CR);2012 December;;;;;;;;
6118;IJmond (CR);2012 4th quarter;93.5;-0.7;-7.8;420.0;55.6;24.6;220212.0;92.0
6119;IJmond (CR);2012;97.7;-5.7;-5.7;1371.0;3.5;3.5;227815.0;312.0
6120;Agglomeratie Haarlem (CR);1995 January;;;;;;;;
6121;Agglomeratie Haarlem (CR);1995 February;;;;;;;;
6122;Agglomeratie Haarlem (CR);1995 March ;;;;;;;;
6123;Agglomeratie Haarlem (CR);1995 1st quarter;34.5;;;653.0;;;97440.0;64.0
6124;Agglomeratie Haarlem (CR);1995 April;;;;;;;;
6125;Agglomeratie Haarlem (CR);1995 May;;;;;;;;
6126;Agglomeratie Haarlem (CR);1995 June;;;;;;;;
6127;Agglomeratie Haarlem (CR);1995 2nd quarter;34.9;1.2;;761.0;16.5;;106291.0;81.0
6128;Agglomeratie Haarlem (CR);1995 July;;;;;;;;
6129;Agglomeratie Haarlem (CR);1995 August;;;;;;;;
6130;Agglomeratie Haarlem (CR);1995 September;;;;;;;;
6131;Agglomeratie Haarlem (CR);1995 3rd quarter;36.0;3.2;;802.0;5.4;;110586.0;89.0
6132;Agglomeratie Haarlem (CR);1995 October;;;;;;;;
6133;Agglomeratie Haarlem (CR);1995 November;;;;;;;;
6134;Agglomeratie Haarlem (CR);1995 December;;;;;;;;
6135;Agglomeratie Haarlem (CR);1995 4th quarter;37.0;2.7;;846.0;5.5;;109926.0;93.0
6136;Agglomeratie Haarlem (CR);1995;34.4;;;3062.0;;;106532.0;326.0
6137;Agglomeratie Haarlem (CR);1996 January;;;;;;;;
6138;Agglomeratie Haarlem (CR);1996 February;;;;;;;;
6139;Agglomeratie Haarlem (CR);1996 March ;;;;;;;;
6140;Agglomeratie Haarlem (CR);1996 1st quarter;38.3;3.6;11.1;677.0;-20.0;3.7;111186.0;75.0
6141;Agglomeratie Haarlem (CR);1996 April;;;;;;;;
6142;Agglomeratie Haarlem (CR);1996 May;;;;;;;;
6143;Agglomeratie Haarlem (CR);1996 June;;;;;;;;
6144;Agglomeratie Haarlem (CR);1996 2nd quarter;38.9;1.5;11.5;835.0;23.3;9.7;113505.0;95.0
6145;Agglomeratie Haarlem (CR);1996 July;;;;;;;;
6146;Agglomeratie Haarlem (CR);1996 August;;;;;;;;
6147;Agglomeratie Haarlem (CR);1996 September;;;;;;;;
6148;Agglomeratie Haarlem (CR);1996 3rd quarter;40.1;3.2;11.4;792.0;-5.1;-1.2;115104.0;91.0
6149;Agglomeratie Haarlem (CR);1996 October;;;;;;;;
6150;Agglomeratie Haarlem (CR);1996 November;;;;;;;;
6151;Agglomeratie Haarlem (CR);1996 December;;;;;;;;
6152;Agglomeratie Haarlem (CR);1996 4th quarter;42.0;4.7;13.6;890.0;12.4;5.2;127860.0;114.0
6153;Agglomeratie Haarlem (CR);1996;38.5;12.1;12.1;3194.0;4.3;4.3;117410.0;375.0
6154;Agglomeratie Haarlem (CR);1997 January;;;;;;;;
6155;Agglomeratie Haarlem (CR);1997 February;;;;;;;;
6156;Agglomeratie Haarlem (CR);1997 March ;;;;;;;;
6157;Agglomeratie Haarlem (CR);1997 1st quarter;42.7;1.7;11.5;627.0;-29.6;-7.4;122854.0;77.0
6158;Agglomeratie Haarlem (CR);1997 April;;;;;;;;
6159;Agglomeratie Haarlem (CR);1997 May;;;;;;;;
6160;Agglomeratie Haarlem (CR);1997 June;;;;;;;;
6161;Agglomeratie Haarlem (CR);1997 2nd quarter;43.9;2.7;12.8;877.0;39.9;5.0;121271.0;106.0
6162;Agglomeratie Haarlem (CR);1997 July;;;;;;;;
6163;Agglomeratie Haarlem (CR);1997 August;;;;;;;;
6164;Agglomeratie Haarlem (CR);1997 September;;;;;;;;
6165;Agglomeratie Haarlem (CR);1997 3rd quarter;43.9;0.0;9.4;1082.0;23.4;36.6;114337.0;124.0
6166;Agglomeratie Haarlem (CR);1997 October;;;;;;;;
6167;Agglomeratie Haarlem (CR);1997 November;;;;;;;;
6168;Agglomeratie Haarlem (CR);1997 December;;;;;;;;
6169;Agglomeratie Haarlem (CR);1997 4th quarter;46.6;6.1;10.8;875.0;-19.1;-1.7;122962.0;108.0
6170;Agglomeratie Haarlem (CR);1997;42.8;11.2;11.2;3461.0;8.4;8.4;119818.0;415.0
6171;Agglomeratie Haarlem (CR);1998 January;;;;;;;;
6172;Agglomeratie Haarlem (CR);1998 February;;;;;;;;
6173;Agglomeratie Haarlem (CR);1998 March ;;;;;;;;
6174;Agglomeratie Haarlem (CR);1998 1st quarter;46.3;-0.7;8.3;767.0;-12.3;22.3;134774.0;103.0
6175;Agglomeratie Haarlem (CR);1998 April;;;;;;;;
6176;Agglomeratie Haarlem (CR);1998 May;;;;;;;;
6177;Agglomeratie Haarlem (CR);1998 June;;;;;;;;
6178;Agglomeratie Haarlem (CR);1998 2nd quarter;49.8;7.6;13.4;786.0;2.5;-10.4;146249.0;115.0
6179;Agglomeratie Haarlem (CR);1998 July;;;;;;;;
6180;Agglomeratie Haarlem (CR);1998 August;;;;;;;;
6181;Agglomeratie Haarlem (CR);1998 September;;;;;;;;
6182;Agglomeratie Haarlem (CR);1998 3rd quarter;52.8;6.0;20.2;789.0;0.4;-27.1;166672.0;132.0
6183;Agglomeratie Haarlem (CR);1998 October;;;;;;;;
6184;Agglomeratie Haarlem (CR);1998 November;;;;;;;;
6185;Agglomeratie Haarlem (CR);1998 December;;;;;;;;
6186;Agglomeratie Haarlem (CR);1998 4th quarter;54.0;2.4;16.0;861.0;9.1;-1.6;162711.0;140.0
6187;Agglomeratie Haarlem (CR);1998;48.9;14.2;14.2;3203.0;-7.5;-7.5;152957.0;490.0
6188;Agglomeratie Haarlem (CR);1999 January;;;;;;;;
6189;Agglomeratie Haarlem (CR);1999 February;;;;;;;;
6190;Agglomeratie Haarlem (CR);1999 March ;;;;;;;;
6191;Agglomeratie Haarlem (CR);1999 1st quarter;57.0;5.4;23.1;715.0;-17.0;-6.8;159316.0;114.0
6192;Agglomeratie Haarlem (CR);1999 April;;;;;;;;
6193;Agglomeratie Haarlem (CR);1999 May;;;;;;;;
6194;Agglomeratie Haarlem (CR);1999 June;;;;;;;;
6195;Agglomeratie Haarlem (CR);1999 2nd quarter;59.3;4.1;19.1;787.0;10.1;0.1;166084.0;131.0
6196;Agglomeratie Haarlem (CR);1999 July;;;;;;;;
6197;Agglomeratie Haarlem (CR);1999 August;;;;;;;;
6198;Agglomeratie Haarlem (CR);1999 September;;;;;;;;
6199;Agglomeratie Haarlem (CR);1999 3rd quarter;64.3;8.5;21.9;938.0;19.2;18.9;187845.0;176.0
6200;Agglomeratie Haarlem (CR);1999 October;;;;;;;;
6201;Agglomeratie Haarlem (CR);1999 November;;;;;;;;
6202;Agglomeratie Haarlem (CR);1999 December;;;;;;;;
6203;Agglomeratie Haarlem (CR);1999 4th quarter;66.8;3.8;23.5;1059.0;12.9;23.0;175187.0;186.0
6204;Agglomeratie Haarlem (CR);1999;59.6;21.8;21.8;3499.0;9.2;9.2;173290.0;606.0
6205;Agglomeratie Haarlem (CR);2000 January;;;;;;;;
6206;Agglomeratie Haarlem (CR);2000 February;;;;;;;;
6207;Agglomeratie Haarlem (CR);2000 March;;;;;;;;
6208;Agglomeratie Haarlem (CR);2000 1st quarter;68.5;2.6;20.2;721.0;-31.9;0.8;190814.0;138.0
6209;Agglomeratie Haarlem (CR);2000 April;;;;;;;;
6210;Agglomeratie Haarlem (CR);2000 May;;;;;;;;
6211;Agglomeratie Haarlem (CR);2000 June;;;;;;;;
6212;Agglomeratie Haarlem (CR);2000 2nd quarter;71.0;3.7;19.8;823.0;14.1;4.6;214743.0;177.0
6213;Agglomeratie Haarlem (CR);2000 July;;;;;;;;
6214;Agglomeratie Haarlem (CR);2000 August;;;;;;;;
6215;Agglomeratie Haarlem (CR);2000 September;;;;;;;;
6216;Agglomeratie Haarlem (CR);2000 3rd quarter;75.2;5.8;16.9;762.0;-7.4;-18.8;215592.0;164.0
6217;Agglomeratie Haarlem (CR);2000 October;;;;;;;;
6218;Agglomeratie Haarlem (CR);2000 November;;;;;;;;
6219;Agglomeratie Haarlem (CR);2000 December;;;;;;;;
6220;Agglomeratie Haarlem (CR);2000 4th quarter;78.1;3.8;17.0;915.0;20.1;-13.6;215730.0;197.0
6221;Agglomeratie Haarlem (CR);2000;70.5;18.3;18.3;3221.0;-7.9;-7.9;209868.0;676.0
6222;Agglomeratie Haarlem (CR);2001 January;;;;;;;;
6223;Agglomeratie Haarlem (CR);2001 February;;;;;;;;
6224;Agglomeratie Haarlem (CR);2001 March;;;;;;;;
6225;Agglomeratie Haarlem (CR);2001 1st quarter;81.5;4.4;19.0;670.0;-26.8;-7.1;246817.0;165.0
6226;Agglomeratie Haarlem (CR);2001 April;;;;;;;;
6227;Agglomeratie Haarlem (CR);2001 May;;;;;;;;
6228;Agglomeratie Haarlem (CR);2001 June;;;;;;;;
6229;Agglomeratie Haarlem (CR);2001 2nd quarter;83.0;1.9;16.9;857.0;27.9;4.1;246383.0;211.0
6230;Agglomeratie Haarlem (CR);2001 July;;;;;;;;
6231;Agglomeratie Haarlem (CR);2001 August;;;;;;;;
6232;Agglomeratie Haarlem (CR);2001 September;;;;;;;;
6233;Agglomeratie Haarlem (CR);2001 3rd quarter;85.3;2.7;13.5;841.0;-1.9;10.4;250302.0;211.0
6234;Agglomeratie Haarlem (CR);2001 October;;;;;;;;
6235;Agglomeratie Haarlem (CR);2001 November;;;;;;;;
6236;Agglomeratie Haarlem (CR);2001 December;;;;;;;;
6237;Agglomeratie Haarlem (CR);2001 4th quarter;84.8;-0.6;8.7;901.0;7.1;-1.5;236726.0;213.0
6238;Agglomeratie Haarlem (CR);2001;80.7;14.4;14.4;3269.0;1.5;1.5;244819.0;800.0
6239;Agglomeratie Haarlem (CR);2002 January;;;;;;;;
6240;Agglomeratie Haarlem (CR);2002 February;;;;;;;;
6241;Agglomeratie Haarlem (CR);2002 March;;;;;;;;
6242;Agglomeratie Haarlem (CR);2002 1st quarter;85.3;0.5;4.6;752.0;-16.5;12.2;224987.0;169.0
6243;Agglomeratie Haarlem (CR);2002 April;;;;;;;;
6244;Agglomeratie Haarlem (CR);2002 May;;;;;;;;
6245;Agglomeratie Haarlem (CR);2002 June;;;;;;;;
6246;Agglomeratie Haarlem (CR);2002 2nd quarter;86.8;1.8;4.5;811.0;7.8;-5.4;252139.0;204.0
6247;Agglomeratie Haarlem (CR);2002 July;;;;;;;;
6248;Agglomeratie Haarlem (CR);2002 August;;;;;;;;
6249;Agglomeratie Haarlem (CR);2002 September;;;;;;;;
6250;Agglomeratie Haarlem (CR);2002 3rd quarter;88.2;1.6;3.3;855.0;5.4;1.7;251120.0;215.0
6251;Agglomeratie Haarlem (CR);2002 October;;;;;;;;
6252;Agglomeratie Haarlem (CR);2002 November;;;;;;;;
6253;Agglomeratie Haarlem (CR);2002 December;;;;;;;;
6254;Agglomeratie Haarlem (CR);2002 4th quarter;89.0;0.9;4.9;878.0;2.7;-2.6;241207.0;212.0
6255;Agglomeratie Haarlem (CR);2002;84.1;4.3;4.3;3296.0;0.8;0.8;242768.0;800.0
6256;Agglomeratie Haarlem (CR);2003 January;;;;;;;;
6257;Agglomeratie Haarlem (CR);2003 February;;;;;;;;
6258;Agglomeratie Haarlem (CR);2003 March;;;;;;;;
6259;Agglomeratie Haarlem (CR);2003 1st quarter;88.5;-0.6;3.8;606.0;-31.0;-19.4;251090.0;152.0
6260;Agglomeratie Haarlem (CR);2003 April;;;;;;;;
6261;Agglomeratie Haarlem (CR);2003 May;;;;;;;;
6262;Agglomeratie Haarlem (CR);2003 June;;;;;;;;
6263;Agglomeratie Haarlem (CR);2003 2nd quarter;88.5;0.0;1.9;750.0;23.8;-7.5;250109.0;188.0
6264;Agglomeratie Haarlem (CR);2003 July;;;;;;;;
6265;Agglomeratie Haarlem (CR);2003 August;;;;;;;;
6266;Agglomeratie Haarlem (CR);2003 September;;;;;;;;
6267;Agglomeratie Haarlem (CR);2003 3rd quarter;89.0;0.6;1.0;791.0;5.5;-7.5;266200.0;211.0
6268;Agglomeratie Haarlem (CR);2003 October;;;;;;;;
6269;Agglomeratie Haarlem (CR);2003 November;;;;;;;;
6270;Agglomeratie Haarlem (CR);2003 December;;;;;;;;
6271;Agglomeratie Haarlem (CR);2003 4th quarter;90.6;1.8;1.8;944.0;19.3;7.5;246214.0;232.0
6272;Agglomeratie Haarlem (CR);2003;89.1;5.9;5.9;3091.0;-6.2;-6.2;253230.0;783.0
6273;Agglomeratie Haarlem (CR);2004 January;;;;;;;;
6274;Agglomeratie Haarlem (CR);2004 February;;;;;;;;
6275;Agglomeratie Haarlem (CR);2004 March;;;;;;;;
6276;Agglomeratie Haarlem (CR);2004 1st quarter;91.7;1.2;3.7;630.0;-33.3;4.0;243849.0;154.0
6277;Agglomeratie Haarlem (CR);2004 April;;;;;;;;
6278;Agglomeratie Haarlem (CR);2004 May;;;;;;;;
6279;Agglomeratie Haarlem (CR);2004 June;;;;;;;;
6280;Agglomeratie Haarlem (CR);2004 2nd quarter;92.4;0.8;4.5;811.0;28.7;8.1;261156.0;212.0
6281;Agglomeratie Haarlem (CR);2004 July;;;;;;;;
6282;Agglomeratie Haarlem (CR);2004 August;;;;;;;;
6283;Agglomeratie Haarlem (CR);2004 September;;;;;;;;
6284;Agglomeratie Haarlem (CR);2004 3rd quarter;94.7;2.4;6.3;849.0;4.7;7.3;275214.0;234.0
6285;Agglomeratie Haarlem (CR);2004 October;;;;;;;;
6286;Agglomeratie Haarlem (CR);2004 November;;;;;;;;
6287;Agglomeratie Haarlem (CR);2004 December;;;;;;;;
6288;Agglomeratie Haarlem (CR);2004 4th quarter;96.5;1.9;6.5;920.0;8.4;-2.5;269870.0;248.0
6289;Agglomeratie Haarlem (CR);2004;93.9;5.4;5.4;3210.0;3.8;3.8;263975.0;847.0
6290;Agglomeratie Haarlem (CR);2005 January;;;;;;;;
6291;Agglomeratie Haarlem (CR);2005 February;;;;;;;;
6292;Agglomeratie Haarlem (CR);2005 March;;;;;;;;
6293;Agglomeratie Haarlem (CR);2005 1st quarter;98.4;2.0;7.2;708.0;-23.0;12.4;276283.0;196.0
6294;Agglomeratie Haarlem (CR);2005 April;;;;;;;;
6295;Agglomeratie Haarlem (CR);2005 May;;;;;;;;
6296;Agglomeratie Haarlem (CR);2005 June;;;;;;;;
6297;Agglomeratie Haarlem (CR);2005 2nd quarter;99.9;1.5;8.0;919.0;29.8;13.3;279944.0;257.0
6298;Agglomeratie Haarlem (CR);2005 July;;;;;;;;
6299;Agglomeratie Haarlem (CR);2005 August;;;;;;;;
6300;Agglomeratie Haarlem (CR);2005 September;;;;;;;;
6301;Agglomeratie Haarlem (CR);2005 3rd quarter;100.2;0.4;5.9;966.0;5.1;13.8;277552.0;268.0
6302;Agglomeratie Haarlem (CR);2005 October;;;;;;;;
6303;Agglomeratie Haarlem (CR);2005 November;;;;;;;;
6304;Agglomeratie Haarlem (CR);2005 December;;;;;;;;
6305;Agglomeratie Haarlem (CR);2005 4th quarter;101.5;1.3;5.2;960.0;-0.6;4.3;286030.0;275.0
6306;Agglomeratie Haarlem (CR);2005;100.0;6.5;6.5;3553.0;10.7;10.7;280208.0;996.0
6307;Agglomeratie Haarlem (CR);2006 January;;;;;;;;
6308;Agglomeratie Haarlem (CR);2006 February;;;;;;;;
6309;Agglomeratie Haarlem (CR);2006 March;;;;;;;;
6310;Agglomeratie Haarlem (CR);2006 1st quarter;102.6;1.0;4.3;749.0;-22.0;5.8;276953.0;207.0
6311;Agglomeratie Haarlem (CR);2006 April;;;;;;;;
6312;Agglomeratie Haarlem (CR);2006 May;;;;;;;;
6313;Agglomeratie Haarlem (CR);2006 June;;;;;;;;
6314;Agglomeratie Haarlem (CR);2006 2nd quarter;104.5;1.9;4.7;919.0;22.7;0.0;306616.0;282.0
6315;Agglomeratie Haarlem (CR);2006 July;;;;;;;;
6316;Agglomeratie Haarlem (CR);2006 August;;;;;;;;
6317;Agglomeratie Haarlem (CR);2006 September;;;;;;;;
6318;Agglomeratie Haarlem (CR);2006 3rd quarter;107.3;2.6;7.0;928.0;1.0;-3.9;318262.0;295.0
6319;Agglomeratie Haarlem (CR);2006 October;;;;;;;;
6320;Agglomeratie Haarlem (CR);2006 November;;;;;;;;
6321;Agglomeratie Haarlem (CR);2006 December;;;;;;;;
6322;Agglomeratie Haarlem (CR);2006 4th quarter;109.4;2.0;7.8;847.0;-8.7;-11.8;318258.0;270.0
6323;Agglomeratie Haarlem (CR);2006;105.9;5.9;5.9;3443.0;-3.1;-3.1;306166.0;1054.0
6324;Agglomeratie Haarlem (CR);2007 January;;;;;;;;
6325;Agglomeratie Haarlem (CR);2007 February;;;;;;;;
6326;Agglomeratie Haarlem (CR);2007 March;;;;;;;;
6327;Agglomeratie Haarlem (CR);2007 1st quarter;111.3;1.7;8.5;778.0;-8.1;3.9;315095.0;245.0
6328;Agglomeratie Haarlem (CR);2007 April;;;;;;;;
6329;Agglomeratie Haarlem (CR);2007 May;;;;;;;;
6330;Agglomeratie Haarlem (CR);2007 June;;;;;;;;
6331;Agglomeratie Haarlem (CR);2007 2nd quarter;113.6;2.1;8.7;870.0;11.8;-5.3;314203.0;273.0
6332;Agglomeratie Haarlem (CR);2007 July;;;;;;;;
6333;Agglomeratie Haarlem (CR);2007 August;;;;;;;;
6334;Agglomeratie Haarlem (CR);2007 September;;;;;;;;
6335;Agglomeratie Haarlem (CR);2007 3rd quarter;116.6;2.6;8.7;882.0;1.4;-5.0;341335.0;301.0
6336;Agglomeratie Haarlem (CR);2007 October;;;;;;;;
6337;Agglomeratie Haarlem (CR);2007 November;;;;;;;;
6338;Agglomeratie Haarlem (CR);2007 December;;;;;;;;
6339;Agglomeratie Haarlem (CR);2007 4th quarter;117.7;0.9;7.6;909.0;3.1;7.3;327923.0;298.0
6340;Agglomeratie Haarlem (CR);2007;114.8;8.4;8.4;3439.0;-0.1;-0.1;324990.0;1118.0
6341;Agglomeratie Haarlem (CR);2008 January;;;;;;;;
6342;Agglomeratie Haarlem (CR);2008 February;;;;;;;;
6343;Agglomeratie Haarlem (CR);2008 March;;;;;;;;
6344;Agglomeratie Haarlem (CR);2008 1st quarter;122.3;3.9;9.9;686.0;-24.5;-11.8;350471.0;240.0
6345;Agglomeratie Haarlem (CR);2008 April;;;;;;;;
6346;Agglomeratie Haarlem (CR);2008 May;;;;;;;;
6347;Agglomeratie Haarlem (CR);2008 June;;;;;;;;
6348;Agglomeratie Haarlem (CR);2008 2nd quarter;121.1;-1.0;6.6;784.0;14.3;-9.9;340528.0;267.0
6349;Agglomeratie Haarlem (CR);2008 July;;;;;;;;
6350;Agglomeratie Haarlem (CR);2008 August;;;;;;;;
6351;Agglomeratie Haarlem (CR);2008 September;;;;;;;;
6352;Agglomeratie Haarlem (CR);2008 3rd quarter;121.6;0.5;4.3;781.0;-0.4;-11.5;352969.0;276.0
6353;Agglomeratie Haarlem (CR);2008 October;;;;;;;;
6354;Agglomeratie Haarlem (CR);2008 November;;;;;;;;
6355;Agglomeratie Haarlem (CR);2008 December;;;;;;;;
6356;Agglomeratie Haarlem (CR);2008 4th quarter;123.6;1.6;5.0;691.0;-11.5;-24.0;334739.0;231.0
6357;Agglomeratie Haarlem (CR);2008;122.1;6.4;6.4;2942.0;-14.5;-14.5;344789.0;1014.0
6358;Agglomeratie Haarlem (CR);2009 January;;;;;;;;
6359;Agglomeratie Haarlem (CR);2009 February;;;;;;;;
6360;Agglomeratie Haarlem (CR);2009 March;;;;;;;;
6361;Agglomeratie Haarlem (CR);2009 1st quarter;123.1;-0.4;0.7;462.0;-33.1;-32.7;347435.0;161.0
6362;Agglomeratie Haarlem (CR);2009 April;;;;;;;;
6363;Agglomeratie Haarlem (CR);2009 May;;;;;;;;
6364;Agglomeratie Haarlem (CR);2009 June;;;;;;;;
6365;Agglomeratie Haarlem (CR);2009 2nd quarter;115.6;-6.1;-4.5;520.0;12.6;-33.7;295368.0;154.0
6366;Agglomeratie Haarlem (CR);2009 July;;;;;;;;
6367;Agglomeratie Haarlem (CR);2009 August;;;;;;;;
6368;Agglomeratie Haarlem (CR);2009 September;;;;;;;;
6369;Agglomeratie Haarlem (CR);2009 3rd quarter;114.1;-1.3;-6.2;499.0;-4.0;-36.1;303601.0;151.0
6370;Agglomeratie Haarlem (CR);2009 October;;;;;;;;
6371;Agglomeratie Haarlem (CR);2009 November;;;;;;;;
6372;Agglomeratie Haarlem (CR);2009 December;;;;;;;;
6373;Agglomeratie Haarlem (CR);2009 4th quarter;114.5;0.3;-7.4;636.0;27.5;-8.0;343620.0;219.0
6374;Agglomeratie Haarlem (CR);2009;116.9;-4.3;-4.3;2117.0;-28.0;-28.0;323168.0;684.0
6375;Agglomeratie Haarlem (CR);2010 January;;;;;;;;
6376;Agglomeratie Haarlem (CR);2010 February;;;;;;;;
6377;Agglomeratie Haarlem (CR);2010 March;;;;;;;;
6378;Agglomeratie Haarlem (CR);2010 1st quarter;111.2;-2.8;-9.7;434.0;-31.8;-6.1;311832.0;135.0
6379;Agglomeratie Haarlem (CR);2010 April;;;;;;;;
6380;Agglomeratie Haarlem (CR);2010 May;;;;;;;;
6381;Agglomeratie Haarlem (CR);2010 June;;;;;;;;
6382;Agglomeratie Haarlem (CR);2010 2nd quarter;112.7;1.3;-2.5;516.0;18.9;-0.8;329606.0;170.0
6383;Agglomeratie Haarlem (CR);2010 July;;;;;;;;
6384;Agglomeratie Haarlem (CR);2010 August;;;;;;;;
6385;Agglomeratie Haarlem (CR);2010 September;;;;;;;;
6386;Agglomeratie Haarlem (CR);2010 3rd quarter;112.5;-0.2;-1.4;551.0;6.8;10.4;331039.0;182.0
6387;Agglomeratie Haarlem (CR);2010 October;;;;;;;;
6388;Agglomeratie Haarlem (CR);2010 November;;;;;;;;
6389;Agglomeratie Haarlem (CR);2010 December;;;;;;;;
6390;Agglomeratie Haarlem (CR);2010 4th quarter;112.2;-0.3;-2.0;533.0;-3.3;-16.2;320327.0;171.0
6391;Agglomeratie Haarlem (CR);2010;111.8;-4.4;-4.4;2034.0;-3.9;-3.9;323770.0;659.0
6392;Agglomeratie Haarlem (CR);2011 January;;;;;;;;
6393;Agglomeratie Haarlem (CR);2011 February;;;;;;;;
6394;Agglomeratie Haarlem (CR);2011 March;;;;;;;;
6395;Agglomeratie Haarlem (CR);2011 1st quarter;112.1;-0.1;0.8;483.0;-9.4;11.3;319001.0;154.0
6396;Agglomeratie Haarlem (CR);2011 April;;;;;;;;
6397;Agglomeratie Haarlem (CR);2011 May;;;;;;;;
6398;Agglomeratie Haarlem (CR);2011 June;;;;;;;;
