ID;AfzetMotorbrandstoffen;Perioden;TotaalAfzet_1;TotaalWegverkeerEnOverigeAfnemers_2;AutogasLpg_3;TotaalMotorbenzine_4;Euro95_5;SuperOngelood98_6;NormaalGelood_7;SuperGelood_8;TotaalDiesel_9;Laagzwavelig_10;Hoogzwavelig_11;Aardgas_12;Elektriciteit_13;TotaalScheepvaart_14;TotaalGasolieEnLichteStookolie_15;AfzetAanBinnenvaart_16;AfzetAanZeevaart_17;AfzetAanHandelarenScheepvaart_18;TotaalStookolie_19;Laagzwavelig_20;Hoogzwavelig_21;TotaalLuchtvaart_22;Vliegtuigkerosine_23;Vliegtuigbenzine_24;JetfuelOpBenzinebasis_25;TotaalRailverkeer_26;Diesel_27;Elektriciteit_28;AutogasLpg_29;TotaalMotorbenzine_30;Euro95_31;SuperOngelood98_32;NormaalGelood_33;SuperGelood_34;TotaalDiesel_35;Laagzwavelig_36;Hoogzwavelig_37;Aardgas_38;Elektriciteit_39;TotaalGasolieEnLichteStookolie_40;AfzetAanBinnenvaart_41;AfzetAanZeevaart_42;AfzetAanHandelarenScheepvaart_43;TotaalStookolie_44;Laagzwavelig_45;Hoogzwavelig_46;Vliegtuigkerosine_47;Vliegtuigbenzine_48;JetfuelOpBenzinebasis_49;Diesel_50;Elektriciteit_51;AutogasLpg_52;TotaalMotorbenzine_53;Euro95_54;SuperOngelood98_55;NormaalGelood_56;SuperGelood_57;TotaalDiesel_58;Laagzwavelig_59;Hoogzwavelig_60
196;Totaal afzet;2020 juli;87.4;36.4;0.4;14.2;13.8;0.5;;;21.6;21.6;;;;43.0;8.9;3.9;5.0;;34.1;27.3;6.8;7.6;7.6;0.0;;;;;10.0;338.0;326.0;12.0;;;502.0;502.0;;;;206.0;91.0;115.0;;831.0;665.0;165.0;174.0;0.0;;;;18.0;450.0;435.0;15.0;;;601.0;601.0;
197;Totaal afzet;2020 augustus;84.0;32.7;0.4;13.4;12.9;0.5;;;18.8;18.8;;;;42.1;8.2;3.3;4.9;;33.9;27.4;6.5;8.6;8.6;0.0;;;;;9.0;318.0;307.0;11.0;;;438.0;438.0;;;;190.0;77.0;113.0;;828.0;669.0;159.0;197.0;0.0;;;;17.0;424.0;409.0;15.0;;;523.0;523.0;
198;Totaal afzet;2020 september;90.1;37.2;0.4;14.1;13.6;0.5;;;22.6;22.6;;;;44.1;8.1;3.8;4.3;;36.0;27.6;8.4;8.2;8.2;0.0;;;;;10.0;334.0;323.0;12.0;;;525.0;525.0;;;;188.0;89.0;99.0;;878.0;674.0;204.0;189.0;0.0;;;;18.0;446.0;430.0;16.0;;;628.0;628.0;
199;Totaal afzet;2020 3e kwartaal;261.3;107.2;1.3;41.8;40.3;1.5;;;63.0;63.0;;0.7;0.4;129.2;25.2;11.1;14.1;;104.0;82.3;21.7;24.4;24.4;0.0;;1.6;0.2;1.4;28.0;990.0;955.0;34.0;;;1465.0;1465.0;;21.0;121.0;584.0;257.0;327.0;;2536.0;2008.0;528.0;560.0;0.0;;6.0;387.0;52.0;1320.0;1274.0;46.0;;;1753.0;1753.0;
200;Totaal afzet;2020 oktober;86.1;35.2;0.4;13.1;12.7;0.5;;;21.5;21.5;;;;42.3;9.0;4.1;5.0;;33.3;26.4;6.9;8.1;8.1;0.0;;;;;10.0;311.0;300.0;11.0;;;501.0;501.0;;;;209.0;94.0;115.0;;812.0;643.0;169.0;186.0;0.0;;;;18.0;415.0;400.0;15.0;;;599.0;599.0;
201;Totaal afzet;2020 november;81.4;33.7;0.5;12.5;12.1;0.5;;;20.6;20.6;;;;39.6;8.6;3.9;4.7;;30.9;25.2;5.7;7.6;7.6;0.0;;;;;10.0;297.0;286.0;11.0;;;480.0;480.0;;;;200.0;91.0;109.0;;755.0;615.0;140.0;174.0;0.0;;;;19.0;396.0;381.0;15.0;;;574.0;574.0;
202;Totaal afzet;2020 december;81.2;33.1;0.3;12.9;12.4;0.5;;;19.8;19.8;;;;40.1;8.2;3.9;4.3;;32.0;27.1;4.8;7.5;7.5;0.0;;;;;7.0;306.0;294.0;11.0;;;461.0;461.0;;;;189.0;91.0;99.0;;779.0;661.0;118.0;172.0;0.0;;;;14.0;408.0;392.0;15.0;;;551.0;551.0;
203;Totaal afzet;2020 4e kwartaal;248.6;102.9;1.2;38.6;37.1;1.4;;;62.0;62.0;;0.7;0.4;122.0;25.8;11.9;14.0;;96.2;78.7;17.5;23.1;23.1;0.0;;1.5;0.1;1.4;27.0;914.0;880.0;34.0;;;1442.0;1442.0;;21.0;121.0;598.0;275.0;323.0;;2346.0;1919.0;427.0;532.0;0.0;;1.0;387.0;50.0;1219.0;1173.0;45.0;;;1724.0;1724.0;
204;Totaal afzet;2021 januari;76.7;28.6;0.3;10.8;10.4;0.4;;;17.4;17.4;;;;40.6;8.4;3.8;4.6;;32.2;29.1;3.1;7.1;7.1;0.0;;;;;8.0;255.0;246.0;9.0;;;404.0;404.0;;;;193.0;88.0;106.0;;786.0;711.0;75.0;163.0;0.0;;;;14.0;340.0;327.0;12.0;;;483.0;483.0;
205;Totaal afzet;2021 februari;71.6;29.2;0.3;10.5;10.1;0.4;;;18.3;18.3;;;;35.9;7.9;3.6;4.3;;28.0;24.0;4.1;6.0;6.0;0.0;;;;;7.0;248.0;239.0;9.0;;;426.0;426.0;;;;182.0;83.0;99.0;;684.0;584.0;99.0;139.0;0.0;;;;13.0;331.0;318.0;13.0;;;509.0;509.0;
206;Totaal afzet;2021 maart;84.7;36.1;0.4;13.1;12.6;0.5;;;22.4;22.4;;;;41.4;9.1;4.0;5.1;;32.2;28.1;4.2;6.8;6.8;0.0;;;;;9.0;311.0;299.0;12.0;;;522.0;522.0;;;;211.0;94.0;117.0;;786.0;685.0;102.0;156.0;0.0;;;;17.0;414.0;399.0;16.0;;;624.0;624.0;
207;Totaal afzet;2021 1e kwartaal;232.8;94.6;1.0;34.3;33.1;1.3;;;58.1;58.1;;0.7;0.4;117.8;25.3;11.3;13.9;;92.5;81.2;11.3;19.9;19.9;0.0;;1.6;0.2;1.4;23.0;814.0;783.0;30.0;;;1351.0;1351.0;;21.0;121.0;585.0;262.0;322.0;;2256.0;1980.0;277.0;458.0;0.0;;6.0;387.0;43.0;1085.0;1044.0;41.0;;;1616.0;1616.0;
208;Totaal afzet;2021 april;83.1;34.8;0.4;13.5;13.0;0.5;;;20.8;20.8;;;;41.0;8.6;4.0;4.6;;32.4;30.2;2.2;6.9;6.9;0.0;;;;;9.0;320.0;307.0;13.0;;;483.0;483.0;;;;198.0;92.0;107.0;;790.0;738.0;53.0;158.0;0.0;;;;16.0;427.0;410.0;17.0;;;578.0;578.0;
209;Afzet voor finaal verbruik;1946;;;;17.8;;;17.8;;;;;;;;;;;;;;;;;;;;;;;405.0;;;405.0;;;;;;;;;;;;;;;;;;;;545.0;;;545.0;;;;
210;Afzet voor finaal verbruik;1947;;;;23.8;;;23.8;;;;;;;;;;;;;;;;;;;;;;;540.0;;;540.0;;;;;;;;;;;;;;;;;;;;728.0;;;728.0;;;;
211;Afzet voor finaal verbruik;1948;;;;25.3;;;25.3;;;;;;;;;;;;;;;;;;;;;;;575.0;;;575.0;;;;;;;;;;;;;;;;;;;;778.0;;;778.0;;;;
212;Afzet voor finaal verbruik;1949;;;;28.2;;;28.2;;;;;;;;;;;;;;;;;;;;;;;640.0;;;640.0;;;;;;;;;;;;;;;;;;;;865.0;;;865.0;;;;
213;Afzet voor finaal verbruik;1950;;;;29.0;;;29.0;;0.9;;0.9;;;;;;;;;;;;;;;;;;;660.0;;;660.0;;21.0;;21.0;;;;;;;;;;;;;;;;890.0;;;890.0;;25.0;;25.0
214;Afzet voor finaal verbruik;1951;;;;29.7;;;29.7;;1.8;;1.8;;;;;;;;;;;;;;;;;;;675.0;;;675.0;;42.0;;42.0;;;;;;;;;;;;;;;;906.0;;;906.0;;50.0;;50.0
215;Afzet voor finaal verbruik;1952;;;;29.9;;;29.9;;2.9;;2.9;;;;;;;;;;;;;;;;;;;680.0;;;680.0;;67.0;;67.0;;;;;;;;;;;;;;;;910.0;;;910.0;;80.0;;80.0
216;Afzet voor finaal verbruik;1953;;;;32.8;;;32.8;;5.3;;5.3;;;;;;;;;;;;;;;;;;;745.0;;;745.0;;125.0;;125.0;;;;;;;;;;;;;;;;999.0;;;999.0;;150.0;;150.0
217;Afzet voor finaal verbruik;1954;;;;35.9;;;35.9;;7.1;;7.1;;;;;;;;;;;;;;;;;;;817.0;;;817.0;;167.0;;167.0;;;;;;;;;;;;;;;;1097.0;;;1097.0;;200.0;;200.0
218;Afzet voor finaal verbruik;1955;;48.9;0.7;39.1;;;36.0;3.1;9.2;;9.2;;;;;;;;;;;6.9;;1.6;;;;;15.0;888.0;;;818.0;70.0;215.0;;215.0;;;;;;;;;;;37.0;;;;27.0;1208.0;;;1113.0;95.0;259.0;;259.0
219;Afzet voor finaal verbruik;1956;77.0;55.5;0.9;43.5;;;35.6;7.9;11.1;;11.1;;;;;;;14.3;;;;7.2;;;;;;;20.0;989.0;;;809.0;180.0;260.0;;260.0;;;;;;335.0;;;;;;;;;36.0;1346.0;;;1101.0;245.0;313.0;;313.0
220;Afzet voor finaal verbruik;1957;81.0;56.6;1.4;43.0;;;32.3;10.7;12.3;;12.3;;;;;;;15.8;;;;8.6;;;;;;;30.0;977.0;;;734.0;243.0;287.0;;287.0;;;;;;370.0;;;;;;;;;55.0;1329.0;;;999.0;330.0;346.0;;346.0
221;Afzet voor finaal verbruik;1958;88.8;61.2;1.9;45.6;;;31.6;14.0;13.7;;13.7;;;;;;;17.6;;;;10.0;;;;;;;42.0;1037.0;;;718.0;319.0;320.0;;320.0;;;;;;412.0;;;;;;;;;76.0;1410.0;;;970.0;440.0;386.0;;386.0
222;Afzet voor finaal verbruik;1959;98.5;67.1;2.5;48.7;;;31.3;17.4;15.9;;15.9;;;;;;;19.4;;;;12.0;;;;;;;55.0;1107.0;;;712.0;395.0;372.0;;372.0;;;;;;455.0;;;;;;;;;100.0;1496.0;;;962.0;534.0;448.0;;448.0
223;Afzet voor finaal verbruik;1960;108.4;74.4;2.8;53.5;;;31.5;21.9;18.1;;18.1;;;;;;;21.6;;;;12.3;3.1;2.3;7.0;;;;63.0;1215.0;;;717.0;498.0;424.0;;424.0;;;;;;507.0;;;;71.0;52.0;160.0;;;115.0;1615.0;;;950.0;665.0;511.0;;511.0
224;Afzet voor finaal verbruik;1961;113.5;81.4;2.4;57.9;;;29.7;28.2;21.2;;21.2;;;19.3;19.3;5.1;;14.2;;;;12.8;;1.8;;;;;52.0;1315.0;;;675.0;640.0;496.0;;496.0;;;452.0;119.0;;333.0;;;;;40.0;;;;95.0;1746.0;;;896.0;850.0;598.0;;598.0
225;Afzet voor finaal verbruik;1962;125.6;90.2;2.3;62.8;;;26.6;36.2;25.2;;25.2;;;22.0;22.0;6.2;;15.8;;;;13.4;5.4;1.6;6.4;;;;50.0;1427.0;;;605.0;822.0;589.0;;589.0;;;516.0;145.0;;371.0;;;;124.0;37.0;147.0;;;91.0;1907.0;;;807.0;1100.0;710.0;;710.0
226;Afzet voor finaal verbruik;1963;137.2;98.3;2.1;67.8;;;25.3;42.5;28.4;;28.4;;;24.6;24.6;6.6;;18.0;;;;14.4;6.7;1.5;6.2;;;;46.0;1541.0;;;575.0;966.0;665.0;;665.0;;;576.0;155.0;;421.0;;;;155.0;33.0;142.0;;;84.0;2082.0;;;777.0;1305.0;801.0;;801.0
227;Afzet voor finaal verbruik;1964;150.3;110.8;2.1;78.2;;;26.7;51.6;30.4;;30.4;;;25.7;25.6;6.1;;19.5;;;;13.8;7.4;1.4;5.0;;;;47.0;1778.0;;;606.0;1172.0;713.0;;713.0;;;601.0;144.0;;457.0;;;;171.0;32.0;114.0;;;85.0;2393.0;;;816.0;1577.0;860.0;;860.0
228;Afzet voor finaal verbruik;1965;163.3;121.1;2.2;86.2;;;25.4;60.9;32.7;;32.7;;;27.0;27.0;5.9;;21.1;;;;15.2;5.8;1.2;8.2;;;;48.0;1960.0;;;577.0;1383.0;765.0;;765.0;;;632.0;139.0;;493.0;;;;133.0;28.0;189.0;;;87.0;2670.0;;;786.0;1884.0;910.0;;910.0
229;Afzet voor finaal verbruik;1966;175.2;131.7;2.4;95.3;;;25.8;69.6;34.0;;34.0;;;25.8;25.8;4.8;;21.0;;;;17.8;4.1;1.3;12.4;;;;52.0;2167.0;;;586.0;1581.0;796.0;;796.0;;;604.0;113.0;;491.0;;;;95.0;29.0;284.0;;;95.0;2954.0;;;799.0;2155.0;961.0;;961.0
230;Afzet voor finaal verbruik;1967;191.5;140.5;2.2;104.3;;;26.7;77.6;34.0;;34.0;;;32.0;32.0;5.9;;26.1;;;;19.0;5.7;1.3;11.9;;;;49.0;2370.0;;;606.0;1764.0;797.0;;797.0;;;750.0;139.0;;611.0;;;;132.0;30.0;274.0;;;93.0;3216.0;;;823.0;2393.0;959.0;;959.0
231;Afzet voor finaal verbruik;1968;206.1;153.5;2.2;115.2;;;26.5;88.7;36.1;;36.1;;;29.8;29.8;4.9;;24.9;;;;22.8;7.1;1.2;14.5;;;;49.0;2618.0;;;602.0;2016.0;845.0;;845.0;;;697.0;115.0;;582.0;;;;164.0;27.0;333.0;;;89.0;3544.0;;;815.0;2729.0;1021.0;;1021.0
232;Afzet voor finaal verbruik;1969;223.0;161.4;2.4;121.4;;;25.8;95.5;37.6;;37.6;;;34.8;34.8;5.5;;29.3;;;;26.8;10.7;0.6;15.4;;;;54.0;2758.0;;;587.0;2171.0;881.0;;881.0;;;814.0;128.0;;686.0;;;;247.0;14.0;355.0;;;98.0;3726.0;;;794.0;2932.0;1064.0;;1064.0
233;Afzet voor finaal verbruik;1970;247.8;177.6;2.7;133.5;;;24.0;109.6;41.4;;41.4;;;39.5;39.5;7.6;;31.9;;;;30.7;22.4;0.6;7.7;;;;59.0;3035.0;;;545.0;2490.0;970.0;;970.0;;;925.0;179.0;;746.0;;;;515.0;14.0;177.0;;;107.0;4097.0;;;736.0;3361.0;1167.0;;1167.0
234;Afzet voor finaal verbruik;1971;262.5;192.6;2.8;142.6;;;22.9;119.8;47.2;;47.2;;;36.0;36.1;7.0;;29.1;;;;33.8;28.2;0.4;5.2;;;;61.0;3242.0;;;520.0;2722.0;1105.0;;1105.0;;;844.0;163.0;;681.0;;;;649.0;10.0;119.0;;;111.0;4369.0;;;702.0;3667.0;1331.0;;1331.0
235;Afzet voor finaal verbruik;1972;282.1;205.5;3.8;150.4;;;22.0;128.3;51.4;;51.4;;;41.6;41.6;8.3;;33.3;;;;34.9;30.8;0.4;3.7;;;;83.0;3418.0;;;501.0;2917.0;1203.0;;1203.0;;;975.0;195.0;;780.0;;;;707.0;10.0;86.0;;;151.0;4585.0;;;671.0;3914.0;1448.0;;1448.0
236;Afzet voor finaal verbruik;1973;297.7;214.7;4.7;156.5;;;21.9;134.6;53.5;;53.5;;;45.4;45.5;9.4;;36.1;;;;37.6;32.9;0.4;4.4;;;;103.0;3556.0;;;497.0;3059.0;1254.0;;1254.0;;;1064.0;219.0;;845.0;;;;756.0;9.0;100.0;;;187.0;4792.0;;;670.0;4122.0;1506.0;;1506.0
237;Afzet voor finaal verbruik;1974;277.4;204.2;5.7;140.9;;;18.6;122.3;57.6;;57.6;;;35.8;35.8;8.3;;27.5;;;;37.3;32.2;0.4;4.8;;;;126.0;3202.0;;;423.0;2779.0;1350.0;;1350.0;;;839.0;194.0;;645.0;;;;740.0;8.0;110.0;;;229.0;4300.0;;;568.0;3732.0;1606.0;;1606.0
238;Afzet voor finaal verbruik;1975;299.6;222.4;7.4;152.8;;;18.9;133.9;62.1;;62.1;;;37.0;37.0;8.1;;28.9;;;;37.0;32.0;0.4;4.6;3.2;;3.2;164.0;3473.0;;;430.0;3043.0;1455.0;;1455.0;;;867.0;190.0;;677.0;;;;736.0;8.0;106.0;;899.0;298.0;4675.0;;;586.0;4089.0;1740.0;;1740.0
239;Afzet voor finaal verbruik;1976;333.1;245.9;9.5;161.0;;;21.8;139.2;75.4;;75.4;;;47.0;47.0;9.2;;37.8;;;;36.9;32.4;0.3;4.2;3.3;;3.3;211.0;3659.0;;;495.0;3164.0;1766.0;;1766.0;;;1101.0;215.0;;886.0;;;;745.0;7.0;96.0;;917.0;384.0;4931.0;;;676.0;4255.0;2114.0;;2114.0
240;Afzet voor finaal verbruik;1977;349.9;256.6;12.2;167.2;;;23.5;143.7;77.2;;77.2;;;51.3;51.3;13.0;;38.3;;;;38.7;34.4;0.3;4.0;3.3;;3.3;269.0;3800.0;;;534.0;3266.0;1809.0;;1809.0;;;1202.0;305.0;;897.0;;;;790.0;7.0;92.0;;905.0;490.0;5124.0;;;728.0;4396.0;2167.0;;2167.0
241;Afzet voor finaal verbruik;1978;309.9;273.3;16.0;174.0;;;25.8;148.2;83.3;;83.3;;;28.7;28.7;11.8;;16.9;;;;4.6;1.7;0.2;2.7;3.3;;3.3;355.0;3954.0;;;586.0;3368.0;1951.0;;1951.0;;;671.0;276.0;;395.0;;;;40.0;4.0;61.0;;921.0;645.0;5332.0;;;798.0;4534.0;2350.0;;2350.0
242;Afzet voor finaal verbruik;1979;314.1;281.7;20.2;175.1;;;27.1;148.0;86.4;;86.4;;;27.3;27.4;11.4;;16.0;;;;1.7;0.8;0.2;0.7;3.4;;3.4;446.0;3979.0;;;616.0;3363.0;2024.0;;2024.0;;;640.0;266.0;;374.0;;;;18.0;5.0;15.0;;952.0;811.0;5343.0;;;834.0;4509.0;2408.0;;2408.0
243;Afzet voor finaal verbruik;1980;317.3;287.8;31.5;165.7;;;29.3;136.4;90.5;;90.5;;;24.2;24.2;12.8;;11.4;;;;1.8;0.9;0.2;0.7;3.5;;3.5;696.0;3854.0;;;682.0;3172.0;2120.0;;2120.0;;;568.0;300.0;;268.0;;;;20.0;5.0;17.0;;978.0;1266.0;5144.0;;;896.0;4248.0;2527.0;;2527.0
244;Afzet voor finaal verbruik;1981;318.0;290.8;36.6;158.5;;;32.2;126.3;95.7;;95.7;;;22.0;22.0;9.8;;12.2;;;;1.6;0.5;0.2;0.9;3.6;;3.6;810.0;3685.0;;;748.0;2937.0;2242.0;;2242.0;;;515.0;230.0;;285.0;;;;12.0;5.0;20.0;;1013.0;1473.0;4890.0;;;960.0;3930.0;2663.0;;2663.0
245;Afzet voor finaal verbruik;1982;304.6;287.2;41.1;156.2;;;34.2;122.0;89.9;;89.9;;;10.6;10.6;10.6;;;;;;2.9;2.2;0.1;0.6;3.8;;3.8;909.0;3633.0;;;795.0;2838.0;2106.0;;2106.0;;;249.0;249.0;;;;;;51.0;3.0;14.0;;1052.0;1652.0;4846.0;;;1057.0;3789.0;2505.0;;2505.0
246;Afzet voor finaal verbruik;1983;312.0;294.5;40.4;154.5;;;34.8;119.7;99.7;;99.7;;;11.6;11.6;11.6;;;;;;2.1;1.8;0.1;0.2;3.8;;3.8;893.0;3592.0;;;809.0;2783.0;2334.0;;2334.0;;;271.0;271.0;;;;;;41.0;3.0;4.0;;1059.0;1624.0;4801.0;;;1076.0;3725.0;2798.0;;2798.0
247;Afzet voor finaal verbruik;1984;318.9;299.6;39.4;155.4;;;34.7;120.7;104.7;;104.7;;;10.9;10.9;10.9;;;;;;4.5;2.7;0.1;1.7;3.9;;3.9;872.0;3614.0;;;807.0;2807.0;2453.0;;2453.0;;;256.0;256.0;;;;;;61.0;3.0;40.0;;1086.0;1586.0;4837.0;;;1077.0;3759.0;2913.0;;2913.0
248;Afzet voor finaal verbruik;1985;318.2;297.3;37.7;146.0;;;31.6;114.5;113.6;;113.6;;;12.5;12.5;12.5;;;;;;4.4;3.9;0.1;0.4;4.0;;4.0;834.0;3396.0;;;734.0;2662.0;2660.0;;2660.0;;;292.0;292.0;;;;;;90.0;3.0;9.0;;1106.0;1516.0;4567.0;;;984.0;3583.0;3166.0;;3166.0
249;Afzet voor finaal verbruik;1986;329.3;312.7;38.3;146.9;;;28.5;118.4;127.5;;127.5;;;7.3;7.3;7.3;;;;;;5.2;5.0;0.1;0.1;4.1;;4.1;847.0;3466.0;;;673.0;2793.0;2986.0;;2986.0;;;171.0;171.0;;;;;;115.0;3.0;1.0;;1142.0;1540.0;4664.0;;;914.0;3750.0;3554.0;;3554.0
250;Afzet voor finaal verbruik;1987;326.9;310.5;37.0;142.0;29.4;;0.0;112.5;131.5;;131.5;;;6.2;6.2;6.2;;;;;;5.9;5.7;0.1;0.1;4.2;;4.2;819.0;3405.0;706.0;;1.0;2698.0;3081.0;;3081.0;;;145.0;145.0;;;;;;131.0;3.0;2.0;;1172.0;1490.0;4554.0;954.0;;1.0;3599.0;3674.0;;3674.0
251;Afzet voor finaal verbruik;1988;349.1;323.5;38.4;139.8;36.7;;0.0;103.0;145.3;;145.3;;;15.0;15.0;15.0;;;;;;6.4;6.2;0.2;0.0;4.2;;4.2;850.0;3353.0;881.0;;0.0;2471.0;3403.0;;3403.0;;;351.0;351.0;;;;;;143.0;4.0;1.0;;1161.0;1545.0;4482.0;1183.0;;0.0;3299.0;4051.0;;4051.0
252;Afzet voor finaal verbruik;1989;360.6;338.6;41.9;142.2;53.9;;;88.3;154.5;;154.5;;;10.9;10.9;10.9;;;;;;6.8;6.7;0.1;;4.3;;4.3;928.0;3418.0;1295.0;;;2123.0;3617.0;;3617.0;;;254.0;254.0;;;;;;154.0;3.0;;;1200.0;1686.0;4568.0;1733.0;;;2836.0;4302.0;;4302.0
253;Afzet voor finaal verbruik;1990;439.2;420.1;41.1;142.9;56.3;14.3;;72.3;236.0;;236.0;;0.0;9.5;9.5;9.5;;;;;;3.9;3.7;0.2;;5.8;1.2;4.6;909.0;3436.0;1354.0;344.0;;1738.0;5489.0;;5489.0;;5.0;220.0;220.0;;;;;;86.0;4.0;;29.0;1273.0;1699.0;4584.0;1806.0;459.0;;2320.0;6542.0;;6542.0
254;Afzet voor finaal verbruik;1991;449.6;429.5;40.2;143.4;64.9;21.0;;57.5;245.9;;245.9;;0.0;10.1;10.1;10.1;;;;;;3.9;3.8;0.2;;6.1;1.2;4.9;890.0;3455.0;1564.0;506.0;;1385.0;5718.0;;5718.0;;5.0;235.0;235.0;;;;;;87.0;4.0;;29.0;1355.0;1663.0;4610.0;2085.0;676.0;;1849.0;6815.0;;6815.0
255;Afzet voor finaal verbruik;1992;468.8;449.1;39.4;148.7;82.9;22.3;;43.5;261.0;;261.0;;0.0;9.6;9.6;9.6;;;;;;3.8;3.6;0.2;;6.2;1.2;5.0;872.0;3591.0;2001.0;539.0;;1051.0;6070.0;;6070.0;;5.0;224.0;224.0;;;;;;84.0;4.0;;29.0;1385.0;1629.0;4791.0;2668.0;720.0;;1403.0;7235.0;;7235.0
256;Afzet voor finaal verbruik;1993;479.1;459.2;38.2;157.0;93.2;25.1;;38.6;264.1;;264.1;;0.0;9.6;9.6;9.6;;;;;;3.8;3.6;0.2;;6.5;1.2;5.2;844.0;3793.0;2252.0;607.0;;933.0;6141.0;;6141.0;;5.0;224.0;224.0;;;;;;83.0;3.0;;29.0;1450.0;1578.0;5060.0;3003.0;810.0;;1246.0;7319.0;;7319.0
257;Afzet voor finaal verbruik;1994;467.2;447.6;36.1;160.6;105.7;23.8;;31.1;250.9;12.4;238.4;;0.0;9.7;9.7;9.7;;;;;;3.4;3.2;0.2;;6.4;1.3;5.2;799.0;3890.0;2560.0;577.0;;752.0;5834.0;289.0;5545.0;;5.0;226.0;226.0;;;;;;74.0;4.0;;29.0;1439.0;1493.0;5188.0;3413.0;771.0;;1004.0;6955.0;346.0;6609.0
258;Afzet voor finaal verbruik;1995;474.3;453.8;35.9;165.3;114.0;24.7;;26.6;252.6;19.0;233.6;;0.0;9.8;9.8;9.8;;;;;;4.0;3.9;0.2;;6.6;1.3;5.3;795.0;4003.0;2760.0;597.0;;645.0;5874.0;442.0;5432.0;;5.0;229.0;229.0;;;;;;89.0;4.0;;30.0;1473.0;1486.0;5339.0;3681.0;797.0;;861.0;7003.0;529.0;6474.0
259;Afzet voor finaal verbruik;1996;494.6;473.8;35.5;172.5;127.7;24.5;;20.3;265.8;102.8;163.0;;0.0;10.3;10.3;10.3;;;;;;3.6;3.5;0.1;;6.9;1.3;5.6;785.0;4177.0;3093.0;592.0;;492.0;6167.0;2386.0;3781.0;;5.0;239.0;239.0;;;;;;80.0;3.0;;31.0;1560.0;1467.0;4914.0;4124.0;790.0;;;7361.0;2854.0;4507.0
260;Afzet voor finaal verbruik;1997;492.3;471.6;33.9;170.2;133.9;21.7;;14.6;267.6;267.6;;;0.0;9.7;9.7;9.7;;;;;;3.9;3.7;0.2;;7.1;1.4;5.6;749.0;4130.0;3251.0;526.0;;354.0;6208.0;6208.0;;;5.0;226.0;226.0;;;;;;85.0;4.0;;33.0;1566.0;1400.0;5036.0;4334.0;702.0;;;7426.0;7426.0;
261;Afzet voor finaal verbruik;1998;500.1;479.5;32.6;171.1;141.4;20.0;;9.7;275.8;275.8;;;0.0;9.6;9.6;9.6;;;;;;3.7;3.6;0.2;;7.2;1.4;5.8;720.0;4153.0;3432.0;485.0;;237.0;6400.0;6400.0;;;5.0;224.0;224.0;;;;;;82.0;4.0;;32.0;1624.0;1346.0;5223.0;4576.0;647.0;;;7656.0;7656.0;
262;Afzet voor finaal verbruik;1999;503.7;482.0;29.0;171.1;146.0;18.4;;6.7;281.8;281.8;;;0.0;10.2;10.2;10.2;;;;;;4.4;4.2;0.2;;7.2;1.3;5.9;641.0;4153.0;3543.0;447.0;;163.0;6539.0;6539.0;;0.0;5.0;237.0;237.0;;;;;;96.0;4.0;;30.0;1634.0;1199.0;5322.0;4724.0;597.0;;;7822.0;7822.0;
263;Afzet voor finaal verbruik;2000;502.9;481.6;25.2;166.0;147.7;14.9;;3.5;290.3;290.3;;0.0;0.0;10.2;10.2;10.2;;;;;;3.7;3.5;0.1;;7.4;1.6;5.9;558.0;4029.0;3584.0;361.0;;84.0;6736.0;6736.0;;0.0;5.0;237.0;237.0;;;;;;81.0;3.0;;36.0;1625.0;1044.0;5260.0;4778.0;482.0;;;8057.0;8057.0;
264;Afzet voor finaal verbruik;2001;507.5;487.0;23.4;169.8;155.2;13.0;;1.6;293.7;293.7;;0.0;0.0;10.6;10.6;10.6;;;;;;2.8;2.7;0.1;;7.1;1.5;5.7;518.0;4122.0;3767.0;316.0;;39.0;6814.0;6814.0;;0.0;5.0;246.0;246.0;;;;;;61.0;3.0;;34.0;1572.0;969.0;5444.0;5023.0;421.0;;;8151.0;8151.0;
265;Afzet voor finaal verbruik;2002;514.9;493.7;22.6;171.7;158.6;12.0;;1.1;299.3;299.3;;0.0;0.0;11.0;11.0;11.0;;;;;;3.1;3.0;0.1;;7.0;1.4;5.6;501.0;4168.0;3850.0;291.0;;27.0;6945.0;6945.0;;1.0;6.0;255.0;255.0;;;;;;70.0;3.0;;33.0;1551.0;937.0;5522.0;5134.0;388.0;;;8307.0;8307.0;
266;Afzet voor finaal verbruik;2003;521.4;501.0;19.8;172.4;161.4;10.4;;0.6;308.7;308.7;;0.0;0.0;10.4;10.4;10.4;;;;;;2.9;2.8;0.1;;7.1;1.4;5.7;438.0;4185.0;3917.0;253.0;;16.0;7163.0;7163.0;;1.0;6.0;240.0;240.0;;;;;;65.0;3.0;;33.0;1579.0;819.0;5560.0;5223.0;337.0;;;8568.0;8568.0;
267;Afzet voor finaal verbruik;2004;526.8;506.3;19.7;170.6;161.5;8.9;;0.3;316.0;316.0;;0.0;0.0;10.5;10.5;10.5;;;;;;2.7;2.6;0.1;;7.4;1.5;5.9;435.0;4142.0;3919.0;216.0;;6.0;7331.0;7331.0;;1.0;6.0;243.0;243.0;;;;;;59.0;3.0;;34.0;1643.0;813.0;5514.0;5225.0;289.0;;;8769.0;8769.0;
