ID;Bedrijfstakken;Bedrijfskenmerken;Perioden;Bedrijven_1
2651;1533 Groente- en fruitverwerking ..;2 werkzame personen;2009, 1 januari;5
2652;1533 Groente- en fruitverwerking ..;3 tot 5 werkzame personen;2006, 1 januari;5
2653;1533 Groente- en fruitverwerking ..;3 tot 5 werkzame personen;2007, 1 januari;10
2654;1533 Groente- en fruitverwerking ..;3 tot 5 werkzame personen;2008, 1 januari;5
2655;1533 Groente- en fruitverwerking ..;3 tot 5 werkzame personen;2009, 1 januari;5
2656;1533 Groente- en fruitverwerking ..;5 tot 10 werkzame personen;2006, 1 januari;10
2657;1533 Groente- en fruitverwerking ..;5 tot 10 werkzame personen;2007, 1 januari;5
2658;1533 Groente- en fruitverwerking ..;5 tot 10 werkzame personen;2008, 1 januari;10
2659;1533 Groente- en fruitverwerking ..;5 tot 10 werkzame personen;2009, 1 januari;10
2660;1533 Groente- en fruitverwerking ..;10 tot 20 werkzame personen;2006, 1 januari;15
2661;1533 Groente- en fruitverwerking ..;10 tot 20 werkzame personen;2007, 1 januari;15
2662;1533 Groente- en fruitverwerking ..;10 tot 20 werkzame personen;2008, 1 januari;15
2663;1533 Groente- en fruitverwerking ..;10 tot 20 werkzame personen;2009, 1 januari;15
2664;1533 Groente- en fruitverwerking ..;20 tot 50 werkzame personen;2006, 1 januari;15
2665;1533 Groente- en fruitverwerking ..;20 tot 50 werkzame personen;2007, 1 januari;15
2666;1533 Groente- en fruitverwerking ..;20 tot 50 werkzame personen;2008, 1 januari;15
2667;1533 Groente- en fruitverwerking ..;20 tot 50 werkzame personen;2009, 1 januari;20
2668;1533 Groente- en fruitverwerking ..;50 tot 100 werkzame personen;2006, 1 januari;5
2669;1533 Groente- en fruitverwerking ..;50 tot 100 werkzame personen;2007, 1 januari;10
2670;1533 Groente- en fruitverwerking ..;50 tot 100 werkzame personen;2008, 1 januari;10
2671;1533 Groente- en fruitverwerking ..;50 tot 100 werkzame personen;2009, 1 januari;10
2672;1533 Groente- en fruitverwerking ..;100 werkzame personen of meer;2006, 1 januari;15
2673;1533 Groente- en fruitverwerking ..;100 werkzame personen of meer;2007, 1 januari;15
2674;1533 Groente- en fruitverwerking ..;100 werkzame personen of meer;2008, 1 januari;15
2675;1533 Groente- en fruitverwerking ..;100 werkzame personen of meer;2009, 1 januari;15
2676;1533 Groente- en fruitverwerking ..;Natuurlijke personen;2006, 1 januari;25
2677;1533 Groente- en fruitverwerking ..;Natuurlijke personen;2007, 1 januari;30
2678;1533 Groente- en fruitverwerking ..;Natuurlijke personen;2008, 1 januari;25
2679;1533 Groente- en fruitverwerking ..;Natuurlijke personen;2009, 1 januari;30
2680;1533 Groente- en fruitverwerking ..;Rechtspersonen;2006, 1 januari;65
2681;1533 Groente- en fruitverwerking ..;Rechtspersonen;2007, 1 januari;65
2682;1533 Groente- en fruitverwerking ..;Rechtspersonen;2008, 1 januari;65
2683;1533 Groente- en fruitverwerking ..;Rechtspersonen;2009, 1 januari;70
2684;154 VV plantaardige en dierlijke ..;Totaal aantal bedrijven;2006, 1 januari;25
2685;154 VV plantaardige en dierlijke ..;Totaal aantal bedrijven;2007, 1 januari;30
2686;154 VV plantaardige en dierlijke ..;Totaal aantal bedrijven;2008, 1 januari;30
2687;154 VV plantaardige en dierlijke ..;Totaal aantal bedrijven;2009, 1 januari;35
2688;154 VV plantaardige en dierlijke ..;1 werkzame persoon;2006, 1 januari;5
2689;154 VV plantaardige en dierlijke ..;1 werkzame persoon;2007, 1 januari;5
2690;154 VV plantaardige en dierlijke ..;1 werkzame persoon;2008, 1 januari;5
2691;154 VV plantaardige en dierlijke ..;1 werkzame persoon;2009, 1 januari;10
2692;154 VV plantaardige en dierlijke ..;2 werkzame personen;2006, 1 januari;0
2693;154 VV plantaardige en dierlijke ..;2 werkzame personen;2007, 1 januari;0
2694;154 VV plantaardige en dierlijke ..;2 werkzame personen;2008, 1 januari;0
2695;154 VV plantaardige en dierlijke ..;2 werkzame personen;2009, 1 januari;0
2696;154 VV plantaardige en dierlijke ..;3 tot 5 werkzame personen;2006, 1 januari;5
2697;154 VV plantaardige en dierlijke ..;3 tot 5 werkzame personen;2007, 1 januari;5
2698;154 VV plantaardige en dierlijke ..;3 tot 5 werkzame personen;2008, 1 januari;5
2699;154 VV plantaardige en dierlijke ..;3 tot 5 werkzame personen;2009, 1 januari;0
2700;154 VV plantaardige en dierlijke ..;5 tot 10 werkzame personen;2006, 1 januari;0
2701;154 VV plantaardige en dierlijke ..;5 tot 10 werkzame personen;2007, 1 januari;5
2702;154 VV plantaardige en dierlijke ..;5 tot 10 werkzame personen;2008, 1 januari;5
2703;154 VV plantaardige en dierlijke ..;5 tot 10 werkzame personen;2009, 1 januari;5
2704;154 VV plantaardige en dierlijke ..;10 tot 20 werkzame personen;2006, 1 januari;5
2705;154 VV plantaardige en dierlijke ..;10 tot 20 werkzame personen;2007, 1 januari;5
2706;154 VV plantaardige en dierlijke ..;10 tot 20 werkzame personen;2008, 1 januari;5
2707;154 VV plantaardige en dierlijke ..;10 tot 20 werkzame personen;2009, 1 januari;5
2708;154 VV plantaardige en dierlijke ..;20 tot 50 werkzame personen;2006, 1 januari;5
2709;154 VV plantaardige en dierlijke ..;20 tot 50 werkzame personen;2007, 1 januari;0
2710;154 VV plantaardige en dierlijke ..;20 tot 50 werkzame personen;2008, 1 januari;5
2711;154 VV plantaardige en dierlijke ..;20 tot 50 werkzame personen;2009, 1 januari;5
2712;154 VV plantaardige en dierlijke ..;50 tot 100 werkzame personen;2006, 1 januari;5
2713;154 VV plantaardige en dierlijke ..;50 tot 100 werkzame personen;2007, 1 januari;5
2714;154 VV plantaardige en dierlijke ..;50 tot 100 werkzame personen;2008, 1 januari;0
2715;154 VV plantaardige en dierlijke ..;50 tot 100 werkzame personen;2009, 1 januari;5
2716;154 VV plantaardige en dierlijke ..;100 werkzame personen of meer;2006, 1 januari;5
2717;154 VV plantaardige en dierlijke ..;100 werkzame personen of meer;2007, 1 januari;10
2718;154 VV plantaardige en dierlijke ..;100 werkzame personen of meer;2008, 1 januari;5
2719;154 VV plantaardige en dierlijke ..;100 werkzame personen of meer;2009, 1 januari;5
2720;154 VV plantaardige en dierlijke ..;Natuurlijke personen;2006, 1 januari;5
2721;154 VV plantaardige en dierlijke ..;Natuurlijke personen;2007, 1 januari;5
2722;154 VV plantaardige en dierlijke ..;Natuurlijke personen;2008, 1 januari;5
2723;154 VV plantaardige en dierlijke ..;Natuurlijke personen;2009, 1 januari;5
2724;154 VV plantaardige en dierlijke ..;Rechtspersonen;2006, 1 januari;20
2725;154 VV plantaardige en dierlijke ..;Rechtspersonen;2007, 1 januari;25
2726;154 VV plantaardige en dierlijke ..;Rechtspersonen;2008, 1 januari;25
2727;154 VV plantaardige en dierlijke ..;Rechtspersonen;2009, 1 januari;30
2728;1541 VV ruwe plantaardige en ..;Totaal aantal bedrijven;2006, 1 januari;10
2729;1541 VV ruwe plantaardige en ..;Totaal aantal bedrijven;2007, 1 januari;10
2730;1541 VV ruwe plantaardige en ..;Totaal aantal bedrijven;2008, 1 januari;10
2731;1541 VV ruwe plantaardige en ..;Totaal aantal bedrijven;2009, 1 januari;10
2732;1541 VV ruwe plantaardige en ..;1 werkzame persoon;2006, 1 januari;0
2733;1541 VV ruwe plantaardige en ..;1 werkzame persoon;2007, 1 januari;0
2734;1541 VV ruwe plantaardige en ..;1 werkzame persoon;2008, 1 januari;0
2735;1541 VV ruwe plantaardige en ..;1 werkzame persoon;2009, 1 januari;0
2736;1541 VV ruwe plantaardige en ..;2 werkzame personen;2006, 1 januari;0
2737;1541 VV ruwe plantaardige en ..;2 werkzame personen;2007, 1 januari;0
2738;1541 VV ruwe plantaardige en ..;2 werkzame personen;2008, 1 januari;0
2739;1541 VV ruwe plantaardige en ..;2 werkzame personen;2009, 1 januari;0
2740;1541 VV ruwe plantaardige en ..;3 tot 5 werkzame personen;2006, 1 januari;0
2741;1541 VV ruwe plantaardige en ..;3 tot 5 werkzame personen;2007, 1 januari;5
2742;1541 VV ruwe plantaardige en ..;3 tot 5 werkzame personen;2008, 1 januari;5
2743;1541 VV ruwe plantaardige en ..;3 tot 5 werkzame personen;2009, 1 januari;0
2744;1541 VV ruwe plantaardige en ..;5 tot 10 werkzame personen;2006, 1 januari;0
2745;1541 VV ruwe plantaardige en ..;5 tot 10 werkzame personen;2007, 1 januari;0
2746;1541 VV ruwe plantaardige en ..;5 tot 10 werkzame personen;2008, 1 januari;0
2747;1541 VV ruwe plantaardige en ..;5 tot 10 werkzame personen;2009, 1 januari;0
2748;1541 VV ruwe plantaardige en ..;10 tot 20 werkzame personen;2006, 1 januari;5
2749;1541 VV ruwe plantaardige en ..;10 tot 20 werkzame personen;2007, 1 januari;5
2750;1541 VV ruwe plantaardige en ..;10 tot 20 werkzame personen;2008, 1 januari;0
2751;1541 VV ruwe plantaardige en ..;10 tot 20 werkzame personen;2009, 1 januari;0
2752;1541 VV ruwe plantaardige en ..;20 tot 50 werkzame personen;2006, 1 januari;0
2753;1541 VV ruwe plantaardige en ..;20 tot 50 werkzame personen;2007, 1 januari;0
2754;1541 VV ruwe plantaardige en ..;20 tot 50 werkzame personen;2008, 1 januari;0
2755;1541 VV ruwe plantaardige en ..;20 tot 50 werkzame personen;2009, 1 januari;0
2756;1541 VV ruwe plantaardige en ..;50 tot 100 werkzame personen;2006, 1 januari;0
2757;1541 VV ruwe plantaardige en ..;50 tot 100 werkzame personen;2007, 1 januari;0
2758;1541 VV ruwe plantaardige en ..;50 tot 100 werkzame personen;2008, 1 januari;0
2759;1541 VV ruwe plantaardige en ..;50 tot 100 werkzame personen;2009, 1 januari;0
2760;1541 VV ruwe plantaardige en ..;100 werkzame personen of meer;2006, 1 januari;0
2761;1541 VV ruwe plantaardige en ..;100 werkzame personen of meer;2007, 1 januari;0
2762;1541 VV ruwe plantaardige en ..;100 werkzame personen of meer;2008, 1 januari;0
2763;1541 VV ruwe plantaardige en ..;100 werkzame personen of meer;2009, 1 januari;0
2764;1541 VV ruwe plantaardige en ..;Natuurlijke personen;2006, 1 januari;5
2765;1541 VV ruwe plantaardige en ..;Natuurlijke personen;2007, 1 januari;5
2766;1541 VV ruwe plantaardige en ..;Natuurlijke personen;2008, 1 januari;5
2767;1541 VV ruwe plantaardige en ..;Natuurlijke personen;2009, 1 januari;5
2768;1541 VV ruwe plantaardige en ..;Rechtspersonen;2006, 1 januari;10
2769;1541 VV ruwe plantaardige en ..;Rechtspersonen;2007, 1 januari;5
2770;1541 VV ruwe plantaardige en ..;Rechtspersonen;2008, 1 januari;5
2771;1541 VV ruwe plantaardige en ..;Rechtspersonen;2009, 1 januari;5
2772;1542 Raffinage van plantaardige en ..;Totaal aantal bedrijven;2006, 1 januari;10
2773;1542 Raffinage van plantaardige en ..;Totaal aantal bedrijven;2007, 1 januari;15
2774;1542 Raffinage van plantaardige en ..;Totaal aantal bedrijven;2008, 1 januari;15
2775;1542 Raffinage van plantaardige en ..;Totaal aantal bedrijven;2009, 1 januari;20
2776;1542 Raffinage van plantaardige en ..;1 werkzame persoon;2006, 1 januari;5
2777;1542 Raffinage van plantaardige en ..;1 werkzame persoon;2007, 1 januari;5
2778;1542 Raffinage van plantaardige en ..;1 werkzame persoon;2008, 1 januari;5
2779;1542 Raffinage van plantaardige en ..;1 werkzame persoon;2009, 1 januari;10
2780;1542 Raffinage van plantaardige en ..;2 werkzame personen;2006, 1 januari;0
2781;1542 Raffinage van plantaardige en ..;2 werkzame personen;2007, 1 januari;0
2782;1542 Raffinage van plantaardige en ..;2 werkzame personen;2008, 1 januari;0
2783;1542 Raffinage van plantaardige en ..;2 werkzame personen;2009, 1 januari;0
2784;1542 Raffinage van plantaardige en ..;3 tot 5 werkzame personen;2006, 1 januari;0
2785;1542 Raffinage van plantaardige en ..;3 tot 5 werkzame personen;2007, 1 januari;0
2786;1542 Raffinage van plantaardige en ..;3 tot 5 werkzame personen;2008, 1 januari;0
2787;1542 Raffinage van plantaardige en ..;3 tot 5 werkzame personen;2009, 1 januari;0
2788;1542 Raffinage van plantaardige en ..;5 tot 10 werkzame personen;2006, 1 januari;0
2789;1542 Raffinage van plantaardige en ..;5 tot 10 werkzame personen;2007, 1 januari;0
2790;1542 Raffinage van plantaardige en ..;5 tot 10 werkzame personen;2008, 1 januari;0
2791;1542 Raffinage van plantaardige en ..;5 tot 10 werkzame personen;2009, 1 januari;0
2792;1542 Raffinage van plantaardige en ..;10 tot 20 werkzame personen;2006, 1 januari;0
2793;1542 Raffinage van plantaardige en ..;10 tot 20 werkzame personen;2007, 1 januari;5
2794;1542 Raffinage van plantaardige en ..;10 tot 20 werkzame personen;2008, 1 januari;0
2795;1542 Raffinage van plantaardige en ..;10 tot 20 werkzame personen;2009, 1 januari;0
2796;1542 Raffinage van plantaardige en ..;20 tot 50 werkzame personen;2006, 1 januari;0
2797;1542 Raffinage van plantaardige en ..;20 tot 50 werkzame personen;2007, 1 januari;0
2798;1542 Raffinage van plantaardige en ..;20 tot 50 werkzame personen;2008, 1 januari;0
2799;1542 Raffinage van plantaardige en ..;20 tot 50 werkzame personen;2009, 1 januari;5
2800;1542 Raffinage van plantaardige en ..;50 tot 100 werkzame personen;2006, 1 januari;0
2801;1542 Raffinage van plantaardige en ..;50 tot 100 werkzame personen;2007, 1 januari;0
2802;1542 Raffinage van plantaardige en ..;50 tot 100 werkzame personen;2008, 1 januari;0
2803;1542 Raffinage van plantaardige en ..;50 tot 100 werkzame personen;2009, 1 januari;0
2804;1542 Raffinage van plantaardige en ..;100 werkzame personen of meer;2006, 1 januari;5
2805;1542 Raffinage van plantaardige en ..;100 werkzame personen of meer;2007, 1 januari;5
2806;1542 Raffinage van plantaardige en ..;100 werkzame personen of meer;2008, 1 januari;5
2807;1542 Raffinage van plantaardige en ..;100 werkzame personen of meer;2009, 1 januari;5
2808;1542 Raffinage van plantaardige en ..;Natuurlijke personen;2006, 1 januari;0
2809;1542 Raffinage van plantaardige en ..;Natuurlijke personen;2007, 1 januari;0
2810;1542 Raffinage van plantaardige en ..;Natuurlijke personen;2008, 1 januari;0
2811;1542 Raffinage van plantaardige en ..;Natuurlijke personen;2009, 1 januari;0
2812;1542 Raffinage van plantaardige en ..;Rechtspersonen;2006, 1 januari;10
2813;1542 Raffinage van plantaardige en ..;Rechtspersonen;2007, 1 januari;15
2814;1542 Raffinage van plantaardige en ..;Rechtspersonen;2008, 1 januari;15
2815;1542 Raffinage van plantaardige en ..;Rechtspersonen;2009, 1 januari;15
2816;1543 Vervaardiging van margarine;Totaal aantal bedrijven;2006, 1 januari;5
2817;1543 Vervaardiging van margarine;Totaal aantal bedrijven;2007, 1 januari;5
2818;1543 Vervaardiging van margarine;Totaal aantal bedrijven;2008, 1 januari;5
2819;1543 Vervaardiging van margarine;Totaal aantal bedrijven;2009, 1 januari;5
2820;1543 Vervaardiging van margarine;1 werkzame persoon;2006, 1 januari;0
2821;1543 Vervaardiging van margarine;1 werkzame persoon;2007, 1 januari;0
2822;1543 Vervaardiging van margarine;1 werkzame persoon;2008, 1 januari;0
2823;1543 Vervaardiging van margarine;1 werkzame persoon;2009, 1 januari;0
2824;1543 Vervaardiging van margarine;2 werkzame personen;2006, 1 januari;0
2825;1543 Vervaardiging van margarine;2 werkzame personen;2007, 1 januari;0
2826;1543 Vervaardiging van margarine;2 werkzame personen;2008, 1 januari;0
2827;1543 Vervaardiging van margarine;2 werkzame personen;2009, 1 januari;0
2828;1543 Vervaardiging van margarine;3 tot 5 werkzame personen;2006, 1 januari;0
2829;1543 Vervaardiging van margarine;3 tot 5 werkzame personen;2007, 1 januari;0
2830;1543 Vervaardiging van margarine;3 tot 5 werkzame personen;2008, 1 januari;0
2831;1543 Vervaardiging van margarine;3 tot 5 werkzame personen;2009, 1 januari;0
2832;1543 Vervaardiging van margarine;5 tot 10 werkzame personen;2006, 1 januari;0
2833;1543 Vervaardiging van margarine;5 tot 10 werkzame personen;2007, 1 januari;0
2834;1543 Vervaardiging van margarine;5 tot 10 werkzame personen;2008, 1 januari;0
2835;1543 Vervaardiging van margarine;5 tot 10 werkzame personen;2009, 1 januari;0
2836;1543 Vervaardiging van margarine;10 tot 20 werkzame personen;2006, 1 januari;0
2837;1543 Vervaardiging van margarine;10 tot 20 werkzame personen;2007, 1 januari;0
2838;1543 Vervaardiging van margarine;10 tot 20 werkzame personen;2008, 1 januari;0
2839;1543 Vervaardiging van margarine;10 tot 20 werkzame personen;2009, 1 januari;0
2840;1543 Vervaardiging van margarine;20 tot 50 werkzame personen;2006, 1 januari;0
2841;1543 Vervaardiging van margarine;20 tot 50 werkzame personen;2007, 1 januari;0
2842;1543 Vervaardiging van margarine;20 tot 50 werkzame personen;2008, 1 januari;0
2843;1543 Vervaardiging van margarine;20 tot 50 werkzame personen;2009, 1 januari;0
2844;1543 Vervaardiging van margarine;50 tot 100 werkzame personen;2006, 1 januari;0
2845;1543 Vervaardiging van margarine;50 tot 100 werkzame personen;2007, 1 januari;0
2846;1543 Vervaardiging van margarine;50 tot 100 werkzame personen;2008, 1 januari;0
2847;1543 Vervaardiging van margarine;50 tot 100 werkzame personen;2009, 1 januari;0
2848;1543 Vervaardiging van margarine;100 werkzame personen of meer;2006, 1 januari;0
2849;1543 Vervaardiging van margarine;100 werkzame personen of meer;2007, 1 januari;5
2850;1543 Vervaardiging van margarine;100 werkzame personen of meer;2008, 1 januari;5
2851;1543 Vervaardiging van margarine;100 werkzame personen of meer;2009, 1 januari;5
2852;1543 Vervaardiging van margarine;Natuurlijke personen;2006, 1 januari;0
2853;1543 Vervaardiging van margarine;Natuurlijke personen;2007, 1 januari;0
2854;1543 Vervaardiging van margarine;Natuurlijke personen;2008, 1 januari;0
2855;1543 Vervaardiging van margarine;Natuurlijke personen;2009, 1 januari;0
2856;1543 Vervaardiging van margarine;Rechtspersonen;2006, 1 januari;5
2857;1543 Vervaardiging van margarine;Rechtspersonen;2007, 1 januari;5
2858;1543 Vervaardiging van margarine;Rechtspersonen;2008, 1 januari;5
2859;1543 Vervaardiging van margarine;Rechtspersonen;2009, 1 januari;5
2860;155 Vervaardiging van zuivelproducten;Totaal aantal bedrijven;2006, 1 januari;265
2861;155 Vervaardiging van zuivelproducten;Totaal aantal bedrijven;2007, 1 januari;260
2862;155 Vervaardiging van zuivelproducten;Totaal aantal bedrijven;2008, 1 januari;255
2863;155 Vervaardiging van zuivelproducten;Totaal aantal bedrijven;2009, 1 januari;270
2864;155 Vervaardiging van zuivelproducten;1 werkzame persoon;2006, 1 januari;45
2865;155 Vervaardiging van zuivelproducten;1 werkzame persoon;2007, 1 januari;45
2866;155 Vervaardiging van zuivelproducten;1 werkzame persoon;2008, 1 januari;55
2867;155 Vervaardiging van zuivelproducten;1 werkzame persoon;2009, 1 januari;55
2868;155 Vervaardiging van zuivelproducten;2 werkzame personen;2006, 1 januari;120
2869;155 Vervaardiging van zuivelproducten;2 werkzame personen;2007, 1 januari;75
2870;155 Vervaardiging van zuivelproducten;2 werkzame personen;2008, 1 januari;75
2871;155 Vervaardiging van zuivelproducten;2 werkzame personen;2009, 1 januari;75
2872;155 Vervaardiging van zuivelproducten;3 tot 5 werkzame personen;2006, 1 januari;30
2873;155 Vervaardiging van zuivelproducten;3 tot 5 werkzame personen;2007, 1 januari;65
2874;155 Vervaardiging van zuivelproducten;3 tot 5 werkzame personen;2008, 1 januari;55
2875;155 Vervaardiging van zuivelproducten;3 tot 5 werkzame personen;2009, 1 januari;55
2876;155 Vervaardiging van zuivelproducten;5 tot 10 werkzame personen;2006, 1 januari;15
2877;155 Vervaardiging van zuivelproducten;5 tot 10 werkzame personen;2007, 1 januari;25
2878;155 Vervaardiging van zuivelproducten;5 tot 10 werkzame personen;2008, 1 januari;20
