ID;NECSectors;EmissionsToAir;Periods;EmissionToAir_1
5282;"Other mobile sources; total";NMVOC;2002;14.4
5283;"Other mobile sources; total";NMVOC;2003;13.4
5284;"Other mobile sources; total";NMVOC;2004;12.5
5285;"Other mobile sources; total";NMVOC;2005;12.0
5286;"Other mobile sources; total";NMVOC;2006;11.1
5287;"Other mobile sources; total";NMVOC;2007;10.4
5288;"Other mobile sources; total";NMVOC;2008;9.8
5289;"Other mobile sources; total";NMVOC;2009;9.2
5290;"Other mobile sources; total";NMVOC;2010;8.7
5291;"Other mobile sources; total";NMVOC;2011;8.5
5292;"Other mobile sources; total";NMVOC;2012;8.0
5293;"Other mobile sources; total";NMVOC;2013;7.9
5294;"Other mobile sources; total";NMVOC;2014;7.6
5295;"Other mobile sources; total";NMVOC;2015;7.0
5296;"Other mobile sources; total";NMVOC;2016;6.7
5297;"Other mobile sources; total";NMVOC;2017;6.2
5298;"Other mobile sources; total";NMVOC;2018;5.9
5299;"Other mobile sources; total";NMVOC;2019;5.5
5300;"Other mobile sources; total";NMVOC;2020;5.3
5301;"Other mobile sources; total";NMVOC;2021;4.9
5302;"Other mobile sources; total";NMVOC;2022;4.5
5303;"Other mobile sources; total";NMVOC;2023;4.2
5304;"Other mobile sources; total";PM2.5 (Particulate matter);1990;6.5
5305;"Other mobile sources; total";PM2.5 (Particulate matter);1995;6.1
5306;"Other mobile sources; total";PM2.5 (Particulate matter);2000;5.7
5307;"Other mobile sources; total";PM2.5 (Particulate matter);2001;5.5
5308;"Other mobile sources; total";PM2.5 (Particulate matter);2002;5.0
5309;"Other mobile sources; total";PM2.5 (Particulate matter);2003;4.7
5310;"Other mobile sources; total";PM2.5 (Particulate matter);2004;4.5
5311;"Other mobile sources; total";PM2.5 (Particulate matter);2005;4.4
5312;"Other mobile sources; total";PM2.5 (Particulate matter);2006;4.1
5313;"Other mobile sources; total";PM2.5 (Particulate matter);2007;3.9
5314;"Other mobile sources; total";PM2.5 (Particulate matter);2008;3.3
5315;"Other mobile sources; total";PM2.5 (Particulate matter);2009;2.9
5316;"Other mobile sources; total";PM2.5 (Particulate matter);2010;2.7
5317;"Other mobile sources; total";PM2.5 (Particulate matter);2011;2.5
5318;"Other mobile sources; total";PM2.5 (Particulate matter);2012;2.3
5319;"Other mobile sources; total";PM2.5 (Particulate matter);2013;2.2
5320;"Other mobile sources; total";PM2.5 (Particulate matter);2014;2.2
5321;"Other mobile sources; total";PM2.5 (Particulate matter);2015;1.9
5322;"Other mobile sources; total";PM2.5 (Particulate matter);2016;1.8
5323;"Other mobile sources; total";PM2.5 (Particulate matter);2017;1.6
5324;"Other mobile sources; total";PM2.5 (Particulate matter);2018;1.6
5325;"Other mobile sources; total";PM2.5 (Particulate matter);2019;1.5
5326;"Other mobile sources; total";PM2.5 (Particulate matter);2020;1.4
5327;"Other mobile sources; total";PM2.5 (Particulate matter);2021;1.3
5328;"Other mobile sources; total";PM2.5 (Particulate matter);2022;1.1
5329;"Other mobile sources; total";PM2.5 (Particulate matter);2023;1.0
5330;Non-road mobile machinery;Ammonia (NH3);1990;0.0
5331;Non-road mobile machinery;Ammonia (NH3);1995;0.0
5332;Non-road mobile machinery;Ammonia (NH3);2000;0.0
5333;Non-road mobile machinery;Ammonia (NH3);2001;0.0
5334;Non-road mobile machinery;Ammonia (NH3);2002;0.0
5335;Non-road mobile machinery;Ammonia (NH3);2003;0.0
5336;Non-road mobile machinery;Ammonia (NH3);2004;0.0
5337;Non-road mobile machinery;Ammonia (NH3);2005;0.0
5338;Non-road mobile machinery;Ammonia (NH3);2006;0.0
5339;Non-road mobile machinery;Ammonia (NH3);2007;0.0
5340;Non-road mobile machinery;Ammonia (NH3);2008;0.0
5341;Non-road mobile machinery;Ammonia (NH3);2009;0.0
5342;Non-road mobile machinery;Ammonia (NH3);2010;0.0
5343;Non-road mobile machinery;Ammonia (NH3);2011;0.0
5344;Non-road mobile machinery;Ammonia (NH3);2012;0.0
5345;Non-road mobile machinery;Ammonia (NH3);2013;0.0
5346;Non-road mobile machinery;Ammonia (NH3);2014;0.0
5347;Non-road mobile machinery;Ammonia (NH3);2015;0.0
5348;Non-road mobile machinery;Ammonia (NH3);2016;0.0
5349;Non-road mobile machinery;Ammonia (NH3);2017;0.1
5350;Non-road mobile machinery;Ammonia (NH3);2018;0.1
5351;Non-road mobile machinery;Ammonia (NH3);2019;0.1
5352;Non-road mobile machinery;Ammonia (NH3);2020;0.1
5353;Non-road mobile machinery;Ammonia (NH3);2021;0.1
5354;Non-road mobile machinery;Ammonia (NH3);2022;0.1
5355;Non-road mobile machinery;Ammonia (NH3);2023;0.1
5356;Non-road mobile machinery;Nitrogen oxides (NOx);1990;52.1
5357;Non-road mobile machinery;Nitrogen oxides (NOx);1995;53.9
5358;Non-road mobile machinery;Nitrogen oxides (NOx);2000;56.7
5359;Non-road mobile machinery;Nitrogen oxides (NOx);2001;55.6
5360;Non-road mobile machinery;Nitrogen oxides (NOx);2002;51.8
5361;Non-road mobile machinery;Nitrogen oxides (NOx);2003;49.8
5362;Non-road mobile machinery;Nitrogen oxides (NOx);2004;47.9
5363;Non-road mobile machinery;Nitrogen oxides (NOx);2005;48.1
5364;Non-road mobile machinery;Nitrogen oxides (NOx);2006;45.6
5365;Non-road mobile machinery;Nitrogen oxides (NOx);2007;44.2
5366;Non-road mobile machinery;Nitrogen oxides (NOx);2008;42.8
5367;Non-road mobile machinery;Nitrogen oxides (NOx);2009;40.7
5368;Non-road mobile machinery;Nitrogen oxides (NOx);2010;37.9
5369;Non-road mobile machinery;Nitrogen oxides (NOx);2011;38.2
5370;Non-road mobile machinery;Nitrogen oxides (NOx);2012;34.7
5371;Non-road mobile machinery;Nitrogen oxides (NOx);2013;34.0
5372;Non-road mobile machinery;Nitrogen oxides (NOx);2014;34.0
5373;Non-road mobile machinery;Nitrogen oxides (NOx);2015;31.9
5374;Non-road mobile machinery;Nitrogen oxides (NOx);2016;30.8
5375;Non-road mobile machinery;Nitrogen oxides (NOx);2017;28.4
5376;Non-road mobile machinery;Nitrogen oxides (NOx);2018;28.4
5377;Non-road mobile machinery;Nitrogen oxides (NOx);2019;26.3
5378;Non-road mobile machinery;Nitrogen oxides (NOx);2020;26.2
5379;Non-road mobile machinery;Nitrogen oxides (NOx);2021;24.4
5380;Non-road mobile machinery;Nitrogen oxides (NOx);2022;23.7
5381;Non-road mobile machinery;Nitrogen oxides (NOx);2023;23.0
5382;Non-road mobile machinery;Sulphur dioxide (SO2);1990;4.3
5383;Non-road mobile machinery;Sulphur dioxide (SO2);1995;4.1
5384;Non-road mobile machinery;Sulphur dioxide (SO2);2000;4.3
5385;Non-road mobile machinery;Sulphur dioxide (SO2);2001;4.3
5386;Non-road mobile machinery;Sulphur dioxide (SO2);2002;4.1
5387;Non-road mobile machinery;Sulphur dioxide (SO2);2003;4.0
5388;Non-road mobile machinery;Sulphur dioxide (SO2);2004;4.0
5389;Non-road mobile machinery;Sulphur dioxide (SO2);2005;4.2
5390;Non-road mobile machinery;Sulphur dioxide (SO2);2006;4.1
5391;Non-road mobile machinery;Sulphur dioxide (SO2);2007;4.0
5392;Non-road mobile machinery;Sulphur dioxide (SO2);2008;2.2
5393;Non-road mobile machinery;Sulphur dioxide (SO2);2009;1.0
5394;Non-road mobile machinery;Sulphur dioxide (SO2);2010;0.4
5395;Non-road mobile machinery;Sulphur dioxide (SO2);2011;0.0
5396;Non-road mobile machinery;Sulphur dioxide (SO2);2012;0.0
5397;Non-road mobile machinery;Sulphur dioxide (SO2);2013;0.0
5398;Non-road mobile machinery;Sulphur dioxide (SO2);2014;0.0
5399;Non-road mobile machinery;Sulphur dioxide (SO2);2015;0.0
5400;Non-road mobile machinery;Sulphur dioxide (SO2);2016;0.0
5401;Non-road mobile machinery;Sulphur dioxide (SO2);2017;0.0
5402;Non-road mobile machinery;Sulphur dioxide (SO2);2018;0.0
5403;Non-road mobile machinery;Sulphur dioxide (SO2);2019;0.0
5404;Non-road mobile machinery;Sulphur dioxide (SO2);2020;0.0
5405;Non-road mobile machinery;Sulphur dioxide (SO2);2021;0.0
5406;Non-road mobile machinery;Sulphur dioxide (SO2);2022;0.0
5407;Non-road mobile machinery;Sulphur dioxide (SO2);2023;0.0
5408;Non-road mobile machinery;NMVOC;1990;18.1
5409;Non-road mobile machinery;NMVOC;1995;16.1
5410;Non-road mobile machinery;NMVOC;2000;14.8
5411;Non-road mobile machinery;NMVOC;2001;14.3
5412;Non-road mobile machinery;NMVOC;2002;13.4
5413;Non-road mobile machinery;NMVOC;2003;12.5
5414;Non-road mobile machinery;NMVOC;2004;11.7
5415;Non-road mobile machinery;NMVOC;2005;11.2
5416;Non-road mobile machinery;NMVOC;2006;10.4
5417;Non-road mobile machinery;NMVOC;2007;9.7
5418;Non-road mobile machinery;NMVOC;2008;9.2
5419;Non-road mobile machinery;NMVOC;2009;8.7
5420;Non-road mobile machinery;NMVOC;2010;8.2
5421;Non-road mobile machinery;NMVOC;2011;8.1
5422;Non-road mobile machinery;NMVOC;2012;7.6
5423;Non-road mobile machinery;NMVOC;2013;7.4
5424;Non-road mobile machinery;NMVOC;2014;7.2
5425;Non-road mobile machinery;NMVOC;2015;6.7
5426;Non-road mobile machinery;NMVOC;2016;6.4
5427;Non-road mobile machinery;NMVOC;2017;5.9
5428;Non-road mobile machinery;NMVOC;2018;5.6
5429;Non-road mobile machinery;NMVOC;2019;5.2
5430;Non-road mobile machinery;NMVOC;2020;5.0
5431;Non-road mobile machinery;NMVOC;2021;4.6
5432;Non-road mobile machinery;NMVOC;2022;4.3
5433;Non-road mobile machinery;NMVOC;2023;4.0
5434;Non-road mobile machinery;PM2.5 (Particulate matter);1990;5.4
5435;Non-road mobile machinery;PM2.5 (Particulate matter);1995;4.8
5436;Non-road mobile machinery;PM2.5 (Particulate matter);2000;4.5
5437;Non-road mobile machinery;PM2.5 (Particulate matter);2001;4.4
5438;Non-road mobile machinery;PM2.5 (Particulate matter);2002;4.1
5439;Non-road mobile machinery;PM2.5 (Particulate matter);2003;3.9
5440;Non-road mobile machinery;PM2.5 (Particulate matter);2004;3.8
5441;Non-road mobile machinery;PM2.5 (Particulate matter);2005;3.7
5442;Non-road mobile machinery;PM2.5 (Particulate matter);2006;3.5
5443;Non-road mobile machinery;PM2.5 (Particulate matter);2007;3.3
5444;Non-road mobile machinery;PM2.5 (Particulate matter);2008;2.8
5445;Non-road mobile machinery;PM2.5 (Particulate matter);2009;2.4
5446;Non-road mobile machinery;PM2.5 (Particulate matter);2010;2.2
5447;Non-road mobile machinery;PM2.5 (Particulate matter);2011;2.1
5448;Non-road mobile machinery;PM2.5 (Particulate matter);2012;1.9
5449;Non-road mobile machinery;PM2.5 (Particulate matter);2013;1.8
5450;Non-road mobile machinery;PM2.5 (Particulate matter);2014;1.8
5451;Non-road mobile machinery;PM2.5 (Particulate matter);2015;1.6
5452;Non-road mobile machinery;PM2.5 (Particulate matter);2016;1.5
5453;Non-road mobile machinery;PM2.5 (Particulate matter);2017;1.4
5454;Non-road mobile machinery;PM2.5 (Particulate matter);2018;1.4
5455;Non-road mobile machinery;PM2.5 (Particulate matter);2019;1.2
5456;Non-road mobile machinery;PM2.5 (Particulate matter);2020;1.2
5457;Non-road mobile machinery;PM2.5 (Particulate matter);2021;1.1
5458;Non-road mobile machinery;PM2.5 (Particulate matter);2022;1.0
5459;Non-road mobile machinery;PM2.5 (Particulate matter);2023;0.9
5460;Agriculture (mobile sources);Ammonia (NH3);1990;0.0
5461;Agriculture (mobile sources);Ammonia (NH3);1995;0.0
5462;Agriculture (mobile sources);Ammonia (NH3);2000;0.0
5463;Agriculture (mobile sources);Ammonia (NH3);2001;0.0
5464;Agriculture (mobile sources);Ammonia (NH3);2002;0.0
5465;Agriculture (mobile sources);Ammonia (NH3);2003;0.0
5466;Agriculture (mobile sources);Ammonia (NH3);2004;0.0
5467;Agriculture (mobile sources);Ammonia (NH3);2005;0.0
5468;Agriculture (mobile sources);Ammonia (NH3);2006;0.0
5469;Agriculture (mobile sources);Ammonia (NH3);2007;0.0
5470;Agriculture (mobile sources);Ammonia (NH3);2008;0.0
5471;Agriculture (mobile sources);Ammonia (NH3);2009;0.0
5472;Agriculture (mobile sources);Ammonia (NH3);2010;0.0
5473;Agriculture (mobile sources);Ammonia (NH3);2011;0.0
5474;Agriculture (mobile sources);Ammonia (NH3);2012;0.0
5475;Agriculture (mobile sources);Ammonia (NH3);2013;0.0
5476;Agriculture (mobile sources);Ammonia (NH3);2014;0.0
5477;Agriculture (mobile sources);Ammonia (NH3);2015;0.0
5478;Agriculture (mobile sources);Ammonia (NH3);2016;0.0
5479;Agriculture (mobile sources);Ammonia (NH3);2017;0.0
5480;Agriculture (mobile sources);Ammonia (NH3);2018;0.0
5481;Agriculture (mobile sources);Ammonia (NH3);2019;0.0
5482;Agriculture (mobile sources);Ammonia (NH3);2020;0.0
5483;Agriculture (mobile sources);Ammonia (NH3);2021;0.0
5484;Agriculture (mobile sources);Ammonia (NH3);2022;0.1
5485;Agriculture (mobile sources);Ammonia (NH3);2023;0.1
5486;Agriculture (mobile sources);Nitrogen oxides (NOx);1990;13.6
5487;Agriculture (mobile sources);Nitrogen oxides (NOx);1995;14.3
5488;Agriculture (mobile sources);Nitrogen oxides (NOx);2000;14.9
5489;Agriculture (mobile sources);Nitrogen oxides (NOx);2001;14.5
5490;Agriculture (mobile sources);Nitrogen oxides (NOx);2002;13.7
5491;Agriculture (mobile sources);Nitrogen oxides (NOx);2003;13.6
5492;Agriculture (mobile sources);Nitrogen oxides (NOx);2004;12.7
5493;Agriculture (mobile sources);Nitrogen oxides (NOx);2005;12.9
5494;Agriculture (mobile sources);Nitrogen oxides (NOx);2006;12.3
5495;Agriculture (mobile sources);Nitrogen oxides (NOx);2007;12.0
5496;Agriculture (mobile sources);Nitrogen oxides (NOx);2008;11.6
5497;Agriculture (mobile sources);Nitrogen oxides (NOx);2009;10.9
5498;Agriculture (mobile sources);Nitrogen oxides (NOx);2010;11.2
5499;Agriculture (mobile sources);Nitrogen oxides (NOx);2011;11.2
5500;Agriculture (mobile sources);Nitrogen oxides (NOx);2012;10.6
5501;Agriculture (mobile sources);Nitrogen oxides (NOx);2013;10.7
5502;Agriculture (mobile sources);Nitrogen oxides (NOx);2014;11.3
5503;Agriculture (mobile sources);Nitrogen oxides (NOx);2015;11.0
5504;Agriculture (mobile sources);Nitrogen oxides (NOx);2016;9.9
5505;Agriculture (mobile sources);Nitrogen oxides (NOx);2017;9.3
5506;Agriculture (mobile sources);Nitrogen oxides (NOx);2018;10.1
5507;Agriculture (mobile sources);Nitrogen oxides (NOx);2019;9.3
5508;Agriculture (mobile sources);Nitrogen oxides (NOx);2020;9.3
5509;Agriculture (mobile sources);Nitrogen oxides (NOx);2021;8.1
5510;Agriculture (mobile sources);Nitrogen oxides (NOx);2022;8.4
5511;Agriculture (mobile sources);Nitrogen oxides (NOx);2023;8.1
5512;Agriculture (mobile sources);Sulphur dioxide (SO2);1990;1.2
5513;Agriculture (mobile sources);Sulphur dioxide (SO2);1995;1.2
5514;Agriculture (mobile sources);Sulphur dioxide (SO2);2000;1.2
5515;Agriculture (mobile sources);Sulphur dioxide (SO2);2001;1.2
5516;Agriculture (mobile sources);Sulphur dioxide (SO2);2002;1.1
5517;Agriculture (mobile sources);Sulphur dioxide (SO2);2003;1.2
5518;Agriculture (mobile sources);Sulphur dioxide (SO2);2004;1.1
5519;Agriculture (mobile sources);Sulphur dioxide (SO2);2005;1.2
5520;Agriculture (mobile sources);Sulphur dioxide (SO2);2006;1.1
5521;Agriculture (mobile sources);Sulphur dioxide (SO2);2007;1.1
5522;Agriculture (mobile sources);Sulphur dioxide (SO2);2008;0.6
5523;Agriculture (mobile sources);Sulphur dioxide (SO2);2009;0.3
5524;Agriculture (mobile sources);Sulphur dioxide (SO2);2010;0.1
5525;Agriculture (mobile sources);Sulphur dioxide (SO2);2011;0.0
5526;Agriculture (mobile sources);Sulphur dioxide (SO2);2012;0.0
5527;Agriculture (mobile sources);Sulphur dioxide (SO2);2013;0.0
5528;Agriculture (mobile sources);Sulphur dioxide (SO2);2014;0.0
5529;Agriculture (mobile sources);Sulphur dioxide (SO2);2015;0.0
5530;Agriculture (mobile sources);Sulphur dioxide (SO2);2016;0.0
5531;Agriculture (mobile sources);Sulphur dioxide (SO2);2017;0.0
5532;Agriculture (mobile sources);Sulphur dioxide (SO2);2018;0.0
5533;Agriculture (mobile sources);Sulphur dioxide (SO2);2019;0.0
5534;Agriculture (mobile sources);Sulphur dioxide (SO2);2020;0.0
5535;Agriculture (mobile sources);Sulphur dioxide (SO2);2021;0.0
5536;Agriculture (mobile sources);Sulphur dioxide (SO2);2022;0.0
5537;Agriculture (mobile sources);Sulphur dioxide (SO2);2023;0.0
5538;Agriculture (mobile sources);NMVOC;1990;6.2
5539;Agriculture (mobile sources);NMVOC;1995;5.5
5540;Agriculture (mobile sources);NMVOC;2000;5.1
5541;Agriculture (mobile sources);NMVOC;2001;4.9
5542;Agriculture (mobile sources);NMVOC;2002;4.7
5543;Agriculture (mobile sources);NMVOC;2003;4.3
5544;Agriculture (mobile sources);NMVOC;2004;3.8
5545;Agriculture (mobile sources);NMVOC;2005;3.5
5546;Agriculture (mobile sources);NMVOC;2006;3.2
5547;Agriculture (mobile sources);NMVOC;2007;3.0
5548;Agriculture (mobile sources);NMVOC;2008;2.8
5549;Agriculture (mobile sources);NMVOC;2009;2.6
5550;Agriculture (mobile sources);NMVOC;2010;2.6
5551;Agriculture (mobile sources);NMVOC;2011;2.5
5552;Agriculture (mobile sources);NMVOC;2012;2.4
5553;Agriculture (mobile sources);NMVOC;2013;2.4
5554;Agriculture (mobile sources);NMVOC;2014;2.4
5555;Agriculture (mobile sources);NMVOC;2015;2.3
5556;Agriculture (mobile sources);NMVOC;2016;2.1
5557;Agriculture (mobile sources);NMVOC;2017;2.0
5558;Agriculture (mobile sources);NMVOC;2018;2.0
5559;Agriculture (mobile sources);NMVOC;2019;1.8
5560;Agriculture (mobile sources);NMVOC;2020;1.8
5561;Agriculture (mobile sources);NMVOC;2021;1.7
5562;Agriculture (mobile sources);NMVOC;2022;1.6
5563;Agriculture (mobile sources);NMVOC;2023;1.6
5564;Agriculture (mobile sources);PM2.5 (Particulate matter);1990;1.6
5565;Agriculture (mobile sources);PM2.5 (Particulate matter);1995;1.4
5566;Agriculture (mobile sources);PM2.5 (Particulate matter);2000;1.3
5567;Agriculture (mobile sources);PM2.5 (Particulate matter);2001;1.2
5568;Agriculture (mobile sources);PM2.5 (Particulate matter);2002;1.2
5569;Agriculture (mobile sources);PM2.5 (Particulate matter);2003;1.1
5570;Agriculture (mobile sources);PM2.5 (Particulate matter);2004;1.1
5571;Agriculture (mobile sources);PM2.5 (Particulate matter);2005;1.1
5572;Agriculture (mobile sources);PM2.5 (Particulate matter);2006;1.0
5573;Agriculture (mobile sources);PM2.5 (Particulate matter);2007;0.9
5574;Agriculture (mobile sources);PM2.5 (Particulate matter);2008;0.8
5575;Agriculture (mobile sources);PM2.5 (Particulate matter);2009;0.7
5576;Agriculture (mobile sources);PM2.5 (Particulate matter);2010;0.7
5577;Agriculture (mobile sources);PM2.5 (Particulate matter);2011;0.6
5578;Agriculture (mobile sources);PM2.5 (Particulate matter);2012;0.6
5579;Agriculture (mobile sources);PM2.5 (Particulate matter);2013;0.6
5580;Agriculture (mobile sources);PM2.5 (Particulate matter);2014;0.6
5581;Agriculture (mobile sources);PM2.5 (Particulate matter);2015;0.5
5582;Agriculture (mobile sources);PM2.5 (Particulate matter);2016;0.5
5583;Agriculture (mobile sources);PM2.5 (Particulate matter);2017;0.4
5584;Agriculture (mobile sources);PM2.5 (Particulate matter);2018;0.5
5585;Agriculture (mobile sources);PM2.5 (Particulate matter);2019;0.4
5586;Agriculture (mobile sources);PM2.5 (Particulate matter);2020;0.4
5587;Agriculture (mobile sources);PM2.5 (Particulate matter);2021;0.3
5588;Agriculture (mobile sources);PM2.5 (Particulate matter);2022;0.3
5589;Agriculture (mobile sources);PM2.5 (Particulate matter);2023;0.3
5590;Non-road mobile machinery const industry;Ammonia (NH3);1990;0.0
5591;Non-road mobile machinery const industry;Ammonia (NH3);1995;0.0
5592;Non-road mobile machinery const industry;Ammonia (NH3);2000;0.0
5593;Non-road mobile machinery const industry;Ammonia (NH3);2001;0.0
5594;Non-road mobile machinery const industry;Ammonia (NH3);2002;0.0
5595;Non-road mobile machinery const industry;Ammonia (NH3);2003;0.0
5596;Non-road mobile machinery const industry;Ammonia (NH3);2004;0.0
5597;Non-road mobile machinery const industry;Ammonia (NH3);2005;0.0
5598;Non-road mobile machinery const industry;Ammonia (NH3);2006;0.0
5599;Non-road mobile machinery const industry;Ammonia (NH3);2007;0.0
5600;Non-road mobile machinery const industry;Ammonia (NH3);2008;0.0
5601;Non-road mobile machinery const industry;Ammonia (NH3);2009;0.0
5602;Non-road mobile machinery const industry;Ammonia (NH3);2010;0.0
5603;Non-road mobile machinery const industry;Ammonia (NH3);2011;0.0
5604;Non-road mobile machinery const industry;Ammonia (NH3);2012;0.0
5605;Non-road mobile machinery const industry;Ammonia (NH3);2013;0.0
5606;Non-road mobile machinery const industry;Ammonia (NH3);2014;0.0
5607;Non-road mobile machinery const industry;Ammonia (NH3);2015;0.0
5608;Non-road mobile machinery const industry;Ammonia (NH3);2016;0.0
5609;Non-road mobile machinery const industry;Ammonia (NH3);2017;0.0
5610;Non-road mobile machinery const industry;Ammonia (NH3);2018;0.0
5611;Non-road mobile machinery const industry;Ammonia (NH3);2019;0.0
5612;Non-road mobile machinery const industry;Ammonia (NH3);2020;0.1
5613;Non-road mobile machinery const industry;Ammonia (NH3);2021;0.1
5614;Non-road mobile machinery const industry;Ammonia (NH3);2022;0.1
5615;Non-road mobile machinery const industry;Ammonia (NH3);2023;0.1
5616;Non-road mobile machinery const industry;Nitrogen oxides (NOx);1990;30.3
5617;Non-road mobile machinery const industry;Nitrogen oxides (NOx);1995;30.6
5618;Non-road mobile machinery const industry;Nitrogen oxides (NOx);2000;30.8
5619;Non-road mobile machinery const industry;Nitrogen oxides (NOx);2001;30.0
5620;Non-road mobile machinery const industry;Nitrogen oxides (NOx);2002;27.0
5621;Non-road mobile machinery const industry;Nitrogen oxides (NOx);2003;25.1
5622;Non-road mobile machinery const industry;Nitrogen oxides (NOx);2004;24.2
5623;Non-road mobile machinery const industry;Nitrogen oxides (NOx);2005;24.2
5624;Non-road mobile machinery const industry;Nitrogen oxides (NOx);2006;22.7
5625;Non-road mobile machinery const industry;Nitrogen oxides (NOx);2007;21.6
5626;Non-road mobile machinery const industry;Nitrogen oxides (NOx);2008;20.9
5627;Non-road mobile machinery const industry;Nitrogen oxides (NOx);2009;19.8
5628;Non-road mobile machinery const industry;Nitrogen oxides (NOx);2010;17.0
5629;Non-road mobile machinery const industry;Nitrogen oxides (NOx);2011;17.6
5630;Non-road mobile machinery const industry;Nitrogen oxides (NOx);2012;15.2
5631;Non-road mobile machinery const industry;Nitrogen oxides (NOx);2013;15.0
5632;Non-road mobile machinery const industry;Nitrogen oxides (NOx);2014;14.7
5633;Non-road mobile machinery const industry;Nitrogen oxides (NOx);2015;13.5
5634;Non-road mobile machinery const industry;Nitrogen oxides (NOx);2016;14.1
5635;Non-road mobile machinery const industry;Nitrogen oxides (NOx);2017;12.6
5636;Non-road mobile machinery const industry;Nitrogen oxides (NOx);2018;12.2
5637;Non-road mobile machinery const industry;Nitrogen oxides (NOx);2019;11.2
5638;Non-road mobile machinery const industry;Nitrogen oxides (NOx);2020;11.4
5639;Non-road mobile machinery const industry;Nitrogen oxides (NOx);2021;10.9
5640;Non-road mobile machinery const industry;Nitrogen oxides (NOx);2022;10.2
5641;Non-road mobile machinery const industry;Nitrogen oxides (NOx);2023;10.1
5642;Non-road mobile machinery const industry;Sulphur dioxide (SO2);1990;2.5
5643;Non-road mobile machinery const industry;Sulphur dioxide (SO2);1995;2.4
5644;Non-road mobile machinery const industry;Sulphur dioxide (SO2);2000;2.4
5645;Non-road mobile machinery const industry;Sulphur dioxide (SO2);2001;2.4
5646;Non-road mobile machinery const industry;Sulphur dioxide (SO2);2002;2.2
5647;Non-road mobile machinery const industry;Sulphur dioxide (SO2);2003;2.1
5648;Non-road mobile machinery const industry;Sulphur dioxide (SO2);2004;2.1
5649;Non-road mobile machinery const industry;Sulphur dioxide (SO2);2005;2.2
5650;Non-road mobile machinery const industry;Sulphur dioxide (SO2);2006;2.1
5651;Non-road mobile machinery const industry;Sulphur dioxide (SO2);2007;2.0
5652;Non-road mobile machinery const industry;Sulphur dioxide (SO2);2008;1.1
5653;Non-road mobile machinery const industry;Sulphur dioxide (SO2);2009;0.5
5654;Non-road mobile machinery const industry;Sulphur dioxide (SO2);2010;0.2
5655;Non-road mobile machinery const industry;Sulphur dioxide (SO2);2011;0.0
5656;Non-road mobile machinery const industry;Sulphur dioxide (SO2);2012;0.0
5657;Non-road mobile machinery const industry;Sulphur dioxide (SO2);2013;0.0
5658;Non-road mobile machinery const industry;Sulphur dioxide (SO2);2014;0.0
5659;Non-road mobile machinery const industry;Sulphur dioxide (SO2);2015;0.0
5660;Non-road mobile machinery const industry;Sulphur dioxide (SO2);2016;0.0
5661;Non-road mobile machinery const industry;Sulphur dioxide (SO2);2017;0.0
5662;Non-road mobile machinery const industry;Sulphur dioxide (SO2);2018;0.0
5663;Non-road mobile machinery const industry;Sulphur dioxide (SO2);2019;0.0
5664;Non-road mobile machinery const industry;Sulphur dioxide (SO2);2020;0.0
5665;Non-road mobile machinery const industry;Sulphur dioxide (SO2);2021;0.0
5666;Non-road mobile machinery const industry;Sulphur dioxide (SO2);2022;0.0
5667;Non-road mobile machinery const industry;Sulphur dioxide (SO2);2023;0.0
5668;Non-road mobile machinery const industry;NMVOC;1990;6.9
5669;Non-road mobile machinery const industry;NMVOC;1995;6.2
5670;Non-road mobile machinery const industry;NMVOC;2000;5.5
5671;Non-road mobile machinery const industry;NMVOC;2001;5.2
5672;Non-road mobile machinery const industry;NMVOC;2002;4.6
5673;Non-road mobile machinery const industry;NMVOC;2003;4.2
5674;Non-road mobile machinery const industry;NMVOC;2004;3.9
5675;Non-road mobile machinery const industry;NMVOC;2005;3.8
5676;Non-road mobile machinery const industry;NMVOC;2006;3.5
5677;Non-road mobile machinery const industry;NMVOC;2007;3.2
5678;Non-road mobile machinery const industry;NMVOC;2008;2.9
5679;Non-road mobile machinery const industry;NMVOC;2009;2.6
5680;Non-road mobile machinery const industry;NMVOC;2010;2.2
5681;Non-road mobile machinery const industry;NMVOC;2011;2.2
5682;Non-road mobile machinery const industry;NMVOC;2012;1.9
5683;Non-road mobile machinery const industry;NMVOC;2013;1.8
5684;Non-road mobile machinery const industry;NMVOC;2014;1.8
5685;Non-road mobile machinery const industry;NMVOC;2015;1.6
5686;Non-road mobile machinery const industry;NMVOC;2016;1.7
5687;Non-road mobile machinery const industry;NMVOC;2017;1.5
5688;Non-road mobile machinery const industry;NMVOC;2018;1.4
5689;Non-road mobile machinery const industry;NMVOC;2019;1.3
5690;Non-road mobile machinery const industry;NMVOC;2020;1.3
5691;Non-road mobile machinery const industry;NMVOC;2021;1.2
5692;Non-road mobile machinery const industry;NMVOC;2022;1.1
5693;Non-road mobile machinery const industry;NMVOC;2023;1.0
5694;Non-road mobile machinery const industry;PM2.5 (Particulate matter);1990;3.1
5695;Non-road mobile machinery const industry;PM2.5 (Particulate matter);1995;2.7
5696;Non-road mobile machinery const industry;PM2.5 (Particulate matter);2000;2.5
5697;Non-road mobile machinery const industry;PM2.5 (Particulate matter);2001;2.4
5698;Non-road mobile machinery const industry;PM2.5 (Particulate matter);2002;2.2
