ID;BeroepsEnEigenVervoer;Vervoerstromen;Perioden;VervoerdLadinggewicht_1
1724;Eigen vervoer;Bilateraal, gelost in Nederland;2023;4585.0
1725;Eigen vervoer;Cabotagevervoer;1955;
1726;Eigen vervoer;Cabotagevervoer;1956;
1727;Eigen vervoer;Cabotagevervoer;1957;
1728;Eigen vervoer;Cabotagevervoer;1958;
1729;Eigen vervoer;Cabotagevervoer;1959;
1730;Eigen vervoer;Cabotagevervoer;1960;
1731;Eigen vervoer;Cabotagevervoer;1961;
1732;Eigen vervoer;Cabotagevervoer;1962;
1733;Eigen vervoer;Cabotagevervoer;1963;
1734;Eigen vervoer;Cabotagevervoer;1964;
1735;Eigen vervoer;Cabotagevervoer;1965;
1736;Eigen vervoer;Cabotagevervoer;1966;
1737;Eigen vervoer;Cabotagevervoer;1967;
1738;Eigen vervoer;Cabotagevervoer;1968;
1739;Eigen vervoer;Cabotagevervoer;1969;
1740;Eigen vervoer;Cabotagevervoer;1970;
1741;Eigen vervoer;Cabotagevervoer;1971;
1742;Eigen vervoer;Cabotagevervoer;1972;
1743;Eigen vervoer;Cabotagevervoer;1973;
1744;Eigen vervoer;Cabotagevervoer;1974;
1745;Eigen vervoer;Cabotagevervoer;1975;
1746;Eigen vervoer;Cabotagevervoer;1976;
1747;Eigen vervoer;Cabotagevervoer;1977;
1748;Eigen vervoer;Cabotagevervoer;1978;
1749;Eigen vervoer;Cabotagevervoer;1979;
1750;Eigen vervoer;Cabotagevervoer;1980;
1751;Eigen vervoer;Cabotagevervoer;1981;
1752;Eigen vervoer;Cabotagevervoer;1982;
1753;Eigen vervoer;Cabotagevervoer;1983;
1754;Eigen vervoer;Cabotagevervoer;1984;
1755;Eigen vervoer;Cabotagevervoer;1985;
1756;Eigen vervoer;Cabotagevervoer;1986;
1757;Eigen vervoer;Cabotagevervoer;1987;
1758;Eigen vervoer;Cabotagevervoer;1988;
1759;Eigen vervoer;Cabotagevervoer;1989;
1760;Eigen vervoer;Cabotagevervoer;1990;
1761;Eigen vervoer;Cabotagevervoer;1991;
1762;Eigen vervoer;Cabotagevervoer;1992;
1763;Eigen vervoer;Cabotagevervoer;1993;
1764;Eigen vervoer;Cabotagevervoer;1994;
1765;Eigen vervoer;Cabotagevervoer;1995;
1766;Eigen vervoer;Cabotagevervoer;1996;
1767;Eigen vervoer;Cabotagevervoer;1997;461.0
1768;Eigen vervoer;Cabotagevervoer;1998;346.0
1769;Eigen vervoer;Cabotagevervoer;1999;608.0
1770;Eigen vervoer;Cabotagevervoer;2000;646.0
1771;Eigen vervoer;Cabotagevervoer;2001;466.0
1772;Eigen vervoer;Cabotagevervoer;2002;437.0
1773;Eigen vervoer;Cabotagevervoer;2003;503.0
1774;Eigen vervoer;Cabotagevervoer;2004;827.0
1775;Eigen vervoer;Cabotagevervoer;2005;1609.0
1776;Eigen vervoer;Cabotagevervoer;2006;1583.0
1777;Eigen vervoer;Cabotagevervoer;2007;1385.0
1778;Eigen vervoer;Cabotagevervoer;2008;1693.0
1779;Eigen vervoer;Cabotagevervoer;2009;804.0
1780;Eigen vervoer;Cabotagevervoer;2010;773.0
1781;Eigen vervoer;Cabotagevervoer;2011;872.0
1782;Eigen vervoer;Cabotagevervoer;2012;1286.0
1783;Eigen vervoer;Cabotagevervoer;2013;1796.0
1784;Eigen vervoer;Cabotagevervoer;2014;1416.0
1785;Eigen vervoer;Cabotagevervoer;2015;1029.0
1786;Eigen vervoer;Cabotagevervoer;2016;1376.0
1787;Eigen vervoer;Cabotagevervoer;2017;1081.0
1788;Eigen vervoer;Cabotagevervoer;2018;1401.0
1789;Eigen vervoer;Cabotagevervoer;2019;1448.0
1790;Eigen vervoer;Cabotagevervoer;2020;964.0
1791;Eigen vervoer;Cabotagevervoer;2021;1831.0
1792;Eigen vervoer;Cabotagevervoer;2022;1813.0
1793;Eigen vervoer;Cabotagevervoer;2023;2743.0
1794;Eigen vervoer;Derdelandenvervoer;1955;
1795;Eigen vervoer;Derdelandenvervoer;1956;
1796;Eigen vervoer;Derdelandenvervoer;1957;
1797;Eigen vervoer;Derdelandenvervoer;1958;
1798;Eigen vervoer;Derdelandenvervoer;1959;
1799;Eigen vervoer;Derdelandenvervoer;1960;
1800;Eigen vervoer;Derdelandenvervoer;1961;
1801;Eigen vervoer;Derdelandenvervoer;1962;
1802;Eigen vervoer;Derdelandenvervoer;1963;
1803;Eigen vervoer;Derdelandenvervoer;1964;
1804;Eigen vervoer;Derdelandenvervoer;1965;
1805;Eigen vervoer;Derdelandenvervoer;1966;
1806;Eigen vervoer;Derdelandenvervoer;1967;
1807;Eigen vervoer;Derdelandenvervoer;1968;
1808;Eigen vervoer;Derdelandenvervoer;1969;
1809;Eigen vervoer;Derdelandenvervoer;1970;
1810;Eigen vervoer;Derdelandenvervoer;1971;
1811;Eigen vervoer;Derdelandenvervoer;1972;
1812;Eigen vervoer;Derdelandenvervoer;1973;
1813;Eigen vervoer;Derdelandenvervoer;1974;
1814;Eigen vervoer;Derdelandenvervoer;1975;
1815;Eigen vervoer;Derdelandenvervoer;1976;
1816;Eigen vervoer;Derdelandenvervoer;1977;
1817;Eigen vervoer;Derdelandenvervoer;1978;
1818;Eigen vervoer;Derdelandenvervoer;1979;
1819;Eigen vervoer;Derdelandenvervoer;1980;
1820;Eigen vervoer;Derdelandenvervoer;1981;
1821;Eigen vervoer;Derdelandenvervoer;1982;
1822;Eigen vervoer;Derdelandenvervoer;1983;
1823;Eigen vervoer;Derdelandenvervoer;1984;
1824;Eigen vervoer;Derdelandenvervoer;1985;
1825;Eigen vervoer;Derdelandenvervoer;1986;
1826;Eigen vervoer;Derdelandenvervoer;1987;
1827;Eigen vervoer;Derdelandenvervoer;1988;
1828;Eigen vervoer;Derdelandenvervoer;1989;
1829;Eigen vervoer;Derdelandenvervoer;1990;
1830;Eigen vervoer;Derdelandenvervoer;1991;
1831;Eigen vervoer;Derdelandenvervoer;1992;
1832;Eigen vervoer;Derdelandenvervoer;1993;
1833;Eigen vervoer;Derdelandenvervoer;1994;
1834;Eigen vervoer;Derdelandenvervoer;1995;
1835;Eigen vervoer;Derdelandenvervoer;1996;
1836;Eigen vervoer;Derdelandenvervoer;1997;80.0
1837;Eigen vervoer;Derdelandenvervoer;1998;60.0
1838;Eigen vervoer;Derdelandenvervoer;1999;150.0
1839;Eigen vervoer;Derdelandenvervoer;2000;153.0
1840;Eigen vervoer;Derdelandenvervoer;2001;129.0
1841;Eigen vervoer;Derdelandenvervoer;2002;71.0
1842;Eigen vervoer;Derdelandenvervoer;2003;139.0
1843;Eigen vervoer;Derdelandenvervoer;2004;417.0
1844;Eigen vervoer;Derdelandenvervoer;2005;524.0
1845;Eigen vervoer;Derdelandenvervoer;2006;623.0
1846;Eigen vervoer;Derdelandenvervoer;2007;1042.0
1847;Eigen vervoer;Derdelandenvervoer;2008;982.0
1848;Eigen vervoer;Derdelandenvervoer;2009;456.0
1849;Eigen vervoer;Derdelandenvervoer;2010;131.0
1850;Eigen vervoer;Derdelandenvervoer;2011;377.0
1851;Eigen vervoer;Derdelandenvervoer;2012;446.0
1852;Eigen vervoer;Derdelandenvervoer;2013;398.0
1853;Eigen vervoer;Derdelandenvervoer;2014;479.0
1854;Eigen vervoer;Derdelandenvervoer;2015;399.0
1855;Eigen vervoer;Derdelandenvervoer;2016;319.0
1856;Eigen vervoer;Derdelandenvervoer;2017;170.0
1857;Eigen vervoer;Derdelandenvervoer;2018;297.0
1858;Eigen vervoer;Derdelandenvervoer;2019;369.0
1859;Eigen vervoer;Derdelandenvervoer;2020;393.0
1860;Eigen vervoer;Derdelandenvervoer;2021;750.0
1861;Eigen vervoer;Derdelandenvervoer;2022;587.0
1862;Eigen vervoer;Derdelandenvervoer;2023;511.0
