ID;BedrijfstakkenBranchesSBI2008;Perioden;Ondernemersvertrouwen_1
1266;L Verhuur en handel van onroerend goed;2015 3e kwartaal;5.4
1267;L Verhuur en handel van onroerend goed;2015 4e kwartaal;4.3
1268;L Verhuur en handel van onroerend goed;2016 1e kwartaal;5.1
1269;L Verhuur en handel van onroerend goed;2016 2e kwartaal;3.3
1270;L Verhuur en handel van onroerend goed;2016 3e kwartaal;10.0
1271;L Verhuur en handel van onroerend goed;2016 4e kwartaal;12.5
1272;L Verhuur en handel van onroerend goed;2017 1e kwartaal;19.6
1273;L Verhuur en handel van onroerend goed;2017 2e kwartaal;10.4
1274;L Verhuur en handel van onroerend goed;2017 3e kwartaal;11.0
1275;L Verhuur en handel van onroerend goed;2017 4e kwartaal;5.4
1276;L Verhuur en handel van onroerend goed;2018 1e kwartaal;8.2
1277;L Verhuur en handel van onroerend goed;2018 2e kwartaal;10.5
1278;L Verhuur en handel van onroerend goed;2018 3e kwartaal;6.7
1279;L Verhuur en handel van onroerend goed;2018 4e kwartaal;1.0
1280;L Verhuur en handel van onroerend goed;2019 1e kwartaal;3.5
1281;L Verhuur en handel van onroerend goed;2019 2e kwartaal;7.2
1282;L Verhuur en handel van onroerend goed;2019 3e kwartaal;1.5
1283;L Verhuur en handel van onroerend goed;2019 4e kwartaal;2.8
1284;L Verhuur en handel van onroerend goed;2020 1e kwartaal;7.4
1285;L Verhuur en handel van onroerend goed;2020 2e kwartaal;-20.2
1286;L Verhuur en handel van onroerend goed;2020 3e kwartaal;-8.4
1287;L Verhuur en handel van onroerend goed;2020 4e kwartaal;2.7
1288;L Verhuur en handel van onroerend goed;2021 1e kwartaal;3.4
1289;L Verhuur en handel van onroerend goed;2021 2e kwartaal;-0.1
1290;L Verhuur en handel van onroerend goed;2021 3e kwartaal;0.0
1291;L Verhuur en handel van onroerend goed;2021 4e kwartaal;4.6
1292;L Verhuur en handel van onroerend goed;2022 1e kwartaal;6.0
1293;L Verhuur en handel van onroerend goed;2022 2e kwartaal;6.2
1294;L Verhuur en handel van onroerend goed;2022 3e kwartaal;0.8
1295;L Verhuur en handel van onroerend goed;2022 4e kwartaal;-2.9
1296;L Verhuur en handel van onroerend goed;2023 1e kwartaal;-5.5
1297;L Verhuur en handel van onroerend goed;2023 2e kwartaal;-3.6
1298;M-N Zakelijke dienstverlening;2008 4e kwartaal;-5.5
1299;M-N Zakelijke dienstverlening;2009 1e kwartaal;-23.3
1300;M-N Zakelijke dienstverlening;2009 2e kwartaal;-32.9
1301;M-N Zakelijke dienstverlening;2009 3e kwartaal;-27.0
1302;M-N Zakelijke dienstverlening;2009 4e kwartaal;-13.3
1303;M-N Zakelijke dienstverlening;2010 1e kwartaal;0.4
1304;M-N Zakelijke dienstverlening;2010 2e kwartaal;3.1
1305;M-N Zakelijke dienstverlening;2010 3e kwartaal;5.0
1306;M-N Zakelijke dienstverlening;2010 4e kwartaal;7.4
1307;M-N Zakelijke dienstverlening;2011 1e kwartaal;10.7
1308;M-N Zakelijke dienstverlening;2011 2e kwartaal;11.9
1309;M-N Zakelijke dienstverlening;2011 3e kwartaal;6.6
1310;M-N Zakelijke dienstverlening;2011 4e kwartaal;0.7
1311;M-N Zakelijke dienstverlening;2012 1e kwartaal;-8.3
1312;M-N Zakelijke dienstverlening;2012 2e kwartaal;-6.7
1313;M-N Zakelijke dienstverlening;2012 3e kwartaal;-1.2
1314;M-N Zakelijke dienstverlening;2012 4e kwartaal;-7.5
1315;M-N Zakelijke dienstverlening;2013 1e kwartaal;-9.0
1316;M-N Zakelijke dienstverlening;2013 2e kwartaal;-6.0
1317;M-N Zakelijke dienstverlening;2013 3e kwartaal;-5.6
1318;M-N Zakelijke dienstverlening;2013 4e kwartaal;0.8
1319;M-N Zakelijke dienstverlening;2014 1e kwartaal;5.2
1320;M-N Zakelijke dienstverlening;2014 2e kwartaal;4.7
1321;M-N Zakelijke dienstverlening;2014 3e kwartaal;4.1
1322;M-N Zakelijke dienstverlening;2014 4e kwartaal;5.1
1323;M-N Zakelijke dienstverlening;2015 1e kwartaal;10.5
1324;M-N Zakelijke dienstverlening;2015 2e kwartaal;7.9
1325;M-N Zakelijke dienstverlening;2015 3e kwartaal;9.9
1326;M-N Zakelijke dienstverlening;2015 4e kwartaal;8.0
1327;M-N Zakelijke dienstverlening;2016 1e kwartaal;14.7
1328;M-N Zakelijke dienstverlening;2016 2e kwartaal;12.5
1329;M-N Zakelijke dienstverlening;2016 3e kwartaal;8.4
1330;M-N Zakelijke dienstverlening;2016 4e kwartaal;8.3
1331;M-N Zakelijke dienstverlening;2017 1e kwartaal;17.8
1332;M-N Zakelijke dienstverlening;2017 2e kwartaal;16.6
1333;M-N Zakelijke dienstverlening;2017 3e kwartaal;18.9
1334;M-N Zakelijke dienstverlening;2017 4e kwartaal;17.0
1335;M-N Zakelijke dienstverlening;2018 1e kwartaal;20.9
1336;M-N Zakelijke dienstverlening;2018 2e kwartaal;17.4
1337;M-N Zakelijke dienstverlening;2018 3e kwartaal;20.2
1338;M-N Zakelijke dienstverlening;2018 4e kwartaal;16.4
1339;M-N Zakelijke dienstverlening;2019 1e kwartaal;17.1
1340;M-N Zakelijke dienstverlening;2019 2e kwartaal;13.0
1341;M-N Zakelijke dienstverlening;2019 3e kwartaal;15.3
1342;M-N Zakelijke dienstverlening;2019 4e kwartaal;7.4
1343;M-N Zakelijke dienstverlening;2020 1e kwartaal;9.7
1344;M-N Zakelijke dienstverlening;2020 2e kwartaal;-40.3
1345;M-N Zakelijke dienstverlening;2020 3e kwartaal;-25.3
1346;M-N Zakelijke dienstverlening;2020 4e kwartaal;-0.6
1347;M-N Zakelijke dienstverlening;2021 1e kwartaal;-3.3
1348;M-N Zakelijke dienstverlening;2021 2e kwartaal;6.5
1349;M-N Zakelijke dienstverlening;2021 3e kwartaal;16.2
1350;M-N Zakelijke dienstverlening;2021 4e kwartaal;20.0
1351;M-N Zakelijke dienstverlening;2022 1e kwartaal;12.4
1352;M-N Zakelijke dienstverlening;2022 2e kwartaal;12.9
1353;M-N Zakelijke dienstverlening;2022 3e kwartaal;8.6
1354;M-N Zakelijke dienstverlening;2022 4e kwartaal;3.3
1355;M-N Zakelijke dienstverlening;2023 1e kwartaal;8.7
1356;M-N Zakelijke dienstverlening;2023 2e kwartaal;9.4
