ID;ConsumptieveBestedingen;Perioden;Indexcijfer_1;Volumemutaties_2;VolumemutatiesKoopdaggecorrigeerd_3;Indexcijfers_4;Waardemutaties_5;Prijsmutaties_6
272;Binnenlandse consumptie huishoudens;2015 oktober;93.5;3.2;3.0;84.1;3.8;0.6
273;Binnenlandse consumptie huishoudens;2015 november;91.1;0.9;1.4;80.2;1.3;0.4
274;Binnenlandse consumptie huishoudens;2015 december;97.6;2.0;1.5;86.3;2.5;0.5
275;Binnenlandse consumptie huishoudens;2015 4e kwartaal;94.1;2.0;1.9;83.5;2.5;0.5
276;Binnenlandse consumptie huishoudens;2016 januari;96.2;-0.3;0.5;82.9;0.8;1.1
277;Binnenlandse consumptie huishoudens;2016 februari;91.7;1.9;0.3;80.1;3.1;1.2
278;Binnenlandse consumptie huishoudens;2016 maart;96.9;2.9;1.8;85.1;4.3;1.4
279;Binnenlandse consumptie huishoudens;2016 1e kwartaal;94.9;1.5;0.9;82.7;2.7;1.2
280;Binnenlandse consumptie huishoudens;2016 april;96.4;1.2;0.9;84.0;1.8;0.6
281;Binnenlandse consumptie huishoudens;2016 mei;95.7;0.6;1.5;84.6;1.2;0.6
282;Binnenlandse consumptie huishoudens;2016 juni;97.4;1.6;1.0;84.9;2.2;0.6
283;Binnenlandse consumptie huishoudens;2016 2e kwartaal;96.5;1.1;1.1;84.5;1.7;0.6
284;Binnenlandse consumptie huishoudens;2016 juli;97.7;1.8;2.3;85.8;2.2;0.4
285;Binnenlandse consumptie huishoudens;2016 augustus;92.6;1.9;1.5;83.4;2.7;0.8
286;Binnenlandse consumptie huishoudens;2016 september;95.3;1.5;1.1;83.6;1.8;0.3
287;Binnenlandse consumptie huishoudens;2016 3e kwartaal;95.2;1.7;1.7;84.3;2.2;0.5
288;Binnenlandse consumptie huishoudens;2016 oktober;93.8;0.4;1.7;84.8;0.8;0.4
289;Binnenlandse consumptie huishoudens;2016 november;94.5;3.8;2.9;83.8;4.4;0.6
290;Binnenlandse consumptie huishoudens;2016 december;100.4;2.8;2.0;89.8;4.0;1.2
291;Binnenlandse consumptie huishoudens;2016 4e kwartaal;96.2;2.3;2.2;86.1;3.1;0.7
292;Binnenlandse consumptie huishoudens;2017 januari;99.1;3.0;3.8;87.4;5.4;2.3
293;Binnenlandse consumptie huishoudens;2017 februari;92.4;0.8;2.4;82.6;3.1;2.3
294;Binnenlandse consumptie huishoudens;2017 maart;99.3;2.5;2.4;88.3;3.9;1.4
295;Binnenlandse consumptie huishoudens;2017 1e kwartaal;96.9;2.1;2.9;86.1;4.1;2.0
296;Binnenlandse consumptie huishoudens;2017 april;98.5;2.2;3.0;87.7;4.3;2.1
297;Binnenlandse consumptie huishoudens;2017 mei;99.6;4.1;3.2;89.5;5.8;1.6
298;Binnenlandse consumptie huishoudens;2017 juni;100.5;3.2;3.2;89.1;5.0;1.7
299;Binnenlandse consumptie huishoudens;2017 2e kwartaal;99.6;3.2;3.1;88.8;5.0;1.8
300;Binnenlandse consumptie huishoudens;2017 juli;99.7;2.1;2.7;89.3;4.0;2.0
301;Binnenlandse consumptie huishoudens;2017 augustus;95.2;2.9;2.4;87.6;5.0;2.1
302;Binnenlandse consumptie huishoudens;2017 september;99.0;3.9;3.7;88.8;6.2;2.2
303;Binnenlandse consumptie huishoudens;2017 3e kwartaal;98.0;2.9;2.9;88.5;5.1;2.1
304;Binnenlandse consumptie huishoudens;2017 oktober;94.6;0.8;1.2;87.3;3.0;2.2
305;Binnenlandse consumptie huishoudens;2017 november;97.2;2.8;2.7;88.1;5.2;2.3
306;Binnenlandse consumptie huishoudens;2017 december;101.4;1.0;2.0;92.3;2.9;1.8
307;Binnenlandse consumptie huishoudens;2017 4e kwartaal;97.7;1.5;2.0;89.3;3.7;2.1
308;Binnenlandse consumptie huishoudens;2018 januari;101.6;2.5;2.1;91.3;4.5;1.9
309;Binnenlandse consumptie huishoudens;2018 februari;95.6;3.5;3.5;87.1;5.5;1.9
310;Binnenlandse consumptie huishoudens;2018 maart;103.5;4.2;3.5;93.6;6.0;1.7
311;Binnenlandse consumptie huishoudens;2018 1e kwartaal;100.2;3.4;3.0;90.7;5.3;1.9
312;Binnenlandse consumptie huishoudens;2018 april;100.9;2.4;3.4;91.3;4.1;1.6
313;Binnenlandse consumptie huishoudens;2018 mei;102.4;2.7;2.5;94.2;5.2;2.4
314;Binnenlandse consumptie huishoudens;2018 juni;103.8;3.3;2.9;94.0;5.5;2.2
315;Binnenlandse consumptie huishoudens;2018 2e kwartaal;102.4;2.8;2.9;93.2;4.9;2.1
316;Binnenlandse consumptie huishoudens;2018 juli;102.3;2.6;3.0;93.6;4.9;2.2
317;Binnenlandse consumptie huishoudens;2018 augustus;98.4;3.3;2.9;92.4;5.5;2.2
318;Binnenlandse consumptie huishoudens;2018 september;100.2;1.2;2.1;91.5;3.1;1.9
319;Binnenlandse consumptie huishoudens;2018 3e kwartaal;100.3;2.3;2.7;92.5;4.5;2.1
320;Binnenlandse consumptie huishoudens;2018 oktober;97.6;3.2;2.5;92.2;5.6;2.3
321;Binnenlandse consumptie huishoudens;2018 november;99.8;2.7;2.6;92.4;4.9;2.1
322;Binnenlandse consumptie huishoudens;2018 december;102.7;1.3;1.9;95.5;3.5;2.1
323;Binnenlandse consumptie huishoudens;2018 4e kwartaal;100.1;2.4;2.3;93.4;4.6;2.2
324;Binnenlandse consumptie huishoudens;2019 januari;103.2;1.6;1.1;95.1;4.2;2.5
325;Binnenlandse consumptie huishoudens;2019 februari;96.0;0.5;0.4;90.0;3.3;2.8
326;Binnenlandse consumptie huishoudens;2019 maart;103.4;-0.1;1.1;96.2;2.8;2.9
327;Binnenlandse consumptie huishoudens;2019 1e kwartaal;100.9;0.7;0.9;93.8;3.4;2.7
328;Binnenlandse consumptie huishoudens;2019 april;103.2;2.3;1.3;95.5;4.7;2.3
329;Binnenlandse consumptie huishoudens;2019 mei;105.2;2.7;2.1;98.8;4.9;2.1
330;Binnenlandse consumptie huishoudens;2019 juni;103.7;-0.1;1.1;96.0;2.1;2.1
331;Binnenlandse consumptie huishoudens;2019 2e kwartaal;104.0;1.7;1.5;96.8;3.9;2.2
332;Binnenlandse consumptie huishoudens;2019 juli;104.0;1.7;0.9;97.2;3.8;2.1
333;Binnenlandse consumptie huishoudens;2019 augustus;99.5;1.1;0.9;95.9;3.7;2.6
334;Binnenlandse consumptie huishoudens;2019 september;101.2;1.0;1.6;94.5;3.3;2.3
335;Binnenlandse consumptie huishoudens;2019 3e kwartaal;101.5;1.3;1.1;95.9;3.6;2.3
336;Binnenlandse consumptie huishoudens;2019 oktober;99.7;2.1;1.7;96.4;4.5;2.3
337;Binnenlandse consumptie huishoudens;2019 november;101.5;1.6;1.5;96.0;3.9;2.2
338;Binnenlandse consumptie huishoudens;2019 december;105.1;2.3;2.7;100.1;4.8;2.4
339;Binnenlandse consumptie huishoudens;2019 4e kwartaal;102.1;2.0;2.0;97.5;4.4;2.3
340;Binnenlandse consumptie huishoudens;2020 januari;104.4;1.1;0.7;98.9;4.0;2.9
341;Binnenlandse consumptie huishoudens;2020 februari;100.7;4.8;3.1;95.4;6.1;1.2
342;Binnenlandse consumptie huishoudens;2020 maart;94.7;-8.4;-7.2;90.1;-6.3;2.2
343;Binnenlandse consumptie huishoudens;2020 1e kwartaal;99.9;-1.0;-1.2;94.8;1.1;2.1
344;Binnenlandse consumptie huishoudens;2020 april;85.5;-17.1;-17.4;81.2;-15.0;2.5
345;Binnenlandse consumptie huishoudens;2020 mei;92.3;-12.2;-11.6;87.6;-11.3;1.1
346;Binnenlandse consumptie huishoudens;2020 juni;97.1;-6.4;-6.5;92.5;-3.7;2.9
347;Binnenlandse consumptie huishoudens;2020 2e kwartaal;91.7;-11.9;-11.8;87.1;-10.0;2.2
348;Binnenlandse consumptie huishoudens;2020 juli;101.5;-2.4;-3.2;97.5;0.4;2.8
349;Binnenlandse consumptie huishoudens;2020 augustus;98.0;-1.5;-0.1;93.9;-2.0;-0.5
350;Binnenlandse consumptie huishoudens;2020 september;98.8;-2.4;-3.3;94.9;0.3;2.8
351;Binnenlandse consumptie huishoudens;2020 3e kwartaal;99.4;-2.1;-2.2;95.4;-0.4;1.7
352;Binnenlandse consumptie huishoudens;2020 oktober;96.1;-3.6;-4.2;93.6;-2.9;0.8
353;Binnenlandse consumptie huishoudens;2020 november;92.5;-8.9;-7.1;90.6;-5.6;3.6
354;Binnenlandse consumptie huishoudens;2020 december;95.3;-9.3;-10.8;92.8;-7.3;2.2
355;Binnenlandse consumptie huishoudens;2020 4e kwartaal;94.6;-7.3;-7.4;92.3;-5.3;2.2
356;Binnenlandse consumptie huishoudens;2020;96.4;-5.6;-5.7;92.4;-3.7;2.0
357;Binnenlandse consumptie huishoudens;2021 januari;91.3;-12.5;-11.9;89.5;-9.5;3.4
358;Binnenlandse consumptie huishoudens;2021 februari;87.7;-12.9;-11.1;86.7;-9.1;4.4
359;Binnenlandse consumptie huishoudens;2021 maart;96.5;1.9;0.4;95.0;5.4;3.5
360;Binnenlandse consumptie huishoudens;2021 1e kwartaal;91.8;-8.1;-7.7;90.4;-4.6;3.8
361;Binnenlandse consumptie huishoudens;2021 april;96.6;12.9;12.8;96.3;18.6;5.1
362;Binnenlandse consumptie huishoudens;2021 mei;102.3;10.8;11.8;102.0;16.3;5.0
363;Binnenlandse consumptie huishoudens;2021 juni;105.5;8.6;8.0;105.0;13.6;4.5
364;Binnenlandse consumptie huishoudens;2021 2e kwartaal;101.5;10.7;10.8;101.1;16.1;4.8
365;Binnenlandse consumptie huishoudens;2021 juli;105.2;3.6;3.1;104.3;6.9;3.2
366;Binnenlandse consumptie huishoudens;2021 augustus;101.5;3.5;4.0;101.8;8.4;4.7
367;Binnenlandse consumptie huishoudens;2021 september;104.1;5.4;5.3;104.3;9.9;4.3
368;Binnenlandse consumptie huishoudens;2021 3e kwartaal;103.6;4.2;4.1;103.5;8.4;4.1
369;Binnenlandse consumptie huishoudens;2021 oktober;104.5;8.8;10.1;106.3;13.6;4.4
370;Binnenlandse consumptie huishoudens;2021 november;103.1;11.5;10.7;105.2;16.1;4.1
371;Binnenlandse consumptie huishoudens;2021 december;101.7;6.8;5.9;103.6;11.6;4.6
372;Binnenlandse consumptie huishoudens;2021 4e kwartaal;103.1;9.0;8.8;105.0;13.8;4.4
373;Binnenlandse consumptie huishoudens;2021;100.0;3.7;3.8;100.0;8.2;4.3
374;Binnenlandse consumptie huishoudens;2022 januari;102.6;12.4;12.8;104.8;17.0;4.1
375;Binnenlandse consumptie huishoudens;2022 februari;100.3;14.4;14.4;103.3;19.2;4.2
376;Binnenlandse consumptie huishoudens;2022 maart;106.4;10.2;10.0;110.2;16.0;5.2
377;Binnenlandse consumptie huishoudens;2022 1e kwartaal;103.1;12.3;12.3;106.1;17.3;4.5
378;Binnenlandse consumptie huishoudens;2022 april;106.3;10.0;9.6;112.3;16.7;6.1
379;Binnenlandse consumptie huishoudens;2022 mei;107.1;4.7;5.0;113.3;11.1;6.1
380;Binnenlandse consumptie huishoudens;2022 juni;111.1;5.3;5.1;117.6;12.0;6.4
381;Binnenlandse consumptie huishoudens;2022 2e kwartaal;108.1;6.6;6.5;114.4;13.2;6.2
382;Binnenlandse consumptie huishoudens;2022 juli;107.6;2.3;3.0;114.4;9.7;7.2
383;Binnenlandse consumptie huishoudens;2022 augustus;103.8;2.3;1.3;111.9;9.9;7.4
384;Binnenlandse consumptie huishoudens;2022 september;105.2;1.1;1.4;113.8;9.1;7.9
385;Binnenlandse consumptie huishoudens;2022 3e kwartaal;105.6;1.9;1.9;113.3;9.5;7.5
386;Binnenlandse consumptie huishoudens;2022 oktober;104.5;-0.1;0.6;115.2;8.4;8.4
387;Binnenlandse consumptie huishoudens;2022 november;105.5;2.3;1.9;118.5;12.7;10.1
388;Binnenlandse consumptie huishoudens;2022 december;111.4;9.6;9.3;127.7;23.3;12.5
389;Binnenlandse consumptie huishoudens;2022 4e kwartaal;107.1;3.9;3.9;120.5;14.7;10.4
390;Binnenlandse consumptie huishoudens;2022;106.0;6.0;6.0;113.6;13.6;7.2
391;Binnenlandse consumptie huishoudens;2023 januari;108.1;5.3;5.4;122.0;16.5;10.6
392;Binnenlandse consumptie huishoudens;2023 februari;103.3;3.0;2.8;117.5;13.7;10.4
393;Binnenlandse consumptie huishoudens;2023 maart;109.1;2.6;2.5;124.0;12.5;9.7
394;Binnenlandse consumptie huishoudens;2023 1e kwartaal;106.8;3.6;3.6;121.2;14.2;10.2
395;Binnenlandse consumptie huishoudens;2023 april;106.0;-0.3;0.6;121.5;8.1;8.4
396;Binnenlandse consumptie huishoudens;2023 mei;107.7;0.6;0.1;123.3;8.8;8.2
397;Binnenlandse consumptie huishoudens;2023 juni;112.5;1.3;0.8;127.2;8.2;6.8
398;Binnenlandse consumptie huishoudens;2023 2e kwartaal;108.7;0.5;0.5;124.0;8.4;7.8
399;Binnenlandse consumptie huishoudens;2023 juli;106.0;-1.5;-0.9;121.1;5.9;7.5
400;Binnenlandse consumptie huishoudens;2023 augustus;104.6;0.7;0.3;121.1;8.2;7.4
401;Binnenlandse consumptie huishoudens;2023 september;104.7;-0.5;-0.7;120.9;6.2;6.8
402;Binnenlandse consumptie huishoudens;2023 3e kwartaal;105.1;-0.4;-0.4;121.0;6.8;7.2
403;Binnenlandse consumptie huishoudens;2023 oktober;106.1;1.6;2.1;123.1;6.8;5.1
404;Binnenlandse consumptie huishoudens;2023 november;105.6;0.0;-0.1;122.8;3.6;3.5
405;Binnenlandse consumptie huishoudens;2023 december;110.0;-1.3;-0.4;128.2;0.4;1.7
406;Binnenlandse consumptie huishoudens;2023 4e kwartaal;107.2;0.1;0.5;124.7;3.5;3.4
407;Binnenlandse consumptie huishoudens;2023;107.0;0.9;1.0;122.7;8.0;7.0
408;Binnenlandse consumptie huishoudens;2024 januari;109.2;1.0;0.7;126.8;3.9;2.9
409;Binnenlandse consumptie huishoudens;2024 februari;105.4;2.0;0.1;123.0;4.7;2.6
410;Binnenlandse consumptie huishoudens;2024 maart;109.5;0.3;0.3;127.8;3.0;2.7
411;Binnenlandse consumptie huishoudens;2024 1e kwartaal;108.0;1.1;0.4;125.9;3.9;2.7
412;Binnenlandse consumptie huishoudens;2024 april;106.2;0.2;0.5;124.7;2.7;2.4
413;Binnenlandse consumptie huishoudens;2024 mei;108.9;1.1;0.3;128.4;4.2;3.0
414;Binnenlandse consumptie huishoudens;2024 juni;110.3;-1.9;-1.1;129.4;1.8;3.7
415;Binnenlandse consumptie huishoudens;2024 2e kwartaal;108.5;-0.2;-0.1;127.5;2.9;3.1
416;Binnenlandse consumptie huishoudens;2024 juli;107.6;1.5;1.2;125.6;3.7;2.2
417;Binnenlandse consumptie huishoudens;2024 augustus;106.3;1.6;1.0;125.9;4.0;2.3
418;Binnenlandse consumptie huishoudens;2024 september;105.2;0.4;2.0;124.3;2.8;2.4
419;Binnenlandse consumptie huishoudens;2024 3e kwartaal;106.4;1.2;1.4;125.3;3.5;2.3
420;Binnenlandse consumptie huishoudens;2024 oktober;108.6;2.3;1.1;128.7;4.5;2.1
421;Binnenlandse consumptie huishoudens;2024 november;107.0;1.4;0.9;127.8;4.1;2.7
422;Binnenlandse consumptie huishoudens;2024 december;110.9;0.8;1.8;132.6;3.4;2.6
423;Binnenlandse consumptie huishoudens;2024 4e kwartaal;108.8;1.5;1.3;129.7;4.0;2.5
424;Binnenlandse consumptie huishoudens;2024;107.9;0.9;0.7;127.1;3.6;2.6
425;Binnenlandse consumptie huishoudens;2025 januari;111.1;1.8;0.7;131.9;4.0;2.1
426;Binnenlandse consumptie huishoudens;2025 februari;105.7;0.3;2.1;126.7;3.1;2.8
427;Consumptie goederen door huishoudens;2000;80.6;3.0;2.9;59.0;5.8;2.7
428;Consumptie goederen door huishoudens;2001;81.5;1.2;1.5;63.0;6.8;5.5
429;Consumptie goederen door huishoudens;2002;82.4;1.0;1.0;65.3;3.5;2.5
430;Consumptie goederen door huishoudens;2003;82.1;-0.4;-0.4;65.4;0.3;0.6
431;Consumptie goederen door huishoudens;2004;82.4;0.4;0.0;65.9;0.7;0.2
432;Consumptie goederen door huishoudens;2005;82.6;0.3;0.6;66.9;1.5;1.2
433;Consumptie goederen door huishoudens;2006;85.0;2.9;3.1;70.0;4.7;1.8
434;Consumptie goederen door huishoudens;2007;87.3;2.7;2.7;72.6;3.7;1.0
435;Consumptie goederen door huishoudens;2008;87.9;0.6;0.3;75.7;4.2;3.6
436;Consumptie goederen door huishoudens;2009;85.1;-3.1;-2.9;73.2;-3.3;-0.2
437;Consumptie goederen door huishoudens;2010;86.2;1.2;1.1;74.9;2.3;1.1
438;Consumptie goederen door huishoudens;2011;86.4;0.2;0.2;76.5;2.2;2.0
439;Consumptie goederen door huishoudens;2012;85.3;-1.3;-1.3;77.3;1.0;2.4
440;Consumptie goederen door huishoudens;2013;83.6;-1.9;-1.8;77.2;-0.2;1.8
441;Consumptie goederen door huishoudens;2014;84.3;0.9;0.8;77.3;0.2;-0.6
442;Consumptie goederen door huishoudens;2015;87.2;3.4;3.4;79.3;2.5;-0.9
443;Consumptie goederen door huishoudens;2016;88.3;1.3;0.9;80.1;1.0;-0.3
444;Consumptie goederen door huishoudens;2017;90.6;2.7;3.2;83.2;4.0;1.3
445;Consumptie goederen door huishoudens;2018;93.3;3.0;3.0;87.0;4.5;1.5
446;Consumptie goederen door huishoudens;2019;94.3;1.0;0.9;90.0;3.5;2.5
447;Consumptie goederen door huishoudens;2000 januari;83.9;2.0;3.2;58.1;3.5;1.5
448;Consumptie goederen door huishoudens;2000 februari;77.8;7.4;4.1;54.1;9.2;1.7
449;Consumptie goederen door huishoudens;2000 maart;86.2;5.7;3.6;61.1;7.8;1.9
450;Consumptie goederen door huishoudens;2000 1e kwartaal;82.6;4.9;3.6;57.8;6.7;1.7
451;Consumptie goederen door huishoudens;2000 april;82.0;1.2;2.7;58.7;3.2;2.0
452;Consumptie goederen door huishoudens;2000 mei;80.8;4.0;1.9;59.6;6.5;2.4
453;Consumptie goederen door huishoudens;2000 juni;77.0;-0.3;-0.5;57.6;2.7;3.0
454;Consumptie goederen door huishoudens;2000 2e kwartaal;79.9;1.6;1.4;58.6;4.1;2.4
455;Consumptie goederen door huishoudens;2000 juli;77.5;-3.7;0.5;56.9;-1.4;2.3
456;Consumptie goederen door huishoudens;2000 augustus;75.8;7.3;3.6;55.5;9.2;1.8
457;Consumptie goederen door huishoudens;2000 september;79.6;4.9;3.5;59.3;8.0;3.0
458;Consumptie goederen door huishoudens;2000 3e kwartaal;77.7;2.6;2.5;57.2;5.0;2.4
459;Consumptie goederen door huishoudens;2000 oktober;75.0;-1.4;1.9;58.6;2.9;4.4
460;Consumptie goederen door huishoudens;2000 november;80.4;5.6;3.7;61.5;10.3;4.5
461;Consumptie goederen door huishoudens;2000 december;91.2;4.7;6.9;67.4;8.7;3.9
462;Consumptie goederen door huishoudens;2000 4e kwartaal;82.2;3.0;4.2;62.5;7.4;4.2
463;Consumptie goederen door huishoudens;2001 januari;83.8;-0.1;-0.2;61.8;6.3;6.5
464;Consumptie goederen door huishoudens;2001 februari;75.1;-3.5;-0.3;55.7;3.0;6.8
465;Consumptie goederen door huishoudens;2001 maart;87.8;1.9;0.8;66.4;8.5;6.5
466;Consumptie goederen door huishoudens;2001 1e kwartaal;82.2;-0.5;0.2;61.3;6.1;6.6
467;Consumptie goederen door huishoudens;2001 april;80.3;-2.1;-0.2;61.5;4.8;7.1
468;Consumptie goederen door huishoudens;2001 mei;82.5;2.0;1.4;64.7;8.6;6.4
469;Consumptie goederen door huishoudens;2001 juni;79.7;3.5;2.3;62.8;9.1;5.4
470;Consumptie goederen door huishoudens;2001 2e kwartaal;80.8;1.1;1.2;63.0;7.5;6.3
471;Consumptie goederen door huishoudens;2001 juli;78.4;1.2;2.4;60.6;6.5;5.2
472;Consumptie goederen door huishoudens;2001 augustus;78.5;3.4;2.3;60.5;9.0;5.3
473;Consumptie goederen door huishoudens;2001 september;80.1;0.6;3.1;62.7;5.9;5.2
474;Consumptie goederen door huishoudens;2001 3e kwartaal;79.0;1.7;2.6;61.3;7.1;5.3
475;Consumptie goederen door huishoudens;2001 oktober;78.7;4.9;2.8;63.5;8.5;3.4
476;Consumptie goederen door huishoudens;2001 november;84.2;4.8;3.5;66.6;8.2;3.3
477;Consumptie goederen door huishoudens;2001 december;89.6;-1.8;0.3;69.5;3.2;5.0
478;Consumptie goederen door huishoudens;2001 4e kwartaal;84.2;2.4;2.1;66.5;6.5;4.0
479;Consumptie goederen door huishoudens;2002 januari;86.2;3.0;1.6;66.3;7.2;4.1
480;Consumptie goederen door huishoudens;2002 februari;76.2;1.5;1.5;58.5;5.0;3.5
481;Consumptie goederen door huishoudens;2002 maart;87.6;-0.3;1.3;68.2;2.7;3.0
482;Consumptie goederen door huishoudens;2002 1e kwartaal;83.3;1.4;1.5;64.3;5.0;3.5
483;Consumptie goederen door huishoudens;2002 april;82.4;2.7;1.9;64.7;5.2;2.5
484;Consumptie goederen door huishoudens;2002 mei;83.8;1.6;0.9;66.9;3.3;1.7
485;Consumptie goederen door huishoudens;2002 juni;79.8;0.1;2.4;64.2;2.2;2.1
486;Consumptie goederen door huishoudens;2002 2e kwartaal;82.0;1.5;1.7;65.3;3.6;2.1
487;Consumptie goederen door huishoudens;2002 juli;79.9;1.9;0.2;63.5;4.9;2.9
488;Consumptie goederen door huishoudens;2002 augustus;79.5;1.3;0.3;63.0;4.1;2.8
489;Consumptie goederen door huishoudens;2002 september;79.0;-1.4;0.3;63.6;1.3;2.7
490;Consumptie goederen door huishoudens;2002 3e kwartaal;79.5;0.6;0.3;63.4;3.4;2.8
491;Consumptie goederen door huishoudens;2002 oktober;80.7;2.5;1.3;66.5;4.8;2.3
492;Consumptie goederen door huishoudens;2002 november;83.0;-1.5;-1.6;66.7;0.1;1.7
493;Consumptie goederen door huishoudens;2002 december;90.3;0.8;1.4;70.9;2.0;1.2
494;Consumptie goederen door huishoudens;2002 4e kwartaal;84.6;0.5;0.4;68.0;2.3;1.7
495;Consumptie goederen door huishoudens;2003 januari;89.5;3.8;2.8;69.6;5.0;1.2
496;Consumptie goederen door huishoudens;2003 februari;79.5;4.3;4.2;61.8;5.6;1.3
497;Consumptie goederen door huishoudens;2003 maart;85.7;-2.1;0.2;67.8;-0.5;1.6
498;Consumptie goederen door huishoudens;2003 1e kwartaal;84.9;1.9;2.3;66.4;3.2;1.3
499;Consumptie goederen door huishoudens;2003 april;83.5;1.3;-0.3;66.1;2.1;0.8
500;Consumptie goederen door huishoudens;2003 mei;84.9;1.3;0.0;68.3;2.1;0.8
501;Consumptie goederen door huishoudens;2003 juni;77.5;-2.8;-0.5;62.6;-2.4;0.4
502;Consumptie goederen door huishoudens;2003 2e kwartaal;82.0;0.0;-0.3;65.7;0.6;0.6
503;Consumptie goederen door huishoudens;2003 juli;79.1;-1.1;-2.1;63.1;-0.7;0.3
504;Consumptie goederen door huishoudens;2003 augustus;76.9;-3.2;-1.2;61.3;-2.8;0.5
505;Consumptie goederen door huishoudens;2003 september;79.0;0.0;-1.4;63.6;0.0;-0.1
506;Consumptie goederen door huishoudens;2003 3e kwartaal;78.3;-1.4;-1.6;62.6;-1.2;0.3
507;Consumptie goederen door huishoudens;2003 oktober;81.6;1.2;-0.8;67.5;1.4;0.2
508;Consumptie goederen door huishoudens;2003 november;79.4;-4.3;-1.6;64.2;-3.7;0.7
509;Consumptie goederen door huishoudens;2003 december;87.9;-2.6;-3.7;69.2;-2.4;0.1
510;Consumptie goederen door huishoudens;2003 4e kwartaal;83.0;-1.9;-2.1;67.0;-1.6;0.4
511;Consumptie goederen door huishoudens;2004 januari;90.2;0.8;0.2;70.1;0.7;0.0
512;Consumptie goederen door huishoudens;2004 februari;78.0;-1.8;-3.6;60.6;-1.9;-0.1
513;Consumptie goederen door huishoudens;2004 maart;86.8;1.2;0.4;68.4;0.9;-0.4
514;Consumptie goederen door huishoudens;2004 1e kwartaal;85.0;0.1;-0.9;66.4;0.0;-0.2
515;Consumptie goederen door huishoudens;2004 april;85.0;1.8;0.2;67.5;2.1;0.3
516;Consumptie goederen door huishoudens;2004 mei;81.1;-4.5;0.0;65.7;-3.9;0.6
517;Consumptie goederen door huishoudens;2004 juni;81.3;4.8;1.6;65.9;5.1;0.3
518;Consumptie goederen door huishoudens;2004 2e kwartaal;82.4;0.6;0.6;66.3;1.0;0.4
519;Consumptie goederen door huishoudens;2004 juli;82.4;4.3;2.2;65.8;4.4;0.1
520;Consumptie goederen door huishoudens;2004 augustus;74.8;-2.8;0.2;59.7;-2.6;0.2
521;Consumptie goederen door huishoudens;2004 september;80.1;1.4;-0.3;64.6;1.6;0.3
522;Consumptie goederen door huishoudens;2004 3e kwartaal;79.1;1.0;0.7;63.4;1.2;0.2
523;Consumptie goederen door huishoudens;2004 oktober;78.8;-3.4;-1.6;65.8;-2.5;1.0
524;Consumptie goederen door huishoudens;2004 november;78.9;-0.5;-0.3;64.4;0.3;0.9
525;Consumptie goederen door huishoudens;2004 december;91.3;3.9;0.5;71.9;3.9;0.0
526;Consumptie goederen door huishoudens;2004 4e kwartaal;83.0;0.1;-0.5;67.4;0.6;0.5
527;Consumptie goederen door huishoudens;2005 januari;86.3;-4.4;-1.4;67.7;-3.4;1.0
528;Consumptie goederen door huishoudens;2005 februari;76.4;-2.1;-0.1;60.3;-0.5;1.7
529;Consumptie goederen door huishoudens;2005 maart;88.4;1.9;0.7;70.5;3.1;1.2
530;Consumptie goederen door huishoudens;2005 1e kwartaal;83.7;-1.6;-0.3;66.2;-0.3;1.3
531;Consumptie goederen door huishoudens;2005 april;84.1;-1.0;-1.7;67.3;-0.3;0.8
532;Consumptie goederen door huishoudens;2005 mei;79.6;-1.8;-0.9;64.6;-1.6;0.3
533;Consumptie goederen door huishoudens;2005 juni;82.7;1.7;1.2;67.5;2.5;0.7
534;Consumptie goederen door huishoudens;2005 2e kwartaal;82.1;-0.4;-0.5;66.5;0.2;0.6
535;Consumptie goederen door huishoudens;2005 juli;81.1;-1.5;0.8;65.3;-0.9;0.7
536;Consumptie goederen door huishoudens;2005 augustus;77.6;3.8;1.6;62.5;4.6;0.9
537;Consumptie goederen door huishoudens;2005 september;82.3;2.7;2.0;67.2;4.0;1.3
538;Consumptie goederen door huishoudens;2005 3e kwartaal;80.4;1.6;1.4;65.0;2.5;0.9
539;Consumptie goederen door huishoudens;2005 oktober;79.1;0.4;2.0;66.7;1.5;1.0
540;Consumptie goederen door huishoudens;2005 november;81.9;3.7;2.7;68.0;5.5;1.8
541;Consumptie goederen door huishoudens;2005 december;92.3;1.0;0.6;74.6;3.9;2.8
542;Consumptie goederen door huishoudens;2005 4e kwartaal;84.4;1.7;1.7;69.8;3.6;1.9
543;Consumptie goederen door huishoudens;2006 januari;89.1;3.3;4.3;72.1;6.4;3.0
544;Consumptie goederen door huishoudens;2006 februari;79.3;3.8;3.8;64.2;6.4;2.5
545;Consumptie goederen door huishoudens;2006 maart;92.3;4.4;3.4;75.4;6.8;2.3
546;Consumptie goederen door huishoudens;2006 1e kwartaal;86.9;3.9;3.8;70.5;6.6;2.6
547;Consumptie goederen door huishoudens;2006 april;86.1;2.4;5.0;70.3;4.5;2.1
548;Consumptie goederen door huishoudens;2006 mei;85.9;8.0;5.4;71.2;10.1;2.0
549;Consumptie goederen door huishoudens;2006 juni;85.9;3.9;3.5;71.4;5.9;1.9
550;Consumptie goederen door huishoudens;2006 2e kwartaal;86.0;4.7;4.6;71.0;6.8;2.0
551;Consumptie goederen door huishoudens;2006 juli;80.7;-0.6;1.3;65.9;1.0;1.5
552;Consumptie goederen door huishoudens;2006 augustus;82.3;6.0;4.6;67.5;8.0;1.9
