ID;OriginDestination;ResidualsProducts;HazardousNonHazardous;Periods;TotalWaste_1;ChemicalWaste_2;MetallicWaste_3;NonMetallicWaste_4;DiscardedMaterials_5;AnimalAndVegetableWaste_6;MixedWaste_7;Sludge_8;MineralWaste_9
7699;Total origin;2;3;2003;20535.0;334.0;1564.0;2962.0;0.0;14568.0;17.0;0.0;1091.0
7700;Total origin;2;3;2004;19931.0;278.0;1729.0;3279.0;0.0;13912.0;5.0;0.0;728.0
7701;Total origin;2;3;2005;19595.0;189.0;1040.0;3845.0;0.0;14000.0;2.0;0.0;519.0
7702;Total origin;2;3;2006;21128.0;310.0;1768.0;4250.0;1.0;13820.0;11.0;0.0;968.0
7703;Total origin;2;3;2007;19906.0;281.0;1693.0;4360.0;0.0;12818.0;3.0;0.0;752.0
7704;Total origin;2;3;2008;20837.0;158.0;1551.0;4642.0;0.0;13774.0;10.0;0.0;701.0
7705;Total origin;2;3;2009;;;;;;;;;
7706;Total origin;2;3;2010;;;;;;;;;
7707;Total origin;2;1;1990;;;;;;;;;
7708;Total origin;2;1;1991;;;;;;;;;
7709;Total origin;2;1;1992;;;;;;;;;
7710;Total origin;2;1;1993;;;;;;;;;
7711;Total origin;2;1;1994;;;;;;;;;
7712;Total origin;2;1;1995;;;;;;;;;
7713;Total origin;2;1;1996;;;;;;;;;
7714;Total origin;2;1;1997;;;;;;;;;
7715;Total origin;2;1;1998;;;;;;;;;
7716;Total origin;2;1;1999;;;;;;;;;
7717;Total origin;2;1;2000;;;;;;;;;
7718;Total origin;2;1;2001;;;;;;;;;
7719;Total origin;2;1;2002;270.0;269.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
7720;Total origin;2;1;2003;334.0;334.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
7721;Total origin;2;1;2004;279.0;277.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0
7722;Total origin;2;1;2005;186.0;186.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
7723;Total origin;2;1;2006;308.0;308.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
7724;Total origin;2;1;2007;279.0;278.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
7725;Total origin;2;1;2008;157.0;157.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
7726;Total origin;2;1;2009;;;;;;;;;
7727;Total origin;2;1;2010;;;;;;;;;
7728;Total origin;2;2;1990;;;;;;;;;
7729;Total origin;2;2;1991;;;;;;;;;
7730;Total origin;2;2;1992;;;;;;;;;
7731;Total origin;2;2;1993;;;;;;;;;
7732;Total origin;2;2;1994;;;;;;;;;
7733;Total origin;2;2;1995;;;;;;;;;
7734;Total origin;2;2;1996;;;;;;;;;
7735;Total origin;2;2;1997;;;;;;;;;
7736;Total origin;2;2;1998;;;;;;;;;
7737;Total origin;2;2;1999;;;;;;;;;
7738;Total origin;2;2;2000;;;;;;;;;
7739;Total origin;2;2;2001;;;;;;;;;
7740;Total origin;2;2;2002;19172.0;2.0;962.0;2534.0;0.0;14281.0;1.0;0.0;1392.0
7741;Total origin;2;2;2003;20202.0;0.0;1564.0;2962.0;0.0;14568.0;17.0;0.0;1091.0
7742;Total origin;2;2;2004;19651.0;0.0;1727.0;3279.0;0.0;13912.0;5.0;0.0;728.0
7743;Total origin;2;2;2005;19409.0;4.0;1040.0;3845.0;0.0;14000.0;2.0;0.0;519.0
7744;Total origin;2;2;2006;20820.0;2.0;1768.0;4250.0;1.0;13820.0;11.0;0.0;968.0
7745;Total origin;2;2;2007;19628.0;3.0;1693.0;4360.0;0.0;12818.0;3.0;0.0;752.0
7746;Total origin;2;2;2008;20679.0;1.0;1551.0;4642.0;0.0;13774.0;10.0;0.0;701.0
7747;Total origin;2;2;2009;;;;;;;;;
7748;Total origin;2;2;2010;;;;;;;;;
7749;34;3;3;1990;52767.0;;;;;;;;
7750;34;3;3;1991;52780.0;;;;;;;;
7751;34;3;3;1992;52889.0;;;;;;;;
7752;34;3;3;1993;52136.0;;;;;;;;
7753;34;3;3;1994;52266.0;;;;;;;;
7754;34;3;3;1995;54761.0;;;;;;;;
7755;34;3;3;1996;55996.0;;;;;;;;
7756;34;3;3;1997;58703.0;;;;;;;;
7757;34;3;3;1998;61025.0;;;;;;;;
7758;34;3;3;1999;64270.0;;;;;;;;
7759;34;3;3;2000;63836.0;;;;;;;;
7760;34;3;3;2001;64044.0;;;;;;;;
7761;34;3;3;2002;62676.0;1224.0;285.0;3145.0;407.0;16320.0;8438.0;485.0;32371.0
7762;34;3;3;2003;62250.0;1225.0;146.0;3689.0;403.0;16730.0;8364.0;412.0;31282.0
7763;34;3;3;2004;58786.0;1302.0;180.0;3561.0;393.0;14388.0;8258.0;434.0;30270.0
7764;34;3;3;2005;59925.0;1590.0;138.0;3600.0;460.0;14209.0;8114.0;296.0;31518.0
7765;34;3;3;2006;60104.0;1793.0;238.0;3944.0;426.0;15631.0;9141.0;284.0;28647.0
7766;34;3;3;2007;61983.0;1769.0;234.0;4470.0;398.0;16960.0;8886.0;251.0;29016.0
7767;34;3;3;2008;63622.0;1840.0;231.0;4816.0;406.0;17246.0;8349.0;167.0;30567.0
7768;34;3;3;2009;62989.0;1814.0;764.0;6551.0;550.0;17926.0;7772.0;215.0;27397.0
7769;34;3;3;2010;60906.0;1927.0;829.0;5990.0;560.0;17489.0;7748.0;302.0;26062.0
7770;34;3;1;1990;;;;;;;;;
7771;34;3;1;1991;;;;;;;;;
7772;34;3;1;1992;;;;;;;;;
7773;34;3;1;1993;;;;;;;;;
7774;34;3;1;1994;;;;;;;;;
7775;34;3;1;1995;;;;;;;;;
7776;34;3;1;1996;;;;;;;;;
7777;34;3;1;1997;;;;;;;;;
7778;34;3;1;1998;;;;;;;;;
7779;34;3;1;1999;;;;;;;;;
7780;34;3;1;2000;;;;;;;;;
7781;34;3;1;2001;;;;;;;;;
7782;34;3;1;2002;1646.0;418.0;0.0;13.0;300.0;0.0;186.0;0.0;728.0
7783;34;3;1;2003;1542.0;427.0;0.0;4.0;290.0;0.0;181.0;0.0;640.0
7784;34;3;1;2004;1849.0;511.0;0.0;4.0;277.0;0.0;153.0;0.0;903.0
7785;34;3;1;2005;3699.0;839.0;10.0;4.0;343.0;0.0;4.0;0.0;2499.0
7786;34;3;1;2006;4940.0;1127.0;13.0;56.0;335.0;0.0;144.0;0.0;3264.0
7787;34;3;1;2007;3912.0;1094.0;9.0;1.0;296.0;0.0;111.0;0.0;2401.0
7788;34;3;1;2008;4319.0;1176.0;13.0;1.0;301.0;0.0;105.0;0.0;2723.0
7789;34;3;1;2009;;;;;;;;;
7790;34;3;1;2010;;;;;;;;;
7791;34;3;2;1990;;;;;;;;;
7792;34;3;2;1991;;;;;;;;;
7793;34;3;2;1992;;;;;;;;;
7794;34;3;2;1993;;;;;;;;;
7795;34;3;2;1994;;;;;;;;;
7796;34;3;2;1995;;;;;;;;;
7797;34;3;2;1996;;;;;;;;;
7798;34;3;2;1997;;;;;;;;;
7799;34;3;2;1998;;;;;;;;;
7800;34;3;2;1999;;;;;;;;;
7801;34;3;2;2000;;;;;;;;;
7802;34;3;2;2001;;;;;;;;;
7803;34;3;2;2002;61030.0;806.0;285.0;3132.0;107.0;16320.0;8253.0;485.0;31643.0
7804;34;3;2;2003;60708.0;797.0;146.0;3685.0;113.0;16730.0;8183.0;412.0;30642.0
7805;34;3;2;2004;56938.0;791.0;179.0;3557.0;116.0;14388.0;8104.0;434.0;29367.0
7806;34;3;2;2005;56227.0;751.0;128.0;3596.0;117.0;14209.0;8110.0;296.0;29019.0
7807;34;3;2;2006;55164.0;666.0;224.0;3888.0;90.0;15631.0;8997.0;284.0;25382.0
7808;34;3;2;2007;58072.0;675.0;225.0;4469.0;102.0;16960.0;8775.0;251.0;26614.0
7809;34;3;2;2008;59303.0;665.0;218.0;4815.0;105.0;17246.0;8244.0;167.0;27843.0
7810;34;3;2;2009;;;;;;;;;
7811;34;3;2;2010;;;;;;;;;
7812;34;1;3;1990;;;;;;;;;
7813;34;1;3;1991;;;;;;;;;
7814;34;1;3;1992;;;;;;;;;
7815;34;1;3;1993;;;;;;;;;
7816;34;1;3;1994;;;;;;;;;
7817;34;1;3;1995;;;;;;;;;
7818;34;1;3;1996;;;;;;;;;
7819;34;1;3;1997;;;;;;;;;
7820;34;1;3;1998;;;;;;;;;
7821;34;1;3;1999;;;;;;;;;
7822;34;1;3;2000;;;;;;;;;
7823;34;1;3;2001;;;;;;;;;
7824;34;1;3;2002;50684.0;1215.0;233.0;2567.0;406.0;6114.0;8438.0;485.0;31226.0
7825;34;1;3;2003;49582.0;1224.0;117.0;2890.0;403.0;5836.0;8364.0;412.0;30337.0
7826;34;1;3;2004;48588.0;1289.0;133.0;2896.0;393.0;5328.0;8258.0;434.0;29856.0
7827;34;1;3;2005;49641.0;1590.0;105.0;2443.0;460.0;5381.0;8112.0;296.0;31255.0
7828;34;1;3;2006;48537.0;1595.0;174.0;2543.0;425.0;6299.0;9130.0;284.0;28087.0
7829;34;1;3;2007;51530.0;1633.0;202.0;2967.0;397.0;8437.0;8883.0;251.0;28758.0
7830;34;1;3;2008;52989.0;1776.0;201.0;3198.0;406.0;8601.0;8339.0;167.0;30300.0
7831;34;1;3;2009;;;;;;;;;
7832;34;1;3;2010;;;;;;;;;
7833;34;1;1;1990;;;;;;;;;
7834;34;1;1;1991;;;;;;;;;
7835;34;1;1;1992;;;;;;;;;
7836;34;1;1;1993;;;;;;;;;
7837;34;1;1;1994;;;;;;;;;
7838;34;1;1;1995;;;;;;;;;
7839;34;1;1;1996;;;;;;;;;
7840;34;1;1;1997;;;;;;;;;
7841;34;1;1;1998;;;;;;;;;
7842;34;1;1;1999;;;;;;;;;
7843;34;1;1;2000;;;;;;;;;
7844;34;1;1;2001;;;;;;;;;
7845;34;1;1;2002;1636.0;409.0;0.0;13.0;299.0;0.0;186.0;0.0;728.0
7846;34;1;1;2003;1542.0;427.0;0.0;4.0;290.0;0.0;181.0;0.0;640.0
7847;34;1;1;2004;1836.0;498.0;0.0;4.0;277.0;0.0;153.0;0.0;903.0
7848;34;1;1;2005;3698.0;839.0;10.0;4.0;343.0;0.0;4.0;0.0;2499.0
7849;34;1;1;2006;4742.0;929.0;13.0;56.0;335.0;0.0;144.0;0.0;3264.0
7850;34;1;1;2007;3776.0;959.0;9.0;1.0;295.0;0.0;111.0;0.0;2401.0
7851;34;1;1;2008;4254.0;1111.0;13.0;1.0;301.0;0.0;105.0;0.0;2723.0
7852;34;1;1;2009;;;;;;;;;
7853;34;1;1;2010;;;;;;;;;
7854;34;1;2;1990;;;;;;;;;
7855;34;1;2;1991;;;;;;;;;
7856;34;1;2;1992;;;;;;;;;
7857;34;1;2;1993;;;;;;;;;
7858;34;1;2;1994;;;;;;;;;
7859;34;1;2;1995;;;;;;;;;
7860;34;1;2;1996;;;;;;;;;
7861;34;1;2;1997;;;;;;;;;
7862;34;1;2;1998;;;;;;;;;
7863;34;1;2;1999;;;;;;;;;
7864;34;1;2;2000;;;;;;;;;
7865;34;1;2;2001;;;;;;;;;
7866;34;1;2;2002;49048.0;806.0;233.0;2554.0;107.0;6114.0;8253.0;485.0;30497.0
7867;34;1;2;2003;48040.0;797.0;116.0;2886.0;113.0;5836.0;8183.0;412.0;29698.0
7868;34;1;2;2004;46752.0;791.0;133.0;2892.0;116.0;5328.0;8104.0;434.0;28953.0
7869;34;1;2;2005;45943.0;751.0;95.0;2438.0;117.0;5381.0;8108.0;296.0;28756.0
7870;34;1;2;2006;43796.0;666.0;161.0;2487.0;90.0;6299.0;8986.0;284.0;24823.0
7871;34;1;2;2007;47754.0;674.0;194.0;2967.0;102.0;8437.0;8772.0;251.0;26357.0
7872;34;1;2;2008;48734.0;665.0;188.0;3197.0;105.0;8601.0;8234.0;167.0;27577.0
7873;34;1;2;2009;;;;;;;;;
7874;34;1;2;2010;;;;;;;;;
7875;34;2;3;1990;;;;;;;;;
7876;34;2;3;1991;;;;;;;;;
7877;34;2;3;1992;;;;;;;;;
7878;34;2;3;1993;;;;;;;;;
7879;34;2;3;1994;;;;;;;;;
7880;34;2;3;1995;;;;;;;;;
7881;34;2;3;1996;;;;;;;;;
7882;34;2;3;1997;;;;;;;;;
7883;34;2;3;1998;;;;;;;;;
7884;34;2;3;1999;;;;;;;;;
7885;34;2;3;2000;;;;;;;;;
7886;34;2;3;2001;;;;;;;;;
7887;34;2;3;2002;11992.0;9.0;52.0;578.0;1.0;10206.0;0.0;0.0;1145.0
7888;34;2;3;2003;12668.0;0.0;30.0;799.0;0.0;10895.0;0.0;0.0;945.0
7889;34;2;3;2004;10199.0;13.0;46.0;665.0;0.0;9060.0;0.0;0.0;414.0
7890;34;2;3;2005;10284.0;1.0;33.0;1157.0;0.0;8828.0;2.0;0.0;264.0
7891;34;2;3;2006;11566.0;198.0;64.0;1402.0;0.0;9332.0;11.0;0.0;560.0
7892;34;2;3;2007;10453.0;136.0;31.0;1503.0;0.0;8522.0;3.0;0.0;257.0
7893;34;2;3;2008;10633.0;65.0;29.0;1618.0;0.0;8645.0;10.0;0.0;266.0
7894;34;2;3;2009;;;;;;;;;
7895;34;2;3;2010;;;;;;;;;
7896;34;2;1;1990;;;;;;;;;
7897;34;2;1;1991;;;;;;;;;
7898;34;2;1;1992;;;;;;;;;
7899;34;2;1;1993;;;;;;;;;
7900;34;2;1;1994;;;;;;;;;
7901;34;2;1;1995;;;;;;;;;
7902;34;2;1;1996;;;;;;;;;
7903;34;2;1;1997;;;;;;;;;
7904;34;2;1;1998;;;;;;;;;
7905;34;2;1;1999;;;;;;;;;
7906;34;2;1;2000;;;;;;;;;
7907;34;2;1;2001;;;;;;;;;
7908;34;2;1;2002;10.0;9.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
7909;34;2;1;2003;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
7910;34;2;1;2004;13.0;13.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
7911;34;2;1;2005;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
7912;34;2;1;2006;198.0;198.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
7913;34;2;1;2007;136.0;135.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
7914;34;2;1;2008;65.0;65.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
7915;34;2;1;2009;;;;;;;;;
7916;34;2;1;2010;;;;;;;;;
7917;34;2;2;1990;;;;;;;;;
7918;34;2;2;1991;;;;;;;;;
7919;34;2;2;1992;;;;;;;;;
7920;34;2;2;1993;;;;;;;;;
7921;34;2;2;1994;;;;;;;;;
7922;34;2;2;1995;;;;;;;;;
7923;34;2;2;1996;;;;;;;;;
7924;34;2;2;1997;;;;;;;;;
7925;34;2;2;1998;;;;;;;;;
7926;34;2;2;1999;;;;;;;;;
7927;34;2;2;2000;;;;;;;;;
7928;34;2;2;2001;;;;;;;;;
7929;34;2;2;2002;11982.0;0.0;52.0;578.0;0.0;10206.0;0.0;0.0;1145.0
7930;34;2;2;2003;12668.0;0.0;30.0;799.0;0.0;10895.0;0.0;0.0;945.0
7931;34;2;2;2004;10186.0;0.0;46.0;665.0;0.0;9060.0;0.0;0.0;414.0
7932;34;2;2;2005;10284.0;0.0;33.0;1157.0;0.0;8828.0;2.0;0.0;264.0
7933;34;2;2;2006;11368.0;0.0;63.0;1402.0;0.0;9332.0;11.0;0.0;560.0
7934;34;2;2;2007;10317.0;1.0;31.0;1503.0;0.0;8522.0;3.0;0.0;257.0
7935;34;2;2;2008;10569.0;0.0;29.0;1618.0;0.0;8645.0;10.0;0.0;266.0
7936;34;2;2;2009;;;;;;;;;
7937;34;2;2;2010;;;;;;;;;
7938;35;3;3;1990;34075.0;;;;;;;;
7939;35;3;3;1991;35891.0;;;;;;;;
7940;35;3;3;1992;36787.0;;;;;;;;
7941;35;3;3;1993;36501.0;;;;;;;;
7942;35;3;3;1994;38189.0;;;;;;;;
7943;35;3;3;1995;41062.0;;;;;;;;
7944;35;3;3;1996;42830.0;;;;;;;;
7945;35;3;3;1997;45369.0;;;;;;;;
7946;35;3;3;1998;47965.0;;;;;;;;
7947;35;3;3;1999;51179.0;;;;;;;;
7948;35;3;3;2000;52287.0;;;;;;;;
7949;35;3;3;2001;52501.0;;;;;;;;
7950;35;3;3;2002;51302.0;891.0;282.0;2973.0;346.0;14925.0;1188.0;195.0;30502.0
7951;35;3;3;2003;51832.0;905.0;146.0;3236.0;342.0;15462.0;1711.0;130.0;29901.0
7952;35;3;3;2004;49139.0;977.0;180.0;3027.0;333.0;13751.0;1566.0;161.0;29144.0
7953;35;3;3;2005;49107.0;1245.0;138.0;2641.0;407.0;13236.0;1490.0;136.0;29814.0
7954;35;3;3;2006;48640.0;1330.0;237.0;3281.0;378.0;14591.0;1930.0;84.0;26808.0
7955;35;3;3;2007;50019.0;936.0;227.0;3867.0;354.0;16060.0;1168.0;49.0;27358.0
7956;35;3;3;2008;52127.0;953.0;227.0;4243.0;365.0;16391.0;1069.0;40.0;28839.0
7957;35;3;3;2009;52331.0;959.0;760.0;5507.0;481.0;17031.0;1121.0;65.0;26406.0
7958;35;3;3;2010;50177.0;1022.0;827.0;4879.0;511.0;16356.0;1213.0;98.0;25272.0
7959;35;3;1;1990;;;;;;;;;
7960;35;3;1;1991;;;;;;;;;
7961;35;3;1;1992;;;;;;;;;
7962;35;3;1;1993;;;;;;;;;
7963;35;3;1;1994;;;;;;;;;
7964;35;3;1;1995;;;;;;;;;
7965;35;3;1;1996;;;;;;;;;
7966;35;3;1;1997;;;;;;;;;
7967;35;3;1;1998;;;;;;;;;
7968;35;3;1;1999;;;;;;;;;
7969;35;3;1;2000;;;;;;;;;
7970;35;3;1;2001;;;;;;;;;
7971;35;3;1;2002;931.0;211.0;0.0;5.0;258.0;0.0;135.0;0.0;322.0
7972;35;3;1;2003;864.0;221.0;0.0;1.0;248.0;0.0;123.0;0.0;271.0
7973;35;3;1;2004;1239.0;301.0;0.0;1.0;236.0;0.0;122.0;0.0;579.0
7974;35;3;1;2005;2515.0;535.0;10.0;1.0;301.0;0.0;1.0;0.0;1667.0
7975;35;3;1;2006;3877.0;730.0;13.0;43.0;300.0;0.0;11.0;0.0;2779.0
7976;35;3;1;2007;1830.0;366.0;8.0;1.0;266.0;0.0;8.0;0.0;1181.0
7977;35;3;1;2008;2169.0;428.0;13.0;1.0;271.0;0.0;8.0;0.0;1449.0
7978;35;3;1;2009;;;;;;;;;
7979;35;3;1;2010;;;;;;;;;
7980;35;3;2;1990;;;;;;;;;
7981;35;3;2;1991;;;;;;;;;
7982;35;3;2;1992;;;;;;;;;
7983;35;3;2;1993;;;;;;;;;
7984;35;3;2;1994;;;;;;;;;
7985;35;3;2;1995;;;;;;;;;
7986;35;3;2;1996;;;;;;;;;
7987;35;3;2;1997;;;;;;;;;
7988;35;3;2;1998;;;;;;;;;
7989;35;3;2;1999;;;;;;;;;
7990;35;3;2;2000;;;;;;;;;
7991;35;3;2;2001;;;;;;;;;
7992;35;3;2;2002;50370.0;680.0;282.0;2968.0;88.0;14925.0;1053.0;195.0;30180.0
7993;35;3;2;2003;50968.0;684.0;146.0;3235.0;94.0;15462.0;1588.0;130.0;29630.0
7994;35;3;2;2004;47900.0;676.0;179.0;3027.0;98.0;13751.0;1444.0;161.0;28565.0
7995;35;3;2;2005;46592.0;710.0;128.0;2640.0;105.0;13236.0;1489.0;136.0;28147.0
7996;35;3;2;2006;44763.0;600.0;224.0;3238.0;78.0;14591.0;1919.0;84.0;24029.0
7997;35;3;2;2007;48189.0;570.0;219.0;3866.0;88.0;16060.0;1160.0;49.0;26177.0
7998;35;3;2;2008;49958.0;524.0;215.0;4242.0;94.0;16391.0;1061.0;40.0;27390.0
7999;35;3;2;2009;;;;;;;;;
8000;35;3;2;2010;;;;;;;;;
8001;35;1;3;1990;;;;;;;;;
8002;35;1;3;1991;;;;;;;;;
8003;35;1;3;1992;;;;;;;;;
8004;35;1;3;1993;;;;;;;;;
8005;35;1;3;1994;;;;;;;;;
8006;35;1;3;1995;;;;;;;;;
8007;35;1;3;1996;;;;;;;;;
8008;35;1;3;1997;;;;;;;;;
8009;35;1;3;1998;;;;;;;;;
8010;35;1;3;1999;;;;;;;;;
8011;35;1;3;2000;;;;;;;;;
8012;35;1;3;2001;;;;;;;;;
8013;35;1;3;2002;40125.0;887.0;230.0;2421.0;345.0;5501.0;1188.0;195.0;29357.0
8014;35;1;3;2003;40070.0;905.0;116.0;2527.0;342.0;5383.0;1711.0;130.0;28956.0
8015;35;1;3;2004;39377.0;974.0;133.0;2412.0;333.0;5067.0;1566.0;161.0;28730.0
8016;35;1;3;2005;39937.0;1245.0;105.0;1858.0;407.0;5148.0;1490.0;136.0;29550.0
8017;35;1;3;2006;38255.0;1187.0;174.0;2211.0;378.0;6045.0;1927.0;84.0;26249.0
8018;35;1;3;2007;40618.0;836.0;196.0;2706.0;353.0;8209.0;1167.0;49.0;27101.0
8019;35;1;3;2008;42459.0;907.0;198.0;2934.0;365.0;8376.0;1066.0;40.0;28572.0
8020;35;1;3;2009;;;;;;;;;
8021;35;1;3;2010;;;;;;;;;
8022;35;1;1;1990;;;;;;;;;
8023;35;1;1;1991;;;;;;;;;
8024;35;1;1;1992;;;;;;;;;
8025;35;1;1;1993;;;;;;;;;
8026;35;1;1;1994;;;;;;;;;
8027;35;1;1;1995;;;;;;;;;
8028;35;1;1;1996;;;;;;;;;
8029;35;1;1;1997;;;;;;;;;
8030;35;1;1;1998;;;;;;;;;
8031;35;1;1;1999;;;;;;;;;
8032;35;1;1;2000;;;;;;;;;
8033;35;1;1;2001;;;;;;;;;
8034;35;1;1;2002;926.0;207.0;0.0;5.0;257.0;0.0;135.0;0.0;322.0
8035;35;1;1;2003;864.0;221.0;0.0;1.0;248.0;0.0;123.0;0.0;271.0
8036;35;1;1;2004;1236.0;298.0;0.0;1.0;236.0;0.0;122.0;0.0;579.0
8037;35;1;1;2005;2515.0;535.0;10.0;1.0;301.0;0.0;1.0;0.0;1667.0
8038;35;1;1;2006;3734.0;587.0;13.0;43.0;300.0;0.0;11.0;0.0;2779.0
8039;35;1;1;2007;1731.0;267.0;8.0;1.0;265.0;0.0;8.0;0.0;1181.0
8040;35;1;1;2008;2123.0;382.0;13.0;1.0;271.0;0.0;8.0;0.0;1449.0
8041;35;1;1;2009;;;;;;;;;
8042;35;1;1;2010;;;;;;;;;
8043;35;1;2;1990;;;;;;;;;
8044;35;1;2;1991;;;;;;;;;
8045;35;1;2;1992;;;;;;;;;
8046;35;1;2;1993;;;;;;;;;
8047;35;1;2;1994;;;;;;;;;
8048;35;1;2;1995;;;;;;;;;
8049;35;1;2;1996;;;;;;;;;
8050;35;1;2;1997;;;;;;;;;
8051;35;1;2;1998;;;;;;;;;
8052;35;1;2;1999;;;;;;;;;
8053;35;1;2;2000;;;;;;;;;
8054;35;1;2;2001;;;;;;;;;
8055;35;1;2;2002;39198.0;680.0;230.0;2416.0;88.0;5501.0;1053.0;195.0;29035.0
8056;35;1;2;2003;39206.0;684.0;116.0;2526.0;94.0;5383.0;1588.0;130.0;28686.0
8057;35;1;2;2004;38141.0;676.0;133.0;2412.0;98.0;5067.0;1444.0;161.0;28151.0
8058;35;1;2;2005;37423.0;710.0;95.0;1856.0;105.0;5148.0;1489.0;136.0;27884.0
8059;35;1;2;2006;34522.0;600.0;161.0;2168.0;78.0;6045.0;1916.0;84.0;23470.0
8060;35;1;2;2007;38887.0;569.0;188.0;2705.0;88.0;8209.0;1159.0;49.0;25919.0
8061;35;1;2;2008;40336.0;524.0;185.0;2934.0;94.0;8376.0;1059.0;40.0;27123.0
8062;35;1;2;2009;;;;;;;;;
8063;35;1;2;2010;;;;;;;;;
8064;35;2;3;1990;;;;;;;;;
8065;35;2;3;1991;;;;;;;;;
8066;35;2;3;1992;;;;;;;;;
8067;35;2;3;1993;;;;;;;;;
8068;35;2;3;1994;;;;;;;;;
8069;35;2;3;1995;;;;;;;;;
8070;35;2;3;1996;;;;;;;;;
8071;35;2;3;1997;;;;;;;;;
8072;35;2;3;1998;;;;;;;;;
8073;35;2;3;1999;;;;;;;;;
8074;35;2;3;2000;;;;;;;;;
8075;35;2;3;2001;;;;;;;;;
8076;35;2;3;2002;11177.0;4.0;52.0;552.0;1.0;9424.0;0.0;0.0;1145.0
8077;35;2;3;2003;11762.0;0.0;30.0;709.0;0.0;10079.0;0.0;0.0;945.0
8078;35;2;3;2004;9762.0;3.0;46.0;615.0;0.0;8684.0;0.0;0.0;414.0
8079;35;2;3;2005;9169.0;0.0;33.0;783.0;0.0;8088.0;0.0;0.0;264.0
8080;35;2;3;2006;10384.0;143.0;63.0;1070.0;0.0;8546.0;3.0;0.0;560.0
8081;35;2;3;2007;9401.0;99.0;31.0;1161.0;0.0;7851.0;1.0;0.0;257.0
8082;35;2;3;2008;9668.0;46.0;29.0;1308.0;0.0;8016.0;2.0;0.0;266.0
8083;35;2;3;2009;;;;;;;;;
8084;35;2;3;2010;;;;;;;;;
8085;35;2;1;1990;;;;;;;;;
8086;35;2;1;1991;;;;;;;;;
8087;35;2;1;1992;;;;;;;;;
8088;35;2;1;1993;;;;;;;;;
8089;35;2;1;1994;;;;;;;;;
8090;35;2;1;1995;;;;;;;;;
8091;35;2;1;1996;;;;;;;;;
8092;35;2;1;1997;;;;;;;;;
8093;35;2;1;1998;;;;;;;;;
8094;35;2;1;1999;;;;;;;;;
8095;35;2;1;2000;;;;;;;;;
8096;35;2;1;2001;;;;;;;;;
8097;35;2;1;2002;5.0;4.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
8098;35;2;1;2003;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
8099;35;2;1;2004;3.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
8100;35;2;1;2005;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
8101;35;2;1;2006;143.0;143.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
8102;35;2;1;2007;99.0;99.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
8103;35;2;1;2008;46.0;46.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
8104;35;2;1;2009;;;;;;;;;
8105;35;2;1;2010;;;;;;;;;
8106;35;2;2;1990;;;;;;;;;
8107;35;2;2;1991;;;;;;;;;
8108;35;2;2;1992;;;;;;;;;
8109;35;2;2;1993;;;;;;;;;
8110;35;2;2;1994;;;;;;;;;
8111;35;2;2;1995;;;;;;;;;
8112;35;2;2;1996;;;;;;;;;
8113;35;2;2;1997;;;;;;;;;
8114;35;2;2;1998;;;;;;;;;
8115;35;2;2;1999;;;;;;;;;
8116;35;2;2;2000;;;;;;;;;
8117;35;2;2;2001;;;;;;;;;
8118;35;2;2;2002;11172.0;0.0;52.0;552.0;0.0;9424.0;0.0;0.0;1145.0
8119;35;2;2;2003;11762.0;0.0;30.0;709.0;0.0;10079.0;0.0;0.0;945.0
8120;35;2;2;2004;9759.0;0.0;46.0;615.0;0.0;8684.0;0.0;0.0;414.0
8121;35;2;2;2005;9169.0;0.0;33.0;783.0;0.0;8088.0;0.0;0.0;264.0
8122;35;2;2;2006;10241.0;0.0;63.0;1070.0;0.0;8546.0;3.0;0.0;560.0
8123;35;2;2;2007;9302.0;1.0;31.0;1161.0;0.0;7851.0;1.0;0.0;257.0
8124;35;2;2;2008;9622.0;0.0;29.0;1308.0;0.0;8016.0;2.0;0.0;266.0
8125;35;2;2;2009;;;;;;;;;
8126;35;2;2;2010;;;;;;;;;
8127;36;3;3;1990;3709.0;;;;;;;;
8128;36;3;3;1991;3926.0;;;;;;;;
8129;36;3;3;1992;3850.0;;;;;;;;
