ID;BewerkingsEnVerwerkingsmethode;Sbi93;Perioden;TotaalBedrijfsafvalstoffen_1;TotaalProcesafhankelijkAfval_2;TotaalOrganisch_3;PapierKarton_4;Hout_5;Kunststoffen_6;OrganischBiologisch_7;OverigOrganisch_8;TotaalAnorganisch_9;FerroMetalen_10;NonFerroMetalen_11;SteenachtigMateriaal_12;OverigAnorganisch_13;TotaalSlib_14;OrganischBiologischSlib_15;AnorganischSlib_16;OverigSlib_17;GevaarlijkAfval_18;OverigGescheiden_19;GemengdAangeboden_20;TotaalProcesonafhankelijkAfval_21;TotaalOrganisch_22;PapierKarton_23;Hout_24;Kunststoffen_25;OverigOrganisch_26;TotaalAnorganisch_27;FerroMetalen_28;NonFerroMetalen_29;SteenachtigMateriaal_30;OverigAnorganisch_31;OverigGescheiden_32;GemengdAangeboden_33;Hergebruik_34;EindverwerkingTotaal_35;Storten_36;Verbranden_37;ScheidenAchteraf_38;Anders_39;Hergebruik_40;EindverwerkingTotaal_41;Storten_42;Verbranden_43;ScheidenAchteraf_44;Anders_45;TotaalBedrijfsafvalstoffen_46;ProcesafhankelijkAfvalTotaal_47;k_19Werknemers_48;k_1019Werknemers_49;k_2049Werknemers_50;k_5099Werknemers_51;k_100199Werknemers_52;k_200499Werknemers_53;k_500OfMeerWerknemers_54;ProcesonafhankelijkAfvalTotaal_55;k_19Werknemers_56;k_1019Werknemers_57;k_2049Werknemers_58;k_5099Werknemers_59;k_100199Werknemers_60;k_200499Werknemers_61;k_500OfMeerWerknemers_62
397;Hergebruik;26 Glas-,glaswerk-,cement-,kalkind.;2002;803;776;1;0;0;0;0;1;713;15;0;620;78;62;0;57;4;0;0.0;0;27;18.0;6.0;8.0;2.0;0.0;9.0;8.0;0.0;0.0;0.0;1;0;776.0;;;;;;27.0;;;;;;803;776;59.0;65.0;93.0;147.0;119.0;97.0;198.0;27;2.0;3.0;5.0;2.0;4.0;4.0;6.0
398;Hergebruik;26 Glas-,glaswerk-,cement-,kalkind.;2003;757;733;0;0;0;0;0;0;676;13;0;591;72;54;0;53;1;0;0.0;0;25;16.0;6.0;8.0;2.0;0.0;8.0;8.0;0.0;0.0;0.0;1;0;732.0;;;;;;25.0;;;;;;757;733;;;;;;;;25;;;;;;;
399;Hergebruik;DJ Basismetaal- en metaalproductenind.;1994;420;391;5;1;0;0;4;0;387;250;35;61;40;0;0;0;0;0;;0;29;9.0;5.0;2.0;1.0;0.0;20.0;20.0;0.0;0.0;0.0;0;0;391.0;;;;;;29.0;;;;;;420;391;;24.0;11.0;31.0;76.0;79.0;170.0;29;;0.0;1.0;2.0;2.0;2.0;22.0
400;Hergebruik;DJ Basismetaal- en metaalproductenind.;1996;524;498;5;1;2;2;0;0;494;209;44;159;81;0;0;0;0;0;;0;26;17.0;8.0;8.0;1.0;0.0;9.0;9.0;0.0;0.0;0.0;0;0;498.0;;;;;;26.0;;;;;;524;498;;43.0;19.0;49.0;95.0;105.0;187.0;26;;2.0;4.0;1.0;3.0;4.0;11.0
401;Hergebruik;DJ Basismetaal- en metaalproductenind.;1998;832;652;3;0;3;0;0;0;550;247;35;177;91;16;0;2;14;0;0.0;82;182;21.0;9.0;11.0;1.0;0.0;10.0;9.0;0.0;1.0;0.0;127;22;652.0;;;;;;182.0;;;;;;832;652;;67.0;10.0;65.0;70.0;88.0;353.0;182;;2.0;1.0;3.0;5.0;4.0;165.0
402;Hergebruik;DJ Basismetaal- en metaalproductenind.;2000;2650;2611;11;5;4;2;0;0;2435;443;43;1749;200;21;0;1;20;28;0.0;115;37;26.0;13.0;10.0;1.0;0.0;8.0;6.0;0.0;0.0;2.0;3;1;2611.0;;;;;;37.0;;;;;;2650;2611;;3.0;59.0;59.0;118.0;161.0;2213.0;37;;1.0;3.0;5.0;10.0;8.0;12.0
403;Hergebruik;DJ Basismetaal- en metaalproductenind.;2001;2595;2558;11;5;4;2;0;0;2386;398;43;1756;190;19;0;1;18;28;0.0;113;37;25.0;13.0;9.0;1.0;0.0;11.0;6.0;0.0;0.0;5.0;0;1;2557.0;;;;;;37.0;;;;;;2595;2558;;;;;;;;37;;;;;;;
404;Hergebruik;DJ Basismetaal- en metaalproductenind.;2002;2565;2494;6;3;2;0;0;1;2469;371;60;1843;194;5;0;4;1;0;0.0;13;71;42.0;22.0;17.0;3.0;0.0;29.0;17.0;1.0;0.0;11.0;0;0;2494.0;;;;;;71.0;;;;;;2565;2494;13.0;12.0;21.0;75.0;108.0;111.0;2153.0;71;1.0;1.0;4.0;16.0;8.0;5.0;35.0
405;Hergebruik;DJ Basismetaal- en metaalproductenind.;2003;2597;2526;5;3;2;0;0;0;2404;347;59;1887;111;6;0;4;2;95;0.0;13;71;42.0;22.0;17.0;3.0;0.0;29.0;17.0;1.0;0.0;11.0;0;0;2525.0;;;;;;71.0;;;;;;2597;2526;;;;;;;;71;;;;;;;
406;Hergebruik;27 Basis metaalindustrie;1994;182;161;0;0;0;0;0;0;160;45;19;61;36;0;0;0;0;0;;0;22;3.0;2.0;1.0;0.0;0.0;19.0;18.0;0.0;0.0;0.0;0;0;161.0;;;;;;22.0;;;;;;182;161;;6.0;4.0;1.0;13.0;22.0;115.0;22;;0.0;0.0;0.0;1.0;1.0;20.0
407;Hergebruik;27 Basis metaalindustrie;1996;260;248;2;0;0;2;0;0;246;42;19;126;59;0;0;0;0;0;;0;12;6.0;2.0;3.0;0.0;0.0;6.0;6.0;0.0;0.0;0.0;0;0;248.0;;;;;;12.0;;;;;;260;248;;1.0;8.0;18.0;33.0;50.0;138.0;12;;0.0;0.0;0.0;1.0;1.0;9.0
408;Hergebruik;27 Basis metaalindustrie;1998;565;400;0;0;0;0;0;0;316;96;11;121;88;2;0;2;0;0;0.0;82;166;8.0;2.0;6.0;0.0;0.0;8.0;7.0;0.0;1.0;0.0;127;22;400.0;;;;;;166.0;;;;;;565;400;;4.0;2.0;30.0;39.0;32.0;294.0;166;;0.0;0.0;0.0;1.0;1.0;163.0
409;Hergebruik;27 Basis metaalindustrie;2000;2334;2316;0;0;0;0;0;0;2167;205;21;1748;194;5;0;1;4;28;0.0;115;17;8.0;2.0;5.0;0.0;0.0;6.0;4.0;0.0;0.0;2.0;3;1;2316.0;;;;;;17.0;;;;;;2334;2316;;0.0;29.0;19.0;62.0;55.0;2151.0;17;;0.0;0.0;0.0;4.0;3.0;10.0
410;Hergebruik;27 Basis metaalindustrie;2001;2282;2265;0;0;0;0;0;0;2120;162;21;1754;184;4;0;1;3;28;0.0;113;17;7.0;2.0;4.0;0.0;0.0;9.0;4.0;0.0;0.0;5.0;0;1;2265.0;;;;;;17.0;;;;;;2282;2265;;;;;;;;17;;;;;;;
411;Hergebruik;27 Basis metaalindustrie;2002;2259;2221;1;0;0;0;0;1;2202;156;13;1841;192;5;0;4;1;0;0.0;13;38;12.0;4.0;7.0;1.0;0.0;26.0;14.0;1.0;0.0;11.0;0;0;2221.0;;;;;;38.0;;;;;;2259;2221;5.0;4.0;6.0;34.0;47.0;42.0;2082.0;38;0.0;0.0;0.0;1.0;2.0;1.0;33.0
412;Hergebruik;27 Basis metaalindustrie;2003;2301;2262;0;0;0;0;0;0;2147;139;14;1885;109;6;0;4;2;95;0.0;13;39;12.0;4.0;7.0;1.0;0.0;26.0;14.0;1.0;0.0;11.0;0;0;2261.0;;;;;;39.0;;;;;;2301;2262;;;;;;;;39;;;;;;;
413;Hergebruik;28 Metaalproductenindustrie;1994;238;231;5;1;0;0;4;0;226;205;17;0;4;0;0;0;0;0;;0;7;6.0;4.0;2.0;1.0;0.0;2.0;2.0;0.0;0.0;0.0;0;0;231.0;;;;;;7.0;;;;;;238;231;;18.0;7.0;30.0;64.0;57.0;55.0;8;;0.0;1.0;2.0;2.0;2.0;2.0
414;Hergebruik;28 Metaalproductenindustrie;1996;265;251;3;1;2;0;0;0;248;167;25;33;22;0;0;0;0;0;;0;14;11.0;6.0;4.0;1.0;0.0;3.0;3.0;0.0;0.0;0.0;0;0;251.0;;;;;;14.0;;;;;;265;251;;42.0;11.0;31.0;62.0;55.0;49.0;14;;2.0;4.0;1.0;2.0;3.0;2.0
415;Hergebruik;28 Metaalproductenindustrie;1998;267;252;3;0;3;0;0;0;234;151;24;56;3;14;0;0;14;0;0.0;0;16;13.0;7.0;5.0;1.0;0.0;2.0;2.0;0.0;0.0;0.0;0;0;252.0;;;;;;16.0;;;;;;267;252;;63.0;8.0;35.0;31.0;56.0;59.0;16;;2.0;1.0;3.0;4.0;3.0;2.0
416;Hergebruik;28 Metaalproductenindustrie;2000;316;295;11;5;4;2;0;0;268;238;22;2;7;16;0;0;16;0;0.0;0;20;18.0;11.0;5.0;1.0;0.0;2.0;2.0;0.0;0.0;0.0;0;0;295.0;;;;;;20.0;;;;;;316;295;;3.0;30.0;40.0;56.0;106.0;62.0;20;;1.0;3.0;5.0;6.0;5.0;2.0
417;Hergebruik;28 Metaalproductenindustrie;2001;313;293;11;5;4;2;0;0;266;236;22;2;6;15;0;0;15;0;0.0;0;20;18.0;11.0;5.0;1.0;0.0;2.0;2.0;0.0;0.0;0.0;0;0;292.0;;;;;;20.0;;;;;;313;293;;;;;;;;20;;;;;;;
418;Hergebruik;28 Metaalproductenindustrie;2002;306;273;5;3;2;0;0;0;267;215;47;2;2;0;0;0;0;0;0.0;0;33;30.0;18.0;10.0;2.0;0.0;3.0;3.0;0.0;0.0;0.0;0;0;273.0;;;;;;33.0;;;;;;306;273;8.0;8.0;15.0;41.0;61.0;69.0;71.0;33;1.0;1.0;4.0;15.0;6.0;4.0;2.0
419;Hergebruik;28 Metaalproductenindustrie;2003;296;264;5;3;2;0;0;0;257;208;45;2;2;0;0;0;0;0;0.0;0;32;30.0;18.0;10.0;2.0;0.0;3.0;3.0;0.0;0.0;0.0;0;0;264.0;;;;;;32.0;;;;;;296;264;;;;;;;;32;;;;;;;
420;Hergebruik;29 Machine- en apparatenindustrie;1994;120;111;8;0;4;4;0;0;102;86;12;0;6;1;0;0;1;0;;0;9;7.0;5.0;1.0;1.0;0.0;2.0;1.0;0.0;0.0;0.0;0;0;111.0;;;;;;9.0;;;;;;120;111;;6.0;21.0;33.0;29.0;16.0;6.0;9;;0.0;1.0;2.0;2.0;3.0;1.0
421;Hergebruik;29 Machine- en apparatenindustrie;1996;102;90;0;0;0;0;0;0;90;54;11;0;25;0;0;0;0;0;;0;12;10.0;7.0;3.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;0;0;90.0;;;;;;12.0;;;;;;102;90;;2.0;8.0;12.0;35.0;25.0;8.0;12;;0.0;3.0;2.0;3.0;2.0;1.0
422;Hergebruik;29 Machine- en apparatenindustrie;1998;96;79;1;0;1;0;0;0;77;53;19;0;5;0;0;0;0;0;0.0;0;17;14.0;7.0;7.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0;2;79.0;;;;;;17.0;;;;;;96;79;;1.0;11.0;11.0;24.0;21.0;11.0;17;;1.0;3.0;4.0;4.0;5.0;1.0
423;Hergebruik;29 Machine- en apparatenindustrie;2000;82;67;1;0;1;0;0;0;65;52;13;0;0;0;0;0;0;0;0.0;0;15;14.0;9.0;5.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0;0;67.0;;;;;;15.0;;;;;;82;67;;2.0;9.0;8.0;17.0;20.0;12.0;15;;1.0;4.0;3.0;3.0;4.0;1.0
424;Hergebruik;29 Machine- en apparatenindustrie;2001;82;67;1;0;1;0;0;0;65;52;13;0;0;0;0;0;0;0;0.0;0;16;14.0;9.0;5.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;0;0;67.0;;;;;;16.0;;;;;;82;67;;;;;;;;16;;;;;;;
425;Hergebruik;29 Machine- en apparatenindustrie;2002;103;81;1;0;1;0;0;0;79;65;12;0;2;0;0;0;0;0;0.0;0;23;17.0;9.0;7.0;0.0;0.0;6.0;2.0;0.0;1.0;2.0;0;0;81.0;;;;;;23.0;;;;;;103;81;1.0;1.0;9.0;15.0;22.0;23.0;9.0;23;1.0;1.0;5.0;3.0;8.0;5.0;1.0
426;Hergebruik;29 Machine- en apparatenindustrie;2003;98;77;1;0;1;0;0;0;75;62;11;0;2;0;0;0;0;0;0.0;0;22;16.0;9.0;7.0;0.0;0.0;5.0;2.0;0.0;1.0;2.0;0;0;77.0;;;;;;22.0;;;;;;98;77;;;;;;;;22;;;;;;;
427;Hergebruik;3000a Vervaard. v. elektrische apparaten;1994;64;39;6;0;2;3;0;0;34;14;12;2;6;0;0;0;0;0;;0;24;16.0;12.0;4.0;1.0;0.0;8.0;4.0;3.0;0.0;1.0;0;0;39.0;;;;;;24.0;;;;;;64;39;;0.0;0.0;5.0;1.0;4.0;29.0;24;;1.0;0.0;1.0;1.0;1.0;20.0
428;Hergebruik;3000a Vervaard. v. elektrische apparaten;1996;51;33;2;0;0;2;0;0;31;14;9;0;9;0;0;0;0;0;;0;19;16.0;11.0;3.0;1.0;0.0;3.0;1.0;2.0;0.0;0.0;0;0;33.0;;;;;;19.0;;;;;;51;33;;0.0;1.0;3.0;1.0;3.0;25.0;19;;4.0;0.0;1.0;2.0;2.0;9.0
429;Hergebruik;3000a Vervaard. v. elektrische apparaten;1998;54;35;1;0;0;1;0;0;31;17;7;0;7;0;0;0;0;0;0.0;0;20;17.0;13.0;4.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;0;0;35.0;;;;;;20.0;;;;;;54;35;;0.0;1.0;1.0;2.0;2.0;28.0;20;;1.0;1.0;1.0;1.0;3.0;13.0
430;Hergebruik;3000a Vervaard. v. elektrische apparaten;2000;79;55;5;1;0;2;0;2;49;27;7;4;11;0;0;0;0;0;0.0;1;24;23.0;12.0;10.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0;0;55.0;;;;;;24.0;;;;;;79;55;;2.0;2.0;4.0;2.0;9.0;36.0;24;;1.0;0.0;0.0;3.0;3.0;17.0
431;Hergebruik;3000a Vervaard. v. elektrische apparaten;2001;81;57;6;1;0;3;0;2;49;27;7;4;10;0;0;0;0;0;0.0;1;26;24.0;14.0;10.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0;0;57.0;;;;;;26.0;;;;;;81;57;;;;;;;;26;;;;;;;
432;Hergebruik;3000a Vervaard. v. elektrische apparaten;2002;112;52;3;2;0;2;0;0;48;25;8;4;10;0;0;0;0;0;0.0;0;60;18.0;14.0;4.0;0.0;0.0;43.0;2.0;0.0;0.0;41.0;0;0;52.0;;;;;;60.0;;;;;;112;52;1.0;1.0;0.0;0.0;3.0;12.0;34.0;60;2.0;2.0;1.0;1.0;1.0;43.0;10.0
433;Hergebruik;3000a Vervaard. v. elektrische apparaten;2003;105;49;3;2;0;1;0;0;45;24;7;4;10;0;0;0;0;0;0.0;0;56;17.0;13.0;4.0;0.0;0.0;40.0;2.0;0.0;0.0;38.0;0;0;49.0;;;;;;56.0;;;;;;105;49;;;;;;;;56;;;;;;;
434;Hergebruik;3400a Transportmiddelenindustrie;1994;95;87;1;0;0;0;0;0;87;86;1;0;0;0;0;0;0;0;;0;8;7.0;4.0;3.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0;0;87.0;;;;;;8.0;;;;;;95;87;;3.0;0.0;1.0;5.0;14.0;64.0;8;;3.0;0.0;0.0;0.0;1.0;4.0
435;Hergebruik;3400a Transportmiddelenindustrie;1996;85;75;2;0;2;0;0;0;73;71;2;0;1;0;0;0;0;0;;0;10;10.0;5.0;4.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0;0;75.0;;;;;;10.0;;;;;;85;75;;3.0;1.0;1.0;9.0;13.0;48.0;10;;2.0;0.0;0.0;1.0;2.0;4.0
436;Hergebruik;3400a Transportmiddelenindustrie;1998;133;118;1;0;1;0;0;0;115;110;5;0;0;0;0;0;0;0;0.0;0;15;13.0;9.0;4.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;0;0;118.0;;;;;;15.0;;;;;;133;118;;1.0;0.0;4.0;11.0;16.0;85.0;15;;1.0;1.0;1.0;3.0;2.0;7.0
437;Hergebruik;3400a Transportmiddelenindustrie;2000;146;130;1;0;0;0;0;1;127;123;4;0;0;0;0;0;0;0;0.0;2;16;15.0;9.0;4.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0;0;130.0;;;;;;16.0;;;;;;146;130;;3.0;0.0;5.0;14.0;22.0;86.0;16;;0.0;1.0;1.0;5.0;2.0;6.0
438;Hergebruik;3400a Transportmiddelenindustrie;2001;147;131;1;0;0;0;0;1;128;120;7;0;0;0;0;0;0;0;0.0;2;16;15.0;9.0;5.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0;0;131.0;;;;;;16.0;;;;;;147;131;;;;;;;;16;;;;;;;
439;Hergebruik;3400a Transportmiddelenindustrie;2002;166;145;1;0;0;0;0;1;143;134;4;0;5;1;0;0;1;0;0.0;0;21;18.0;9.0;8.0;0.0;0.0;3.0;1.0;0.0;0.0;2.0;0;0;145.0;;;;;;21.0;;;;;;166;145;1.0;0.0;16.0;13.0;25.0;17.0;73.0;21;2.0;1.0;3.0;1.0;4.0;5.0;6.0
440;Hergebruik;3400a Transportmiddelenindustrie;2003;156;136;0;0;0;0;0;0;135;126;4;0;5;0;0;0;0;0;0.0;0;21;17.0;9.0;8.0;0.0;0.0;3.0;1.0;0.0;0.0;2.0;0;0;136.0;;;;;;21.0;;;;;;156;136;;;;;;;;21;;;;;;;
441;Hergebruik;36 Meubelind en overige industrie n.e.g.;1994;41;27;19;1;9;2;7;1;8;8;0;0;0;0;0;0;0;0;;0;14;13.0;10.0;2.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0;0;27.0;;;;;;14.0;;;;;;41;27;;3.0;1.0;1.0;2.0;9.0;11.0;14;;0.0;1.0;1.0;0.0;2.0;10.0
442;Hergebruik;36 Meubelind en overige industrie n.e.g.;1996;76;55;42;0;23;4;16;0;13;10;0;0;2;0;0;0;0;0;;0;21;19.0;12.0;4.0;3.0;0.0;3.0;2.0;0.0;0.0;0.0;0;0;55.0;;;;;;21.0;;;;;;76;55;;8.0;7.0;8.0;2.0;7.0;23.0;21;;1.0;4.0;1.0;1.0;2.0;13.0
443;Hergebruik;36 Meubelind en overige industrie n.e.g.;1998;62;47;30;1;13;4;12;0;16;15;1;0;0;0;0;0;0;0;0.0;0;15;13.0;11.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0;0;47.0;;;;;;15.0;;;;;;62;47;;5.0;3.0;10.0;0.0;9.0;19.0;15;;0.0;1.0;1.0;1.0;2.0;9.0
444;Hergebruik;36 Meubelind en overige industrie n.e.g.;2000;87;68;41;1;21;1;13;5;26;25;1;0;0;0;0;0;0;0;0.0;0;19;18.0;13.0;4.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0;0;68.0;;;;;;19.0;;;;;;87;68;;13.0;2.0;13.0;11.0;10.0;19.0;19;;1.0;2.0;1.0;2.0;3.0;9.0
445;Hergebruik;36 Meubelind en overige industrie n.e.g.;2001;120;99;72;1;52;1;13;5;26;25;0;0;0;0;0;0;0;0;0.0;0;22;20.0;15.0;4.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0;0;99.0;;;;;;22.0;;;;;;120;99;;;;;;;;22;;;;;;;
446;Hergebruik;36 Meubelind en overige industrie n.e.g.;2002;129;108;86;2;63;1;20;0;22;15;0;2;5;0;0;0;0;0;0.0;0;21;20.0;15.0;2.0;2.0;1.0;1.0;0.0;0.0;0.0;0.0;0;0;108.0;;;;;;21.0;;;;;;129;108;25.0;11.0;27.0;1.0;5.0;8.0;32.0;21;1.0;1.0;5.0;1.0;1.0;3.0;9.0
447;Hergebruik;36 Meubelind en overige industrie n.e.g.;2003;123;103;82;2;60;1;19;0;20;14;0;2;4;0;0;0;0;0;0.0;0;20;18.0;14.0;2.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0;0;103.0;;;;;;20.0;;;;;;123;103;;;;;;;;20;;;;;;;
448;Hergebruik;37 Voorbereiding tot recycling;1994;19;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;19.0;;;;;;0.0;;;;;;19;19;;0.0;19.0;0.0;0.0;0.0;0.0;0;;0.0;0.0;0.0;0.0;0.0;0.0
449;Hergebruik;37 Voorbereiding tot recycling;1996;103;102;6;0;5;0;0;1;97;15;0;4;77;0;0;0;0;0;;0;1;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;102.0;;;;;;1.0;;;;;;103;102;;2.0;94.0;1.0;5.0;0.0;0.0;1;;0.0;0.0;0.0;0.0;0.0;0.0
450;Hergebruik;37 Voorbereiding tot recycling;1998;131;129;21;0;13;8;0;0;105;38;0;23;44;2;0;2;0;0;0.0;2;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;129.0;;;;;;1.0;;;;;;131;129;;68.0;36.0;2.0;22.0;0.0;0.0;1;;0.0;0.0;0.0;0.0;0.0;0.0
451;Hergebruik;37 Voorbereiding tot recycling;2000;117;117;48;1;31;17;0;0;65;35;0;20;10;4;2;1;1;0;0.0;1;1;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;117.0;;;;;;1.0;;;;;;117;117;;23.0;67.0;0.0;27.0;0.0;0.0;1;;0.0;0.0;0.0;0.0;0.0;0.0
452;Hergebruik;37 Voorbereiding tot recycling;2001;172;171;102;1;85;14;0;2;65;35;0;20;10;4;2;1;1;0;0.0;0;1;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;171.0;;;;;;1.0;;;;;;172;171;;;;;;;;1;;;;;;;
453;Hergebruik;37 Voorbereiding tot recycling;2002;216;216;84;2;51;18;12;1;128;99;5;2;22;3;4;0;0;0;0.0;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;216.0;;;;;;0.0;;;;;;216;216;14.0;74.0;81.0;0.0;43.0;5.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
454;Hergebruik;37 Voorbereiding tot recycling;2003;220;218;85;2;52;18;13;0;130;101;5;2;22;4;3;0;1;0;0.0;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;218.0;;;;;;0.0;;;;;;220;218;;;;;;;;0;;;;;;;
455;Hergebruik;E Openbare voorzieningbedrijven;1994;1290;1264;3;0;0;0;2;0;1248;8;2;1235;16;13;0;0;13;0;;0;10;3.0;3.0;0.0;0.0;0.0;5.0;4.0;1.0;0.0;0.0;3;0;1264.0;;;;;;10.0;;;;;;1290;1264;;0.0;0.0;0.0;0.0;37.0;1242.0;11;;0.0;0.0;1.0;2.0;2.0;6.0
456;Hergebruik;E Openbare voorzieningbedrijven;1996;1425;1415;2;0;0;2;0;0;1398;7;1;1386;4;16;0;12;0;0;;0;10;6.0;3.0;0.0;0.0;1.0;5.0;3.0;0.0;0.0;2.0;0;0;1415.0;;;;;;10.0;;;;;;1425;1415;;0.0;0.0;0.0;1.0;29.0;1385.0;10;;0.0;0.0;0.0;0.0;3.0;7.0
457;Hergebruik;E Openbare voorzieningbedrijven;1998;1579;1567;0;0;0;0;0;0;1532;7;1;1501;23;31;0;2;29;2;0.0;3;12;4.0;3.0;0.0;1.0;0.0;4.0;2.0;0.0;2.0;0.0;3;0;1567.0;;;;;;12.0;;;;;;1579;1567;;0.0;0.0;1.0;1.0;87.0;1479.0;12;;0.0;0.0;1.0;0.0;1.0;8.0
458;Hergebruik;E Openbare voorzieningbedrijven;2000;1752;1730;1;0;0;0;1;0;1652;7;0;1639;7;68;0;5;63;3;0.0;4;22;5.0;4.0;0.0;1.0;0.0;2.0;2.0;0.0;0.0;0.0;15;0;1730.0;;;;;;22.0;;;;;;1752;1730;;0.0;0.0;1.0;28.0;73.0;1627.0;22;;0.0;0.0;0.0;0.0;1.0;19.0
459;Hergebruik;E Openbare voorzieningbedrijven;2001;1699;1676;1;0;0;0;1;0;1587;7;0;1574;7;80;0;5;75;2;0.0;5;23;5.0;4.0;0.0;1.0;0.0;3.0;2.0;0.0;0.0;1.0;14;0;1676.0;;;;;;23.0;;;;;;1699;1676;;;;;;;;23;;;;;;;
460;Hergebruik;E Openbare voorzieningbedrijven;2002;1821;1788;2;0;0;0;2;0;1703;6;5;1674;18;79;0;7;72;2;0.0;1;34;23.0;19.0;0.0;0.0;4.0;11.0;5.0;0.0;0.0;5.0;0;0;1788.0;;;;;;34.0;;;;;;1821;1788;0.0;0.0;4.0;8.0;22.0;110.0;1643.0;34;0.0;0.0;0.0;1.0;4.0;0.0;29.0
461;Hergebruik;E Openbare voorzieningbedrijven;2003;1699;1664;2;0;0;0;2;0;1597;6;5;1564;22;62;0;9;53;2;0.0;1;34;23.0;19.0;0.0;0.0;4.0;10.0;5.0;0.0;0.0;5.0;0;0;1664.0;;;;;;34.0;;;;;;1699;1664;;;;;;;;34;;;;;;;
462;Hergebruik;40 Openbare energievoorzieningbedr.;1994;1247;1223;1;0;0;0;0;0;1222;8;2;1210;3;0;0;0;0;0;;0;9;3.0;2.0;0.0;0.0;0.0;4.0;3.0;1.0;0.0;0.0;2;0;1223.0;;;;;;9.0;;;;;;1247;1223;;0.0;0.0;0.0;0.0;16.0;1223.0;9;;0.0;0.0;0.0;1.0;1.0;6.0
463;Hergebruik;40 Openbare energievoorzieningbedr.;1996;1381;1373;1;0;0;1;0;0;1372;7;1;1360;4;0;0;0;0;0;;0;8;5.0;2.0;0.0;0.0;1.0;4.0;2.0;0.0;0.0;2.0;0;0;1373.0;;;;;;8.0;;;;;;1381;1373;;0.0;0.0;0.0;1.0;2.0;1370.0;8;;0.0;0.0;0.0;0.0;2.0;6.0
464;Hergebruik;40 Openbare energievoorzieningbedr.;1998;1521;1512;0;0;0;0;0;0;1503;7;1;1492;3;4;0;1;3;2;0.0;3;9;4.0;3.0;0.0;1.0;0.0;3.0;1.0;0.0;2.0;0.0;2;0;1512.0;;;;;;9.0;;;;;;1521;1512;;0.0;0.0;0.0;0.0;48.0;1464.0;9;;0.0;0.0;0.0;0.0;1.0;7.0
465;Hergebruik;40 Openbare energievoorzieningbedr.;2000;1615;1609;1;0;0;0;1;0;1599;6;0;1588;5;1;0;0;1;3;0.0;4;6;4.0;3.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1;0;1609.0;;;;;;6.0;;;;;;1615;1609;;0.0;0.0;0.0;9.0;2.0;1597.0;6;;0.0;0.0;0.0;0.0;0.0;5.0
466;Hergebruik;40 Openbare energievoorzieningbedr.;2001;1550;1543;1;0;0;0;1;0;1534;6;0;1523;5;0;0;0;0;2;0.0;5;7;4.0;3.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0;1.0;0;0;1543.0;;;;;;7.0;;;;;;1550;1543;;;;;;;;7;;;;;;;
467;Hergebruik;40 Openbare energievoorzieningbedr.;2002;1669;1639;2;0;0;0;2;0;1630;6;5;1616;3;4;0;2;2;2;0.0;0;30;20.0;19.0;0.0;0.0;1.0;10.0;5.0;0.0;0.0;5.0;0;0;1639.0;;;;;;30.0;;;;;;1669;1639;0.0;0.0;0.0;1.0;1.0;61.0;1576.0;30;0.0;0.0;0.0;1.0;1.0;0.0;29.0
468;Hergebruik;40 Openbare energievoorzieningbedr.;2003;1558;1527;2;0;0;0;2;0;1519;6;5;1505;3;4;0;2;2;2;0.0;0;31;20.0;19.0;0.0;0.0;1.0;10.0;5.0;0.0;0.0;5.0;0;0;1527.0;;;;;;31.0;;;;;;1558;1527;;;;;;;;31;;;;;;;
