ID;BewerkingsEnVerwerkingsmethode;Sbi93;Perioden;TotaalBedrijfsafvalstoffen_1;TotaalProcesafhankelijkAfval_2;TotaalOrganisch_3;PapierKarton_4;Hout_5;Kunststoffen_6;OrganischBiologisch_7;OverigOrganisch_8;TotaalAnorganisch_9;FerroMetalen_10;NonFerroMetalen_11;SteenachtigMateriaal_12;OverigAnorganisch_13;TotaalSlib_14;OrganischBiologischSlib_15;AnorganischSlib_16;OverigSlib_17;GevaarlijkAfval_18;OverigGescheiden_19;GemengdAangeboden_20;TotaalProcesonafhankelijkAfval_21;TotaalOrganisch_22;PapierKarton_23;Hout_24;Kunststoffen_25;OverigOrganisch_26;TotaalAnorganisch_27;FerroMetalen_28;NonFerroMetalen_29;SteenachtigMateriaal_30;OverigAnorganisch_31;OverigGescheiden_32;GemengdAangeboden_33;Hergebruik_34;EindverwerkingTotaal_35;Storten_36;Verbranden_37;ScheidenAchteraf_38;Anders_39;Hergebruik_40;EindverwerkingTotaal_41;Storten_42;Verbranden_43;ScheidenAchteraf_44;Anders_45;TotaalBedrijfsafvalstoffen_46;ProcesafhankelijkAfvalTotaal_47;k_19Werknemers_48;k_1019Werknemers_49;k_2049Werknemers_50;k_5099Werknemers_51;k_100199Werknemers_52;k_200499Werknemers_53;k_500OfMeerWerknemers_54;ProcesonafhankelijkAfvalTotaal_55;k_19Werknemers_56;k_1019Werknemers_57;k_2049Werknemers_58;k_5099Werknemers_59;k_100199Werknemers_60;k_200499Werknemers_61;k_500OfMeerWerknemers_62
325;Hergebruik;1700a Textiel,kleding en lederindustrie;2000;27;22;22;0;18;1;0;3;0;0;0;0;0;0;0;0;0;0;0.0;1;5;4.0;4.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;22.0;;;;;;5.0;;;;;;27;22;;0.0;0.0;18.0;2.0;2.0;0.0;5;;0.0;1.0;1.0;1.0;2.0;0.0
326;Hergebruik;1700a Textiel,kleding en lederindustrie;2001;27;22;21;0;18;1;0;2;0;0;0;0;0;0;0;0;0;0;0.0;1;5;4.0;4.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;22.0;;;;;;5.0;;;;;;27;22;;;;;;;;5;;;;;;;
327;Hergebruik;1700a Textiel,kleding en lederindustrie;2002;45;31;20;0;0;2;0;18;0;0;0;0;0;3;0;0;3;0;0.0;8;14;14.0;8.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;31.0;;;;;;14.0;;;;;;45;31;4.0;2.0;7.0;3.0;10.0;4.0;0.0;14;6.0;3.0;0.0;2.0;1.0;2.0;0.0
328;Hergebruik;1700a Textiel,kleding en lederindustrie;2003;43;30;19;0;0;2;0;17;0;0;0;0;0;3;0;0;3;0;0.0;8;13;12.0;8.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;30.0;;;;;;13.0;;;;;;43;30;;;;;;;;13;;;;;;;
329;Hergebruik;20 Hout-,kurk,rietwarenind(geen meubels);1994;185;184;184;0;182;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;2;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0;0;184.0;;;;;;2.0;;;;;;185;184;;46.0;36.0;33.0;1.0;69.0;0.0;2;;0.0;0.0;0.0;0.0;0.0;0.0
330;Hergebruik;20 Hout-,kurk,rietwarenind(geen meubels);1996;135;133;132;0;132;0;0;0;1;1;0;0;0;0;0;0;0;0;;0;2;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;133.0;;;;;;2.0;;;;;;135;133;;32.0;24.0;18.0;9.0;49.0;0.0;2;;0.0;1.0;0.0;0.0;0.0;0.0
331;Hergebruik;20 Hout-,kurk,rietwarenind(geen meubels);1998;141;137;134;0;134;0;0;0;1;1;0;0;0;0;0;0;0;0;0.0;1;3;3.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;137.0;;;;;;3.0;;;;;;141;137;;37.0;29.0;27.0;22.0;23.0;0.0;3;;1.0;0.0;1.0;0.0;1.0;0.0
332;Hergebruik;20 Hout-,kurk,rietwarenind(geen meubels);2000;160;155;154;0;154;0;0;0;1;1;0;0;0;0;0;0;0;0;0.0;0;4;4.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;155.0;;;;;;4.0;;;;;;160;155;;31.0;31.0;63.0;13.0;17.0;0.0;4;;0.0;0.0;1.0;0.0;2.0;0.0
333;Hergebruik;20 Hout-,kurk,rietwarenind(geen meubels);2001;200;195;194;0;194;0;0;0;1;1;0;0;0;0;0;0;0;0;0.0;0;4;4.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;195.0;;;;;;4.0;;;;;;200;195;;;;;;;;4;;;;;;;
334;Hergebruik;20 Hout-,kurk,rietwarenind(geen meubels);2002;192;181;181;0;178;1;0;2;1;1;0;0;0;0;0;0;0;0;0.0;0;11;10.0;4.0;5.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0;0;181.0;;;;;;11.0;;;;;;192;181;67.0;38.0;24.0;24.0;14.0;15.0;0.0;11;2.0;2.0;2.0;4.0;0.0;1.0;0.0
335;Hergebruik;20 Hout-,kurk,rietwarenind(geen meubels);2003;188;178;177;0;174;1;0;2;1;1;0;0;0;0;0;0;0;0;0.0;0;10;9.0;4.0;5.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0;0;178.0;;;;;;10.0;;;;;;188;178;;;;;;;;10;;;;;;;
336;Hergebruik;2100a Papierindustrie, drukken, uitgeven;1994;529;504;461;415;4;11;27;5;16;0;4;12;27;27;0;0;27;0;;0;24;19.0;16.0;2.0;2.0;0.0;5.0;5.0;0.0;0.0;0.0;0;0;504.0;;;;;;24.0;;;;;;529;504;;16.0;37.0;73.0;69.0;136.0;173.0;24;;1.0;2.0;2.0;3.0;7.0;10.0
337;Hergebruik;2100a Papierindustrie, drukken, uitgeven;1996;559;543;484;434;5;16;30;0;15;0;4;0;11;44;0;0;44;0;;0;16;12.0;7.0;3.0;1.0;0.0;5.0;5.0;0.0;0.0;0.0;0;0;543.0;;;;;;16.0;;;;;;559;543;;14.0;43.0;92.0;93.0;121.0;180.0;16;;0.0;0.0;2.0;4.0;5.0;5.0
338;Hergebruik;2100a Papierindustrie, drukken, uitgeven;1998;697;661;522;477;4;13;24;4;3;0;3;0;0;123;0;0;123;1;0.0;10;35;21.0;12.0;6.0;3.0;0.0;12.0;7.0;0.0;0.0;5.0;0;0;661.0;;;;;;35.0;;;;;;697;661;;24.0;46.0;105.0;86.0;282.0;117.0;35;;0.0;1.0;2.0;3.0;15.0;14.0
339;Hergebruik;2100a Papierindustrie, drukken, uitgeven;2000;838;807;597;549;5;14;26;3;3;0;3;0;0;121;0;0;121;0;85.0;1;32;22.0;11.0;7.0;1.0;3.0;7.0;6.0;0.0;0.0;0.0;2;0;807.0;;;;;;32.0;;;;;;838;807;;31.0;69.0;98.0;138.0;342.0;129.0;32;;1.0;5.0;2.0;3.0;12.0;10.0
340;Hergebruik;2100a Papierindustrie, drukken, uitgeven;2001;803;772;632;586;5;13;23;5;3;0;3;0;0;113;0;0;112;0;22.0;1;31;23.0;12.0;7.0;1.0;3.0;9.0;7.0;0.0;0.0;2.0;0;0;772.0;;;;;;31.0;;;;;;803;772;;;;;;;;31;;;;;;;
341;Hergebruik;2100a Papierindustrie, drukken, uitgeven;2002;893;857;636;584;4;24;20;4;18;3;4;0;10;187;0;0;186;0;16.0;0;36;28.0;16.0;8.0;2.0;1.0;8.0;4.0;0.0;0.0;3.0;0;0;857.0;;;;;;36.0;;;;;;893;857;27.0;25.0;99.0;75.0;139.0;394.0;96.0;36;3.0;2.0;2.0;2.0;4.0;9.0;12.0
342;Hergebruik;2100a Papierindustrie, drukken, uitgeven;2003;951;916;630;579;4;23;20;4;17;3;4;0;10;197;0;0;197;0;71.0;0;36;26.0;16.0;7.0;2.0;1.0;7.0;4.0;0.0;0.0;3.0;0;0;916.0;;;;;;36.0;;;;;;951;916;;;;;;;;36;;;;;;;
343;Hergebruik;21 Papier(waren)- en karton(waren)ind.;1994;315;302;262;218;4;10;26;5;13;0;1;12;27;27;0;0;27;0;;0;13;8.0;5.0;2.0;1.0;0.0;5.0;5.0;0.0;0.0;0.0;0;0;302.0;;;;;;13.0;;;;;;315;302;;4.0;11.0;35.0;44.0;95.0;113.0;13;;1.0;1.0;1.0;2.0;5.0;3.0
344;Hergebruik;21 Papier(waren)- en karton(waren)ind.;1996;315;306;250;204;5;11;30;0;13;0;2;0;11;44;0;0;44;0;;0;9;5.0;2.0;2.0;1.0;0.0;4.0;4.0;0.0;0.0;0.0;0;0;306.0;;;;;;9.0;;;;;;315;306;;2.0;12.0;34.0;75.0;94.0;89.0;9;;0.0;0.0;1.0;2.0;4.0;2.0
345;Hergebruik;21 Papier(waren)- en karton(waren)ind.;1998;428;404;269;227;4;10;24;4;0;0;0;0;0;123;0;0;123;1;0.0;9;24;11.0;5.0;4.0;2.0;0.0;11.0;6.0;0.0;0.0;5.0;0;0;404.0;;;;;;24.0;;;;;;428;404;;7.0;13.0;57.0;50.0;224.0;52.0;24;;0.0;0.0;1.0;1.0;10.0;10.0
346;Hergebruik;21 Papier(waren)- en karton(waren)ind.;2000;533;510;304;259;5;11;26;3;0;0;0;0;0;121;0;0;121;0;84.0;1;23;14.0;7.0;6.0;1.0;0.0;6.0;5.0;0.0;0.0;0.0;2;0;510.0;;;;;;23.0;;;;;;533;510;;3.0;37.0;48.0;87.0;269.0;67.0;23;;0.0;2.0;1.0;2.0;11.0;7.0
347;Hergebruik;21 Papier(waren)- en karton(waren)ind.;2001;464;443;307;264;5;11;23;4;0;0;0;0;0;113;0;0;112;0;21.0;1;21;14.0;7.0;6.0;1.0;0.0;8.0;6.0;0.0;0.0;2.0;0;0;443.0;;;;;;21.0;;;;;;464;443;;;;;;;;21;;;;;;;
348;Hergebruik;21 Papier(waren)- en karton(waren)ind.;2002;576;553;336;296;4;12;20;4;15;3;1;0;10;187;0;0;186;0;15.0;0;23;16.0;8.0;6.0;1.0;0.0;7.0;4.0;0.0;0.0;3.0;0;0;553.0;;;;;;23.0;;;;;;576;553;13.0;17.0;28.0;46.0;92.0;288.0;67.0;23;1.0;1.0;0.0;1.0;3.0;7.0;9.0
349;Hergebruik;21 Papier(waren)- en karton(waren)ind.;2003;641;619;338;298;4;12;20;4;14;3;1;0;10;197;0;0;197;0;70.0;0;23;14.0;8.0;5.0;1.0;0.0;7.0;4.0;0.0;0.0;3.0;0;0;619.0;;;;;;23.0;;;;;;641;619;;;;;;;;23;;;;;;;
350;Hergebruik;211 Pulp-, papier- en kartonindustrie;1994;91;85;46;16;4;0;26;0;12;0;0;12;27;27;0;0;27;0;;0;6;3.0;2.0;1.0;0.0;0.0;3.0;3.0;0.0;0.0;0.0;0;0;85.0;;;;;;6.0;;;;;;91;85;;0.0;2.0;1.0;2.0;19.0;61.0;6;;0.0;0.0;0.0;0.0;3.0;3.0
351;Hergebruik;211 Pulp-, papier- en kartonindustrie;1996;118;113;66;30;5;0;30;1;9;0;0;0;9;38;0;0;38;0;;0;5;2.0;1.0;0.0;0.0;0.0;3.0;3.0;0.0;0.0;0.0;0;0;113.0;;;;;;5.0;;;;;;118;113;;0.0;6.0;1.0;2.0;39.0;66.0;5;;0.0;0.0;0.0;0.0;3.0;2.0
352;Hergebruik;211 Pulp-, papier- en kartonindustrie;1998;115;100;47;19;4;0;24;0;0;0;0;0;0;50;0;0;50;1;0.0;1;15;5.0;4.0;1.0;0.0;0.0;9.0;4.0;0.0;0.0;5.0;0;0;100.0;;;;;;15.0;;;;;;115;100;;0.0;6.0;2.0;2.0;44.0;45.0;15;;0.0;0.0;0.0;0.0;5.0;10.0
353;Hergebruik;211 Pulp-, papier- en kartonindustrie;2000;183;168;43;12;5;0;26;0;0;0;0;0;0;48;0;0;48;0;77.0;0;15;8.0;6.0;2.0;0.0;0.0;4.0;4.0;0.0;0.0;0.0;2;0;168.0;;;;;;15.0;;;;;;183;168;;0.0;0.0;1.0;6.0;94.0;67.0;15;;0.0;0.0;0.0;1.0;7.0;7.0
354;Hergebruik;211 Pulp-, papier- en kartonindustrie;2001;112;99;40;11;5;0;23;1;0;0;0;0;0;39;0;0;39;0;19.0;0;13;8.0;6.0;2.0;0.0;0.0;6.0;4.0;0.0;0.0;2.0;0;0;99.0;;;;;;13.0;;;;;;112;99;;;;;;;;13;;;;;;;
355;Hergebruik;211 Pulp-, papier- en kartonindustrie;2002;180;172;32;7;4;1;20;0;14;2;1;0;10;113;0;0;112;0;14.0;0;8;4.0;2.0;2.0;0.0;0.0;4.0;3.0;0.0;0.0;1.0;0;0;172.0;;;;;;8.0;;;;;;180;172;2.0;1.0;0.0;1.0;3.0;122.0;42.0;8;0.0;0.0;0.0;0.0;1.0;4.0;3.0
356;Hergebruik;211 Pulp-, papier- en kartonindustrie;2003;230;223;32;7;4;1;20;0;13;2;1;0;10;109;0;0;109;0;69.0;0;8;3.0;2.0;1.0;0.0;0.0;4.0;3.0;0.0;0.0;1.0;0;0;223.0;;;;;;8.0;;;;;;230;223;;;;;;;;8;;;;;;;
357;Hergebruik;212 Papier- en kartonwarenind.;1994;224;218;216;201;0;10;0;5;1;0;1;0;0;0;0;0;0;0;;0;6;5.0;3.0;1.0;1.0;0.0;2.0;2.0;0.0;0.0;0.0;0;0;218.0;;;;;;6.0;;;;;;224;218;;4.0;10.0;34.0;42.0;76.0;52.0;6;;1.0;1.0;1.0;2.0;2.0;0.0
358;Hergebruik;212 Papier- en kartonwarenind.;1996;197;193;184;174;0;11;0;0;3;0;2;0;2;5;0;0;5;0;;0;4;3.0;1.0;2.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0;0;193.0;;;;;;4.0;;;;;;197;193;;2.0;6.0;33.0;73.0;55.0;23.0;4;;0.0;0.0;1.0;2.0;1.0;0.0
359;Hergebruik;212 Papier- en kartonwarenind.;1998;313;304;222;208;0;10;0;4;0;0;0;0;0;73;0;0;73;0;0.0;8;9;6.0;1.0;3.0;2.0;0.0;2.0;2.0;0.0;0.0;0.0;0;0;304.0;;;;;;9.0;;;;;;313;304;;7.0;7.0;55.0;48.0;180.0;7.0;9;;0.0;0.0;1.0;1.0;5.0;0.0
360;Hergebruik;212 Papier- en kartonwarenind.;2000;350;342;261;247;0;11;0;3;0;0;0;0;0;73;0;0;73;0;7.0;1;8;6.0;1.0;4.0;1.0;0.0;2.0;1.0;0.0;0.0;0.0;0;0;342.0;;;;;;8.0;;;;;;350;342;;3.0;37.0;47.0;81.0;175.0;0.0;8;;0.0;2.0;1.0;1.0;4.0;0.0
361;Hergebruik;212 Papier- en kartonwarenind.;2001;352;344;267;253;0;11;0;3;0;0;0;0;0;74;0;0;73;0;2.0;1;8;6.0;1.0;4.0;1.0;0.0;2.0;2.0;0.0;0.0;0.0;0;0;344.0;;;;;;8.0;;;;;;352;344;;;;;;;;8;;;;;;;
362;Hergebruik;212 Papier- en kartonwarenind.;2002;396;381;304;289;0;11;0;4;1;1;0;0;0;74;0;0;74;0;1.0;0;15;12.0;6.0;4.0;1.0;0.0;3.0;1.0;0.0;0.0;2.0;0;0;381.0;;;;;;15.0;;;;;;396;381;11.0;16.0;28.0;45.0;89.0;166.0;25.0;15;1.0;1.0;0.0;1.0;2.0;3.0;6.0
363;Hergebruik;212 Papier- en kartonwarenind.;2003;411;396;306;291;0;11;0;4;1;1;0;0;0;88;0;0;88;0;1.0;0;15;11.0;6.0;4.0;1.0;0.0;3.0;1.0;0.0;0.0;2.0;0;0;396.0;;;;;;15.0;;;;;;411;396;;;;;;;;15;;;;;;;
364;Hergebruik;22 Uitgeverijen,drukkerijen,reproductie;1994;214;202;199;197;0;1;1;0;3;0;3;0;0;0;0;0;0;0;;0;12;11.0;10.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;202.0;;;;;;12.0;;;;;;214;202;;12.0;25.0;38.0;25.0;41.0;61.0;12;;0.0;1.0;1.0;0.0;2.0;7.0
365;Hergebruik;22 Uitgeverijen,drukkerijen,reproductie;1996;244;237;235;230;0;5;0;0;3;0;3;0;0;0;0;0;0;0;;0;7;7.0;5.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;237.0;;;;;;7.0;;;;;;244;237;;12.0;31.0;58.0;18.0;27.0;91.0;7;;0.0;0.0;1.0;2.0;1.0;3.0
366;Hergebruik;22 Uitgeverijen,drukkerijen,reproductie;1998;269;257;253;250;0;3;0;0;3;0;3;0;0;0;0;0;0;0;0.0;1;11;10.0;7.0;2.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0;0;257.0;;;;;;11.0;;;;;;269;257;;17.0;33.0;48.0;36.0;58.0;65.0;11;;0.0;1.0;1.0;2.0;5.0;4.0
367;Hergebruik;22 Uitgeverijen,drukkerijen,reproductie;2000;305;297;293;290;0;3;0;0;3;0;3;0;0;0;0;0;0;0;1.0;0;9;8.0;4.0;1.0;0.0;3.0;1.0;1.0;0.0;0.0;0.0;0;0;297.0;;;;;;9.0;;;;;;305;297;;28.0;32.0;50.0;51.0;73.0;62.0;9;;1.0;3.0;1.0;1.0;1.0;3.0
368;Hergebruik;22 Uitgeverijen,drukkerijen,reproductie;2001;339;329;325;322;0;2;0;1;3;0;3;0;0;0;0;0;0;0;1.0;0;10;9.0;5.0;1.0;0.0;3.0;1.0;1.0;0.0;0.0;0.0;0;0;329.0;;;;;;10.0;;;;;;339;329;;;;;;;;10;;;;;;;
369;Hergebruik;22 Uitgeverijen,drukkerijen,reproductie;2002;317;304;300;288;0;12;0;0;3;0;3;0;0;0;0;0;0;0;1.0;0;13;12.0;8.0;2.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0;0;304.0;;;;;;13.0;;;;;;317;304;14.0;8.0;71.0;29.0;47.0;106.0;29.0;13;2.0;1.0;2.0;1.0;1.0;2.0;3.0
370;Hergebruik;22 Uitgeverijen,drukkerijen,reproductie;2003;310;297;292;281;0;11;0;0;3;0;3;0;0;0;0;0;0;0;1.0;0;13;12.0;8.0;2.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0;0;297.0;;;;;;13.0;;;;;;310;297;;;;;;;;13;;;;;;;
371;Hergebruik;23 Aardolie- en steenkoolverw. ind.;1994;12;4;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;4;;0;8;1.0;0.0;0.0;0.0;0.0;7.0;6.0;1.0;0.0;0.0;0;0;4.0;;;;;;8.0;;;;;;12;4;;0.0;0.0;0.0;0.0;0.0;4.0;8;;0.0;0.0;0.0;0.0;1.0;7.0
372;Hergebruik;23 Aardolie- en steenkoolverw. ind.;1996;26;5;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;3;;0;21;2.0;1.0;1.0;0.0;0.0;19.0;14.0;0.0;0.0;4.0;0;0;5.0;;;;;;21.0;;;;;;26;5;;0.0;0.0;0.0;0.0;1.0;4.0;21;;0.0;0.0;0.0;0.0;2.0;19.0
373;Hergebruik;23 Aardolie- en steenkoolverw. ind.;1998;22;4;0;0;0;0;0;0;2;0;0;2;0;0;0;0;0;0;2.0;0;18;1.0;1.0;0.0;0.0;0.0;16.0;16.0;0.0;0.0;0.0;0;0;4.0;;;;;;18.0;;;;;;22;4;;0.0;0.0;0.0;0.0;0.0;4.0;18;;0.0;0.0;0.0;0.0;1.0;17.0
374;Hergebruik;23 Aardolie- en steenkoolverw. ind.;2000;446;426;0;0;0;0;0;0;3;0;0;3;0;0;0;0;0;422;0.0;1;20;1.0;0.0;0.0;0.0;0.0;15.0;14.0;0.0;0.0;1.0;4;0;426.0;;;;;;20.0;;;;;;446;426;;0.0;0.0;0.0;0.0;29.0;396.0;20;;0.0;0.0;0.0;0.0;1.0;19.0
375;Hergebruik;23 Aardolie- en steenkoolverw. ind.;2001;481;461;0;0;0;0;0;0;3;0;0;3;0;0;0;0;0;456;0.0;1;20;1.0;0.0;0.0;0.0;0.0;19.0;14.0;0.0;0.0;5.0;0;0;460.0;;;;;;20.0;;;;;;481;461;;;;;;;;20;;;;;;;
376;Hergebruik;23 Aardolie- en steenkoolverw. ind.;2002;388;381;0;0;0;0;0;0;3;0;0;2;1;0;0;0;0;378;0.0;0;7;1.0;1.0;0.0;0.0;0.0;6.0;3.0;0.0;0.0;2.0;0;0;381.0;;;;;;7.0;;;;;;388;381;0.0;0.0;0.0;1.0;5.0;49.0;327.0;7;0.0;0.0;1.0;1.0;0.0;1.0;5.0
377;Hergebruik;23 Aardolie- en steenkoolverw. ind.;2003;424;417;0;0;0;0;0;0;3;0;0;2;1;0;0;0;0;414;0.0;0;7;1.0;1.0;0.0;0.0;0.0;6.0;3.0;0.0;0.0;3.0;0;0;417.0;;;;;;7.0;;;;;;424;417;;;;;;;;7;;;;;;;
378;Hergebruik;24 Chemische industrie;1994;218;169;63;2;0;22;38;0;56;1;1;43;23;50;49;1;0;0;;0;49;26.0;16.0;7.0;2.0;0.0;23.0;19.0;4.0;0.0;1.0;0;0;169.0;;;;;;49.0;;;;;;218;169;;1.0;0.0;8.0;1.0;41.0;119.0;50;;1.0;1.0;2.0;6.0;7.0;32.0
379;Hergebruik;24 Chemische industrie;1996;303;230;133;1;0;17;115;0;61;1;0;40;21;36;16;4;16;0;;0;72;33.0;18.0;9.0;4.0;1.0;41.0;19.0;1.0;0.0;21.0;0;0;230.0;;;;;;72.0;;;;;;303;230;;0.0;8.0;13.0;5.0;46.0;158.0;72;;0.0;3.0;2.0;3.0;8.0;56.0
380;Hergebruik;24 Chemische industrie;1998;357;224;109;0;0;26;81;2;45;0;2;41;2;64;2;0;62;0;2.0;1;133;40.0;18.0;19.0;2.0;1.0;32.0;27.0;1.0;2.0;2.0;59;2;224.0;;;;;;133.0;;;;;;357;224;;0.0;23.0;13.0;5.0;63.0;118.0;133;;0.0;2.0;5.0;9.0;23.0;93.0
381;Hergebruik;24 Chemische industrie;2000;1002;885;141;1;0;33;108;0;676;0;2;640;34;60;4;1;56;2;0.0;6;117;29.0;16.0;10.0;3.0;1.0;34.0;31.0;1.0;1.0;0.0;53;2;885.0;;;;;;117.0;;;;;;1002;885;;33.0;3.0;2.0;42.0;640.0;164.0;117;;0.0;3.0;3.0;9.0;19.0;84.0
382;Hergebruik;24 Chemische industrie;2001;1038;921;107;1;0;32;74;0;735;0;2;665;67;72;4;1;68;2;0.0;6;117;29.0;15.0;10.0;3.0;1.0;79.0;31.0;1.0;1.0;46.0;6;2;922.0;;;;;;117.0;;;;;;1038;921;;;;;;;;117;;;;;;;
383;Hergebruik;24 Chemische industrie;2002;1035;924;91;1;0;29;59;2;750;0;2;689;60;76;7;2;68;0;0.0;6;112;33.0;16.0;13.0;4.0;0.0;76.0;26.0;1.0;0.0;48.0;2;1;924.0;;;;;;112.0;;;;;;1035;924;4.0;6.0;22.0;33.0;4.0;697.0;157.0;112;1.0;1.0;2.0;7.0;9.0;32.0;58.0
384;Hergebruik;24 Chemische industrie;2003;995;879;99;1;0;31;67;0;707;0;2;642;63;68;6;2;60;0;0.0;6;116;34.0;16.0;13.0;4.0;1.0;78.0;27.0;1.0;0.0;50.0;2;1;879.0;;;;;;116.0;;;;;;995;879;;;;;;;;116;;;;;;;
385;Hergebruik;25 Rubber- en kunststofverwende  ind.;1994;36;29;29;1;0;27;0;0;0;0;0;0;0;0;0;0;0;0;;0;7;6.0;4.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0;0;29.0;;;;;;7.0;;;;;;36;29;;0.0;13.0;5.0;3.0;3.0;5.0;7;;0.0;1.0;1.0;1.0;1.0;3.0
386;Hergebruik;25 Rubber- en kunststofverwende  ind.;1996;68;49;48;1;0;47;0;0;0;0;0;0;0;0;0;0;0;0;;0;20;17.0;5.0;3.0;10.0;0.0;2.0;2.0;0.0;0.0;0.0;0;0;49.0;;;;;;20.0;;;;;;68;49;;1.0;12.0;8.0;25.0;2.0;1.0;20;;1.0;3.0;1.0;11.0;2.0;1.0
387;Hergebruik;25 Rubber- en kunststofverwende  ind.;1998;82;65;65;0;1;64;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;17;13.0;9.0;3.0;1.0;0.0;3.0;3.0;0.0;0.0;0.0;0;2;65.0;;;;;;17.0;;;;;;82;65;;2.0;3.0;15.0;33.0;11.0;1.0;17;;1.0;5.0;3.0;1.0;6.0;1.0
388;Hergebruik;25 Rubber- en kunststofverwende  ind.;2000;120;100;100;8;1;91;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;19;17.0;10.0;4.0;3.0;0.0;2.0;2.0;0.0;0.0;0.0;0;0;100.0;;;;;;19.0;;;;;;120;100;;1.0;2.0;25.0;41.0;30.0;2.0;19;;0.0;6.0;3.0;3.0;6.0;1.0
389;Hergebruik;25 Rubber- en kunststofverwende  ind.;2001;117;98;98;8;1;88;0;1;0;0;0;0;0;0;0;0;0;0;0.0;0;19;17.0;10.0;4.0;3.0;0.0;2.0;2.0;0.0;0.0;0.0;0;0;98.0;;;;;;19.0;;;;;;117;98;;;;;;;;19;;;;;;;
390;Hergebruik;25 Rubber- en kunststofverwende  ind.;2002;103;78;71;3;1;65;0;2;4;0;4;0;0;0;0;0;0;0;0.0;3;25;18.0;13.0;3.0;2.0;0.0;7.0;3.0;0.0;0.0;4.0;0;0;78.0;;;;;;25.0;;;;;;103;78;2.0;2.0;12.0;14.0;31.0;15.0;2.0;25;3.0;3.0;2.0;4.0;6.0;5.0;1.0
391;Hergebruik;25 Rubber- en kunststofverwende  ind.;2003;100;75;68;3;1;64;0;0;3;0;3;0;0;0;0;0;0;0;0.0;3;24;18.0;13.0;3.0;2.0;0.0;7.0;3.0;0.0;0.0;4.0;0;0;75.0;;;;;;24.0;;;;;;100;75;;;;;;;;24;;;;;;;
392;Hergebruik;26 Glas-,glaswerk-,cement-,kalkind.;1994;370;350;0;0;0;0;0;0;341;7;0;312;26;10;0;10;0;0;;0;19;6.0;4.0;1.0;1.0;0.0;14.0;13.0;0.0;0.0;0.0;0;0;350.0;;;;;;19.0;;;;;;370;350;;47.0;39.0;117.0;63.0;38.0;46.0;20;;0.0;1.0;1.0;3.0;1.0;14.0
393;Hergebruik;26 Glas-,glaswerk-,cement-,kalkind.;1996;452;431;0;0;0;0;0;0;425;8;0;361;56;5;3;1;0;0;;0;21;5.0;2.0;2.0;1.0;0.0;16.0;15.0;0.0;0.0;0.0;0;0;431.0;;;;;;21.0;;;;;;452;431;;48.0;119.0;42.0;102.0;54.0;66.0;21;;1.0;1.0;4.0;2.0;3.0;11.0
394;Hergebruik;26 Glas-,glaswerk-,cement-,kalkind.;1998;477;464;0;0;0;0;0;0;432;7;0;373;52;20;8;12;0;0;0.0;10;13;8.0;4.0;3.0;1.0;0.0;5.0;5.0;0.0;0.0;0.0;0;0;464.0;;;;;;13.0;;;;;;477;464;;84.0;109.0;51.0;125.0;63.0;34.0;13;;0.0;1.0;2.0;2.0;2.0;5.0
395;Hergebruik;26 Glas-,glaswerk-,cement-,kalkind.;2000;742;723;2;0;1;0;0;1;631;16;0;555;60;90;0;84;5;0;0.0;0;19;10.0;3.0;5.0;1.0;0.0;9.0;6.0;0.0;3.0;0.0;0;0;723.0;;;;;;19.0;;;;;;742;723;;70.0;82.0;113.0;123.0;142.0;193.0;19;;1.0;3.0;2.0;2.0;3.0;9.0
396;Hergebruik;26 Glas-,glaswerk-,cement-,kalkind.;2001;732;712;2;0;1;0;0;1;617;14;0;538;65;92;0;88;4;0;0.0;0;20;11.0;3.0;6.0;1.0;0.0;9.0;6.0;0.0;3.0;0.0;0;0;712.0;;;;;;20.0;;;;;;732;712;;;;;;;;20;;;;;;;
