ID;BedrijfstakkenBranchesSBI2008;Perioden;Waarde_1;VoortschrijdendJaargemiddeldeWaarde_2;Prijs_3;VoortschrijdendJaargemiddeldePrijs_4;Volume_5;VoortschrijdendJaargemiddeldeVolume_6;Waarde_7;CumulatieveWaarde_8;Prijs_9;CumulatievePrijs_10;Volume_11;CumulatiefVolume_12
2289;561 Restaurants, andere eetgelegenheden;2007 3e kwartaal;117.0;110.0;105.0;104.0;111.0;106.0;3.0;7.0;3.0;3.2;0.0;3.7
2290;561 Restaurants, andere eetgelegenheden;2007 oktober;111.0;111.0;106.0;105.0;105.0;106.0;2.5;6.5;2.9;3.1;-0.3;3.3
2291;561 Restaurants, andere eetgelegenheden;2007 november;105.0;111.0;106.0;105.0;99.0;105.0;1.5;6.1;3.2;3.1;-1.6;2.8
2292;561 Restaurants, andere eetgelegenheden;2007 december;110.0;111.0;107.0;105.0;103.0;105.0;1.3;5.6;3.4;3.2;-2.1;2.4
2293;561 Restaurants, andere eetgelegenheden;2007 4e kwartaal;109.0;111.0;106.0;105.0;102.0;105.0;1.8;5.6;3.2;3.2;-1.3;2.4
2294;561 Restaurants, andere eetgelegenheden;2007;111.0;111.0;105.0;105.0;105.0;105.0;5.6;5.6;3.2;3.2;2.4;2.4
2295;561 Restaurants, andere eetgelegenheden;2008 januari;95.0;111.0;107.0;106.0;89.0;105.0;0.2;0.2;3.3;3.3;-3.0;-3.0
2296;561 Restaurants, andere eetgelegenheden;2008 februari;98.0;111.0;108.0;106.0;91.0;105.0;4.9;2.6;3.3;3.3;1.6;-0.7
2297;561 Restaurants, andere eetgelegenheden;2008 maart;105.0;111.0;108.0;106.0;97.0;105.0;-0.7;1.4;3.4;3.3;-4.0;-1.9
2298;561 Restaurants, andere eetgelegenheden;2008 1e kwartaal;100.0;111.0;108.0;106.0;92.0;105.0;1.4;1.4;3.3;3.3;-1.9;-1.9
2299;561 Restaurants, andere eetgelegenheden;2008 april;113.0;111.0;109.0;106.0;104.0;104.0;-2.8;0.2;3.9;3.5;-6.5;-3.2
2300;561 Restaurants, andere eetgelegenheden;2008 mei;123.0;111.0;109.0;107.0;112.0;104.0;2.4;0.7;4.0;3.6;-1.6;-2.8
2301;561 Restaurants, andere eetgelegenheden;2008 juni;116.0;111.0;109.0;107.0;106.0;103.0;-4.6;-0.3;3.8;3.6;-8.1;-3.8
2302;561 Restaurants, andere eetgelegenheden;2008 2e kwartaal;117.0;111.0;109.0;107.0;108.0;103.0;-1.7;-0.3;3.9;3.6;-5.4;-3.8
2303;561 Restaurants, andere eetgelegenheden;2008 juli;117.0;111.0;110.0;108.0;107.0;103.0;-1.4;-0.5;4.4;3.7;-5.6;-4.1
2304;561 Restaurants, andere eetgelegenheden;2008 augustus;120.0;111.0;110.0;108.0;109.0;102.0;0.6;-0.3;4.1;3.8;-3.4;-4.0
2305;561 Restaurants, andere eetgelegenheden;2008 september;110.0;110.0;110.0;108.0;99.0;102.0;-3.5;-0.7;4.2;3.8;-7.5;-4.4
2306;561 Restaurants, andere eetgelegenheden;2008 3e kwartaal;115.0;110.0;110.0;108.0;105.0;102.0;-1.4;-0.7;4.2;3.8;-5.4;-4.4
2307;561 Restaurants, andere eetgelegenheden;2008 oktober;111.0;110.0;110.0;109.0;101.0;101.0;0.6;-0.6;4.4;3.9;-3.6;-4.3
2308;561 Restaurants, andere eetgelegenheden;2008 november;104.0;110.0;111.0;109.0;94.0;101.0;-0.9;-0.6;4.2;3.9;-4.9;-4.3
2309;561 Restaurants, andere eetgelegenheden;2008 december;107.0;110.0;111.0;109.0;97.0;101.0;-2.7;-0.8;3.7;3.9;-6.2;-4.5
2310;561 Restaurants, andere eetgelegenheden;2008 4e kwartaal;107.0;110.0;111.0;109.0;97.0;101.0;-1.0;-0.8;4.1;3.9;-4.9;-4.5
2311;561 Restaurants, andere eetgelegenheden;2008;110.0;110.0;109.0;109.0;101.0;101.0;-0.8;-0.8;3.9;3.9;-4.5;-4.5
2312;561 Restaurants, andere eetgelegenheden;2009 januari;96.0;110.0;111.0;110.0;86.0;100.0;0.3;0.3;3.3;3.3;-2.9;-2.9
2313;561 Restaurants, andere eetgelegenheden;2009 februari;94.0;110.0;112.0;110.0;84.0;100.0;-4.7;-2.2;3.4;3.3;-7.8;-5.4
2314;561 Restaurants, andere eetgelegenheden;2009 maart;102.0;109.0;112.0;110.0;91.0;99.0;-3.4;-2.6;3.2;3.3;-6.4;-5.7
2315;561 Restaurants, andere eetgelegenheden;2009 1e kwartaal;97.0;109.0;111.0;110.0;87.0;99.0;-2.6;-2.6;3.3;3.3;-5.7;-5.7
2316;561 Restaurants, andere eetgelegenheden;2009 april;114.0;109.0;112.0;111.0;102.0;99.0;1.0;-1.6;2.8;3.2;-1.8;-4.6
2317;561 Restaurants, andere eetgelegenheden;2009 mei;119.0;109.0;112.0;111.0;106.0;99.0;-3.3;-2.0;2.5;3.0;-5.7;-4.9
2318;561 Restaurants, andere eetgelegenheden;2009 juni;113.0;109.0;112.0;111.0;101.0;98.0;-2.6;-2.1;2.7;3.0;-5.1;-4.9
2319;561 Restaurants, andere eetgelegenheden;2009 2e kwartaal;115.0;109.0;112.0;111.0;103.0;98.0;-1.7;-2.1;2.7;3.0;-4.2;-4.9
2320;561 Restaurants, andere eetgelegenheden;2009 juli;117.0;109.0;112.0;111.0;104.0;98.0;0.4;-1.7;2.5;2.9;-2.1;-4.5
2321;561 Restaurants, andere eetgelegenheden;2009 augustus;116.0;109.0;113.0;111.0;103.0;97.0;-3.3;-2.0;2.5;2.9;-5.6;-4.7
2322;561 Restaurants, andere eetgelegenheden;2009 september;105.0;108.0;113.0;112.0;93.0;97.0;-3.8;-2.2;2.5;2.8;-6.2;-4.8
2323;561 Restaurants, andere eetgelegenheden;2009 3e kwartaal;113.0;108.0;113.0;112.0;100.0;97.0;-2.2;-2.2;2.5;2.8;-4.6;-4.8
2324;561 Restaurants, andere eetgelegenheden;2009 oktober;109.0;108.0;113.0;112.0;96.0;96.0;-2.5;-2.2;2.2;2.8;-4.6;-4.8
2325;561 Restaurants, andere eetgelegenheden;2009 november;99.0;108.0;113.0;112.0;87.0;96.0;-5.0;-2.4;2.0;2.7;-6.8;-5.0
2326;561 Restaurants, andere eetgelegenheden;2009 december;102.0;107.0;113.0;112.0;90.0;95.0;-4.7;-2.6;2.2;2.6;-6.8;-5.1
2327;561 Restaurants, andere eetgelegenheden;2009 4e kwartaal;103.0;107.0;113.0;112.0;91.0;95.0;-4.0;-2.6;2.1;2.6;-6.0;-5.1
2328;561 Restaurants, andere eetgelegenheden;2009;107.0;107.0;112.0;112.0;95.0;95.0;-2.6;-2.6;2.6;2.6;-5.1;-5.1
2329;561 Restaurants, andere eetgelegenheden;2010 januari;90.0;107.0;113.0;112.0;80.0;95.0;-5.5;-5.5;2.3;2.3;-7.6;-7.6
2330;561 Restaurants, andere eetgelegenheden;2010 februari;88.0;106.0;114.0;113.0;77.0;94.0;-6.2;-5.8;1.9;2.1;-7.9;-7.8
2331;561 Restaurants, andere eetgelegenheden;2010 maart;96.0;106.0;114.0;113.0;85.0;94.0;-5.3;-5.6;2.1;2.1;-7.3;-7.6
2332;561 Restaurants, andere eetgelegenheden;2010 1e kwartaal;92.0;106.0;114.0;113.0;80.0;94.0;-5.6;-5.6;2.1;2.1;-7.6;-7.6
2333;561 Restaurants, andere eetgelegenheden;2010 april;108.0;105.0;114.0;113.0;95.0;93.0;-5.3;-5.5;1.7;2.0;-6.9;-7.4
2334;561 Restaurants, andere eetgelegenheden;2010 mei;112.0;105.0;114.0;113.0;98.0;92.0;-5.8;-5.6;1.7;1.9;-7.3;-7.4
2335;561 Restaurants, andere eetgelegenheden;2010 juni;108.0;104.0;114.0;113.0;94.0;92.0;-5.0;-5.5;1.9;1.9;-6.8;-7.3
2336;561 Restaurants, andere eetgelegenheden;2010 2e kwartaal;109.0;104.0;114.0;113.0;96.0;92.0;-5.4;-5.5;1.8;1.9;-7.0;-7.3
2337;561 Restaurants, andere eetgelegenheden;2010 juli;115.0;104.0;115.0;114.0;100.0;92.0;-2.2;-5.0;1.9;1.9;-4.0;-6.8
2338;561 Restaurants, andere eetgelegenheden;2010 augustus;112.0;104.0;114.0;114.0;98.0;91.0;-3.2;-4.7;1.7;1.9;-4.9;-6.5
2339;561 Restaurants, andere eetgelegenheden;2010 september;107.0;104.0;115.0;114.0;94.0;91.0;2.0;-4.0;1.7;1.9;0.3;-5.8
2340;561 Restaurants, andere eetgelegenheden;2010 3e kwartaal;111.0;104.0;115.0;114.0;97.0;89.0;-1.2;-4.0;1.8;1.9;-3.0;-5.8
2341;561 Restaurants, andere eetgelegenheden;2010 oktober;112.0;104.0;115.0;114.0;98.0;91.0;3.5;-3.3;1.9;1.9;1.5;-5.1
2342;561 Restaurants, andere eetgelegenheden;2010 november;99.0;104.0;115.0;114.0;86.0;91.0;-0.1;-3.0;1.7;1.9;-1.8;-4.8
2343;561 Restaurants, andere eetgelegenheden;2010 december;103.0;104.0;115.0;114.0;89.0;91.0;0.6;-2.7;1.9;1.9;-1.2;-4.5
2344;561 Restaurants, andere eetgelegenheden;2010 4e kwartaal;105.0;104.0;115.0;114.0;91.0;91.0;1.4;-2.7;1.8;1.9;-0.4;-4.5
2345;561 Restaurants, andere eetgelegenheden;2010;104.0;104.0;114.0;114.0;91.0;91.0;-2.7;-2.7;1.9;1.9;-4.5;-4.5
2346;561 Restaurants, andere eetgelegenheden;2011 januari;95.0;105.0;116.0;115.0;82.0;91.0;4.8;4.8;2.1;2.1;2.7;2.7
2347;561 Restaurants, andere eetgelegenheden;2011 februari;93.0;105.0;116.0;115.0;80.0;91.0;5.8;5.3;2.3;2.2;3.4;3.0
2348;561 Restaurants, andere eetgelegenheden;2011 maart;105.0;106.0;117.0;115.0;90.0;92.0;8.7;6.5;2.6;2.3;5.9;4.1
2349;561 Restaurants, andere eetgelegenheden;2011 1e kwartaal;97.0;106.0;116.0;115.0;84.0;92.0;6.5;6.5;2.3;2.3;4.1;4.1
2350;561 Restaurants, andere eetgelegenheden;2011 april;117.0;106.0;117.0;115.0;100.0;92.0;7.9;6.9;2.7;2.4;5.1;4.4
2351;561 Restaurants, andere eetgelegenheden;2011 mei;118.0;107.0;117.0;116.0;100.0;92.0;5.4;6.6;3.0;2.5;2.3;3.9
2352;561 Restaurants, andere eetgelegenheden;2011 juni;120.0;108.0;117.0;116.0;103.0;93.0;12.0;7.5;2.7;2.6;9.1;4.8
2353;561 Restaurants, andere eetgelegenheden;2011 2e kwartaal;118.0;108.0;117.0;116.0;101.0;93.0;8.4;7.5;2.8;2.6;5.5;4.8
2354;561 Restaurants, andere eetgelegenheden;2011 juli;120.0;108.0;117.0;116.0;102.0;93.0;4.1;7.0;2.5;2.6;1.6;4.3
2355;561 Restaurants, andere eetgelegenheden;2011 augustus;115.0;109.0;118.0;116.0;97.0;93.0;2.3;6.4;2.8;2.6;-0.5;3.7
2356;561 Restaurants, andere eetgelegenheden;2011 september;115.0;109.0;118.0;117.0;98.0;94.0;7.2;6.5;2.9;2.6;4.2;3.7
2357;561 Restaurants, andere eetgelegenheden;2011 3e kwartaal;116.0;109.0;118.0;116.0;99.0;92.0;4.5;6.5;2.8;2.6;1.7;3.7
2358;561 Restaurants, andere eetgelegenheden;2011 oktober;114.0;109.0;118.0;117.0;97.0;94.0;1.7;5.9;2.9;2.7;-1.2;3.2
2359;561 Restaurants, andere eetgelegenheden;2011 november;104.0;110.0;118.0;117.0;88.0;94.0;5.7;5.9;3.0;2.7;2.6;3.1
2360;561 Restaurants, andere eetgelegenheden;2011 december;112.0;111.0;119.0;117.0;94.0;94.0;8.9;6.2;2.8;2.7;5.9;3.4
2361;561 Restaurants, andere eetgelegenheden;2011 4e kwartaal;110.0;111.0;118.0;117.0;93.0;94.0;5.3;6.2;2.9;2.7;2.3;3.4
2362;561 Restaurants, andere eetgelegenheden;2011;111.0;111.0;117.0;117.0;94.0;94.0;6.2;6.2;2.7;2.7;3.4;3.4
2363;561 Restaurants, andere eetgelegenheden;2012 januari;99.0;111.0;119.0;118.0;83.0;94.0;5.0;5.0;2.8;2.8;2.1;2.1
2364;561 Restaurants, andere eetgelegenheden;2012 februari;96.0;111.0;119.0;118.0;80.0;94.0;3.2;4.1;2.5;2.7;0.6;1.4
2365;561 Restaurants, andere eetgelegenheden;2012 maart;112.0;112.0;119.0;118.0;93.0;95.0;6.5;5.0;2.1;2.5;4.3;2.4
2366;561 Restaurants, andere eetgelegenheden;2012 1e kwartaal;102.0;112.0;119.0;118.0;86.0;95.0;5.0;5.0;2.5;2.5;2.4;2.4
2367;561 Restaurants, andere eetgelegenheden;2012 april;118.0;112.0;119.0;118.0;99.0;95.0;0.8;3.8;2.1;2.4;-1.2;1.4
2368;561 Restaurants, andere eetgelegenheden;2012 mei;123.0;112.0;120.0;119.0;102.0;95.0;3.9;3.8;1.9;2.3;2.0;1.5
2369;561 Restaurants, andere eetgelegenheden;2012 juni;120.0;112.0;120.0;119.0;100.0;95.0;0.0;3.1;2.1;2.2;-2.0;0.9
2370;561 Restaurants, andere eetgelegenheden;2012 2e kwartaal;120.0;112.0;120.0;119.0;101.0;95.0;1.6;3.1;2.0;2.2;-0.4;0.9
2371;561 Restaurants, andere eetgelegenheden;2012 juli;120.0;112.0;120.0;119.0;101.0;94.0;0.8;2.7;2.0;2.2;-1.1;0.6
2372;561 Restaurants, andere eetgelegenheden;2012 augustus;120.0;113.0;120.0;119.0;100.0;95.0;4.5;3.0;1.9;2.2;2.5;0.8
2373;561 Restaurants, andere eetgelegenheden;2012 september;118.0;113.0;120.0;119.0;98.0;95.0;2.5;2.9;1.6;2.1;0.9;0.8
2374;561 Restaurants, andere eetgelegenheden;2012 3e kwartaal;119.0;113.0;120.0;119.0;100.0;95.0;2.6;2.9;1.8;2.1;0.8;0.8
2375;561 Restaurants, andere eetgelegenheden;2012 oktober;113.0;113.0;121.0;119.0;94.0;94.0;-1.1;2.5;1.8;2.1;-2.8;0.5
2376;561 Restaurants, andere eetgelegenheden;2012 november;108.0;113.0;121.0;120.0;90.0;95.0;3.9;2.6;2.0;2.1;1.9;0.6
2377;561 Restaurants, andere eetgelegenheden;2012 december;114.0;113.0;121.0;120.0;95.0;95.0;2.4;2.6;1.9;2.1;0.5;0.6
2378;561 Restaurants, andere eetgelegenheden;2012 4e kwartaal;112.0;113.0;121.0;120.0;93.0;95.0;1.7;2.6;1.9;2.1;-0.2;0.6
2379;561 Restaurants, andere eetgelegenheden;2012;113.0;113.0;120.0;120.0;95.0;95.0;2.6;2.6;2.1;2.1;0.6;0.6
2380;56101 Restaurants;1993 januari;50.0;;;;;;;;;;;
2381;56101 Restaurants;1993 februari;48.0;;;;;;;;;;;
2382;56101 Restaurants;1993 maart;55.0;;;;;;;;;;;
2383;56101 Restaurants;1993 1e kwartaal;51.0;;;;;;;;;;;
2384;56101 Restaurants;1993 april;62.0;;;;;;;;;;;
2385;56101 Restaurants;1993 mei;69.0;;;;;;;;;;;
2386;56101 Restaurants;1993 juni;67.0;;;;;;;;;;;
2387;56101 Restaurants;1993 2e kwartaal;66.0;;;;;;;;;;;
2388;56101 Restaurants;1993 juli;68.0;;;;;;;;;;;
2389;56101 Restaurants;1993 augustus;68.0;;;;;;;;;;;
2390;56101 Restaurants;1993 september;65.0;;;;;;;;;;;
2391;56101 Restaurants;1993 3e kwartaal;67.0;;;;;;;;;;;
2392;56101 Restaurants;1993 oktober;64.0;;;;;;;;;;;
2393;56101 Restaurants;1993 november;57.0;;;;;;;;;;;
2394;56101 Restaurants;1993 december;63.0;62.0;;;;;;;;;;
2395;56101 Restaurants;1993 4e kwartaal;62.0;62.0;;;;;;;;;;
2396;56101 Restaurants;1993;62.0;62.0;;;;;;;;;;
2397;56101 Restaurants;1994 januari;56.0;62.0;;;;;11.8;11.8;;;;
2398;56101 Restaurants;1994 februari;53.0;62.0;;;;;10.1;11.0;;;;
2399;56101 Restaurants;1994 maart;60.0;63.0;;;;;9.6;10.5;;;;
2400;56101 Restaurants;1994 1e kwartaal;57.0;63.0;;;;;10.5;10.5;;;;
2401;56101 Restaurants;1994 april;66.0;63.0;;;;;7.4;9.6;;;;
2402;56101 Restaurants;1994 mei;72.0;63.0;;;;;4.3;8.3;;;;
2403;56101 Restaurants;1994 juni;70.0;64.0;;;;;4.4;7.6;;;;
2404;56101 Restaurants;1994 2e kwartaal;69.0;64.0;;;;;5.3;7.6;;;;
2405;56101 Restaurants;1994 juli;69.0;64.0;;;;;1.0;6.5;;;;
2406;56101 Restaurants;1994 augustus;71.0;64.0;;;;;4.6;6.2;;;;
2407;56101 Restaurants;1994 september;69.0;64.0;;;;;5.4;6.1;;;;
2408;56101 Restaurants;1994 3e kwartaal;70.0;64.0;;;;;3.7;6.1;;;;
2409;56101 Restaurants;1994 oktober;67.0;65.0;;;;;4.0;5.9;;;;
2410;56101 Restaurants;1994 november;63.0;65.0;;;;;10.4;6.3;;;;
2411;56101 Restaurants;1994 december;68.0;65.0;;;;;7.2;6.4;;;;
2412;56101 Restaurants;1994 4e kwartaal;66.0;65.0;;;;;7.1;6.4;;;;
2413;56101 Restaurants;1994;65.0;65.0;;;;;6.4;6.4;;;;
2414;56101 Restaurants;1995 januari;57.0;65.0;;;;;0.6;0.6;;;;
2415;56101 Restaurants;1995 februari;56.0;66.0;;;;;4.4;2.5;;;;
2416;56101 Restaurants;1995 maart;62.0;66.0;;;;;3.3;2.8;;;;
2417;56101 Restaurants;1995 1e kwartaal;58.0;66.0;;;;;2.8;2.8;;;;
2418;56101 Restaurants;1995 april;68.0;66.0;;;;;2.1;2.6;;;;
2419;56101 Restaurants;1995 mei;74.0;66.0;;;;;3.0;2.7;;;;
2420;56101 Restaurants;1995 juni;75.0;67.0;;;;;6.7;3.4;;;;
2421;56101 Restaurants;1995 2e kwartaal;72.0;67.0;;;;;3.9;3.4;;;;
2422;56101 Restaurants;1995 juli;72.0;67.0;;;;;5.1;3.7;;;;
2423;56101 Restaurants;1995 augustus;72.0;67.0;;;;;1.1;3.3;;;;
2424;56101 Restaurants;1995 september;71.0;67.0;;;;;3.3;3.3;;;;
2425;56101 Restaurants;1995 3e kwartaal;72.0;67.0;;;;;3.1;3.3;;;;
2426;56101 Restaurants;1995 oktober;70.0;67.0;;;;;4.0;3.4;;;;
2427;56101 Restaurants;1995 november;65.0;67.0;;;;;2.9;3.3;;;;
2428;56101 Restaurants;1995 december;69.0;68.0;;;;;1.9;3.2;;;;
2429;56101 Restaurants;1995 4e kwartaal;68.0;68.0;;;;;2.9;3.2;;;;
2430;56101 Restaurants;1995;68.0;68.0;;;;;3.2;3.2;;;;
2431;56101 Restaurants;1996 januari;57.0;68.0;;;;;0.7;0.7;;;;
2432;56101 Restaurants;1996 februari;58.0;68.0;;;;;4.1;2.4;;;;
2433;56101 Restaurants;1996 maart;66.0;68.0;;;;;5.2;3.4;;;;
2434;56101 Restaurants;1996 1e kwartaal;60.0;68.0;;;;;3.4;3.4;;;;
2435;56101 Restaurants;1996 april;71.0;68.0;;;;;4.8;3.8;;;;
2436;56101 Restaurants;1996 mei;80.0;69.0;;;;;8.4;4.9;;;;
2437;56101 Restaurants;1996 juni;79.0;69.0;;;;;6.2;5.1;;;;
2438;56101 Restaurants;1996 2e kwartaal;77.0;69.0;;;;;6.5;5.1;;;;
2439;56101 Restaurants;1996 juli;77.0;70.0;;;;;5.8;5.2;;;;
2440;56101 Restaurants;1996 augustus;78.0;70.0;;;;;9.2;5.8;;;;
2441;56101 Restaurants;1996 september;77.0;71.0;;;;;8.4;6.1;;;;
2442;56101 Restaurants;1996 3e kwartaal;77.0;71.0;;;;;7.8;6.1;;;;
2443;56101 Restaurants;1996 oktober;74.0;71.0;;;;;6.1;6.1;;;;
2444;56101 Restaurants;1996 november;71.0;71.0;;;;;8.7;6.3;;;;
2445;56101 Restaurants;1996 december;74.0;72.0;;;;;6.7;6.3;;;;
2446;56101 Restaurants;1996 4e kwartaal;73.0;72.0;;;;;7.1;6.3;;;;
2447;56101 Restaurants;1996;72.0;72.0;;;;;6.3;6.3;;;;
2448;56101 Restaurants;1997 januari;60.0;72.0;79.0;;75.0;;4.6;4.6;;;;
2449;56101 Restaurants;1997 februari;62.0;72.0;79.0;;78.0;;6.3;5.4;;;;
2450;56101 Restaurants;1997 maart;71.0;73.0;79.0;;90.0;;7.9;6.3;;;;
2451;56101 Restaurants;1997 1e kwartaal;64.0;73.0;79.0;;81.0;;6.3;6.3;;;;
2452;56101 Restaurants;1997 april;74.0;73.0;79.0;;93.0;;3.9;5.7;;;;
2453;56101 Restaurants;1997 mei;85.0;73.0;79.0;;108.0;;6.0;5.7;;;;
2454;56101 Restaurants;1997 juni;84.0;74.0;79.0;;107.0;;6.5;5.9;;;;
2455;56101 Restaurants;1997 2e kwartaal;81.0;74.0;79.0;;103.0;;5.5;5.9;;;;
2456;56101 Restaurants;1997 juli;85.0;75.0;80.0;;106.0;;10.4;6.6;;;;
2457;56101 Restaurants;1997 augustus;87.0;75.0;80.0;;108.0;;10.9;7.2;;;;
2458;56101 Restaurants;1997 september;80.0;76.0;80.0;;101.0;;4.3;6.8;;;;
2459;56101 Restaurants;1997 3e kwartaal;84.0;76.0;80.0;;105.0;;8.5;6.8;;;;
2460;56101 Restaurants;1997 oktober;80.0;76.0;80.0;;101.0;;8.7;7.0;;;;
2461;56101 Restaurants;1997 november;77.0;77.0;80.0;;96.0;;8.5;7.2;;;;
2462;56101 Restaurants;1997 december;80.0;77.0;80.0;79.0;101.0;97.0;8.6;7.3;;;;
2463;56101 Restaurants;1997 4e kwartaal;79.0;77.0;80.0;79.0;99.0;97.0;8.6;7.3;;;;
2464;56101 Restaurants;1997;77.0;77.0;79.0;79.0;97.0;97.0;7.3;7.3;;;;
2465;56101 Restaurants;1998 januari;70.0;78.0;80.0;80.0;87.0;98.0;16.8;16.8;1.0;1.0;15.7;15.7
2466;56101 Restaurants;1998 februari;68.0;78.0;81.0;80.0;84.0;98.0;10.4;13.6;2.0;1.5;8.2;11.9
2467;56101 Restaurants;1998 maart;74.0;79.0;81.0;80.0;92.0;99.0;4.8;10.3;2.0;1.7;2.8;8.5
2468;56101 Restaurants;1998 1e kwartaal;71.0;79.0;80.0;80.0;88.0;99.0;10.3;10.3;1.7;1.7;8.5;8.5
2469;56101 Restaurants;1998 april;83.0;80.0;81.0;80.0;103.0;99.0;12.7;11.0;2.0;1.7;10.5;9.1
2470;56101 Restaurants;1998 mei;93.0;80.0;81.0;80.0;115.0;100.0;9.2;10.6;2.0;1.8;7.1;8.6
2471;56101 Restaurants;1998 juni;89.0;81.0;81.0;80.0;110.0;100.0;5.4;9.6;2.0;1.8;3.4;7.6
2472;56101 Restaurants;1998 2e kwartaal;88.0;81.0;81.0;80.0;110.0;100.0;8.9;9.6;2.0;1.8;6.8;7.6
2473;56101 Restaurants;1998 juli;89.0;81.0;81.0;80.0;110.0;101.0;4.8;8.8;1.0;1.7;3.8;7.0
2474;56101 Restaurants;1998 augustus;94.0;81.0;81.0;80.0;115.0;101.0;8.3;8.7;2.0;1.7;6.2;6.9
2475;56101 Restaurants;1998 september;85.0;82.0;81.0;81.0;105.0;102.0;6.3;8.4;2.0;1.8;4.2;6.6
2476;56101 Restaurants;1998 3e kwartaal;89.0;82.0;81.0;81.0;110.0;102.0;6.5;8.4;1.6;1.8;4.8;6.6
2477;56101 Restaurants;1998 oktober;85.0;82.0;81.0;81.0;105.0;102.0;6.2;8.2;2.0;1.8;4.2;6.3
2478;56101 Restaurants;1998 november;78.0;82.0;82.0;81.0;95.0;102.0;1.8;7.6;2.9;1.9;-1.1;5.6
2479;56101 Restaurants;1998 december;85.0;83.0;82.0;81.0;103.0;102.0;5.9;7.5;2.9;2.0;2.8;5.4
2480;56101 Restaurants;1998 4e kwartaal;83.0;83.0;82.0;81.0;101.0;102.0;4.7;7.5;2.6;2.0;2.0;5.4
2481;56101 Restaurants;1998;83.0;83.0;81.0;81.0;102.0;102.0;7.5;7.5;2.0;2.0;5.4;5.4
2482;56101 Restaurants;1999 januari;73.0;83.0;82.0;81.0;89.0;102.0;4.6;4.6;2.9;2.9;1.6;1.6
2483;56101 Restaurants;1999 februari;71.0;83.0;82.0;81.0;86.0;102.0;3.9;4.3;1.9;2.4;2.0;1.8
2484;56101 Restaurants;1999 maart;79.0;84.0;83.0;82.0;95.0;103.0;5.9;4.9;2.9;2.6;2.9;2.2
2485;56101 Restaurants;1999 1e kwartaal;74.0;84.0;82.0;82.0;90.0;103.0;4.9;4.9;2.6;2.6;2.2;2.2
2486;56101 Restaurants;1999 april;89.0;84.0;83.0;82.0;107.0;103.0;7.1;5.5;2.9;2.7;4.0;2.7
2487;56101 Restaurants;1999 mei;99.0;85.0;83.0;82.0;119.0;103.0;5.8;5.6;2.9;2.7;2.8;2.7
2488;56101 Restaurants;1999 juni;96.0;85.0;84.0;82.0;114.0;104.0;7.7;6.0;3.9;2.9;3.7;2.9
2489;56101 Restaurants;1999 2e kwartaal;94.0;85.0;83.0;82.0;113.0;104.0;6.9;6.0;3.2;2.9;3.5;2.9
2490;56101 Restaurants;1999 juli;98.0;86.0;84.0;82.0;117.0;104.0;10.3;6.6;3.9;3.1;6.2;3.4
2491;56101 Restaurants;1999 augustus;95.0;86.0;84.0;83.0;114.0;104.0;1.6;5.9;2.9;3.0;-1.2;2.8
2492;56101 Restaurants;1999 september;93.0;87.0;85.0;83.0;110.0;104.0;8.6;6.2;3.8;3.1;4.5;3.0
2493;56101 Restaurants;1999 3e kwartaal;95.0;87.0;84.0;83.0;113.0;104.0;6.7;6.2;3.5;3.1;3.1;3.0
2494;56101 Restaurants;1999 oktober;91.0;87.0;85.0;83.0;107.0;105.0;6.0;6.2;3.8;3.2;2.1;2.9
2495;56101 Restaurants;1999 november;84.0;88.0;85.0;83.0;100.0;105.0;7.8;6.3;2.9;3.2;4.8;3.0
2496;56101 Restaurants;1999 december;91.0;88.0;85.0;84.0;108.0;105.0;7.4;6.4;2.9;3.1;4.4;3.2
2497;56101 Restaurants;1999 4e kwartaal;89.0;88.0;85.0;84.0;105.0;105.0;7.0;6.4;3.2;3.1;3.7;3.2
2498;56101 Restaurants;1999;88.0;88.0;84.0;84.0;105.0;105.0;6.4;6.4;3.1;3.1;3.2;3.2
2499;56101 Restaurants;2000 januari;77.0;88.0;85.0;84.0;91.0;106.0;5.6;5.6;2.8;2.8;2.7;2.7
2500;56101 Restaurants;2000 februari;78.0;89.0;85.0;84.0;92.0;106.0;10.1;7.8;3.2;3.0;6.7;4.7
2501;56101 Restaurants;2000 maart;85.0;90.0;85.0;84.0;100.0;107.0;8.2;7.9;2.6;2.9;5.4;4.9
2502;56101 Restaurants;2000 1e kwartaal;80.0;90.0;85.0;84.0;94.0;107.0;7.9;7.9;2.9;2.9;4.9;4.9
2503;56101 Restaurants;2000 april;94.0;90.0;85.0;84.0;110.0;107.0;5.5;7.2;2.7;2.8;2.7;4.3
2504;56101 Restaurants;2000 mei;98.0;90.0;85.0;85.0;115.0;106.0;-0.2;5.5;2.9;2.9;-3.0;2.5
2505;56101 Restaurants;2000 juni;100.0;90.0;86.0;85.0;116.0;107.0;3.8;5.2;2.4;2.8;1.4;2.3
2506;56101 Restaurants;2000 2e kwartaal;97.0;90.0;86.0;85.0;114.0;107.0;3.0;5.2;2.7;2.8;0.3;2.3
2507;56101 Restaurants;2000 juli;99.0;90.0;86.0;85.0;115.0;106.0;1.2;4.5;2.4;2.7;-1.2;1.8
2508;56101 Restaurants;2000 augustus;103.0;91.0;86.0;85.0;120.0;107.0;8.1;5.0;2.6;2.7;5.3;2.3
2509;56101 Restaurants;2000 september;101.0;92.0;86.0;85.0;117.0;108.0;8.6;5.4;1.5;2.6;7.0;2.8
