ID;BedrijfstakkenBranchesSBI2008;Perioden;Waarde_1;VoortschrijdendJaargemiddeldeWaarde_2;Prijs_3;VoortschrijdendJaargemiddeldePrijs_4;Volume_5;VoortschrijdendJaargemiddeldeVolume_6;Waarde_7;CumulatieveWaarde_8;Prijs_9;CumulatievePrijs_10;Volume_11;CumulatiefVolume_12
2510;56101 Restaurants;2000 3e kwartaal;101.0;92.0;86.0;85.0;118.0;108.0;5.9;5.4;2.2;2.6;3.6;2.8
2511;56101 Restaurants;2000 oktober;93.0;92.0;86.0;85.0;108.0;108.0;2.7;5.1;1.7;2.5;1.0;2.6
2512;56101 Restaurants;2000 november;89.0;92.0;86.0;85.0;103.0;108.0;4.9;5.1;2.1;2.5;2.7;2.6
2513;56101 Restaurants;2000 december;98.0;93.0;86.0;86.0;113.0;108.0;7.0;5.3;2.2;2.4;4.6;2.8
2514;56101 Restaurants;2000 4e kwartaal;93.0;93.0;86.0;86.0;108.0;108.0;4.9;5.3;2.0;2.4;2.8;2.8
2515;56101 Restaurants;2000;93.0;93.0;86.0;86.0;108.0;108.0;5.3;5.3;2.4;2.4;2.8;2.8
2516;56101 Restaurants;2001 januari;80.0;93.0;88.0;86.0;91.0;108.0;4.5;4.5;4.1;4.1;0.4;0.4
2517;56101 Restaurants;2001 februari;80.0;93.0;89.0;86.0;91.0;108.0;3.5;4.0;4.6;4.3;-1.1;-0.3
2518;56101 Restaurants;2001 maart;89.0;94.0;89.0;87.0;100.0;108.0;4.6;4.2;4.4;4.4;0.2;-0.1
2519;56101 Restaurants;2001 1e kwartaal;83.0;94.0;89.0;87.0;94.0;108.0;4.2;4.2;4.4;4.4;-0.1;-0.1
2520;56101 Restaurants;2001 april;96.0;94.0;89.0;87.0;107.0;108.0;2.1;3.6;4.8;4.5;-2.6;-0.8
2521;56101 Restaurants;2001 mei;105.0;94.0;90.0;87.0;117.0;108.0;6.3;4.2;4.9;4.6;1.3;-0.4
2522;56101 Restaurants;2001 juni;107.0;95.0;90.0;88.0;119.0;108.0;7.8;4.9;4.7;4.6;3.0;0.3
2523;56101 Restaurants;2001 2e kwartaal;103.0;95.0;90.0;88.0;114.0;108.0;5.4;4.9;4.8;4.6;0.6;0.3
2524;56101 Restaurants;2001 juli;102.0;95.0;90.0;88.0;113.0;108.0;2.9;4.6;5.1;4.7;-2.1;-0.1
2525;56101 Restaurants;2001 augustus;104.0;95.0;90.0;88.0;116.0;108.0;1.4;4.1;5.2;4.7;-3.6;-0.6
2526;56101 Restaurants;2001 september;102.0;95.0;91.0;89.0;112.0;107.0;0.8;3.7;5.5;4.8;-4.5;-1.1
2527;56101 Restaurants;2001 3e kwartaal;103.0;95.0;90.0;89.0;114.0;107.0;1.7;3.7;5.3;4.8;-3.4;-1.1
2528;56101 Restaurants;2001 oktober;98.0;96.0;91.0;89.0;108.0;107.0;5.4;3.9;5.6;4.9;-0.2;-1.0
2529;56101 Restaurants;2001 november;96.0;96.0;91.0;89.0;106.0;108.0;8.9;4.3;5.4;4.9;3.3;-0.6
2530;56101 Restaurants;2001 december;104.0;97.0;91.0;90.0;115.0;108.0;6.9;4.5;5.4;5.0;1.3;-0.4
2531;56101 Restaurants;2001 4e kwartaal;100.0;97.0;91.0;90.0;110.0;108.0;7.0;4.5;5.5;5.0;1.5;-0.4
2532;56101 Restaurants;2001;97.0;97.0;90.0;90.0;108.0;108.0;4.5;4.5;5.0;5.0;-0.4;-0.4
2533;56101 Restaurants;2002 januari;85.0;97.0;94.0;90.0;91.0;108.0;5.7;5.7;6.5;6.5;-0.7;-0.7
2534;56101 Restaurants;2002 februari;86.0;98.0;94.0;91.0;91.0;108.0;6.4;6.1;6.1;6.3;0.3;-0.2
2535;56101 Restaurants;2002 maart;97.0;99.0;94.0;91.0;103.0;108.0;8.9;7.1;6.1;6.2;2.7;0.8
2536;56101 Restaurants;2002 1e kwartaal;89.0;99.0;94.0;91.0;95.0;108.0;7.1;7.1;6.2;6.2;0.8;0.8
2537;56101 Restaurants;2002 april;102.0;99.0;94.0;92.0;108.0;108.0;6.6;6.9;5.7;6.1;0.9;0.8
2538;56101 Restaurants;2002 mei;111.0;100.0;95.0;92.0;117.0;108.0;6.2;6.8;5.6;6.0;0.6;0.8
2539;56101 Restaurants;2002 juni;110.0;100.0;95.0;93.0;116.0;108.0;2.8;6.0;5.6;5.9;-2.7;0.1
2540;56101 Restaurants;2002 2e kwartaal;108.0;100.0;95.0;93.0;114.0;108.0;5.1;6.0;5.6;5.9;-0.5;0.1
2541;56101 Restaurants;2002 juli;104.0;100.0;95.0;93.0;109.0;108.0;2.0;5.4;5.4;5.9;-3.2;-0.4
2542;56101 Restaurants;2002 augustus;106.0;100.0;95.0;93.0;111.0;107.0;1.4;4.9;5.3;5.8;-3.7;-0.8
2543;56101 Restaurants;2002 september;102.0;100.0;96.0;94.0;107.0;107.0;0.5;4.3;5.5;5.7;-4.7;-1.3
2544;56101 Restaurants;2002 3e kwartaal;104.0;100.0;95.0;94.0;109.0;107.0;1.3;4.3;5.4;5.7;-3.9;-1.3
2545;56101 Restaurants;2002 oktober;99.0;100.0;96.0;94.0;104.0;106.0;0.9;4.0;5.2;5.7;-4.1;-1.6
2546;56101 Restaurants;2002 november;93.0;100.0;95.0;95.0;98.0;106.0;-3.3;3.3;4.9;5.6;-7.8;-2.1
2547;56101 Restaurants;2002 december;96.0;99.0;96.0;95.0;101.0;105.0;-7.7;2.3;5.0;5.6;-12.0;-3.0
2548;56101 Restaurants;2002 4e kwartaal;96.0;99.0;96.0;95.0;101.0;105.0;-3.4;2.3;5.0;5.6;-8.1;-3.0
2549;56101 Restaurants;2002;99.0;99.0;95.0;95.0;105.0;105.0;2.3;2.3;5.6;5.6;-3.0;-3.0
2550;56101 Restaurants;2003 januari;81.0;99.0;96.0;95.0;84.0;104.0;-4.4;-4.4;2.8;2.8;-7.0;-7.0
2551;56101 Restaurants;2003 februari;82.0;99.0;97.0;95.0;84.0;104.0;-4.7;-4.6;2.5;2.7;-7.1;-7.0
2552;56101 Restaurants;2003 maart;92.0;98.0;97.0;95.0;95.0;103.0;-5.3;-4.8;2.4;2.6;-7.5;-7.2
2553;56101 Restaurants;2003 1e kwartaal;85.0;98.0;96.0;95.0;88.0;103.0;-4.8;-4.8;2.6;2.6;-7.2;-7.2
2554;56101 Restaurants;2003 april;98.0;98.0;97.0;96.0;101.0;102.0;-4.4;-4.7;2.5;2.6;-6.8;-7.1
2555;56101 Restaurants;2003 mei;108.0;98.0;97.0;96.0;112.0;102.0;-2.9;-4.3;2.1;2.5;-4.9;-6.6
2556;56101 Restaurants;2003 juni;105.0;97.0;97.0;96.0;109.0;101.0;-4.7;-4.4;2.0;2.4;-6.5;-6.6
2557;56101 Restaurants;2003 2e kwartaal;104.0;97.0;97.0;96.0;107.0;101.0;-4.0;-4.4;2.2;2.4;-6.1;-6.6
2558;56101 Restaurants;2003 juli;99.0;97.0;97.0;96.0;102.0;101.0;-4.7;-4.4;1.8;2.3;-6.4;-6.5
2559;56101 Restaurants;2003 augustus;104.0;97.0;97.0;96.0;108.0;100.0;-1.8;-4.1;1.5;2.2;-3.3;-6.1
2560;56101 Restaurants;2003 september;101.0;96.0;97.0;96.0;104.0;100.0;-1.2;-3.7;1.4;2.1;-2.6;-5.7
2561;56101 Restaurants;2003 3e kwartaal;101.0;96.0;97.0;96.0;105.0;100.0;-2.6;-3.7;1.6;2.1;-4.1;-5.7
2562;56101 Restaurants;2003 oktober;99.0;96.0;97.0;97.0;102.0;100.0;-0.5;-3.4;1.6;2.1;-2.0;-5.4
2563;56101 Restaurants;2003 november;95.0;97.0;97.0;97.0;98.0;100.0;1.9;-3.0;1.8;2.0;0.1;-4.9
2564;56101 Restaurants;2003 december;97.0;97.0;97.0;97.0;99.0;100.0;0.1;-2.7;1.6;2.0;-1.5;-4.6
2565;56101 Restaurants;2003 4e kwartaal;97.0;97.0;97.0;97.0;100.0;100.0;0.5;-2.7;1.7;2.0;-1.2;-4.6
2566;56101 Restaurants;2003;97.0;97.0;97.0;97.0;100.0;100.0;-2.7;-2.7;2.0;2.0;-4.6;-4.6
2567;56101 Restaurants;2004 januari;85.0;97.0;98.0;97.0;87.0;100.0;4.4;4.4;1.4;1.4;2.9;2.9
2568;56101 Restaurants;2004 februari;83.0;97.0;98.0;97.0;85.0;100.0;1.2;2.8;1.0;1.2;0.2;1.6
2569;56101 Restaurants;2004 maart;88.0;97.0;98.0;97.0;90.0;100.0;-4.3;0.2;1.1;1.2;-5.3;-0.9
2570;56101 Restaurants;2004 1e kwartaal;85.0;97.0;98.0;97.0;87.0;100.0;0.2;0.2;1.2;1.2;-0.9;-0.9
2571;56101 Restaurants;2004 april;98.0;97.0;98.0;97.0;101.0;100.0;0.7;0.4;1.1;1.1;-0.3;-0.8
2572;56101 Restaurants;2004 mei;107.0;97.0;98.0;97.0;109.0;99.0;-1.0;0.0;1.8;1.3;-2.7;-1.2
2573;56101 Restaurants;2004 juni;101.0;96.0;98.0;97.0;103.0;99.0;-4.2;-0.8;1.3;1.3;-5.5;-2.0
2574;56101 Restaurants;2004 2e kwartaal;102.0;96.0;98.0;97.0;104.0;99.0;-1.5;-0.8;1.4;1.3;-2.9;-2.0
2575;56101 Restaurants;2004 juli;101.0;96.0;98.0;98.0;103.0;99.0;2.1;-0.3;1.4;1.3;0.7;-1.6
2576;56101 Restaurants;2004 augustus;102.0;96.0;98.0;98.0;104.0;99.0;-2.1;-0.6;1.2;1.3;-3.3;-1.8
2577;56101 Restaurants;2004 september;100.0;96.0;98.0;98.0;102.0;98.0;-0.8;-0.6;1.4;1.3;-2.2;-1.9
2578;56101 Restaurants;2004 3e kwartaal;101.0;96.0;98.0;98.0;103.0;98.0;-0.3;-0.6;1.4;1.3;-1.6;-1.9
2579;56101 Restaurants;2004 oktober;102.0;96.0;99.0;98.0;104.0;99.0;3.5;-0.2;1.5;1.3;2.0;-1.5
2580;56101 Restaurants;2004 november;93.0;96.0;99.0;98.0;94.0;98.0;-2.1;-0.3;1.6;1.3;-3.7;-1.7
2581;56101 Restaurants;2004 december;99.0;97.0;99.0;98.0;100.0;98.0;3.0;-0.1;2.0;1.4;0.9;-1.5
2582;56101 Restaurants;2004 4e kwartaal;98.0;97.0;99.0;98.0;99.0;98.0;1.5;-0.1;1.7;1.4;-0.2;-1.5
2583;56101 Restaurants;2004;97.0;97.0;98.0;98.0;98.0;98.0;-0.1;-0.1;1.4;1.4;-1.5;-1.5
2584;56101 Restaurants;2005 januari;85.0;97.0;99.0;98.0;86.0;98.0;0.4;0.4;1.8;1.8;-1.3;-1.3
2585;56101 Restaurants;2005 februari;82.0;97.0;100.0;98.0;82.0;98.0;-0.6;-0.1;2.2;2.0;-2.7;-2.0
2586;56101 Restaurants;2005 maart;92.0;97.0;100.0;99.0;93.0;98.0;5.2;1.7;2.2;2.0;2.9;-0.3
2587;56101 Restaurants;2005 1e kwartaal;87.0;97.0;100.0;99.0;87.0;98.0;1.7;1.7;2.0;2.0;-0.3;-0.3
2588;56101 Restaurants;2005 april;100.0;97.0;100.0;99.0;101.0;98.0;2.1;1.8;2.1;2.1;0.0;-0.2
2589;56101 Restaurants;2005 mei;105.0;97.0;100.0;99.0;106.0;98.0;-1.3;1.1;1.5;1.9;-2.7;-0.8
2590;56101 Restaurants;2005 juni;105.0;97.0;100.0;99.0;105.0;98.0;3.9;1.6;2.1;2.0;1.7;-0.3
2591;56101 Restaurants;2005 2e kwartaal;103.0;97.0;100.0;99.0;104.0;98.0;1.5;1.6;1.9;2.0;-0.4;-0.3
2592;56101 Restaurants;2005 juli;105.0;98.0;100.0;99.0;105.0;98.0;4.0;2.0;2.1;2.0;1.9;0.0
2593;56101 Restaurants;2005 augustus;105.0;98.0;100.0;99.0;105.0;98.0;3.1;2.1;2.1;2.0;1.0;0.1
2594;56101 Restaurants;2005 september;107.0;98.0;100.0;100.0;107.0;99.0;6.6;2.6;1.7;2.0;4.8;0.7
2595;56101 Restaurants;2005 3e kwartaal;106.0;98.0;100.0;100.0;106.0;99.0;4.6;2.6;2.0;2.0;2.5;0.7
2596;56101 Restaurants;2005 oktober;106.0;99.0;100.0;100.0;106.0;99.0;4.0;2.8;1.7;1.9;2.2;0.8
2597;56101 Restaurants;2005 november;99.0;99.0;101.0;100.0;99.0;99.0;7.0;3.2;1.8;1.9;5.1;1.2
2598;56101 Restaurants;2005 december;107.0;100.0;101.0;100.0;107.0;100.0;8.1;3.6;1.3;1.9;6.7;1.7
2599;56101 Restaurants;2005 4e kwartaal;104.0;100.0;100.0;100.0;104.0;100.0;6.3;3.6;1.6;1.9;4.6;1.7
2600;56101 Restaurants;2005;100.0;100.0;100.0;100.0;100.0;100.0;3.6;3.6;1.9;1.9;1.7;1.7
2601;56101 Restaurants;2006 januari;90.0;100.0;101.0;100.0;89.0;100.0;5.3;5.3;1.8;1.8;3.5;3.5
2602;56101 Restaurants;2006 februari;85.0;101.0;101.0;100.0;84.0;100.0;4.1;4.7;1.3;1.5;2.7;3.1
2603;56101 Restaurants;2006 maart;96.0;101.0;101.0;100.0;95.0;101.0;4.3;4.6;1.5;1.5;2.7;3.0
2604;56101 Restaurants;2006 1e kwartaal;90.0;101.0;101.0;100.0;89.0;101.0;4.6;4.6;1.5;1.5;3.0;3.0
2605;56101 Restaurants;2006 april;108.0;102.0;102.0;101.0;106.0;101.0;7.4;5.4;1.5;1.5;5.9;3.8
2606;56101 Restaurants;2006 mei;113.0;102.0;102.0;101.0;111.0;102.0;7.0;5.7;1.5;1.5;5.4;4.2
2607;56101 Restaurants;2006 juni;110.0;103.0;102.0;101.0;108.0;102.0;5.3;5.7;1.8;1.6;3.5;4.0
2608;56101 Restaurants;2006 2e kwartaal;110.0;103.0;102.0;101.0;108.0;102.0;6.6;5.7;1.6;1.6;4.9;4.0
2609;56101 Restaurants;2006 juli;111.0;103.0;102.0;101.0;108.0;102.0;5.0;5.6;1.9;1.6;3.1;3.9
2610;56101 Restaurants;2006 augustus;112.0;104.0;102.0;101.0;109.0;102.0;6.4;5.7;2.1;1.7;4.1;3.9
2611;56101 Restaurants;2006 september;113.0;104.0;103.0;101.0;110.0;103.0;6.4;5.8;2.4;1.8;3.9;3.9
2612;56101 Restaurants;2006 3e kwartaal;112.0;104.0;102.0;101.0;109.0;103.0;5.9;5.8;2.1;1.8;3.7;3.9
2613;56101 Restaurants;2006 oktober;109.0;105.0;103.0;102.0;106.0;103.0;2.9;5.4;2.3;1.8;0.5;3.5
2614;56101 Restaurants;2006 november;107.0;105.0;103.0;102.0;103.0;103.0;7.1;5.6;2.2;1.9;4.8;3.7
2615;56101 Restaurants;2006 december;113.0;106.0;103.0;102.0;109.0;103.0;5.2;5.6;2.7;1.9;2.4;3.6
2616;56101 Restaurants;2006 4e kwartaal;110.0;106.0;103.0;102.0;106.0;103.0;5.0;5.6;2.4;1.9;2.6;3.6
2617;56101 Restaurants;2006;106.0;106.0;102.0;102.0;103.0;103.0;5.6;5.6;1.9;1.9;3.6;3.6
2618;56101 Restaurants;2007 januari;96.0;106.0;104.0;102.0;92.0;104.0;6.7;6.7;2.6;2.6;4.0;4.0
2619;56101 Restaurants;2007 februari;94.0;107.0;104.0;103.0;90.0;104.0;9.9;8.3;3.0;2.8;6.7;5.3
2620;56101 Restaurants;2007 maart;107.0;108.0;104.0;103.0;102.0;105.0;10.5;9.1;2.9;2.8;7.4;6.1
2621;56101 Restaurants;2007 1e kwartaal;99.0;108.0;104.0;103.0;95.0;105.0;9.1;9.1;2.8;2.8;6.1;6.1
2622;56101 Restaurants;2007 april;117.0;108.0;105.0;103.0;112.0;105.0;8.2;8.8;2.8;2.8;5.2;5.8
2623;56101 Restaurants;2007 mei;119.0;109.0;105.0;103.0;114.0;105.0;5.7;8.1;3.2;2.9;2.5;5.1
2624;56101 Restaurants;2007 juni;121.0;110.0;105.0;104.0;115.0;106.0;9.8;8.4;2.8;2.9;6.9;5.4
2625;56101 Restaurants;2007 2e kwartaal;119.0;110.0;105.0;104.0;114.0;106.0;7.9;8.4;2.9;2.9;4.8;5.4
2626;56101 Restaurants;2007 juli;117.0;110.0;105.0;104.0;112.0;106.0;6.2;8.1;2.3;2.8;3.9;5.2
2627;56101 Restaurants;2007 augustus;118.0;111.0;105.0;104.0;112.0;107.0;5.4;7.7;2.8;2.8;2.5;4.8
2628;56101 Restaurants;2007 september;115.0;111.0;105.0;104.0;109.0;106.0;1.7;7.0;2.6;2.8;-0.8;4.1
2629;56101 Restaurants;2007 3e kwartaal;117.0;111.0;105.0;104.0;111.0;106.0;4.4;7.0;2.5;2.8;1.8;4.1
2630;56101 Restaurants;2007 oktober;112.0;111.0;105.0;104.0;107.0;106.0;3.0;6.6;2.2;2.7;0.7;3.8
2631;56101 Restaurants;2007 november;108.0;111.0;106.0;105.0;102.0;106.0;1.1;6.1;2.8;2.7;-1.7;3.3
2632;56101 Restaurants;2007 december;113.0;111.0;107.0;105.0;107.0;106.0;0.3;5.6;2.9;2.7;-2.5;2.8
2633;56101 Restaurants;2007 4e kwartaal;111.0;111.0;106.0;105.0;105.0;106.0;1.5;5.6;2.7;2.7;-1.2;2.8
2634;56101 Restaurants;2007;111.0;111.0;105.0;105.0;106.0;106.0;5.6;5.6;2.7;2.7;2.8;2.8
2635;56101 Restaurants;2008 januari;94.0;111.0;107.0;105.0;88.0;106.0;-1.3;-1.3;2.8;2.8;-4.0;-4.0
2636;56101 Restaurants;2008 februari;98.0;112.0;107.0;106.0;91.0;106.0;4.3;1.5;3.2;3.0;1.1;-1.5
2637;56101 Restaurants;2008 maart;107.0;112.0;108.0;106.0;99.0;106.0;0.2;1.0;3.5;3.2;-3.2;-2.1
2638;56101 Restaurants;2008 1e kwartaal;100.0;112.0;107.0;106.0;93.0;106.0;1.0;1.0;3.2;3.2;-2.1;-2.1
2639;56101 Restaurants;2008 april;113.0;111.0;109.0;106.0;104.0;105.0;-3.0;-0.1;4.0;3.4;-6.8;-3.4
2640;56101 Restaurants;2008 mei;123.0;112.0;109.0;107.0;112.0;105.0;2.8;0.5;4.2;3.5;-1.3;-3.0
2641;56101 Restaurants;2008 juni;115.0;111.0;109.0;107.0;105.0;104.0;-5.2;-0.6;4.1;3.6;-9.0;-4.1
2642;56101 Restaurants;2008 2e kwartaal;117.0;111.0;109.0;107.0;107.0;104.0;-1.8;-0.6;4.1;3.6;-5.7;-4.1
2643;56101 Restaurants;2008 juli;115.0;111.0;110.0;107.0;105.0;103.0;-1.9;-0.8;4.8;3.8;-6.4;-4.4
2644;56101 Restaurants;2008 augustus;119.0;111.0;110.0;108.0;108.0;103.0;0.9;-0.5;4.5;3.9;-3.4;-4.3
2645;56101 Restaurants;2008 september;111.0;111.0;110.0;108.0;100.0;102.0;-4.2;-1.0;4.7;4.0;-8.5;-4.8
2646;56101 Restaurants;2008 3e kwartaal;115.0;111.0;110.0;108.0;104.0;102.0;-1.7;-1.0;4.7;4.0;-6.1;-4.8
2647;56101 Restaurants;2008 oktober;112.0;111.0;111.0;109.0;101.0;102.0;-0.6;-0.9;5.0;4.1;-5.3;-4.8
2648;56101 Restaurants;2008 november;105.0;110.0;111.0;109.0;95.0;101.0;-2.3;-1.0;4.8;4.1;-6.8;-5.0
2649;56101 Restaurants;2008 december;108.0;110.0;111.0;109.0;97.0;100.0;-5.2;-1.4;4.1;4.1;-9.0;-5.3
2650;56101 Restaurants;2008 4e kwartaal;108.0;110.0;111.0;109.0;98.0;100.0;-2.7;-1.4;4.6;4.1;-7.0;-5.3
2651;56101 Restaurants;2008;110.0;110.0;109.0;109.0;100.0;100.0;-1.4;-1.4;4.1;4.1;-5.3;-5.3
2652;56101 Restaurants;2009 januari;93.0;110.0;111.0;110.0;84.0;100.0;-1.6;-1.6;4.0;4.0;-5.3;-5.3
2653;56101 Restaurants;2009 februari;91.0;109.0;112.0;110.0;81.0;99.0;-7.0;-4.3;4.1;4.0;-10.6;-8.0
2654;56101 Restaurants;2009 maart;100.0;109.0;112.0;110.0;90.0;98.0;-6.0;-4.9;3.6;3.9;-9.3;-8.5
2655;56101 Restaurants;2009 1e kwartaal;95.0;109.0;112.0;110.0;85.0;98.0;-4.9;-4.9;3.9;3.9;-8.5;-8.5
2656;56101 Restaurants;2009 april;112.0;109.0;112.0;111.0;100.0;98.0;-0.7;-3.8;3.2;3.7;-3.8;-7.2
2657;56101 Restaurants;2009 mei;117.0;108.0;112.0;111.0;104.0;97.0;-4.8;-4.0;2.8;3.5;-7.4;-7.3
2658;56101 Restaurants;2009 juni;111.0;108.0;112.0;111.0;99.0;97.0;-2.9;-3.8;3.0;3.4;-5.7;-7.0
2659;56101 Restaurants;2009 2e kwartaal;113.0;108.0;112.0;111.0;101.0;97.0;-2.9;-3.8;3.0;3.4;-5.7;-7.0
2660;56101 Restaurants;2009 juli;113.0;108.0;113.0;111.0;101.0;97.0;-1.5;-3.5;2.7;3.3;-4.0;-6.6
2661;56101 Restaurants;2009 augustus;112.0;107.0;113.0;112.0;100.0;96.0;-5.5;-3.7;2.7;3.2;-7.9;-6.7
2662;56101 Restaurants;2009 september;102.0;106.0;113.0;112.0;90.0;95.0;-7.4;-4.2;2.5;3.2;-9.7;-7.1
2663;56101 Restaurants;2009 3e kwartaal;109.0;106.0;113.0;112.0;97.0;95.0;-4.8;-4.2;2.6;3.2;-7.2;-7.1
2664;56101 Restaurants;2009 oktober;105.0;106.0;113.0;112.0;93.0;94.0;-5.7;-4.3;2.1;3.1;-7.6;-7.1
2665;56101 Restaurants;2009 november;96.0;105.0;113.0;112.0;85.0;94.0;-8.7;-4.7;1.8;2.9;-10.3;-7.4
2666;56101 Restaurants;2009 december;101.0;105.0;113.0;112.0;90.0;93.0;-5.7;-4.8;2.0;2.9;-7.6;-7.4
2667;56101 Restaurants;2009 4e kwartaal;101.0;105.0;113.0;112.0;89.0;93.0;-6.7;-4.8;2.0;2.9;-8.5;-7.4
2668;56101 Restaurants;2009;105.0;105.0;112.0;112.0;93.0;93.0;-4.8;-4.8;2.9;2.9;-7.4;-7.4
2669;56101 Restaurants;2010 januari;86.0;104.0;114.0;113.0;76.0;92.0;-7.2;-7.2;2.2;2.2;-9.2;-9.2
2670;56101 Restaurants;2010 februari;84.0;104.0;114.0;113.0;74.0;92.0;-7.2;-7.2;1.7;2.0;-8.8;-9.0
2671;56101 Restaurants;2010 maart;94.0;103.0;114.0;113.0;82.0;91.0;-6.7;-7.0;2.1;2.0;-8.6;-8.9
2672;56101 Restaurants;2010 1e kwartaal;88.0;103.0;114.0;113.0;77.0;91.0;-7.0;-7.0;2.0;2.0;-8.9;-8.9
2673;56101 Restaurants;2010 april;105.0;102.0;114.0;113.0;92.0;90.0;-6.6;-6.9;1.5;1.9;-8.0;-8.6
2674;56101 Restaurants;2010 mei;106.0;101.0;114.0;113.0;93.0;90.0;-8.8;-7.3;1.5;1.8;-10.2;-9.0
2675;56101 Restaurants;2010 juni;102.0;101.0;115.0;113.0;89.0;89.0;-8.3;-7.5;1.9;1.8;-10.0;-9.2
2676;56101 Restaurants;2010 2e kwartaal;104.0;101.0;114.0;113.0;91.0;89.0;-7.9;-7.5;1.6;1.8;-9.4;-9.2
2677;56101 Restaurants;2010 juli;106.0;100.0;115.0;114.0;92.0;88.0;-6.9;-7.4;1.9;1.8;-8.7;-9.1
2678;56101 Restaurants;2010 augustus;106.0;100.0;115.0;114.0;93.0;87.0;-5.2;-7.1;1.6;1.8;-6.7;-8.8
2679;56101 Restaurants;2010 september;104.0;100.0;115.0;114.0;91.0;87.0;1.7;-6.2;1.5;1.8;0.1;-7.8
2680;56101 Restaurants;2010 3e kwartaal;105.0;100.0;115.0;114.0;92.0;87.0;-3.7;-6.2;1.7;1.8;-5.3;-7.8
2681;56101 Restaurants;2010 oktober;109.0;100.0;115.0;114.0;94.0;88.0;3.1;-5.3;1.9;1.8;1.2;-6.9
2682;56101 Restaurants;2010 november;97.0;100.0;115.0;114.0;84.0;87.0;0.4;-4.8;1.7;1.8;-1.3;-6.5
2683;56101 Restaurants;2010 december;102.0;100.0;115.0;114.0;89.0;87.0;0.9;-4.3;1.7;1.8;-0.8;-6.0
2684;56101 Restaurants;2010 4e kwartaal;103.0;100.0;115.0;114.0;89.0;87.0;1.5;-4.3;1.8;1.8;-0.3;-6.0
2685;56101 Restaurants;2010;100.0;100.0;114.0;114.0;87.0;87.0;-4.3;-4.3;1.8;1.8;-6.0;-6.0
2686;56101 Restaurants;2011 januari;90.0;100.0;116.0;115.0;78.0;88.0;4.7;4.7;2.1;2.1;2.5;2.5
2687;56101 Restaurants;2011 februari;89.0;101.0;116.0;115.0;76.0;88.0;4.9;4.8;2.1;2.1;2.8;2.7
2688;56101 Restaurants;2011 maart;100.0;101.0;117.0;115.0;86.0;88.0;7.3;5.7;2.4;2.2;4.8;3.4
2689;56101 Restaurants;2011 1e kwartaal;93.0;101.0;116.0;115.0;80.0;88.0;5.7;5.7;2.2;2.2;3.4;3.4
2690;56101 Restaurants;2011 april;112.0;102.0;117.0;115.0;96.0;88.0;6.5;5.9;2.4;2.2;4.0;3.6
2691;56101 Restaurants;2011 mei;112.0;102.0;117.0;116.0;95.0;89.0;5.0;5.7;2.9;2.4;2.1;3.2
2692;56101 Restaurants;2011 juni;113.0;103.0;117.0;116.0;96.0;89.0;10.7;6.6;2.3;2.4;8.2;4.1
2693;56101 Restaurants;2011 2e kwartaal;112.0;103.0;117.0;116.0;96.0;89.0;7.4;6.6;2.6;2.4;4.7;4.1
2694;56101 Restaurants;2011 juli;111.0;104.0;117.0;116.0;95.0;89.0;4.9;6.3;2.0;2.3;2.8;3.9
2695;56101 Restaurants;2011 augustus;106.0;104.0;118.0;116.0;90.0;89.0;-0.8;5.4;2.5;2.3;-3.2;3.0
2696;56101 Restaurants;2011 september;111.0;104.0;118.0;117.0;94.0;89.0;6.5;5.5;2.7;2.4;3.7;3.0
2697;56101 Restaurants;2011 3e kwartaal;109.0;104.0;118.0;117.0;93.0;89.0;3.5;5.5;2.4;2.4;1.1;3.0
2698;56101 Restaurants;2011 oktober;109.0;104.0;118.0;117.0;92.0;89.0;0.3;5.0;2.7;2.4;-2.4;2.5
2699;56101 Restaurants;2011 november;101.0;105.0;118.0;117.0;86.0;89.0;5.1;5.0;2.8;2.5;2.2;2.4
2700;56101 Restaurants;2011 december;110.0;105.0;118.0;117.0;93.0;90.0;7.2;5.2;2.8;2.5;4.3;2.6
2701;56101 Restaurants;2011 4e kwartaal;107.0;105.0;118.0;117.0;90.0;90.0;4.1;5.2;2.8;2.5;1.3;2.6
2702;56101 Restaurants;2011;105.0;105.0;117.0;117.0;90.0;90.0;5.2;5.2;2.5;2.5;2.6;2.6
2703;56101 Restaurants;2012 januari;95.0;106.0;119.0;118.0;80.0;90.0;4.6;4.6;2.5;2.5;2.0;2.0
2704;56101 Restaurants;2012 februari;92.0;106.0;119.0;118.0;77.0;90.0;3.2;3.9;2.5;2.5;0.8;1.4
2705;56101 Restaurants;2012 maart;106.0;106.0;119.0;118.0;89.0;90.0;5.6;4.5;2.0;2.3;3.5;2.2
2706;56101 Restaurants;2012 1e kwartaal;97.0;106.0;119.0;118.0;82.0;90.0;4.5;4.5;2.3;2.3;2.2;2.2
2707;56101 Restaurants;2012 april;113.0;106.0;119.0;118.0;95.0;90.0;1.1;3.5;1.9;2.2;-0.7;1.3
2708;56101 Restaurants;2012 mei;116.0;107.0;119.0;118.0;98.0;90.0;4.1;3.7;1.7;2.1;2.4;1.6
2709;56101 Restaurants;2012 juni;114.0;107.0;119.0;119.0;95.0;90.0;0.7;3.1;1.9;2.1;-1.2;1.1
2710;56101 Restaurants;2012 2e kwartaal;114.0;107.0;119.0;119.0;96.0;90.0;2.0;3.1;1.8;2.1;0.1;1.1
