ID;Gebieden;AantalWoningen_1;AantalBewoners_2;AantalWoningen_3;AantalBewoners_4;AantalWoningen_5;AantalBewoners_6;AantalWoningen_7;AantalVertrekken_8;AantalBewoners_9;AantalWoningen_10;AantalBewoners_11;AantalWoningen_12;AantalBewoners_13;AantalWoningen_14;AantalBewoners_15;AantalWoningen_16;AantalVertrekken_17;AantalBewoners_18;AantalWoningen_19;AantalBewoners_20;AantalWoningen_21;AantalBewoners_22;AantalWoningen_23;AantalBewoners_24;AantalWoningen_25;AantalBewoners_26;Pagina_27
336;Groningen, Wijk C;69;206;0;0;69;206;51;102;155;0;0;11;40;40;115;0;0;2;4;8;27;30;120;40;120;151;WS 44
337;Groningen, Wijk D;24;71;0;0;24;71;33;66;103;0;0;7;26;26;77;0;0;1;2;11;42;15;57;27;81;101;WS 44
338;Groningen, Wijk E;56;169;0;0;56;169;61;122;195;0;0;10;37;51;158;0;0;1;6;22;86;31;130;54;162;222;WS 44
339;Groningen, Wijk F;127;394;0;0;127;394;99;198;337;0;0;18;71;81;266;0;0;4;21;22;102;52;249;78;234;372;WS 44
340;Groningen, Wijk G;141;522;1;2;140;520;104;208;444;0;0;16;67;88;377;0;0;3;20;19;99;27;113;49;147;232;WS 44
341;Groningen, Wijk H;39;143;0;0;39;143;48;96;137;0;0;12;37;36;100;0;0;1;3;14;61;14;50;29;87;114;WS 44
342;Groningen, Wijk I;142;468;0;0;142;468;97;194;348;0;0;18;72;79;276;0;0;6;32;19;92;40;203;65;195;327;WS 44
343;Groningen, Wijk K;65;175;0;0;65;175;66;132;200;0;0;15;30;51;170;1;7;2;6;10;34;37;181;50;150;228;WS 44
344;Groningen, Wijk L;472;1796;0;0;472;1796;170;340;720;0;0;22;78;148;642;0;0;5;23;9;38;49;180;63;189;241;WS 44
345;Groningen, Wijk M;78;268;0;0;78;268;68;136;272;0;0;7;16;61;256;0;0;0;0;5;18;36;146;41;123;164;WS 44
346;Groningen, Wijk N;75;260;0;0;75;260;104;208;405;0;0;18;58;86;347;0;0;3;17;16;72;35;158;54;162;247;WS 44
347;Groningen, Wijk O;217;837;0;0;217;837;145;290;634;1;3;20;82;124;549;0;0;1;5;12;57;32;136;45;135;198;WS 44
348;Groningen, Wijk P;576;2057;0;0;576;2057;350;700;1463;0;0;33;127;317;1336;0;0;6;31;34;170;124;576;164;492;777;WS 44
349;Groningen, Wijk Q;63;247;0;0;63;247;46;92;180;0;0;3;10;43;170;0;0;0;0;5;32;15;87;20;60;119;WS 44
350;Groningen, Wijk R;326;1258;0;0;326;1258;152;304;676;1;6;15;51;136;619;0;0;4;12;16;74;51;242;71;213;328;WS 44
351;Groningen, Wijk S;319;1260;0;0;319;1260;166;332;762;0;0;24;91;142;671;0;0;2;7;20;106;52;277;74;222;390;WS 44
352;Groningen, Wijk T;170;658;0;0;170;658;99;198;372;0;0;11;42;88;330;0;0;1;6;12;55;35;150;48;144;211;WS 44
353;Groningen, Wijk U;289;1182;0;0;289;1182;494;988;2311;0;0;38;153;456;2158;0;0;3;21;35;164;121;552;159;477;737;WS 44
354;Groningen, Wijk V;210;873;0;0;210;873;529;1058;2426;0;0;21;100;508;2326;0;0;1;3;12;67;39;190;52;156;260;WS 44
355;Groningen, Wijk W;177;768;0;0;177;768;387;774;1798;0;0;24;111;363;1687;0;0;2;6;7;30;78;422;87;261;458;WS 44
356;Groningen, Wijk X;219;980;0;0;219;980;356;712;1670;0;0;25;115;331;1555;0;0;5;27;16;70;75;397;96;288;494;WS 44
357;Groningen, Wijk Y;653;2552;0;0;653;2552;563;1126;2592;1;4;50;230;512;2358;1;3;5;21;33;166;138;633;177;531;823;WS 44
358;Groningen, Wijk Z;328;1438;0;0;328;1438;169;338;820;0;0;23;128;146;692;0;0;7;29;15;67;43;196;65;195;292;WS 44
359;Haarlem, Totaal;1469;4100;1;1;1468;4099;3984;7968;16794;3;15;276;1078;3705;15701;1;1;72;282;528;2425;3363;15539;3964;11892;18247;WS 20
360;Haarlem, Wijk I;285;1029;0;0;285;1029;804;1608;3599;1;7;44;195;759;3397;1;1;10;44;115;564;688;3335;814;2442;3944;WS 20
361;Haarlem, Wijk II;195;472;1;1;194;471;383;766;1410;1;1;46;168;336;1241;0;0;14;53;53;212;197;802;264;792;1067;WS 20
362;Haarlem, Wijk III;280;720;0;0;280;720;683;1366;3003;0;0;34;127;649;2876;0;0;19;67;87;405;821;3796;927;2781;4268;WS 20
363;Haarlem, Wijk IV;409;1162;0;0;409;1162;1252;2504;5211;0;0;97;352;1155;4859;0;0;15;65;149;714;973;4639;1137;3411;5418;WS 20
364;Haarlem, Wijk V;187;441;0;0;187;441;461;922;1744;1;7;32;131;428;1606;0;0;8;29;43;158;343;1414;394;1182;1601;WS 20
365;Haarlem, Wijk VI;113;276;0;0;113;276;401;802;1827;0;0;23;105;378;1722;0;0;6;24;81;372;341;1553;428;1284;1949;WS 20
366;Haarlemmermeer, Totaal;1224;5387;0;0;1224;5387;1407;2814;6925;1;8;37;169;1369;6748;0;0;3;17;26;124;416;2283;445;1335;2424;WS 20
367;Harlingen, Totaal;1122;4367;0;0;1122;4367;624;1248;2679;1;2;62;221;561;2456;0;0;6;21;41;188;189;830;236;708;1039;WS 30
368;Harlingen, Wijk A;170;710;0;0;170;710;71;142;356;0;0;7;24;64;332;0;0;0;0;3;15;23;109;26;78;124;WS 30
369;Harlingen, Wijk B;176;682;0;0;176;682;67;134;316;0;0;3;19;64;297;0;0;0;0;6;37;16;91;22;66;128;WS 30
370;Harlingen, Wijk C;37;162;0;0;37;162;69;138;233;1;2;13;35;55;196;0;0;0;0;9;39;31;119;40;120;158;WS 30
371;Harlingen, Wijk D;106;374;0;0;106;374;39;78;171;0;0;5;21;34;150;0;0;1;3;4;16;10;57;15;45;76;WS 30
372;Harlingen, Wijk E;98;296;0;0;98;296;75;150;286;0;0;12;44;63;242;0;0;1;6;6;28;27;100;34;102;134;WS 30
373;Harlingen, Wijk F;79;263;0;0;79;263;107;214;422;0;0;12;39;95;383;0;0;3;8;12;51;37;129;52;156;188;WS 30
374;Harlingen, Wijk G;252;986;0;0;252;986;107;214;517;0;0;6;25;101;492;0;0;0;0;1;2;17;82;18;54;84;WS 30
375;Harlingen, Wijk H;180;778;0;0;180;778;73;146;315;0;0;4;14;69;301;0;0;1;4;0;0;26;135;27;81;139;WS 30
376;Harlingen, Wijk I;24;116;0;0;24;116;16;32;63;0;0;0;0;16;63;0;0;0;0;0;0;2;8;2;6;8;WS 30
377;Helder (den), Totaal;466;1242;0;0;466;1242;1870;3740;6918;0;0;73;233;1797;6685;0;0;13;84;295;1224;1909;7834;2217;6651;9142;WS 20
378;Helmond, Totaal;62;136;0;0;62;136;1283;2566;5716;0;0;6;13;1277;5703;0;0;1;3;67;422;357;2060;425;1275;2485;WS  4
379;Helmond, Wijk A;3;7;0;0;3;7;7;14;21;0;0;2;6;5;15;0;0;0;0;0;0;0;0;0;0;0;WS  4
380;Helmond, Wijk B;6;12;0;0;6;12;47;94;185;0;0;0;0;47;185;0;0;0;0;1;2;20;103;21;63;105;WS  4
381;Helmond, Wijk C;13;19;0;0;13;19;54;108;214;0;0;0;0;54;214;0;0;1;3;1;7;29;124;31;93;134;WS  4
382;Helmond, Wijk D;0;0;0;0;0;0;56;112;263;0;0;0;0;56;263;0;0;0;0;5;26;38;187;43;129;213;WS  4
383;Helmond, Wijk E;8;27;0;0;8;27;164;328;642;0;0;3;5;161;637;0;0;0;0;18;123;49;285;67;201;408;WS  4
384;Helmond, Wijk F;1;1;0;0;1;1;108;216;508;0;0;0;0;108;508;0;0;0;0;6;33;15;87;21;63;120;WS  4
385;Helmond, Wijk G;5;11;0;0;5;11;104;208;395;0;0;0;0;104;395;0;0;0;0;1;4;55;306;56;168;310;WS  4
386;Helmond, Wijk H;8;18;0;0;8;18;234;468;1103;0;0;0;0;234;1103;0;0;0;0;3;18;46;307;49;147;325;WS  4
387;Helmond, Wijk I;3;3;0;0;3;3;118;236;572;0;0;0;0;118;572;0;0;0;0;14;92;48;299;62;186;391;WS  4
388;Helmond, Wijk K;10;21;0;0;10;21;97;194;413;0;0;0;0;97;413;0;0;0;0;0;0;0;0;0;0;0;WS  4
389;Helmond, Wijk L;5;17;0;0;5;17;99;198;503;0;0;1;2;98;501;0;0;0;0;2;5;21;131;23;69;136;WS  4
390;Helmond, Wijk M;0;0;0;0;0;0;88;176;412;0;0;0;0;88;412;0;0;0;0;4;31;22;146;26;78;177;WS  4
391;Helmond, Wijk N;0;0;0;0;0;0;107;214;485;0;0;0;0;107;485;0;0;0;0;12;81;14;85;26;78;166;WS  4
392;Hengelo (Ov), Totaal;425;1973;0;0;425;1973;1074;2148;4997;0;0;59;225;1015;4772;0;0;8;37;70;358;614;3278;692;2076;3673;WS 42
393;Hengelo (Ov), Wijk Beckum;12;44;0;0;12;44;17;34;72;0;0;5;16;12;56;0;0;1;6;1;12;10;79;12;36;97;WS 42
394;Hengelo (Ov), Wijk Oele;4;17;0;0;4;17;39;78;197;0;0;0;0;39;197;0;0;0;0;0;0;22;118;22;66;118;WS 42
395;Hengelo (Ov), Wijk Woolde;40;205;0;0;40;205;30;60;169;0;0;0;0;30;169;0;0;0;0;0;0;13;105;13;39;105;WS 42
396;Hengelo (Ov), Wijk Dorp Hengelo;369;1707;0;0;369;1707;988;1976;4559;0;0;54;209;934;4350;0;0;7;31;69;346;569;2976;645;1935;3353;WS 42
397;Hertogenbosch ('s), Totaal;1365;4685;7;35;1358;4650;2193;4386;9450;6;23;533;2125;1654;7302;0;0;62;287;341;1655;623;2991;1028;3084;4947;WS  2
398;Hertogenbosch ('s), Wijk A;158;541;1;3;157;538;217;434;803;2;6;77;277;138;520;1;6;11;47;45;211;46;210;103;309;474;WS  2
399;Hertogenbosch ('s), Wijk B;110;355;0;0;110;355;220;440;869;1;4;100;397;119;468;1;8;13;59;50;247;61;257;125;375;571;WS  2
400;Hertogenbosch ('s), Wijk C;308;1035;1;8;307;1027;350;700;1531;0;0;85;307;265;1224;0;0;7;39;40;209;51;289;98;294;537;WS  2
401;Hertogenbosch ('s), Wijk D;130;450;2;10;128;440;89;178;373;0;0;29;124;60;249;0;0;5;26;20;87;35;176;60;180;289;WS  2
402;Hertogenbosch ('s), Wijk E;167;648;0;0;167;648;147;294;750;0;0;35;169;112;581;0;0;2;11;10;58;27;115;39;117;184;WS  2
403;Hertogenbosch ('s), Wijk F;90;280;0;0;90;280;162;324;721;1;3;40;170;121;548;0;0;3;14;18;88;28;147;49;147;249;WS  2
404;Hertogenbosch ('s), Wijk G;97;275;0;0;97;275;187;374;829;0;0;60;268;127;561;0;0;6;24;34;156;35;158;75;225;338;WS  2
405;Hertogenbosch ('s), Wijk H;90;334;0;0;90;334;145;290;600;0;0;35;116;110;484;0;0;5;20;27;131;30;137;62;186;288;WS  2
406;Hertogenbosch ('s), Wijk I;126;448;2;12;124;436;156;312;678;1;5;32;127;123;546;0;0;4;20;30;144;56;295;90;270;459;WS  2
407;Hertogenbosch ('s), Wijk K;26;115;0;0;26;115;82;164;373;0;0;1;6;81;367;0;0;1;7;6;31;31;171;38;114;209;WS  2
408;Hertogenbosch ('s), Wijk L;54;172;1;2;53;170;220;440;944;1;5;31;133;188;806;0;0;4;15;39;191;96;461;139;417;667;WS  2
409;Hertogenbosch ('s), Wijk M;9;32;0;0;9;32;185;370;828;0;0;7;30;178;798;0;0;1;5;7;27;45;203;53;159;235;WS  2
410;Hertogenbosch ('s), Wijk N;0;0;0;0;0;0;18;36;83;0;0;1;1;17;82;0;0;0;0;2;12;44;205;46;138;217;WS  2
411;Hertogenbosch ('s), Wijk O;0;0;0;0;0;0;15;30;68;0;0;0;0;15;68;0;0;0;0;13;63;38;167;51;153;230;WS  2
412;Hilversum, Totaal;242;703;0;0;242;703;1415;2830;6357;0;0;46;188;1369;6169;0;0;5;21;99;513;1021;4890;1125;3375;5424;WS 22
413;Hilversum, Wijk 1;19;60;0;0;19;60;108;216;477;0;0;5;25;103;452;0;0;1;3;4;25;39;205;44;132;233;WS 22
414;Hilversum, Wijk 2;24;85;0;0;24;85;78;156;349;0;0;2;6;76;343;0;0;1;3;5;22;26;117;32;96;142;WS 22
415;Hilversum, Wijk 3;10;26;0;0;10;26;66;132;271;0;0;3;11;63;260;0;0;1;5;11;57;33;168;45;135;230;WS 22
416;Hilversum, Wijk 4;23;48;0;0;23;48;124;248;537;0;0;2;6;122;531;0;0;0;0;1;7;53;321;54;162;328;WS 22
417;Hilversum, Wijk 5;15;41;0;0;15;41;71;142;260;0;0;0;0;71;260;0;0;0;0;3;17;42;200;45;135;217;WS 22
418;Hilversum, Wijk 6;9;26;0;0;9;26;74;148;317;0;0;4;11;70;306;0;0;0;0;12;65;68;269;80;240;334;WS 22
419;Hilversum, Wijk 7;3;7;0;0;3;7;96;192;431;0;0;2;13;94;418;0;0;0;0;5;32;57;293;62;186;325;WS 22
420;Hilversum, Wijk 8;10;40;0;0;10;40;94;188;561;0;0;2;7;92;554;0;0;0;0;4;21;11;62;15;45;83;WS 22
421;Hilversum, Wijk 9;1;1;0;0;1;1;40;80;172;0;0;5;21;35;151;0;0;0;0;3;12;89;395;92;276;407;WS 22
422;Hilversum, Wijk 10;2;6;0;0;2;6;33;66;146;0;0;0;0;33;146;0;0;0;0;2;11;26;152;28;84;163;WS 22
423;Hilversum, Wijk 11;5;5;0;0;5;5;29;58;103;0;0;0;0;29;103;0;0;0;0;1;2;15;78;16;48;80;WS 22
424;Hilversum, Wijk 12;1;3;0;0;1;3;10;20;40;0;0;0;0;10;40;0;0;0;0;2;16;19;91;21;63;107;WS 22
425;Hilversum, Wijk 13;6;11;0;0;6;11;26;52;96;0;0;0;0;26;96;0;0;0;0;0;0;30;154;30;90;154;WS 22
426;Hilversum, Wijk 14;22;58;0;0;22;58;73;146;347;0;0;3;15;70;332;0;0;1;3;4;23;50;249;55;165;275;WS 22
427;Hilversum, Wijk 15;13;47;0;0;13;47;84;168;377;0;0;11;38;73;339;0;0;0;0;7;38;25;123;32;96;161;WS 22
428;Hilversum, Wijk 16;26;72;0;0;26;72;123;246;493;0;0;4;18;119;475;0;0;0;0;4;25;34;203;38;114;228;WS 22
429;Hilversum, Wijk 17;21;79;0;0;21;79;111;222;522;0;0;2;11;109;511;0;0;0;0;6;22;46;223;52;156;245;WS 22
430;Hilversum, Wijk 18;1;1;0;0;1;1;53;106;240;0;0;0;0;53;240;0;0;0;0;14;70;86;368;100;300;438;WS 22
431;Hilversum, Wijk 19;28;81;0;0;28;81;76;152;400;0;0;1;6;75;394;0;0;0;0;6;31;48;285;54;162;316;WS 22
432;Hilversum, Wijk 20;2;3;0;0;2;3;27;54;134;0;0;0;0;27;134;0;0;1;7;2;6;128;569;131;393;582;WS 22
433;Hilversum, Wijk 21;1;3;0;0;1;3;19;38;84;0;0;0;0;19;84;0;0;0;0;3;11;96;365;99;297;376;WS 22
434;Hoogeveen, Totaal;1632;7117;0;0;1632;7117;299;598;1372;1;4;20;83;278;1285;0;0;4;22;12;70;119;608;135;405;700;WS 48
435;Hoogeveen, Wijk A;252;921;0;0;252;921;121;242;523;0;0;5;15;116;508;0;0;0;0;1;2;33;168;34;102;170;WS 48
436;Hoogeveen, Wijk B;229;807;0;0;229;807;99;198;437;0;0;10;38;89;399;0;0;1;5;9;53;59;287;69;207;345;WS 48
437;Hoogeveen, Wijk C;358;1591;0;0;358;1591;22;44;101;0;0;0;0;22;101;0;0;0;0;0;0;17;93;17;51;93;WS 48
438;Hoogeveen, Wijk D;129;615;0;0;129;615;8;16;43;0;0;0;0;8;43;0;0;0;0;0;0;1;5;1;3;5;WS 48
439;Hoogeveen, Wijk E;523;2524;0;0;523;2524;45;90;242;1;4;5;30;39;208;0;0;3;17;1;8;8;46;12;36;71;WS 48
440;Hoogeveen, Wijk F;141;659;0;0;141;659;4;8;26;0;0;0;0;4;26;0;0;0;0;1;7;1;9;2;6;16;WS 48
441;Hoorn, Totaal;369;1021;0;0;369;1021;662;1324;2504;2;5;90;274;570;2225;2;13;18;76;216;904;619;2633;855;2565;3626;WS 22
442;Hoorn, Wijk 1;21;69;0;0;21;69;90;180;347;0;0;5;16;85;331;0;0;0;0;11;43;28;123;39;117;166;WS 22
443;Hoorn, Wijk 2;13;30;0;0;13;30;46;92;186;0;0;12;40;34;146;0;0;4;11;47;201;79;353;130;390;565;WS 22
444;Hoorn, Wijk 3;31;106;0;0;31;106;66;132;267;0;0;6;18;60;249;0;0;1;10;25;122;57;267;83;249;399;WS 22
445;Hoorn, Wijk 4;41;153;0;0;41;153;63;126;288;0;0;2;5;61;283;0;0;1;3;13;67;90;422;104;312;492;WS 22
446;Hoorn, Wijk 5;36;140;0;0;36;140;41;82;174;1;3;8;30;32;141;1;7;4;16;12;48;52;228;69;207;299;WS 22
447;Hoorn, Wijk 6;22;36;0;0;22;36;46;92;115;0;0;8;20;38;95;0;0;3;9;21;111;48;204;72;216;324;WS 22
448;Hoorn, Wijk 7;17;43;0;0;17;43;41;82;144;0;0;8;22;33;122;0;0;1;7;15;50;92;370;108;324;427;WS 22
449;Hoorn, Wijk 8;24;74;0;0;24;74;72;144;266;1;2;13;39;58;225;0;0;2;7;21;74;27;115;50;150;196;WS 22
450;Hoorn, Wijk 9;12;32;0;0;12;32;41;82;146;0;0;9;21;32;125;0;0;2;13;25;84;44;183;71;213;280;WS 22
451;Hoorn, Wijk 10;108;205;0;0;108;205;54;108;210;0;0;14;49;40;161;1;6;0;0;16;59;34;114;51;153;179;WS 22
452;Hoorn, Wijk 11;22;71;0;0;22;71;40;80;146;0;0;3;6;37;140;0;0;0;0;7;33;25;106;32;96;139;WS 22
453;Hoorn, Wijk 12;22;62;0;0;22;62;62;124;215;0;0;2;8;60;207;0;0;0;0;3;12;43;148;46;138;160;WS 22
454;Kampen, Totaal;1244;4446;4;19;1240;4427;1471;2942;6707;2;11;244;891;1225;5805;0;0;22;111;159;722;276;1272;457;1371;2105;WS 42
455;Kampen, Wijk Kom;990;3459;4;19;986;3440;1091;2182;4837;2;11;228;817;861;4009;0;0;22;111;148;665;221;982;391;1173;1758;WS 42
456;Kampen, Wijk Brunnepe;247;972;0;0;247;972;295;590;1432;0;0;12;56;283;1376;0;0;0;0;5;27;51;274;56;168;301;WS 42
457;Kampen, Wijk Binnen Eiland;0;0;0;0;0;0;4;8;17;0;0;0;0;4;17;0;0;0;0;0;0;1;5;1;3;5;WS 42
458;Kampen, Wijk Buiten de Kom;7;15;0;0;7;15;81;162;421;0;0;4;18;77;403;0;0;0;0;6;30;3;11;9;27;41;WS 42
459;Leeuwarden, Totaal;3552;13468;65;249;3487;13219;1746;3492;6853;4;16;271;1021;1471;5816;3;17;17;65;173;773;459;1905;652;1956;2760;WS 28
460;Leeuwarden, Wijk A;177;655;0;0;177;655;39;78;149;0;0;11;34;28;115;1;7;2;9;9;36;13;63;25;75;115;WS 28
461;Leeuwarden, Wijk B;147;481;0;0;147;481;106;212;390;0;0;24;81;82;309;0;0;1;5;13;44;36;143;50;150;192;WS 28
462;Leeuwarden, Wijk C;20;45;0;0;20;45;63;126;198;1;8;13;34;49;156;0;0;0;0;10;45;34;114;44;132;159;WS 28
463;Leeuwarden, Wijk D;76;260;0;0;76;260;13;26;38;0;0;0;0;13;38;0;0;0;0;0;0;4;18;4;12;18;WS 28
464;Leeuwarden, Wijk E;17;41;0;0;17;41;30;60;127;0;0;5;17;25;110;0;0;0;0;3;6;6;32;9;27;38;WS 28
465;Leeuwarden, Wijk F;41;151;0;0;41;151;45;90;164;1;4;5;14;39;146;0;0;1;2;3;12;23;97;27;81;111;WS 28
466;Leeuwarden, Wijk G;127;395;12;20;115;375;101;202;355;0;0;23;84;78;271;0;0;1;1;12;55;26;98;39;117;154;WS 28
467;Leeuwarden, Wijk H;157;559;8;35;149;524;53;106;261;0;0;6;31;47;230;0;0;0;0;4;18;16;55;20;60;73;WS 28
468;Leeuwarden, Wijk I;159;555;1;9;158;546;37;74;140;0;0;2;10;35;130;0;0;0;0;4;18;4;21;8;24;39;WS 28
469;Leeuwarden, Wijk K;106;312;1;3;105;309;62;124;214;2;4;9;32;51;178;0;0;3;10;6;16;22;71;31;93;97;WS 28
470;Leeuwarden, Wijk L;37;92;0;0;37;92;87;174;231;0;0;16;43;71;188;0;0;2;12;22;95;32;137;56;168;244;WS 28
471;Leeuwarden, Wijk M;98;286;2;3;96;283;118;236;438;0;0;32;135;86;303;0;0;3;8;21;115;32;150;56;168;273;WS 28
472;Leeuwarden, Wijk N;104;344;2;7;102;337;37;74;157;0;0;6;20;31;137;0;0;0;0;1;2;8;26;9;27;28;WS 28
473;Leeuwarden, Wijk O;114;411;1;3;113;408;64;128;241;0;0;15;63;49;178;0;0;0;0;11;51;18;66;29;87;117;WS 28
474;Leeuwarden, Wijk P;313;1232;1;5;312;1227;224;448;929;0;0;16;60;208;869;0;0;0;0;2;13;10;52;12;36;65;WS 28
475;Leeuwarden, Wijk Q;355;1516;0;0;355;1516;112;224;469;0;0;16;77;96;392;0;0;0;0;7;28;19;76;26;78;104;WS 28
476;Leeuwarden, Wijk R;151;658;0;0;151;658;39;78;151;0;0;11;40;28;111;0;0;1;3;3;15;4;19;8;24;37;WS 28
477;Leeuwarden, Wijk S;13;39;0;0;13;39;13;26;59;0;0;0;0;13;59;0;0;0;0;0;0;5;33;5;15;33;WS 28
478;Leeuwarden, Wijk T;50;203;0;0;50;203;11;22;57;0;0;1;2;10;55;0;0;0;0;0;0;2;12;2;6;12;WS 28
479;Leeuwarden, Wijk U;315;1259;0;0;315;1259;79;158;318;0;0;10;40;69;278;0;0;1;7;7;35;23;95;31;93;137;WS 28
480;Leeuwarden, Wijk V;245;1035;0;0;245;1035;97;194;435;0;0;18;79;79;356;0;0;1;3;10;46;30;142;41;123;191;WS 28
481;Leeuwarden, Wijk W;130;464;0;0;130;464;60;120;223;0;0;7;20;53;203;1;7;1;5;8;45;23;71;33;99;128;WS 28
482;Leeuwarden, Wijk X;42;176;3;15;39;161;12;24;56;0;0;1;9;11;47;1;3;0;0;0;0;1;4;2;6;7;WS 28
483;Leeuwarden, Wijk Y;12;44;1;6;11;38;39;78;142;0;0;4;14;35;128;0;0;0;0;7;21;20;82;27;81;103;WS 28
484;Leeuwarden, Wijk Z;399;1684;26;121;373;1563;163;326;735;0;0;17;74;146;661;0;0;0;0;9;43;28;130;37;111;173;WS 28
485;Leeuwarden, Wijk AA;52;181;2;9;50;172;10;20;41;0;0;0;0;10;41;0;0;0;0;1;14;1;6;2;6;20;WS 28
486;Leeuwarden, Wijk BB;95;390;5;13;90;377;32;64;135;0;0;3;8;29;127;0;0;0;0;0;0;19;92;19;57;92;WS 28
487;Leeuwarderadeel, Totaal;1485;5339;0;0;1485;5339;470;940;2092;0;0;32;168;438;1924;0;0;3;15;21;110;265;1292;289;867;1417;WS 32
488;Leeuwarderadeel, Wijk Britsum;85;294;0;0;85;294;20;40;78;0;0;0;0;20;78;0;0;0;0;0;0;18;96;18;54;96;WS 32
489;Leeuwarderadeel, Wijk Cornjum;49;157;0;0;49;157;9;18;38;0;0;3;19;6;19;0;0;0;0;0;0;13;57;13;39;57;WS 32
490;Leeuwarderadeel, Wijk Finkum;105;390;0;0;105;390;13;26;60;0;0;0;0;13;60;0;0;0;0;0;0;8;47;8;24;47;WS 32
491;Leeuwarderadeel, Wijk Goutum;65;216;0;0;65;216;25;50;106;0;0;0;0;25;106;0;0;0;0;1;8;13;81;14;42;89;WS 32
492;Leeuwarderadeel, Wijk Kempens;14;69;0;0;14;69;5;10;30;0;0;1;7;4;23;0;0;0;0;0;0;4;26;4;12;26;WS 32
493;Leeuwarderadeel, Wijk Huizum;231;914;0;0;231;914;195;390;846;0;0;10;55;185;791;0;0;1;5;10;43;80;335;91;273;383;WS 32
494;Leeuwarderadeel, Wijk Hyum;98;332;0;0;98;332;20;40;91;0;0;1;3;19;88;0;0;0;0;0;0;7;32;7;21;32;WS 32
495;Leeuwarderadeel, Wijk Lekkum;92;335;0;0;92;335;25;50;113;0;0;0;0;25;113;0;0;0;0;0;0;10;43;10;30;43;WS 32
496;Leeuwarderadeel, Wijk Stiens;380;1364;0;0;380;1364;66;132;294;0;0;5;24;61;270;0;0;2;10;3;15;50;253;55;165;278;WS 32
497;Leeuwarderadeel, Wijk Swichum;17;60;0;0;17;60;2;4;13;0;0;0;0;2;13;0;0;0;0;0;0;6;36;6;18;36;WS 32
498;Leeuwarderadeel, Wijk Wirdum;240;830;0;0;240;830;66;132;320;0;0;9;45;57;275;0;0;0;0;4;24;43;223;47;141;247;WS 32
499;Leeuwarderadeel, Wijk Jelsum;99;323;0;0;99;323;18;36;74;0;0;2;13;16;61;0;0;0;0;2;14;9;36;11;33;50;WS 32
500;Leeuwarderadeel, Wijk Miedum;6;19;0;0;6;19;4;8;24;0;0;0;0;4;24;0;0;0;0;1;6;2;12;3;9;18;WS 32
501;Leeuwarderadeel, Wijk Teerns;4;16;0;0;4;16;2;4;5;0;0;1;2;1;3;0;0;0;0;0;0;2;15;2;6;15;WS 32
502;Leiden, Totaal;1861;5369;1;1;1860;5368;4286;8572;16481;1;1;296;1030;3989;15450;2;11;43;173;433;1821;2424;11451;2902;8706;13456;WS 14
503;Leiden, Wijk 1;394;872;1;1;393;871;1067;2134;3357;0;0;59;197;1008;3160;1;10;12;35;129;467;655;2939;797;2391;3451;WS 14
504;Leiden, Wijk 2;626;1765;0;0;626;1765;1501;3002;6218;0;0;104;339;1397;5879;0;0;15;75;140;615;1018;5086;1173;3519;5776;WS 14
505;Leiden, Wijk 3;841;2732;0;0;841;2732;1718;3436;6906;1;1;133;494;1584;6411;1;1;16;63;164;739;751;3426;932;2796;4229;WS 14
506;Lonneker, Totaal;455;2460;0;0;455;2460;876;1752;4822;0;0;11;49;865;4773;0;0;6;35;37;198;276;1572;319;957;1805;WS 42
507;Lonneker, Wijk A;46;228;0;0;46;228;199;398;1127;0;0;5;20;194;1107;0;0;4;22;13;62;57;318;74;222;402;WS 42
508;Lonneker, Wijk B;64;345;0;0;64;345;356;712;1935;0;0;4;18;352;1917;0;0;2;13;2;12;61;346;65;195;371;WS 42
509;Lonneker, Wijk C;103;517;0;0;103;517;130;260;706;0;0;1;6;129;700;0;0;0;0;6;35;66;345;72;216;380;WS 42
510;Lonneker, Wijk D;25;142;0;0;25;142;24;48;133;0;0;0;0;24;133;0;0;0;0;0;0;1;6;1;3;6;WS 42
511;Lonneker, Wijk E;14;78;0;0;14;78;3;6;22;0;0;0;0;3;22;0;0;0;0;0;0;1;5;1;3;5;WS 42
512;Lonneker, Wijk F;62;358;0;0;62;358;95;190;520;0;0;0;0;95;520;0;0;0;0;1;3;20;131;21;63;134;WS 42
513;Lonneker, Wijk G;85;486;0;0;85;486;13;26;80;0;0;0;0;13;80;0;0;0;0;0;0;3;21;3;9;21;WS 42
514;Lonneker, Wijk H;5;26;0;0;5;26;32;64;160;0;0;1;5;31;155;0;0;0;0;15;86;52;294;67;201;380;WS 42
515;Lonneker, Wijk I;51;280;0;0;51;280;24;48;139;0;0;0;0;24;139;0;0;0;0;0;0;15;106;15;45;106;WS 42
516;Maastricht, Totaal;2317;7202;0;0;2317;7202;2420;4840;11302;0;0;146;670;2274;10632;0;0;7;19;138;628;775;3762;920;2760;4409;WS 50
517;Maastricht, Wijk Noord-West;323;1115;0;0;323;1115;384;768;1895;0;0;26;124;358;1771;0;0;0;0;21;106;157;946;178;534;1052;WS 50
518;Maastricht, Wijk Zuid-West;345;1046;0;0;345;1046;397;794;1776;0;0;24;86;373;1690;0;0;2;7;24;115;133;578;159;477;700;WS 50
