ID;Sex;Age;Nationality;Periods;UnaccompaniedForeignMinor_1
1942;Male;Younger than 14 years;Gambian;2014;0
1943;Male;Younger than 14 years;Gambian;2015;0
1944;Male;Younger than 14 years;Gambian;2016;0
1945;Male;Younger than 14 years;Gambian;2017;0
1946;Male;Younger than 14 years;Gambian;2018;0
1947;Male;Younger than 14 years;Gambian;2019;0
1948;Male;Younger than 14 years;Gambian;2020;0
1949;Male;Younger than 14 years;Gambian;2021;0
1950;Male;Younger than 14 years;Gambian;2022;0
1951;Male;Younger than 14 years;Gambian;2023;0
1952;Male;Younger than 14 years;Guinean;2008;0
1953;Male;Younger than 14 years;Guinean;2009;0
1954;Male;Younger than 14 years;Guinean;2010;0
1955;Male;Younger than 14 years;Guinean;2011;0
1956;Male;Younger than 14 years;Guinean;2012;0
1957;Male;Younger than 14 years;Guinean;2013;0
1958;Male;Younger than 14 years;Guinean;2014;0
1959;Male;Younger than 14 years;Guinean;2015;0
1960;Male;Younger than 14 years;Guinean;2016;0
1961;Male;Younger than 14 years;Guinean;2017;0
1962;Male;Younger than 14 years;Guinean;2018;0
1963;Male;Younger than 14 years;Guinean;2019;0
1964;Male;Younger than 14 years;Guinean;2020;0
1965;Male;Younger than 14 years;Guinean;2021;0
1966;Male;Younger than 14 years;Guinean;2022;0
1967;Male;Younger than 14 years;Guinean;2023;0
1968;Male;Younger than 14 years;Iraqi;2008;5
1969;Male;Younger than 14 years;Iraqi;2009;0
1970;Male;Younger than 14 years;Iraqi;2010;0
1971;Male;Younger than 14 years;Iraqi;2011;0
1972;Male;Younger than 14 years;Iraqi;2012;0
1973;Male;Younger than 14 years;Iraqi;2013;0
1974;Male;Younger than 14 years;Iraqi;2014;0
1975;Male;Younger than 14 years;Iraqi;2015;10
1976;Male;Younger than 14 years;Iraqi;2016;5
1977;Male;Younger than 14 years;Iraqi;2017;0
1978;Male;Younger than 14 years;Iraqi;2018;20
1979;Male;Younger than 14 years;Iraqi;2019;15
1980;Male;Younger than 14 years;Iraqi;2020;0
1981;Male;Younger than 14 years;Iraqi;2021;50
1982;Male;Younger than 14 years;Iraqi;2022;25
1983;Male;Younger than 14 years;Iraqi;2023;100
1984;Male;Younger than 14 years;Iranian;2008;0
1985;Male;Younger than 14 years;Iranian;2009;0
1986;Male;Younger than 14 years;Iranian;2010;0
1987;Male;Younger than 14 years;Iranian;2011;0
1988;Male;Younger than 14 years;Iranian;2012;0
1989;Male;Younger than 14 years;Iranian;2013;0
1990;Male;Younger than 14 years;Iranian;2014;0
1991;Male;Younger than 14 years;Iranian;2015;0
1992;Male;Younger than 14 years;Iranian;2016;0
1993;Male;Younger than 14 years;Iranian;2017;0
1994;Male;Younger than 14 years;Iranian;2018;0
1995;Male;Younger than 14 years;Iranian;2019;5
1996;Male;Younger than 14 years;Iranian;2020;0
1997;Male;Younger than 14 years;Iranian;2021;0
1998;Male;Younger than 14 years;Iranian;2022;0
1999;Male;Younger than 14 years;Iranian;2023;0
2000;Male;Younger than 14 years;Yemeni;2008;0
2001;Male;Younger than 14 years;Yemeni;2009;0
2002;Male;Younger than 14 years;Yemeni;2010;0
2003;Male;Younger than 14 years;Yemeni;2011;0
2004;Male;Younger than 14 years;Yemeni;2012;0
2005;Male;Younger than 14 years;Yemeni;2013;0
2006;Male;Younger than 14 years;Yemeni;2014;0
2007;Male;Younger than 14 years;Yemeni;2015;0
2008;Male;Younger than 14 years;Yemeni;2016;0
2009;Male;Younger than 14 years;Yemeni;2017;0
2010;Male;Younger than 14 years;Yemeni;2018;0
2011;Male;Younger than 14 years;Yemeni;2019;0
2012;Male;Younger than 14 years;Yemeni;2020;0
2013;Male;Younger than 14 years;Yemeni;2021;5
2014;Male;Younger than 14 years;Yemeni;2022;5
2015;Male;Younger than 14 years;Yemeni;2023;5
2016;Male;Younger than 14 years;Moroccan;2008;0
2017;Male;Younger than 14 years;Moroccan;2009;0
2018;Male;Younger than 14 years;Moroccan;2010;0
2019;Male;Younger than 14 years;Moroccan;2011;0
2020;Male;Younger than 14 years;Moroccan;2012;0
2021;Male;Younger than 14 years;Moroccan;2013;0
2022;Male;Younger than 14 years;Moroccan;2014;0
2023;Male;Younger than 14 years;Moroccan;2015;0
2024;Male;Younger than 14 years;Moroccan;2016;0
2025;Male;Younger than 14 years;Moroccan;2017;5
2026;Male;Younger than 14 years;Moroccan;2018;5
2027;Male;Younger than 14 years;Moroccan;2019;5
2028;Male;Younger than 14 years;Moroccan;2020;10
2029;Male;Younger than 14 years;Moroccan;2021;10
2030;Male;Younger than 14 years;Moroccan;2022;5
2031;Male;Younger than 14 years;Moroccan;2023;0
2032;Male;Younger than 14 years;Turkish;2008;0
2033;Male;Younger than 14 years;Turkish;2009;0
2034;Male;Younger than 14 years;Turkish;2010;0
2035;Male;Younger than 14 years;Turkish;2011;0
2036;Male;Younger than 14 years;Turkish;2012;0
2037;Male;Younger than 14 years;Turkish;2013;0
2038;Male;Younger than 14 years;Turkish;2014;0
2039;Male;Younger than 14 years;Turkish;2015;0
2040;Male;Younger than 14 years;Turkish;2016;0
2041;Male;Younger than 14 years;Turkish;2017;0
2042;Male;Younger than 14 years;Turkish;2018;0
2043;Male;Younger than 14 years;Turkish;2019;0
2044;Male;Younger than 14 years;Turkish;2020;0
2045;Male;Younger than 14 years;Turkish;2021;0
2046;Male;Younger than 14 years;Turkish;2022;0
2047;Male;Younger than 14 years;Turkish;2023;5
2048;Male;Younger than 14 years;Sudanese;2008;0
2049;Male;Younger than 14 years;Sudanese;2009;0
2050;Male;Younger than 14 years;Sudanese;2010;0
2051;Male;Younger than 14 years;Sudanese;2011;0
2052;Male;Younger than 14 years;Sudanese;2012;0
2053;Male;Younger than 14 years;Sudanese;2013;0
2054;Male;Younger than 14 years;Sudanese;2014;0
2055;Male;Younger than 14 years;Sudanese;2015;0
2056;Male;Younger than 14 years;Sudanese;2016;0
2057;Male;Younger than 14 years;Sudanese;2017;0
2058;Male;Younger than 14 years;Sudanese;2018;0
2059;Male;Younger than 14 years;Sudanese;2019;0
2060;Male;Younger than 14 years;Sudanese;2020;0
2061;Male;Younger than 14 years;Sudanese;2021;0
2062;Male;Younger than 14 years;Sudanese;2022;0
2063;Male;Younger than 14 years;Sudanese;2023;0
2064;Male;Younger than 14 years;Somali;2008;5
2065;Male;Younger than 14 years;Somali;2009;10
2066;Male;Younger than 14 years;Somali;2010;10
2067;Male;Younger than 14 years;Somali;2011;0
2068;Male;Younger than 14 years;Somali;2012;5
2069;Male;Younger than 14 years;Somali;2013;0
2070;Male;Younger than 14 years;Somali;2014;0
2071;Male;Younger than 14 years;Somali;2015;5
2072;Male;Younger than 14 years;Somali;2016;5
2073;Male;Younger than 14 years;Somali;2017;0
2074;Male;Younger than 14 years;Somali;2018;0
2075;Male;Younger than 14 years;Somali;2019;0
2076;Male;Younger than 14 years;Somali;2020;5
2077;Male;Younger than 14 years;Somali;2021;5
2078;Male;Younger than 14 years;Somali;2022;5
2079;Male;Younger than 14 years;Somali;2023;10
2080;Male;Younger than 14 years;Syrian;2008;0
2081;Male;Younger than 14 years;Syrian;2009;0
2082;Male;Younger than 14 years;Syrian;2010;0
2083;Male;Younger than 14 years;Syrian;2011;0
2084;Male;Younger than 14 years;Syrian;2012;0
2085;Male;Younger than 14 years;Syrian;2013;0
2086;Male;Younger than 14 years;Syrian;2014;20
2087;Male;Younger than 14 years;Syrian;2015;220
2088;Male;Younger than 14 years;Syrian;2016;30
2089;Male;Younger than 14 years;Syrian;2017;20
2090;Male;Younger than 14 years;Syrian;2018;30
2091;Male;Younger than 14 years;Syrian;2019;75
2092;Male;Younger than 14 years;Syrian;2020;85
2093;Male;Younger than 14 years;Syrian;2021;180
2094;Male;Younger than 14 years;Syrian;2022;340
2095;Male;Younger than 14 years;Syrian;2023;410
2096;Male;Younger than 14 years;Unknown;2008;0
2097;Male;Younger than 14 years;Unknown;2009;0
2098;Male;Younger than 14 years;Unknown;2010;0
2099;Male;Younger than 14 years;Unknown;2011;5
2100;Male;Younger than 14 years;Unknown;2012;0
2101;Male;Younger than 14 years;Unknown;2013;0
2102;Male;Younger than 14 years;Unknown;2014;0
2103;Male;Younger than 14 years;Unknown;2015;0
2104;Male;Younger than 14 years;Unknown;2016;5
2105;Male;Younger than 14 years;Unknown;2017;0
2106;Male;Younger than 14 years;Unknown;2018;0
2107;Male;Younger than 14 years;Unknown;2019;5
2108;Male;Younger than 14 years;Unknown;2020;5
2109;Male;Younger than 14 years;Unknown;2021;15
2110;Male;Younger than 14 years;Unknown;2022;10
2111;Male;Younger than 14 years;Unknown;2023;10
2112;Male;Younger than 14 years;Stateless;2008;0
2113;Male;Younger than 14 years;Stateless;2009;0
2114;Male;Younger than 14 years;Stateless;2010;0
2115;Male;Younger than 14 years;Stateless;2011;0
2116;Male;Younger than 14 years;Stateless;2012;0
2117;Male;Younger than 14 years;Stateless;2013;0
2118;Male;Younger than 14 years;Stateless;2014;5
2119;Male;Younger than 14 years;Stateless;2015;30
2120;Male;Younger than 14 years;Stateless;2016;5
2121;Male;Younger than 14 years;Stateless;2017;0
2122;Male;Younger than 14 years;Stateless;2018;0
2123;Male;Younger than 14 years;Stateless;2019;0
2124;Male;Younger than 14 years;Stateless;2020;0
2125;Male;Younger than 14 years;Stateless;2021;0
2126;Male;Younger than 14 years;Stateless;2022;0
2127;Male;Younger than 14 years;Stateless;2023;0
2128;Male;80017;Total;2008;110
2129;Male;80017;Total;2009;185
2130;Male;80017;Total;2010;140
2131;Male;80017;Total;2011;95
2132;Male;80017;Total;2012;80
2133;Male;80017;Total;2013;50
2134;Male;80017;Total;2014;175
2135;Male;80017;Total;2015;875
2136;Male;80017;Total;2016;340
2137;Male;80017;Total;2017;200
2138;Male;80017;Total;2018;290
2139;Male;80017;Total;2019;260
2140;Male;80017;Total;2020;270
2141;Male;80017;Total;2021;600
2142;Male;80017;Total;2022;1245
2143;Male;80017;Total;2023;1470
2144;Male;80017;Afghan;2008;35
2145;Male;80017;Afghan;2009;0
2146;Male;80017;Afghan;2010;0
2147;Male;80017;Afghan;2011;65
2148;Male;80017;Afghan;2012;45
2149;Male;80017;Afghan;2013;15
2150;Male;80017;Afghan;2014;10
2151;Male;80017;Afghan;2015;150
2152;Male;80017;Afghan;2016;65
2153;Male;80017;Afghan;2017;20
2154;Male;80017;Afghan;2018;5
2155;Male;80017;Afghan;2019;25
2156;Male;80017;Afghan;2020;15
2157;Male;80017;Afghan;2021;25
2158;Male;80017;Afghan;2022;45
2159;Male;80017;Afghan;2023;25
2160;Male;80017;Albanian;2008;0
2161;Male;80017;Albanian;2009;0
2162;Male;80017;Albanian;2010;0
2163;Male;80017;Albanian;2011;0
2164;Male;80017;Albanian;2012;0
2165;Male;80017;Albanian;2013;0
2166;Male;80017;Albanian;2014;0
2167;Male;80017;Albanian;2015;5
2168;Male;80017;Albanian;2016;10
2169;Male;80017;Albanian;2017;0
2170;Male;80017;Albanian;2018;5
2171;Male;80017;Albanian;2019;0
2172;Male;80017;Albanian;2020;0
2173;Male;80017;Albanian;2021;0
2174;Male;80017;Albanian;2022;0
2175;Male;80017;Albanian;2023;0
2176;Male;80017;Algerian;2008;0
2177;Male;80017;Algerian;2009;0
2178;Male;80017;Algerian;2010;0
2179;Male;80017;Algerian;2011;0
2180;Male;80017;Algerian;2012;5
2181;Male;80017;Algerian;2013;5
2182;Male;80017;Algerian;2014;0
2183;Male;80017;Algerian;2015;0
2184;Male;80017;Algerian;2016;5
2185;Male;80017;Algerian;2017;10
2186;Male;80017;Algerian;2018;20
2187;Male;80017;Algerian;2019;15
2188;Male;80017;Algerian;2020;15
2189;Male;80017;Algerian;2021;15
2190;Male;80017;Algerian;2022;10
2191;Male;80017;Algerian;2023;20
2192;Male;80017;Chinese;2008;5
2193;Male;80017;Chinese;2009;0
2194;Male;80017;Chinese;2010;5
2195;Male;80017;Chinese;2011;0
2196;Male;80017;Chinese;2012;0
2197;Male;80017;Chinese;2013;0
2198;Male;80017;Chinese;2014;0
2199;Male;80017;Chinese;2015;0
2200;Male;80017;Chinese;2016;0
2201;Male;80017;Chinese;2017;0
2202;Male;80017;Chinese;2018;0
2203;Male;80017;Chinese;2019;0
2204;Male;80017;Chinese;2020;0
2205;Male;80017;Chinese;2021;0
2206;Male;80017;Chinese;2022;0
2207;Male;80017;Chinese;2023;0
2208;Male;80017;Eritrean;2008;5
2209;Male;80017;Eritrean;2009;0
2210;Male;80017;Eritrean;2010;0
2211;Male;80017;Eritrean;2011;0
2212;Male;80017;Eritrean;2012;0
2213;Male;80017;Eritrean;2013;10
2214;Male;80017;Eritrean;2014;95
2215;Male;80017;Eritrean;2015;215
2216;Male;80017;Eritrean;2016;150
2217;Male;80017;Eritrean;2017;80
2218;Male;80017;Eritrean;2018;105
2219;Male;80017;Eritrean;2019;25
2220;Male;80017;Eritrean;2020;20
2221;Male;80017;Eritrean;2021;50
2222;Male;80017;Eritrean;2022;210
2223;Male;80017;Eritrean;2023;250
2224;Male;80017;Ethiopian;2008;0
2225;Male;80017;Ethiopian;2009;0
2226;Male;80017;Ethiopian;2010;0
2227;Male;80017;Ethiopian;2011;0
2228;Male;80017;Ethiopian;2012;0
2229;Male;80017;Ethiopian;2013;0
2230;Male;80017;Ethiopian;2014;0
2231;Male;80017;Ethiopian;2015;5
2232;Male;80017;Ethiopian;2016;5
2233;Male;80017;Ethiopian;2017;5
2234;Male;80017;Ethiopian;2018;0
2235;Male;80017;Ethiopian;2019;0
2236;Male;80017;Ethiopian;2020;0
2237;Male;80017;Ethiopian;2021;0
2238;Male;80017;Ethiopian;2022;10
2239;Male;80017;Ethiopian;2023;15
2240;Male;80017;Gambian;2008;0
2241;Male;80017;Gambian;2009;0
2242;Male;80017;Gambian;2010;0
2243;Male;80017;Gambian;2011;0
2244;Male;80017;Gambian;2012;0
2245;Male;80017;Gambian;2013;0
2246;Male;80017;Gambian;2014;0
2247;Male;80017;Gambian;2015;0
2248;Male;80017;Gambian;2016;0
2249;Male;80017;Gambian;2017;0
2250;Male;80017;Gambian;2018;5
2251;Male;80017;Gambian;2019;5
2252;Male;80017;Gambian;2020;5
2253;Male;80017;Gambian;2021;5
2254;Male;80017;Gambian;2022;0
2255;Male;80017;Gambian;2023;25
2256;Male;80017;Guinean;2008;5
2257;Male;80017;Guinean;2009;5
2258;Male;80017;Guinean;2010;0
2259;Male;80017;Guinean;2011;5
2260;Male;80017;Guinean;2012;5
2261;Male;80017;Guinean;2013;0
2262;Male;80017;Guinean;2014;0
2263;Male;80017;Guinean;2015;5
2264;Male;80017;Guinean;2016;5
2265;Male;80017;Guinean;2017;10
2266;Male;80017;Guinean;2018;10
2267;Male;80017;Guinean;2019;5
2268;Male;80017;Guinean;2020;0
2269;Male;80017;Guinean;2021;0
2270;Male;80017;Guinean;2022;0
2271;Male;80017;Guinean;2023;5
2272;Male;80017;Iraqi;2008;20
2273;Male;80017;Iraqi;2009;15
2274;Male;80017;Iraqi;2010;5
2275;Male;80017;Iraqi;2011;5
2276;Male;80017;Iraqi;2012;5
2277;Male;80017;Iraqi;2013;0
2278;Male;80017;Iraqi;2014;5
2279;Male;80017;Iraqi;2015;35
2280;Male;80017;Iraqi;2016;5
2281;Male;80017;Iraqi;2017;5
2282;Male;80017;Iraqi;2018;15
2283;Male;80017;Iraqi;2019;15
2284;Male;80017;Iraqi;2020;10
2285;Male;80017;Iraqi;2021;40
2286;Male;80017;Iraqi;2022;25
2287;Male;80017;Iraqi;2023;75
2288;Male;80017;Iranian;2008;0
2289;Male;80017;Iranian;2009;5
2290;Male;80017;Iranian;2010;0
2291;Male;80017;Iranian;2011;0
2292;Male;80017;Iranian;2012;0
2293;Male;80017;Iranian;2013;0
2294;Male;80017;Iranian;2014;5
2295;Male;80017;Iranian;2015;5
2296;Male;80017;Iranian;2016;0
2297;Male;80017;Iranian;2017;0
2298;Male;80017;Iranian;2018;5
2299;Male;80017;Iranian;2019;0
2300;Male;80017;Iranian;2020;0
2301;Male;80017;Iranian;2021;0
2302;Male;80017;Iranian;2022;5
2303;Male;80017;Iranian;2023;0
2304;Male;80017;Yemeni;2008;0
2305;Male;80017;Yemeni;2009;0
2306;Male;80017;Yemeni;2010;0
2307;Male;80017;Yemeni;2011;0
2308;Male;80017;Yemeni;2012;0
2309;Male;80017;Yemeni;2013;0
2310;Male;80017;Yemeni;2014;0
2311;Male;80017;Yemeni;2015;0
2312;Male;80017;Yemeni;2016;0
2313;Male;80017;Yemeni;2017;0
2314;Male;80017;Yemeni;2018;0
2315;Male;80017;Yemeni;2019;5
2316;Male;80017;Yemeni;2020;5
2317;Male;80017;Yemeni;2021;15
2318;Male;80017;Yemeni;2022;30
2319;Male;80017;Yemeni;2023;25
2320;Male;80017;Moroccan;2008;0
2321;Male;80017;Moroccan;2009;0
2322;Male;80017;Moroccan;2010;0
2323;Male;80017;Moroccan;2011;0
2324;Male;80017;Moroccan;2012;0
2325;Male;80017;Moroccan;2013;0
2326;Male;80017;Moroccan;2014;5
2327;Male;80017;Moroccan;2015;0
2328;Male;80017;Moroccan;2016;10
2329;Male;80017;Moroccan;2017;25
2330;Male;80017;Moroccan;2018;45
2331;Male;80017;Moroccan;2019;50
2332;Male;80017;Moroccan;2020;45
2333;Male;80017;Moroccan;2021;35
2334;Male;80017;Moroccan;2022;25
2335;Male;80017;Moroccan;2023;10
2336;Male;80017;Turkish;2008;0
2337;Male;80017;Turkish;2009;0
2338;Male;80017;Turkish;2010;0
2339;Male;80017;Turkish;2011;0
2340;Male;80017;Turkish;2012;0
2341;Male;80017;Turkish;2013;0
2342;Male;80017;Turkish;2014;0
2343;Male;80017;Turkish;2015;0
2344;Male;80017;Turkish;2016;0
2345;Male;80017;Turkish;2017;0
2346;Male;80017;Turkish;2018;0
2347;Male;80017;Turkish;2019;0
2348;Male;80017;Turkish;2020;0
2349;Male;80017;Turkish;2021;0
2350;Male;80017;Turkish;2022;10
2351;Male;80017;Turkish;2023;5
2352;Male;80017;Sudanese;2008;0
2353;Male;80017;Sudanese;2009;0
2354;Male;80017;Sudanese;2010;0
2355;Male;80017;Sudanese;2011;0
2356;Male;80017;Sudanese;2012;0
2357;Male;80017;Sudanese;2013;0
2358;Male;80017;Sudanese;2014;0
2359;Male;80017;Sudanese;2015;0
2360;Male;80017;Sudanese;2016;5
2361;Male;80017;Sudanese;2017;5
2362;Male;80017;Sudanese;2018;5
2363;Male;80017;Sudanese;2019;0
2364;Male;80017;Sudanese;2020;0
2365;Male;80017;Sudanese;2021;0
2366;Male;80017;Sudanese;2022;5
2367;Male;80017;Sudanese;2023;40
2368;Male;80017;Somali;2008;25
2369;Male;80017;Somali;2009;55
2370;Male;80017;Somali;2010;20
2371;Male;80017;Somali;2011;10
2372;Male;80017;Somali;2012;5
2373;Male;80017;Somali;2013;0
2374;Male;80017;Somali;2014;5
2375;Male;80017;Somali;2015;5
2376;Male;80017;Somali;2016;0
2377;Male;80017;Somali;2017;5
2378;Male;80017;Somali;2018;5
2379;Male;80017;Somali;2019;5
2380;Male;80017;Somali;2020;5
2381;Male;80017;Somali;2021;35
2382;Male;80017;Somali;2022;70
2383;Male;80017;Somali;2023;85
2384;Male;80017;Syrian;2008;0
2385;Male;80017;Syrian;2009;0
2386;Male;80017;Syrian;2010;0
2387;Male;80017;Syrian;2011;0
2388;Male;80017;Syrian;2012;0
2389;Male;80017;Syrian;2013;5
2390;Male;80017;Syrian;2014;25
2391;Male;80017;Syrian;2015;365
2392;Male;80017;Syrian;2016;40
2393;Male;80017;Syrian;2017;20
2394;Male;80017;Syrian;2018;35
2395;Male;80017;Syrian;2019;80
2396;Male;80017;Syrian;2020;125
2397;Male;80017;Syrian;2021;345
2398;Male;80017;Syrian;2022;775
2399;Male;80017;Syrian;2023;845
2400;Male;80017;Unknown;2008;0
2401;Male;80017;Unknown;2009;5
2402;Male;80017;Unknown;2010;0
2403;Male;80017;Unknown;2011;0
2404;Male;80017;Unknown;2012;0
2405;Male;80017;Unknown;2013;0
2406;Male;80017;Unknown;2014;0
2407;Male;80017;Unknown;2015;5
2408;Male;80017;Unknown;2016;5
2409;Male;80017;Unknown;2017;0
2410;Male;80017;Unknown;2018;5
2411;Male;80017;Unknown;2019;10
2412;Male;80017;Unknown;2020;10
2413;Male;80017;Unknown;2021;10
2414;Male;80017;Unknown;2022;15
2415;Male;80017;Unknown;2023;15
2416;Male;80017;Stateless;2008;0
2417;Male;80017;Stateless;2009;0
2418;Male;80017;Stateless;2010;0
2419;Male;80017;Stateless;2011;0
2420;Male;80017;Stateless;2012;0
2421;Male;80017;Stateless;2013;0
2422;Male;80017;Stateless;2014;10
2423;Male;80017;Stateless;2015;55
2424;Male;80017;Stateless;2016;5
2425;Male;80017;Stateless;2017;0
2426;Male;80017;Stateless;2018;0
2427;Male;80017;Stateless;2019;0
2428;Male;80017;Stateless;2020;0
2429;Male;80017;Stateless;2021;0
2430;Male;80017;Stateless;2022;0
2431;Male;80017;Stateless;2023;0
2432;Male;53070;Total;2008;365
2433;Male;53070;Total;2009;570
2434;Male;53070;Total;2010;315
2435;Male;53070;Total;2011;245
2436;Male;53070;Total;2012;150
2437;Male;53070;Total;2013;155
2438;Male;53070;Total;2014;530
2439;Male;53070;Total;2015;1915
2440;Male;53070;Total;2016;850
2441;Male;53070;Total;2017;570
2442;Male;53070;Total;2018;600
2443;Male;53070;Total;2019;455
2444;Male;53070;Total;2020;450
2445;Male;53070;Total;2021;990
2446;Male;53070;Total;2022;2125
2447;Male;53070;Total;2023;3060
2448;Male;53070;Afghan;2008;55
2449;Male;53070;Afghan;2009;0
2450;Male;53070;Afghan;2010;0
2451;Male;53070;Afghan;2011;145
2452;Male;53070;Afghan;2012;55
2453;Male;53070;Afghan;2013;30
2454;Male;53070;Afghan;2014;15
2455;Male;53070;Afghan;2015;310
2456;Male;53070;Afghan;2016;80
2457;Male;53070;Afghan;2017;20
2458;Male;53070;Afghan;2018;10
2459;Male;53070;Afghan;2019;20
2460;Male;53070;Afghan;2020;20
2461;Male;53070;Afghan;2021;40
2462;Male;53070;Afghan;2022;80
2463;Male;53070;Afghan;2023;65
2464;Male;53070;Albanian;2008;0
2465;Male;53070;Albanian;2009;0
2466;Male;53070;Albanian;2010;0
2467;Male;53070;Albanian;2011;0
2468;Male;53070;Albanian;2012;0
2469;Male;53070;Albanian;2013;0
2470;Male;53070;Albanian;2014;5
2471;Male;53070;Albanian;2015;15
2472;Male;53070;Albanian;2016;25
2473;Male;53070;Albanian;2017;25
2474;Male;53070;Albanian;2018;25
2475;Male;53070;Albanian;2019;10
2476;Male;53070;Albanian;2020;5
2477;Male;53070;Albanian;2021;0
2478;Male;53070;Albanian;2022;0
2479;Male;53070;Albanian;2023;0
2480;Male;53070;Algerian;2008;0
2481;Male;53070;Algerian;2009;0
2482;Male;53070;Algerian;2010;0
2483;Male;53070;Algerian;2011;0
2484;Male;53070;Algerian;2012;5
2485;Male;53070;Algerian;2013;5
2486;Male;53070;Algerian;2014;0
2487;Male;53070;Algerian;2015;0
2488;Male;53070;Algerian;2016;50
2489;Male;53070;Algerian;2017;35
2490;Male;53070;Algerian;2018;35
2491;Male;53070;Algerian;2019;45
2492;Male;53070;Algerian;2020;40
2493;Male;53070;Algerian;2021;50
2494;Male;53070;Algerian;2022;55
2495;Male;53070;Algerian;2023;60
2496;Male;53070;Chinese;2008;20
2497;Male;53070;Chinese;2009;5
2498;Male;53070;Chinese;2010;10
2499;Male;53070;Chinese;2011;0
2500;Male;53070;Chinese;2012;0
2501;Male;53070;Chinese;2013;0
2502;Male;53070;Chinese;2014;0
2503;Male;53070;Chinese;2015;0
2504;Male;53070;Chinese;2016;0
2505;Male;53070;Chinese;2017;0
2506;Male;53070;Chinese;2018;0
2507;Male;53070;Chinese;2019;0
2508;Male;53070;Chinese;2020;0
2509;Male;53070;Chinese;2021;0
2510;Male;53070;Chinese;2022;0
2511;Male;53070;Chinese;2023;5
2512;Male;53070;Eritrean;2008;10
2513;Male;53070;Eritrean;2009;20
2514;Male;53070;Eritrean;2010;10
2515;Male;53070;Eritrean;2011;0
2516;Male;53070;Eritrean;2012;0
2517;Male;53070;Eritrean;2013;20
2518;Male;53070;Eritrean;2014;300
2519;Male;53070;Eritrean;2015;610
2520;Male;53070;Eritrean;2016;360
2521;Male;53070;Eritrean;2017;230
2522;Male;53070;Eritrean;2018;195
2523;Male;53070;Eritrean;2019;50
2524;Male;53070;Eritrean;2020;35
2525;Male;53070;Eritrean;2021;140
2526;Male;53070;Eritrean;2022;285
2527;Male;53070;Eritrean;2023;580
2528;Male;53070;Ethiopian;2008;0
2529;Male;53070;Ethiopian;2009;0
2530;Male;53070;Ethiopian;2010;0
2531;Male;53070;Ethiopian;2011;0
2532;Male;53070;Ethiopian;2012;0
2533;Male;53070;Ethiopian;2013;0
2534;Male;53070;Ethiopian;2014;5
2535;Male;53070;Ethiopian;2015;5
2536;Male;53070;Ethiopian;2016;35
2537;Male;53070;Ethiopian;2017;5
2538;Male;53070;Ethiopian;2018;0
2539;Male;53070;Ethiopian;2019;5
2540;Male;53070;Ethiopian;2020;0
2541;Male;53070;Ethiopian;2021;5
2542;Male;53070;Ethiopian;2022;25
2543;Male;53070;Ethiopian;2023;70
2544;Male;53070;Gambian;2008;0
2545;Male;53070;Gambian;2009;0
2546;Male;53070;Gambian;2010;5
2547;Male;53070;Gambian;2011;0
2548;Male;53070;Gambian;2012;0
2549;Male;53070;Gambian;2013;0
2550;Male;53070;Gambian;2014;0
2551;Male;53070;Gambian;2015;0
2552;Male;53070;Gambian;2016;15
2553;Male;53070;Gambian;2017;10
2554;Male;53070;Gambian;2018;20
2555;Male;53070;Gambian;2019;20
2556;Male;53070;Gambian;2020;10
2557;Male;53070;Gambian;2021;5
2558;Male;53070;Gambian;2022;5
2559;Male;53070;Gambian;2023;60
2560;Male;53070;Guinean;2008;10
2561;Male;53070;Guinean;2009;25
2562;Male;53070;Guinean;2010;15
2563;Male;53070;Guinean;2011;5
2564;Male;53070;Guinean;2012;15
2565;Male;53070;Guinean;2013;15
2566;Male;53070;Guinean;2014;0
2567;Male;53070;Guinean;2015;15
2568;Male;53070;Guinean;2016;25
2569;Male;53070;Guinean;2017;20
2570;Male;53070;Guinean;2018;35
2571;Male;53070;Guinean;2019;10
2572;Male;53070;Guinean;2020;5
2573;Male;53070;Guinean;2021;0
2574;Male;53070;Guinean;2022;5
2575;Male;53070;Guinean;2023;25
2576;Male;53070;Iraqi;2008;110
2577;Male;53070;Iraqi;2009;40
2578;Male;53070;Iraqi;2010;15
2579;Male;53070;Iraqi;2011;10
2580;Male;53070;Iraqi;2012;10
2581;Male;53070;Iraqi;2013;5
2582;Male;53070;Iraqi;2014;5
2583;Male;53070;Iraqi;2015;70
2584;Male;53070;Iraqi;2016;15
2585;Male;53070;Iraqi;2017;10
2586;Male;53070;Iraqi;2018;20
2587;Male;53070;Iraqi;2019;15
2588;Male;53070;Iraqi;2020;5
2589;Male;53070;Iraqi;2021;30
2590;Male;53070;Iraqi;2022;25
2591;Male;53070;Iraqi;2023;60
2592;Male;53070;Iranian;2008;5
2593;Male;53070;Iranian;2009;15
2594;Male;53070;Iranian;2010;10
2595;Male;53070;Iranian;2011;10
2596;Male;53070;Iranian;2012;5
2597;Male;53070;Iranian;2013;5
2598;Male;53070;Iranian;2014;5
2599;Male;53070;Iranian;2015;15
2600;Male;53070;Iranian;2016;15
2601;Male;53070;Iranian;2017;5
2602;Male;53070;Iranian;2018;10
2603;Male;53070;Iranian;2019;10
2604;Male;53070;Iranian;2020;0
2605;Male;53070;Iranian;2021;0
2606;Male;53070;Iranian;2022;5
2607;Male;53070;Iranian;2023;10
2608;Male;53070;Yemeni;2008;0
2609;Male;53070;Yemeni;2009;0
