ID;RegioS;Perioden;TotaalWegvoertuigen_1;Personenauto_2;TotaalBedrijfsvoertuigen_3;TotaalBedrijfsmotorvoertuigen_4;Bestelauto_5;VrachtautoExclTrekkerVoorOplegger_6;TrekkerVoorOplegger_7;SpeciaalVoertuig_8;Bus_9;TotaalAanhangwagensEnOpleggers_10;Aanhangwagen_11;Oplegger_12;Motorfiets_13;AlleVoertuigenMetBromfietskenteken_14;Snorfiets_15;Bromfiets_16;Brommobiel_17;OverigeVoertuigenMetBromfietskenteken_18;LandsdeelCode_19;ProvincieCode_20;CoropgebiedCode_21;Gemeentecode_22;Naam_23;GemeenteGrootteklasseCode_24;StedelijkheidVanGemeentenCode_25
4072;1724;2021;3596;2181;779;331;239;22;44;26;0;448;372;76;279;357;185;167;5;0;      ;  27  ;03    ;      ;16    Langedijk                         ;;
4073;1724;2022;3716;2218;845;358;248;22;60;28;0;487;386;101;281;372;188;181;3;0;     3;    27;    19;  1980;Dijk en Waard                           ;5.0;3.0
4074;1724;2023;3781;2251;863;376;270;13;60;33;0;487;403;84;286;381;189;187;2;3;     3;    27;    19;  1980;Dijk en Waard                           ;3.0;
4075;1730;2019;3;0;3;0;0;0;0;0;0;3;3;0;0;0;0;0;0;0;  03  ;  27  ;  18  ;1911  ;Hollands Kroon                          ;4.0;5.0
4076;1730;2020;3;0;3;0;0;0;0;0;0;3;3;0;0;0;0;0;0;0;  03  ;  27  ;  18  ;1911  ;Hollands Kroon                          ;4.0;5.0
4077;1730;2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;      ;      ;      ;      ;                                        ;;
4078;1730;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;      ;      ;      ;      ;                                        ;;
4079;1730;2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;      ;      ;      ;      ;                                        ;;
4080;1731;2019;3782;1964;1318;588;402;55;97;34;0;730;565;165;260;240;99;134;5;2;  03  ;  27  ;  18  ;1911  ;Hollands Kroon                          ;4.0;5.0
4081;1731;2020;3864;1993;1360;616;418;66;98;32;2;744;564;180;259;252;103;140;6;3;  03  ;  27  ;  18  ;1911  ;Hollands Kroon                          ;4.0;5.0
4082;1731;2021;3845;1956;1355;612;421;69;94;27;1;743;569;174;265;269;124;137;6;2;      ;  27  ;03    ;      ;11    Hollands Kroon                    ;;
4083;1731;2022;3998;2022;1380;622;423;69;99;30;1;758;586;172;285;311;153;148;8;2;     3;    27;    18;  1911;Hollands Kroon                          ;4.0;5.0
4084;1731;2023;4108;2070;1405;619;418;73;103;24;1;786;605;181;276;357;170;176;7;4;     3;    27;    18;  1911;Hollands Kroon                          ;5.0;
4085;1732;2019;811;477;217;89;79;4;1;5;0;128;127;1;58;59;22;34;3;0;  03  ;  27  ;  18  ;1911  ;Hollands Kroon                          ;4.0;5.0
4086;1732;2020;858;506;226;91;79;5;1;6;0;135;134;1;66;60;25;32;3;0;  03  ;  27  ;  18  ;1911  ;Hollands Kroon                          ;4.0;5.0
4087;1732;2021;875;508;235;91;81;4;1;5;0;144;143;1;61;71;32;36;3;0;      ;  27  ;03    ;      ;11    Hollands Kroon                    ;;
4088;1732;2022;903;514;250;92;82;3;1;6;0;158;157;1;64;75;27;44;3;1;     3;    27;    18;  1911;Hollands Kroon                          ;4.0;5.0
4089;1732;2023;894;484;259;95;85;3;1;6;0;164;163;1;71;80;29;48;3;0;     3;    27;    18;  1911;Hollands Kroon                          ;5.0;
4090;1733;2019;2900;1906;583;250;219;12;5;14;0;333;329;4;197;214;67;137;6;4;  03  ;  27  ;  18  ;1911  ;Hollands Kroon                          ;4.0;5.0
4091;1733;2020;2972;1936;619;285;248;15;5;17;0;334;332;2;196;221;79;135;3;4;  03  ;  27  ;  18  ;1911  ;Hollands Kroon                          ;4.0;5.0
4092;1733;2021;2898;1848;604;270;238;14;4;14;0;334;332;2;197;249;112;130;3;4;      ;  27  ;03    ;      ;11    Hollands Kroon                    ;;
4093;1733;2022;2996;1898;620;273;241;14;4;14;0;347;345;2;201;277;154;117;3;3;     3;    27;    18;  1911;Hollands Kroon                          ;4.0;5.0
4094;1733;2023;3047;1934;628;268;231;15;5;17;0;360;355;5;212;273;147;123;2;1;     3;    27;    18;  1911;Hollands Kroon                          ;5.0;
4095;1734;2019;425;244;120;45;39;4;1;1;0;75;75;0;30;31;8;21;2;0;  03  ;  27  ;  18  ;1911  ;Hollands Kroon                          ;4.0;5.0
4096;1734;2020;434;253;111;39;35;1;1;2;0;72;72;0;34;36;12;22;2;0;  03  ;  27  ;  18  ;1911  ;Hollands Kroon                          ;4.0;5.0
4097;1734;2021;417;238;106;43;39;0;2;2;0;63;63;0;36;37;13;22;2;0;      ;  27  ;03    ;      ;11    Hollands Kroon                    ;;
4098;1734;2022;430;248;107;46;42;0;2;2;0;61;61;0;39;36;12;23;1;0;     3;    27;    18;  1911;Hollands Kroon                          ;4.0;5.0
4099;1734;2023;412;244;100;43;38;0;3;2;0;57;56;1;39;29;7;21;1;0;     3;    27;    18;  1911;Hollands Kroon                          ;5.0;
4100;1735;2019;1837;1065;494;213;181;10;7;9;6;281;274;7;160;118;33;84;1;0;  03  ;  27  ;  18  ;1911  ;Hollands Kroon                          ;4.0;5.0
4101;1735;2020;1920;1136;499;212;183;7;7;9;6;287;283;4;165;120;34;84;1;1;  03  ;  27  ;  18  ;1911  ;Hollands Kroon                          ;4.0;5.0
4102;1735;2021;1937;1139;518;216;187;7;7;9;6;302;297;5;154;126;38;85;2;1;      ;  27  ;03    ;      ;11    Hollands Kroon                    ;;
4103;1735;2022;1970;1177;500;205;178;6;7;9;5;295;291;4;157;136;46;87;2;1;     3;    27;    18;  1911;Hollands Kroon                          ;4.0;5.0
4104;1735;2023;2022;1188;514;203;179;3;8;8;5;311;307;4;161;159;44;112;2;1;     3;    27;    18;  1911;Hollands Kroon                          ;5.0;
4105;1736;2019;384;223;112;49;39;5;1;4;0;63;63;0;28;21;12;9;0;0;  03  ;  27  ;  18  ;1911  ;Hollands Kroon                          ;4.0;5.0
4106;1736;2020;391;236;108;42;33;4;1;4;0;66;63;3;27;20;11;9;0;0;  03  ;  27  ;  18  ;1911  ;Hollands Kroon                          ;4.0;5.0
4107;1736;2021;410;247;109;43;35;4;1;3;0;66;63;3;32;22;11;11;0;0;      ;  27  ;03    ;      ;11    Hollands Kroon                    ;;
4108;1736;2022;417;251;109;41;32;3;3;3;0;68;66;2;34;23;10;13;0;0;     3;    27;    18;  1911;Hollands Kroon                          ;4.0;5.0
4109;1736;2023;414;244;112;42;34;3;1;4;0;70;70;0;34;24;9;15;0;0;     3;    27;    18;  1911;Hollands Kroon                          ;5.0;
4110;1738;2019;2598;1460;737;375;304;22;19;30;0;362;336;26;197;204;74;126;2;2;  03  ;  27  ;  18  ;0441  ;Schagen                                 ;4.0;4.0
4111;1738;2020;2662;1493;756;373;301;24;22;26;0;383;355;28;202;211;79;126;4;2;  03  ;  27  ;  18  ;0441  ;Schagen                                 ;4.0;4.0
4112;1738;2021;2693;1497;760;382;312;26;23;21;0;378;348;30;206;230;89;136;3;2;      ;  27  ;03    ;      ;41    Schagen                           ;;
4113;1738;2022;2744;1515;805;392;320;27;25;20;0;413;380;33;199;225;76;141;5;3;     3;    27;    18;   441;Schagen                                 ;4.0;4.0
4114;1738;2023;2786;1537;820;400;323;28;26;23;0;420;386;34;196;233;78;148;5;2;     3;    27;    18;   441;Schagen                                 ;4.0;
4115;1740;2019;136;19;97;61;58;0;3;0;0;36;33;3;0;20;5;8;7;0;  03  ;  27  ;  18  ;0441  ;Schagen                                 ;4.0;4.0
4116;1740;2020;139;21;97;63;61;0;2;0;0;34;32;2;2;19;5;7;7;0;  03  ;  27  ;  18  ;0441  ;Schagen                                 ;4.0;4.0
4117;1740;2021;145;18;104;70;68;0;2;0;0;34;32;2;3;20;2;10;8;0;      ;  27  ;03    ;      ;41    Schagen                           ;;
4118;1740;2022;140;12;108;72;70;0;2;0;0;36;34;2;0;20;1;12;7;0;     3;    27;    18;   441;Schagen                                 ;4.0;4.0
4119;1740;2023;145;12;109;73;71;0;2;0;0;36;34;2;0;24;2;15;7;0;     3;    27;    18;   441;Schagen                                 ;4.0;
4120;1741;2019;7915;5804;1189;503;418;17;10;57;1;686;656;30;451;471;244;214;12;1;  03  ;  27  ;  18  ;0441  ;Schagen                                 ;4.0;4.0
4121;1741;2020;7960;5832;1168;486;407;15;13;50;1;682;644;38;453;507;282;214;10;1;  03  ;  27  ;  18  ;0441  ;Schagen                                 ;4.0;4.0
4122;1741;2021;8158;5979;1184;496;418;17;12;48;1;688;644;44;463;532;291;226;14;1;      ;  27  ;03    ;      ;41    Schagen                           ;;
4123;1741;2022;8517;6219;1227;535;450;16;17;51;1;692;652;40;483;588;318;257;12;1;     3;    27;    18;   441;Schagen                                 ;4.0;4.0
4124;1741;2023;8544;6246;1236;541;454;18;22;47;0;695;657;38;473;589;298;280;10;1;     3;    27;    18;   441;Schagen                                 ;4.0;
4125;1742;2019;5317;3532;1180;545;457;37;21;27;3;635;602;33;335;270;124;136;9;1;  03  ;  27  ;  18  ;0441  ;Schagen                                 ;4.0;4.0
4126;1742;2020;5408;3580;1221;564;471;43;21;26;3;657;622;35;330;277;127;138;10;2;  03  ;  27  ;  18  ;0441  ;Schagen                                 ;4.0;4.0
4127;1742;2021;5393;3580;1214;572;484;38;22;27;1;642;605;37;328;271;119;143;9;0;      ;  27  ;03    ;      ;41    Schagen                           ;;
4128;1742;2022;5368;3563;1224;593;499;42;23;28;1;631;597;34;315;266;114;147;5;0;     3;    27;    18;   441;Schagen                                 ;4.0;4.0
4129;1742;2023;5391;3576;1202;590;503;36;26;25;0;612;580;32;329;284;117;161;6;0;     3;    27;    18;   441;Schagen                                 ;4.0;
4130;1744;2019;1792;1082;419;184;157;3;3;21;0;235;233;2;166;125;50;68;7;0;  03  ;  27  ;  18  ;0441  ;Schagen                                 ;4.0;4.0
4131;1744;2020;1830;1095;429;190;163;2;3;22;0;239;236;3;163;143;66;71;6;0;  03  ;  27  ;  18  ;0441  ;Schagen                                 ;4.0;4.0
4132;1744;2021;1880;1109;437;199;170;5;3;21;0;238;235;3;166;168;81;82;5;0;      ;  27  ;03    ;      ;41    Schagen                           ;;
4133;1744;2022;1837;1096;427;200;175;4;2;19;0;227;225;2;165;149;81;61;6;1;     3;    27;    18;   441;Schagen                                 ;4.0;4.0
4134;1744;2023;1797;1088;420;191;165;4;3;19;0;229;227;2;157;132;68;57;6;1;     3;    27;    18;   441;Schagen                                 ;4.0;
4135;1746;2019;1649;957;454;223;180;8;11;24;0;231;219;12;129;109;40;64;3;2;  03  ;  27  ;  18  ;0441  ;Schagen                                 ;4.0;4.0
4136;1746;2020;1636;957;443;224;182;8;11;23;0;219;206;13;120;116;39;72;3;2;  03  ;  27  ;  18  ;0441  ;Schagen                                 ;4.0;4.0
4137;1746;2021;1663;942;474;240;197;9;12;22;0;234;220;14;129;118;43;70;3;2;      ;  27  ;03    ;      ;41    Schagen                           ;;
4138;1746;2022;1726;982;488;239;197;7;13;22;0;249;236;13;133;123;49;69;3;2;     3;    27;    18;   441;Schagen                                 ;4.0;4.0
4139;1746;2023;1804;1018;525;257;216;7;11;23;0;268;255;13;135;126;47;73;1;5;     3;    27;    18;   441;Schagen                                 ;4.0;
4140;1747;2019;2729;1800;497;213;197;1;2;13;0;284;283;1;234;198;89;103;5;1;  03  ;  27  ;  18  ;0441  ;Schagen                                 ;4.0;4.0
4141;1747;2020;2806;1855;515;224;207;1;2;14;0;291;290;1;241;195;85;107;3;0;  03  ;  27  ;  18  ;0441  ;Schagen                                 ;4.0;4.0
4142;1747;2021;2817;1889;502;212;197;1;2;12;0;290;289;1;226;200;84;111;4;1;      ;  27  ;03    ;      ;41    Schagen                           ;;
4143;1747;2022;2869;1920;524;235;219;2;2;12;0;289;288;1;221;204;87;109;6;2;     3;    27;    18;   441;Schagen                                 ;4.0;4.0
4144;1747;2023;3006;1993;564;253;233;3;1;16;0;311;310;1;234;215;89;119;6;1;     3;    27;    18;   441;Schagen                                 ;4.0;
4145;1749;2019;5722;3439;1475;733;670;14;13;36;0;742;723;19;428;380;170;199;11;0;  03  ;  27  ;  18  ;0441  ;Schagen                                 ;4.0;4.0
4146;1749;2020;5632;3350;1473;735;674;18;15;28;0;738;716;22;424;385;175;201;9;0;  03  ;  27  ;  18  ;0441  ;Schagen                                 ;4.0;4.0
4147;1749;2021;5740;3411;1517;770;701;21;18;30;0;747;721;26;434;378;168;201;9;0;      ;  27  ;03    ;      ;41    Schagen                           ;;
4148;1749;2022;5815;3424;1557;783;714;26;18;25;0;774;751;23;426;408;195;204;9;0;     3;    27;    18;   441;Schagen                                 ;4.0;4.0
4149;1749;2023;5838;3423;1584;784;712;28;17;27;0;800;776;24;418;413;187;217;9;0;     3;    27;    18;   441;Schagen                                 ;4.0;
4150;1750;2019;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;  03  ;  27  ;  18  ;0441  ;Schagen                                 ;4.0;4.0
4151;1750;2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;      ;      ;      ;      ;                                        ;;
4152;1750;2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;      ;      ;      ;      ;                                        ;;
4153;1750;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;      ;      ;      ;      ;                                        ;;
4154;1750;2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;      ;      ;      ;      ;                                        ;;
4155;1751;2019;2003;1163;525;239;195;19;9;16;0;286;271;15;173;142;57;76;7;2;  03  ;  27  ;  18  ;0441  ;Schagen                                 ;4.0;4.0
4156;1751;2020;2027;1179;546;243;201;16;12;14;0;303;287;16;165;137;62;68;5;2;  03  ;  27  ;  18  ;0441  ;Schagen                                 ;4.0;4.0
4157;1751;2021;2079;1204;549;241;200;16;13;12;0;308;292;16;171;155;74;76;3;2;      ;  27  ;03    ;      ;41    Schagen                           ;;
4158;1751;2022;2068;1188;546;246;203;16;12;15;0;300;284;16;183;151;67;79;4;1;     3;    27;    18;   441;Schagen                                 ;4.0;4.0
4159;1751;2023;2082;1173;552;246;204;15;13;14;0;306;290;16;179;178;78;95;4;1;     3;    27;    18;   441;Schagen                                 ;4.0;
4160;1752;2019;751;428;205;90;70;2;10;8;0;115;104;11;65;53;22;30;1;0;  03  ;  27  ;  18  ;0441  ;Schagen                                 ;4.0;4.0
4161;1752;2020;763;438;212;91;72;2;10;7;0;121;108;13;64;49;21;27;1;0;  03  ;  27  ;  18  ;0441  ;Schagen                                 ;4.0;4.0
4162;1752;2021;789;442;215;92;72;2;11;7;0;123;104;19;76;56;23;32;0;1;      ;  27  ;03    ;      ;41    Schagen                           ;;
4163;1752;2022;810;452;233;103;78;6;12;7;0;130;108;22;71;54;23;30;0;1;     3;    27;    18;   441;Schagen                                 ;4.0;4.0
4164;1752;2023;831;462;234;100;73;7;13;7;0;134;110;24;77;58;23;33;1;1;     3;    27;    18;   441;Schagen                                 ;4.0;
4165;1753;2019;729;369;182;104;96;1;2;5;0;78;77;1;61;117;25;88;4;0;  03  ;  27  ;  18  ;0441  ;Schagen                                 ;4.0;4.0
4166;1753;2020;700;357;173;96;82;2;2;10;0;77;76;1;55;115;25;86;4;0;  03  ;  27  ;  18  ;0441  ;Schagen                                 ;4.0;4.0
4167;1753;2021;746;371;192;101;93;2;1;5;0;91;90;1;57;126;22;100;4;0;      ;  27  ;03    ;      ;41    Schagen                           ;;
4168;1753;2022;735;373;196;105;97;2;2;4;0;91;90;1;48;118;21;94;3;0;     3;    27;    18;   441;Schagen                                 ;4.0;4.0
4169;1753;2023;709;352;183;98;91;1;2;4;0;85;83;2;44;130;25;102;3;0;     3;    27;    18;   441;Schagen                                 ;4.0;
4170;1754;2019;924;456;332;170;131;6;29;4;0;162;131;31;75;61;20;41;0;0;  03  ;  27  ;  18  ;0441  ;Schagen                                 ;4.0;4.0
4171;1754;2020;943;472;340;172;129;6;32;5;0;168;133;35;74;57;16;40;1;0;  03  ;  27  ;  18  ;0441  ;Schagen                                 ;4.0;4.0
4172;1754;2021;966;484;339;174;129;5;36;4;0;165;128;37;78;65;19;43;3;0;      ;  27  ;03    ;      ;41    Schagen                           ;;
4173;1754;2022;1046;519;360;180;132;5;37;6;0;180;139;41;98;69;17;47;5;0;     3;    27;    18;   441;Schagen                                 ;4.0;4.0
4174;1754;2023;1110;522;416;185;134;6;38;7;0;231;188;43;103;69;24;42;3;0;     3;    27;    18;   441;Schagen                                 ;4.0;
4175;1755;2019;1406;924;260;122;104;4;3;11;0;138;136;2;99;123;49;66;7;1;  03  ;  27  ;  18  ;0441  ;Schagen                                 ;4.0;4.0
4176;1755;2020;1442;954;251;114;98;4;3;9;0;137;135;2;112;125;49;70;4;2;  03  ;  27  ;  18  ;0441  ;Schagen                                 ;4.0;4.0
4177;1755;2021;1447;952;247;109;92;5;3;9;0;138;135;3;112;136;60;69;5;2;      ;  27  ;03    ;      ;41    Schagen                           ;;
4178;1755;2022;1506;988;257;114;97;5;1;11;0;143;140;3;108;153;69;80;3;1;     3;    27;    18;   441;Schagen                                 ;4.0;4.0
4179;1755;2023;1454;953;249;107;91;5;1;10;0;142;139;3;97;155;71;79;5;0;     3;    27;    18;   441;Schagen                                 ;4.0;
4180;1756;2019;2238;1285;656;299;181;25;74;19;0;357;249;108;141;156;44;105;7;0;  03  ;  27  ;  18  ;0441  ;Schagen                                 ;4.0;4.0
4181;1756;2020;2250;1295;672;307;186;23;76;22;0;365;255;110;141;142;49;86;7;0;  03  ;  27  ;  18  ;0441  ;Schagen                                 ;4.0;4.0
4182;1756;2021;2267;1299;654;304;195;21;69;19;0;350;243;107;152;162;57;99;6;0;      ;  27  ;03    ;      ;41    Schagen                           ;;
4183;1756;2022;2350;1366;664;308;199;23;69;17;0;356;252;104;161;159;60;94;5;0;     3;    27;    18;   441;Schagen                                 ;4.0;4.0
4184;1756;2023;2495;1420;697;323;208;23;76;16;0;374;262;112;190;188;72;111;5;0;     3;    27;    18;   441;Schagen                                 ;4.0;
4185;1757;2019;812;425;226;111;91;5;3;12;0;115;111;4;89;72;33;38;1;0;  03  ;  27  ;  18  ;0441  ;Schagen                                 ;4.0;4.0
4186;1757;2020;817;426;231;116;94;7;4;11;0;115;110;5;91;69;35;32;2;0;  03  ;  27  ;  18  ;0441  ;Schagen                                 ;4.0;4.0
4187;1757;2021;824;436;229;112;94;6;3;9;0;117;113;4;87;72;37;34;1;0;      ;  27  ;03    ;      ;41    Schagen                           ;;
4188;1757;2022;830;458;219;105;88;5;3;9;0;114;110;4;85;68;36;29;3;0;     3;    27;    18;   441;Schagen                                 ;4.0;4.0
4189;1757;2023;853;460;230;108;91;6;3;8;0;122;117;5;86;77;43;30;3;1;     3;    27;    18;   441;Schagen                                 ;4.0;
4190;1759;2019;2196;1374;504;254;217;3;11;23;0;250;241;9;150;168;92;71;3;2;  03  ;  27  ;  18  ;0441  ;Schagen                                 ;4.0;4.0
4191;1759;2020;2214;1387;512;249;218;3;6;22;0;263;256;7;150;165;86;71;5;3;  03  ;  27  ;  18  ;0441  ;Schagen                                 ;4.0;4.0
4192;1759;2021;2247;1400;518;243;212;4;5;22;0;275;270;5;159;170;94;71;2;3;      ;  27  ;03    ;      ;41    Schagen                           ;;
4193;1759;2022;2260;1420;524;238;209;4;6;19;0;286;280;6;147;169;92;71;3;3;     3;    27;    18;   441;Schagen                                 ;4.0;4.0
4194;1759;2023;2285;1437;513;223;194;4;6;19;0;290;285;5;149;186;96;82;5;3;     3;    27;    18;   441;Schagen                                 ;4.0;
4195;1760;2019;6;0;6;5;5;0;0;0;0;1;1;0;0;0;0;0;0;0;  03  ;  27  ;  18  ;1911  ;Hollands Kroon                          ;4.0;5.0
4196;1760;2020;7;0;7;6;6;0;0;0;0;1;1;0;0;0;0;0;0;0;  03  ;  27  ;  18  ;1911  ;Hollands Kroon                          ;4.0;5.0
4197;1760;2021;6;0;6;5;5;0;0;0;0;1;1;0;0;0;0;0;0;0;      ;  27  ;03    ;      ;11    Hollands Kroon                    ;;
4198;1760;2022;6;0;6;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;     3;    27;    18;  1911;Hollands Kroon                          ;4.0;5.0
4199;1760;2023;8;0;8;8;8;0;0;0;0;0;0;0;0;0;0;0;0;0;     3;    27;    18;  1911;Hollands Kroon                          ;5.0;
4200;1761;2019;6311;4260;1158;525;468;24;7;26;0;633;622;11;438;455;166;273;14;2;  03  ;  27  ;  18  ;1911  ;Hollands Kroon                          ;4.0;5.0
4201;1761;2020;6496;4385;1205;556;499;24;7;25;1;649;639;10;466;440;161;265;12;2;  03  ;  27  ;  18  ;1911  ;Hollands Kroon                          ;4.0;5.0
4202;1761;2021;6705;4568;1215;556;502;23;8;22;1;659;650;9;479;443;176;251;13;3;      ;  27  ;03    ;      ;11    Hollands Kroon                    ;;
4203;1761;2022;6887;4669;1267;594;534;23;11;26;0;673;663;10;492;459;189;248;18;4;     3;    27;    18;  1911;Hollands Kroon                          ;4.0;5.0
4204;1761;2023;6923;4694;1273;580;523;20;10;26;1;693;683;10;494;462;188;253;17;4;     3;    27;    18;  1911;Hollands Kroon                          ;5.0;
4205;1764;2019;3485;2026;856;402;341;14;14;33;0;454;432;22;293;310;110;190;9;1;  03  ;  27  ;  18  ;1911  ;Hollands Kroon                          ;4.0;5.0
