ID;RegioS;Perioden;TotaalWegvoertuigen_1;Personenauto_2;TotaalBedrijfsvoertuigen_3;TotaalBedrijfsmotorvoertuigen_4;Bestelauto_5;VrachtautoExclTrekkerVoorOplegger_6;TrekkerVoorOplegger_7;SpeciaalVoertuig_8;Bus_9;TotaalAanhangwagensEnOpleggers_10;Aanhangwagen_11;Oplegger_12;Motorfiets_13;AlleVoertuigenMetBromfietskenteken_14;Snorfiets_15;Bromfiets_16;Brommobiel_17;OverigeVoertuigenMetBromfietskenteken_18;LandsdeelCode_19;ProvincieCode_20;CoropgebiedCode_21;Gemeentecode_22;Naam_23;GemeenteGrootteklasseCode_24;StedelijkheidVanGemeentenCode_25
3900;1678;2019;907;518;248;101;82;6;2;11;0;147;145;2;83;58;16;37;5;0;  03  ;  27  ;  18  ;0420  ;Medemblik                               ;4.0;4.0
3901;1678;2020;911;515;252;104;85;7;2;10;0;148;146;2;90;54;13;37;4;0;  03  ;  27  ;  18  ;0420  ;Medemblik                               ;4.0;4.0
3902;1678;2021;936;518;261;119;99;8;2;10;0;142;140;2;95;62;16;41;5;0;      ;  27  ;03    ;      ;20    Medemblik                         ;;
3903;1678;2022;946;515;269;119;102;7;1;9;0;150;148;2;92;70;24;41;5;0;     3;    27;    18;   420;Medemblik                               ;4.0;4.0
3904;1678;2023;947;512;275;121;101;5;9;6;0;154;149;5;88;72;24;44;4;0;     3;    27;    18;   420;Medemblik                               ;4.0;
3905;1679;2019;1876;1276;307;108;97;2;1;8;0;199;199;0;140;153;53;98;1;1;  03  ;  27  ;  18  ;0420  ;Medemblik                               ;4.0;4.0
3906;1679;2020;1859;1266;308;113;101;2;1;9;0;195;193;2;137;148;52;91;4;1;  03  ;  27  ;  18  ;0420  ;Medemblik                               ;4.0;4.0
3907;1679;2021;1983;1339;334;132;120;1;1;10;0;202;201;1;142;168;61;100;6;1;      ;  27  ;03    ;      ;20    Medemblik                         ;;
3908;1679;2022;2058;1383;352;140;126;2;1;11;0;212;211;1;149;174;71;97;6;0;     3;    27;    18;   420;Medemblik                               ;4.0;4.0
3909;1679;2023;2099;1434;353;142;129;2;1;10;0;211;210;1;153;159;69;86;4;0;     3;    27;    18;   420;Medemblik                               ;4.0;
3910;1681;2019;2255;295;1920;934;331;101;495;7;0;986;227;759;21;19;12;7;0;0;  03  ;  27  ;  18  ;0420  ;Medemblik                               ;4.0;4.0
3911;1681;2020;2360;303;2007;971;336;100;529;6;0;1036;223;813;25;25;14;11;0;0;  03  ;  27  ;  18  ;0420  ;Medemblik                               ;4.0;4.0
3912;1681;2021;2521;306;2160;1014;355;109;544;6;0;1146;227;919;35;20;10;9;1;0;      ;  27  ;03    ;      ;20    Medemblik                         ;;
3913;1681;2022;2618;310;2249;1062;383;129;544;6;0;1187;252;935;36;23;13;8;2;0;     3;    27;    18;   420;Medemblik                               ;4.0;4.0
3914;1681;2023;2866;304;2488;1155;402;143;601;9;0;1333;283;1050;42;32;17;13;2;0;     3;    27;    18;   420;Medemblik                               ;4.0;
3915;1682;2019;395;132;118;51;35;5;4;7;0;67;62;5;28;117;17;99;0;1;  03  ;  27  ;  18  ;0420  ;Medemblik                               ;4.0;4.0
3916;1682;2020;381;127;118;51;38;5;3;5;0;67;63;4;24;112;14;97;0;1;  03  ;  27  ;  18  ;0420  ;Medemblik                               ;4.0;4.0
3917;1682;2021;360;121;117;47;34;5;3;5;0;70;67;3;19;103;14;89;0;0;      ;  27  ;03    ;      ;20    Medemblik                         ;;
3918;1682;2022;389;133;123;51;37;5;3;6;0;72;69;3;23;110;17;93;0;0;     3;    27;    18;   420;Medemblik                               ;4.0;4.0
3919;1682;2023;357;114;120;49;38;5;3;3;0;71;68;3;21;102;14;88;0;0;     3;    27;    18;   420;Medemblik                               ;4.0;
3920;1683;2019;198;108;54;23;18;0;3;2;0;31;28;3;10;26;12;14;0;0;  03  ;  27  ;  18  ;0420  ;Medemblik                               ;4.0;4.0
3921;1683;2020;204;108;59;27;22;1;3;1;0;32;29;3;9;28;15;13;0;0;  03  ;  27  ;  18  ;0420  ;Medemblik                               ;4.0;4.0
3922;1683;2021;198;105;56;26;20;2;3;1;0;30;27;3;12;25;10;15;0;0;      ;  27  ;03    ;      ;20    Medemblik                         ;;
3923;1683;2022;202;100;63;32;24;2;2;2;2;31;29;2;11;28;10;18;0;0;     3;    27;    18;   420;Medemblik                               ;4.0;4.0
3924;1683;2023;191;95;57;30;25;2;1;2;0;27;26;1;9;30;15;15;0;0;     3;    27;    18;   420;Medemblik                               ;4.0;
3925;1684;2019;397;229;99;43;31;5;5;2;0;56;51;5;30;39;17;20;2;0;  03  ;  27  ;  18  ;0420  ;Medemblik                               ;4.0;4.0
3926;1684;2020;414;227;113;53;40;5;5;3;0;60;55;5;27;47;21;24;2;0;  03  ;  27  ;  18  ;0420  ;Medemblik                               ;4.0;4.0
3927;1684;2021;435;255;106;51;39;4;5;3;0;55;50;5;29;45;23;20;2;0;      ;  27  ;03    ;      ;20    Medemblik                         ;;
3928;1684;2022;464;274;117;50;41;3;5;1;0;67;62;5;33;40;19;19;2;0;     3;    27;    18;   420;Medemblik                               ;4.0;4.0
3929;1684;2023;477;292;116;48;41;3;3;1;0;68;64;4;36;33;16;14;3;0;     3;    27;    18;   420;Medemblik                               ;4.0;
3930;1685;2019;402;250;84;28;25;0;0;3;0;56;56;0;30;38;26;12;0;0;  03  ;  27  ;  18  ;0420  ;Medemblik                               ;4.0;4.0
3931;1685;2020;419;256;93;34;29;0;0;5;0;59;59;0;31;39;25;14;0;0;  03  ;  27  ;  18  ;0420  ;Medemblik                               ;4.0;4.0
3932;1685;2021;424;263;90;33;29;0;0;4;0;57;57;0;26;45;28;17;0;0;      ;  27  ;03    ;      ;20    Medemblik                         ;;
3933;1685;2022;420;254;93;34;29;1;0;4;0;59;59;0;31;42;25;17;0;0;     3;    27;    18;   420;Medemblik                               ;4.0;4.0
3934;1685;2023;424;256;92;36;32;1;0;3;0;56;56;0;34;42;23;18;1;0;     3;    27;    18;   420;Medemblik                               ;4.0;
3935;1686;2019;129;57;52;24;20;3;0;1;0;28;28;0;15;5;2;3;0;0;  03  ;  27  ;  18  ;0420  ;Medemblik                               ;4.0;4.0
3936;1686;2020;142;61;56;24;21;3;0;0;0;32;32;0;21;4;1;3;0;0;  03  ;  27  ;  18  ;0420  ;Medemblik                               ;4.0;4.0
3937;1686;2021;144;62;58;26;23;3;0;0;0;32;32;0;21;3;1;2;0;0;      ;  27  ;03    ;      ;20    Medemblik                         ;;
3938;1686;2022;151;64;61;28;25;3;0;0;0;33;33;0;22;4;2;2;0;0;     3;    27;    18;   420;Medemblik                               ;4.0;4.0
3939;1686;2023;157;66;60;26;22;3;0;1;0;34;34;0;22;9;5;4;0;0;     3;    27;    18;   420;Medemblik                               ;4.0;
3940;1687;2019;6263;3062;2433;1113;335;169;566;42;1;1320;546;774;283;485;166;306;12;1;  03  ;  27  ;  18  ;0420  ;Medemblik                               ;4.0;4.0
3941;1687;2020;6427;3180;2475;1156;342;189;583;41;1;1319;550;769;296;476;150;314;11;1;  03  ;  27  ;  18  ;0420  ;Medemblik                               ;4.0;4.0
3942;1687;2021;6518;3238;2516;1178;355;200;580;41;2;1338;574;764;309;455;142;300;11;2;      ;  27  ;03    ;      ;20    Medemblik                         ;;
3943;1687;2022;6688;3301;2611;1227;380;201;605;39;2;1384;577;807;321;455;146;300;6;3;     3;    27;    18;   420;Medemblik                               ;4.0;4.0
3944;1687;2023;7917;3331;3793;1843;394;391;1017;39;2;1950;596;1354;327;466;155;301;6;4;     3;    27;    18;   420;Medemblik                               ;4.0;
3945;1688;2019;1937;1227;444;221;172;12;20;17;0;223;205;18;143;123;55;66;2;0;  03  ;  27  ;  18  ;0420  ;Medemblik                               ;4.0;4.0
3946;1688;2020;1984;1254;467;234;184;12;23;15;0;233;212;21;149;114;52;60;2;0;  03  ;  27  ;  18  ;0420  ;Medemblik                               ;4.0;4.0
3947;1688;2021;2016;1280;469;237;194;7;22;14;0;232;212;20;142;125;59;63;3;0;      ;  27  ;03    ;      ;20    Medemblik                         ;;
3948;1688;2022;2103;1334;490;244;197;11;22;14;0;246;226;20;143;136;60;70;6;0;     3;    27;    18;   420;Medemblik                               ;4.0;4.0
3949;1688;2023;2210;1372;534;260;200;13;34;13;0;274;236;38;137;167;66;96;5;0;     3;    27;    18;   420;Medemblik                               ;4.0;
3950;1689;2019;11639;7848;2096;1104;896;111;37;60;0;992;945;47;712;983;593;374;13;3;  03  ;  27  ;  18  ;0405  ;Hoorn                                   ;5.0;2.0
3951;1689;2020;11897;8052;2156;1163;952;112;44;55;0;993;949;44;718;971;604;351;13;3;  03  ;  27  ;  18  ;0405  ;Hoorn                                   ;5.0;2.0
3952;1689;2021;12089;8232;2156;1187;1002;96;42;47;0;969;922;47;700;1001;639;345;13;4;      ;  27  ;03    ;      ;05    Hoorn                             ;;
3953;1689;2022;12281;8350;2217;1229;1050;85;45;49;0;988;936;52;700;1014;635;362;13;4;     3;    27;    18;   405;Hoorn                                   ;5.0;2.0
3954;1689;2023;12378;8354;2293;1267;1072;87;62;46;0;1026;958;68;723;1008;597;388;16;7;     3;    27;    18;   405;Hoorn                                   ;2.0;
3955;1691;2019;568;361;146;64;55;4;0;5;0;82;82;0;40;21;3;17;1;0;  03  ;  27  ;  18  ;0420  ;Medemblik                               ;4.0;4.0
3956;1691;2020;585;366;149;66;58;4;0;4;0;83;83;0;42;28;7;19;2;0;  03  ;  27  ;  18  ;0420  ;Medemblik                               ;4.0;4.0
3957;1691;2021;599;373;143;62;54;4;0;4;0;81;81;0;49;34;13;18;2;1;      ;  27  ;03    ;      ;20    Medemblik                         ;;
3958;1691;2022;589;371;132;57;51;2;0;4;0;75;75;0;52;34;16;17;1;0;     3;    27;    18;   420;Medemblik                               ;4.0;4.0
3959;1691;2023;645;406;137;60;54;2;0;4;0;77;77;0;50;52;19;31;2;0;     3;    27;    18;   420;Medemblik                               ;4.0;
3960;1692;2019;27;12;9;1;1;0;0;0;0;8;8;0;2;4;1;3;0;0;  03  ;  27  ;  18  ;0420  ;Medemblik                               ;4.0;4.0
3961;1692;2020;28;13;9;1;1;0;0;0;0;8;8;0;2;4;1;3;0;0;  03  ;  27  ;  18  ;0420  ;Medemblik                               ;4.0;4.0
3962;1692;2021;26;11;10;2;2;0;0;0;0;8;8;0;2;3;0;3;0;0;      ;  27  ;03    ;      ;20    Medemblik                         ;;
3963;1692;2022;24;13;9;1;1;0;0;0;0;8;8;0;2;0;0;0;0;0;     3;    27;    18;   420;Medemblik                               ;4.0;4.0
3964;1692;2023;25;17;7;1;1;0;0;0;0;6;6;0;1;0;0;0;0;0;     3;    27;    18;   420;Medemblik                               ;4.0;
3965;1693;2019;6184;3922;1326;652;578;19;19;36;0;674;657;17;374;562;278;271;12;1;  03  ;  27  ;  18  ;0420  ;Medemblik                               ;4.0;4.0
3966;1693;2020;6342;4058;1403;693;615;25;21;32;0;710;689;21;385;496;202;282;11;1;  03  ;  27  ;  18  ;0420  ;Medemblik                               ;4.0;4.0
3967;1693;2021;6443;4096;1439;709;630;24;23;32;0;730;697;33;392;516;204;299;12;1;      ;  27  ;03    ;      ;20    Medemblik                         ;;
3968;1693;2022;6514;4161;1441;694;614;22;26;32;0;747;718;29;391;521;201;305;14;1;     3;    27;    18;   420;Medemblik                               ;4.0;4.0
3969;1693;2023;6581;4188;1491;707;617;20;35;34;1;784;750;34;380;522;209;299;14;0;     3;    27;    18;   420;Medemblik                               ;4.0;
3970;1695;2019;3218;2047;709;284;200;29;26;29;0;425;398;27;198;264;145;114;4;1;  03  ;  27  ;  18  ;0405  ;Hoorn                                   ;5.0;2.0
3971;1695;2020;3257;2081;695;269;187;29;26;27;0;426;397;29;211;270;138;126;5;1;  03  ;  27  ;  18  ;0405  ;Hoorn                                   ;5.0;2.0
3972;1695;2021;3266;2067;701;276;193;31;27;25;0;425;394;31;204;294;162;123;8;1;      ;  27  ;03    ;      ;05    Hoorn                             ;;
3973;1695;2022;3445;2266;661;254;173;29;27;25;0;407;373;34;238;280;150;120;9;1;     3;    27;    18;   405;Hoorn                                   ;5.0;2.0
3974;1695;2023;3533;2361;658;268;194;34;16;24;0;390;377;13;242;272;142;122;6;2;     3;    27;    18;   405;Hoorn                                   ;2.0;
3975;1696;2019;1660;872;410;187;162;13;0;12;0;223;222;1;189;189;99;80;9;1;  03  ;  27  ;  18  ;0498  ;Drechterland                            ;3.0;5.0
3976;1696;2020;1622;857;411;173;151;13;0;9;0;238;235;3;181;173;95;70;7;1;  03  ;  27  ;  18  ;0498  ;Drechterland                            ;3.0;4.0
3977;1696;2021;1644;857;419;180;155;13;2;10;0;239;236;3;196;172;103;63;5;1;      ;  27  ;03    ;      ;98    Drechterland                      ;;
3978;1696;2022;1686;884;423;188;162;13;2;11;0;235;232;3;193;186;112;69;4;1;     3;    27;    18;   498;Drechterland                            ;3.0;4.0
3979;1696;2023;1628;879;388;163;140;11;1;11;0;225;224;1;189;172;99;69;3;1;     3;    27;    18;   498;Drechterland                            ;4.0;
3980;1697;2019;760;493;166;73;63;2;1;7;0;93;93;0;35;66;35;27;2;2;  03  ;  27  ;  18  ;0498  ;Drechterland                            ;3.0;5.0
3981;1697;2020;807;508;176;72;63;2;1;6;0;104;104;0;41;82;36;41;3;2;  03  ;  27  ;  18  ;0498  ;Drechterland                            ;3.0;4.0
3982;1697;2021;780;489;170;65;59;1;1;4;0;105;105;0;43;78;39;35;3;1;      ;  27  ;03    ;      ;98    Drechterland                      ;;
3983;1697;2022;785;499;175;62;53;2;1;6;0;113;113;0;44;67;30;32;4;1;     3;    27;    18;   498;Drechterland                            ;3.0;4.0
3984;1697;2023;784;508;163;58;50;2;1;5;0;105;105;0;49;64;28;31;4;1;     3;    27;    18;   498;Drechterland                            ;4.0;
3985;1700;2019;108;33;74;38;16;6;6;10;0;36;26;10;1;0;0;0;0;0;  03  ;  27  ;  19  ;0398  ;Heerhugowaard                           ;5.0;2.0
3986;1700;2020;104;31;72;38;16;6;6;10;0;34;23;11;1;0;0;0;0;0;  03  ;  27  ;  19  ;0398  ;Heerhugowaard                           ;5.0;2.0
3987;1700;2021;104;30;73;38;18;6;6;8;0;35;22;13;1;0;0;0;0;0;      ;  27  ;03    ;      ;98    Heerhugowaard                     ;;
3988;1700;2022;111;29;81;40;19;7;6;8;0;41;25;16;1;0;0;0;0;0;     3;    27;    19;  1980;Dijk en Waard                           ;5.0;3.0
3989;1700;2023;123;33;88;43;19;9;7;8;0;45;26;19;1;1;0;1;0;0;     3;    27;    19;  1980;Dijk en Waard                           ;3.0;
3990;1701;2019;5705;3917;850;338;298;3;0;37;0;512;512;0;394;544;291;247;6;0;  03  ;  27  ;  19  ;0398  ;Heerhugowaard                           ;5.0;2.0
3991;1701;2020;5855;4026;851;349;309;3;0;37;0;502;502;0;398;580;316;257;6;1;  03  ;  27  ;  19  ;0398  ;Heerhugowaard                           ;5.0;2.0
3992;1701;2021;5898;4113;848;355;319;4;0;32;0;493;493;0;412;525;286;233;6;0;      ;  27  ;03    ;      ;98    Heerhugowaard                     ;;
3993;1701;2022;6030;4171;880;376;339;4;1;32;0;504;504;0;450;529;294;226;9;0;     3;    27;    19;  1980;Dijk en Waard                           ;5.0;3.0
3994;1701;2023;6085;4172;913;421;387;4;1;29;0;492;492;0;479;521;291;221;9;0;     3;    27;    19;  1980;Dijk en Waard                           ;3.0;
3995;1702;2019;5585;3827;839;330;282;9;3;33;3;509;505;4;380;539;313;218;7;1;  03  ;  27  ;  19  ;0398  ;Heerhugowaard                           ;5.0;2.0
3996;1702;2020;5751;3971;848;333;280;11;4;35;3;515;508;7;378;554;320;224;8;2;  03  ;  27  ;  19  ;0398  ;Heerhugowaard                           ;5.0;2.0
3997;1702;2021;5763;3992;829;327;275;12;5;32;3;502;498;4;364;578;327;242;8;1;      ;  27  ;03    ;      ;98    Heerhugowaard                     ;;
3998;1702;2022;5820;4002;842;363;308;15;8;29;3;479;473;6;389;587;338;240;8;1;     3;    27;    19;  1980;Dijk en Waard                           ;5.0;3.0
3999;1702;2023;5761;3967;820;358;301;20;7;27;3;462;456;6;392;582;333;240;7;2;     3;    27;    19;  1980;Dijk en Waard                           ;3.0;
4000;1703;2019;9116;6038;1561;742;643;41;9;48;1;819;808;11;569;948;498;435;13;2;  03  ;  27  ;  19  ;0398  ;Heerhugowaard                           ;5.0;2.0
4001;1703;2020;9135;6128;1499;716;624;42;8;41;1;783;775;8;585;923;503;405;14;1;  03  ;  27  ;  19  ;0398  ;Heerhugowaard                           ;5.0;2.0
4002;1703;2021;9369;6298;1559;786;691;45;9;40;1;773;763;10;585;927;532;380;11;4;      ;  27  ;03    ;      ;98    Heerhugowaard                     ;;
4003;1703;2022;9547;6457;1567;797;702;42;9;43;1;770;759;11;594;929;542;370;11;6;     3;    27;    19;  1980;Dijk en Waard                           ;5.0;3.0
4004;1703;2023;9787;6621;1595;819;721;43;8;46;1;776;767;9;613;958;520;422;10;6;     3;    27;    19;  1980;Dijk en Waard                           ;3.0;
4005;1704;2019;8466;4806;2451;1285;1108;64;79;34;0;1166;1042;124;481;728;308;411;2;7;  03  ;  27  ;  19  ;0398  ;Heerhugowaard                           ;5.0;2.0
4006;1704;2020;8458;4901;2343;1260;1093;61;73;33;0;1083;955;128;493;721;323;389;3;6;  03  ;  27  ;  19  ;0398  ;Heerhugowaard                           ;5.0;2.0
4007;1704;2021;8683;5014;2415;1295;1087;79;90;38;1;1120;970;150;505;749;356;382;5;6;      ;  27  ;03    ;      ;98    Heerhugowaard                     ;;
4008;1704;2022;8812;5130;2429;1318;1125;73;81;38;1;1111;986;125;522;731;329;387;9;6;     3;    27;    19;  1980;Dijk en Waard                           ;5.0;3.0
4009;1704;2023;9058;5272;2510;1367;1157;72;96;41;1;1143;1020;123;532;744;317;415;6;6;     3;    27;    19;  1980;Dijk en Waard                           ;3.0;
4010;1705;2019;10327;7684;905;363;324;10;4;25;0;542;540;2;665;1073;657;413;3;0;  03  ;  27  ;  19  ;0398  ;Heerhugowaard                           ;5.0;2.0
4011;1705;2020;10242;7674;874;362;332;5;1;24;0;512;512;0;661;1033;646;380;6;1;  03  ;  27  ;  19  ;0398  ;Heerhugowaard                           ;5.0;2.0
4012;1705;2021;10479;7900;894;391;361;5;0;25;0;503;503;0;637;1048;696;346;5;1;      ;  27  ;03    ;      ;98    Heerhugowaard                     ;;
4013;1705;2022;10656;8062;929;412;379;6;2;25;0;517;514;3;617;1048;699;343;5;1;     3;    27;    19;  1980;Dijk en Waard                           ;5.0;3.0
4014;1705;2023;10676;8098;913;395;362;5;6;22;0;518;514;4;612;1053;653;394;4;2;     3;    27;    19;  1980;Dijk en Waard                           ;3.0;
4015;1706;2019;700;555;53;15;14;0;0;1;0;38;38;0;33;59;41;18;0;0;  03  ;  27  ;  19  ;0398  ;Heerhugowaard                           ;5.0;2.0
4016;1706;2020;1064;841;91;27;24;0;0;3;0;64;64;0;53;79;52;27;0;0;  03  ;  27  ;  19  ;0398  ;Heerhugowaard                           ;5.0;2.0
4017;1706;2021;1271;1010;97;30;28;0;0;2;0;67;67;0;76;88;61;26;1;0;      ;  27  ;03    ;      ;98    Heerhugowaard                     ;;
4018;1706;2022;1504;1200;118;40;35;0;0;5;0;78;78;0;87;99;65;33;1;0;     3;    27;    19;  1980;Dijk en Waard                           ;5.0;3.0
4019;1706;2023;1815;1430;151;49;44;0;0;5;0;102;102;0;109;125;71;53;1;0;     3;    27;    19;  1980;Dijk en Waard                           ;3.0;
4020;1711;2019;1675;879;471;206;176;8;14;8;0;265;243;22;162;163;52;104;6;1;  03  ;  27  ;  18  ;1598  ;Koggenland                              ;4.0;5.0
4021;1711;2020;1708;889;482;206;176;9;13;8;0;276;254;22;176;161;59;93;8;1;  03  ;  27  ;  18  ;1598  ;Koggenland                              ;4.0;5.0
4022;1711;2021;1688;899;482;202;175;6;14;7;0;280;255;25;153;154;53;95;6;0;      ;  27  ;03    ;      ;98    Koggenland                        ;;
4023;1711;2022;1669;906;474;191;164;6;14;7;0;283;259;24;148;141;46;89;6;0;     3;    27;    18;  1598;Koggenland                              ;4.0;5.0
4024;1711;2023;1675;924;469;188;159;6;16;7;0;281;256;25;142;140;49;85;6;0;     3;    27;    18;  1598;Koggenland                              ;5.0;
4025;1713;2019;4804;2918;1263;690;574;32;66;18;0;573;481;92;298;325;110;205;6;4;  03  ;  27  ;  18  ;1598  ;Koggenland                              ;4.0;5.0
4026;1713;2020;4922;2993;1291;712;596;30;71;15;0;579;478;101;315;323;109;201;9;4;  03  ;  27  ;  18  ;1598  ;Koggenland                              ;4.0;5.0
4027;1713;2021;5003;3047;1284;712;606;27;63;16;0;572;479;93;326;346;129;206;7;4;      ;  27  ;03    ;      ;98    Koggenland                        ;;
4028;1713;2022;5045;3078;1307;714;614;28;57;15;0;593;499;94;322;338;129;200;6;3;     3;    27;    18;  1598;Koggenland                              ;4.0;5.0
4029;1713;2023;5098;3079;1350;734;630;28;59;17;0;616;524;92;325;344;123;210;8;3;     3;    27;    18;  1598;Koggenland                              ;5.0;
4030;1715;2019;3001;1959;624;274;234;16;4;20;0;350;346;4;233;185;68;111;5;1;  03  ;  27  ;  18  ;0432  ;Opmeer                                  ;3.0;4.0
4031;1715;2020;3172;2070;663;290;250;17;3;20;0;373;368;5;257;182;66;111;4;1;  03  ;  27  ;  18  ;0432  ;Opmeer                                  ;3.0;4.0
4032;1715;2021;3385;2212;683;294;253;18;3;20;0;389;384;5;281;209;75;129;4;1;      ;  27  ;03    ;      ;32    Opmeer                            ;;
4033;1715;2022;3560;2318;691;302;260;16;3;23;0;389;384;5;289;262;98;160;3;1;     3;    27;    18;   432;Opmeer                                  ;3.0;4.0
4034;1715;2023;3666;2370;698;314;270;16;3;25;0;384;379;5;322;276;113;157;5;1;     3;    27;    18;   432;Opmeer                                  ;4.0;
4035;1716;2019;2337;1270;775;399;294;25;35;44;1;376;330;46;151;141;54;85;1;1;  03  ;  27  ;  18  ;0432  ;Opmeer                                  ;3.0;4.0
4036;1716;2020;2423;1298;821;421;304;27;40;49;1;400;351;49;166;138;53;83;1;1;  03  ;  27  ;  18  ;0432  ;Opmeer                                  ;3.0;4.0
4037;1716;2021;2368;1268;821;427;313;27;40;46;1;394;341;53;157;122;42;77;2;1;      ;  27  ;03    ;      ;32    Opmeer                            ;;
4038;1716;2022;2422;1289;846;439;318;29;42;49;1;407;351;56;160;127;48;76;2;1;     3;    27;    18;   432;Opmeer                                  ;3.0;4.0
4039;1716;2023;2469;1280;877;453;325;29;45;53;1;424;362;62;167;145;48;94;2;1;     3;    27;    18;   432;Opmeer                                  ;4.0;
4040;1718;2019;3550;2266;777;335;299;8;5;23;0;442;438;4;280;227;68;143;15;1;  03  ;  27  ;  18  ;0432  ;Opmeer                                  ;3.0;4.0
4041;1718;2020;3595;2309;760;334;299;10;5;20;0;426;423;3;301;225;66;143;15;1;  03  ;  27  ;  18  ;0432  ;Opmeer                                  ;3.0;4.0
4042;1718;2021;3726;2386;758;324;290;13;4;17;0;434;430;4;316;266;87;163;15;1;      ;  27  ;03    ;      ;32    Opmeer                            ;;
4043;1718;2022;3810;2400;763;328;293;15;4;16;0;435;431;4;316;331;107;207;17;0;     3;    27;    18;   432;Opmeer                                  ;3.0;4.0
4044;1718;2023;3888;2462;781;339;300;15;5;19;0;442;438;4;319;326;114;186;25;1;     3;    27;    18;   432;Opmeer                                  ;4.0;
4045;1719;2019;495;272;121;41;37;2;0;2;0;80;80;0;64;38;15;19;3;1;  03  ;  27  ;  18  ;0432  ;Opmeer                                  ;3.0;4.0
4046;1719;2020;514;278;126;46;43;2;0;1;0;80;80;0;68;42;17;20;4;1;  03  ;  27  ;  18  ;0432  ;Opmeer                                  ;3.0;4.0
4047;1719;2021;519;289;122;44;41;2;0;1;0;78;78;0;73;35;12;20;2;1;      ;  27  ;03    ;      ;32    Opmeer                            ;;
4048;1719;2022;508;284;124;41;38;1;0;2;0;83;83;0;67;33;16;15;2;0;     3;    27;    18;   432;Opmeer                                  ;3.0;4.0
4049;1719;2023;492;273;125;40;37;1;0;2;0;85;85;0;62;32;17;14;1;0;     3;    27;    18;   432;Opmeer                                  ;4.0;
4050;1720;2019;91;36;28;15;2;1;12;0;0;13;5;8;0;27;15;11;1;0;  03  ;  27  ;  19  ;0416  ;Langedijk                               ;4.0;4.0
4051;1720;2020;92;35;30;15;3;0;12;0;0;15;5;10;0;27;14;12;1;0;  03  ;  27  ;  19  ;0416  ;Langedijk                               ;4.0;4.0
4052;1720;2021;83;33;28;14;3;0;11;0;0;14;4;10;0;22;13;9;0;0;      ;  27  ;03    ;      ;16    Langedijk                         ;;
4053;1720;2022;72;24;29;14;3;0;11;0;0;15;5;10;1;18;11;7;0;0;     3;    27;    19;  1980;Dijk en Waard                           ;5.0;3.0
4054;1720;2023;42;10;27;13;2;0;11;0;0;14;4;10;0;5;3;2;0;0;     3;    27;    19;  1980;Dijk en Waard                           ;3.0;
4055;1721;2019;5125;3201;1161;549;410;57;61;21;0;612;516;96;315;448;256;185;7;0;  03  ;  27  ;  19  ;0416  ;Langedijk                               ;4.0;4.0
4056;1721;2020;5212;3275;1186;590;446;60;62;22;0;596;501;95;313;438;265;166;7;0;  03  ;  27  ;  19  ;0416  ;Langedijk                               ;4.0;4.0
4057;1721;2021;5228;3336;1135;562;440;54;49;19;0;573;482;91;315;442;274;161;7;0;      ;  27  ;03    ;      ;16    Langedijk                         ;;
4058;1721;2022;5361;3328;1242;623;500;51;48;24;0;619;529;90;317;474;283;182;5;4;     3;    27;    19;  1980;Dijk en Waard                           ;5.0;3.0
4059;1721;2023;5214;3296;1182;584;451;56;53;24;0;598;506;92;306;430;243;176;8;3;     3;    27;    19;  1980;Dijk en Waard                           ;3.0;
4060;1722;2019;4568;3081;673;262;234;5;4;19;0;411;403;8;332;482;281;191;6;4;  03  ;  27  ;  19  ;0416  ;Langedijk                               ;4.0;4.0
4061;1722;2020;4654;3162;687;257;231;5;5;16;0;430;424;6;334;471;275;182;9;5;  03  ;  27  ;  19  ;0416  ;Langedijk                               ;4.0;4.0
4062;1722;2021;4855;3337;724;279;249;5;5;20;0;445;439;6;334;460;258;190;7;5;      ;  27  ;03    ;      ;16    Langedijk                         ;;
4063;1722;2022;5119;3526;729;284;255;4;6;19;0;445;438;7;359;505;279;217;6;3;     3;    27;    19;  1980;Dijk en Waard                           ;5.0;3.0
4064;1722;2023;5110;3546;706;250;230;3;7;10;0;456;449;7;361;497;258;228;8;3;     3;    27;    19;  1980;Dijk en Waard                           ;3.0;
4065;1723;2019;4662;2868;988;445;361;34;26;24;0;543;458;85;392;414;204;194;14;2;  03  ;  27  ;  19  ;0416  ;Langedijk                               ;4.0;4.0
4066;1723;2020;4752;2985;954;416;337;31;26;22;0;538;459;79;398;415;213;191;9;2;  03  ;  27  ;  19  ;0416  ;Langedijk                               ;4.0;4.0
4067;1723;2021;4859;3051;950;415;344;30;24;17;0;535;461;74;422;436;245;178;10;3;      ;  27  ;03    ;      ;16    Langedijk                         ;;
4068;1723;2022;4943;3110;969;424;348;34;25;17;0;545;470;75;442;422;231;178;12;1;     3;    27;    19;  1980;Dijk en Waard                           ;5.0;3.0
4069;1723;2023;4994;3187;975;426;351;33;25;17;0;549;465;84;439;393;192;187;13;1;     3;    27;    19;  1980;Dijk en Waard                           ;3.0;
4070;1724;2019;3536;2171;755;324;236;22;36;30;0;431;367;64;276;334;175;154;4;1;  03  ;  27  ;  19  ;0416  ;Langedijk                               ;4.0;4.0
4071;1724;2020;3595;2211;784;341;249;22;41;29;0;443;368;75;261;339;171;162;6;0;  03  ;  27  ;  19  ;0416  ;Langedijk                               ;4.0;4.0
