ID;Geslacht;Leeftijd;Migratieachtergrond;Perioden;TotaalReIntegratievoorzieningen_1;TijdelijkeLoonkostensubsidie_2;WIWIDBaan_3;Participatieplaats_4;LoonkostensubsidieParticipatiewet_5;ForfaitaireLoonkostensubsidie_6;BeschutWerk_7;BegeleidingOpWerkkringJobCoach_8;VervoersvoorzieningWoonWerk_9;AndereVoorzieningVoorArbeidsbeperkten_10;OverigeReIntegratievoorzieningen_11
195;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse migratieachtergrond;2015 april;71350;2030;390;5520;200;;10;80;0;0;64820
196;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse migratieachtergrond;2015 mei;71100;2010;380;5240;240;;10;90;0;0;64830
197;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse migratieachtergrond;2015 juni;71840;1970;370;5220;240;;10;100;0;0;65590
198;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse migratieachtergrond;2015 juli;71450;1860;350;5020;260;;0;100;0;0;65490
199;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse migratieachtergrond;2015 augustus;71310;1790;340;4900;290;;0;40;0;0;65510
200;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse migratieachtergrond;2015 september;71490;1730;320;4830;350;;0;50;0;0;65880
201;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse migratieachtergrond;2015 oktober;72350;1750;270;4760;370;;0;10;0;0;66870
202;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse migratieachtergrond;2015 november;72940;1740;260;4760;420;;0;40;10;10;67460
203;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse migratieachtergrond;2015 december;72130;1590;260;4710;450;;0;40;10;10;66810
204;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse migratieachtergrond;2016 januari;72910;1590;250;4700;460;;10;50;10;10;67580
205;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse migratieachtergrond;2016 februari;73290;1480;250;4680;490;;10;60;0;10;68120
206;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse migratieachtergrond;2016 maart;73600;1430;250;4790;650;;10;70;0;10;68270
207;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse migratieachtergrond;2016 april;73700;1400;250;4800;670;;20;70;0;10;68380
208;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse migratieachtergrond;2016 mei;74440;1400;240;4710;730;;20;70;0;10;69140
209;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse migratieachtergrond;2016 juni;74960;1370;240;4660;760;;30;80;0;0;69680
210;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse migratieachtergrond;2016 juli;75170;1420;230;4640;890;;20;90;0;0;69800
211;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse migratieachtergrond;2016 augustus;75160;1430;240;4560;950;;20;100;0;0;69770
212;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse migratieachtergrond;2016 september;75690;1440;190;4530;970;;50;140;0;10;70330
213;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse migratieachtergrond;2016 oktober;77010;1410;190;4690;1070;;60;160;0;10;71500
214;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse migratieachtergrond;2016 november;78720;1430;200;4750;1120;;60;180;0;10;73090
215;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse migratieachtergrond;2016 december;79100;1470;200;4740;1200;;70;210;0;10;73430
216;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse migratieachtergrond;2017 januari;80070;1410;210;4780;1260;40.0;80;220;0;30;74320
217;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse migratieachtergrond;2017 februari;81140;1420;210;4850;1340;60.0;80;260;0;30;75320
218;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse migratieachtergrond;2017 maart;82730;1430;210;4960;1430;60.0;90;270;0;40;76780
219;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse migratieachtergrond;2017 april;84020;1450;200;4990;1510;90.0;100;300;0;40;77950
220;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse migratieachtergrond;2017 mei;86020;1420;200;4910;1640;140.0;120;350;0;40;79900
221;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse migratieachtergrond;2017 juni;87240;1440;200;4830;1700;210.0;130;370;0;40;81130
222;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse migratieachtergrond;2017 juli;88390;1410;200;4730;1790;250.0;160;410;0;40;82270
223;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse migratieachtergrond;2017 augustus;88080;1380;200;4690;1910;240.0;170;420;0;50;81890
224;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse migratieachtergrond;2017 september;90300;1310;190;4640;2100;180.0;180;450;0;40;84120
225;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse migratieachtergrond;2017 oktober;91250;1290;190;4620;2210;200.0;210;500;0;50;84910
226;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse migratieachtergrond;2017 november;93180;1280;190;4700;2350;230.0;230;540;0;50;86720
227;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse migratieachtergrond;2017 december;93190;1280;190;4650;2460;280.0;240;560;10;50;86670
228;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse migratieachtergrond;2018 januari;95120;1220;190;4500;2570;310.0;270;590;10;60;88650
229;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse migratieachtergrond;2018 februari;96580;1200;190;4500;2670;340.0;290;630;10;60;90060
230;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse migratieachtergrond;2018 maart;98290;1160;190;4460;2790;330.0;310;670;20;60;91750
231;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse migratieachtergrond;2018 april;99210;1140;170;4490;2990;380.0;350;700;20;70;92470
232;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse migratieachtergrond;2018 mei;100030;1160;170;4430;3110;380.0;370;720;20;70;93250
233;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse migratieachtergrond;2018 juni;98640;1140;170;4370;3250;380.0;400;760;20;70;91810
234;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse migratieachtergrond;2018 juli;98330;1110;160;4340;3410;380.0;430;790;20;80;91440
235;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse migratieachtergrond;2018 augustus;97960;1130;160;4230;3490;410.0;450;830;20;80;91120
236;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse migratieachtergrond;2018 september;97840;1150;160;4210;3550;430.0;480;840;30;80;90970
237;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse migratieachtergrond;2018 oktober;98740;1130;160;4130;3690;430.0;510;890;30;80;91880
238;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse migratieachtergrond;2018 november;98830;1150;160;3970;3760;450.0;550;910;30;80;92040
239;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse migratieachtergrond;2018 december;97820;1140;160;3650;3830;450.0;580;920;80;90;91230
240;Totaal mannen en vrouwen;15 tot 27 jaar;Totaal;2015 januari;19330;1110;0;970;10;;0;60;0;0;17650
241;Totaal mannen en vrouwen;15 tot 27 jaar;Totaal;2015 februari;19360;1110;0;1050;10;;0;50;0;0;17630
242;Totaal mannen en vrouwen;15 tot 27 jaar;Totaal;2015 maart;19850;1070;0;1090;20;;0;70;0;0;18110
243;Totaal mannen en vrouwen;15 tot 27 jaar;Totaal;2015 april;20310;1050;0;1140;30;;0;70;0;0;18530
244;Totaal mannen en vrouwen;15 tot 27 jaar;Totaal;2015 mei;20620;1060;0;1140;40;;0;80;0;0;18830
245;Totaal mannen en vrouwen;15 tot 27 jaar;Totaal;2015 juni;20980;1060;0;1150;50;;0;80;0;0;19180
246;Totaal mannen en vrouwen;15 tot 27 jaar;Totaal;2015 juli;20640;940;0;1140;70;;0;70;0;0;18980
247;Totaal mannen en vrouwen;15 tot 27 jaar;Totaal;2015 augustus;20300;900;0;1110;110;;0;20;0;0;18690
248;Totaal mannen en vrouwen;15 tot 27 jaar;Totaal;2015 september;19910;890;0;1100;170;;0;30;0;10;18290
249;Totaal mannen en vrouwen;15 tot 27 jaar;Totaal;2015 oktober;20310;880;0;1090;210;;0;20;0;10;18690
250;Totaal mannen en vrouwen;15 tot 27 jaar;Totaal;2015 november;20690;830;0;1080;260;;0;40;0;10;19090
251;Totaal mannen en vrouwen;15 tot 27 jaar;Totaal;2015 december;20920;750;0;1070;310;;0;50;0;10;19380
252;Totaal mannen en vrouwen;15 tot 27 jaar;Totaal;2016 januari;21460;750;0;1100;350;;20;60;0;10;19840
253;Totaal mannen en vrouwen;15 tot 27 jaar;Totaal;2016 februari;21840;470;0;1110;430;;30;70;0;10;20440
254;Totaal mannen en vrouwen;15 tot 27 jaar;Totaal;2016 maart;22400;490;0;1140;500;;30;90;0;10;20890
255;Totaal mannen en vrouwen;15 tot 27 jaar;Totaal;2016 april;22700;490;0;1090;550;;30;110;0;10;21190
256;Totaal mannen en vrouwen;15 tot 27 jaar;Totaal;2016 mei;23070;480;0;1070;600;;30;120;0;10;21550
257;Totaal mannen en vrouwen;15 tot 27 jaar;Totaal;2016 juni;23530;480;0;1060;700;;40;140;0;10;21960
258;Totaal mannen en vrouwen;15 tot 27 jaar;Totaal;2016 juli;23620;510;0;1070;860;;40;180;0;10;21880
259;Totaal mannen en vrouwen;15 tot 27 jaar;Totaal;2016 augustus;23350;520;0;1060;980;;40;220;0;10;21500
260;Totaal mannen en vrouwen;15 tot 27 jaar;Totaal;2016 september;23030;510;0;1040;1090;;50;300;0;20;21110
261;Totaal mannen en vrouwen;15 tot 27 jaar;Totaal;2016 oktober;23740;480;0;1090;1330;;60;330;0;30;21620
262;Totaal mannen en vrouwen;15 tot 27 jaar;Totaal;2016 november;24560;450;0;1120;1610;;60;390;0;40;22230
263;Totaal mannen en vrouwen;15 tot 27 jaar;Totaal;2016 december;24890;470;0;1100;1880;;70;470;0;50;22380
264;Totaal mannen en vrouwen;15 tot 27 jaar;Totaal;2017 januari;25250;390;0;1100;2020;60.0;70;500;0;80;22650
265;Totaal mannen en vrouwen;15 tot 27 jaar;Totaal;2017 februari;25810;380;0;1130;2200;100.0;80;560;0;80;23020
266;Totaal mannen en vrouwen;15 tot 27 jaar;Totaal;2017 maart;26730;400;0;1210;2360;120.0;80;600;0;90;23750
267;Totaal mannen en vrouwen;15 tot 27 jaar;Totaal;2017 april;27090;410;0;1250;2490;210.0;90;680;0;100;23910
268;Totaal mannen en vrouwen;15 tot 27 jaar;Totaal;2017 mei;27720;420;0;1240;2650;300.0;100;800;10;100;24340
269;Totaal mannen en vrouwen;15 tot 27 jaar;Totaal;2017 juni;28120;420;0;1250;2830;430.0;120;880;10;100;24510
270;Totaal mannen en vrouwen;15 tot 27 jaar;Totaal;2017 juli;28530;420;0;1180;3140;490.0;140;950;10;110;24670
271;Totaal mannen en vrouwen;15 tot 27 jaar;Totaal;2017 augustus;28360;430;0;1180;3400;520.0;160;1010;10;110;24270
272;Totaal mannen en vrouwen;15 tot 27 jaar;Totaal;2017 september;28660;400;0;1170;3760;540.0;190;1080;10;110;24320
273;Totaal mannen en vrouwen;15 tot 27 jaar;Totaal;2017 oktober;29050;380;0;1170;4060;520.0;230;1160;10;120;24440
274;Totaal mannen en vrouwen;15 tot 27 jaar;Totaal;2017 november;29800;370;0;1210;4320;550.0;260;1240;10;120;24960
275;Totaal mannen en vrouwen;15 tot 27 jaar;Totaal;2017 december;30290;360;0;1210;4500;570.0;290;1290;10;130;25320
276;Totaal mannen en vrouwen;15 tot 27 jaar;Totaal;2018 januari;31120;320;0;1150;4660;630.0;340;1390;10;160;26010
277;Totaal mannen en vrouwen;15 tot 27 jaar;Totaal;2018 februari;31820;320;0;1150;4800;660.0;360;1480;10;180;26560
278;Totaal mannen en vrouwen;15 tot 27 jaar;Totaal;2018 maart;32590;300;0;1160;4970;680.0;410;1570;20;200;27130
279;Totaal mannen en vrouwen;15 tot 27 jaar;Totaal;2018 april;33290;290;0;1170;5160;740.0;480;1670;20;250;27620
280;Totaal mannen en vrouwen;15 tot 27 jaar;Totaal;2018 mei;33840;290;0;1180;5340;750.0;530;1730;20;230;28010
281;Totaal mannen en vrouwen;15 tot 27 jaar;Totaal;2018 juni;34090;280;0;1160;5560;790.0;550;1810;20;230;28100
282;Totaal mannen en vrouwen;15 tot 27 jaar;Totaal;2018 juli;34270;260;0;1130;5800;880.0;600;1880;20;240;28040
283;Totaal mannen en vrouwen;15 tot 27 jaar;Totaal;2018 augustus;33920;260;0;1030;5960;920.0;630;1960;20;230;27620
284;Totaal mannen en vrouwen;15 tot 27 jaar;Totaal;2018 september;33560;260;0;990;6230;1020.0;680;2040;20;210;26940
285;Totaal mannen en vrouwen;15 tot 27 jaar;Totaal;2018 oktober;33640;250;0;960;6510;1100.0;740;2180;20;220;26760
286;Totaal mannen en vrouwen;15 tot 27 jaar;Totaal;2018 november;34210;240;0;970;6670;1170.0;800;2250;20;210;27170
287;Totaal mannen en vrouwen;15 tot 27 jaar;Totaal;2018 december;33800;240;0;950;6880;1150.0;860;2280;50;220;26600
288;Totaal mannen en vrouwen;15 tot 27 jaar;Nederlandse achtergrond;2015 januari;9500;560;0;480;10;;0;40;0;0;8670
289;Totaal mannen en vrouwen;15 tot 27 jaar;Nederlandse achtergrond;2015 februari;9500;560;0;510;10;;0;30;0;0;8650
290;Totaal mannen en vrouwen;15 tot 27 jaar;Nederlandse achtergrond;2015 maart;9720;540;0;530;10;;0;50;0;0;8870
291;Totaal mannen en vrouwen;15 tot 27 jaar;Nederlandse achtergrond;2015 april;9860;550;0;570;20;;0;50;0;0;8970
292;Totaal mannen en vrouwen;15 tot 27 jaar;Nederlandse achtergrond;2015 mei;9920;550;0;590;20;;0;50;0;0;9000
293;Totaal mannen en vrouwen;15 tot 27 jaar;Nederlandse achtergrond;2015 juni;9900;540;0;590;30;;0;50;0;0;9000
294;Totaal mannen en vrouwen;15 tot 27 jaar;Nederlandse achtergrond;2015 juli;9690;480;0;600;50;;0;50;0;0;8830
295;Totaal mannen en vrouwen;15 tot 27 jaar;Nederlandse achtergrond;2015 augustus;9380;470;0;590;80;;0;20;0;0;8530
296;Totaal mannen en vrouwen;15 tot 27 jaar;Nederlandse achtergrond;2015 september;9140;460;0;590;120;;0;20;0;0;8280
297;Totaal mannen en vrouwen;15 tot 27 jaar;Nederlandse achtergrond;2015 oktober;9250;450;0;570;150;;0;10;0;10;8390
298;Totaal mannen en vrouwen;15 tot 27 jaar;Nederlandse achtergrond;2015 november;9380;410;0;570;190;;0;30;0;10;8530
299;Totaal mannen en vrouwen;15 tot 27 jaar;Nederlandse achtergrond;2015 december;9490;380;0;570;230;;0;40;0;10;8640
300;Totaal mannen en vrouwen;15 tot 27 jaar;Nederlandse achtergrond;2016 januari;9820;390;0;580;270;;10;50;0;0;8900
301;Totaal mannen en vrouwen;15 tot 27 jaar;Nederlandse achtergrond;2016 februari;9960;240;0;600;340;;20;60;0;0;9140
302;Totaal mannen en vrouwen;15 tot 27 jaar;Nederlandse achtergrond;2016 maart;10240;240;0;600;390;;20;70;0;10;9350
303;Totaal mannen en vrouwen;15 tot 27 jaar;Nederlandse achtergrond;2016 april;10330;240;0;570;420;;20;90;0;10;9450
304;Totaal mannen en vrouwen;15 tot 27 jaar;Nederlandse achtergrond;2016 mei;10410;240;0;560;460;;20;100;0;10;9520
305;Totaal mannen en vrouwen;15 tot 27 jaar;Nederlandse achtergrond;2016 juni;10600;240;0;560;540;;30;110;0;10;9640
306;Totaal mannen en vrouwen;15 tot 27 jaar;Nederlandse achtergrond;2016 juli;10660;260;0;590;660;;20;140;0;10;9560
307;Totaal mannen en vrouwen;15 tot 27 jaar;Nederlandse achtergrond;2016 augustus;10440;260;0;590;760;;30;170;0;10;9240
308;Totaal mannen en vrouwen;15 tot 27 jaar;Nederlandse achtergrond;2016 september;10330;260;0;580;860;;30;210;0;20;9060
309;Totaal mannen en vrouwen;15 tot 27 jaar;Nederlandse achtergrond;2016 oktober;10590;250;0;620;1040;;30;230;0;30;9160
310;Totaal mannen en vrouwen;15 tot 27 jaar;Nederlandse achtergrond;2016 november;10840;230;0;630;1260;;40;270;0;40;9250
311;Totaal mannen en vrouwen;15 tot 27 jaar;Nederlandse achtergrond;2016 december;11000;240;0;610;1470;;40;330;0;40;9270
312;Totaal mannen en vrouwen;15 tot 27 jaar;Nederlandse achtergrond;2017 januari;11180;190;0;590;1590;40.0;40;360;0;60;9380
313;Totaal mannen en vrouwen;15 tot 27 jaar;Nederlandse achtergrond;2017 februari;11430;190;0;600;1730;70.0;50;390;0;60;9490
314;Totaal mannen en vrouwen;15 tot 27 jaar;Nederlandse achtergrond;2017 maart;11870;190;0;620;1840;90.0;50;430;0;60;9820
315;Totaal mannen en vrouwen;15 tot 27 jaar;Nederlandse achtergrond;2017 april;11960;200;0;640;1960;150.0;60;480;0;70;9760
316;Totaal mannen en vrouwen;15 tot 27 jaar;Nederlandse achtergrond;2017 mei;12170;200;0;630;2090;210.0;70;570;10;70;9820
317;Totaal mannen en vrouwen;15 tot 27 jaar;Nederlandse achtergrond;2017 juni;12310;200;0;620;2230;310.0;80;640;10;70;9800
318;Totaal mannen en vrouwen;15 tot 27 jaar;Nederlandse achtergrond;2017 juli;12560;210;0;580;2490;370.0;100;690;10;80;9830
319;Totaal mannen en vrouwen;15 tot 27 jaar;Nederlandse achtergrond;2017 augustus;12570;210;0;570;2700;390.0;110;740;10;80;9680
320;Totaal mannen en vrouwen;15 tot 27 jaar;Nederlandse achtergrond;2017 september;12740;190;0;580;2980;410.0;130;780;10;90;9630
321;Totaal mannen en vrouwen;15 tot 27 jaar;Nederlandse achtergrond;2017 oktober;12860;190;0;590;3220;410.0;170;840;10;90;9500
322;Totaal mannen en vrouwen;15 tot 27 jaar;Nederlandse achtergrond;2017 november;13130;180;0;610;3440;410.0;190;900;10;90;9600
323;Totaal mannen en vrouwen;15 tot 27 jaar;Nederlandse achtergrond;2017 december;13270;180;0;610;3570;430.0;220;930;10;100;9620
324;Totaal mannen en vrouwen;15 tot 27 jaar;Nederlandse achtergrond;2018 januari;13670;160;0;580;3700;470.0;250;1010;10;120;9910
325;Totaal mannen en vrouwen;15 tot 27 jaar;Nederlandse achtergrond;2018 februari;14000;150;0;570;3800;490.0;260;1080;10;140;10120
326;Totaal mannen en vrouwen;15 tot 27 jaar;Nederlandse achtergrond;2018 maart;14340;140;0;580;3920;520.0;300;1160;10;160;10290
327;Totaal mannen en vrouwen;15 tot 27 jaar;Nederlandse achtergrond;2018 april;14680;140;0;580;4080;560.0;350;1250;10;190;10460
328;Totaal mannen en vrouwen;15 tot 27 jaar;Nederlandse achtergrond;2018 mei;15060;140;0;590;4220;580.0;390;1300;10;180;10710
329;Totaal mannen en vrouwen;15 tot 27 jaar;Nederlandse achtergrond;2018 juni;15300;140;0;570;4390;610.0;410;1370;10;180;10830
330;Totaal mannen en vrouwen;15 tot 27 jaar;Nederlandse achtergrond;2018 juli;15540;130;0;570;4570;690.0;440;1410;10;190;10850
331;Totaal mannen en vrouwen;15 tot 27 jaar;Nederlandse achtergrond;2018 augustus;15560;120;0;520;4700;730.0;460;1470;10;170;10800
332;Totaal mannen en vrouwen;15 tot 27 jaar;Nederlandse achtergrond;2018 september;15680;120;0;520;4920;790.0;500;1530;10;160;10640
333;Totaal mannen en vrouwen;15 tot 27 jaar;Nederlandse achtergrond;2018 oktober;16050;110;0;510;5150;870.0;540;1660;10;170;10760
334;Totaal mannen en vrouwen;15 tot 27 jaar;Nederlandse achtergrond;2018 november;16350;110;0;530;5280;930.0;590;1720;20;170;10920
335;Totaal mannen en vrouwen;15 tot 27 jaar;Nederlandse achtergrond;2018 december;16360;110;0;510;5470;910.0;640;1770;30;170;10820
336;Totaal mannen en vrouwen;15 tot 27 jaar;Met migratieachtergrond;2015 januari;9830;560;0;500;0;;0;20;0;0;8980
337;Totaal mannen en vrouwen;15 tot 27 jaar;Met migratieachtergrond;2015 februari;9860;550;0;540;0;;0;20;0;0;8980
338;Totaal mannen en vrouwen;15 tot 27 jaar;Met migratieachtergrond;2015 maart;10130;530;0;570;10;;0;30;0;0;9240
339;Totaal mannen en vrouwen;15 tot 27 jaar;Met migratieachtergrond;2015 april;10440;510;0;570;20;;0;20;0;0;9570
340;Totaal mannen en vrouwen;15 tot 27 jaar;Met migratieachtergrond;2015 mei;10700;520;0;550;20;;0;20;0;0;9830
341;Totaal mannen en vrouwen;15 tot 27 jaar;Met migratieachtergrond;2015 juni;11080;520;0;570;20;;0;20;0;0;10180
342;Totaal mannen en vrouwen;15 tot 27 jaar;Met migratieachtergrond;2015 juli;10950;460;0;540;20;;0;20;0;0;10150
343;Totaal mannen en vrouwen;15 tot 27 jaar;Met migratieachtergrond;2015 augustus;10910;440;0;520;30;;0;10;0;0;10150
344;Totaal mannen en vrouwen;15 tot 27 jaar;Met migratieachtergrond;2015 september;10770;430;0;510;50;;0;10;0;0;10020
345;Totaal mannen en vrouwen;15 tot 27 jaar;Met migratieachtergrond;2015 oktober;11050;430;0;510;60;;0;0;0;0;10300
346;Totaal mannen en vrouwen;15 tot 27 jaar;Met migratieachtergrond;2015 november;11300;420;0;510;80;;0;10;0;0;10560
347;Totaal mannen en vrouwen;15 tot 27 jaar;Met migratieachtergrond;2015 december;11430;370;0;500;80;;0;10;0;0;10740
348;Totaal mannen en vrouwen;15 tot 27 jaar;Met migratieachtergrond;2016 januari;11650;370;0;510;80;;10;10;0;0;10950
349;Totaal mannen en vrouwen;15 tot 27 jaar;Met migratieachtergrond;2016 februari;11880;230;0;510;90;;10;20;0;0;11300
350;Totaal mannen en vrouwen;15 tot 27 jaar;Met migratieachtergrond;2016 maart;12170;250;0;540;110;;10;20;0;0;11530
351;Totaal mannen en vrouwen;15 tot 27 jaar;Met migratieachtergrond;2016 april;12370;250;0;520;130;;10;20;0;0;11740
352;Totaal mannen en vrouwen;15 tot 27 jaar;Met migratieachtergrond;2016 mei;12660;240;0;520;140;;10;20;0;0;12030
353;Totaal mannen en vrouwen;15 tot 27 jaar;Met migratieachtergrond;2016 juni;12930;240;0;500;160;;10;30;0;0;12320
354;Totaal mannen en vrouwen;15 tot 27 jaar;Met migratieachtergrond;2016 juli;12960;250;0;480;200;;10;40;0;0;12320
355;Totaal mannen en vrouwen;15 tot 27 jaar;Met migratieachtergrond;2016 augustus;12910;260;0;470;220;;10;50;0;0;12260
356;Totaal mannen en vrouwen;15 tot 27 jaar;Met migratieachtergrond;2016 september;12710;260;0;460;240;;20;90;0;0;12050
357;Totaal mannen en vrouwen;15 tot 27 jaar;Met migratieachtergrond;2016 oktober;13150;240;0;470;290;;20;100;0;10;12460
358;Totaal mannen en vrouwen;15 tot 27 jaar;Met migratieachtergrond;2016 november;13720;220;0;490;350;;30;120;0;10;12980
359;Totaal mannen en vrouwen;15 tot 27 jaar;Met migratieachtergrond;2016 december;13900;230;0;490;410;;30;140;0;10;13120
360;Totaal mannen en vrouwen;15 tot 27 jaar;Met migratieachtergrond;2017 januari;14070;190;0;510;430;20.0;30;150;0;20;13270
361;Totaal mannen en vrouwen;15 tot 27 jaar;Met migratieachtergrond;2017 februari;14380;200;0;530;470;30.0;30;170;0;20;13530
