ID;Sex;Regions;Periods;PopulationOn1January_1;PopulationDensity_2;LiveBornChildren_3;LiveBornChildrenRatio_4;Deaths_5;DeathsRatio_6;NaturalIncrease_7;TotalArrivals_8;TotalArrivalsRatio_9;DueToImmigration_10;DueToIntermunicipalMoves_11;TotalDeparturesIncludingAdministra_12;TotalDeparturesIncludingAdmRatio_13;DueToEmigrationIncludingAdministr_14;NetAdministrativeCorrections_15;DueToIntermunicipalMoves_16;NetMigrationIncludingAdministrative_17;PopulationGrowth_18;PopulationGrowthRatio_19;PopulationOn31December_20
6356;Total male and female;Alkmaar;1984;83892.0;;1288.0;15.2;626.0;7.4;662.0;4973.0;58.8;430.0;4543.0;4159.0;49.1;501.0;-7.0;3658.0;814.0;1481.0;17.7;85373.0
6357;Total male and female;Alkmaar;1985;85373.0;;1340.0;15.6;624.0;7.3;716.0;4707.0;54.8;510.0;4197.0;4280.0;49.8;358.0;-2.0;3922.0;427.0;1136.0;13.3;86509.0
6358;Total male and female;Alkmaar;1986;86509.0;;1268.0;14.6;698.0;8.0;570.0;4665.0;53.8;688.0;3977.0;4710.0;54.3;594.0;-68.0;4116.0;-45.0;525.0;6.1;87034.0
6359;Total male and female;Alkmaar;1987;87034.0;;1329.0;15.2;612.0;7.0;717.0;4509.0;51.5;525.0;3984.0;4175.0;47.7;288.0;0.0;3887.0;334.0;1051.0;12.1;88085.0
6360;Total male and female;Alkmaar;1988;88085.0;;1243.0;14.1;620.0;7.0;623.0;4337.0;49.1;563.0;3774.0;4474.0;50.7;473.0;-75.0;4001.0;-137.0;486.0;5.5;88571.0
6361;Total male and female;Alkmaar;1989;88571.0;;1218.0;13.7;678.0;7.6;540.0;4550.0;51.1;671.0;3879.0;4199.0;47.2;500.0;-48.0;3699.0;351.0;891.0;10.1;89462.0
6362;Total male and female;Alkmaar;1990;89649.0;;1246.0;13.8;654.0;7.2;592.0;4550.0;50.4;794.0;3756.0;4013.0;44.5;560.0;-101.0;3453.0;537.0;1129.0;12.6;90778.0
6363;Total male and female;Alkmaar;1991;90778.0;;1342.0;14.7;679.0;7.4;663.0;4254.0;46.6;706.0;3548.0;3878.0;42.5;421.0;-46.0;3457.0;376.0;1039.0;11.4;91817.0
6364;Total male and female;Alkmaar;1992;91817.0;;1236.0;13.4;713.0;7.7;523.0;4264.0;46.3;676.0;3588.0;4053.0;44.0;363.0;-19.0;3690.0;211.0;734.0;8.0;92551.0
6365;Total male and female;Alkmaar;1993;92421.0;;1197.0;12.9;779.0;8.4;418.0;4297.0;46.4;886.0;3411.0;4174.0;45.0;343.0;-37.0;3831.0;123.0;541.0;5.9;92962.0
6366;Total male and female;Alkmaar;1994;92962.0;;1179.0;12.7;710.0;7.6;469.0;4012.0;43.1;577.0;3435.0;4434.0;47.7;394.0;37.0;4040.0;-422.0;49.0;0.5;93011.0
6367;Total male and female;Alkmaar;1995;93011.0;3526.0;1169.0;12.6;737.0;7.9;432.0;4293.0;46.1;694.0;3599.0;4670.0;50.2;467.0;-13.0;4203.0;-377.0;41.0;0.4;93052.0
6368;Total male and female;Alkmaar;1996;93052.0;3527.0;1102.0;11.8;705.0;7.6;397.0;4421.0;47.5;744.0;3677.0;4891.0;52.6;619.0;-100.0;4272.0;-470.0;-48.0;-0.5;93004.0
6369;Total male and female;Alkmaar;1997;93004.0;3472.0;1112.0;12.0;802.0;8.6;310.0;4668.0;50.2;715.0;3953.0;5115.0;55.0;527.0;-126.0;4588.0;-447.0;-134.0;-1.4;92870.0
6370;Total male and female;Alkmaar;1998;92960.0;3095.0;1133.0;12.2;685.0;7.4;448.0;4325.0;46.5;862.0;3463.0;4889.0;52.6;453.0;-84.0;4436.0;-564.0;-58.0;-0.6;92902.0
6371;Total male and female;Alkmaar;1999;92902.0;3093.0;1141.0;12.3;744.0;8.0;397.0;4110.0;44.3;695.0;3415.0;4614.0;49.7;426.0;-75.0;4188.0;-504.0;-66.0;-0.7;92836.0
6372;Total male and female;Alkmaar;2000;92836.0;3091.0;1180.0;12.7;785.0;8.4;395.0;4198.0;45.2;899.0;3299.0;4453.0;47.9;419.0;-60.0;4034.0;-255.0;186.0;2.0;93022.0
6373;Total male and female;Alkmaar;2001;93022.0;3098.0;1095.0;11.8;722.0;7.8;373.0;3920.0;42.1;706.0;3214.0;4375.0;47.0;348.0;-27.0;4027.0;-455.0;-30.0;-0.3;92992.0
6374;Total male and female;Alkmaar;2002;92992.0;3097.0;1113.0;11.9;778.0;8.3;335.0;4365.0;46.8;601.0;3764.0;4272.0;45.8;336.0;-23.0;3936.0;93.0;398.0;4.3;93390.0
6375;Total male and female;Alkmaar;2003;93390.0;3165.0;1140.0;12.2;821.0;8.8;319.0;4579.0;48.8;579.0;4000.0;4165.0;44.4;463.0;-136.0;3702.0;414.0;731.0;7.8;94121.0
6376;Total male and female;Alkmaar;2004;94121.0;3189.0;1179.0;12.5;750.0;8.0;429.0;4682.0;49.7;504.0;4178.0;4977.0;52.8;1167.0;-758.0;3810.0;-295.0;145.0;1.5;94266.0
6377;Total male and female;Alkmaar;2005;94266.0;3194.0;1144.0;12.1;751.0;8.0;393.0;4576.0;48.5;509.0;4067.0;4793.0;50.8;777.0;-350.0;4016.0;-217.0;189.0;2.0;94455.0
6378;Total male and female;Alkmaar;2006;94455.0;3212.0;1101.0;11.7;715.0;7.6;386.0;4504.0;47.8;651.0;3853.0;5227.0;55.4;929.0;-439.0;4298.0;-723.0;-281.0;-3.0;94174.0
6379;Total male and female;Alkmaar;2007;94174.0;3202.0;1073.0;11.4;724.0;7.7;349.0;4577.0;48.7;959.0;3618.0;5248.0;55.8;650.0;-218.0;4598.0;-671.0;-298.0;-3.2;93876.0
6380;Total male and female;Alkmaar;2008;93876.0;3192.0;1102.0;11.8;785.0;8.4;317.0;4747.0;50.7;993.0;3754.0;5559.0;59.4;737.0;-286.0;4822.0;-812.0;-460.0;-4.9;93416.0
6381;Total male and female;Alkmaar;2009;93416.0;3190.0;1070.0;11.4;728.0;7.8;342.0;4562.0;48.7;1048.0;3514.0;4491.0;48.0;614.0;-250.0;3877.0;71.0;445.0;4.8;93861.0
6382;Total male and female;Alkmaar;2010;93861.0;3206.0;1112.0;11.8;717.0;7.6;395.0;4383.0;46.7;937.0;3446.0;4692.0;50.0;638.0;-225.0;4054.0;-309.0;75.0;0.8;93936.0
6383;Total male and female;Alkmaar;2011;93936.0;3210.0;1095.0;11.6;740.0;7.9;355.0;4338.0;46.1;813.0;3525.0;4358.0;46.3;615.0;-180.0;3743.0;-20.0;333.0;3.5;94269.0
6384;Total male and female;Alkmaar;2012;94269.0;3222.0;1089.0;11.5;784.0;8.3;305.0;4554.0;48.2;773.0;3781.0;4631.0;49.1;776.0;-197.0;3855.0;-77.0;236.0;2.5;94505.0
6385;Total male and female;Alkmaar;2013;94505.0;3228.0;1038.0;11.0;768.0;8.1;270.0;4401.0;46.5;790.0;3611.0;4310.0;45.5;539.0;-74.0;3771.0;91.0;361.0;3.8;94866.0
6386;Total male and female;Alkmaar;2014;94866.0;3240.0;1100.0;11.6;756.0;8.0;344.0;4616.0;48.6;874.0;3742.0;4586.0;48.2;524.0;-22.0;4062.0;30.0;382.0;4.0;95248.0
6387;Total male and female;Alkmaar;2015;107106.0;969.0;1120.0;10.4;895.0;8.3;225.0;5754.0;53.6;1121.0;4633.0;5460.0;50.9;648.0;-6.0;4812.0;294.0;509.0;4.8;107615.0
6388;Total male and female;Alkmaar;2016;107615.0;974.0;1150.0;10.6;979.0;9.1;171.0;6581.0;60.9;1106.0;5475.0;5997.0;55.5;738.0;-109.0;5259.0;584.0;758.0;7.0;108373.0
6389;Total male and female;Alkmaar;2017;108373.0;981.0;1089.0;10.0;862.0;8.0;227.0;6110.0;56.4;783.0;5327.0;6239.0;57.5;620.0;-85.0;5619.0;-129.0;97.0;0.9;108470.0
6390;Total male and female;Alkmaar;2018;108470.0;982.0;1076.0;9.9;898.0;8.3;178.0;5635.0;51.9;831.0;4804.0;5716.0;52.7;735.0;-216.0;4981.0;-81.0;88.0;0.8;108558.0
6391;Total male and female;Alkmaar;2019;108558.0;983.0;1109.0;10.2;899.0;8.2;210.0;5850.0;53.7;886.0;4964.0;5178.0;47.5;584.0;-71.0;4594.0;672.0;878.0;8.1;109436.0
6392;Total male and female;Alkmaar;2020;109436.0;991.0;1025.0;9.3;969.0;8.8;56.0;5841.0;53.3;734.0;5107.0;5423.0;49.5;552.0;-48.0;4871.0;418.0;460.0;4.2;109896.0
6393;Total male and female;Alkmaar;2021;109896.0;995.0;1183.0;10.7;1026.0;9.3;157.0;6124.0;55.5;762.0;5362.0;5391.0;48.9;620.0;-78.0;4771.0;733.0;887.0;8.1;110783.0
6394;Total male and female;Alkmaar;2022;110783.0;1004.0;1069.0;9.6;1089.0;9.8;-20.0;6508.0;58.5;1502.0;5006.0;5433.0;48.8;703.0;-127.0;4730.0;1075.0;1051.0;9.5;111834.0
6395;Total male and female;Alkmaar;2023;111834.0;1014.0;1002.0;8.9;1083.0;9.7;-81.0;5956.0;53.1;917.0;5039.0;5394.0;48.1;730.0;-136.0;4664.0;562.0;470.0;4.2;112304.0
6396;Total male and female;Almelo;1942;37026.0;;714.0;19.2;288.0;7.8;426.0;1407.0;37.9;;;1679.0;45.3;;;;-272.0;154.0;4.2;37180.0
6397;Total male and female;Almelo;1943;37180.0;;862.0;23.0;315.0;8.4;547.0;1565.0;41.7;;;1446.0;38.5;;;;119.0;666.0;17.9;37846.0
6398;Total male and female;Almelo;1944;37846.0;;898.0;23.5;373.0;9.8;525.0;1158.0;30.3;;;1021.0;26.7;;;;137.0;662.0;17.5;38508.0
6399;Total male and female;Almelo;1945;38508.0;;821.0;21.2;461.0;11.9;360.0;1855.0;47.9;;;1803.0;46.6;;;;52.0;412.0;10.7;38920.0
6400;Total male and female;Almelo;1946;38920.0;;1200.0;30.6;311.0;7.9;889.0;2196.0;56.0;;;2431.0;61.9;;;;-235.0;654.0;16.8;39574.0
6401;Total male and female;Almelo;1947;39574.0;;1020.0;25.5;302.0;7.6;718.0;1910.0;47.8;;;1891.0;47.3;;;;19.0;737.0;18.6;40311.0
6402;Total male and female;Almelo;1948;40311.0;;936.0;23.0;286.0;7.0;650.0;1612.0;39.6;;;1679.0;41.3;;;;-67.0;741.0;18.4;41052.0
6403;Total male and female;Almelo;1949;41052.0;;884.0;21.4;337.0;8.2;547.0;1615.0;39.1;;;1686.0;40.8;;;;-71.0;476.0;11.6;41528.0
6404;Total male and female;Almelo;1950;41528.0;;852.0;20.3;313.0;7.5;539.0;1935.0;46.1;;;1633.0;38.9;;;;302.0;841.0;20.3;42369.0
6405;Total male and female;Almelo;1951;42369.0;;880.0;20.6;323.0;7.6;557.0;1958.0;45.8;;;1746.0;40.8;;;;212.0;769.0;18.2;43138.0
6406;Total male and female;Almelo;1952;43138.0;;939.0;21.5;337.0;7.7;602.0;2497.0;57.1;;;1872.0;42.8;;;;625.0;1227.0;28.4;44365.0
6407;Total male and female;Almelo;1953;44365.0;;984.0;21.9;349.0;7.8;635.0;2117.0;47.2;;;1779.0;39.7;;;;338.0;971.0;21.9;45336.0
6408;Total male and female;Almelo;1954;45336.0;;993.0;21.7;371.0;8.1;622.0;2072.0;45.3;;;1801.0;39.3;;;;271.0;889.0;19.6;46225.0
6409;Total male and female;Almelo;1955;46225.0;;1019.0;21.9;399.0;8.6;620.0;1950.0;41.9;;;2000.0;43.0;;;;-50.0;572.0;12.4;46797.0
6410;Total male and female;Almelo;1956;46797.0;;978.0;20.6;381.0;8.0;597.0;2618.0;55.2;;;1997.0;42.1;;;;621.0;1221.0;26.1;48018.0
6411;Total male and female;Almelo;1957;48018.0;;995.0;20.5;368.0;7.6;627.0;2295.0;47.4;;;2024.0;41.8;;;;271.0;896.0;18.7;48914.0
6412;Total male and female;Almelo;1958;48914.0;;1074.0;21.8;394.0;8.0;680.0;2077.0;42.2;;;2068.0;42.0;;;;9.0;689.0;14.1;49603.0
6413;Total male and female;Almelo;1959;49603.0;;1111.0;22.2;386.0;7.7;725.0;2266.0;45.3;;;2047.0;40.9;;;;219.0;945.0;19.1;50548.0
6414;Total male and female;Almelo;1960;50548.0;;1044.0;20.5;369.0;7.2;675.0;2373.0;46.6;157.0;2216.0;2254.0;44.3;266.0;;1988.0;119.0;762.0;15.1;51310.0
6415;Total male and female;Almelo;1961;51310.0;;1088.0;20.9;424.0;8.2;664.0;2796.0;53.8;490.0;2306.0;2106.0;40.5;281.0;;1825.0;690.0;1353.0;26.4;52663.0
6416;Total male and female;Almelo;1962;52663.0;;1074.0;20.2;454.0;8.5;620.0;2749.0;51.6;408.0;2341.0;2223.0;41.8;300.0;;1923.0;526.0;1149.0;21.8;53812.0
6417;Total male and female;Almelo;1963;53812.0;;1106.0;20.4;431.0;8.0;675.0;2360.0;43.5;323.0;2037.0;2241.0;41.3;276.0;;1965.0;119.0;791.0;14.7;54603.0
6418;Total male and female;Almelo;1964;54603.0;;1154.0;20.9;449.0;8.1;705.0;2998.0;54.3;503.0;2495.0;2547.0;46.2;283.0;;2264.0;451.0;1150.0;21.1;55753.0
6419;Total male and female;Almelo;1965;55753.0;;1125.0;20.0;400.0;7.1;725.0;2962.0;52.6;481.0;2481.0;2565.0;45.5;353.0;;2212.0;397.0;1124.0;20.2;56877.0
6420;Total male and female;Almelo;1966;56877.0;;1067.0;18.6;485.0;8.5;582.0;3061.0;53.4;519.0;2542.0;2803.0;48.9;436.0;;2367.0;258.0;845.0;14.9;57722.0
6421;Total male and female;Almelo;1967;57722.0;;1127.0;19.5;427.0;7.4;700.0;2564.0;44.3;250.0;2314.0;2830.0;48.8;446.0;;2384.0;-266.0;433.0;7.5;58155.0
6422;Total male and female;Almelo;1968;58155.0;;1059.0;18.1;473.0;8.1;586.0;2788.0;47.8;313.0;2475.0;2924.0;50.1;328.0;;2596.0;-136.0;456.0;7.8;58611.0
6423;Total male and female;Almelo;1969;58611.0;;1110.0;18.9;560.0;9.5;550.0;2681.0;45.6;465.0;2216.0;2899.0;49.3;276.0;;2623.0;-218.0;330.0;5.6;58941.0
6424;Total male and female;Almelo;1970;58941.0;;1119.0;18.9;490.0;8.3;629.0;2812.0;47.5;474.0;2338.0;2952.0;49.9;231.0;;2721.0;-140.0;485.0;8.2;59426.0
6425;Total male and female;Almelo;1971;59426.0;;1056.0;17.7;480.0;8.1;576.0;3024.0;50.8;546.0;2478.0;3317.0;55.7;284.0;;3033.0;-293.0;268.0;4.5;59694.0
6426;Total male and female;Almelo;1972;59694.0;;947.0;15.8;497.0;8.3;450.0;2922.0;48.9;580.0;2342.0;3229.0;54.0;303.0;;2926.0;-307.0;127.0;2.1;59821.0
6427;Total male and female;Almelo;1973;59821.0;;915.0;15.2;496.0;8.2;419.0;3843.0;63.7;743.0;3100.0;3255.0;54.0;215.0;;3040.0;588.0;1011.0;16.9;60832.0
6428;Total male and female;Almelo;1974;60832.0;;877.0;14.3;550.0;9.0;327.0;4094.0;66.6;609.0;3485.0;3198.0;52.0;275.0;;2923.0;896.0;1226.0;20.2;62058.0
6429;Total male and female;Almelo;1975;62058.0;;936.0;15.0;534.0;8.6;402.0;3170.0;50.8;574.0;2596.0;2999.0;48.1;296.0;;2703.0;171.0;576.0;9.3;62634.0
6430;Total male and female;Almelo;1976;62634.0;;902.0;14.4;541.0;8.6;361.0;2503.0;40.0;342.0;2161.0;2991.0;47.8;264.0;;2727.0;-488.0;-133.0;-2.1;62501.0
6431;Total male and female;Almelo;1977;62501.0;;870.0;13.9;495.0;7.9;375.0;2809.0;44.8;456.0;2353.0;2825.0;45.1;305.0;-4.0;2520.0;-16.0;361.0;5.8;62862.0
6432;Total male and female;Almelo;1978;62862.0;;959.0;15.2;567.0;9.0;392.0;2681.0;42.5;608.0;2073.0;2705.0;42.9;245.0;-8.0;2460.0;-24.0;368.0;5.9;63230.0
6433;Total male and female;Almelo;1979;63230.0;;923.0;14.6;522.0;8.2;401.0;2181.0;34.5;503.0;1678.0;2432.0;38.4;146.0;1.0;2286.0;-251.0;151.0;2.4;63381.0
6434;Total male and female;Almelo;1980;63381.0;;952.0;15.0;504.0;7.9;448.0;2472.0;38.9;629.0;1843.0;2628.0;41.4;221.0;-2.0;2407.0;-156.0;292.0;4.6;63673.0
6435;Total male and female;Almelo;1981;63673.0;;909.0;14.3;556.0;8.8;353.0;2016.0;31.8;287.0;1729.0;2728.0;43.0;305.0;2.0;2423.0;-712.0;-360.0;-5.7;63313.0
6436;Total male and female;Almelo;1982;63313.0;;882.0;14.0;537.0;8.5;345.0;1949.0;30.8;232.0;1717.0;2528.0;40.0;370.0;-13.0;2158.0;-579.0;-233.0;-3.7;63080.0
6437;Total male and female;Almelo;1983;63080.0;;822.0;13.0;550.0;8.7;272.0;2010.0;31.9;223.0;1787.0;2422.0;38.4;312.0;-8.0;2110.0;-412.0;-139.0;-2.2;62941.0
6438;Total male and female;Almelo;1984;62941.0;;810.0;12.9;587.0;9.3;223.0;2040.0;32.4;217.0;1823.0;2362.0;37.6;320.0;-13.0;2042.0;-322.0;-98.0;-1.6;62843.0
6439;Total male and female;Almelo;1985;62843.0;;792.0;12.6;658.0;10.5;134.0;2040.0;32.6;247.0;1793.0;2597.0;41.5;234.0;-6.0;2363.0;-557.0;-422.0;-6.7;62421.0
6440;Total male and female;Almelo;1986;62421.0;;798.0;12.8;635.0;10.2;163.0;2150.0;34.5;267.0;1883.0;2512.0;40.3;259.0;-11.0;2253.0;-362.0;-199.0;-3.2;62222.0
6441;Total male and female;Almelo;1987;62222.0;;830.0;13.3;591.0;9.5;239.0;2165.0;34.8;261.0;1904.0;2492.0;40.1;253.0;-9.0;2239.0;-327.0;-88.0;-1.4;62134.0
6442;Total male and female;Almelo;1988;62134.0;;737.0;11.9;605.0;9.7;132.0;2196.0;35.4;318.0;1878.0;2454.0;39.5;258.0;-6.0;2196.0;-258.0;-126.0;-2.0;62008.0
6443;Total male and female;Almelo;1989;62008.0;;803.0;12.9;635.0;10.2;168.0;2285.0;36.8;298.0;1987.0;2271.0;36.6;194.0;2.0;2077.0;14.0;182.0;2.9;62190.0
6444;Total male and female;Almelo;1990;62190.0;;791.0;12.7;632.0;10.1;159.0;2520.0;40.4;346.0;2174.0;2201.0;35.3;201.0;-2.0;2000.0;319.0;478.0;7.7;62668.0
6445;Total male and female;Almelo;1991;62668.0;;811.0;12.9;632.0;10.0;179.0;2622.0;41.6;368.0;2254.0;2086.0;33.1;166.0;-3.0;1920.0;536.0;715.0;11.4;63383.0
6446;Total male and female;Almelo;1992;63383.0;;802.0;12.6;632.0;9.9;170.0;2700.0;42.4;414.0;2286.0;2265.0;35.6;231.0;-21.0;2034.0;435.0;605.0;9.5;63988.0
6447;Total male and female;Almelo;1993;63988.0;;866.0;13.5;711.0;11.1;155.0;2793.0;43.4;398.0;2395.0;2347.0;36.5;159.0;3.0;2188.0;446.0;601.0;9.4;64589.0
6448;Total male and female;Almelo;1994;64589.0;;843.0;13.0;618.0;9.5;225.0;2524.0;38.9;302.0;2222.0;2328.0;35.9;184.0;6.0;2144.0;196.0;430.0;6.7;65019.0
6449;Total male and female;Almelo;1995;65019.0;1718.0;853.0;13.1;721.0;11.1;132.0;2574.0;39.5;316.0;2258.0;2492.0;38.3;204.0;11.0;2288.0;82.0;192.0;3.0;65211.0
6450;Total male and female;Almelo;1996;65211.0;1723.0;754.0;11.6;652.0;10.0;102.0;2615.0;40.1;428.0;2187.0;2740.0;42.0;212.0;-7.0;2528.0;-125.0;-41.0;-0.6;65170.0
6451;Total male and female;Almelo;1997;65217.0;1685.0;833.0;12.7;638.0;9.8;195.0;2732.0;41.8;393.0;2339.0;2513.0;38.4;202.0;-25.0;2311.0;219.0;415.0;6.4;65632.0
6452;Total male and female;Almelo;1998;65632.0;1696.0;928.0;14.1;579.0;8.8;349.0;2816.0;42.8;433.0;2383.0;2725.0;41.4;208.0;-50.0;2517.0;91.0;448.0;6.8;66080.0
6453;Total male and female;Almelo;1999;66080.0;1707.0;870.0;13.1;695.0;10.5;175.0;2545.0;38.5;370.0;2175.0;2537.0;38.3;176.0;-17.0;2361.0;8.0;183.0;2.8;66263.0
6454;Total male and female;Almelo;2000;66263.0;1713.0;927.0;13.9;698.0;10.5;229.0;2566.0;38.5;467.0;2099.0;2187.0;32.8;196.0;-6.0;1991.0;379.0;673.0;10.2;66936.0
6455;Total male and female;Almelo;2001;70416.0;1039.0;939.0;13.3;735.0;10.4;204.0;2894.0;40.9;492.0;2402.0;2527.0;35.7;245.0;-49.0;2282.0;367.0;610.0;8.7;71026.0
6456;Total male and female;Almelo;2002;71026.0;1048.0;964.0;13.5;727.0;10.2;237.0;3066.0;43.0;554.0;2512.0;2552.0;35.8;340.0;-67.0;2212.0;514.0;703.0;9.9;71729.0
6457;Total male and female;Almelo;2003;71729.0;1064.0;939.0;13.0;713.0;9.9;226.0;2625.0;36.5;311.0;2314.0;2406.0;33.4;311.0;-98.0;2095.0;219.0;498.0;6.9;72227.0
6458;Total male and female;Almelo;2004;72227.0;1071.0;928.0;12.8;692.0;9.6;236.0;2350.0;32.5;274.0;2076.0;2555.0;35.4;399.0;-129.0;2156.0;-205.0;66.0;0.9;72293.0
6459;Total male and female;Almelo;2005;72293.0;1072.0;886.0;12.3;657.0;9.1;229.0;2335.0;32.4;242.0;2093.0;2822.0;39.1;357.0;-63.0;2465.0;-487.0;-245.0;-3.4;72048.0
6460;Total male and female;Almelo;2006;72048.0;1068.0;934.0;13.0;611.0;8.5;323.0;2410.0;33.4;218.0;2192.0;2705.0;37.5;248.0;-12.0;2457.0;-295.0;48.0;0.7;72096.0
6461;Total male and female;Almelo;2007;72096.0;1069.0;870.0;12.1;622.0;8.6;248.0;2429.0;33.6;265.0;2164.0;2510.0;34.8;292.0;-75.0;2218.0;-81.0;191.0;2.6;72287.0
6462;Total male and female;Almelo;2008;72287.0;1072.0;910.0;12.6;685.0;9.5;225.0;2678.0;37.0;486.0;2192.0;2782.0;38.4;327.0;-89.0;2455.0;-104.0;141.0;2.0;72428.0
6463;Total male and female;Almelo;2009;72428.0;1075.0;860.0;11.9;645.0;8.9;215.0;2416.0;33.3;492.0;1924.0;2482.0;34.2;298.0;-47.0;2184.0;-66.0;174.0;2.4;72602.0
6464;Total male and female;Almelo;2010;72602.0;1077.0;822.0;11.3;654.0;9.0;168.0;2429.0;33.5;457.0;1972.0;2601.0;35.8;439.0;-180.0;2162.0;-172.0;-3.0;0.0;72599.0
6465;Total male and female;Almelo;2011;72599.0;1077.0;809.0;11.1;634.0;8.7;175.0;2534.0;34.9;505.0;2029.0;2552.0;35.1;302.0;-63.0;2250.0;-18.0;158.0;2.2;72757.0
6466;Total male and female;Almelo;2012;72757.0;1079.0;724.0;10.0;631.0;8.7;93.0;2599.0;35.7;537.0;2062.0;2725.0;37.5;378.0;-98.0;2347.0;-126.0;-28.0;-0.4;72729.0
6467;Total male and female;Almelo;2013;72729.0;1081.0;766.0;10.6;705.0;9.7;61.0;2447.0;33.7;494.0;1953.0;2783.0;38.3;409.0;-127.0;2374.0;-336.0;-270.0;-3.7;72459.0
6468;Total male and female;Almelo;2014;72459.0;1077.0;722.0;10.0;633.0;8.7;89.0;2378.0;32.9;400.0;1978.0;2633.0;36.4;364.0;-56.0;2269.0;-255.0;-168.0;-2.3;72291.0
6469;Total male and female;Almelo;2015;72291.0;1074.0;759.0;10.5;704.0;9.7;55.0;2809.0;38.8;543.0;2266.0;2734.0;37.8;366.0;-103.0;2368.0;75.0;134.0;1.9;72425.0
6470;Total male and female;Almelo;2016;72425.0;1076.0;705.0;9.7;745.0;10.3;-40.0;3023.0;41.7;599.0;2424.0;2926.0;40.4;348.0;-63.0;2578.0;97.0;54.0;0.7;72479.0
6471;Total male and female;Almelo;2017;72479.0;1077.0;657.0;9.1;742.0;10.2;-85.0;3356.0;46.3;490.0;2866.0;3119.0;43.0;367.0;-104.0;2752.0;237.0;150.0;2.1;72629.0
6472;Total male and female;Almelo;2018;72629.0;1080.0;639.0;8.8;690.0;9.5;-51.0;3359.0;46.2;658.0;2701.0;3087.0;42.4;429.0;-87.0;2658.0;272.0;220.0;3.0;72849.0
6473;Total male and female;Almelo;2019;72849.0;1083.0;713.0;9.8;702.0;9.6;11.0;3210.0;44.0;640.0;2570.0;2958.0;40.5;366.0;-95.0;2592.0;252.0;258.0;3.5;73107.0
6474;Total male and female;Almelo;2020;73107.0;1087.0;673.0;9.2;795.0;10.9;-122.0;3080.0;42.1;543.0;2537.0;2929.0;40.1;345.0;-82.0;2584.0;151.0;25.0;0.3;73132.0
6475;Total male and female;Almelo;2021;73132.0;1087.0;662.0;9.1;858.0;11.7;-196.0;3222.0;44.1;552.0;2670.0;2998.0;41.0;473.0;-157.0;2525.0;224.0;23.0;0.3;73155.0
6476;Total male and female;Almelo;2022;73155.0;1089.0;687.0;9.3;762.0;10.4;-75.0;4039.0;54.9;1145.0;2894.0;3157.0;42.9;513.0;-114.0;2644.0;882.0;794.0;10.9;73949.0
6477;Total male and female;Almelo;2023;73949.0;1101.0;620.0;8.4;806.0;10.9;-186.0;3794.0;51.2;878.0;2916.0;3239.0;43.7;599.0;-195.0;2640.0;555.0;368.0;5.0;74317.0
6478;Total male and female;Almere;1942;;;;;;;;;;;;;;;;;;;;
6479;Total male and female;Almere;1943;;;;;;;;;;;;;;;;;;;;
6480;Total male and female;Almere;1944;;;;;;;;;;;;;;;;;;;;
6481;Total male and female;Almere;1945;;;;;;;;;;;;;;;;;;;;
6482;Total male and female;Almere;1946;;;;;;;;;;;;;;;;;;;;
6483;Total male and female;Almere;1947;;;;;;;;;;;;;;;;;;;;
6484;Total male and female;Almere;1948;;;;;;;;;;;;;;;;;;;;
6485;Total male and female;Almere;1949;;;;;;;;;;;;;;;;;;;;
6486;Total male and female;Almere;1950;;;;;;;;;;;;;;;;;;;;
6487;Total male and female;Almere;1951;;;;;;;;;;;;;;;;;;;;
6488;Total male and female;Almere;1952;;;;;;;;;;;;;;;;;;;;
6489;Total male and female;Almere;1953;;;;;;;;;;;;;;;;;;;;
6490;Total male and female;Almere;1954;;;;;;;;;;;;;;;;;;;;
6491;Total male and female;Almere;1955;;;;;;;;;;;;;;;;;;;;
6492;Total male and female;Almere;1956;;;;;;;;;;;;;;;;;;;;
6493;Total male and female;Almere;1957;;;;;;;;;;;;;;;;;;;;
6494;Total male and female;Almere;1958;;;;;;;;;;;;;;;;;;;;
6495;Total male and female;Almere;1959;;;;;;;;;;;;;;;;;;;;
6496;Total male and female;Almere;1960;;;;;;;;;;;;;;;;;;;;
6497;Total male and female;Almere;1961;;;;;;;;;;;;;;;;;;;;
6498;Total male and female;Almere;1962;;;;;;;;;;;;;;;;;;;;
6499;Total male and female;Almere;1963;;;;;;;;;;;;;;;;;;;;
6500;Total male and female;Almere;1964;;;;;;;;;;;;;;;;;;;;
6501;Total male and female;Almere;1965;;;;;;;;;;;;;;;;;;;;
6502;Total male and female;Almere;1966;;;;;;;;;;;;;;;;;;;;
6503;Total male and female;Almere;1967;;;;;;;;;;;;;;;;;;;;
6504;Total male and female;Almere;1968;;;;;;;;;;;;;;;;;;;;
6505;Total male and female;Almere;1969;;;;;;;;;;;;;;;;;;;;
6506;Total male and female;Almere;1970;;;;;;;;;;;;;;;;;;;;
6507;Total male and female;Almere;1971;;;;;;;;;;;;;;;;;;;;
6508;Total male and female;Almere;1972;;;;;;;;;;;;;;;;;;;;
6509;Total male and female;Almere;1973;;;;;;;;;;;;;;;;;;;;
6510;Total male and female;Almere;1974;;;;;;;;;;;;;;;;;;;;
6511;Total male and female;Almere;1975;;;;;;;;;;;;;;;;;;;;
6512;Total male and female;Almere;1976;;;;;;;;;;;;;;;;;;;;
6513;Total male and female;Almere;1977;;;;;;;;;;;;;;;;;;;;
