ID;Sex;Regions;Periods;PopulationOn1January_1;PopulationDensity_2;LiveBornChildren_3;LiveBornChildrenRatio_4;Deaths_5;DeathsRatio_6;NaturalIncrease_7;TotalArrivals_8;TotalArrivalsRatio_9;DueToImmigration_10;DueToIntermunicipalMoves_11;TotalDeparturesIncludingAdministra_12;TotalDeparturesIncludingAdmRatio_13;DueToEmigrationIncludingAdministr_14;NetAdministrativeCorrections_15;DueToIntermunicipalMoves_16;NetMigrationIncludingAdministrative_17;PopulationGrowth_18;PopulationGrowthRatio_19;PopulationOn31December_20
6514;Total male and female;Almere;1978;;;;;;;;;;;;;;;;;;;;
6515;Total male and female;Almere;1979;;;;;;;;;;;;;;;;;;;;
6516;Total male and female;Almere;1980;;;;;;;;;;;;;;;;;;;;
6517;Total male and female;Almere;1981;;;;;;;;;;;;;;;;;;;;
6518;Total male and female;Almere;1982;;;;;;;;;;;;;;;;;;;;
6519;Total male and female;Almere;1983;;;;;;;;;;;;;;;;;;;;
6520;Total male and female;Almere;1984;33037.0;;893.0;24.4;113.0;3.1;780.0;8122.0;221.5;144.0;7978.0;1643.0;44.8;92.0;-8.0;1551.0;6479.0;7259.0;219.7;40296.0
6521;Total male and female;Almere;1985;40296.0;;983.0;23.0;145.0;3.4;838.0;5748.0;134.7;204.0;5544.0;1831.0;42.9;127.0;-12.0;1704.0;3917.0;4756.0;118.0;45052.0
6522;Total male and female;Almere;1986;45052.0;;1035.0;21.6;158.0;3.3;877.0;7035.0;146.7;321.0;6714.0;2083.0;43.4;125.0;0.0;1958.0;4952.0;5829.0;129.4;50881.0
6523;Total male and female;Almere;1987;50881.0;;1143.0;21.2;171.0;3.2;972.0;7416.0;137.2;445.0;6971.0;2074.0;38.4;176.0;-19.0;1898.0;5342.0;6314.0;124.1;57195.0
6524;Total male and female;Almere;1988;57195.0;;1288.0;21.3;223.0;3.7;1065.0;7854.0;129.8;431.0;7423.0;2329.0;38.5;170.0;-30.0;2159.0;5525.0;6590.0;115.2;63785.0
6525;Total male and female;Almere;1989;63785.0;;1281.0;19.0;300.0;4.4;981.0;9018.0;133.7;439.0;8579.0;2698.0;40.0;270.0;-46.0;2428.0;6320.0;7301.0;114.5;71086.0
6526;Total male and female;Almere;1990;71086.0;;1480.0;19.8;333.0;4.5;1147.0;8511.0;114.1;602.0;7909.0;2644.0;35.4;225.0;-9.0;2419.0;5867.0;7014.0;98.7;78100.0
6527;Total male and female;Almere;1991;78100.0;;1542.0;18.9;342.0;4.2;1200.0;8766.0;107.6;651.0;8115.0;3157.0;38.7;307.0;-39.0;2850.0;5609.0;6809.0;87.2;84909.0
6528;Total male and female;Almere;1992;84909.0;;1628.0;18.4;403.0;4.6;1225.0;9246.0;104.7;650.0;8596.0;3691.0;41.8;438.0;-75.0;3253.0;5555.0;6780.0;79.9;91689.0
6529;Total male and female;Almere;1993;91689.0;;1683.0;17.7;408.0;4.3;1275.0;9247.0;97.3;732.0;8515.0;3767.0;39.6;388.0;-13.0;3379.0;5480.0;6755.0;73.7;98444.0
6530;Total male and female;Almere;1994;98444.0;;1810.0;17.8;454.0;4.5;1356.0;8806.0;86.8;643.0;8163.0;4052.0;39.9;460.0;-22.0;3592.0;4754.0;6097.0;61.9;104541.0
6531;Total male and female;Almere;1995;104541.0;791.0;1792.0;16.5;479.0;4.4;1313.0;11292.0;104.0;741.0;10551.0;4451.0;41.0;623.0;-119.0;3828.0;6841.0;8163.0;78.1;112704.0
6532;Total male and female;Almere;1996;112704.0;853.0;1885.0;16.3;518.0;4.5;1367.0;9825.0;84.8;776.0;9049.0;4994.0;43.1;761.0;-286.0;4233.0;4831.0;6209.0;55.1;118913.0
6533;Total male and female;Almere;1997;118913.0;895.0;1932.0;15.7;543.0;4.4;1389.0;11545.0;94.0;933.0;10612.0;5212.0;42.4;619.0;-242.0;4593.0;6333.0;7807.0;65.7;126720.0
6534;Total male and female;Almere;1998;126720.0;954.0;2197.0;16.7;599.0;4.6;1598.0;13673.0;104.0;1220.0;12453.0;5877.0;44.7;733.0;-223.0;5144.0;7796.0;9437.0;74.5;136157.0
6535;Total male and female;Almere;1999;136157.0;1025.0;2339.0;16.8;608.0;4.4;1731.0;10946.0;78.5;1033.0;9913.0;6109.0;43.8;740.0;-247.0;5369.0;4837.0;6608.0;48.5;142765.0
6536;Total male and female;Almere;2000;142765.0;1085.0;2456.0;16.8;650.0;4.4;1806.0;12020.0;82.0;1397.0;10623.0;6203.0;42.3;731.0;-231.0;5472.0;5817.0;7633.0;53.5;150398.0
6537;Total male and female;Almere;2001;150398.0;1143.0;2629.0;17.0;673.0;4.4;1956.0;13178.0;85.2;1592.0;11586.0;6597.0;42.7;853.0;-278.0;5744.0;6581.0;8504.0;56.5;158902.0
6538;Total male and female;Almere;2002;158902.0;1207.0;2595.0;16.0;728.0;4.5;1867.0;11593.0;71.6;1675.0;9918.0;7592.0;46.9;926.0;-339.0;6666.0;4001.0;6204.0;39.0;165106.0
6539;Total male and female;Almere;2003;165106.0;1265.0;2720.0;16.2;753.0;4.5;1967.0;11727.0;69.8;1307.0;10420.0;7822.0;46.6;1309.0;-550.0;6513.0;3905.0;5598.0;33.9;170704.0
6540;Total male and female;Almere;2004;170704.0;1308.0;2578.0;14.9;761.0;4.4;1817.0;10560.0;61.1;1141.0;9419.0;8139.0;47.1;1394.0;-504.0;6745.0;2421.0;4303.0;25.2;175007.0
6541;Total male and female;Almere;2005;175007.0;1341.0;2583.0;14.6;806.0;4.6;1777.0;10537.0;59.6;1182.0;9355.0;8858.0;50.1;1767.0;-722.0;7091.0;1679.0;3459.0;19.8;178466.0
6542;Total male and female;Almere;2006;178466.0;1369.0;2624.0;14.6;776.0;4.3;1848.0;9919.0;55.2;1167.0;8752.0;9356.0;52.1;2072.0;-899.0;7284.0;563.0;2458.0;13.8;180924.0
6543;Total male and female;Almere;2007;180924.0;1388.0;2561.0;14.1;790.0;4.3;1771.0;9149.0;50.2;1142.0;8007.0;8604.0;47.2;1739.0;-593.0;6865.0;545.0;2346.0;13.0;183270.0
6544;Total male and female;Almere;2008;183270.0;1406.0;2510.0;13.6;826.0;4.5;1684.0;9126.0;49.5;1509.0;7617.0;8396.0;45.5;1398.0;-292.0;6998.0;730.0;2476.0;13.5;185746.0
6545;Total male and female;Almere;2009;185746.0;1431.0;2548.0;13.6;843.0;4.5;1705.0;8182.0;43.8;1525.0;6657.0;7525.0;40.3;1229.0;-141.0;6296.0;657.0;2414.0;13.0;188160.0
6546;Total male and female;Almere;2010;188160.0;1450.0;2598.0;13.7;886.0;4.7;1712.0;8573.0;45.3;1828.0;6745.0;7770.0;41.0;1527.0;-198.0;6243.0;803.0;2495.0;13.3;190655.0
6547;Total male and female;Almere;2011;190655.0;1471.0;2473.0;12.9;890.0;4.6;1583.0;8568.0;44.6;2098.0;6470.0;7651.0;39.9;1661.0;-151.0;5990.0;917.0;2508.0;13.2;193163.0
6548;Total male and female;Almere;2012;193163.0;1490.0;2488.0;12.8;973.0;5.0;1515.0;7999.0;41.2;1769.0;6230.0;7467.0;38.5;1299.0;248.0;6168.0;532.0;2050.0;10.6;195213.0
6549;Total male and female;Almere;2013;195213.0;1510.0;2319.0;11.9;935.0;4.8;1384.0;7722.0;39.5;1941.0;5781.0;8312.0;42.5;1789.0;-45.0;6523.0;-590.0;800.0;4.1;196013.0
6550;Total male and female;Almere;2014;196013.0;1516.0;2398.0;12.2;857.0;4.4;1541.0;8189.0;41.7;2217.0;5972.0;8806.0;44.8;1874.0;-141.0;6932.0;-617.0;919.0;4.7;196932.0
6551;Total male and female;Almere;2015;196932.0;1523.0;2345.0;11.9;932.0;4.7;1413.0;9104.0;46.1;2206.0;6898.0;9310.0;47.1;2012.0;-452.0;7298.0;-206.0;1213.0;6.2;198145.0
6552;Total male and female;Almere;2016;198145.0;1533.0;2359.0;11.8;980.0;4.9;1379.0;10426.0;52.3;2339.0;8087.0;9034.0;45.3;1623.0;-92.0;7411.0;1392.0;2769.0;14.0;200914.0
6553;Total male and female;Almere;2017;200914.0;1555.0;2299.0;11.4;942.0;4.7;1357.0;10805.0;53.4;2165.0;8640.0;9075.0;44.8;1511.0;-64.0;7564.0;1730.0;3076.0;15.3;203990.0
6554;Total male and female;Almere;2018;203990.0;1579.0;2362.0;11.5;1016.0;4.9;1346.0;11564.0;56.2;2469.0;9095.0;8984.0;43.6;1495.0;31.0;7489.0;2580.0;3914.0;19.2;207904.0
6555;Total male and female;Almere;2019;207904.0;1609.0;2558.0;12.2;1025.0;4.9;1533.0;12209.0;58.2;2685.0;9524.0;9733.0;46.4;1564.0;-46.0;8169.0;2476.0;3989.0;19.2;211893.0
6556;Total male and female;Almere;2020;211893.0;1640.0;2503.0;11.7;1084.0;5.1;1419.0;11748.0;55.1;2131.0;9617.0;10348.0;48.5;1407.0;-21.0;8941.0;1400.0;2822.0;13.3;214715.0
6557;Total male and female;Almere;2021;214715.0;1662.0;2618.0;12.1;1223.0;5.7;1395.0;12427.0;57.5;2252.0;10175.0;10710.0;49.5;1675.0;-253.0;9035.0;1717.0;3113.0;14.5;217828.0
6558;Total male and female;Almere;2022;217828.0;1686.0;2599.0;11.8;1234.0;5.6;1365.0;14907.0;67.7;4229.0;10678.0;11255.0;51.1;2113.0;-270.0;9142.0;3652.0;4997.0;22.9;222825.0
6559;Total male and female;Almere;2023;222825.0;1725.0;2543.0;11.3;1241.0;5.5;1302.0;13692.0;60.9;3457.0;10235.0;11309.0;50.3;2407.0;-454.0;8902.0;2383.0;3675.0;16.5;226500.0
6560;Total male and female;Almkerk;1942;3952.0;;86.0;21.5;32.0;8.0;54.0;135.0;33.8;;;107.0;26.8;;;;28.0;82.0;20.7;4034.0
6561;Total male and female;Almkerk;1943;4034.0;;98.0;24.0;37.0;9.0;61.0;129.0;31.5;;;80.0;19.6;;;;49.0;110.0;27.3;4144.0
6562;Total male and female;Almkerk;1944;4144.0;;117.0;27.5;64.0;15.0;53.0;247.0;58.0;;;77.0;18.1;;;;170.0;223.0;53.8;4367.0
6563;Total male and female;Almkerk;1945;4367.0;;103.0;24.1;88.0;20.6;15.0;157.0;36.8;;;373.0;87.4;;;;-216.0;-201.0;-46.0;4166.0
6564;Total male and female;Almkerk;1946;4166.0;;129.0;31.0;44.0;10.6;85.0;151.0;36.3;;;256.0;61.6;;;;-105.0;-20.0;-4.8;4146.0
6565;Total male and female;Almkerk;1947;4146.0;;128.0;30.5;46.0;11.0;82.0;153.0;36.5;;;147.0;35.1;;;;6.0;88.0;21.2;4234.0
6566;Total male and female;Almkerk;1948;4234.0;;125.0;29.6;26.0;6.2;99.0;86.0;20.4;;;197.0;46.6;;;;-111.0;-17.0;-4.0;4217.0
6567;Total male and female;Almkerk;1949;4217.0;;103.0;24.3;33.0;7.8;70.0;96.0;22.7;;;125.0;29.5;;;;-29.0;41.0;9.7;4258.0
6568;Total male and female;Almkerk;1950;4258.0;;105.0;24.5;37.0;8.6;68.0;115.0;26.8;;;132.0;30.8;;;;-17.0;51.0;12.0;4309.0
6569;Total male and female;Almkerk;1951;4309.0;;116.0;26.7;42.0;9.7;74.0;128.0;29.5;;;144.0;33.2;;;;-16.0;58.0;13.5;4367.0
6570;Total male and female;Almkerk;1952;4367.0;;119.0;27.0;29.0;6.6;90.0;111.0;25.2;;;117.0;26.5;;;;-6.0;84.0;19.2;4451.0
6571;Total male and female;Almkerk;1953;4451.0;;133.0;29.8;28.0;6.3;105.0;77.0;17.3;;;157.0;35.2;;;;-80.0;25.0;5.6;4476.0
6572;Total male and female;Almkerk;1954;4476.0;;115.0;25.5;31.0;6.9;84.0;165.0;36.6;;;190.0;42.2;;;;-25.0;59.0;13.2;4535.0
6573;Total male and female;Almkerk;1955;4535.0;;115.0;25.2;30.0;6.6;85.0;130.0;28.5;;;168.0;36.9;;;;-38.0;47.0;10.4;4582.0
6574;Total male and female;Almkerk;1956;4582.0;;133.0;28.9;47.0;10.2;86.0;155.0;33.7;;;195.0;42.3;;;;-40.0;46.0;10.0;4628.0
6575;Total male and female;Almkerk;1957;4628.0;;119.0;25.6;43.0;9.3;76.0;162.0;34.9;;;206.0;44.4;;;;-44.0;32.0;6.9;4660.0
6576;Total male and female;Almkerk;1958;4660.0;;137.0;29.1;47.0;10.0;90.0;201.0;42.7;;;203.0;43.2;;;;-2.0;88.0;18.9;4748.0
6577;Total male and female;Almkerk;1959;4748.0;;127.0;26.7;43.0;9.0;84.0;128.0;26.9;;;208.0;43.8;;;;-80.0;9.0;1.9;4757.0
6578;Total male and female;Almkerk;1960;4757.0;;101.0;21.1;42.0;8.8;59.0;116.0;24.3;0.0;116.0;124.0;25.9;3.0;;121.0;-8.0;51.0;10.7;4808.0
6579;Total male and female;Almkerk;1961;4808.0;;104.0;21.6;39.0;8.1;65.0;82.0;17.0;6.0;76.0;137.0;28.5;6.0;;131.0;-55.0;10.0;2.1;4818.0
6580;Total male and female;Almkerk;1962;4818.0;;116.0;23.8;40.0;8.2;76.0;174.0;35.7;0.0;174.0;125.0;25.6;0.0;;125.0;49.0;125.0;25.9;4943.0
6581;Total male and female;Almkerk;1963;4943.0;;102.0;20.5;32.0;6.4;70.0;160.0;32.2;0.0;160.0;172.0;34.6;1.0;;171.0;-12.0;58.0;11.7;5001.0
6582;Total male and female;Almkerk;1964;5001.0;;138.0;27.5;54.0;10.8;84.0;149.0;29.7;2.0;147.0;215.0;42.9;3.0;;212.0;-66.0;18.0;3.6;5019.0
6583;Total male and female;Almkerk;1965;5019.0;;121.0;24.0;48.0;9.5;73.0;149.0;29.6;2.0;147.0;178.0;35.3;2.0;;176.0;-29.0;44.0;8.8;5063.0
6584;Total male and female;Almkerk;1966;5063.0;;96.0;18.8;43.0;8.4;53.0;156.0;30.6;9.0;147.0;144.0;28.3;0.0;;144.0;12.0;64.0;12.6;5127.0
6585;Total male and female;Almkerk;1967;5127.0;;98.0;19.0;44.0;8.5;54.0;163.0;31.6;0.0;163.0;151.0;29.3;1.0;;150.0;12.0;66.0;12.9;5193.0
6586;Total male and female;Almkerk;1968;5193.0;;108.0;20.7;56.0;10.7;52.0;207.0;39.7;5.0;202.0;203.0;38.9;7.0;;196.0;4.0;55.0;10.6;5248.0
6587;Total male and female;Almkerk;1969;5248.0;;111.0;21.1;36.0;6.8;75.0;136.0;25.8;1.0;135.0;171.0;32.5;3.0;;168.0;-35.0;40.0;7.6;5288.0
6588;Total male and female;Almkerk;1970;5288.0;;102.0;19.3;48.0;9.1;54.0;120.0;22.7;5.0;115.0;185.0;35.0;6.0;;179.0;-65.0;-11.0;-2.1;5277.0
6589;Total male and female;Almkerk;1971;5277.0;;83.0;15.7;41.0;7.8;42.0;172.0;32.6;2.0;170.0;215.0;40.8;10.0;;205.0;-43.0;-2.0;-0.4;5275.0
6590;Total male and female;Almkerk;1972;5275.0;;88.0;16.6;37.0;7.0;51.0;209.0;39.4;3.0;206.0;199.0;37.5;5.0;;194.0;10.0;59.0;11.2;5334.0
6591;Total male and female;Almkerk;1973;;;;;;;;;;;;;;;;;;;;
6592;Total male and female;Almkerk;1974;;;;;;;;;;;;;;;;;;;;
6593;Total male and female;Almkerk;1975;;;;;;;;;;;;;;;;;;;;
6594;Total male and female;Almkerk;1976;;;;;;;;;;;;;;;;;;;;
6595;Total male and female;Almkerk;1977;;;;;;;;;;;;;;;;;;;;
6596;Total male and female;Almkerk;1978;;;;;;;;;;;;;;;;;;;;
6597;Total male and female;Almkerk;1979;;;;;;;;;;;;;;;;;;;;
6598;Total male and female;Almkerk;1980;;;;;;;;;;;;;;;;;;;;
6599;Total male and female;Almkerk;1981;;;;;;;;;;;;;;;;;;;;
6600;Total male and female;Almkerk;1982;;;;;;;;;;;;;;;;;;;;
6601;Total male and female;Almkerk;1983;;;;;;;;;;;;;;;;;;;;
6602;Total male and female;Almkerk;1984;;;;;;;;;;;;;;;;;;;;
6603;Total male and female;Almkerk;1985;;;;;;;;;;;;;;;;;;;;
6604;Total male and female;Almkerk;1986;;;;;;;;;;;;;;;;;;;;
6605;Total male and female;Almkerk;1987;;;;;;;;;;;;;;;;;;;;
6606;Total male and female;Almkerk;1988;;;;;;;;;;;;;;;;;;;;
6607;Total male and female;Almkerk;1989;;;;;;;;;;;;;;;;;;;;
6608;Total male and female;Almkerk;1990;;;;;;;;;;;;;;;;;;;;
6609;Total male and female;Almkerk;1991;;;;;;;;;;;;;;;;;;;;
6610;Total male and female;Almkerk;1992;;;;;;;;;;;;;;;;;;;;
6611;Total male and female;Almkerk;1993;;;;;;;;;;;;;;;;;;;;
6612;Total male and female;Almkerk;1994;;;;;;;;;;;;;;;;;;;;
6613;Total male and female;Almkerk;1995;;;;;;;;;;;;;;;;;;;;
6614;Total male and female;Almkerk;1996;;;;;;;;;;;;;;;;;;;;
6615;Total male and female;Almkerk;1997;;;;;;;;;;;;;;;;;;;;
6616;Total male and female;Almkerk;1998;;;;;;;;;;;;;;;;;;;;
6617;Total male and female;Almkerk;1999;;;;;;;;;;;;;;;;;;;;
6618;Total male and female;Almkerk;2000;;;;;;;;;;;;;;;;;;;;
6619;Total male and female;Almkerk;2001;;;;;;;;;;;;;;;;;;;;
6620;Total male and female;Almkerk;2002;;;;;;;;;;;;;;;;;;;;
6621;Total male and female;Almkerk;2003;;;;;;;;;;;;;;;;;;;;
6622;Total male and female;Almkerk;2004;;;;;;;;;;;;;;;;;;;;
6623;Total male and female;Almkerk;2005;;;;;;;;;;;;;;;;;;;;
6624;Total male and female;Almkerk;2006;;;;;;;;;;;;;;;;;;;;
6625;Total male and female;Almkerk;2007;;;;;;;;;;;;;;;;;;;;
6626;Total male and female;Almkerk;2008;;;;;;;;;;;;;;;;;;;;
6627;Total male and female;Almkerk;2009;;;;;;;;;;;;;;;;;;;;
6628;Total male and female;Almkerk;2010;;;;;;;;;;;;;;;;;;;;
6629;Total male and female;Almkerk;2011;;;;;;;;;;;;;;;;;;;;
6630;Total male and female;Almkerk;2012;;;;;;;;;;;;;;;;;;;;
6631;Total male and female;Almkerk;2013;;;;;;;;;;;;;;;;;;;;
6632;Total male and female;Almkerk;2014;;;;;;;;;;;;;;;;;;;;
6633;Total male and female;Almkerk;2015;;;;;;;;;;;;;;;;;;;;
6634;Total male and female;Almkerk;2016;;;;;;;;;;;;;;;;;;;;
6635;Total male and female;Almkerk;2017;;;;;;;;;;;;;;;;;;;;
6636;Total male and female;Almkerk;2018;;;;;;;;;;;;;;;;;;;;
6637;Total male and female;Almkerk;2019;;;;;;;;;;;;;;;;;;;;
6638;Total male and female;Almkerk;2020;;;;;;;;;;;;;;;;;;;;
6639;Total male and female;Almkerk;2021;;;;;;;;;;;;;;;;;;;;
6640;Total male and female;Almkerk;2022;;;;;;;;;;;;;;;;;;;;
6641;Total male and female;Almkerk;2023;;;;;;;;;;;;;;;;;;;;
6642;Total male and female;Alphen aan den Rijn;1942;19837.0;;455.0;22.9;225.0;11.3;230.0;887.0;44.6;;;998.0;50.2;;;;-111.0;119.0;6.0;19956.0
6643;Total male and female;Alphen aan den Rijn;1943;19956.0;;505.0;25.0;211.0;10.5;294.0;1021.0;50.6;;;878.0;43.5;;;;143.0;437.0;21.9;20393.0
6644;Total male and female;Alphen aan den Rijn;1944;20393.0;;590.0;28.6;218.0;10.6;372.0;668.0;32.4;;;567.0;27.5;;;;101.0;473.0;23.2;20866.0
6645;Total male and female;Alphen aan den Rijn;1945;20866.0;;505.0;24.3;345.0;16.6;160.0;950.0;45.7;;;1261.0;60.7;;;;-311.0;-151.0;-7.2;20715.0
6646;Total male and female;Alphen aan den Rijn;1946;20715.0;;667.0;32.0;150.0;7.2;517.0;1255.0;60.2;;;1508.0;72.3;;;;-253.0;264.0;12.7;20979.0
6647;Total male and female;Alphen aan den Rijn;1947;20979.0;;600.0;28.4;134.0;6.3;466.0;1060.0;50.1;;;1210.0;57.2;;;;-150.0;316.0;15.1;21295.0
6648;Total male and female;Alphen aan den Rijn;1948;21295.0;;557.0;26.0;162.0;7.6;395.0;898.0;41.9;;;1045.0;48.8;;;;-147.0;226.0;10.6;21521.0
6649;Total male and female;Alphen aan den Rijn;1949;21521.0;;567.0;26.2;164.0;7.6;403.0;832.0;38.5;;;1028.0;47.5;;;;-196.0;207.0;9.6;21728.0
6650;Total male and female;Alphen aan den Rijn;1950;21728.0;;531.0;24.3;131.0;6.0;400.0;881.0;40.3;;;963.0;44.0;;;;-82.0;318.0;14.6;22046.0
6651;Total male and female;Alphen aan den Rijn;1951;22046.0;;513.0;23.2;161.0;7.3;352.0;858.0;38.8;;;1096.0;49.6;;;;-238.0;114.0;5.2;22160.0
6652;Total male and female;Alphen aan den Rijn;1952;22160.0;;527.0;23.8;139.0;6.3;388.0;753.0;34.0;;;1147.0;51.8;;;;-394.0;-6.0;-0.3;22154.0
6653;Total male and female;Alphen aan den Rijn;1953;22154.0;;541.0;24.3;161.0;7.2;380.0;889.0;40.0;;;1089.0;49.0;;;;-200.0;180.0;8.1;22334.0
6654;Total male and female;Alphen aan den Rijn;1954;22334.0;;501.0;22.3;147.0;6.5;354.0;1177.0;52.4;;;1262.0;56.2;;;;-85.0;269.0;12.0;22603.0
6655;Total male and female;Alphen aan den Rijn;1955;22603.0;;490.0;21.6;157.0;6.9;333.0;1062.0;46.7;;;1143.0;50.3;;;;-81.0;252.0;11.1;22855.0
6656;Total male and female;Alphen aan den Rijn;1956;22855.0;;531.0;23.1;200.0;8.7;331.0;1253.0;54.5;;;1280.0;55.6;;;;-27.0;304.0;13.3;23159.0
6657;Total male and female;Alphen aan den Rijn;1957;23159.0;;523.0;22.5;155.0;6.7;368.0;1026.0;44.1;;;1171.0;50.3;;;;-145.0;223.0;9.6;23382.0
6658;Total male and female;Alphen aan den Rijn;1958;23382.0;;533.0;22.6;164.0;7.0;369.0;1069.0;45.4;;;1079.0;45.8;;;;-10.0;362.0;15.5;23744.0
6659;Total male and female;Alphen aan den Rijn;1959;23744.0;;563.0;23.4;154.0;6.4;409.0;1315.0;54.8;;;1176.0;49.0;;;;139.0;548.0;23.1;24292.0
6660;Total male and female;Alphen aan den Rijn;1960;24292.0;;557.0;22.7;171.0;7.0;386.0;1387.0;56.4;68.0;1319.0;1194.0;48.6;83.0;;1111.0;193.0;580.0;23.9;24872.0
6661;Total male and female;Alphen aan den Rijn;1961;24872.0;;601.0;23.7;181.0;7.1;420.0;1667.0;65.7;67.0;1600.0;1108.0;43.7;65.0;;1043.0;559.0;979.0;39.4;25851.0
6662;Total male and female;Alphen aan den Rijn;1962;25851.0;;636.0;24.1;188.0;7.1;448.0;1869.0;70.7;94.0;1775.0;1168.0;44.2;83.0;;1085.0;701.0;1149.0;44.4;27000.0
6663;Total male and female;Alphen aan den Rijn;1963;27000.0;;723.0;26.4;193.0;7.0;530.0;1520.0;55.5;91.0;1429.0;1268.0;46.3;85.0;;1183.0;252.0;782.0;29.0;27782.0
6664;Total male and female;Alphen aan den Rijn;1964;27782.0;;727.0;25.6;216.0;7.6;511.0;1449.0;51.1;95.0;1354.0;1324.0;46.7;97.0;;1227.0;125.0;636.0;22.9;28971.0
6665;Total male and female;Alphen aan den Rijn;1965;28971.0;;702.0;23.7;193.0;6.5;509.0;2216.0;74.8;159.0;2057.0;1388.0;46.8;58.0;;1330.0;828.0;1335.0;46.1;30306.0
6666;Total male and female;Alphen aan den Rijn;1966;30306.0;;704.0;23.0;229.0;7.5;475.0;1769.0;57.7;194.0;1575.0;1570.0;51.2;127.0;;1443.0;199.0;674.0;22.2;30980.0
6667;Total male and female;Alphen aan den Rijn;1967;30980.0;;650.0;20.7;210.0;6.7;440.0;2032.0;64.7;101.0;1931.0;1588.0;50.5;143.0;;1445.0;444.0;882.0;28.5;31862.0
6668;Total male and female;Alphen aan den Rijn;1968;31862.0;;702.0;21.8;197.0;6.1;505.0;1685.0;52.4;129.0;1556.0;1608.0;50.0;100.0;;1508.0;77.0;579.0;18.2;32441.0
6669;Total male and female;Alphen aan den Rijn;1969;32441.0;;673.0;20.4;206.0;6.3;467.0;2334.0;70.9;180.0;2154.0;1812.0;55.0;175.0;;1637.0;522.0;989.0;30.5;33430.0
6670;Total male and female;Alphen aan den Rijn;1970;33430.0;;749.0;22.0;186.0;5.5;563.0;2448.0;72.0;216.0;2232.0;1868.0;54.9;161.0;;1707.0;580.0;1141.0;34.1;34571.0
6671;Total male and female;Alphen aan den Rijn;1971;34571.0;;730.0;20.5;235.0;6.6;495.0;3577.0;100.4;194.0;3383.0;1948.0;54.7;156.0;;1792.0;1629.0;2126.0;61.5;36697.0
6672;Total male and female;Alphen aan den Rijn;1972;36697.0;;810.0;21.7;260.0;7.0;550.0;2877.0;76.9;207.0;2670.0;2030.0;54.3;158.0;;1872.0;847.0;1386.0;37.8;38083.0
6673;Total male and female;Alphen aan den Rijn;1973;38083.0;;738.0;18.7;231.0;5.9;507.0;4477.0;113.5;296.0;4181.0;2288.0;58.0;162.0;;2126.0;2189.0;2693.0;70.7;40776.0
6674;Total male and female;Alphen aan den Rijn;1974;40776.0;;815.0;19.3;241.0;5.7;574.0;4719.0;111.9;288.0;4431.0;2545.0;60.4;185.0;;2360.0;2174.0;2756.0;67.6;43532.0
6675;Total male and female;Alphen aan den Rijn;1975;43532.0;;813.0;18.1;237.0;5.3;576.0;4685.0;104.6;573.0;4112.0;2719.0;60.7;219.0;;2500.0;1966.0;2533.0;58.2;46065.0
6676;Total male and female;Alphen aan den Rijn;1976;46065.0;;824.0;17.7;278.0;6.0;546.0;3517.0;75.5;302.0;3215.0;3028.0;65.0;308.0;;2720.0;489.0;1045.0;22.7;47110.0
6677;Total male and female;Alphen aan den Rijn;1977;47110.0;;838.0;17.6;252.0;5.3;586.0;3431.0;72.0;365.0;3066.0;2955.0;62.0;296.0;-3.0;2659.0;476.0;1064.0;22.6;48174.0
6678;Total male and female;Alphen aan den Rijn;1978;48174.0;;906.0;18.4;292.0;5.9;614.0;4174.0;84.7;489.0;3685.0;2617.0;53.1;236.0;-4.0;2381.0;1557.0;2173.0;45.1;50347.0
6679;Total male and female;Alphen aan den Rijn;1979;50347.0;;919.0;18.0;274.0;5.4;645.0;3149.0;61.7;403.0;2746.0;2362.0;46.3;305.0;0.0;2057.0;787.0;1433.0;28.5;51780.0
6680;Total male and female;Alphen aan den Rijn;1980;51780.0;;965.0;18.5;315.0;6.0;650.0;2817.0;54.0;509.0;2308.0;2743.0;52.6;384.0;-15.0;2359.0;74.0;726.0;14.0;52506.0
6681;Total male and female;Alphen aan den Rijn;1981;52506.0;;910.0;17.2;296.0;5.6;614.0;2530.0;47.9;313.0;2217.0;2470.0;46.7;338.0;-8.0;2132.0;60.0;676.0;12.9;53182.0
6682;Total male and female;Alphen aan den Rijn;1982;53182.0;;745.0;14.0;289.0;5.4;456.0;2469.0;46.3;294.0;2175.0;2550.0;47.8;422.0;-5.0;2128.0;-81.0;379.0;7.1;53561.0
6683;Total male and female;Alphen aan den Rijn;1983;53561.0;;749.0;13.9;289.0;5.3;460.0;3002.0;55.5;338.0;2664.0;2467.0;45.6;282.0;-5.0;2185.0;535.0;999.0;18.7;54560.0
6684;Total male and female;Alphen aan den Rijn;1984;54560.0;;805.0;14.7;313.0;5.7;492.0;2517.0;45.9;287.0;2230.0;2504.0;45.7;284.0;-7.0;2220.0;13.0;505.0;9.3;55065.0
6685;Total male and female;Alphen aan den Rijn;1985;55065.0;;800.0;14.4;342.0;6.2;458.0;2685.0;48.4;330.0;2355.0;2394.0;43.2;298.0;-6.0;2096.0;291.0;747.0;13.6;55812.0
6686;Total male and female;Alphen aan den Rijn;1986;55812.0;;787.0;13.9;370.0;6.5;417.0;3326.0;58.9;385.0;2941.0;2371.0;42.0;183.0;4.0;2188.0;955.0;1372.0;24.6;57184.0
